"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL KUMAR MAURYA","2 - TARUN PATEL URF TARUNENDRA CHAND PATEL","3 - DR MAHENDRA NATH PANDEY","4 - RAMKISHUN","5 - IRSHAD","6 - CHANCHAL","7 - JITENDRA","8 - MRITUNJAYA PANDEY","9 - RAMASHANKER SINGH MAURYA","10 - RAJA JAISWAL","11 - RAJENDRA","12 - RAM DULAR","13 - VINAI KUMAR SINGH","14 - SHASHI SINHA","15 - SANJEEV SINGH","16 - DR. HARIDWAR SINGH YADAV","17 - HEERALAL","18 - GULAVAS","19 - BINDU","20 - RAJNARAYAN","21 - SANJAY","22 - None of the Above","Total Votes Secured"
137,"B.P.P. SEEO R.NO. 1",831,651,0,1482,549,425,0,974,729,0,276,12,443,173,14,2,1,1,5,6,2,2,5,2,12,7,3,1,1,2,3,1,974
138,"B.P.P. SEEO R.NO. 2",780,589,0,1369,549,348,0,897,800,0,224,10,535,34,4,1,2,0,4,8,0,1,5,3,45,7,5,2,1,2,2,2,897
139,"P.P.SHANKARPUR R.NO. 1`",656,559,0,1215,428,327,0,755,651,0,235,10,296,140,8,1,1,0,11,11,2,1,9,0,0,10,1,1,5,6,3,4,755
140,"P.P.SHANKARPUR R.NO. 2",536,443,0,979,345,222,0,567,561,0,116,3,278,135,3,0,2,2,3,5,0,2,3,2,1,7,3,0,0,0,1,1,567
141,"P.P.SHANKARPUR R.NO. 3",405,275,0,680,244,142,0,386,383,0,58,2,187,115,2,0,2,0,6,2,1,0,0,2,3,2,1,1,0,0,0,2,386
142,"P.P. MADHANI",291,207,1,499,190,127,0,317,314,0,20,6,148,123,7,2,0,1,0,0,0,0,0,2,0,4,1,0,2,0,1,0,317
143,"P.P. BABHANPURA R.NO.1",710,592,0,1302,420,374,0,794,760,0,250,16,381,115,8,0,0,0,1,6,1,2,5,0,1,1,2,3,0,1,0,1,794
144,"P.P. BABHANPURA R.NO.2",470,350,0,820,265,189,0,454,379,0,90,2,201,134,1,0,1,1,0,2,0,1,1,4,2,7,1,0,0,1,0,5,454
145,"P.P. BABHANPURA R.NO.3",748,583,0,1331,478,358,0,836,705,0,224,11,239,328,19,1,1,1,2,1,0,0,1,0,2,2,2,0,0,2,0,0,836
146,"P.P. SINGHWAR",527,386,0,913,315,255,0,570,508,0,99,9,253,161,5,0,2,0,2,11,5,0,4,8,0,6,3,0,0,1,1,0,570
147,"B.P.P. NEWADA R.NO.1",535,392,0,927,397,287,0,684,684,0,431,4,191,22,1,1,0,0,0,1,0,0,0,0,3,2,16,2,1,1,4,4,684
148,"B.P.P. NEWADA R.NO.2",441,381,0,822,326,272,0,598,593,0,80,11,389,98,2,0,0,2,1,5,0,1,2,1,2,0,2,0,1,0,0,1,598
149,"SRI KHANDESHWARI BABA I COOLEGE .CHANDPUR MUSHTAFABAD  R.NO.1",702,527,0,1229,436,300,0,736,732,0,146,6,272,276,5,2,1,2,2,5,0,1,3,1,2,4,2,0,1,3,1,1,736
150,"SRI KHANDESHWARI BABA I COOLEGE .CHANDPUR MUSHTAFABAD R.NO.2",602,478,0,1080,342,258,0,600,582,0,189,6,114,250,2,1,0,2,3,5,1,0,6,4,1,8,3,0,2,0,3,0,600
151,"B.P.P. TOHFAPUR",755,617,0,1372,495,370,0,865,865,0,99,18,293,365,19,2,4,0,0,3,1,3,2,4,0,9,5,2,6,25,1,4,865
152,"B.P.P. MILKOPUR R.NO. 1",395,317,0,712,298,214,0,512,512,0,139,1,186,130,6,0,0,0,0,5,0,0,2,2,33,2,0,1,0,2,1,2,512
153,"B.P.P. MILKOPUR R.NO. 2",648,474,0,1122,438,327,0,765,599,0,37,6,584,91,4,2,4,2,4,10,0,3,5,2,1,2,0,1,1,4,0,2,765
154,"B.P.P. PACHARAO R.NO. 1",893,667,0,1560,545,417,0,962,856,0,238,12,468,147,10,2,3,2,0,10,2,5,4,5,1,14,6,3,7,10,0,13,962
155,"B.P.P. PACHARAO R.NO. 2",645,488,0,1133,413,298,0,711,711,0,336,11,220,102,8,0,0,0,1,5,0,0,4,3,1,5,8,0,2,3,1,1,711
156,"B.P.P. FOOLPUR",679,587,0,1266,465,395,0,860,860,0,474,15,266,62,3,0,3,0,0,4,1,0,1,2,4,10,8,0,1,2,1,3,860
157,"B.P.P. BANKAT R.NO. 1",816,640,0,1456,367,497,0,864,651,0,283,17,240,280,7,1,2,1,1,6,2,2,3,2,1,5,1,2,0,3,1,4,864
158,"B.P.P. BANKAT R.NO. 2",208,185,0,393,154,90,0,244,220,0,93,2,89,39,4,0,0,1,1,3,0,0,2,1,1,1,0,1,3,2,1,0,244
159,"P.P. BHAGWANPUR",304,257,0,561,209,177,0,386,297,0,77,7,139,134,5,0,1,2,0,2,0,3,3,3,1,1,0,2,3,2,0,1,386
160,B.P.P.SHAHPUR,413,331,0,744,294,235,0,529,518,0,36,7,426,14,4,0,2,5,1,8,1,0,5,0,4,8,0,0,1,5,1,1,529
161,"B.P.P. PANIHARI R.NO. 1",768,571,0,1339,401,350,0,751,750,0,78,53,438,91,13,2,5,4,3,9,3,6,6,4,6,9,4,1,4,7,0,5,751
162,"B.P.P. PANIHARI R.NO. 2",845,636,0,1481,510,381,0,891,851,0,242,64,296,222,18,0,5,1,3,3,1,0,1,0,2,1,6,4,2,12,3,5,891
163,"P.P. GAURDIH",529,433,0,962,307,243,0,550,550,0,136,9,186,191,5,0,0,1,0,4,1,0,1,1,3,5,2,2,2,0,1,0,550
164,"B.P.P. SONBARSA  R.NO. 1",407,330,0,737,231,164,0,395,395,0,36,12,218,118,1,0,1,0,0,1,1,2,2,1,0,1,0,0,0,0,1,0,395
165,"B.P.P. SONBARSA  R.NO. 2",553,428,1,982,299,247,0,546,446,0,132,8,253,78,7,0,2,2,2,6,2,2,5,3,32,7,2,1,0,1,1,0,546
166,"B.P.P. SONBARSA  R.NO. 3",327,259,0,586,176,135,0,311,311,0,85,5,182,18,1,0,1,0,0,1,0,0,4,1,3,9,0,0,0,1,0,0,311
167,"B.P.P. BARTHARAKALA R.NO.1",550,414,0,964,295,214,0,509,502,0,28,20,436,4,2,0,2,0,0,4,0,0,1,2,0,1,1,1,5,2,0,0,509
168,"B.P.P. BARTHARAKALA R.NO.2",552,456,0,1008,251,228,0,479,450,0,31,8,309,106,2,1,0,2,0,3,0,2,2,2,1,5,1,0,1,1,0,2,479
169,"B.P.P. BARTHARAKALA R.NO.3",458,385,0,843,241,258,0,499,421,0,262,9,82,131,3,0,0,0,0,1,0,0,1,0,0,1,8,0,0,0,0,1,499
170,"B.P.P. JHAJHUPUR",532,425,0,957,442,281,0,723,720,0,152,13,531,9,1,0,0,0,0,1,0,0,3,2,1,5,1,1,2,1,0,0,723
171,"B.P.P. KADIPUR KHURD",649,537,0,1186,423,353,0,776,724,0,220,24,295,186,9,1,4,0,2,7,2,2,4,3,2,9,2,2,1,1,0,0,776
172,"B.P.P. UKATHI R.NO. 1",681,596,0,1277,474,412,0,886,760,0,526,11,186,102,8,0,2,2,1,5,0,1,2,5,0,18,6,2,3,3,1,2,886
173,"B.P.P. UKATHI R.NO. 2",608,499,0,1107,368,282,0,650,650,0,229,14,234,146,6,2,1,0,0,4,2,2,1,1,1,3,2,0,0,1,0,1,650
174,"PANCHAYAT BHAWAN UKATHI",501,437,0,938,285,243,0,528,528,0,185,8,168,132,7,1,2,2,0,4,0,2,1,1,2,4,3,0,2,0,0,4,528
175,"P.P. CHUKAHA R.NO.1",706,571,0,1277,483,349,0,832,800,0,306,9,341,139,5,0,1,2,0,3,0,0,3,0,0,4,7,2,3,4,2,1,832
176,"P.P. CHUKAHA R.NO.1",449,311,0,760,241,190,0,431,431,0,173,7,182,54,1,1,1,0,0,1,0,0,3,0,0,0,4,0,1,0,1,2,431
177,"P.P. MURIDPUR",760,617,0,1377,488,369,0,857,825,0,331,17,336,128,2,0,0,1,0,6,2,1,4,2,3,4,3,0,3,7,2,5,857
178,"PANCHAYAT BHAWAN MUSTAFABAD (NAIKOT)",795,608,0,1403,498,395,0,893,845,0,458,2,151,232,4,1,2,1,2,3,1,1,4,3,3,10,3,4,0,5,3,0,893
179,"B.P.P. MUSTAFABAD NEW BHAWAN R.NO. 1",670,576,0,1246,391,341,0,732,730,0,145,32,472,45,6,0,1,1,1,4,1,3,5,3,2,6,0,0,1,2,2,0,732
180,"B.P.P. MUSTAFABAD NEW BHAWAN R.NO. 2",686,531,0,1217,404,304,0,708,645,0,144,10,330,167,1,4,4,2,2,12,2,2,5,4,3,6,3,1,1,3,1,1,708
181,"P.P. MUSTAFABAD (RETAPAR)",790,576,0,1366,443,326,0,769,751,0,235,14,186,245,5,3,4,1,0,11,14,1,3,3,7,12,8,2,2,9,3,1,769
182,"B.P.P. CHHITAUNA NEW BHAWAN R.NO. 1",404,340,0,744,224,169,0,393,393,0,41,8,91,239,3,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,5,393
183,"B.P.P. CHHITAUNA NAYA BHAWAN R.NO.-2",486,405,0,891,282,216,0,498,498,0,53,11,164,237,5,1,1,0,1,1,1,0,1,0,1,4,2,1,3,4,4,3,498
184,"B.P.P. CHHITAUNA NAYA BHAWAN R.NO.-3",395,280,0,675,219,166,0,385,385,0,191,3,48,115,1,0,2,2,0,1,0,1,2,2,2,8,4,0,0,0,0,3,385
185,"B.P.P. CHHITAUNA NAYA BHAWAN R.NO.-4",517,414,0,931,289,236,0,525,525,0,133,2,34,326,7,2,0,0,0,1,2,1,0,0,2,5,2,0,1,2,2,3,525
186,"B.P.P. RAMCHANDIPUR R.NO.-1",690,521,0,1211,336,299,0,635,624,0,290,9,188,120,1,1,0,1,0,3,0,1,2,2,1,4,4,1,1,3,3,0,635
187,"B.P.P. RAMCHANDIPUR R.NO.-2",652,472,0,1124,314,303,0,617,610,0,35,10,276,192,7,1,0,1,1,6,43,0,4,1,0,10,1,1,6,12,3,7,617
188,"B.P.P. RAMCHANDIPUR R.NO.-3",340,279,0,619,181,153,0,334,333,0,80,2,64,166,2,0,0,0,0,2,7,0,0,0,0,7,1,0,1,0,0,2,334
189,"P.P. RAMPUR DHAB",374,288,0,662,253,207,0,460,460,0,262,2,164,20,1,0,1,1,0,0,1,0,3,1,0,1,2,1,0,0,0,0,460
190,"J.H. SCHOOL GOBARAHA R.NO.-1",560,412,0,972,296,238,0,534,530,0,14,6,258,204,2,1,1,2,1,10,18,1,7,0,1,2,2,0,1,1,2,0,534
191,"J.H. SCHOOL GOBARAHA R.NO.-2",498,390,0,888,355,287,0,642,642,0,334,3,31,243,2,0,1,0,2,1,0,0,3,0,0,3,10,0,0,4,2,3,642
192,"B.P.P. MOKALPUR R.NO.-1",419,327,0,746,207,206,0,413,411,0,170,4,146,36,0,0,2,1,3,1,34,0,0,0,1,2,6,3,2,0,1,1,413
193,"B.P.P. MOKALPUR R.NO.-2",550,422,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"B.P.P. SARSAUL",859,653,0,1512,461,336,0,797,754,0,329,19,332,84,6,2,3,0,1,8,1,1,5,1,0,1,1,0,1,0,1,1,797
195,"B.P.P. MISHRAPURA R.NO.-1",549,357,0,906,350,211,0,561,521,0,304,5,18,204,2,0,1,0,0,3,0,1,3,3,2,10,1,0,0,0,2,2,561
196,"B.P.P. MISHRAPURA R.NO.-2",442,339,0,781,232,182,0,414,412,0,29,11,208,137,2,0,2,1,1,6,1,0,3,2,0,7,0,0,1,1,0,2,414
197,"P.P. DHOBAHI",467,411,0,878,300,252,0,552,545,0,227,3,53,243,4,0,0,0,0,1,1,0,3,0,0,6,5,0,0,1,0,5,552
198,"B.P.P. LUTHAKHURD",444,347,0,791,273,166,0,439,439,0,63,6,147,193,6,0,0,1,3,2,1,1,2,0,1,2,1,1,2,5,1,1,439
199,"B.P.P. SHIVDASA R.NO.-1",681,524,0,1205,389,311,0,700,690,0,266,8,283,94,2,0,1,1,1,7,0,0,2,0,5,7,7,1,4,5,2,4,700
200,"B.P.P. SHIVDASA R.NO.-2",504,376,0,880,243,159,0,402,402,0,29,5,183,179,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,402
201,"B.P.P. SIRISTI R.NO.-1",478,349,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"B.P.P. SIRISTI R.NO.-2",442,368,0,810,269,186,0,455,441,0,122,6,251,62,1,0,0,1,0,3,1,0,1,0,0,4,0,0,1,1,0,1,455
203,"P.P. BHAGATUA R.NO.-1",545,451,0,996,315,234,0,549,549,0,77,8,388,63,1,0,0,0,2,3,0,0,0,0,0,2,3,0,0,0,0,2,549
204,"P.P. BHAGATUA R.NO.-2",393,315,0,708,217,181,0,398,398,0,45,7,176,160,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,398
205,"P.P. AMAULI",631,500,0,1131,433,317,0,750,733,0,175,7,400,121,5,0,0,1,1,12,0,0,2,2,0,11,5,1,1,1,0,5,750
206,"J.H. SCHOOL CHHITAUNI",704,601,0,1305,381,339,0,720,720,0,284,8,337,49,5,1,1,0,0,4,0,3,0,0,0,14,9,1,0,2,1,1,720
207,"B.P.P. DEORIA",287,213,0,500,122,109,0,231,231,0,47,3,49,107,1,0,1,1,1,6,1,0,0,0,0,6,3,0,1,1,2,1,231
208,"P.P. GANGAPUR (BAKAINI)",228,181,0,409,108,94,0,202,202,0,92,2,67,25,1,1,0,0,0,1,5,0,1,0,0,1,4,1,0,0,1,0,202
209,"PANCHAYAT BHAWAN KUKUDHA",833,584,0,1417,419,327,0,746,700,0,188,27,287,187,6,0,1,0,3,6,0,1,3,6,3,11,5,3,2,5,1,1,746
210,"B.P.P. AMBA",412,358,0,770,291,162,0,453,391,0,105,6,191,117,3,0,1,2,1,2,0,0,0,0,1,6,3,1,2,4,0,8,453
211,"P.P. JALLHUPUR PRATHAM R.NO.-1",896,701,0,1597,510,411,0,921,902,0,327,15,421,51,36,0,3,1,1,4,0,8,2,6,1,11,9,4,2,11,4,4,921
212,"P.P. JALLHUPUR PRATHAM R.NO.-2",790,603,0,1393,386,457,0,843,842,0,123,20,418,229,9,0,3,3,2,8,2,3,5,1,2,3,2,1,0,4,1,4,843
213,"P.P. JALLHUPUR PRATHAM R.NO.-3",566,449,0,1015,341,231,0,572,400,0,111,11,248,155,1,0,1,1,0,6,1,1,4,1,0,2,6,0,9,8,5,1,572
214,"P.P. JALLHUPUR PRATHAM R.NO.-4",381,283,0,664,224,163,0,387,387,0,233,5,96,38,3,0,1,0,1,0,0,0,1,1,0,4,3,0,0,0,1,0,387
215,"P.V. RAMANA R.NO.-1",574,482,0,1056,349,292,0,641,641,0,100,14,361,128,2,1,2,0,1,9,0,0,4,2,2,4,6,0,0,3,1,1,641
216,"P.V. RAMANA R.NO.-2",522,443,0,965,312,267,0,579,534,0,233,5,168,128,8,2,5,2,0,13,3,1,2,0,1,4,2,0,0,1,0,1,579
217,"P.V. VISHUNPURA",554,430,0,984,369,323,0,692,692,0,335,5,292,25,5,0,1,1,0,0,1,1,3,3,1,11,5,0,1,0,0,2,692
218,"P.V. GIRDHARPUR (SARAIYA)",190,156,0,346,132,113,0,245,225,0,64,4,43,105,3,1,0,0,1,2,1,1,3,0,0,5,2,0,3,2,1,4,245
219,"I.C. BARIYASANPUR R.NO.-1",542,416,0,958,354,251,0,605,500,0,61,25,466,12,15,0,3,3,0,2,1,0,2,0,1,1,0,0,2,8,2,1,605
220,"I.C. BARIYASANPUR R.NO.-2",568,453,0,1021,349,291,0,640,631,0,185,3,219,206,2,0,2,1,2,2,1,0,1,2,9,2,1,1,0,0,1,0,640
221,"P.P. KHANPUR",546,455,0,1001,435,327,0,762,663,0,100,26,544,34,11,1,5,0,0,10,0,4,8,4,4,5,0,0,1,4,0,1,762
222,"B.P.P. UMARAHA R.NO.-1",745,637,0,1382,506,383,0,889,888,0,132,16,547,135,7,0,10,1,1,9,0,0,4,7,1,3,2,3,0,2,7,2,889
223,"B.P.P. UMARAHA R.NO.-2",722,591,0,1313,482,390,0,872,860,0,293,18,479,19,10,0,6,2,3,11,1,2,6,7,3,6,2,0,1,2,0,1,872
224,"B.P.P. UMARAHA R.NO.-3",900,657,0,1557,524,347,0,871,845,0,212,32,486,96,9,3,3,2,0,5,1,2,4,2,1,7,2,0,1,1,0,2,871
225,"P.P. BARAI R.NO.-1",541,449,0,990,364,317,0,681,675,0,200,15,343,56,5,2,4,0,0,13,3,2,8,3,9,9,2,1,1,2,1,2,681
226,"P.P. BARAI R.NO.-2",374,295,0,669,246,185,0,431,431,0,110,7,101,184,5,0,1,0,4,1,0,2,2,2,2,7,1,0,0,0,1,1,431
227,"P.P. BARAI R.NO.-3",740,581,0,1321,372,497,0,869,850,0,221,13,350,179,5,0,2,2,4,2,0,3,1,1,68,10,4,0,0,3,1,0,869
228,"SIDHARTH K.P.P. CHHAHI R.NO.-1",722,564,0,1286,488,383,0,871,841,0,317,18,377,84,8,4,4,2,2,12,0,1,7,6,2,10,1,2,2,6,1,5,871
229,"SIDHARTH K.P.P. CHHAHI R.NO.-2",700,567,0,1267,443,342,0,785,772,0,139,11,149,434,20,0,3,2,0,5,0,2,5,2,2,10,0,1,0,0,0,0,785
230,"B.P.P. CHHAHI",807,658,0,1465,505,425,0,930,914,0,188,24,475,141,26,3,4,1,3,12,2,2,1,5,5,6,3,3,7,11,1,7,930
231,"B.P.P. PATERWA R.NO.-1",720,623,0,1343,498,399,0,897,851,0,131,35,510,138,16,1,1,3,5,13,2,0,5,2,7,10,4,3,5,3,1,2,897
232,"B.P.P. PATERWA R.NO.-2",741,590,0,1331,504,409,0,913,901,0,359,28,350,60,14,2,2,5,1,10,2,2,2,3,9,6,22,3,17,8,2,6,913
233,"B.P.P. SARAIYA NO.-2 R.NO.-1",522,420,0,942,366,284,0,650,650,0,81,22,422,60,18,2,2,4,2,10,3,1,6,3,0,8,0,0,0,5,0,1,650
234,"B.P.P. SARAIYA NO.-2 R.NO.-2",523,416,0,939,344,293,0,637,631,0,157,23,251,150,11,0,0,0,1,5,1,1,2,2,2,6,4,3,4,5,5,4,637
235,"P.P. JAIRAMPUR (MATHIYA) R.NO.-1",546,430,0,976,356,262,0,618,612,0,112,26,272,143,10,2,5,2,3,8,3,1,6,4,2,6,2,0,5,6,0,0,618
236,"P.P. JAIRAMPUR (MATHIYA) R.NO.-2",419,357,0,776,250,207,0,457,247,0,170,18,180,63,4,1,2,0,0,2,1,1,3,0,2,5,1,0,1,2,0,1,457
237,"P.P. JAIRAMPUR (MATHIYA) R.NO.-3",539,440,0,979,313,242,0,555,512,0,183,49,261,33,11,0,1,0,0,2,0,0,0,0,2,1,5,2,1,3,1,0,555
238,"P.P. JAIRAMPUR (MATHIYA) R.NO.-4",467,345,1,813,233,171,0,404,401,0,59,23,261,31,4,0,2,0,1,4,1,1,1,0,1,5,1,0,2,4,1,2,404
239,"P.P. GOPPUR R.NO. 1",524,430,0,954,377,278,0,655,652,0,205,17,321,91,2,1,0,0,2,4,0,0,1,0,2,2,2,1,0,3,1,0,655
240,"P.P. GOPPUR R.NO.2",719,599,0,1318,503,448,0,951,942,0,238,41,373,200,20,2,4,1,5,16,3,4,6,2,13,11,2,0,3,1,5,1,951
241,"P.P. ALLOPUR",711,596,0,1307,491,375,0,866,865,0,359,24,357,60,5,1,7,3,2,0,1,3,10,2,1,10,9,2,2,2,3,3,866
242,"P.P. SARAIYA NO.-1",479,390,0,869,334,245,0,579,515,0,118,7,332,92,5,1,2,1,0,3,0,0,2,1,2,5,3,0,2,3,0,0,579
243,"P.P. AILEE",646,553,0,1199,490,366,0,856,850,0,268,12,419,101,7,0,2,2,3,6,1,5,2,3,2,4,7,1,2,6,3,0,856
244,"P.P. IMILIYA",376,293,0,669,271,175,0,446,445,0,71,4,204,139,6,1,1,0,0,4,1,1,1,1,3,2,3,0,0,2,2,0,446
245,"P.P. AMARPATTI",480,358,0,838,333,247,0,580,578,0,100,29,251,143,20,0,4,1,3,4,1,3,6,5,3,3,0,0,2,2,0,0,580
246,"B.P.P. LOHATAKHAS R.NO.-1",881,557,0,1438,491,205,0,696,695,0,174,108,225,103,75,0,0,0,0,0,1,0,3,0,0,6,0,0,0,1,0,0,696
247,"B.P.P. LOHATAKHAS R.NO.-2",488,312,0,800,295,145,0,440,440,0,114,95,5,155,58,0,0,0,0,1,0,0,2,1,1,0,1,2,0,2,1,2,440
248,"B.P.P. LOHATAKHAS R.NO.-3",567,395,0,962,365,170,0,535,535,0,150,137,5,174,50,1,1,1,0,0,1,1,3,0,1,2,1,1,0,0,3,3,535
249,"B.P.P. LOHATAKHAS R.NO.-4",1084,661,0,1745,645,272,0,917,905,0,302,273,29,224,70,5,0,1,1,1,1,1,0,0,1,2,3,0,1,0,0,2,917
250,"MADARSA FAIJUL ULUM V. LOHATAKHAS R.NO.-1",440,332,0,772,268,174,0,442,442,0,106,30,214,57,20,0,0,0,2,1,0,0,3,2,0,3,1,0,2,0,0,1,442
251,"MADARSA FAIJUL ULUM V. LOHATAKHAS R.NO.-2",501,331,0,832,361,185,0,546,545,0,117,54,209,143,9,0,0,0,0,5,0,0,2,0,2,1,1,0,0,2,0,1,546
252,"MADARSA FAIJUL ULUM V. LOHATAKHAS R.NO.-3",662,429,0,1091,472,185,0,657,554,0,284,147,6,170,32,0,0,1,0,2,1,0,2,0,1,1,4,1,0,1,2,2,657
253,"MADARSA FAIJUL ULUM V. LOHATAKHAS R.NO.-4",656,378,0,1034,455,184,0,639,621,0,286,118,8,145,53,0,0,0,1,1,2,0,0,2,1,7,7,2,1,0,2,3,639
254,"GAUTAMBUDH B.V. KOIRAN LOHATA R.NO.-1",506,375,0,881,326,240,0,566,521,0,151,80,268,37,19,0,0,0,1,1,0,0,0,0,2,6,0,1,0,0,0,0,566
255,"GAUTAMBUDH B.V. KOIRAN LOHATA R.NO.-2",624,493,0,1117,409,309,0,718,702,0,350,29,277,22,15,0,0,0,0,3,1,1,2,0,3,4,5,0,2,0,1,3,718
256,"GAUTAMBUDH B.V. KOIRAN LOHATA R.NO.-3",1092,768,0,1860,590,339,0,929,902,0,397,180,40,177,90,2,1,1,2,2,0,1,2,0,15,7,2,1,0,1,1,7,929
257,"GAUTAMBUDH B.V. KOIRAN LOHATA R.NO.-4",810,657,0,1467,429,277,0,706,705,0,281,116,91,116,69,0,1,0,2,0,0,0,4,0,8,10,3,0,2,1,1,1,706
258,"MADARSA TALIMUL ISLAM BHORA TALAB LOHATA R.NO.- 1",834,597,1,1432,538,332,0,870,840,0,156,43,560,75,16,0,0,2,0,1,0,0,1,0,1,0,0,3,3,3,3,3,870
259,"MADARSA TALIMUL ISLAM BHORA TALAB LOHATA R.NO.- 2",662,384,0,1046,417,181,0,598,548,0,242,75,9,223,28,1,0,0,0,0,1,0,2,0,0,1,3,4,0,3,6,0,598
260,"MADARSA TALIMUL ISLAM BHORA TALAB LOHATA R.NO.- 3",737,451,0,1188,478,235,0,713,712,0,324,104,4,195,51,1,0,0,0,3,1,3,2,3,2,6,6,0,0,1,4,3,713
261,"P.P. GHAMAHAPUR R.NO.- 1",511,412,0,923,357,246,0,603,550,0,51,14,430,6,35,0,5,2,1,2,2,25,5,4,1,8,2,1,3,2,1,3,603
262,"P.P. GHAMAHAPUR R.NO.- 2",470,352,0,822,300,203,0,503,502,0,37,10,378,32,26,0,2,1,0,3,1,8,2,1,1,1,0,0,0,0,0,0,503
263,"J.H. SCHOOL SENT JONS DHANNIPUR R.NO.- 1",692,553,0,1245,489,316,0,805,805,0,95,66,462,106,43,0,3,0,2,5,0,1,6,5,0,6,0,1,2,0,0,2,805
264,"J.H. SCHOOL SENT JONS DHANNIPUR R.NO.- 2",968,703,0,1671,675,394,0,1069,764,0,359,318,66,162,101,3,3,3,1,4,2,2,3,2,11,13,5,5,0,1,1,4,1069
265,"B.P.P.BHATTHI R.NO.- 1",920,701,0,1621,520,421,0,941,940,0,31,27,640,196,29,0,0,1,0,1,0,2,0,1,1,1,2,1,2,4,1,1,941
266,"B.P.P. BHATTHI R.NO.-2",829,618,0,1447,467,397,0,864,850,0,274,37,419,84,26,1,1,0,1,6,0,1,1,2,0,4,3,0,0,0,3,1,864
267,"P.V. MAHMOODPUR R.NO.-1",1143,918,0,2061,725,371,0,1096,1002,0,489,119,133,77,246,1,3,0,0,2,0,1,4,1,1,9,5,0,0,1,0,4,1096
268,"P.V. MAHMOODPUR R.NO.-2",629,433,0,1062,421,192,0,613,611,0,261,52,142,105,33,0,0,0,0,2,0,1,1,1,1,1,7,0,0,2,1,3,613
269,"P.V. MAHMOODPUR R.NO.-3",533,348,0,881,345,182,0,527,525,0,313,23,107,31,27,0,1,0,1,1,0,4,1,1,0,4,9,1,1,0,0,2,527
270,"B.P.P. MAHESHPUR R.NO.- 1",685,525,0,1210,414,308,0,722,722,0,67,27,459,131,19,0,0,0,1,2,0,1,4,3,0,2,0,0,1,4,0,1,722
271,"B.P.P. MAHESHPUR R.NO.- 2",680,570,0,1250,433,324,0,757,745,0,79,40,544,25,43,2,2,0,2,5,2,0,2,2,1,1,1,1,1,1,1,2,757
272,"B.P.P. MAHESHPUR R.NO.- 3",624,533,0,1157,445,264,0,709,700,0,133,47,446,18,49,2,0,0,0,2,1,1,1,1,0,4,0,2,1,0,0,1,709
273,"B.P.P. MAHESHPUR R.NO.- 4",723,553,0,1276,423,318,0,741,724,0,248,29,406,11,22,1,1,1,0,1,0,2,1,2,2,4,5,3,0,0,0,2,741
274,"MA SARASWATI I.C. CHANDPUR R.NO.- 1",729,575,0,1304,405,318,0,723,714,0,41,39,435,131,44,1,1,0,1,1,2,8,4,1,3,5,0,1,1,1,0,3,723
275,"MA SARASWATI I.C. CHANDPUR R.NO.- 2",1184,881,0,2065,659,441,0,1100,1032,0,130,98,647,113,65,1,1,2,1,7,1,2,9,1,2,4,4,1,0,3,2,6,1100
276,"MA SARASWATI I.C. CHANDPUR R.NO.- 3",622,451,0,1073,330,254,0,584,540,0,46,35,312,145,27,0,2,2,1,2,0,0,1,0,0,9,0,0,0,0,0,2,584
277,"MA SARASWATI I.C. CHANDPUR R.NO.- 4",562,435,0,997,286,238,0,524,523,0,43,56,325,56,24,0,1,0,2,4,0,1,1,1,1,2,0,1,0,3,0,3,524
278,"B.P.P. BHITARI R.NO.- 1",643,487,0,1130,405,329,0,734,720,0,160,40,376,92,32,1,2,1,2,8,1,4,4,1,1,2,1,1,0,1,1,3,734
279,"B.P.P. BHITARI R.NO.- 2",660,550,0,1210,417,335,0,752,750,0,270,22,324,62,36,2,2,2,0,3,0,12,0,1,1,4,2,1,0,3,2,3,752
280,"B.P.P. BHITARI R.NO.- 3",874,689,0,1563,505,380,0,885,842,0,133,45,580,54,24,0,1,2,1,7,3,5,3,2,0,12,1,0,4,3,2,3,885
281,"B.P.P. KERAKATPUR R.NO.- 1",626,508,0,1134,405,311,0,716,712,0,114,34,501,28,16,0,3,2,1,5,1,0,1,1,3,0,0,0,4,1,0,1,716
282,"B.P.P. KERAKATPUR R.NO.- 2",442,336,0,778,282,205,0,487,442,0,59,19,378,19,3,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,2,487
283,"B.P.P. PHOOLWARIA R.NO.- 1",928,694,0,1622,517,376,0,893,849,0,305,82,380,35,51,1,1,1,1,5,2,6,1,2,2,11,4,1,0,1,1,0,893
