"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
149,"SCHOOL CHAUDHARI SARAY NEAR OFFICE SHIKSA ADHIKSHAK BUDAUN R.NO. 1",553,507,0,1060,232,210,0,442,442,0,16,327,89,2,0,0,0,0,0,0,1,1,1,1,4,0,442
150,"SCHOOL CHAUDHARI SARAY NEAR OFFICE SHIKSA ADHIKSHAK BUDAUN R.NO. 2",595,523,0,1118,372,234,0,606,606,0,7,212,361,0,0,0,3,1,3,0,1,0,10,5,0,3,606
151,"OFFICE ANIMAL HOSPITAL R.NO. 1",634,501,0,1135,297,210,0,507,507,0,97,208,173,2,3,0,0,0,3,1,0,3,7,4,1,5,507
152,"OFFICE ANIMAL HOSPITAL R.NO. 2",578,461,0,1039,298,231,0,529,529,0,54,296,164,1,0,0,0,0,0,0,2,5,1,1,0,5,529
153,"OFFICE ANIMAL HOSPITAL R.NO. 3",539,465,0,1004,230,179,0,409,409,0,16,370,10,0,0,3,0,0,0,0,0,1,0,2,3,4,409
154,"OFFICE ANIMAL HOSPITAL R.NO. 4",610,503,0,1113,299,231,0,530,530,0,17,428,75,0,0,1,0,1,1,0,1,3,1,2,0,0,530
155,"NAGAR PALIKA GIRLS INTER COLLEGE BUDAUN R.NO. 1",657,550,0,1207,346,258,0,604,600,0,22,380,186,0,0,1,1,0,0,0,0,4,1,2,3,4,604
156,"NAGAR PALIKA GIRLS INTER COLLEGE BUDAUN R.NO. 2",792,670,0,1462,393,251,0,644,641,0,30,475,120,2,1,0,0,0,0,0,0,2,0,5,6,3,644
157,"NAGAR PALIKA GIRLS INTER COLLEGE BUDAUN R.NO. 3",582,487,0,1069,350,243,0,593,590,0,51,331,192,3,0,2,0,0,1,0,2,2,2,2,3,2,593
158,"OFFICE NAGAR PALIKA BUDAUN R.NO. 2",840,707,0,1547,575,347,0,922,920,0,15,883,17,1,1,0,0,0,0,2,0,0,0,1,1,1,922
159,"OFFICE NAGAR PALIKA BUDAUN R.NO. 3",771,651,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"MAHARISHI BALMIKI BAL NIKETAN LOTANPURA BUDAUN R.NO. 1",616,575,0,1191,386,341,0,727,725,0,69,221,413,5,2,1,3,1,1,0,3,2,4,2,0,0,727
161,"VIGYANAND RAM NARAYAN INTER COLLEGE BUDAUN EAST PART R.NO. 1",807,587,0,1394,462,271,0,733,732,0,10,661,49,1,1,1,0,0,0,0,2,3,2,2,1,0,733
162,"VIGYANAND RAM NARAYAN INTER COLLEGE BUDAUN EAST PART R.NO. 2",709,492,0,1201,368,227,0,595,594,0,5,543,30,1,0,0,0,0,1,2,0,4,0,1,5,3,595
163,"VIGYANAND RAM NARAYAN INTER COLLEGE BUDAUN EAST PART R.NO. 3",357,322,0,679,173,148,0,321,318,0,5,270,39,1,0,0,1,0,0,0,0,1,0,0,1,3,321
164,"VIGYANAND RAM NARAYAN INTER COLLEGE BUDAUN EAST PART R.NO. 4",458,345,0,803,236,151,0,387,385,0,12,296,74,0,0,0,0,2,0,0,0,0,0,0,0,3,387
165,"VIGYANAND RAM NARAYAN INTER COLLEGE BUDAUN WEST PART R.NO. 5",600,498,0,1098,317,231,0,548,547,0,7,461,61,1,1,1,0,0,0,1,1,4,0,2,3,5,548
166,"RAJARAM GIRLS INTER COLLEGE BUDAUN R.NO. 1",531,500,0,1031,377,249,0,626,625,0,1,118,497,1,0,3,0,0,0,0,1,2,0,1,0,2,626
167,"RAJARAM GIRLS INTER COLLEGE BUDAUN R.NO. 2",508,513,0,1021,299,223,0,522,520,0,1,181,329,1,0,0,0,0,0,0,0,4,0,1,0,5,522
168,"S.K. INTER COLLEGE BUDAUN EAST PART R.NO. 1",495,469,0,964,292,184,0,476,475,0,1,88,384,1,0,0,0,0,0,1,0,0,0,0,0,1,476
169,"S.K. INTER COLLEGE BUDAUN EAST PART R.NO. 2",389,315,0,704,229,167,0,396,395,0,2,70,317,1,1,1,0,0,0,0,0,1,1,0,2,0,396
170,"S.K. INTER COLLEGE BUDAUN EAST PART R.NO. 3",688,593,0,1281,325,288,0,613,612,0,136,262,208,0,1,0,0,0,1,0,0,1,0,2,1,1,613
171,"S.K. INTER COLLEGE BUDAUN EAST PART R.NO. 4",623,554,0,1177,340,273,0,613,310,0,2,468,134,1,0,0,1,0,0,0,0,4,1,0,0,2,613
172,"S.K. INTER COLLEGE BUDAUN MIDDLE PART R.NO. 5",689,567,0,1256,364,276,0,640,638,0,7,152,476,1,0,0,0,0,1,0,0,1,0,0,2,0,640
173,"S.K. INTER COLLEGE BUDAUN MIDDLE PART R.NO. 1",533,446,0,979,311,232,0,543,542,0,5,200,329,0,1,0,0,0,0,0,0,1,0,1,4,2,543
174,"S.K. INTER COLLEGE BUDAUN MIDDLE PART R.NO. 2",898,770,0,1668,458,371,0,829,828,0,6,207,583,5,1,3,0,0,2,0,1,3,4,3,0,11,829
175,"S.K. INTER COLLEGE BUDAUN MIDDLE PART R.NO. 3",592,466,0,1058,349,221,0,570,568,0,20,194,336,1,2,1,0,1,0,0,2,2,1,2,3,5,570
176,"S.K. INTER COLLEGE BUDAUN WEST PART R.NO. 4",535,449,0,984,245,200,0,445,444,0,9,145,284,0,0,0,0,0,0,0,0,1,1,2,1,2,445
177,"S.K. INTER COLLEGE BUDAUN WEST PART R.NO. 5",479,469,0,948,280,202,0,482,481,0,7,103,364,1,0,1,0,0,1,0,0,2,0,2,0,1,482
178,"S.K. INTER COLLEGE BUDAUN WEST PART R.NO. 6",471,361,0,832,216,171,0,387,385,0,24,128,229,1,0,1,0,0,1,0,0,2,1,0,0,0,387
179,"S.K. INTER COLLEGE BUDAUN WEST PART R.NO. 7",400,370,1,771,190,168,0,358,355,0,12,101,232,2,1,2,0,0,0,0,1,1,0,2,1,3,358
180,"S.K. MONTESSORY SCHOOL BUDAUN R.NO. 1",733,652,0,1385,391,338,0,729,728,0,100,263,346,0,5,1,0,0,1,1,0,4,1,3,2,2,729
181,"H.S. ISLAMIA INTER COLLEGE BUDAUN WEST PART R.NO. 1",512,475,0,987,239,208,0,447,445,0,13,403,24,0,0,0,0,0,0,0,0,4,0,0,2,1,447
182,"H.S. ISLAMIA INTER COLLEGE BUDAUN WEST PART R.NO. 2",788,639,0,1427,392,279,0,671,670,0,31,348,281,0,1,0,0,0,1,0,0,1,4,1,2,1,671
183,"H.S. ISLAMIA INTER COLLEGE BUDAUN WEST PART R.NO. 7",774,644,1,1419,353,265,1,619,619,0,26,286,299,0,0,0,0,2,1,0,0,0,1,1,0,3,619
184,"H.S. ISLAMIA INTER COLLEGE BUDAUN WEST PART R.NO. 3",540,480,0,1020,246,219,0,465,465,0,73,256,130,1,0,2,0,0,0,0,0,1,1,0,0,1,465
185,"H.S. ISLAMIA INTER COLLEGE BUDAUN EAST PART R.NO. 4",788,689,0,1477,411,336,0,747,745,0,104,152,451,7,1,9,0,1,1,3,2,2,3,2,4,5,747
186,"H.S. ISLAMIA INTER COLLEGE BUDAUN EAST PART R.NO. 5",506,466,0,972,266,201,0,467,465,0,8,109,336,0,0,1,0,0,1,0,1,6,2,2,0,1,467
187,"H.S. ISLAMIA INTER COLLEGE BUDAUN EAST PART R.NO. 6",478,447,0,925,232,202,0,434,433,0,22,113,289,1,1,0,0,0,0,0,0,5,2,0,0,1,434
188,"H.S. ISLAMIA INTER COLLEGE BUDAUN EAST PART R.NO. 1",594,488,0,1082,255,212,0,467,465,0,99,120,237,1,1,2,0,0,3,0,0,3,1,0,0,0,467
189,"H.S. ISLAMIA INTER COLLEGE MAIN BUILDING BUDAUN R.NO. 5",447,359,0,806,172,128,0,300,299,0,26,148,121,0,0,0,0,0,0,0,0,1,1,1,1,1,300
190,"H.S. ISLAMIA INTER COLLEGE MAIN BUILDING BUDAUN R.NO. 2",506,497,0,1003,237,258,0,495,495,0,31,361,98,1,0,0,0,0,0,0,1,2,0,0,1,0,495
191,"H.S. ISLAMIA INTER COLLEGE MAIN BUILDING BUDAUN R.NO. 3",523,458,0,981,260,190,0,450,450,0,9,216,211,3,1,0,1,1,2,0,1,0,0,2,0,3,450
192,"H.S. ISLAMIA INTER COLLEGE MAIN BUILDING BUDAUN R.NO. 4",530,474,0,1004,265,220,0,485,480,0,13,433,32,0,0,1,0,0,0,0,0,1,0,1,3,1,485
193,"H.S. ISLAMIA INTER COLLEGE BUDAUN PHYSICS LAB. SOUTH PART R.NO. 1",776,580,0,1356,356,266,0,622,620,0,109,313,191,1,0,0,0,0,0,0,1,2,0,1,1,3,622
194,"H.S. ISLAMIA INTER COLLEGE BUDAUN PHYSICS LAB. SOUTH PART R.NO. 19",615,539,0,1154,302,228,0,530,530,0,15,163,335,2,1,1,0,0,0,1,2,1,1,2,2,4,530
195,"H.S. ISLAMIA INTER COLLEGE BUDAUN PHYSICS LAB. SOUTH PART R.NO. 20",772,700,0,1472,365,303,0,668,665,0,8,336,297,5,1,0,0,2,1,0,0,0,2,6,2,8,668
196,"SHRI MOHAN SINGH MEMO. JR. HIGH SCHOOL D.M. ROAD BUDAUN R.NO. 2",753,629,0,1382,383,329,0,712,710,0,148,137,398,1,1,4,0,2,0,1,1,3,2,3,1,10,712
197,"SHRI MOHAN SINGH MEMO. JR. HIGH SCHOOL D.M. ROAD BUDAUN R.NO. 3",940,735,0,1675,456,362,0,818,818,0,289,212,292,2,2,1,1,5,3,0,0,6,2,1,0,2,818
198,"SHRI MOHAN SINGH MEMO. JR. HIGH SCHOOL D.M. ROAD BUDAUN R.NO. 9",456,325,0,781,248,179,0,427,425,0,29,71,308,3,0,1,0,0,0,1,0,1,2,5,4,2,427
199,"GOVT. INTER COLLEGE MAIN BUILDING EAST PART R.NO. 1",435,416,0,851,193,173,0,366,365,0,0,90,271,0,0,3,0,0,0,0,0,1,0,0,0,1,366
200,"GOVT. INTER COLLEGE MAIN BUILDING EAST PART R.NO. 8",420,412,0,832,224,196,0,420,419,0,6,120,281,1,0,5,0,0,1,0,0,2,1,1,0,2,420
201,"GOVT. INTER COLLEGE MAIN BUILDING EAST PART R.NO. 2",470,438,0,908,223,204,0,427,425,0,5,96,305,0,1,5,0,0,0,0,0,12,0,0,0,3,427
202,"GOVT. INTER COLLEGE MAIN BUILDING EAST PART R.NO. 3",586,511,0,1097,275,218,0,493,492,0,7,142,333,2,0,2,0,0,1,0,0,1,1,0,0,4,493
203,"GOVT. INTER COLLEGE MAIN BUILDING NORTH PART R.NO. 4",487,413,0,900,212,151,0,363,363,0,4,100,249,0,0,1,0,2,0,0,1,2,0,0,0,4,363
204,"GOVT. INTER COLLEGE MAIN BUILDING NORTH PART R.NO. 5",473,437,0,910,204,186,0,390,390,0,24,91,263,0,0,0,0,0,0,0,1,8,0,2,0,1,390
205,"GOVT. INTER COLLEGE MAIN BUILDING NORTH PART R.NO. 6",579,462,0,1041,245,186,0,431,431,0,9,128,284,0,0,1,0,1,0,0,0,3,1,0,0,4,431
206,"GOVT. INTER COLLEGE MAIN BUILDING NORTH PART R.NO. 7",574,508,0,1082,202,203,0,405,405,0,56,110,226,0,0,1,0,2,1,0,1,4,1,1,1,1,405
207,"GOVT. INTER COLLEGE MAIN BUILDING SOUTH PART R.NO. 1",613,518,0,1131,304,226,0,530,530,0,9,187,325,2,0,1,0,1,1,0,0,1,0,0,0,3,530
208,"GOVT. INTER COLLEGE MAIN BUILDING SOUTH PART R.NO. 2",619,522,0,1141,281,211,0,492,490,0,31,115,339,1,0,0,1,1,1,0,0,1,0,0,0,2,492
209,"SINGLER GIRLS INTER COLLEGE BUDAUN EAST  PART R.NO. 1",634,521,0,1155,309,254,0,563,563,0,51,154,334,2,0,2,0,4,2,0,0,4,3,1,0,6,563
210,"SINGLER GIRLS INTER COLLEGE BUDAUN EAST  PART R.NO. 6",591,551,0,1142,262,259,0,521,520,0,66,152,295,0,0,3,0,0,0,0,1,0,0,1,0,3,521
211,"SINGLER GIRLS INTER COLLEGE BUDAUN EAST  PART R.NO. 2",819,702,0,1521,444,293,0,737,737,0,47,223,449,3,0,4,0,0,1,0,0,3,2,1,1,3,737
212,"SINGLER GIRLS INTER COLLEGE BUDAUN EAST  PART R.NO. 3",488,412,0,900,236,192,0,428,428,0,58,120,246,0,0,0,0,0,0,1,0,2,0,0,1,0,428
213,"SINGLER GIRLS INTER COLLEGE BUDAUN NORTH PART R.NO. 7",447,402,0,849,203,174,0,377,377,0,64,108,199,0,0,1,0,1,0,1,0,1,1,1,0,0,377
214,"SINGLER GIRLS INTER COLLEGE BUDAUN NORTH  PART R.NO. 4",856,717,0,1573,357,302,0,659,659,0,97,305,242,1,1,2,0,0,0,2,1,1,0,4,0,3,659
215,"SINGLER GIRLS INTER COLLEGE BUDAUN NORTH  PART R.NO. 5",998,769,0,1767,392,330,0,722,721,0,36,299,360,3,0,0,0,1,1,1,0,1,2,5,1,12,722
216,"SINGLER GIRLS INTER COLLEGE BUDAUN OFFICE KE SAMNE WEST  PART R.NO. 2",563,483,0,1046,230,200,0,430,430,0,51,165,206,0,0,1,0,0,0,0,0,2,0,0,1,4,430
217,"SINGLER GIRLS INTER COLLEGE BUDAUN OFFICE KE SAMNE WEST  PART R.NO. 3",624,525,0,1149,223,207,0,430,430,0,51,165,206,0,0,1,0,0,0,0,0,2,0,0,1,4,430
218,"N.M.S.N. DAS DEGREE COLLEGE EAST PART R.NO. 1",558,393,0,951,362,204,0,566,566,0,19,524,10,1,0,0,0,0,0,0,0,0,1,4,4,3,566
219,"N.M.S.N. DAS DEGREE COLLEGE EAST PART R.NO. 4",502,401,0,903,237,186,0,423,423,0,131,207,81,0,0,0,0,0,0,0,0,0,0,1,2,1,423
220,"N.M.S.N. DAS DEGREE COLLEGE WEST PART R.NO. 2",675,485,0,1160,397,268,0,665,665,0,220,147,276,2,1,0,0,1,1,1,2,0,4,2,0,8,665
221,"N.M.S.N. DAS DEGREE COLLEGE WEST PART R.NO. 5",453,401,0,854,255,214,0,469,469,0,101,75,280,0,0,1,0,0,1,0,1,1,3,2,2,2,469
222,"N.M.S.N. DAS DEGREE COLLEGE WEST PART R.NO. 3",539,411,0,950,338,229,0,567,567,0,17,146,383,2,2,1,1,1,1,0,1,1,5,1,0,5,567
223,"N.M.S.N. DAS DEGREE COLLEGE WEST PART R.NO. 6",437,325,0,762,214,153,0,367,367,0,98,101,159,1,1,2,0,0,0,0,1,0,0,0,1,3,367
224,"BARATGHAR CHANDAN NAGAR",276,211,1,488,217,140,0,357,357,0,22,197,126,2,0,0,0,0,1,0,0,0,1,1,5,2,357
225,"PR. SCHOOL BAKARPUR KHANDHAR R.NO. 1",514,383,0,897,408,259,0,667,667,0,9,643,3,0,0,0,0,0,0,0,0,2,0,2,4,4,667
226,"PR. SCHOOL NAI R.NO. 1",759,618,0,1377,559,429,0,988,988,0,135,191,626,6,3,2,1,3,2,3,0,0,5,7,2,2,988
227,"PR. SCHOOL DUMAIRA R.NO. 1",295,234,0,529,239,178,0,417,417,0,4,72,329,2,1,0,0,1,1,0,1,1,2,2,1,0,417
228,"PR. SCHOOL MIGHAUNIYA R.NO. 1",253,182,0,435,209,149,0,358,358,0,5,222,125,0,1,0,0,0,3,0,0,0,0,0,0,2,358
229,"JR. HIGH SCHOOL REHMA R.NO. 1",533,459,0,992,353,206,0,559,559,0,81,406,58,1,2,0,1,0,0,0,1,0,3,2,2,2,559
230,"JR. HIGH SCHOOL REHMA R.NO. 2",648,534,0,1182,443,279,0,722,721,0,95,491,101,3,2,2,4,0,3,0,3,3,3,2,4,6,722
231,"PR. SCHOOL JATAV GAUTIYA M. REHMA R.NO. 1",203,145,1,349,85,73,0,158,157,0,143,0,11,0,0,0,0,0,0,0,1,0,0,0,1,2,158
232,"PR. SCHOOL SARAKPUR SUBHANPUR R.NO. 1",256,194,0,450,204,148,0,352,351,0,3,37,297,6,0,0,0,0,0,1,0,0,2,4,0,2,352
233,"PR. SCHOOL VARI SAMASPUR R.NO. 1",607,519,0,1126,317,286,0,603,602,0,61,374,138,3,1,0,1,1,0,0,1,2,4,2,5,10,603
234,"PR. SCHOOL KHASPUR R.NO. 1",505,441,0,946,331,269,0,600,600,0,126,213,234,1,1,0,1,0,1,0,1,1,2,8,5,6,600
235,"JR. HIGH SCHOOL LAHI FAREEDPUR R.NO. 1",625,501,0,1126,340,265,0,605,604,0,73,303,201,2,1,1,0,1,2,0,1,2,0,6,2,10,605
236,"JR. HIGH SCHOOL LAHI FAREEDPUR R.NO. 2",326,247,0,573,269,170,0,439,438,0,112,270,47,0,0,1,0,0,0,0,0,1,1,0,4,3,439
237,"PR. SCHOOL INAYATGANJ R.NO. 1",315,266,0,581,254,225,0,479,479,0,52,80,332,6,0,2,0,1,1,1,0,0,2,2,0,0,479
238,"PR. SCHOOL IMALIYA R.NO. 1",629,484,0,1113,404,331,0,735,734,0,481,122,111,5,0,0,0,0,1,0,2,3,7,2,0,1,735
239,"PR. SCHOOL KAILI R.NO. 1",668,554,0,1222,444,373,0,817,816,0,200,113,481,3,3,0,0,1,2,0,0,2,2,4,0,6,817
240,"JR. HIGH SCHOOL PRAHLADPUR MAJRA MUHIUDDIN NAGAR R.NO. 1",370,277,0,647,220,210,0,430,430,0,69,147,206,1,0,2,0,0,0,0,1,0,0,3,0,1,430
241,"PR. SCHOOL AZAMGANJ MADHIYA R.NO. 1",537,436,0,973,396,316,0,712,712,0,124,55,498,4,1,1,1,1,2,1,1,1,7,11,0,4,712
242,"PR. SCHOOL VANGARH R.NO. 1",609,542,0,1151,555,343,0,898,898,0,212,611,58,0,0,1,0,0,1,0,1,2,3,1,4,4,898
243,"PR. SCHOOL SIGOI R.NO. 1",621,474,0,1095,392,311,0,703,703,0,126,86,461,4,0,0,1,1,3,2,3,1,5,5,2,3,703
244,"PR. SCHOOL YUSUF NAGAR R.NO. 1",469,384,0,853,229,205,0,434,434,0,15,340,70,4,0,0,0,0,1,0,0,1,1,1,0,1,434
245,"PR. SCHOOL YUSUF NAGAR R.NO. 2",549,422,0,971,251,182,0,433,433,0,42,91,270,5,2,2,0,1,1,0,2,0,4,5,2,6,433
246,"PR. SCHOOL KAZIPUR R.NO. 1",373,285,0,658,240,194,0,434,434,0,185,39,193,2,0,1,0,0,1,0,0,0,3,4,2,4,434
247,"PR. SCHOOL ARSIS R.NO. 1",664,515,0,1179,564,347,0,911,910,0,46,829,26,0,0,1,0,1,0,0,1,1,2,0,2,2,911
248,"PR. SCHOOL BARKHIN R.NO. 1",323,261,0,584,293,187,0,480,480,0,8,281,171,2,2,1,0,1,2,0,1,4,1,4,2,0,480
249,"PR. SCHOOL BHOORI KUSAINA R.NO. 1",259,223,0,482,228,179,0,407,407,0,117,107,168,2,0,0,0,0,1,1,0,2,3,3,2,1,407
250,"PR. SCHOOL TITAULI R.NO. 1",593,470,0,1063,387,276,0,663,663,0,23,71,541,4,3,1,0,0,3,2,2,0,5,5,1,2,663
251,"PR. SCHOOL TAKIPUR R.NO. 1",230,188,0,418,216,162,0,378,378,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
252,"PR. SCHOOL KARTOLI R.NO. 1",681,539,0,1220,416,306,0,722,721,0,72,146,383,7,4,86,3,2,1,0,3,2,7,2,1,3,722
253,"PR. SCHOOL KARTOLI R.NO. 2",799,599,0,1398,497,331,0,828,828,0,26,114,651,5,4,1,0,2,4,1,2,0,5,8,1,4,828
254,"PR. SCHOOL MAI RAJO R.NO. 1",545,449,0,994,377,313,0,690,690,0,92,169,391,6,3,2,0,0,1,0,1,0,6,12,4,3,690
255,"PR. SCHOOL BHATAULI R.NO. 1",340,249,0,589,230,170,0,400,400,0,98,116,174,1,0,0,0,1,1,0,1,0,2,3,0,3,400
256,"PR. SCHOOL SALLAN NAGAR MAJRA ANUGUYYA R.NO. 1",692,517,0,1209,527,375,0,902,901,0,57,397,398,1,0,0,0,0,0,0,0,2,2,15,16,14,902
257,"PR. SCHOOL AHRUYYA R.NO. 1",496,378,0,874,319,240,0,559,559,0,100,164,269,2,2,0,0,1,2,1,1,3,1,6,4,3,559
258,"PR. SCHOOL DARAB NAGAR R.NO. 1",585,440,0,1025,330,246,0,576,576,0,57,275,190,2,1,25,0,2,0,1,3,2,7,8,1,2,576
259,"JR. HIGH SCHOOL VIHARI GAUTIYA M. BHAISAMAI R.NO. 1",379,310,0,689,277,218,0,495,495,0,2,179,290,1,0,1,0,0,1,0,1,1,3,8,1,7,495
260,"PR. SCHOOL FAKEERABAD R.NO. 1",539,414,0,953,403,249,0,652,652,0,3,89,534,6,1,1,2,0,2,0,2,0,6,4,1,1,652
261,"PR. SCHOOL SINGRAURA R.NO. 1",341,265,0,606,236,189,0,425,425,0,73,151,196,1,0,0,0,0,0,0,0,1,1,2,0,0,425
262,"PR. SCHOOL BHINDULIYA PILASI R.NO. 1",567,423,0,990,398,273,0,671,670,0,78,96,437,7,2,24,0,2,0,1,3,0,6,9,1,5,671
263,"PR. SCHOOL USHAITA R.NO. 1",662,470,0,1132,468,352,0,820,820,0,8,465,336,1,2,1,0,0,0,0,1,0,1,2,3,0,820
264,"PR. SCHOOL MUHAMMADPUR VYAR R.NO. 1",702,565,0,1267,530,400,0,930,930,0,247,644,26,0,1,0,1,0,0,0,0,1,1,4,1,4,930
265,"PR. SCHOOL DADMAI R.NO. 1",690,564,0,1254,483,382,0,865,865,0,215,464,171,6,1,0,0,1,0,0,2,0,1,0,0,4,865
266,"PR. SCHOOL RANJHAURA R.NO. 1",332,254,0,586,295,199,0,494,494,0,14,446,18,0,0,0,0,0,0,0,0,1,1,4,7,3,494
267,"PR. SCHOOL PALIYA JHANDA R.NO. 1",703,570,1,1274,412,360,0,772,771,0,89,197,466,3,0,4,0,0,1,0,1,0,4,5,2,0,772
268,"PR. SCHOOL AUJHA R.NO. 1",573,407,0,980,401,279,0,680,680,0,138,366,162,0,0,0,0,0,1,0,0,1,2,2,2,6,680
269,"PR. SCHOOL NIZAMPUR PACHTAUR R.NO. 1",656,557,0,1213,485,361,0,846,846,0,74,741,8,0,0,0,0,0,1,0,2,1,3,2,9,5,846
270,"PR. SCHOOL GURUPURI CHANDAN R.NO. 1",420,365,0,785,395,302,0,697,697,0,4,686,2,0,0,0,0,1,0,0,0,0,0,0,2,2,697
271,"PR. SCHOOL MIYANGANJ M. GURUPURI CHANDAN R.NO. 1",446,327,0,773,332,249,0,581,580,0,2,14,560,0,0,1,0,0,0,0,0,0,1,2,1,0,581
272,"PR. SCHOOL GHATPURI R.NO. 1",543,381,0,924,412,307,0,719,718,0,151,353,197,1,0,1,0,0,3,3,3,0,2,1,1,3,719
273,"PR. SCHOOL GHATPURI R.NO. 2",450,438,0,888,320,276,0,596,596,0,57,303,211,1,1,0,1,1,0,2,0,1,5,5,5,3,596
274,"PR. SCHOOL AURANGABAD MAAFI R.NO. 1",615,467,0,1082,479,307,0,786,786,0,40,618,100,4,0,3,1,1,2,1,1,1,2,5,1,6,786
275,"PR. SCHOOL KUTUBPURTHARA R.NO. 1",444,326,0,770,335,219,0,554,554,0,71,476,1,1,0,0,0,0,1,1,1,1,0,0,1,0,554
276,"JR. HIGH SCHOOL BINAWAR EAST PART R.NO. 1",412,368,0,780,269,255,0,524,524,0,2,44,460,2,0,1,0,0,1,1,0,1,2,6,1,3,524
277,"JR. HIGH SCHOOL BINAWAR EAST PART R.NO. 2",379,372,0,751,272,243,0,515,515,0,201,96,211,0,1,0,0,0,0,0,0,0,0,1,2,3,515
278,"JR. HIGH SCHOOL BINAWAR WEST PART R.NO. 3",611,483,0,1094,324,281,0,605,604,0,7,362,215,0,1,0,0,0,1,1,1,0,1,7,5,4,605
279,"JR. HIGH SCHOOL BINAWAR WEST PART R.NO. 4",743,613,0,1356,428,358,0,786,786,0,32,487,242,4,2,1,0,0,1,0,0,0,4,5,6,2,786
280,"PR. SCHOOL MALIKPUR R.NO. 1",446,376,0,822,280,261,0,541,540,0,105,89,311,0,3,13,0,0,2,1,0,1,2,7,2,5,541
281,"PR. SCHOOL BARKHERA R.NO. 1",587,459,0,1046,380,314,0,694,694,0,4,174,491,8,2,0,0,1,3,0,0,0,2,6,2,1,694
282,"JR. HIGH SCHOOL DHAKIYA R.NO. 1",251,194,0,445,173,125,0,298,298,0,47,72,171,0,0,0,0,0,1,0,0,1,1,4,0,1,298
283,"PR. SCHOOL GAUTIYA MAJRA DHAKIYA R.NO. 1",249,201,0,450,216,138,0,354,353,0,3,316,30,0,0,0,0,0,0,0,0,1,2,0,1,1,354
284,"PR. SCHOOL RASOOLPUR PUTHI R.NO. 1",712,612,0,1324,572,390,0,962,961,0,21,795,98,4,0,2,1,1,4,4,1,2,4,2,16,7,962
285,"JR. HIGH SCHOOL PUTHI SARAY R.NO. 1",581,425,0,1006,375,238,0,613,612,0,112,201,278,2,0,3,1,1,2,1,0,2,4,3,2,1,613
286,"JR. HIGH SCHOOL PUTHI SARAY R.NO. 2",816,631,0,1447,482,302,0,784,784,0,43,268,428,5,4,2,0,1,3,1,1,4,8,7,2,7,784
287,"PR. SCHOOL SARAY MAJRA PUTHI SARAY R.NO. 1",453,339,0,792,269,161,0,430,430,0,29,187,167,4,3,16,0,1,1,1,2,2,3,10,2,2,430
288,"PR. SCHOOL CHANDAURA R.NO. 1",544,449,0,993,381,301,0,682,682,0,52,243,369,3,3,1,0,0,3,1,0,1,1,1,2,2,682
289,"PR. SCHOOL SADULLAPUR BHITARA R.NO. 1",532,395,0,927,332,238,0,570,570,0,189,172,122,1,0,68,0,0,0,3,4,1,2,1,3,4,570
290,"PR. SCHOOL GHATBEHTI R.NO. 1",405,325,0,730,316,246,0,562,561,0,77,437,42,0,0,1,0,0,0,0,0,0,2,0,2,1,562
291,"PR. SCHOOL SHERGANJ M. BICHURAYYA R.NO. 1",465,353,0,818,299,228,0,527,526,0,3,123,381,1,0,1,1,0,5,0,0,1,1,3,4,3,527
292,"PR. SCHOOL MUHAMMADI R.NO. 1",862,670,0,1532,505,382,0,887,886,0,134,304,395,12,1,2,0,1,0,1,2,1,4,11,6,13,887
293,"PR. SCHOOL FAREEDPUR NAUSANA R.NO. 1",396,416,0,812,284,280,0,564,564,0,46,468,42,0,0,0,0,1,2,0,0,1,0,1,0,3,564
294,"PR. SCHOOL NAUSANA R.NO. 1",505,407,0,912,330,248,0,578,578,0,4,310,246,3,0,6,0,0,2,0,0,0,3,3,0,1,578
295,"PR. SCHOOL TISANGA R.NO. 1",407,297,0,704,274,179,0,453,452,0,73,163,178,0,0,26,0,2,0,0,3,1,5,0,0,2,453
296,"PR. SCHOOL NAVEEN RAIPURA R.NO. 1",605,479,0,1084,353,273,0,626,626,0,39,299,264,4,2,0,0,0,2,0,0,0,2,9,3,2,626
297,"JR. HIGH SCHOOL SIKRODI EAST PART R.NO. 1",480,362,0,842,294,212,0,506,506,0,3,437,43,4,0,0,0,4,0,0,0,2,3,3,4,3,506
298,"JR. HIGH SCHOOL SIKRODI EAST PART R.NO. 2",413,336,0,749,208,197,0,405,405,0,10,327,55,0,0,1,1,1,0,0,2,1,2,2,0,3,405
