"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
283,"PRIMARI SCHOOL SIRSACHERI",287,245,0,532,175,140,0,315,87,0,7,15,1,185,0,1,1,1,97,1,0,1,1,0,0,0,2,0,0,1,0,1,315
284,"PRIMARI SCHOOL MAVAIBRAMHANAN",769,569,0,1338,544,360,0,904,284,0,232,104,4,470,0,1,0,5,35,2,0,6,5,3,0,11,3,6,6,3,3,5,904
285,"PRIMARI SCHOOL LAGLESARA",479,355,0,834,317,186,0,503,460,0,54,143,1,245,0,0,0,0,38,0,0,1,1,1,0,9,2,2,2,0,1,3,503
286,"PRIMARI SCHOOL ARIYARKALA",444,283,0,727,269,183,0,452,400,0,6,262,3,116,4,0,1,4,15,0,1,3,4,0,4,24,0,1,0,0,2,2,452
287,"PRIMARI SCHOOL K.NO.1 ARIYARKHURD",284,237,0,521,146,108,0,254,208,0,18,16,2,99,1,0,0,4,102,1,1,3,0,0,0,1,1,2,1,1,0,1,254
288,"PRIMARI SCHOOL K.NO.2 ARIYARKHURD",371,297,0,668,219,163,0,382,332,0,56,53,4,230,1,1,1,2,17,3,1,2,2,2,3,2,0,0,0,1,0,1,382
289,"PRIMARI SCHOOL KUREMAU",335,247,0,582,185,153,0,338,330,0,36,69,1,192,2,0,1,3,23,1,1,1,0,1,0,4,0,0,2,1,0,0,338
290,"PRIMARI SCHOOL MIRJAPUR KALA",694,537,0,1231,389,328,0,717,620,0,15,46,4,386,5,3,1,10,217,2,0,7,1,5,4,2,3,0,1,3,1,1,717
291,"PRIMARI SCHOOL AJMATNAGAR",569,450,0,1019,292,203,0,495,405,0,75,11,2,233,1,1,1,2,145,1,3,4,2,1,2,4,2,1,0,2,1,1,495
292,"PRIMARI SCHOOL NOORULLANAGAR",490,309,0,799,301,179,0,480,450,0,136,86,1,194,3,1,1,2,36,1,0,0,2,0,1,4,0,3,0,2,3,4,480
293,"PRIMARI SCHOOL BIRAMPUR",602,463,0,1065,341,271,0,612,609,0,75,62,5,393,3,0,4,2,37,1,1,7,1,0,1,7,0,2,5,3,1,2,612
294,"PANCHAYAT GHAR GAORAKHURD",392,289,0,681,218,182,0,400,380,0,7,104,1,210,1,1,0,4,46,3,0,5,1,0,1,5,0,0,3,3,2,3,400
295,"PRIMARI SCHOOL AORAI",205,164,0,369,144,131,0,275,236,0,64,133,1,20,0,1,1,5,40,0,0,1,1,0,1,5,0,1,1,0,0,0,275
296,"PRIMARI SCHOOL JAKHAILA",399,286,0,685,225,189,0,414,113,0,8,87,2,194,1,0,1,7,96,3,0,3,1,0,0,9,0,0,0,0,0,2,414
297,"PRIMARI SCHOOL RAVATPUR",703,491,0,1194,366,260,0,626,530,0,33,127,4,316,3,0,5,11,82,2,3,6,1,0,2,12,4,3,8,2,0,2,626
298,"PRIMARI SCHOOL  HAMIRPUR",422,312,0,734,190,119,0,309,309,0,21,71,2,124,1,2,1,0,51,0,0,4,3,2,0,10,5,1,3,4,0,4,309
299,"PRIMARI SCHOOL VIRUGADHI",647,444,0,1091,349,255,0,604,594,0,136,167,9,156,8,2,7,5,67,6,0,2,2,2,4,16,1,3,2,1,4,4,604
300,"PRIMARI SCHOOL AMOIYA",373,281,0,654,247,183,0,430,132,0,102,72,0,198,2,2,1,6,23,2,1,1,1,0,5,7,1,3,0,1,1,1,430
301,"PRIMARI SCHOOL JAGDISHPUR",295,268,0,563,183,184,0,367,357,0,10,142,0,89,8,0,0,1,51,1,2,3,2,0,3,27,5,7,7,2,4,3,367
302,"PRIMARI SCHOOL UTTAR MUSTAFABAD",565,411,0,976,296,176,0,472,136,0,70,28,1,261,2,1,1,2,90,2,0,3,3,0,1,1,1,1,0,1,3,0,472
303,"PRIMARI SCHOOL DAXIN MUSTAFABAD",529,370,0,899,261,221,0,482,122,0,77,231,3,95,3,0,0,1,40,2,0,0,1,2,0,15,1,2,2,3,2,2,482
304,"PRIMARI SCHOOL KONAI",275,218,0,493,164,122,0,286,97,0,5,14,2,146,1,0,0,0,107,3,0,1,0,0,1,0,1,0,1,3,0,1,286
305,"PRIMARI SCHOOL NISABHI",234,197,0,431,120,119,0,239,234,0,6,12,1,131,1,0,1,1,79,3,2,0,0,0,1,1,0,0,0,0,0,0,239
306,"PRIMARI SCHOOL SARAICHANDAN",291,210,1,502,167,118,0,285,285,0,15,23,0,120,0,0,0,2,111,0,0,0,2,1,1,3,3,1,0,3,0,0,285
307,"PRIMARI SCHOOL AHRADADIYA",565,429,0,994,270,174,0,444,372,0,51,88,2,167,1,2,1,7,110,2,0,3,0,3,1,4,0,0,0,0,2,0,444
308,"PRIMARI SCHOOL BHAVANIPUR",229,189,0,418,149,121,0,270,270,0,11,5,0,199,0,2,0,0,28,0,1,2,1,0,1,2,3,2,9,3,1,0,270
309,"PRIMARI SCHOOL DIPAGADHI",557,444,0,1001,299,218,0,517,517,0,84,158,2,115,3,1,4,9,103,1,2,5,2,1,3,17,1,2,2,1,0,1,517
310,"PRIMARI SCHOOL OGARAPUR",189,140,0,329,125,97,0,222,199,0,69,13,1,67,0,0,0,2,66,0,0,1,0,1,0,2,0,0,0,0,0,0,222
311,"PRIMARI SCHOOL CHAMPATPUR",443,360,0,803,277,211,0,488,240,0,208,41,2,166,1,0,2,5,40,0,0,1,2,4,2,1,2,5,1,2,1,2,488
312,"PRIMARI SCHOOL JARELIYA",243,212,0,455,117,119,0,236,172,0,23,21,0,106,0,0,0,0,70,0,1,0,0,0,0,4,3,1,2,4,0,1,236
313,"PRIMARI SCHOOL BHADEMU",364,302,0,666,208,173,0,381,381,0,4,159,2,91,1,1,0,3,103,0,0,1,2,2,0,5,1,3,1,1,1,0,381
314,"PRIMARI SCHOOL JALALPUR",277,224,0,501,147,105,0,252,252,0,7,92,1,90,0,0,0,1,50,0,0,2,0,0,2,1,1,2,2,0,0,1,252
315,"PRIMARI SCHOOL RAIPURGADHI",776,599,0,1375,354,298,0,652,242,0,37,115,1,232,4,2,4,8,205,0,1,7,4,0,5,5,3,2,4,6,2,5,652
316,"PRIMARI SCHOOL  PASCHIM RAIPURGADHI",344,257,0,601,145,56,0,201,201,0,17,93,0,52,0,0,0,1,34,0,0,0,0,1,0,3,0,0,0,0,0,0,201
317,"J.H.SCHOOL BIRSINGHPUR",724,521,0,1245,357,263,0,620,167,0,93,137,2,148,3,1,2,4,178,0,0,2,8,1,1,16,8,5,2,2,0,7,620
318,"PRIMARI SCHOOL NAVIN BIRSINGHPUR",809,630,0,1439,391,319,0,710,410,0,31,33,1,489,2,2,2,4,114,3,0,6,2,2,1,3,0,2,4,3,1,5,710
319,"PRIMARI SCHOOL CHITAOLI",707,518,0,1225,347,253,0,600,7,0,88,28,0,201,0,2,2,3,256,6,0,3,0,2,3,0,1,1,1,1,1,1,600
320,"PRIMARI SCHOOL AMETHANGADHI",430,307,0,737,241,171,0,412,40,0,128,32,1,168,2,0,4,2,54,0,1,5,2,0,1,6,1,1,0,4,0,0,412
321,"PRIMARI SCHOOL UTTAR PARENDA",753,546,0,1299,374,262,0,636,100,0,88,74,3,361,2,0,0,5,71,2,0,2,0,4,1,5,3,1,5,4,1,4,636
322,"PRIMARI SCHOOL DAXIN PARENDA",166,121,0,287,122,67,0,189,28,0,19,54,4,97,0,0,0,0,3,1,0,0,0,0,1,4,0,0,1,1,3,1,189
323,"PRIMARI SCHOOL BHADUVA",352,257,0,609,179,142,0,321,254,0,6,179,1,90,0,1,2,2,15,5,0,1,2,0,1,10,1,2,1,0,1,1,321
324,"PRIMARI SCHOOL BAJEHARA",433,354,0,787,228,175,0,403,375,0,43,115,3,158,2,0,2,4,38,1,0,2,3,1,0,14,2,1,7,2,0,5,403
325,"PRIMARI SCHOOL PAMAKHEDA",465,332,0,797,251,177,0,428,422,0,77,86,4,177,4,2,1,3,47,1,1,8,1,1,0,2,1,1,2,5,3,1,428
326,"AVSERIPRASAD RAMRATAN J.H. SCHOOL OTARA",888,639,0,1527,487,322,0,809,786,0,99,136,2,417,2,0,0,7,116,1,0,7,1,0,2,3,2,2,2,6,2,2,809
327,"PRIMARI SCHOOL BIRAMPUR",503,348,0,851,278,181,0,459,459,0,71,70,4,261,1,0,0,5,28,3,0,3,1,2,0,0,3,2,0,2,2,1,459
328,"PRIMARI SCHOOL UTTAR PURWA",583,420,0,1003,333,223,0,556,553,0,31,70,1,336,0,0,0,9,48,4,1,10,5,3,2,12,2,2,8,2,4,6,556
329,"PRIMARI SCHOOL DAXIN PURWA",538,376,0,914,289,189,0,478,475,0,28,32,1,333,1,1,1,6,47,1,1,5,0,0,1,4,1,3,3,5,0,4,478
330,"PRIMARI SCHOOL UTTAR SALEMPUR",762,592,0,1354,417,305,0,722,522,0,25,120,4,455,2,0,2,8,59,0,2,8,6,1,2,5,1,3,6,6,1,6,722
331,"PRIMARI SCHOOL DAXIN SALEMPUR",168,121,0,289,118,79,0,197,196,0,1,85,0,22,0,0,1,5,60,3,1,0,2,1,2,9,1,1,0,1,1,1,197
332,"PRIMARI SCHOOL NAYA JODHAKHEDA M. KORARIKHURD",591,445,0,1036,345,240,0,585,580,0,33,74,2,325,1,1,0,5,124,2,2,3,0,2,1,3,3,1,1,1,0,1,585
333,"PRIMARI SCHOOL RANAGADHI",323,254,0,577,225,177,0,402,179,0,8,97,1,243,2,0,1,9,26,0,0,1,1,1,0,4,3,0,0,3,0,2,402
334,"J.H.SCHOOL K.NO.1 KORARI KALA",529,395,0,924,309,205,0,514,514,0,6,63,2,360,0,1,0,2,44,3,2,1,2,1,0,8,1,0,10,5,0,3,514
335,"J.H.SCHOOL K.NO. 2 KORARI KALA",725,503,0,1228,469,286,0,755,510,0,28,99,3,489,2,0,2,9,78,0,1,6,1,0,1,14,6,3,2,5,3,3,755
336,"PRIMARI SCHOOL PARA M. KORARIKALA",386,278,0,664,230,175,0,405,405,0,100,42,4,199,1,0,0,2,38,3,0,3,1,0,1,4,2,0,1,2,1,1,405
337,"PRIMARI SCHOOL TENAI",374,265,0,639,238,173,0,411,409,0,23,30,2,279,1,1,0,3,61,0,0,4,1,0,0,2,1,0,1,0,2,0,411
338,"J.H.SCHOOL K.NO. 1 AMBARKHEDA M. MAKHI",546,384,0,930,328,185,0,513,513,0,31,65,0,211,1,2,1,5,160,6,3,8,1,2,0,1,3,1,2,7,2,1,513
339,"J.H.SCHOOL K.NO.2 AMBARKHEDA M. MAKHI",510,390,0,900,306,217,0,523,500,0,23,316,1,48,2,1,2,4,97,6,1,2,2,1,2,5,1,3,1,1,1,3,523
340,"PRIMARI SCHOOL PURVA MAKHI",625,495,0,1120,321,210,0,531,504,0,19,70,3,361,2,0,1,7,40,1,1,5,1,1,5,3,0,3,3,0,2,3,531
341,"PRIMARI SCHOOL UTTAR K.NO. 2 MAKHI",553,391,0,944,268,186,0,454,250,0,12,165,0,159,0,0,1,4,74,0,2,4,2,1,0,14,6,2,0,3,2,3,454
342,"PRIMARI SCHOOL UTTAR K.NO2 MAKHI",420,290,0,710,245,155,0,400,278,0,27,97,0,212,0,0,0,2,45,1,0,3,0,0,1,7,1,3,1,0,0,0,400
343,"PRIMARI SCHOOL UTTAR K.NO.3 MAKHI",825,602,0,1427,469,286,0,755,750,0,20,98,2,527,1,0,0,6,41,0,1,5,6,1,3,10,8,1,10,5,0,10,755
344,"KANYA PRIMARI SCHOOL MAKHI",675,486,0,1161,371,212,0,583,583,0,134,37,2,249,1,1,1,10,129,1,0,2,2,0,1,3,2,1,2,3,2,0,583
345,"PRIMARI SCHOOL BEDANDKHEDA M. MAKHI",455,320,0,775,272,154,0,426,400,0,235,67,1,62,3,0,0,4,25,7,0,2,3,2,0,5,2,6,0,0,1,1,426
346,"PRIMARI SCHOOL BELSI M. MAKHI",524,394,0,918,286,214,0,500,500,0,28,144,1,231,3,1,0,2,59,2,1,2,2,5,2,6,1,1,3,2,2,2,500
