"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - VIPNESH","2 - RAVI PRAKASH VERMA","3 - RAMGOPAL MISHRA","4 - AJAY KUMAR","6 - ARVIND GIRI","7 - ZAFAR ALI NAQVI","10 - DINESH KUMAR","11 - KRISHNA ADHIKARI","12 - ASHRAF ALI","14 - ASHOK","16 - RAMESHWARI","17 - None of the Above","Total Votes Secured"
207,"BHUSAURIYA .M.GOLADEHAT",688,516,0,1204,300,180,0,480,473,0,16,20,0,129,110,195,2,0,1,2,2,3,480
208,KANJA,459,421,0,880,317,295,0,612,606,0,5,92,0,242,250,9,1,2,0,2,3,6,612
209,CHHATAUNIYAN,416,399,0,815,275,252,0,527,497,0,4,394,1,51,48,20,0,1,2,0,3,3,527
210,CHHATAUNIYAN,455,374,0,829,272,224,0,496,472,0,6,387,1,33,47,20,0,0,0,0,2,0,496
211,"NAGARA SALEMAPUR",458,410,0,868,353,252,0,605,605,0,4,94,2,280,197,16,0,0,1,1,3,7,605
212,"DATELI M. NAGARA SALEMAPUR",423,374,0,797,334,240,0,574,555,0,12,46,1,307,84,113,1,1,1,1,2,5,574
213,"DATELI M. NAGARA SALEMAPUR",494,432,0,926,307,237,0,544,433,0,22,29,2,70,119,278,0,3,5,1,4,11,544
214,MUDASRAKTA,600,530,0,1130,405,314,0,719,718,0,3,110,1,244,271,88,1,0,0,1,0,0,719
215,AMILIYA,391,320,0,711,301,213,0,514,511,0,14,116,1,102,220,54,1,0,0,0,1,5,514
216,KUNVARAPURAMAFI,257,213,0,470,243,182,0,425,424,0,1,12,2,104,287,13,0,0,1,0,2,3,425
217,KORAIYA,693,602,0,1295,410,312,0,722,716,0,16,82,1,229,291,84,0,3,1,5,2,8,722
218,AHAMDANGAR,677,550,0,1227,460,280,0,740,740,0,7,139,2,188,327,62,0,3,1,1,2,8,740
219,AHAMDANGAR,613,481,0,1094,465,303,0,768,768,0,10,83,1,295,306,51,3,2,1,1,8,7,768
220,AHAMDANGAR,514,452,0,966,389,293,0,682,682,0,5,16,1,291,329,23,3,2,1,1,2,8,682
221,KHOKHAY,338,263,0,601,250,172,0,422,393,0,2,76,1,174,159,3,1,1,0,1,2,2,422
222,BEHADAMULTAN,636,553,0,1189,446,298,0,744,730,0,9,194,0,364,156,12,0,1,1,0,2,5,744
223,PARELI,817,699,0,1516,590,448,0,1038,1038,0,12,272,1,441,236,57,4,2,2,3,1,7,1038
224,PARELI,777,690,0,1467,520,352,0,872,872,0,13,358,1,270,201,13,3,3,1,2,0,7,872
225,"MAHESHAPUR.M.JANGAL N0. 13",621,529,0,1150,480,310,0,790,775,0,7,51,2,338,349,25,1,2,0,0,3,12,790
226,"GANESHPUR M.SHITLAPUR GRANT",837,702,0,1539,608,415,0,1023,1023,0,17,124,1,159,338,369,1,1,1,0,4,8,1023
227,"GORIGANJ M. SHITLAPUR GRANT",236,212,0,448,190,178,0,368,363,0,1,6,0,5,353,2,1,0,0,0,0,0,368
228,"ASHRFIGANJ M. SHITLAPUR GRANT",811,654,0,1465,551,275,0,826,825,0,4,229,1,322,251,6,2,0,0,1,0,10,826
229,MAMRI,798,711,0,1509,576,472,0,1048,986,0,8,236,5,426,278,66,3,3,3,2,4,14,1048
230,MAMRI,734,589,0,1323,482,290,0,772,763,0,11,193,1,265,221,63,2,0,5,0,1,10,772
231,GOVINDAPUR,212,202,0,414,169,138,0,307,304,0,2,136,0,112,47,4,1,0,0,0,0,5,307
232,DHIRAVAN,714,620,0,1334,511,405,0,916,910,0,27,157,3,151,247,323,2,2,2,0,0,2,916
233,BELVA,762,662,0,1424,463,430,0,893,887,0,5,341,1,226,261,13,5,3,1,22,2,13,893
234,"MUDABHAI M. BELVA",610,536,1,1147,468,393,0,861,861,0,13,151,1,435,222,20,1,0,3,3,6,6,861
235,BAIDAKHEDA,444,409,0,853,337,260,0,597,592,0,5,87,0,267,182,52,0,1,0,0,1,2,597
236,RASULAPUR,228,206,0,434,177,178,0,355,355,0,4,39,0,18,244,32,9,1,0,1,2,5,355
237,KOTAVARA,556,461,0,1017,380,269,0,649,649,0,15,108,1,115,226,168,2,1,0,0,6,7,649
238,KOTAVARA,494,450,0,944,288,201,0,489,489,0,15,78,1,49,77,253,1,0,1,1,1,12,489
239,"VISHNUBEHAD M. NIJAMPUR",756,685,0,1441,523,364,0,887,887,0,7,187,5,226,364,79,5,3,1,2,3,5,887
240,GHARTHANIYAN,677,600,0,1277,465,318,0,783,777,0,4,197,0,184,282,112,0,1,0,2,1,0,783
241,GHARTHANIYAN,503,417,0,920,346,245,0,591,588,0,8,45,0,280,135,103,0,1,0,4,5,10,591
242,MUDAVISHNU,384,350,0,734,281,229,0,510,487,0,6,148,0,113,126,107,1,0,1,0,2,6,510
243,MUGALAKHEDA,211,160,0,371,177,122,0,299,285,0,2,94,0,117,79,3,0,0,1,0,0,3,299
244,"MUDAASSI M. MUDAJAVAHAR",600,541,0,1141,472,381,0,853,753,0,10,206,5,210,362,43,4,0,0,1,5,7,853
245,MUDAJAVAHAR,334,303,0,637,282,234,0,516,516,0,0,49,1,120,335,4,1,0,0,0,2,4,516
246,KOTAKHERVA,376,378,0,754,307,255,0,562,562,0,5,137,0,113,286,3,3,0,1,1,3,10,562
247,DEVKALI,504,439,1,944,421,308,0,729,729,0,1,227,3,162,310,12,0,1,1,1,5,6,729
248,MADARPURBASHI,261,257,0,518,218,188,0,406,406,0,2,106,4,42,213,17,2,2,1,2,6,9,406
249,BASAGANVA,347,338,0,685,289,280,0,569,558,0,1,31,1,154,363,12,1,0,1,2,2,1,569
250,KAPRAHA,454,393,0,847,288,188,0,476,476,0,2,37,0,202,199,23,4,2,2,2,1,2,476
251,KAPRAHA,399,357,0,756,221,184,0,405,405,0,8,57,0,129,111,97,0,0,0,0,1,2,405
252,BELAHARI,595,456,0,1051,390,271,0,661,661,0,16,185,1,47,101,296,1,1,3,2,1,7,661
253,BELAHARI,449,436,0,885,327,271,0,598,591,0,4,167,0,219,172,31,1,0,3,1,0,0,598
254,BELABOJHI,274,266,0,540,240,223,0,463,460,0,1,146,0,227,64,20,1,0,1,1,0,2,463
255,PIPRA,239,231,0,470,207,108,0,315,315,0,5,38,0,27,177,59,3,1,0,0,3,2,315
256,RAYAPUR,780,664,0,1444,532,336,0,868,859,0,44,218,2,18,89,487,0,0,3,0,2,5,868
257,RAYAPUR,567,486,2,1055,407,304,0,711,704,0,23,92,4,165,67,344,2,0,4,2,4,4,711
258,AHIRI,287,283,0,570,239,212,0,451,451,0,3,83,0,193,92,66,1,0,1,8,2,2,451
259,ROSHNANGAR,715,650,0,1365,556,457,0,1013,1013,0,21,98,3,279,367,221,2,2,9,1,2,8,1013
260,BILOCHAPUR,222,210,0,432,188,173,0,361,361,0,3,15,1,44,259,26,3,0,2,1,1,6,361
261,GHUNSI,529,416,0,945,377,257,0,634,634,0,10,70,5,197,241,103,3,1,3,0,1,0,634
262,MUDAPASI,188,172,0,360,156,108,0,264,264,0,2,161,0,71,13,17,0,0,0,0,0,0,264
263,DHUMARADIH,236,207,0,443,216,152,0,368,368,0,1,253,0,47,63,1,0,0,0,1,0,2,368
264,SIKANDRABAD,796,678,0,1474,523,391,0,914,914,0,17,195,0,250,247,195,2,3,2,0,1,2,914
265,SIKANDRABAD,847,658,0,1505,462,257,0,719,712,0,7,83,0,282,184,157,0,2,0,0,1,3,719
266,SIKANDRABAD,512,395,0,907,345,217,0,562,559,0,2,63,4,128,310,44,2,0,1,1,2,5,562
267,MUDADIKSHIT,268,234,0,502,215,172,0,387,387,0,1,71,3,86,211,10,0,0,0,1,0,4,387
268,TENDUAI,649,588,0,1237,486,356,0,842,842,0,8,142,2,138,503,26,2,1,0,5,4,11,842
269,KAIMAHARA,203,200,1,404,178,146,0,324,322,0,0,68,1,96,147,6,2,0,0,2,1,1,324
270,JADAURA,554,481,0,1035,417,323,0,740,740,0,2,236,0,141,337,19,0,1,0,2,0,2,740
271,BAGHMARA,344,341,0,685,271,248,0,519,519,0,5,232,3,89,174,5,0,0,2,0,2,7,519
272,CHHICHHAUNA,477,428,0,905,360,276,0,636,636,0,4,117,0,206,282,23,2,0,1,0,0,1,636
273,CHHICHHAUNA,458,394,0,852,322,219,0,541,541,0,5,50,1,139,253,87,1,1,0,0,2,2,541
274,KAJRAKORI,357,325,0,682,274,222,0,496,496,0,0,237,1,44,184,25,1,0,0,1,0,3,496
275,ALLIPUR,690,525,0,1215,439,274,0,713,713,0,11,37,1,396,124,123,1,1,3,2,4,10,713
276,ALLIPUR,426,355,0,781,291,204,0,495,495,0,2,16,0,204,223,40,1,1,1,3,0,4,495
277,CHANDAMAU,474,410,0,884,345,288,0,633,631,0,8,125,1,136,289,56,1,0,1,1,0,15,633
278,MADHIYA,760,651,0,1411,595,335,0,930,925,0,8,118,1,264,514,19,1,0,0,1,1,3,930
279,RAMAKHEDA,271,232,0,503,239,179,0,418,410,0,6,93,2,158,146,6,1,0,2,0,1,3,418
280,CHATHIYAMDANI,437,387,0,824,337,182,0,519,519,0,6,87,1,126,253,36,0,0,0,0,4,6,519
281,RAINAKHEDA,256,215,0,471,202,184,0,386,380,0,3,80,0,69,222,2,2,1,1,1,2,3,386
282,MOHAMMADABAD,759,663,0,1422,541,408,0,949,949,0,8,87,5,239,533,37,3,1,5,2,9,20,949
283,MOHAMMADABAD,758,667,0,1425,469,360,0,829,828,0,7,58,4,244,467,24,6,3,4,4,3,5,829
284,"RAYAPUR GRANT",611,537,0,1148,503,357,0,860,860,0,2,18,3,164,640,10,1,1,0,1,5,15,860
285,"LANDANAPUR GRANT.M.RAYAPUR GRANT",374,330,0,704,286,221,0,507,507,0,7,181,0,34,262,11,0,1,2,0,4,5,507
286,"KOJAILI.M. MIRJAPUR GRANT",469,410,0,879,339,248,0,587,563,0,6,51,2,159,346,8,1,2,1,0,4,7,587
287,"KOJAILI.M. MIRJAPUR GRANT",493,429,0,922,338,294,0,632,632,0,0,31,0,152,436,5,0,1,0,0,1,6,632
288,BAGHA,263,237,0,500,211,159,0,370,370,0,2,113,0,160,64,28,2,0,0,0,0,1,370
289,PARASEHARA,354,325,0,679,314,240,0,554,554,0,2,220,2,161,83,82,0,0,0,0,1,3,554
290,SHAHABUDDINAPUR,764,679,0,1443,520,388,0,908,896,0,7,250,4,176,402,37,5,1,1,0,4,21,908
291,AJAN,536,477,0,1013,417,304,0,721,721,0,7,170,2,272,214,32,6,3,1,0,4,10,721
292,AJAN,516,453,0,969,423,313,0,736,736,0,6,225,0,277,128,81,3,0,1,2,1,12,736
293,KIRATAPUR,332,307,0,639,262,222,0,484,484,0,3,245,0,117,106,11,0,0,1,1,0,0,484
294,MAJHIGAVAN,499,442,0,941,358,285,0,643,643,0,9,54,1,132,152,280,6,1,0,0,2,6,643
295,HAIDARABAD,594,518,0,1112,445,328,0,773,773,0,17,54,6,273,267,142,4,1,2,1,2,4,773
296,HAIDARABAD,366,350,0,716,278,221,0,499,499,0,19,70,1,97,79,221,0,2,2,2,0,6,499
297,HAIDARABAD,615,522,0,1137,408,339,0,747,741,0,32,40,5,57,205,399,1,1,3,1,1,2,747
298,KHARAGAPUR,413,356,0,769,281,228,0,509,505,0,8,138,2,260,68,26,1,0,1,3,0,2,509
299,DEVVAPUR,493,393,0,886,399,297,0,696,696,0,2,164,2,108,391,24,2,1,0,0,0,2,696
300,SUHELA,496,430,0,926,347,248,0,595,593,0,5,149,1,300,120,6,0,2,0,0,1,11,595
301,SUHELA,405,355,0,760,277,200,0,477,477,0,3,84,1,157,201,20,0,0,0,1,2,8,477
302,"JHAUPUR M.LANDANAPUR GRANT",660,605,0,1265,484,372,0,856,841,0,6,250,1,204,362,9,6,2,1,0,3,12,856
303,"JHAUPUR M.LANDANAPUR GRANT",405,344,0,749,300,208,0,508,505,0,4,50,3,83,348,5,1,0,0,1,7,6,508
304,"JHAUPUR M.LANDANAPUR GRANT",511,433,0,944,375,307,0,682,682,0,2,30,6,106,499,22,1,0,0,0,6,10,682
305,"JHAUPUR M.LANDANAPUR GRANT",454,400,0,854,325,249,0,574,553,0,5,26,2,137,383,6,1,2,1,0,5,6,574
306,"JHAUPUR M.LANDANAPUR GRANT",504,434,0,938,337,217,0,554,530,0,3,47,1,110,359,17,5,1,1,1,2,7,554
307,"NAYA GAWAN M.LANDANAPUR GRANT",582,486,0,1068,429,304,0,733,733,0,26,67,1,90,234,292,2,4,11,0,2,4,733
308,"JHAUPUR .M.LANDANAPUR GRANT",537,464,0,1001,376,246,0,622,622,0,1,90,3,125,372,11,2,0,3,1,2,12,622
309,"BABAGANJ .M.LANDANAPUR GRANT",340,327,0,667,269,239,0,508,508,0,2,139,0,126,212,18,1,1,2,3,2,2,508
310,"NANGAPUR .M.LANDANAPUR GRANT",415,371,0,786,321,232,0,553,553,553,1,228,1,140,166,12,0,1,0,0,0,4,553
311,"BAHAVANIGANJ .M.LANDANAPUR GRANT",681,537,2,1220,450,332,0,782,759,0,7,70,0,226,463,3,0,0,0,1,6,6,782
312,"BAHAVANIGANJ .M.LANDANAPUR GRANT",787,613,1,1401,563,374,0,937,937,0,6,112,3,383,398,7,2,2,3,1,7,13,937
313,"ASHRAFNAGAR GRANT",419,388,0,807,260,210,0,470,470,0,4,102,1,151,192,16,0,0,1,2,1,0,470
314,DEVARIYA,507,403,0,910,390,312,0,702,702,0,28,282,0,4,118,263,1,2,1,2,0,1,702
315,UMARIYA,577,483,0,1060,483,295,0,778,778,0,10,180,3,382,92,96,1,0,2,1,4,7,778
316,PARSAPUR,433,356,0,789,347,275,0,622,621,0,10,279,1,233,78,10,1,0,3,0,1,6,622
317,"MATHNA M.PARSAPUR",332,275,0,607,252,196,0,448,402,0,21,59,0,24,78,257,3,0,0,2,1,3,448
318,KUMBHI,423,382,0,805,320,254,0,574,574,0,7,47,3,275,209,17,2,2,2,1,3,6,574
319,KUMBHI,427,352,0,779,271,192,0,463,463,0,9,41,2,109,270,15,1,2,0,0,1,13,463
320,KUMBHI,835,633,0,1468,402,383,0,785,775,0,6,56,2,350,320,23,1,0,1,1,6,19,785
321,"GANGAPUR GRANT",606,478,0,1084,441,319,0,760,760,0,11,87,1,282,335,27,3,1,1,1,1,10,760
322,"HARINGAR GRANT",744,664,0,1408,556,475,0,1031,1031,0,10,315,1,325,350,16,2,2,3,1,2,4,1031
323,"MOINUDDINPUR .M.MUDAKHALSA",590,420,0,1010,447,294,0,741,741,0,9,281,0,225,195,16,2,0,1,2,3,7,741
324,"TELKAPUR .M.MUDAMAFI",284,249,0,533,258,183,0,441,441,0,1,27,0,113,287,5,0,0,3,1,0,4,441
325,NARAYNAPUR,279,248,0,527,220,211,0,431,427,0,2,122,1,90,191,9,3,1,1,0,2,9,431
326,MUKADDARNAGAR,222,206,0,428,190,175,0,365,365,0,1,13,1,21,318,9,0,0,0,2,0,0,365
327,HAKIMAPUR,308,260,0,568,254,203,0,457,457,0,4,132,4,50,251,8,0,0,2,0,0,6,457
328,GAFFARNAGAR,375,308,0,683,4,1,0,5,5,0,0,0,0,1,4,0,0,0,0,0,0,0,5
329,SISOKAN,660,574,0,1234,494,374,0,868,868,0,6,412,1,133,279,10,1,1,1,1,2,21,868
330,MADHIYA,389,326,0,715,293,243,0,536,536,0,1,285,2,61,165,12,2,1,0,2,2,3,536
331,"CHATURI .M. BAHADURGANJ",521,435,0,956,401,268,0,669,669,0,5,263,1,31,297,58,0,2,2,2,3,5,669
332,"CHATURI .M. BAHADURGANJ",408,363,0,771,335,243,0,578,578,0,3,153,0,15,252,147,1,0,0,3,3,1,578
333,BASTAULI,535,492,1,1028,396,342,0,738,738,0,12,41,0,528,95,40,0,2,3,0,2,15,738
334,BASTAULI,317,284,0,601,252,199,0,451,451,0,15,40,1,86,215,82,0,1,1,0,5,5,451
335,AMIRNAGAR,833,691,0,1524,613,501,0,1114,1114,0,15,134,1,399,268,292,0,1,1,1,0,2,1114
336,AMIRNAGAR,701,515,0,1216,528,387,0,915,915,0,16,347,4,174,149,212,2,0,3,1,2,5,915
337,AMIRNAGAR,473,399,0,872,310,272,0,582,582,0,10,160,0,12,189,201,0,1,2,1,1,5,582
338,AMIRNAGAR,578,461,1,1040,398,271,0,669,669,0,12,155,1,17,333,144,2,0,1,1,0,3,669
339,RASULAPUR,639,585,0,1224,457,492,0,949,949,0,16,357,0,46,287,223,1,2,1,1,3,12,949
340,RASULAPUR,865,713,0,1578,555,428,0,983,983,0,15,234,3,22,412,279,2,5,1,1,3,6,983
341,RAJGADH,480,422,0,902,379,306,0,685,685,0,8,75,1,272,274,33,5,0,1,2,1,13,685
342,RAJGADH,509,449,0,958,391,314,0,705,705,0,6,80,1,131,444,34,1,0,0,1,0,7,705
343,"VEERPUR .M. PARASAN",552,482,0,1034,493,340,0,833,833,0,9,282,1,374,155,10,0,0,2,0,0,0,833
344,LAKHAHA.M.PARASAN,364,343,0,707,264,216,0,480,465,0,4,148,2,54,225,22,0,2,7,2,7,7,480
345,GARDAHA,665,566,1,1232,402,340,0,742,742,0,20,210,3,9,297,186,5,1,2,1,2,6,742
346,GARDAHA,691,549,0,1240,426,348,0,774,774,0,11,224,3,77,335,111,2,1,1,2,1,6,774
347,BADHAIYAKHEDA,248,239,0,487,170,164,0,334,334,0,1,147,2,22,145,6,0,1,0,1,3,6,334
348,HAJRATAPUR,671,577,0,1248,391,439,0,830,829,0,1,138,0,133,538,6,1,0,0,4,2,7,830
349,MAGADAPUR,659,527,0,1186,521,398,0,919,919,0,5,185,1,228,465,18,1,0,3,1,5,7,919
350,MAGADAPUR,373,348,0,721,263,223,0,486,486,0,3,234,1,65,162,6,1,2,0,1,4,7,486
351,RAJAVAPUR,325,232,0,557,282,169,0,451,451,0,2,300,1,43,88,7,2,1,1,0,0,6,451
352,"PIPAR.M. SAIDAPUR",539,473,0,1012,392,358,0,750,750,0,7,122,2,246,327,26,1,2,3,0,3,11,750
353,KANDHARAPUR,705,613,0,1318,438,477,0,915,915,0,16,21,1,668,98,98,0,3,1,1,0,8,915
354,BAGGHUN,541,446,0,987,402,310,0,712,712,0,5,340,1,207,134,12,5,2,0,0,1,5,712
355,"SARAINYA VILIYAM",433,352,0,785,348,229,0,577,576,0,12,118,3,183,230,18,4,1,1,1,1,5,577
356,"SARAINYA VILIYAM",432,389,0,821,280,244,0,524,524,0,6,137,1,164,173,36,0,0,0,1,1,5,524
