"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ABHISHEK MISRA","2 - NAKUL DUBEY","3 - RAJ NATH SINGH","4 - PROF. RITA BAHUGUNA JOSHI","5 - SYED JAVED AHMED JAFRI","6 - TARA PATKAR","7 - NAND KUMAR LODHI RAJPOOT","8 - RABI DUBEY","9 - RAJ KUMAR SINGH","10 - RADHA KRISHNAN","11 - RAMPHAL RAWAT","12 - VIJAY BAHADUR SINGH","13 - SHISHU PAL YADAV","14 - MOHD. SARWAR MALIK","15 - SUNIL SINGH","16 - SUMAN VERMA","17 - SANJEEV MEHROTRA ALIAS PIKKU BHAI","18 - HARI RAM ALIAS HARIBHAI PATEL","19 - SYED ALI HUSAIN","20 - ASOK PANDE","21 - ADARSH SHASTRI","22 - GHANSHYAM SINGH","23 - PADAM CHANDRA GUPTA","24 - MANOJ SINGH","25 - YOGESH CHANDRA BHATT","26 - RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI","27 - VINAY PRAKASH MISHRA","28 - SHAILENDRA SINGH YADAV","29 - SUBHASH CHANDRA LEHRI","30 - None of the Above","Total Votes Secured"
85,"AXON MONTESSORY SCHOOL CAMPWELL ROAD HABIBPUR ROOM N0-7",770,548,0,1318,388,269,0,657,604,0,48,16,149,416,10,1,0,0,1,2,0,1,0,1,2,2,2,0,0,0,0,0,0,1,1,0,1,1,1,1,657
86,"AXON MONTESSORY SCHOOL CAMPWELL ROAD HABIBPUR ROOM NO-8",598,498,0,1096,364,237,0,601,553,0,20,18,302,205,23,3,1,0,2,0,3,0,3,4,2,6,1,0,1,1,0,0,1,0,1,0,0,1,2,1,601
87,"AXON MONTESSORY SCHOOL CAMPWELL ROAD HABIBPUR ROOM N0-9",735,578,0,1313,371,267,0,638,587,0,20,34,344,208,13,2,0,2,0,0,0,2,2,0,0,2,0,0,2,3,0,0,2,0,1,0,0,0,0,1,638
88,"AXON MONTESSORY SCHOOL CAMPWELL ROAD HABIBPUR ROOM NO. 10",764,577,0,1341,315,205,0,520,478,0,37,19,229,201,17,1,0,0,0,0,1,2,3,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,520
89,"AXON MONTESSORY SCHOOL CAMPWELL ROAD HABIBPUR ROMM NO.11",611,481,0,1092,282,195,0,477,439,0,32,16,181,235,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,477
90,"AXON MONTESSORY SCHOOL CAMPWELL ROAD HABIBPUR ROOM NO. 12",637,503,0,1140,281,178,0,459,423,0,28,37,154,221,11,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,459
91,"AXON MONTESSORY SCHOOL CAMPWELL ROAD HABIBPUR ROOM NO. 13",697,508,0,1205,338,190,0,528,486,0,29,22,210,243,14,0,0,0,0,1,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,1,1,0,528
92,"S.B.PUBLIC HIGH SCHOOL CAMPWELL ROAD NEAR YASEENGANJ LUCKNOW ROOM NO. 1",442,436,0,878,202,151,0,353,325,0,16,20,84,215,4,3,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,353
93,"S.B.PUBLIC HIGH SCHOOL CAMPWELL ROAD NEAR YASEENGANJ LUCKNOW ROOM NO. 2",540,345,1,886,309,172,0,481,443,0,17,19,130,302,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,481
94,"S.B.PUBLIC HIGH SCHOOL CAMPWELL ROAD NEAR YASEENGANJ LUCKNOW ROOM NO. 3",807,649,0,1456,437,284,0,721,663,0,21,81,280,308,11,2,1,0,0,2,1,0,1,0,0,1,3,1,0,1,2,0,0,0,0,0,0,1,0,4,721
95,"S.B.PUBLIC HIGH SCHOOL CAMPWELL ROAD NEAR YASEENGANJ LUCKNOW ROOM NO. 4",636,572,0,1208,341,267,0,608,559,0,22,35,193,336,7,1,1,0,0,0,0,1,0,1,2,0,0,0,0,2,1,0,1,1,0,2,0,0,0,2,608
96,"LUCKNOW MODEL PUBLIC SCHOOL AJADNAGAR CAMPWELL ROAD ROOM NO.1",492,436,0,928,296,270,0,566,521,0,15,7,4,510,9,0,0,1,0,0,0,0,1,0,1,2,1,0,1,3,1,0,3,1,0,0,0,0,2,4,566
97,"LUCKNOW MODEL PUBLIC SCHOOL AJADNAGAR CAMPWELL ROAD ROOM NO. 2",520,441,0,961,319,242,0,561,516,0,24,8,9,503,3,1,1,0,1,0,0,3,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,561
98,"LUCKNOW MODEL PUBLIC SCHOOL AJADNAGAR CAMPWELL ROAD ROOM NO. 3",570,481,0,1051,376,282,0,658,605,0,39,9,33,558,10,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,658
99,"LUCKNOW MODEL PUBLIC SCHOOL AJADNAGAR CAMPWELL ROAD ROOM NO. 4",551,460,0,1011,280,192,0,472,434,0,21,16,67,356,8,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,472
100,"CAMPWELL CONVENT SCHOOL B-BLOCK AJADNAGAR CAMPWELL ROAD ROOM NO. 1",543,416,0,959,310,236,0,546,502,0,17,28,183,297,11,1,0,0,2,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,546
101,"CAMPWELL CONVENT SCHOOL B-BLOCK AJADNAGAR CAMPWELL ROAD ROOM NO. 2",789,588,0,1377,452,287,0,739,680,0,27,24,140,520,6,0,0,0,0,1,1,1,2,0,0,4,1,1,1,3,0,3,0,0,0,0,0,1,2,1,739
102,"CAMPWELL CONVENT SCHOOL B-BLOCK AJADNAGAR CAMPWELL ROAD ROOM NO. 3",360,287,0,647,142,128,0,270,248,0,6,16,82,159,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,270
103,"CAMPWELL CONVENT SCHOOL B-BLOCK AJADNAGAR CAMPWELL ROAD ROOM NO. 4",401,335,0,736,158,127,0,285,262,0,6,16,106,149,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,285
104,"CAMPWELL CONVENT SCHOOL B-BLOCK AJADNAGAR CAMPWELL ROAD ROOM NO. 5",655,518,0,1173,378,271,0,649,597,0,27,44,269,285,9,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,5,649
105,"CAMPWELL CONVENT SCHOOL B-BLOCK AJADNAGAR CAMPWELL ROAD ROOM NO. 9",782,663,0,1445,459,345,0,804,740,0,22,59,367,322,18,0,0,0,0,0,0,1,1,0,1,1,1,1,3,3,0,0,0,1,0,0,1,1,0,1,804
106,"NAV JAGRATI MONTESSORY JUNIOR HIGH SCHOOL YASEENGANJ ROOM NO. 1",574,464,0,1038,316,268,0,584,537,0,17,9,103,432,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,1,1,1,1,2,1,0,4,584
107,"NAV JAGRATI MONTESSORY JUNIOR HIGH SCHOOL YASEENGANJ ROOM NO. 2",406,355,0,761,240,170,0,410,377,0,14,4,51,249,0,0,0,0,1,0,2,0,1,0,0,1,4,11,2,16,10,3,6,15,4,2,2,2,4,6,410
108,"NAV JAGRATI MONTESSORY JUNIOR HIGH SCHOOL YASEENGANJ ROOM NO. 3",309,293,0,602,169,169,0,338,311,0,28,10,122,169,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,338
109,"ATIFAYA PUBLIC SCHOOL SAMNAN GARDEN CAMPWELL ROAD LUCKNOW ROOM NO. 1",916,712,1,1629,524,364,0,888,817,0,31,32,181,602,19,1,0,2,1,0,0,0,2,3,0,3,0,2,0,3,1,0,0,0,1,0,1,0,1,2,888
110,"ATIFAYA PUBLIC SCHOOL SAMNAN GARDEN CAMPWELL ROAD LUCKNOW ROOM NO. 2",905,691,0,1596,452,276,0,728,670,0,25,57,252,356,20,0,0,0,1,0,1,1,0,1,1,2,1,1,1,1,0,0,2,1,0,2,0,0,0,2,728
111,"ATIFAYA PUBLIC SCHOOL SAMNAN GARDEN CAMPWELL ROAD LUCKNOW ROOM NO. 3",968,709,0,1677,506,336,0,842,775,0,34,35,221,506,20,0,1,0,2,2,2,1,0,1,1,5,3,2,0,0,1,1,0,0,0,0,0,2,0,2,842
112,"PRIMARY SCHOOL BARORA HUSAIN BARI ROOM NO. 1",722,569,0,1291,371,278,0,649,597,0,31,95,223,274,2,0,0,0,2,2,2,1,0,1,0,3,0,0,4,2,1,0,2,0,0,0,0,1,0,3,649
113,"PRIMARY SCHOOL BARORA HUSAIN BARI ROOM NO. 2",692,467,0,1159,285,198,0,483,444,0,19,96,124,195,6,1,0,0,3,0,0,1,2,5,3,6,2,3,3,3,1,0,1,2,0,1,1,3,0,2,483
114,"LUCKNOW CITY COLLEGE EKTANAGAR BARORA HUSAIN BARI ROOM NO. 1",898,674,0,1572,437,242,0,679,625,0,51,35,263,307,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,2,0,1,2,679
115,"LUCKNOW CITY COLLEGE EKTANAGAR BARORA HUSAIN BARI ROOM NO. 2",1044,749,0,1793,583,346,0,929,854,0,42,58,301,489,13,0,2,3,1,3,0,0,2,0,0,0,0,0,1,2,0,0,1,1,1,0,1,2,4,2,929
116,"LUCKNOW CITY COLLEGE EKTANAGAR BARORA HUSAIN BARI ROOM NO. 3",901,710,0,1611,537,367,0,904,832,0,51,60,607,159,12,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,1,1,1,1,0,2,0,2,904
117,"LUCKNOW CITY COLLEGE EKTANAGAR BARORA HUSAIN BARI ROOM NO. 4",480,386,0,866,224,164,0,388,357,0,9,21,162,177,10,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,388
118,"LUCKNOW CITY COLLEGE EKTANAGAR BARORA HUSAIN BARI ROOM NO. 5",562,397,0,959,290,199,0,489,451,0,24,50,219,180,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,489
119,"LUCKNOW CITY COLLEGE EKTANAGAR BARORA HUSAIN BARI ROOM NO. 6",777,583,1,1361,406,260,0,666,613,0,24,87,378,147,11,0,1,0,0,0,0,0,0,3,0,3,2,2,2,2,0,0,0,0,0,0,0,0,2,2,666
120,"LUCKNOW CITY COLLEGE EKTANAGAR BARORA HUSAIN BARI ROOM N0-7",598,468,0,1066,301,222,0,523,481,0,14,55,273,157,12,1,1,0,0,0,0,1,0,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,523
121,"LUCKNOW CITY COLLEGE EKTANAGAR BARORA HUSAIN BARI ROOM NO-8",648,520,0,1168,300,191,0,491,452,0,25,55,177,206,18,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,0,491
122,"PRAGATI ASHRAM HIGH SCHOOL BALAGANJ ROOM N0-1",623,515,0,1138,303,210,0,513,472,0,25,26,348,90,16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,2,513
123,"PRAGATI ASHRAM HIGH SCHOOL BALAGANJ ROOM N0-2",562,415,0,977,328,198,0,526,484,0,39,47,344,76,11,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,526
124,"PRAGATI ASHRAM HIGH SCHOOL BALAGANJ ROOM N0-3",461,347,0,808,255,166,0,421,387,0,6,26,318,59,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,421
125,"PRAGATI ASHRAM HIGH SCHOOL BALAGANJ ROOM N0-4",832,635,0,1467,414,258,0,672,618,0,27,37,509,78,11,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,672
126,"OFFICE ALL INDIA CRIME PROVINCIAL SOCIETY ROOM N0-1",829,650,0,1479,410,297,0,707,650,0,40,20,531,83,23,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,1,0,1,707
127,"OFFICE ALL INDIA CRIME PROVINCIAL SOCIETY ROOM N0-2",715,567,1,1283,378,247,0,625,575,0,26,60,433,68,30,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,625
128,"OFFICE ALL INDIA CRIME PROVINCIAL SOCIETY ROOM N0-3",496,412,0,908,255,176,0,431,398,0,9,20,362,32,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,431
129,"OFFICE ALL INDIA CRIME PROVINCIAL SOCIETY ROOM NO-4",618,445,0,1063,307,218,0,525,483,0,26,34,395,59,4,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,525
130,"OFFICE ALL INDIA CRIME PROVINCIAL SOCIETY ROOM N0-5",700,529,4,1233,326,230,0,556,512,0,24,35,410,64,17,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,556
131,"OFFICE ALL INDIA CRIME PROVINCIAL SOCIETY ROOM N0-6",545,422,0,967,288,200,0,488,449,0,29,57,311,71,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,488
132,"GLORIOUS PUBLIC SCHOOL BALAGANJ HARDOI ROAD NEAR NEELKANTH HOSPITAL ROOM N0-1",684,593,0,1277,316,251,0,567,522,0,54,17,184,247,55,0,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,567
133,"GLORIOUS PUBLIC SCHOOL BALAGANJ HARDOI ROAD NEAR NEELKANTH HOSPITAL ROOM N0-2",491,399,0,890,243,174,0,417,384,0,35,5,45,279,48,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,417
134,"GLORIOUS PUBLIC SCHOOL BALAGANJ HARDOI ROAD NEAR NEELKANTH HOSPITAL ROOM N0-3",453,417,0,870,231,215,0,446,410,0,35,10,64,241,86,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0,0,2,446
135,"KALICHARAN INTER COLLEGE HARDOI ROAD CHOWK LUCKNOW ROOM N0-1",374,331,0,705,240,156,0,396,364,0,7,6,314,53,6,0,0,0,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,396
136,"KALICHARAN INTER COLLEGE HARDOI ROAD CHOWK LUCKNOW ROOM N0-2",587,546,0,1133,292,232,0,524,482,0,41,10,316,122,26,1,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,524
137,"KALICHARAN INTER COLLEGE HARDOI ROAD CHOWK LUCKNOW ROOM N0-3",487,490,0,977,255,221,0,476,438,0,23,18,247,162,15,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,1,3,476
138,"KALICHARAN INTER COLLEGE HARDOI ROAD CHOWK LUCKNOW ROOM N0-4",823,722,0,1545,563,421,0,984,905,0,49,6,760,144,11,0,3,0,2,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,1,984
139,"KALICHARAN INTER COLLEGE HARDOI ROAD CHOWK LUCKNOW ROOM N0-5",759,696,0,1455,435,357,0,792,729,0,45,11,540,172,8,1,0,1,0,1,1,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,5,792
140,"KALICHARAN INTER COLLEGE HARDOI ROAD CHOWK LUCKNOW ROOM N0-6",759,611,0,1370,430,288,0,718,661,0,52,9,504,131,12,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,718
141,"KALICHARAN INTER COLLEGE HARDOI ROAD CHOWK LUCKNOW ROOM N0-7",418,393,0,811,278,245,0,523,481,0,15,10,432,40,12,1,0,0,0,0,0,1,0,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,3,523
142,"SPING WORD RANI KATRA LUCKNOW ROOM N0-1",777,740,0,1517,470,392,0,862,793,0,11,3,724,94,10,0,3,0,0,1,0,1,2,3,1,0,1,0,1,2,0,0,1,1,0,1,0,1,0,1,862
143,"SPING WORD RANI KATRA LUCKNOW ROOM N0-2",494,463,0,957,354,240,0,594,546,0,101,4,378,96,5,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,594
144,"GOVT.TAKMIL URDIVYA UNANI COLLEGE OFFICEJANMOOL WARD CHAUPATIYA ROOM N0-1",440,381,0,821,232,154,0,386,355,0,45,5,26,290,7,1,0,1,0,2,0,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,386
145,"GOVT.TAKMIL URDIVYA UNANI COLLEGE OFFICEJANMOOL WARD CHAUPATIYA ROOM N0-2",501,475,0,976,298,237,0,535,492,0,35,3,52,427,13,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,535
146,"IRAM CONVENT SCHOOL BHOLANATH PARK KA PASS CHAUPATIYA ROOM NO-1",436,417,0,853,241,223,0,464,427,0,22,8,74,342,11,1,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,464
147,"IRAM CONVENT SCHOOL BHOLANATH PARK KA PASS CHAUPATIYA ROOM NO-2",432,365,0,797,265,208,0,473,435,0,12,2,317,134,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,473
148,"IRAM CONVENT SCHOOL BHOLANATH PARK KA PASS CHAUPATIYA ROOM NO-3",637,569,0,1206,353,252,0,605,557,0,85,20,182,299,10,0,0,0,0,0,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,605
149,"ADARSH MONTESSARY SCHOOL AMBERGANJ ROOM N0-1",484,388,0,872,252,210,0,462,425,0,23,44,103,237,43,2,0,1,0,0,0,0,1,2,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,462
150,"ADARSH MONTESSARY SCHOOL AMBERGANJ ROOM N0-2",503,373,0,876,301,226,0,527,485,0,26,19,154,278,36,1,1,0,0,2,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2,527
151,"ADARSH MONTESSARY SCHOOL AMBERGANJ ROOM N0-3",534,452,0,986,309,240,0,549,505,0,48,15,205,238,27,1,0,0,0,1,0,1,0,3,0,1,1,0,0,2,0,0,1,0,0,0,1,2,0,2,549
152,"ADARSH MONTESSARY SCHOOL AMBERGANJ ROOM N0-4",807,659,0,1466,403,318,0,721,663,0,46,10,237,351,45,2,1,1,0,0,2,2,1,1,1,3,3,2,2,1,1,2,1,0,0,1,0,2,1,2,721
153,"SENT MERRY PUBLIC SCHOOL AMBERGANJ ROOM N0-1",828,698,0,1526,373,293,0,666,613,0,34,4,61,533,19,0,0,0,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,4,0,0,0,0,2,666
154,"SENT MERRY PUBLIC SCHOOL AMBERGANJ ROOM N0-2",528,425,0,953,292,189,0,481,443,0,49,8,69,342,7,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,481
155,"SENT MERRY PUBLIC SCHOOL AMBERGANJ ROOM N0-3",643,488,0,1131,312,190,0,502,462,0,34,9,41,404,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,502
156,"AVEEZ CONVENT SCHOOL GARI PEER KHAN ROOM N0-1",590,510,0,1100,339,255,0,594,546,0,32,9,185,338,7,0,0,0,0,0,2,0,1,1,1,3,1,2,4,3,1,1,1,0,0,0,0,0,1,1,594
157,"AVEEZ CONVENT SCHOOL GARI PEER KHAN ROOM N0-2",632,463,0,1095,321,207,0,528,486,0,66,7,111,335,3,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,528
158,"AVEEZ CONVENT SCHOOL GARI PEER KHAN ROOM N0-3",573,485,0,1058,353,250,0,603,555,0,33,43,84,405,19,0,1,1,2,0,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,0,2,4,603
159,"AVEEZ CONVENT SCHOOL GARI PEER KHAN ROOM N0-4",674,503,0,1177,389,294,0,683,628,0,32,9,97,515,15,0,0,0,0,0,0,1,2,1,0,0,1,0,0,2,1,1,0,0,1,2,0,1,1,1,683
160,"SENT ROSE JUNIOR HIGH SCHOOL GARI PEER KHAN ROOM N0-1",593,509,0,1102,375,282,0,657,604,0,23,23,366,221,13,1,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,0,0,1,1,0,0,0,0,1,657
161,"SENT ROSE JUNIOR HIGH SCHOOL GARI PEER KHAN ROOM N0-2",655,541,0,1196,368,287,0,655,603,0,16,16,309,292,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,655
162,"SENT ROSE JUNIOR HIGH SCHOOL GARI PEER KHAN ROOM N0-3",887,712,0,1599,512,375,0,887,817,0,55,7,200,551,57,1,0,1,1,1,2,0,1,3,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,887
163,"SENT ROSE JUNIOR HIGH SCHOOL GARI PEER KHAN ROOM N0-4",797,691,0,1488,468,372,0,840,773,0,20,17,446,322,20,0,0,0,0,0,0,0,1,0,1,3,1,1,0,1,0,0,0,0,0,0,2,0,0,5,840
164,"SENT ROSE JUNIOR HIGH SCHOOL GARI PEER KHAN ROOM N0-5",572,447,0,1019,266,201,0,467,430,0,28,20,42,365,4,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,467
165,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-1",509,426,0,935,297,242,0,539,496,0,38,13,56,384,28,1,0,0,0,0,0,0,1,3,1,0,3,0,0,1,3,0,2,0,0,0,1,1,0,3,539
166,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-2",582,408,1,991,330,229,0,559,514,0,47,6,41,436,19,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,559
167,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-3",588,474,0,1062,375,257,0,632,581,0,40,25,107,446,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,632
168,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-4",582,483,0,1065,331,264,0,595,547,0,27,36,143,369,4,0,1,0,0,0,2,0,0,0,0,2,0,0,1,1,1,0,0,0,0,2,0,3,1,2,595
169,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-5",494,371,0,865,270,190,0,460,423,0,33,37,148,225,4,0,0,0,1,2,0,2,0,1,0,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,460
170,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-6",443,349,0,792,220,124,0,344,316,0,27,10,64,228,5,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,1,0,0,0,0,2,0,1,0,344
171,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-7",512,393,0,905,265,209,0,474,436,0,38,21,126,263,12,1,0,1,0,0,1,2,1,0,1,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0,474
172,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-8",489,435,1,925,255,201,0,456,420,0,32,20,64,324,8,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,456
173,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-9",446,385,0,831,247,179,0,426,392,0,72,14,12,318,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,426
174,"S.B.MORDEN EDUCATION INTER COLLEGE LUCKNOW ROOM N0-10",512,383,0,895,290,196,0,486,447,0,64,5,36,362,12,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,486
175,"DAYAWATI MEMORIAL SCHOOL NEWAJGANJ ROOM N0-1",772,700,0,1472,382,316,0,698,642,0,28,45,428,152,24,1,0,1,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,1,0,0,0,1,0,11,698
176,"DAYAWATI MEMORIAL SCHOOL NEWAJGANJ ROOM N0-2",738,649,0,1387,452,324,0,776,714,0,23,15,624,69,25,3,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,7,776
177,"PRIMARY SCHOOL NAIPEAR ROAD NEWAJGANJ ROOM N0-1",715,662,0,1377,386,327,0,713,656,0,46,23,439,178,12,1,0,0,0,1,0,3,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,713
178,"PRIMARY SCHOOL NAIPEAR ROAD NEWAJGANJ ROOM N0-2",846,834,0,1680,485,418,0,903,831,0,63,17,526,267,11,0,0,0,0,0,1,0,2,0,0,3,2,0,1,1,2,1,0,0,0,1,0,0,0,5,903
179,"PRIMARY SCHOOL NAIPEAR ROAD NEWAJGANJ ROOM N0-3",670,599,0,1269,385,330,0,715,658,0,67,27,399,171,35,0,0,1,1,0,0,2,1,0,0,2,1,1,1,0,0,0,0,0,1,2,0,0,0,3,715
180,"PRIMARY SCHOOL NAIPEAR ROAD NEWAJGANJ ROOM N0-4",582,461,0,1043,338,235,0,573,527,0,24,6,382,113,41,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,573
181,"DILIGHT MONTESSARY SCHOOL KATRA MOHAMMAD ALI KHAN CHAUPATIYA ROOM  N0-1",683,551,0,1234,381,261,0,642,591,0,59,3,202,365,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,642
182,"DILIGHT MONTESSARY SCHOOL KATRA MOHAMMAD ALI KHAN CHAUPATIYA ROOM  N0-2",582,542,0,1124,342,272,0,614,565,0,65,2,132,390,6,0,0,0,1,0,0,0,5,0,1,0,1,0,1,2,1,1,1,1,0,2,0,1,0,1,614
183,"DILIGHT MONTESSARY SCHOOL KATRA MOHAMMAD ALI KHAN CHAUPATIYA ROOM  N0-3",611,544,0,1155,302,225,0,527,485,0,49,1,85,381,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,527
184,"DILIGHT MONTESSARY SCHOOL KATRA MOHAMMAD ALI KHAN CHAUPATIYA ROOM  N0-4",438,356,0,794,216,164,0,380,350,0,30,18,123,202,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,380
185,"PRIMARY KANYA SCHOOL TOOP DARWAZA CHAUPATIYA ROOM N0-1",546,413,0,959,255,196,0,451,407,0,47,4,36,356,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,451
