"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ABHISHEK MISRA","2 - NAKUL DUBEY","3 - RAJ NATH SINGH","4 - PROF. RITA BAHUGUNA JOSHI","5 - SYED JAVED AHMED JAFRI","6 - TARA PATKAR","7 - NAND KUMAR LODHI RAJPOOT","8 - RABI DUBEY","9 - RAJ KUMAR SINGH","10 - RADHA KRISHNAN","11 - RAMPHAL RAWAT","12 - VIJAY BAHADUR SINGH","13 - SHISHU PAL YADAV","14 - MOHD. SARWAR MALIK","15 - SUNIL SINGH","16 - SUMAN VERMA","17 - SANJEEV MEHROTRA ALIAS PIKKU BHAI","18 - HARI RAM ALIAS HARIBHAI PATEL","19 - SYED ALI HUSAIN","20 - ASOK PANDE","21 - ADARSH SHASTRI","22 - GHANSHYAM SINGH","23 - PADAM CHANDRA GUPTA","24 - MANOJ SINGH","25 - YOGESH CHANDRA BHATT","26 - RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI","27 - VINAY PRAKASH MISHRA","28 - SHAILENDRA SINGH YADAV","29 - SUBHASH CHANDRA LEHRI","30 - None of the Above","Total Votes Secured"
186,"PRIMARY KANYA SCHOOL TOOP DARWAZA CHAUPATIYA ROOM N0-2",735,680,0,1415,443,357,0,800,736,0,60,28,154,537,13,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,800
187,"PRIMARY KANYA SCHOOL TOOP DARWAZA CHAUPATIYA ROOM N0-3",389,329,0,718,223,184,0,407,374,0,26,26,84,262,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,407
188,"PRIMARY KANYA SCHOOL TOOP DARWAZA CHAUPATIYA ROOM N0-4",717,593,0,1310,376,290,0,666,605,0,23,8,266,215,134,2,0,0,1,1,0,0,3,3,3,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,666
189,"KAZMAIN SCHOOL CHAUPATIYA ROOM N0-1",487,445,0,932,293,216,0,509,468,0,24,4,33,429,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,509
190,"KAZMAIN SCHOOL CHAUPATIYA ROOM N0-2",523,478,0,1001,369,269,0,638,587,0,20,8,415,117,54,0,0,0,2,1,0,0,1,1,3,1,2,0,3,1,2,1,0,0,0,0,0,0,1,5,638
191,"KAZMAIN SCHOOL CHAUPATIYA ROOM N0-3",414,338,0,752,269,185,0,454,418,0,20,13,234,166,9,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,1,0,0,0,1,1,1,0,1,1,454
192,"KAZMAIN SCHOOL CHAUPATIYA ROOM N0-4",469,445,0,914,335,289,0,624,574,0,30,25,206,270,75,0,1,0,0,0,1,0,2,1,0,0,1,0,3,1,0,1,1,1,0,0,0,1,1,3,624
193,"GOVT.TAKMIL URDIVYA TIBBIYA COLLEGE BHOLANATH KUWAN CHAUPATIYA ROOM N0-1",727,675,0,1402,436,331,0,767,706,0,79,3,13,646,20,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,767
194,"GOVT.TAKMIL URDIVYA TIBBIYA COLLEGE BHOLANATH KUWAN CHAUPATIYA ROOM N0-2",368,374,0,742,232,201,0,433,398,0,11,3,20,384,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,433
195,"GOVT.TAKMIL URDIVYA TIBBIYA COLLEGE BHOLANATH KUWAN CHAUPATIYA ROOM N0-3",383,369,0,752,209,234,0,443,408,0,6,7,259,155,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,443
196,"MIUNICIPAL GIRLS INTER COLLEGE KASHMIRI MOHALLA ROOM N0-1",388,341,0,729,225,183,0,408,375,0,42,8,22,239,90,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,408
197,"MIUNICIPAL GIRLS INTER COLLEGE KASHMIRI MOHALLA ROOM N0-2",586,514,0,1100,308,191,0,499,459,0,21,10,30,144,285,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,499
198,"MIUNICIPAL GIRLS INTER COLLEGE KASHMIRI MOHALLA ROOM N0-3",691,601,0,1292,411,271,0,682,627,0,46,6,26,594,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,682
199,"MIUNICIPAL GIRLS INTER COLLEGE KASHMIRI MOHALLA ROOM N0-4",345,306,0,651,191,144,0,335,308,0,14,1,9,260,47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,335
200,"MIUNICIPAL GIRLS INTER COLLEGE KASHMIRI MOHALLA ROOM N0-5",589,552,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"MIUNICIPAL GIRLS INTER COLLEGE KASHMIRI MOHALLA ROOM N0-6",615,532,0,1147,374,274,0,648,596,0,71,22,141,359,41,1,1,0,0,2,1,1,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,1,648
202,"MIUNICIPAL GIRLS INTER COLLEGE KASHMIRI MOHALLA ROOM N0-7",574,504,0,1078,285,193,0,478,440,0,23,9,78,162,192,0,0,0,0,1,0,0,0,0,6,0,0,1,2,0,1,0,1,0,0,0,0,1,0,1,478
203,"MIUNICIPAL GIRLS INTER COLLEGE KASHMIRI MOHALLA ROOM N0-8",403,360,0,763,216,159,0,375,345,0,27,4,48,121,170,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,375
204,"GREVIAL CONVENT SCHOOL CHHOTE SAHAB ALAM ROAD SAADATGANJ ROOM N0-1",674,542,0,1216,339,236,0,575,529,0,55,2,49,93,354,0,0,0,0,0,1,0,1,0,1,3,0,1,3,1,1,0,0,2,2,2,1,2,0,1,575
205,"GREVIAL CONVENT SCHOOL CHHOTE SAHAB ALAM ROAD SAADATGANJ ROOM N0-2",747,585,0,1332,400,276,0,676,622,0,80,14,239,59,262,2,0,0,0,1,1,0,3,1,1,4,0,0,1,0,0,1,1,0,0,2,0,2,0,2,676
206,"GREVIAL CONVENT SCHOOL CHHOTE SAHAB ALAM ROAD SAADATGANJ ROOM N0-3",234,195,0,429,120,68,0,188,173,0,20,3,48,78,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,188
207,"AXILENT PUBLIC SCHOOL BUNIYADBAGH LUCKNOW ROOM N0-1",529,476,0,1005,322,260,0,582,535,0,76,21,92,111,272,1,1,0,0,0,0,1,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,582
208,"AXILENT PUBLIC SCHOOL BUNIYADBAGH LUCKNOW ROOM N0-2",450,356,0,806,233,171,0,404,372,0,33,13,221,90,31,0,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,0,1,1,0,1,0,2,0,3,404
209,"AXILENT PUBLIC SCHOOL BUNIYADBAGH LUCKNOW ROOM N0-3",487,433,0,920,291,215,0,506,466,0,41,6,253,167,27,0,2,0,0,0,0,1,1,1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,506
210,"SHIA YATEEM KHANA RUSTAMNAGAR ROOM NO-1",655,552,0,1207,334,198,0,532,489,0,24,9,39,78,358,3,0,0,1,0,1,0,1,2,1,3,1,1,5,0,0,1,0,0,0,1,0,0,1,2,532
211,"SHIA YATEEM KHANA RUSTAMNAGAR ROOM NO-2",569,473,0,1042,297,154,0,451,415,0,22,8,28,125,252,1,1,0,1,0,0,0,0,1,1,4,1,0,1,1,1,0,0,0,0,1,0,0,0,2,451
212,"SHIA YATEEM KHANA RUSTAMNAGAR ROOM NO-3",735,657,0,1392,420,225,0,645,593,0,33,7,43,139,405,0,0,0,0,0,1,0,0,0,2,7,1,1,3,0,2,0,1,0,0,0,0,0,0,0,645
213,"SHIA YATEEM KHANA RUSTAMNAGAR ROOM NO-4",437,326,0,763,281,154,0,435,400,0,35,4,59,78,245,1,0,0,0,0,0,0,1,0,1,5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,435
214,"SHIA YATEEM KHANA RUSTAMNAGAR ROOM NO-5",524,421,0,945,278,255,0,533,490,0,27,6,51,190,245,1,0,1,0,0,0,0,0,0,2,4,0,0,3,0,0,1,0,0,0,1,0,1,0,0,533
215,"NEW IDEAL MONTESSARY SCHOOL RUSTAMNAGAR ROOM NO-1",588,531,0,1119,311,207,0,518,477,0,24,48,79,51,296,0,1,0,0,0,0,0,1,0,0,6,0,0,9,1,0,0,0,0,0,0,0,0,2,0,518
216,"NEW IDEAL MONTESSARY SCHOOL RUSTAMNAGAR ROOM NO-2",452,397,0,849,229,150,0,379,349,0,19,28,62,54,205,0,1,0,0,0,0,0,1,0,2,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,379
217,"NEW IDEAL MONTESSARY SCHOOL RUSTAMNAGAR ROOM NO-3",520,481,0,1001,254,181,0,435,400,0,25,21,41,47,283,1,0,0,0,0,0,0,0,0,2,4,0,0,2,2,1,1,1,2,1,0,0,0,0,1,435
218,"LADY FATMA CHILDREN ACEDMY SULTAN BAHADUR ROAD KAZMAIN FAZILNAGAR ROOM NO-1",493,412,0,905,243,190,0,433,398,0,24,2,80,175,135,0,0,1,0,0,0,1,2,2,1,1,1,0,2,1,0,2,1,1,0,0,0,1,0,0,433
219,"LADY FATMA CHILDREN ACEDMY SULTAN BAHADUR ROAD KAZMAIN FAZILNAGAR ROOM NO-2",587,466,0,1053,305,230,0,535,492,0,33,8,86,259,133,0,0,2,1,0,0,0,0,0,0,4,2,0,2,0,0,0,1,1,0,0,0,0,0,3,535
220,"LADY FATMA CHILDREN ACEDMY SULTAN BAHADUR ROAD KAZMAIN FAZILNAGAR ROOM NO-3",702,642,0,1344,387,289,0,676,622,0,18,10,377,171,89,0,0,0,1,0,0,0,1,1,0,2,0,1,2,1,2,0,0,0,0,0,0,0,0,0,676
221,"YASHODA RASTOGI INTER COLLEGE TURIYAGANJ ROOM NO-1",507,501,0,1008,297,255,0,552,508,0,24,12,306,195,11,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552
222,"YASHODA RASTOGI INTER COLLEGE TURIYAGANJ ROOM NO-2",480,446,0,926,298,245,0,543,500,0,13,1,180,300,35,0,0,0,1,1,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,543
223,"YASHODA RASTOGI INTER COLLEGE TURIYAGANJ ROOM NO-3",354,309,0,663,208,143,0,351,323,0,18,2,161,155,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,351
224,"YASHODA DEVI BAL SHIKSHA NIKETAN TURIYAGANJ LUCKNOW ROOM NO-1",628,576,0,1204,368,282,0,650,598,0,19,1,401,214,9,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,650
225,"YASHODA DEVI BAL SHIKSHA NIKETAN TURIYAGANJ LUCKNOW ROOM NO-2",628,531,0,1159,360,300,0,660,607,0,22,8,370,232,13,1,0,0,1,1,0,0,1,2,0,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,660
226,"YASHODA DEVI BAL SHIKSHA NIKETAN TURIYAGANJ LUCKNOW ROOM NO-3",745,614,0,1359,402,267,0,669,615,0,13,7,217,400,21,0,0,1,0,1,0,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,669
227,"YASHODA DEVI BAL SHIKSHA NIKETAN TURIYAGANJ LUCKNOW ROOM NO-4",637,519,0,1156,367,244,0,611,562,0,18,4,173,365,26,0,0,0,0,0,3,0,1,5,1,5,4,0,1,1,0,0,0,1,1,0,0,1,0,1,611
228,"YASHODA DEVI BAL SHIKSHA NIKETAN TURIYAGANJ LUCKNOW ROOM NO-5",726,618,0,1344,397,274,0,671,617,0,39,20,149,300,142,0,0,0,0,0,0,0,0,3,4,3,1,0,1,1,0,0,2,0,1,1,0,1,0,3,671
229,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-1",648,555,0,1203,383,296,0,679,625,0,30,31,322,249,25,1,0,0,1,1,0,0,2,4,0,2,2,0,1,2,0,1,0,0,0,0,1,1,0,3,679
230,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-2",649,605,0,1254,395,317,0,712,655,0,28,14,507,133,14,0,0,1,1,1,1,0,1,1,1,1,0,0,2,2,0,0,0,0,2,0,0,0,0,2,712
231,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-3",447,443,0,890,293,264,0,557,512,0,2,0,530,19,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
232,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-4",400,360,0,760,232,177,0,409,376,0,18,3,287,88,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,409
233,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-5",432,418,0,850,257,197,0,454,418,0,48,6,42,293,58,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,454
234,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-6",372,361,0,733,206,128,0,334,307,0,54,5,27,102,132,4,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,1,0,0,0,1,334
235,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-7",417,402,1,820,245,205,0,450,414,0,31,5,5,381,23,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,450
236,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-8",354,299,0,653,194,187,0,381,351,0,25,3,116,208,23,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,381
237,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-9",237,226,0,463,134,110,0,244,224,0,5,10,111,75,39,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,244
238,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-10",467,442,0,909,252,183,0,435,400,0,27,9,140,201,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,435
239,"KUNWAR GIRDHARI SINGH INTER COLLEGE ASHARFABAD LUCKNOW ROOM NO-11",516,450,0,966,291,196,0,487,448,0,34,1,66,350,30,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,487
240,"OXFORD PUBLIC INTER COLLEGE ALL INDIA SHIA YATEEM KHANA KAZMAIN ROAD LUCKNOW ROOM NO-1",426,390,0,816,241,153,0,394,362,0,15,17,27,106,217,0,0,0,0,0,0,0,1,0,1,2,0,0,6,0,0,0,0,1,0,0,0,0,0,1,394
241,"OXFORD PUBLIC INTER COLLEGE ALL INDIA SHIA YATEEM KHANA KAZMAIN ROAD LUCKNOW ROOM NO-2",499,499,0,998,251,169,0,420,386,0,47,5,21,94,245,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,1,0,0,0,0,420
242,"PARA MOUNT JUNIOR HIGH SCHOOL PURANA CHABUTRA SAADATGANJ ROOM NO-1",627,589,0,1216,354,274,0,628,578,0,36,21,184,346,20,1,1,0,0,0,1,1,0,1,0,1,0,0,0,5,1,0,1,0,2,0,1,0,1,4,628
243,"PARA MOUNT JUNIOR HIGH SCHOOL PURANA CHABUTRA SAADATGANJ ROOM NO-2",553,480,0,1033,383,276,0,659,606,0,15,35,218,357,16,0,1,1,0,0,3,0,1,1,0,3,0,1,0,0,2,0,0,0,0,1,1,0,1,2,659
244,"PARA MOUNT JUNIOR HIGH SCHOOL PURANA CHABUTRA SAADATGANJ ROOM NO-3",481,429,0,910,318,229,0,547,503,0,42,20,147,309,8,0,0,0,0,0,1,0,2,1,0,3,2,1,2,2,0,0,0,0,1,0,3,0,0,3,547
245,"PARA MOUNT JUNIOR HIGH SCHOOL PURANA CHABUTRA SAADATGANJ ROOM NO-4",451,366,0,817,265,217,0,482,443,0,25,24,140,272,11,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,482
246,"NEW INDIA MONTESSARY SCHOOL LAKADMANDI SAADATGANJ ROOM NO-1",544,450,0,994,291,271,0,562,517,0,35,19,378,103,10,2,1,1,1,0,0,0,1,2,0,1,0,1,1,0,2,0,0,2,0,0,0,1,1,0,562
247,"NEW INDIA MONTESSARY SCHOOL LAKADMANDI SAADATGANJ ROOM NO-2",527,429,0,956,282,233,0,515,474,0,13,20,338,126,6,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,2,515
248,"NEW INDIA MONTESSARY SCHOOL LAKADMANDI SAADATGANJ ROOM NO-3",804,634,0,1438,439,286,0,725,667,0,43,31,354,264,17,1,0,0,0,0,1,1,2,1,0,2,1,0,0,0,0,0,0,1,0,0,3,0,0,3,725
249,"ALTRA MORDEN MONTESSARY SCHOOL LAKADMANDI SAADATGANJ ROOM NO-1",584,490,0,1074,290,199,0,489,450,0,30,22,190,149,91,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,489
250,"ALTRA MORDEN MONTESSARY SCHOOL LAKADMANDI SAADATGANJ ROOM NO-2",439,333,1,773,217,141,0,358,329,0,18,8,138,140,50,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
251,"LOKMANYA VIDHYA MANDIR LAKADMANDI SAADAGANJ ROOM NO-1",620,559,0,1179,377,298,0,675,621,0,21,47,369,206,12,0,0,0,1,0,0,0,1,2,0,3,1,1,3,0,0,0,0,1,0,1,1,1,1,3,675
252,"LOKMANYA VIDHYA MANDIR LAKADMANDI SAADAGANJ ROOM NO-2",640,501,0,1141,351,255,0,606,558,0,17,25,311,206,20,0,1,1,0,0,0,0,1,2,1,5,1,0,0,1,0,1,1,4,0,0,0,0,0,8,606
253,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-1",680,605,0,1285,398,294,0,692,637,0,16,70,423,165,8,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,692
254,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-2",748,634,0,1382,456,359,0,815,750,0,10,67,460,233,11,0,0,0,2,0,2,3,2,8,1,3,3,0,1,3,1,0,0,1,0,0,1,1,0,2,815
255,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-3",629,578,0,1207,365,263,0,628,578,0,23,7,464,117,9,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,628
256,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-4",426,389,0,815,291,198,0,489,452,0,15,4,369,91,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,2,0,0,0,0,0,0,0,489
257,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-5",411,367,0,778,280,174,0,454,416,0,7,13,276,139,4,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,1,1,1,0,0,0,1,1,2,454
258,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-6",351,323,0,674,261,175,0,436,401,0,15,19,281,58,27,3,3,2,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,436
259,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-7",397,384,0,781,244,195,0,439,404,0,5,2,382,23,14,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,439
260,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-8",543,549,0,1092,327,264,0,591,544,0,19,11,452,85,18,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,591
261,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-9",473,429,0,902,303,196,0,499,459,0,16,15,303,138,19,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,499
262,"KASTURBA KANYA HIGH SCHOOL MATADEEN SHUKLA ROAD SAADATGANJ ROOM NO-10",480,481,0,961,327,267,0,594,546,0,10,6,437,130,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,594
263,"PRIMARY SCHOOL NAUBASTA ROOM NO-1",513,458,0,971,317,255,0,572,526,0,29,11,229,196,89,0,0,1,0,0,0,1,1,1,1,3,0,0,2,0,0,0,1,0,0,1,1,1,1,3,572
264,"PRIMARY SCHOOL NAUBASTA ROOM NO-2",580,511,0,1091,329,256,0,585,538,0,12,8,396,139,27,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,585
265,"PRIMARY SCHOOL NAUBASTA ROOM NO-3",589,516,0,1105,411,295,0,706,650,0,14,16,570,88,11,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,706
266,"SEENIOR BESIC SCHOOL NAUBASTA ROOM NO-1",598,530,0,1128,317,260,0,577,531,0,28,16,312,191,21,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,577
267,"SEENIOR BESIC SCHOOL NAUBASTA ROOM NO-2",703,631,0,1334,434,353,0,787,724,0,45,18,380,286,41,0,0,2,0,0,0,1,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,2,0,3,787
268,"SEENIOR BESIC SCHOOL NAUBASTA ROOM NO-3",838,699,0,1537,471,342,0,813,748,0,17,35,494,192,51,1,1,0,0,1,2,2,1,1,3,2,2,2,1,2,0,0,0,0,0,1,1,0,0,1,813
269,"JAGANNATH PRASAD SAHU INTER COLLEGE MENHADIGANJ ROOM NO-1",647,542,0,1189,376,260,0,636,585,0,93,12,277,200,40,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,1,3,2,636
270,"JAGANNATH PRASAD SAHU INTER COLLEGE MENHADIGANJ ROOM NO-2",446,421,0,867,288,230,0,518,477,0,39,10,261,137,62,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,518
271,"JAGANNATH PRASAD SAHU INTER COLLEGE MENHADIGANJ ROOM NO-3",445,398,0,843,232,177,0,409,376,0,87,6,143,151,14,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,409
272,"JAGANNATH PRASAD SAHU INTER COLLEGE MENHADIGANJ ROOM NO-4",502,407,0,909,293,207,0,500,460,0,21,8,224,217,14,0,0,1,0,0,0,0,0,0,1,3,1,1,1,2,0,0,0,0,0,0,0,1,2,3,500
273,"JAGANNATH PRASAD SAHU INTER COLLEGE MENHADIGANJ ROOM NO-5",598,490,0,1088,373,263,0,636,585,0,27,7,231,311,46,0,2,0,0,0,0,0,1,0,0,1,1,0,3,1,1,0,0,0,0,1,0,0,0,3,636
274,"JAGANNATH PRASAD SAHU INTER COLLEGE MENHADIGANJ ROOM NO-6",559,513,0,1072,351,243,0,594,546,0,26,31,193,294,36,0,0,1,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,1,0,2,0,0,1,2,594
275,"JAGANNATH PRASAD SAHU INTER COLLEGE MEHDIGANJ ROOM NO-7",633,605,0,1238,372,302,0,674,620,0,23,31,193,392,15,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,0,1,2,4,0,0,1,0,2,2,674
276,"JAGANNATH PRASAD SAHU INTER COLLEGE MEHDIGANJ ROOM NO-8",409,357,0,766,263,192,0,455,419,0,11,15,188,222,12,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,455
277,"JAGANNATH PRASAD SAHU INTER COLLEGE MEHDIGANJ ROOM NO-9",538,397,0,935,277,159,0,436,401,0,11,13,105,299,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,436
278,"JAGANNATH PRASAD BHAGWAN DEI SAHU KANYA MAHA VIDHYALAY MEHDIGANJ ROOM NO-1",726,595,0,1321,458,327,0,785,706,0,36,10,453,245,13,2,0,4,1,1,0,0,2,0,0,0,2,2,3,1,2,1,0,2,0,1,0,0,0,4,785
279,"JAGANNATH PRASAD BHAGWAN DEI SAHU KANYA MAHA VIDHYALAY MEHDIGANJ ROOM NO-2",426,350,0,776,251,186,0,437,402,0,14,6,300,108,2,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
280,"JAGANNATH PRASAD BHAGWAN DEI SAHU KANYA MAHA VIDHYALAY MEHDIGANJ ROOM NO-2",553,452,0,1005,365,266,0,631,581,0,13,8,521,74,7,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,631
281,"BHARTIYA ADARSH SHISHU SHIKSHA MANDIR NANDA KHERA ROOM N0-1",699,594,0,1293,419,322,0,741,682,0,22,47,466,162,19,1,0,0,0,0,1,3,4,2,1,3,0,0,1,1,0,0,0,0,0,1,1,0,2,4,741
282,"BHARTIYA ADARSH SHISHU SHIKSHA MANDIR NANDA KHERA ROOM N0-2",567,455,0,1022,309,235,0,544,500,0,15,32,173,264,41,1,0,0,1,0,0,1,0,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,1,5,544
283,"BHARTIYA ADARSH SHISHU SHIKSHA MANDIR NANDA KHERA ROOM N0-3",365,251,0,616,133,81,0,214,197,0,16,39,83,66,3,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,214
284,"BHARTIYA ADARSH SHISHU SHIKSHA MANDIR NANDA KHERA ROOM N0-4",501,444,0,945,285,238,0,523,481,0,18,40,268,169,12,2,0,2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,2,523
285,"BHARTIYA ADARSH SHISHU SHIKSHA MANDIR NANDA KHERA ROOM N0-5",488,388,0,876,311,234,0,545,501,0,65,50,216,184,15,1,0,0,0,1,1,1,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,545
286,"YOGANAND BALIKA INTER COLLEGE MOHAN ROAD ROOM NO-1",447,426,0,873,241,202,0,443,408,0,19,10,266,116,20,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,443
