"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
99,"PUR.MAD.VID.DAHTORAR.NO.-1 EAST PART",272,249,0,521,108,96,0,204,150,0,12,156,5,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,204
100,"PUR.MAD.VID.DAHTORAR.NO.-2 EAST PART",540,426,0,966,370,284,0,654,654,0,7,559,38,14,2,1,0,1,0,1,1,2,3,8,6,5,0,2,0,1,0,0,0,1,0,1,1,0,0,654
101,"PUR.MAD.VID.DAHTORAR.NO.-3 EAST PART",618,545,1,1164,339,317,0,656,636,0,20,499,22,91,0,1,0,1,0,0,0,0,11,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,6,656
102,"PUR.MAD.VID.DAHTORAR.NO.-4 WAST PART",1069,872,0,1941,186,144,0,330,223,0,7,246,14,48,0,0,0,2,0,1,0,0,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,330
103,"PUR.MAD.VID.DAHTORAR.NO.-5 WAST PART",880,638,0,1518,407,278,0,685,636,0,14,478,29,117,5,1,0,1,0,1,0,0,2,1,1,0,2,8,1,7,0,1,0,0,0,2,3,1,10,685
104,"PUR.MAD.VID.DAHTORAR.NO.-6 WAST PART",910,704,1,1615,413,335,0,748,668,0,22,572,17,99,2,0,1,0,0,0,0,2,8,2,1,2,0,1,1,1,0,0,0,2,0,4,2,3,6,748
105,"PRA.VID. NAGLA ALBATIYA R.NO.-1",606,491,0,1097,297,245,0,542,539,0,9,343,6,160,0,3,0,0,0,0,0,0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,542
106,"PRA.VID.NAGLA ALBATIYA R.NO-2",394,286,0,680,231,169,0,400,250,0,3,141,8,236,1,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2,400
107,"PRA.VID.KALWARI R.NO.-1",876,673,0,1549,526,351,0,877,871,0,12,590,170,86,2,1,0,2,0,0,1,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,877
108,"PRA.VID.KALWARI R.NO.-2",470,354,0,824,284,213,0,497,480,0,16,274,22,154,2,0,0,0,0,0,1,4,1,3,2,3,0,1,0,2,1,0,1,3,2,1,2,1,1,497
109,"PRA.VID.KALWARI R.NO.-4",544,385,0,929,316,211,0,527,488,0,9,329,10,169,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,527
110,"PRA.VID.KALWARI R.NO.-3",536,448,0,984,343,244,0,587,587,0,12,356,86,112,1,5,0,2,0,0,1,0,1,4,2,1,0,0,1,0,0,0,0,0,1,0,2,0,0,587
111,"PRA.VID.KALWARI R.NO.-5",420,312,1,733,257,167,0,424,397,0,3,291,77,34,0,3,1,1,1,0,0,0,2,3,0,0,0,0,1,1,1,0,1,2,0,0,1,0,1,424
112,"PUR.MAD.VID. KALWARI R.NO.-1",911,689,0,1600,388,267,0,655,143,0,14,298,60,250,0,0,0,0,0,0,0,8,7,0,2,2,0,2,1,2,0,0,0,1,1,1,3,1,2,655
113,"PUR.MAD.VID. KALWARI R.NO.-3",870,654,0,1524,404,248,0,652,652,0,12,406,48,152,1,0,0,1,0,2,1,3,18,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,652
114,"PUR.MAD.VID. KALWARI R.NO.-2",577,473,0,1050,367,286,0,653,653,0,10,182,112,319,3,0,0,0,1,0,0,1,5,0,3,0,0,2,7,2,2,0,1,1,1,0,0,1,0,653
115,"PUR.MAD.VID,KALWARI R.NO.-1 EAST PART",602,445,0,1047,378,276,0,654,480,0,2,132,90,402,3,0,0,0,1,0,0,0,6,2,0,2,1,1,0,5,0,1,0,2,2,0,0,1,1,654
116,"PUR.VID.DEVRATHA R.NO.-1 EAST PART",849,600,0,1449,435,316,0,751,683,0,26,563,29,79,1,0,0,3,0,1,0,10,5,3,7,2,1,2,5,1,1,1,0,2,1,0,2,0,6,751
117,"PRA.VID.DEVRATHA R.NO-3EAST PART",454,382,0,836,277,260,0,537,537,0,6,417,17,67,0,0,0,1,0,0,2,2,4,0,3,0,1,4,5,1,1,0,0,0,1,1,2,1,1,537
118,"PUR.MAD.VID.DEVRATHA 1",668,590,0,1258,330,241,0,571,491,0,11,330,34,173,2,0,1,2,1,0,0,3,3,0,1,1,0,0,0,2,0,1,0,0,0,3,1,0,2,571
119,"PUR.MAD.VID.DEVRATHA 2",192,159,0,351,85,70,0,155,155,0,2,101,12,26,1,0,0,0,0,0,0,3,3,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,1,155
120,"PRA.VID.DEVRATHA R.NO-3 WAST PART",865,751,0,1616,459,297,0,756,756,0,18,437,80,168,3,1,3,0,1,0,3,1,12,1,1,2,1,1,2,2,2,1,1,3,1,1,5,2,3,756
121,"PRA.VID.DEVRATHA R.NO-4",818,676,0,1494,497,375,0,872,79,0,4,132,3,666,6,0,0,1,0,0,0,0,7,0,2,6,0,3,1,21,0,0,2,4,1,0,7,3,3,872
122,"AMBEDKAR MURTI MILAN KAENDRA DEVRETHA R.NO-1",788,682,1,1471,412,297,0,709,709,0,6,142,18,505,8,0,0,1,0,0,1,1,9,0,2,4,1,0,0,2,0,0,0,1,2,1,2,1,2,709
123,"AMBEDKAR MURTI MILAN KAENDRA DEVRETHA R.NO-2",598,523,0,1121,268,203,0,471,466,0,9,166,14,252,1,0,0,0,0,0,1,7,15,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,471
124,"AMBEDKAR MURTI MILAN KAENDRA DEVRETHA R.NO-3",390,297,0,687,207,128,0,335,220,0,0,69,15,237,2,1,0,0,1,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,335
125,"PRA.VID. SUCHATA",765,607,0,1372,595,419,0,1014,800,0,3,884,53,18,1,0,1,4,2,2,0,5,1,8,4,8,2,3,3,0,0,0,2,0,1,1,2,3,3,1014
126,"PRA.VID. PATHUOLI R.NO.-1",678,538,0,1216,459,353,0,812,695,0,23,577,75,98,2,0,0,2,0,0,1,0,10,1,1,3,0,4,1,1,0,1,2,1,1,1,4,1,2,812
127,"PRA.VID.PATHUOLI R.NO.-2",514,460,0,974,362,292,0,654,627,0,32,532,31,36,0,2,0,1,1,0,1,0,1,1,3,2,1,1,3,0,0,0,2,0,0,0,3,0,1,654
128,PUR.MAD.VID.PATHOULI.R.NO.-1,541,472,0,1013,417,326,0,743,743,0,40,414,7,240,1,0,0,3,0,1,0,2,1,3,2,7,0,4,1,1,0,1,2,3,0,1,1,2,6,743
129,PUR.MAD.VID.PATHOULI.R.NO.-2,444,356,0,800,311,244,0,555,450,0,5,82,3,451,1,0,0,0,0,0,1,0,2,2,0,3,0,0,1,3,0,1,0,0,0,0,0,0,0,555
130,PUR.MAD.VID.PATHOULI.R.NO.-3,842,743,0,1585,570,480,0,1050,950,0,59,443,54,445,0,1,1,1,1,0,0,0,5,4,2,0,4,7,3,10,0,1,1,3,0,1,4,0,0,1050
131,PUR.MAD.VID.PATHOULI.R.NO.-4,147,162,0,309,97,99,0,196,195,0,15,39,18,119,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,196
132,PUR.MAD.VID.BALHERA,522,434,0,956,449,335,0,784,784,0,2,695,53,15,0,0,0,3,1,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,1,2,1,784
133,PRA.VID.BALHERA,788,638,0,1426,550,426,0,976,971,0,5,529,42,345,4,0,0,2,0,0,1,4,0,9,8,9,0,3,0,3,3,1,0,1,1,1,1,1,3,976
134,"PRA.VID.DHANOLI R.NO.-2  EAST PRAT",436,321,0,757,275,102,0,377,377,0,3,191,9,150,0,0,1,0,1,0,5,0,1,0,2,0,0,1,0,2,1,0,1,0,0,4,3,0,2,377
135,"PRA.VID.DHANOLI R.NO.-1  EAST PRAT",662,490,0,1152,376,214,0,590,270,0,8,175,18,371,2,0,0,0,0,0,2,0,1,1,2,1,0,0,0,2,0,0,0,1,0,1,3,1,1,590
136,"PRA.VID.DHANOLI R.NO.-3  EAST PRAT",753,641,0,1394,443,330,0,773,378,0,8,41,17,674,1,0,0,0,1,0,0,0,6,0,1,1,0,0,1,7,1,0,3,3,2,3,0,1,2,773
137,"PRA.VID.DHANOLI R.NO.-4  EAST PRAT",436,305,0,741,248,151,0,399,150,0,0,26,5,359,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,1,0,399
138,"PRA.VID.DHANOLI R.NO.-1  WAST PRAT",435,327,0,762,229,145,0,374,374,0,0,32,5,322,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,1,1,0,0,2,2,1,374
139,"PRA.VID.DHANOLI R.NO.-2 WAST PRAT",431,334,0,765,223,159,0,382,119,0,0,36,3,330,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,2,0,0,1,0,1,382
140,"PRA.VID.DHANOLI R.NO.-3 WAST PRAT",489,351,0,840,236,171,0,407,329,0,2,75,20,276,1,1,1,0,0,2,7,0,4,1,1,4,0,1,0,2,0,1,0,0,0,3,4,0,1,407
141,"PRA.VID.DHANOLI R.NO.-4  WAST PRAT",434,367,0,801,264,209,0,473,256,0,2,26,4,429,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,1,473
142,"RAMBABU INTER COLLAGE DHANOLI R.NO-1 EAST PART",762,606,0,1368,420,304,0,724,302,0,3,174,3,491,4,0,1,2,1,0,0,2,0,1,1,1,3,0,2,2,3,0,2,0,2,2,18,2,4,724
143,"RAMBABU INTER COLLAGE DHANOLI R.NO-5 EAST PART",933,741,0,1674,445,324,0,769,759,0,8,127,13,551,2,1,0,3,0,1,1,1,7,2,3,8,0,1,4,3,0,0,4,7,0,4,12,1,5,769
144,"RAMBABU INTER COLLAGE DHANOLI R.NO-4 WAST PART",504,393,0,897,287,194,0,481,481,0,5,200,14,223,1,1,1,0,0,2,1,0,5,1,0,0,1,3,4,4,0,0,2,2,0,5,3,1,2,481
145,"RAMBABU INTER COLLAGE DHANOLI R.NO-4 WAST PART",591,479,0,1070,291,215,0,506,493,0,10,43,5,421,2,2,0,0,0,1,0,0,0,3,0,4,0,0,0,1,0,1,1,3,0,1,8,0,0,506
146,"RAMBABU INTER COLLAGE DHANOLI R.NO-2 EAST PART",639,496,0,1135,379,275,0,654,630,0,11,178,61,345,4,0,0,2,0,0,11,0,0,5,6,3,0,2,2,5,0,0,1,1,0,3,5,1,8,654
147,"RAMBABU INTER COLLAGE DHANOLI R.NO-7 EAST PART",587,468,0,1055,279,166,0,445,439,0,11,165,89,76,2,0,0,4,0,1,71,0,4,3,1,1,1,3,2,0,1,0,3,0,0,2,3,2,0,445
148,"RAMBABU INTER COLLAGE DHANOLI R.NO-3 EAST PART",634,513,0,1147,279,177,0,456,456,0,5,333,39,28,1,0,0,0,0,0,9,3,2,2,1,3,1,8,0,0,0,0,0,4,2,5,2,4,4,456
149,"PRA.VID.NAGLA SHANKARLAL R.NO.-1",592,479,0,1071,355,241,0,596,500,0,7,202,33,303,1,2,2,3,0,1,17,0,4,2,1,4,0,3,0,1,0,0,1,2,0,1,4,1,1,596
150,"PRA.VID.NAGLA SHANKARLAL R.NO-2",527,361,0,888,291,184,0,475,316,0,10,248,44,135,1,0,0,2,0,0,10,0,5,4,1,3,0,1,0,0,1,1,1,0,1,1,2,1,3,475
151,"MAHARANI AVANTIBAI UCCH MAD VID DHANOLI R.NO.-1",527,458,1,986,366,258,0,624,335,0,19,429,20,122,1,0,0,3,0,0,2,0,2,4,4,1,3,2,1,2,1,1,0,1,1,0,1,0,4,624
152,"MAHARANI AVANTIBAI UCCH MAD VID DHANOLI R.NO.-2",688,536,0,1224,418,307,0,725,42,0,6,151,13,525,4,0,1,1,1,1,1,0,2,2,0,4,2,0,1,5,0,0,0,2,0,1,1,1,0,725
153,"MAHARANI AVANTIBAI UCCH MAD VID DHANOLI R.NO.-3",519,416,0,935,368,225,0,593,593,0,5,85,12,449,0,0,0,0,0,0,3,1,3,3,0,2,1,1,3,2,2,1,2,4,1,2,7,0,4,593
154,"MAHARANI AVANTIBAI UCCH MAD VID DHANOLI R.NO.-5",329,296,0,625,207,144,0,351,351,0,0,107,7,217,1,0,1,1,0,0,3,0,1,1,4,4,0,1,1,1,0,0,0,1,0,0,0,0,0,351
155,"MAHARANI AVANTIBAI UCCH MAD VID DHANOLI R.NO.-4",764,673,0,1437,476,408,0,884,202,0,6,121,24,662,6,0,0,0,2,0,2,0,1,2,1,3,3,2,2,13,11,0,2,5,0,2,6,1,7,884
156,"PANCHYAT GHAR DHANOLI R.NO.-1",830,670,0,1500,547,349,0,896,876,0,20,607,172,56,1,1,1,1,0,0,1,0,3,5,3,4,1,1,2,0,0,0,1,2,0,7,2,0,5,896
157,"PANCHYAT GHAR DHANOLI R.NO.-2",851,608,0,1459,446,248,0,694,682,0,18,371,168,71,0,0,0,2,1,0,0,0,2,3,1,2,0,12,5,1,0,2,2,6,2,1,14,3,7,694
158,"PRA.VID.TAPRA R.NO.-1",824,614,0,1438,544,406,0,950,950,0,6,390,10,480,4,1,0,2,0,0,1,25,2,5,1,3,1,2,3,0,0,1,0,3,1,6,1,1,1,950
159,"PRA.VID.TAPRA R.NO.-2",828,666,0,1494,621,391,0,1012,1012,0,11,904,22,7,3,0,0,3,2,0,1,0,5,9,7,6,4,0,2,0,0,2,1,2,1,12,3,2,3,1012
160,"PRA.VID.AJIJPUR R.NO.-1",661,402,0,1063,342,169,0,511,511,0,6,292,25,177,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,511
161,"PRA.VID.AJIJPUR R.NO.-4",556,429,0,985,300,185,0,485,402,0,6,330,15,116,1,1,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,1,0,2,2,2,2,485
162,"PRA.VID.AJIJPUR R.NO.-2",402,324,0,726,267,190,0,457,156,0,7,341,16,72,0,1,0,0,0,0,0,0,0,3,3,2,0,1,1,0,0,0,3,1,1,3,0,0,2,457
163,"PRA.VID.AJIJPUR R.NO.-3",736,608,0,1344,413,298,0,711,703,0,14,329,25,304,1,0,0,1,1,0,0,0,3,4,3,1,0,2,0,1,1,0,3,2,0,9,3,2,2,711
164,"KANYA PRA.VID.AJIJPUR R.NO.-1",606,488,0,1094,194,112,0,306,301,0,14,171,26,84,0,1,0,0,0,0,1,0,2,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,306
165,"KANYA PRA.VID.AJIJPUR R.NO.-5",677,481,0,1158,317,170,0,487,400,0,5,248,26,186,1,1,2,0,1,0,3,1,4,0,0,0,1,0,0,0,4,0,0,0,1,2,1,0,0,487
166,"KANYA PRA.VID.AJIJPUR R.NO.-2",905,607,0,1512,186,171,0,357,70,0,2,112,5,225,1,0,0,1,0,1,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,357
167,"KANYA PRA.VID.AJIJPUR R.NO.-6",597,518,0,1115,327,196,0,523,523,0,6,172,17,293,1,1,0,2,1,0,1,2,3,3,1,5,0,0,2,4,0,1,1,0,2,0,2,0,3,523
168,"KANYA PRA.VID.AJIJPUR R.NO.-3",862,634,0,1496,426,288,0,714,688,0,9,122,18,525,3,3,1,1,1,0,0,1,3,1,0,0,1,6,1,6,1,0,0,1,0,2,2,4,2,714
169,"KANYA PRA.VID.AJIJPUR R.NO.-4",464,338,0,802,448,298,0,746,746,0,23,256,6,432,3,0,0,0,0,0,1,0,6,1,1,0,3,1,2,2,1,0,0,1,0,2,4,0,1,746
170,"PRA.VID.BAMROLI AHEIR R.NO-1",729,581,0,1310,426,272,0,698,698,0,4,475,48,159,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,1,1,0,1,0,0,1,0,0,1,698
171,"PRA.VID.BAMROLI AHEIR R.NO-2",460,393,0,853,325,220,0,545,440,0,4,65,66,386,1,1,0,0,0,0,1,1,9,2,0,0,1,0,0,0,0,1,1,2,0,1,1,0,2,545
172,PRA.VID.JAKHUDA,536,376,0,912,258,345,0,603,598,0,7,231,118,218,1,0,0,2,0,0,2,0,5,2,3,5,0,2,1,2,0,0,1,1,0,0,0,1,1,603
173,"PRA.VID.BAMROLI AHEIR R.NO-3",633,487,0,1120,397,252,0,649,649,0,1,48,526,67,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,649
174,"TULARAM INTER COLLAGE SCHOOL MALPURA R.NO.-1 EAST PART",789,604,0,1393,476,279,0,755,461,0,94,488,52,79,1,0,0,0,0,0,0,2,4,1,2,3,0,1,3,1,0,3,3,0,2,3,3,0,10,755
175,"TULARAM INTER COLLAGE SCHOOL MALPURA R.NO.-2 EAST PART",603,492,0,1095,353,265,0,618,612,0,182,329,40,40,1,0,0,3,0,0,0,0,0,0,6,0,4,3,0,0,1,1,1,1,1,1,2,0,2,618
176,"TULARAM INTER COLLAGE SCHOOL MALPURA R.NO.-3 WAST PART",591,447,0,1038,343,212,0,555,553,0,86,384,37,23,1,0,0,0,0,0,4,0,1,1,7,1,3,2,0,0,1,0,1,0,0,2,0,0,1,555
177,"TULARAM INTER COLLAGE SCHOOL MALPURA R.NO.-7 WAST PART",550,357,0,907,338,157,0,495,495,0,26,347,57,27,0,0,0,5,2,1,0,0,2,0,3,1,1,8,3,1,0,0,0,1,0,5,1,0,4,495
178,"TULARAM INTER COLLAGE SCHOOL MALPURA R.NO.-4 WAST PART",542,399,0,941,317,192,0,509,454,0,13,344,48,66,1,0,1,0,1,0,0,0,2,2,6,4,1,4,1,0,0,0,2,0,1,1,4,2,5,509
179,"TULARAM INTER COLLAGE SCHOOL MALPURA R.NO.-5 NORTH PART",824,641,0,1465,516,362,0,878,700,0,20,199,56,560,0,0,0,1,0,0,1,5,4,4,3,2,0,0,4,3,0,0,2,1,1,5,2,1,4,878
180,"TULARAM INTER COLLAGE SCHOOL MALPURA R.NO.-6 NORTH PART",234,175,0,409,154,69,0,223,219,0,6,124,13,61,0,0,0,0,0,1,1,2,6,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,223
181,"PRA.VID.ABHAYPURA R.NO.-1",661,516,0,1177,477,321,0,798,786,0,6,442,84,236,2,0,0,2,0,1,0,0,2,4,2,1,1,2,0,1,1,0,4,1,1,1,2,1,1,798
182,"PRA.VID.ABHAYPURA R.NO.-2",410,321,0,731,278,195,0,473,473,0,2,49,9,402,0,0,1,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,473
183,"PRA.VID.SEEROLI R.NO.-1",901,661,0,1562,540,376,0,916,913,0,9,560,10,315,2,0,1,0,2,0,0,0,6,0,2,1,0,0,2,0,0,1,0,0,0,1,3,1,0,916
184,"PRA.VID.SEEROLI R.NO.-2",651,466,0,1117,433,287,0,720,21,0,5,320,6,381,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,720
185,"SHRI KAILADEVI INTER COLLAGE ETHORA R.NO.-1 EAST PART",758,591,0,1349,557,406,0,963,963,0,12,507,162,222,3,0,0,1,0,0,0,1,2,3,0,1,2,3,4,7,0,1,5,4,3,3,9,4,4,963
186,"SHRI KAILADEVI INTER COLLAGE ETHORA R.NO.-2 EAST PART",829,595,0,1424,514,320,0,834,400,0,9,275,45,456,3,1,1,3,1,0,0,1,5,2,7,7,0,2,1,3,0,2,1,2,0,1,2,1,3,834
187,"SHRI KAILADEVI INTER COLLAGE ETHORA R.NO.-3 EAST PART",393,311,0,704,242,177,0,419,227,0,5,60,10,323,2,1,0,0,0,0,0,0,3,2,0,3,0,1,1,4,0,0,0,1,1,1,1,0,0,419
188,"SHRI KAILADEVI INTER COLLAGE ETHORA R.NO.-4 WAST PART",369,238,0,607,231,134,0,365,365,0,5,216,49,89,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,365
189,"SHRI KAILADEVI INTER COLLAGE ETHORA R.NO.-5 WAST PART",550,418,0,968,419,239,0,658,158,0,7,250,85,288,4,1,0,1,0,1,1,0,1,1,2,2,1,2,1,1,0,0,1,2,0,3,2,1,0,658
190,"PRA.VID.BHADI R.NO.-1",517,355,0,872,366,215,0,581,2,0,44,399,72,36,1,0,1,1,0,0,1,1,0,2,6,2,1,2,2,2,0,0,2,2,0,4,0,0,0,581
191,"PRA.VID.BHADI R.NO.-2",444,292,0,736,285,161,0,446,145,0,8,258,37,123,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,6,0,1,0,1,0,2,0,1,1,446
192,PRA.VID.KUTHAWALI,533,346,0,879,376,247,0,623,260,0,28,489,5,83,1,0,0,1,0,0,1,0,2,0,2,0,1,0,0,1,1,2,1,1,0,0,3,1,0,623
193,"PRA.VID.BAAD R.NO.-1",585,391,0,976,390,208,0,598,75,0,168,364,14,25,1,0,0,0,0,0,0,1,1,1,5,6,2,2,0,0,0,2,1,1,1,0,0,1,2,598
194,"PRA.VID.BAAD R.NO.-2",753,550,0,1303,557,311,0,868,868,0,191,489,47,92,3,0,0,3,0,1,2,0,0,3,10,5,2,2,1,0,0,0,1,1,0,15,0,0,0,868
195,"N.P.R.C. KAKUAA R.NO.-1",467,350,0,817,348,213,0,561,120,0,27,313,47,154,1,1,1,2,0,0,0,0,0,3,2,2,0,2,0,1,0,1,0,1,0,0,1,0,2,561
196,"N.P.R.C. KAKUAA R.NO.-2",451,408,0,859,305,241,0,546,126,0,12,224,26,249,1,1,0,0,1,0,3,1,1,1,1,3,0,4,2,4,0,0,3,1,1,0,3,2,2,546
197,"PRA.VID.KAKUAA R.NO.-2",566,437,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,PRA.VID.KAKUAA,545,500,0,1045,350,252,0,602,582,0,36,336,100,93,3,1,0,1,2,0,0,1,1,4,1,0,0,2,2,2,0,1,2,1,0,5,5,0,3,602
199,"PRA.VID.KABULPUR R.NO.-1",620,475,0,1095,418,318,0,736,700,0,3,549,84,80,4,0,1,1,1,0,0,0,0,4,1,1,0,4,0,1,0,0,0,0,0,0,2,0,0,736
200,"PRA.VID.KABULPUR R.NO.-2",476,375,0,851,325,255,0,580,22,0,1,200,33,307,1,1,0,1,1,0,1,1,5,6,3,3,0,4,2,2,0,0,2,1,0,1,1,1,2,580
201,"PRA.VID.KABULPUR R.NO.-3",848,613,0,1461,463,193,0,656,649,0,1,465,36,122,2,0,0,4,0,0,0,0,1,4,3,1,0,1,2,1,1,0,2,3,1,1,3,1,1,656
202,"PRA.VID.SALAIMABAD R.NO.-1",667,504,0,1171,470,353,0,823,821,0,4,590,85,123,0,1,0,1,0,0,0,2,0,3,4,2,0,3,0,0,0,0,0,0,1,2,2,0,0,823
203,"PRA.VID.SALAIMABAD R.NO.-2",283,222,0,505,233,170,0,403,321,0,0,380,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,1,2,0,1,403
204,"PRA.VID.BHAEE R.NO.-1",553,448,0,1001,366,289,0,655,630,0,11,162,42,410,4,0,1,0,0,0,1,0,3,0,3,0,0,1,4,4,0,0,3,5,0,1,0,0,0,655
205,"PRA.VID.BHAEE R.NO.-2",439,355,0,794,271,234,0,505,505,0,4,281,44,156,1,0,1,1,0,0,0,0,1,2,4,3,0,1,0,1,0,1,1,0,1,1,0,0,1,505
206,PRA.VID.RAMPURA,453,389,0,842,385,239,0,624,624,0,2,335,48,175,4,0,25,3,1,1,1,1,1,4,3,0,2,5,1,1,1,0,0,1,0,0,4,1,4,624
207,"ROHTA INTER COLLAGE ROHTA R.NO.-1 EAST PART",903,626,0,1529,633,343,0,976,698,0,14,559,39,301,4,1,0,4,2,1,2,1,4,2,0,3,2,5,0,3,0,2,2,0,2,15,4,0,4,976
208,"ROHTA INTER COLLAGE ROHTA R.NO.-2 EAST PART",669,487,0,1156,439,325,0,764,464,0,6,22,6,667,12,1,0,1,0,0,0,1,4,2,1,1,0,0,2,14,2,0,1,7,2,1,4,0,7,764
209,"ROHTA INTER COLLAGE ROHTA R.NO.-7 EAST PART",329,256,0,585,184,126,0,310,12,0,0,20,1,268,2,1,3,0,0,0,0,1,1,0,1,2,0,0,2,1,0,0,0,3,0,0,2,1,1,310
210,"ROHTA INTER COLLAGE ROHTA R.NO.-3 WAST PART",753,579,0,1332,528,358,0,886,27,0,10,407,11,426,5,0,0,2,0,1,1,0,1,5,2,3,0,3,1,0,0,0,0,2,2,0,0,2,2,886
211,"ROHTA INTER COLLAGE ROHTA R.NO.-4 WAST PART",490,368,0,858,313,211,0,524,55,0,1,90,4,406,3,2,2,2,1,0,0,2,1,0,0,2,0,1,0,2,0,0,2,0,0,0,1,0,2,524
212,"ROHTA INTER COLLAGE ROHTA R.NO.-8 WAST PART",563,452,0,1015,343,242,0,585,185,0,10,175,28,346,2,0,1,0,0,0,0,0,3,1,0,2,1,1,2,2,0,0,1,4,1,2,1,1,1,585
213,"ROHTA INTER COLLAGE ROHTA R.NO.-5 NORTH PART",672,494,0,1166,340,241,0,581,278,0,12,245,8,272,0,1,4,1,0,0,0,2,8,4,5,7,1,0,2,0,1,0,0,1,0,0,4,1,2,581
214,"ROHTA INTER COLLAGE ROHTA R.NO.-6 NORTH PART",742,585,0,1327,429,316,0,745,345,0,9,441,51,218,1,0,1,0,0,0,0,0,2,0,0,1,0,2,0,1,1,1,1,4,1,1,1,0,8,745
215,"PRA.VID.NAINANAJAAT R.NO.-1 EAST PART",509,387,0,896,242,152,0,394,394,0,12,229,78,49,0,0,6,2,0,2,0,0,0,3,2,2,0,0,0,0,0,0,4,0,0,1,1,1,2,394
216,"PRA.VID.NAINANAJAAT R.NO.-2 EAST PART",410,317,0,727,321,233,0,554,553,0,35,419,41,44,0,0,1,0,0,0,0,1,0,1,3,1,1,2,0,0,0,0,0,2,0,1,0,2,0,554
217,"PRA.VID.NAINANAJAAT R.NO.-3 EAST PART",285,230,0,515,149,134,0,283,248,0,2,113,7,148,0,0,0,2,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,1,1,1,0,0,1,283
218,"PRA.VID.NAINANAJAAT R.NO.-4 WAST PART",488,404,0,892,333,242,0,575,575,0,2,19,17,514,1,0,0,0,1,0,0,1,4,0,0,1,0,1,1,2,0,0,0,3,1,0,5,0,2,575
