"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMAR SINGH","2 - BABULAL","3 - RANI PAKSHALIKA SINGH","4 - SEEMA UPADHYAY","5 - ASHOK KUMAR","6 - PEETAM SINGH","7 - PITAM SINGH","8 - PANKAJ KUMAR SHARMA","9 - MANIK","10 - MUNNA LAL","11 - MEGH SINGH","12 - ROHAN SINGH","13 - LAXMI","14 - VIJAY SINGH KUSHWAHA","15 - ANIL KUMAR","16 - AMBEDKARI HASNURAM AMBEDKARI","17 - KHEMRAJ SINGH","18 - DIWAN SINGH","19 - NATHOLI","20 - BRAJENDR SINGH","21 - MAHAVIR SINGH SOLANKI","22 - RAKESH SINGH DHANKAR","23 - RAM KUMAR DIXIT","24 - RAM BRAJ YADAV","25 - SHOBHNA BAUDDHA","26 - SATISH KUMAR","27 - SANTOSH KUMAR","28 - SEEMA DEVI","29 - None of the Above","Total Votes Secured"
219,"PRA.VID.NAINANAJAAT R.NO.-5 WAST PART",406,334,0,740,237,173,0,410,360,0,16,60,64,241,0,0,2,0,0,0,1,1,1,5,3,1,0,5,1,1,1,1,1,0,0,1,1,0,3,410
220,"PRA.VID.NAINANAJAAT R.NO.-6 WAST PART",461,348,0,809,216,151,0,367,201,0,14,150,44,131,2,0,0,0,1,0,0,0,5,3,1,5,1,0,1,1,0,1,0,1,0,0,1,1,4,367
221,"PUR.MAD.VID.NAINANA JAAT R.NO.-1",532,366,0,898,283,177,0,460,441,0,9,41,5,380,1,0,0,0,0,1,0,1,1,1,3,2,0,0,1,0,0,0,1,1,3,1,3,2,3,460
222,"PRA.VID.AMBEDKAR NAGAR NAINANAJAAT",414,316,0,730,200,172,0,372,372,0,3,10,4,333,3,0,0,1,0,0,0,0,0,3,0,4,2,1,0,1,0,0,2,1,1,1,0,0,2,372
223,"PUR.MAD.VID.NAINANA JAAT R.NO.-2",909,641,0,1550,511,287,0,798,698,0,17,91,61,590,6,0,0,3,2,0,0,1,6,1,0,6,0,1,2,1,0,0,1,1,1,2,2,1,2,798
224,"PUR.MAD.VID.NAINANA JAAT R.NO.-2",752,538,0,1290,332,320,0,652,540,0,5,31,10,575,3,0,0,0,1,0,0,0,4,2,0,0,1,1,1,2,0,0,3,5,2,0,3,1,2,652
225,"NAYA PANCHYAT GHAR NAINANA BHARAMAN",711,516,0,1227,411,251,0,662,621,0,9,220,16,380,1,1,2,0,0,1,1,0,8,1,3,3,0,1,0,1,0,0,1,5,0,2,1,1,4,662
226,"PRA.VID.NAINANA BHARAMAN R.NO.1",621,534,0,1155,424,302,0,726,643,0,11,402,24,226,2,1,1,4,1,2,2,0,1,9,12,10,0,0,2,3,0,0,2,0,0,3,4,1,3,726
227,"PRA.VID.NAINANA BHARAMAN R.NO.2",538,447,0,985,372,290,0,662,640,0,8,242,33,345,1,0,0,2,0,0,0,1,2,6,1,5,1,3,1,2,0,0,2,2,0,3,2,0,0,662
228,"PRA.VID.KULAKHA R.NO.-1",566,435,0,1001,326,261,0,587,537,0,2,174,32,344,4,2,0,1,0,0,3,0,2,1,3,2,0,2,1,2,1,0,0,1,0,3,4,0,3,587
229,"PRA.VID.KULAKHA R.NO.-2",512,346,0,858,302,178,0,480,465,0,5,141,24,271,1,0,1,2,0,0,0,1,3,3,2,2,0,3,3,4,0,0,0,4,0,5,4,1,0,480
230,"PRA.VID.KULAKHA R.NO.-3",584,457,0,1041,396,309,0,705,705,0,5,83,8,564,5,0,0,1,1,0,0,1,2,5,1,4,1,1,5,3,1,4,2,2,0,2,1,1,2,705
231,"PRA.VID.KULAKHA R.NO.-4",425,294,0,719,310,180,0,490,90,0,3,105,1,363,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,3,0,0,0,0,0,1,1,2,1,490
232,"PRA.VID.KULAKHA R.NO.-5",520,390,0,910,233,153,0,386,386,0,3,154,32,170,1,1,0,1,0,1,1,0,5,1,2,3,0,4,1,2,1,0,0,1,1,0,1,0,0,386
233,"PUR.MAD.VID.KAHARI R.NO.-1",837,691,1,1529,476,373,0,849,832,0,43,623,26,105,0,0,0,0,1,0,0,0,18,4,5,5,1,2,2,2,0,3,1,0,2,2,2,1,1,849
234,"PUR.MAD.VID.KAHARI R.NO.-2",703,574,0,1277,401,274,0,675,475,0,42,461,15,137,0,1,0,0,0,0,0,0,7,1,2,1,1,0,1,2,0,0,0,1,1,0,1,1,0,675
235,"PUR.MAD.VID.KAHARI R.NO.-3",712,575,0,1287,468,272,0,740,308,0,40,294,10,355,3,0,0,0,1,1,0,2,2,3,3,5,2,1,0,1,0,0,1,1,4,1,2,2,6,740
236,"PUR.MAD.VID.NAGLAKALI R.NO.-1",724,542,0,1266,517,383,0,900,900,0,14,108,29,697,3,0,0,1,1,0,2,0,6,4,2,8,3,0,3,1,1,1,2,3,1,1,4,2,3,900
237,"PUR.MAD.VID,NAGLA KALI R.NO.-2",679,528,0,1207,444,334,0,778,777,0,8,154,41,544,2,0,0,1,0,1,1,0,3,2,1,4,0,1,3,1,0,0,0,4,1,0,4,1,1,778
238,PA.VID.RAJRAI,816,686,0,1502,515,545,0,1060,631,0,4,375,27,604,3,1,0,2,0,1,1,2,6,2,2,7,0,4,4,3,0,0,2,3,1,3,2,1,0,1060
239,"PRA.VID.NAUBARI R.NO.-1",404,342,0,746,310,247,0,557,557,0,3,141,364,10,0,0,2,1,0,2,0,0,1,6,1,0,0,0,2,0,0,0,0,1,0,21,2,0,0,557
240,"PRA.VID.NAUBARI R.NO.-2",446,386,0,832,310,258,0,568,452,0,4,243,129,139,2,1,0,3,2,1,1,3,4,4,1,7,0,5,2,3,1,1,3,0,1,3,0,1,4,568
241,"PRA.VID.SEMRI R.N0-1",516,421,0,937,291,300,0,591,550,0,15,243,122,188,1,1,0,4,0,0,1,1,3,1,1,3,0,0,0,1,0,0,2,0,1,0,2,0,1,591
242,"PRA.VID.SEMRI R.N0-4",412,371,0,783,283,198,0,481,1,0,18,255,63,113,1,0,1,1,0,1,1,1,5,1,4,2,1,1,0,3,0,1,0,3,0,0,3,0,2,481
243,"PRA.VID.SEMRI R.N0-2",820,621,1,1442,437,254,0,691,670,0,11,442,58,114,4,0,1,4,1,0,0,0,1,3,4,3,1,5,2,5,1,3,5,1,2,4,8,3,5,691
244,"PRA.VID.SEMRI R.N0-3",492,439,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"PRA.VID.SEMRI R.N0-5",726,506,0,1232,395,209,0,604,549,0,6,206,21,352,1,1,2,0,0,0,0,2,3,3,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2,604
246,"PRA.VID.PACHGAI KHERA R.NO.-1",601,533,0,1134,413,357,0,770,703,0,36,585,8,102,0,0,0,2,0,0,0,0,1,3,6,6,3,2,2,0,1,0,2,0,0,1,2,5,3,770
247,"PRA.VID.PACHGAI KHERA R.NO.-2",549,492,0,1041,437,334,0,771,742,0,109,323,16,300,2,0,0,2,0,0,0,0,1,2,6,0,2,1,0,5,0,0,0,0,0,0,1,1,0,771
248,"PRA.VID.PACHGAI R.NO.-1",494,400,0,894,309,229,0,538,136,0,6,273,9,226,1,0,0,0,0,0,0,0,2,4,4,2,0,1,0,0,1,2,0,0,0,1,3,0,3,538
249,"PRA.VID.PACHGAI R.NO.-2",585,447,0,1032,396,244,0,640,357,0,3,317,6,281,3,0,1,1,0,0,0,1,1,1,3,2,2,4,1,4,0,0,0,0,1,0,2,0,6,640
250,"PRA.VID.DEVRI R.NO-1",459,357,0,816,301,208,0,509,473,0,19,212,9,253,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,1,2,1,0,1,0,1,509
251,"PRA.VID.DEVRI R.NO.-3",468,334,0,802,310,221,0,531,530,0,3,300,3,194,3,2,1,0,0,0,0,0,1,0,1,1,0,6,1,6,0,0,2,1,0,1,3,2,0,531
252,"PRA.VID.DEVRI R.NO.-2",828,591,0,1419,535,273,0,808,28,0,57,662,15,29,2,1,0,6,0,0,0,1,1,8,10,4,0,0,2,0,0,0,2,0,2,2,0,2,2,808
253,PRA.VID.KAKRARI,690,530,0,1220,506,378,0,884,456,0,6,153,420,277,4,1,0,1,0,0,0,0,1,1,1,6,0,0,0,2,0,1,3,0,0,1,1,1,4,884
254,"PRA.VID.NAGLA KAKRARI",715,527,0,1242,522,312,0,834,834,0,4,434,150,198,2,4,1,3,1,1,1,1,2,7,2,5,0,2,1,0,0,1,1,2,1,1,3,4,2,834
255,"PRA.VID.VISHERA KALA",459,367,0,826,320,213,0,533,355,0,2,251,119,136,0,0,0,0,0,0,1,0,1,8,6,1,0,4,0,0,1,0,0,1,0,0,1,0,1,533
256,"PRA.VID.GADI RADDU",460,368,0,828,355,246,0,601,599,0,1,421,135,11,1,0,1,1,0,0,0,0,0,8,4,3,0,3,6,0,0,0,2,0,1,1,1,1,0,601
257,PRA.VID.SUJGAI,464,357,0,821,345,287,0,632,20,0,8,386,15,193,4,1,0,1,0,0,0,0,1,2,1,2,1,3,0,2,0,0,4,1,1,3,0,1,2,632
258,"PRA.VID.GANGRUAA R.NO.-1",625,525,0,1150,496,347,0,843,4,0,6,704,16,79,3,2,0,0,0,0,0,0,4,0,1,6,1,6,1,0,0,0,2,2,1,4,3,0,2,843
259,"PRA.VID.GANGRUAA R.NO.-2",408,351,0,759,296,214,0,510,510,0,4,460,8,16,0,0,0,0,1,0,0,0,1,3,4,1,0,0,0,2,0,0,0,1,1,0,5,0,3,510
260,"PRA.VID.BHETA R.NO.-1",568,437,0,1005,404,253,0,657,9,0,10,460,80,81,1,0,0,0,0,0,0,0,1,5,2,0,1,2,1,1,1,1,0,0,1,0,5,2,2,657
261,"PRA.VID.BHETA R.NO.-2",532,472,0,1004,424,296,0,720,620,0,12,569,36,72,3,0,0,3,0,0,0,1,0,6,5,5,1,1,1,1,0,0,0,1,1,1,0,1,0,720
262,"PRA,VID.RAMNAGAR R.NO.-1",419,341,0,760,211,193,0,404,404,0,3,245,9,82,3,2,3,1,1,1,1,2,5,5,4,10,2,1,0,4,1,1,0,2,3,3,3,1,6,404
263,"PRA.VID.GUTILA R.NO.-1",625,456,0,1081,401,219,0,620,34,0,8,547,23,19,0,0,0,3,0,1,0,0,0,1,3,4,0,1,0,1,0,1,2,1,0,0,2,1,2,620
264,"PRA.VID.GUTILA R.NO.-2",661,480,0,1141,459,232,0,691,10,0,17,503,55,95,0,0,0,0,0,2,2,1,0,5,3,2,1,0,0,1,0,0,0,0,0,1,1,1,1,691
265,"PUR.MAD.VID.BAMROLI AHEIR R.NO.-1",813,658,0,1471,521,336,0,857,845,0,5,319,317,176,2,1,1,3,2,0,3,0,8,2,1,0,1,0,2,3,1,0,2,0,1,0,3,1,3,857
266,"PUR.MAD.VID.BAROLI AHIER R.NO.-2",867,713,1,1581,633,358,0,991,585,0,8,384,545,40,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,991
267,"PRA.VID.BAROULI AHEIR R.NO.-1",656,517,0,1173,458,285,0,743,728,0,3,170,532,19,0,1,1,0,0,0,0,0,7,1,4,1,0,0,2,0,0,0,0,0,0,0,0,0,2,743
268,"PRA.VID.BAROULI AHEIR R.NO.-2",483,363,0,846,369,223,0,592,592,0,2,118,445,6,0,0,0,2,0,0,0,1,3,0,1,2,0,2,2,1,0,0,0,0,0,2,3,0,2,592
269,"PRA.VID.BAGDA R.NO.-1",573,447,0,1020,373,254,0,627,280,0,7,364,98,109,1,2,1,3,2,0,0,0,1,6,5,8,0,2,0,2,0,1,1,1,1,3,4,2,3,627
270,"PRA.VID.BAGDA R.NO.-2",538,440,0,978,402,262,0,664,70,0,14,352,184,66,1,0,0,0,1,0,0,0,4,1,0,0,0,3,2,0,0,0,1,0,0,22,6,2,5,664
271,"PRA.VID.CHAMROLI R.NO.-1",669,490,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"PRA.VID.CHAMROLI R.NO.-3",568,507,1,1076,390,300,0,690,60,0,6,588,6,46,2,2,0,2,0,0,2,1,5,7,4,4,1,3,1,2,0,0,1,1,0,1,1,0,4,690
273,"PRA.VID.CHAMROLI R.NO.-2",597,466,0,1063,356,248,0,604,480,0,5,458,23,90,0,0,0,2,0,0,0,1,8,2,1,2,0,4,1,1,0,1,1,0,0,0,1,1,2,604
274,"PRA.VID.CHAMROLI R.NO.-4",551,426,0,977,308,234,0,542,236,0,4,441,28,58,0,1,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,542
275,"PRA.VID. KARMANA R.NO.-1",535,304,0,839,374,169,0,543,3,0,2,99,344,79,2,0,0,1,2,0,0,1,0,3,0,0,0,1,2,0,0,0,0,2,1,1,1,2,0,543
276,"PRA.VID.KARMANA R.NO.-3",487,330,0,817,351,186,0,537,513,0,12,185,268,54,0,1,0,1,0,0,0,0,0,3,3,1,3,0,0,1,0,0,0,1,1,1,1,0,1,537
277,"PRA.VID.KARMANA R.NO.-2",517,377,0,894,403,230,0,633,330,0,0,57,259,294,0,1,1,0,0,0,1,0,0,3,2,3,2,0,4,2,0,0,0,1,0,0,0,1,2,633
278,"PRA.VID.NAGLA TALFI",287,208,0,495,234,136,0,370,205,0,2,346,1,5,1,1,0,1,0,0,0,0,1,6,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,370
279,"PRA.VID.BHUDANA R.NO-1",673,507,0,1180,568,317,0,885,770,0,1,68,754,23,2,1,0,0,0,0,0,0,11,4,2,4,1,2,5,1,0,1,2,0,0,0,2,0,1,885
280,"PUR.MAD VID BHUDANA R.NO.-1",876,628,0,1504,704,409,0,1113,830,0,0,58,946,71,0,1,1,0,0,1,0,1,4,1,0,6,3,2,7,2,0,2,0,0,0,1,1,3,2,1113
281,"PRU.MAD.VID.BHUDANA R.NO.-2",435,345,0,780,363,224,0,587,6,0,0,48,478,46,0,0,0,0,0,2,0,1,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,587
282,"PRA.VID.KALAL KHERIYA R.NO-1",724,595,0,1319,560,436,0,996,991,0,6,879,53,25,3,0,0,1,1,0,0,0,4,3,9,2,0,2,0,0,0,0,1,0,0,1,3,0,3,996
283,"PRA.VID.KALAL KHERYIAN R.NO.-2",488,368,0,856,365,266,0,631,630,0,4,360,103,124,0,0,0,1,0,0,0,1,2,5,0,3,2,1,4,1,1,0,1,1,1,3,6,6,1,631
284,"PRA.VID.TORA R.NO.-1",512,404,0,916,381,259,0,640,640,0,4,244,30,352,2,0,0,0,1,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,640
285,"PRA.VID.TORA R.NO.-2",493,352,0,845,337,221,0,558,558,0,4,260,31,248,3,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,3,1,0,0,1,1,0,558
286,"PRA.VID.KUAKHERDA R.NO.-1",564,395,0,959,411,247,0,658,102,0,0,110,512,10,2,0,0,1,0,1,0,1,3,4,0,4,0,1,1,0,0,1,1,0,1,0,0,1,4,658
287,"PRA.VID.KUAKHERDA R.NO.-2",230,205,0,435,181,118,0,299,297,0,1,50,190,49,1,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,299
288,"KANYA PUR.MAD.VID.KUAKHEDA R.NO.1",369,286,0,655,264,198,0,462,420,0,4,45,331,66,2,1,1,3,0,0,0,0,2,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,462
289,"PRA.VID.GADI NAWALIYA",742,443,0,1185,508,243,0,751,415,0,7,122,585,28,0,0,0,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,751
290,"PRA.VID MAHUAKHERA R.NO.-1",651,486,0,1137,486,316,0,802,22,0,5,83,443,239,0,1,1,0,1,1,2,2,0,4,1,3,0,2,3,2,0,0,2,0,0,0,2,1,4,802
291,"PRA.VID.MAHUAKHEDA R.NO.-2",584,478,0,1062,454,312,0,766,15,0,0,126,606,21,0,0,0,0,0,0,1,0,3,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,2,766
292,"PUR.MAD.VID.LAKAWALI R.NO-1",595,435,0,1030,495,303,0,798,770,0,5,744,21,11,0,1,0,1,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,1,2,1,0,798
293,"PUR.MAD.VID.LAKAWALI R.NO-2",377,284,0,661,301,202,0,503,490,0,1,458,21,8,0,1,0,2,0,0,0,0,1,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,2,503
294,"PUR.MAD.VID.LAKAWALI R.NO-3",661,442,0,1103,495,266,0,761,7,0,11,642,11,63,0,2,0,2,0,0,0,0,0,6,3,0,0,4,2,2,0,1,0,1,1,0,2,7,1,761
295,"PUR.MAD.VID.LAKAWALI R.NO-4",475,349,0,824,359,226,0,585,205,0,6,494,21,37,0,0,0,2,1,0,0,0,2,6,3,1,1,2,0,1,0,1,0,0,1,0,1,3,2,585
296,"PRA.VID.BHUDERA R.NO-1",527,423,0,950,401,300,0,701,600,0,7,504,13,124,4,2,1,2,0,2,0,1,10,5,5,6,0,0,0,1,0,0,1,1,1,3,1,3,4,701
297,"PRA.VID.BHUDERA R.NO-2",473,357,0,830,377,262,0,639,639,0,3,564,11,41,1,0,0,0,0,0,0,0,5,6,1,1,0,4,0,0,1,0,0,0,0,0,1,0,0,639
298,PRA.VID.BHUDERAR.NO.-3,513,443,0,956,397,288,0,685,685,0,5,603,14,20,1,0,0,1,1,0,0,0,1,4,1,3,1,8,4,3,0,0,1,0,0,4,2,3,5,685
299,"PRA.VID.AKBERPUR R.NO-1",554,478,0,1032,423,293,0,716,716,0,13,369,11,293,2,0,1,0,0,0,0,0,3,0,2,1,0,5,0,9,0,0,0,1,0,2,1,3,0,716
300,"PRA.VID.AKBERPUR R.NO-2",489,398,0,887,401,274,0,675,673,0,74,416,57,102,2,1,0,2,0,0,0,0,1,3,9,1,2,0,0,1,0,0,0,0,1,0,0,2,1,675
301,PRA.VID.LODHI,793,626,0,1419,559,381,0,940,740,0,3,733,65,96,0,3,0,2,0,0,0,1,1,3,8,2,0,1,1,2,0,1,0,1,0,1,4,3,9,940
302,"MAHARANI AVANTIBAI INTER COLLAGE SHYMO R.NO.-1 EAST PART",588,491,0,1079,425,304,0,729,44,0,3,673,17,8,0,2,1,0,0,0,0,3,3,6,3,4,0,1,1,0,0,0,0,0,0,1,0,1,2,729
303,"MAHARANI AVANTIBAI INTER COLLAGE SHYMO R.NO.-2 EAST PART",485,342,0,827,343,202,0,545,541,0,5,476,26,20,0,0,0,0,0,0,1,0,2,5,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,545
304,"MAHARANI AVANTIBAI INTER COLLAGE SHYMO R.NO.-3 WAST PART",609,506,0,1115,455,316,0,771,41,0,18,667,5,15,1,1,0,0,1,1,1,0,2,7,3,11,3,5,5,4,0,1,1,1,1,4,5,2,6,771
305,"PRA.VID.SHYMO R.NO.-1",515,441,0,956,372,283,0,655,640,0,11,560,8,12,2,0,1,4,0,1,0,3,1,16,9,7,2,3,1,0,0,1,3,1,1,0,2,2,4,655
306,"PRA VID SHYMO R.NO.-2",536,403,0,939,394,233,0,627,147,0,6,435,19,144,1,1,0,1,1,0,0,0,0,4,3,1,0,3,0,1,0,0,0,2,0,1,0,1,3,627
307,"PRA.VID.SHYMO R.NO.-3",517,442,0,959,345,238,0,583,583,0,5,479,6,71,0,1,0,0,0,0,0,0,1,5,0,3,0,2,1,1,0,0,2,0,0,0,2,1,3,583
308,"PRA.VID.DIGNER R.NO.-1 NORTH PART",858,603,0,1461,552,332,0,884,209,0,6,627,171,43,0,0,0,2,1,0,0,0,2,4,1,6,2,4,2,1,0,0,1,0,0,1,2,4,4,884
309,"PRA.VID.DIGNER R.NO.-2 NORTH PART",461,307,0,768,359,215,0,574,509,0,5,332,135,88,2,0,0,1,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,574
310,"PRA.VID.DIGNER R.NO.-3 SOUTH PART",529,355,0,884,363,238,0,601,594,0,5,286,41,244,1,0,0,1,1,0,0,2,5,2,2,5,0,0,2,1,0,0,0,0,1,0,0,1,1,601
311,PRA.VID.NUFARI,440,337,0,777,312,203,0,515,400,0,3,196,9,261,2,0,0,0,0,0,0,1,0,1,5,0,0,10,2,7,3,0,1,1,1,4,4,1,3,515
312,PRA.VID.PAVAWALI,601,502,0,1103,476,365,0,841,5,0,11,612,77,115,0,1,0,3,2,0,0,0,2,4,1,0,0,2,0,2,0,0,2,1,0,2,3,1,0,841
313,"PRA.VID.BISARI BHAN",462,394,0,856,377,282,0,659,543,0,51,399,79,96,1,0,0,1,0,0,0,1,0,3,1,2,3,4,3,3,0,0,0,1,0,6,2,1,2,659
314,PRA.VID.ISLAMPUR,828,637,0,1465,602,443,0,1045,1042,0,23,572,206,174,2,1,2,1,2,1,0,0,2,11,7,3,2,4,6,5,1,1,3,5,1,1,3,5,1,1045
315,PRA.VID.JANRA,264,207,0,471,212,139,0,351,200,0,34,58,4,229,1,0,0,8,0,0,0,0,0,1,4,3,1,1,0,2,1,0,1,1,2,0,0,0,0,351
316,"PRA.VID.GADI VERENDAVAN",240,211,0,451,211,160,0,371,367,0,1,198,91,62,1,0,0,1,2,0,0,2,3,3,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,371
317,"KISHAN VIDYAPEETH HIGH.SEC.SCH.BAMROULI KATARA NORTH PART R.NO-1",548,430,0,978,402,261,0,663,663,0,31,337,122,156,0,0,0,1,0,0,0,0,2,1,1,2,0,0,0,4,0,0,0,1,1,2,2,0,0,663
318,"KISHAN VIDYAPEETH HIGH.SEC.SCH.BAMROULI KATARA NORTH PART R.NO-2",796,623,0,1419,647,351,0,998,898,0,30,807,25,83,3,0,0,2,0,0,0,1,2,6,7,4,0,1,3,4,1,0,1,0,0,8,5,2,3,998
319,"KISHAN VIDYAPEETH HIGH.SEC.SCH.BAMROULI KATARA NORTH PART R.NO-3",434,323,0,757,268,145,0,413,390,0,26,232,94,43,0,1,2,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,1,0,1,0,0,0,5,413
320,"KISHAN VIDYAPEETH HIGH.SEC.SCH.BAMROULI KATARA NORTH PART R.NO-4",585,417,0,1002,332,182,0,514,226,0,13,263,21,199,0,1,0,2,0,0,0,0,3,0,2,1,1,1,1,2,0,0,1,0,0,0,2,1,0,514
321,"PRA,VID. BAMROULI KATARA R.NO.1",410,304,0,714,261,169,0,430,425,0,5,352,6,41,0,0,0,1,0,0,1,2,1,2,5,1,0,1,1,1,1,0,2,1,0,2,3,1,0,430
322,"PUA.MID.VID.NAGLA TAAL BAMROULI KATARA R.NO.2",464,338,0,802,348,227,0,575,575,0,12,422,8,78,0,1,0,3,0,0,0,0,2,2,4,0,0,5,1,1,0,0,1,1,1,25,2,3,3,575
323,"PUR.MID.VID.NAGLA TAAL BAMRUALI KATARA R.NO.-3",456,375,0,831,328,256,0,584,584,0,12,425,11,86,1,1,1,2,0,0,1,1,0,3,0,4,1,6,0,5,0,1,0,1,1,8,6,3,4,584
324,"PRA.VID.HINGOT KHERYIA R.NO.1",616,473,0,1089,553,290,0,843,15,0,6,465,7,337,0,1,0,1,0,0,1,0,13,5,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,843
325,"PRA.VID.HINGOT KHERYIA R.NO.-2",355,304,0,659,257,188,0,445,20,0,3,318,88,16,0,0,0,0,0,0,0,0,0,4,2,1,0,5,1,5,0,1,0,0,0,0,1,0,0,445
326,"PRA.VID.ETHMADPUR R.NO.-1",731,590,0,1321,512,329,0,841,275,0,1,162,569,88,0,0,0,2,1,0,0,0,4,5,0,2,0,0,0,0,0,1,1,0,0,0,3,1,1,841
327,"PRA.VID.ETHMADPUR R.NO.-2",312,217,0,529,145,35,0,180,95,0,0,69,76,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,180
328,"PRA.VID.KAKARPUR R.NO.-1",490,413,0,903,299,188,0,487,475,0,3,257,38,162,1,0,1,2,1,1,0,0,5,4,1,4,0,1,0,0,1,0,0,0,0,0,2,0,3,487
329,"PRA.VID.KAKARPUR R.NO.-2",255,222,0,477,167,99,0,266,266,0,4,158,43,48,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,266
330,"PRA.VID.SAMOGAR R.NO-1",536,426,0,962,431,249,0,680,660,0,2,79,539,34,2,0,0,2,0,1,1,1,1,4,0,5,0,0,2,0,1,0,1,0,0,3,1,1,0,680
331,"PRA.VID.SAMOGAR R.NO-2",445,361,0,806,313,206,0,519,69,0,1,265,173,51,0,2,0,1,0,1,0,1,3,6,0,5,0,1,3,1,0,0,0,0,1,1,0,1,2,519
332,PRA.VID.VIJHAMAI,794,596,0,1390,529,341,0,870,870,0,12,525,190,95,2,0,0,5,0,0,1,0,4,9,6,3,1,3,1,3,0,1,1,1,1,3,1,2,0,870
333,PRA.VID.EKTHRA,505,380,0,885,413,241,0,654,652,0,5,388,110,102,3,0,0,3,0,1,1,4,3,2,1,1,1,6,3,7,0,0,2,0,2,1,4,1,3,654
334,"PRA.VID.KACHPURA R.NO-1",831,629,0,1460,575,360,0,935,930,0,2,666,129,87,4,0,0,3,0,0,0,0,3,8,3,4,1,8,1,4,2,1,2,2,0,0,1,2,2,935
335,"PRA.VID.KACHPURA R.NO-2",364,283,0,647,224,118,0,342,9,0,0,120,17,183,1,1,1,0,0,0,0,0,2,3,2,1,0,3,2,1,0,0,1,1,1,1,0,0,1,342
336,"D.A.V.UCCH.MAD.VID.KUNDOL R.NO.-1 EAST PART",546,451,0,997,418,299,0,717,83,0,12,408,187,82,0,1,0,1,0,1,0,0,2,3,8,2,0,0,0,0,0,1,1,4,0,0,2,1,1,717
337,"D.A.V.UCCH.MAD.VID.KUNDOL R.NO.-2 EAST PART",753,634,0,1387,516,400,0,916,916,0,7,460,172,188,2,1,0,6,0,2,0,1,1,7,5,4,4,5,7,4,2,0,4,1,5,7,10,5,6,916
338,"D.A.V.UCCH.MAD.VID.KUNDOL R.NO.-3 WAST PART",634,475,1,1110,436,272,0,708,10,0,6,381,182,112,0,0,0,0,1,0,0,0,0,2,1,3,0,9,4,1,0,3,0,0,0,0,2,0,1,708
339,"D.A.V.UCCH.MAD.VID.KUNDOL R.NO.-4 WAST PART",272,214,0,486,176,122,0,298,150,0,4,233,22,31,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,298
340,"D.A.V.UCCH.MAD.VID.KUNDOL R.NO.-5 WAST PART",643,434,0,1077,360,184,0,544,544,0,3,196,156,154,1,2,0,2,0,2,0,0,1,0,3,1,0,0,3,0,0,0,3,3,0,1,7,0,6,544
341,"PRA.VID.DHAMOTA R.NO.-1",440,320,0,760,261,185,0,446,443,0,0,311,43,72,0,1,1,1,0,0,0,1,0,3,0,3,0,3,0,3,0,0,1,0,0,1,0,1,1,446
342,"PRA.VID.DHAMOTA R.NO.-2",495,348,0,843,298,148,0,446,34,0,1,314,39,74,0,0,0,4,1,0,0,0,0,2,0,0,1,4,0,0,1,0,0,1,1,0,1,2,0,446
343,"PRA.VID.VISARNA R.NO.-1",444,358,0,802,316,232,0,548,548,0,3,183,125,210,3,1,0,3,1,0,0,0,2,3,1,0,1,1,0,4,0,0,0,0,0,0,3,2,2,548
