"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
238,MUHAMDABAD,707,605,0,1312,367,283,0,650,650,0,34,150,304,130,4,2,3,5,6,0,1,11,650
239,RAMPURA,326,263,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,AERI,331,263,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,KUTHAUNDA,793,623,0,1416,501,376,0,877,877,0,41,138,553,103,5,0,4,4,5,4,3,17,877
242,DHARGUWAN,616,477,0,1093,422,279,0,701,701,0,36,43,491,113,2,4,3,4,0,1,1,3,701
243,KUIYA,412,334,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,RAMNAGAR,728,651,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,RAMNAGAR,487,383,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,RAMNAGAR,496,424,0,920,299,246,0,545,545,0,28,137,332,40,0,0,6,1,0,0,0,1,545
247,SANTINAGAR,507,427,0,934,285,255,0,540,540,0,14,273,118,118,1,1,2,2,1,5,1,4,540
248,SANTINAGAR,413,351,0,764,214,208,0,422,422,0,15,182,163,52,0,0,2,0,1,1,4,2,422
249,SANTINAGAR,720,565,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,UMRARKHEDA,660,572,0,1232,372,289,0,661,661,0,31,193,273,132,2,4,4,3,2,4,4,9,661
251,UMRARKHEDA,617,532,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,UMRARKHEDA,681,579,0,1260,402,343,0,745,745,0,25,368,240,92,0,0,2,4,2,6,3,3,745
253,UMRARKHEDA,405,316,0,721,242,192,0,434,434,0,5,235,144,39,1,0,3,0,2,1,1,3,434
254,UMRARKHEDA,432,360,0,792,268,242,0,510,510,0,24,257,135,84,2,0,0,1,0,4,0,3,510
255,UMRARKHEDA,552,474,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,RAMNAGAR,598,525,0,1123,387,316,0,703,703,0,32,227,344,72,2,1,8,2,2,2,5,6,703
257,RAMNAGAR,670,526,0,1196,404,303,0,707,707,0,42,192,346,98,2,2,6,2,4,2,2,9,707
258,RAMNAGAR,413,367,0,780,218,197,0,415,415,0,22,99,233,52,1,0,2,0,1,2,2,1,415
259,RAMNAGAR,791,660,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,RAMNAGAR,508,408,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,RAMNAGAR,416,353,0,769,247,191,0,438,438,0,9,285,80,58,0,0,1,1,0,1,0,3,438
262,RAMNAGAR,590,498,0,1088,313,262,0,575,575,0,27,89,378,66,1,1,4,0,1,2,1,5,575
263,RAMNAGAR,540,478,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,RAMNAGAR,399,370,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,RAMNAGAR,357,326,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,RAMNAGAR,426,356,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,RAMNAGAR,319,291,0,610,168,155,0,323,323,0,7,6,262,44,0,0,3,0,0,0,1,0,323
268,RAMNAGAR,399,378,0,777,261,218,0,479,479,0,18,25,374,53,0,0,3,3,0,0,1,2,479
269,RAMNAGAR,489,400,0,889,314,225,0,539,539,0,10,4,475,38,1,4,4,0,0,1,0,2,539
270,PATHAKPURA,581,560,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,PATHAKPURA,732,592,0,1324,447,369,0,816,816,0,32,64,557,137,1,0,10,1,2,4,1,7,816
272,PATHAKPURA,592,516,0,1108,303,237,0,540,540,0,22,61,340,104,1,0,1,4,2,4,1,0,540
273,PATHAKPURA,557,446,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,PATHAKPURA,515,395,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"KANSHIRAM KALAUNI",427,407,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"KANSHIRAM KALAUNI",477,463,0,940,252,248,0,500,500,0,17,290,102,81,1,0,1,2,0,1,3,2,500
277,"KANSHIRAM KALAUNI",434,413,0,847,266,203,0,469,469,0,10,256,123,65,0,1,1,6,2,1,1,3,469
278,"KANSHIRAM KALAUNI",514,466,0,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"SUBHASH NAGAR",555,536,0,1091,347,290,0,637,637,0,12,15,538,55,0,0,15,2,0,0,0,0,637
280,"GANDHI NAGAR",549,470,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"GANDHI NAGAR",442,328,0,770,258,182,0,440,440,0,29,63,285,56,2,2,3,0,0,0,0,0,440
282,"GANDHI NAGAR",487,401,0,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"GANDHI NAGAR",457,375,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,INDRANAGAR,812,679,0,1491,369,313,0,682,682,0,59,33,517,47,0,0,13,2,1,3,1,6,682
285,INDRANAGAR,494,379,0,873,250,185,0,435,435,0,56,28,279,68,0,0,1,1,0,0,0,2,435
286,"INDRA NAGAR",628,508,0,1136,348,247,0,595,595,0,50,59,426,56,0,0,3,0,0,1,0,0,595
287,"INDRA NAGAR",710,561,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,"INDRA NAGAR",477,378,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,"INDRA NAGAR",519,433,0,952,295,241,0,536,536,0,13,75,343,93,2,0,0,3,1,1,1,4,536
290,"INDRA NAGAR",452,350,0,802,248,194,0,442,442,0,42,40,311,43,0,0,1,1,1,0,0,3,442
291,"INDRA NAGAR",428,327,0,755,210,163,0,373,373,0,30,29,265,38,0,1,1,1,1,2,1,4,373
292,MAUKHARI,314,248,0,562,229,182,0,411,411,0,68,68,231,30,1,1,1,1,0,2,6,2,411
293,MAHAVEERPURA,572,552,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"VIJAY NAGAR",651,581,0,1232,425,332,0,757,757,0,66,86,426,166,2,1,4,1,1,0,0,4,757
295,BAGHAURA,652,573,0,1225,407,356,0,763,763,0,150,155,221,220,1,0,4,1,2,3,1,5,763
296,BAGHAURA,601,457,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,BAGHAURA,341,290,0,631,164,130,0,294,294,0,13,184,56,39,0,0,0,0,0,0,2,0,294
298,BAGHAURA,586,471,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,BAGHAURA,385,325,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,BAGHAURA,715,618,0,1333,339,275,0,614,614,0,56,189,228,117,7,2,2,0,1,1,5,6,614
301,SHIVPURI,621,559,0,1180,422,324,0,746,746,0,68,251,277,125,4,0,10,1,2,1,0,7,746
302,SHIVPURI,694,582,0,1276,429,385,0,814,814,0,53,182,421,133,0,1,4,2,1,5,6,6,814
303,LHARIYAPURWA,611,511,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,LHARIYAPURWA,342,310,0,652,198,172,0,370,370,0,20,47,190,104,2,0,2,0,1,0,1,3,370
305,LHARIYAPURWA,771,625,0,1396,405,303,0,708,708,0,64,44,468,108,1,0,3,1,1,2,6,10,708
306,LHARIYAPURWA,546,439,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,SADANPURI,745,603,0,1348,440,351,0,791,791,0,236,232,60,249,2,0,3,0,1,2,0,6,791
308,SADANPURI,500,397,0,897,343,208,0,551,551,0,66,257,19,190,6,0,2,0,3,1,3,4,551
309,TILAKNAGAR,462,433,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,TILAKNAGAR,526,425,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,TILAKNAGAR,495,422,0,917,335,245,0,580,580,0,86,127,60,294,5,0,1,0,0,0,2,5,580
312,TILAKNAGAR,368,336,0,704,249,178,0,427,427,0,89,84,62,180,3,0,1,2,0,1,0,5,427
313,GANESHGANJ,339,338,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,GANESHGANJ,385,363,0,748,195,164,0,359,359,0,50,74,146,80,0,1,0,0,2,1,2,3,359
315,GANESHGANJ,489,440,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,GANESHGANJ,317,255,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,MOHANPURA,434,377,0,811,269,169,0,438,438,0,110,181,10,133,2,0,1,0,0,0,0,1,438
318,"KABEER NAGAR",595,533,0,1128,408,296,0,704,704,0,278,178,27,212,3,0,0,1,0,1,1,3,704
319,"BALLABH NAGAR",505,478,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"AZAD NAGAR",473,417,0,890,317,211,0,528,528,0,225,138,16,145,0,0,2,0,0,0,0,2,528
321,PREMNAGAR,574,517,0,1091,390,292,0,682,682,0,110,145,80,333,4,0,2,2,0,1,2,3,682
322,"SHYAM NAGAR",561,487,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,"KRISNA NAGAR",467,410,0,877,336,258,0,594,594,0,63,92,289,146,0,0,0,0,1,1,0,2,594
324,"BALDAU CHAUK",302,256,0,558,215,161,0,376,376,0,32,59,242,42,0,0,1,0,0,0,0,0,376
325,"PTEL NAGAR",687,577,0,1264,429,346,0,775,775,0,31,55,584,89,2,0,1,5,0,2,2,4,775
326,"PTEL NAGAR",640,471,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"PTEL NAGAR",543,425,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"PTEL NAGAR",492,402,0,894,272,179,0,451,451,0,63,52,96,226,2,0,2,0,2,1,1,6,451
329,"PTEL NAGAR",419,333,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"PTEL NAGAR",686,564,0,1250,320,226,0,546,546,0,107,70,48,310,4,0,2,1,0,1,1,2,546
331,"PTEL NAGAR",695,559,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"SUSHIL NAGAR",577,496,0,1073,255,258,0,513,513,0,23,51,382,48,1,1,5,1,0,0,0,1,513
333,"SUSHIL NAGAR",436,388,0,824,237,178,0,415,415,0,46,39,290,30,1,0,2,1,1,1,2,2,415
334,"SUSHIL NAGAR",775,611,0,1386,385,276,0,661,661,0,86,48,435,67,0,0,7,1,2,2,7,6,661
335,"SUSHIL NAGAR",543,424,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,"SUSHIL NAGAR",669,555,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"PTEL NAGAR",785,669,0,1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,"PTEL NAGAR",606,536,0,1142,334,281,0,615,615,0,39,33,462,59,1,0,4,2,1,3,2,9,615
339,"PTEL NAGAR",625,506,0,1131,300,234,0,534,534,0,60,165,248,49,1,0,1,0,0,1,2,7,534
340,"PTEL NAGAR",577,444,0,1021,261,187,0,448,448,0,12,207,159,53,1,0,7,1,0,1,2,5,448
341,PATELNAGAR,645,501,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"PTEL NAGAR",693,561,1,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,"NEW PTEL NAGAR",735,596,0,1331,406,276,0,682,682,0,41,100,359,169,2,1,4,0,1,1,2,2,682
344,PATELNAGAR,779,633,1,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,PATELNAGAR,762,618,0,1380,457,345,0,802,802,0,62,95,472,166,2,1,1,0,0,0,3,0,802
346,"PTEL NAGAR",459,394,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"PTEL NAGAR",517,443,0,960,294,238,0,532,532,0,40,68,355,51,1,0,9,1,1,1,0,5,532
348,"PTEL NAGAR",700,623,0,1323,233,217,0,450,450,0,15,26,352,47,0,2,6,1,0,0,0,1,450
349,"PTEL NAGAR",604,505,0,1109,247,181,0,428,428,0,37,25,314,40,1,1,4,0,2,1,0,3,428
350,"PTEL NAGAR",578,488,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"PTEL NAGAR",575,515,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,"RAJENDRA NAGAR",443,384,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"RAJENDRA NAGAR",388,321,0,709,217,159,0,376,376,0,15,18,287,47,0,0,5,0,0,2,1,1,376
354,"RAJENDRA NAGAR",510,416,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"RAJENDRA NAGAR",644,520,0,1164,324,253,0,577,577,0,28,115,300,126,0,0,2,2,1,0,1,2,577
356,"RAJENDRA NAGAR",528,457,0,985,266,245,0,511,511,0,31,73,297,104,1,0,0,0,0,0,0,5,511
357,"RAJENDRA NAGAR",427,363,0,790,237,185,0,422,422,0,38,124,179,74,0,0,5,1,0,1,0,0,422
358,"RAJENDRA NAGAR",474,444,0,918,284,241,0,525,525,0,31,188,182,116,1,0,3,0,1,0,1,2,525
359,"RAJENDRA NAGAR",358,290,0,648,180,145,0,325,325,0,9,79,179,53,1,0,1,1,0,0,0,2,325
360,"RAJENDRA NAGAR",644,592,0,1236,300,273,0,573,573,0,34,118,305,91,1,3,16,2,1,1,1,0,573
361,"RAJENDRA NAGAR",535,447,0,982,285,202,0,487,487,0,14,138,247,77,2,0,3,3,1,1,0,1,487
362,"RAJENDRA NAGAR",676,548,0,1224,301,262,0,563,563,0,19,207,247,71,1,0,9,3,0,1,2,3,563
363,"RAJENDRA NAGAR",682,548,1,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,"RAJENDRA NAGAR",739,633,0,1372,418,312,0,730,740,0,30,122,455,110,1,1,4,1,0,3,1,2,730
365,"RAJENDRA NAGAR",528,424,0,952,241,215,0,456,456,0,11,123,247,61,2,2,2,3,0,1,1,3,456
366,"RAJENDRA NAGAR",334,254,0,588,160,132,0,292,292,0,5,117,143,25,1,0,1,0,0,0,0,0,292
367,"RAJENDRA NAGAR",485,423,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,"RAJENDRA NAGAR",333,289,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,"RAJENDRA NAGAR",371,346,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,"RAJENDRA NAGAR",417,337,0,754,211,176,0,387,387,0,18,36,259,65,0,1,3,1,0,0,1,3,387
371,"RAJENDRA NAGAR",439,368,0,807,241,172,0,413,413,0,15,41,283,67,0,1,3,0,0,0,0,3,413
372,"RAJENDRA NAGAR",576,490,0,1066,271,237,0,508,508,0,30,39,357,71,0,1,1,1,2,2,0,4,508
373,"RAJENDRA NAGAR",623,564,0,1187,314,294,0,608,608,0,32,25,454,84,0,1,6,0,0,3,0,3,608
374,"RAJENDRA NAGAR",335,339,0,674,190,181,0,371,371,0,11,29,267,55,0,2,3,2,0,0,0,2,371
375,"INDRA NAGAR",741,588,0,1329,438,344,0,782,782,0,34,99,426,208,3,0,3,2,0,2,3,2,782
376,"INDRA NAGAR",503,454,0,957,316,274,0,590,590,0,86,62,231,195,4,0,7,0,0,0,0,5,590
377,"INDRA NAGAR",362,312,0,674,203,175,0,378,378,0,42,36,177,105,1,0,6,4,2,0,3,2,378
378,"INDRA NAGAR",765,644,0,1409,429,334,0,763,763,0,41,99,434,168,2,2,5,1,2,4,2,3,763
379,"RAJENDRA NAGAR",636,530,0,1166,383,242,0,625,625,0,32,60,283,214,5,2,4,7,3,3,4,8,625
380,"RAJENDRA NAGAR",558,422,0,980,300,223,0,523,523,0,21,81,293,103,3,5,3,1,1,3,2,7,523
381,"TULSI NAGAR",630,530,0,1160,427,313,0,740,740,0,14,44,509,155,3,2,9,2,0,0,0,2,740
382,"TULSI NAGAR",644,582,0,1226,376,358,0,734,734,0,19,15,583,98,1,1,6,3,2,0,2,4,734
383,"TULSI NAGAR",625,560,0,1185,432,298,0,730,730,0,7,32,592,87,0,1,1,1,1,0,0,8,730
384,"TULSI NAGAR",568,479,0,1047,383,319,0,702,702,0,19,30,596,46,0,2,1,1,1,0,1,5,702
385,"TULSI NAGAR",660,576,0,1236,413,340,0,753,753,0,62,15,606,54,1,1,3,4,2,1,0,4,753
386,"TULSI NAGAR",664,584,0,1248,389,317,0,706,706,0,16,19,612,52,0,1,2,0,1,0,0,3,706
387,"TULSI NAGAR",662,575,0,1237,358,285,0,643,643,0,41,28,471,90,2,0,0,3,0,1,2,5,643
388,EKHLASHPURA,364,294,0,658,228,163,0,391,391,0,99,177,48,53,3,0,1,0,4,1,1,4,391
389,"CHANDRA NAGAR",501,467,0,968,327,266,0,593,593,0,31,38,362,147,0,0,3,5,1,2,1,3,593
390,GOPALGANJ,352,297,0,649,206,165,0,371,371,0,9,22,274,56,0,0,1,2,1,1,1,4,371
391,GOPALGANJ,352,330,0,682,183,160,0,343,343,0,13,11,285,26,0,1,5,2,0,0,0,0,343
392,GOPALGANJ,381,345,0,726,226,164,0,390,390,0,1,8,350,26,1,0,1,0,0,0,0,3,390
393,GOPALGANJ,499,403,0,902,237,210,0,447,447,0,7,15,382,35,1,3,3,0,0,0,0,1,447
394,GOPALGANJ,377,349,0,726,221,196,0,417,417,0,14,16,343,38,0,1,1,1,1,0,1,1,417
395,GOPALGANJ,463,420,0,883,279,261,0,540,540,0,6,17,465,41,0,1,3,1,1,2,1,2,540
396,"MINAURA KALPI",563,479,0,1042,452,324,0,776,776,0,40,340,336,21,1,31,2,1,3,0,0,1,776
397,AJNARA,348,276,0,624,219,164,0,383,383,0,42,64,220,35,1,6,1,3,2,4,2,3,383
398,KARMER,584,481,0,1065,383,257,0,640,640,0,5,148,307,161,5,0,2,2,1,1,2,6,640
399,KARMER,587,456,0,1043,334,206,0,540,540,0,31,10,308,169,5,1,1,1,2,4,0,8,540
400,LAIKUPUR,190,155,0,345,124,83,0,207,207,0,71,8,106,6,0,0,0,3,0,3,2,8,207
401,"BAMHAURI KLAN",766,649,0,1415,456,340,0,796,796,0,81,149,506,37,2,2,3,4,2,0,3,7,796
402,RIRUA,691,551,0,1242,432,305,0,737,737,0,11,98,524,57,3,1,3,5,3,8,10,14,737
403,BARDAR,268,218,0,486,166,132,0,298,298,0,7,15,247,12,2,0,0,3,5,1,1,5,298
404,DADREE,747,580,0,1327,436,317,0,753,753,0,28,298,315,62,2,0,1,7,2,9,7,22,753
405,DADREE,605,419,0,1024,380,222,0,602,602,0,28,130,400,28,2,0,0,5,1,1,5,2,602
406,KHARKA,591,421,0,1012,297,179,0,476,476,0,59,26,285,45,7,2,6,14,10,5,4,13,476
407,KHARKA,559,447,0,1006,374,190,0,564,564,0,14,76,385,54,2,1,0,6,7,3,9,7,564
408,KHARKA,305,231,0,536,154,104,0,258,258,0,55,23,158,7,1,0,1,0,4,2,3,4,258
409,KURAUNA,310,284,0,594,170,127,0,297,297,0,11,43,209,13,1,0,1,3,2,1,6,7,297
410,"DHAMNI BUJURG",722,559,0,1281,423,262,0,685,685,0,28,120,463,47,1,1,2,2,6,7,1,7,685
411,"KAROOI BUJURG",583,473,0,1056,381,268,0,649,649,0,28,61,472,57,4,1,8,7,3,2,4,2,649
412,AIR,726,579,0,1305,411,308,0,719,719,0,30,319,180,165,3,7,5,2,1,2,3,2,719
413,AIR,751,574,0,1325,433,249,0,682,682,0,154,65,335,77,2,23,5,4,2,4,2,9,682
414,TEEKAR,618,491,0,1109,400,302,0,702,702,0,98,140,311,111,6,5,4,7,0,4,5,11,702
415,BANDHAULI,509,384,0,893,315,149,0,464,464,0,68,30,311,33,1,0,1,7,2,2,2,7,464
416,BANDHAULI,601,475,0,1076,290,197,0,487,487,0,63,131,229,38,3,0,0,1,0,8,3,11,487
417,SIMIRIYA,362,277,0,639,220,151,0,371,371,0,17,53,254,25,0,0,3,5,0,2,3,9,371
418,GUDHA,711,561,0,1272,376,307,0,683,683,0,38,30,501,89,0,1,7,2,2,3,5,5,683
419,AMEETA,594,499,0,1093,408,306,0,714,714,0,75,215,348,56,2,0,2,2,1,2,5,6,714
420,AMEETA,605,493,0,1098,401,290,0,691,691,0,64,21,477,108,7,1,0,2,1,2,1,7,691
421,MANGRA,237,204,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,SUNAYA,675,602,0,1277,508,432,0,940,940,0,22,268,571,42,3,18,2,3,1,2,4,4,940
423,BHEPTA,460,389,0,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,KAMTARI,325,286,0,611,229,157,0,386,386,0,234,69,71,4,1,0,0,1,0,2,1,3,386
425,PAHADGAON,700,620,0,1320,418,356,0,774,774,0,20,45,606,53,4,1,2,7,4,8,5,19,774
426,PAHADGAON,684,594,1,1279,461,361,0,822,822,0,19,268,485,32,2,0,1,5,1,6,1,2,822
427,NAREE,499,437,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,NAREE,435,364,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,BSOB,777,655,0,1432,591,404,0,995,995,0,26,222,673,25,4,2,7,8,5,8,5,10,995
430,BSOB,749,584,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,CHANDNI,818,684,0,1502,560,448,0,1008,1008,0,84,242,613,47,2,1,2,3,2,1,5,6,1008
432,CHANDURRA,515,416,0,931,301,244,0,545,545,0,11,22,459,24,2,0,4,6,3,5,0,9,545
433,CHANDURRA,398,362,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,SATOH,571,472,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,SATOH,558,480,1,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,BILAYAN,481,428,0,909,301,225,0,526,526,0,63,33,371,42,2,2,4,3,1,2,0,3,526
437,BILAYAN,422,375,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,BIRASNEE,597,531,1,1129,431,304,0,735,735,0,28,126,516,40,2,0,2,5,4,5,3,4,735
439,DHAMSENI,693,555,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,JAKHAULI,587,501,0,1088,414,302,0,716,716,0,249,172,228,33,1,1,22,1,1,0,1,7,716
441,PINDARI,482,399,1,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,PINDARI,375,335,0,710,233,180,0,413,413,0,11,42,291,58,1,1,1,2,0,4,0,2,413
443,PINDARI,770,622,0,1392,489,361,0,850,850,0,26,154,509,117,4,0,4,4,5,4,8,15,850
444,"BIRGUWAN KHURD",731,628,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,CHAMARI,363,307,0,670,245,208,0,453,453,0,51,90,227,68,0,1,4,3,1,4,2,2,453
446,"JAMROHI KALAN",696,616,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,"ENGUI KALAN",668,603,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,PARAICHHA,285,237,0,522,174,141,0,315,315,0,143,32,128,5,0,1,1,0,1,0,2,2,315
449,"ENGUI KHURD",280,248,0,528,167,164,0,331,331,0,47,36,101,129,7,0,3,1,1,4,0,2,331
450,PIRAUNA,491,401,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,PIRAUNA,493,405,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,PIRAUNA,458,397,0,855,293,195,0,488,488,0,28,339,78,35,1,2,2,1,0,0,2,0,488
453,PIRAUNA,456,408,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,PIRAUNA,464,382,0,846,282,187,0,469,469,0,121,6,178,134,4,9,1,2,0,4,2,8,469
455,PIRAUNA,472,390,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,KELRA,347,303,0,650,215,130,0,345,345,0,98,95,137,5,1,1,0,1,0,0,4,3,345
457,GUMAWLEE,271,242,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,"JAMROHI KHURD",463,370,0,833,284,166,0,450,450,0,223,122,87,11,0,0,2,0,0,1,1,3,450
459,"THURAT SAUJNA",225,202,0,427,157,143,0,300,300,0,70,30,187,4,0,1,1,2,0,3,1,1,300
460,CHHIRAWLI,550,448,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,BHARSUNDA,504,423,0,927,357,267,0,624,624,0,320,214,78,5,1,0,0,0,1,1,2,2,624
462,BHARSUNDA,489,381,1,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
