"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
162,"PRIMARY SCHOOL MATAULI ROOM NO.-2",854,741,0,1595,381,505,0,886,380,0,459,349,36,10,2,2,3,1,2,2,1,0,3,3,13,886
163,"PRIMARY SCHOOL MATAULI ROOM NO.-3",882,698,0,1580,506,449,0,955,15,0,377,418,105,7,4,3,0,1,1,1,2,7,3,6,20,955
164,"K.U.M.V. MATHAULI",898,716,0,1614,593,391,0,984,900,0,284,444,33,159,0,7,4,0,1,2,3,0,8,6,33,984
165,"PRIMARY SCHOOL MATHIYA URF AKATHA ROOM NO.-1",466,353,0,819,258,197,0,455,109,0,154,200,24,27,1,4,3,1,3,2,2,7,9,8,10,455
166,"PRIMARY SCHOOL MATHIYA URF AKATHA ROOM NO.-2",579,369,0,948,221,177,0,398,98,0,186,169,8,19,1,0,2,1,3,0,1,1,2,1,4,398
167,"PRIMARY SCHOOL MATHIYA URF AKATHA ROOM NO.-3",706,567,0,1273,369,341,0,710,269,0,402,173,75,22,4,3,3,0,1,0,4,1,7,1,14,710
168,"K.L.M.V. LAXIMIPUR ROOM NO.-1",907,674,0,1581,386,401,0,787,15,0,517,61,140,43,3,1,5,1,0,1,1,5,3,2,4,787
169,"K.L.M.V. LAXIMIPUR ROOM NO.-2",884,692,0,1576,383,386,0,769,567,0,452,76,140,79,2,3,0,2,3,0,2,1,0,2,7,769
170,"K.L.M.V. LAXIMIPUR ROOM NO.-3",919,672,0,1591,452,382,0,834,30,0,270,295,47,185,2,6,4,1,0,3,1,3,7,3,7,834
171,"PRIMARY SCHOOL NARAYANPUR ROOM NO.-1",488,381,0,869,261,243,0,504,450,0,145,159,43,138,6,0,3,3,0,1,0,0,1,1,4,504
172,"PRIMARY SCHOOL NARAYANPUR ROOM NO.-2",555,358,0,913,210,202,0,412,200,0,209,39,99,55,0,1,0,3,0,0,1,0,1,0,4,412
173,"P.M.V.NARAYANPUR ROOM NO.-1",560,441,0,1001,230,231,0,461,6,0,304,75,52,16,0,1,1,0,0,0,1,0,4,3,4,461
174,"P.M.V.NARAYANPUR ROOM NO.-2",642,455,0,1097,257,245,0,502,60,0,188,25,48,219,0,1,6,1,1,1,0,2,4,1,5,502
175,"PRIMARY SCHOOL DEURAWA ROOM NO.-1",369,306,0,675,190,191,0,381,15,0,113,222,16,20,1,0,1,1,1,0,0,1,2,0,3,381
176,"PRIMARY SCHOOL DEURAWA ROOM NO.-2",440,355,0,795,225,199,0,424,200,0,140,203,67,2,1,2,1,2,0,0,0,0,2,0,4,424
177,"PRIMARY SCHOOL PACHAR ROOM NO.-1",659,503,0,1162,405,330,0,735,35,0,245,299,36,123,3,6,1,1,2,4,1,2,5,4,3,735
178,"PRIMARY SCHOOL PACHAR ROOM NO.-2",634,527,0,1161,334,320,0,654,150,0,324,200,50,52,0,2,0,2,1,1,0,3,1,6,12,654
179,"P.M.V. PACHAR",649,463,0,1112,308,287,0,595,20,0,295,229,34,15,3,1,1,4,1,1,0,1,1,2,7,595
180,"PRIMARY SCHOOL SEMARA",597,487,0,1084,358,294,0,652,352,0,190,223,45,168,2,1,4,0,2,0,1,2,7,1,6,652
181,"PRIMARY SCHOOL MALUKAHI ROOM NO.-1",525,450,0,975,272,260,0,532,532,0,177,309,22,9,0,3,1,2,2,2,1,2,0,0,2,532
182,"PRIMARY SCHOOL MALUKAHI ROOM NO.-2",756,620,0,1376,391,345,0,736,51,0,273,267,28,141,2,1,1,2,1,0,4,1,1,3,11,736
183,"PRIMARY SCHOOL SIDHAWAT ROOM NO.-1",699,577,0,1276,363,357,0,720,549,0,149,364,136,15,1,4,3,2,3,3,2,4,10,5,19,720
184,"PRIMARY SCHOOL SIDHAWAT ROOM NO.-2",570,455,0,1025,317,224,0,541,2,0,85,223,37,169,2,0,2,0,0,0,1,2,1,6,13,541
185,"PRIMARY SCHOOL BADHARABABU ROOM NO.-1",884,682,0,1566,478,398,0,876,20,0,112,313,144,268,6,5,7,3,2,1,2,0,6,3,4,876
186,"PRIMARY SCHOOL BADHARABABU ROOM NO.-2",818,619,0,1437,446,355,0,801,38,0,68,355,308,54,7,1,1,3,1,2,0,0,0,1,0,801
187,"PRIMARY SCHOOL VISHUNPURA",399,292,0,691,210,194,0,404,4,0,153,123,103,15,2,2,1,2,0,0,0,0,0,1,2,404
188,"PRIMARY SCHOOL RAMPUR BAGHA ROOM NO.-1",422,325,0,747,259,192,0,451,45,0,105,142,40,128,2,3,9,1,0,2,3,2,4,4,6,451
189,"PRIMARY SCHOOL RAMPUR BAGHA ROOM NO.-2",460,372,0,832,245,189,0,434,34,0,162,151,47,49,1,2,0,0,5,0,1,3,2,5,6,434
190,"P.M.V.RAMPUR BAGHA ROOM NO.-1",883,712,0,1595,481,378,0,859,601,0,290,378,77,49,10,8,4,13,2,2,2,5,6,8,5,859
191,"P.M.V.RAMPUR BAGHA ROOM NO.-2",816,649,0,1465,530,321,0,851,321,0,209,337,78,169,2,5,4,0,0,2,4,8,13,3,17,851
192,"PRIMARY SCHOOL BAGHA KHURAD ROOM NO.-1",479,375,0,854,239,214,0,453,225,0,46,233,113,44,1,0,2,0,0,0,0,0,1,3,10,453
193,"PRIMARY SCHOOL BAGHA KHURAD ROOM NO.-2",270,206,0,476,129,133,0,262,158,0,43,66,81,39,6,1,0,2,0,7,1,1,7,2,6,262
194,"PRIMARY SCHOOL DHODHARAHI ROOM NO.-1",580,460,0,1040,319,304,0,623,13,0,213,80,201,79,6,3,4,4,1,3,0,2,6,5,16,623
195,"PRIMARY SCHOOL DHODHARAHI ROOM NO.-2",621,476,1,1098,328,280,0,608,10,0,174,196,43,160,6,1,4,1,0,2,6,4,3,3,5,608
196,"PRIMARY SCHOOL DEORIABABU ROOM NO.-1",488,378,0,866,253,194,0,447,47,0,80,118,153,75,3,1,4,0,0,0,2,2,2,3,4,447
197,"PRIMARY SCHOOL DEORIABABU ROOM NO.-2",477,392,0,869,267,196,0,463,158,0,44,157,217,26,3,3,3,0,0,1,2,2,3,1,1,463
198,"P.M.V. DEORIABABU ROOM NO.-1",460,372,0,832,245,160,0,405,1,0,52,128,136,60,1,1,5,2,1,0,0,2,10,7,0,405
199,"P.M.V. DEORIABABU ROOM NO.-2",445,331,0,776,216,146,0,362,162,0,67,106,122,32,4,1,4,2,2,1,5,0,2,5,9,362
200,"P.M.V. DEORIABABU ROOM NO.-3",854,689,0,1543,438,372,0,810,561,0,133,127,397,101,3,2,3,4,4,2,2,0,8,14,10,810
201,"PRIMARY SCHOOL PAGAR MISHRAULI ROOM NO.-1",909,637,0,1546,470,375,0,845,45,0,181,297,105,211,4,5,6,3,1,5,2,3,7,3,12,845
202,"PRIMARY SCHOOL PAGAR MISHRAULI ROOM NO.-2",490,348,0,838,233,188,0,421,137,0,127,125,91,48,1,5,2,1,3,3,2,1,6,1,5,421
203,"P.M.V. PAGAR MISHRAULI",494,375,0,869,224,214,0,438,138,0,130,147,32,91,4,3,2,4,0,1,1,0,2,4,17,438
204,"PRIMARY SCHOOL PAGAR CHAPARA ROOM NO.-1",755,574,0,1329,382,301,0,683,679,0,144,341,53,103,7,6,9,2,3,0,4,2,2,2,5,683
205,"PRIMARY SCHOOL PAGAR CHAPARA ROOM NO.-2",947,663,0,1610,463,353,0,816,22,0,215,336,39,208,5,1,4,2,3,1,1,0,1,0,0,816
206,"PRIMARY SCHOOL PAGAR CHAPARA ROOM NO.-3",653,470,0,1123,302,287,0,589,10,0,190,208,53,101,2,0,2,1,1,0,3,5,4,3,16,589
207,"PRIMARY SCHOOL KASICHAPARA KHOTAHI ROOM NO.-1",908,639,0,1547,578,392,0,970,110,0,196,441,58,209,6,4,7,5,6,7,7,8,5,10,1,970
208,"PRIMARY SCHOOL KASICHAPARA KHOTAHI ROOM NO.-2",487,371,0,858,289,235,0,524,12,0,133,127,78,119,3,2,8,1,3,4,6,6,7,7,20,524
209,"PRIMARY SCHOOL KASICHAPARA KHOTAHI ROOM NO.-3",513,406,0,919,310,238,0,548,48,0,163,115,96,125,3,1,4,2,1,4,1,5,5,5,18,548
210,"PRIMARY SCHOOL PARSIYA KHOTAHI ROOM NO.-1",440,358,0,798,331,223,0,554,90,0,236,75,71,150,2,1,7,0,0,1,0,1,2,3,5,554
211,"PRIMARY SCHOOL PARSIYA KHOTAHI ROOM NO.-2",597,421,0,1018,373,271,0,644,200,0,277,125,42,151,2,3,3,3,1,2,0,1,5,6,23,644
212,"DURGA U.M.V. KHOTAHI ROOM NO.-1",479,375,0,854,333,215,0,548,6,0,255,86,66,97,2,3,2,1,2,4,3,1,6,5,15,548
213,"DURGA U.M.V. KHOTAHI ROOM NO.-2",489,355,0,844,285,207,0,492,12,0,166,108,84,96,1,4,3,3,0,0,2,3,3,5,14,492
214,"DURGA U.M.V. KHOTAHI ROOM NO.-3",861,679,0,1540,458,368,0,826,412,0,172,282,309,51,1,5,0,1,0,0,1,2,1,0,1,826
215,"DURGA U.M.V. KHOTAHI ROOM NO.-4",762,535,1,1298,423,273,0,696,550,0,117,244,145,143,4,6,5,7,1,6,4,3,5,3,3,696
216,"DURGA U.M.V. KHOTAHI ROOM NO.-5",516,405,0,921,291,223,0,514,415,0,70,283,40,89,3,5,6,2,1,0,1,6,3,1,4,514
217,"PRIMARY SCHOOL FULWARIYA MAGRIV",927,731,0,1658,462,391,0,853,49,0,412,227,43,118,2,2,10,2,1,1,4,1,7,8,15,853
218,"PRIMARY SCHOOL SHIVPUR MATHIYA",385,351,0,736,226,262,0,488,80,0,30,335,19,67,0,2,1,1,0,1,3,1,4,8,16,488
219,"P.M.V. DIULIYA MANIYA CHAPARA ROOM NO.-1",854,680,0,1534,511,392,0,903,5,0,49,496,204,98,7,8,1,5,6,4,3,2,8,8,4,903
220,"P.M.V. DIULIYA MANIYA CHAPARA ROOM NO.-2",809,568,0,1377,444,340,0,784,724,0,122,372,165,97,2,8,1,0,1,0,2,2,5,3,4,784
221,"P.M.V. DIULIYA MANIYA CHAPARA ROOM NO.-3",689,505,0,1194,399,244,0,643,43,0,56,227,204,138,1,1,3,1,1,0,0,2,2,2,5,643
222,"PRIMARY SCHOOL TARKULAWA",682,565,0,1247,372,308,0,680,17,0,228,249,117,51,4,3,3,3,3,2,0,6,4,0,7,680
223,"HARERAM I.C. LALA CHAPARA ROOM NO.-1",688,533,0,1221,325,315,0,640,40,0,244,183,167,5,0,6,1,1,2,0,0,4,6,10,11,640
224,"HARERAM I.C. LALA CHAPARA ROOM NO.-2",586,476,0,1062,340,267,0,607,11,0,172,134,114,125,3,1,4,1,1,16,5,17,3,3,8,607
225,"HARERAM I.C. LALA CHAPARA ROOM NO.-3",540,406,0,946,236,245,0,481,75,0,164,200,46,50,2,2,0,0,0,1,1,1,5,3,6,481
226,"HARERAM I.C. LALA CHAPARA ROOM NO.-4",692,540,0,1232,371,320,0,691,91,0,210,184,138,151,1,0,2,0,1,1,0,0,0,2,1,691
227,"HARERAM I.C. LALA CHAPARA ROOM NO.-5",509,466,0,975,238,224,0,462,460,0,148,202,58,41,0,2,3,0,3,1,0,0,1,0,3,462
228,"HARERAM I.C. LALA CHAPARA ROOM NO.-6",608,508,0,1116,296,248,0,544,45,0,121,287,115,9,0,0,1,1,0,0,2,2,1,2,3,544
229,"HARERAM I.C. LALA CHAPARA ROOM NO.-7",637,486,0,1123,268,226,0,494,94,0,156,243,65,22,0,1,0,0,0,1,0,1,1,1,3,494
230,"PRIMARY SCHOOL SAPAHA ROOM NO.-1",726,556,1,1283,374,288,0,662,603,0,228,331,27,48,2,1,1,2,3,0,1,1,6,4,7,662
231,"PRIMARY SCHOOL SAPAHA ROOM NO.-2",897,665,0,1562,484,406,0,890,90,0,327,271,178,71,2,3,0,4,1,0,3,6,7,5,12,890
232,"PRIMARY SCHOOL SAPAHA ROOM NO.-3",766,564,1,1331,547,221,0,768,6,0,190,309,153,89,5,1,3,2,1,0,0,2,5,2,6,768
233,"PRIMARY SCHOOL PARORAHA ROOM NO.-1",604,553,0,1157,351,329,0,680,78,0,74,164,160,246,1,3,5,2,2,0,2,2,7,5,7,680
234,"PRIMARY SCHOOL PARORAHA ROOM NO.-2",438,317,0,755,262,177,0,439,38,0,74,118,169,57,0,1,1,1,1,0,0,4,2,4,7,439
235,"PRIMARY SCHOOL AHIRAULI KUSMAHI ROOM NO.-1",566,432,0,998,326,246,0,572,528,0,123,298,81,50,4,3,3,0,0,1,1,2,0,1,5,572
236,"PRIMARY SCHOOL AHIRAULI KUSMAHI ROOM NO.-2",581,515,0,1096,281,239,0,520,500,0,69,272,81,83,3,0,2,1,0,1,1,1,3,2,1,520
237,"PRIMARY SCHOOL CHANDARPUR ROOM NO.-1",515,398,0,913,305,194,0,499,189,0,82,121,227,37,2,1,1,3,1,1,0,2,8,4,9,499
238,"PRIMARY SCHOOL CHANDARPUR ROOM NO.-2",434,360,0,794,218,191,0,409,5,0,127,81,100,84,2,3,2,0,1,1,1,1,2,1,3,409
239,"PRIMARY SCHOOL CHANDARPUR ROOM NO.-3",683,531,0,1214,344,300,0,644,1,0,85,146,304,85,4,0,4,0,0,2,1,5,4,2,2,644
240,"PRIMARY SCHOOL CHANDARPUR MALGAHA ROOM NO.-1",773,578,0,1351,421,309,0,730,45,0,132,324,177,52,3,2,1,2,3,0,4,6,2,7,15,730
241,"PRIMARY SCHOOL CHANDARPUR MALGAHA ROOM NO.-2",710,560,0,1270,430,369,0,799,580,0,128,136,385,130,0,2,2,0,1,3,1,2,2,2,5,799
242,"PRIMARY SCHOOL BARWA STHAN",292,255,0,547,175,171,0,346,168,0,133,122,49,30,1,3,0,0,0,0,0,0,1,1,6,346
243,"PRIMARY SCHOOL KUSAMAHA ROOM NO.-1",660,533,2,1195,377,249,0,626,26,0,77,285,88,140,1,2,6,1,2,2,4,5,3,1,9,626
244,"PRIMARY SCHOOL KUSAMAHA ROOM NO.-2",426,315,0,741,244,180,0,424,20,0,83,148,145,30,2,1,0,0,0,2,0,1,2,4,6,424
245,"PRIMARY SCHOOL KUSAMAHA ROOM NO.-3",572,425,0,997,251,202,0,453,49,0,77,204,85,63,3,2,2,0,0,1,1,1,2,4,8,453
246,"PRIMARY SCHOOL KUSAMAHA ROOM NO.-4",495,389,0,884,283,210,0,493,94,0,74,129,107,154,7,0,7,0,1,0,3,3,2,2,4,493
247,"PRIMARY SCHOOL KUSAMAHA ROOM NO.-5",682,552,0,1234,427,272,0,699,22,0,97,275,81,200,6,2,2,2,2,2,0,7,12,4,7,699
248,"J.H.S. RAGANGANJ KUSMAHA ROOM NO.-1",503,391,0,894,277,194,0,471,471,0,194,117,44,78,4,3,2,0,2,3,1,2,3,2,16,471
249,"J.H.S. RAGANGANJ KUSMAHA ROOM NO.-2",489,432,0,921,288,212,0,500,31,0,199,99,23,147,3,3,8,0,1,3,2,1,1,3,7,500
250,"J.H.S. RAGANGANJ KUSMAHA ROOM NO.-3",660,534,0,1194,336,295,0,631,30,0,100,112,148,233,2,0,2,1,0,3,1,8,5,5,11,631
251,"J.H.S. RAGANGANJ KUSMAHA ROOM NO.-4",440,330,0,770,238,185,0,423,420,0,135,198,35,32,1,1,0,1,0,0,1,1,3,6,9,423
252,"J.H.S. RAGANGANJ KUSMAHA ROOM NO.-5",611,508,0,1119,310,201,0,511,12,0,99,208,78,110,0,3,4,1,0,0,1,1,3,1,2,511
253,"J.H.S. RAGANGANJ KUSMAHA ROOM NO.-6",543,398,0,941,258,216,0,474,4,0,80,187,77,98,0,2,4,1,3,0,3,3,8,5,3,474
254,"PRIMARY SCHOOL RAJPUR ROOM NO.-1",486,403,0,889,303,244,0,547,37,0,158,230,103,20,1,3,4,0,1,1,0,2,13,1,10,547
255,"PRIMARY SCHOOL RAJPUR ROOM NO.-2",550,501,0,1051,287,258,0,545,46,0,390,73,36,14,2,2,1,1,2,2,2,2,1,2,15,545
256,"J.H.S. NARAYANPUR",580,477,0,1057,367,331,0,698,50,0,121,342,75,124,3,1,3,0,0,1,3,2,11,4,8,698
257,"PRIMARY SCHOOL BARTHA ROOM NO.-1",619,508,0,1127,248,216,0,464,10,0,68,235,75,67,0,3,1,0,1,0,0,2,3,4,5,464
258,"PRIMARY SCHOOL BARTHA ROOM NO.-2",509,403,3,915,231,200,0,431,3,0,91,97,11,191,4,2,3,2,2,0,1,3,3,5,16,431
259,"PRIMARY SCHOOL BARTHA ROOM NO.-3",432,308,0,740,172,146,0,318,6,0,128,108,50,10,0,1,0,11,0,2,0,0,1,6,1,318
260,"PRIMARY SCHOOL BASDILA",701,550,0,1251,374,330,0,704,4,0,60,402,60,138,1,2,5,3,2,3,2,2,8,11,5,704
261,"PRIMARY SCHOOL MOTIPAKAD",894,708,0,1602,361,400,0,761,300,0,335,147,79,147,4,4,12,5,4,2,2,4,6,3,7,761
262,"PRIMARY SCHOOL AMAWA BAZAR ROOM NO.-1",510,386,0,896,320,254,0,574,243,0,31,178,107,225,3,2,4,4,1,2,0,8,3,2,4,574
263,"PRIMARY SCHOOL AMAWA BAZAR ROOM NO.-2",493,346,0,839,244,227,0,471,70,0,59,167,144,75,1,1,0,7,1,0,3,3,1,4,5,471
264,"PRIMARY SCHOOL AMAWA BAZAR ROOM NO.-3",452,314,0,766,215,135,0,350,30,0,140,61,86,36,5,2,0,5,0,2,0,5,3,0,5,350
265,"PRIMARY SCHOOL AMAWA BAZAR ROOM NO.-4",451,382,0,833,235,160,0,395,160,0,60,120,135,57,0,2,1,0,0,0,0,3,7,4,6,395
266,"PRIMARY SCHOOL DHANAUJI KHAS",714,607,0,1321,398,347,0,745,3,0,189,199,180,114,8,5,11,1,4,5,4,5,10,3,7,745
267,"PRIMARY SCHOOL BHATAHI KHURD",496,383,0,879,310,234,0,544,40,0,113,196,150,58,4,1,1,0,2,1,0,3,2,6,7,544
268,"PRIMARY SCHOOL URDAHA ROOM NO.-1",651,496,0,1147,336,286,0,622,400,0,186,166,65,173,1,2,0,1,1,0,3,2,10,4,8,622
269,"PRIMARY SCHOOL URDAHA ROOM NO.-2",598,489,0,1087,334,261,0,595,200,0,277,202,33,52,4,2,3,1,1,0,2,3,3,6,6,595
270,"NEW PRIMARY SCHOOL URDAHA",886,701,0,1587,545,424,0,969,903,0,78,483,89,248,5,7,5,3,4,4,2,9,8,6,18,969
271,"J.H.S. RAMKOLA ROOM NO.-1",586,484,0,1070,334,251,0,585,16,0,207,267,59,31,4,5,1,1,0,0,1,3,2,1,3,585
272,"J.H.S. RAMKOLA ROOM NO.-2",547,419,0,966,374,243,0,617,608,0,82,437,81,9,2,1,0,1,0,0,0,0,0,1,3,617
273,"J.H.S. RAMKOLA ROOM NO.-3",615,529,0,1144,339,245,0,584,83,0,211,246,66,22,19,1,0,1,3,0,1,1,4,5,4,584
274,"PRIMARY SCHOOL RAMKOLA ROOM NO.-1",888,691,0,1579,478,394,0,872,72,0,214,366,163,83,10,3,4,1,3,1,5,6,1,5,7,872
275,"PRIMARY SCHOOL RAMKOLA ROOM NO.-2",737,589,0,1326,542,274,0,816,16,0,185,168,208,210,4,3,5,2,4,1,2,8,6,4,6,816
276,"PRIMARY SCHOOL RAMKOLA ROOM NO.-3",199,174,0,373,105,60,0,165,60,0,44,67,49,5,0,0,0,0,0,0,0,0,0,0,0,165
277,"J.I.C. RAMKOLA ROOM NO.-1",642,475,0,1117,222,263,0,485,225,0,155,240,44,28,7,1,0,0,0,0,0,2,0,4,4,485
278,"J.I.C. RAMKOLA ROOM NO.-2",358,279,0,637,188,143,0,331,208,0,66,226,20,13,2,1,0,0,0,1,0,0,0,0,2,331
279,"J.I.C. RAMKOLA ROOM NO.-3",623,535,0,1158,397,305,0,702,315,0,82,449,93,59,3,2,2,1,0,1,0,5,1,0,4,702
280,"J.I.C. RAMKOLA",464,377,0,841,272,201,0,473,20,0,90,215,84,57,8,4,2,2,0,0,1,0,2,1,7,473
281,"PRIMARY SCHOOL PIDARI ROOM-1",549,470,0,1019,338,272,0,610,50,0,279,160,94,59,2,1,4,3,0,1,1,1,2,2,1,610
282,"PRIMARY SCHOOL PIDARI ROOM-2",445,384,0,829,267,215,0,482,365,0,296,85,67,21,2,1,5,0,2,0,0,1,0,1,1,482
283,"PRIMARY SCHOOL MORWAN ROOM-1",638,482,0,1120,311,266,0,577,320,0,150,111,254,31,0,0,1,7,4,2,1,1,2,1,12,577
284,"PRIMARY SCHOOL MORWAN ROOM-2",493,344,0,837,236,210,0,446,45,0,172,138,110,14,0,0,0,1,0,0,1,0,2,3,5,446
285,"PRIMARY SCHOOL MORWAN ROOM-3",517,401,0,918,274,220,0,494,90,0,177,192,67,28,3,1,0,6,1,0,0,2,5,6,6,494
286,"PRIMARY SCHOOL MORWAN ROOM-4",553,410,0,963,282,220,0,502,102,0,187,236,38,18,2,0,0,2,2,0,0,0,1,1,15,502
287,"KANYA PRIMARY SCHOOL MORWAN",826,695,0,1521,386,352,0,738,5,0,120,232,82,264,3,6,1,2,1,3,3,7,5,5,4,738
288,"PRIMARY SCHOOL BAIRIYA ROOM-1",884,642,0,1526,432,362,0,794,52,0,265,283,83,119,7,2,2,5,1,0,2,3,6,6,10,794
289,"PRIMARY SCHOOL BAIRIYA ROOM-2",515,427,0,942,267,241,0,508,408,0,135,136,58,169,0,1,2,0,1,0,0,2,1,1,2,508
290,"PRIMARY SCHOOL DHARMAULI",309,256,0,565,165,142,0,307,300,0,86,76,98,33,2,1,3,2,0,0,2,1,0,1,2,307
291,"PRIMARY SCHOOL DHUWATIKAR ROOM-1",807,576,0,1383,401,370,0,771,72,0,267,194,222,46,0,1,4,7,1,1,0,2,7,8,11,771
292,"PRIMARY SCHOOL DHUWATIKAR ROOM-2",580,422,0,1002,307,264,0,571,60,0,118,189,61,158,5,3,6,3,1,1,3,5,4,2,12,571
293,"PRIMARY SCHOOL BIHULI SUMALI URF HANUMANGANJ",885,709,0,1594,463,450,0,913,13,0,293,370,93,129,1,4,1,6,0,1,0,2,3,3,7,913
294,"PRIMARY SCHOOL BIHULI NISFI",833,600,0,1433,444,404,0,848,681,0,291,162,123,110,4,3,4,135,4,3,2,1,4,2,0,848
295,"PRIMARY SCHOOL PAPAUR ROOM-1",784,638,0,1422,447,346,0,793,90,0,143,320,63,225,3,3,4,4,1,3,4,2,6,5,7,793
296,"PRIMARY SCHOOL PAPAUR ROOM-2",241,197,0,438,136,126,0,262,23,0,99,49,28,83,1,1,0,0,0,0,0,0,0,0,1,262
297,"PRIMARY SCHOOL PHARANA ROOM-1",719,610,0,1329,339,316,0,655,300,0,109,291,92,134,5,2,4,2,1,0,0,5,2,2,6,655
298,"PRIMARY SCHOOL PHARANA ROOM-2",379,285,0,664,164,176,0,340,64,0,51,90,85,89,3,2,1,2,1,0,3,4,6,0,3,340
299,"PRIMARY SCHOOL DHARAMSAMADA",415,364,0,779,236,248,0,484,84,0,192,81,52,135,9,0,1,1,0,2,3,1,2,3,2,484
300,"PRIMARY SCHOOL INDARSHENAWA",775,627,0,1402,419,344,0,763,10,0,173,278,70,191,3,1,5,1,2,0,2,20,4,4,9,763
301,"PRIMARY SCHOOL PAKDI BANTIR SUMALI URF MEHDIGANJ",228,184,0,412,160,143,0,303,209,0,24,52,55,160,1,2,1,0,1,0,0,2,1,1,3,303
302,"PRIMARY SCHOOL KUSMAHI",774,601,0,1375,461,350,0,811,345,0,289,183,196,83,5,0,5,0,5,0,4,2,11,7,21,811
303,"PRIMARY SCHOOL PAKDI BANGAR ROOM-1",654,500,0,1154,320,300,0,620,100,0,79,282,103,126,2,3,1,1,2,2,1,2,4,4,8,620
304,"PRIMARY SCHOOL PAKDI BANGAR ROOM-2",360,312,0,672,176,166,0,342,100,0,63,138,39,82,3,2,3,0,1,0,1,4,1,2,3,342
305,"PRIMARY SCHOOL PAKDI BANTIR URF SAUNAHA",648,527,0,1175,424,346,0,770,515,0,64,231,103,347,3,3,0,0,0,1,1,7,3,1,6,770
306,"PRIMARY SCHOOL BISHUNPURA",312,280,0,592,162,184,0,346,46,0,60,56,209,4,3,0,1,2,0,0,0,1,5,2,3,346
307,"PRIMARY SCHOOL CHAKABDUL ISLAM",311,252,0,563,211,173,0,384,380,0,23,196,125,34,0,0,0,0,1,0,0,0,1,4,0,384
308,"PRIMARY SCHOOL SOHARAUNA",733,585,0,1318,436,374,0,810,8,0,287,212,214,57,6,2,2,3,2,0,2,6,4,2,11,810
309,"PRIMARY SCHOOL BARWA MAHDEWA",828,686,0,1514,473,505,0,978,970,0,71,397,255,155,2,7,2,2,5,2,7,14,15,15,29,978
310,"PRIMARY SCHOOL PADRI",459,391,0,850,291,260,0,551,5,0,78,234,116,46,1,1,4,3,0,1,3,48,3,4,9,551
311,"PRIMARY SCHOOL SANERAMAL CHAPARA",779,659,0,1438,405,427,0,832,32,0,131,249,83,337,2,4,13,1,0,0,1,1,5,1,4,832
312,"PRIMARY SCHOL PARASAUNI ROOM-1",725,554,0,1279,346,347,0,693,92,0,274,210,162,9,2,1,2,1,0,2,1,5,7,8,9,693
313,"PRIMARY SCHOOL PARASAUNI ROOM-2",266,215,0,481,117,148,0,265,17,0,101,57,29,64,0,1,1,1,0,0,1,0,5,2,3,265
314,"PRIMARY SCHOOL AMDARIA ROOM-1",528,436,0,964,260,260,0,520,509,0,33,240,215,16,2,1,2,1,2,0,1,1,1,1,4,520
315,"PRIMARY SCHOOL AMDARIA ROOM-2",636,551,0,1187,374,343,0,717,340,0,54,284,313,24,2,4,2,0,2,2,2,5,11,3,9,717
316,"PRIMARY SCHOOL DHANAUJI MAFI",342,294,0,636,232,169,0,401,30,0,90,120,62,113,1,1,1,0,1,0,1,1,3,1,6,401
317,"PRIMARY SCHOOL BHATHAHI BUZURUG",609,527,0,1136,307,293,0,600,100,0,121,370,66,9,1,1,0,6,1,0,1,1,7,7,9,600
318,"PRIMARY SCHOOL SIHULIYA MATHIYA",350,289,1,640,149,171,0,320,171,0,79,109,48,70,1,0,3,2,0,1,1,2,2,0,2,320
319,"J.H.S. MANDERAY ROOM-1",534,411,0,945,275,207,0,482,178,0,80,218,93,81,0,1,4,0,0,0,1,0,0,0,4,482
320,"J.H.S. MANDERAY ROOM-2",463,391,0,854,248,241,0,489,60,0,130,121,61,152,4,3,3,1,0,0,2,2,5,1,4,489
321,"PRIMARY SCHOOL KHAIRATAWA ROOM-1",440,366,0,806,190,187,0,377,10,0,56,227,15,59,2,1,3,0,2,2,1,1,2,2,4,377
322,"PRIMARY SCHOOL KHAIRATAWA ROOM-2",281,181,0,462,126,103,0,229,4,0,167,12,8,34,0,1,1,1,0,0,1,1,1,1,1,229
323,"PRIMARY SCHOOL PATHARADEWA",544,418,0,962,305,243,0,548,3,0,92,256,46,126,2,2,5,2,1,1,4,4,0,3,4,548
324,"PRIMARY SCHOOL ADRAUNA ROOM-1",474,376,0,850,267,208,0,475,400,0,160,176,21,86,0,2,4,0,1,2,2,3,4,7,7,475
325,"PRIMARY SCHOOL ADRAUNA ROOM-2",564,371,2,937,281,196,0,477,77,0,143,201,12,98,2,1,5,2,1,1,0,0,3,4,4,477
326,"PRIMARY SCHOOL AHIRAULI",472,372,0,844,258,245,0,503,200,0,129,286,8,58,0,1,3,0,1,0,5,3,2,4,3,503
