"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GHANSHAYAM ANURAGI","2 - BRIJLAL KHABRI","3 - BHANU PRATAP SINGH VERMA","4 - VIJAY CHAUDHARI","5 - GANGASINGH","6 - JAYRAM","7 - DALCHANDRA ANURAGI","8 - MANOJ KUMAR","9 - RAJKUMAR","10 - RAMNARAYAN","11 - RAM SINGH","12 - None of the Above","Total Votes Secured"
233,KUTRA,363,252,0,615,195,111,0,306,306,0,24,116,142,16,2,0,0,0,2,1,1,2,306
234,"GORA KALAN",274,208,0,482,164,132,0,296,296,0,45,47,186,10,0,2,0,1,1,1,0,3,296
235,PIPRAUNDHA,463,357,0,820,291,258,0,549,549,0,78,219,226,14,0,1,2,0,1,4,1,3,549
236,GADHGUWAN,290,197,0,487,169,129,0,298,298,0,22,44,173,41,2,1,2,3,1,5,1,3,298
237,HARRAYPUR,116,83,0,199,82,62,0,144,144,0,40,4,88,5,1,0,1,1,1,1,0,2,144
238,TIKAWALI,289,203,0,492,180,72,0,252,252,0,16,12,209,6,1,1,2,1,1,1,1,1,252
239,HATHNAURA,353,300,0,653,259,201,0,460,460,0,13,209,224,5,1,0,2,0,2,1,0,3,460
240,SHAHJAHANPUR,362,279,0,641,242,105,0,347,347,0,3,45,271,21,1,0,0,3,1,2,0,0,347
241,SHAHJAHANPUR,335,270,0,605,208,94,0,302,302,0,14,22,234,23,1,0,0,2,0,1,2,3,302
242,BEEJAPUR,408,330,0,738,250,195,0,445,445,0,4,140,118,168,1,1,1,3,2,4,1,2,445
243,KUHNA,202,164,0,366,119,100,0,219,219,0,21,60,134,3,0,0,0,0,0,0,0,1,219
244,SARSELA,769,611,0,1380,435,266,0,701,701,0,34,134,340,176,5,1,1,3,0,2,3,2,701
245,SAIDPUR,309,233,0,542,227,165,0,392,392,0,78,94,161,53,0,0,0,1,0,2,1,2,392
246,HARKOOPUR,232,162,0,394,156,99,0,255,255,0,9,23,184,31,3,0,0,3,1,0,0,1,255
247,"SOHRAPUR KALPI",333,262,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,SADHARA,537,410,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,HAIDALPUR,239,165,0,404,158,103,0,261,261,0,47,54,99,53,2,0,0,3,0,0,1,2,261
250,BHADREKHI,610,477,0,1087,404,311,0,715,715,0,124,306,242,27,3,1,2,1,2,5,0,2,715
251,BHADREKHI,666,509,0,1175,387,275,0,662,662,0,152,197,266,26,2,2,0,2,1,6,3,5,662
252,USARGAON,697,542,0,1239,420,335,0,755,755,0,48,322,292,70,1,0,2,4,4,1,1,10,755
253,USARGAON,680,521,0,1201,405,310,0,715,715,0,136,68,366,131,3,1,0,4,0,0,4,2,715
254,CHHAUNK,388,292,0,680,238,184,0,422,422,0,13,156,229,20,1,0,0,1,0,1,0,1,422
255,CHHAUNK,356,286,0,642,205,174,0,379,379,0,8,231,113,13,0,0,3,1,2,3,0,5,379
256,CHHAUNK,374,298,0,672,232,182,0,414,414,0,23,66,263,45,0,2,1,3,2,2,0,7,414
257,CHHAUNK,392,284,0,676,233,178,0,411,411,0,18,34,294,38,2,2,2,3,3,3,2,10,411
258,BAIRAI,392,274,0,666,247,128,0,375,375,0,103,53,184,20,0,0,1,3,3,4,2,2,375
259,BAIRAI,468,354,0,822,298,190,0,488,488,0,15,34,394,32,0,0,2,3,1,4,1,2,488
260,KHAIRAI,276,206,0,482,202,119,0,321,321,0,11,52,220,30,1,0,0,1,1,2,1,2,321
261,"MANGRAUL MUSTKIL",610,416,0,1026,275,132,0,407,407,0,42,87,245,14,0,0,0,0,1,6,5,7,407
262,"MANGRAUL MUSTKIL",683,483,0,1166,373,239,0,612,612,0,120,79,382,12,3,3,1,3,4,2,1,2,612
263,"MANGRAUL MUSTKIL",404,300,0,704,204,134,0,338,338,0,28,222,57,15,1,0,4,1,1,2,3,4,338
264,"PADRI MUSTKIL",219,187,0,406,169,110,0,279,279,0,27,101,142,4,0,0,1,0,0,1,2,1,279
265,"GUDHA KHAS MUSTKIL",493,423,0,916,337,275,0,612,612,0,113,29,432,17,1,0,3,8,1,5,1,2,612
266,"MAINUPUR MUSTKIL",390,296,0,686,208,173,0,381,381,0,11,71,277,11,0,0,0,3,1,3,3,1,381
267,"MAINUPUR MUSTKIL",379,297,0,676,236,169,0,405,405,0,13,26,322,18,2,2,0,7,3,3,1,8,405
268,"DEVKALI MUSTKIL",625,532,0,1157,379,319,0,698,698,0,30,99,516,16,1,0,1,7,3,9,4,12,698
269,"DEVKALI MUSTKIL",435,332,0,767,261,190,0,451,451,0,47,40,317,16,0,0,2,5,2,7,4,11,451
270,KEERATPUR,402,308,0,710,237,167,0,404,404,0,29,50,274,30,2,1,1,7,3,1,1,5,404
271,"HEERAPUR MUSTKIL",530,440,0,970,298,237,0,535,535,0,55,19,414,20,2,3,1,8,4,2,1,6,535
272,"TARNANGANJ KALPI",467,396,0,863,245,196,0,441,441,0,35,21,346,24,1,0,1,2,0,7,0,4,441
273,"UDANPURA KALPI",469,399,0,868,337,218,0,555,555,0,199,141,24,167,2,2,0,1,5,0,2,12,555
274,"TARNANGANJ KALPI",536,430,0,966,299,228,0,527,527,0,31,42,402,41,1,0,3,0,2,2,1,2,527
275,"UDANPURA KALPI",687,554,0,1241,391,349,0,740,740,0,70,468,139,35,7,2,0,1,3,2,7,6,740
276,ALAMPUR,765,617,0,1382,432,338,0,770,770,0,185,65,462,39,1,1,5,3,1,1,5,2,770
277,"SADAR BAJAR KALPI",468,423,0,891,370,288,0,658,658,0,49,101,423,74,2,0,3,0,0,0,1,5,658
278,"RAJGHAT KALPI",646,514,0,1160,409,313,0,722,722,0,51,29,579,37,2,0,5,3,3,3,3,7,722
279,HAIDARIPURA,387,318,0,705,226,182,0,408,408,0,115,37,161,80,2,0,0,3,1,4,1,4,408
280,"ADAL SARAYAN KALPI",590,522,0,1112,422,335,0,757,757,0,234,264,182,60,0,0,1,1,0,4,4,7,757
281,"BHATTIPURA KALPI",527,478,0,1005,325,270,0,595,595,0,272,99,149,63,1,0,0,3,0,0,4,4,595
282,"RAMCHABUTARA KALPI",591,485,0,1076,377,264,0,641,641,0,166,221,73,162,1,0,0,1,11,1,2,3,641
283,"RAMCHABUTARA KALPI",623,532,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"RAMCHABUTARA KALPI",532,445,0,977,283,228,0,511,511,0,163,78,184,72,3,0,1,0,1,4,4,1,511
285,"RAMCHABUTARA KALPI",551,437,0,988,276,211,0,487,487,0,78,226,128,45,1,0,0,1,0,1,3,4,487
286,"RAMCHABUTARA KALPI",623,513,0,1136,334,237,0,571,571,0,140,58,283,59,0,2,1,2,20,0,3,3,571
287,"RAMCHABUTARA KALPI",747,598,0,1345,362,288,0,650,650,0,195,212,84,124,2,0,2,3,2,2,3,21,650
288,"GANESH GANJ KALPI",791,648,0,1439,437,303,0,740,740,0,79,18,507,126,1,0,3,1,0,1,2,2,740
289,"RAMGANJ KALPI",528,440,0,968,294,200,0,494,494,0,61,79,247,97,0,1,1,1,1,1,0,5,494
290,"RAMGANJ KALPI",328,277,0,605,192,152,0,344,344,0,23,20,219,73,3,0,4,0,0,1,0,1,344
291,"MANIGANJ KALPI",679,563,0,1242,417,298,0,715,715,0,107,45,439,100,1,1,6,2,2,2,7,3,715
292,"MAHMOODPURA KALPI",293,255,0,548,152,136,0,288,288,0,74,56,132,8,1,1,2,4,4,0,2,4,288
293,"RAVGANJ KALPI",629,568,0,1197,387,310,0,697,697,0,84,99,441,52,1,0,3,4,5,2,3,3,697
294,"RAVGANJ KALPI",657,555,0,1212,430,258,0,688,688,0,38,70,498,64,4,0,0,2,2,4,1,5,688
295,"TARIBULDA KALPI",723,594,0,1317,345,259,0,604,604,0,67,42,424,45,0,1,0,3,7,5,3,7,604
296,"RAYAD DIWARA",338,306,0,644,176,169,0,345,345,0,19,13,269,14,0,1,2,6,5,7,1,8,345
297,"JUNEDPURA KALPI",548,457,0,1005,302,260,0,562,562,0,32,71,401,39,1,1,4,3,3,1,1,5,562
298,"DAMDAMA KALPI",463,402,0,865,302,241,0,543,543,0,115,260,37,100,2,4,0,1,20,0,1,3,543
299,"DAMDAMA KALPI",372,282,0,654,242,171,0,413,413,0,64,102,100,107,1,0,0,1,32,1,1,4,413
300,"HARIGANJ KALPI",664,523,0,1187,390,280,0,670,670,0,82,209,273,85,1,0,2,4,1,3,3,7,670
301,"HARIGANJ KALPI",633,526,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"KAGJIPURA KALPI",624,502,0,1126,344,282,0,626,626,0,96,171,280,51,3,1,8,4,0,2,4,6,626
303,"KAGJIPURA KALPI",610,469,0,1079,368,284,0,652,652,0,84,295,186,66,0,0,4,1,9,1,3,3,652
304,"MIRJA MANDI KALPI",683,568,0,1251,448,210,0,658,658,0,138,314,93,91,1,2,6,0,6,2,0,5,658
305,"MIRJA MANDI KALPI",601,535,0,1136,400,289,0,689,689,0,113,139,357,68,1,0,2,1,5,0,1,2,689
306,JOLHUPUR,496,420,0,916,333,232,0,565,565,0,32,120,338,58,1,0,0,4,2,3,3,4,565
307,JOLHUPUR,482,388,0,870,266,207,0,473,473,0,70,266,76,51,3,0,1,2,0,0,1,3,473
308,MASGAYAN,427,319,0,746,223,151,0,374,374,0,12,13,291,42,2,1,1,3,2,2,3,2,374
309,MASGAYAN,427,335,0,762,245,164,0,409,409,0,56,135,184,21,0,2,0,0,1,5,0,5,409
310,PIPRAYAN,568,443,0,1011,293,245,0,538,538,0,76,159,230,50,3,6,2,2,4,0,3,3,538
311,PIPRAYAN,525,366,0,891,290,200,0,490,490,0,21,36,348,68,1,2,3,3,3,3,2,0,490
312,PIPRAYAN,360,284,0,644,223,147,0,370,370,0,14,35,267,49,1,0,1,0,0,1,0,2,370
313,BHABHUWA,310,236,0,546,211,159,0,370,370,0,14,13,175,154,3,1,1,2,2,1,0,4,370
314,ATA,626,514,0,1140,470,286,0,756,756,0,4,574,58,88,5,2,1,3,2,6,6,7,756
315,ATA,568,486,0,1054,359,306,0,665,665,0,25,156,318,144,2,6,1,3,1,1,1,7,665
316,ATA,595,478,0,1073,358,270,0,628,628,0,92,94,355,77,2,0,0,3,1,2,0,2,628
317,ATA,378,298,0,676,217,174,0,391,391,0,35,39,242,55,4,1,5,2,1,3,1,3,391
318,ATA,329,286,0,615,211,165,0,376,376,0,34,105,179,45,0,0,0,1,0,4,2,6,376
319,CHAMARI,457,356,0,813,284,215,0,499,499,0,60,282,121,23,1,1,5,2,0,0,4,0,499
320,CHAMARI,425,359,0,784,202,158,0,360,360,0,22,35,285,10,0,1,2,2,0,0,0,3,360
321,UKASA,501,409,0,910,318,233,0,551,551,0,166,171,133,63,1,0,1,1,0,2,6,7,551
322,SANDI,313,237,0,550,161,119,0,280,280,0,22,21,205,22,0,1,0,3,0,3,0,3,280
323,SANDI,345,253,0,598,174,129,0,303,303,0,16,89,152,30,3,2,2,1,1,3,2,2,303
324,SANDI,531,403,0,934,293,201,0,494,494,0,58,146,266,11,1,0,1,2,2,4,2,1,494
325,SANDI,501,385,0,886,275,210,0,485,485,0,20,153,271,34,0,1,1,0,1,1,0,3,485
326,TAGAREPUR,443,352,1,796,284,220,0,504,504,0,5,337,140,12,0,2,1,0,1,2,2,2,504
327,PANDEYPUR,130,91,0,221,103,73,0,176,176,0,158,1,12,5,0,0,0,0,0,0,0,0,176
328,AKODHI,459,349,0,808,258,178,0,436,436,0,69,130,107,106,2,11,1,2,2,4,2,0,436
329,JAURAKHERA,383,294,0,677,232,179,0,411,411,0,8,76,301,13,1,1,1,4,2,1,3,0,411
330,JAURAKHERA,336,266,0,602,205,165,0,370,370,0,39,122,169,28,0,3,2,3,1,3,0,0,370
331,BARA,412,315,0,727,253,195,0,448,448,0,60,167,198,17,1,0,1,0,0,1,0,3,448
332,BARA,319,246,0,565,146,153,0,299,299,0,5,153,102,30,1,0,2,2,2,0,0,2,299
333,SURAHATI,316,253,0,569,168,128,0,296,296,0,33,42,154,47,3,10,1,2,0,2,0,2,296
334,SURAHATI,350,280,0,630,201,147,0,348,348,0,47,99,131,58,0,9,1,1,0,1,0,1,348
335,DASHARI,439,344,0,783,257,226,0,483,483,0,117,158,188,16,0,0,0,1,1,1,0,1,483
336,AKBARPUR,458,396,0,854,304,260,0,564,564,0,19,347,137,35,1,1,2,5,0,0,5,12,564
337,AKBARPUR,385,332,0,717,250,196,0,446,446,0,39,134,189,61,2,1,1,5,2,3,2,7,446
338,AKBARPUR,305,274,0,579,213,180,0,393,393,0,53,10,278,41,1,0,1,5,1,0,1,2,393
339,AKBARPUR,312,262,0,574,194,146,0,340,340,67,67,12,226,32,1,0,1,0,0,1,0,0,340
340,AKBARPUR,388,327,0,715,226,160,0,386,386,0,75,22,266,16,0,0,0,0,0,1,1,5,386
341,AKBARPUR,385,318,0,703,208,165,0,373,373,0,47,155,134,27,0,4,0,0,4,1,0,1,373
342,AKBARPUR,337,278,0,615,188,170,0,358,358,0,3,302,9,35,1,0,0,0,0,0,4,4,358
343,AKBARPUR,419,332,0,751,240,190,0,430,430,0,15,164,185,53,0,0,1,0,0,1,4,7,430
344,ITAURA,371,306,0,677,282,118,0,400,400,0,13,261,94,18,1,0,1,0,2,3,2,5,400
345,ITAURA,400,346,0,746,239,207,0,446,446,0,19,66,329,16,1,0,0,1,0,3,2,9,446
346,BARDAULI,475,342,0,817,299,196,0,495,495,0,58,100,293,21,1,1,1,2,3,7,5,3,495
347,NIWADI,341,252,0,593,241,161,0,402,402,0,142,226,7,18,1,3,0,0,0,0,1,4,402
348,KASHIRAMPUR,575,487,0,1062,377,297,0,674,674,0,52,27,550,29,0,0,0,0,3,6,2,5,674
349,KASHIRAMPUR,577,481,0,1058,405,338,0,743,743,0,16,606,90,16,2,0,2,0,1,0,2,8,743
350,JAYRAMPUR,345,274,0,619,244,180,0,424,424,0,143,198,52,13,0,1,1,0,3,3,1,9,424
351,DHAMNA,359,305,0,664,259,171,0,430,430,0,376,3,50,0,0,0,0,1,0,0,0,0,430
352,DHAMNA,326,255,0,581,203,103,0,306,306,0,222,4,76,0,1,0,1,0,0,1,0,1,306
353,LUHARGAON,408,290,0,698,202,152,0,354,354,0,42,76,155,67,3,2,3,0,0,0,1,5,354
354,LUHARGAON,361,284,0,645,203,137,0,340,340,0,34,30,256,14,0,0,2,2,1,0,1,0,340
355,LAMSAR,653,543,0,1196,394,257,0,651,651,0,404,89,126,15,2,0,1,0,0,5,2,7,651
356,BARHI,524,451,0,975,317,258,0,575,575,0,51,125,357,27,2,3,0,2,0,2,1,5,575
357,TIRAHI,602,451,0,1053,362,220,0,582,582,0,203,68,276,11,1,1,1,1,5,4,1,10,582
358,SURAULA,411,296,0,707,212,122,0,334,334,0,100,16,183,18,2,0,0,6,2,3,0,4,334
359,MATRA,360,287,0,647,215,174,0,389,389,0,19,190,88,65,4,0,0,6,4,5,6,2,389
360,MATRA,342,276,0,618,168,103,0,271,271,0,84,16,140,27,1,0,0,1,0,0,0,2,271
361,"KURAHANA ALAMGEER",404,312,0,716,237,192,0,429,429,0,52,237,114,11,0,0,0,2,1,5,3,4,429
362,"KURAHANA ALAMGEER",394,322,0,716,245,160,0,405,405,0,54,118,195,18,1,0,3,3,2,2,6,3,405
363,"KURAHANA ALAMGEER",606,518,0,1124,317,252,0,569,569,0,120,158,249,21,4,2,0,1,0,6,2,6,569
364,KARAMCHANDRAPUR,498,374,0,872,294,193,0,487,487,0,113,57,257,46,2,2,2,4,0,2,0,2,487
365,KARAMCHANDRAPUR,467,345,0,812,216,133,0,349,349,0,125,20,157,42,1,0,0,2,0,1,0,1,349
366,GADHA,531,420,0,951,293,224,0,517,517,0,136,175,160,33,0,1,0,4,2,3,0,3,517
367,"IMILIYA BUJURG",466,345,0,811,262,159,0,421,421,0,36,104,209,48,1,3,3,4,4,1,4,4,421
368,"IMILIYA BUJURG",450,336,0,786,251,152,0,403,403,0,14,126,115,112,2,5,1,4,4,2,13,5,403
369,AMEESA,524,419,0,943,279,212,0,491,491,0,102,166,171,33,0,1,8,1,1,1,3,4,491
370,KUSMARA,494,416,0,910,335,223,0,558,558,0,54,143,317,11,3,0,1,3,0,2,21,3,558
371,"KAHTA HAMIRPUR",709,493,0,1202,430,264,0,694,694,0,33,124,454,28,6,0,5,6,7,12,6,13,694
372,SUNHATA,604,424,0,1028,334,199,0,533,533,0,68,39,378,23,3,1,2,5,2,5,2,5,533
373,"KUNHATA DERA PARASAN",405,284,0,689,231,150,0,381,381,0,151,21,182,9,2,1,0,2,0,3,1,9,381
374,"SARSAI DERA PRASAN",223,199,0,422,129,99,0,228,228,0,50,57,109,3,2,0,0,1,1,2,2,1,228
375,"MOHAR DEVI DERA PARASAN",217,194,0,411,155,115,0,270,270,0,10,11,219,12,1,3,1,1,1,6,1,4,270
376,PARASAN,354,292,0,646,195,122,0,317,317,0,8,102,176,11,1,0,0,3,1,3,6,6,317
377,"ALMORI DERA PARASAN",277,253,0,530,209,138,0,347,347,0,76,22,225,11,1,1,1,5,1,1,0,3,347
378,PARASAN,397,314,0,711,200,158,0,358,358,0,42,87,128,78,8,2,3,1,3,2,0,4,358
379,PARASAN,440,333,0,773,234,123,0,357,357,0,27,27,244,19,0,1,2,2,1,3,26,5,357
380,PARASAN,657,460,0,1117,308,201,0,509,509,0,43,112,287,47,1,1,0,3,3,2,2,8,509
381,PARASAN,297,202,0,499,168,69,0,237,237,0,26,65,122,6,0,0,2,3,1,2,3,7,237
382,"BHADRA DERA PARASAN",271,236,0,507,156,147,0,303,303,0,8,10,228,12,1,1,3,6,5,6,4,19,303
383,CHANDARSI,637,478,0,1115,418,280,0,698,698,0,86,267,289,36,1,2,1,3,3,2,5,3,698
384,NAGWAN,480,406,0,886,269,223,0,492,492,0,179,141,107,50,0,1,1,2,2,3,5,1,492
385,"MAWAI BAWANI",410,332,0,742,263,192,0,455,455,0,68,175,187,5,2,9,0,2,3,0,1,3,455
386,"MAWAI BAWANI",437,319,0,756,232,140,0,372,372,0,33,116,187,17,1,2,0,3,0,2,5,6,372
387,KUNWAKHEDA,467,356,0,823,291,202,0,493,493,0,106,146,214,17,0,0,0,1,0,5,1,3,493
388,DADUPUR,210,170,0,380,113,91,0,204,204,0,59,69,57,9,2,1,0,1,1,1,1,3,204
389,GARREHI,680,573,0,1253,407,325,0,732,732,0,44,240,415,9,0,2,1,3,0,6,3,9,732
390,BARKHERA,690,520,0,1210,411,289,0,700,700,0,104,340,190,27,1,2,1,1,5,8,10,11,700
391,DEVPURA,344,280,0,624,200,163,0,363,363,0,34,156,130,24,1,2,3,1,0,3,5,4,363
392,SUJANPUR,201,160,0,361,127,104,0,231,231,0,77,0,108,37,0,0,0,2,1,2,2,2,231
393,RASOOLPUR,260,192,0,452,158,118,0,276,276,0,9,42,208,10,2,0,0,1,2,1,0,1,276
394,SAUNDHI,300,235,0,535,186,133,0,319,319,0,88,103,116,3,1,1,2,0,2,2,0,1,319
395,MUHARI,400,345,0,745,290,251,0,541,541,0,286,164,67,12,1,0,2,2,1,2,1,3,541
396,"MAWAI AHEER",635,473,0,1108,346,204,0,550,550,0,149,109,196,78,1,1,1,2,3,1,4,5,550
397,"GULAULI MUSTKIL",405,385,0,790,162,136,0,298,298,0,88,169,5,31,0,0,0,1,0,0,2,2,298
398,"GULAULI MUSTKIL",358,360,0,718,161,150,0,311,311,0,127,138,6,36,0,0,3,0,0,0,0,1,311
399,"GULAULI MUSTKIL",406,321,0,727,184,164,0,348,348,0,116,207,2,14,0,0,0,0,2,3,1,3,348
400,"GULAULI MUSTKIL",417,306,0,723,228,173,0,401,401,0,245,130,3,12,0,2,0,2,1,1,2,3,401
401,"GULAULI DIWARA",673,496,0,1169,267,197,0,464,464,0,75,191,105,81,0,0,2,0,2,4,3,1,464
402,"MADRA LADPUR",374,336,0,710,275,215,0,490,490,0,18,2,442,10,0,0,1,7,1,4,1,4,490
403,ABHIRUWA,326,266,0,592,187,154,0,341,341,0,92,35,193,6,0,0,5,3,0,2,2,3,341
404,RAILA,568,442,0,1010,390,290,0,680,680,0,250,134,250,10,3,3,5,5,4,2,3,11,680
405,PALI,380,267,0,647,212,135,0,347,347,0,120,81,124,7,1,0,1,3,0,2,2,6,347
406,ALIPUR,323,272,0,595,208,199,0,407,407,0,21,107,258,6,2,3,3,4,0,0,1,2,407
407,HANSA,639,483,0,1122,414,302,0,716,716,0,90,331,254,21,2,3,1,5,1,2,3,3,716
408,NISBAPUR,463,386,0,849,302,234,0,536,536,0,173,187,135,24,3,0,3,2,0,1,1,7,536
409,MAJHWAR,282,208,0,490,140,112,0,252,252,0,64,133,40,5,2,2,0,0,0,0,4,2,252
410,BABEENA,335,284,0,619,170,132,0,302,302,0,10,39,239,1,0,5,1,2,0,2,0,3,302
411,BABEENA,349,284,0,633,169,140,0,309,309,0,26,3,261,9,0,0,0,1,0,3,1,5,309
412,BABEENA,438,340,0,778,214,139,0,353,353,0,31,90,206,11,1,2,1,6,3,1,0,1,353
413,BABEENA,338,306,0,644,189,132,0,321,321,0,28,62,214,9,0,0,0,0,1,2,1,4,321
414,BABEENA,376,299,0,675,200,161,0,361,361,0,8,230,103,9,0,3,0,2,0,1,0,5,361
415,BABEENA,393,297,0,690,191,165,0,356,356,0,32,99,201,9,1,0,0,2,4,2,1,5,356
416,BABEENA,389,304,0,693,199,155,0,354,354,0,22,62,230,17,0,1,4,6,1,2,5,4,354
417,KATHPURWA,529,396,0,925,312,233,0,545,545,0,38,257,207,31,5,0,0,2,0,1,0,4,545
418,TAHARPUR,348,316,0,664,236,215,0,451,451,0,119,82,205,39,0,0,1,2,0,0,1,2,451
419,MUMTAJABAD,301,217,0,518,232,179,0,411,411,0,371,18,3,15,0,0,0,0,0,0,1,3,411
420,"VYASPURA KADAURA",573,464,0,1037,356,280,0,636,636,0,288,116,145,67,2,1,2,2,1,2,3,7,636
421,"GADI KHANA KADAURA",576,473,0,1049,315,245,0,560,560,0,243,55,170,87,0,0,3,0,0,2,0,0,560
422,"KUMHARANPURA KADAURA",573,467,0,1040,298,415,0,713,713,0,115,84,414,83,2,1,4,2,0,1,2,5,713
423,"CHAMRAUDA KADAURA",470,413,0,883,269,250,0,519,519,0,139,237,91,42,0,0,1,1,2,2,3,1,519
424,"CHAMRAUDA KADAURA",569,471,0,1040,307,242,0,549,713,0,72,278,144,38,2,0,0,0,1,1,1,12,549
425,"PURWA KADAURA",400,333,0,733,234,161,0,395,395,0,160,51,151,23,0,0,0,0,2,1,0,7,395
426,"SEER KADAURA",361,348,0,709,236,226,0,462,462,0,120,20,280,38,0,1,1,0,1,0,1,0,462
427,"BAMHAURI KADAURA",441,373,0,814,209,278,0,487,487,0,26,135,271,45,1,1,0,1,1,1,4,1,487
428,"CHILPURA KADAURA",338,304,0,642,185,138,0,323,323,0,181,16,92,30,1,0,1,0,0,0,0,2,323
429,"HAIDARPURA KADAURA",690,545,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,"PURANA BAJAR KADAURA",252,228,0,480,158,129,0,287,287,0,137,28,75,44,0,1,0,0,0,0,0,2,287
431,"PURANA BAJAR KADAURA",350,298,0,648,237,178,0,415,415,0,69,22,286,35,0,0,0,0,1,0,0,2,415
432,PANDAURA,388,345,0,733,266,255,0,521,521,0,132,169,189,21,0,1,0,0,0,0,4,5,521
433,MARGAYAN,535,422,0,957,302,209,0,511,511,0,50,211,207,33,0,1,1,4,0,2,0,2,511
434,MARGAYAN,515,404,0,919,264,170,0,434,434,0,49,31,279,48,1,0,2,5,1,5,3,10,434
435,MARGAYAN,419,338,0,757,238,167,0,405,405,0,30,155,188,13,0,0,1,5,1,4,4,4,405
436,MARGAYAN,429,334,0,763,222,187,0,409,409,0,18,100,253,25,2,0,1,1,1,2,4,2,409
437,CHATELA,702,555,0,1257,420,329,0,749,749,0,122,100,446,34,4,3,4,5,2,4,17,8,749
438,CHATELA,627,478,0,1105,317,260,0,577,577,0,154,60,296,29,1,0,2,7,24,1,0,3,577
439,CHATELA,329,244,0,573,154,155,0,309,309,0,194,23,36,49,2,0,0,0,0,0,0,5,309
440,CHATELA,308,249,0,557,180,153,0,333,333,0,278,3,13,26,0,1,0,0,7,1,0,4,333
441,KANHAKHEDA,590,453,0,1043,346,236,0,582,582,0,25,264,260,11,0,0,3,6,2,4,0,7,582
442,BASREHI,548,410,0,958,322,229,0,551,551,0,84,42,373,32,1,1,0,3,2,5,2,6,551
443,HIMANPURA,289,223,0,512,223,138,0,361,361,0,21,7,308,17,0,0,0,1,3,1,0,3,361
444,BASREHI,344,259,0,603,248,135,0,383,383,0,31,151,164,22,0,0,0,1,1,4,2,7,383
445,PATHREHTA,670,492,0,1162,388,302,0,690,690,0,304,33,293,22,4,1,2,6,2,6,3,14,690
446,"BHEDI KHURD",599,390,0,989,344,170,0,514,514,0,54,95,334,16,1,1,3,2,1,1,0,6,514
447,"BHEDI KHURD",588,420,0,1008,319,204,0,523,523,0,27,106,337,22,2,4,2,7,1,6,4,5,523
448,BADAGAON,625,441,0,1066,345,224,0,569,569,0,297,48,178,22,1,2,0,6,0,0,2,13,569
449,BADAGAON,305,248,0,553,177,133,0,310,310,0,78,43,124,27,0,2,0,7,1,4,5,19,310
450,"MAHMOOD NAGAR",369,283,0,652,251,202,0,453,453,0,117,270,50,9,1,0,0,2,0,0,2,2,453
451,NAKA,575,451,0,1026,365,284,0,649,649,0,95,171,315,55,1,1,0,2,2,2,2,3,649
452,BAGI,734,599,0,1333,459,327,0,786,786,0,97,121,479,59,2,0,2,4,2,4,8,8,786
453,BAGI,687,536,0,1223,336,278,0,614,614,0,144,58,310,77,1,0,1,5,2,3,5,8,614
454,SHAHADATPUR,360,291,0,651,192,142,0,334,334,0,34,19,247,2,1,3,1,10,2,7,1,7,334
455,UKURUWA,235,217,0,452,148,130,0,278,278,0,134,44,47,49,0,1,0,0,0,0,1,2,278
456,SAJAHARA,201,156,0,357,128,103,0,231,231,0,53,69,98,3,0,0,0,1,2,1,2,2,231
457,UDANPUR,454,398,0,852,268,206,0,474,474,0,97,73,262,30,0,0,2,3,1,1,1,4,474
458,UDANPUR,476,351,0,827,239,189,0,428,428,0,103,69,205,31,3,0,1,1,5,1,3,6,428
459,KHUTMILI,551,429,0,980,255,178,0,433,433,0,38,108,172,88,5,1,3,3,3,2,3,7,433
460,PARAUSA,547,435,0,982,346,271,0,617,617,0,65,178,294,61,1,1,4,0,4,0,6,3,617
461,"ITAURA BAWANI",531,417,0,948,306,213,0,519,519,0,231,80,167,16,0,0,3,6,2,6,3,5,519
462,HARCHANDRAPUR,407,325,0,732,239,194,0,433,433,0,6,278,113,24,1,1,5,2,1,1,0,1,433
463,HARCHANDRAPUR,347,281,0,628,205,159,0,364,364,0,101,23,226,9,2,0,1,0,1,0,0,1,364
464,HARCHANDRAPUR,315,234,0,549,158,147,0,305,305,0,57,140,81,19,1,1,0,0,0,2,0,4,305
465,"KUSMARA BAWANI",680,565,0,1245,326,256,0,582,582,0,84,46,399,26,2,0,2,4,6,4,2,7,582
466,JAISUKHPUR,393,282,0,675,181,109,0,290,290,0,120,8,134,16,2,1,0,2,2,0,1,4,290
467,JAMREHI,484,376,0,860,306,231,0,537,537,0,42,282,125,72,3,1,0,4,0,0,3,5,537
468,GOHNA,240,201,0,441,163,137,0,300,300,0,51,75,159,6,0,1,2,2,0,3,1,0,300
