"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR. ARVIND KUMAR SINGH","2 - ZAFAR ALAM","3 - BIJENDRA SINGH","4 - SATISH KUMAR","5 - AMITA SINGH JAT","6 - DURGESH CHANDRA GAUTAM","7 - DEVANAND","8 - PRADEEP KUMAR","9 - BADSHAH","10 - RAKESH CHANDRA RAWAT","11 - VINOD KUMAR BAGHEL","12 - MOHD. SABIR RAHI","13 - NATTHI LAL SHARMA","14 - SANJAY KUMAR","15 - None of the Above","Total Votes Secured"
167,NAGAR,304,261,0,565,173,164,0,337,325,0,166,23,46,101,0,0,0,0,0,0,0,0,0,0,1,337
168,BANUPURA,740,614,0,1354,406,293,0,699,699,0,218,201,39,224,3,2,0,0,0,1,1,1,3,1,5,699
169,BADHAUL,629,538,0,1167,354,328,0,682,679,0,244,114,40,255,6,1,2,0,0,1,4,2,5,1,7,682
170,BILPURA,648,531,0,1179,397,358,0,755,755,0,365,37,192,128,2,3,0,1,1,0,3,2,4,1,16,755
171,SIDDH,236,217,0,453,147,141,0,288,288,0,108,6,22,143,1,0,0,0,0,0,0,5,0,2,1,288
172,"PRIMARY RAMPUR CHANDAUYA GOVARDHANPUR  ROOM NO.-1",789,645,0,1434,470,398,0,868,868,0,13,17,182,626,10,3,1,0,0,0,2,6,2,2,4,868
173,"PRIMARY RAMPUR CHANDAUYA GOVARDHANPUR  ROOM NO.-2",366,294,0,660,207,196,0,403,400,0,226,3,3,169,1,0,0,0,0,0,0,0,0,0,1,403
174,RUNAPAN,390,322,0,712,212,197,0,409,274,0,306,11,46,41,0,1,0,0,0,0,0,2,0,1,1,409
175,"PRIMARY SCHOOL  PALI MUKIMAPUR  ROOM NO.-1",927,704,0,1631,438,321,0,759,730,0,209,119,84,326,3,5,1,0,0,0,0,1,5,2,4,759
176,"PRIMARY SCHOOL PALI MUKIMAPUR ROOM NO.-2",666,524,0,1190,319,268,0,587,258,0,181,44,138,195,1,2,2,1,0,0,5,3,4,4,7,587
177,KUNVARPUR,560,407,0,967,264,220,0,484,390,0,105,57,216,94,3,1,0,0,2,1,0,0,1,1,3,484
178,"RAMAPUR GOSAI",309,265,0,574,199,136,0,335,335,0,3,70,35,215,2,1,1,0,0,0,1,1,3,1,2,335
179,KAMALAPUR,250,218,0,468,183,143,0,326,276,0,22,3,78,221,1,0,0,0,0,0,0,0,1,0,0,326
180,"RAJATAU SEAUPUR",647,575,0,1222,362,314,0,676,200,0,193,133,109,226,1,0,1,0,0,0,1,2,5,0,5,676
181,NAHAL,558,461,0,1019,302,205,0,507,507,0,224,10,46,207,2,1,2,0,1,1,3,1,3,2,4,507
182,"JAGATPUR MAZRA NAHAL",436,342,0,778,297,179,0,476,300,0,28,60,87,288,0,3,0,0,0,0,0,3,3,0,4,476
183,NAHAL,585,486,0,1071,304,262,0,566,233,0,280,6,59,206,0,2,0,0,0,0,4,3,1,0,5,566
184,NATHAPUR,498,443,0,941,228,225,0,453,453,0,222,34,8,173,2,3,0,0,1,0,0,3,2,1,4,453
185,"TOCHHI ABUNASIRAPUR",573,498,0,1071,314,263,0,577,467,0,211,94,137,117,2,2,0,0,0,0,1,2,5,0,6,577
186,TARAINCHI,709,580,0,1289,402,332,0,734,127,0,25,6,5,672,4,3,1,2,0,0,2,5,7,2,0,734
187,"VISNAPUR VAHANAPUR",562,469,0,1031,311,240,0,551,540,0,56,30,149,308,2,2,0,0,0,0,1,1,0,0,2,551
188,SAPHIPUR,375,333,0,708,270,213,0,483,481,0,122,70,51,222,2,5,0,1,0,1,4,2,2,0,1,483
189,"J.H. SCHOOL  SIRSA ROOM NO.-1",602,486,0,1088,373,266,0,639,625,0,174,11,48,392,2,3,0,1,0,0,1,1,1,3,2,639
190,"J.H. SCHOOL  SIRSA ROOM NO.-2",517,418,0,935,234,210,0,444,444,0,157,48,29,192,1,3,0,1,1,1,0,7,2,2,0,444
191,"SINGHPUR HIMMATPUR",524,454,0,978,302,242,0,544,544,0,133,34,96,268,1,1,0,0,1,0,0,3,3,1,3,544
192,"KALYAN NAGAR",416,384,0,800,337,292,0,629,629,0,9,13,7,581,3,3,1,0,3,0,0,2,4,0,3,629
193,TEBTHU,539,452,0,991,301,219,0,520,513,0,55,57,41,346,3,1,0,0,1,1,4,6,1,0,4,520
194,BULAPUR,355,298,0,653,180,176,0,356,354,0,63,3,72,212,0,2,0,1,0,0,0,0,2,1,0,356
195,RAJAGONVA,507,427,0,934,288,237,0,525,500,0,57,51,143,260,6,1,2,0,0,0,1,0,3,0,1,525
196,"PAINDARA NAGLA NIJAM",762,609,0,1371,452,285,0,737,650,0,217,58,28,401,3,7,0,1,0,2,4,4,5,4,3,737
197,VAHADURAPUR,415,372,0,787,230,195,0,425,425,0,86,15,87,225,0,3,0,0,0,0,1,1,2,1,4,425
198,ANNADPUR,406,377,0,783,240,219,0,459,279,0,162,59,103,121,1,1,0,2,0,1,3,1,2,0,3,459
199,MAHAGVA,547,475,0,1022,355,316,0,671,635,0,84,41,28,490,2,2,2,0,1,0,7,4,5,0,5,671
200,"KHEDIYA DHAUKAL",223,185,0,408,144,127,0,271,250,0,130,5,49,80,2,0,0,0,1,0,0,0,4,0,0,271
201,"AURENI DALPATAPUR",676,561,0,1237,460,380,0,840,790,0,66,136,12,610,2,1,1,0,1,0,2,1,3,1,4,840
202,MOHASNAPUR,815,709,0,1524,572,497,0,1069,197,0,19,8,7,1007,6,4,0,0,1,0,1,4,7,2,3,1069
203,GIJAROLI,394,326,0,720,204,155,0,359,357,0,16,43,94,189,3,3,0,0,0,0,3,3,4,0,1,359
204,MADHUPUR,317,278,0,595,205,167,0,372,370,0,169,20,20,148,4,3,0,1,0,0,0,2,0,1,4,372
205,ASHRAFABAD,375,311,0,686,194,188,0,382,382,0,182,26,57,112,0,1,0,0,0,0,2,0,2,0,0,382
206,NORTHA,320,269,0,589,221,181,0,402,401,0,24,67,10,290,2,1,0,0,0,0,0,2,2,0,4,402
207,PAHADGARHI,345,307,0,652,260,209,0,469,469,0,34,7,26,398,1,0,0,0,0,0,0,1,2,0,0,469
208,GANIYAVLI,681,603,0,1284,445,367,0,812,808,0,217,417,44,114,3,2,2,0,0,0,1,0,1,2,9,812
209,GANIYAVLI,548,492,0,1040,232,195,0,427,427,0,8,222,76,106,4,0,1,0,0,0,1,1,5,1,2,427
210,"PRIMARY SCHOOL GAJIPUR ROOM NO.-1",752,636,1,1389,486,272,0,758,755,0,198,40,54,445,6,3,0,1,0,0,3,3,3,1,1,758
211,"PRIMARY SCHOOL GAJIPUR ROOM NO.-2",780,623,0,1403,412,307,0,719,700,0,112,14,197,360,7,2,1,1,3,1,2,3,7,2,7,719
212,IJJATPUR,557,472,0,1029,346,271,0,617,344,0,126,82,51,344,2,2,0,1,0,0,2,3,2,1,1,617
213,"PRIMARY SCHOOL FAJALPUR ROOM NO.-1",581,484,0,1065,294,253,0,547,291,0,17,91,30,389,5,3,0,0,0,1,1,5,5,0,0,547
214,"PRIMARY SCHOOL FAJALPUR ROOM NO.-2",576,445,0,1021,311,228,0,539,533,0,267,24,4,235,1,0,0,0,0,0,2,1,2,0,3,539
215,KHAIRABAD,415,367,0,782,211,196,0,407,407,0,131,111,35,121,1,1,0,0,0,0,2,3,1,0,1,407
216,"NAGALIYA KHAIRABAD",481,410,0,891,300,257,0,557,547,0,42,8,14,482,3,0,0,0,0,0,0,3,3,0,2,557
217,CHAPOTA,621,532,0,1153,385,320,0,705,411,0,10,8,23,634,6,4,0,0,0,0,2,10,3,3,2,705
218,HAIBTAPUR,665,593,1,1259,401,390,0,791,780,0,125,120,19,508,2,3,1,1,0,0,1,3,3,1,4,791
219,"PRIMARY SCHOOL BAHARABAD ROOM NO-1",692,588,0,1280,406,334,0,740,731,0,77,8,14,618,5,2,0,1,0,0,1,3,8,1,2,740
220,"PRIMARY SCHOOL BAHARABAD ROOM NO-2",546,406,0,952,314,229,0,543,536,0,116,5,16,382,1,4,0,0,0,0,1,7,7,1,3,543
221,"NAGLA LODHI M0JUJHRAKA",492,426,0,918,410,327,0,737,733,0,13,0,6,700,1,2,0,1,1,3,3,2,3,1,1,737
222,JUJHRAKA,367,323,0,690,200,197,0,397,280,0,139,7,8,232,2,0,1,0,0,0,1,3,3,0,1,397
223,"NAGALA JAT MAJUJHRAKA",383,334,0,717,243,242,0,485,480,0,294,3,6,169,5,0,0,0,0,0,2,3,0,0,3,485
224,"PRIMARY KALIYANAPUR RANI SCHOOL ROOM NO-1",548,474,0,1022,434,332,0,766,766,0,20,19,59,642,3,4,0,2,1,0,4,1,9,1,1,766
225,"PRIMARY KALIYANAPUR RANI SCHOOL ROOM NO-2",390,383,0,773,203,226,0,429,427,0,42,4,28,345,4,1,0,0,0,0,0,0,1,1,3,429
226,SURAJPUR,527,474,0,1001,350,254,0,604,604,0,240,97,26,222,3,0,1,1,0,0,8,0,2,2,2,604
227,BHAVIGARH,735,669,0,1404,382,313,0,695,688,0,178,21,47,396,7,9,0,1,1,0,0,5,13,1,16,695
228,"PRIMARY BHAVIGARH SCHOOL ROOM NO-1",599,526,0,1125,343,278,0,621,618,0,50,170,95,283,4,1,0,0,0,0,1,7,6,0,4,621
229,"PRIMARY BHAVIGARH SCHOOL ROOM NO-2",501,448,0,949,265,227,0,492,490,0,33,121,22,300,0,3,0,0,1,0,1,4,3,0,4,492
230,"PRIMARY SCHOOL CHAIDOLA SUJANAPUR ROOM NO-1",625,568,0,1193,419,360,0,779,503,0,22,41,6,674,10,2,0,0,1,0,5,3,10,1,4,779
231,"PRIMARY SCHOOL CHAIDOLA SUJANAPUR ROOM NO-2",519,458,0,977,324,246,0,570,340,0,85,33,12,413,5,3,1,0,0,0,3,2,5,1,7,570
232,KADOLI,836,679,0,1515,445,406,0,851,851,0,212,44,22,544,4,2,0,1,0,0,1,3,7,3,8,851
233,CHOMUHA,686,559,0,1245,502,399,0,901,901,0,205,4,7,657,7,3,1,2,0,0,2,4,2,2,5,901
234,MURADAPUR,273,248,0,521,211,208,0,419,419,0,8,2,8,394,0,0,0,0,0,0,2,3,1,0,1,419
235,TEHARA,300,256,0,556,205,162,0,367,367,0,117,1,18,200,0,1,0,0,0,0,0,23,3,0,4,367
236,GYASAPUR,185,141,0,326,100,82,0,182,182,0,142,2,0,35,0,0,0,0,0,0,0,1,0,1,1,182
237,MOHSANABAD,280,251,0,531,163,167,0,330,300,0,41,13,24,248,0,0,0,0,0,0,0,0,2,1,1,330
238,GOVLI,697,531,0,1228,453,264,0,717,625,0,92,31,60,494,1,5,0,2,0,2,6,8,7,0,9,717
239,AHAMDAPURA,738,642,1,1381,531,402,0,933,352,0,160,32,12,700,9,3,0,1,1,1,1,1,8,1,3,933
240,"NARONA AKAPUR",849,726,0,1575,578,504,0,1082,1057,0,450,23,7,590,1,3,0,1,0,0,0,1,2,2,2,1082
241,DAUDGARHI,369,330,0,699,253,186,0,439,435,0,192,16,16,206,0,2,0,0,0,0,1,1,2,2,1,439
242,"CHAIRADOLI VUJARUG",868,761,0,1629,580,565,0,1145,1035,0,91,21,17,976,6,4,0,0,0,0,3,9,10,2,6,1145
243,MIRGADHI,693,564,0,1257,493,364,0,857,856,0,98,119,46,564,3,6,0,2,1,0,2,13,3,0,0,857
244,JAMALGARHI,333,293,0,626,225,197,0,422,415,0,20,184,8,199,1,0,0,0,0,0,3,2,1,2,2,422
245,RAHAMAPUR,691,590,0,1281,463,393,0,856,190,0,207,58,41,519,5,0,2,0,0,1,2,3,10,4,4,856
246,"J.H. SCHOOL ALMAPUR RANI ROOM NO.-1",504,445,0,949,326,285,0,611,611,0,174,105,15,307,2,0,0,0,0,0,1,1,2,2,2,611
247,"J.H. SCHOOL ALMAPUR RANI ROOM NO.-2",407,361,0,768,246,220,0,466,258,0,102,70,35,240,6,2,1,0,0,0,0,2,2,2,4,466
248,KORAH,663,552,0,1215,405,374,0,779,718,0,76,171,72,441,2,4,0,0,0,0,2,1,2,2,6,779
249,RAGHUPURA,261,213,0,474,184,128,0,312,308,0,298,3,2,3,0,0,0,0,0,1,0,0,0,1,4,312
250,"PRIMARY SCHOOL MADAPUR ROOM NO..-1",581,481,0,1062,319,261,0,580,310,0,66,129,52,318,0,5,0,0,0,0,0,4,4,0,2,580
251,"PRIMARY SCHOOL MADAPUR ROOM NO..-2",707,603,0,1310,277,322,0,599,599,0,480,4,14,79,1,3,2,1,0,0,0,5,1,1,8,599
252,TIKARI,624,522,0,1146,374,280,0,654,650,0,139,29,79,379,11,4,2,0,0,0,2,0,6,0,3,654
253,"PRIMARY SCHOOL PIPLOI ROOM NO.-1",642,532,0,1174,333,315,0,648,624,0,183,33,81,326,4,5,0,2,0,0,2,6,2,1,3,648
254,"PRIMARY SCHOOL PIPLOI ROOM NO.-2",584,513,0,1097,365,266,0,631,126,0,142,20,127,321,2,3,1,1,0,0,0,3,6,0,5,631
255,"SHAKUNI DEVI J.HIGH SCHOOL UTRA  ROOM NO.-1",554,449,0,1003,330,246,0,576,576,0,33,109,104,324,0,0,0,0,1,0,0,3,0,1,1,576
256,"SHAKUNI DEVI J.HIGH SCHOOL UTRA  ROOM NO.-2",641,498,0,1139,343,268,0,611,607,0,229,30,58,285,0,2,0,0,0,0,2,4,0,0,1,611
257,PURAINI,669,628,0,1297,381,262,0,643,137,0,101,13,88,400,12,5,1,0,1,1,3,6,7,1,4,643
258,ISMAILAPUR,317,287,0,604,181,169,0,350,350,0,37,29,87,172,2,3,0,0,0,1,3,10,2,2,2,350
259,"BHOJAPUR TA DATAVLI",304,270,0,574,221,179,0,400,353,0,118,57,64,152,1,1,0,0,0,0,0,2,0,0,5,400
260,CHHABILAPUR,786,678,0,1464,372,328,0,700,699,0,226,154,125,170,1,2,1,1,1,0,5,4,3,3,4,700
261,CHHONGAVAN,362,286,0,648,216,163,0,379,379,0,89,11,60,213,1,2,0,0,0,0,0,1,1,0,1,379
262,"GIRLS PRIMARY SCHOOL BIJAOLI ROOM NO. -1",675,543,0,1218,317,253,0,570,429,0,131,58,28,323,3,1,1,3,1,0,0,5,7,1,8,570
263,"GIRLS PRIMARY SCHOOL BIJAOLI ROOM NO. -2",800,668,0,1468,408,318,0,726,107,0,118,148,135,311,2,2,4,0,0,0,0,2,1,0,3,726
264,"J.H. SCHOOL  BIJOLI ROOM NO.-1",801,576,0,1377,341,244,0,585,582,0,100,128,138,207,1,2,0,1,0,0,0,3,1,1,3,585
265,"J.H. SCHOOL  BIJOLI ROOM NO.-2",650,565,0,1215,343,306,0,649,535,0,256,25,80,271,2,4,1,2,0,1,4,2,1,0,0,649
266,RUMAMAI,403,349,0,752,230,198,0,428,405,0,85,16,72,241,3,1,0,0,2,0,1,0,5,2,0,428
267,"PIDHAUL MAHAMUDAPUR",466,398,0,864,224,185,0,409,409,0,42,129,107,116,2,2,1,1,1,0,1,1,3,0,3,409
268,VARAIPURA,457,381,0,838,279,237,0,516,306,0,29,332,109,39,0,0,0,0,0,0,0,1,1,1,4,516
269,"BHUPALGARI MAZRA PIDHAUL MAHAMUDAPUR",282,217,0,499,190,155,0,345,343,0,2,146,128,61,2,3,1,0,0,0,1,1,0,0,0,345
270,"NAGLA ROSHAN MAZRA PIDHAUL MAHAMUDAPUR",644,531,0,1175,411,335,0,746,439,0,4,205,475,36,3,2,0,0,0,0,5,1,7,3,5,746
271,"SHEKHUPUR SATKANA",728,624,0,1352,448,438,0,886,851,0,298,47,180,332,2,2,0,0,1,0,3,2,12,2,5,886
272,"PRIMARY SCHOOL SUNPAHAR AIDLAPUR  ROOM NO.-1",779,627,0,1406,461,386,0,847,817,0,14,107,36,670,6,6,0,0,0,0,1,2,3,0,2,847
273,"PRIMARY SCHOOL SUNPAHAR AIDLAPUR  ROOM NO.-2",554,509,0,1063,375,332,0,707,706,0,105,350,34,198,5,3,1,0,1,0,0,2,4,2,2,707
274,SALGAVAN,562,468,0,1030,282,293,0,575,561,0,267,50,40,206,1,0,1,0,0,1,1,0,1,3,4,575
275,SIROLI,934,787,0,1721,509,376,0,885,885,0,258,60,256,295,4,1,0,0,0,0,0,2,4,0,5,885
276,"NAGLA VIDHA MAZRA MAUPUR VAHADURPUR",551,407,0,958,348,296,0,644,640,0,73,6,13,524,7,2,1,2,1,0,1,2,7,1,4,644
277,"MAUPURA VAHADURAPUR",688,552,0,1240,417,356,0,773,773,0,234,388,107,27,0,2,0,0,1,0,0,1,1,1,11,773
278,BHIKNAPUR,611,518,0,1129,363,330,0,693,690,0,443,234,5,7,0,0,0,0,1,0,1,2,0,0,0,693
279,ATA,759,591,0,1350,460,354,0,814,422,0,112,439,26,221,5,0,0,0,0,1,1,2,3,2,2,814
280,"PANCHAYAT BHAVAN SHAHAJAHAPUR BAIANA ROOM NO.-1",448,382,0,830,184,170,0,354,353,0,159,63,15,102,2,1,0,0,0,0,1,2,1,2,6,354
281,"PANCHAYAT BHAVAN SHAHAJAHAPUR BAIANA ROOM NO.-2",480,419,0,899,318,257,0,575,564,0,7,324,35,195,0,0,1,0,0,1,1,4,5,2,0,575
282,BHAVANIPUR,752,578,0,1330,256,311,0,567,480,0,51,114,11,382,3,2,2,0,0,0,1,0,1,0,0,567
283,"SHAHAJAHAPUR VAINJANA",463,387,0,850,140,161,0,301,301,0,135,56,25,78,1,1,0,0,0,0,1,0,2,0,2,301
284,"J.H. SCHOOL DANDO ROOM NO.-1",508,467,0,975,260,240,0,500,300,0,66,208,43,168,0,0,0,1,1,0,0,3,5,1,4,500
285,"PRIMARY SCHOOL DANDO ROOM NO.-1",661,548,0,1209,446,289,0,735,735,0,5,369,36,301,5,5,0,0,0,0,2,2,4,0,6,735
286,"J.H. SCHOOL DANDO ROOM NO.-2",764,662,0,1426,346,243,0,589,589,0,57,158,10,337,3,4,0,0,0,1,3,4,7,2,3,589
287,"PRIMARY SCHOOL DANDO ROOM NO.-2",871,667,0,1538,482,323,0,805,805,0,8,563,18,196,4,8,0,0,0,0,1,1,5,0,1,805
288,"J.H. SCHOOL DANDO ROOM NO.-3",719,672,0,1391,485,358,0,843,350,0,237,377,16,194,1,2,0,1,0,0,4,2,2,2,5,843
289,"NAGLA PARSI MAZRA DANDO",422,334,0,756,270,161,0,431,321,0,8,279,67,66,3,0,0,0,0,0,3,2,3,0,0,431
290,DANDO,479,358,0,837,251,205,0,456,456,0,11,154,32,250,3,0,0,0,0,0,0,0,2,0,4,456
291,"SINDHAULI KHURD",756,575,0,1331,417,321,0,738,738,0,181,245,207,82,1,6,1,1,1,0,1,0,5,0,7,738
292,"KHIRARI MASTIPUR",805,723,0,1528,331,316,0,647,557,0,224,130,53,213,2,1,0,0,1,2,1,5,4,4,7,647
293,"HAIVTAPUR KOTA",817,687,0,1504,390,341,0,731,731,0,55,369,30,254,4,3,2,1,0,0,0,2,7,3,1,731
294,"NAGLA SARDAR MAZRA KASIMPUR KHUSHIPURA",869,631,0,1500,280,273,0,553,548,0,136,153,14,232,2,1,1,1,0,1,5,5,0,1,1,553
295,"PRIMARY SCHOOL KASIMPUR KHUSHIPURA ROOM NO.-1",801,616,0,1417,387,242,0,629,595,0,44,288,138,131,5,4,0,0,0,1,3,5,3,2,5,629
296,"PRIMARY SCHOOL KASIMPUR KHUSHIPURA ROOM NO.-2",246,212,0,458,180,94,0,274,274,0,6,156,44,62,0,0,0,0,0,1,0,1,1,1,2,274
297,KAKARALI,461,335,0,796,287,196,0,483,369,0,40,238,148,52,0,0,0,0,0,1,0,0,0,2,2,483
298,"BHAMORI KHURD",827,546,0,1373,534,239,0,773,723,0,11,541,43,143,6,2,0,0,0,1,2,10,6,2,6,773
299,"DARI ALAVAPUR",641,465,0,1106,407,283,0,690,686,0,67,444,77,88,0,1,0,0,0,0,3,2,0,3,5,690
300,"PRIMARY SCHOOL BISORA ROOM NO.-2",273,227,0,500,204,126,0,330,324,0,5,244,40,39,0,1,0,1,0,0,0,0,0,0,0,330
301,"PRIMARY SCHOOL BISORA ROOM NO.-2",671,509,0,1180,365,198,0,563,560,0,37,415,35,56,3,0,0,0,0,1,0,4,4,4,4,563
302,RAMNAGAR,692,598,0,1290,315,287,0,602,587,0,99,394,26,61,1,2,0,0,0,0,1,5,2,3,8,602
303,"NINAMAI OJIPUR",619,467,0,1086,364,334,0,698,686,0,166,344,138,41,1,2,0,0,0,0,2,2,1,1,0,698
304,"PRIMARY SCHOOL HUSAINAPUR SHAHAJADAPURROOM NO.-1",669,591,0,1260,307,249,0,556,338,0,30,389,24,96,5,1,1,0,0,0,0,0,2,3,5,556
305,"PRIMARY SCHOOL HUSAINAPUR SHAHAJADAPURROOM NO.-2",526,415,0,941,225,246,0,471,327,0,347,56,18,32,0,1,0,0,0,0,0,1,3,1,12,471
306,"AUDHA KHAIDA",423,370,0,793,355,329,0,684,529,0,282,346,10,41,0,0,0,0,0,1,0,2,0,1,1,684
307,"PRIMARY SCHOOL NAGLA UDYAPUR MAZRASHAHAJAHABAD ROOM NO.-1",606,489,0,1095,258,268,0,526,526,0,188,118,29,171,0,2,0,0,1,4,3,1,3,2,4,526
308,"PRIMARY SCHOOL NAGLA UDYAPUR MAZRASHAHAJAHABAD ROOM NO.-2",639,521,0,1160,241,252,0,493,493,0,46,257,2,162,3,2,0,1,1,0,1,0,6,3,9,493
309,"PRIMARY SCHOOL SIDHOLI KALAN ROOM NO.-1",336,312,0,648,232,195,0,427,427,0,8,222,76,106,4,0,1,0,0,0,1,1,5,1,2,427
310,"PRIMARY SCHOOL SIDHOLI KALAN ROOM NO.-2",190,168,0,358,97,81,0,178,128,0,0,144,25,7,1,1,0,0,0,0,0,0,0,0,0,178
311,"GIRLS PRIMARY SCHOOL RAJAMAU ROOM NO. -1",813,735,0,1548,405,319,0,724,721,0,112,181,192,204,1,5,1,1,0,0,3,6,10,1,7,724
312,"GIRLS PRIMARY SCHOOL RAJAMAU ROOM NO. -2",526,433,0,959,250,152,0,402,402,0,0,242,114,37,0,0,0,0,0,0,1,0,2,2,4,402
313,"GIRLS PRIMARY SCHOOL RAJAMAU ROOM NO. -3",438,380,0,818,186,77,0,263,260,0,4,154,72,25,0,0,1,0,1,0,0,1,1,0,4,263
314,"BHUDIYA MAZRA KASER",451,315,0,766,287,217,0,504,502,0,3,244,224,18,2,0,1,0,0,0,1,1,3,5,2,504
315,MUJFARA,389,345,0,734,281,209,0,490,488,0,9,325,132,19,1,0,0,0,0,0,0,0,1,2,1,490
316,"GIRLS PRIMARY SCHOOL KASER ROOM NO. -1",699,517,0,1216,406,297,0,703,676,0,262,275,107,45,3,0,1,0,0,0,2,0,1,0,7,703
317,"GIRLS PRIMARY SCHOOL KASER ROOM NO. -2",678,543,0,1221,362,271,0,633,631,0,26,272,260,61,5,0,0,0,0,0,0,1,3,4,1,633
318,"PRIMARY SCHOOL JIROLI ROOM NO.-1",384,451,0,835,110,43,0,153,110,0,2,56,4,85,0,0,0,0,1,0,0,1,3,1,0,153
319,JIROLI,509,393,0,902,322,218,0,540,130,0,5,454,20,41,2,0,0,0,0,1,1,4,1,4,7,540
320,JIROLI,520,502,0,1022,300,228,0,528,528,0,243,196,56,30,0,0,0,0,0,0,0,1,0,1,1,528
321,"PRIMARY SCHOOL JIROLI ROOM NO.-2",562,477,0,1039,257,167,0,424,420,0,63,120,117,117,0,0,1,0,1,0,0,1,2,0,2,424
322,RAMNAGLA,773,646,1,1420,383,193,0,576,564,0,22,353,96,82,2,1,1,1,0,0,0,4,6,3,5,576
323,"PAINDRA NAVAVAPUR",479,409,0,888,268,182,0,450,449,0,78,227,4,131,3,1,0,1,0,0,1,1,1,0,2,450
324,"KASIMAPUR  KASER",662,597,0,1259,369,231,0,600,636,0,64,450,43,35,0,0,0,0,2,1,1,1,1,0,2,600
325,SAMAINATATARAPUR,366,320,0,686,181,112,0,293,250,0,12,177,24,68,1,3,0,0,0,0,2,2,1,2,1,293
326,"NAGLALALJEET MAZRA SAMAINATATARAPUR",169,160,0,329,126,104,0,230,227,0,4,7,27,191,0,0,1,0,0,0,0,0,0,0,0,230
327,"NAGLA MEVA MAZRA SAMAINA TATARPUR",898,670,0,1568,540,286,0,826,824,0,41,526,49,177,3,4,1,1,0,0,5,2,8,2,7,826
328,BAJIDAPUR,621,519,2,1142,333,272,0,605,600,0,282,170,35,100,2,3,0,0,2,0,1,3,3,0,4,605
329,BHAY,537,540,0,1077,432,331,0,763,710,0,53,684,12,11,0,0,0,0,0,0,0,0,1,0,2,763
330,"AJAVAIN DHER",630,469,0,1099,405,303,0,708,400,0,50,611,8,1,5,0,1,0,0,0,5,2,2,7,16,708
331,"GULARIYA MAZRA  BONAI",827,650,0,1477,467,248,0,715,712,0,34,530,41,82,3,0,1,0,0,0,0,2,3,7,12,715
332,BONAI,866,652,0,1518,260,211,0,471,471,0,132,54,8,249,3,3,2,2,0,0,0,1,8,2,7,471
333,SIKANDARAPUR,162,151,0,313,100,105,0,205,182,0,71,91,10,31,0,0,0,0,0,0,0,0,1,0,1,205
334,"KAKA BEGAPUR",472,405,0,877,337,238,0,575,350,0,7,478,22,54,0,1,0,0,3,1,1,2,3,2,1,575
335,"PRIMARY SCHOOL NAH ROOM NO.-1",614,502,0,1116,386,281,0,667,667,0,61,327,7,239,2,5,0,1,2,0,5,4,5,5,4,667
336,"PRIMARY SCHOOL NAH ROOM NO.-2",724,547,0,1271,346,243,0,589,574,0,379,140,2,50,4,0,0,1,0,0,2,0,4,2,5,589
337,"PRIMARY SCHOOL ALMAPUR FATEHAPUR ROOM NO.-1",322,269,0,591,157,107,0,264,244,0,4,190,32,29,2,3,0,0,0,0,1,1,0,0,2,264
338,"NAGLA LALE MAZRA ALMAPUR FATEHAPUR",346,259,0,605,232,144,0,376,376,0,8,292,19,52,0,1,0,0,0,0,0,0,0,2,2,376
339,"PRIMARY SCHOOL ALMAPUR FATEHAPUR ROOM NO.-2",752,602,0,1354,302,275,0,577,577,0,397,56,18,89,1,2,0,0,0,1,2,2,4,1,4,577
340,"NAGLA GIRVAR MAZRA NAGLIYA JAHAR",582,469,0,1051,297,245,0,542,534,0,106,236,34,151,2,3,1,0,0,0,2,0,4,3,0,542
341,"NAGLIYA JAHAR",592,524,0,1116,332,271,0,603,603,0,21,383,110,62,2,4,1,1,1,0,6,3,1,2,6,603
342,"PRIMARY SCHOOL SIHANI FARIDPUR ROOM NO.-1",652,568,0,1220,334,313,0,647,640,0,242,235,63,92,1,0,0,0,0,0,0,0,2,5,7,647
343,"PRIMARY SCHOOL SIHANI FARIDPUR ROOM NO.-2",580,508,0,1088,275,181,0,456,456,0,13,337,33,63,1,1,0,1,1,0,2,1,2,1,0,456
344,RANAMOCHNA,590,500,0,1090,348,283,0,631,475,0,59,280,122,155,4,2,2,0,0,0,2,2,0,2,1,631
345,"PRIMARY SCHOOL LAHARA SALEMPUR  NO.-1",748,632,0,1380,313,234,0,547,247,0,181,155,61,130,3,0,0,1,1,0,0,1,8,3,3,547
346,"PRIMARY SCHOOL LAHARA SALEMPUR  NO.-2",525,455,0,980,237,192,0,429,425,0,229,147,8,38,0,1,0,0,0,0,0,0,1,1,4,429
347,GOVLA,307,230,0,537,185,151,0,336,332,0,2,219,65,43,0,3,0,0,0,0,0,0,4,0,0,336
348,GIRDHARAPUR,375,326,0,701,237,213,0,450,450,0,17,337,63,18,1,1,0,0,0,0,1,2,1,3,6,450
349,"MOHKAMPUR TALU. DADO",528,436,0,964,336,236,0,572,572,0,11,429,84,34,2,2,0,0,0,1,3,1,3,2,0,572
350,"NAGLA SADAK MAZRA SANKARA",810,675,0,1485,555,393,0,948,892,0,29,703,67,115,4,2,0,1,2,0,6,3,8,5,3,948
