"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK KUMAR KANNAOUJIYA","2 - CHHOTELAL","3 - PAKAUDI LAL KOL","4 - BHAGWATI PRASAD CHAUDHARY","5 - SHARADA PRASAD","6 - GUN DEVI GYANI DEVI","7 - S. R. DARAPURI","8 - MANGOI","9 - RAVI SHANKAR KANNAUJIA","10 - RAJKUMAR","11 - SHANKAR KOL","12 - ARUN SINGH CHERO","13 - RAMBRIKSHA","14 - LAWRENCE ANTHONY","15 - None of the Above","Total Votes Secured"
199,"KATWA MAFI",555,423,0,978,298,190,0,488,488,0,2,128,132,4,161,41,1,0,3,2,1,4,2,3,4,488
200,VISHUNAPURA,422,350,0,772,265,220,0,485,485,0,15,378,44,3,15,0,3,3,17,1,0,2,1,2,1,485
201,MANKAPDA,664,539,0,1203,376,276,0,652,652,0,11,299,21,10,254,2,13,8,16,2,0,2,4,2,8,652
202,PANDRIYA,438,353,0,791,283,206,0,489,489,0,13,347,50,18,15,2,3,3,11,1,16,0,8,1,1,489
203,PALPUR,593,506,0,1099,333,256,0,589,589,0,10,171,169,11,187,2,1,2,16,1,2,3,1,4,9,589
204,"AMRA UTARI",638,530,0,1168,405,333,0,738,738,0,15,482,137,12,31,27,1,2,6,0,1,2,9,2,11,738
205,"AMRA UTARI",411,350,0,761,219,186,0,405,405,0,7,99,83,11,151,27,2,2,5,0,1,1,6,0,10,405
206,VIJAYPURAWA,379,294,0,673,197,155,0,352,352,0,2,104,79,8,61,67,5,0,2,0,0,0,2,8,14,352
207,BUDHAVAL,427,360,0,787,325,231,0,556,556,0,3,79,111,7,345,1,3,0,0,2,3,0,0,0,2,556
208,"BHAREHATA KALA",355,336,0,691,244,169,0,413,413,0,11,183,102,45,51,4,2,1,4,0,1,1,3,2,3,413
209,SIKANDARPUR,875,700,0,1575,510,436,0,946,946,0,15,402,231,12,204,18,0,0,13,1,0,2,5,10,33,946
210,SIKANDARPUR,417,360,0,777,240,178,0,418,418,0,5,287,59,6,49,5,1,0,1,0,0,2,1,1,1,418
211,SIKANDARPUR,485,380,0,865,297,222,0,519,519,0,9,161,184,7,137,1,1,2,11,1,0,0,1,0,4,519
212,SIKANDARPUR,765,602,0,1367,454,326,0,780,780,0,12,457,171,10,80,9,2,2,10,0,3,1,5,5,13,780
213,SIKANDARPUR,638,553,0,1191,403,339,0,742,742,0,5,175,262,22,250,5,0,0,5,0,2,1,4,2,9,742
214,BHISHMAPUR,512,367,0,879,211,311,0,522,522,0,11,256,183,7,48,2,4,0,3,1,0,0,2,1,4,522
215,BHISHMAPUR,513,393,0,906,266,198,0,464,464,0,18,261,69,8,81,1,0,1,2,3,4,0,3,1,12,464
216,BHISHAMAPUR,900,729,0,1629,495,411,0,906,906,0,8,294,197,11,363,3,0,5,2,0,1,2,4,2,14,906
217,BHISHAMAPUR,754,563,1,1318,381,290,0,671,671,0,8,317,217,24,87,1,0,0,5,2,0,4,3,2,1,671
218,GAYAGHATH,719,671,0,1390,499,426,0,925,925,0,5,281,216,11,353,2,19,3,1,1,12,2,7,7,5,925
219,"ALIPUR BHAGDA",661,600,0,1261,352,269,0,621,621,0,12,305,20,6,196,3,45,1,6,5,3,1,7,7,4,621
220,JIYANPURA,535,452,0,987,345,265,0,610,610,0,4,209,140,3,237,1,4,2,0,3,0,6,1,0,0,610
221,KUSAHI,695,629,0,1324,421,373,0,794,794,0,7,234,370,17,89,5,19,3,6,1,3,4,10,12,14,794
222,GSNESHPUR,783,702,0,1485,458,385,0,843,843,0,14,253,85,12,409,8,11,1,3,1,17,2,6,7,14,843
223,HINAUTI,417,358,0,775,221,218,0,439,439,0,9,228,125,19,17,1,19,2,2,0,2,0,7,5,3,439
224,MUBARKPUR,385,349,0,734,201,187,0,388,388,0,11,211,114,12,5,3,9,2,3,0,0,1,7,2,8,388
225,RATIGADH,533,418,0,951,283,219,0,502,502,0,19,216,74,7,74,1,58,1,5,4,6,2,16,13,6,502
226,MUBARKPUR,710,630,0,1340,496,362,0,858,858,0,7,153,517,12,129,5,1,2,1,1,4,2,5,3,16,858
227,PIROJAPUR,378,333,0,711,254,235,0,489,489,0,12,152,265,6,28,1,3,1,3,0,0,3,3,1,11,489
228,PACHAFEDIYA,433,401,0,834,305,226,0,531,531,0,5,98,299,1,119,1,3,0,1,1,1,1,1,0,0,531
229,RAGHUNATHPUR,566,509,0,1075,367,271,0,638,638,0,7,440,8,18,149,3,1,2,2,0,0,2,4,1,1,638
230,TILAURI,679,577,0,1256,416,380,0,796,796,0,6,491,208,9,39,2,0,5,23,1,0,1,4,2,5,796
231,SONAHUL,872,705,1,1578,537,445,0,982,982,0,11,347,22,5,576,4,4,1,5,1,0,0,2,1,3,982
232,CHAKIA,698,604,0,1302,343,278,0,621,621,0,4,301,258,25,13,6,0,0,9,0,0,0,2,0,3,621
233,CHAKIA,609,542,0,1151,376,233,0,609,609,0,4,448,120,4,8,0,6,2,16,0,0,0,1,0,0,609
234,CHAKIA,678,597,0,1275,370,295,0,665,665,0,14,386,102,6,138,2,1,1,8,0,0,2,1,2,2,665
235,CHAKIA,586,534,0,1120,355,303,0,658,658,0,14,411,26,8,180,1,3,2,4,0,1,1,3,2,2,658
236,CHAKIA,389,362,0,751,241,217,0,458,458,0,6,42,4,4,378,4,1,5,2,1,2,3,1,4,1,458
237,CHAKIA,751,607,0,1358,359,300,0,659,659,0,7,377,52,3,189,3,2,0,6,3,5,0,2,3,7,659
238,CHAKIA,819,667,0,1486,355,395,0,750,750,0,11,657,36,12,19,1,0,0,5,2,1,0,1,0,5,750
239,CHAKIA,508,396,0,904,258,170,0,428,428,0,15,327,47,11,13,1,0,2,0,1,0,1,1,2,7,428
240,CHAKIA,879,759,0,1638,341,227,0,568,568,0,3,466,50,14,19,2,0,1,8,0,0,1,1,0,3,568
241,CHKIA,650,503,0,1153,236,166,0,402,402,0,8,190,58,14,113,0,3,0,2,1,1,2,0,5,5,402
242,CHAKIA,543,459,0,1002,253,220,0,473,473,0,12,353,80,3,8,1,0,1,4,0,0,2,4,1,4,473
243,CHAKIA,734,542,0,1276,324,296,0,620,620,0,15,487,66,7,17,2,1,1,0,1,3,2,3,5,10,620
244,MUHAMMDABAD,684,589,0,1273,294,231,0,525,525,0,5,409,65,7,13,2,2,2,3,1,3,1,4,2,6,525
245,MUHAMMADPUR,412,296,0,708,211,152,0,363,363,0,10,254,21,4,62,1,0,0,3,1,1,1,4,0,1,363
246,MAGARAUR,598,449,0,1047,338,256,0,594,16,319,16,319,156,12,60,4,1,2,2,0,1,1,3,5,12,594
247,GANDINAGAR,841,663,0,1504,518,408,0,926,926,0,29,302,57,10,470,3,12,7,5,1,6,2,7,4,11,926
248,SADUPUR,702,594,0,1296,423,318,0,741,741,0,9,357,88,13,209,4,11,7,10,3,4,1,8,3,14,741
249,SAIDUPUR,692,581,0,1273,388,290,0,678,678,0,18,405,31,13,136,6,9,9,15,3,12,5,6,1,9,678
250,SARAIYA,661,546,0,1207,380,311,0,691,691,0,13,442,112,8,87,2,1,0,8,0,3,0,6,4,5,691
251,SIHAR,748,588,0,1336,319,256,0,575,575,0,11,244,115,7,159,3,2,4,1,1,3,1,5,7,12,575
252,KHARAUJHA,757,576,0,1333,411,316,0,727,727,0,7,392,81,6,206,4,4,2,4,1,0,4,4,3,9,727
253,BASATHI,267,218,0,485,149,114,0,263,263,0,4,84,68,4,90,0,0,0,5,0,1,2,2,1,2,263
254,BASATHI,362,315,0,677,181,138,0,319,319,14,14,194,64,1,40,0,0,0,3,0,0,0,1,1,1,319
255,SULTANPUR,394,299,0,693,248,221,0,469,469,0,10,263,16,2,168,0,2,3,0,0,0,0,2,0,3,469
256,SULTANPUR,489,420,0,909,303,270,0,573,573,0,6,188,91,4,244,6,3,1,4,2,4,3,5,3,9,573
257,BANRASIYA,663,531,0,1194,388,321,0,709,709,0,12,307,92,11,263,1,1,1,1,3,2,1,5,4,5,709
258,ARJIKALA,382,333,0,715,225,202,0,427,427,0,17,279,65,3,39,2,1,1,1,0,2,1,5,4,7,427
259,ARJIKHURD,243,193,0,436,140,126,0,266,266,0,1,36,121,2,92,4,1,2,0,0,0,1,0,2,4,266
260,BELAVAR,460,403,0,863,246,240,0,486,486,0,3,7,186,10,252,7,2,4,4,3,2,0,0,3,3,486
261,RAMSHALA,427,354,0,781,254,205,0,459,459,0,13,277,85,7,35,0,10,4,5,1,2,3,4,7,6,459
262,USRI,246,223,0,469,163,141,0,304,304,0,10,212,41,8,11,1,1,6,6,0,5,0,3,0,0,304
263,SHAHAPUR,641,545,0,1186,350,344,0,694,694,0,12,158,70,7,352,7,15,3,39,3,1,2,7,7,11,694
264,DHANNIPUR,484,376,0,860,339,270,0,609,609,0,17,97,245,9,195,3,2,1,2,3,7,2,6,1,19,609
265,KAUDIHAR,752,617,0,1369,470,392,0,862,862,0,28,193,220,11,374,5,6,9,4,1,0,2,3,5,1,862
266,PITEPUR,825,692,0,1517,555,342,0,897,897,0,19,369,161,6,284,1,1,3,7,4,7,4,7,9,15,897
267,GARLA,742,659,0,1401,405,330,0,735,735,0,22,293,133,6,236,3,4,1,0,0,7,7,9,3,11,735
268,MAHADEVPUR,512,470,1,983,317,296,0,613,613,0,14,277,11,4,294,1,2,3,2,1,1,0,0,1,2,613
269,BALIYAKALA,431,393,0,824,277,214,0,491,491,0,10,211,77,2,159,1,0,1,1,1,3,2,7,3,13,491
270,BALIYAKHURD,476,417,0,893,296,238,0,534,534,0,18,350,66,8,69,1,0,3,1,2,4,1,6,3,2,534
271,BALIYAKALA,662,598,0,1260,359,348,0,707,707,0,17,356,49,10,165,4,45,6,4,2,11,8,11,9,10,707
272,BALIYAKALA,524,446,0,970,298,196,0,494,494,0,9,408,34,9,17,0,0,0,2,2,1,4,1,3,4,494
273,JOGIYAKALA,198,193,0,391,152,121,0,273,273,0,4,60,204,2,0,0,0,1,0,1,0,0,0,1,0,273
274,NAUDIHA,568,528,0,1096,305,350,0,655,655,0,17,311,248,16,42,0,0,0,2,0,2,2,8,0,7,655
275,CHATURIPURKALA,463,400,0,863,224,184,0,408,408,0,9,188,43,10,108,0,7,4,1,3,5,1,10,5,14,408
276,"AMRA DAKSHINI",847,706,0,1553,651,257,0,908,908,0,11,280,317,9,159,8,42,8,6,6,9,6,16,16,15,908
277,LATHIYAKALA,587,520,0,1107,387,325,0,712,712,0,8,189,177,14,293,9,3,2,0,1,1,3,6,2,4,712
278,DAUDPUR,662,585,0,1247,370,328,0,698,698,0,3,112,210,8,343,1,0,5,1,2,0,0,3,3,7,698
279,SHIKARGANJ,738,608,0,1346,406,345,0,751,751,0,14,351,124,2,238,0,2,1,4,1,3,0,6,1,4,751
280,SHIKARGANJ,380,323,0,703,272,230,0,502,502,0,5,135,59,5,258,6,1,4,2,0,1,2,8,5,11,502
281,MUDAHUA,667,588,0,1255,413,335,0,748,748,0,11,169,374,2,175,1,2,2,0,2,0,0,1,9,0,748
282,BODLAPUR,749,664,0,1413,402,368,0,770,770,0,9,91,494,7,140,2,2,5,2,1,4,1,3,4,5,770
283,PURANADIH,545,454,0,999,244,182,0,426,426,0,11,185,68,5,125,0,4,3,2,2,2,3,6,3,7,426
284,PURANADIH,458,316,0,774,196,136,0,332,7,94,7,94,148,7,69,1,2,0,0,0,1,0,1,0,2,332
285,NEVJGANJ,847,709,0,1556,481,364,0,845,845,12,12,466,79,5,262,4,0,3,6,0,1,1,0,0,6,845
286,DUBEPURMAFI,273,229,0,502,169,119,0,288,288,0,3,144,118,3,14,1,1,0,0,1,0,1,1,0,1,288
287,DUBEPURMAFI,659,545,0,1204,420,347,0,767,767,0,10,177,183,11,355,4,1,3,1,3,2,0,1,5,11,767
288,BHABHURA,621,505,0,1126,300,295,0,595,595,0,18,291,265,0,9,1,4,2,2,0,1,0,1,0,1,595
289,BHABHURA,300,222,0,522,183,137,0,320,320,0,7,119,39,7,142,1,0,0,3,0,1,1,0,0,0,320
290,"RAMPUR KALA",435,345,0,780,267,210,0,477,477,0,10,194,37,14,205,2,1,1,1,2,0,3,3,2,2,477
291,MUSAHIBPUR,316,286,0,602,218,200,0,418,418,0,11,41,9,4,311,7,4,4,2,1,1,2,0,6,15,418
292,MUJAFFARPUR,771,610,0,1381,425,377,0,802,802,0,17,122,175,15,448,3,6,2,1,1,4,0,2,2,4,802
293,MUJAFFARPUR,682,555,0,1237,421,355,0,776,776,0,14,479,172,25,53,1,2,2,5,0,2,1,5,2,13,776
294,DIREHU,417,384,0,801,330,144,0,474,474,0,3,193,68,2,182,3,1,3,4,4,0,0,7,0,4,474
295,DIREHU,422,400,0,822,302,278,0,580,580,0,4,232,157,6,149,3,1,1,1,1,3,5,7,2,8,580
296,DIREHU,390,349,0,739,264,242,0,506,506,0,8,135,115,7,200,8,2,2,2,0,3,1,5,5,13,506
297,"DODAPUR MAFI",518,491,0,1009,327,311,0,638,638,0,8,382,57,3,172,2,0,2,1,0,2,2,1,2,4,638
298,GHURAHUPUR,513,431,0,944,301,236,0,537,537,0,26,211,175,10,95,4,5,2,3,1,2,0,0,3,0,537
299,ISRAGODVA,276,240,0,516,184,169,0,353,353,0,2,243,77,2,14,0,0,2,1,0,1,1,4,3,3,353
300,CHHITMPUR,634,559,0,1193,452,323,0,775,775,0,18,333,246,9,117,6,2,3,2,3,3,3,4,9,17,775
301,TALA,349,291,0,640,234,188,0,422,422,0,4,19,148,4,237,3,0,2,0,1,1,1,0,1,1,422
302,DHODHNAPUR,631,568,0,1199,356,289,0,645,645,0,12,191,116,6,297,0,6,1,1,0,3,5,3,3,1,645
303,BANBHISHAMPUR,503,447,0,950,329,267,0,596,596,0,20,220,135,10,174,5,3,1,5,1,4,2,3,3,10,596
304,MUSAKHAD,762,628,0,1390,499,393,0,892,892,0,16,77,367,9,289,11,67,1,15,1,6,5,9,3,16,892
305,MUSAKHAD,247,229,0,476,168,156,0,324,324,0,1,9,99,3,191,6,4,1,0,1,3,0,0,1,5,324
306,MUBARKAPUR,415,341,0,756,276,212,0,488,488,0,5,87,199,2,169,4,1,0,2,0,1,2,4,1,11,488
307,MUBARKAPUR,570,481,0,1051,305,362,0,667,667,0,16,277,191,5,165,1,3,2,1,0,0,0,1,0,5,667
308,JAMASOTI,232,220,0,452,165,152,0,317,317,0,4,25,202,11,50,4,1,0,1,2,0,2,5,2,8,317
309,JAMASOTI,261,216,0,477,146,102,0,248,248,0,3,16,134,5,64,2,0,0,2,0,3,1,8,0,10,248
310,"LAUWARI KHURD",367,320,0,687,214,198,0,412,412,0,8,71,288,12,15,2,1,0,1,2,1,1,2,3,5,412
311,NARKATI,301,240,0,541,199,165,0,364,364,0,3,27,197,13,97,1,9,0,1,2,4,0,3,4,3,364
312,"JAYMOHANI POSTA",404,301,1,706,323,194,0,517,517,0,4,20,240,18,195,11,0,3,1,0,0,3,5,4,13,517
313,MARVATIYA,416,382,0,798,312,253,0,565,565,0,8,117,323,6,98,1,0,1,2,1,3,1,2,1,1,565
314,BODALPUR,317,265,0,582,250,171,0,421,421,0,9,52,206,11,120,2,3,6,1,0,0,0,4,1,6,421
315,AMDAHACHRANAPUR,774,707,0,1481,593,539,0,1132,1132,0,32,233,276,29,509,5,4,3,1,1,10,0,8,3,18,1132
316,GOLABAD,589,524,0,1113,444,253,0,697,697,0,10,80,350,8,213,3,1,1,0,0,4,4,6,6,11,697
317,VINAYKAPUR,185,163,0,348,146,102,0,248,248,0,6,62,5,29,104,2,5,1,3,1,7,6,6,4,7,248
318,AMRITPUR,594,518,0,1112,422,339,0,761,761,0,18,308,67,17,301,2,1,19,3,0,2,2,2,4,15,761
319,DEVKHAT,587,537,0,1124,430,395,0,825,825,0,17,206,201,30,317,6,2,9,2,3,0,1,10,3,18,825
320,ORWATAND,218,177,0,395,159,145,0,304,304,0,13,200,34,0,50,3,1,0,0,1,0,1,1,0,0,304
321,SAMARSADHOPUR,163,122,0,285,117,89,0,206,206,0,4,127,50,1,12,1,1,0,1,0,0,0,4,2,3,206
322,NONVAT,304,267,0,571,225,189,0,414,414,0,8,209,23,10,127,5,2,1,2,1,2,3,6,3,12,414
323,"NAVGARH KHAS",603,502,0,1105,326,225,0,551,551,0,15,409,43,13,49,3,0,3,3,1,1,1,5,2,3,551
324,BAGHI,527,402,1,930,341,247,0,588,588,0,9,411,54,9,73,1,4,1,2,1,3,2,4,3,11,588
325,BAGHI,694,605,0,1299,461,385,0,846,846,0,24,391,149,18,209,8,3,6,5,0,0,2,8,7,16,846
326,MALEWAR,500,428,0,928,280,310,0,590,590,0,11,254,88,8,208,1,1,3,1,1,2,2,2,6,2,590
327,"SEMARA KUSAHI",409,355,0,764,254,232,0,486,486,0,13,224,161,11,56,0,4,3,3,0,3,3,1,1,3,486
328,RITHIYA,530,448,0,978,375,303,0,678,678,0,18,244,173,10,214,4,0,4,2,3,2,1,1,1,1,678
329,LALTAPUR,576,481,0,1057,431,325,0,756,756,0,12,107,428,23,134,3,3,1,2,1,11,2,8,6,15,756
330,DUMARIYA,334,294,0,628,254,218,0,472,472,0,1,37,186,8,226,2,1,1,0,1,0,3,2,1,3,472
331,"DEWARI KALA",284,261,0,545,180,175,0,355,355,0,5,85,223,3,31,1,0,0,0,0,0,1,1,2,3,355
332,MAGRAHI,263,234,0,497,164,194,0,358,358,0,7,176,137,6,9,1,0,0,2,0,1,1,2,2,14,358
333,PADHOUTI,187,170,0,357,145,131,0,276,276,0,3,135,23,0,110,0,1,0,0,0,1,0,0,3,0,276
334,CHIKANI,271,250,0,521,210,167,0,377,377,0,4,97,132,7,102,1,2,15,4,0,0,1,6,1,5,377
335,JHUMARIYA,231,239,0,470,179,181,0,360,360,0,8,29,109,5,197,2,4,1,0,0,1,0,1,1,2,360
336,"UDITPUR SURA",356,300,0,656,235,199,0,434,434,0,6,71,220,22,98,2,1,0,0,0,0,1,5,1,7,434
337,CHUPEPUR,416,348,0,764,256,211,0,467,467,0,5,56,167,75,114,5,2,1,4,1,10,5,5,3,14,467
338,BOJH,832,759,0,1591,532,454,0,986,986,0,31,150,270,55,409,2,12,0,4,4,19,4,8,6,12,986
339,"HARIYA BADH",726,543,0,1269,422,262,0,684,684,0,13,101,312,15,197,5,0,2,3,2,5,4,4,6,15,684
340,PIPRAHI,483,406,0,889,335,283,0,618,618,0,11,128,73,15,340,6,30,2,2,2,1,2,4,2,0,618
341,MAJHGAWAV,303,250,0,553,177,145,0,322,322,0,1,61,123,9,60,4,45,3,0,2,1,0,3,6,4,322
342,TENDUA,358,325,0,683,250,243,0,493,493,0,4,32,124,9,278,4,2,1,1,1,5,2,4,8,18,493
343,MAJHGAWAVA,575,529,0,1104,391,291,0,682,682,0,11,264,203,17,113,23,9,4,2,2,20,1,5,2,6,682
344,MAJHGAWAVA,590,550,0,1140,344,302,0,646,646,0,12,201,148,99,124,13,6,2,4,3,6,4,7,2,15,646
345,JAIMOHANI,642,553,0,1195,317,281,0,598,598,0,4,160,178,43,160,7,1,1,2,3,6,8,4,9,12,598
346,JAIMOHANI,565,493,0,1058,354,237,0,591,591,0,7,321,63,26,93,4,3,1,0,4,45,1,5,3,15,591
347,VISHESERPUR,682,578,0,1260,372,319,0,691,691,0,17,226,102,98,144,4,9,5,3,3,7,12,12,13,36,691
348,THATHWA,391,340,0,731,265,250,0,515,515,0,6,142,93,10,217,25,1,1,3,0,4,2,4,2,5,515
349,MAJHGAI,519,435,0,954,369,370,0,739,739,0,6,141,385,14,157,4,2,5,1,1,2,1,4,1,15,739
350,MAJHGAI,186,175,0,361,122,114,0,236,236,0,2,42,79,10,92,1,1,0,0,0,0,1,0,2,6,236
351,DEURA,406,334,0,740,272,209,0,481,481,0,6,110,219,5,125,2,2,1,0,0,1,4,1,1,4,481
352,BHAISODA,451,314,0,765,173,134,0,307,307,0,6,36,109,50,49,4,42,2,0,0,0,1,2,4,2,307
353,JARHAR,508,447,0,955,381,318,0,699,699,0,13,277,190,19,133,4,6,1,3,1,27,16,3,2,4,699
354,JAMSOT,392,311,0,703,291,231,0,522,522,0,24,330,57,2,74,1,1,1,2,1,3,1,4,5,16,522
355,GAIHILA,413,290,1,704,241,149,0,390,390,0,9,93,130,7,134,0,3,0,0,1,2,2,3,2,4,390
356,DHANKUARIKALA,446,347,0,793,286,222,0,508,508,0,5,90,221,15,146,2,2,4,0,5,3,7,4,0,4,508
357,KESAR,393,338,0,731,285,221,0,506,506,0,8,167,119,8,152,4,3,0,3,3,6,8,4,5,16,506
358,BARGADH,429,344,0,773,326,277,0,603,603,0,8,118,222,11,188,5,2,1,1,3,8,4,7,5,20,603
359,NARWADAPUR,477,393,0,870,338,287,0,625,625,0,12,43,198,9,317,3,4,1,1,0,6,4,8,2,17,625
360,HANUMANPUR,187,171,0,358,123,98,0,221,221,0,4,124,68,2,14,0,0,0,0,1,0,3,3,1,1,221
361,JANAKPUR,288,220,0,508,195,150,0,345,345,0,5,30,6,3,295,0,3,0,0,0,1,0,1,1,0,345
362,SONWAR,747,590,0,1337,389,227,0,616,616,0,4,128,242,98,96,5,2,2,11,4,1,3,5,3,12,616
363,SONWAR,364,300,0,664,224,167,0,391,391,0,2,90,41,10,221,6,3,0,1,1,5,2,2,2,5,391
364,SUMSERPUR,491,439,0,930,324,263,0,587,587,0,15,97,168,16,251,0,15,3,1,2,0,4,7,4,4,587
365,SUMSERPUR,159,145,0,304,62,60,0,122,122,0,4,68,14,6,25,1,0,0,0,0,0,0,3,0,1,122
366,DEVDATPUR,543,477,0,1020,376,315,0,691,691,0,32,234,160,16,204,3,4,4,2,3,4,5,4,5,11,691
367,HARDAHAWA,219,203,0,422,122,105,0,227,227,0,8,130,58,4,19,1,2,0,0,0,0,0,3,0,2,227
368,PARSAHVA,296,265,0,561,198,190,0,388,388,0,8,33,63,36,52,0,1,1,1,1,3,186,1,0,2,388
369,CHAKARGHATTA,551,476,0,1027,293,266,0,559,559,0,13,140,152,44,44,2,8,1,3,8,27,68,14,9,26,559
370,BARBASPUR,397,370,0,767,245,188,0,433,433,0,16,93,207,14,90,3,0,1,0,1,1,4,1,0,2,433
371,GANGAPUR,505,424,0,929,294,254,0,548,548,0,11,222,141,33,40,4,4,5,6,1,26,20,9,9,17,548
372,BAJARDEEHA,702,588,0,1290,406,336,0,742,742,0,26,165,272,34,75,6,6,5,7,9,44,29,16,15,33,742
373,BARAVADUH,515,433,0,948,318,245,0,563,563,0,14,160,60,172,120,5,1,1,3,0,3,6,4,3,11,563
374,LACHHIMANPUR,317,295,0,612,196,175,0,371,371,0,5,65,77,49,102,3,3,3,0,0,0,54,3,1,6,371
375,BHATAWADIH,176,162,0,338,102,82,0,184,184,0,3,35,16,31,87,7,0,0,0,2,0,1,0,0,2,184
376,PACHAKEDIYA,470,380,0,850,280,223,0,503,503,0,15,227,174,15,56,1,1,0,0,0,5,1,4,1,3,503
