"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ARUN SHANKAR SHUKLA","2 - BRAJESH PATHAK","3 - SUKHDEV","4 - SWAMI SACHCHIDANAND HARI SAKSHI","5 - SUMIT TEWARI","6 - ANIL KUMAR MISHRA","7 - SHALU DHARMENDRA","8 - ANIL KUMAR CHAUDHARY","9 - ANNU TANDON","10 - ARVIND KUMAR","11 - ROOP NARAYAN SINGH","12 - GIRJA SHANKAR RAJU","13 - SHIVNATH","14 - RAKESH KUMAR","15 - ANIL KUMAR","16 - RAMESHWAR","17 - MOHAMMAD AMIR KHAN","18 - RAJNIKANT","19 - SHIVKANT","20 - AKHILESH KUMAR","21 - CHETRAM PASI","22 - None of the Above","Total Votes Secured"
273,"PRATHMIK VIDYALAYA  SUMERPUR",419,347,0,766,183,173,0,356,351,0,20,45,2,226,2,2,0,4,35,1,0,2,1,0,1,3,4,0,4,3,0,1,356
274,"PRATHMIK VIDYALAYA KEERATPUR",458,399,0,857,257,161,0,418,245,0,41,49,1,217,0,0,0,2,93,0,0,4,1,1,0,2,0,2,0,2,3,0,418
275,"PRATHMIK VIDYALAYA TAJAKPUR",492,439,0,931,238,254,0,492,148,0,100,39,1,279,0,1,1,2,55,1,0,2,0,1,0,0,1,1,1,6,0,1,492
276,"PRATHMIK VIDYALAYA KALANI",551,502,0,1053,298,267,0,565,364,0,203,66,3,157,5,4,2,2,87,3,1,8,0,3,8,6,0,3,1,1,0,2,565
277,"PRATHMIK VIDYALAYA ROOM NO. 1 JAMINPUR",718,644,0,1362,337,272,0,609,259,0,29,100,4,372,2,0,2,26,53,0,3,9,0,1,1,4,0,1,0,2,0,0,609
278,"PRATHMIK VIDYALAYA ROOM NO. 2 JAMINPUR",681,565,0,1246,256,234,0,490,410,0,76,10,3,321,3,2,2,4,40,5,1,6,0,2,2,3,2,0,1,4,1,2,490
279,"PRATHMIK VIDYALAYA MAVAIYA",567,480,0,1047,267,282,0,549,237,0,193,67,0,220,0,0,2,1,48,1,1,2,1,0,0,3,0,2,2,4,2,0,549
280,"PRATHMIK VIDYALAYA  CHAINPUR",527,435,0,962,248,194,0,442,318,0,51,59,5,233,0,0,2,6,73,3,1,2,0,1,2,1,0,0,1,0,1,1,442
281,"PRATHMIK VIDYALAYA  CHOTIHA MAJRA CHAINPUR",429,397,0,826,221,223,0,444,309,0,86,34,1,272,2,1,1,3,21,3,0,2,1,1,1,2,5,0,5,2,0,1,444
282,"PRATHMIK VIDYALAYA MURATPUR MAJRA CHAINPUR",677,578,0,1255,336,256,0,592,471,0,49,84,6,314,1,3,3,6,83,2,2,12,0,5,2,3,3,0,1,7,4,2,592
283,"PRATHMIK VIDYALAYA NARIKHERA",594,517,0,1111,279,224,0,503,467,0,38,158,5,226,4,1,1,2,38,2,1,2,3,4,4,6,1,3,2,1,0,1,503
284,"PRATHMIK VIDYALAYA DUBEPUR",640,580,0,1220,285,276,0,561,428,0,114,90,3,245,3,2,0,9,62,0,0,7,2,2,3,6,0,4,2,5,0,2,561
285,"PRATHMIK VIDYALAYA JALAPUR",611,560,0,1171,293,293,0,586,391,0,26,70,5,297,4,2,4,4,131,2,0,2,2,1,2,3,4,1,10,5,4,7,586
286,"PRATHMIK VIDYALAYA JANGAL KALA",468,419,0,887,229,221,0,450,336,0,130,54,3,198,1,0,1,3,24,3,0,0,2,0,2,5,2,7,7,3,1,4,450
287,"PRATHMIK VIDYALAYA AKATHI",271,226,0,497,120,128,0,248,148,0,14,23,0,151,2,0,0,1,42,1,1,1,1,3,1,1,0,0,0,2,2,2,248
288,"PRATHMIK VIDYALAYA NARHARPUR",370,341,0,711,177,171,0,348,261,0,62,89,2,136,1,1,2,4,36,1,0,0,1,2,0,3,0,3,2,1,1,1,348
289,"PRATHMIK VIDYALAYA  BHATKHERWA",286,239,0,525,120,106,0,226,193,0,42,38,0,103,0,0,0,2,31,0,1,3,0,0,1,1,0,2,0,0,1,1,226
290,"GANGENDRA JI SARASWATI JUNIOR HIGH SCHOOL ROOM NO. 1 MANIKAPUR",490,411,0,901,256,198,0,454,310,0,38,46,1,214,1,0,1,5,129,4,0,2,0,2,2,1,1,1,1,0,3,2,454
291,"GANGENDRA JI SARASWATI JUNIOR HIGH SCHOOL ROOM NO. 2 MANIKAPUR",439,362,1,802,219,130,0,349,216,0,57,26,1,128,0,0,0,4,124,0,1,1,0,1,1,1,0,0,1,2,0,1,349
292,"GANGENDRA JI SARASWATI JUNIOR HIGH SCHOOL ROOM NO. 3 MANIKAPUR",822,702,0,1524,353,348,0,701,517,0,110,113,1,357,2,0,0,5,83,3,2,6,1,2,3,4,2,3,0,1,0,3,701
293,"PRATHMIK VIDYALAYA NORTH SARAANYA MANIHAR",305,272,0,577,129,147,0,276,137,0,17,32,2,161,0,1,0,3,47,0,0,1,3,0,0,2,2,0,1,2,0,2,276
294,"PRATHMIK VIDYALAYA SOUTH SARAANYA MANIHAR",478,402,0,880,224,192,0,416,306,0,67,86,0,169,3,0,0,3,74,3,0,4,1,0,1,1,0,0,1,1,0,2,416
295,"PRATHMIK VIDYALAYA RAMPUR KHARAHI",544,445,0,989,270,272,0,542,383,0,62,29,3,344,1,1,1,3,70,1,0,5,1,2,2,5,0,2,3,4,1,2,542
296,"PRATHMIK VIDYALAYA BARGADAHA DIGGHI EAST",300,290,1,591,156,151,0,307,267,0,58,26,1,164,1,1,0,5,39,1,0,0,1,2,1,1,1,0,1,2,1,1,307
297,"PRATHMIK VIDYALAYA BARGADHA DIGGHI WEST",475,388,0,863,233,179,0,412,342,0,92,14,5,240,1,1,0,1,37,2,0,4,1,0,1,2,1,2,0,2,2,4,412
298,"SHRI B.B. SINGH INTER OLLEGE VAJIDPUR",514,440,0,954,247,226,0,473,269,0,174,31,0,231,0,1,1,4,19,2,0,0,2,0,0,2,0,1,0,2,0,3,473
299,"PRATHMIK VIDYALAYA SANJHAMAU",622,511,0,1133,311,257,0,568,487,0,161,34,1,279,1,2,2,3,31,1,4,6,4,0,2,6,2,7,10,4,0,8,568
300,"UCHCHA PRATHMIK VIDYALAYA EAST KUMBHI",826,693,0,1519,374,327,0,701,364,0,138,172,0,280,0,0,0,3,97,3,0,1,1,1,1,1,0,1,1,1,0,0,701
301,"UCHCHA PRATHMIK VIDYALAYA WEST KUMBHI",647,527,0,1174,300,215,0,515,482,0,56,197,0,192,2,1,0,6,45,1,0,2,1,1,1,2,1,1,1,2,2,1,515
302,"PRATHMIK VIDYALAYA  AKBERPUR",717,677,0,1394,368,330,0,698,316,0,209,146,4,185,2,3,3,9,81,3,0,3,2,3,5,15,3,6,3,5,2,6,698
303,"PRATHMIK VIDYALAYA TALIHAI",541,493,0,1034,301,307,0,608,497,0,45,48,4,371,4,0,2,8,89,3,3,10,2,1,2,2,0,5,0,3,4,2,608
304,"PRATHMIK VIDYALAYA PAHADIKHERA MAJRA BARDAHA",644,549,0,1193,340,234,0,574,368,0,69,153,1,230,4,1,2,3,89,4,0,0,1,0,1,3,3,1,3,1,2,3,574
305,"PRATHMIK VIDYALAYA BARDAHA",821,652,0,1473,340,257,0,597,314,0,148,103,1,249,2,1,3,7,61,3,0,1,0,0,0,3,2,2,4,2,1,4,597
306,"PRATHMIK VIDYALAYA RAJAPUR PIPRAHA",467,419,0,886,286,200,0,486,403,0,22,72,6,278,0,0,2,6,81,3,0,4,0,1,2,2,1,1,1,1,2,1,486
307,"PRATHMIK VIDYALAYA LALGANJ",567,502,0,1069,299,281,0,580,316,0,226,125,0,50,2,1,0,10,123,0,0,3,2,2,1,14,2,8,3,3,0,5,580
308,"PRATHMIK VIDYALAYA NASIRPUR",816,698,0,1514,362,360,0,722,471,0,126,121,3,313,3,0,1,4,112,1,1,1,2,2,4,11,4,3,3,2,1,4,722
309,"PRATHMIK VIDYALAYA EAST PALI",557,464,0,1021,324,218,0,542,387,0,165,51,2,250,2,0,1,2,34,0,2,3,4,0,2,10,2,7,2,1,0,2,542
310,"PRATHMIK VIDYALAYA WEST PALI",461,392,0,853,217,241,0,458,310,0,45,160,5,171,4,2,0,5,49,3,0,2,1,3,1,1,1,0,3,1,1,0,458
311,"PRATHMIK VIDYALAYA GHATAMPUR KHURD",669,569,0,1238,393,251,0,644,369,0,107,112,5,292,2,2,0,4,86,0,3,3,4,3,3,2,2,1,1,9,1,2,644
312,"GIRLS PRATHMIK VIDYALAYA ROOM NO. 1 GHATAMPURKALA",706,625,0,1331,382,256,0,638,348,0,52,144,2,328,3,1,0,4,65,3,2,5,3,1,3,5,3,3,3,4,2,2,638
313,"GIRLS PRATHMIK VIDYALAYA ROOM NO. 2 GHATAMPURKALA",589,534,0,1123,287,270,0,557,249,0,130,97,3,264,2,1,2,6,27,2,0,1,3,1,5,1,2,2,3,1,2,2,557
314,"PRATHMIK VIDYALAYA PANDEPUR",349,326,0,675,183,232,0,415,297,0,84,42,9,215,0,0,0,3,48,0,0,3,0,0,2,1,0,3,2,1,1,1,415
315,"PRATHMIK VIDYALAYA NARGHUVA",140,126,0,266,99,89,0,188,108,0,70,36,0,50,0,0,0,0,27,0,0,1,0,1,2,0,0,0,0,0,1,0,188
316,"PRATHMIK VIDYALAYA ADHURJPUR",322,283,0,605,159,175,0,334,219,0,96,52,1,144,3,0,0,2,26,1,0,1,2,0,1,4,0,0,0,1,0,0,334
317,"PRATHMIK VIDYALAYA KAMRAJANAPUR",759,600,0,1359,397,253,0,650,422,0,330,84,4,141,0,1,1,4,51,1,2,2,0,1,4,2,6,5,1,2,1,7,650
318,"POORVA MADHYAMIK VIDYALAYA SATHNIBALAKHERA",648,570,1,1219,310,294,0,604,316,0,79,85,2,167,0,0,0,1,242,3,1,1,1,0,1,6,5,1,2,2,2,3,604
319,"PRATHMIK VIDYALAYA KARNAIPUR",551,488,0,1039,262,250,0,512,433,0,26,94,1,225,2,1,0,4,131,0,1,4,3,4,2,4,3,1,0,3,1,2,512
320,"PRATHMIK VIDYALAYA SARHEMAU",335,275,0,610,192,203,0,395,310,0,26,159,1,102,1,0,0,3,81,0,0,2,0,0,1,13,1,1,4,0,0,0,395
321,"HUBLAL INTER COLLEGE ROOM NO. 2 TERHA",746,656,0,1402,347,263,0,610,471,0,50,42,2,408,0,0,0,0,86,2,0,2,0,0,1,2,3,2,2,3,1,4,610
322,"HUBLAL INTER COLLEGE ROOM NO. 3 TERHA",810,678,0,1488,414,302,0,716,361,0,39,106,4,435,3,1,2,5,103,2,1,1,0,1,3,1,1,0,0,4,1,3,716
323,"HUBLAL INTER COLLEGE ROOM NO. 4 TERHA",211,183,0,394,89,121,0,210,106,0,68,42,0,71,0,0,2,5,5,0,0,1,5,0,3,3,1,1,0,1,0,2,210
324,"PRATHMIK VIDYALAYA NANDULANKHERA MAJRA BELHA",643,570,0,1213,335,307,0,642,341,0,171,158,0,133,1,0,0,4,139,5,0,2,0,1,1,4,2,4,2,2,2,11,642
325,"PRATHMIK VIDYALAYA EAST SARUKHERA",381,384,0,765,181,179,0,360,331,0,43,56,2,188,0,1,0,0,59,2,0,1,0,2,1,0,0,0,0,1,4,0,360
326,"PRATHMIK VIDYALAYA WEST SARUKHERA",605,528,0,1133,304,265,0,569,369,0,182,88,4,220,2,0,2,4,45,11,1,3,1,0,1,0,1,0,0,3,0,1,569
327,"PRATHMIK VIDYALAYA PURAUNA",884,762,0,1646,419,395,0,814,487,0,262,186,9,156,4,2,4,13,145,0,2,2,1,3,2,5,4,5,3,2,1,3,814
328,"PRATHMIK VIDYALAYA RUDRAPUR",488,441,0,929,267,234,0,501,364,0,136,101,1,156,1,1,2,7,69,4,1,1,0,1,2,5,0,1,2,2,3,5,501
329,"PRATHMIK VIDYALAYA KHARJHARA",643,547,0,1190,288,262,0,550,487,0,51,86,5,322,2,0,1,5,57,2,0,2,2,0,0,4,0,3,2,0,1,5,550
330,"PRATHMIK VIDYALAYA NAIKAMAU",703,594,0,1297,336,320,0,656,369,0,202,96,1,146,2,0,0,7,187,2,1,2,0,1,2,1,1,1,1,1,0,2,656
331,"PRATHMIK VIDYALAYA PANAIKALA FIRST NORTH",458,426,0,884,169,179,0,348,301,0,113,4,0,200,0,1,1,0,25,0,0,2,0,0,0,0,0,0,0,2,0,0,348
332,"PRATHMIK VIDYALAYA PANAIKALA FIRST SOUTH",604,539,0,1143,283,345,0,628,318,0,388,51,2,80,3,0,2,2,39,5,1,4,3,1,4,8,1,20,3,5,2,4,628
333,"PRATHMIK VIDYALAYA BHAIYAKHERA",634,537,0,1171,316,297,0,613,218,0,31,129,1,274,0,0,0,4,160,1,0,2,1,1,0,4,1,1,0,1,1,1,613
334,"PRATHMIK VIDYALAYA SULTANPUR",292,237,0,529,142,127,0,269,109,0,4,50,0,158,2,2,1,1,21,2,2,5,1,0,2,7,2,3,2,1,1,2,269
335,"PRATHMIK VIDYALAYA JANGLE BUJURG BHADIHA",131,127,0,258,67,91,0,158,91,0,15,26,0,93,0,0,0,1,11,0,0,2,1,0,1,0,0,1,2,2,0,3,158
336,"PRATHMIK VIDYALAYA SARANYA MANGALI",555,531,0,1086,300,289,0,589,264,0,40,127,1,229,1,0,0,3,171,2,0,2,0,2,2,3,2,2,1,1,0,0,589
337,"PRATHMIK VIDYALAYA FIRST NAGAR PANCHAYAT BHAGWANTNAGAR PATARI",473,416,0,889,212,215,0,427,310,0,37,126,2,194,1,0,3,2,44,0,0,1,3,1,0,7,1,0,1,1,2,1,427
338,"R.R.B.N. INTER COLLEGE ROOM NO. 1 BHAGWANTNAGAR",704,655,0,1359,381,338,0,719,237,0,27,76,1,513,0,0,0,4,80,4,2,2,1,0,1,1,0,0,1,2,3,1,719
339,"R.R.B.N. INTER COLLEGE ROOM NO. 2 BHAGWANTNAGAR",565,474,0,1039,300,252,0,552,219,0,21,34,1,426,0,1,2,10,28,1,0,8,2,1,2,1,1,1,6,3,1,2,552
340,"R.R.B.N. INTER COLLEGE ROOM NO. 3 BHAGWANTNAGAR",344,274,0,618,203,115,0,318,104,0,12,17,2,249,0,0,0,1,25,1,1,1,0,0,0,1,0,1,0,3,1,3,318
341,"R.R.B.N. INTER COLLEGE ROOM NO. 4 BHAGWANTNAGAR",723,602,0,1325,332,252,0,584,306,0,106,136,1,254,2,1,1,7,60,0,2,0,1,0,4,3,0,1,0,1,1,3,584
342,"R.R.B.N. INTER COLLEGE ROOM NO. 5 BHAGWANTNAGAR",525,441,0,966,280,216,0,496,221,0,43,118,4,254,1,0,1,4,57,2,0,5,0,1,0,2,2,0,0,1,0,1,496
343,"PRATHMIK VIDYALAYA EAST LALTAKHERA HAMIRPUR",520,483,0,1003,262,250,0,512,187,0,109,57,8,151,2,1,0,9,152,3,1,3,1,1,2,2,1,2,0,4,1,2,512
344,"PRATHMIK VIDYALAYA WEST LALTAKHERA HAMIRPUR",697,611,0,1308,284,262,0,546,334,0,149,158,1,164,5,1,3,5,43,0,1,2,3,0,1,3,0,3,2,1,0,1,546
345,"PRATHMIK VIDYALAYA GOBRAHA",578,506,0,1084,268,264,0,532,317,0,54,29,2,340,1,1,4,11,59,2,2,6,1,2,2,2,1,0,1,9,2,1,532
346,"PRATHMIK VIDYALAYA PITHAIKHERA SANGANKHERA",366,316,0,682,193,180,0,373,264,0,53,109,0,106,0,0,0,3,91,0,0,0,0,1,2,4,1,1,0,1,0,1,373
347,"PRATHMIK VIDYALAYA BAJPAIKHERA",306,276,0,582,171,181,0,352,219,0,9,112,1,115,2,0,1,3,73,1,0,4,4,0,2,10,4,0,4,2,1,4,352
348,"PRATHMIK VIDYALAYA AKWARA",293,259,0,552,168,156,0,324,241,0,70,83,0,89,0,0,1,2,73,0,0,1,2,0,0,0,0,1,0,2,0,0,324
349,"PRATHMIK VIDYALAYA PAHADPUR",430,376,0,806,226,214,0,440,216,0,49,149,2,147,1,0,1,4,78,2,0,0,1,0,2,1,0,1,1,0,0,1,440
350,"PRATHMIK VIDYALAYA BHANIKHERA PANAIKHURD",599,511,0,1110,570,70,0,640,298,0,69,241,5,172,1,1,3,4,122,4,0,1,1,0,2,4,2,2,0,2,1,3,640
351,"UCHCHA PRATHMIK VIDYALAYA MAHESHKHERA",584,521,0,1105,309,264,0,573,247,0,76,155,1,163,0,0,2,2,148,0,2,2,3,1,2,3,3,2,3,1,1,3,573
352,"PRATHMIK VIDYALAYA AJEETIKHERA",379,323,0,702,247,101,0,348,314,0,48,96,1,144,0,1,0,0,45,4,0,0,0,1,0,1,3,0,1,1,2,0,348
353,"PRATHMIK VIDYALAYA MAJHIGAWAN",754,683,0,1437,353,354,0,707,478,0,188,110,2,304,1,1,1,5,70,0,0,6,0,2,2,6,2,0,2,4,0,1,707
354,"PRATHMIK VIDYALAYA DUNDPUR",713,618,0,1331,341,346,0,687,349,0,187,79,2,325,1,0,1,3,61,4,3,1,4,1,1,3,4,1,1,4,1,0,687
355,"PRATHMIK VIDYALAYA JORAVARPUR",265,223,0,488,224,82,0,306,201,0,21,87,0,86,0,0,1,2,101,0,0,1,0,1,1,2,1,0,0,0,1,1,306
356,"PRATHMIK VIDYALAYA BIRPUR DITHUMA",334,327,0,661,206,212,0,418,306,0,169,77,4,137,2,0,0,3,19,0,1,1,0,0,1,1,0,1,1,1,0,0,418
357,"PRATHMIK VIDYALAYA BARAHARDO EAST",873,748,0,1621,421,407,0,828,720,0,49,126,2,406,2,3,1,8,188,13,2,5,0,0,2,7,2,1,1,5,1,4,828
358,"PRATHMIK VIDYALAYA BARAHARDO WEST",809,743,0,1552,437,412,0,849,741,0,88,99,2,249,3,0,1,10,361,4,3,4,0,6,2,1,3,2,3,3,0,5,849
359,"PRATHMIK VIDYALAYA KUTUBUDDIN GARHEWA",596,554,0,1150,320,334,0,654,536,0,220,129,5,243,1,0,2,6,27,2,0,5,1,0,1,2,0,1,2,1,0,6,654
360,"PRATHMIK VIDYALAYA CHILAULI",771,729,0,1500,450,422,0,872,614,0,401,122,6,166,7,1,2,6,126,1,1,1,1,0,11,4,4,3,2,1,3,3,872
361,"PRATHMIK VIDYALAYA KARMI",520,447,0,967,276,251,0,527,471,0,74,81,0,98,2,0,0,7,240,1,2,2,0,0,1,9,1,3,1,0,3,2,527
362,"PRATHMIK VIDYALAYA SHAHIBIKHERA MAJRA GARHEWA",609,536,0,1145,362,336,0,698,397,0,209,110,0,256,2,0,1,12,57,1,1,1,6,0,3,12,5,7,4,7,2,2,698
363,"PRATHMIK VIDYALAYA GANGANAGAR",662,563,0,1225,351,312,0,663,348,0,127,87,3,329,4,0,2,3,71,0,1,6,0,3,2,6,0,3,3,7,4,2,663
364,"PRATHMIK VIDYALAYA PIPRASAR",442,412,0,854,327,223,0,550,403,0,163,92,4,177,4,2,1,2,69,0,1,4,2,1,6,3,6,4,4,2,2,1,550
365,"PRATHMIK VIDYALAYA JHAGARPUR",372,349,0,721,202,190,0,392,167,0,8,31,0,52,1,2,1,6,276,1,0,2,1,1,1,1,6,1,0,1,0,0,392
366,"PRATHMIK VIDYALAYA BHARTHIPUR",648,630,0,1278,322,338,0,660,431,0,49,113,5,399,2,1,2,2,54,2,1,3,2,0,2,10,0,2,3,5,1,2,660
367,"PRATHMIK VIDYALAYA EAST SAGWAR",552,503,0,1055,278,266,0,544,314,0,131,154,0,129,3,1,2,4,100,1,3,1,1,0,0,9,2,0,0,1,2,0,544
368,"PRATHMIK VIDYALAYA WEST SAGWAR",590,552,0,1142,289,287,0,576,467,0,117,46,2,162,1,1,1,8,189,4,1,2,3,1,2,5,5,11,8,0,0,7,576
369,"PRATHMIK VIDYALAYA PARAURI CHANDIKA BAKSH",534,521,0,1055,267,288,0,555,471,0,124,67,1,267,2,0,1,3,67,4,1,4,1,1,2,2,2,1,2,1,0,2,555
370,"PRATHMIK VIDYALAYA BAYGULALKHERA",553,530,0,1083,295,328,0,623,623,0,88,101,7,318,4,0,1,6,75,1,3,4,1,1,3,4,0,0,1,2,2,1,623
371,"PRATHMIK VIDYALAYA RAWATPUR",581,529,0,1110,338,315,0,653,256,0,241,17,3,326,0,1,1,6,45,0,1,0,1,1,0,1,0,1,0,5,1,2,653
372,"PRATHMIK VIDYALAYA RISHALKHERA",504,482,0,986,259,269,0,528,314,0,163,143,2,115,4,0,3,4,62,2,2,0,2,1,6,5,1,2,1,1,3,6,528
373,"PRATHMIK VIDYALAYA NIHALIKHERA",426,418,0,844,267,201,0,468,264,0,51,70,2,289,0,0,1,1,47,1,0,1,0,1,1,0,0,0,0,0,0,3,468
374,"PRATHMIK VIDYALAYA TILOKPUR",506,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
