"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
149,"NAGAR PALIKA PARISAD NALA MACHRATTA FARRUKHABAD",606,547,0,1153,292,236,0,528,528,0,34,420,15,36,1,1,1,0,0,0,1,1,0,0,2,0,0,3,1,2,8,0,2,528
150,"NAGAR PALIKA PARISAD MANIHARI FARRUKHABAD",656,581,0,1237,357,213,0,570,570,0,65,49,18,410,1,0,3,0,0,0,1,0,1,4,2,3,2,3,0,1,3,0,4,570
151,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",607,517,0,1124,369,227,0,596,596,0,42,454,14,66,1,1,0,1,0,2,2,0,0,1,3,2,0,1,0,0,2,3,1,596
152,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",451,382,0,833,247,144,0,391,391,0,8,9,19,336,1,1,0,11,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,391
153,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",475,371,0,846,231,123,0,354,354,0,15,24,20,283,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,354
154,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",480,391,0,871,259,186,0,445,445,0,28,6,32,0,371,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,445
155,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",386,339,0,725,202,137,0,339,339,0,34,14,37,251,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,339
156,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",447,394,0,841,344,242,0,586,586,0,42,497,11,4,0,2,0,1,0,0,0,0,0,4,0,0,1,6,1,1,8,1,7,586
157,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",416,364,0,780,284,215,0,499,499,0,17,422,28,2,0,1,1,1,0,1,0,0,0,0,0,1,3,10,2,2,4,0,4,499
158,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",697,649,0,1346,424,266,0,690,690,0,34,22,80,536,1,0,2,4,1,1,1,1,0,0,0,1,0,2,0,3,0,1,0,690
159,"NAGAR PALIKA PARISAD LINJIGANJ FARRUKHABAD",762,640,0,1402,394,244,0,638,638,0,56,78,30,455,2,0,1,9,0,0,0,0,0,1,0,1,0,3,0,0,2,0,0,638
160,"NAGAR PALIKA PARISAD KOTHAPARCHA FARRUKHABAD",410,352,0,762,309,228,0,537,537,0,13,444,25,36,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,2,2,6,537
161,"NAGAR PALIKA PARISAD KOTHAPARCHA FARRUKHABAD",304,249,0,553,201,139,0,340,340,0,4,293,7,27,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,2,340
162,"NAGAR PALIKA PARISAD KOTHAPARCHA FARRUKHABAD",603,489,0,1092,359,222,0,581,581,0,7,447,19,91,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,10,0,1,581
163,"NAGAR PALIKA PARISAD KOTHAPARCHA FARRUKHABAD",635,435,0,1070,341,231,0,572,572,0,22,148,25,346,7,2,0,1,1,0,2,2,1,1,1,3,1,4,0,3,1,0,1,572
164,"NAGAR PALIKA PARISAD KOTHAPARCHA FARRUKHABAD",618,549,0,1167,328,247,0,575,575,0,14,415,50,81,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,5,1,3,575
165,"NAGAR PALIKA PARISAD KOTHAPARCHA FARRUKHABAD",238,212,0,450,183,139,0,322,322,0,7,283,12,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,322
166,"NAGAR PALIKA PARISAD KHATRANA FARRUKHABAD",459,438,0,897,243,215,0,458,458,0,3,405,11,26,1,1,0,1,0,0,2,0,0,0,1,0,2,1,0,1,1,0,2,458
167,"NAGAR PALIKA PARISAD KHATRANA FARRUKHABAD",368,317,0,685,204,124,0,328,328,0,4,274,9,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,328
168,"NAGAR PALIKA PARISAD KHATRANA FARRUKHABAD",255,224,0,479,145,115,0,260,260,0,13,212,8,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,260
169,"NAGAR PALIKA PARISAD KHATRANA FARRUKHABAD",504,405,0,909,352,248,0,600,600,0,7,544,12,28,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,1,1,600
170,"NAGAR PALIKA PARISAD KHATRANA FARRUKHABAD",528,526,0,1054,387,299,0,686,686,0,34,583,6,37,0,1,0,9,1,0,0,0,1,0,1,1,1,1,0,0,7,0,3,686
171,"NAGAR PALIKA PARISAD KHATRANA FARRUKHABAD",509,452,0,961,295,220,0,515,515,0,13,464,12,17,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,5,515
172,"NGAR PALIKA PARISDA LOHAI ROAH FARRUKHABAD",682,563,0,1245,248,180,0,428,428,0,1,216,12,151,1,0,1,3,0,0,0,0,1,0,0,2,0,1,0,0,30,2,7,428
173,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",206,193,0,399,128,90,0,218,218,0,3,154,4,52,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,218
174,"NAGAR PALIKA PARISAD GHODA NAKASH FARRUKHABAD",535,373,0,908,309,215,0,524,524,0,26,408,33,33,2,0,0,1,0,0,0,1,2,0,2,1,2,6,1,2,3,0,1,524
175,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",650,554,0,1204,402,255,0,657,657,0,27,397,150,66,0,1,1,2,0,0,2,1,0,0,0,1,1,0,1,0,6,0,1,657
176,"NAGAR PALIKA PARISAD NALA FIDAI KHAN",632,526,0,1158,427,271,0,698,698,0,10,134,26,498,5,4,1,2,1,0,3,2,1,0,0,3,1,3,0,0,4,0,0,698
177,"NAGAR PALIKA PARISAD NALA FIDAI KHAN",356,290,0,646,212,144,0,356,356,0,15,191,17,117,1,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,356
178,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",921,747,0,1668,406,278,0,684,684,0,20,466,16,166,1,1,0,1,0,0,0,1,0,1,1,1,0,3,0,1,1,2,2,684
179,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",453,420,0,873,181,138,0,319,319,0,6,283,7,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,319
180,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",468,420,0,888,305,226,0,531,531,0,24,429,17,41,1,1,2,1,0,1,0,0,0,0,1,0,2,0,0,0,9,0,2,531
181,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",607,407,0,1014,276,125,0,401,401,0,12,62,8,312,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,401
182,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",352,253,0,605,168,128,0,296,296,0,6,89,3,182,1,0,1,0,0,0,0,1,1,0,2,1,0,4,0,3,0,0,2,296
183,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",789,538,0,1327,328,160,0,488,488,0,11,30,26,413,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2,488
184,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",545,412,0,957,269,157,0,426,426,0,3,33,27,350,4,1,0,0,0,0,1,0,0,1,0,1,1,2,0,1,0,0,1,426
185,"NAGAR PALIKA PARISAD LOHAI ROAD FARRUKHABAD",559,483,0,1042,350,264,0,614,614,0,26,412,19,140,1,0,0,4,0,1,1,1,0,1,3,0,0,2,0,1,0,1,1,614
186,"NAGAR PALIKA PARISAD PAKKAPUL FARRUKHABAD",420,323,0,743,177,133,0,310,310,0,13,229,6,48,0,1,0,3,0,0,1,0,1,1,1,0,0,3,1,0,2,0,0,310
187,"NAGAR PALIKA PARISAD CHINIGRAN FARRUKHABAD",490,428,0,918,333,286,0,619,619,0,26,104,55,416,0,2,0,3,0,2,0,2,0,1,0,2,0,2,1,1,2,0,0,619
188,"NAGAR PALIKA PARISAD CHINIGRAN FARRUKHABAD",650,527,0,1177,385,250,0,635,635,0,50,410,35,112,3,1,1,1,0,0,1,0,0,2,2,5,1,2,0,0,9,0,0,635
189,"NAGAR PALIKA PARISAD CHINIGRAN FARRUKHABAD",867,676,0,1543,404,306,0,710,710,0,40,134,21,489,2,5,0,4,0,0,1,0,1,0,1,1,1,5,0,0,2,1,2,710
190,"NAGAR PALIKA PARISAD CHINIGRAN FARRUKHABAD",474,350,0,824,251,158,0,409,409,0,166,33,13,183,2,0,1,2,1,0,1,0,0,0,1,3,0,2,0,0,1,0,0,409
191,"NAGAR PALIKA PARISAD CHINIGRAN FARRUKHABAD",746,594,0,1340,373,251,0,624,624,0,63,174,46,329,1,1,0,0,0,0,0,0,2,2,0,2,1,2,0,0,0,1,0,624
192,"NAGAR PALIKA PARISAD CHINIGRAN FARRUKHABAD",411,319,0,730,209,160,0,369,369,0,20,144,12,159,1,1,0,2,0,1,0,0,0,1,1,5,2,5,2,6,4,1,2,369
193,"NAGAR PALIKA PARISAD PAKKAPUL FARRUKHABAD",398,363,0,761,274,225,0,499,499,0,10,361,13,89,2,0,0,3,1,0,0,0,3,3,1,0,0,4,0,0,5,0,4,499
194,"NAGAR PALIKA PARISAD PAKKAPUL FARRUKHABAD",370,346,0,716,238,187,0,425,425,0,28,336,12,23,1,2,3,3,1,1,0,1,3,1,0,1,1,2,0,0,4,1,1,425
195,"NAGAR PALIKA PARISAD CHAWK FARRUKHABAD",428,430,1,859,271,220,0,491,491,0,13,420,19,21,0,0,0,3,1,0,0,0,0,0,1,0,1,3,0,1,8,0,0,491
196,"NAGAR PALIKA PARISAD CHAWK FARRUKHABAD",397,371,0,768,236,203,0,439,439,0,22,310,4,84,0,0,0,7,0,0,0,0,0,0,0,0,3,0,2,0,7,0,0,439
197,"NAGAR PALIKA PARISAD PALARIYA FARRUKHABAD",495,468,0,963,315,242,0,557,557,0,18,489,12,15,3,1,0,7,1,0,0,0,0,0,1,0,0,0,0,1,4,0,5,557
198,"NAGAR PALIKA PARISAD PALARIYA FARRUKHABAD",599,496,0,1095,314,214,0,528,528,0,20,467,10,16,0,1,0,1,1,0,0,0,0,1,2,0,2,0,0,0,7,0,0,528
199,"NAGAR PALIKA PARISAD PALARIYA FARRUKHABAD",696,586,0,1282,435,270,0,705,705,0,36,575,35,34,2,2,0,2,0,0,0,1,1,1,0,1,1,3,1,1,5,0,4,705
200,"NAGAR PALIKA PARISAD TAWN HALL FARRUKHABAD",610,482,1,1093,323,240,0,563,563,0,23,146,20,363,2,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,3,0,1,563
201,"NAGAR PALIKA PARISAD TAWN HALL FARRUKHABAD",436,380,0,816,271,192,0,463,463,0,26,117,68,234,0,1,0,0,0,0,0,0,3,2,0,4,0,4,0,0,4,0,0,463
202,"NAGAR PALIKA PARISAD TAWN HALL FARRUKHABAD",719,602,0,1321,405,349,0,754,754,0,77,311,42,289,1,0,0,1,0,1,2,2,1,1,5,10,2,6,0,0,3,0,0,754
203,"NAGAR PALIKA PARISAD TAWN HALL FARRUKHABAD",617,493,0,1110,381,275,0,656,656,0,62,393,27,133,1,0,1,0,2,1,0,0,0,0,0,1,3,5,2,2,20,2,1,656
204,"NAGAR PALIKA PARISAD TAWN HALL FARRUKHABAD",702,611,0,1313,353,293,0,646,646,0,137,214,31,243,2,1,0,0,2,1,1,1,3,0,0,1,4,2,0,2,0,0,1,646
205,"NAGAR PALIKA PARISAD BAHADURGANJ FARRUKHABAD",336,273,0,609,182,119,0,301,301,0,9,167,46,70,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,0,0,301
206,"NAGAR PALIKA PARISAD BAHADURGANJ FARRUKHABAD",568,448,0,1016,335,180,0,515,515,0,59,187,185,60,0,0,0,0,1,0,1,1,0,0,0,4,0,1,1,0,15,0,0,515
207,"NAGAR PALIKA PARISAD BAHADURGANJ FARRUKHABAD",628,489,0,1117,406,329,0,735,735,0,18,329,32,296,1,1,0,43,1,1,2,1,0,2,1,1,2,0,0,0,2,1,1,735
208,"NAGAR PALIKA PARISAD BAHADURGANJ FARRUKHABAD",784,670,0,1454,500,412,0,912,912,0,19,151,31,639,5,3,1,36,3,2,1,0,2,0,1,3,2,4,0,4,2,3,0,912
209,"NAGAR PALIKA PARISAD BAHADURGANJ FARRUKHABAD",403,332,0,735,257,195,0,452,452,0,27,282,7,122,1,1,0,2,1,0,1,1,1,0,1,1,0,2,0,1,0,0,1,452
210,"NAGAR PALIKA PARISAD BAHADURGANJ FARRUKHABAD",561,440,0,1001,328,219,0,547,547,0,22,166,33,309,3,1,0,1,1,0,1,0,0,0,0,3,0,1,0,1,3,1,1,547
211,"NAGAR PALIKA PARISAD BAHADURGANJ FARRUKHABAD",600,444,0,1044,361,254,0,615,615,0,11,94,16,446,3,2,1,34,0,0,1,0,1,0,0,1,0,2,0,1,0,0,2,615
212,"NAGAR PALIKA PARISAD BAHADURGANJ FARRUKHABAD",354,267,1,622,220,167,0,387,387,0,10,77,14,269,3,0,0,4,2,1,1,1,1,0,0,1,0,2,0,1,0,0,0,387
213,"NAGAR PALIKA PARISAD TAWN HALL FARRUKHABAD",529,399,0,928,289,212,0,501,501,0,21,113,29,308,1,1,1,0,0,0,1,2,1,0,4,4,1,5,0,2,5,1,1,501
214,"NAGAR PALIKA PARISAD TAWN HALL FARRUKHABAD",409,347,0,756,211,170,0,381,381,0,10,194,42,109,3,2,1,0,2,2,1,0,2,1,1,1,0,4,2,1,2,0,1,381
215,"NAGAR PALIKA PARISAD TAWN HALL FARRUKHABAD",454,344,0,798,294,202,0,496,496,0,55,75,20,330,2,0,1,0,0,0,1,0,1,0,1,1,2,0,0,4,0,1,2,496
216,"NAGAR PALIKA PARISAD MAUDARWAJA FARRUKHABAD",651,513,0,1164,346,249,0,595,595,0,33,319,45,173,0,0,0,3,0,0,2,0,1,0,1,1,1,3,0,2,10,1,0,595
217,"NAGAR PALIKA PARISAD MAUDARWAJA FARRUKHABAD",726,599,0,1325,462,372,0,834,834,0,44,275,21,435,5,1,0,1,2,1,1,2,1,0,1,7,5,12,3,10,3,0,4,834
218,"NAGAR PALIKA PARISAD BAJARIYA FARRUKHABAD",752,630,0,1382,404,348,0,752,752,0,41,279,52,346,2,2,3,1,0,1,1,0,1,0,0,0,4,6,1,0,6,1,5,752
219,"NAGAR PALIKA PARISAD MAUDARWAJA FARRUKHABAD",785,647,0,1432,432,355,0,787,787,0,75,538,53,69,3,0,0,2,0,0,4,0,2,1,1,5,1,12,6,5,2,2,6,787
220,"NAGAR PALIKA PARISAD BAJARIYA FARRUKHABAD",304,301,0,605,214,185,0,399,399,0,5,129,45,211,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,399
221,"NAGAR PALIKA PARISAD BAJARIYA FARRUKHABAD",445,351,0,796,286,193,0,479,479,0,19,331,18,78,1,0,0,2,2,0,2,4,0,0,3,2,1,5,0,1,3,0,7,479
222,"NAGAR PALIKA PARISAD MAUDARWAJA FARRUKHABAD",542,455,0,997,342,275,0,617,617,0,114,241,14,207,2,0,0,3,1,0,0,1,2,0,1,3,6,9,0,7,4,0,2,617
223,"NAGAR PALIKA PARISAD BAJARIYA FARRUKHABAD",786,664,0,1450,392,289,0,681,681,0,26,371,60,197,0,1,1,2,0,1,1,2,1,1,1,0,2,4,1,1,7,1,0,681
224,"NAGAR PALIKA PARISAD PALARIYA FARRUKHABAD",708,632,1,1341,401,328,0,729,729,0,98,489,52,33,1,1,0,2,2,3,1,2,3,1,3,6,4,1,2,0,16,5,4,729
225,"NAGAR PALIKA PARISAD PALARIYA FARRUKHABAD",581,503,0,1084,266,205,0,471,471,0,32,272,39,72,1,4,2,1,0,0,0,2,0,0,0,2,4,6,2,3,24,2,3,471
226,"NAGAR PALIKA PARISAD PALARIYA FARRUKHABAD",522,515,0,1037,252,218,0,470,470,0,34,348,28,24,2,0,3,0,0,0,1,0,0,0,0,1,2,1,0,0,23,0,3,470
227,"NAGAR PALIKA PARISAD PALARIYA FARRUKHABAD",560,510,0,1070,298,245,0,543,543,0,46,382,21,38,0,1,0,2,2,0,0,2,0,0,4,5,1,7,1,1,25,1,4,543
228,"NAGAR PALIKA PARISAD PALARIYA FARRUKHABAD",756,641,0,1397,439,284,0,723,723,0,43,480,35,138,2,1,1,4,2,0,1,1,1,1,3,1,0,4,0,0,5,0,0,723
229,"NAGAR PALIKA PARISAD RAILWAY ROAD FARRUKHABAD",643,551,0,1194,319,222,0,541,541,0,57,407,21,20,1,1,1,3,1,0,0,0,0,0,1,2,7,2,2,0,13,0,2,541
230,"NAGAR PALIKA PARISAD RAILWAY ROAD FARRUKHABAD",782,645,0,1427,395,299,0,694,694,0,36,555,29,49,1,0,0,7,0,1,0,0,1,0,0,3,1,2,0,0,8,0,1,694
231,"NAGAR PALIKA PARISAD RAILWAY ROAD FARRUKHABAD",480,424,0,904,235,143,0,378,378,0,16,220,11,116,4,1,0,1,1,0,2,0,0,0,0,0,0,1,1,0,4,0,0,378
232,"NAGAR PALIKA PARISAD RAILWAY ROAD FARRUKHABAD",436,355,0,791,208,186,0,394,394,0,16,281,38,27,13,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,11,0,1,394
233,"NAGAR PALIKA PARISAD RAILWAY ROAD FARRUKHABAD",296,254,0,550,181,162,0,343,343,0,11,278,15,28,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,1,343
234,"NAGAR PALIKA PARISAD RAILWAY ROAD FARRUKHABAD",792,710,0,1502,486,370,0,856,856,0,110,595,82,27,1,0,0,8,1,1,1,1,1,1,1,3,0,4,1,2,14,1,1,856
235,"NAGAR PALIKA PARISAD RAILWAY ROAD FARRUKHABAD",491,422,0,913,286,218,0,504,504,0,40,380,44,28,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,6,0,1,504
236,"NAGAR PALIKA PARISAD RAILWAY ROAD FARRUKHABAD",355,346,0,701,188,163,0,351,351,0,21,204,53,36,0,0,0,0,0,0,0,0,0,1,1,3,4,6,3,2,14,1,2,351
237,"NAGAR PALIKA PARISAD MADARVADI FARRUKHABAD",655,529,0,1184,431,300,0,731,731,0,36,342,31,268,2,1,1,2,0,0,2,2,4,2,1,4,2,12,0,4,12,0,3,731
238,"NAGAR PALIKA PARISAD MADARVADI FARRUKHABAD",541,475,0,1016,312,285,0,597,597,0,23,429,14,55,3,3,0,0,0,0,1,1,1,0,0,2,1,1,1,1,59,0,2,597
239,ISMAILGANJSANI,378,332,0,710,262,203,0,465,465,0,22,364,13,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,45,1,3,465
240,ISMAILGANJSANI,642,546,0,1188,319,272,0,591,591,0,15,488,31,16,0,2,0,1,0,0,1,0,0,0,0,0,2,1,0,0,33,0,1,591
241,ISMAILGANJSANI,681,585,0,1266,375,296,0,671,671,0,23,287,49,281,5,1,2,3,1,0,0,0,0,0,1,1,1,2,0,0,11,0,3,671
242,ISMAILGANJSANI,570,458,0,1028,314,229,0,543,543,0,7,287,21,185,7,0,1,0,1,1,0,0,1,0,1,0,0,4,1,0,23,0,3,543
243,ISMAILGANJSANI,379,340,0,719,217,197,0,414,414,0,41,313,16,25,0,0,1,2,1,0,2,0,0,0,2,3,0,1,1,0,6,0,0,414
244,ISMAILGANJSANI,302,286,0,588,178,164,0,342,342,0,11,276,3,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,342
245,ISMAILGANJSANI,245,259,0,504,186,156,0,342,342,0,13,216,7,24,2,1,0,2,0,0,0,0,0,1,0,1,0,2,0,0,69,0,4,342
246,ISMAILGANJSANI,481,444,2,927,268,243,0,511,511,0,20,383,20,73,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,9,0,0,511
247,ISMAILGANJSANI,325,278,0,603,137,107,0,244,244,0,11,158,29,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,244
248,"MADARVADI FARRUKHABAD",565,446,0,1011,314,240,0,554,554,0,25,159,26,316,2,0,1,2,1,1,0,0,0,0,1,0,0,2,1,1,16,0,0,554
249,"MADARVADI FARRUKHABAD",659,507,0,1166,419,285,0,704,704,0,33,144,29,462,2,1,1,0,0,0,0,1,1,1,0,3,0,2,2,3,17,0,2,704
250,"PALARIA FARRUKHABAD",466,374,0,840,291,227,0,518,518,0,39,417,25,17,0,1,1,0,0,0,0,0,0,1,4,1,0,7,1,1,3,0,0,518
251,"JOGRAJ FARRUKHABAD",563,514,0,1077,400,275,0,675,675,0,18,572,12,50,3,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,14,0,2,675
252,"JOGRAJ FARRUKHABAD",655,655,0,1310,428,300,0,728,728,0,8,604,16,66,1,2,1,4,0,0,0,0,0,0,0,2,1,1,0,0,20,0,2,728
253,"JOGRAJ FARRUKHABAD",338,302,0,640,216,164,0,380,380,0,17,275,14,45,0,2,0,2,0,0,1,1,0,1,0,1,0,0,0,0,21,0,0,380
254,"RATEGANJ FARRUKHABAD",629,556,0,1185,409,292,0,701,701,0,17,507,12,146,2,2,0,1,0,0,0,0,0,0,5,1,1,2,1,0,4,0,0,701
255,"RATEGANJ FARRUKHABAD",476,418,0,894,212,176,0,388,388,0,31,213,23,108,1,1,1,0,0,0,0,0,1,0,1,1,0,2,0,0,4,0,1,388
256,"RATEGANJ FARRUKHABAD",563,427,0,990,332,206,0,538,538,0,77,320,22,98,0,0,0,2,1,0,1,1,1,0,1,1,0,1,0,0,10,0,2,538
257,"TALAIYA FAJAL IMAM FARRUKHABAD",737,642,0,1379,443,325,0,768,768,0,34,523,45,149,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,7,1,2,768
258,"TALAIYA FAJAL IMAM FARRUKHABAD",535,416,0,951,297,233,0,530,530,0,28,393,40,49,1,2,0,1,0,0,0,1,0,0,2,2,0,3,0,0,5,0,3,530
259,"TALAIYA FAJAL IMAM FARRUKHABAD",575,519,0,1094,320,279,0,599,599,0,47,469,26,30,1,1,1,1,1,0,1,2,0,2,2,0,2,2,1,1,5,2,2,599
260,"TALAIYA FAJAL IMAM FARRUKHABAD",251,205,0,456,160,110,0,270,270,0,9,114,25,114,1,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,270
261,BHARPUR,533,453,0,986,211,182,0,393,393,0,46,256,31,35,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,10,1,4,393
262,BHARPUR,480,488,0,968,255,249,0,504,504,0,83,332,36,27,0,3,0,3,0,1,0,0,0,0,0,0,0,0,1,0,14,0,4,504
263,BHARPUR,855,721,0,1576,346,276,0,622,622,0,98,405,64,31,0,0,0,3,0,3,1,0,0,0,0,0,3,0,0,0,12,0,2,622
264,BHARPUR,648,550,0,1198,309,222,0,531,531,0,94,338,31,31,2,0,0,12,0,0,0,0,0,1,0,0,2,2,0,0,16,0,2,531
265,BHARPUR,312,336,0,648,144,166,0,310,310,0,48,210,13,30,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,310
266,BHARPUR,575,550,0,1125,262,210,0,472,472,0,128,281,23,14,0,1,0,2,0,2,1,1,1,0,1,1,3,1,1,0,6,3,2,472
267,BHARPUR,338,285,0,623,187,137,0,324,324,0,65,160,19,36,1,0,0,1,0,0,0,0,1,1,3,6,1,1,0,0,28,0,1,324
268,BHARPUR,419,389,0,808,254,203,0,457,457,0,98,308,21,19,0,0,0,1,0,1,1,1,2,0,0,1,0,0,1,1,1,0,1,457
269,BHARPUR,620,512,0,1132,245,160,0,405,405,0,111,226,27,28,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,3,1,1,405
270,BHARPUR,722,648,0,1370,352,309,0,661,661,0,62,326,36,190,2,3,0,2,0,1,3,0,1,1,1,3,1,3,0,1,21,0,4,661
271,BHARPUR,842,765,0,1607,415,391,0,806,806,0,153,434,105,71,3,2,2,10,1,0,1,0,0,1,0,7,2,1,0,0,12,0,1,806
272,BHARPUR,731,562,0,1293,388,258,0,646,646,0,341,210,23,36,0,2,1,1,1,2,1,0,0,0,1,4,8,2,0,2,9,0,2,646
273,BHARPUR,593,456,0,1049,272,184,0,456,456,0,44,345,9,41,1,6,0,4,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,456
274,BHARPUR,404,365,0,769,194,175,0,369,369,0,42,263,15,44,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,369
275,BHARPUR,422,342,0,764,144,115,0,259,259,0,22,207,7,11,0,0,0,0,0,0,1,0,0,0,3,2,2,1,0,0,2,0,1,259
276,BHARPUR,659,569,0,1228,250,191,0,441,441,0,76,302,16,25,1,0,0,5,0,2,0,1,0,0,0,4,0,0,0,0,9,0,0,441
277,BHARPUR,997,772,0,1769,445,303,0,748,748,0,154,466,23,69,0,9,2,1,0,1,0,0,1,0,1,4,0,1,0,0,5,2,9,748
278,BHARPUR,492,407,0,899,252,182,0,434,434,0,47,324,26,10,0,6,0,7,0,0,3,0,0,0,2,2,0,3,0,0,2,0,2,434
279,BHARPUR,564,497,0,1061,314,251,0,565,565,0,37,454,32,17,1,6,0,0,1,0,0,0,0,0,4,2,0,1,0,0,10,0,0,565
280,BHARPUR,420,348,0,768,197,164,0,361,361,0,89,239,7,16,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,361
281,BHARPUR,454,429,0,883,214,181,0,395,395,0,156,203,5,17,0,1,0,0,1,0,0,0,0,0,2,0,4,3,0,0,3,0,0,395
282,BHARPUR,830,650,0,1480,236,320,0,556,556,0,123,368,33,20,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,2,556
283,BHARPUR,149,139,0,288,78,51,0,129,129,0,24,93,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
284,"NEKPUR KALAN",519,418,0,937,241,197,0,438,438,0,185,179,52,10,0,0,0,0,1,0,1,0,1,0,0,3,2,0,0,1,2,1,0,438
285,"NEKPUR KALAN",453,362,0,815,160,140,0,300,300,0,89,164,24,12,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,300
286,"NEKPUR KALAN",426,345,0,771,193,115,0,308,308,0,34,204,14,38,1,0,1,5,0,1,0,1,0,0,0,1,1,0,0,0,7,0,0,308
287,"NEKPUR KALAN",380,352,0,732,169,158,0,327,327,0,25,254,17,24,0,1,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,327
