"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
145,"PRIMARY SCHOOL SUTANPURWA",246,183,0,429,149,124,0,273,273,0,103,21,1,132,0,0,0,0,0,0,0,0,1,1,2,4,6,0,2,273
146,"PRIMARY SCHOOL MURIDPUR",429,336,0,765,260,214,0,474,396,0,142,256,2,61,1,0,0,1,0,0,0,0,2,0,0,2,2,5,0,474
147,"PRIMARY SCHOOL  SAHNIKHERA",287,253,0,540,191,144,0,335,321,0,71,174,28,45,3,0,0,0,1,1,0,0,0,2,2,3,4,1,0,335
148,"PRIMARY SCHOOL AAUNGI",465,375,0,840,241,258,0,499,499,0,94,144,174,50,1,0,0,0,0,1,3,2,1,4,7,8,4,3,3,499
149,"PRIMARY SCHOOL TATMAOU",629,495,0,1124,428,289,0,717,717,0,246,167,153,83,5,2,0,2,2,1,1,0,0,6,5,8,16,11,9,717
150,"PRIMARY SCHOOL ARASHADPUR",878,628,0,1506,557,361,0,918,778,0,84,562,29,202,3,0,0,2,0,1,1,3,4,6,10,4,1,5,1,918
151,"PRIMARY SCHOOL PRATAPPUR NALA",151,136,0,287,106,97,0,203,153,0,33,145,9,6,0,0,0,0,0,0,0,0,1,1,6,0,1,1,0,203
152,"PRIMARY SCHOOL KESHARINIVADA HAMLET HEERAMANSHIVLI",459,345,0,804,319,206,0,525,525,0,170,139,10,190,2,1,0,0,2,0,1,0,0,1,1,1,4,2,1,525
153,"PRIMARY SCHOOL HARDIYANALA HAMLET HEERAMANSHIVLI",252,192,0,444,189,144,0,333,333,0,4,32,8,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
154,"PRIMARY SCHOOL DHANOUNIVADA HAMLET  DAKANSHIVLI",565,464,0,1029,388,268,0,656,458,0,270,269,26,68,0,2,1,1,0,0,2,0,0,2,4,6,3,2,0,656
155,"GIRLS JUNIYAR HIGH SCHOOL SHIVLI",356,320,0,676,257,226,0,483,468,0,44,135,30,264,2,3,0,0,0,0,0,0,0,1,2,0,1,1,0,483
156,"GIRLS JUNIYAR HIGH SCHOOL SHIVLI",655,509,0,1164,441,326,0,767,751,0,181,271,39,235,3,1,0,0,0,2,0,0,5,1,6,16,2,3,2,767
157,"JUNIYAR HIGH. SCHOOL SHIVLI",548,512,0,1060,353,289,0,642,592,0,73,292,30,225,5,1,1,0,1,1,0,0,0,2,0,2,1,6,2,642
158,"JUNIYAR HIGH. SCHOOL SHIVLI",250,239,1,490,142,135,0,277,277,0,51,159,4,54,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,277
159,"TARACHANDRA INTER COLLEGE SHIVLI",810,680,0,1490,503,435,0,938,902,0,313,391,15,188,2,5,1,2,1,0,0,1,1,0,7,7,1,0,3,938
160,"TARACHANDRA INTER COLLEGE SHIVLI",584,505,0,1089,380,334,0,714,457,0,84,437,34,146,2,2,0,0,0,0,0,0,1,0,2,4,1,1,0,714
161,"PRIMARY SCHOOL RAMPUR SHIVLI",830,642,0,1472,502,343,0,845,810,0,326,339,39,119,1,0,0,0,2,1,1,1,0,3,5,6,1,1,0,845
162,"PRIMARY SCHOOL JASAPUR HAMLET RAMPUR SHIVLI",220,176,0,396,141,109,0,250,110,0,11,205,2,18,0,1,0,1,0,1,1,1,0,0,4,0,2,1,2,250
163,"PRIMARY SCHOOL  PRATAPPUR UDAIT",294,233,0,527,208,174,0,382,382,0,123,113,22,104,2,3,0,0,0,1,0,2,1,1,2,3,2,1,2,382
164,"PRIMARY SCHOOL SARAIYAN",458,363,0,821,319,242,0,561,547,0,68,311,9,157,1,0,0,0,0,0,0,3,2,1,1,0,5,1,2,561
165,"PRIMARY SCHOOL MAKRANDPURBANTHA",694,569,0,1263,435,377,0,812,812,0,220,316,72,183,3,3,1,0,0,0,0,0,0,2,5,1,1,3,2,812
166,"PRIMARY SCHOOL JYOTI",613,524,0,1137,416,301,0,717,717,0,154,452,9,83,0,0,0,1,1,1,0,0,1,2,4,2,4,3,0,717
167,"PRIMARY SCHOOLJURAVARPUR HAMLET JYOTI",152,117,0,269,100,84,0,184,184,0,149,5,4,19,1,0,0,1,0,0,0,0,0,0,1,3,0,0,1,184
168,"PRIMARY SCHOOL ASAIE",468,408,0,876,329,279,0,608,560,0,211,98,201,43,2,2,3,1,3,3,0,2,2,3,7,9,6,1,11,608
169,"PRIMARY SCHOOL FANDA",292,236,0,528,166,135,0,301,275,0,177,47,11,54,2,1,0,0,1,0,0,0,0,0,1,4,3,0,0,301
170,"PRIMARY SCHOOL  JUGRAJPUR BITHUR",848,644,0,1492,500,283,0,783,781,0,145,421,72,119,3,0,0,1,1,0,2,0,1,3,6,7,0,1,1,783
171,"PRIMARY SCHOOL  SHOBHAN",430,345,0,775,291,197,0,488,488,0,60,292,2,125,0,0,0,0,0,0,0,1,1,1,2,3,1,0,0,488
172,"PRIMARY SCHOOL FIRST BAIRIDARIYAV",545,418,0,963,321,206,0,527,527,0,150,281,17,59,1,5,1,0,1,0,0,1,0,1,4,3,2,1,0,527
173,"PRIMARY SCHOOL RAJPUR HAMLET BAIRIDARIYAV",469,404,0,873,257,191,0,448,437,0,153,150,14,120,0,0,0,1,0,0,0,0,1,0,4,0,3,2,0,448
174,"PRIMARY SCHOOL BAIRIDARIYAV FAST",439,339,0,778,234,166,0,400,340,0,220,126,8,38,0,1,0,1,0,1,0,0,0,0,1,0,3,1,0,400
175,"PRIMARY SCHOOL BAIRISAVAIE",652,553,0,1205,376,310,0,686,640,0,238,307,40,91,0,1,0,0,0,1,1,0,1,0,3,1,1,0,1,686
176,"PRIMARY SCHOOL BAIRISAVAIE",751,604,1,1356,443,310,0,753,753,0,194,360,65,98,1,1,0,0,0,3,0,1,1,6,7,8,4,4,0,753
177,"JUNIYAR HIGH SCHOOL  SURAJPUR HAMLET BAIRISAVAIE",544,484,0,1028,335,265,0,600,322,0,120,151,162,138,0,0,1,0,4,0,0,3,1,1,7,7,3,2,0,600
178,"PRIMARY SCHOOL BARAR",295,249,0,544,191,138,0,329,329,0,167,125,6,18,0,0,0,0,0,0,0,0,1,2,1,0,3,3,3,329
179,"PRIMARY SCHOOL GUNSAR",201,203,0,404,146,139,0,285,256,0,3,20,239,3,1,2,0,0,0,0,0,0,3,6,0,2,1,0,5,285
180,"PRIMARY SCHOOL DHAKANPURWA HAMLET BAGHPUR",198,158,0,356,150,124,0,274,272,0,252,5,4,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,274
181,"PRIMARY SCHOOL JOGIDERA HAMLET BAGHPUR",367,288,0,655,236,191,0,427,427,0,194,26,44,147,0,0,0,0,0,0,2,0,1,1,2,6,3,0,1,427
182,"PRIMARY SCHOOL PAKARA -IBAGHPUR",320,269,0,589,214,161,0,375,375,0,212,35,27,90,1,0,1,0,0,0,0,0,0,0,2,0,3,0,4,375
183,"PRIMARY SCHOOL  BAGHPUR-I",562,454,0,1016,373,197,0,570,570,0,139,289,26,102,0,1,0,0,0,0,0,0,0,0,1,1,4,6,1,570
184,"PRIMARY SCHOOL  BAGHPUR-I",333,294,0,627,216,144,0,360,360,0,165,140,16,24,0,0,1,0,1,0,0,0,0,1,5,1,4,1,1,360
185,"PRIMARY SCHOOL  BAGHPUR-I",484,391,0,875,290,198,0,488,438,0,200,199,15,51,1,0,1,0,0,1,0,2,0,0,5,2,6,4,1,488
186,"PRIMARY SCHOOL SECOND BAGHPUR",311,234,0,545,192,137,0,329,329,0,199,17,87,12,0,1,0,0,0,1,0,1,1,2,0,2,2,1,3,329
187,"PRIMARY SCHOOL GOURI HAMLET BAGHPUR",281,236,0,517,174,162,0,336,336,0,126,69,3,129,1,1,0,1,0,0,0,0,0,0,2,0,3,1,0,336
188,"PRIMARY  SCHOOL KAKARDAHI",711,602,0,1313,468,320,0,788,783,0,143,534,39,51,2,1,0,0,0,0,1,0,3,1,1,3,3,6,0,788
189,"PRIMARY  SCHOOL KAKARDAHI",648,555,0,1203,423,324,0,747,729,0,530,82,85,24,2,0,0,0,0,0,0,3,1,1,6,8,3,2,0,747
190,"PRIMARY SCHOOL KAKARMAUO",468,378,0,846,313,237,0,550,539,0,282,218,6,32,1,1,1,0,0,0,0,0,0,1,3,3,2,0,0,550
191,"PRIMARY SCHOOL HARIKUSHUNPUR HAMLET KAKARMAUO",655,568,0,1223,412,278,0,690,687,0,116,74,11,471,3,1,0,0,0,1,0,2,2,0,4,1,2,1,1,690
192,"PRIMARY SCHOOL ANDHIYARVAR HAMLET KAKARMAUO",375,309,0,684,261,187,0,448,363,0,183,131,55,59,1,0,0,0,0,1,0,0,1,2,5,5,2,1,2,448
193,"JUNIYAR HIGH  SCHOOL PRATAPPUR KHAS",616,483,0,1099,379,256,0,635,520,0,124,228,7,247,2,0,0,0,1,0,0,0,0,2,1,4,7,7,5,635
194,"PRIMARY SCHOOL  HRIDAYPUR HAMLET PRATAPPUR",317,241,0,558,216,153,0,369,353,0,136,21,19,187,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,369
195,"PRIMARY SCHOOL SCHOOL RASTPUR",685,547,1,1233,420,309,0,729,474,0,155,293,47,195,2,0,1,2,1,0,4,7,1,4,7,1,3,3,3,729
196,"PRIMARY SCHOOL  NAHRIBARI HAMLET RASTPUR",730,598,0,1328,503,385,0,888,884,0,152,201,10,469,10,2,1,0,1,1,1,12,1,0,5,7,1,6,8,888
197,"PRIMARY SCHOOL SHEKHUPUR",360,307,0,667,233,189,0,422,422,0,75,150,12,173,2,0,0,0,1,0,0,0,0,0,0,2,2,2,3,422
198,"PRIMARY SCHOOL  BAGHVAT",184,142,0,326,150,115,0,265,265,0,208,22,4,21,0,0,0,0,2,0,0,1,0,0,0,4,2,0,1,265
199,"PRIMARY SCHOOL NIHUTA",402,374,0,776,343,202,0,545,455,0,205,257,7,55,0,0,0,1,0,0,0,0,0,1,3,5,3,3,5,545
200,"PRIMARY SCHOOL FATTEHPUR HAMLET NIHUTA",557,459,0,1016,390,276,0,666,666,0,184,191,35,223,1,1,0,0,0,0,0,14,0,1,1,5,3,4,3,666
201,"PRIMARY SCHOOL  TODARPUR",749,607,0,1356,510,344,0,854,764,0,263,380,11,164,1,1,0,0,0,1,1,23,1,2,3,0,2,1,0,854
202,"PRIMARY SCHOOL DHIKIYA",319,262,0,581,219,171,0,390,381,0,302,61,8,13,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,390
203,"PRIMARY SCHOOL ANOOPPUR HAMLET  BARAKHERA",484,390,0,874,320,230,0,550,550,0,159,303,11,59,1,0,1,0,1,1,0,0,0,2,4,1,2,2,3,550
204,"PRIMARY SCHOOL KAMALPUR",221,207,0,428,172,148,0,320,312,0,202,18,3,73,12,0,0,0,2,2,1,1,1,1,0,1,3,0,0,320
205,"PRIMARY SCHOOL NIBAULI BUJURG",685,585,0,1270,453,263,0,716,636,0,362,130,27,166,0,1,1,0,2,2,0,0,3,4,4,5,9,0,0,716
206,"JUNIYAR HIGH  SCHOOL  KHOKHA",323,271,0,594,226,172,0,398,397,0,85,270,13,17,0,0,0,0,1,0,0,1,2,0,5,2,0,1,1,398
207,"PRIMARY SCHOOL KAMIR",705,579,1,1285,411,272,0,683,682,0,239,213,26,146,3,1,0,0,1,1,0,11,2,3,9,4,8,8,8,683
208,"PRIMARY SCHOOL MANSURA",261,236,0,497,186,171,0,357,356,0,226,70,21,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,357
209,"PRIMARY SCHOOL VIGAHI",702,606,0,1308,510,398,0,908,908,0,373,370,32,92,1,0,0,2,1,0,2,25,0,1,4,2,2,1,0,908
210,"PRIMARY SCHOOL BILHARA",346,265,0,611,240,138,0,378,378,0,17,87,4,255,1,3,0,0,1,0,0,6,0,1,1,1,0,1,0,378
211,"PRIMARY SCHOOL DASTAMPUR",388,341,0,729,287,221,0,508,363,0,93,307,13,36,0,0,1,1,1,2,10,3,0,0,7,7,4,12,11,508
212,"PRIMARY SCHOOL JAGJEEVANPUR",383,323,0,706,309,233,0,542,385,0,168,293,11,51,1,1,0,0,1,1,1,2,1,1,2,4,2,2,0,542
213,"PRIMARY SCHOOL RAHANIYAPUR",473,409,0,882,346,308,0,654,638,0,227,302,63,38,0,0,1,0,3,1,1,4,0,3,5,4,2,0,0,654
214,"PRIMARY SCHOOL  MALIK MOHAMMADPUR",305,240,0,545,210,166,0,376,299,0,49,236,5,57,0,0,0,0,0,1,0,1,2,6,12,3,0,3,1,376
215,"PRIMARY SCHOOL BANNA JAKHA",286,241,0,527,185,145,0,330,262,0,95,36,43,146,1,0,0,1,0,0,0,0,0,1,1,4,2,0,0,330
216,"PRIMARY SCHOOL BARAULA",511,421,0,932,355,303,0,658,658,0,230,137,22,254,1,2,0,0,1,1,0,2,1,2,0,4,1,0,0,658
217,"PRIMARY SCHOOLJYOTISH",428,350,0,778,275,197,0,472,472,0,52,267,11,90,1,3,0,0,1,0,0,12,1,2,0,3,7,16,6,472
218,"PRIMARY SCHOOLJYOTISH",346,286,0,632,172,138,0,310,278,0,19,37,8,192,39,1,1,4,0,0,1,3,0,1,1,2,0,0,1,310
219,"PRIMARY SCHOOL PAL NAGARHAMLET JYOTISH",115,115,0,230,87,87,0,174,141,0,12,13,139,3,0,1,0,0,0,0,0,0,1,2,0,0,1,0,2,174
220,"PRIMARY SCHOOL  NARIHA",589,492,0,1081,374,279,0,653,653,0,269,266,32,47,1,1,0,1,1,0,9,2,1,1,4,10,5,3,0,653
221,"PRIMARY SCHOOL  NARIHA",580,495,0,1075,348,271,0,619,466,0,238,226,93,33,0,0,0,1,1,1,4,2,2,3,4,4,3,1,3,619
222,"PRIMARY SCHOOL DURGAPURWA",324,289,0,613,258,235,0,493,462,0,150,99,10,216,8,0,0,1,0,2,0,1,0,0,1,2,1,1,1,493
223,"PRIMARY SCHOOL MUKTAPUR HAMLET NARIHA",489,405,0,894,376,261,0,637,519,0,308,40,9,259,0,0,0,0,0,0,0,0,1,1,5,3,8,1,2,637
224,"PRIMARY SCHOOL AGHOOKAMALPUR",301,256,0,557,224,190,0,414,360,0,78,213,88,12,1,0,0,0,0,0,0,0,0,3,4,3,4,4,4,414
225,"AKBARPUR INTER CO. AKBARPUR",535,480,1,1016,400,298,0,698,691,0,93,475,28,68,0,2,3,0,1,0,0,4,1,1,6,4,2,7,3,698
226,"AKBARPUR INTER CO. AKBARPUR",589,545,2,1136,366,324,0,690,690,0,100,439,43,91,0,3,1,0,1,0,0,3,0,0,2,1,3,3,0,690
227,"AKBARPUR INTER CO. AKBARPUR",606,512,0,1118,342,286,0,628,410,0,124,362,40,67,0,2,2,0,1,1,1,2,1,4,6,10,1,3,1,628
228,"AKBARPUR INTER CO. AKBARPUR",716,665,1,1382,386,330,0,716,570,0,172,410,42,71,0,11,0,1,0,0,1,0,1,0,3,1,2,1,0,716
229,"AKBARPUR INTER CO. AKBARPUR",359,297,0,656,188,162,0,350,218,0,106,164,27,41,0,4,0,0,0,0,0,1,0,0,1,5,1,0,0,350
230,"AKBARPUR INTER CO. AKBARPUR",122,113,0,235,82,76,0,158,85,0,55,73,16,4,0,1,1,0,0,0,0,0,0,0,1,2,5,0,0,158
231,"AKBARPUR INTER CO. AKBARPUR",770,640,0,1410,486,393,0,879,879,0,205,492,56,93,2,9,0,1,1,0,2,1,0,1,7,6,2,0,1,879
232,"JUNIYAR HIGH SCHOOL AKBARPUR RURA ROAD",756,620,2,1378,496,369,0,865,602,0,89,448,33,282,1,4,0,0,0,0,1,1,1,0,3,1,0,0,1,865
233,"JUNIYAR HIGH SCHOOL AKBARPUR RURA ROAD",498,449,0,947,377,284,0,661,561,0,62,433,36,118,0,3,0,0,0,0,1,2,0,0,1,2,0,2,1,661
234,"GIRLS INTER COLLEGE AKBARPUR",363,316,0,679,276,209,0,485,98,0,64,141,63,210,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,485
235,"GIRLS INTER COLLEGE AKBARPUR",606,541,0,1147,469,374,0,843,820,0,148,187,58,424,5,1,0,0,1,1,4,0,0,1,4,5,1,0,3,843
236,"BOYS JUNIYAR HIGH  SCHOOL AKBARPUR",557,468,0,1025,374,278,0,652,652,0,108,227,98,192,0,4,0,0,0,0,7,0,2,2,2,6,2,0,2,652
237,"BOYS JUNIYAR HIGH  SCHOOL AKBARPUR",496,440,0,936,309,249,0,558,558,0,117,53,219,157,0,2,0,0,0,0,1,0,1,0,2,4,1,0,1,558
238,"BOYS JUNIYAR HIGH  SCHOOL AKBARPUR",531,451,0,982,361,234,0,595,580,0,66,66,134,310,1,3,1,0,0,2,0,0,0,0,2,3,4,2,1,595
239,"BOYS JUNIYAR HIGH  SCHOOL AKBARPUR",728,621,0,1349,522,413,0,935,895,0,202,328,149,229,3,3,0,0,0,0,0,1,2,0,4,7,2,2,3,935
240,"PRIMARY SCHOOL BADHAPUR",652,561,0,1213,456,301,0,757,757,0,275,389,30,45,2,3,3,1,0,1,0,1,1,0,1,1,1,3,0,757
241,"PRIMARY SCHOOL BADHAPUR",421,368,0,789,284,254,0,538,538,0,163,269,11,91,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,538
242,"PRIMARY SCHOOL TIWARIPURWA HAMLET BADHAPUR",244,208,0,452,181,142,0,323,226,0,158,100,2,59,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,323
243,"PRIMARY SCHOOLTAHARPUR MAIDU",389,319,0,708,291,210,0,501,501,0,194,237,10,53,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,501
244,"PRIMARY SCHOOL SAHABAPUR",416,343,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"PRIMARY SCHOOL SANGSIYAPUR",564,481,0,1045,333,258,0,591,591,0,175,250,14,117,1,3,4,0,1,1,0,0,1,2,1,4,7,8,2,591
246,"PRIMARY SCHOOL SANGSIYAPUR",498,425,0,923,320,278,0,598,598,0,355,201,5,27,0,0,1,0,0,0,0,0,0,0,0,3,3,2,1,598
247,"PRIMARY  SCHOOL BEVAN",600,533,0,1133,405,333,0,738,718,0,358,285,8,37,1,0,7,1,1,0,1,0,0,1,6,6,15,8,3,738
248,"PRIMARY SCHOOL SARIYAPUR",516,406,1,923,312,221,0,533,364,0,222,260,6,28,0,2,0,0,0,0,0,2,0,0,5,3,2,2,1,533
249,"PRIMARY SCHOOL  KUITKHERA",763,647,0,1410,530,418,0,948,948,0,93,222,4,600,4,1,0,0,0,0,0,13,2,0,2,2,1,1,3,948
250,"PRIMARY SCHOOL MOHAMMADPUR MAJRA",212,203,0,415,157,161,0,318,318,0,140,142,2,24,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,318
251,"PRIMARY SCHOOL  LAHRAPUR",558,463,0,1021,305,190,0,495,495,0,4,67,9,405,2,2,1,0,0,2,0,0,0,0,1,0,0,1,1,495
252,"PRIMARY SCHOOL  KUMBHI",703,559,0,1262,475,328,0,803,803,0,128,159,20,465,2,7,0,0,4,0,1,0,1,2,4,2,5,2,1,803
253,"PRIMARY SCHOOL KUITMANDIR",395,371,0,766,283,289,0,572,506,0,161,163,194,38,0,1,0,1,1,0,0,0,0,1,3,3,0,2,4,572
254,"PRIMARY SCHOOLGAURIYAPUR",495,415,0,910,324,268,0,592,450,0,315,249,5,12,0,0,0,0,0,0,1,1,0,0,5,3,1,0,0,592
255,"PRIMARY SCHOOL  BANSHANPURWA HAMLET  TORAMOHAMADPUR",426,371,0,797,280,229,0,509,458,0,15,171,269,38,0,1,0,1,0,0,0,3,0,1,5,1,0,0,4,509
256,"PRIMARY SCHOOL TORAMOHAMADPUR",561,487,0,1048,377,218,0,595,595,0,63,40,141,335,1,1,0,0,1,0,1,0,3,0,3,4,1,0,1,595
257,"PRIMARY SCHOOL KRIPALPUR",452,384,0,836,299,265,0,564,473,0,230,269,23,20,1,1,0,0,0,0,0,0,0,3,8,7,0,2,0,564
258,"PRIMARY SCHOOL PATARI",756,679,0,1435,462,424,0,886,886,0,242,167,141,320,1,3,0,0,0,0,0,0,1,0,3,2,3,3,0,886
259,"PRIMARY SCHOOL BHUGANIYAPUR",490,416,0,906,325,262,0,587,531,0,242,261,10,55,1,2,0,1,0,0,0,0,1,0,3,0,3,7,1,587
260,"PRIMARY SCHOOL BALBHADRAPUR",473,431,0,904,365,295,0,660,659,0,54,463,14,123,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,660
261,"PRIMARY SCHOOL  JAMALPUR",293,235,0,528,147,180,0,327,327,0,20,194,16,81,1,0,0,0,0,0,1,0,0,3,6,0,2,1,2,327
262,"PRIMARY SCHOOL  MAIRAKHPUR",347,279,0,626,214,175,0,389,389,0,54,48,22,256,1,1,0,0,0,0,0,2,1,0,1,0,1,2,0,389
263,"PRIMARY SCHOOL  MANDVAIE",577,508,0,1085,369,285,0,654,654,0,150,98,42,341,1,3,0,0,1,0,0,1,1,2,4,5,2,0,3,654
264,"JUNIYAR HIGH SCHOOL  KARAUSA",784,674,0,1458,448,331,0,779,772,0,140,118,16,487,0,5,2,0,0,0,0,0,1,3,0,4,0,0,3,779
265,"PRIMARY SCHOOL KUKCHHI",326,270,0,596,216,160,0,376,375,0,50,157,60,98,1,0,0,0,0,0,0,0,2,1,4,2,0,0,1,376
266,"PRIMARY SCHOOL DARGAWAN",430,373,0,803,305,240,0,545,511,0,12,36,34,449,2,1,2,0,0,0,0,0,3,2,1,1,1,0,1,545
267,"PRIMARY SCHOOL  ALAMCHANDPUR",242,208,0,450,178,161,0,339,339,0,156,77,78,15,1,0,0,0,1,1,3,0,1,0,0,3,2,0,1,339
268,"PRIMARY SCHOOL  ALAMCHANDPUR",596,534,0,1130,250,222,0,472,472,0,272,114,23,54,0,2,0,1,0,1,0,0,0,0,0,2,3,0,0,472
269,"PRIMARY SCHOOL MILKINPURWA HAMLET DHARAOU",426,352,0,778,308,225,0,533,533,0,88,277,85,68,1,1,1,0,0,0,0,1,0,2,4,1,1,1,2,533
270,"PRIMARY SCHOOL SALAVATPUR",255,222,0,477,197,153,0,350,340,0,83,187,16,52,1,1,0,2,0,1,0,1,1,2,1,1,0,1,0,350
271,"PRIMARY SCHOOL MURIDPUR HAMLET MATIKISHUNPUR",765,647,1,1413,520,303,0,823,823,0,288,219,40,255,1,8,0,1,1,0,0,0,0,0,0,5,1,1,3,823
272,"PRIMARY SCHOOL MURIDPUR HAMLET MATIKISHUNPUR",718,600,0,1318,406,310,0,716,712,0,65,177,19,439,1,4,0,0,0,0,0,0,1,0,4,2,1,2,1,716
273,"PRIMARY SCHOOL  KANDHIYA",229,214,0,443,203,174,0,377,368,0,185,148,7,27,0,1,0,0,0,0,0,0,0,1,4,2,1,1,0,377
274,"PRIMARY SCHOOL PATEPUR",623,550,1,1174,376,286,0,662,662,0,224,123,45,231,2,3,0,1,0,0,1,1,1,0,3,6,7,6,8,662
275,"PRIMARY SCHOOL PATEPUR",726,638,0,1364,355,254,0,609,607,0,140,134,106,206,1,3,0,0,0,0,0,2,1,0,2,0,11,0,3,609
276,"PRIMARY SCHOOL GUJRAIE",504,415,0,919,257,215,0,472,395,0,49,225,137,35,0,0,0,0,1,0,0,1,0,2,2,3,0,11,6,472
277,"PRIMARY SCHOOL GUJRAIE",487,420,0,907,314,175,0,489,409,0,158,193,71,47,3,0,1,0,0,0,0,1,3,4,1,2,3,2,0,489
278,"PRIMARY SCHOOL  JASAURA VIRSINGHPUR",696,612,0,1308,470,412,0,882,882,0,535,123,185,7,0,0,0,0,0,1,0,0,0,3,4,1,10,6,7,882
279,"PRIMARY SCHOOL JINDAURA",263,220,0,483,176,112,0,288,170,0,106,151,14,7,0,0,0,0,0,0,0,0,0,1,2,2,3,2,0,288
280,"PRIMARY SCHOOL  NAHOLI",610,471,0,1081,375,237,0,612,612,0,203,320,7,66,0,1,0,1,2,0,0,0,1,2,3,3,1,0,2,612
281,"PRIMARY SCHOOL KURWAKHURD",607,517,0,1124,419,347,0,766,764,0,271,214,89,152,0,0,0,0,1,0,0,1,5,2,4,6,6,12,3,766
282,"PRIMARY SCHOOL KURWAKHURD",339,281,0,620,257,199,0,456,449,0,353,27,7,44,0,1,0,0,0,2,1,0,0,0,6,5,9,0,1,456
283,"PRIMARY SCHOOL  JALALPUR NAGIN",764,667,0,1431,518,374,0,892,889,0,418,307,16,115,12,1,0,0,0,0,0,1,1,2,6,10,2,0,1,892
284,"PRIMARY SCHOOL  JALALPUR NAGIN",346,315,0,661,146,159,0,305,304,0,29,177,8,57,1,1,1,0,0,1,1,2,1,3,4,12,3,1,3,305
285,"PRIMARY SCHOOL  BAHBALPUR HAMLET JALALPUR NAGIN",232,181,0,413,170,133,0,303,252,0,154,52,3,81,0,0,0,0,0,0,0,0,6,2,0,1,2,1,1,303
286,"PRIMARY SCHOOL SIDHAMAOU",742,591,0,1333,497,366,0,863,761,0,353,447,6,29,11,1,0,0,2,0,1,0,0,1,5,3,0,1,3,863
287,"PRIMARY SCHOOL NABIPUR URF   NAGINJASI",654,561,2,1217,405,311,0,716,501,0,177,210,121,165,3,1,2,1,0,0,0,0,1,1,10,3,4,7,10,716
288,"PRIMARY SCHOOL NABIPUR URF   NAGINJASI",684,594,0,1278,403,302,0,705,705,0,92,347,80,171,1,5,0,1,2,0,0,0,1,0,2,1,1,0,1,705
289,"MUNSHI PREM CHANDRA ADITORIYAM TAKTAULEE",358,321,0,679,253,179,0,432,432,0,68,258,44,46,0,8,0,1,0,0,0,0,0,2,3,2,0,0,0,432
290,"PRIMARY SCHOOL  SHAHJADPUR HAMLET BANARALIPUR",460,391,0,851,309,192,0,501,499,0,310,149,9,16,0,0,0,1,0,0,1,0,0,0,4,5,4,1,1,501
291,"PRIMARY SCHOOL  SHAHJADPUR HAMLET BANARALIPUR",638,582,0,1220,485,403,0,888,884,0,243,438,114,59,1,2,2,1,3,1,0,0,2,0,8,6,5,1,2,888
292,"PRIMARY SCHOOL SWAROOPPUR",492,422,0,914,290,279,0,569,569,0,130,352,15,35,2,5,1,1,0,1,0,13,2,0,3,2,1,3,3,569
293,"PRIMARY SCHOOL  JAINPUR",414,355,0,769,275,194,0,469,469,0,46,212,14,178,0,4,0,1,0,1,0,2,1,0,3,3,1,0,3,469
294,"GIRLS PRIMARY SCHOOL BARA",379,302,0,681,183,98,0,281,210,0,42,101,2,132,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,281
295,"GIRLS PRIMARY SCHOOL BARA",265,215,0,480,187,115,0,302,302,0,101,176,2,15,0,0,0,0,2,0,0,0,0,2,1,2,0,1,0,302
296,"JUNIYAR HIGH  SCHOOL HAJARIPURVA HAMLET BARA",327,285,0,612,255,203,0,458,455,0,229,57,7,145,0,1,1,1,0,0,0,3,0,0,4,0,8,2,0,458
297,"PRIMARY SCHOOL NASRATPUR HAMLET BARA",448,380,0,828,270,162,0,432,432,0,202,97,36,85,0,0,0,0,0,0,1,0,0,0,0,6,4,0,1,432
