"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL SHUKLA WARSI","2 - DEVENDRA SINGH BHOLE SINGH","3 - RAJARAM PAL","4 - LAL SINGH TOMAR","5 - AMAR SINGH","6 - ARVIND KUMAR","7 - DR. OMKAR NATH KATIYAR","8 - GOPI RAMAN","9 - JASWANT SINGH","10 - DR. BAJARANG PRATAP SONKAR","11 - RAMA KANT VERMA","12 - RAMENDRA SINGH TOMAR","13 - ASHOK YADAV","14 - NEERAJ KUMAR ADVOCATE","15 - BHARTI DEVI PASI ADVOCATE","16 - MUNNI DEVI","17 - RAM SEVAK","18 - VIJAY KUMAR SHARMA","19 - None of the Above","Total Votes Secured"
298,"PRIMARY SCHOOL NASRATPUR HAMLET BARA",463,419,0,882,300,215,0,515,515,0,200,88,9,207,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,515
299,"JUNIYAR HIGH  SCHOOL BARA",834,702,0,1536,475,338,0,813,813,0,401,154,81,143,2,0,0,1,2,1,2,0,1,1,3,4,6,6,5,813
300,"JUNIYAR HIGH  SCHOOL BARA",632,590,0,1222,412,330,0,742,720,0,305,199,76,146,1,1,0,0,1,0,1,0,0,0,4,4,1,1,2,742
301,"JUNIYAR HIGH  SCHOOL BARA",741,665,0,1406,444,366,0,810,809,0,381,102,30,275,3,4,0,0,2,0,1,0,1,1,1,5,3,1,0,810
302,"JUNIYAR HIGH  SCHOOL BARA",733,642,0,1375,469,303,0,772,770,6,359,140,41,210,1,0,0,0,0,0,0,0,0,1,3,2,9,2,4,772
303,"PRIMARY SCHOOL UTTARI KAKSH  UMRAN",682,560,0,1242,439,291,0,730,730,0,151,149,81,341,1,0,1,0,0,0,0,0,2,3,0,1,0,0,0,730
304,"PRIMARY SCHOOL UTTARI KAKSH UMRAN",210,159,0,369,155,91,0,246,246,0,75,38,13,110,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,246
305,"PRIMARY SCHOOL DAKSHINI KAKSH  UMRAN",256,192,0,448,149,95,0,244,244,0,38,68,11,120,0,0,1,0,0,0,1,0,0,1,0,0,0,3,1,244
306,"PRIMARY SCHOOL RAHIMPUR HAMLET UMRAN",569,484,0,1053,387,237,0,624,471,0,51,140,61,346,4,0,0,1,1,1,2,2,3,1,4,3,2,0,2,624
307,"PRIMARY SCHOOL BISAYAKPUR",494,415,0,909,300,220,0,520,520,0,170,228,38,68,1,1,1,1,0,1,0,2,0,0,1,5,1,2,0,520
308,"PRIMARY SCHOOL PACHGAWA  HAMLET BISAYAKPUR",683,563,0,1246,404,291,0,695,673,0,73,411,111,63,2,3,0,1,5,2,1,1,4,3,5,2,1,2,5,695
309,"PRIMARY SCHOOL MALVAR HAMLET BISAYAKPUR",528,463,0,991,367,274,0,641,520,0,149,202,227,9,0,3,0,0,0,0,0,3,0,3,1,4,11,9,20,641
310,"PRIMARY SCHOOL CHIRANA HAMLET  BISAYAKPUR",482,422,0,904,348,272,0,620,540,0,200,292,51,44,0,1,4,0,2,0,0,0,1,5,5,10,2,2,1,620
311,"PRIMARY SCHOOL CHIRANA HAMLET  BISAYAKPUR",457,394,0,851,319,241,0,560,487,0,162,279,42,34,0,2,24,1,0,1,0,1,0,0,5,5,2,1,1,560
312,"GIRLS JUNIYAR HIGH  SCHOOL UTTARI KAKSH RANIYA",686,590,1,1277,474,368,0,842,840,0,176,465,92,84,1,2,2,0,0,0,1,0,0,2,8,3,1,5,0,842
313,"GIRLS JUNIYAR HIGH  SCHOOL MADHY KAKSH RANIYA",795,693,0,1488,542,391,0,933,877,0,202,470,104,133,0,0,1,0,0,0,1,3,2,4,2,7,2,1,1,933
314,"JUNIYAR HIGH SCHOOL PURVI KAKSH RANIYA",677,544,0,1221,417,292,0,709,527,0,98,406,70,119,0,3,2,0,0,0,0,1,0,3,0,7,0,0,0,709
315,"JUNIYAR HIGH SCHOOL MADHY KAKSH  RANIYA",680,581,0,1261,444,325,0,769,701,0,109,511,45,85,1,3,0,0,1,0,1,1,0,1,2,3,0,3,3,769
316,"JUNIYAR HIGH SCHOOL RANIYA",790,659,0,1449,485,372,0,857,855,0,118,518,148,50,1,1,1,0,2,1,2,0,0,3,2,6,0,2,2,857
317,"JUNIYAR HIGH SCHOOL RANIYA KAKSH NO. 4",376,314,0,690,229,173,0,402,396,0,53,278,39,22,1,0,0,0,1,0,0,1,0,0,0,2,0,2,3,402
318,"PRIMARY SCHOOL CHIRAURA",843,658,4,1505,543,415,0,958,948,0,247,314,272,75,1,2,1,0,1,1,0,2,2,4,8,12,4,9,3,958
319,"JUNIYAR HIGH  SCHOOL  DHANJUVA",448,391,0,839,348,281,0,629,550,0,121,353,31,100,2,1,0,1,1,0,1,1,0,3,4,7,1,1,1,629
320,"PRIMARY SCHOOL DEVKALI",226,164,0,390,180,126,0,306,300,0,110,136,17,27,2,8,2,1,0,0,0,0,0,0,2,1,0,0,0,306
321,"JUNIYAR HIGH  SCHOOL FATEHPUR ROSHNAIE",548,456,0,1004,312,198,0,510,510,0,149,198,53,61,30,1,0,0,0,2,0,4,2,2,2,4,0,0,2,510
322,"JUNIYAR HIGH  SCHOOL FATEHPUR ROSHNAIE",489,392,0,881,283,182,0,465,465,0,120,64,12,239,24,0,1,0,0,0,0,1,1,0,1,1,1,0,0,465
323,"PRIMARY SCHOOL FATEHPUR ROSHNAIE",549,449,0,998,380,265,0,645,645,0,212,314,50,55,0,1,0,0,0,1,0,0,0,0,4,2,1,5,0,645
324,"PRIMARY SCHOOL FATEHPUR ROSHNAIE",502,426,0,928,335,228,0,563,563,0,117,334,38,60,0,4,1,0,0,2,1,1,0,2,2,1,0,0,0,563
325,"PRIMARY SCHOOL SHYAMPUR HAMLET FATEHPUR ROSHNAIE",235,190,0,425,172,114,0,286,279,0,68,90,1,119,1,0,0,0,0,0,1,1,0,0,0,1,2,1,1,286
326,"PRIMARY SCHOOL  KATAKA",497,387,0,884,355,230,0,585,585,0,196,245,80,40,0,0,1,0,0,0,0,11,0,1,3,3,3,1,1,585
327,"PRIMARY SCHOOLSHERPUR TARAUDA",631,516,0,1147,365,291,0,656,656,0,241,327,43,33,2,0,0,0,1,0,0,0,0,2,3,3,1,0,0,656
328,"PRIMARY SCHOOLSHERPUR TARAUDA",622,502,0,1124,425,310,0,735,45,0,305,343,25,43,0,0,0,0,0,0,0,2,3,0,2,6,3,0,3,735
329,"PRIMARY SCHOOL AHMADPUR SYONDA",687,588,1,1276,425,290,0,715,715,0,163,407,72,18,7,1,1,1,1,1,1,1,3,1,5,1,10,16,5,715
330,"PRIMARY SCHOOL KHANCHANDRAPUR",754,597,0,1351,524,334,0,858,857,0,27,401,311,88,3,5,0,0,0,2,0,1,3,4,5,3,0,1,4,858
331,"PRIMARY SCHOOL PAMA",513,442,0,955,358,272,0,630,630,0,206,275,66,59,0,1,0,0,0,0,0,19,0,0,2,0,1,0,1,630
332,"PRIMARY SCHOOL LODIPUR",715,630,0,1345,459,277,0,736,734,0,208,296,36,168,1,1,0,0,0,1,0,0,1,2,8,5,5,2,2,736
333,"PRIMARY SCHOOL RARUVA H. LODIPUR",511,426,0,937,360,246,0,606,570,0,231,132,160,47,1,1,0,2,0,1,1,1,0,3,8,13,1,0,4,606
334,"PRIMARY SCHOOL RAIPUR KUKAHAT",503,378,0,881,359,229,0,588,509,0,101,407,24,40,0,1,0,0,0,2,0,1,1,0,1,3,2,2,3,588
335,"PRIMARY SCHOOL RAIPUR KUKAHAT",480,416,0,896,293,241,0,534,524,0,74,234,97,105,1,1,0,0,0,0,0,1,1,0,2,6,2,8,2,534
336,"PRIMARY SCHOOL  GOENI",423,329,0,752,272,221,0,493,483,0,170,178,5,99,2,1,0,0,0,1,0,0,3,3,5,5,9,9,3,493
337,"PRIMARY SCHOOL  MUBARAKPUR LATA",564,499,0,1063,346,213,0,559,301,0,91,279,84,92,2,2,0,0,0,0,1,0,2,2,2,1,0,0,1,559
338,"PRIMARY SCHOOL ITAILIYA HAMLET MUBARAKPUR LATA",432,331,0,763,197,294,0,491,480,0,93,107,32,237,0,0,0,0,0,1,0,4,3,3,2,1,2,1,5,491
339,"PRIMARY SCHOOL  RASOOLPUR  GOGUMAOU",515,415,0,930,316,212,0,528,520,0,103,386,12,19,2,0,0,0,1,0,0,0,0,1,1,1,0,2,0,528
340,"PRIMARY SCHOOL  RASOOLPUR  GOGUMAOU",435,411,0,846,241,162,0,403,403,0,113,244,18,22,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,403
341,"PRIMARY SCHOOL  RASOOLPUR  GOGUMAOU",399,312,0,711,220,170,0,390,378,0,65,287,8,5,1,2,0,0,0,0,0,12,0,0,2,1,1,2,4,390
342,"JUNIYAR HIGH SCHOOL SULTANPUR PERAJOR",524,410,0,934,339,239,0,578,570,0,29,456,18,62,0,0,1,0,0,0,0,9,1,0,0,1,0,1,0,578
343,"JUNIYAR HIGH SCHOOL SULTANPUR PERAJOR",367,300,0,667,268,173,0,441,400,0,65,346,4,20,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,441
