"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
179,"H.I.C ATARRA ROOM NO.5",414,313,0,727,244,167,0,411,23,0,40,305,3,32,14,12,0,1,0,2,0,0,0,2,411
180,"ATARRA DEGREE COLLEGE ATARRA ROOM NO. 1",584,423,0,1007,266,172,0,438,416,0,50,250,5,23,63,37,1,0,1,0,0,1,1,6,438
181,"ATARRA DEGREE COLLEGE ATARRA ROOM NO-2",582,462,0,1044,229,166,0,395,223,0,54,248,3,31,36,15,0,0,2,0,1,3,0,2,395
182,"ATARRA DEGREE COLLEGE ATARRA ROOM NO- 3",585,453,0,1038,260,203,0,463,429,0,80,231,4,44,73,18,1,0,4,0,0,3,3,2,463
183,"ATARRA DEGREE COLLEGE ATARRA ROOM NO-4",473,359,0,832,227,175,0,402,396,0,23,172,2,34,136,14,0,2,6,2,1,4,0,6,402
184,"ATARRA DEGREE COLLEGE ATARRA ROOM NO-5",442,359,0,801,176,144,0,320,307,0,21,134,2,45,98,7,2,3,4,1,0,1,1,1,320
185,"ATARRA DEGREE COLLEGE ATARRA ROOM NO-6",489,365,0,854,171,121,0,292,281,0,28,127,1,20,103,7,0,0,3,1,0,0,0,2,292
186,"BRAHAM VIGYAN INTER COLLEGE ATARRA ROOM NO.1",645,543,0,1188,283,218,0,501,361,0,41,248,6,40,138,3,0,0,1,0,0,3,12,9,501
187,"BRAHAM VIGYAN INTER COLLEGE ATARRA ROOM NO.2",467,370,0,837,219,146,0,365,365,0,54,235,5,32,23,9,0,0,0,2,1,0,2,2,365
188,"BRAHAM VIGYAN INTER COLLEGE ATARRA ROOM NO.3",403,326,0,729,180,147,0,327,327,0,31,168,1,34,77,10,1,1,1,1,0,0,0,2,327
189,"BRAHAM VIGYAN INTER COLLEGE ATARRA ROOM NO.4",857,667,0,1524,508,333,0,841,837,0,109,533,8,113,46,13,3,1,1,1,0,4,3,6,841
190,"POORV M.VI. LALTHOK NAGAR ATARRA ROOM N0. 1",514,418,0,932,271,218,0,489,478,0,19,373,8,34,39,8,0,0,0,0,0,1,4,3,489
191,"POORV M.VI. LALTHOK NAGAR ATARRA ROOM N0. 2",507,390,1,898,234,161,0,395,335,0,31,264,3,30,44,12,0,1,1,0,0,2,1,6,395
192,"POORV M.VI. LALTHOK NAGAR ATARRA ROOM N0. 3",746,590,0,1336,360,259,0,619,616,0,44,421,6,30,85,16,0,2,2,2,0,1,1,9,619
193,"SARSWATI INTER COLLEGE ATARRA",514,437,0,951,322,231,0,553,543,0,75,308,4,68,76,11,1,0,1,1,1,1,0,6,553
194,"G.G.I.C ATARRA ROOM NO.1",358,282,0,640,146,124,0,270,265,0,38,78,4,14,107,9,0,2,6,1,1,3,2,5,270
195,"G.G.I.C ATARRA ROOM NO.2",893,672,0,1565,392,353,0,745,738,0,125,408,15,43,122,10,4,1,4,0,4,1,2,6,745
196,"G.G.I.C ATARRA ROOM NO.3",582,481,0,1063,295,203,0,498,490,0,79,287,6,52,48,19,1,0,1,1,0,0,4,0,498
197,"G.G.I.C ATARRA ROOM NO.4",291,255,0,546,129,117,0,246,246,0,117,10,0,8,94,1,1,2,1,1,0,4,3,4,246
198,"G.G.I.C ATARRA ROOM NO.5",629,480,0,1109,340,253,0,593,592,0,175,121,5,20,223,11,2,4,9,0,3,2,5,13,593
199,"G.G.I.C ATARRA ROOM NO.6",618,481,0,1099,296,196,0,492,478,0,105,57,3,10,279,13,2,3,1,1,1,3,5,9,492
200,"PR.VI.ATARRRA PRACHEEN ROOM NO.1",889,676,0,1565,430,320,0,750,745,0,77,395,12,61,166,16,1,0,0,3,4,3,3,9,750
201,"PR.VI.ATARRRA PRACHEEN ROOM NO.2",434,379,0,813,238,203,0,441,418,0,47,97,2,33,226,13,1,3,3,1,0,1,2,12,441
202,"PR.VI.ATARRRA PRACHEEN ROOM NO.03",448,418,0,866,231,178,0,409,311,0,51,152,3,17,167,4,5,1,0,0,0,0,1,8,409
203,"PR.VI.ATARRRA RURAL ROOM NO.1",527,425,0,952,250,170,0,420,418,0,308,31,4,2,55,2,0,1,0,2,0,3,4,8,420
204,"PR.VI. ATARRA RURAL ROOM NO. 2",451,395,0,846,286,213,0,499,499,0,253,113,5,16,98,6,1,2,2,1,1,0,0,1,499
205,"PR.VI. GAYAPRASAD KA PURWA ATARRA RURAL",860,696,0,1556,397,336,0,733,729,0,221,224,14,12,222,5,0,7,15,4,0,3,3,3,733
206,"PR .VI. RAJARAM CHORIHA PURWA ROOM NO.-1",817,684,0,1501,413,406,0,819,818,0,264,291,15,19,200,7,3,1,6,2,1,4,2,4,819
207,"PR.VI. RAJARAM CHORIHA PURWA ROOM NO. 2",771,568,0,1339,362,264,0,626,622,0,102,228,4,19,239,4,0,1,5,1,1,5,5,12,626
208,"KANYA POORV MA VI. MAHOTARA ROOM NO.1",559,433,0,992,356,304,0,660,559,0,137,184,4,4,315,3,1,0,1,4,0,2,4,1,660
209,"KANYA POORV MA VI. MAHOTARA ROOM NO.2",447,352,0,799,233,190,0,423,417,0,53,155,3,18,163,10,2,1,3,2,1,6,4,2,423
210,"KANYA POORV MA VI. MAHOTARA ROOM NO.3",390,314,0,704,163,138,0,301,286,0,43,35,0,10,154,6,0,3,32,4,2,2,0,10,301
211,"PR. VI. MAHOTRA-2",514,446,0,960,246,219,0,465,390,0,47,200,2,12,195,2,0,1,1,0,1,2,0,2,465
212,"POORV MA. VI. MAHOTARA",724,584,1,1309,366,275,0,641,640,0,212,39,0,20,312,20,2,1,2,1,4,2,4,22,641
213,"PR. VI.KHAMHORA ROOM NO.1",628,515,0,1143,278,204,0,482,480,0,62,177,7,14,180,9,3,1,9,3,1,4,0,12,482
214,"PR. VI.KHAMHORA ROOM NO.2",690,556,0,1246,298,215,0,513,475,0,45,143,10,14,214,27,2,3,15,2,4,7,8,19,513
215,"PR. VI.KHAMHORA ROOM NO.3",686,590,0,1276,325,256,0,581,581,0,257,54,5,12,175,7,0,1,32,0,4,4,3,27,581
216,"PR. VI. KUSAMA ROOM NO.1",608,475,0,1083,321,280,0,601,599,0,157,289,4,8,123,9,0,1,0,0,1,4,3,2,601
217,"PR. VI. KUSAMA ROOM NO.2",595,482,0,1077,287,180,0,467,467,0,111,185,13,6,142,1,1,0,0,2,1,2,1,2,467
218,"PR.VI PUNAHUR ROOM NO. 1",712,554,0,1266,345,310,0,655,654,0,75,426,8,11,102,6,4,2,1,2,1,4,7,6,655
219,"PR.VI PUNAHUR ROOM NO. 2",728,583,0,1311,357,312,0,669,669,0,99,339,15,14,181,2,1,5,2,0,1,0,6,4,669
220,"KANYA PR.VI.PUNAHUR",750,609,0,1359,344,346,0,690,684,0,120,164,9,15,350,9,2,3,2,3,4,4,3,2,690
221,"PR.VI SIYARAM KA PURWA (DRAGPAL KA PURWA) PUNAHUR",374,320,0,694,220,185,0,405,403,0,130,85,5,20,152,2,1,0,5,1,1,1,0,2,405
222,"PR.VI.BADE KA PURWA",476,381,0,857,303,239,0,542,348,0,314,78,4,5,131,0,0,3,1,1,0,1,2,2,542
223,"PR. VI. GADAWAN ROOM NO.1",704,574,0,1278,333,268,0,601,601,0,78,281,14,7,198,2,0,1,3,0,0,3,6,8,601
224,"PR. VI. GADAWAN ROOM NO.2",387,336,0,723,221,187,0,408,380,0,136,44,8,12,160,5,6,1,1,4,0,5,7,19,408
225,"PR.VI.GADAWAN ROOM NO.3",356,319,0,675,169,163,0,332,185,0,57,14,1,3,240,2,0,0,2,1,5,3,0,4,332
226,"PR VI. THANAIR ROOM NO.1",422,329,0,751,216,161,0,377,324,0,193,77,3,8,85,7,0,1,1,1,0,0,0,1,377
227,"PR VI. THANAIR ROOM NO.2",517,417,0,934,287,221,0,508,500,0,176,110,4,27,176,6,1,1,0,2,2,0,0,3,508
228,"PR.VI. AAU",842,676,0,1518,459,383,0,842,840,0,269,234,4,7,285,13,2,1,4,4,1,4,3,11,842
229,"PR.V I. SIMARIYAKUSAL",583,448,0,1031,358,257,0,615,614,0,135,270,7,18,116,21,2,2,1,9,2,10,3,19,615
230,PR.VI.BASREHI,600,500,0,1100,291,263,0,554,58,0,79,115,6,10,305,3,1,0,2,3,0,3,3,24,554
231,PR.VI.NAGWARA,556,463,0,1019,349,275,0,624,279,0,60,115,8,10,286,107,4,1,3,6,4,7,6,7,624
232,"PR.VI. BAREHNDA ROOM NO. 1",595,497,0,1092,368,282,0,650,635,0,191,155,15,142,97,14,1,1,2,2,1,6,8,15,650
233,"PR.VI. BAREHNDA ROOM NO. 2",442,395,0,837,215,184,0,399,398,0,90,109,4,24,155,1,2,0,1,0,0,3,5,5,399
234,"PR.VI. BALLAN ROOM NO. 1",518,414,0,932,280,214,0,494,494,0,70,307,7,37,47,5,0,1,1,1,1,2,14,1,494
235,"PR.VI.BALLAN ROOM N0.2",775,654,0,1429,418,301,0,719,447,0,49,227,7,10,391,3,3,6,0,7,4,4,4,4,719
236,"POORV MA. VI. BALLAN ROOM NO.1",665,548,0,1213,284,171,0,455,455,0,82,232,9,16,87,1,0,4,1,5,0,3,13,2,455
237,"POORV MA. VI. BALLAN ROOM NO.2",546,428,0,974,215,207,0,422,412,0,168,35,4,9,175,5,2,3,1,1,0,2,5,12,422
238,"PR.VI. DABHANI",669,582,2,1253,391,346,0,737,737,0,443,65,8,10,167,2,4,4,6,1,11,4,1,11,737
239,"PR.VI. KACHHIYA PURVA",562,472,0,1034,269,237,0,506,506,0,126,173,11,6,160,12,2,4,5,2,0,3,2,0,506
240,PR.VI.PARA,604,509,0,1113,259,248,0,507,507,0,73,134,4,8,266,4,1,2,2,4,0,5,3,1,507
241,"POORV MA. VI. PARA ROOM NO.1",504,410,1,915,254,198,0,452,450,0,47,154,9,12,208,2,2,2,3,4,1,3,0,5,452
242,"POORV MA.VI. PARA ROON NO-2",383,323,0,706,197,155,0,352,345,0,98,195,6,3,32,5,0,2,0,0,0,0,3,8,352
243,"POORV MA. VI.BAGA ROOM NO.1",705,557,0,1262,378,331,0,709,709,0,97,224,21,153,171,5,1,1,1,6,5,5,9,10,709
244,"POORV MA.VI. BAGA ROOM NO. 2",709,628,0,1337,335,320,0,655,583,0,95,309,16,41,165,3,1,2,3,0,4,3,3,10,655
245,"POORV MA.VI. BAGHA ROOM NO. 3",280,214,0,494,97,81,0,178,178,0,26,75,3,1,62,1,0,1,1,0,2,3,1,2,178
246,"PR.VI. NAGLAPURVA",601,519,0,1120,312,305,0,617,617,0,281,85,5,9,190,4,0,3,2,4,0,0,8,26,617
247,PR.VI.BIRIBIRHAND,437,387,0,824,257,257,0,514,121,0,427,31,3,2,43,1,1,0,0,0,0,2,0,4,514
248,"GANDHI GOV.INT.COLLAGE ORAN ROOM NO.1",659,523,0,1182,340,268,0,608,590,0,62,286,4,21,210,2,1,2,3,2,1,2,8,4,608
249,"GANDHI GOV.INT.COLLAGE ORAN ROOM NO.2",735,556,0,1291,265,424,0,689,628,0,142,341,13,25,141,5,1,0,8,1,4,1,4,3,689
250,"GANDHI GOV.INT.COLLAGE ORAN ROOM NO.3",761,561,0,1322,406,281,0,687,575,0,134,371,1,40,106,2,0,3,2,2,0,6,10,10,687
251,"GANDHI GOV.INT.COLLAGE ORAN ROOM NO.4",875,687,0,1562,434,338,0,772,754,0,105,237,10,30,316,7,2,4,13,3,7,12,12,14,772
252,"PR.VI. AHIRANPURVA",707,613,0,1320,324,293,0,617,610,0,255,70,2,10,234,4,4,0,9,2,3,5,7,12,617
253,"PR.VI. CHAMARANPURWA (SARJUPURVA) ROOM NO 1",608,452,0,1060,257,215,0,472,470,0,73,58,3,4,308,5,1,1,8,1,1,1,6,2,472
254,"PR. VI. CHAMARANPURVA (SARJUPURVA) ROOM NO -2",547,414,0,961,227,174,0,401,286,0,143,63,4,5,168,5,1,1,1,1,1,1,1,6,401
255,"PR.VI. CHUHKA PURWA",618,506,0,1124,244,242,0,486,315,0,91,82,5,12,273,3,3,1,3,3,1,3,0,6,486
256,"PR. VI. VISHAL KA PURWA ( SINGHPUR ROAD ORAN RURAL)",491,362,0,853,214,141,0,355,345,0,119,110,6,7,97,1,0,1,3,0,2,1,1,7,355
257,"NAVEEN PR.VI. SHAHPURSANI ROOM NO.1",747,613,0,1360,374,311,0,685,683,0,277,118,5,22,240,5,0,3,3,2,2,4,2,2,685
258,"NAVEEN PR.VI. SHAHPURSANI ROOM NO.2",647,521,0,1168,369,317,0,686,666,0,520,53,9,4,68,1,7,2,5,0,1,5,3,8,686
259,"POORV MA. VI. SINGHPUR MAFI ROOM NO.1",701,516,0,1217,393,292,0,685,10,0,184,219,18,13,207,6,1,0,1,1,2,9,4,20,685
260,"POORV MA. VI. SINGHPUR MAFI ROOM NO.2",662,514,0,1176,344,257,0,601,599,0,143,172,9,7,251,0,0,3,2,0,0,5,3,6,601
261,"PR.VI. SINGHPUR",448,345,0,793,254,197,0,451,451,0,11,357,19,15,26,0,0,0,1,2,1,6,6,7,451
262,"PR.VI DAUWA PURWA",255,204,0,459,195,143,0,338,336,0,141,138,14,6,15,0,0,0,1,1,0,2,7,13,338
263,"PR.VI. PARSENTA",664,492,0,1156,352,261,0,613,601,0,159,147,29,68,160,4,1,1,2,0,1,6,7,28,613
264,"PR.VI. AMILIHA",410,315,0,725,240,195,0,435,123,0,102,252,1,2,57,0,1,1,1,0,1,4,5,8,435
265,"PR.VI,PAHADIYA KHURD",313,261,0,574,175,135,0,310,309,0,115,99,4,1,76,2,0,0,1,1,1,4,1,5,310
266,"POORV MA.VI. UTARWAN",664,478,0,1142,300,228,0,528,528,0,30,252,25,42,144,10,1,0,2,3,2,0,4,13,528
267,"PR.VI. UTARWAN",314,208,0,522,169,121,0,290,287,0,36,111,11,21,99,3,1,2,1,0,0,0,0,5,290
268,"PR. VI. GAMAPURWA ANS  UTARWAN",491,408,0,899,281,213,0,494,174,0,278,60,7,14,120,4,1,0,0,2,0,3,1,4,494
269,"PR.VI BHAWANPUR",472,374,0,846,37,31,0,68,68,0,55,4,0,0,7,0,0,1,0,0,0,0,0,1,68
270,"PR.VI. KULKUKHEDA",625,476,0,1101,310,250,0,560,560,0,106,175,9,41,167,6,8,2,2,3,2,6,13,20,560
271,"PR.VI. PATHRAHAPURWA MAJARA KULLUKHEDA",456,392,0,848,213,176,0,389,366,0,57,12,1,2,303,2,1,0,2,3,3,1,0,2,389
272,"PR.VI. BHADAWAL",463,368,0,831,252,205,0,457,457,0,63,95,10,5,231,1,15,1,4,0,2,7,14,9,457
273,"PR.VI. MUNSIPURVA MAJARA BHADAWAL",472,398,0,870,293,287,0,580,559,0,290,40,5,13,218,1,2,0,5,0,1,3,0,2,580
274,"POORV MA. VI. NADANMAU ROOM NO.1",664,548,0,1212,425,379,0,804,804,0,675,62,6,4,25,0,1,0,0,1,2,2,6,20,804
275,"POORV MA. VI. NADANMAU ROOM N0.2",632,532,0,1164,372,327,0,699,699,0,227,149,8,8,280,4,1,4,5,1,3,0,0,9,699
276,"PR.VI. SHIVHARI",601,455,0,1056,357,287,0,644,544,0,405,160,10,5,58,0,2,0,0,1,0,0,1,2,644
277,"POORV MA. VI. PAUHAR",761,539,0,1300,349,265,0,614,612,0,47,395,12,8,120,7,1,3,1,1,1,2,6,10,614
278,PR.VI.DEVKHER,743,540,0,1283,351,341,0,692,401,0,41,377,20,10,200,15,2,0,2,5,1,7,4,8,692
279,"POORV MA. VI. JAMUNIYA PURWA",817,622,0,1439,374,289,0,663,657,0,205,241,16,9,169,8,2,4,1,0,4,1,2,1,663
280,"PR.VI. BANAI",246,191,0,437,140,124,0,264,242,0,3,150,2,3,86,3,0,0,1,3,0,2,4,7,264
281,"PR.VI. SIRSAUNA",560,474,0,1034,307,263,0,570,5,0,389,52,5,12,96,3,3,1,1,2,1,2,3,0,570
282,"PR.VI. GARGPUR",354,287,0,641,192,157,0,349,349,0,12,271,11,1,45,0,2,3,0,1,0,0,2,1,349
283,"PR.VI. CHAKLA ROOM NO .1",602,453,0,1055,346,257,0,603,589,0,413,76,5,6,76,2,5,2,2,2,3,0,1,10,603
284,"PR.VI. CHAKLA ROOM NO .2",603,503,0,1106,257,162,0,419,35,0,237,61,12,8,86,3,0,2,3,2,0,0,4,1,419
285,"PR.VI.HADAHMAFI ROOM NO-1",550,458,0,1008,295,244,0,539,520,0,35,302,6,4,162,4,6,2,3,1,2,4,4,4,539
286,"PR.VI.HADAHMAFI ROOM NO-2",334,286,0,620,179,150,0,329,315,0,60,124,4,1,116,0,3,1,1,1,4,1,3,10,329
287,"PR.VI. ORAHA",675,526,0,1201,348,315,0,663,69,0,90,297,10,3,240,6,1,0,0,0,2,5,4,5,663
288,"PR.VI JAYRAMBARI (ORAHA)",310,270,0,580,211,201,0,412,350,0,81,119,4,6,194,2,0,0,0,2,0,0,0,4,412
289,"PR.VI. BHUSASI",481,378,0,859,262,199,0,461,460,0,105,189,6,38,103,1,1,3,0,0,2,3,3,7,461
290,PR.VI.SADHAUPUR,341,271,0,612,197,160,0,357,354,0,107,98,2,16,130,2,2,0,0,0,0,0,0,0,357
291,PR.VI.UDAYPUR,591,502,0,1093,366,270,0,636,636,0,243,188,13,14,137,8,1,1,2,1,4,1,5,18,636
292,"SHANKUL BHAWAN BADAUSA",716,495,0,1211,318,214,0,532,532,0,81,227,7,50,134,6,0,1,2,2,0,1,7,14,532
293,"PR.VI, BANGALI PURVA ANS BADAUSA",416,340,0,756,230,169,0,399,399,0,160,60,3,7,123,7,31,2,3,1,0,1,1,0,399
294,"PR.VI. BADAUSA ROOM NO  1",446,359,0,805,228,198,0,426,425,0,55,169,4,13,166,6,1,0,2,2,0,1,2,5,426
295,"PR VI .BADAUSA ROOM NO 2",516,434,0,950,294,223,0,517,306,0,61,282,7,11,135,8,1,1,1,0,1,2,4,3,517
296,"PR.VI. KHATEHTA ANS BADAUSA",343,314,0,657,233,195,0,428,424,0,49,250,7,8,107,1,1,1,0,1,0,0,1,2,428
297,"KANYA POORV MA. VI. BADAUSA ROOM NO .2",457,378,0,835,298,234,0,532,530,0,82,279,6,13,130,1,0,3,1,0,1,1,5,10,532
298,"KANYA POORV MA.VI. BADAUSA ANS 2",573,453,0,1026,277,220,0,497,496,0,44,239,11,21,167,2,0,2,0,0,1,1,2,7,497
299,"SW.KAMTA PRASAD.INTER COLLEGE BADAUSA ROON NO.1",817,612,0,1429,321,307,0,628,628,0,345,99,7,37,115,7,0,2,2,3,1,1,3,6,628
300,"SW.KAMTA PRASAD.INTER COLLEGE BADAUSA ROON NO.2",561,401,0,962,262,219,0,481,480,0,102,199,15,52,82,3,0,1,1,4,3,4,7,8,481
301,"SW.KAMTA PRASAD.INTER COLLEGE BADAUSA ROON NO.3",759,555,0,1314,338,206,0,544,543,0,144,223,11,56,72,1,1,3,2,6,0,3,5,17,544
302,"PR.VI. DATAURA",137,116,0,253,60,76,0,136,135,0,59,4,0,9,57,2,1,0,1,1,0,1,0,1,136
303,"PR.VI.BARKATPUR ANS BADAUSA",181,149,0,330,71,90,0,161,119,0,150,3,0,0,6,1,0,0,0,0,0,0,1,0,161
304,"PR.VI. USARAPURWA ANS DUBARIYA",360,256,0,616,161,158,0,319,194,0,152,7,1,10,124,3,1,1,11,2,1,2,0,4,319
305,"PR.VI. MAKHALUPURVA ANS DUBARIYA",243,219,0,462,161,122,0,283,3,0,201,61,7,2,3,0,0,0,0,1,1,3,1,3,283
306,"POORV MA. VI. TURRA ROOM NO. 1",479,403,0,882,268,228,0,496,105,0,20,403,7,10,35,0,0,0,0,1,2,0,6,12,496
307,"POORV M.VI. TURRA ROOM NO.2",717,578,0,1295,395,326,0,721,721,0,73,352,19,16,211,14,4,2,3,5,0,2,10,10,721
308,"NAVEEN PR. VI. TURRA ROON NO. 1",696,574,0,1270,322,229,0,551,10,0,213,84,10,30,176,5,3,3,1,1,4,1,5,15,551
309,"NAVEEN PR. VI. TURRA ROON NO. 2",824,669,0,1493,482,417,0,899,899,0,224,253,14,20,356,6,4,4,1,4,2,1,1,9,899
310,"POORV MA. VI. MAHUTA ROOM NO.1",693,557,0,1250,372,322,0,694,680,0,67,374,8,25,188,11,0,1,1,1,1,1,6,10,694
311,"POORV M.VI. MAHUA ROOM NO.2",840,648,0,1488,409,318,0,727,727,0,68,348,22,7,259,5,4,1,4,3,1,0,3,2,727
312,"PR.VI. TERA (B) ROOM NO.1",772,593,0,1365,435,340,0,775,600,0,85,386,27,21,176,18,5,3,2,3,7,6,15,21,775
313,"PR.VI. TERA (B) ROOM NO.2",849,688,0,1537,470,332,0,802,802,0,279,339,25,10,102,23,3,4,2,1,3,2,1,8,802
314,PR.VI.MAHURAI,557,449,0,1006,279,151,0,430,33,0,136,162,15,10,77,3,1,0,0,4,2,8,5,7,430
315,"PR.VI. TARSUMA",586,443,0,1029,274,180,0,454,454,0,215,63,5,13,120,4,2,1,5,3,7,1,1,14,454
316,"PR.VI. GAJPATIPUR KALAN",532,413,0,945,296,251,0,547,420,0,193,176,7,38,94,4,2,1,2,1,2,7,5,15,547
317,"POORV MA. VI. JAHARAPUR ROOM NO.1",495,413,0,908,291,182,0,473,473,0,122,184,5,12,119,7,1,2,1,3,3,4,5,5,473
318,"POORV MA.VI.JABARAPUR ROOM NO-2",516,431,0,947,317,225,0,542,509,0,196,209,18,36,50,3,2,2,2,2,5,0,7,10,542
319,"JR.H.SCHOOL BAGHELABARI",842,658,0,1500,584,415,0,999,999,0,395,339,12,11,188,10,2,1,2,2,1,12,11,13,999
320,"PR.VI. KHERIYA",417,318,0,735,256,193,0,449,401,0,159,160,11,2,102,0,0,1,2,3,2,0,5,2,449
321,"PR.VI. DADHUWAMANPUR",437,330,0,767,255,163,0,418,415,0,98,142,12,4,126,8,0,2,2,1,4,3,4,12,418
322,"POORV .MA. VI. KARADANDI",622,456,0,1078,387,241,0,628,628,0,257,206,16,8,102,19,3,3,2,1,0,2,4,5,628
323,"POORV MA.VI.DADHUWANPUR FATEGUNJ",655,561,0,1216,381,313,0,694,694,0,119,366,14,10,129,11,3,4,1,6,6,7,5,13,694
324,"PR.VI KURUHUM",167,139,0,306,84,69,0,153,8,0,13,74,5,9,41,1,1,0,0,1,1,2,0,5,153
325,"PR.VI FATEHGUNJ ANS DADHUWAMANPUR",740,605,1,1346,427,298,0,725,725,0,273,157,10,7,202,7,0,8,5,7,4,8,8,29,725
326,"PR.VI. BARCHHA DADIYA",586,489,0,1075,349,259,0,608,10,0,208,263,24,17,36,27,0,3,0,7,0,6,4,13,608
327,"PR.VI. SANGRAMPUR",582,488,0,1070,340,251,0,591,581,0,286,78,9,23,146,23,3,4,2,2,2,4,1,8,591
