"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - TUFANI","2 - TUFANI NISHAD","3 - BHOLANATH ALIAS B.P. SAROJ","4 - RAM CHARITRA NISHAD","5 - SUBAS CHANDRA","6 - RAJ ALIAS VIRENDRA KUMAR SONKAR","7 - RAJESH","8 - LALJI","9 - SIKANDAR","10 - SURESH GAUTAM","11 - HARI","12 - OMPRAKASH ALIAS AMBEDKAR","13 - RAJESH SONKAR","14 - SHRAVAN KUMAR PASWAN","15 - HARINATH","16 - None of the Above","Total Votes Secured"
161,"P S RAMPUR KHURD NORTH SIDE",492,385,0,877,261,223,0,484,484,0,112,11,54,270,19,3,1,2,1,0,0,0,1,2,3,5,484
162,"P S MADHOPUR",285,274,0,559,132,115,0,247,247,0,68,2,9,128,18,11,1,0,0,0,1,1,1,0,1,6,247
163,"P S MADHOPUR",539,438,0,977,299,273,0,572,517,0,19,13,153,369,8,1,1,1,1,0,0,1,0,1,3,1,572
164,"P S AGAHUWA",517,438,0,955,302,245,0,547,47,0,192,9,61,239,16,13,0,1,1,0,1,1,2,3,2,6,547
165,"P S SAWAIYA",409,346,0,755,208,192,0,400,400,0,275,7,12,67,4,25,0,0,0,0,0,0,0,0,4,6,400
166,"P S CHAUKI KHURD NORTH SIDE",657,607,0,1264,265,343,0,608,108,0,27,24,124,408,15,3,0,0,1,1,0,0,1,1,2,1,608
167,"P S CHAUKI KHURD SOUTH SIDE",556,480,0,1036,246,260,0,506,82,0,6,10,296,163,7,0,0,1,2,2,1,2,4,5,4,3,506
168,"P S KISHUNDASPUR",514,417,0,931,250,242,0,492,279,0,98,18,181,166,10,0,1,1,1,0,0,1,2,3,2,8,492
169,"P S CHAUKI KALA NORTH SIDE",581,507,0,1088,260,254,0,514,514,0,64,22,175,218,12,10,1,0,1,2,3,1,1,1,1,2,514
170,"P S CHAUKI KALA SOUTH SIDE",596,504,0,1100,296,259,0,555,555,0,188,8,24,303,6,5,1,3,2,1,2,1,5,2,1,3,555
171,"P S HAVELI",686,632,0,1318,394,372,0,766,2,0,130,13,162,402,25,14,0,3,1,1,1,2,2,3,7,0,766
172,"P S AMAI NORTH SIDE",665,583,0,1248,344,307,0,651,55,0,43,19,249,299,14,12,1,1,3,1,0,2,0,2,2,3,651
173,"P S AMAI SOUTH SIDE",362,318,0,680,196,189,0,385,385,0,33,17,131,178,3,0,0,2,0,1,2,1,2,3,4,8,385
174,"P V M BHATAHAR NORTH SIDE",846,686,0,1532,379,406,0,785,217,0,186,24,210,319,8,4,0,1,2,0,4,3,5,7,8,4,785
175,"P V M BHATAHAR NORTH SIDE",591,428,0,1019,209,208,0,417,417,0,87,16,119,174,4,4,0,2,1,0,0,0,2,4,3,1,417
176,"P V M BHATAHAR WEST SIDE",556,419,0,975,242,234,0,476,76,0,97,18,205,141,4,0,0,0,1,0,0,1,2,4,3,0,476
177,"P V M BHATAHAR NORTH SIDE",634,530,0,1164,300,337,0,637,37,0,133,18,280,159,8,3,2,1,1,2,1,1,3,10,8,7,637
178,"P S SARAIDEVA",500,447,0,947,275,272,0,547,47,0,65,16,268,166,10,4,0,1,1,0,0,1,1,6,3,5,547
179,"P S MEERPUR TALIKA KARIYAON",716,562,0,1278,438,264,0,702,252,0,53,19,333,256,10,9,1,0,1,2,2,2,0,6,2,6,702
180,"P S MEERPUR TALIKA KARIYAON",332,275,0,607,163,125,0,288,85,0,77,13,79,98,11,0,1,0,0,0,0,0,1,3,4,1,288
181,"P S BHEDPUR BANKAT",625,496,0,1121,300,274,0,574,406,0,134,12,124,274,17,2,2,1,0,0,2,1,0,2,1,2,574
182,"P S BHEDPUR BANKAT",544,446,0,990,203,251,0,454,104,0,136,11,116,137,15,3,2,3,6,2,2,0,1,8,8,4,454
183,"P S CHAUTHAR",438,355,0,793,193,199,0,392,97,0,114,10,171,85,5,2,2,1,1,0,0,0,0,0,0,1,392
184,"P S CHAUTHAR",501,432,0,933,254,200,0,454,154,0,154,14,75,176,14,3,1,0,1,2,1,1,1,4,1,6,454
185,"P S KARIYAON NORTH SIDE",646,515,0,1161,311,310,0,621,562,0,10,37,336,209,7,1,1,0,1,0,0,2,2,7,4,4,621
186,"P S KARIYAON SOUTH SIDE",911,686,0,1597,414,348,0,762,62,0,137,22,240,334,17,0,0,0,0,0,1,2,0,4,1,4,762
187,"INTER COLLEGE KARIYAON NORTH SIDE",808,604,0,1412,403,417,0,820,717,0,115,13,118,555,8,0,1,0,0,1,0,1,3,2,1,2,820
188,"INTER COLLEGE KARIYAON SOUTH SIDE",822,630,0,1452,476,368,0,844,795,0,271,15,316,214,9,3,1,1,2,0,2,1,3,1,3,2,844
189,"P S JARAUNA",502,412,0,914,230,250,0,480,400,0,17,28,199,217,6,4,0,0,3,1,0,0,1,2,1,1,480
190,"P S JARAUNA",468,351,0,819,183,177,0,360,360,0,69,12,133,96,10,1,1,1,5,0,0,3,3,10,4,12,360
191,"P S KAMASIN SECOND",593,501,0,1094,261,282,0,543,500,0,262,18,47,163,13,1,0,0,0,0,1,3,7,3,4,21,543
192,"P S KAMASIN SECOND",575,490,0,1065,299,298,0,597,498,0,129,15,67,336,24,2,2,0,1,0,0,1,2,3,5,10,597
193,"P S BASERAVA NORTH SIDE",588,458,0,1046,237,289,0,526,498,0,63,6,196,229,5,2,1,1,0,0,1,6,2,5,6,3,526
194,"P S BASERAVA SOUTH SIDE",525,446,0,971,237,247,0,484,401,0,126,2,86,205,9,3,1,1,3,2,4,3,4,16,7,12,484
195,"P S KASERAVA EAST SIDE",491,432,0,923,217,211,0,428,157,0,27,12,38,308,13,4,0,0,1,1,3,4,1,3,4,9,428
196,"P S KASERAVA WEST SIDE",453,361,0,814,188,196,0,384,84,0,49,8,208,107,5,0,3,1,1,0,0,0,0,2,0,0,384
197,"P S KASERAVA WEST SIDE",802,724,0,1526,365,340,0,705,9,0,97,14,168,361,20,4,1,1,4,1,4,2,4,9,6,9,705
198,"P S DABILAHA",470,428,0,898,237,289,0,526,27,0,13,7,119,335,20,4,2,2,3,1,1,4,3,5,3,4,526
199,"P S BADERI",858,634,0,1492,391,300,0,691,191,0,33,33,205,375,22,4,0,2,0,1,2,1,1,4,3,5,691
200,"P S BADERI",643,535,0,1178,134,400,0,534,234,0,37,31,73,356,12,6,0,0,0,3,2,3,3,1,2,5,534
201,"P S SARAIYA",545,455,0,1000,213,208,0,421,421,0,33,24,119,220,8,3,1,1,1,1,0,0,0,4,1,5,421
202,"P S MAHMADPUR",444,390,0,834,214,221,0,435,434,0,60,2,179,184,5,1,0,0,0,0,0,0,0,2,1,1,435
203,"P S MAHMADPUR",323,321,0,644,146,163,0,309,309,0,9,7,26,259,5,0,1,0,0,0,0,0,0,1,0,1,309
204,"P S UTIRAI",688,657,0,1345,366,372,0,738,738,0,352,16,199,129,11,5,2,1,2,1,1,0,1,9,3,6,738
205,"P S JAMALPUR",703,570,0,1273,392,342,0,734,65,0,392,13,140,139,12,2,0,1,0,1,1,1,5,7,7,13,734
206,"P S BARAULI",627,531,0,1158,379,146,0,525,25,0,235,14,167,65,3,3,3,2,0,1,2,2,4,7,4,13,525
207,"P S JAMUWA",537,493,0,1030,288,320,0,608,608,0,246,23,62,215,14,5,2,1,2,2,1,2,6,9,4,14,608
208,"P S JAMUWA",501,433,0,934,247,233,0,480,80,0,46,18,153,246,11,0,0,0,0,1,0,0,1,1,2,1,480
209,"P S RANIPUR",493,380,0,873,195,188,0,383,379,0,52,16,117,166,10,10,0,0,0,0,0,0,1,7,2,2,383
210,"P S HASANPUR",529,429,1,959,224,219,0,443,15,0,219,25,108,72,4,2,0,0,0,1,1,0,1,2,2,6,443
211,"P S CHAUNDHI",372,333,0,705,205,199,0,404,90,0,97,17,39,235,11,0,0,0,0,0,2,0,0,0,0,3,404
212,"P S CHAUNDHI",710,588,1,1299,378,329,0,707,8,0,312,18,202,156,4,3,0,1,1,0,0,2,1,5,2,0,707
213,"P S GAUHAR",348,319,0,667,138,175,0,313,250,0,33,7,172,81,5,0,0,0,2,2,1,0,1,3,3,3,313
214,"P S GAUHAR",397,367,0,764,200,231,0,431,141,0,76,10,103,235,1,1,1,2,0,0,0,0,0,1,0,1,431
215,"P S BHAWANIPUR",239,206,0,445,113,106,0,219,115,0,7,5,119,82,2,1,0,0,0,0,0,0,0,2,0,1,219
216,"P S YAKOOTPUR",353,301,0,654,223,178,0,401,105,0,234,5,37,101,3,4,0,0,0,1,0,1,2,4,5,4,401
217,"J INTER COLLEGE GAURA",658,512,0,1170,298,306,0,604,5,0,123,16,124,307,19,1,1,0,2,0,0,2,2,3,4,0,604
218,"J INTER COLLEGE GAURA",276,222,0,498,132,138,0,270,65,0,114,5,4,137,2,0,0,0,1,1,1,2,0,2,0,1,270
219,"P S MEERPUR",371,302,0,673,169,150,0,319,200,0,138,6,45,120,3,1,1,0,0,0,0,1,0,3,0,1,319
220,"P S BHARSATH",656,610,0,1266,452,390,0,842,605,0,15,16,298,495,3,1,0,1,0,0,1,1,0,3,6,2,842
221,"P S RAKHAVA",663,490,0,1153,349,305,0,654,205,0,66,26,199,306,15,5,0,2,2,1,2,4,5,8,5,8,654
222,"P S BELAVA",640,535,0,1175,387,318,0,705,705,0,135,17,182,342,14,5,2,0,0,0,0,0,4,1,2,1,705
223,"P S BELAVA",696,578,0,1274,327,262,0,589,570,0,291,9,117,156,5,3,1,1,0,0,0,0,0,1,2,3,589
224,"P S SAHOPATTI",566,554,0,1120,326,357,0,683,10,0,50,5,13,569,20,1,2,1,2,0,1,0,7,7,1,4,683
225,"P S SAHOPATTI",318,283,0,601,160,178,0,338,338,0,23,9,90,203,5,1,0,0,0,1,0,1,1,2,0,2,338
226,"P S NADIYAON",764,618,0,1382,404,336,0,740,10,0,95,27,171,394,18,6,1,3,2,1,0,0,2,12,5,3,740
227,"P S BHUBHUWAR",235,195,0,430,130,113,0,243,20,0,29,6,44,147,7,0,0,1,0,0,0,1,0,1,2,5,243
228,"P S BARAMDEWA",486,430,0,916,337,201,0,538,38,0,100,14,245,142,11,2,0,0,1,2,0,0,2,7,3,9,538
229,"RAJNATH SINGH SEWA ASHRAM INTER COLLEGE KAKRAHI",369,328,0,697,173,188,0,361,19,0,41,10,138,158,2,7,0,0,0,0,0,1,1,2,1,0,361
230,"P S DEEHA",188,164,0,352,111,97,0,208,158,0,9,13,43,128,8,0,0,0,1,0,0,0,1,1,3,1,208
231,"P S SHIVPUR",318,269,0,587,152,169,0,321,314,0,139,5,123,39,1,1,0,0,0,0,0,0,1,3,1,8,321
232,"P S MEZA",611,481,0,1092,264,278,0,542,31,0,23,17,50,396,19,10,1,1,1,1,0,2,4,6,1,10,542
233,"P S KISHUNPUR",470,385,0,855,260,222,0,482,443,0,92,7,254,113,3,3,1,0,0,0,0,0,2,2,5,0,482
234,"P S MAGAURA",368,291,0,659,182,160,0,342,342,0,35,7,217,54,6,0,1,1,1,1,1,1,2,5,5,5,342
235,"P S RANIPATTI",742,573,0,1315,387,259,0,646,48,0,301,20,52,238,17,9,0,1,0,0,0,0,1,4,1,2,646
236,"P S MOKALPUR",361,285,0,646,186,154,0,340,15,0,30,20,49,235,2,0,0,0,0,0,0,0,1,1,2,0,340
237,"P S MOKALPUR",488,401,0,889,256,196,0,452,92,0,75,31,69,247,13,5,0,0,0,1,0,1,0,2,1,7,452
238,"P S MOKALPUR",663,551,0,1214,289,267,0,556,512,0,75,26,69,343,16,7,1,1,4,1,1,2,3,3,0,4,556
239,"AMBEDKAR JHS CHHATAULI(MOKALPUR)",305,271,0,576,150,142,0,292,178,0,37,17,81,145,5,4,0,1,1,0,0,0,0,0,0,1,292
240,"P S SELHUWAPAR",452,402,0,854,278,207,0,485,485,0,263,16,35,150,11,3,1,0,1,0,0,0,1,0,2,2,485
241,"P S BAHRAICHA",365,310,0,675,177,186,0,363,10,0,34,9,168,135,3,1,0,0,0,0,0,0,0,9,2,2,363
242,"P S BAHRAICHA",500,438,0,938,203,220,0,423,10,0,10,7,183,203,9,1,0,0,1,1,1,0,4,2,1,0,423
243,"P S LORIKA",469,385,0,854,243,237,0,480,476,0,181,12,167,91,4,1,0,2,0,2,0,1,2,5,5,7,480
244,"P S BHAGIRATHPUR",437,360,0,797,205,207,0,412,366,0,146,13,7,213,18,1,0,0,1,2,1,1,2,2,1,4,412
245,"P S KUTHULI",598,527,0,1125,350,331,0,681,670,0,67,26,157,354,14,8,5,5,4,4,4,4,8,8,5,8,681
246,"PMV MEETHEPAR",646,549,0,1195,283,265,0,548,255,0,107,12,121,274,14,4,0,0,1,0,0,1,3,3,1,7,548
247,"P S BELGAHAN",705,583,0,1288,331,294,0,625,625,0,102,15,194,278,16,0,1,0,1,0,1,2,1,2,7,5,625
248,"P S GANAPUR",738,629,0,1367,365,372,0,737,10,0,76,14,95,504,24,0,0,2,2,0,1,2,1,5,3,8,737
249,"P S GANAPUR",455,369,0,824,219,216,0,435,255,0,40,9,156,205,9,2,0,0,0,0,3,1,2,6,0,2,435
250,"UMV AJOSI",720,580,0,1300,402,302,0,704,4,0,525,7,103,53,4,1,0,0,1,0,0,1,1,1,3,4,704
251,"UMV AJOSI",459,401,0,860,328,272,0,600,200,0,446,11,87,39,3,1,0,0,2,0,0,1,1,1,1,7,600
252,"P S FATTUPUR",720,594,0,1314,345,298,0,643,170,0,246,14,137,184,13,16,2,1,2,0,1,0,4,7,7,9,643
253,"P S FATTUPUR",379,301,0,680,198,162,0,360,60,0,307,4,1,35,0,2,0,0,1,0,0,2,0,1,1,6,360
254,"P S RUKUNPUR",208,179,0,387,132,110,0,242,205,0,184,3,4,42,2,2,0,0,0,0,0,0,1,1,1,2,242
255,"P S TAJUDDINPUR",666,530,0,1196,328,322,0,650,646,0,15,10,303,259,18,4,1,0,0,1,2,2,6,7,1,21,650
256,"P S TAJUDDINPUR",481,390,0,871,268,232,0,500,465,0,120,16,72,254,15,5,0,0,0,0,1,1,4,1,4,7,500
257,"P S TAJUDDINPUR",360,300,0,660,177,158,0,335,289,0,53,3,46,212,8,5,0,0,0,1,0,1,1,2,1,2,335
258,"P S AJOSI STHIT GRAM MAHMADPUR",383,342,0,725,216,224,0,440,50,0,6,11,146,243,13,2,2,1,1,0,0,0,0,6,4,5,440
259,"P S AJOSI STHIT GRAM MAHMADPUR",438,388,0,826,230,220,0,450,250,0,269,10,13,138,6,6,1,0,0,1,1,0,1,0,0,4,450
260,"P S PIPARA",503,407,0,910,303,246,0,549,549,0,99,109,184,126,15,0,1,0,1,0,2,1,1,2,5,3,549
261,"P S HARDWARI",747,648,0,1395,440,351,0,791,91,0,292,17,143,283,27,7,1,1,0,0,2,1,3,5,3,6,791
262,"P S HARDWARI",223,176,0,399,100,93,0,193,93,0,54,9,77,39,2,0,0,0,1,1,0,1,0,5,1,3,193
263,"PANCHAYAT BHAWAN HARDWARI",240,203,0,443,104,107,0,211,211,0,85,3,55,58,3,0,0,0,0,0,0,2,1,1,0,3,211
264,"P S KOHADA",392,307,0,699,147,152,0,299,37,0,80,8,31,160,6,0,1,0,1,0,1,0,6,1,1,3,299
265,"P S KANHVANSHIPUR",638,489,0,1127,266,285,0,551,3,0,131,17,198,172,11,2,2,0,0,0,2,1,2,5,3,5,551
266,"P S MAGARI",633,514,0,1147,241,259,0,500,457,0,58,8,202,203,10,2,0,1,0,0,0,0,3,9,1,3,500
267,"P S CHAK NARAINPUR",695,587,0,1282,325,332,0,657,215,0,250,24,204,149,11,4,1,0,2,1,0,0,0,9,2,0,657
268,"P S DHARMDASPUR",470,408,0,878,233,239,0,472,22,0,64,6,145,238,9,0,0,0,0,0,2,0,2,4,0,2,472
269,"P S GADDOPUR",731,578,0,1309,343,325,0,668,5,0,163,11,207,243,10,7,0,0,4,1,2,2,2,6,3,7,668
270,"PANCHAYAT BHAWAN KHUNDANPUR",633,592,0,1225,399,398,0,797,14,0,33,15,290,432,12,2,0,0,0,0,1,0,1,4,6,1,797
271,"P S PALTUPUR",741,608,0,1349,290,222,0,512,414,0,312,12,21,122,14,3,0,3,3,1,1,1,4,1,1,13,512
272,"P S PALTUPUR",522,472,0,994,217,216,0,433,419,0,217,10,63,102,9,5,1,0,1,0,2,2,1,3,6,11,433
273,"PANCHAYAT BHAWAN GANESHPUR",756,568,0,1324,339,273,0,612,595,0,169,16,171,233,3,3,0,0,1,1,0,1,4,3,3,4,612
274,"PANCHAYAT BHAWAN GANESHPUR",394,329,0,723,174,186,0,360,360,0,46,19,118,157,7,3,1,1,1,1,0,0,2,4,0,0,360
275,"P S MAHMADPUR",476,419,0,895,306,188,0,494,49,0,393,14,6,65,2,4,0,0,0,1,1,0,1,2,1,4,494
276,"P S BHAURAS",789,730,0,1519,385,404,0,789,302,0,147,17,166,382,16,3,2,1,5,4,4,2,7,8,8,17,789
277,"K P S SALEMPUR",365,340,0,705,163,191,0,354,354,0,32,4,211,98,2,1,0,0,0,0,0,0,2,1,1,2,354
278,"P S RAGHOPUR STHIT GRAM SAPAHI",660,582,0,1242,318,322,0,640,635,0,98,9,249,247,14,3,1,1,1,0,2,0,2,4,4,5,640
279,"P S AMBARPUR",446,399,0,845,222,218,0,440,235,0,74,6,76,260,11,0,1,0,1,0,0,2,2,3,2,2,440
280,"K P S DAUDPUR",754,613,0,1367,327,324,0,651,651,0,128,20,169,293,12,6,2,0,0,1,0,2,2,6,3,7,651
281,"P S MAHUWARI",483,447,0,930,227,248,0,475,5,0,122,7,197,128,7,0,0,1,0,0,2,0,5,1,0,5,475
282,"P S MAHUWARI",560,489,0,1049,309,288,0,597,597,0,135,11,332,103,5,0,2,0,0,0,0,0,0,4,3,2,597
283,"JHS BANKAT",764,649,0,1413,343,341,0,684,681,0,41,3,348,244,16,9,0,0,2,0,1,0,4,9,4,3,684
284,"P S BHAISAHA",704,612,0,1316,288,348,0,636,507,0,145,12,267,171,14,4,3,0,1,2,1,0,3,7,5,1,636
285,"P S BARIGAON",430,378,0,808,209,201,0,410,178,0,46,7,217,132,3,2,0,0,1,0,0,0,0,1,1,0,410
286,"P S BARIGAON",454,391,0,845,218,192,0,410,192,0,136,15,75,162,6,2,1,0,1,1,0,0,2,4,1,4,410
287,"JHS BARIGAON",704,581,0,1285,364,334,0,698,2,0,124,24,326,177,13,4,1,0,2,1,2,1,6,5,3,9,698
288,"JHS BARIGAON",543,414,0,957,234,227,0,461,7,0,195,10,31,185,6,1,1,0,1,0,0,2,2,14,3,10,461
289,"K P S BASAHARA",705,585,0,1290,340,307,0,647,600,0,22,33,188,399,3,0,0,0,0,0,0,0,1,0,1,0,647
290,"P S SOTIPUR",461,371,0,832,246,198,0,444,340,0,13,4,169,250,1,1,0,0,0,0,0,0,2,3,0,1,444
291,"P S KHUAWAN",721,627,0,1348,269,342,0,611,28,0,35,24,152,349,18,3,2,2,5,1,0,2,2,11,2,3,611
292,"P S DATAON",692,549,0,1241,373,310,0,683,17,0,47,33,144,417,18,5,2,0,1,7,0,0,2,4,1,2,683
293,"JHS CHAK DUBAN",909,734,0,1643,490,313,0,803,803,0,80,42,282,336,15,15,0,0,2,2,0,3,4,4,5,13,803
294,"P S NEW BUILDING KOTIYA STHIT GRAM BELAUNA KALA",355,286,0,641,161,139,0,300,40,0,3,12,53,214,12,1,0,0,1,0,0,0,0,2,0,2,300
295,"P S NEW BUILDING BABURIGAON BELAUNA KALA",823,694,0,1517,384,311,0,695,136,0,241,16,187,222,13,5,0,0,0,1,0,0,1,5,1,3,695
296,"P S ISLAMGANJ STHIT GRAM KHOIRI",455,413,0,868,194,219,0,413,277,0,95,9,74,211,8,9,0,1,0,1,1,0,0,2,0,2,413
297,"P S ISLAMGANJ STHIT GRAM KHOIRI",418,369,0,787,194,209,0,403,383,0,28,9,179,168,10,2,0,0,0,0,0,1,0,3,0,3,403
298,"P S KHARGAPUR(KHOIRI)",830,679,0,1509,395,375,0,770,770,0,81,16,334,271,22,9,2,2,5,3,0,4,3,9,3,6,770
299,"P S BAGHANARI",696,640,0,1336,324,314,0,638,638,0,34,15,119,433,13,2,0,3,0,0,1,0,2,8,3,5,638
300,"P S OJHAPUR",376,339,0,715,200,223,0,423,10,0,61,4,58,284,8,0,0,2,2,0,1,0,0,1,0,2,423
301,"P S MANIPUR",597,536,0,1133,361,306,0,667,667,0,30,22,93,477,20,2,1,1,2,1,1,4,2,3,2,6,667
302,"P S CHANDRABHANPUR",521,467,0,988,237,260,0,497,492,0,129,11,84,226,20,2,1,0,0,0,0,2,3,3,2,14,497
303,"P S KHADAWA",501,419,0,920,307,235,0,542,284,0,74,9,38,380,23,1,0,1,2,1,2,1,0,3,3,4,542
304,"P S DHAWA",281,241,0,522,162,122,0,284,20,0,86,6,34,153,4,0,0,0,0,0,0,0,0,0,0,1,284
305,"P S JARAUTA",604,503,0,1107,305,271,0,576,576,0,119,15,160,241,16,7,0,1,0,3,0,1,0,4,6,3,576
306,"JHS GHANAPUR",612,514,0,1126,292,318,0,610,10,0,184,10,154,213,14,0,1,0,1,1,4,3,5,4,2,14,610
307,"P S CHATURBHUJPUR",546,490,0,1036,280,312,0,592,25,0,55,12,83,406,16,2,0,1,3,2,1,0,2,4,3,2,592
308,"P S BARSATHI",484,399,0,883,240,211,0,451,25,0,77,12,78,264,12,2,0,1,0,0,0,0,1,2,1,1,451
309,"P S BARSATHI",482,411,0,893,255,223,0,478,78,0,21,4,62,372,5,8,0,0,0,0,0,0,5,1,0,0,478
310,"PANCHAYAT BHAWAN STHIT GRAM NARHARPUR",247,207,0,454,125,94,0,219,159,0,27,9,57,124,0,1,0,0,0,0,0,0,0,1,0,0,219
311,"P S BHAGWANPUR",387,341,0,728,192,200,0,392,392,0,31,5,116,215,14,3,0,0,0,0,0,1,1,2,2,2,392
312,"P S BHANNAUR",579,465,1,1045,275,250,0,525,500,0,11,34,164,300,2,1,0,0,0,2,0,1,0,3,5,2,525
313,"P S BHANNAUR",466,415,0,881,237,213,0,450,313,0,18,9,55,339,6,2,0,1,2,0,0,0,6,7,3,2,450
314,"P S DHANIPUR",481,414,1,896,201,256,0,457,457,0,44,16,186,197,5,0,0,0,0,0,0,0,3,4,0,2,457
315,"P S LAKHRAON",428,429,0,857,250,337,0,587,587,0,21,8,192,337,11,1,2,0,0,0,0,2,6,5,0,2,587
316,"P S SONAI",453,371,0,824,284,248,0,532,440,0,14,3,220,274,10,2,0,0,0,0,0,1,2,5,1,0,532
317,"P S MANGARA",768,628,0,1396,384,312,0,696,103,0,43,25,181,414,16,1,0,0,2,2,1,0,3,3,1,4,696
318,"P S JAYRAMPUR",565,494,0,1059,301,320,0,621,615,0,130,2,293,170,11,1,2,0,1,1,1,0,0,3,4,2,621
319,"P S TULSIPUR",323,272,0,595,179,161,0,340,100,0,81,2,6,233,11,0,1,1,1,1,0,0,0,2,1,0,340
320,"P S HARIPUR",544,464,1,1009,270,269,0,539,169,0,115,9,127,249,14,4,1,0,0,1,1,0,2,13,0,3,539
321,"P S HASIYA",600,555,0,1155,304,335,0,639,63,0,40,11,108,435,17,1,3,2,1,0,2,1,2,11,2,3,639
322,"P S HASIYA",534,499,0,1033,316,284,0,600,84,0,47,7,9,494,25,1,2,2,3,0,0,1,1,5,1,2,600
323,"P S KANHPUR",686,521,0,1207,349,305,0,654,29,0,18,21,114,467,14,4,0,0,0,0,1,0,2,7,0,6,654
324,"P S PILKETHUWA",680,577,0,1257,339,331,0,670,42,0,43,11,128,455,15,7,1,0,1,0,1,0,1,2,1,4,670
325,"P S PATKHAULI SAMPAT PATHAK",631,470,0,1101,294,259,0,553,400,0,42,16,200,257,13,3,1,0,2,0,1,1,3,7,4,3,553
326,"P S GHATAMPUR",695,612,0,1307,301,394,0,695,195,0,115,11,348,189,10,2,2,0,1,1,0,1,1,10,1,3,695
327,"P S GOTHAON NORTH SIDE",737,684,0,1421,378,410,0,788,27,0,148,19,240,358,8,0,0,0,0,1,1,1,1,1,3,7,788
328,"P S GOTHAON SOUTH SIDE",369,294,0,663,208,164,0,372,359,0,231,8,77,41,1,6,0,0,1,1,0,0,0,1,0,5,372
329,"P S JHIGURIYA",358,289,0,647,203,172,0,375,375,0,8,11,69,273,8,0,0,0,1,0,2,0,0,1,1,1,375
330,"K P S PALI",775,694,0,1469,372,389,0,761,3,0,202,16,279,225,8,5,4,4,3,0,3,4,1,6,0,1,761
331,"P S SARSARAKHAS EAST SIDE",700,719,0,1419,365,445,0,810,790,0,126,38,143,422,38,1,3,0,1,2,2,0,3,9,12,10,810
332,"P S SARSARAKHAS WEST SIDE",618,546,0,1164,314,342,0,656,19,0,131,10,141,343,18,5,0,1,1,0,0,0,1,1,2,2,656
333,"P S SAHARAMA EAST SIDE",650,544,0,1194,271,298,0,569,9,0,118,4,320,118,4,1,0,0,0,0,0,0,0,3,0,1,569
334,"P S SAHARAMA WEST SIDE",437,358,0,795,226,184,0,410,410,0,110,5,79,211,0,0,1,0,0,0,0,0,1,0,0,3,410
335,"P S PURESAWA NORTH SIDE",670,548,0,1218,298,275,0,573,52,0,53,15,193,289,9,1,1,0,2,0,0,1,2,2,1,4,573
336,"P S PURESAWA SOUTH SIDE",304,230,0,534,152,143,0,295,292,0,65,7,173,46,0,0,1,0,1,0,0,0,1,0,1,0,295
337,"P S SHAHAPUR",292,240,1,533,134,138,0,272,74,0,45,6,14,200,6,0,0,0,0,0,0,0,0,1,0,0,272
338,"P S GOPALPUR",708,609,0,1317,365,327,0,692,9,0,68,14,230,336,5,4,0,1,3,1,0,3,1,16,4,6,692
339,"P S MANIKPUR",455,405,0,860,217,228,0,445,5,0,17,15,269,124,4,0,0,2,0,3,1,1,3,2,1,3,445
340,"P S SARAI VAIDYA",270,250,0,520,175,134,0,309,309,0,191,9,7,99,2,0,0,0,0,0,0,0,0,0,0,1,309
341,"P S PAPARAWAN",699,593,0,1292,344,336,0,680,8,0,62,21,127,439,14,2,1,0,2,1,2,2,1,1,3,2,680
342,"P S PAPARAWAN",464,393,0,857,201,209,0,410,404,0,95,27,88,173,12,1,1,0,1,1,1,1,2,3,1,3,410
343,"P S PARANITARA(PAPRAWAN)",297,281,0,578,154,148,0,302,152,0,154,3,1,140,0,0,0,0,0,0,0,0,2,1,0,1,302
344,"P M V LALEPUR(BANKAT) MIDDLE SIDE",743,635,0,1378,340,307,0,647,23,0,102,14,149,328,22,1,1,1,0,1,1,2,3,6,3,13,647
345,"P S BANKAT WEST SIDE",789,686,0,1475,375,347,0,722,722,0,432,18,150,108,5,1,0,0,1,0,0,0,0,1,3,3,722
346,"P S BANKAT EAST SIDE",357,341,0,698,229,209,0,438,15,0,35,2,107,277,10,2,0,0,0,0,0,2,2,0,0,1,438
347,"P S SIRAULI NORTH SIDE",881,680,0,1561,417,400,0,817,640,0,259,11,328,195,10,1,0,1,0,0,0,1,0,2,8,1,817
348,"P S RANAPUR",250,207,0,457,122,123,0,245,9,0,10,2,69,147,3,1,0,0,6,0,0,0,1,2,1,3,245
349,"P S GAHARPUR(KARO)EAST SIDE",291,244,0,535,140,137,0,277,277,0,149,8,79,26,5,8,0,0,0,0,0,0,0,2,0,0,277
350,"P S KARO",471,366,0,837,182,155,0,337,37,0,138,8,20,138,9,4,0,2,1,0,0,1,2,2,2,10,337
351,"P S KARO WEST SIDE",513,440,0,953,222,226,0,448,48,0,20,10,163,234,11,2,0,0,0,2,0,2,0,2,2,0,448
352,"P S KANTI NORTH SIDE",319,281,0,600,181,161,0,342,42,0,26,3,126,180,3,2,0,0,0,0,0,0,0,2,0,0,342
