"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - CHANDAN SINGH","2 - JAYANT CHAUDHARY","3 - PT. YOGESH KUMAR DWIVEDI","4 - HEMA MALINI","5 - ANUJ KUMAR GARG","6 - PT. UDYAN SHARMA","7 - PARSOTTAM","8 - BHUPENDRA KUMAR  DHANGAR","9 - MAHARAM SINGH","10 - MAHESH PRATAP SHARMA","11 - MOHAN SHYAM","12 - THAKUR HEMENDRA VEER SINGH","13 - OM PRAKASH","14 - PRAMOD KRISHNA","15 - FAKKAR BABA RAMAYANI","16 - BHUDEV","17 - RADHACHARAN","18 - RAM BABU SAINI","19 - SATISH CHANDRA SHARMA","20 - HEMA MALINI","21 - None of the Above","Total Votes Secured"
145,"MATA LEELAWATI SHRIKRISHAN VAIDHIK KANYA INTER COLLEGE KHUSHIPURA RAL",236,209,0,445,173,143,0,316,316,0,1,182,10,117,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,316
146,"KISHAN INTER COLLEGE RAL K.N.1",875,711,0,1586,503,318,0,821,621,0,20,26,166,570,5,2,0,0,0,1,0,2,1,0,2,3,0,1,6,15,1,821
147,"KISHAN INTER COLLEGE RAL K.N.2",813,668,0,1481,511,380,0,891,691,0,37,44,129,644,6,0,0,0,0,1,12,0,2,1,0,1,1,0,1,12,0,891
148,"KISHAN INTER COLLEGE RAL K.N.3",871,732,0,1603,640,423,0,1063,647,0,48,41,10,939,7,0,0,0,0,0,0,0,0,0,1,3,0,0,2,11,1,1063
149,"KISHAN INTER COLLEGE RAL K.N.4",699,552,0,1251,453,272,0,725,720,0,10,39,189,460,3,0,0,0,1,0,0,0,1,2,1,4,0,2,3,10,0,725
150,"PRIMARY SCHOOL NAGLA  CHIRANJI",167,137,0,304,146,115,0,261,261,0,1,12,2,232,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,8,0,261
151,"PRIMARY SCHOOL NAGLA MAUHAR SINGH",224,179,0,403,186,151,0,337,337,0,1,199,3,129,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,337
152,"PRIMARY SCHOOL NAGLA PISAWA",207,162,0,369,156,131,0,287,287,0,1,0,258,21,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,287
153,"PRIMARY SCHOOL DOKARI",189,167,0,356,176,144,0,320,200,0,7,281,2,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,320
154,"PRIMARY SCHOOL BADAUTA K.N.1",575,440,0,1015,366,246,0,612,611,0,34,23,61,463,5,0,0,1,2,1,1,3,0,0,3,2,0,0,2,11,0,612
155,"PRIMARY SCHOOL BADAUTA K.N.2",275,217,0,492,158,88,0,246,216,0,25,17,5,185,3,0,1,0,0,1,0,1,3,0,1,1,0,0,0,2,1,246
156,"PRIMARY SCHOOL NAGLA NETA",148,131,0,279,117,96,0,213,213,0,24,112,0,74,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,213
157,"PRIMARY SCHOOL NAGLA  BRAHAMNAN",137,84,0,221,94,60,0,154,154,0,27,64,2,48,0,0,0,0,0,1,0,0,0,0,1,3,2,1,2,3,0,154
158,"PRIMARY SCHOOL BHADAL SUNDAR K.N. 1",523,426,0,949,361,240,0,601,502,0,52,42,17,449,3,1,1,0,0,4,1,3,6,2,5,3,1,1,2,6,2,601
159,"PRIMARY SCHOOL BHADAL SUNDAR K.N. 2",511,408,0,919,399,247,0,646,646,0,26,9,211,391,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,646
160,"PRIMARY SCHOOL MAGHERA K.N.1",527,468,1,996,350,273,0,623,623,0,4,53,252,297,3,0,0,2,1,0,1,1,0,1,5,0,1,0,1,1,0,623
161,"PRIMARY SCHOOL MAGHERA K.N.2",401,351,0,752,278,185,0,463,199,0,4,16,73,353,1,0,0,1,0,3,1,2,3,0,0,0,0,0,0,6,0,463
162,"PRIMARY SCHOOL CHHATIKARA K.N.1",770,638,0,1408,558,384,0,942,110,0,7,34,146,724,11,0,0,1,0,3,1,0,1,0,1,3,0,0,1,9,0,942
163,"PRIMARY SCHOOL CHHATIKARA K.N. 2",660,593,0,1253,423,348,0,771,771,0,8,33,298,416,3,0,4,0,0,0,0,1,0,0,0,1,0,0,2,4,1,771
164,"PRIMARY SCHOOL NAGLA STATION",523,417,0,940,377,240,0,617,615,0,14,16,240,320,3,0,0,1,0,0,0,1,1,1,0,0,1,1,2,15,1,617
165,"NAVEEN PRIMARY SCHOOLJAIT K.N.1",593,458,0,1051,469,317,0,786,784,0,21,66,7,678,4,0,1,0,0,0,0,0,3,0,1,0,1,0,2,0,2,786
166,"NAVEEN PRIMARY SCHOOL JAIT K.N. 2",667,592,0,1259,480,356,0,836,436,0,13,40,21,743,5,0,0,1,0,0,0,0,0,1,0,0,0,3,0,7,2,836
167,".J.H.S..JAIT  I K.N.1",516,419,0,935,352,319,0,671,471,0,1,12,612,23,0,0,1,0,0,1,0,2,3,4,1,0,1,0,8,0,2,671
168,"J.H.S JAIT I  K.N.2",429,354,0,783,319,269,0,588,588,0,10,1,461,97,0,0,0,0,0,0,0,1,1,5,2,2,0,3,3,1,1,588
169,".J.H.S JAIT I K.N.3",675,622,0,1297,519,416,0,935,600,40,40,59,31,760,13,3,0,1,0,0,0,6,1,0,2,6,3,3,1,5,1,935
170,"PRIMARY SCHOOL BADI ATAS",577,523,0,1100,453,385,0,838,117,0,48,22,239,496,3,2,0,1,0,1,0,3,0,3,1,2,2,1,1,12,1,838
171,"PRIMARY SCHOOL GAUNDA ATAS",652,535,0,1187,497,332,0,829,829,0,8,75,236,481,3,1,1,2,0,1,0,3,4,2,0,3,1,1,1,5,1,829
172,"PRIMARY SCHOOL DEVI ATAS",376,338,0,714,326,247,0,573,1,0,21,0,2,531,3,1,0,0,1,0,0,0,1,0,1,0,1,0,1,10,0,573
173,"PRIMARY SCHOOL NAGLA SUMMERA",274,267,0,541,231,221,0,452,5,0,1,2,442,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,452
174,"PRIMARY SCHOOL NARAYANPUR",476,414,0,890,415,338,0,753,553,0,0,2,705,23,1,11,0,1,0,0,0,2,0,2,0,1,0,1,3,0,1,753
175,"PRIMARY SCHOOL JAUNAI",477,387,0,864,336,292,0,628,500,0,52,17,84,458,8,0,0,0,0,1,2,2,0,0,1,0,0,0,0,2,1,628
176,"PRIMARY SCHOOL SUNRAKH.K.N.1",924,643,0,1567,582,403,0,985,785,0,13,74,235,610,10,2,1,2,0,0,0,2,2,2,4,2,2,4,5,13,2,985
177,"PRIMARY SCHOOL SUNRAKH.K.N.2",622,383,0,1005,302,197,0,499,471,0,9,8,35,418,12,0,3,0,0,0,0,0,2,0,2,1,2,0,1,6,0,499
178,"PRIMARY SCHOOL GOPALGARH",569,411,1,981,432,315,0,747,747,0,1,2,615,103,4,0,0,1,0,0,0,2,1,0,1,4,1,1,3,8,0,747
179,"PRIMARY SCHOOL NAGLA RAMTAL",537,465,0,1002,422,339,0,761,761,0,4,4,696,27,11,3,0,2,2,0,0,2,1,4,0,1,0,0,2,1,1,761
180,"J.H.S DHORERA",653,530,0,1183,534,243,0,777,777,0,7,15,466,265,5,0,0,0,2,1,0,1,2,0,1,3,2,1,1,2,3,777
181,"PRIMARY SCHOOL DHORERA",812,667,1,1480,431,305,0,736,39,0,9,27,139,481,5,1,28,1,1,1,1,3,1,2,2,4,5,2,3,16,4,736
182,"PRIMARY SCHOOL TEHRA K.N. 1",587,506,0,1093,518,411,0,929,729,0,14,7,35,852,5,0,0,1,0,1,0,0,1,0,1,2,0,2,3,5,0,929
183,"PRIMARY SCHOOL TEHRA K.N. 2",370,348,0,718,317,261,0,578,578,0,19,4,5,507,10,0,0,4,0,0,1,3,2,3,0,7,2,0,0,7,4,578
184,"PRIMARY SCHOOL KOTA",702,576,0,1278,542,377,0,919,919,0,4,8,523,351,9,1,1,0,0,0,0,0,3,1,2,2,0,1,2,11,0,919
185,"PRIMARY SCHOOL CHANDRA NAGAR",386,324,0,710,325,229,0,554,554,0,0,7,66,474,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,554
186,"PRIMARY SCHOOL KUNJ NAGAR",272,226,0,498,224,186,0,410,245,0,0,22,333,48,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,410
187,"PRIMARY SCHOOL BAJNA K.N. 1",710,615,0,1325,551,457,0,1008,708,0,3,8,697,229,5,1,2,1,0,3,0,2,0,1,1,4,2,3,27,17,2,1008
188,"PRIMARY SCHOOLBAJNA K.N.2",612,536,0,1148,439,390,0,829,629,0,3,38,584,177,5,0,1,1,1,1,0,0,0,3,0,2,1,0,9,2,1,829
189,"PRIMARY SCHOOL DATIYA",614,546,0,1160,500,400,0,900,5,0,16,266,332,271,0,0,0,0,0,1,1,1,1,1,1,0,2,1,1,4,1,900
190,"PRIMARY SCHOOL  KUMHERIYA",213,199,0,412,176,153,0,329,109,0,0,25,289,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,329
191,"PRIMARY SCHOOL NAGLA KASHI",161,123,0,284,122,88,0,210,97,0,3,38,93,67,0,0,0,0,0,2,0,0,0,0,0,3,1,0,1,1,1,210
192,"PRIMARY SCHOOL LALITPUR",337,258,0,595,272,219,0,491,491,0,0,130,330,23,2,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,491
193,"J.H.S GOVINDPUR",350,311,0,661,302,231,0,533,5,0,0,140,321,50,0,0,0,0,1,1,0,0,0,1,4,5,1,3,4,1,1,533
194,"K.P.V.SATOHA ASGARPUR K.N.1",827,675,0,1502,624,546,0,1170,870,0,2,16,128,983,7,1,1,0,0,0,1,2,6,1,0,4,2,1,3,11,1,1170
195,"KANYA PRIMARY SCHOOL.SATOHA ASGARPUR K.N.2",656,518,0,1174,615,369,0,984,820,0,4,4,160,798,5,1,2,0,0,0,1,0,2,0,0,0,0,0,0,6,1,984
196,"PRIMARY SCHOOL NAGLA BOHRA",526,420,0,946,395,298,0,693,689,0,1,35,83,557,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,8,1,693
197,"PRIMARY SCHOOL JUNSUTI K.N. 1",640,518,0,1158,514,370,0,884,5,0,4,28,55,780,2,0,1,0,0,0,0,0,0,1,2,2,1,0,0,7,1,884
198,"PRIMARY SCHOOL JUNSUTI K.N. 2",603,493,0,1096,448,328,0,776,776,0,9,32,409,302,3,0,0,1,1,1,0,0,2,2,4,1,2,2,2,1,2,776
199,"PANCHAYAT GHAR NAGLA DHANIYA",284,215,0,499,203,143,0,346,146,0,2,25,305,7,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,346
200,"PRIMARY SCHOOL NAGLA SEETA BHAG JUNSUTI",336,288,0,624,257,209,0,466,466,0,1,1,441,5,1,0,0,0,0,0,0,2,2,3,0,2,1,0,4,2,1,466
201,"PRIMARY SCHOOL BASAI",178,165,0,343,134,121,0,255,5,0,10,158,0,84,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,255
202,"PRIMARY SCHOOL UNCHAGAON K.N. 1",669,543,0,1212,500,380,0,880,880,0,27,13,234,574,3,0,0,8,0,1,0,0,0,1,0,2,5,3,3,4,2,880
203,"PRIMARY SCHOOL UNCHAGAON K.N. 2",446,384,0,830,299,199,0,498,402,0,31,29,245,174,1,0,0,1,0,1,0,0,2,1,2,4,1,0,1,5,0,498
204,"PRIMARY SCHOOL BITHHAL NAGAR",256,217,0,473,230,191,0,421,321,0,1,5,403,8,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,421
205,"J.H.S.SHAHPUR JATAN",393,350,0,743,325,286,0,611,611,0,4,327,145,121,0,0,0,0,0,2,0,2,0,1,0,0,4,2,2,0,1,611
206,"PRIMARY SCHOOL SHAHPUR CHAINPUR",339,307,0,646,261,191,0,452,452,0,13,114,7,299,0,0,0,0,0,6,1,0,1,0,5,0,1,0,1,4,0,452
207,"PRIMARY SCHOOL BERUKA",281,237,0,518,219,199,0,418,199,0,3,85,98,225,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,418
208,"PRIMARY SCHOOL PALIDUNGRA NAYA NIRMAN",537,443,0,980,420,326,0,746,520,0,55,397,80,186,2,1,1,1,0,3,0,1,1,4,2,1,3,2,1,4,1,746
209,"PRIMARY SCHOOL NAGLA DHARU K.N.1",253,209,0,462,185,136,0,321,321,0,0,209,15,81,2,0,0,1,0,0,0,0,0,0,1,0,3,5,0,4,0,321
210,"PRIMARY SCHOOL DHARU K.N.2",297,251,0,548,198,148,0,346,346,0,1,63,63,205,2,0,0,0,0,0,0,0,1,2,0,0,0,0,4,4,1,346
211,"PRIMARY SCHOOL NAGLA KHANDU BHAG FONDAR",722,586,0,1308,506,372,0,878,578,0,4,576,132,146,0,0,0,0,0,4,0,2,1,1,3,1,4,1,1,1,1,878
212,"PRIMARY SCHOOL FONDAR K.N. 1",194,188,0,382,143,117,0,260,260,0,0,130,1,116,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,5,0,260
213,"PRIMARY SCHOOL FONDAR K.N. 2",714,587,0,1301,463,413,0,876,876,0,3,292,138,400,2,1,0,1,3,4,1,2,6,4,3,3,3,3,1,6,0,876
214,"PRIMARY SCHOOL NAGLA KHARI K.N. 1",385,311,0,696,259,192,0,451,451,0,3,143,2,293,0,0,0,0,0,2,0,0,3,1,0,1,0,0,0,3,0,451
215,"PRIMARY SCHOOL NAGLA KHARI K.N. 2",671,586,0,1257,502,405,0,907,810,0,4,483,5,369,6,2,1,2,0,0,1,2,1,2,4,2,8,2,2,10,1,907
216,"PRIMARY SCHOOL LORIHAPATTI K.N. 1",693,556,0,1249,503,368,0,871,571,0,3,506,1,337,4,0,1,1,1,5,0,1,0,2,2,0,2,2,0,3,0,871
217,"PRIMARY SCHOOL LORIHAPATTI K.N. 2",650,533,0,1183,469,303,0,772,772,0,2,436,156,148,2,0,0,1,0,0,4,1,2,2,0,2,3,4,5,2,2,772
218,"PRIMARY SCHOOL RASULPUR K.N.1",403,346,0,749,290,229,0,519,319,0,0,168,48,267,1,0,0,2,0,5,2,1,6,2,2,1,3,0,0,8,3,519
219,"PRIMARY SCHOOL RASULPUR K.N.2",509,445,0,954,334,251,0,585,12,0,4,212,155,197,2,0,0,0,0,0,0,0,0,0,0,1,5,2,0,5,2,585
220,"PRIMARY SCHOOL GOPALPURA",142,121,0,263,102,102,0,204,5,0,0,162,1,27,0,0,0,0,0,2,0,0,0,0,2,0,3,6,0,1,0,204
221,"PRIMARY SCHOOL JHAPRA",265,218,0,483,158,134,0,292,292,0,0,38,20,223,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,4,0,292
222,"JANTA INTER COLLEGE MAGORRA K.N. 1",860,714,0,1574,739,461,0,1200,600,0,2,749,225,194,4,0,0,0,1,8,1,1,0,1,2,0,5,4,1,2,0,1200
223,"JANTA INTER COLLEGE MAGORRA K.N. 2",559,471,0,1030,382,290,0,672,300,0,2,388,128,128,0,1,0,0,1,3,0,0,0,1,3,1,7,4,1,3,1,672
224,"JANTA INTER COLLEGE MAGORRA K.N. 3",416,365,0,781,273,197,0,470,5,0,4,173,98,175,1,1,0,0,0,4,2,0,0,0,2,0,3,0,2,5,0,470
225,"JANTA INTER COLLEGE MAGORRA K.N. 4",800,648,0,1448,715,438,0,1153,61,0,3,770,12,333,4,2,0,0,0,3,1,1,4,0,1,1,2,3,0,13,0,1153
226,"JANTA INTER COLLEGE MAGORRA K.N. 5",134,121,0,255,113,88,0,201,2,0,4,122,8,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,201
227,"PRIMARY SCHOOL NAGLA CHINTA",572,419,0,991,465,350,0,815,5,0,1,595,111,93,0,0,0,0,0,0,0,0,1,0,1,1,5,2,2,2,1,815
228,"PRIMARY SCHOOL LATHAKURI",227,186,0,413,196,155,0,351,5,0,2,234,49,56,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,3,351
229,"PRIMARY SCHOOL BANDPURA",331,276,0,607,288,237,0,525,320,0,0,479,9,31,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,525
230,"PRIMARY SCHOOL MAKEHARA",277,217,0,494,209,181,0,390,360,0,0,301,3,75,0,1,0,1,1,1,0,0,0,0,0,3,4,0,0,0,0,390
231,"PRIMARY SCHOOL NAGLA JHINGA",645,569,0,1214,532,425,0,957,274,0,6,703,61,151,1,1,1,1,0,7,0,3,3,0,6,3,5,2,0,3,0,957
232,"PRIMARY SCHOOL NAGLA  CHHINGA",312,277,0,589,254,196,0,450,5,0,1,223,148,65,1,1,0,0,0,0,1,0,0,1,1,0,4,2,1,1,0,450
233,"PRIMARY SCHOOL BHADAR",340,310,0,650,254,210,0,464,5,0,2,179,101,173,1,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,464
234,"J.H.S SON K.N. 1",596,506,0,1102,487,324,0,811,111,0,6,518,107,151,1,0,0,0,1,5,1,3,2,2,2,1,6,1,2,2,0,811
235,J.H.S.SON.K.N.2,592,475,0,1067,563,285,0,848,648,0,5,775,3,52,2,0,0,0,0,0,0,0,0,0,0,1,3,4,0,3,0,848
236,"PRIMARY SCHOOL NAGLA UMARI K.N.1",505,412,0,917,388,255,0,643,393,0,0,383,220,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,643
237,"PRIMARY SCHOOL UMARI K.N. 2",674,519,0,1193,476,362,0,838,833,0,2,689,6,130,0,2,0,0,0,0,0,0,1,0,0,1,5,1,0,1,0,838
238,"PRIMARY SCHOOL NAGLA LALPUR",465,376,0,841,345,246,0,591,491,0,2,181,92,292,2,1,0,0,0,1,1,1,1,1,3,1,0,1,3,6,2,591
239,"PRIMARY SCHOOL NAGLA BHOORIYA",435,360,0,795,430,315,0,745,745,0,2,677,3,56,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,745
240,"PRIMARY SCHOOL HAKIMPUR",556,494,0,1050,491,326,0,817,817,0,0,671,16,111,1,1,0,0,0,2,1,0,0,0,2,0,3,3,1,4,1,817
241,"RADHA KRISHAN H.S.S. USPAR K.N.1",445,417,0,862,342,219,0,561,561,0,61,31,7,409,7,1,2,0,1,2,3,2,5,1,6,5,1,2,2,11,2,561
242,"RADHA KRISHAN H.S.S. USPAR K.N.2",414,321,0,735,271,151,0,422,419,0,76,3,1,316,4,0,0,1,0,1,1,1,3,1,3,4,1,1,0,3,2,422
243,"RADHA KRISHAN H.S.S. USPAR K.N.3",765,652,0,1417,550,365,0,915,100,0,85,22,5,714,9,1,1,0,1,0,1,2,6,1,1,10,3,1,2,42,8,915
244,"RADHA KRISHAN H.S.S. USPAR K.N.4",572,483,0,1055,415,290,0,705,705,0,19,11,325,329,5,0,0,1,2,1,1,2,1,1,0,0,0,1,1,3,2,705
245,"SANT MIKHAIL V.ANOOP NAGAR",140,118,0,258,86,89,0,175,168,0,0,6,164,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
246,"PRIMARY SCHOOL NAGLA MANA",628,574,0,1202,492,391,0,883,883,0,87,24,149,591,1,0,2,0,1,0,0,0,7,1,0,4,0,0,2,13,1,883
247,"PRIMARY SCHOOL NAVIPUR",269,223,0,492,227,188,0,415,415,0,6,4,138,250,2,0,2,0,0,0,0,1,4,3,0,3,0,0,0,2,0,415
248,"PRIMARY SCHOOL MUKANDPUR",656,616,0,1272,561,500,0,1061,15,0,42,536,215,227,3,1,0,1,0,2,1,0,1,3,1,0,9,7,4,7,1,1061
249,"PRIMARY SCHOOL SALEMPUR MATHURA",832,721,0,1553,691,552,0,1243,743,0,1,786,136,297,3,0,0,0,0,0,1,0,1,2,2,3,6,1,0,3,1,1243
250,"PRIMARY SCHOOL MASOOM NAGAR",419,374,0,793,347,267,0,614,610,0,5,12,319,261,2,0,0,0,0,0,0,0,0,3,1,3,2,0,4,2,0,614
251,"PRIMARY SCHOOL TARSI K.N. 1",690,593,1,1284,564,405,0,969,5,0,13,30,10,903,6,0,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,969
252,"PRIMARY SCHOOL TASI K.N.2",491,438,0,929,350,278,0,628,15,0,2,1,492,99,1,0,0,0,13,1,1,0,4,4,3,1,1,1,1,2,1,628
253,"PRIMARY SCHOOL RAMPUR K.N.1",672,533,0,1205,461,331,0,792,765,0,3,119,7,642,4,2,0,0,0,1,0,1,0,0,0,1,2,1,0,7,2,792
254,"PRIMARY SCHOOL RAMPUR K.N.2",250,215,0,465,174,145,0,319,119,0,0,3,280,30,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,319
255,"PRIMARY SCHOOL NAGARI",392,319,0,711,330,238,0,568,368,0,2,278,101,163,1,0,0,1,0,1,0,1,0,1,0,0,7,4,3,5,0,568
256,"PRIMARY SCHOOL SAINHA",378,295,0,673,352,252,0,604,603,0,17,382,98,97,1,0,0,0,0,1,1,0,0,2,0,1,2,0,1,1,0,604
257,"NAVEEN BHAWAN PRIMARY SCHOOL KOSHIKHURD K.N. 1",685,530,0,1215,575,315,0,890,161,0,33,53,2,787,7,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,1,890
258,"NAVEEN BHAWAN PRIMARY SCHOOL KOSHIKHURD K.N. 2",707,544,0,1251,516,330,0,846,14,0,1,18,208,590,1,0,1,1,1,1,0,2,1,5,0,1,2,0,1,11,1,846
259,"PRIMARY SCHOOL  NAGLA PRANSUKH",210,179,0,389,145,136,0,281,5,0,2,9,222,37,0,0,0,1,0,0,0,2,0,3,0,0,0,0,2,3,0,281
260,"PRIMARY SCHOOL BUDAWAI",145,138,0,283,128,116,0,244,244,0,0,4,229,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,0,1,244
261,"PRIMARY SCHOOL CHHADGAON K.N. 1",534,413,0,947,406,292,0,698,694,0,15,10,306,345,3,0,0,0,0,1,1,3,2,3,1,0,1,1,0,4,2,698
262,"PRIMARY SCHOOL CHHADGAON K.N. 2",440,356,0,796,342,257,0,599,595,0,26,17,2,524,4,0,0,0,0,0,1,1,3,2,0,2,1,1,3,11,1,599
263,"SERSA INTER COLLEGE SERSA K.N 1",671,552,0,1223,480,359,0,839,290,0,68,4,322,422,2,1,0,0,0,1,0,2,2,0,1,3,1,0,2,7,1,839
264,"SERSA INTER COLLEGE SERSA K.N 2",688,558,2,1248,515,375,0,890,890,0,67,10,90,696,4,2,0,0,1,0,0,2,3,1,0,2,1,0,4,7,0,890
265,"PRIMARY SCHOOL NAGLA ABUA",636,547,1,1184,491,414,0,905,805,0,32,280,16,513,1,1,0,0,0,4,2,1,1,0,4,0,15,2,7,22,4,905
266,"PRIMARY SCHOOL MAL",469,406,0,875,379,325,0,704,4,0,3,91,68,509,3,1,0,0,1,0,1,1,5,4,2,0,0,2,2,11,0,704
267,"PRIMARY SCHOOL PURA",710,623,0,1333,538,435,0,973,973,0,4,311,140,475,7,1,2,0,0,3,0,5,1,1,2,1,4,3,2,10,1,973
268,"PRIMARY SCHOOL SONAUTH JANUBI",327,274,0,601,288,214,0,502,502,0,210,20,53,199,4,0,1,3,0,3,0,0,0,0,3,0,0,1,1,4,0,502
269,"PRIMARY SCHOOL DHANA SHAMSABAD",847,666,0,1513,622,402,0,1024,1024,0,7,18,270,667,5,1,0,2,0,0,0,1,9,4,2,1,2,0,6,25,4,1024
270,"PRIMARY SCHOOL SAMASPUR",591,455,0,1046,497,336,0,833,5,0,0,522,31,240,3,0,0,0,1,0,1,0,2,1,1,0,6,3,5,16,1,833
271,"PRIMARY SCHOOL BHUDARSU K.N. 1",749,626,0,1375,565,390,0,955,100,0,21,41,138,733,3,2,0,0,0,0,0,0,3,1,1,1,3,0,0,7,1,955
272,"PRIMARY SCHOOL BHUDARSU K.N. 2",262,206,0,468,190,111,0,301,201,0,8,3,5,283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,301
273,"PRIMARY SCHOOL KHEDIYA",436,357,0,793,352,263,0,615,400,0,9,58,200,313,4,0,0,0,1,0,2,1,1,2,2,3,2,2,5,8,2,615
274,"PRIMARY SCHOOL BAMOLI",368,294,1,663,245,163,0,408,408,0,19,13,85,274,5,1,1,0,0,1,0,0,0,0,0,0,1,1,3,4,0,408
275,J.H.S.BERI.K.N.1,694,520,0,1214,431,262,0,693,693,0,23,69,16,546,0,1,1,1,2,10,1,2,3,0,2,8,2,0,1,5,0,693
276,J.H.S.BERI.K.N.2,910,675,0,1585,530,354,0,884,884,0,98,12,84,662,7,0,0,0,1,2,0,0,2,2,3,1,0,0,1,4,5,884
277,"PRIMARY SCHOOL GARHI BERI",367,305,0,672,260,230,0,490,390,0,2,1,33,450,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,490
278,"PRIMARY SCHOOL AGANPURA",417,358,0,775,323,257,0,580,532,0,9,2,317,230,2,1,0,0,0,0,1,2,1,0,3,1,0,0,4,7,0,580
279,"PRIMARY SCHOOL BHAHAI K.N. 1",525,438,0,963,304,248,0,552,551,0,271,10,31,219,3,0,2,1,1,0,0,2,0,0,0,4,1,0,1,5,1,552
280,"PRIMARY SCHOOL BHAHAI K.N. 2",522,415,0,937,333,248,0,581,5,0,63,19,207,236,3,1,1,5,0,2,1,5,2,3,1,0,0,1,8,19,4,581
281,"PRIMARY SCHOOL BHAHAI K.N. 3",585,499,0,1084,266,383,0,649,449,0,138,34,26,420,2,1,0,1,0,1,1,2,3,2,4,7,2,0,0,5,0,649
282,"PRIMARY SCHOOL BHAHAI K.N. 4",292,249,0,541,176,107,0,283,50,0,124,1,77,73,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,0,283
283,"PRIMARY SCHOOL BHAINSA K.N. 1",608,478,0,1086,433,279,0,712,5,0,44,69,293,253,6,0,0,0,0,4,1,2,1,0,0,9,2,0,8,18,2,712
284,"PRIMARY SCHOOL BHAINSA K.N. 2",637,477,0,1114,508,278,0,786,786,0,140,79,6,528,3,0,1,0,0,2,0,2,1,3,1,2,3,0,2,11,2,786
285,"PRIMARY SCHOOL BAAD.K.N.1",785,635,0,1420,624,392,0,1016,600,0,29,132,18,741,3,1,1,0,2,2,1,2,5,0,4,3,10,6,6,44,6,1016
286,"PRIMARY SCHOOL BAAD K.N.2",758,571,0,1329,524,350,0,874,869,0,9,79,215,528,10,0,1,0,1,3,1,4,2,1,3,0,2,3,3,6,3,874
287,"J.H.S DAYAT K.N. 1",584,573,0,1157,317,314,0,631,631,0,1,46,186,369,6,0,1,0,0,1,0,1,2,3,0,5,2,0,0,6,2,631
288,"J.H.S DAYAT K.N. 2",709,643,0,1352,330,296,0,626,5,0,6,49,215,334,2,1,0,1,3,0,0,0,0,2,1,2,1,0,2,6,1,626
289,"J.H.S DAYAT K.N. 3",668,623,0,1291,315,296,0,611,400,0,2,93,280,197,3,2,0,0,1,1,1,0,0,1,1,7,12,0,1,6,3,611
290,"K.V.REFINERY NAGAR K.N.1",747,685,0,1432,244,225,0,469,448,0,7,34,55,309,38,0,0,0,0,0,0,0,1,0,0,0,3,1,0,19,2,469
291,"K.V.REFINERY NAGAR K.N.2",167,129,0,296,79,72,0,151,147,0,2,21,17,99,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,151
292,"K.V.REFINERY NAGAR K.N.3",653,604,0,1257,269,218,0,487,487,0,5,64,63,301,41,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,1,487
