"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKMAL KHAN URF CHAMAN","2 - DHARMENDRA YADAV","3 - VAGISH PATHAK","4 - AJEET PAL SINGH","5 - ANIL KUMAR SHARMA","6 - PAGLANAND","7 - MADAN LAL","8 - MAHENDRA PAL","9 - REENA","10 - VIRENDRA PAL GUPTA","11 - SANTOSH KUMAR GUPTA SATYMARGI","12 - HEMA MEHRA","13 - ATUL KUMAR","14 - MUNSHI LAL","15 - HAR BHAGWAN","16 - None of the Above","Total Votes Secured"
153,"U.PR.SCHOOL RAJTHAL ROOM NO.1",718,600,0,1318,502,306,0,808,808,0,20,643,136,1,1,2,0,0,0,0,1,0,1,1,1,1,808
154,"PR.SCHOOL JASUPUR ROOM NO.1",488,384,0,872,345,227,0,572,500,0,15,475,70,0,0,3,0,0,3,0,2,0,0,2,1,1,572
155,"PR.SCHOOL VANJHAGI ROOM NO.1",495,395,0,890,467,303,0,770,770,0,55,698,16,0,0,0,0,0,0,0,0,0,0,1,0,0,770
156,"PR.SCHOOL SAIFULLA GUNJ SAGAR SARAY ROOM NO.1",383,342,0,725,281,216,0,497,497,0,159,210,111,1,0,0,0,0,0,0,0,1,2,1,4,8,497
157,"PR.SCHOOL PATISA MAJRA SAIFULLA GUNJ SAGAR SARAY ROOM NO.1",663,618,0,1281,516,302,0,818,818,0,15,690,106,1,0,0,0,0,1,0,0,1,1,2,1,0,818
158,"PR.SCHOOL MAUHSANPUR ROOM NO.1",556,475,0,1031,321,297,0,618,618,0,60,287,251,3,0,1,1,0,0,0,0,4,3,2,4,2,618
159,"PR.SCHOOL DAJRAMPUR ROOM NO.1",444,375,0,819,356,232,0,588,588,0,5,476,85,4,0,0,0,0,0,0,0,2,4,7,4,1,588
160,"JANTA INTER COLLEGE EAST PART NOORPUR PINAUNI ROOM NO.1",542,459,0,1001,336,256,0,592,591,0,94,206,253,5,1,2,1,2,0,1,2,2,3,7,4,9,592
161,"JANTA INTER COLLEGE EAST PART NOORPUR PINAUNI ROOM NO.2",521,442,0,963,312,240,0,552,550,0,43,168,324,1,3,0,1,1,0,0,1,2,1,3,3,1,552
162,"JANTA INTER COLLEGE WES PART NOORPUR PINAUNI ROOM NO.3",572,484,0,1056,318,242,0,560,558,0,78,103,347,1,1,0,0,0,4,2,1,1,3,8,6,5,560
163,"PR.SCHOOL VIJAYPUR ROOM NO.1",328,227,0,555,225,169,0,394,394,0,4,297,81,1,0,1,0,0,0,0,0,0,2,3,3,2,394
164,"PR.SCHOOL SAKATPUR ROOM NO.1",832,585,0,1417,529,325,0,854,854,0,10,713,91,0,2,2,1,1,0,0,2,1,5,11,9,6,854
165,"PR.SCHOOL KURAISHPUR ROOM NO.1",530,394,0,924,384,177,0,561,561,0,6,542,10,0,0,0,1,0,0,0,0,0,1,0,0,1,561
166,"PR.SCHOOLDANPUR ROOM NO.1",476,396,0,872,319,239,0,558,558,0,166,322,52,1,0,0,1,0,0,2,0,1,3,0,3,7,558
167,"PR.SCHOOL DANPUR ROOM NO.2",634,535,0,1169,414,247,0,661,600,0,59,470,113,2,0,0,0,1,0,1,1,1,6,0,5,2,661
168,"PR.SCHOOL SULTANPUR TAPPA FARID NAGAR ROOM NO.1",287,218,0,505,244,181,0,425,425,0,23,397,3,0,0,0,0,0,0,0,1,0,0,0,1,0,425
169,"JR.H.SCHOOL DIYORI IMRAT ROOM NO.1",229,152,0,381,191,129,0,320,320,0,20,282,7,2,0,0,0,0,1,0,1,1,0,2,2,2,320
170,"PR.SCHOOL KOTHA ROOM NO.1",688,583,0,1271,465,319,0,784,784,0,59,581,98,3,1,4,3,1,0,4,1,1,4,6,6,12,784
171,"PR.SCHOOL KOTHA ROOM NO.2",323,283,0,606,188,105,0,293,293,0,5,204,65,2,0,0,0,2,2,0,3,3,1,0,1,5,293
172,"PR.SCHOOL MOHAMMAD GUNJ GOBRA ROOM NO.1",440,392,0,832,352,245,0,597,597,0,19,556,15,0,0,2,0,2,0,1,0,0,1,0,0,1,597
173,"UCH.PR. SCHOOL NADHA ROOM NO. 1",800,677,0,1477,664,446,0,1110,1110,0,16,891,175,0,1,1,0,1,0,0,3,9,2,3,6,2,1110
174,"UCH.PR.SCHOOL NADHA ROOM NO. 2",686,563,0,1249,569,395,0,964,964,0,43,899,9,2,0,0,0,0,0,0,0,0,2,1,3,5,964
175,"PR.SCHOOL AFZALPUR BUGHAUTI ROOM NO.1",521,452,0,973,435,374,0,809,809,0,6,787,9,0,0,0,0,0,0,0,0,3,1,0,1,2,809
176,"PR,SCHOOL KUVRI KAMSAHAY ROOM NO.1",434,369,0,803,335,223,0,558,558,0,4,519,18,2,0,0,1,1,1,0,1,1,1,1,3,5,558
177,"PR.SCHOOL KHIRAKWARI BHOOD ROOM NO. 1",386,266,0,652,324,203,0,527,526,0,3,520,3,0,0,0,0,0,0,0,0,0,0,0,0,1,527
178,"PR.SCHOOL MIRZAPUR MOHSANPUR ROOM NO.1",384,306,0,690,308,212,0,520,513,0,45,432,30,2,0,0,0,1,2,0,0,1,1,4,0,2,520
179,"PR.SCHOOL ARIFPUR BHAGTA NAGLA ROOM NO. 1",644,525,0,1169,511,333,0,844,844,0,26,763,40,1,0,0,1,0,0,0,0,0,1,2,3,7,844
180,"PR.SCHOOL SHADIPUR ROOM NO.1",400,333,0,733,367,268,0,635,635,0,6,610,19,0,0,0,0,0,0,0,0,0,0,0,0,0,635
181,"PR. SCHOOL MALIKPUR VICHAULA PATTI MAHARAM ROOM NO.1",756,572,0,1328,662,510,0,1172,1172,0,6,1144,19,0,1,0,0,0,1,0,0,0,0,1,0,0,1172
182,"PR.SCHOOL SHIKARPUR ROOM NO. 1",440,371,0,811,390,308,0,698,698,0,0,694,3,0,0,0,0,0,0,0,0,0,0,1,0,0,698
183,"PR.SCHOOL IBRAHEEMPUR GARI ROOM NO.1",477,395,0,872,399,295,0,694,694,0,81,589,16,0,0,2,0,0,0,0,1,0,0,2,1,2,694
184,"PR.SCHOOL DUDHWAN ROOM NO.1",280,263,0,543,245,201,0,446,446,0,19,364,23,0,1,1,1,0,0,0,1,4,2,8,9,13,446
185,"PR.SCHOOL SALAWATPUR BHOOR ROOM NO.1",348,274,0,622,286,196,0,482,482,0,8,428,25,0,2,1,2,0,0,0,0,2,3,3,4,4,482
186,"PR.SCHOOL BHAGTANAGLA SURJI ROOM NO.1",289,226,0,515,224,144,0,368,358,0,4,323,34,0,0,1,0,1,0,0,0,0,0,1,3,1,368
187,"PR.SCHOOL BADAULI SAGARPUR ROOM NO. 1",698,588,0,1286,512,308,0,820,818,0,138,565,85,6,0,0,0,0,0,1,1,1,3,4,7,9,820
188,"PR.SCHOOL KYAWALI ROOM NO.1",532,417,0,949,321,173,0,494,494,0,6,303,145,1,2,13,0,0,1,1,1,2,5,4,6,4,494
189,"PR.SCHOOL DAULATPUR ROOM NO.1",370,275,0,645,298,166,0,464,464,0,1,451,12,0,0,0,0,0,0,0,0,0,0,0,0,0,464
190,"PR.SCHOOL HAMOPUR BHOOR ROOM NO.1",260,192,0,452,223,178,0,401,401,0,82,304,14,0,0,0,0,0,0,0,0,0,0,0,0,1,401
191,"PR.SCHOOL KAMANPUR BHOOR ROOM NO.1",538,472,0,1010,412,314,0,726,726,0,3,681,22,0,0,17,0,0,0,0,1,0,1,0,0,1,726
192,"PR.SCHOOL BHOOR KHITAURA ROOM NO.1",728,551,0,1279,454,293,0,747,747,0,173,253,277,4,0,2,0,1,0,2,4,4,7,7,7,6,747
193,"PR.SCHOOL SULTANPUR TAPPA AHMAD NAGAR ROOM NO.1",587,539,0,1126,417,313,0,730,730,0,89,526,94,3,0,0,0,1,0,1,0,4,2,3,4,3,730
194,"PR.SCHOOL ZAHIDPUR GHANSULIYA ROOM NO.1",634,502,0,1136,486,332,0,818,816,0,285,472,21,0,0,1,1,0,2,1,1,0,4,8,10,12,818
195,"PR.SCHOOL CHANDESHI ROOM NO. 1",282,234,0,516,240,164,0,404,404,0,5,365,21,0,0,1,0,1,0,0,0,1,1,2,2,5,404
196,"PR.SCHOOL TIGRA ROOM NO. 1",329,287,0,616,300,185,0,485,485,0,37,400,42,2,0,0,0,0,0,0,0,0,0,0,1,3,485
197,"PR.SCHOOL HASANPUR LODHA URF NAGLA HARI ROOM NO.1",493,442,0,935,337,217,0,554,554,0,5,388,128,1,0,5,0,0,1,0,1,5,5,8,2,5,554
198,"PR.SCHOOL BEHWALPUR ROOM NO.1",518,455,0,973,280,241,0,521,518,0,265,224,5,0,0,1,0,0,0,0,1,2,9,2,5,7,521
199,"PR.SCHOOL GAHLOL ROOM NO.1",196,163,0,359,176,138,0,314,314,0,1,263,48,0,0,0,0,0,0,0,0,0,0,0,2,0,314
200,"PR. SCHOOL HOTIPUR ROOM NO.1",319,287,0,606,268,208,0,476,476,0,4,430,29,1,1,0,1,0,0,0,0,0,1,4,3,2,476
201,"PR. SCHOOL ALLIPUR TAPPA HAVELI ROOM NO.1",364,276,0,640,260,166,0,426,8,0,11,366,29,0,0,0,0,0,0,0,0,2,3,4,4,7,426
202,"PR. SCHOOL TEHARA ROOM NO.1",518,455,0,973,411,357,0,768,1,0,137,607,16,3,0,1,0,1,0,0,0,2,0,0,0,1,768
203,"PR.SCHOOL BHAGATPUR ROOM NO.1",376,308,0,684,309,213,0,522,22,0,17,360,126,6,0,1,0,1,3,0,0,0,2,2,2,2,522
204,"PR.SCHOOL SAADPUR ROOM NO.1",606,525,0,1131,451,294,0,745,576,0,16,722,6,0,0,0,0,0,0,0,0,0,0,0,0,1,745
205,"PR.SCHOOL JARARA ROOM NO.1",335,266,0,601,286,241,0,527,1,0,11,476,21,0,1,1,0,1,0,0,0,4,2,3,7,0,527
206,"PR.SCHOOL BHAMORI ROOM NO.1",789,623,0,1412,501,284,0,785,1,0,121,364,261,4,0,4,0,0,1,0,2,2,9,11,3,3,785
207,"JR.H.SCHOOL KAMAALPUR JALLUNAGAR ROOM NO.1",630,476,0,1106,472,306,0,778,137,0,33,716,27,0,0,1,0,0,0,0,0,0,0,0,1,0,778
208,"PR.SCHOOL SHAHNAGAR PATPARAGUNJ ROOM NO. 1",566,488,0,1054,383,261,0,644,126,0,6,591,40,0,0,0,0,0,1,0,0,1,2,1,1,1,644
209,"PR. SCHOOL RAFATPUR MAURU JANOOVI ROOM NO.1",697,519,0,1216,475,316,0,791,84,0,96,670,18,1,0,0,0,0,0,0,0,1,1,1,3,0,791
210,"PR. SCHOOL MAJHOLRA ROOM NO.1",617,497,0,1114,443,241,0,684,1,0,23,581,64,2,0,0,1,0,1,0,0,2,1,3,2,4,684
211,"PR. SCHOOL SIRSAUL ROOM NO.1",630,545,0,1175,373,329,0,702,2,0,180,450,25,2,2,2,0,0,7,0,0,0,6,7,13,8,702
212,"PR.SCHOOL CHANDPURA ROOM NO. 1",203,166,0,369,190,139,0,329,201,0,4,311,12,1,0,0,0,0,0,1,0,0,0,0,0,0,329
213,"PR.SCHOOL NAWABGUNJ VEHTANI ROOM NO.1",289,238,1,528,230,180,0,410,1,0,4,353,37,3,1,0,0,0,2,0,1,1,1,1,1,5,410
214,"PR.SCHOOL GULARIYA ROOM NO. 1",361,293,0,654,319,248,0,567,213,0,3,554,5,0,0,0,0,0,1,0,1,1,0,1,0,1,567
215,"PR.SCHOOL LAUHARPURA ROOM NO.1",439,326,1,766,362,255,0,617,1,0,1,591,24,0,0,0,1,0,0,0,0,0,0,0,0,0,617
216,"PR.SCHOOL SHAMASPUR MALIK FATTA ROOM NO.1",818,603,0,1421,624,367,0,991,450,0,3,960,20,1,0,0,0,0,1,0,1,1,1,1,1,1,991
217,"PR.SCHOOL THANPUR ROOM NO. 1",366,250,0,616,234,129,0,363,2,0,5,264,82,1,4,1,0,0,1,0,1,0,1,2,1,0,363
218,"PR.SCHOOL WAZEERPUR ROOM NO.1",351,272,0,623,309,231,0,540,182,0,3,536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,540
219,"PR.SCHOOL AMBIYAPUR ROOM NO.1",298,245,0,543,276,204,0,480,4,0,90,379,5,0,0,0,0,0,0,0,0,0,1,3,2,0,480
220,"JR.H.SCHOOL AADAMPUR ROOM NO.1",225,178,0,403,184,107,0,291,291,0,6,262,10,3,1,0,1,0,0,0,0,0,3,1,1,3,291
221,"PR.SCHOOL BHOJIPURA PAWAI ROOM NO.1",606,444,0,1050,535,310,0,845,1,0,2,792,50,0,0,0,0,0,0,0,0,0,0,1,0,0,845
222,"PR.SCHOOLBASTOI SIKRI ROOM NO.1",441,371,0,812,296,197,0,493,1,0,9,439,37,0,1,1,0,0,1,0,1,0,1,1,2,0,493
223,"PR.SCHOOL BASTOI SIKRI ROOM NO.2",416,349,0,765,260,111,0,371,1,0,42,299,10,2,0,2,0,0,1,0,1,0,4,4,2,4,371
224,"PR.SCHOOL KHANUA NAGLA ROOM NO.1",396,337,0,733,326,157,0,483,2,0,13,321,127,2,2,4,0,0,4,0,1,1,0,4,0,4,483
225,"PR.SCHOOL ASLAUR ROOM NO.1",300,253,0,553,289,214,0,503,1,0,3,494,6,0,0,0,0,0,0,0,0,0,0,0,0,0,503
226,"PR.SCHOOL BHGAJIT NAGARIYA ROOM NO.1",771,577,0,1348,416,302,0,718,1,0,253,342,115,2,1,2,0,1,0,0,1,0,0,0,0,1,718
227,"PR,SCHOOL RADNOL AGEEGPUR ROOM NO. 1",774,599,0,1373,404,216,0,620,150,0,159,290,135,3,0,0,0,1,1,2,1,3,4,6,3,12,620
228,"PR.SCHOOL RASOOLPUR KALAN ROOM NO.1",636,538,0,1174,439,262,0,701,105,0,243,291,129,0,5,2,1,1,2,2,0,2,6,3,1,13,701
229,"PR.SCHOOL RASOOLPUR KALAN ROOM NO.2",371,312,0,683,249,173,0,422,47,0,93,218,99,2,1,0,1,1,1,0,0,0,1,0,1,4,422
230,"UCH.PR.SCHOOL NORTH PART RASOOLPUR KALAN ROOM NO.1",533,344,0,877,389,208,0,597,596,0,41,511,29,0,0,0,0,0,0,0,2,0,1,1,3,9,597
231,"UCH.PR.SCHOOL NORTH PART RASOOLPUR KALAN ROOM NO.2",500,400,0,900,306,215,0,521,520,0,92,339,76,3,0,0,0,0,1,0,1,1,1,4,2,1,521
232,"UCH.PR.SCHOOL SOUTH PART RASOOLPUR KALAN ROOM NO.3",530,420,0,950,367,236,0,603,17,0,51,380,153,2,0,1,1,1,1,0,0,2,2,3,2,4,603
233,"PR.SCHOOL ISMAILPUR KOTHRA ROOM NO.1",450,401,0,851,399,340,0,739,739,0,9,703,24,1,0,0,0,0,0,0,1,0,0,1,0,0,739
234,"U. P. R. SCHOOL EAST PART JAREEFNAGAR DURGPUR ROOM NO. 1",474,414,0,888,381,262,0,643,643,0,10,589,31,0,1,0,0,1,1,1,1,0,1,2,3,2,643
235,"U.PR.SCHOOL EAST PART ZARIFNAGAR DURGPUR ROOM NO.2",489,424,0,913,415,266,0,681,20,0,2,623,49,0,0,0,1,0,0,0,0,0,0,0,2,4,681
236,"U. P. R. SCHOOL WEAST PART JAREEFNAGAR DURGPUR ROOM NO. 3",444,376,0,820,345,251,0,596,6,0,9,503,71,0,0,1,0,2,0,0,0,1,1,0,3,5,596
237,"U.PR.SCHOOL EAST PART GAREEFNAGAR DURGPUR ROOM NO.4",471,381,0,852,290,193,0,483,12,0,75,357,46,1,0,0,0,0,0,0,0,1,0,0,1,2,483
238,"PR.SCHOOL DANDRA ROOM NO.1",842,691,0,1533,531,326,0,857,15,0,26,568,202,4,3,2,1,0,2,2,3,1,8,13,12,10,857
239,"PR.SCHOOL NAINOL BAGWALA ROOM NO.1",548,485,0,1033,247,240,0,487,487,0,205,266,4,1,0,0,0,0,0,1,1,1,2,1,0,5,487
240,"PR.SCHOOL NAINOLBAGWALA ROOM NO.2",627,534,0,1161,341,266,0,607,2,0,271,314,11,0,1,2,0,0,0,0,1,2,0,1,1,3,607
241,"PR.SCHOOL VASTUIYA ROOM NO.1",217,167,0,384,163,113,0,276,276,0,7,209,55,0,2,1,0,0,0,0,1,0,0,0,1,0,276
242,"U.PR.SCHOOL KARIYAVAIN ROOM NO.1",580,439,0,1019,375,196,0,571,201,0,72,436,41,0,0,1,0,0,2,0,0,9,2,2,2,4,571
243,"U.PR.SCHOOL KARIYAVAIN ROOM NO.2",681,503,0,1184,468,252,0,720,418,0,5,671,26,0,4,0,0,1,0,1,2,2,2,0,2,4,720
244,"PR.SCHOOL DHOWAR KHEDA ROOM NO.1",516,380,0,896,367,243,0,610,215,0,12,484,88,3,0,0,1,0,0,0,0,2,3,8,7,2,610
245,"PR.SCHOOL USMANPUR ROOM NO.1",403,351,0,754,258,205,0,463,463,0,209,126,115,0,1,2,2,0,0,0,0,1,1,3,1,2,463
246,"PR.SCHOOL USMANPUR ROOM NO.2",477,479,0,956,265,280,0,545,1,0,181,261,90,1,2,1,0,0,1,0,0,2,0,2,2,2,545
247,"PR.SCHOOL MUSTAFABAD JARAITHA ROOM NO.1",811,646,0,1457,498,378,0,876,1,0,155,487,191,1,1,4,1,2,0,0,1,4,4,10,6,9,876
248,"PR.SCHOOL KANKASI ROOM NO.1",481,395,0,876,341,242,0,583,583,0,11,544,23,0,0,0,0,0,1,0,0,0,0,0,2,2,583
249,"PR.SCHOOL KANDASI ROOM NO.2",406,333,0,739,311,215,0,526,255,0,5,505,15,0,0,0,0,0,0,0,0,0,0,0,0,1,526
250,"PR.SCHOOL CHANDANPUR ROOM NO.1",298,266,0,564,241,172,0,413,380,0,13,308,89,0,1,0,0,0,0,0,0,0,0,1,1,0,413
251,"PR.SCHOOL NAGLA CHOI ROOM NO.1",594,456,0,1050,292,208,0,500,56,0,122,87,277,3,1,2,0,0,3,0,0,1,1,1,2,0,500
252,"PR.SCHOOL NAGLA CHOI ROOM NO.2",531,451,0,982,298,231,0,529,529,0,168,210,117,1,1,2,0,1,0,0,0,1,6,6,8,8,529
253,"PR.SCHOOL PARSAUNA ROOM NO.1",464,460,1,925,355,241,0,596,1,0,93,332,131,4,0,1,0,1,3,1,0,2,6,10,9,3,596
254,"PR.SCHOOL KAHRPUR KAHRATI ROOM NO.1",713,582,0,1295,370,297,0,667,667,0,340,242,71,1,0,0,0,0,0,1,1,2,2,3,1,3,667
255,"PR.SCHOOL  MICHONA KE MADAEYA MAJRA KHAIPUR KHAIRATI ROOM NO. 1",394,338,0,732,224,155,0,379,377,0,51,144,166,0,1,0,0,0,3,1,0,1,2,5,1,4,379
256,"PR.SCHOOL MOHAMMADPUR UDHA ROOM NO.1",384,332,0,716,303,257,0,560,109,0,4,334,192,2,1,2,0,1,2,0,0,3,4,8,4,3,560
257,"PR.SCHOOL FATANPUR TAPPA HAVELI ROOM NO.1",522,428,0,950,365,293,0,658,1,0,386,232,23,1,0,1,0,1,1,0,1,0,2,0,3,7,658
258,"PR.SCHOOL KOLHAR ROOM NO.1",519,416,0,935,262,190,0,452,400,0,97,201,126,4,2,1,0,0,4,1,0,3,5,3,1,4,452
259,"PR.SCHOOL KOLHAR ROOM NO.2",394,297,0,691,172,139,0,311,308,0,163,107,31,0,1,1,1,0,0,1,0,0,0,0,5,1,311
260,"G.UCH.PR.SCHOOL KASWA PATTI YAKIN MOHAMMAD ROOM NO.1",530,469,0,999,291,265,0,556,556,0,253,285,8,0,0,0,0,0,0,0,1,6,1,0,0,2,556
261,"G.UCH.PR.SCHOOL KASWA PATTI YAKIN MOHAMMAD ROOM NO.2",530,512,0,1042,218,252,0,470,1,0,280,167,7,0,0,0,0,0,0,0,1,3,1,2,2,7,470
262,"K.U.PR.SCHOOL K. PATTI YAKEEN MOHAMMAD ROOM NO.3",836,731,0,1567,423,322,0,745,745,0,520,174,15,1,2,1,1,1,0,2,0,3,4,0,5,16,745
263,"K.U.PR.SCHOOL K. PATTI YAKEEN MOHAMMAD ROOM NO.4",460,507,0,967,267,256,0,523,25,0,369,139,8,1,0,2,1,0,0,0,0,0,0,0,0,3,523
264,"NEHARU VALL NIKETAN MUHIUDDINPUR ROOM NO.1",483,363,0,846,188,204,0,392,80,0,59,323,2,1,0,0,0,0,0,0,0,1,2,1,2,1,392
265,"NEHARU VALL NIKETAN MUHIUDDINPUR ROOM NO.2",413,380,0,793,96,161,0,257,92,0,44,207,1,0,0,0,0,0,0,0,0,3,0,0,1,1,257
266,"NEHARU VALL NIKETAN MUHIUDDINPUR ROOM NO.3",768,669,0,1437,361,271,0,632,411,0,88,207,304,5,2,2,3,0,2,2,2,0,5,6,2,2,632
267,"PR.SCHOOL KAZI MOHALLA ROOM NO.1",626,554,0,1180,329,277,0,606,60,0,230,335,21,4,0,1,0,0,2,0,2,4,1,1,2,3,606
268,"PR.SCHOOL KAZI MOHALLA ROOM NO.2",697,602,0,1299,301,257,0,558,36,0,149,278,118,2,1,0,0,0,1,0,0,1,0,1,3,4,558
269,"JALKAL SANSTHAN N.P.P.SAHASWAN ROOM NO.1",584,557,0,1141,436,315,0,751,281,0,101,462,170,0,0,2,0,0,0,1,0,3,2,3,3,4,751
270,"JALKAL SANSTHAN N.P.P.SAHASWAN ROOM NO.2",480,451,0,931,381,355,0,736,307,0,135,557,30,0,0,1,0,0,0,0,0,1,3,3,4,2,736
271,"G.G.I.C.SAHASWAN ROOM NO.1",849,716,0,1565,354,456,0,810,700,0,561,188,36,1,0,0,0,0,0,0,0,2,1,4,5,12,810
272,"G.G.I.C.SAHASWAN ROOM NO.2",381,344,0,725,229,162,0,391,391,0,289,94,2,0,0,0,1,1,0,0,0,0,0,0,2,2,391
273,"G.G.I.C.SAHASWAN ROOM NO.3",515,459,0,974,269,221,0,490,324,0,318,156,1,0,0,0,0,0,0,0,0,1,1,2,3,8,490
274,"MUNSIFI SUB RAJISTRAR OFFICE ROOM NO.1",713,630,0,1343,352,277,0,629,1,0,216,257,124,2,1,0,0,0,1,0,2,7,3,0,4,12,629
275,"MUNSIFI SUB RAJISTRAR OFFICE ROOM NO.2",753,693,0,1446,363,283,0,646,617,0,217,390,24,2,2,0,0,1,1,0,1,2,1,1,1,3,646
276,"MUNSIFI CAINTEEN BUILDING SAHASWAN ROOM NO.3",679,609,0,1288,378,341,0,719,1,0,118,568,14,1,0,0,1,0,0,1,0,1,3,5,3,4,719
277,"G.U.PR.SCHOOL ROOM NO.1",693,555,0,1248,421,312,0,733,1,0,502,163,41,2,1,0,0,2,2,1,0,1,0,3,2,13,733
278,"K.U.PR.SCHOOLNASRULLAGANJ ROOM NO.2",664,551,0,1215,336,246,0,582,124,0,321,236,9,0,0,1,0,0,0,0,0,1,1,0,4,9,582
279,"SAMUDAIYK VIKAS KENDR KARYALAYA NAGAR PALIKA PARISAD SAHASWAN ROOM NO.1",522,441,0,963,322,225,0,547,1,0,209,276,51,0,0,1,0,0,0,2,0,0,4,0,3,1,547
280,"SAMUDAIYK VIKAS KENDR KARYALAYA NAGAR PALIKA PARISAD SAHASWAN ROOM NO.2",446,347,0,793,288,195,0,483,104,0,192,254,21,0,0,0,0,1,0,0,1,2,0,2,4,6,483
281,"PR.SCHOOL AKBARABAD ROOM NO.1",775,586,0,1361,456,290,0,746,746,0,114,263,342,4,1,0,1,2,1,0,2,0,5,2,4,5,746
282,"PR.SCHOOL AKBARABAD ROOM NO.2",730,699,0,1429,428,340,0,768,10,0,18,203,514,5,2,1,0,3,3,3,1,1,3,6,4,1,768
283,"SHIVHARI K.U.PR SCHOOL AKBRABAD ROOM NO.1",688,573,0,1261,393,278,0,671,671,0,26,166,453,5,2,0,1,1,2,1,2,1,2,4,1,4,671
284,"SHIVHARI K.U.PR SCHOOL AKBRABAD ROOM NO.2",682,571,0,1253,349,287,0,636,1,0,133,200,270,4,2,3,0,3,0,1,2,3,4,5,3,3,636
285,"PANNA LAL I.C. SAHASWAN EAST PART ROOM NO.6",756,637,0,1393,400,316,0,716,500,0,87,186,424,2,2,2,0,1,0,0,0,0,3,5,1,3,716
286,"PANNA LAL I.C. SAHASWAN EAST PART  ROOM NO.7",600,505,0,1105,353,256,0,609,400,0,162,357,76,1,0,2,2,1,0,0,1,0,1,1,0,5,609
287,"PANNA LAL INTER COLLEGE EAST PART SAHASWAN ROOM NO.8",502,437,0,939,251,259,0,510,510,0,25,284,186,0,1,1,0,0,3,0,3,0,1,3,1,2,510
288,"PANNA LAL I.C. MIDILE PART SAHASWAN ROOM NO.9",829,710,0,1539,443,280,0,723,723,0,119,265,322,4,1,0,0,0,0,0,0,1,0,3,2,6,723
289,"PANNA LAL INTER COLLEGE MIDIL PART SAHASWAN ROOM NO.11",800,749,0,1549,362,349,0,711,13,0,148,368,182,0,0,1,0,0,1,1,0,1,2,1,4,2,711
290,"PRAMOD INTER COLLEGE WEST PART ROOM NO.3",538,437,0,975,270,240,0,510,6,0,158,130,182,2,2,1,1,1,1,1,2,3,6,5,3,12,510
291,"PRAMOD I.C. WEST PART ROOM NO.4",633,518,0,1151,264,343,0,607,300,0,132,121,307,7,3,3,0,0,3,1,3,2,3,11,4,7,607
292,"PRAMOD I.C. WEST PART  ROOM NO.5",722,651,0,1373,401,358,0,759,359,0,203,374,154,2,0,4,0,0,0,0,0,3,4,3,3,9,759
293,"PRAMOD I.C. WEST PART  ROOM NO.6",343,275,0,618,183,173,0,356,254,0,90,198,58,0,0,1,0,0,0,0,1,2,0,0,5,1,356
294,"PRAMOD I.C. EAST PART  ROOM NO.15",567,530,0,1097,281,272,0,553,553,0,170,349,23,1,0,0,1,0,0,1,0,0,3,2,1,2,553
295,"PR.SCHOOL PRMOOD ENTER KALEJ EAST PART  ROOM NO. 16",457,374,0,831,273,198,0,471,471,0,199,263,1,1,0,0,0,1,0,1,0,1,0,1,1,2,471
296,"PRAMOD INTER COLLEGE EAST PART  ROOM NO.17",453,418,0,871,239,190,0,429,315,0,137,255,20,1,2,0,0,0,0,1,0,2,3,2,1,5,429
297,"PRAMOD SANSKRAT MAHA VIDHYALAY WAST PART  ROOM NO.1",883,702,0,1585,472,399,0,871,810,0,335,325,180,3,0,2,0,0,0,1,1,3,2,2,7,10,871
298,"PRAMOD SANSKRAT MAHA VIDHYALAY WAST PART  ROOM NO.2",622,511,0,1133,283,231,0,514,300,0,100,204,194,11,1,0,0,0,0,1,0,0,0,0,0,3,514
299,"PRAMOD SANSKRAT MAHA VIDHYALAY WAST PART  ROOM NO.3",597,491,0,1088,213,194,0,407,300,0,79,192,120,5,0,0,1,0,1,0,0,2,2,1,1,3,407
300,"PR. SCHOOL HARDATPUR ROOM NO.1",520,412,0,932,350,223,0,573,400,0,89,268,188,5,1,1,0,0,1,0,1,7,3,5,1,3,573
301,"PR,SCHOOL KASBA BHAGTA NAGLA ROOM NO.1",737,541,0,1278,460,306,0,766,766,0,159,333,217,2,4,4,0,1,3,2,5,3,5,5,5,18,766
302,"SAHKARI GODOWN BADSHAHBAD MAJRA HAMOPUR CHAMARPURA",592,472,0,1064,401,324,0,725,725,0,386,138,163,2,1,1,1,1,2,3,3,3,4,4,1,12,725
303,"PR.SCHOOL HAMOPUR CHAMARPURA ROOM NO.1",630,591,0,1221,287,254,0,541,541,0,431,74,26,1,0,1,0,0,0,0,0,0,2,0,2,4,541
304,"PR. SCHOOL HAMUPUR CHAMARPUR ROOM NO.2",360,294,0,654,188,154,0,342,342,0,157,138,36,0,2,1,1,0,1,0,1,0,0,1,2,2,342
305,"PR.SCHOOL KHAIR PUR BALEE ROOM NO. 1",635,487,0,1122,260,269,0,529,529,0,344,159,12,2,0,2,1,0,1,0,1,1,0,2,1,3,529
