"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - IMRAN MASOOD","2 - JAGDISH SINGH RANA","3 - RAGHAV LAKHANPAL","4 - SHAZAN MASOOD URF SHADAN MASOOD","5 - YOGESH KUMAR","6 - RATAN SINGH","7 - RAJENDER KUMAR","8 - SHAHANAVAJ","9 - SHIV KUMAR","10 - MOHD. FIROZ AFTAB","11 - RAGHUVEER SINGH BODH","12 - CP VERMA","13 - SESHRAJ","14 - HANSRAJ SAINI","15 - None of the Above","Total Votes Secured"
123,"PURVE MADHYAMIK VIDHAYALYA KAMRA NO 1  ,RAILWAY COLONY",584,470,0,1054,384,309,0,693,688,0,34,31,608,9,4,0,1,0,1,0,0,1,0,0,4,693
124,"PURVE MADHYAMIK VIDHAYALYA KAMRA NO 2  ,RAILWAY COLONY",356,333,0,689,236,176,0,412,410,0,22,13,369,2,3,0,1,0,1,0,0,0,0,1,0,412
125,"BRIJ BHUSHAN HIGH SECONDRY SCOHOOL  (BRIJ BRHAMAN) INTER COLLGE NEHRU BLOCK KAMRA NO 2 , MISSION COMPOUND",508,441,0,949,191,138,0,329,329,0,59,39,213,2,5,1,0,0,0,0,0,0,9,1,0,329
126,"BRIJ BHUSHAN HIGH SECONDRY SCOHOOL  (BRIJ BRHAMAN) INTER COLLGE NEHRU BLOCK KAMRA NO 8  , MISSION COMPOUND",564,480,0,1044,322,274,0,596,591,0,65,46,464,10,7,1,0,0,0,1,0,1,0,0,1,596
127,"BRIJ BHUSHAN HIGH SECONDRY SCOHOOL  (BRIJ BRHAMAN) NEHRU BLOCK , MISSION COMPOUND",392,331,0,723,226,178,0,404,390,0,69,53,266,2,2,0,0,0,2,0,0,1,6,1,2,404
128,"BRIJ BHUSHAN HIGH SECONDRY SCOHOOL  (BRIJ BRHAMAN) NEHRU BLOCK KAMRA NO 4 , MISSION COMPOUND",542,446,0,988,315,236,0,551,431,0,243,37,222,17,6,0,0,1,2,2,3,3,7,3,5,551
129,"KHEMKA SEWA SADAN, KAMRA NO 1 UTTARI BHAG , MISSION COMPOUND",439,354,0,793,301,222,0,523,522,0,13,50,450,4,4,0,0,0,0,0,0,0,1,0,1,523
130,"KHEMKA SEWA SADAN, KAMRA NO 2 UTTARI BHAG  , MISSION COMPOUND",455,396,0,851,314,268,0,582,579,0,34,20,512,5,8,0,1,0,0,0,0,0,0,0,2,582
131,"KHEMKA SEWA SADAN, KAMRA NO 3 UTTARI BHAG ,MISSION COMPOUND",644,586,1,1231,417,358,0,775,768,0,63,62,637,2,8,0,0,0,0,0,0,1,0,2,0,775
132,"KHEMKA SEWA SADAN,  KE MADYA BHAG MAI KAMRA NO 4  , MISSION COMPOUND",495,476,0,971,327,290,0,617,497,0,40,25,530,12,7,1,0,0,0,0,0,0,0,0,2,617
133,"KHEMKA SEWA SADAN, KAMRA NO 5 PICHEY KA KAMRA  , MISSION COMPOUND",449,420,0,869,305,256,0,561,549,0,86,25,433,5,6,0,0,0,0,0,0,0,1,1,4,561
134,"KHEMKA SEWA SADAN, DAKSHNI BHAG MAI KAMRA NO 6  , MISSION COMPOUND",829,766,1,1596,538,506,0,1044,1044,0,123,24,853,10,20,0,0,0,0,0,0,2,2,5,5,1044
135,"JAI MANGLA JUNIOR HIGH SCHOOL PURVI BHAAG KAMRA NO 1  , MALGODAM ROAD",601,501,0,1102,467,362,0,829,815,0,54,32,711,7,11,1,0,0,0,0,0,1,2,4,6,829
136,"JAI MANGLA JUNIAR HIGH SCHOOL MADHYA  BHAAG  1 ,MALGODAM ROAD",306,261,0,567,194,137,0,331,310,0,97,7,205,4,9,0,0,0,1,0,0,0,1,5,2,331
137,"JAI MANGLA JUNIAR HIGH SCHOOL   PACHMI BHAG  2  ,MALGODAM ROAD",412,350,0,762,313,244,0,557,550,0,22,15,486,12,6,0,0,1,0,0,2,0,4,0,9,557
138,"JAI MANGLA JUNIAR HIGH SCHOOL MADHYA  BHAAG KAMRA NO 3  ,MALGODAM ROAD",437,405,0,842,328,274,0,602,567,0,37,7,545,3,5,0,0,0,1,0,0,0,1,0,3,602
139,"BUILDING TOWN HALL MAI MEETING HALL ,MEETING HALL",643,474,0,1117,387,307,0,694,673,0,648,8,4,27,2,0,0,0,0,0,0,0,2,1,2,694
140,"BUILDING TOWN HALL MAI MEETING HALL PACHHMI BHAAG",497,410,0,907,369,276,0,645,645,0,613,7,1,20,0,0,0,0,0,0,0,0,1,0,3,645
141,"BUILDING TOWN HALL MAI KARYALAYA SAFAYI HAAL KA KAMRA  ,MEETING HALL",707,588,0,1295,485,390,0,875,867,0,787,6,24,51,3,0,0,0,1,0,0,0,0,1,2,875
142,"BUILDING TOWN HALL MAI JAL KAL BHAWAN  ,MEETING HALL",615,506,0,1121,453,357,0,810,810,0,755,2,5,38,1,0,0,0,0,0,0,0,1,0,8,810
143,"BUILDING TOWN HALL MAI ADHISHASHI ADHIKARI KA KAMRA  ,MEETING HALL",435,363,0,798,319,212,0,531,515,0,479,14,7,21,2,0,0,0,0,0,0,0,0,0,8,531
144,"BUILDING TOWN HAAL PURVI BHAAG  ,MEETING HALL",718,613,1,1332,543,419,0,962,938,0,904,8,23,22,2,0,0,0,0,0,1,0,0,0,2,962
145,"PRATHYAMIK VIDHAYALA KHAKRO BAAN KAMRA NO 1 ,KHAKROBAN",522,447,0,969,428,314,0,742,742,0,660,12,25,37,3,0,1,0,1,0,1,0,0,0,2,742
146,"PRATHYAMIK VIDHAYALA KHAKRO BAAN KAMRA NO 2  ,KHAKROBAN",336,277,0,613,256,214,0,470,459,0,366,27,61,8,2,0,0,1,2,0,0,0,2,0,1,470
147,"KANYA PRATHMIK VIDHAYALYA NEW BULDING UTTRI BHAG KAMRA NO 1  ,JATAV NAGAR",687,624,0,1311,491,401,0,892,888,0,108,410,336,24,1,1,0,0,0,0,0,1,2,4,5,892
148,"KANYA PRATHMIK VIDHAYALYA NEW BULDING DACHHDI BHAG KAMRA NO 2  ,JATAV NAGAR",555,485,0,1040,445,367,0,812,811,0,11,429,358,7,1,0,0,0,0,0,0,0,3,2,1,812
149,"JATAV DHARMSHALA, JATAV NAGAR",678,543,0,1221,548,370,0,918,918,0,213,348,324,13,2,2,0,1,1,0,1,2,3,1,7,918
150,"MUSLIM GIRLS INTER COLLEGE PURANI BULDING UTTRI MADHAYA BHAAG ,BANJARAN",567,470,0,1037,462,377,0,839,819,0,816,1,4,11,0,0,1,0,0,0,0,2,0,1,3,839
151,"MUSLIM GIRLS INTER COLLEGE PURANI BULDING KA PACHMI  BHAG ,BANJARAN",713,657,0,1370,603,445,0,1048,1044,0,820,2,172,44,1,0,0,0,0,1,0,0,0,1,7,1048
152,"MUSLIM GIRLS INTER COLLEGE PURANI BULDING BHAG 2 KE BARABAR KA KAKSH ,BANJARAN",572,483,0,1055,460,346,0,806,801,0,769,12,3,12,1,0,0,1,0,0,1,0,3,0,4,806
153,"MUSLIM GIRLS INTER COLLEGE NAI BULDING BHAG 3 UTTARI BHAG ,CHOWK GALIB RASUL",694,624,0,1318,477,349,0,826,826,0,786,12,2,21,1,0,0,1,0,0,0,0,2,0,1,826
154,"MUSLIM GIRLS INTER COLLEGE NAI BULDING BHAG 5 UTTARI BHAG ,CHOWK GALIB RASUL",515,411,0,926,377,255,0,632,608,0,496,10,97,26,0,0,0,0,0,0,0,1,0,0,2,632
155,"MUSLIM GIRLS INTER COLLEGE NAI BULDING BHAG 6 UTTARI BHAG ,CHOWK GALIB RASUL",476,390,0,866,350,239,0,589,589,0,546,25,1,13,1,0,0,0,0,0,0,2,0,0,1,589
156,"MUSLIM GIRLS INTER COLLEGE NAI BULDING BHAG 7 UTTARI BHAG ,CHOWK GALIB RASUL",353,250,0,603,247,188,0,435,400,0,408,5,0,17,3,0,0,0,0,0,1,0,0,0,1,435
157,"PRATHMIK VIDHAYAL KAAZI MOHLAA MUTRI BAAN",278,286,0,564,229,222,0,451,396,0,408,6,2,27,4,0,0,0,0,0,0,0,0,0,4,451
158,"PRIMARI VIDHAYALA KAMRA NO 1 ,LAKHI GATE",490,421,0,911,411,302,0,713,713,0,655,3,7,44,1,0,1,1,0,0,0,0,0,0,1,713
159,"PRIMARI VIDHAYALA KAMRA NO 2 ,LAKHI GATE",401,340,0,741,294,257,0,551,550,0,498,4,11,31,3,0,0,0,0,0,0,0,1,0,3,551
160,"MADRASA MAKHJAN UL ULOOM PURVI BHAAG ,LAKHI GATE",512,443,1,956,378,292,0,670,559,0,634,7,4,22,0,0,0,0,1,0,0,0,0,2,0,670
161,"MADRASA MAKHJAN UL ULOOM UTTARI BHAAG ,LAKHI GATE",657,552,1,1210,488,363,0,851,800,0,766,13,3,65,1,0,0,1,0,0,0,1,0,0,1,851
162,"MADRASA MAKHJAN UL ULOOM PURVI BHAAG ,LAKHI GATE",243,247,1,491,220,197,0,417,415,0,372,7,25,10,0,0,1,0,0,0,0,1,0,0,1,417
163,"JAMBU VIDHYALYA JAIN (J.V. JAIN) SARAFA BAZAR PURANI LAB KA UTTARI BHAG  KAMRA NO 12  ,SARAFA BAZAR",352,317,0,669,274,232,0,506,498,0,314,10,169,4,5,0,0,0,0,0,0,0,0,0,4,506
164,"JAMBU VIDHYALYA JAIN (J.V. JAIN) SARAFA BAZAR PURANI LAB KA UTTARI BHAG  KAMRA NO 4  ,SARAFA BAZAR",435,329,0,764,335,212,0,547,427,0,514,3,5,20,1,0,0,0,0,0,0,0,0,0,4,547
165,"JAMBU VIDHYALYA JAIN (J.V. JAIN)VIDHAYALYA  KAMRA NO 11  ,SARAFA BAZAR",371,314,0,685,272,190,0,462,460,0,325,3,120,10,2,0,0,0,0,0,0,0,0,0,2,462
166,"JAMBU VIDHYALYA JAIN (J.V. JAIN)VIDHAYALYA  KAMRA NO 8  ,SARAFA BAZAR",644,546,0,1190,424,317,0,741,632,0,347,9,356,13,4,1,0,0,5,0,0,0,0,0,6,741
167,"JAMBU VIDHYALYA JAIN (J.V. JAIN)VIDHAYALYA  KAMRA NO 5  ,SARAFA BAZAR",473,352,0,825,330,217,0,547,265,0,435,1,73,27,1,0,0,0,0,0,0,0,1,3,6,547
168,"JAIN DIGAMBER KANYA VIDHYALAYA CHHTA BARU MAL PASCHIMI BHAAG KAMRA NO 10 A , KAYASTAHN",412,343,0,755,295,228,0,523,438,0,300,4,204,12,1,1,0,0,0,0,0,0,0,1,0,523
169,"JAIN DIGAMBER KANYA VIDHYALAYA CHHTA BARU MAL PURVI  BHAAG KAMRA NO 10 B ,KAYASTAHN",775,713,0,1488,522,385,0,907,700,0,63,2,819,11,7,1,1,1,0,1,0,0,1,0,0,907
170,"PRATHMIK VIDHAYALA PURVI BHAAG KAMRA NO 1, BASATRASHAN",324,322,0,646,236,204,0,440,436,0,384,5,33,18,0,0,0,0,0,0,0,0,0,0,0,440
171,"PRATHMIK VIDHAYALA PASCHMI BHAAG KAMRA NO 2 ,BASATRASHAN",426,377,0,803,329,276,0,605,565,0,522,16,42,21,1,0,0,0,0,0,0,1,0,0,2,605
172,"JAI BHGWAN SWROOP HINDU KANYA INTER COLLAGE (JBS) UNCHI KACHHAYE PASCHIMI BHAAG KAMRA NO 25 , RANI BAZAR",371,334,0,705,316,260,0,576,450,0,32,5,526,5,4,0,0,1,1,0,0,0,2,0,0,576
173,"JAI BHGWAN SWROOP HINDU KANYA INTER COLLAGE (JBS) NICHI KACHHAYE PURVI BHAG KAMRA NO 24 , RANI BAZAR",326,278,0,604,297,218,0,515,512,0,72,4,431,1,3,0,0,0,0,0,0,1,1,0,2,515
174,"JAI BHGWAN SAWROOP HINDU KANYA INTER COLLAGE (JBS) NICHI KACHHAYE PASCHIMI BHAAG KAMRA NO 4 , RANI BAZAR",232,216,0,448,195,175,0,370,370,0,37,14,311,2,4,0,0,0,0,0,0,0,2,0,0,370
175,"JAI BHGWAN SWROOP HINDU KANYA INTER COLLAGE (JBS) UNCHI KACHHAYE  KAMRA NO 21 , RANI BAZAR",682,560,0,1242,504,406,0,910,770,0,408,26,458,9,2,0,1,0,1,0,0,0,1,1,3,910
176,"JAI BHGWAN SWROOP HINDU KANYA INTER COLLAGE (JBS)   KAMRA NO 1 , RANI BAZAR",421,344,0,765,349,278,0,627,625,0,537,46,9,33,1,0,0,0,0,0,0,0,0,1,0,627
177,"JAI BHGWAN SWROOP HINDU KANYA INTER COLLAGE (JBS)   NO 2,  RANI BAZAR",650,481,0,1131,536,357,0,893,692,0,851,18,2,19,3,0,0,0,0,0,0,0,0,0,0,893
178,"JAI BHGWAN SWROOP HINDU KANYA INTER COLLAGE (JBS)   NO 5,  RANI BAZAR",294,235,0,529,241,208,0,449,315,0,416,2,4,24,1,0,0,0,0,1,0,0,0,0,1,449
179,"RAM LILA BHAWAN PURVI BHAAG KMARA NO 1 ,MUBARK SHAH",419,352,0,771,355,204,0,559,559,0,59,17,472,6,0,1,0,1,0,0,1,0,1,0,1,559
180,"RAM LILA BHAWAN PURVI BHAAG KAMRA NO 2 ,MUBARK SHAH",316,278,0,594,231,175,0,406,406,0,199,10,186,6,0,0,0,0,1,0,1,1,2,0,0,406
181,"RAM LILA BHAWAN PURVI BHAAG DARWAJE K PASS HAAL,MUBARK SHAH",588,492,1,1081,467,382,0,849,848,0,356,11,451,12,8,0,1,0,0,1,2,0,2,2,3,849
182,"AGRAWAL DHARAM SHALA UTTRI PURVI BHAAG KAMRA NO 1 ,MUBARK SHAH",324,293,0,617,245,197,0,442,442,0,26,32,370,6,6,0,0,0,0,0,0,0,0,0,2,442
183,"AGRAWAL DHARAM SHALA UTTRI PURVI BHAAG KAMRA NO 2 ,MUBARK SHAH",356,301,0,657,311,226,0,537,412,0,58,32,421,19,4,0,0,0,0,0,1,0,0,0,2,537
184,"AGRAWAL DHARAM SHALA UTTRI PURVI BHAAG KAMRA NO 3 ,MUBARK SHAH",304,270,0,574,245,204,0,449,449,0,26,11,393,14,2,0,0,0,1,0,0,0,0,0,2,449
185,"AGRAWAL DHARAM SHALA DAXNI  BHAAG MAI PASCHMI BHAG KAMRA NO 4 ,MUBARK SHAH",352,316,0,668,284,246,0,530,527,0,16,8,494,7,2,0,0,0,0,0,0,0,0,1,2,530
186,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PURVI BHAG KAMRA NO 11, DHOBIGHAT",884,711,0,1595,635,503,0,1138,1138,0,45,32,1002,24,1,1,0,0,3,1,3,1,2,20,3,1138
187,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PURVI BHAG KAMRA NO 4, DHOBIGHAT",825,664,0,1489,604,464,0,1068,1062,0,23,23,1004,8,0,0,0,1,1,0,0,0,3,2,3,1068
188,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PURVI BHAG KAMRA NO 6, DHOBIGHAT",714,581,0,1295,454,350,0,804,804,0,31,24,731,6,0,0,0,0,1,1,1,0,1,1,7,804
189,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PURVI BHAG KAMRA NO 9, DHOBIGHAT",706,546,0,1252,444,345,0,789,650,0,465,6,290,16,4,0,0,0,2,1,0,0,0,1,4,789
190,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PURVI BHAG KAMRA NO 12, DHOBIGHAT",560,464,0,1024,335,252,0,587,587,0,10,44,522,4,0,1,0,0,2,0,0,1,1,1,1,587
191,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PURVI BHAG KAMRA NO 14, DHOBIGHAT",665,558,0,1223,503,411,0,914,911,0,6,18,868,9,2,0,0,0,1,0,1,2,3,0,4,914
192,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE UTTARI BHAG KAMRA NO 18, DHOBIGHAT",530,447,0,977,408,332,0,740,725,0,33,9,685,3,1,0,0,0,2,0,0,0,1,1,5,740
193,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PURVI BHAG KAMRA NO 13, DHOBIGHAT",877,767,1,1645,649,534,0,1183,931,0,27,13,1130,7,1,0,0,0,0,0,0,0,1,1,3,1183
194,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE UTTARI BHAG KAMRA NO 32, DHOBIGHAT",753,683,0,1436,555,523,0,1078,1000,0,39,20,1003,2,6,0,1,0,0,0,0,0,1,1,5,1078
195,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PASCHMI BHAG KAMRA NO 3, DHOBIGHAT",343,304,0,647,285,244,0,529,523,0,10,12,501,4,0,0,0,1,0,0,0,0,0,0,1,529
196,"SHRI BHUTESWAR BRHMCHRYA ASRAM INTER COLLEGE PASCHMI BHAG KAMRA NO 8, DHOBIGHAT",429,337,0,766,256,211,0,467,467,0,52,15,393,1,3,0,0,0,0,0,0,2,0,0,1,467
197,"JAWAHAR PARK DHARAM SHALA PURVI BHAAG ,JAWAHAR PARK",575,479,0,1054,389,315,0,704,681,0,35,28,632,3,2,0,0,0,0,0,0,0,2,1,1,704
198,"JAWAHAR PARK DHARAM SHALA PASCHIMI BHAAG ,JAWAHAR PARK",562,506,0,1068,354,291,0,645,570,0,158,1,478,2,4,0,0,1,0,0,0,0,0,0,1,645
199,"JAWAHAR PARK DHARAMSALA HAAL ,JAWAHAR PARK",424,362,0,786,254,194,0,448,444,0,6,2,431,3,1,0,0,0,0,1,0,2,2,0,0,448
200,"PRATHMIKI VIDHAYALA RAMLILA MAIDAN KAMRA NO 1 ,CHAKROTA ROAD",858,696,0,1554,510,375,0,885,882,0,677,7,72,95,0,1,0,0,2,0,1,3,4,5,18,885
201,"PRATHMIKI VIDHAYALA RAMLILA MAIDAN KAMRA NO 2 ,CHAKROTA ROAD",151,131,0,282,97,82,0,179,179,0,144,3,15,12,0,0,0,0,0,1,1,0,0,0,3,179
202,"SENT THOMAS SCHOOL KAMARA NO 1 ,BHAGWATI COLONY",621,570,0,1191,486,468,0,954,954,0,54,18,856,7,7,2,0,0,0,0,0,0,3,1,6,954
203,"SENT THOMAS SCHOOL KAMARA NO 2  ,BHAGWATI COLONY",383,303,0,686,309,248,0,557,555,0,3,26,517,3,3,0,0,0,1,0,0,1,0,1,2,557
204,"BALDEV DASS BD BEJORIYA INTER COLLEGE KAMRA NO 3, CHAKROTA ROAD",521,434,0,955,417,360,0,777,775,0,718,1,9,36,1,1,0,1,0,0,0,0,1,1,8,777
205,"BALDEV DASS BD BEJORIYA INTER COLLEGE KAMRA NO 4 ,CHAKROTA ROAD",573,434,0,1007,439,369,0,808,808,0,753,6,4,39,0,0,0,0,1,0,0,1,0,1,3,808
206,"BALDEV DASS BD BEJORIYA INTER COLLEGE KAMRA NO 5 ,CHAKROTA ROAD",599,461,0,1060,453,335,0,788,782,0,733,2,0,48,0,1,0,0,0,0,1,0,0,1,2,788
207,"BALDEV DASS BD BEJORIYA INTER COLLEGE KAMRA NO 10 ,CHAKROTA ROAD",530,414,0,944,405,329,0,734,609,0,645,14,25,42,1,0,0,0,0,0,0,1,2,0,4,734
208,"BALDEV DASS BD BEJORIYA INTER COLLEGE KAMRA NO 9 ,CHAKROTA ROAD",431,360,0,791,353,297,0,650,624,0,5,415,207,5,1,0,0,0,1,0,2,5,2,2,5,650
209,"BALDEV DASS BD BEJORIYA INTER COLLEGE KAMRA NO 12 ,CHAKROTA ROAD",860,640,0,1500,633,475,0,1108,798,0,1019,2,4,57,6,0,0,0,0,0,1,1,3,2,13,1108
210,"BALDEV DASS BD BEJORIYA INTER COLLEGE KAMRA NO 11 ,CHAKROTA ROAD",789,632,0,1421,619,461,0,1080,1080,0,1004,9,12,41,9,1,0,0,0,0,1,0,0,0,3,1080
211,"SAKHUMBRI DASS (SD) INTER COLLEGE KAMRA NO 11  ,CHAKROTA ROAD",444,379,0,823,265,195,0,460,438,0,21,14,416,0,3,0,0,1,0,0,0,0,1,4,0,460
212,"SAKHUMBRI DASS (SD) INTER COLLEGE NICHI KAKSHAYE UTTARI BHAG ,CHAKROTA ROAD",733,583,0,1316,455,359,0,814,730,0,702,32,56,10,0,0,0,0,0,0,2,2,0,2,8,814
213,"SAKHUMBRI DASS (SD) INTER COLLEGE NICHI KAKSHAYE MADYA BHAG ,CHAKROTA ROAD",442,422,0,864,282,243,0,525,484,0,7,309,191,1,2,2,0,0,1,0,2,1,2,3,4,525
214,"SAKHUMBRI DASS (SD) INTER COLLEGE NICHI KAKSAYE DAXNI BHAG ,CHAKROTA ROAD 3",675,561,0,1236,431,334,0,765,750,0,131,303,299,12,3,1,0,0,1,0,7,2,1,2,3,765
215,"SAKHUMBRI DASS (SD) INTER COLLEGE NICHI KAKSHAYE DAXNI MADYA BHAG ,CHAKROTA ROAD",578,481,0,1059,493,397,0,890,831,0,663,6,172,34,1,0,1,1,0,0,0,2,2,1,7,890
216,"KASHIRAM (KR) HIGH SCHOOL KAMRA NO 45 ,CHAKROTA ROAD",646,537,1,1184,507,370,0,877,752,0,809,5,17,37,1,0,0,0,0,0,1,0,2,1,4,877
217,"KASHIRAM (KR) HIGH SCHOOL KAMRA NO 42 ,CHAKROTA ROAD",846,766,0,1612,617,506,0,1123,1088,0,543,15,516,19,6,1,0,1,3,0,3,2,2,3,9,1123
218,"MAHARAJ SINGH DEGREE COLLEGE KA PASCHMI BHAG KA KAMRA NO 2 ,CHAKROTA ROAD",460,382,0,842,374,265,0,639,626,0,540,18,23,54,0,0,0,0,0,0,0,0,2,0,2,639
219,"MAHARAJ SINGH DEGREE COLLEGE KA PASCHMI BHAG KA KAMRA NO 3 ,CHAKROTA ROAD",317,285,0,602,231,225,0,456,400,0,402,9,7,27,1,0,0,0,0,1,0,0,0,0,9,456
220,"MAHARAJ SINGH DEGREE COLLEGE KA PASCHIMI BHAG KA KAMRA NO 5 ,CHAKROTA ROAD",685,626,0,1311,574,465,0,1039,1037,0,884,3,83,59,3,0,0,0,0,1,1,1,0,1,3,1039
221,"MAHARAJ SINGH DEGREE COLLEGE KA  DAKXNI  BHAG  KAMRA NO 6 ,CHAKROTA ROAD",733,668,0,1401,481,415,0,896,886,0,26,25,827,12,3,0,0,0,0,0,0,0,1,0,2,896
222,"MAHARAJ SINGH DEGREE COLLEGE KA DAKXNI  BHAAG  KAMRA NO 7 ,CHAKROTA ROAD",372,332,0,704,208,181,0,389,309,0,8,33,338,2,4,0,0,0,1,0,0,0,0,1,2,389
223,"MAHARAJ SINGH DEGREE COLLEGE KA DAKXNI  BHAAG  KAMRA NO 8 ,CHAKROTA ROAD",434,411,0,845,246,235,0,481,244,0,9,36,430,3,2,0,0,0,0,0,0,0,0,0,1,481
224,"MAHARAJ SINGH DEGREE COLLEGE KA DAKXNI  BHAAG  KAMRA NO 9 ,CHAKROTA ROAD",589,523,0,1112,336,272,0,608,600,0,61,72,456,4,5,0,0,0,0,0,0,0,2,6,2,608
225,"MAHARAJ SINGH DEGREE COLLEGE KA DAKXNI BHAAG  KAMRA NO 10 ,CHAKROTA ROAD",675,599,0,1274,478,382,0,860,854,0,16,59,757,12,5,0,0,0,2,0,1,3,1,0,4,860
226,"MAHARAJ SINGH DEGREE COLLEGE KA  UTTRI  BHAAG  KAMRA NO 13 ,CHAKROTA ROAD",542,470,0,1012,347,296,0,643,630,0,20,48,561,3,8,1,0,0,0,0,0,0,0,0,2,643
227,"MAHARAJ SINGH DEGREE COLLEGE KA  PASCHIMI DASCHIDI  BHAAG  KAMRA NO 11 ,CHAKROTA ROAD",424,400,0,824,284,254,0,538,401,0,121,78,330,1,6,0,0,1,0,0,1,0,0,0,0,538
228,"MAHARAJ SINGH DEGREE COLLEGE KA  PASCHIMI  BHAAG  GADIT VIBHAAG ,CHAKROTA ROAD",488,471,0,959,398,354,0,752,690,0,93,6,636,11,0,0,0,0,1,0,0,0,1,1,3,752
229,"PRATHMIK VIDHAYALA PURVI BHAAG ,NUMIESH CAMP",645,611,0,1256,616,400,0,1016,1016,0,9,8,946,9,8,0,0,1,4,0,0,1,9,11,10,1016
230,"PRATHMIK VIDHAYALA MADHYA BHAAG, NUMIESH CAMP",322,276,0,598,251,195,0,446,441,0,3,6,429,4,2,0,0,0,0,0,0,1,1,0,0,446
231,"PRATHMIK VIDHAYALA PURVI BHAAG 1 ,NUMIESH CAMP",260,238,0,498,229,178,0,407,407,0,7,6,387,4,1,0,0,0,1,0,0,0,1,0,0,407
232,"PRATHMIK VIDHAYALA PASCHIMI MADHYA BHAAG KAMRA NO 1  ,NUMIESH CAMP",567,547,0,1114,467,425,0,892,734,0,12,4,864,7,1,0,0,0,1,1,0,1,1,0,0,892
233,"PRATHMIK VIDHAYALA  MADHYA BHAAG KAMRA NO 2  ,NUMIESH CAMP",569,506,0,1075,480,392,0,872,872,0,32,12,812,7,4,0,0,0,1,0,0,0,1,2,1,872
234,"PRATHMIK VIDHAYALA  DAKXNI PURVI  BHAAG KAMRA NO 1  ,NUMIESH CAMP",540,467,0,1007,427,402,0,829,804,0,15,3,794,14,1,0,0,0,0,0,1,0,0,1,0,829
235,"PURV MADHYAMIK VIDHAYALA KI NAI BUILDING KAMRA NO 1  ,NUMIESH CAMP",576,538,0,1114,462,404,0,866,570,0,6,10,839,0,4,0,0,0,1,0,0,0,4,0,2,866
236,"PURVE MADHYAMIK VIDHAYALA KI NAI BULDING KAMRA NO 3  ,NUMIESH CAMP",649,580,1,1230,513,418,0,931,920,0,29,23,798,52,1,1,0,3,3,2,3,4,4,6,2,931
237,"PURVE MADHYAMIK VIDHAYALA KI NAI BULDING KAMRA NO 4  ,NUMIESH CAMP",757,685,0,1442,526,470,0,996,996,0,25,72,853,16,3,1,2,1,8,2,0,3,6,3,1,996
238,"PURVE MADHYAMIK VIDHAYALA PURV BHAAG  ,NUMIESH CAMP",661,548,2,1211,515,392,0,907,900,0,9,18,861,9,1,0,0,0,0,1,1,1,6,0,0,907
239,"PURVE MADHYAMIK VIDHAYALA PURV BHAAG KAMRA NO 2  ,NUMIESH CAMP",568,485,1,1054,407,327,0,734,452,0,163,20,520,3,1,0,1,0,1,0,1,4,13,3,4,734
240,"SANT NAMDEV KANYA HIGH SCHOOL RADHA VIHAR KAMRA NO 1 ,RADHA VIHAR",606,457,1,1064,427,327,0,754,751,0,16,79,645,3,3,0,0,0,0,1,1,1,1,2,2,754
241,"SANT NAMDEV KANYA HIGH SCHOOL RADHA VIHAR KAMRA NO 2 ,RADHA VIHAR",385,325,1,711,313,244,0,557,500,0,10,50,492,2,1,0,0,0,0,0,0,0,0,2,0,557
242,"SANT NAMDEV KANYA HIGH SCHOOL RADHA VIHAR KAMRA NO 3 ,RADHA VIHAR",735,645,0,1380,511,423,0,934,749,0,11,59,838,14,1,0,0,0,2,0,0,4,3,2,0,934
243,"SANT NAMDEV KANYA HIGH SCHOOL RADHA VIHAR KAMRA NO 4 ,RADHA VIHAR",297,218,0,515,229,167,0,396,345,0,3,25,358,3,2,1,0,1,1,0,0,0,1,1,0,396
244,"PANCHAYATI BHAWAN ,NUMIESH CAMP",332,346,0,678,315,290,0,605,598,0,14,1,583,1,3,0,0,0,0,0,0,1,1,0,1,605
245,"KARYALYA NAHAR VIBHAAG UTTRI BHAAG KAMRA NO 2 ,MAHIPURA",738,612,0,1350,536,433,0,969,961,0,425,156,356,10,2,2,2,0,1,1,1,2,3,3,5,969
246,"KARYALYA NAHAR VIBHAAG SECTION OFFICE ,MAHIPURA",642,506,0,1148,441,337,0,778,749,0,298,105,363,3,1,0,0,0,1,1,1,1,3,1,0,778
