"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
287,"P.S. BADGO",634,528,0,1162,319,370,0,689,626,0,176,116,16,336,2,1,2,1,2,2,0,0,8,3,0,10,1,1,0,1,0,1,0,2,3,5,689
288,"P.S. BADGO",605,495,0,1100,403,269,0,672,582,0,188,242,11,132,8,3,0,2,0,5,1,2,49,0,4,9,2,1,1,0,0,0,1,4,6,1,672
289,"P.S. NAGWA",540,470,0,1010,315,298,0,613,600,0,80,168,13,298,3,0,4,1,1,2,5,2,15,1,2,5,2,0,0,3,1,0,0,1,3,3,613
290,"P.S. UNKHAS",587,461,0,1048,366,276,0,642,633,0,340,131,13,116,4,1,4,0,0,6,0,0,0,2,1,7,6,2,0,1,0,0,1,1,3,3,642
291,"P.M.V. GULRIHA",537,372,0,909,271,212,0,483,57,0,201,83,6,158,0,0,1,0,2,3,0,1,4,0,1,11,7,0,0,0,1,0,0,2,0,2,483
292,"P.S. PATKHAULI",142,119,0,261,79,71,0,150,150,0,27,31,0,86,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,150
293,"P.S. PATKHAULI",442,365,0,807,322,200,0,522,487,0,147,61,4,172,1,0,0,1,3,1,2,6,102,0,0,3,0,6,1,4,2,0,0,0,2,4,522
294,"P.S. PATKHAULI",308,317,1,626,201,185,0,386,284,0,102,89,7,162,0,0,0,0,0,4,0,3,5,0,0,1,2,2,0,0,1,0,0,1,5,2,386
295,"P.S. MISHRAULIYA",871,700,0,1571,563,496,0,1059,759,0,317,404,20,230,5,0,3,5,1,5,2,5,5,2,9,14,7,5,0,0,1,1,1,1,9,7,1059
296,"P.S. CHILAUNA",555,483,0,1038,293,242,0,535,485,0,190,194,13,90,3,1,1,1,0,1,0,1,1,0,7,7,5,4,1,1,1,1,0,0,7,5,535
297,"P.S. SARAIYA",531,439,0,970,334,250,0,584,584,0,120,120,4,302,3,1,2,0,2,2,0,0,5,2,0,4,2,3,2,0,0,1,1,1,4,3,584
298,"P.S. JORWA",424,378,0,802,209,153,0,362,362,0,39,49,6,233,3,0,0,3,0,1,1,2,1,2,3,4,0,1,0,0,0,1,1,2,6,4,362
299,"P.S. LADYA",267,228,0,495,125,139,0,264,225,0,10,128,7,101,2,1,0,0,1,0,0,0,1,2,2,3,0,0,1,0,0,1,1,1,1,1,264
300,"J.H.S. DHAMAICHA",321,254,0,575,178,144,0,322,319,0,19,29,4,250,4,1,0,0,0,1,0,0,1,0,0,2,2,1,1,2,1,0,0,0,1,3,322
301,"P.S. UMRIKALA",766,676,0,1442,407,400,0,807,807,0,250,233,21,262,5,0,0,0,1,4,1,1,3,0,4,12,3,1,0,0,0,0,0,1,0,5,807
302,"P.S. HADAPAR",702,548,0,1250,285,223,0,508,399,0,288,94,7,101,2,1,0,0,1,0,0,0,1,2,2,3,0,0,1,0,0,1,1,1,1,1,508
303,"P.S. RAURAPAR",326,267,0,593,214,181,0,395,395,0,65,192,5,124,0,1,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,395
304,"P.S. CHOKHAR",242,193,0,435,143,125,0,268,235,0,40,42,13,151,3,0,0,0,1,1,2,0,1,0,3,2,0,0,0,1,0,0,1,0,6,1,268
305,"P.S. GHATRAMHA",622,476,0,1098,356,264,0,620,22,0,113,218,5,223,5,2,1,1,0,3,0,0,15,2,2,5,1,4,2,0,0,0,0,3,7,8,620
306,"P.S. DULAHIPAR",285,198,0,483,142,146,0,288,277,0,55,63,9,143,4,1,0,0,1,0,0,0,4,0,1,2,1,0,1,1,0,0,0,0,1,1,288
307,"P.S. VISYAHANNU",499,385,0,884,245,224,0,469,468,0,142,119,4,148,2,2,1,0,2,3,0,0,8,0,3,6,6,3,1,3,2,2,1,1,8,2,469
308,"P.S. GAJPUR",417,323,0,740,315,145,0,460,460,0,16,205,2,228,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,460
309,"P.S. VISRAPAR",401,344,0,745,206,179,0,385,384,0,84,128,4,154,1,0,0,0,0,1,1,0,1,0,3,0,2,4,0,1,0,0,0,1,0,0,385
310,"P.S. KONI UTTARI KACH",457,381,0,838,247,179,0,426,40,0,131,141,3,134,0,0,0,0,0,0,0,0,6,0,5,1,0,0,1,0,0,0,0,0,4,0,426
311,"P.S. KONI DCHINI KACH",609,502,0,1111,360,283,0,643,400,0,263,108,6,217,3,0,0,3,1,1,2,0,5,1,3,3,4,4,0,0,3,3,1,2,8,2,643
312,"P.S. MANJHARIYAGANGA",503,442,0,945,303,245,0,548,272,0,170,87,15,241,3,0,0,0,4,2,0,4,1,0,1,5,3,4,0,1,0,0,3,1,1,2,548
313,"P.S. DEVARIYAGANGA",835,695,0,1530,438,353,0,791,791,0,122,271,24,329,10,1,5,4,2,2,4,5,3,2,2,3,1,0,0,0,0,0,0,0,0,1,791
314,"P.S. DEVARIYAGANGA",270,212,0,482,104,99,0,203,200,0,7,140,3,38,1,0,0,0,1,0,0,1,0,2,2,2,1,0,2,0,0,0,0,2,1,0,203
315,"P.S. SIYRASANTHA",680,492,0,1172,399,301,0,700,635,0,184,302,3,162,1,0,2,6,2,4,2,1,6,0,5,10,1,0,1,0,2,0,0,1,3,2,700
316,"P.S. SHIVSARA",578,449,0,1027,300,255,0,555,355,0,89,87,11,342,4,1,4,0,2,0,0,2,1,0,0,3,0,0,0,2,0,1,0,0,2,4,555
317,"P.S. NIKHARKAPAR",324,255,0,579,215,165,0,380,330,0,95,147,7,105,3,2,0,2,3,2,0,3,0,3,3,1,1,0,0,0,0,0,0,2,0,1,380
318,"P.S. NAINIDIHA",667,468,0,1135,328,236,0,564,164,0,180,123,19,185,3,1,1,1,1,2,2,2,3,0,3,7,9,2,1,2,1,1,1,2,6,6,564
319,"P.S. SIRMOHANI",424,325,0,749,261,219,0,480,453,0,212,49,6,179,4,0,0,0,0,2,0,0,0,0,0,1,9,1,1,4,1,1,0,0,8,2,480
320,"P.S. EKMA",699,604,0,1303,360,312,0,672,672,0,42,248,9,325,4,1,0,0,0,2,1,0,8,2,0,6,3,4,2,2,2,0,0,2,7,2,672
321,"P.S. NARUAJAPTIMAFI",441,416,0,857,355,170,0,525,514,0,82,221,15,83,4,2,5,2,2,4,2,3,57,2,4,7,6,5,0,2,1,0,2,3,6,5,525
322,"P.S. DHAMRAJA",519,405,0,924,340,196,0,536,437,0,157,52,15,261,4,0,1,2,2,0,1,5,9,4,3,5,1,1,0,0,2,1,1,2,2,5,536
323,"P.S. TENUARAI",307,274,0,581,183,161,0,344,200,0,90,121,6,99,3,0,0,2,0,1,0,2,1,2,4,6,0,1,0,1,0,0,0,0,2,3,344
324,"JANTA A.L.M.V. USKAKHURD",377,305,0,682,252,175,0,427,427,0,176,174,7,52,0,0,1,0,0,1,0,0,0,0,2,2,0,2,1,0,1,1,1,1,3,2,427
325,"P.S. USKA KALA",472,386,0,858,243,187,0,430,386,0,44,199,16,149,1,1,0,1,1,1,0,0,0,2,2,5,0,2,0,1,0,0,0,1,1,3,430
326,"P.S. BANIYABARI",418,330,0,748,225,176,0,401,10,0,66,134,60,128,1,0,1,0,0,0,1,1,1,0,1,1,2,0,1,0,0,1,0,0,1,1,401
327,P.S.SADIKGANJ,260,231,0,491,159,138,0,297,154,0,12,146,8,110,5,0,1,0,0,1,1,1,1,0,0,2,0,6,0,2,0,0,0,0,1,0,297
328,"P.S. MATIHNA",531,458,0,989,341,292,0,633,633,0,22,447,11,127,3,0,0,0,0,0,0,9,0,0,1,2,0,1,2,2,2,0,2,2,0,0,633
329,"G.P.S.I.C. KHALILABAD",724,558,0,1282,326,210,0,536,358,0,88,25,3,364,6,0,0,0,0,0,1,0,41,1,0,2,0,0,0,1,0,0,0,1,1,2,536
330,"G.P.S.I.C. KHALILABAD",704,569,0,1273,282,216,0,498,473,0,112,27,7,327,9,1,0,0,0,0,1,0,0,5,1,0,2,0,0,0,1,0,0,0,3,2,498
331,"P.S. MADHYA KHAS",927,774,0,1701,500,375,0,875,824,0,267,185,21,294,13,0,0,1,0,0,2,0,40,0,0,2,11,8,4,5,1,1,1,2,6,11,875
332,"P.S.MADHYA  KHAS",229,194,0,423,102,80,0,182,138,0,17,57,3,86,6,0,0,1,1,0,0,4,0,0,0,0,3,1,3,0,0,0,0,0,0,0,182
333,"GANNA V.P.M.V. KHALILABAD",856,688,0,1544,343,293,0,636,609,0,111,87,15,393,11,1,0,1,0,2,1,0,1,0,0,4,0,2,0,1,0,0,0,1,2,3,636
334,"G.P.S. KHALILABAD",601,451,0,1052,249,192,0,441,441,0,50,81,5,287,6,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,2,3,441
335,"G.P.S. KHALILABAD",614,475,0,1089,242,191,0,433,383,0,51,44,6,317,7,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,433
336,"G.P.S. KHALILABAD",706,582,0,1288,388,292,0,680,510,0,289,58,13,232,18,0,0,1,0,1,0,0,54,0,0,1,2,2,1,1,0,0,1,2,0,4,680
337,"G.P.S. KHALILABAD",721,745,0,1466,325,296,0,621,619,0,203,45,12,305,13,0,0,0,1,0,0,0,37,0,0,3,1,0,0,0,0,0,0,0,1,0,621
338,"H.R.I.C. KHALILABAD",670,513,0,1183,388,240,0,628,388,0,66,36,6,488,3,0,2,4,0,2,1,2,5,2,1,2,1,0,0,2,0,0,0,2,3,0,628
339,"H.R.I.C. KHALILABAD",295,209,0,504,152,103,0,255,108,0,34,19,2,197,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255
340,"H.R.I.C. KHALILABAD",445,354,0,799,190,151,0,341,335,0,43,32,19,234,6,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,341
341,"H.R.I.C. KHALILABAD",584,440,0,1024,200,182,0,382,784,0,92,25,11,237,2,0,0,0,0,1,0,0,8,0,0,1,1,0,0,0,1,0,0,0,2,1,382
342,"MADARSA A.D.V. AHLE SUNNAT KHALILABAD",791,574,0,1365,402,349,0,751,738,0,262,197,8,104,3,1,1,3,0,1,0,6,137,1,4,9,2,1,1,1,1,0,1,0,4,3,751
343,"FAIJAM J.H.S KHALILABAD",717,590,0,1307,365,261,0,626,584,0,83,10,9,475,7,0,0,2,1,0,0,1,29,1,0,0,0,1,0,0,0,1,0,2,0,4,626
344,"FAIJAM J.H.S KHALILABAD",952,808,0,1760,462,382,0,844,844,0,328,79,9,277,36,0,0,1,0,3,0,1,105,1,0,1,0,0,0,0,0,0,0,2,1,0,844
345,"FAIJAM J.H.S KHALILABAD",903,705,0,1608,484,302,0,786,750,0,120,53,3,130,58,0,0,0,1,2,0,3,400,0,0,4,0,2,1,1,0,0,1,3,2,2,786
346,"FAIJAM J.H.S KHALILABAD",517,433,0,950,231,168,0,399,399,0,93,19,11,208,23,0,2,1,0,1,0,0,23,1,1,2,1,1,1,1,1,0,1,3,3,2,399
347,"P.S. KHALILABAD",659,577,0,1236,348,263,0,611,599,0,168,31,4,369,7,0,0,1,1,7,0,0,14,1,0,3,0,0,0,1,0,0,0,2,2,0,611
348,"P.S. KHALILABAD",549,400,0,949,260,170,0,430,66,0,121,42,16,202,3,0,1,12,1,1,26,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,430
349,"P.S. KHALILABAD",456,392,0,848,152,117,0,269,201,0,110,18,3,123,1,0,0,0,0,0,0,0,9,0,0,2,1,0,0,1,0,1,0,0,0,0,269
350,"P.S. KHALILABAD",631,552,0,1183,255,186,0,441,401,0,208,40,6,159,5,0,2,0,0,2,0,0,13,1,2,1,0,0,0,0,0,0,0,1,1,0,441
351,"P.S. KHALILABAD",303,277,0,580,75,102,0,177,177,0,46,7,2,112,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,2,177
352,"P.S. KHALILABAD",664,498,0,1162,251,183,0,434,188,0,64,22,6,323,11,0,0,1,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,434
353,"P.B. BALIKA I.C. KHALILABAD",596,434,0,1030,298,206,0,504,422,0,113,51,11,260,4,0,0,0,0,0,0,1,55,1,0,2,2,0,0,0,1,0,1,0,1,1,504
354,"P.B. BALIKA I.C. KHALILABAD",684,495,0,1179,314,225,0,539,315,0,96,49,5,345,11,0,0,0,0,0,0,0,29,0,0,0,1,0,1,0,0,0,0,0,2,0,539
355,"P.B. BALIKA I.C. KHALILABAD",481,383,0,864,202,125,0,327,327,0,96,22,5,150,7,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,2,2,327
356,"P.B. BALIKA I.C. KHALILABAD",844,610,0,1454,318,229,0,547,514,0,273,36,6,49,14,0,1,1,0,1,0,2,160,0,0,1,1,0,1,0,0,0,0,1,0,0,547
357,"P.B. BALIKA I.C. KHALILABAD",856,701,0,1557,381,302,0,683,657,0,329,43,6,170,21,0,0,1,1,1,0,2,95,0,0,0,4,0,0,1,1,1,0,2,4,1,683
358,"P.B. BALIKA I.C. KHALILABAD",853,691,0,1544,434,362,0,796,501,0,59,22,14,645,12,1,3,1,0,3,0,1,2,2,4,4,1,2,0,1,0,2,2,5,6,4,796
359,"P.S. KHALILABAD BAGAHIYA",703,588,0,1291,308,290,0,598,215,0,31,389,9,117,8,2,1,2,0,2,1,1,13,1,2,1,0,1,0,0,0,0,0,2,12,3,598
360,"P.S. KHALILABAD BAGAHIYA",880,655,0,1535,265,197,0,462,440,0,69,169,12,172,3,0,0,0,0,1,1,1,25,0,2,0,0,0,2,0,0,1,0,0,2,2,462
361,"P.S. DIGHA",627,515,0,1142,343,323,0,666,656,0,33,100,14,418,13,3,2,3,43,3,1,1,5,1,4,8,2,0,0,1,1,0,2,1,2,5,666
362,"P.S. DIGHA",703,537,0,1240,363,260,0,623,623,0,86,127,11,364,3,3,1,2,11,3,0,0,3,0,2,4,0,0,0,0,0,0,0,1,1,1,623
363,"P.S. DUGHRA",615,517,0,1132,365,264,0,629,408,0,66,130,14,372,13,1,1,0,0,0,0,0,1,0,3,7,2,4,0,4,3,1,0,3,1,3,629
364,"P.S. GAUSPUR",700,531,0,1231,370,319,0,689,510,0,183,106,29,281,6,0,1,0,0,3,0,4,40,1,5,15,0,2,1,1,0,1,0,3,5,2,689
365,"P.S. NAHSAPAR",367,263,0,630,183,103,0,286,242,0,57,18,5,191,5,1,0,0,0,1,1,0,2,0,1,2,0,0,0,0,0,0,1,0,1,0,286
366,"P.S. KERAMUAMAFI",327,275,0,602,176,158,0,334,148,0,118,44,7,141,4,0,1,1,0,3,0,0,4,0,1,6,1,0,0,0,0,1,0,0,2,0,334
367,"P.S. CHAKDAHI",478,368,0,846,266,200,0,466,25,0,77,217,29,111,0,1,1,1,2,1,0,0,10,0,2,3,3,2,1,1,1,0,1,0,2,0,466
368,"P.S. SARAHI",299,258,1,558,163,173,0,336,324,0,120,138,9,7,3,0,1,2,0,1,0,1,40,0,1,6,1,3,1,0,0,0,0,1,0,1,336
369,"P.S.  CHAKPIHANI",311,236,0,547,180,138,0,318,318,0,146,106,1,48,3,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,318
370,"P.S. DHAURAHRA",733,528,0,1261,346,287,0,633,346,0,165,192,7,42,12,0,2,2,1,3,1,1,172,2,1,5,0,2,1,3,1,0,5,2,3,8,633
371,"P.S. DHAURAHRA",583,475,0,1058,281,269,0,550,546,0,131,193,15,166,1,1,2,1,2,2,0,0,5,1,7,4,0,2,1,1,1,2,0,1,6,5,550
372,"P.S. DHAURAHRA",461,328,0,789,220,148,0,368,131,0,85,62,12,174,7,2,0,0,1,2,0,1,0,2,0,5,2,2,0,0,0,2,0,1,5,3,368
373,"P.S. KUIKOL",320,264,0,584,226,150,0,376,340,0,123,183,5,57,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,376
374,"J.H.S. MAGHAR",775,565,0,1340,409,298,0,707,704,0,79,174,8,122,14,1,0,1,0,0,2,1,286,3,1,0,1,0,0,1,0,2,3,2,5,1,707
375,"J.H.S. MAGHAR",688,568,0,1256,304,289,0,593,593,0,87,24,17,17,5,3,0,1,3,0,0,4,406,2,1,4,4,2,1,0,1,1,0,7,1,2,593
376,"J.H.S. MAGHAR",833,781,0,1614,429,355,0,784,780,0,103,128,10,68,3,3,0,1,1,3,3,3,427,4,0,2,1,1,0,2,1,2,4,8,3,3,784
377,"K.P.S. MAGHAR",415,388,0,803,208,202,0,410,366,0,53,57,5,200,3,1,4,5,1,1,0,2,64,0,1,0,2,0,0,0,0,1,0,7,1,2,410
378,"K.P.S. MAGHAR",533,417,0,950,247,177,0,424,328,0,62,32,6,283,4,0,1,0,0,1,1,2,27,0,1,0,1,0,0,0,0,0,0,0,3,0,424
379,"K.P.S. MAGHAR",610,476,0,1086,353,276,0,629,488,0,100,36,11,278,7,1,1,2,2,3,3,1,176,1,0,2,0,0,0,1,0,0,0,0,3,1,629
380,"K.P.S. MAGHAR",427,380,0,807,203,169,0,372,365,0,38,26,8,182,9,1,1,1,0,0,0,1,92,0,0,2,0,0,0,1,1,0,0,4,3,2,372
381,"S.K.I.C. KAJIPUR MAGHAR",490,387,0,877,277,222,0,499,460,0,33,44,5,99,4,0,0,0,0,0,0,3,300,1,2,1,1,0,1,0,0,0,0,2,1,2,499
382,"S.K.I.C. KAJIPUR MAGHAR",606,495,0,1101,301,247,0,548,548,0,37,68,6,244,6,1,2,1,1,2,0,2,158,3,1,1,0,1,1,2,1,1,1,4,3,1,548
383,"S.K.I.C. KAJIPUR MAGHAR",518,394,0,912,233,220,0,453,440,0,88,23,7,223,2,0,0,0,0,0,0,0,105,0,0,1,1,0,0,0,1,0,0,2,0,0,453
384,"S.K.I.C. KAJIPUR MAGHAR",527,377,0,904,250,159,0,409,409,0,25,115,10,245,2,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,5,0,409
385,"S.K.I.C. KAJIPUR MAGHAR",684,517,0,1201,318,235,0,553,430,0,60,148,9,102,7,2,0,0,0,1,0,0,206,4,3,3,0,0,0,1,1,1,0,1,2,2,553
386,"P.S. RASULABAD",557,472,0,1029,321,278,0,599,599,0,255,174,4,130,10,2,0,1,0,2,0,0,1,0,1,0,4,8,0,1,0,0,0,2,3,1,599
387,"P.S. RASULPUR",441,396,0,837,258,264,0,522,520,0,27,186,2,284,3,1,0,2,2,1,1,2,0,0,0,2,0,2,1,0,0,0,1,0,2,3,522
388,"S.K.U.M.S. MOHAMMADPUR KATHAR",518,430,0,948,229,250,0,479,479,0,51,128,11,26,4,5,2,2,1,4,0,1,221,3,4,3,0,0,0,0,1,1,0,7,2,2,479
389,"S.K.U.M.S. MOHAMMADPUR KATHAR",481,370,0,851,295,225,0,520,520,0,227,139,11,73,9,0,1,0,2,2,0,1,31,0,1,2,3,6,2,3,1,1,0,1,4,0,520
390,"S.K.U.M.S. MOHAMMADPUR KATHAR",423,375,0,798,212,147,0,359,359,0,140,38,10,121,4,1,2,0,1,0,3,2,17,1,3,5,1,0,0,0,1,1,0,1,7,0,359
391,"J.H.S ASHARFABAD",503,442,0,945,359,200,0,559,559,0,197,56,8,157,5,2,2,1,2,1,5,4,64,10,7,15,1,4,1,2,0,1,3,4,3,4,559
392,"P.S. PADARIYA",479,402,0,881,304,222,0,526,18,0,8,210,10,266,6,1,0,0,2,3,1,0,6,0,3,1,0,0,1,2,0,0,1,1,2,2,526
393,"P.S. GADSARPAR",818,702,0,1520,407,357,0,764,705,0,53,383,14,204,1,0,1,1,1,13,2,1,67,0,3,6,0,1,0,1,0,3,1,2,5,1,764
394,"P.S. BAYARA",646,530,0,1176,364,263,0,627,617,0,67,151,18,345,12,2,1,1,1,2,1,2,2,1,1,8,0,0,0,1,1,0,0,0,5,5,627
395,"P.S. BAYARA",723,520,0,1243,364,284,0,648,628,0,238,13,9,340,7,3,0,2,4,1,0,3,4,0,1,7,4,0,2,0,1,0,1,3,1,4,648
396,"MADARSA A.A.S.M. ISLAM KODARI",273,207,0,480,96,117,0,213,213,0,144,16,9,7,3,1,0,0,1,2,1,1,20,0,0,1,2,1,1,0,1,0,0,1,1,0,213
397,"P.S. BHAISAHIYA",601,430,0,1031,328,283,0,611,365,0,413,114,3,42,7,1,0,1,0,1,0,1,12,0,1,2,4,1,0,2,1,1,1,2,1,0,611
398,"P.S. BHAISAHIYA",386,315,0,701,215,184,0,399,250,0,100,60,4,219,1,0,0,1,0,2,1,0,5,1,0,2,0,1,0,0,0,0,0,0,2,0,399
399,"P.S. NEHIYA KHURD BUJURG",721,531,0,1252,498,304,0,802,9,0,123,117,12,479,7,0,1,5,1,6,2,2,3,0,3,8,5,3,1,3,1,0,2,6,6,6,802
400,"J.H.S. LAXMIPUR URF NICHAURA",621,499,0,1120,370,301,0,671,666,0,18,145,27,452,7,1,1,2,1,1,0,1,3,0,2,2,0,0,0,3,0,1,0,0,0,4,671
401,"P.S. KATBANDH",569,495,0,1064,317,356,0,673,603,0,39,155,23,425,4,0,0,0,0,1,0,5,2,0,1,0,2,0,0,3,0,1,0,3,6,3,673
402,"P.S. KASAILA",348,287,0,635,251,214,0,465,75,0,17,266,9,156,2,0,1,0,1,0,1,0,0,1,0,1,1,2,0,0,1,0,1,0,4,1,465
403,"P.S. PAKHUAPAR",634,515,0,1149,394,265,0,659,545,0,81,40,8,487,6,1,0,0,0,2,0,0,3,2,0,4,3,1,1,4,2,2,0,4,5,3,659
404,"P.S. MAHATHAN",640,490,0,1130,283,232,0,515,513,0,129,79,40,167,9,1,0,2,3,4,2,3,54,1,3,6,2,0,0,0,2,0,0,1,3,4,515
405,"P.S. DHARAICHI",277,226,0,503,172,156,0,328,12,0,115,89,6,99,4,0,0,0,0,0,0,1,6,0,0,6,1,0,0,0,0,0,0,0,1,0,328
406,"P.S. FARUSA",534,409,0,943,246,214,0,460,103,0,43,191,15,189,2,0,1,0,0,0,2,0,2,2,2,5,1,2,0,0,0,0,0,1,2,0,460
407,J.H.S.GODAHI,193,150,0,343,101,77,0,178,178,0,132,1,0,34,2,0,1,0,0,0,1,0,2,0,0,1,1,0,0,2,0,0,0,1,0,0,178
408,J.H.S.GODAHI,439,336,0,775,216,190,0,406,406,0,30,73,18,257,5,0,2,1,1,2,0,1,1,0,1,3,0,2,1,0,0,0,1,1,4,2,406
409,"P.S. BARAIPAR PAITHAN",628,447,0,1075,306,219,0,525,450,0,134,95,16,240,5,0,1,0,2,0,0,1,0,0,0,0,5,3,1,3,2,3,2,1,10,1,525
410,"P.S. MANJHARIYA GULAMRAY",296,236,0,532,145,111,0,256,118,0,54,45,14,126,1,0,1,0,0,1,0,0,2,2,1,2,0,1,0,2,0,0,1,1,1,1,256
411,"U.P.S. BHARPURVA",486,355,0,841,188,174,0,362,126,0,160,106,42,33,0,0,0,0,0,0,1,1,11,1,1,1,1,0,0,2,0,0,0,1,1,0,362
412,"U.P.S. DARUAJAPTIMAFI",281,233,0,514,163,145,0,308,264,0,83,59,8,135,1,0,1,1,2,1,0,0,1,0,0,5,2,0,0,0,1,0,0,0,7,1,308
413,"P.S. BANJARIPUR",200,176,0,376,103,95,0,198,188,0,22,51,1,112,0,0,0,0,1,0,2,0,1,0,0,1,2,0,1,1,0,1,0,0,1,1,198
414,"P.S. BELAULI",191,161,0,352,121,87,0,208,208,0,48,20,14,87,1,1,0,1,0,1,0,2,20,2,0,1,0,1,1,3,0,0,0,0,4,1,208
415,"U.P.S. SIVAPAR",391,294,0,685,236,193,0,429,429,0,48,203,8,158,2,1,0,0,0,0,0,0,2,2,0,1,0,2,0,1,0,0,0,0,0,1,429
416,"U.P.S. GIRDHARPUR",766,666,0,1432,310,303,0,613,612,0,97,290,3,37,3,1,0,0,1,15,1,2,142,0,4,4,2,0,0,2,0,1,1,3,3,1,613
417,"U.P.S. GIRDHARPUR",366,265,0,631,167,162,0,329,119,0,51,111,0,88,1,2,1,1,2,2,0,1,53,1,0,3,1,0,0,1,0,3,0,1,2,4,329
418,"A.B. KENDRA AICHAKAT",205,188,0,393,142,107,0,249,249,0,151,45,3,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,249
419,"P.S. BANKATA",380,327,0,707,229,207,0,436,428,0,100,79,15,196,6,0,2,1,0,0,0,0,1,0,2,5,3,4,3,6,0,4,1,1,3,4,436
420,"P.M.V. UMARIKHURD",373,298,0,671,231,181,0,412,186,0,191,55,3,120,7,1,1,0,2,2,0,1,0,0,3,3,5,1,0,2,3,1,2,0,7,2,412
421,"P.S. SHIVASHANKARPUR",461,403,0,864,276,227,0,503,435,0,172,150,2,143,1,0,2,1,0,0,0,0,3,0,0,7,5,3,1,2,0,0,1,0,3,7,503
422,"P.S. TAMESHWARNATH",210,182,0,392,123,94,0,217,52,0,106,25,0,65,1,0,0,2,0,0,1,0,1,2,0,5,1,0,0,5,0,1,0,1,0,1,217
423,"P.S. TAMESHWAR NATH",651,497,0,1148,347,294,0,641,631,0,214,153,13,213,5,0,3,1,2,4,1,0,1,1,4,10,3,2,1,1,1,1,1,1,2,3,641
424,"A.B. KENDRA TAMAKHAS",234,210,0,444,139,140,0,279,263,0,159,103,0,6,1,0,0,0,0,2,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,2,279
425,"P.S. RAMPUR",336,285,0,621,174,159,0,333,210,0,70,51,1,163,7,0,1,0,0,2,0,1,1,1,4,2,3,3,1,6,2,2,1,3,4,4,333
426,"P.S. MAINSIR",712,553,0,1265,361,300,0,661,400,0,99,287,18,206,9,1,3,2,3,6,1,3,2,2,7,6,0,0,1,0,0,0,0,0,3,2,661
427,"P.S. RAIMA MAINSAR",181,157,0,338,113,126,0,239,238,0,153,52,1,25,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,239
428,"P.S. VISHWNATHPUR KALA",667,576,0,1243,393,362,0,755,754,0,353,147,4,228,2,0,0,0,0,2,2,0,1,1,4,4,2,0,0,1,1,1,1,0,0,1,755
429,"P.S. BARDAD",260,226,0,486,208,157,0,365,319,0,303,30,2,25,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,365
430,"P.S. MAHADEVA",291,244,0,535,170,164,0,334,334,0,66,118,7,129,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,2,3,0,334
431,"P.S. KHARVANIYA  KALA",355,301,0,656,216,195,0,411,390,0,95,127,12,170,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,0,411
