"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
160,PANJUKHIRIYA,575,422,0,997,351,286,0,637,637,0,42,453,18,100,0,2,0,0,1,0,0,2,1,1,2,3,2,4,0,0,3,0,3,637
161,AJIJALPUR,638,613,0,1251,416,348,0,764,764,0,30,86,118,473,6,0,0,0,0,1,4,3,8,3,3,6,4,4,1,4,8,0,2,764
162,AJIJALPUR,618,583,0,1201,342,311,0,653,653,0,10,24,100,455,5,1,4,1,1,0,2,2,3,1,8,7,2,3,2,3,18,1,0,653
163,TAJPUR,457,347,0,804,285,195,0,480,480,0,134,294,6,26,1,2,1,0,0,1,1,0,0,1,2,4,2,1,1,2,1,0,0,480
164,"NAGLA TILIYAN MAJRA TAJPUR",251,203,0,454,190,143,0,333,333,0,1,16,188,2,0,0,5,0,0,0,0,0,0,3,0,0,0,1,2,1,113,0,1,333
165,JINDAPUR,243,184,0,427,156,131,0,287,287,0,48,194,23,0,0,0,0,1,1,1,0,0,1,1,0,1,0,5,0,0,9,1,1,287
166,SURAJPUR,287,239,0,526,204,162,0,366,366,0,13,260,68,3,0,0,0,0,0,0,0,0,0,0,5,1,1,9,1,0,5,0,0,366
167,AHIMALAPUR,396,288,0,684,256,172,0,428,428,0,77,245,58,5,1,1,0,0,0,0,0,0,2,2,1,3,2,5,0,1,24,1,0,428
168,"RATHAURA NAGLA NEEV",777,667,0,1444,480,338,0,818,818,0,137,296,179,2,7,4,2,0,3,0,1,3,5,3,3,11,4,6,2,2,144,1,3,818
169,NAGRIYA,482,409,0,891,363,279,0,642,642,0,31,14,395,2,1,1,3,1,2,2,0,0,0,1,0,4,1,1,4,2,177,0,0,642
170,ABHYAPUR,290,225,0,515,224,142,0,366,366,0,34,4,169,1,1,0,4,0,0,0,1,0,0,2,0,1,1,0,2,0,146,0,0,366
171,"DAULATPUR CHIRRA",238,174,0,412,134,115,0,249,249,0,36,140,57,2,1,0,0,0,0,0,0,0,0,1,3,2,0,2,1,0,3,0,1,249
172,KUMHAULI,465,360,0,825,292,200,0,492,492,0,23,372,44,3,0,0,0,1,0,0,1,0,1,0,2,0,1,1,0,1,41,0,1,492
173,KAMALPUR,503,455,0,958,334,239,0,573,573,0,126,385,16,8,0,1,0,0,3,0,5,0,1,1,4,10,0,3,0,1,8,0,1,573
174,"ANOOP NAGLA",341,270,0,611,262,173,0,435,435,0,3,12,247,5,2,1,0,1,1,0,1,1,3,0,0,3,0,0,0,0,155,0,0,435
175,BANTHALSHAHPUR,475,431,0,906,315,249,0,564,564,0,240,63,30,196,3,0,1,2,1,0,0,1,1,1,5,7,10,0,0,0,1,1,1,564
176,BANTHALSHAHPUR,433,418,0,851,295,241,0,536,536,0,238,108,27,136,1,0,5,1,1,1,3,1,1,0,3,3,1,1,0,0,4,0,1,536
177,"NAGLA JASU",438,377,0,815,297,205,0,502,502,0,2,285,140,10,1,1,2,0,0,0,0,0,1,1,6,3,0,4,1,1,41,1,2,502
178,JAHAGEERPUR,651,596,0,1247,433,310,0,743,743,0,63,39,57,555,3,3,0,0,0,0,1,1,4,0,0,1,2,2,0,6,6,0,0,743
179,MUBARIKPATTI,300,261,0,561,240,170,0,410,410,0,1,21,304,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,5,0,72,0,1,410
180,RAIPUR,289,240,0,529,198,165,0,363,363,0,56,207,79,1,0,0,0,0,0,0,1,1,0,0,2,2,3,2,0,0,4,1,4,363
181,"RAJEPUR TAPPA MANDAL",253,216,0,469,181,162,0,343,343,0,11,299,20,2,0,1,0,0,0,0,1,0,0,0,2,2,0,2,0,0,3,0,0,343
182,"RAJEPUR TAPPA MANDAL",644,552,0,1196,396,280,0,676,676,0,110,507,15,19,0,5,0,1,0,1,1,0,0,2,2,4,1,5,0,0,3,0,0,676
183,BAHORIKPUR,724,553,0,1277,364,534,0,898,898,0,43,788,11,39,0,1,0,0,0,0,0,1,1,1,2,2,1,5,1,1,1,0,0,898
184,BAHORIKPUR,722,588,0,1310,494,487,0,981,981,0,88,841,17,11,2,0,0,1,0,0,0,0,0,1,1,3,5,10,0,0,0,1,0,981
185,BEHTA,813,626,0,1439,567,438,0,1005,1005,0,11,661,210,55,3,0,0,0,1,0,0,1,1,4,5,3,3,12,5,0,26,1,3,1005
186,"MAHRUPUR KHAR",815,674,0,1489,437,338,0,775,775,0,75,612,45,4,0,4,0,1,0,1,0,1,1,2,8,0,3,2,0,0,15,0,1,775
187,PANTAUJA,702,588,0,1290,437,343,0,780,780,0,17,71,121,545,5,1,1,0,1,0,0,1,4,0,1,3,2,2,1,1,3,0,0,780
188,"GHATAMPUR MAJRA PANTAUJA",469,359,0,828,414,314,0,728,728,0,2,711,7,2,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,728
189,PANTAUJA,478,428,1,907,260,260,0,520,520,0,77,50,22,352,3,0,1,0,0,0,0,1,1,1,3,3,1,2,0,1,2,0,0,520
190,"BARUA NAGLA MAJRA PANTAUJA",671,500,0,1171,607,373,0,980,980,0,7,948,2,4,0,0,1,0,0,0,2,1,1,1,8,2,0,1,0,1,0,1,0,980
191,JAHANGANJ,452,417,0,869,300,214,0,514,514,0,58,362,49,16,1,1,0,10,0,1,0,0,0,0,0,3,1,0,1,0,11,0,0,514
192,JAHANGANJ,413,355,0,768,214,170,0,384,384,0,53,261,23,36,0,0,0,4,0,0,0,0,1,0,2,0,2,1,0,1,0,0,0,384
193,JAHANGANJ,598,495,0,1093,350,260,0,610,610,0,53,495,21,9,0,1,1,1,0,2,0,2,0,1,7,5,0,5,0,2,2,1,2,610
194,"BANDAR KHEDA",539,408,0,947,347,256,0,603,603,0,213,261,36,37,0,4,4,1,0,1,1,1,1,1,2,6,0,3,0,0,29,1,1,603
195,"MAHAMADPUR AMLAIYA",578,469,0,1047,370,268,0,638,638,0,224,294,52,33,0,0,0,0,0,0,2,0,0,1,5,5,4,6,3,0,9,0,0,638
196,"RATHAURA MOHDDINPUR",718,648,0,1366,488,437,0,925,925,0,117,697,24,40,2,4,0,1,3,2,3,2,2,1,3,7,4,6,2,1,0,1,3,925
197,"MAHRUPUR BEEJAL",665,560,0,1225,439,303,0,742,742,0,175,450,82,2,0,0,0,0,0,1,3,0,0,3,1,6,5,3,4,0,3,3,1,742
198,MEDHASHYAMPUR,184,177,0,361,128,128,0,256,256,0,222,19,1,0,0,0,0,1,0,0,1,0,0,0,0,2,5,3,0,0,0,1,1,256
199,SAMAUDDINPUR,244,202,0,446,218,166,0,384,384,0,26,340,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,8,1,0,0,1,0,384
200,"LAUA NAGLA MANPATTI",270,202,0,472,117,90,0,207,207,0,62,96,34,1,0,0,0,0,0,0,1,1,1,0,3,3,0,0,0,0,4,0,1,207
201,"LAUA NAGLA MANPATTI",387,359,0,746,250,202,0,452,452,0,121,63,251,3,0,0,0,2,0,1,0,1,0,1,1,2,3,1,0,0,1,0,1,452
202,"KUNDAN GANESHPUR",186,171,0,357,176,151,0,327,327,0,13,305,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,327
203,"KANTLA MAJRA KUNDAN GANESHPUR",299,250,0,549,243,200,0,443,443,0,4,390,43,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,443
204,JALALPUR,263,228,0,491,195,145,0,340,340,0,120,176,21,2,0,1,0,0,0,1,0,0,0,0,0,1,7,5,1,0,4,0,1,340
205,GUGAURA,244,221,0,465,239,133,0,372,372,0,355,5,1,0,0,0,0,0,0,0,0,0,0,3,0,4,1,2,1,0,0,0,0,372
206,CHAUSPUR,686,604,0,1290,464,423,0,887,887,0,57,483,214,94,0,0,0,0,0,2,3,2,4,2,6,5,1,7,0,0,3,0,4,887
207,"BHULANPUR CHILPURA",342,291,0,633,280,224,0,504,504,0,18,451,7,4,2,0,0,4,0,1,2,2,0,1,2,1,1,4,1,0,1,1,1,504
208,GOPALPUR,458,386,0,844,381,312,0,693,693,0,5,650,22,1,0,0,0,0,0,0,1,0,0,0,3,2,0,7,0,0,1,0,1,693
209,"TADA BAHRAMPUR",300,244,0,544,199,167,0,366,366,0,86,189,41,2,3,2,1,0,0,0,0,0,0,0,1,0,1,4,1,1,32,0,2,366
210,KARIMGANJ,498,426,0,924,346,251,0,597,597,0,48,163,85,293,1,0,0,0,0,0,0,0,1,0,2,2,0,1,0,1,0,0,0,597
211,RANUKHEDA,563,432,0,995,550,354,0,904,904,0,36,846,13,1,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,904
212,NASARATPUR,789,533,0,1322,490,353,0,843,843,0,46,34,253,448,4,4,10,1,0,0,2,3,3,1,1,8,3,4,4,8,4,0,2,843
213,"NAUGAWAN MAJRA NASRATPUR",214,179,0,393,183,154,0,337,337,0,3,319,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,337
214,"AHAMADPUR DEVRIYA",422,362,0,784,211,253,0,464,464,0,91,249,6,90,3,0,0,1,0,0,0,0,1,1,2,1,1,6,2,4,1,0,5,464
215,"NAGRIYA DEVDHARAPUR",456,389,0,845,353,276,0,629,629,0,50,543,12,5,0,8,1,0,0,0,0,0,2,2,1,3,0,1,0,0,1,0,0,629
216,"GADANPUR DEVRAJPUR",464,384,0,848,254,214,0,468,468,0,91,190,141,12,0,1,2,1,1,0,1,1,1,2,1,9,1,2,2,1,7,0,1,468
217,"GADANPUR DEVRAJPUR",615,467,0,1082,345,267,0,612,612,0,16,548,10,3,2,3,1,0,0,0,4,1,1,4,6,3,0,3,4,1,0,0,2,612
218,BICHPURI,239,226,0,465,198,182,0,380,380,0,0,363,8,0,0,0,0,0,1,0,0,0,1,1,3,0,0,2,0,0,0,1,0,380
219,"GADANPUR AMIL",753,577,0,1330,475,323,0,798,798,0,53,312,315,61,1,0,1,0,0,0,3,0,0,2,1,1,4,21,8,1,12,1,1,798
220,JEERAGAUR,519,459,0,978,321,307,0,628,628,0,68,210,61,267,4,1,1,1,0,0,1,0,0,0,1,0,2,5,0,1,4,1,0,628
221,AMANABAD,771,597,0,1368,432,360,0,792,792,0,147,293,173,135,0,1,0,0,0,1,0,1,3,6,3,13,1,1,2,1,9,1,1,792
222,"KUTUBPUR BAGHAR",406,354,0,760,345,255,0,600,600,0,2,551,14,4,0,1,0,0,0,1,0,1,1,1,6,3,0,10,3,0,1,1,0,600
223,"SHEKHPUR RUSTAMPUR",553,519,0,1072,409,363,0,772,772,0,109,287,202,153,1,1,5,0,1,0,0,0,0,0,1,5,2,2,0,0,1,0,2,772
224,"SHEKHPUR RUSTAMPUR",568,472,0,1040,334,281,0,615,615,0,203,102,120,175,0,3,0,0,0,0,1,1,0,3,1,4,0,1,0,0,0,0,1,615
225,"SHEKHPUR RUSTAMPUR",401,370,0,771,308,235,0,543,543,0,9,232,140,149,1,1,1,0,0,0,0,1,1,1,1,0,1,2,0,1,0,0,2,543
226,GAUSPUR,473,418,0,891,305,230,0,535,535,0,0,103,30,380,1,0,0,0,0,0,0,0,1,0,2,2,2,2,1,1,9,0,1,535
227,GAUSPUR,500,431,1,932,379,292,0,671,671,0,4,63,68,516,0,1,0,1,0,0,0,0,2,0,4,0,0,1,1,4,5,0,1,671
228,NATHUAPUR,581,451,0,1032,339,244,0,583,583,0,10,268,261,5,1,2,1,0,0,1,0,4,3,1,2,6,4,6,2,0,4,1,1,583
229,"BAHORANPUR TAPPA HAVELI",580,427,0,1007,215,304,0,519,519,0,17,309,157,8,1,2,0,0,2,0,2,0,0,2,6,3,1,2,4,1,0,1,1,519
230,"BAHORANPUR TAPPA HAVELI",486,376,0,862,219,137,0,356,356,0,50,229,45,22,0,0,0,0,0,1,0,0,1,0,2,4,0,1,0,0,1,0,0,356
231,"NAGLA DAUD",650,603,0,1253,443,380,0,823,823,0,3,10,295,434,3,2,57,0,0,0,2,1,1,2,0,0,0,2,0,6,3,1,1,823
232,"NAGAR PANCHAYAT KAMALGANJ",572,471,0,1043,356,274,0,630,630,0,211,339,43,17,0,1,0,3,0,1,0,0,0,1,2,1,2,1,0,0,8,0,0,630
233,"NAGAR PANCHAYAT KAMALGANJ",350,278,0,628,248,173,0,421,421,0,33,349,18,14,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,421
234,"NAGAR PANCHAYAT KAMALGANJ",483,429,0,912,365,260,0,625,625,0,50,431,30,48,3,2,1,6,0,0,2,1,0,6,5,3,3,7,4,4,19,0,0,625
235,"NAGAR PANCHAYAT KAMALGANJ",463,371,0,834,277,203,0,480,480,0,93,244,59,48,0,1,0,3,0,0,2,0,0,0,1,1,7,11,2,4,4,0,0,480
236,"NAGAR PANCHAYAT KAMALGANJ",460,386,0,846,275,205,0,480,480,0,61,347,37,14,0,4,0,1,0,1,1,0,1,0,2,4,0,2,0,0,3,1,1,480
237,"NAGAR PANCHAYAT KAMALGANJ",794,746,0,1540,538,423,0,961,961,0,34,658,145,104,0,1,0,3,0,0,1,0,0,1,0,1,0,5,0,2,3,1,2,961
238,"NAGAR PANCHAYAT KAMALGANJ",430,353,0,783,292,218,0,510,510,0,17,410,57,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,4,1,510
239,"NAGAR PANCHAYAT KAMALGANJ",440,367,1,808,224,188,0,412,412,0,17,249,100,32,1,1,0,0,0,2,0,0,0,1,0,4,0,4,0,0,1,0,0,412
240,"NAGAR PANCHAYAT KAMALGANJ",362,320,0,682,280,215,0,495,495,0,10,409,29,37,0,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,1,0,2,495
241,"NAGAR PANCHAYAT KAMALGANJ",374,336,3,713,240,168,0,408,408,0,14,108,69,199,0,0,2,2,0,0,0,0,0,0,1,0,3,2,0,1,4,0,3,408
242,"NAGAR PANCHAYAT KAMALGANJ",423,350,0,773,278,222,0,500,500,0,52,223,48,148,1,0,1,3,1,0,1,0,0,1,0,2,2,3,0,0,11,0,3,500
243,"MAHRUPUR RABI",517,459,0,976,317,256,0,573,573,0,134,242,161,7,2,8,1,3,1,0,0,0,0,2,0,2,1,1,1,4,3,0,0,573
244,"MOHANPUR DEENARPUR",425,405,0,830,285,267,0,552,552,0,20,468,33,4,1,0,0,1,1,1,2,1,2,1,6,2,0,0,1,0,8,0,0,552
245,MOHANPUR,433,344,0,777,250,173,0,423,423,0,115,184,50,64,0,1,0,0,0,0,1,0,0,0,1,1,3,2,0,0,0,0,1,423
246,MOHANPUR,808,660,0,1468,377,334,0,711,711,0,36,299,209,125,5,4,0,1,2,1,0,1,2,3,1,2,0,5,1,0,13,1,0,711
247,"RAJEPUR SARAY MENDA",561,489,0,1050,332,269,0,601,601,0,164,20,236,149,1,0,0,2,0,1,3,0,1,2,1,2,2,1,0,0,16,0,0,601
248,"RAJEPUR SARAY MENDA",499,506,0,1005,321,270,0,591,591,0,14,6,375,174,0,0,0,11,0,0,1,1,0,0,0,2,0,2,1,0,4,0,0,591
249,"RAJEPUR SARAY MENDA",591,610,0,1201,369,290,0,659,659,0,25,9,438,145,2,0,10,1,0,0,1,1,2,3,2,3,1,9,4,1,2,0,0,659
250,"MIRJA NAGLA",373,319,0,692,276,209,0,485,485,0,14,451,10,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1,485
251,FATEHULLAPUR,634,491,0,1125,302,255,0,557,557,0,307,185,46,5,0,1,0,0,1,1,0,1,1,0,3,2,1,2,0,0,0,0,1,557
252,SIYAPUR,403,316,0,719,295,229,0,524,524,0,160,320,11,1,0,4,0,0,0,1,1,0,0,1,11,8,1,2,0,1,0,1,1,524
253,USMANGANJ,552,465,0,1017,349,291,0,640,640,0,85,352,116,26,1,1,1,0,1,0,2,2,3,1,1,7,2,3,1,3,31,0,1,640
254,SIRAUNJ,713,553,0,1266,459,293,0,752,752,0,44,498,163,2,0,0,1,1,0,0,1,0,2,2,2,2,2,4,1,1,26,0,0,752
255,DANMANDI,508,433,0,941,369,242,0,611,611,0,102,449,27,6,0,6,0,1,0,0,2,0,0,0,6,4,0,0,0,0,8,0,0,611
256,SHARFUDDINPUR,715,576,0,1291,480,322,0,802,802,0,26,719,22,18,1,0,1,0,0,0,0,1,0,1,3,0,1,4,1,0,3,0,1,802
257,BAHORA,696,585,0,1281,605,443,0,1048,1048,0,36,974,15,9,0,0,0,3,0,2,0,1,1,3,0,2,0,2,0,0,0,0,0,1048
258,"GULRIYA KHEDA MAJRA SHARFABAD",439,381,0,820,208,194,0,402,402,0,4,172,89,110,1,0,1,1,1,0,0,0,2,1,3,3,0,4,0,1,8,0,1,402
259,"GULRIYA MAHMUDAPUR MAJRA SHARFABAD",277,238,0,515,251,209,0,460,460,0,8,443,3,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,460
260,SHARFABAD,701,555,0,1256,451,335,0,786,786,0,43,41,318,365,1,1,3,0,0,0,0,1,2,1,0,2,1,2,1,2,2,0,0,786
261,"BHEEKHA NAGLA",561,581,0,1142,350,310,0,660,660,0,8,10,232,393,0,0,0,1,0,0,2,1,1,2,0,0,1,1,3,1,2,1,1,660
262,KANDHRAPUR,373,342,0,715,281,232,0,513,513,0,56,345,29,60,2,5,1,1,0,1,2,0,1,0,2,2,0,3,1,0,2,0,0,513
263,BIBIPUR,816,686,0,1502,597,434,0,1031,1031,0,120,807,48,16,0,4,1,0,0,0,4,1,1,2,7,5,2,5,0,1,3,3,1,1031
264,"MAHMADPUR ACHALA",701,592,0,1293,517,400,0,917,917,0,70,106,294,409,4,1,3,1,0,0,0,0,0,0,3,3,2,2,0,4,15,0,0,917
265,GANGAICH,323,304,0,627,250,228,0,478,478,0,4,6,398,63,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,478
266,"NARAYANPUR GADIYA",568,496,0,1064,394,351,0,745,745,0,97,483,113,21,0,0,0,0,0,0,3,1,0,0,2,3,2,10,3,1,2,2,2,745
267,"NINAURA SHRANKHALAPUR",409,362,0,771,212,206,0,418,418,0,106,67,93,129,6,0,2,0,0,0,1,0,0,0,1,2,2,3,1,0,4,0,1,418
268,"SINGURAPUR MAJRA NINAURA SHRANKHALAPUR",329,289,1,619,293,234,0,527,527,0,1,521,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,527
269,ISAPUR,499,372,0,871,332,274,0,606,606,0,9,39,112,427,3,1,1,0,0,0,1,0,2,0,0,3,0,1,0,3,3,0,1,606
270,ISAPUR,426,413,0,839,355,281,0,636,636,0,12,30,99,454,6,1,2,0,2,0,0,0,5,0,0,1,1,1,0,2,16,3,1,636
271,SAMADPUR,658,515,0,1173,450,357,0,807,807,0,33,717,23,5,0,0,1,0,0,0,0,0,0,3,10,6,0,6,2,0,0,1,0,807
272,ALAUDDINPUR,266,255,0,521,205,255,0,460,460,0,2,3,10,413,11,0,0,0,0,0,1,1,3,0,0,4,0,3,2,4,1,1,1,460
273,JARARI,491,420,0,911,279,264,0,543,543,0,37,12,182,291,2,1,2,0,0,1,0,2,1,0,0,3,0,0,0,1,6,0,2,543
274,JARARI,499,514,0,1013,231,210,0,441,441,0,23,4,131,253,3,1,11,0,1,0,0,0,0,0,0,3,0,1,1,1,8,0,0,441
275,JARARI,503,397,0,900,219,157,0,376,376,0,39,21,43,244,5,1,11,0,0,0,1,1,2,1,1,0,1,1,0,1,2,1,0,376
276,JARARI,535,463,0,998,248,160,0,408,408,0,32,2,177,181,2,0,4,0,0,2,1,0,1,0,0,1,0,3,0,0,2,0,0,408
277,JARARI,697,657,0,1354,374,337,0,711,711,0,50,10,353,272,1,1,3,0,0,2,0,1,0,0,0,2,0,3,2,2,8,0,1,711
278,JARARI,596,589,1,1186,273,226,0,499,499,0,21,17,116,315,2,0,9,1,0,0,2,0,1,2,2,4,1,0,1,2,3,0,0,499
279,JARARI,509,503,0,1012,257,201,0,458,458,0,15,11,105,270,2,1,28,0,0,1,1,0,5,1,1,2,2,3,0,2,4,1,3,458
280,"CHAUKI RAGHUNANDANPUR",299,273,0,572,274,198,0,472,472,0,35,398,34,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,472
281,"GADANPUR TURRA",445,315,0,760,249,191,0,440,440,0,63,346,13,1,0,3,0,0,0,1,3,0,0,0,2,4,2,0,0,0,2,0,0,440
282,"GADANPUR TURRA",805,598,0,1403,512,330,0,842,842,0,90,418,294,5,0,0,0,1,1,0,0,0,0,1,1,2,2,3,0,1,22,0,1,842
283,MAJHGAWAN,674,515,0,1189,571,412,0,983,983,0,33,846,81,0,1,0,0,0,0,1,0,1,2,7,4,1,3,2,0,0,0,0,1,983
284,BHADUASA,467,399,0,866,308,217,0,525,525,0,46,19,49,384,4,3,1,0,0,2,2,0,0,0,0,2,0,4,0,5,2,0,2,525
285,BHADUASA,397,319,0,716,253,178,0,431,431,0,13,13,35,349,3,1,0,1,0,0,0,2,4,0,2,0,0,5,2,0,0,0,1,431
286,BHADUASA,677,625,0,1302,431,301,0,732,732,0,22,12,100,561,6,1,2,1,0,1,0,3,0,1,0,3,1,5,2,5,3,1,2,732
287,BHADUASA,803,684,0,1487,414,256,0,670,670,0,14,118,198,301,6,0,1,1,1,0,1,0,1,1,0,4,1,5,2,5,7,0,3,670
288,DARAURA,636,501,0,1137,416,285,0,701,701,0,66,551,44,2,0,3,0,0,0,0,2,2,0,1,4,10,4,4,0,1,7,0,0,701
289,DARAURA,472,380,0,852,350,220,0,570,570,0,9,300,223,0,1,1,1,0,1,0,0,1,0,6,7,2,1,3,2,1,10,0,1,570
290,SADRIYAPUR,519,421,0,940,327,235,0,562,562,0,68,382,3,93,2,0,2,0,0,1,0,0,0,0,0,2,0,5,0,0,2,1,1,562
291,"NAGRIYA GAHALBARAN",234,180,0,414,204,150,0,354,354,0,9,314,10,0,1,0,0,0,1,0,1,0,1,0,2,4,2,3,1,1,2,0,2,354
292,UGRAPUR,391,324,0,715,275,212,0,487,487,0,8,382,10,65,1,2,2,0,0,1,0,1,1,1,2,1,0,7,0,1,1,1,0,487
293,"KATRAULI PATTI",617,510,0,1127,369,290,0,659,659,0,112,287,106,100,1,2,3,1,2,0,4,3,1,2,2,6,4,3,1,3,13,1,2,659
294,"BAJHERA MALIK PATTI",505,395,0,900,360,276,0,636,636,0,76,468,29,7,1,0,0,0,0,9,1,0,0,1,4,2,8,18,3,4,2,2,1,636
295,POORANPUR,483,346,0,829,346,219,0,565,565,0,116,424,9,1,0,1,0,0,0,0,1,1,0,1,2,1,2,2,1,0,3,0,0,565
296,"KATRAULI PATTI",497,474,0,971,453,371,0,824,824,0,112,680,4,0,0,3,0,0,1,0,0,1,0,3,9,4,3,2,1,0,1,0,0,824
297,SINDHAULI,401,349,0,750,253,208,0,461,461,0,168,230,43,2,2,2,0,0,0,0,1,2,1,0,2,1,1,0,1,0,3,0,2,461
298,SINDHAULI,433,351,0,784,289,200,0,489,489,0,38,366,54,4,4,4,1,0,1,1,0,1,0,0,2,0,0,4,2,1,5,0,1,489
299,KAITAHA,519,447,0,966,437,334,0,771,771,0,68,663,8,3,0,2,1,2,1,0,1,0,0,0,3,1,1,14,0,1,1,0,1,771
300,"PAHALA MAJRA KAITHA",269,248,0,517,258,228,0,486,486,0,37,214,193,2,4,0,0,0,0,0,0,0,1,0,1,1,1,3,2,0,27,0,0,486
301,"UBARI KHEDA MAKRAND",263,215,0,478,167,107,0,274,274,0,10,196,37,8,14,0,0,0,0,1,1,1,1,0,1,0,0,4,0,0,0,0,0,274
302,"UBARI KHEDA MAKRAND",495,404,0,899,334,267,0,601,601,0,238,299,6,16,4,1,0,0,0,3,1,1,0,2,8,7,4,0,0,1,9,0,1,601
303,RAJIPUR,475,341,0,816,258,172,0,430,430,0,48,324,13,31,1,1,0,1,0,0,0,0,1,0,4,2,1,2,1,0,0,0,0,430
304,RAJIPUR,406,363,0,769,203,165,0,368,368,0,139,200,6,10,1,2,0,0,0,0,0,0,0,1,0,3,2,2,0,1,1,0,0,368
305,RAJIPUR,490,367,0,857,281,180,0,461,461,0,161,247,4,28,1,1,2,0,0,0,0,1,0,1,2,7,1,3,0,0,0,1,1,461
306,"KOHANI NAGLA MAJRA RAJIPUR",222,205,0,427,222,176,0,398,398,0,0,390,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398
307,BHATPURA,440,373,0,813,245,187,0,432,432,0,77,209,54,66,0,3,2,0,1,0,0,0,0,2,2,4,1,1,0,2,3,3,2,432
308,BHATPURA,496,464,0,960,241,221,0,462,462,0,42,230,106,34,1,1,1,0,0,0,4,1,0,3,4,13,3,5,1,1,6,2,4,462
309,"DEVRAN GADIYA",671,546,0,1217,552,333,0,885,885,0,69,742,36,1,0,0,1,0,0,0,0,1,0,4,8,4,3,10,0,2,4,0,0,885
310,"CHHETAPUR KAPURAPUR",338,254,0,592,231,185,0,416,416,0,10,184,161,28,2,2,0,0,0,0,0,0,0,1,4,5,1,0,2,0,16,0,0,416
311,CHANDANPUR,691,565,0,1256,474,316,0,790,790,0,223,419,120,5,2,1,1,0,0,1,1,1,6,2,4,2,1,0,0,0,0,0,1,790
312,SHRANGEERAMPUR,804,592,0,1396,477,274,0,751,751,0,72,422,171,30,4,2,0,2,0,0,2,3,3,3,9,8,1,11,1,3,1,1,2,751
313,SHRANGEERAMPUR,573,436,0,1009,355,212,0,567,567,0,28,334,137,5,1,0,2,0,3,0,2,0,2,3,5,5,2,3,0,3,29,2,1,567
314,"SHERPUR SARAY",765,512,0,1277,417,272,0,689,689,0,168,262,191,15,0,4,1,1,2,0,2,1,1,2,3,13,4,5,1,2,9,2,0,689
315,"RAMPUR MAJHGAWN",549,474,0,1023,318,259,0,577,577,0,166,296,87,6,4,1,0,1,0,1,0,0,0,3,5,1,2,3,1,0,0,0,0,577
316,"RAMPUR MAJHGAWN",594,442,0,1036,347,242,0,589,589,0,180,212,164,6,2,1,1,1,1,0,0,0,0,2,4,5,3,3,1,1,1,0,1,589
317,"RAMPUR MAJHGAWN",610,510,0,1120,304,219,0,523,523,0,196,214,87,9,0,0,1,0,0,1,0,0,2,0,1,4,1,2,1,0,0,0,4,523
318,"RAMPUR MAJHGAWN",455,339,0,794,331,215,0,546,546,0,96,242,187,2,0,2,1,0,0,1,2,0,0,3,2,3,0,1,0,0,3,0,1,546
319,KHUDAGANJ,510,431,0,941,360,302,0,662,662,0,199,403,32,7,0,0,0,0,0,0,0,1,1,0,1,11,0,2,1,1,2,1,0,662
320,KHUDAGANJ,548,451,0,999,359,253,0,612,612,0,147,350,41,57,0,1,0,0,0,0,0,0,1,1,4,3,3,0,0,0,2,1,1,612
