"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKSHAY YADAV","2 - ATUL CHATURVEDI","3 - TH. VISHWADEEP SINGH","4 - PROF. S.P. SINGH BAGHEL","5 - UPENDRA SINGH","6 - KHAJAN SINGH","7 - JAY PRAKASH","8 - RAKESH YADAV","9 - RAJENDRA PRASAD","10 - RAHAT AFROZ","11 - LAXMI","12 - LAKSHMI  NARAYAN","13 - SHAMSHER KHA","14 - MIRJA MUKARRAM BAIG","15 - RAJVEER","16 - None of the Above","Total Votes Secured"
284,"B.R.AMBEDKAR INTER COLLEGE NAGLA KARAN SINGH ROOM.NO.4",571,416,0,987,306,147,0,453,449,0,44,1,61,340,2,0,0,2,0,1,0,0,0,0,2,0,453
285,"B.R.AMBEDKAR INTER COLLEGE NAGLA KARAN SINGH ROOM.NO.5",481,394,0,875,249,198,0,447,430,0,41,1,260,140,1,1,1,1,0,0,0,0,0,1,0,0,447
286,"B.R.AMBEDKAR INTER COLLEGE NAGLA KARAN SINGH ROOM.NO.6",466,431,0,897,276,223,0,499,40,0,30,4,222,231,2,1,1,0,0,0,1,1,0,1,2,3,499
287,"B.R.AMBEDKAR INTER COLLEGE NAGLA KARAN SINGH ROOM.NO.7",675,540,0,1215,416,329,0,745,400,0,79,7,3,644,2,1,1,6,0,0,0,1,0,0,0,1,745
288,"MANAV DAYAL H.S.SCHOOL DAKHAL ROOM.NO.1",717,539,0,1256,380,230,0,610,599,0,74,0,115,397,5,0,0,0,0,1,1,13,0,0,2,2,610
289,"MANAV DAYAL H.S.SCHOOL DAKHAL ROOM.NO.2",807,566,0,1373,486,288,0,774,773,0,108,4,17,624,4,1,0,3,0,1,0,11,0,0,0,1,774
290,"MANAV DAYAL H.S.SCHOOL DAKHAL ROOM.NO.3",442,338,0,780,279,221,0,500,301,0,53,0,141,300,0,0,0,1,1,0,0,1,0,2,1,0,500
291,"MANAV DAYAL H.S.SCHOOL DAKHAL ROOM.NO.4",525,412,0,937,298,223,0,521,205,0,43,6,83,368,3,2,3,1,0,1,1,0,2,1,3,4,521
292,"P.P.TAPAKALA JALESAR ROAD ROOM.NO.1",523,394,0,917,310,209,0,519,405,0,96,4,10,402,1,0,2,0,0,0,0,0,0,0,3,1,519
293,"P.P.TAPAKALA JALESAR ROAD ROOM.NO.2",542,409,0,951,352,204,0,556,530,0,81,3,19,437,3,0,0,0,0,0,0,2,4,1,0,6,556
294,"P.P.TAPAKALA JALESAR ROAD ROOM.NO.3",615,506,0,1121,377,307,0,684,628,0,94,5,36,525,0,4,0,3,1,3,3,1,4,2,2,1,684
295,"P.P.TAPAKALA JALESAR ROAD ROOM.NO.4",712,505,0,1217,426,310,0,736,657,0,141,6,15,541,5,1,0,0,0,3,2,4,5,1,10,2,736
296,"GOPISHYAM INTER COLLEGE KOSHALYA NAGAR ROOM.NO.1",607,457,0,1064,351,252,0,603,546,0,60,3,71,450,1,0,2,1,0,0,0,1,2,1,4,7,603
297,"GOPISHYAM INTER COLLEGE KOSHALYA NAGAR ROOM.NO.2",668,513,0,1181,407,264,0,671,641,0,54,3,96,488,12,2,1,2,1,0,0,0,3,3,1,5,671
298,"GOPISHYAM INTER COLLEGE KOSHALYA NAGAR ROOM.NO.3",695,489,0,1184,361,226,0,587,249,0,106,7,38,422,6,0,0,1,0,0,0,1,1,2,1,2,587
299,"GOPISHYAM INTER COLLEGE KOSHALYA NAGAR ROOM.NO.4",780,556,0,1336,470,318,0,788,748,0,182,1,18,570,5,1,1,2,1,0,0,0,2,1,2,2,788
300,"KAMLA NEHRU BAL V. BODHASHRAM TAPAKALA ROOM.NO.1",694,528,0,1222,407,265,0,672,671,0,29,4,497,124,1,0,12,0,0,0,0,0,1,1,1,2,672
301,"KAMLA NEHRU BAL V. BODHASHRAM TAPAKALA ROOM.NO.2",653,500,0,1153,379,307,0,686,475,0,156,4,249,245,2,0,19,1,3,0,0,1,1,1,1,3,686
302,"KAMLA NEHRU BAL V. BODHASHRAM TAPAKALA ROOM.NO.3",627,530,0,1157,391,320,0,711,710,0,101,5,500,84,2,0,4,4,2,1,1,0,1,4,1,1,711
303,"KAMLA NEHRU BAL V. BODHASHRAM TAPAKALA ROOM.NO.4",687,493,0,1180,435,251,0,686,518,0,258,5,172,229,1,0,13,1,0,0,0,0,1,2,2,2,686
304,"KAMLA NEHRU BAL V. BODHASHRAM TAPAKALA ROOM.NO.5",456,399,0,855,364,229,0,593,453,0,259,9,241,79,1,0,1,0,1,0,0,0,0,1,0,1,593
305,"KAMLA NEHRU BAL V. BODHASHRAM TAPAKALA ROOM.NO.6",785,616,0,1401,424,405,0,829,451,0,133,10,59,621,2,0,0,1,0,0,0,0,0,0,1,2,829
306,"P.MUNSHI MAHARAJ INTER COLLEGE VIBHAV NAGAR ROOM.NO.1",598,437,0,1035,405,288,0,693,691,0,66,11,7,594,4,1,0,1,0,0,2,1,3,1,1,1,693
307,"P.MUNSHI MAHARAJ INTER COLLEGE VIBHAV NAGAR ROOM.NO.2",423,362,0,785,266,197,0,463,399,0,82,3,3,357,0,1,3,3,0,0,3,0,1,0,2,5,463
308,"P.MUNSHI MAHARAJ INTER COLLEGE VIBHAV NAGAR ROOM.NO.3",585,508,0,1093,416,360,0,776,200,0,102,7,18,640,0,0,0,4,0,0,0,1,0,0,1,3,776
309,"P.MUNSHI MAHARAJ INTER COLLEGE VIBHAV NAGAR ROOM.NO.4",613,506,0,1119,411,302,0,713,703,0,37,4,426,227,2,1,2,0,2,1,0,1,1,0,5,4,713
310,"RAMANAND INTER COLLEGE BODHASHRAM TAPAKALA ROOM.NO.1",666,533,0,1199,367,269,0,636,608,0,19,3,226,351,3,2,7,5,2,0,0,0,1,0,7,10,636
311,"RAMANAND INTER COLLEGE BODHASHRAM TAPAKALA ROOM.NO.2",745,572,0,1317,409,318,0,727,532,0,46,3,94,559,5,2,5,0,2,2,0,1,3,1,2,2,727
312,"RAMANAND INTER COLLEGE BODHASHRAM TAPAKALA ROOM.NO.3",345,297,0,642,248,194,0,442,442,0,104,7,111,211,2,1,1,4,1,0,0,0,0,0,0,0,442
313,"RAMANAND INTER COLLEGE BODHASHRAM TAPAKALA ROOM.NO.4",648,545,0,1193,394,295,0,689,599,0,159,5,42,462,7,0,1,0,1,0,0,1,0,3,4,4,689
314,"SAROJINI NAIDU JUNIOR HIGH SCHOOL BODHAASHRAM ROOM.NO.1",633,568,1,1202,453,334,0,787,783,0,152,3,14,603,5,0,0,9,0,0,0,0,0,0,0,1,787
315,"SAROJINI NAIDU JUNIOR HIGH SCHOOL BODHAASHRAM ROOM.NO.2",758,705,0,1463,529,398,0,927,63,0,166,15,25,666,8,0,2,4,2,2,15,1,4,2,4,11,927
316,"SAROJINI NAIDU JUNIOR HIGH SCHOOL BODHAASHRAM ROOM.NO.3",389,323,0,712,185,133,0,318,213,0,59,8,6,240,1,0,0,2,0,0,0,1,0,1,0,0,318
317,"SAROJINI NAIDU JUNIOR HIGH SCHOOL BODHAASHRAM ROOM.NO.4",466,381,0,847,251,192,0,443,404,0,65,8,6,362,0,0,1,1,0,0,0,0,0,0,0,0,443
318,"SAROJINI NAIDU JUNIOR HIGH SCHOOL BODHAASHRAM ROOM.NO.5",448,387,0,835,287,193,0,480,400,0,105,7,9,349,2,0,1,4,0,0,0,0,1,0,0,2,480
319,"BRIJRAJ SINGH JUNIOR HIGH SCHOOL MATHURA NAGAR ROOM.NO.1",468,329,0,797,282,180,0,462,390,0,184,3,9,258,1,1,0,2,0,0,0,0,1,0,1,2,462
320,"BRIJRAJ SINGH JUNIOR HIGH SCHOOL MATHURA NAGAR ROOM.NO.2",484,359,1,844,319,177,0,496,39,0,145,5,70,262,1,0,1,2,0,0,0,1,2,0,3,4,496
321,"C.L.JAIN DIGREE COLLEGE ROOM.NO.1",514,413,0,927,277,216,0,493,490,0,121,6,4,346,3,0,1,3,0,0,0,0,1,0,3,5,493
322,"C.L.JAIN DIGREE COLLEGE ROOM.NO.2",508,384,0,892,364,238,0,602,415,0,123,1,1,462,2,2,3,0,0,0,2,0,0,0,2,4,602
323,"C.L.JAIN DIGREE COLLEGE ROOM.NO.3",452,386,0,838,285,200,0,485,385,0,62,4,11,399,0,0,3,1,1,0,0,1,0,0,0,3,485
324,"C.L.JAIN DIGREE COLLEGE ROOM.NO.4",400,309,0,709,261,174,0,435,300,0,78,0,15,335,3,0,2,0,0,0,0,0,0,0,1,1,435
325,"C.L.JAIN DIGREE COLLEGE ROOM.NO.5",501,401,0,902,308,192,0,500,471,0,47,3,77,361,1,1,0,1,2,0,0,0,3,0,2,2,500
326,"C.L.JAIN DIGREE COLLEGE ROOM.NO.6",787,715,0,1502,535,490,0,1025,975,0,214,13,11,772,2,1,1,2,0,0,0,2,1,1,2,3,1025
327,"C.L.JAIN DIGREE COLLEGE ROOM.NO.7",538,442,0,980,345,264,0,609,578,0,153,4,10,433,3,0,0,2,0,0,0,0,1,0,1,2,609
328,"PROF.RAJENDRA SINGH AAVASIA V.SUHAG NAGAR ROOM.NO.1",483,440,0,923,304,274,0,578,578,0,163,4,14,393,0,0,1,3,0,0,0,0,0,0,0,0,578
329,"PROF.RAJENDRA SINGH AAVASIA V.SUHAG NAGAR ROOM.NO.2",495,434,0,929,290,238,0,528,414,0,122,4,28,368,0,0,1,2,0,0,0,0,0,1,0,2,528
330,"PROF.RAJENDRA SINGH AAVASIA V.SUHAG NAGAR ROOM.NO.3",504,431,0,935,289,285,0,574,357,0,97,8,31,435,0,0,1,0,0,0,0,0,0,1,0,1,574
331,"PROF.RAJENDRA SINGH AAVASIA V.SUHAG NAGAR ROOM.NO.4",636,609,0,1245,427,360,0,787,528,0,139,5,42,593,2,0,1,1,0,0,0,0,1,0,0,3,787
332,"PROF.RAJENDRA SINGH AAVASIA V.SUHAG NAGAR ROOM.NO.5",711,645,0,1356,499,404,0,903,873,0,146,11,53,680,5,1,0,3,0,0,0,0,3,1,0,0,903
333,"PROF.RAJENDRA SINGH AAVASIA V.SUHAG NAGAR ROOM.NO.6",448,360,0,808,305,224,0,529,500,0,149,12,6,356,0,0,1,4,0,0,0,0,0,0,1,0,529
334,"PROF.RAJENDRA SINGH AAVASIA V.SUHAG NAGAR ROOM.NO.7",402,362,0,764,257,192,0,449,351,0,52,7,8,377,0,0,0,2,0,0,2,0,0,0,0,1,449
335,"SARASWATI SHISHU MANDIR SUHAG NAGAR ROOM.NO.1",537,372,0,909,296,195,0,491,356,0,118,7,14,341,1,1,0,0,0,0,3,0,1,0,0,5,491
336,"SARASWATI SHISHU MANDIR SUHAG NAGAR ROOM.NO.2",593,529,0,1122,364,326,0,690,664,0,178,8,26,462,0,0,0,6,1,0,3,0,0,2,0,4,690
337,"SWAMI KRISHNANAND V.MANDIR HIMAUPUR ROOM.NO.1",660,426,0,1086,376,241,0,617,617,0,62,2,16,526,2,0,0,1,0,1,0,0,4,0,1,2,617
338,"SWAMI KRISHNANAND V.MANDIR HIMAUPUR ROOM.NO.2",620,490,0,1110,368,249,0,617,534,0,59,2,75,471,2,0,2,2,1,0,0,0,1,1,1,0,617
339,"SWAMI KRISHNANAND V.MANDIR HIMAUPUR ROOM.NO.3",696,507,0,1203,336,230,0,566,540,0,57,5,8,481,5,0,1,2,1,0,1,1,1,0,1,2,566
340,"SWAMI KRISHNANAND V.MANDIR HIMAUPUR ROOM.NO.4",680,517,0,1197,365,232,0,597,576,0,80,0,9,495,2,1,0,3,0,0,0,1,0,1,4,1,597
341,"SWAMI KRISHNANAND V.MANDIR HIMAUPUR ROOM.NO.5",777,504,0,1281,467,236,0,703,684,0,40,5,260,387,0,0,0,3,2,0,0,1,2,2,1,0,703
342,"SWAMI KRISHNANAND V.MANDIR HIMAUPUR ROOM.NO.6",695,575,0,1270,378,211,0,589,540,0,42,3,357,175,1,3,0,1,0,0,0,1,0,4,0,2,589
343,"SHYAMA DEVI INTER COLLEGE HIMAUPUR ROOM.NO1",670,483,0,1153,387,261,0,648,645,0,31,0,42,544,7,3,2,4,0,0,0,0,8,0,3,4,648
344,"SHYAMA DEVI INTER COLLEGE HIMAUPUR ROOM.NO2",696,531,0,1227,411,287,0,698,689,0,43,2,235,402,3,1,1,2,0,0,0,1,1,6,1,0,698
345,"SHYAMA DEVI INTER COLLEGE HIMAUPUR ROOM.NO3",868,658,0,1526,504,322,0,826,820,0,128,8,15,655,8,1,1,0,0,0,0,1,2,1,3,3,826
346,"SHYAMA DEVI INTER COLLEGE HIMAUPUR ROOM.NO4",618,494,0,1112,328,237,0,565,510,0,91,2,39,419,3,0,0,0,0,0,0,3,1,1,4,2,565
347,"P.P.HIMAUPUR ROOM.NO.1",545,417,0,962,356,216,0,572,535,0,52,2,262,234,3,0,1,1,1,0,0,2,3,4,5,2,572
348,"P.P.HIMAUPUR ROOM.NO.2",848,665,0,1513,430,400,0,830,821,0,201,10,10,594,5,0,1,1,0,0,0,1,0,0,2,5,830
349,"SAROJINI NAIDU MEMORIYAL JUNIOR HIGH SCHOOL HIMAUPUR ROOM.NO.1",459,366,0,825,252,190,0,442,415,0,80,4,12,340,2,0,0,0,1,0,0,0,0,0,2,1,442
350,"SAROJINI NAIDU MEMORIYAL JUNIOR HIGH SCHOOL HIMAUPUR ROOM.NO.2",515,392,0,907,329,181,0,510,449,0,81,6,33,375,2,0,0,0,0,1,1,3,1,1,3,3,510
351,"P.P. NAGLA BHAU ROOM.NO.1",696,606,0,1302,643,529,0,1172,638,0,1099,4,4,49,0,0,1,14,0,0,0,0,0,0,0,1,1172
352,"P.P. NAGLA BHAU ROOM.NO.2",798,612,0,1410,658,532,0,1190,1100,0,1048,0,8,120,1,0,1,9,0,0,0,0,1,0,0,2,1190
353,P.P.REHNA,348,305,0,653,263,175,0,438,342,0,48,7,26,341,2,2,0,7,1,0,0,0,2,1,0,1,438
354,"JUNIOR HIGH SCHOOL REHNA ROOM.NO.1",355,264,0,619,206,143,0,349,342,0,47,1,44,243,5,0,1,1,0,1,0,0,1,1,2,2,349
355,"JUNIOR HIGH SCHOOL REHNA ROOM.NO.2",577,473,0,1050,311,256,0,567,385,0,89,5,34,424,1,0,0,2,2,0,1,0,2,3,1,3,567
356,"JUNIOR HIGH SCHOOL REHNA ROOM.NO.3",533,380,0,913,289,189,0,478,280,0,109,3,56,297,2,1,2,1,0,2,1,1,1,0,0,2,478
357,"KUBER V.ANAND NAGAR JALESAR ROAD",417,338,0,755,340,196,0,536,178,0,296,6,20,200,2,1,0,1,0,1,1,1,0,0,4,3,536
358,"BUDHBIHAR JUNIOR HIGH SCHOOL BHEEM NAGAR ROOM.NO.1",507,368,0,875,349,246,0,595,501,0,8,4,524,50,1,0,1,0,1,1,0,0,1,2,0,2,595
359,"BUDHBIHAR JUNIOR HIGH SCHOOL BHEEM NAGAR ROOM.NO.2",562,461,1,1024,389,311,0,700,684,0,10,1,612,65,0,0,1,0,0,1,1,0,0,3,3,3,700
360,"BUDHBIHAR JUNIOR HIGH SCHOOL BHEEM NAGAR ROOM.NO.3",609,476,1,1086,385,244,0,629,513,0,9,4,565,45,1,0,0,0,0,0,1,0,1,0,0,3,629
361,"YADAV DHARAMSALA MAHAVEER NAGAR ROOM.NO.1",637,540,0,1177,400,307,0,707,685,0,63,4,22,604,4,0,0,1,1,0,0,0,1,2,0,5,707
362,"YADAV DHARAMSALA MAHAVEER NAGAR ROOM.NO.2",734,647,0,1381,500,383,0,883,658,0,105,19,25,701,6,1,0,7,3,1,0,1,3,4,3,4,883
363,"YADAV DHARAMSALA MAHAVEER NAGAR ROOM.NO.3",711,556,1,1268,447,318,0,765,188,0,134,15,28,569,4,0,1,3,0,1,0,0,2,0,4,4,765
364,"NARDANAND SARASWATI SHISHU MANDIR JAGJIVAN RAMNAGAR",584,528,0,1112,364,319,0,683,630,0,74,5,270,313,3,1,1,1,1,1,2,0,1,5,0,5,683
365,"GYAN LOK INTER COLLEGE SUHAG NAGAR",557,443,0,1000,355,241,0,596,502,0,152,3,19,387,4,0,4,1,0,0,2,1,5,4,3,11,596
366,"CHOTE LAL INTER COLLEGE NAGLA VISHNU ROOM.NO.1",782,580,0,1362,454,286,0,740,641,0,319,11,16,364,3,2,1,2,1,1,1,2,2,3,4,8,740
367,"CHOTE LAL INTER COLLEGE NAGLA VISHNU ROOM.NO.2",534,386,0,920,296,182,0,478,430,0,111,3,19,323,5,2,2,3,1,1,2,1,2,1,0,2,478
368,"CHOTE LAL INTER COLLEGE NAGLA VISHNU ROOM.NO.3",439,307,0,746,274,175,0,449,329,0,177,6,6,245,2,1,1,0,2,1,4,0,1,1,0,2,449
369,"CHOTE LAL INTER COLLEGE NAGLA VISHNU ROOM.NO.4",439,361,0,800,247,174,0,421,310,0,170,3,7,218,4,0,0,1,0,0,14,0,0,2,1,1,421
370,"CHOTE LAL INTER COLLEGE NAGLA VISHNU ROOM.NO.5",595,439,1,1035,407,244,0,651,599,0,205,6,20,383,4,3,3,5,1,0,1,2,5,1,5,7,651
371,"CHOTE LAL INTER COLLEGE NAGLA VISHNU ROOM.NO.6",324,247,0,571,192,125,0,317,303,0,65,2,6,234,1,1,1,1,0,0,0,0,2,0,0,4,317
