"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKSHAY YADAV","2 - ATUL CHATURVEDI","3 - TH. VISHWADEEP SINGH","4 - PROF. S.P. SINGH BAGHEL","5 - UPENDRA SINGH","6 - KHAJAN SINGH","7 - JAY PRAKASH","8 - RAKESH YADAV","9 - RAJENDRA PRASAD","10 - RAHAT AFROZ","11 - LAXMI","12 - LAKSHMI  NARAYAN","13 - SHAMSHER KHA","14 - MIRJA MUKARRAM BAIG","15 - RAJVEER","16 - None of the Above","Total Votes Secured"
136,"GOPINATH INTER COLLEGE PAMESHWAR GATE ROOM.NO.5",252,223,0,475,195,136,0,331,288,0,304,13,6,1,0,0,0,1,0,0,0,0,6,0,0,0,331
137,"AGRAWAL DHARAMSALA CHOTI CHAPATI ROOM.NO.1",500,355,0,855,342,143,0,485,412,0,447,3,1,27,0,0,0,0,0,0,0,0,4,0,0,3,485
138,"AGRAWAL DHARAMSALA CHOTI CHAPATI ROOM.NO.2",462,315,0,777,297,143,0,440,349,0,429,6,1,3,0,0,0,0,0,0,0,1,0,0,0,0,440
139,"AGRAWAL DHARAMSALA CHOTI CHAPATI ROOM.NO.3",495,435,0,930,411,263,0,674,480,0,20,3,1,644,3,1,0,2,0,0,0,0,0,0,0,0,674
140,"AGRAWAL DHARAMSALA CHOTI CHAPATI ROOM.NO.4",440,396,0,836,308,216,0,524,168,0,27,4,3,484,2,0,0,3,0,0,0,0,0,0,0,1,524
141,"P.V. MO TILA ROOM.NO.1",428,314,0,742,280,165,0,445,413,0,398,2,27,4,0,0,0,1,0,9,1,0,3,0,0,0,445
142,"P.V. MO TILA ROOM.NO.2",341,258,0,599,224,110,0,334,199,0,305,1,9,12,0,0,0,0,0,6,0,0,1,0,0,0,334
143,"J.P.P.P.BAGIYA ROOM.NO.1",393,344,0,737,313,260,0,573,183,0,565,0,4,1,0,0,0,0,0,0,0,0,1,0,0,2,573
144,"J.P.P.P.BAGIYA ROOM.NO.2",323,278,0,601,228,161,0,389,301,0,380,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,389
145,"SHIV PUBLIC SCHOOL CHANDWAR GATE ROOM.NO.1",749,535,0,1284,571,266,0,837,832,0,639,3,33,142,2,0,0,1,0,8,1,0,3,1,1,3,837
146,"SHIV PUBLIC SCHOOL CHANDWAR GATE ROOM.NO.2",734,544,0,1278,476,350,0,826,775,0,211,1,235,372,0,0,0,0,0,2,0,0,1,1,1,2,826
147,"SHIV PUBLIC SCHOOL CHANDWAR GATE ROOM.NO.3",528,438,0,966,368,248,0,616,116,0,287,2,8,314,1,0,0,1,0,1,0,0,0,0,1,1,616
148,"SHIV PUBLIC SCHOOL CHANDWAR GATE ROOM.NO.4",520,419,0,939,356,214,0,570,407,0,245,4,2,309,0,0,0,0,0,6,0,0,1,0,1,2,570
149,"RAJKIYA KANYA P.P. CHAPATIKALA ROOM.NO.1",249,227,0,476,171,125,0,296,230,0,74,1,0,219,1,0,0,0,0,0,0,0,0,0,1,0,296
150,"RAJKIYA KANYA P.P. CHAPATIKALA ROOM.NO.2",501,441,0,942,375,245,0,620,610,0,113,10,7,484,2,0,1,0,0,0,0,1,1,0,0,1,620
151,"RAJKIYA KANYA P.P. CHAPATIKALA ROOM.NO.3",560,465,0,1025,327,226,0,553,551,0,86,4,7,436,3,1,0,4,0,0,2,1,6,2,0,1,553
152,"MOLANA AZAD NISBA GIRLS INTER COLLEGE MO GADEYA ROOM.NO.1",619,467,0,1086,404,211,0,615,472,0,364,4,8,235,0,0,0,0,0,0,0,0,0,0,1,3,615
153,"MOLANA AZAD NISBA GIRLS INTER COLLEGE MO GADEYA ROOM.NO.2",418,368,0,786,254,197,0,451,410,0,163,2,2,281,0,0,0,2,0,0,0,0,0,0,0,1,451
154,"MOLANA AZAD NISBA GIRLS INTER COLLEGE MO GADEYA ROOM.NO.3",484,375,0,859,263,183,0,446,380,0,75,9,9,325,2,0,0,17,0,0,1,0,2,1,1,4,446
155,"MOLANA AZAD NISBA GIRLS INTER COLLEGE MO GADEYA ROOM.NO.4",428,357,0,785,252,182,0,434,181,0,62,10,9,341,3,0,0,3,0,0,0,1,1,0,1,3,434
156,"MOLANA AZAD NISBA GIRLS INTER COLLEGE MO GADEYA ROOM.NO.5",292,276,0,568,202,169,0,371,246,0,46,5,3,308,6,0,0,2,0,0,0,0,0,0,0,1,371
157,"P.PATHSALA KOTLA ROOM.NO.1",592,482,0,1074,437,272,0,709,650,0,546,11,9,136,1,0,0,0,0,0,0,0,2,1,0,3,709
158,"P.PATHSALA KOTLA ROOM.NO.2",498,433,0,931,326,261,0,587,298,0,510,8,7,59,0,0,0,0,0,0,0,0,1,0,1,1,587
159,"P.PATHSALA KOTLA ROOM.NO.3",495,436,0,931,353,268,0,621,612,0,114,4,201,297,1,0,0,2,0,0,0,0,2,0,0,0,621
160,"PURANI TEHSIL BHAWAN ROOM.NO.1",615,483,0,1098,413,258,0,671,600,0,279,1,3,380,3,0,0,1,0,0,0,1,0,0,0,3,671
161,"PURANI TEHSIL BHAWAN ROOM.NO.2",534,449,0,983,354,269,0,623,616,0,275,2,8,331,0,0,0,0,0,0,4,0,0,0,0,3,623
162,"PURANI TEHSIL BHAWAN ROOM.NO.3",527,446,0,973,352,253,0,605,502,0,348,2,38,210,1,0,1,0,0,0,1,0,1,1,0,2,605
163,"N.P.KANYA P.P. LABOUR COLONY ROOM.NO.1",441,385,0,826,278,225,0,503,13,0,128,9,5,345,0,0,3,5,0,0,1,0,0,0,3,4,503
164,"N.P.KANYA P.P. LABOUR COLONY ROOM.NO.2",526,368,0,894,318,197,0,515,206,0,486,1,4,20,0,1,0,0,0,0,0,0,1,0,0,2,515
165,"N.P.KANYA P.P. LABOUR COLONY ROOM.NO.3",452,367,0,819,291,196,0,487,387,0,371,5,4,101,0,0,0,2,0,0,1,0,0,0,0,3,487
166,"N.P. BALAK P.P. LABOUR COLONY ROOM.NO.1",581,436,0,1017,361,265,0,626,599,0,307,10,8,283,5,1,0,4,1,0,0,1,1,2,2,1,626
167,"KARYALAYA SHRAM VIBHAG LABOUR COLONY ROOM.NO.1",755,668,0,1423,474,379,0,853,824,0,143,25,15,646,5,2,2,1,0,0,0,0,1,2,5,6,853
168,"KARYALAYA SHRAM VIBHAG LABOUR COLONY ROOM.NO.2",537,453,0,990,317,260,0,577,501,0,423,5,3,139,2,0,0,2,0,0,0,1,0,0,1,1,577
169,"KARYALAYA SHRAM VIBHAG LABOUR COLONY ROOM.NO.3",511,443,0,954,310,254,0,564,434,0,437,7,14,96,1,1,0,2,0,0,1,0,0,0,1,4,564
170,"VIVAKANAND CONVENT JUNIOR HIGH SCHOOL PATHAR WALI GALI ROOM.NO.1",699,517,0,1216,426,331,0,757,443,0,337,26,17,363,0,0,0,2,0,0,4,1,0,3,0,4,757
171,"VIVAKANAND CONVENT JUNIOR HIGH SCHOOL PATHAR WALI GALI ROOM.NO.2",401,313,0,714,255,170,0,425,401,0,137,2,106,158,1,0,0,0,0,0,0,1,4,3,2,11,425
172,"AADINATH JUNIOR HIGH SCHOOL KOTLA ROOM.NO.1",530,433,0,963,384,266,0,650,635,0,407,5,6,216,0,0,0,2,0,0,1,0,3,2,1,7,650
173,"AADINATH JUNIOR HIGH SCHOOL KOTLA ROOM.NO.2",346,303,0,649,221,156,0,377,242,0,324,2,16,35,0,0,0,0,0,0,0,0,0,0,0,0,377
174,"AADINATH JUNIOR HIGH SCHOOL KOTLA ROOM.NO.3",552,480,0,1032,412,306,0,718,362,0,540,4,29,140,2,0,0,1,1,0,0,0,0,0,1,0,718
175,"AADINATH JUNIOR HIGH SCHOOL KOTLA ROOM.NO.4",234,176,0,410,161,90,0,251,221,0,182,1,1,61,0,0,1,0,0,0,0,0,0,0,2,3,251
176,"ARSHI MEMORIAL JUNIOR HIGH SCHOOL",613,487,0,1100,481,330,0,811,700,0,633,6,9,151,5,0,0,4,0,0,0,0,2,0,1,0,811
177,"MATHUR VAISHYA DHARAMSHALA SYAM NAGAR ROOM.NO.1",767,603,0,1370,518,405,0,923,537,0,44,6,8,827,9,6,1,1,1,2,1,0,10,1,2,4,923
178,"MATHUR VAISHYA DHARAMSHALA SYAM NAGAR ROOM.NO.2",537,439,0,976,408,318,0,726,710,0,42,9,5,655,6,0,0,2,0,0,2,1,0,2,1,1,726
179,"MATHUR VAISHYA DHARAMSHALA  SYAM NAGAR ROOM.NO.3",514,404,0,918,336,252,0,588,580,0,36,5,9,518,5,0,2,1,0,0,1,0,4,2,4,1,588
180,"MATHUR VAISHYA DHARAMSHALA SYAM NAGAR ROOM.NO.4",554,408,0,962,357,226,0,583,564,0,30,2,3,529,0,0,2,1,0,0,4,3,6,0,3,0,583
181,"S.P.MEMORIYAL SCHOOL SYAM NAGAR ROOM.NO.1",534,355,0,889,407,224,0,631,631,0,88,6,27,496,1,0,1,1,1,1,0,1,4,0,3,1,631
182,"S.P.MEMORIYAL SCHOOL SHYAM NAGAR ROOM.NO.2",551,471,0,1022,372,267,0,639,580,0,67,3,7,528,5,4,2,3,2,0,3,3,3,4,3,2,639
183,"SUMAN SAROWAR V.AZAD NAGAR ROOM.NO.1",486,305,0,791,327,218,0,545,3,0,83,6,14,423,4,0,1,0,0,1,2,1,3,2,3,2,545
184,"SUMAN SAROWAR V.AZAD NAGAR ROOM.NO.2",422,384,0,806,267,234,0,501,2,0,59,5,5,408,3,1,0,0,0,2,1,1,3,3,6,4,501
185,"KASHYAP DHARAMSHALA  RAM NAGAR ROOM.NO.1",714,590,0,1304,527,347,0,874,68,0,34,11,5,801,5,1,5,2,0,0,3,3,3,0,0,1,874
186,"KASHYAP DHARAMSHALA  RAM NAGAR ROOM.NO.2",744,598,1,1343,476,331,0,807,752,0,74,8,11,698,4,1,4,1,0,0,0,0,2,0,3,1,807
187,"KASHYAP DHARAMSHALA  RAM NAGAR ROOM.NO.3",682,561,0,1243,473,354,0,827,639,0,54,4,7,737,11,2,1,1,0,0,1,1,4,0,2,2,827
188,"BAL BHARTI SCHOOL RAM NAGAR ROOM.NO.1",477,338,0,815,335,183,0,518,245,0,34,7,1,464,1,1,1,1,2,0,0,0,4,0,2,0,518
189,"BAL BHARTI SCHOOL RAM NAGAR ROOM.NO.2",541,559,0,1100,354,316,0,670,640,0,23,9,6,599,7,1,1,2,2,0,0,3,11,0,3,3,670
190,"K.K.JUNIOR HIGH SCHOOL RAM NAGAR ROOM.NO.1",398,293,0,691,237,173,0,410,399,0,26,2,1,372,0,0,0,3,1,0,1,1,2,0,0,1,410
191,"K.K.JUNIOR HIGH SCHOOL RAM NAGAR ROOM.NO.2",580,401,0,981,346,197,0,543,253,0,50,3,4,464,7,3,1,4,0,0,1,0,1,1,2,2,543
192,"K.K.JUNIOR HIGH SCHOOL RAM NAGAR ROOM.NO.3",533,339,0,872,370,178,0,548,547,0,39,5,4,484,4,1,0,5,1,0,0,0,1,1,0,3,548
193,"LALTA PRASAD SCHOOL SANT NAGAR ROOM.NO.1",532,375,0,907,324,179,0,503,495,0,33,5,85,359,5,1,0,1,0,0,1,1,3,3,1,5,503
194,"LALTA PRASAD SCHOOL SANT NAGAR ROOM.NO.2",546,450,0,996,320,206,0,526,524,0,64,1,92,353,1,2,1,2,0,1,3,0,3,1,1,1,526
195,"LALTA PRASAD SCHOOL SANT NAGAR ROOM.NO.3",410,286,0,696,256,151,0,407,399,0,39,2,25,330,4,1,0,3,0,0,0,0,1,1,0,1,407
196,"LALTA PRASAD SCHOOL SANT NAGAR ROOM.NO.4",492,373,0,865,292,218,0,510,380,0,172,4,31,294,2,1,2,0,0,0,0,0,3,0,0,1,510
197,"ADARSH SHIKSHA NIKATAN INTER COLLEGE SARJIVAN NAGAR ROOM.NO.1",556,406,0,962,339,208,0,547,386,0,64,4,10,459,2,1,2,1,0,0,0,0,1,0,1,2,547
198,"ADARSH SHIKSHA NIKATAN INTER COLLEGE SARJIVAN NAGAR ROOM.NO.2",635,494,0,1129,382,265,0,647,629,0,88,1,13,527,8,0,1,2,0,0,1,5,0,0,1,0,647
199,"ADARSH SHIKSHA NIKATAN INTER COLLEGE SARJIVAN NAGAR ROOM.NO.3",569,427,0,996,344,238,0,582,410,0,46,1,8,513,5,0,1,2,0,0,0,1,2,0,1,2,582
200,"ADARSH SHIKSHA NIKATAN INTER COLLEGE SARJIVAN NAGAR ROOM.NO.4",701,518,0,1219,375,272,0,647,630,0,49,4,6,583,0,1,0,0,0,1,1,0,0,0,1,1,647
201,"R.B.S. PUBLIC SCHOOL SAMRAT NAGAR ROOM.NO.1",499,419,0,918,354,232,0,586,500,0,10,2,536,31,1,0,0,1,0,0,0,0,1,1,3,0,586
202,"R.B.S. PUBLIC SCHOOL SAMRAT NAGAR ROOM.NO.2",706,573,1,1280,437,339,0,776,587,0,26,3,629,0,102,3,0,0,2,0,0,0,5,1,2,3,776
203,"SANT VIVAKAND MONTASRI SCHOOL ROOM.NO.1",492,395,0,887,365,229,0,594,483,0,29,0,533,24,3,0,0,0,1,0,0,1,1,1,0,1,594
204,"SANT VIVAKAND MONTASRI SCHOOL RROM.NO.2",488,384,0,872,315,233,0,548,501,0,11,4,486,40,0,0,0,3,2,0,0,0,0,0,0,2,548
205,"JILA PARISAD P.P. SAILAI ROOM.NO. 1",659,484,0,1143,405,208,0,613,184,0,529,6,51,17,0,0,0,0,0,0,0,0,5,0,1,4,613
206,"JILA PARISAD P.P. SAILAI ROOM.NO. 2",765,599,0,1364,437,279,0,716,576,0,636,3,52,10,0,0,0,7,0,0,0,0,4,0,2,2,716
207,"JILA PARISAD P.P. SAILAI ROOM.NO. 3",402,327,0,729,235,155,0,390,243,0,344,3,22,4,0,0,0,1,0,0,0,0,6,1,3,6,390
208,"JILA PARISAD P.P. SAILAI ROOM.NO. 4",562,442,0,1004,349,236,0,585,500,0,519,9,23,11,3,0,2,1,0,1,0,0,5,0,3,8,585
209,"R.A. CHATRABAS SAILAI ROOM.NO.1",433,346,0,779,217,162,0,379,245,0,361,0,12,0,0,0,0,0,0,0,0,0,1,1,2,2,379
210,"R.A. CHATRABAS SAILAI ROOM.NO.2",490,395,0,885,266,172,0,438,337,0,416,2,6,7,0,2,0,0,0,0,0,0,0,0,0,5,438
211,"R.A. CHATRABAS SAILAI ROOM.NO.3",704,579,0,1283,419,272,0,691,609,0,657,2,19,4,0,0,0,2,0,1,0,0,1,0,0,5,691
212,"R.A. CHATRABAS SAILAI ROOM.NO.4",608,490,0,1098,383,234,0,617,613,0,598,2,4,5,0,0,0,1,0,0,0,1,5,0,0,1,617
213,"R.A. CHATRABAS SAILAI ROOM.NO.5",806,646,0,1452,516,298,0,814,684,694,751,0,46,9,0,0,0,0,0,0,0,1,1,1,5,0,814
214,"R.A. CHATRABAS SAILAI ROOM.NO.6",609,500,0,1109,360,232,0,592,567,0,567,1,9,4,0,0,2,0,0,1,0,0,4,0,0,4,592
215,"JUNIOR HIGH SCHOOL SAILAI ROOM.NO.1",539,465,0,1004,369,249,0,618,536,0,575,3,20,5,2,0,0,0,0,0,0,0,7,1,3,2,618
216,"JUNIOR HIGH SCHOOL SAILAI ROOM.NO.2",463,336,0,799,225,126,0,351,287,0,315,2,11,3,3,0,0,0,1,0,1,0,7,1,2,5,351
217,"JUNIOR HIGH SCHOOL SAILAI ROOM.NO.3",452,360,0,812,325,51,0,376,366,0,346,3,11,3,0,0,1,0,0,0,0,0,5,0,1,6,376
218,"GOMADEVI INTER COLLEGE VIJAY NAGAR ROOM.NO.1",715,614,0,1329,348,245,0,593,313,0,5,2,551,31,1,0,0,0,2,0,0,0,0,1,0,0,593
219,"GOMADEVI INTER COLLEGE VIJAY NAGAR ROOM.NO.2",643,536,0,1179,350,277,0,627,627,0,33,4,540,32,3,0,2,3,0,0,0,0,2,2,4,2,627
220,"GOMADEVI INTER COLLEGE VIJAY NAGAR ROOM.NO.3",603,479,0,1082,342,243,0,585,482,0,51,7,7,509,3,2,0,2,0,0,0,0,2,0,1,1,585
221,"GOMADEVI INTER COLLEGE VIJAY NAGAR ROOM.NO.4",587,456,0,1043,301,183,0,484,311,0,108,0,319,52,1,1,0,1,0,1,0,0,0,0,0,1,484
222,"GOMADEVI INTER COLLEGE VIJAY NAGAR ROOM.NO.5",552,457,0,1009,400,278,0,678,608,0,522,5,22,118,4,0,0,0,0,1,0,0,4,0,1,1,678
223,"GOMADEVI INTER COLLEGE VIJAY NAGAR ROOM.NO.6",750,651,0,1401,486,391,0,877,877,0,58,5,37,754,7,1,5,1,0,0,0,1,2,2,2,2,877
224,"GOMADEVI INTER COLLEGE VIJAY NAGAR ROOM.NO.7",591,487,0,1078,423,255,0,678,225,0,32,2,195,432,6,1,1,1,1,0,0,0,2,0,0,5,678
225,"P.P. NAGLA BRI MO0 GAJMALPUR",717,629,0,1346,495,422,0,917,664,0,525,5,15,361,1,0,0,1,0,0,1,0,3,0,1,4,917
226,"NATIONAL JUNIOR HIGH SCHOOL CHAPARRIYA ROOM.NO.1",558,442,0,1000,350,228,0,578,578,0,483,13,69,5,0,0,0,1,0,1,0,1,1,1,1,2,578
227,"NATIONAL JUNIOR HIGH SCHOOL CHAPARRIYA ROOM.NO.2",665,533,0,1198,408,284,0,692,517,0,648,4,20,2,0,0,0,1,0,2,0,0,1,0,2,12,692
228,"NATIONAL JUNIOR HIGH SCHOOL CHAPARRIYA ROOM.NO.3",549,433,0,982,342,229,0,571,465,0,491,6,14,40,0,0,0,0,0,0,0,0,3,2,1,14,571
229,"NATIONAL JUNIOR HIGH SCHOOL CHAPARRIYA ROOM.NO.4",532,385,0,917,342,191,0,533,208,0,391,4,9,119,0,0,1,0,0,1,1,1,0,1,2,3,533
230,"P.P. DIDAMAI ROOM.NO.1",556,449,0,1005,326,229,0,555,301,0,521,5,15,1,0,0,0,0,0,0,0,0,7,0,0,6,555
231,"P.P. DIDAMAI ROOM.NO.2",485,411,0,896,286,161,0,447,301,0,423,4,7,1,0,0,0,0,0,0,0,0,12,0,0,0,447
232,"P.P. DIDAMAI ROOM.NO.3",470,334,1,805,307,188,0,495,437,0,460,5,9,1,0,0,0,2,0,2,0,0,14,0,0,2,495
233,"P.P. DIDAMAI ROOM.NO.4",463,449,0,912,310,201,0,511,407,0,474,5,15,2,0,0,0,1,0,0,0,0,10,1,1,2,511
234,"SUN FLOWER JUNIOR HIGH SCHOOL NOOR NAGAR ROOM.NO.1",679,514,0,1193,538,391,0,929,502,0,865,5,17,28,1,0,1,0,0,0,0,0,6,2,0,4,929
235,"SUN FLOWER JUNIOR HIGH SCHOOL NOOR NAGAR ROOM.NO.2",907,632,0,1539,679,402,0,1081,488,0,1040,5,7,5,1,2,0,2,0,1,0,0,11,0,1,6,1081
236,"P.M.V. DIDAMAI ROOM.NO.1",859,657,0,1516,555,350,0,905,801,0,878,7,7,3,0,0,0,1,1,0,0,0,3,2,1,2,905
237,"P.M.V. DIDAMAI ROOM.NO.2",725,540,0,1265,397,227,0,624,622,0,583,4,21,6,0,0,0,0,0,0,0,0,8,0,1,1,624
238,"P.M.V. DIDAMAI ROOM.NO.3",654,398,0,1052,388,228,0,616,616,0,599,2,3,3,0,0,0,2,0,0,0,0,4,1,1,1,616
239,"HAJI N.K. PUBLIC SCHOOL RAMGARH ROAD ROOM.NO.1",693,562,0,1255,438,323,0,761,218,0,733,3,12,2,0,0,0,0,0,1,1,0,3,1,0,5,761
240,"HAJI N.K. PUBLIC SCHOOL RAMGARH ROAD ROOM.NO.2",563,437,0,1000,371,257,0,628,438,0,607,4,4,1,0,0,0,0,1,0,0,0,5,0,1,5,628
241,"MADARSA TALIMUL KURAN BILAL NAGAR ROOM.NO.1",588,373,0,961,316,195,0,511,212,0,148,1,5,347,2,0,1,1,0,0,0,1,3,0,1,1,511
242,"MADARSA TALIMUL KURAN BILAL NAGAR ROOM.NO.2",660,453,0,1113,386,224,0,610,400,0,299,3,2,262,3,0,1,12,0,0,1,1,13,1,1,11,610
243,"MADARSA TALIMUL KURAN BILAL NAGAR ROOM.NO.3",952,808,0,1760,516,373,0,889,665,0,473,7,14,355,7,2,0,0,1,0,0,2,12,1,3,12,889
244,"SARASWATI SHISHU MANDIR DIDAMAI ROOM.NO.1",654,491,0,1145,321,148,0,469,300,0,422,3,19,7,0,0,0,3,0,1,0,0,11,0,0,3,469
245,"SARASWATI SHISHU MANDIR DIDAMAI ROOM.NO.2",788,613,0,1401,474,249,0,723,668,0,660,3,26,13,0,0,0,8,1,0,0,0,10,1,1,0,723
246,"SARASWATI SHISHU MANDIR DIDAMAI ROOM.NO.3",733,504,1,1238,391,205,0,596,470,0,563,1,16,5,0,0,0,2,1,1,0,0,3,0,0,4,596
247,"SARASWATI SHISHU MANDIR DIDAMAI ROOM.NO.4",659,549,0,1208,421,316,0,737,670,0,697,4,9,3,0,0,0,5,0,0,0,0,10,0,1,8,737
248,"EKTA PUBLIC SCHOOL AJMERI GATE ROOM.NO.1",597,527,0,1124,351,224,0,575,569,0,525,6,13,4,0,0,0,0,1,2,0,1,11,2,2,8,575
249,"EKTA PUBLIC SCHOOL AJMERI GATE ROOM.NO.2",640,551,0,1191,359,225,0,584,480,0,550,3,6,9,0,0,0,4,0,2,0,1,6,0,0,3,584
250,"EKTA PUBLIC SCHOOL AJMERI GATE ROOM.NO.3",545,411,0,956,397,192,0,589,32,0,546,3,10,5,0,0,0,4,0,1,0,0,15,1,0,4,589
251,"ABU HURAIRA H.S.SCHOOL MADINA COLONY ROOM.NO.1",328,271,0,599,165,105,0,270,231,0,200,2,52,6,1,0,0,0,0,0,0,0,5,1,0,3,270
252,"ABU HURAIRA H.S.SCHOOL MADINA COLONY ROOM.NO.2",607,467,0,1074,345,189,0,534,520,0,451,4,46,9,0,0,0,0,1,0,0,1,14,0,0,8,534
253,"ABU HURAIRA H.S.SCHOOL MADINA COLONY ROOM.NO.3",800,607,0,1407,425,308,0,733,300,0,668,8,15,7,2,0,1,0,2,0,0,1,12,0,4,13,733
254,"ABU HURAIRA H.S.SCHOOL MADINA COLONY ROOM.NO.4",668,556,1,1225,355,217,0,572,269,0,521,5,28,2,1,0,0,1,0,0,0,0,8,1,3,2,572
255,"R.S.GYANESHWARI V.P. DIDAMAI ROOM.NO.1",286,243,0,529,187,91,0,278,255,0,252,0,21,3,0,0,0,0,0,0,0,0,0,0,0,2,278
256,"R.S.GYANESHWARI V.P. DIDAMAI ROOM.NO.2",275,218,0,493,159,90,0,249,212,0,239,0,3,2,0,0,0,2,0,1,0,0,0,0,0,2,249
257,"R.S.GYANESHWARI V.P. DIDAMAI ROOM.NO.3",406,331,0,737,218,161,0,379,371,0,328,4,20,12,0,0,0,0,0,2,1,0,12,0,0,0,379
258,"R.S.GYANESHWARI V.P. DIDAMAI ROOM.NO.4",278,210,0,488,143,112,0,255,254,0,229,2,12,2,0,0,0,0,1,1,0,0,4,0,1,3,255
259,"R.S.GYANESHWARI V.P. DIDAMAI ROOM.NO.5",749,493,1,1243,414,229,0,643,483,0,595,3,29,4,0,0,0,2,0,0,0,0,1,1,2,6,643
260,"R.S.GYANESHWARI V.P. DIDAMAI ROOM.NO.6",650,554,0,1204,428,279,0,707,697,0,661,4,23,4,0,1,0,1,0,1,0,1,5,0,1,5,707
261,"REHMANIA INTER COLLEGE HABIBGANJ ROOM.NO.1",687,518,0,1205,476,329,0,805,605,0,757,4,17,8,0,0,1,2,0,0,0,0,13,0,1,2,805
262,"REHMANIA INTER COLLEGE HABIBGANJ ROOM.NO.2",677,574,0,1251,361,387,0,748,709,0,713,5,9,7,1,0,1,1,0,1,0,0,7,0,3,0,748
263,"REHMANIA INTER COLLEGE HABIBGANJ ROOM.NO.3",953,697,0,1650,647,445,0,1092,880,0,1021,7,23,8,0,0,1,1,0,0,0,0,14,1,5,11,1092
264,"REHMANIA INTER COLLEGE HABIBGANJ ROOM.NO.4",325,244,0,569,223,140,0,363,266,0,349,0,5,0,0,0,0,0,0,0,0,0,2,0,1,6,363
265,"LAKSHMIDEVI PUBLIC SCHOOL NAGLA MIRJA CHOTA ROOM.NO.1",518,432,0,950,400,291,0,691,666,0,33,4,554,89,1,0,0,1,1,0,0,0,3,2,0,3,691
266,"LAKSHMIDEVI PUBLIC SCHOOL NAGLA MIRJA CHOTA ROOM.NO.2",493,398,0,891,329,233,0,562,402,0,18,3,484,49,1,0,0,0,0,0,0,0,1,4,2,0,562
267,"PANCHAYAT GHAR MUHAMMADPUR GAJMALPUR ROOM.NO.1",616,488,0,1104,430,311,0,741,699,0,9,1,691,31,1,0,2,0,0,0,0,0,0,2,0,4,741
268,"PANCHAYATGHAR MUHAMMADPUR GAJMALPUR ROOM.NO.2",520,389,0,909,345,240,0,585,385,0,5,2,526,46,0,0,1,1,0,0,0,0,1,2,0,1,585
269,"CHINTAHARAD P.P.N.MIRJA BADA ROOM.NO.1",453,355,3,811,279,213,0,492,488,0,14,1,425,46,0,0,1,0,1,0,1,0,0,0,0,3,492
270,"CHINTAHARAD P.P.N.MIRJA BADA ROOM.NO.2",566,442,0,1008,382,229,0,611,420,0,12,2,570,22,1,0,0,1,0,0,0,0,0,1,1,1,611
271,"CHINTAHARAD P.P.N.MIRJA BADA ROOM.NO.3",505,419,0,924,297,232,0,529,13,0,7,4,466,47,1,0,0,1,0,0,0,0,0,1,0,2,529
272,"JAWAHARLAL NEHRU H.SCHOOL EAILANI NAGAR ROOM.NO.1",750,584,0,1334,419,281,0,700,100,0,64,5,92,516,1,0,5,1,1,1,0,1,3,2,3,5,700
273,"JAWAHARLAL NEHRU H.SCHOOL EAILANI NAGAR ROOM.NO.2",690,518,0,1208,406,280,0,686,674,0,90,8,15,557,5,2,4,0,0,1,0,0,2,1,0,1,686
274,"JAWAHARLAL NEHRU H.SCHOOL EAILANI NAGAR ROOM.NO.3",578,431,0,1009,325,195,0,520,500,0,87,3,31,381,6,0,2,1,1,0,0,1,2,0,3,2,520
275,"JAWAHARLAL NEHRU H.SCHOOL EAILANI NAGAR ROOM.NO.4",577,506,0,1083,327,227,0,554,481,0,85,5,17,431,1,3,4,2,0,0,0,1,1,3,1,0,554
276,"JAWAHARLAL NEHRU H.SCHOOL EAILANI NAGAR ROOM.NO.5",491,409,0,900,270,201,0,471,468,0,41,2,44,367,5,0,2,1,0,0,1,0,5,0,0,3,471
277,"UDAL SINGH INTER COLLEGE AASFABAD ROOM.NO.1",771,611,0,1382,412,314,0,726,304,0,70,11,17,605,10,1,0,0,1,0,1,1,4,1,0,4,726
278,"UDAL SINGH INTER COLLEGE AASFABAD ROOM.NO.2",560,484,0,1044,322,240,0,562,400,0,37,2,14,490,2,1,0,5,0,0,0,2,3,2,2,2,562
279,"UDAL SINGH INTER COLLEGE AASFABAD ROOM.NO.3",467,333,0,800,222,133,0,355,348,0,40,5,23,279,5,0,0,1,0,0,0,0,0,0,0,2,355
280,"UDAL SINGH INTER COLLEGE AASFABAD ROOM.NO.4",454,358,0,812,152,108,0,260,231,0,20,0,12,218,3,0,0,2,0,0,1,0,0,0,4,0,260
281,"B.R.AMBEDKAR INTER COLLEGE NAGLA KARAN SINGH ROOM.NO.1",539,420,0,959,318,211,0,529,501,0,40,6,256,215,2,0,1,2,0,1,0,1,2,0,0,3,529
282,"B.R.AMBEDKAR INTER COLLEGE NAGLA KARAN SINGH ROOM.NO.2",715,573,0,1288,403,330,0,733,383,0,130,4,92,497,2,0,1,0,0,0,1,1,2,0,2,1,733
283,"B.R.AMBEDKAR INTER COLLEGE NAGLA KARAN SINGH ROOM.NO.3",834,629,0,1463,365,270,0,635,629,0,88,2,30,498,12,1,0,0,0,0,0,1,1,1,0,1,635
