"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GIRISH CHANDRA","2 - YASHWANT SINGH","3 - YASHVIR SINGH","4 - OMPRAKASH RAVI","5 - TEJ SINGH","6 - BHAGWAN DASS RATHOR","7 - MANJU DEVI","8 - VINOD KUMAR","9 - SHARISHTHA KUMAR SINGH","10 - SHEESHRAM SINGH RAVI","11 - SARIKA","12 - ASARPAT SINGH","13 - SHAMSHER","14 - SUNIL","15 - None of the Above","Total Votes Secured"
175,"JAIN VIDHYA MANDIR INTER COLLEGE NEHTAUR KAKSH NO. 1",769,639,0,1408,484,393,0,877,855,0,24,512,307,1,0,3,2,0,1,7,4,0,4,8,4,877
176,"JAIN VIDHYA MANDIR INTER COLLEGE NEHTAUR KAKSH NO. 2",670,610,0,1280,321,327,0,648,647,0,94,4,476,4,0,1,1,0,0,42,4,3,8,5,6,648
177,"JAIN VIDHYA MANDIR INTER COLLEGE NEHTAUR KAKSH NO. 3",339,263,0,602,205,169,0,374,353,0,85,18,255,2,0,1,0,0,0,6,2,0,2,1,2,374
178,"JAIN VIDHYA MANDIR INTER COLLEGE NEHTAUR KAKSH NO. 4",833,680,0,1513,616,506,0,1122,1015,0,85,815,194,2,5,0,2,2,1,4,4,1,2,2,3,1122
179,"JAIN VIDHYA MANDIR INTER COLLEGE NEHTAUR KAKSH NO. 5",289,233,0,522,219,167,0,386,358,0,8,315,57,1,1,0,0,0,0,0,0,0,0,2,2,386
180,"JAIN VIDHYA MANDIR INTER COLLEGE NEHTAUR KAKSH NO. 6",141,123,0,264,69,70,0,139,120,0,12,3,123,0,0,0,0,0,0,0,1,0,0,0,0,139
181,"RAJKIYA KANYA INTER COLLEGE NEHTAUR KAKSH 1",637,590,0,1227,329,368,0,697,668,0,88,35,556,1,0,0,0,0,0,3,4,1,5,1,3,697
182,"RAJKIYA KANYA INTER COLLEGE NEHTAUR KAKSH 2",719,619,0,1338,385,359,0,744,684,0,128,238,361,2,0,1,0,0,0,4,5,1,1,0,3,744
183,"RAJKIYA KANYA INTER COLLEGE NEHTAUR KAKSH 3",258,216,0,474,135,147,0,282,282,0,13,2,251,3,0,0,0,0,0,2,0,1,5,3,2,282
184,"RAJKIYA KANYA INTER COLLEGE NEHTAUR KAKSH 4",506,443,0,949,234,204,0,438,425,0,53,0,353,2,0,1,0,0,1,18,1,0,3,4,2,438
185,"RAJKIYA KANYA INTER COLLEGE NEHTAUR KAKSH 5",506,462,0,968,260,271,0,531,523,0,49,1,464,1,0,2,0,0,0,6,2,0,0,0,6,531
186,"P.V.NEHTAUR KAKSH S. 1",572,485,0,1057,382,341,0,723,719,0,138,314,241,0,2,2,0,1,0,5,4,1,3,5,7,723
187,"P.V.NEHTAUR KAKSH S. 2",500,367,0,867,296,244,0,540,520,0,89,168,254,0,1,1,0,0,0,18,3,1,2,0,3,540
188,"P.V.NEHTAUR KAKSH S. 3",380,372,0,752,216,206,0,422,410,0,62,164,182,0,1,0,0,0,0,7,1,0,1,1,3,422
189,"P.M.V.NEHTAUR KAKSH-1",492,448,0,940,295,308,0,603,603,0,85,10,414,9,0,1,0,0,2,58,10,3,2,3,6,603
190,"P.M.V.NEHTAUR KAKSH-2",472,380,0,852,249,221,0,470,470,0,38,0,415,1,0,0,0,0,0,10,1,0,1,2,2,470
191,"P.M.V.NEHTAUR KAKSH-3",709,574,0,1283,381,304,0,685,644,0,73,9,565,2,1,2,0,0,0,14,13,1,1,2,2,685
192,"P.M.V.NEHTAUR KAKSH-4",450,371,0,821,277,265,0,542,513,0,103,247,168,4,2,1,0,0,0,6,0,1,3,3,4,542
193,"KISAN SEWA SAH. SAMITI NEHTAUR UTTARI",256,256,0,512,110,151,0,261,248,0,52,18,179,1,0,1,0,0,1,6,0,1,1,0,1,261
194,"HAFIZ MOHAMMAD  IBRAHIM INTER COLLEGE NEHTAUR KAKSH 1",599,472,0,1071,343,295,0,638,614,0,59,7,545,1,1,0,0,0,0,5,12,0,5,2,1,638
195,"HAFIZ MOHAMMAD  IBRAHIM INTER COLLEGE NEHTAUR KAKSH 2",327,255,0,582,126,102,0,228,224,0,46,2,151,1,0,2,0,0,0,11,15,0,0,0,0,228
196,"HAFIZ MOHAMMAD  IBRAHIM INTER COLLEGE NEHTAUR KAKSH 3",633,513,0,1146,328,266,0,594,581,0,108,4,459,2,0,0,0,1,0,9,7,1,1,1,1,594
197,"HAFIZ MOHAMMAD  IBRAHIM INTER COLLEGE NEHTAUR KAKSH 4",589,489,0,1078,296,267,0,563,536,0,99,21,414,0,1,1,0,0,0,18,5,0,2,2,0,563
198,"HAFIZ MOHAMMAD  IBRAHIM INTER COLLEGE NEHTAUR KAKSH 5",494,457,0,951,252,203,0,455,455,0,17,61,364,1,0,1,0,0,0,5,6,0,0,0,0,455
199,P.V.SADATNAGAR,480,426,0,906,286,330,0,616,616,0,277,201,101,1,2,1,0,1,0,7,2,0,2,8,13,616
200,P.V.KHIJARPUR,508,452,0,960,318,309,0,627,613,0,381,86,123,0,3,1,0,13,0,4,0,3,5,3,5,627
201,P.V.KUMRARA,260,215,0,475,201,180,0,381,381,0,9,349,5,0,1,2,0,0,1,0,2,1,1,6,4,381
202,"P.V.SHAIKHPUR LALA",710,589,0,1299,463,419,0,882,882,0,294,343,188,1,4,3,2,1,2,31,3,2,1,4,3,882
203,P.V.MUSTFABAD,395,356,0,751,230,246,0,476,471,0,222,29,201,2,0,1,0,1,0,0,1,4,3,4,8,476
204,"P.M.V.NARAYAN KHAIDI",804,669,0,1473,519,466,0,985,981,0,321,464,149,4,4,1,2,1,2,0,1,5,4,12,15,985
205,P.V.MIMLA,234,207,0,441,121,147,0,268,252,0,31,110,93,1,22,1,0,0,0,1,2,2,0,1,4,268
206,"P.V.RAYPUR LAKRA",547,482,0,1029,395,342,0,737,717,0,135,486,104,1,1,6,1,0,0,0,0,0,0,2,1,737
207,"KANYA PATHSHALA NAKIBPUR",439,361,0,800,224,243,0,467,442,0,196,183,76,3,0,1,0,1,0,2,0,0,2,1,2,467
208,P.V.NAKIBPUR,176,142,0,318,137,99,0,236,230,0,0,225,2,0,0,1,0,1,1,0,0,1,0,5,0,236
209,P.V.FALOUDI,449,411,0,860,310,310,0,620,620,0,129,420,39,1,3,1,4,1,1,1,2,1,1,10,6,620
210,"P.V.CHACK GOWARDHAN",481,412,0,893,251,280,0,531,531,0,264,132,120,2,0,0,4,0,0,2,0,2,1,1,3,531
211,"P.V.SHERPUR BALLA KAKSH 1",660,575,0,1235,481,451,0,932,762,0,496,414,3,0,1,0,0,1,1,2,1,1,0,3,9,932
212,"P.V.SHERPUR BALLA KAKSH 2",433,360,0,793,190,223,0,413,317,0,35,69,268,4,0,0,1,1,0,19,3,2,4,1,6,413
213,P.V.PUTTHA,281,256,0,537,234,204,0,438,438,0,98,329,3,0,0,3,0,0,0,0,0,1,0,4,0,438
214,"P.V.ABDUL KHALIKPUR BALRAM",215,184,0,399,162,158,0,320,274,0,109,207,3,1,0,0,0,0,0,0,0,0,0,0,0,320
215,"P.V.MILAK MUKEEMPUR",349,292,0,641,144,175,0,319,316,0,32,119,133,3,0,0,0,0,0,31,0,0,0,0,1,319
216,"ABHINAV PURV M.V. MILAK MUKEEMPUR KAKSH 1",808,706,0,1514,343,390,0,733,733,0,106,277,156,7,1,2,3,0,2,175,1,0,0,2,1,733
217,"ABHINAV PURV M.V. MILAK MUKEEMPUR KAKSH 2",538,435,0,973,372,337,0,709,695,0,221,460,13,0,2,0,0,0,1,0,0,1,1,1,9,709
218,"P.V.RAYPUR MALIYABAD",322,291,0,613,210,203,0,413,389,0,252,91,57,2,1,0,1,0,1,0,3,0,0,0,5,413
219,"P.V.KASHMIRI ABUNASARPUR",722,629,0,1351,447,485,0,932,812,0,320,260,329,4,1,0,0,0,0,3,1,1,4,2,7,932
220,P.V.AMINABAD,202,183,0,385,137,134,0,271,262,0,60,196,9,0,1,1,1,1,0,0,0,0,0,1,1,271
221,P.V.FALOUDA,307,286,0,593,247,217,0,464,401,0,114,331,8,0,2,1,0,0,1,0,1,0,0,3,3,464
222,P.V.MARUFPUR,200,156,0,356,153,129,0,282,275,0,16,242,2,0,2,14,0,0,0,0,0,1,0,2,3,282
223,P.V.WAJIDPUR,639,552,0,1191,434,387,0,821,745,0,184,346,226,6,8,10,3,1,2,7,1,6,5,7,9,821
224,P.V.ELAHABAD,590,483,0,1073,364,351,0,715,680,0,191,278,150,4,1,6,3,1,0,68,0,2,3,6,2,715
225,"P.V.AMBARPUR ZAFAR",615,504,0,1119,391,393,0,784,784,0,290,90,347,4,1,1,2,1,0,32,0,4,3,3,6,784
226,P.V.MUZAFFARPUR,603,497,0,1100,376,357,0,733,722,0,484,15,212,0,0,1,0,0,0,13,0,0,4,1,3,733
227,"PURV M.V. DHUNPURA",306,271,0,577,190,208,0,398,394,0,14,217,132,1,0,1,0,0,0,28,1,0,2,1,1,398
228,"P.V.BAIRAMPUR KHAJURI",609,541,0,1150,299,362,0,661,646,0,243,212,184,1,0,0,0,3,1,2,2,0,1,6,6,661
229,"P.V.HUSSAINPUR SAMASPUR",595,533,0,1128,413,404,0,817,817,0,475,170,138,1,2,1,1,0,0,0,25,0,0,0,4,817
230,P.V.KHETAPUR,288,242,0,530,231,207,0,438,438,0,403,25,0,0,0,0,0,2,0,6,0,0,0,0,2,438
231,P.V.GARAVPUR,176,154,0,330,137,123,0,260,260,0,115,143,0,0,0,0,0,0,0,0,1,0,0,1,0,260
232,"P.V.BHARAKHAIDI URF DUGRU",256,207,0,463,140,177,0,317,317,0,12,1,300,2,0,0,0,0,0,0,1,0,1,0,0,317
233,"P.V.MANDORA VIP",616,505,0,1121,362,360,0,722,505,0,287,153,240,6,1,0,0,1,0,2,1,2,9,6,14,722
234,P.V.MANDORI,338,266,0,604,196,181,0,377,376,0,176,176,14,0,0,2,0,0,0,0,0,0,0,3,6,377
235,"SEHKARI BEEJ BANDHAR AAKU",633,545,0,1178,425,380,0,805,801,0,242,424,127,0,0,0,0,1,0,2,0,1,1,3,4,805
236,"JANTA INTER COLLEGE AAKU",416,360,0,776,271,293,0,564,564,0,135,248,165,2,0,0,1,2,0,2,0,0,0,4,5,564
237,"P.V.MEHARALIPUR DHANUPURA",837,746,0,1583,564,558,0,1122,1122,0,116,761,204,4,1,5,2,2,1,0,2,2,1,11,10,1122
238,P.V.NANHEDA,801,660,0,1461,552,505,0,1057,1041,0,524,354,146,1,1,2,1,0,1,12,1,2,2,8,2,1057
239,P.V.TURABNAGAR,575,472,0,1047,348,348,0,696,678,0,436,71,121,2,3,1,1,13,1,33,2,1,0,4,7,696
240,"CH. NEHRU SAMARAK I.C. BALAPUR AKHERA",207,184,0,391,173,147,0,320,320,0,32,283,1,0,0,1,0,0,0,0,2,0,0,0,1,320
241,P.V.KHANDSAL,273,249,0,522,210,216,0,426,411,0,188,177,14,0,3,27,0,1,1,0,1,2,2,3,7,426
242,"P.V.TAHARPUR SAID",694,548,0,1242,463,461,0,924,884,0,195,123,595,0,1,2,2,1,0,0,0,0,3,1,1,924
243,P.V.MUKARRABPUR,478,427,0,905,390,311,0,701,697,0,356,318,8,1,1,3,0,1,0,0,0,0,1,6,6,701
244,P.V.MALAKPUR,223,216,0,439,158,170,0,328,328,0,192,94,34,0,0,0,0,0,0,1,3,0,1,1,2,328
245,P.M.V.SAIDA,841,688,0,1529,526,458,0,984,977,0,82,103,472,4,0,2,2,2,1,307,0,1,3,2,3,984
246,"P.V.IBRAHEEMPUR LAL",524,429,0,953,447,302,0,749,747,0,253,369,92,0,0,0,1,1,0,15,0,1,4,4,9,749
247,"P.M.V.BASEDA KHEMCHAND",379,343,0,722,292,241,0,533,533,0,58,416,35,2,0,0,0,0,0,17,1,1,1,1,1,533
248,"P.J.B.V. SEDI",738,668,0,1406,512,500,0,1012,1012,0,338,529,112,4,1,1,0,0,1,2,3,1,6,4,10,1012
249,"P.V.BERKHERA CHOUHAN",279,251,0,530,162,165,0,327,327,0,36,195,78,0,0,2,0,0,0,10,1,0,0,3,2,327
250,P.V.TAPROULA,298,274,0,572,210,197,0,407,397,0,76,295,27,1,0,0,0,0,0,0,1,1,1,3,2,407
251,"ABHINAV J.H.SCHOOL NASEEBPUR",265,230,0,495,164,166,0,330,330,0,50,118,127,0,2,7,0,0,0,10,5,2,3,2,4,330
252,P.V.BURPUR,340,296,0,636,228,225,0,453,452,0,136,122,187,1,1,0,0,0,0,0,1,0,0,4,1,453
253,"K.P. SHADIPUR",188,160,0,348,144,127,0,271,271,0,11,229,29,0,0,0,1,0,0,0,0,0,0,0,1,271
254,P.V.DABTHALA,218,199,0,417,186,161,0,347,346,0,22,320,1,1,0,0,0,0,0,0,0,0,1,2,0,347
255,P.V.AKHERA,688,631,0,1319,458,498,0,956,931,0,639,265,32,1,1,1,1,1,0,1,0,0,4,3,7,956
256,P.V.RAMPUR,342,316,0,658,304,250,0,554,550,0,48,466,7,1,1,12,1,0,0,0,0,0,3,8,7,554
257,"P.V.DABKHEDI SALAR",350,315,0,665,221,234,0,455,435,0,30,133,281,3,0,0,0,0,0,1,1,1,4,1,0,455
258,"P.V.JALALPUR AASRA",231,205,0,436,143,141,0,284,265,0,1,230,43,1,1,1,1,0,1,1,3,0,0,0,1,284
259,"P.V.AKBARPUR GARAV",387,374,0,761,176,222,0,398,398,0,56,110,194,4,2,0,0,2,1,11,1,1,7,2,7,398
260,P.V.MUSSEPUR,810,725,0,1535,512,497,0,1009,939,0,202,558,207,1,8,2,3,0,0,1,0,3,10,4,10,1009
261,P.V.JASMOURA,720,544,0,1264,338,316,0,654,643,0,77,68,393,5,0,0,1,0,2,93,3,1,5,3,3,654
262,"P.V.MUKRANDANPUR MANAK",520,441,0,961,322,323,0,645,625,0,74,309,77,1,3,2,0,0,0,164,4,3,3,1,4,645
263,"P.V.RAYPUR MULAK KAKSH 1",573,489,0,1062,397,332,0,729,729,0,9,467,237,5,3,0,0,0,0,1,3,0,4,0,0,729
264,"P.V.RAYPUR MULAK KAKSH 2",624,495,0,1119,394,327,0,721,691,0,508,91,108,0,0,1,0,0,1,0,0,1,7,2,2,721
265,"P.V.BASEDA NARAYAN",658,562,0,1220,420,376,0,796,796,0,149,593,24,0,4,3,1,0,0,1,6,2,1,8,4,796
266,"P.V.BASEDA UBAR KAKSH 1",525,438,0,963,321,301,0,622,603,0,381,135,75,2,2,2,3,0,1,10,1,2,1,1,6,622
267,"P.V.BASEDA UBAR KAKSH 2",550,492,0,1042,373,359,0,732,732,0,9,628,76,1,1,1,0,0,0,2,5,0,1,5,3,732
268,"JANTA INTER COLLEGE DHAKKA KARAMCHAND KAKSH 1",784,724,0,1508,559,503,0,1062,1046,0,433,592,17,0,2,0,0,1,0,1,4,0,0,2,10,1062
269,"JANTA INTER COLLEGE DHAKKA KARAMCHAND KAKSH 2",626,542,0,1168,390,374,0,764,751,0,245,275,203,3,4,0,1,0,0,2,18,1,0,3,9,764
270,P.V.KANDKHEDI,243,189,0,432,143,140,0,283,270,0,53,84,139,1,0,0,0,0,0,0,0,0,2,1,3,283
271,P.V.MIRZAPUR,763,596,0,1359,467,416,0,883,880,0,104,122,556,3,3,5,0,0,0,62,4,1,8,8,7,883
272,"P.V.MATOURA DURGA",465,401,0,866,369,300,0,669,669,0,213,431,15,1,1,0,0,1,0,0,0,0,0,6,1,669
273,P.V.HARGANPUR,610,510,0,1120,336,308,0,644,607,0,134,352,149,3,2,0,0,0,0,0,0,1,0,2,1,644
274,"PURV M.V.SIJOULI",230,181,0,411,138,123,0,261,256,0,122,105,21,0,0,0,0,0,1,7,2,2,1,0,0,261
275,"P.V.SAHANPUR NAWADA",447,416,0,863,248,296,0,544,544,0,21,313,200,1,0,0,0,0,0,0,4,0,2,0,3,544
276,"P.V.ALINAGAR PALNI",803,670,0,1473,417,412,0,829,819,0,278,324,161,1,1,0,1,1,1,47,1,1,4,3,5,829
277,"ADARSH I.C. UMRI",715,596,0,1311,395,384,0,779,776,0,263,401,74,3,2,6,2,0,0,11,1,4,1,5,6,779
278,"BASIC KANYA P. PADLI MANDU KAKSH 1",600,499,0,1099,350,356,0,706,699,0,473,191,23,1,0,1,0,1,0,1,0,0,3,3,9,706
279,"BASIC KANYA P. PADLI MANDU KAKSH 2",739,610,0,1349,427,418,0,845,842,0,11,345,435,14,4,5,2,2,1,1,3,1,10,6,5,845
280,P.V.MATOURAMAN,808,683,0,1491,445,454,0,899,899,0,230,291,352,5,1,1,2,1,0,5,2,0,3,2,4,899
281,"P.V.BHATYANA KHUSHHALPUR",716,632,0,1348,532,452,0,984,949,0,224,657,83,1,1,0,2,0,1,2,1,1,2,2,7,984
282,P.V.KIRARKHEDI,595,491,0,1086,446,371,0,817,817,0,36,12,758,1,2,0,0,1,0,1,1,0,3,0,2,817
283,P.V.MIMLA,561,526,0,1087,414,404,0,818,812,0,173,570,59,2,1,2,0,1,1,0,1,0,0,5,3,818
284,"PURV M.V.MILAK JAHAGIRABAD KAKSH 1",271,232,0,503,121,150,0,271,257,0,8,9,247,0,0,0,0,0,0,3,0,0,2,0,2,271
285,"PURV M.V.MILAK JAHAGIRABAD KAKSH 2",610,518,0,1128,302,368,0,670,600,0,275,41,341,3,1,0,2,0,0,0,1,0,2,0,4,670
286,"P.V.SAHANPUR NAWADA KAKSH 1",606,509,0,1115,290,341,0,631,623,0,17,8,580,3,2,0,0,1,0,8,1,2,6,0,3,631
287,"P.V.SAHANPUR NAWADA KAKSH 2",530,453,0,983,348,346,0,694,694,0,311,92,282,2,1,0,0,1,1,1,0,0,0,0,3,694
288,"P.V.HAKEEMPUR CHANDAN",264,253,0,517,141,176,0,317,317,0,72,196,17,0,0,0,0,0,0,26,1,0,2,2,1,317
289,"P.V.PIPALSANA KAKSH 1",645,554,0,1199,427,384,0,811,811,0,271,481,45,1,0,1,0,0,0,0,1,1,2,1,7,811
290,"P.V.PIPALSANA KAKSH 2",447,394,0,841,238,258,0,496,496,0,33,113,311,1,3,1,0,0,0,26,0,1,2,1,4,496
291,"P.M.V.MOH.PUR PARMA",513,458,0,971,368,341,0,709,691,0,151,451,100,0,0,1,1,0,0,0,0,0,1,3,1,709
292,"PURV M.V.ATHAI SHAIKH KAKSH-1",577,458,0,1035,298,307,0,605,603,0,88,4,507,0,0,0,1,0,1,1,2,0,1,0,0,605
293,"PURV M.V.ATHAI SHAIKH KAKSH-2",345,295,0,640,201,193,0,394,394,0,59,2,318,2,2,0,0,1,0,3,1,1,2,1,2,394
294,"PURV M.V.ATHAI SHAIKH KAKSH-3",803,636,0,1439,434,347,0,781,771,0,95,196,443,3,3,0,1,1,2,20,7,2,3,0,5,781
295,"JANTA I.C. BASEDA KHURD KAKSH 1",627,540,0,1167,292,285,0,577,550,0,165,3,352,2,0,0,2,2,1,36,1,1,9,1,2,577
296,"JANTA I.C. BASEDA KHURD KAKSH 2",604,529,0,1133,402,368,0,770,764,0,87,533,127,0,1,1,0,1,0,9,0,1,2,5,3,770
297,"P.V.BASEDA KHURD",495,434,0,929,295,332,0,627,627,0,518,96,1,0,0,1,0,0,0,0,0,1,2,1,7,627
298,"P.V.BHAWANIPUR TARKOULA",462,430,0,892,369,322,0,691,691,0,29,635,15,2,2,3,1,0,0,0,0,1,0,2,1,691
299,"P.V.SHAPPAR SHIKOHPUR",681,627,0,1308,425,392,0,817,817,0,208,523,52,1,6,0,1,0,1,19,0,0,0,3,3,817
300,P.V.LATIFULLAPUR,452,405,0,857,341,328,0,669,669,0,195,433,33,0,2,0,0,0,1,0,0,0,1,2,2,669
301,"PURV M.V.HAKEEMPUR NARAYAN",415,392,0,807,314,303,0,617,617,0,149,388,67,2,1,1,1,0,0,0,0,0,2,5,1,617
302,"PURV M.V.MANKUAA",482,451,0,933,344,328,0,672,672,0,24,629,15,0,0,2,0,1,0,0,0,0,0,0,1,672
303,"GANDHI I.C. MANKUAA",500,435,0,935,175,233,0,408,408,0,189,34,174,2,0,0,0,0,0,6,0,1,1,0,1,408
304,"P.V.MO.ALIPUR MUKTA",187,167,0,354,149,134,0,283,280,0,65,212,4,0,1,0,0,0,0,0,0,0,0,0,1,283
305,"P.V.SHAIKHPURA PITTHA",241,203,1,445,184,164,0,348,348,0,87,257,0,1,0,0,0,0,0,0,0,0,0,2,1,348
306,P.V.CHAKARPUR,328,294,0,622,288,264,0,552,540,0,235,310,4,0,1,0,0,0,0,0,0,0,1,1,0,552
307,"P.V.DOULATPUR SUKHKHA",472,433,0,905,314,307,0,621,616,0,104,386,109,4,5,0,2,0,0,1,0,0,4,5,1,621
