"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR. ARVIND KUMAR SINGH","2 - ZAFAR ALAM","3 - BIJENDRA SINGH","4 - SATISH KUMAR","5 - AMITA SINGH JAT","6 - DURGESH CHANDRA GAUTAM","7 - DEVANAND","8 - PRADEEP KUMAR","9 - BADSHAH","10 - RAKESH CHANDRA RAWAT","11 - VINOD KUMAR BAGHEL","12 - MOHD. SABIR RAHI","13 - NATTHI LAL SHARMA","14 - SANJAY KUMAR","15 - None of the Above","Total Votes Secured"
132,"JAYDEVI MEMORIAL SCHOOL TIKARAM COLONY CHHAVANI, R.NO.-4",537,474,0,1011,335,265,0,600,535,0,326,4,79,161,2,4,1,9,1,1,1,0,4,4,3,600
133,"JAYDEVI MEMORIAL SCHOOL TIKARAM COLONY CHHAVANI, R.NO.-5",486,403,0,889,335,260,0,595,592,0,57,16,28,466,2,4,0,0,1,0,4,12,1,2,2,595
134,"JAYDEVI MEMORIAL SCHOOL TIKARAM COLONY CHHAVANI, R.NO.-6",606,518,0,1124,202,187,0,389,188,0,9,5,19,347,1,1,0,0,0,0,0,4,2,0,1,389
135,"JAYDEVI MEMORIAL SCHOOL TIKARAM COLONY CHHAVANI, R.NO.-7",585,475,0,1060,394,296,0,690,670,0,50,9,32,575,1,0,1,0,1,2,1,12,2,0,4,690
136,"JAYDEVI MEMORIAL SCHOOL TIKARAM COLONY CHHAVANI, R.NO.-8",768,633,0,1401,493,356,0,849,801,0,16,10,20,773,7,5,0,1,0,0,1,13,1,0,2,849
137,"JAYDEVI MEMORIAL SCHOOL TIKARAM COLONY CHHAVANI, R.NO.-9",520,441,0,961,317,320,0,637,585,0,23,7,8,584,0,3,0,0,1,0,2,5,3,0,1,637
138,"JAYDEVI MEMORIAL SCHOOL TIKARAM COLONY CHHAVANI, R.NO.-10",530,473,0,1003,372,270,0,642,636,0,59,6,27,540,0,2,0,1,0,1,1,3,0,0,2,642
139,"MOHAN LAL MEMORIYAL PIBLIC SCHOOL R.NO. 1",502,404,0,906,198,162,0,360,296,0,237,6,6,95,0,0,0,2,0,0,0,5,3,1,5,360
140,"MOHAN LAL MEMORIYAL PIBLIC SCHOOL R.NO. 2",562,472,0,1034,260,218,0,478,472,0,270,3,5,179,0,2,1,0,1,1,0,5,3,1,7,478
141,"SAMUDAYIK VIKAS CENTRA AMBEDKAR NAGAR CHHAVANI,	R.NO.-1",571,511,0,1082,236,202,0,438,363,0,251,3,5,167,1,2,1,0,0,0,0,2,2,1,3,438
142,"SAMUDAYIK VIKAS CENTRA AMBEDKAR NAGAR CHHAVANI,	R.NO.-2",544,485,0,1029,269,220,0,489,444,0,354,3,4,109,4,2,1,2,0,1,0,2,1,1,5,489
143,"D A V INTER COLLEGE G T ROAD, R.NO.-4",524,433,0,957,278,222,0,500,504,0,219,4,14,246,3,2,1,1,0,0,0,3,3,2,2,500
144,"D A V INTER COLLEGE G T ROAD, R.NO.-5",469,404,0,873,233,195,0,428,381,0,266,5,3,141,4,1,0,0,0,1,0,3,1,0,3,428
145,"D A V INTER COLLEGE G T ROAD, R.NO.-6",719,627,0,1346,289,226,0,515,490,0,327,7,7,161,0,0,0,0,0,0,1,0,3,2,7,515
146,"D A V INTER COLLEGE G T ROAD, R.NO.-7",763,639,0,1402,386,304,0,690,681,0,179,78,15,374,1,3,2,1,1,0,3,10,4,4,15,690
147,"D A V INTER COLLEGE G T ROAD, R.NO.-8",904,725,0,1629,426,301,0,727,716,0,257,6,24,412,5,4,0,1,0,0,2,7,2,0,7,727
148,"D A V INTER COLLEGE G T ROAD, R.NO.-9",927,820,0,1747,524,380,0,904,659,0,240,12,15,589,1,6,0,0,1,0,3,18,6,0,13,904
149,"ADARSH GYANDEEP INTER COLLEGE, R.NO.-1",755,663,0,1418,418,298,0,716,686,0,228,13,22,445,2,0,0,0,1,1,0,3,0,0,1,716
150,"ADARSH GYANDEEP INTER COLLEGE, R.NO.-2",436,382,0,818,238,192,0,430,418,0,78,19,13,299,3,2,0,0,0,1,4,6,4,0,1,430
151,"ADARSH GYANDEEP INTER COLLEGE, R.NO.-3",435,394,0,829,230,200,0,430,328,0,108,24,14,260,2,3,3,1,0,3,0,4,3,1,4,430
152,"D A V INTER COLLEGE G T ROAD, R.NO.-10",670,571,0,1241,238,189,0,427,423,0,106,4,6,298,0,1,1,0,0,0,1,1,3,0,6,427
153,"D A V INTER COLLEGE G T ROAD, R.NO.-11",547,477,0,1024,227,176,0,403,393,0,73,7,9,302,5,2,0,0,0,1,0,0,2,1,1,403
154,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-1",433,388,0,821,289,215,0,504,468,0,11,8,36,437,1,1,0,0,0,0,0,7,1,1,1,504
155,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-2",443,388,0,831,313,255,0,568,381,0,14,2,21,516,1,3,0,0,0,1,0,10,0,0,0,568
156,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-3",582,473,0,1055,371,269,0,640,590,0,190,29,12,394,2,1,0,1,0,0,1,4,0,2,4,640
157,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-4",368,330,0,698,264,220,0,484,102,0,186,30,11,246,2,2,0,0,0,0,0,3,0,0,4,484
158,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-5",803,689,0,1492,428,330,0,758,700,0,96,29,44,555,4,3,3,0,0,0,3,12,1,1,7,758
159,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-6",724,643,0,1367,396,332,0,728,716,0,53,27,23,595,2,2,0,0,0,1,2,11,3,0,9,728
160,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-7",684,592,0,1276,413,250,0,663,653,0,71,21,27,531,0,2,0,0,0,1,0,6,2,0,2,663
161,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-8",853,730,0,1583,488,355,0,843,800,0,62,15,31,717,2,3,2,0,0,0,1,4,2,0,4,843
162,"SHRI. MAHAURU P.M.V. R.NO.-1",536,480,0,1016,347,250,0,597,582,0,34,13,26,512,0,2,0,0,0,0,0,8,1,0,1,597
163,"SHRI. MAHAURU P.M.V. R.NO.-2",640,559,0,1199,430,330,0,760,435,0,11,6,29,687,3,4,0,0,1,0,0,6,7,2,4,760
164,"SHRI. MAHAURU P.M.V. R.NO.-3",558,505,0,1063,312,253,0,565,395,0,29,15,30,474,1,1,0,1,0,0,1,10,0,0,3,565
165,"SHRI. MAHAURU P.M.V. R.NO.-4",691,568,0,1259,412,300,0,712,612,0,44,16,25,613,0,2,0,0,0,0,0,9,0,1,2,712
166,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-9",621,536,1,1158,418,329,0,747,748,0,16,7,26,681,1,2,0,0,0,3,2,3,1,0,5,747
167,"D A V GIRLS INTER COLLEGE G T ROAD, R.NO.-10",553,502,0,1055,415,358,0,773,773,0,44,3,35,675,5,2,0,0,1,0,1,5,0,0,2,773
168,"PRIMARY SCHOOL NO. 44 BELA MARG VISHNUPURI, R.NO.-1",567,544,0,1111,316,267,0,583,544,0,26,11,27,502,1,1,1,0,0,0,1,11,0,0,2,583
169,"PRIMARY SCHOOL NO. 44 BELA MARG VISHNUPURI, R.NO.-2",372,313,0,685,231,170,0,401,139,0,5,1,32,353,0,1,0,0,0,0,0,6,1,0,2,401
170,"PRIMARY SCHOOL NO. 44 BELA MARG VISHNUPURI, R.NO.-3",611,547,0,1158,383,301,0,684,650,0,40,8,48,566,1,2,0,0,0,1,0,17,0,0,1,684
171,"VISHNUPURI GRAH NIRMAN SAMITI KANYA BELA MARG VISHNUPURI, R.NO.-1",385,336,0,721,244,212,0,456,354,0,20,11,15,394,0,0,0,0,0,0,1,14,0,0,1,456
172,"PRIMARY SCHOOL NO 14 VISHNUPURI, R.NO.-1",678,624,0,1302,431,393,0,824,823,0,24,12,49,718,1,1,1,1,0,4,0,8,0,0,5,824
173,"PRIMARY SCHOOL NO 14 VISHNUPURI, R.NO.-2",368,336,0,704,257,203,0,460,457,0,16,10,34,388,0,0,0,0,0,3,0,7,0,0,2,460
174,"PRIMARY SCHOOL NO 14 VISHNUPURI, R.NO.-3",488,432,0,920,272,248,0,520,521,0,17,6,26,464,0,1,0,0,1,0,1,4,0,0,0,520
175,"VISHNUPURI GRAH NIRMAN SAMITI KANYA BELA MARG VISHNUPURI, R.NO.-2",723,636,0,1359,451,355,0,806,800,0,201,13,24,543,4,4,1,0,1,1,0,12,0,0,2,806
176,"VISHNUPURI GRAH NIRMAN SAMITI KANYA BELA MARG VISHNUPURI, R.NO.-3",748,622,0,1370,397,313,0,710,265,0,22,9,27,626,4,2,2,0,0,0,1,7,3,2,5,710
177,"VISHNUPURI GRAH NIRMAN SAMITI KANYA BELA MARG VISHNUPURI, R.NO.-3",770,664,0,1434,418,344,0,762,762,0,15,35,20,670,5,3,1,0,0,0,3,2,3,1,4,762
178,"VISHNUPURI GRAH NIRMAN SAMITI KANYA BELA MARG VISHNUPURI, R.NO.-3",601,561,1,1163,333,247,0,580,580,0,26,15,22,493,2,2,2,1,1,0,0,6,4,2,4,580
179,"VISHNUPURI GRAH NIRMAN SAMITI KANYA BELA MARG VISHNUPURI, R.NO.-3",614,524,0,1138,415,291,0,706,540,0,216,16,5,444,4,3,2,0,0,2,1,4,3,3,3,706
180,"VISHNUPURI GRAH NIRMAN SAMITI KANYA BELA MARG VISHNUPURI, R.NO.-3",776,596,1,1373,429,288,0,717,717,0,92,28,12,573,0,1,0,1,0,0,0,9,1,0,0,717
181,"PRIMARY SCHOOL NO 14 VISHNUPURI, R.NO.-4",999,818,0,1817,548,439,0,987,172,0,20,25,42,882,3,4,0,0,0,0,1,4,3,1,2,987
182,"KANYA JUNIOR HIGH SCHOOL BELA MARG VISHNUPURI, R.NO.-1",448,377,0,825,293,224,0,517,517,0,10,4,22,464,4,1,1,0,0,0,0,10,0,0,1,517
183,"KANYA JUNIOR HIGH SCHOOL BELA MARG VISHNUPURI, R.NO.-2",777,643,0,1420,469,370,0,839,821,0,13,19,43,747,0,0,1,0,0,0,0,12,1,1,2,839
184,"TIKARAM KANYA MAHAVIDHYALAY RAMGHAT ROAD, R.NO.-1",502,431,0,933,319,251,0,570,565,0,8,4,63,476,4,5,0,1,0,0,1,6,0,0,2,570
185,"TIKARAM KANYA MAHAVIDHYALAY RAMGHAT ROAD, R.NO.-2",457,389,0,846,237,188,0,425,409,0,12,8,54,331,2,2,0,1,0,1,0,10,2,0,2,425
186,"TIKARAM KANYA MAHAVIDHYALAY RAMGHAT ROAD, R.NO.-3",531,421,0,952,322,237,0,559,544,0,9,14,53,456,3,2,1,0,0,0,1,9,7,1,3,559
187,"TIKARAM KANYA MAHAVIDHYALAY RAMGHAT ROAD, R.NO.-4",539,475,0,1014,362,222,0,584,554,0,18,20,44,483,2,2,0,0,0,0,0,10,2,0,3,584
188,"TIKARAM KANYA MAHAVIDHYALAY RAMGHAT ROAD, R.NO.-5",600,514,0,1114,376,274,0,650,238,0,17,14,53,549,1,1,0,0,0,1,1,6,2,0,5,650
189,"TIKARAM KANYA MAHAVIDHYALAY RAMGHAT ROAD, R.NO.-6",353,291,0,644,221,187,0,408,350,0,6,5,19,367,0,3,1,1,0,0,1,3,1,1,0,408
190,"TIKARAM KANYA MAHAVIDHYALAY RAMGHAT ROAD, R.NO.-7",423,331,0,754,282,196,0,478,407,0,13,11,21,422,0,2,3,0,0,0,0,3,0,1,2,478
191,"RAGHUVEER BAL MANDIR RAMGHAT ROAD, R.NO.-1",477,440,0,917,328,275,0,603,600,0,21,10,46,505,2,0,0,0,0,0,0,17,0,0,2,603
192,"RAGHUVEER BAL MANDIR RAMGHAT ROAD, R.NO.-2",537,509,0,1046,333,281,0,614,459,0,12,17,36,532,0,0,0,0,0,3,0,11,0,0,3,614
193,"RAGHUVEER BAL MANDIR RAMGHAT ROAD, R.NO.-3",705,649,0,1354,501,371,0,872,819,0,12,11,75,748,2,0,1,0,0,0,0,18,1,1,3,872
194,"TIKARAM KANYA INTER COLLEGE RAMGHAT ROAD, R.NO.-1",345,351,0,696,238,215,0,453,419,0,12,16,35,367,2,0,0,0,0,0,1,13,0,0,7,453
195,"TIKARAM KANYA INTER COLLEGE RAMGHAT ROAD, R.NO.-2",432,429,0,861,256,250,0,506,506,0,53,15,39,375,0,0,0,0,0,0,0,13,3,1,7,506
196,"EDAL SINGH JUNIOR HIGH SCHOOL KISHANPUR, R.NO.-1",880,743,0,1623,551,417,0,968,933,0,386,11,30,500,4,3,0,1,0,0,0,22,3,3,5,968
197,"EDAL SINGH JUNIOR HIGH SCHOOL KISHANPUR, R.NO.-2",653,566,0,1219,481,226,0,707,706,0,79,12,61,515,4,5,1,1,0,0,4,10,6,1,8,707
198,"EDAL SINGH JUNIOR HIGH SCHOOL KISHANPUR, R.NO.-3",597,489,0,1086,368,298,0,666,559,0,81,4,35,510,3,6,0,0,1,0,2,9,5,2,8,666
199,"MORDEN KANWENT INTER COLLEGE RAMBAG COLONY KISHANPUR, R.NO.-1",810,726,0,1536,482,306,0,788,788,0,48,74,56,585,1,0,1,1,0,1,0,15,1,3,2,788
200,"MORDEN KANWENT INTER COLLEGE RAMBAG COLONY KISHANPUR, R.NO.-2",1034,998,0,2032,630,626,0,1256,1197,0,127,42,68,977,0,3,0,0,0,0,4,26,3,0,6,1256
201,"MORDEN KANWENT INTER COLLEGE RAMBAG COLONY KISHANPUR, R.NO.-3",1106,832,0,1938,615,455,0,1070,1022,0,93,40,58,855,3,1,0,0,0,1,0,7,2,0,10,1070
202,"MORDEN KANWENT INTER COLLEGE RAMBAG COLONY KISHANPUR, R.NO.-4",830,769,0,1599,479,437,0,916,874,0,83,23,35,753,2,0,0,0,0,0,1,13,2,1,3,916
203,"MORDEN KANWENT INTER COLLEGE RAMBAG COLONY KISHANPUR, R.NO.-5",815,726,0,1541,417,401,0,818,776,0,80,21,37,643,1,0,1,0,0,2,4,22,2,0,5,818
204,"MORDEN KANWENT INTER COLLEGE RAMBAG COLONY KISHANPUR, R.NO.-6",823,737,0,1560,402,384,0,786,774,0,60,4,38,647,6,1,1,1,0,0,0,18,3,1,6,786
205,"MORDEN KANWENT INTER COLLEGE RAMBAG COLONY KISHANPUR, R.NO.-7",690,602,0,1292,351,317,0,668,658,0,55,13,42,525,0,2,3,0,0,1,0,18,2,0,7,668
206,"EDAL SINGH JUNIOR HIGH SCHOOL KISHANPUR, R.NO.-4",571,488,0,1059,364,269,0,633,631,0,14,46,16,510,14,4,2,0,0,1,2,12,8,0,4,633
207,"EDAL SINGH JUNIOR HIGH SCHOOL KISHANPUR, R.NO.-5",494,421,0,915,278,208,0,486,486,0,28,102,18,321,0,2,0,0,0,0,2,7,3,1,2,486
208,"THREE DOTS NARSARY SCHOOL RAMGHAT ROAD,	R.NO.-1",848,799,0,1647,546,491,0,1037,1037,0,25,8,43,926,2,2,0,0,0,5,1,17,1,0,7,1037
209,"THREE DOTS NARSARY SCHOOL RAMGHAT ROAD, R.NO.-2",562,484,0,1046,280,282,0,562,286,0,30,4,36,477,1,0,0,0,0,0,0,9,0,1,4,562
210,"THREE DOTS NARSARY SCHOOL RAMGHAT ROAD, R.NO.-3",790,714,0,1504,408,548,0,956,956,0,27,12,39,855,3,0,0,0,0,0,0,15,0,0,5,956
211,"THREE DOTS NARSARY SCHOOL RAMGHAT ROAD, R.NO.-4",798,719,0,1517,533,407,0,940,940,0,45,6,47,807,2,2,0,0,0,0,1,25,1,0,4,940
212,"PRIMARY SCHOOL NO 33 CHANDNIYA, R.NO.-1",655,568,0,1223,452,343,0,795,242,0,42,22,112,579,5,2,1,0,0,0,2,21,3,3,3,795
213,"PRIMARY SCHOOL NO 33 CHANDNIYA, R.NO.-2",542,485,0,1027,434,341,0,775,530,0,55,32,36,622,3,3,0,0,1,0,2,10,6,1,4,775
214,"PRIMARY SCHOOL NO 33 CHANDNIYA, R.NO.-3",621,533,0,1154,418,348,0,766,723,0,44,11,37,648,3,3,3,0,0,0,1,9,2,3,2,766
215,"PRIMARY SCHOOL NO 33 CHANDNIYA, R.NO.-4",703,598,0,1301,531,355,0,886,868,0,84,12,78,675,3,5,0,1,0,1,2,19,2,2,2,886
216,"PRIMARY SCHOOL DHAURRAMAFI, R.NO.-1",576,512,0,1088,399,299,0,698,301,0,43,247,79,293,4,4,1,0,2,0,3,19,2,1,0,698
217,"PRIMARY SCHOOL DHAURRAMAFI, R.NO.-2",531,460,0,991,315,295,0,610,295,0,41,225,83,217,5,4,1,1,1,0,1,22,3,4,2,610
218,"PRIMARY SCHOOL DHAURRAMAFI, R.NO.-3",648,563,0,1211,324,276,0,600,585,0,89,308,118,61,1,0,0,0,0,0,0,19,1,0,3,600
219,"PRIMARY SCHOOL DHAURRAMAFI, R.NO.-4",674,606,0,1280,303,192,0,495,495,0,48,304,107,7,0,0,0,0,0,0,2,23,1,0,3,495
220,"PRIMARY SCHOOL DHAURRAMAFI, R.NO.-5",613,533,0,1146,388,300,0,688,688,0,102,256,134,166,2,0,1,0,0,0,0,23,2,0,2,688
221,"PRIMARY SCHOOL DHAURRAMAFI, R.NO.-6",712,601,0,1313,381,288,0,669,418,0,45,398,100,83,0,1,1,0,0,1,2,33,0,1,4,669
222,"PRIMARY SCHOOL DHAURRAMAFI, R.NO.-7",679,611,0,1290,475,182,0,657,657,0,89,434,93,15,4,0,0,0,0,0,1,15,1,0,5,657
223,"PRIMARY SCHOOL DHAURRAMAFI, R.NO.-8",677,627,0,1304,407,309,0,716,716,0,80,480,111,7,1,0,0,0,0,1,1,33,0,0,2,716
224,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",723,642,0,1365,399,308,0,707,707,0,135,11,31,504,1,1,0,0,0,1,1,14,2,0,6,707
225,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",736,617,1,1354,414,356,0,770,728,0,116,21,40,555,4,4,1,1,0,0,2,15,4,2,5,770
226,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",786,621,0,1407,434,362,0,796,780,0,385,16,19,347,0,3,1,1,0,1,0,6,5,3,9,796
227,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",800,685,1,1486,409,348,0,757,500,0,211,19,25,475,5,2,1,2,1,0,2,6,3,2,3,757
228,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",656,563,0,1219,334,284,0,618,601,0,242,7,20,333,0,2,1,0,0,0,0,8,1,0,4,618
229,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",384,347,0,731,260,195,0,455,395,0,101,11,28,293,1,0,0,0,1,0,1,11,2,1,5,455
230,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",593,508,0,1101,459,183,0,642,184,0,229,17,21,353,5,3,0,1,0,1,0,9,1,0,2,642
231,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",526,473,0,999,284,233,0,517,447,0,147,7,18,329,4,1,0,1,0,1,0,8,0,0,1,517
232,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",509,444,0,953,300,213,0,513,550,0,91,90,30,290,2,1,0,0,1,0,0,3,2,1,2,513
233,"LEFTI NAHAR SINGH INTER COLLEGE QUARSI, R.NO.-1",637,516,0,1153,412,257,0,669,458,0,101,28,44,475,4,1,1,0,0,1,0,6,3,0,5,669
234,"PRIMARY SCHOO RAJA NAGAR, R.NO.-1",922,790,0,1712,530,441,0,971,971,0,203,703,27,7,0,0,1,1,1,2,0,6,0,9,11,971
235,"PRIMARY SCHOO RAJA NAGAR, R.NO.-2",896,777,0,1673,562,445,0,1007,1007,0,137,801,24,8,1,1,0,1,0,1,0,8,0,10,15,1007
236,"PRIMARY SCHOO JALUPUR SIHOR, R.NO.-1",493,416,0,909,308,235,0,543,538,0,105,67,25,318,1,0,0,0,0,0,4,11,6,0,6,543
237,"PRIMARY SCHOO JALUPUR SIHOR, R.NO.-2",561,476,0,1037,369,275,0,644,579,0,405,29,4,194,2,2,0,0,0,1,1,2,3,0,1,644
238,"PRIMARY SCHOOL FRIDPUR, R.NO.-1",650,583,0,1233,434,398,0,832,800,0,490,154,4,166,2,3,0,0,0,0,1,3,0,2,7,832
239,"PRIMARY SCHOOL SISROI, R.NO.-1",224,197,0,421,186,162,0,348,290,0,337,1,3,4,0,0,0,0,0,0,0,0,1,0,2,348
240,"PRIMARY SCHOOL ASGARPUR, R.NO.-1",342,302,0,644,251,204,0,455,440,0,139,3,189,110,2,0,0,0,0,1,0,6,2,1,2,455
241,"PRIMARY SCHOOL BALUKHEDA, R.NO.-1",517,440,0,957,361,278,0,639,639,0,165,44,45,372,2,2,0,1,1,0,1,1,1,1,3,639
242,"PRIMARY SCHOOL ROHINA SINGHPUR, R.NO.-1",494,395,0,889,301,240,0,541,424,0,160,21,32,297,2,5,0,0,0,1,4,11,1,3,4,541
243,"PRIMARY SCHOOL ROHINA SINGHPUR, R.NO.-2",331,286,0,617,200,165,0,365,231,0,48,2,27,272,2,3,3,0,0,0,4,3,1,0,0,365
244,"PRIMARY SCHOOL NAGLA DHAK, R.NO.-1",407,362,0,769,334,233,0,567,400,0,406,13,13,123,2,4,0,1,0,0,0,1,1,0,3,567
245,"PRIMARY SCHOOL BHANKARI AHIWASI, 	R.NO.-1",682,561,0,1243,434,345,0,779,778,0,295,53,61,355,3,1,1,0,0,1,1,2,2,2,2,779
246,"JUNIOR HIGH SCHOOL DIHAULI, R.NO.-1",296,260,0,556,244,190,0,434,421,0,122,2,30,269,0,1,1,0,0,1,1,2,2,2,1,434
247,"PRIMARY SCHOOL MALIKPURA, R.NO.-1",263,253,0,516,176,166,0,342,333,0,104,100,7,117,0,0,0,0,2,0,1,1,2,1,7,342
248,"PRIMARY SCHOOL SONOTH, R.NO.-1",208,188,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"PRIMARY SCHOOL GOKULPUR, R.NO.-1",214,175,0,389,169,115,0,284,201,0,42,9,1,230,1,0,0,0,0,0,0,1,0,0,0,284
250,"PRIMARY SCHOOL SHAHBAJPUR, R.NO.-1",499,433,0,932,331,283,0,614,583,0,175,202,4,214,2,0,0,0,0,0,0,7,2,2,6,614
251,"PRIMARY SCHOOL SHAHBAJPUR, R.NO.-2",278,242,0,520,193,172,0,365,361,0,51,6,24,277,2,1,0,0,0,0,0,2,0,0,2,365
252,"PRIMARY SCHOOL SIRAWALI,	R.NO.-1",244,210,0,454,165,157,0,322,320,0,23,0,73,220,1,0,0,0,0,2,0,2,1,0,0,322
253,"PRIMARY SCHOOL BHATUA, R.NO.-1",614,534,0,1148,438,353,0,791,763,0,279,116,20,349,1,4,0,1,2,0,1,4,3,2,9,791
254,"PRIMARY SCHOOL BHATUA, R.NO.-2",262,236,0,498,154,133,0,287,287,0,129,21,23,102,1,1,0,0,0,0,0,3,3,1,3,287
255,"PRIMARY SCHOOL UAJRRA, R.NO.-2",306,242,0,548,213,155,0,368,364,0,135,1,22,206,2,2,0,0,0,0,0,0,0,0,0,368
256,"PRIMARY SCHOOL ADAUN, R.NO.-1",481,431,0,912,396,293,0,689,683,0,24,631,13,14,0,0,1,0,1,0,1,1,0,0,3,689
257,"PRIMARY SCHOOL ADAUN, R.NO.-2",467,423,0,890,315,269,0,584,16,0,51,473,29,15,0,3,0,0,1,0,2,1,3,2,4,584
258,"PRIMARY SCHOOL ANWRABAD, R.NO.-1",213,208,0,421,183,189,0,372,371,0,362,2,0,0,0,1,0,4,0,0,0,0,0,0,3,372
259,"PRIMARY SCHOOL ADAUN, R.NO.-3",769,596,0,1365,528,353,0,881,401,0,14,562,18,276,0,2,0,0,0,0,0,4,2,1,2,881
260,"PRIMARY SCHOOL NAGLA ASHA, R.NO.-1",250,215,0,465,221,176,0,397,162,0,388,3,3,2,0,0,0,0,0,0,0,0,0,1,0,397
261,"PRIMARY SCHOOL DHEERDHARPUR GDHIYAWALI,	R.NO.-1",324,284,0,608,284,188,0,472,472,0,81,0,48,336,1,0,0,0,2,0,0,1,1,2,0,472
262,"PRIMARY SCHOOL JORAWAR NAGAR, R.NO.-1",153,148,0,301,134,127,0,261,261,0,2,7,4,245,0,0,0,0,0,0,0,1,1,0,1,261
263,"PRIMARY SHCOOL KAMALPUR, R.NO.-1",448,383,0,831,330,271,0,601,533,0,45,347,19,179,3,0,1,0,0,0,0,0,0,3,4,601
264,"PRIMARY SHCOOL KAMALPUR, R.NO.-2",433,416,0,849,305,299,0,604,604,0,47,201,11,323,3,1,6,0,1,0,1,2,3,1,4,604
265,"PRIMARY SHCOOL KAMALPUR, R.NO.-3",372,334,0,706,280,223,0,503,503,0,79,78,28,301,2,0,0,1,0,0,1,0,2,3,8,503
266,"NATIONAL PUBLIC HIGH SCHOOL QUARSI BYPASS R.NO.-1",641,551,0,1192,343,250,0,593,563,0,23,58,24,457,1,2,0,2,0,0,3,14,2,0,7,593
267,"NATIONAL PUBLIC HIGH SCHOOL QUARSI BYPASS R.NO.-2",568,470,0,1038,308,207,0,515,421,0,17,34,21,418,1,2,1,0,0,1,0,14,1,1,4,515
268,"PRIMARY SCHOOL BHADESHI MAFI, R.NO.-1",464,386,0,850,326,269,0,595,570,0,549,16,2,10,1,0,1,5,1,0,2,0,0,1,7,595
269,"PRIMARY SCHOOL BHADESHI MAFI, R.NO.-2",698,576,0,1274,499,353,0,852,603,0,454,7,14,351,4,5,2,2,0,0,0,1,1,1,10,852
270,"PRIMARY SCHOOL CHIRAULIYA DAUD KHAN, R.NO.-1",367,322,0,689,301,227,0,528,428,0,520,0,1,3,0,0,0,0,0,0,0,0,0,1,3,528
271,"PRIMARY SCHOOL NAGLA PAANKHANI, R.NO.-1",355,316,0,671,250,236,0,486,485,0,297,0,9,178,0,0,0,0,0,0,0,1,0,0,1,486
272,"PRIMARY SCHOOL MUKUNDPUR, R.NO.-1",485,434,0,919,381,280,0,661,300,0,182,2,82,356,2,4,2,2,1,1,1,16,3,0,7,661
273,"PRIMARY SCHOOL MUKUNDPUR, R.NO.-2",457,431,0,888,331,245,0,576,539,0,68,2,47,421,0,4,2,0,0,0,13,9,2,0,8,576
274,"PRIMARY SCHOOL PADIYAWALI, R.NO.-2",590,509,0,1099,411,326,0,737,721,0,144,4,6,565,1,1,0,0,0,2,2,5,3,0,4,737
275,"PRIMARY SCHOOL PADIYAWALI, R.NO.-2",587,513,0,1100,406,307,0,713,703,0,329,5,12,341,3,5,0,0,0,0,1,3,6,0,8,713
276,"PRIMARY SCHOOL GHASIPUR, R.NO.-1",801,686,0,1487,566,441,0,1007,1004,0,226,569,16,171,3,1,0,0,0,0,1,3,2,7,8,1007
277,"JUNIOR HIGH SCHOOL KAUCHHOD, R.NO.-1",534,473,0,1007,336,240,0,576,300,0,179,4,28,353,3,0,0,0,0,0,0,1,4,1,3,576
278,"JUNIOR HIGH SCHOOL KAUCHHOD, R.NO.-2",564,498,0,1062,359,257,0,616,612,0,139,83,33,339,3,2,0,0,0,1,0,2,8,2,4,616
279,"PRIMARY SCHOOL BALRAMPUR, R.NO.-1",370,321,0,691,296,211,0,507,210,0,3,61,48,380,2,2,1,1,0,0,0,2,5,2,0,507
280,"PRIMARY SCHOOL NAGLA  PUSA, R.NO.-1",458,385,0,843,425,279,0,704,703,0,674,7,1,9,1,0,0,1,0,0,0,1,0,2,8,704
281,"PRIMARY SCHOOL RUSTAMPUR, R.NO.-1",301,258,0,559,228,177,0,405,385,0,83,0,17,293,1,0,0,0,0,0,0,0,5,1,5,405
