"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DR.MURLI MANOHAR JOSHI","2 - SALEEM AHMAD","3 - SURENDRA MOHAN AGARWAL","4 - SRIPRAKASH JAISWAL","5 - ANIL AWASTHI","6 - ANAND MEHROTRA","7 - DEVENDRA KUMAR SHARMA","8 - MOHD.NASIR KHAN","9 - DR.NIKHIL GUPTA","10 - MAHMOOD HUSAIN RAHMANI","11 - MOHAMMAD ATEEQ","12 - RAMESH KUMAR GUPTA","13 - VINAYAK RAO TOPE","14 - HIMMAT LAL","15 - ASHOK PASWAN ADVOCATE","16 - KISHOR BAJPAI","17 - PREM CHANDRA PANDEY","18 - BETALAL DIWAKAR","19 - MUZAFFAR HUSAIN KHAN","20 - VISHWANATH KATARIA","21 - KUMARI SARASWATI","22 - None of the Above","Total Votes Secured"
98,"BABURAM DIXIT BALIKA VIDHYALAYA  KESHAV  NAGAR ROOM NO 1",847,680,0,1527,512,365,0,877,877,0,561,121,22,139,3,2,1,1,0,4,3,1,4,2,9,1,1,1,0,0,0,1,877
99,"BABURAM DIXIT BALIKA VIDHYALAYA  KESHAV  NAGAR ROOM NO 2",759,668,0,1427,327,330,0,657,196,0,249,229,13,118,2,1,0,1,2,2,5,2,3,4,5,9,3,3,2,0,2,2,657
100,"BABURAM DIXIT BALIKA VIDHYALAYA  KESHAV  NAGAR ROOM NO 3",494,502,0,996,269,240,0,509,499,0,155,156,21,142,3,1,1,1,1,2,2,3,0,1,2,9,1,2,0,2,2,2,509
101,"BABURAM DIXIT BALIKA VIDHYALAYA  KESHAV  NAGAR ROOM NO 4",314,271,0,585,193,171,0,364,360,0,183,65,7,99,0,0,0,0,0,6,0,0,0,0,1,0,1,1,0,1,0,0,364
102,"BABURAM DIXIT BALIKA VIDHYALAYA  KESHAV  NAGAR ROOM  NO 5",729,593,0,1322,380,318,0,698,698,0,381,63,8,231,2,0,0,0,0,2,2,0,0,0,1,3,1,0,2,1,0,1,698
103,"BABURAM DIXIT BALIKA VIDHYALAYA  KESHAV  NAGAR ROOM NO 6",735,676,0,1411,438,353,0,791,772,0,580,107,4,79,0,0,0,0,0,10,1,0,0,1,1,5,0,0,0,1,1,1,791
104,"BABURAM DIXIT BALIKA VIDHYALAYA  KESHAV  NAGAR ROOM NO 7",591,525,0,1116,278,238,0,516,514,0,416,20,1,66,1,0,0,0,1,6,0,0,0,1,0,1,2,0,0,0,0,1,516
105,"BABURAM DIXIT BALIKA VIDHYALAYA  KESHAV  NAGAR ROOM NO 8",389,367,0,756,182,166,0,348,311,0,266,8,3,54,0,0,0,1,0,12,0,0,0,0,0,1,0,0,1,0,0,2,348
106,"SHIVAJI INTER COLLEGE W BLOCK KESHAV  NAGAR ROOM NO1",659,582,1,1242,386,333,0,719,519,0,537,60,10,89,1,0,0,0,0,13,0,0,1,1,0,5,0,0,0,0,0,2,719
107,"SHIVAJI INTER COLLEGE W BLOCK KESHAV  NAGAR ROOM NO2",440,353,0,793,185,175,0,360,350,0,227,26,8,90,1,0,1,0,0,3,0,1,0,0,0,2,1,0,0,0,0,0,360
108,"SHIVAJI INTER COLLEGE W BLOCK KESHAV  NAGAR ROOM NO 3",652,576,0,1228,370,338,0,708,432,0,520,39,11,109,0,4,0,1,0,16,0,0,0,0,2,2,0,1,0,0,0,3,708
109,"SHIVAJI INTER COLLEGE W BLOCK KESHAV  NAGAR ROOM NO 4",526,472,1,999,318,321,0,639,52,0,494,27,3,84,1,0,0,0,0,27,0,0,0,0,0,2,0,0,0,0,0,1,639
110,"SHIVAJI INTER COLLEGE W BLOCK KESHAV  NAGAR ROOM NO 5",936,790,0,1726,553,467,0,1020,878,0,840,36,15,101,0,0,0,0,0,20,0,0,0,2,1,0,1,1,0,0,0,3,1020
111,"MOHAN VIDHYA MANDIR INTER COLLEGE (BOYS) GOVIND NAGAR ROOM NO 1",723,597,0,1320,405,250,0,655,502,0,395,23,58,155,0,0,0,1,0,17,0,0,1,0,0,2,1,1,0,0,0,1,655
112,"MOHAN VIDHYA MANDIR INTER COLLEGE (BOYS) GOVIND NAGAR ROOM NO 2",599,475,0,1074,393,281,0,674,169,0,325,244,10,72,1,0,0,0,1,5,3,1,1,0,1,3,1,2,0,0,2,2,674
113,"MOHAN VIDHYA MANDIR INTER COLLEGE (BOYS) GOVIND NAGAR ROOM NO 3",699,538,0,1237,412,280,0,692,674,0,254,294,27,91,3,0,1,1,0,3,1,1,0,1,6,4,2,1,0,0,0,2,692
114,"MOHAN VIDHYA MANDIR INTER COLLEGE (BOYS) GOVIND NAGAR ROOM NO 4",937,719,0,1656,441,326,0,767,47,0,263,336,20,103,1,1,1,0,0,11,0,1,1,3,7,5,7,3,0,0,1,3,767
115,"MOHAN VIDHYA MANDIR INTER COLLEGE (BOYS) GOVIND NAGAR ROOM NO 5",408,320,0,728,216,167,0,383,379,0,144,117,29,69,1,0,1,0,2,2,0,0,2,0,3,2,2,0,0,3,1,5,383
116,"MOHAN VIDHYA MANDIR INTER COLLEGE (BOYS) GOVIND NAGAR ROOM NO 6",365,289,0,654,182,122,0,304,303,0,182,54,8,47,1,0,1,0,0,4,0,0,1,0,0,2,2,0,0,0,0,2,304
117,"MOHAN VIDHYA MANDIR INTER COLLEGE (BOYS) GOVIND NAGAR ROOM NO 7",582,513,0,1095,375,278,0,653,303,0,475,17,20,127,0,0,0,0,0,9,0,1,1,0,0,1,1,0,0,0,1,0,653
118,"MOHAN VIDHYA MANDIR INTER COLLEGE (BOYS) GOVIND NAGAR ROOM NO 8",355,263,0,618,192,150,0,342,74,0,182,47,18,82,2,0,0,1,1,4,0,0,1,0,0,1,0,1,0,0,0,2,342
119,"VAISHNO DEVI PRIMARY SCHOOL,  KARRAHI GAON BARRA ROOM NO 1",725,561,0,1286,386,271,0,657,26,0,526,40,8,55,1,0,0,1,2,3,2,1,3,1,5,4,0,2,1,0,0,2,657
120,"VAISHNO DEVI PRIMARY SCHOOL,  KARRAHI GAON BARRA ROOM NO 2",545,448,0,993,281,208,0,489,436,0,429,13,5,24,0,0,0,0,0,7,1,1,1,0,1,3,0,1,0,0,1,2,489
121,"VAISHNO DEVI PRIMARY SCHOOL,  KARRAHI GAON BARRA ROOM NO 3",599,446,0,1045,307,247,0,554,431,0,431,37,11,53,1,1,0,0,0,3,1,1,1,0,0,2,3,1,0,1,1,6,554
122,"VAISHNO DEVI PRIMARY SCHOOL,  KARRAHI GAON BARRA ROOM NO 4",621,429,0,1050,351,239,0,590,486,0,470,35,10,61,2,0,0,0,1,3,1,1,1,0,1,1,0,1,1,0,0,1,590
123,"ARYA BHATT  INTER COLLEGE DAMODAR NAGAR KANPUR ROOM NO 1",470,371,0,841,246,192,0,438,51,0,380,7,3,36,0,0,1,1,0,4,0,0,0,2,2,1,0,0,0,0,1,0,438
124,"ARYA BHATT  INTER COLLEGE DAMODAR NAGAR KANPUR ROOM NO 2",565,473,0,1038,358,291,0,649,343,0,512,14,24,66,1,1,0,0,1,17,0,0,2,2,0,0,3,1,1,0,2,2,649
125,"ARYA BHATT  INTER COLLEGE DAMODAR NAGAR KANPUR ROOM NO 3",379,339,0,718,190,173,0,363,363,0,285,12,10,36,0,0,0,0,0,10,1,0,1,0,0,1,2,1,0,0,0,4,363
126,"N.M.P. PR. SCHOOL NAI BASTI CHHEDI SINGH KA PURWA ROOM NO 1N.M.P. PR. SCHOOL NAI BASTI CHHEDI SINGH KA PURWA ROOM NO 1 BARRA",688,574,0,1262,407,279,0,686,53,0,288,173,16,172,1,0,0,1,1,7,1,3,2,1,5,5,3,1,1,1,0,4,686
127,"N.M.P. PR. SCHOOL NAI BASTI CHHEDI SINGH KA PURWA ROOM NO 2 BARRA",724,539,0,1263,300,191,0,491,491,0,281,81,20,85,3,1,1,1,0,7,0,0,1,0,2,3,1,0,0,0,1,3,491
128,"PARISHADIYA  PR.SCHOOL NAI BASTI CHEDI SINGH KA PURWA ROOM NO 1",739,592,0,1331,321,264,0,585,585,0,372,71,15,99,1,1,0,0,0,11,1,5,0,0,1,0,4,3,0,1,0,0,585
129,"PARISHADIYA  PR.SCHOOL NAI BASTI CHEDI SINGH KA PURWA ROOM NO 2",751,588,0,1339,347,250,0,597,597,0,361,97,26,95,1,0,0,0,0,7,0,0,0,0,1,1,4,0,1,1,0,2,597
130,"RANRATI SMARAK  VIDHAYA MANDIR BARRA GAON ROOM NO 1",827,748,0,1575,380,536,0,916,786,0,415,160,17,263,6,2,1,0,1,5,1,3,1,0,9,11,8,2,4,4,0,3,916
131,"RAMRATI SMARAK  VIDHAYA MANDIR BARRA GAON ROOM NO 2",278,211,0,489,156,108,0,264,264,0,130,44,8,66,7,0,0,0,0,5,0,0,0,1,1,0,1,0,0,1,0,0,264
132,"RAMRATI SMARAK  VIDHAYA MANDIR BARRA GAON ROOM NO 3",504,391,0,895,290,180,0,470,470,0,349,41,21,53,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,470
133,"RAMRATI SMARAK  VIDHAYA MANDIR BARRA GAON ROOM NO 4",626,512,0,1138,387,317,0,704,702,0,526,44,37,73,0,0,0,0,1,10,0,1,0,1,0,1,2,0,2,1,0,5,704
134,"RAMRATI SMARAK  VIDHAYA MANDIR BARRA GAON ROOM NO 5",753,626,0,1379,406,321,0,727,727,0,528,43,42,92,0,0,0,0,1,13,1,0,1,1,0,0,2,0,0,0,0,3,727
135,"P.B.N.BALIKA INTER COLLEGE  SECTER -D ,BARRA 8 ROOM NO 1",710,613,0,1323,447,371,0,818,700,0,615,61,29,75,4,1,0,0,3,14,0,1,0,1,1,2,4,2,3,1,0,1,818
136,"P.B.N.BALIKA INTER COLLEGE  SECTER -D ,BARRA 8 ROOM NO 2",792,668,0,1460,425,346,0,771,148,0,565,73,18,83,0,0,0,0,3,21,0,1,0,2,1,0,1,0,0,0,0,3,771
137,"P.B.N. BALIKA INTER COLLEGE SECTOR D BARRA-8 ROOM NO 3",644,483,0,1127,431,282,0,713,542,0,535,51,27,76,0,1,0,0,0,13,1,0,1,0,0,2,2,0,0,0,0,4,713
138,"P.B.N. BALIKA INTER COLLEGE SECTOR D BARRA-8 ROOM NO 4",446,426,0,872,284,293,0,577,570,0,412,52,19,71,0,1,0,0,0,12,1,0,0,1,3,0,1,1,0,1,0,2,577
139,"MERRY JESUS EDUCATION CENTRE BARRA-8  ROOM NO 1",738,577,0,1315,425,330,0,755,750,0,594,37,24,71,0,0,1,0,1,15,0,1,0,2,1,3,2,0,0,2,0,1,755
140,"MERRY JESUS EDUCATION CENTRE BARRA-8  ROOM NO 2",675,508,0,1183,350,243,0,593,480,0,401,62,24,71,1,0,0,0,0,15,1,0,1,1,2,6,3,0,1,0,0,4,593
141,"MERRY JESUS EDUCATION CENTRE BARRA-8  ROOM NO 3",1136,911,0,2047,639,475,0,1114,910,0,769,136,70,101,4,0,2,0,0,17,0,0,1,0,0,2,4,0,0,2,1,5,1114
142,"MERRY JESUS EDUCATION CENTRE BARRA-8  ROOM NO 4",769,592,0,1361,411,290,0,701,510,0,505,48,31,98,2,0,1,1,0,7,0,0,0,0,2,1,3,0,0,0,2,0,701
143,"MERRY JESUS EDUCATION CENTRE BARRA-8  ROOM NO 5",790,648,0,1438,473,337,0,810,396,0,606,53,56,80,2,0,0,0,0,5,0,0,0,0,1,1,2,0,1,1,0,2,810
144,"MERRY JESUS EDUCATION CENTRE BARRA-8  ROOM NO 6",710,582,0,1292,378,292,0,670,670,0,481,79,31,60,0,0,0,0,1,9,0,0,0,1,0,2,1,1,0,0,1,3,670
145,"MERRY JESUS EDUCATION CENTRE BARRA-8  ROOM NO 7",1121,903,0,2024,724,522,0,1246,994,0,742,277,62,104,3,1,4,0,16,12,0,0,1,2,1,4,5,1,0,3,1,7,1246
146,"PR. PATHSHALA GOVIND NAGAR DWITIY VISHWA BANK BARRA  H BLOCK NEAR PANI KI TANKI ANDHA KUAN (EAST) ROOM NO 1",699,599,0,1298,447,381,0,828,440,0,613,48,48,93,2,0,1,1,0,12,0,0,0,0,1,0,2,1,0,1,0,5,828
147,"PR. PATHSHALA GOVIND NAGAR DWITIY VISHWA BANK BARRA H BLOCK NEAR PANI KI TANKI ANDHA KUAN (EAST) ROOM NO 2",804,683,0,1487,490,397,0,887,45,0,677,47,19,113,0,1,1,1,0,13,0,0,0,1,2,3,1,1,2,0,1,4,887
148,"VIKASIKA NEHRU INTER COLLEGE LIG A-12 VISHWA BANK  BARRA ROOM NO 1",589,484,0,1073,303,226,0,529,323,0,395,23,14,76,0,0,0,0,0,16,1,0,0,0,1,1,1,0,0,0,0,1,529
149,"VIKASIKA NEHRU INTER COLLEGE LIG A-12 VISHWA BANK  BARRA ROOM NO 2",367,290,1,658,210,146,0,356,356,0,250,35,14,39,1,0,0,0,0,12,0,0,0,0,0,0,4,0,1,0,0,0,356
150,"VIKASIKA NEHRU INTER COLLEGE LIG A-12 VISHWA BANK  BARRA ROOM NO 2",512,456,0,968,346,265,0,611,348,0,481,18,15,76,0,0,1,0,0,3,1,0,0,1,1,2,8,1,1,1,0,1,611
151,"VIKASIKA NEHRU INTER COLLEGE LIG A-12 VISHWA BANK  BARRA ROOM NO 4",523,460,0,983,343,269,0,612,112,0,459,33,15,92,0,0,1,0,0,8,0,0,0,0,0,1,2,0,0,0,0,1,612
152,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR B ROOM NO 1",558,493,0,1051,338,263,0,601,567,0,458,32,11,81,0,0,0,1,1,14,0,0,1,0,0,0,0,0,0,0,0,2,601
153,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR B ROOM NO 2",447,377,0,824,247,188,0,435,427,0,360,13,7,43,0,0,0,0,1,4,0,0,0,0,1,2,2,1,0,0,0,1,435
154,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR B ROOM NO 3",871,721,0,1592,518,430,0,948,900,0,748,39,30,112,2,0,0,0,0,9,0,0,1,0,0,1,2,0,1,1,0,2,948
155,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR C ROOM NO 1",698,614,0,1312,424,375,0,799,65,0,578,36,9,154,1,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,3,799
156,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR C ROOM NO 2",653,562,0,1215,476,240,0,716,116,0,520,19,23,131,0,0,0,0,0,15,0,1,1,1,1,2,1,0,0,0,0,1,716
157,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR C ROOM NO 3",759,682,0,1441,450,400,0,850,158,0,610,70,15,111,0,1,0,0,0,23,0,0,0,0,0,2,7,1,4,2,0,4,850
158,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR D ROOM NO 1",507,436,0,943,260,232,0,492,463,0,373,24,16,64,3,0,0,0,0,8,0,0,0,0,0,1,2,0,0,0,0,1,492
159,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR D ROOM NO 2",514,444,0,958,272,212,0,484,397,0,350,33,15,75,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,484
160,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR D ROOM NO 3",528,468,0,996,332,268,0,600,600,0,434,32,18,110,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,600
161,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR D ROOM NO 4",559,481,0,1040,291,261,0,552,331,0,431,20,27,67,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,552
162,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR H ROOM NO 1",519,429,0,948,357,275,0,632,550,0,465,48,18,74,1,0,0,0,0,15,0,1,0,0,1,1,4,1,0,2,0,1,632
163,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR H ROOM NO 2",401,341,2,744,256,214,0,470,470,0,360,27,22,44,1,0,0,0,0,8,0,0,0,1,1,1,0,2,0,0,1,2,470
164,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR H ROOM NO 3",695,601,0,1296,441,391,0,832,820,0,629,26,56,86,2,1,2,1,0,13,1,2,1,0,4,4,1,0,2,0,0,1,832
165,"N.M.P. SCHOOL BARRA VISHWA BANK  COLONEY SECTOR H ROOM NO 4",509,437,0,946,342,286,0,628,600,0,412,87,23,70,1,0,3,1,0,21,0,0,0,0,2,0,2,0,0,0,0,6,628
166,"MANYATA PRAPT SUDHA DEVI MISHRA VIDHYALAYA  CHHEDI SINGH KA PURWA MANOHAR NAGAR BARRA-2 ROOM NO 1",688,656,0,1344,422,342,0,764,750,0,657,11,4,63,1,0,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,3,764
167,"MANYATA PRAPT SUDHA DEVI MISHRA VIDHYALAYA  CHHEDI SINGH KA PURWA MANOHAR NAGAR BARRA-2 ROOM NO 2",529,502,0,1031,255,356,0,611,611,0,501,7,13,68,0,0,0,0,0,12,0,1,0,0,0,3,2,1,0,0,1,2,611
168,"MANYATA PRAPT SUDHA DEVI MISHRA VIDHYALAYA  CHHEDI SINGH KA PURWA MANOHAR NAGAR BARRA-2 ROOM NO 3",398,320,0,718,281,120,0,401,200,0,297,0,5,79,0,0,0,0,0,12,0,1,0,0,0,1,3,0,0,0,0,3,401
169,"MANYATA PRAPT SUDHA DEVI MISHRA VIDHYALAYA  CHHEDI SINGH KA PURWA MANOHAR NAGAR BARRA-2 ROOM NO 4",605,489,0,1094,372,274,0,646,237,0,514,32,11,76,0,1,0,0,1,2,0,0,0,0,1,1,2,1,0,1,0,3,646
170,"MANYATA PRAPT SUDHA DEVI MISHRA VIDHYALAYA  CHHEDI SINGH KA PURWA MANOHAR NAGAR BARRA-2 ROOM NO 5",661,545,1,1207,356,292,0,648,459,0,421,61,23,108,1,0,0,0,0,14,0,0,0,0,1,3,5,1,1,4,0,5,648
171,"R.S. EDUCATION CENTRE INTER COLLEGE PLOT  NO. 7 KUNTI NAGAR BARRA-2 ROOM NO 1",466,396,0,862,224,212,0,436,91,0,311,53,14,44,0,0,0,0,0,4,0,0,0,1,1,1,3,0,0,0,0,4,436
172,"R.S. EDUCATION CENTRE INTER COLLEGE PLOT  NO. 7 KUNTI NAGAR BARRA-2 ROOM NO 2",810,710,0,1520,382,289,0,671,661,0,463,78,19,89,2,0,1,0,0,13,0,0,0,1,1,2,0,0,0,0,0,2,671
173,"R.S. EDUCATION CENTRE INTER COLLEGE PLOT  NO. 7 KUNTI NAGAR BARR-ROOM NO 3",547,437,0,984,315,262,0,577,527,0,309,58,19,173,2,1,0,0,2,2,0,0,1,0,1,2,1,1,2,1,1,1,577
174,"R.S. EDUCATION CENTRE BALIKA H.S. SCHOOL BARRA-2  ROOM NO 4",411,331,0,742,253,207,0,460,460,0,232,64,17,130,1,0,0,0,1,5,0,0,0,0,1,5,2,0,0,0,0,2,460
175,"R.S. EDUCATION CENTRE BALIKA H.S. SCHOOL BARRA-2  ROOM NO 1",722,584,0,1306,434,319,0,753,33,0,568,27,42,89,0,0,1,2,0,18,0,0,0,0,0,1,3,0,0,0,1,1,753
176,"R.S. EDUCATION CENTRE BALIKA H.S. SCHOOL BARRA-2  ROOM NO 2",434,353,0,787,256,212,0,468,425,0,326,8,19,91,3,0,0,0,1,15,0,0,1,0,0,2,2,0,0,0,0,0,468
177,"SARDAR PATEL  SCHOOL BARRA-2 M.I. SECTOR ROOM NO 1",615,550,0,1165,322,238,0,560,478,0,433,26,7,78,1,0,0,0,1,7,0,0,0,1,0,1,0,0,0,0,1,4,560
178,"SARDAR PATEL  SCHOOL BARRA-2 M.I. SECTOR ROOM NO 2",585,525,0,1110,316,285,0,601,593,0,446,38,5,87,0,0,0,1,0,21,1,0,0,0,1,0,0,0,0,0,0,1,601
179,"SARDAR PATEL  SCHOOL BARRA-2 M.I. SECTOR ROOM NO 3",648,537,0,1185,314,263,0,577,451,0,399,66,9,72,1,0,0,0,1,21,0,0,1,1,1,1,1,0,0,0,0,3,577
180,"SARDAR PATEL  SCHOOL BARRA-2 M.I. SECTOR ROOM NO 4",572,504,0,1076,297,263,0,560,386,0,296,123,9,81,3,0,2,0,0,32,1,1,3,1,1,2,1,0,1,1,2,0,560
181,"SARDAR PATEL  SCHOOL BARRA-2 M.I. SECTOR ROOM NO 5",806,681,0,1487,490,395,0,885,885,0,638,71,25,126,0,0,0,0,1,17,1,0,0,1,2,1,2,0,0,0,0,0,885
182,"SARDAR PATEL  SCHOOL BARRA-2 M.I. SECTOR ROOM NO 6",403,346,0,749,253,187,0,440,90,0,315,19,8,87,0,0,0,0,0,2,1,0,0,0,0,2,4,0,1,1,0,0,440
183,"SARDAR PATEL  SCHOOL BARRA-2 M.I. SECTOR ROOM NO 7",482,434,0,916,296,204,0,500,423,0,383,17,6,73,1,1,0,1,1,15,0,0,0,0,0,0,1,0,0,0,0,1,500
184,"VIVEKANAND BALIKA INTER COLLEGE BARRA-2 ROOM NO 1",727,637,0,1364,441,374,0,815,520,0,589,23,15,150,0,0,0,1,0,30,1,0,0,1,0,1,2,1,0,0,0,1,815
185,"VIVEKANAND BALIKA INTER COLLEGE BARRA-2 ROOM NO 2",596,560,0,1156,348,293,0,641,8,0,466,35,3,117,0,0,0,0,0,15,0,0,0,0,0,1,0,0,1,0,0,3,641
186,"VIVEKANAND BALIKA INTER COLLEGE BARRA-2ROOM NO 3",815,798,0,1613,411,410,0,821,303,0,595,64,24,120,0,0,0,0,0,11,1,0,0,0,0,1,1,1,1,0,0,2,821
187,"VIVEKANAND BALIKA INTER COLLEGE BARRA-2 ROOM NO 4",313,263,0,576,158,133,0,291,60,0,221,21,3,36,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,291
188,"ST. LAWRENCE CONVENT DOBOUL ROAD 5 J/3A BARRA-2  ROOM NO 1",544,433,0,977,281,228,0,509,494,0,333,9,18,120,0,0,0,0,0,22,0,0,0,2,1,0,2,0,0,1,0,1,509
189,"ST. LAWRENCE CONVENT DOBOUL ROAD 5 J/3A BARRA-2  ROOM NO 2",396,291,0,687,129,98,0,227,28,0,181,2,11,26,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,227
190,"POORNACHANDRA VIDHYA NIKETAN BARRA-2, ROOM NO. 1",689,627,0,1316,337,238,0,575,500,0,440,21,15,90,0,0,0,0,1,4,0,1,1,1,0,0,0,0,0,0,0,1,575
191,"ST. LAWRENCE CONVENT, DOUBLE ROAD, 5J/3A, BARRA 2, ROOM NO 3",644,555,0,1199,372,307,0,679,375,0,532,31,17,77,0,0,0,0,0,15,1,0,0,0,1,0,1,1,1,0,0,2,679
192,"ST. LAWRENCE CONVENT, DOUBLE ROAD, 5J/3A, BARRA 2, ROOM NO 4",337,324,1,662,188,151,0,339,140,0,239,26,7,52,0,0,0,0,0,11,0,0,0,0,0,1,1,0,1,0,1,0,339
193,"POORNACHANDRA VIDHYA NIKETAN BARRA-2, ROOM NO. 2",756,635,1,1392,462,311,0,773,554,0,528,73,22,118,3,0,0,0,0,20,0,0,0,0,0,1,1,0,1,1,0,5,773
194,"POORNACHANDRA VIDHYA NIKETAN BARRA-2, ROOM NO. 3",840,661,0,1501,461,348,0,809,789,0,581,94,23,96,1,0,0,0,0,5,0,1,0,0,2,2,2,0,0,0,0,2,809
195,"MAHARSHI VIDHYA MANDIR Y BLOCK KIDWAI NAGAR ROOM NO 1",1033,739,0,1772,521,389,0,910,763,0,544,113,59,156,2,0,1,0,3,5,2,1,0,1,5,6,3,3,3,0,2,1,910
196,"MAHARSHI VIDHYA MANDIR Y BLOCK KIDWAI NAGAR ROOM NO 2",407,321,0,728,187,160,0,347,300,0,185,29,19,96,0,1,0,0,1,2,1,1,0,1,4,1,1,1,3,1,0,0,347
197,"GIRJA DEVI JR. H. SCHOOL 289 NEW SHYAM NAGAR NAUBASTAROOM NO 1",792,615,0,1407,466,347,0,813,806,0,664,18,29,87,0,2,0,0,1,5,0,0,0,0,1,1,3,0,0,0,1,1,813
198,"GIRJA DEVI JR. H. SCHOOL 289 NEW SHYAM NAGAR NAUBASTA ROOM NO 2",758,616,0,1374,404,267,0,671,141,0,520,14,17,105,0,0,0,0,0,9,0,0,0,0,0,1,3,0,0,0,0,2,671
199,"GIRJA DEVI JR. H. SCHOOL 289 NEW SHYAM NAGAR NAUBASTA ROOM NO 3",695,576,0,1271,422,283,0,705,444,0,560,26,13,91,2,1,0,0,0,3,1,1,1,1,1,3,1,0,0,0,0,0,705
200,"GIRJA DEVI JR. H. SCHOOL 289 NEW SHYAM NAGAR NAUBASTAROOM NO 4",845,739,0,1584,446,360,0,806,350,0,580,74,10,117,1,3,1,0,1,2,0,2,1,0,2,1,1,2,1,1,0,6,806
201,"ARYAVRAT INTER COLLEGE PASHUPATI NAGAR ROOM NO 1",547,493,0,1040,362,306,0,668,668,0,589,2,3,67,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,668
202,"ARYAVRAT INTER COLLEGE PASHUPATI NAGAR ROOM NO 2",449,367,0,816,272,199,0,471,469,0,394,9,7,50,0,0,0,0,0,3,0,0,0,0,1,1,3,0,0,0,0,3,471
203,"ARYAVRAT INTER COLLEGE PASHUPATI NAGAR ROOM NO 3",573,507,0,1080,337,314,0,651,651,0,542,8,10,76,1,0,0,0,0,5,0,1,0,0,0,3,4,0,0,1,0,0,651
204,"ARYAVRAT INTER COLLEGE PASHUPATI NAGAR ROOM NO 4",297,269,0,566,176,153,0,329,329,0,276,2,8,32,0,0,0,0,1,0,1,0,1,1,2,0,2,0,0,0,1,2,329
205,"PREM BALIKA INTER COLLEGE HAMIRPUR  ROAD ROOM NO 1",732,625,0,1357,420,319,0,739,653,0,608,34,10,62,3,0,0,0,0,9,1,1,0,2,3,2,0,0,0,1,0,3,739
206,"PREM BALIKA INTER COLLEGE HAMIRPUR  ROAD ROOM NO 2",915,810,0,1725,449,370,0,819,109,0,686,10,7,101,0,0,0,0,0,7,0,0,0,0,5,1,2,0,0,0,0,0,819
207,"PREM BALIKA INTER COLLEGE HAMIRPUR  ROAD ROOM NO 3",856,727,0,1583,510,418,0,928,168,0,735,40,16,111,3,0,0,0,2,9,0,1,1,0,1,5,2,0,0,0,0,2,928
208,"PREM BALIKA INTER COLLEGE HAMIRPUR  ROAD ROOM NO 4",398,301,0,699,176,106,0,282,277,0,157,15,6,94,0,0,0,0,0,5,0,0,0,1,2,1,1,0,0,0,0,0,282
209,"SHANTI NIKETAN VIDHYALAYA  ANAND VIHAR NEA KATH KA PUL ROOM NO 1 NAUBASTA",593,487,0,1080,272,210,0,482,475,0,381,15,14,57,0,0,0,1,0,1,0,1,0,0,2,1,4,0,1,1,0,3,482
210,"SHANTI NIKETAN VIDHYALAYA  ANAND VIHAR NEA KATH KA PULROOM NO 2 NAUBASTA",498,409,0,907,284,195,0,479,475,0,376,14,15,65,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,3,0,0,479
211,"SHANTI NIKETAN VIDHYALAYA  ANAND VIHAR NEA KATH KA PULROOM NO 3 NAUBASTA",582,488,0,1070,328,260,0,588,587,0,407,33,9,105,1,1,0,0,1,11,0,1,1,2,1,3,4,1,3,1,1,2,588
212,"SHANTI NIKETAN VIDHYALAYA  ANAND VIHAR NEA KATH KA PULROOM NO 4 NAUBASTA",734,647,0,1381,426,339,0,765,765,0,590,31,23,98,2,0,0,0,1,9,0,0,0,0,1,0,3,4,0,0,1,2,765
