"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
128,"RAIPUR KHAS",812,613,0,1425,517,303,0,820,251,0,35,319,162,249,8,3,1,1,2,0,1,5,2,7,9,3,0,2,2,2,2,4,1,820
129,BHAGAUTIPUR,417,338,0,755,252,209,0,461,461,0,241,159,12,31,1,0,1,0,0,0,1,1,0,1,0,4,3,4,0,0,1,0,1,461
130,BAHLOLPUR,459,391,0,850,284,211,0,495,493,0,169,220,67,9,1,1,0,0,2,0,1,1,2,1,2,7,3,2,0,3,3,0,1,495
131,NASRULLAHPUR,204,170,0,374,158,129,0,287,275,0,89,96,23,62,0,2,0,0,1,0,1,0,1,0,1,4,1,2,0,2,1,0,1,287
132,DHARAMPUR,438,323,0,761,322,175,0,497,300,0,120,39,163,94,4,2,5,0,6,1,3,2,0,2,0,6,0,1,3,1,43,1,1,497
133,AZIZPUR,249,192,1,442,216,150,0,366,366,0,43,4,250,8,1,0,3,1,1,0,0,0,0,3,0,8,2,0,2,3,37,0,0,366
134,CHAUKHARIYA,160,101,0,261,128,91,0,219,200,0,6,10,172,0,2,0,6,0,1,0,0,0,1,0,0,0,2,1,10,0,8,0,0,219
135,"PUNTHAR DEHAMAFI",398,273,0,671,260,145,0,405,200,0,9,202,140,4,1,2,0,0,0,1,0,0,0,0,0,0,17,10,3,10,5,1,0,405
136,SINAULI,501,384,1,886,320,213,0,533,533,0,22,251,182,29,1,5,3,0,3,1,2,2,0,3,5,4,1,4,1,3,10,0,1,533
137,"PACHRAULI MAHADEVPUR",882,714,0,1596,671,495,0,1166,951,0,43,668,323,62,5,3,2,1,2,2,2,3,1,6,9,6,1,8,7,1,11,0,0,1166
138,"SOOKHA NAGLA MAJRA PACHRAULI MAHADEVPUR",186,156,0,342,156,130,0,286,276,0,106,161,5,3,0,1,0,0,1,0,0,0,0,2,2,3,1,1,0,0,0,0,0,286
139,"KATRA RAHMAT KHAN",793,625,0,1418,448,359,0,807,807,0,52,54,158,496,4,0,0,1,1,3,0,4,7,10,0,5,0,1,3,2,3,1,2,807
140,"KATRA RAHMAT KHAN",526,417,0,943,311,265,0,576,572,0,73,46,44,386,1,1,0,0,0,1,3,1,1,1,1,6,3,1,0,1,4,1,1,576
141,"HAMIRPUR KHAS",657,514,1,1172,392,244,0,636,635,0,99,144,82,284,1,4,1,0,0,0,5,0,0,2,1,4,1,6,0,0,2,0,0,636
142,"HAMIRPUR KHAS",657,487,0,1144,436,323,0,759,635,0,52,343,37,313,0,1,0,2,1,1,1,0,0,1,0,1,1,0,1,2,1,0,1,759
143,"HAMIRPUR KHAS",703,572,0,1275,428,321,0,749,384,0,19,201,84,423,2,0,1,1,0,3,2,0,4,2,2,1,1,0,0,2,0,0,1,749
144,"HAMIRPUR KHAS",731,625,0,1356,400,315,0,715,712,0,12,5,121,526,8,2,0,2,0,0,1,2,0,1,2,3,2,2,8,13,3,2,0,715
145,MAURASHIDABAD,609,504,0,1113,434,314,0,748,745,0,118,187,29,377,4,1,1,2,2,0,1,3,1,1,1,5,7,3,0,3,2,0,0,748
146,MAURASHIDABAD,551,427,0,978,337,247,0,584,584,0,72,286,40,160,2,0,1,0,0,2,1,1,3,1,4,3,1,3,0,1,0,1,2,584
147,"NAGAR PALIKA KAIMGANJ",412,368,0,780,243,192,0,435,435,0,5,112,46,246,2,1,0,2,0,0,0,0,1,0,0,0,3,2,2,5,6,2,0,435
148,"NAGAR PALIKA KAIMGANJ",482,399,0,881,269,203,0,472,472,0,2,208,60,192,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,3,1,0,472
149,"NAGAR PALIKA KAIMGANJ",579,500,0,1079,346,279,0,625,625,0,13,444,38,109,0,1,0,1,0,1,0,1,0,0,0,2,2,5,1,2,3,1,1,625
150,"NAGAR PALIKA KAIMGANJ",495,426,0,921,296,233,0,529,376,0,44,365,36,59,1,2,0,3,2,0,1,0,1,0,1,4,0,2,1,2,3,0,2,529
151,"NAGAR PALIKA KAIMGANJ",506,447,0,953,312,244,0,556,556,0,22,409,43,70,0,1,1,1,0,0,0,1,0,0,1,2,0,1,0,0,3,0,1,556
152,"NAGAR PALIKA KAIMGANJ",746,655,1,1402,413,413,0,826,600,0,8,708,70,27,1,0,1,3,0,0,1,0,0,1,1,1,2,1,0,0,1,0,0,826
153,"NAGAR PALIKA KAIMGANJ",505,422,1,928,305,245,0,550,490,0,10,338,59,127,2,0,1,4,0,0,0,0,0,1,1,0,1,4,0,1,0,0,1,550
154,"NAGAR PALIKA KAIMGANJ",516,493,0,1009,300,224,0,524,508,0,73,307,47,85,0,0,0,1,0,0,1,0,0,0,0,1,3,1,0,0,4,1,0,524
155,"NAGAR PALIKA KAIMGANJ",607,495,0,1102,391,266,0,657,610,0,14,497,77,63,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,657
156,"NAGAR PALIKA KAIMGANJ",498,453,0,951,318,230,0,548,540,0,3,405,31,83,1,1,0,2,0,0,0,1,0,0,1,2,2,8,2,1,0,2,3,548
157,"NAGAR PALIKA KAIMGANJ",643,526,0,1169,373,308,0,681,677,0,30,562,34,21,7,0,0,1,1,0,2,0,1,1,6,0,0,5,1,0,5,2,2,681
158,"NAGAR PALIKA KAIMGANJ",537,427,0,964,365,245,0,610,594,0,27,440,16,108,1,0,0,6,0,0,0,1,1,0,0,0,0,3,1,1,4,0,1,610
159,"NAGAR PALIKA KAIMGANJ",784,648,0,1432,450,319,0,769,769,0,44,268,92,321,3,1,4,1,0,1,2,2,0,1,0,2,1,9,2,3,7,2,3,769
160,"NAGAR PALIKA KAIMGANJ",862,721,0,1583,547,417,0,964,890,0,45,213,49,584,10,1,2,1,0,5,3,2,1,2,3,7,3,10,2,11,5,0,5,964
161,"NAGAR PALIKA KAIMGANJ",694,622,0,1316,450,357,0,807,757,0,25,595,122,23,0,2,1,2,0,0,1,4,0,0,3,5,2,4,1,0,12,3,2,807
162,"NAGAR PALIKA KAIMGANJ",559,463,0,1022,335,232,0,567,567,0,111,324,92,32,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,567
163,"NAGAR PALIKA KAIMGANJ",692,609,0,1301,492,333,0,825,825,0,19,610,165,15,1,1,0,0,0,1,0,0,0,1,0,1,4,3,1,1,1,0,1,825
164,"NAGAR PALIKA KAIMGANJ",868,702,0,1570,524,367,0,891,891,0,52,651,129,34,2,2,0,1,1,1,0,1,4,1,3,1,0,2,1,1,2,1,1,891
165,"NAGAR PALIKA KAIMGANJ",635,536,0,1171,350,307,0,657,657,0,257,211,63,101,1,1,0,0,1,1,0,0,1,0,3,6,1,2,3,0,1,1,3,657
166,"NAGAR PALIKA KAIMGANJ",448,383,0,831,236,195,0,431,431,0,4,78,50,286,2,0,0,3,0,0,0,0,2,0,0,0,1,1,0,2,1,0,1,431
167,"NAGAR PALIKA KAIMGANJ",516,427,0,943,300,212,0,512,491,0,13,127,33,315,1,2,0,0,0,0,4,0,0,1,1,2,2,2,0,6,2,1,0,512
168,"NAGAR PALIKA KAIMGANJ",751,656,0,1407,376,324,0,700,680,0,16,426,44,193,1,1,1,2,0,0,0,2,0,0,3,0,0,2,2,0,3,0,4,700
169,"NAGAR PALIKA KAIMGANJ",473,362,0,835,214,175,0,389,388,0,2,16,72,290,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,389
170,"NAGAR PALIKA KAIMGANJ",537,485,0,1022,356,313,0,669,663,0,19,109,92,420,2,1,0,0,0,0,1,2,3,0,4,2,1,3,0,2,5,2,1,669
171,SUBHANPUR,658,582,0,1240,388,309,0,697,697,0,82,82,109,395,1,3,1,1,0,0,1,3,1,1,1,1,1,1,1,1,10,0,1,697
172,"INAYATNAGAR MAJRA SUBHANPUR",238,202,0,440,147,130,0,277,277,0,55,121,89,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,277
173,MANJHOLA,820,681,0,1501,544,359,0,903,900,0,88,617,110,40,2,3,2,15,1,0,2,0,1,0,0,1,1,3,3,4,8,0,2,903
174,"GULBAZ NAGAR MAJRA MANJHOLA",197,164,0,361,130,118,0,248,136,0,195,17,26,0,0,0,0,0,0,0,1,0,0,1,0,0,6,1,1,0,0,0,0,248
175,JIJPURA,702,520,0,1222,494,262,0,756,712,0,443,141,138,3,1,0,1,2,1,0,2,0,0,2,2,7,3,4,0,0,3,1,2,756
176,"MUBARIK NAGAR MAJRA LAKHANPUR",216,182,0,398,141,136,0,277,277,0,191,62,1,18,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,277
177,LAKHANPUR,709,642,0,1351,471,403,0,874,874,0,153,368,237,30,1,1,1,1,4,2,1,2,3,7,6,11,2,6,4,3,24,4,3,874
178,MUNDAUL,758,616,0,1374,541,407,0,948,900,0,203,425,250,7,0,5,0,0,0,0,1,1,2,4,4,5,10,14,14,0,1,1,1,948
179,CHILAULI,502,396,0,898,320,236,0,556,535,0,21,394,54,57,3,1,0,1,0,1,1,5,1,2,1,4,2,0,1,0,5,1,1,556
180,CHILAULI,558,475,0,1033,331,276,0,607,607,0,25,411,100,23,0,2,1,0,2,1,2,2,0,3,7,7,0,8,2,0,6,0,5,607
181,CHILAULI,459,370,0,829,267,228,0,495,489,0,134,159,58,104,2,2,4,0,0,0,0,1,2,1,0,5,7,3,6,1,3,0,3,495
182,CHILAULI,445,397,0,842,272,185,0,457,457,0,115,179,67,74,3,1,1,3,1,0,1,0,2,0,1,3,0,0,0,0,5,0,1,457
183,CHILAULI,624,524,0,1148,294,263,0,557,465,0,87,306,80,34,2,6,1,1,2,2,1,3,2,1,5,5,3,3,1,2,10,0,0,557
184,CHILAULI,728,601,0,1329,339,291,0,630,601,0,78,391,103,11,0,3,0,0,1,1,2,0,3,2,3,8,1,1,3,1,16,1,1,630
185,IJAUR,597,470,2,1069,449,304,0,753,11,0,71,170,395,65,3,3,1,0,2,0,1,0,0,1,1,1,0,3,2,1,30,1,2,753
186,"CHYOLARA MAJRA IJAUR",562,491,0,1053,446,361,0,807,721,0,15,596,138,10,1,2,0,0,2,0,2,3,1,1,14,3,4,6,4,2,1,1,1,807
187,"SHAMBHU NAGLA MAJRA BARABIKU",208,180,0,388,172,142,0,314,309,0,1,0,275,3,0,0,3,0,4,1,0,0,0,0,0,0,0,0,3,3,21,0,0,314
188,BARABIKU,606,512,0,1118,438,342,0,780,319,0,13,596,113,15,4,0,0,0,1,0,2,1,3,1,4,3,0,6,1,1,14,0,2,780
189,BARABIKU,563,469,0,1032,420,330,0,750,605,0,265,248,172,36,0,2,0,1,0,1,1,0,1,5,3,5,3,0,0,0,7,0,0,750
190,"FATEHPUR PARIULI",525,470,0,995,326,266,0,592,587,0,168,264,76,6,0,3,2,1,1,0,0,1,1,2,3,7,15,15,6,1,16,1,3,592
191,"DEVRA MAJRA DEVRA MAHSONA",343,257,0,600,284,200,0,484,484,0,33,278,101,10,0,1,3,2,2,0,2,1,1,2,5,4,0,2,0,0,37,0,0,484
192,"MAHASONA MAJRA DEVRA MAHASONA",325,262,0,587,262,204,0,466,465,0,9,392,46,2,1,1,0,0,0,0,0,0,1,1,3,2,2,0,1,0,4,1,0,466
193,"BEHTA MURLIDHAR",184,169,0,353,169,144,0,313,313,0,1,296,8,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,2,0,0,0,313
194,HATHAURHA,663,518,0,1181,334,242,0,576,576,0,102,163,157,26,3,1,2,1,3,0,5,1,1,1,1,8,3,5,3,3,84,0,3,576
195,NAUGAUN,382,331,0,713,244,187,0,431,35,0,76,171,92,2,2,7,8,0,3,1,0,3,4,5,3,3,5,1,2,2,39,2,0,431
196,NAUGAUN,511,407,0,918,290,219,0,509,509,0,39,224,140,7,1,0,4,0,2,0,1,1,1,3,2,4,1,1,1,0,75,2,0,509
197,"RUKHAIYA KHALIKDADPUR",491,413,0,904,466,369,0,835,835,0,3,760,44,7,0,0,0,0,1,0,0,0,1,0,2,2,0,3,1,1,8,2,0,835
198,"UMRAIL MAJRA PILKHANA",521,455,0,976,365,235,0,600,510,0,35,51,318,9,2,1,14,4,9,1,2,0,2,6,0,8,4,3,10,7,110,1,3,600
199,PILKHANA,835,549,0,1384,445,220,0,665,664,0,135,149,140,59,1,1,10,1,5,2,2,4,2,5,3,14,6,1,3,3,111,3,5,665
200,"KOLA MAJRA PILKHANA",476,371,0,847,360,253,0,613,596,0,5,11,248,1,9,0,15,1,12,0,1,1,2,2,2,8,3,2,2,2,284,0,2,613
201,"BHATAH MAJRA PILKHANA",482,368,0,850,264,181,0,445,418,0,25,17,176,1,1,1,6,1,5,0,0,1,0,0,0,2,2,0,3,5,194,2,3,445
202,"BIRAHIMPUR MAJRA PILKHANA",349,281,0,630,262,196,0,458,21,0,4,3,149,0,2,0,4,1,7,0,0,1,2,0,0,1,2,2,0,4,273,3,0,458
203,"HIRAN KHUDA  MAJRA PILKHANA",400,309,0,709,308,194,0,502,491,0,4,10,252,2,0,1,7,3,3,0,1,0,2,2,0,2,3,1,1,2,205,1,0,502
204,BICHHAULI,453,338,0,791,266,210,0,476,56,0,126,132,135,12,1,2,1,0,4,2,3,3,1,0,1,1,1,0,3,1,45,0,2,476
205,NAULI,458,384,0,842,298,219,0,517,498,0,2,7,178,3,6,0,5,4,7,0,0,0,2,1,2,3,3,0,2,0,290,1,1,517
206,NAULI,511,391,0,902,351,194,0,545,545,0,39,5,205,7,0,1,18,0,8,2,0,1,0,1,2,5,3,4,1,3,238,2,0,545
207,NAULI,534,376,0,910,359,248,0,607,607,0,2,6,236,1,4,1,8,1,4,0,1,0,1,0,1,3,1,3,2,1,327,1,3,607
208,SYANI,560,435,0,995,299,243,0,542,542,0,135,126,136,43,3,1,5,0,2,0,4,0,0,2,4,2,2,3,0,1,72,1,0,542
209,SAHABGANJ,648,508,0,1156,292,266,0,558,558,0,225,192,62,18,1,0,1,1,3,0,0,0,1,0,2,2,2,2,2,0,44,0,0,558
210,KURAR,498,408,0,906,340,230,0,570,570,0,7,26,402,1,0,4,6,5,13,1,2,0,1,9,1,3,2,2,2,2,80,0,1,570
211,KURAR,612,538,0,1150,369,314,0,683,683,0,107,169,92,64,4,2,3,2,10,1,1,2,3,7,3,9,1,2,1,4,193,2,1,683
212,"GANESHPUR MAJRA KURAR",708,551,0,1259,495,388,0,883,560,0,0,15,286,7,2,3,4,1,10,0,0,1,0,3,0,2,1,4,8,1,530,3,2,883
213,"GILAUNDA MAJRA KURAR",511,432,0,943,313,241,0,554,115,0,12,29,53,2,19,2,13,5,26,2,1,2,2,2,1,6,2,1,1,2,362,6,3,554
214,"PRAHLADPUR MAJRA KURAR",370,326,0,696,270,232,0,502,245,0,103,8,94,1,8,1,4,1,4,0,1,0,1,1,0,2,1,1,1,0,267,1,2,502
215,PIPRABOJHI,254,204,0,458,201,154,0,355,355,0,6,5,158,0,4,0,1,2,1,0,0,0,0,1,1,0,0,0,1,0,171,2,2,355
216,FATANPUR,280,231,0,511,199,152,0,351,351,0,23,191,71,0,1,0,2,5,0,0,1,0,0,0,0,0,2,6,1,1,47,0,0,351
217,"BALIPUR MAJRA ATSENI",539,466,0,1005,419,324,0,743,743,0,32,8,244,6,15,0,16,0,7,0,0,2,2,4,1,5,1,4,10,2,377,4,3,743
218,KHALWARA,724,628,0,1352,516,355,0,871,870,0,1,21,304,3,4,2,9,4,9,0,0,2,2,1,1,3,2,2,2,1,489,9,0,871
219,KHALWARA,524,420,0,944,403,227,0,630,630,0,6,14,194,4,7,0,4,1,6,0,0,1,2,1,1,4,2,0,0,1,377,0,5,630
220,ATHSENI,241,194,0,435,165,136,0,301,301,0,86,41,61,0,2,1,0,1,5,1,0,1,0,0,0,2,1,0,0,0,98,1,0,301
221,"ACHARIYA BAKARPUR",349,295,0,644,217,178,0,395,395,0,85,150,96,24,0,0,2,3,1,1,1,2,0,1,1,1,1,2,0,0,24,0,0,395
222,"ACHRA TAKIPUR",448,326,0,774,279,223,0,502,460,0,25,217,91,31,3,1,5,1,2,0,0,2,0,0,0,3,0,1,0,1,118,1,0,502
223,JARHARI,498,349,0,847,365,239,0,604,604,0,47,186,182,4,1,6,7,2,4,0,0,3,2,0,3,1,0,3,2,1,150,0,0,604
224,BASAIKHERHA,343,266,0,609,239,196,0,435,435,0,13,6,201,58,2,0,0,1,2,0,0,0,2,0,0,0,0,1,3,3,141,1,1,435
225,"NAGLA VEERBAL MAJRA KOKAPUR",282,229,0,511,217,134,0,351,222,0,1,3,270,1,0,1,1,1,1,0,0,0,1,2,0,1,0,1,1,0,65,0,1,351
226,KOKAPUR,325,269,0,594,273,220,0,493,450,0,17,39,287,4,4,1,2,0,2,0,0,1,0,0,0,2,2,1,0,1,130,0,0,493
227,GATHWAYA,527,441,0,968,391,289,0,680,600,0,33,272,182,21,2,2,8,1,9,1,0,2,3,2,2,2,1,2,1,1,131,0,2,680
228,MAGTAI,173,155,0,328,164,147,0,311,300,0,0,174,107,3,0,0,0,0,1,0,0,1,1,2,2,1,0,3,3,0,12,1,0,311
229,CHANDUIYA,307,268,0,575,227,192,0,419,25,0,63,204,124,6,0,0,1,0,1,0,0,2,0,0,6,2,3,2,2,0,2,1,0,419
230,JAISINGHPUR,360,263,0,623,308,181,0,489,1,0,1,9,312,11,1,1,5,0,1,0,0,0,1,0,1,4,0,1,0,0,138,1,2,489
231,"RAMAPUR DABIR",401,349,0,750,272,198,0,470,77,0,4,19,251,12,2,0,6,2,7,0,1,0,0,2,0,1,0,1,1,0,159,0,2,470
232,"RASHIDPUR MAJRA ATHSENI",320,277,0,597,273,197,0,470,309,0,57,237,85,21,6,0,4,0,1,0,1,0,1,1,2,0,4,5,2,1,40,1,1,470
233,"PAHARHPUR MAJRA ATHSENI",332,284,0,616,199,153,0,352,341,0,40,187,52,11,1,1,0,1,0,0,3,1,0,1,1,1,1,0,0,0,50,0,1,352
234,"MILKIYA MAJRA PAHARHPUR MAJRA ATHSENI",327,271,0,598,273,223,0,496,384,0,1,454,24,2,0,3,0,0,0,0,0,0,2,0,2,0,0,1,1,0,4,0,2,496
235,"FARIDPUR MAJRA SAINTHRA",530,447,0,977,384,285,0,669,50,0,60,334,59,100,4,4,7,1,1,3,0,2,1,1,3,6,1,9,2,3,64,1,3,669
236,SAINTHRA,527,452,0,979,291,194,0,485,10,0,28,283,86,46,0,3,0,2,4,2,3,0,1,0,6,3,2,3,2,1,10,0,0,485
237,RAJPALPUR,432,338,0,770,226,184,0,410,376,0,82,245,42,22,1,1,1,1,1,0,0,0,1,0,1,2,0,1,0,0,8,0,1,410
238,LAKHANPUR,640,521,0,1161,356,272,0,628,20,0,77,279,210,6,4,7,4,1,6,1,4,0,2,3,4,3,0,5,1,0,10,0,1,628
239,ALHADADPUR,391,301,0,692,310,206,0,516,516,0,10,12,466,6,0,0,0,0,0,0,0,1,0,2,1,2,1,0,0,0,14,0,1,516
240,SILSANDA,656,557,0,1213,428,333,0,761,761,0,166,237,212,41,5,1,6,0,3,0,0,0,1,1,0,3,6,6,9,3,58,2,1,761
241,"SHIVRAI MATH",737,604,0,1341,481,353,0,834,834,0,200,288,147,111,3,3,4,2,0,0,2,2,4,1,2,6,4,4,1,0,46,0,4,834
242,JAHANPUR,406,323,0,729,228,177,0,405,388,0,70,106,65,126,1,0,0,3,5,1,1,0,1,1,0,0,0,0,0,0,25,0,0,405
243,LUDHAIYA,788,624,0,1412,605,420,0,1025,975,0,45,128,613,49,2,3,8,2,6,0,1,3,2,1,1,4,2,3,3,1,147,1,0,1025
244,BHATASA,564,459,0,1023,302,248,0,550,456,0,217,217,38,10,0,6,0,0,1,1,2,2,0,2,2,3,6,14,3,4,13,0,9,550
245,BHATASA,556,454,0,1010,335,231,0,566,566,0,107,231,60,84,4,3,2,3,0,1,2,4,1,0,1,3,7,2,3,3,30,6,9,566
246,BHATASA,175,143,0,318,103,78,0,181,181,0,9,153,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,181
247,JHABBUPUR,850,655,0,1505,529,413,0,942,942,0,32,699,76,70,3,2,4,2,2,3,2,5,3,3,9,6,6,4,3,1,4,0,3,942
248,NARSINGHPUR,634,523,0,1157,370,296,0,666,666,0,159,232,107,108,2,1,2,3,5,0,1,0,2,5,1,7,3,4,0,1,22,0,1,666
249,NARSINGHPUR,560,466,0,1026,380,257,0,637,600,0,124,265,165,11,1,2,0,2,51,0,0,1,2,1,1,5,0,0,0,1,4,0,1,637
250,MAMAPUR,427,367,0,794,271,197,0,468,468,0,67,319,24,30,1,1,0,0,0,0,2,3,2,0,3,5,4,2,0,0,1,0,4,468
251,PITAURA,610,476,0,1086,319,294,0,613,613,0,16,155,111,306,4,0,0,3,0,0,2,0,2,4,2,1,0,4,1,0,1,0,1,613
252,PITAURA,491,443,0,934,286,209,0,495,495,0,9,23,65,375,4,0,0,0,0,0,1,0,0,2,0,2,0,3,0,4,7,0,0,495
253,PITAURA,657,531,0,1188,351,295,0,646,646,0,197,263,84,49,0,0,1,0,1,0,1,4,1,4,3,19,5,3,1,5,2,0,3,646
254,BARJHALA,436,370,0,806,308,237,0,545,505,0,26,332,54,64,0,2,3,5,2,0,3,1,1,3,4,7,0,6,1,3,25,1,2,545
255,BARJHALA,500,403,0,903,318,254,0,572,572,0,67,331,58,72,0,1,0,3,0,1,1,1,1,1,3,1,2,9,2,1,14,2,1,572
256,KUBERPUR,550,467,0,1017,310,237,0,547,56,0,55,16,77,370,1,2,1,0,0,1,1,2,3,0,0,3,1,2,0,7,3,0,2,547
257,KUBERPUR,547,462,0,1009,288,276,0,564,544,0,81,29,85,348,3,1,0,2,0,0,1,0,0,2,0,1,2,2,1,1,5,0,0,564
258,KUBERPUR,489,381,1,871,289,264,0,553,530,0,5,167,99,262,0,2,0,1,1,2,0,2,1,1,1,1,0,0,1,2,4,1,0,553
259,CHILSARI,667,542,0,1209,425,318,0,743,743,0,285,268,89,64,3,2,1,1,1,0,3,1,0,0,3,7,3,4,1,1,1,2,3,743
260,ARIYARA,488,375,0,863,373,244,0,617,277,0,82,461,40,20,0,0,0,0,0,1,2,1,1,0,2,2,3,1,0,0,0,1,0,617
261,"ALIYAPUR MAJRA KISROLI",433,364,0,797,304,196,0,500,500,0,100,313,31,3,0,1,0,2,1,1,0,0,0,1,3,6,6,8,3,1,19,1,0,500
262,KISROLI,792,641,0,1433,426,355,0,781,761,0,106,366,203,39,0,4,2,4,0,3,1,1,4,3,2,2,6,7,7,2,17,0,2,781
263,"LAHRA RAJA KULIPUR",535,415,0,950,398,221,0,619,565,0,190,346,36,11,1,0,0,13,0,1,1,1,3,1,1,3,2,1,0,0,8,0,0,619
264,"PAPRHI KHURD BUZURG",424,358,0,782,292,235,0,527,521,0,138,206,141,22,1,0,0,0,0,0,0,0,0,1,2,0,1,2,2,0,10,1,0,527
265,"PAPRHI KHURD BUZURG",514,388,0,902,347,265,0,612,600,0,134,79,129,246,1,1,1,0,0,0,0,0,1,0,1,4,1,2,0,6,4,2,0,612
266,"FAREEDPUR SAIDWARHA",430,387,0,817,288,248,0,536,376,0,100,373,41,5,0,0,0,1,0,0,1,0,0,1,2,1,0,7,1,2,0,0,1,536
267,"KUINYA KHERHA",615,520,0,1135,397,334,0,731,730,0,63,489,77,39,1,3,1,2,1,1,3,2,2,3,3,12,1,5,0,1,18,2,2,731
268,RAJLAMAI,581,470,0,1051,331,281,0,612,611,0,261,273,24,34,1,0,0,1,0,1,2,0,1,0,1,5,1,3,0,0,2,0,2,612
269,"NAGLA SETH",803,648,0,1451,508,387,0,895,879,0,75,730,23,20,1,1,0,0,0,0,0,1,1,2,7,7,2,12,4,2,2,2,3,895
270,"ATAIPUR JADID",595,471,0,1066,425,321,0,746,740,0,48,474,84,114,1,0,1,1,0,1,0,1,1,3,1,3,3,4,1,1,4,0,0,746
271,"ATAIPUR JADID",702,525,0,1227,454,311,0,765,750,0,81,477,173,2,3,1,1,0,1,0,0,0,1,1,3,0,0,1,0,0,18,0,2,765
272,"ATAIPUR JADID",705,551,0,1256,413,314,0,727,712,0,50,323,119,202,2,3,0,0,1,0,1,0,1,2,1,4,1,1,0,0,16,0,0,727
273,"ATAIPUR JADID",283,224,0,507,178,142,0,320,238,0,1,0,28,286,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,320
274,"ATAIPUR KOHNA",563,433,0,996,342,237,0,579,379,0,139,356,44,15,1,2,0,0,0,0,0,0,0,0,3,3,3,3,2,2,4,1,1,579
275,"ATAIPUR KOHNA",447,384,0,831,286,235,0,521,520,0,12,219,54,213,3,1,0,1,0,0,1,0,1,0,3,1,2,4,2,2,1,0,1,521
276,"KUAN KHERHA KHAS",783,625,0,1408,476,323,0,799,799,0,78,161,267,241,6,1,2,1,1,0,6,4,2,2,1,5,1,4,1,3,10,1,1,799
277,"MIRPUR KAMRUDDINNAGAR",428,348,0,776,257,227,0,484,50,0,229,149,69,15,2,0,1,0,0,0,1,0,1,2,3,5,2,1,0,1,3,0,0,484
278,JIRKHAPUR,608,473,0,1081,336,263,0,599,502,0,172,262,76,56,0,2,2,0,1,0,2,1,3,1,0,6,1,3,0,2,8,0,1,599
279,DHAMGAWAN,259,217,0,476,133,113,0,246,234,0,50,96,34,47,3,1,0,0,3,0,0,0,1,0,0,4,2,2,0,0,2,1,0,246
280,"KHURHNA DHAMGAWAN",800,641,1,1442,464,355,0,819,778,0,161,484,40,52,3,6,4,1,2,0,1,1,1,5,3,8,1,6,0,0,36,1,3,819
281,NEEBALPUR,434,369,0,803,344,271,0,615,103,0,233,94,235,6,0,1,0,0,2,0,2,0,0,4,2,3,3,4,3,1,22,0,0,615
282,SULTANPUR,584,483,0,1067,344,283,0,627,602,0,82,326,58,72,2,4,2,2,2,1,2,1,2,2,3,3,3,3,0,0,56,0,1,627
283,"NAGLA GODAM MAJRA SULTANPUR",353,300,0,653,296,225,0,521,392,0,11,448,35,13,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,1,521
284,"HANSAPUR GAURAIPUR",792,646,0,1438,567,448,0,1015,955,0,194,569,46,172,3,1,0,0,2,4,1,0,2,3,8,2,0,6,0,0,2,0,0,1015
285,AHMADGANJ,504,409,0,913,397,276,0,673,673,0,140,377,52,58,2,3,1,0,0,0,0,1,0,1,6,3,2,6,1,2,16,0,2,673
286,AHMADGANJ,249,191,0,440,198,143,0,341,341,0,32,248,28,14,0,0,0,0,0,0,0,1,0,0,0,0,4,8,0,2,4,0,0,341
287,AHMADGANJ,248,146,0,394,196,94,0,290,290,0,91,134,37,2,0,5,0,1,0,2,1,0,0,2,1,3,3,1,0,2,0,1,4,290
