"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAIVEER SINGH","2 - MUKESH RAJPUT","3 - RAMESHWAR SINGH YADAV","4 - SALMAN KHURSHID","5 - ANJU","6 - KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT","7 - MO. TAMAJID","8 - TARIK PARVEZ","9 - DAYA SHANKAR","10 - RAMNIWAS KATHERIA","11 - ANURAG RAJPUT","12 - ANOKHEY LAL","13 - IMAMUDDIN HUSAIN HUSAIN","14 - ANSHU MAHAN","15 - KISHAN PAL SINGH","16 - MALIKHAN SINGH ADVOCATE","17 - MUKESH RAJPUT","18 - RAM KISHORE DIWEDI","19 - VIMLA DEVI","20 - VRAHMA SARAN JATAV","21 - SACHIN SINGH YADAV","22 - SURESH SARASWAT ALAIS ILLAYCHIWALA","23 - None of the Above","Total Votes Secured"
288,"HARIYALPUR MAJRA AHMADGANJ",277,226,0,503,227,188,0,415,415,0,356,14,24,8,0,0,0,0,0,0,1,0,1,0,1,3,3,2,0,0,0,0,2,415
289,MAHMADIPUR,385,330,0,715,357,266,0,623,623,0,39,564,6,8,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,623
290,"NAGLA BASOLA",519,359,0,878,351,133,0,484,80,0,50,280,102,5,0,3,4,3,0,0,5,2,1,2,8,7,2,3,0,0,2,1,4,484
291,BHAGWANPUR,498,357,0,855,270,170,0,440,380,0,102,70,170,81,2,1,0,1,0,0,1,1,0,0,0,2,1,1,2,1,2,0,2,440
292,BANSKHERHA,235,186,0,421,176,141,0,317,290,0,40,39,161,47,0,3,2,0,1,0,0,0,0,0,0,5,1,1,0,1,16,0,0,317
293,"SAMACHIPUR CHITAR",480,399,0,879,357,296,0,653,653,0,16,7,28,520,5,1,0,0,1,1,1,0,3,0,2,6,5,5,6,14,27,3,2,653
294,"ALIGARH MAJRA KUAN KHERHA WAJEER ALAM KHAN",327,232,1,560,185,95,0,280,270,0,25,185,18,35,1,1,0,0,0,0,0,2,0,0,1,3,0,6,1,0,0,0,2,280
295,"GANDUA MAJRA KUAN KHERA WAJEER ALAM KHAN",587,388,0,975,401,241,0,642,571,0,25,531,20,45,0,2,1,0,1,1,1,0,0,2,3,4,1,0,0,3,1,0,1,642
296,"CHHATRAI  MAJRA KUAN KHERHA WAJEER ALAM KHAN",751,586,0,1337,477,301,0,778,778,0,214,219,91,203,2,6,2,0,1,1,3,2,8,3,7,6,3,1,0,1,2,1,2,778
297,"GANDHIYA  MAJRA KUAN KHERHA WAJEER ALAM KHAN",303,270,0,573,260,210,0,470,465,0,1,411,37,1,2,0,3,0,0,1,0,1,0,1,3,7,0,2,0,0,0,0,0,470
298,"KUAN KHERHA WAJEER ALAM KHAN",869,667,0,1536,475,454,0,929,929,0,121,556,109,102,2,1,3,2,1,3,1,0,0,5,2,8,2,8,2,0,0,0,1,929
299,"BHUKSA  MAJRA KUAN KHERHA WAJEER ALAM KHAN",807,695,0,1502,539,392,0,931,931,0,118,730,36,8,1,2,3,0,0,1,1,0,0,1,9,5,0,9,2,0,2,1,2,931
300,"SHAH ALAMPUR  MAJRA KUAN KHERHA WAJEER ALAM KHAN",388,315,0,703,260,168,0,428,296,0,68,151,148,37,0,2,0,0,0,0,1,1,2,4,0,4,1,3,2,0,3,1,0,428
301,"SAIDPUR RAHMADADPUR",330,278,0,608,250,207,0,457,5,0,9,13,387,14,1,0,0,1,0,0,2,4,3,5,1,1,1,1,3,1,9,1,0,457
302,MUSEPUR,463,400,0,863,370,275,0,645,609,0,17,548,31,14,1,2,0,0,0,0,1,1,0,1,1,2,1,17,4,1,2,0,1,645
303,"MAHMADPUR MAJRA USEPUR",239,196,1,436,208,159,0,367,330,0,14,335,8,1,0,0,0,1,0,0,0,1,0,0,1,1,0,4,0,0,0,1,0,367
304,"NIYAMATPUR BHUKSI",641,555,0,1196,424,335,0,759,759,0,82,266,196,156,0,2,3,3,5,4,2,4,2,2,0,10,3,5,1,0,13,0,0,759
305,"BEHTA BALLU",468,328,0,796,292,177,0,469,469,0,133,178,115,4,1,7,0,2,2,0,1,0,1,0,4,7,1,2,2,1,4,0,4,469
306,"SULTANGANJ KHARENTA",615,516,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"SULTANGANJ KHARENTA",346,280,0,626,265,194,0,459,459,0,41,303,86,14,1,0,2,0,0,0,0,1,0,0,0,4,1,1,0,1,2,1,1,459
308,"DADUPUR MAJRA SULTANGANJ KHARENTA",348,290,0,638,271,194,0,465,465,0,23,230,191,1,0,3,2,0,1,2,1,0,0,0,3,0,0,2,1,0,5,0,0,465
309,"SHARIFPUR CHICHHNI",547,358,0,905,381,207,0,588,390,0,31,17,456,18,0,1,5,2,2,0,2,0,0,1,0,3,1,0,2,0,45,2,0,588
310,"JAITPUR MAJRA SHARIFPUR CHICHHNI",381,287,0,668,289,198,0,487,282,0,16,368,55,15,2,2,0,1,0,2,1,3,1,1,5,6,1,2,1,1,2,1,1,487
311,"GUTAITI DAKSHIN",461,335,0,796,288,154,0,442,404,0,37,77,228,50,4,2,3,0,0,0,0,1,0,4,1,0,1,0,5,1,25,1,2,442
312,KAILIHAI,111,87,0,198,89,57,0,146,146,0,9,3,130,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,146
313,BAJEEDPUR,558,386,0,944,425,174,0,599,599,0,9,10,553,5,0,0,2,0,1,0,1,0,0,1,1,5,0,0,0,0,11,0,0,599
314,"KASIMPUR TARAI",580,400,0,980,298,177,0,475,445,0,40,172,107,82,4,1,3,0,3,1,0,2,0,0,1,5,10,12,4,6,18,0,4,475
315,"AKBARPUR DAMODAR",371,303,0,674,208,192,0,400,395,0,39,161,94,78,2,0,1,1,1,1,0,0,0,2,0,1,0,0,2,1,16,0,0,400
316,"IMADPUR THAMARI",662,562,0,1224,440,346,0,786,730,0,45,415,230,30,0,3,0,1,2,0,1,0,2,8,7,7,3,9,8,4,9,0,2,786
317,"SIKANDARPUR MEHMOOD",617,510,0,1127,378,261,0,639,631,0,195,361,32,20,1,1,0,1,0,2,0,3,1,1,2,4,3,4,3,0,4,0,1,639
318,"SIKANDARPUR MEHMOOD",529,431,0,960,294,206,0,500,489,0,18,32,89,330,1,0,0,0,0,2,1,0,2,0,1,1,3,3,1,0,12,2,2,500
319,"NAGAR PANCHAYAT SHAMSHABAD",445,411,0,856,240,201,0,441,421,0,42,176,20,167,1,1,0,0,1,1,1,3,2,1,1,0,4,4,1,1,11,2,1,441
320,"NAGAR PANCHAYAT SHAMSHABAD",458,360,0,818,235,201,0,436,397,0,38,109,18,248,4,0,0,2,0,0,2,0,3,0,0,0,1,1,0,2,8,0,0,436
321,"NAGAR PANCHAYAT SHAMSHABAD",688,573,0,1261,328,271,0,599,594,0,55,283,103,101,2,1,2,2,2,0,2,1,0,0,2,2,1,4,2,1,31,1,1,599
322,"NAGAR PANCHAYAT SHAMSHABAD",994,737,0,1731,543,440,0,983,900,0,22,449,77,396,4,3,1,2,0,2,2,3,0,0,1,3,2,5,1,1,9,0,0,983
323,"NAGAR PANCHAYAT SHAMSHABAD",837,675,0,1512,461,340,0,801,800,0,20,18,144,584,7,2,1,3,1,1,2,1,2,2,1,2,0,1,2,4,1,1,1,801
324,"NAGAR PANCHAYAT SHAMSHABAD",622,499,0,1121,366,275,0,641,641,0,10,183,125,297,1,0,0,10,0,0,1,0,2,0,0,2,0,1,0,0,8,1,0,641
325,"NAGAR PANCHAYAT SHAMSHABAD",701,531,0,1232,411,287,0,698,698,0,19,200,209,203,3,2,0,1,2,0,3,0,0,0,2,0,0,4,1,2,45,1,1,698
326,"NAGAR PANCHAYAT SHAMSHABAD",542,439,0,981,315,233,0,548,529,0,29,86,71,341,3,0,0,1,1,1,0,1,2,0,0,0,1,0,1,5,2,2,1,548
327,"NAGAR PANCHAYAT SHAMSHABAD",493,423,0,916,288,234,0,522,514,0,15,81,56,344,5,1,1,1,0,0,1,1,1,0,0,4,0,1,0,3,5,0,2,522
328,"NAGAR PANCHAYAT SHAMSHABAD",741,671,0,1412,479,366,0,845,50,0,95,543,171,10,1,0,0,0,0,0,0,0,0,3,4,2,3,7,1,0,3,0,2,845
329,"NAGAR PANCHAYAT SHAMSHABAD",622,488,0,1110,378,273,0,651,275,0,18,89,127,389,2,0,3,3,2,0,0,0,0,0,1,2,1,7,0,2,5,0,0,651
330,"NAGAR PANCHAYAT SHAMSHABAD",922,798,0,1720,581,476,0,1057,1004,0,25,35,35,920,2,0,1,1,0,0,0,1,1,0,0,2,0,1,1,0,31,0,1,1057
331,"NAGAR PANCHAYAT SHAMSHABAD",864,654,0,1518,555,368,0,923,781,0,9,3,114,783,5,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,1,923
332,"NAGAR PANCHAYAT SHAMSHABAD",797,684,0,1481,400,287,0,687,400,0,15,316,66,264,1,0,1,0,0,2,1,3,0,2,3,1,1,5,0,3,2,1,0,687
333,"NAGAR PANCHAYAT SHAMSHABAD",928,704,0,1632,479,386,0,865,695,0,188,142,102,390,0,3,0,1,1,1,1,1,3,0,2,4,1,3,2,2,15,1,2,865
334,"NAGAR PANCHAYAT SHAMSHABAD",709,612,3,1324,531,321,0,852,852,0,13,329,81,410,0,0,0,1,1,0,0,0,1,0,0,2,2,5,0,2,3,1,1,852
335,"NAGAR PANCHAYAT SHAMSHABAD",236,215,0,451,130,116,0,246,242,0,26,173,30,2,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,7,1,0,246
336,PALIYA,315,246,0,561,215,155,0,370,321,0,51,168,133,1,0,0,2,0,1,0,2,1,0,0,4,1,0,1,0,0,3,1,1,370
337,UGARPUR,498,410,1,909,314,238,0,552,549,0,55,225,175,12,0,2,3,0,0,1,2,2,1,1,3,1,5,20,17,3,22,0,2,552
338,UGARPUR,570,444,0,1014,315,218,0,533,498,0,119,141,231,3,0,2,2,0,4,1,1,0,0,1,0,2,0,1,0,1,24,0,0,533
339,"RASEEDPUR TARAI",356,253,0,609,271,179,0,450,450,0,84,302,21,13,0,0,3,0,0,0,1,0,0,0,5,0,1,3,0,0,15,2,0,450
340,NAIGAWAN,483,414,0,897,330,230,0,560,560,0,7,494,22,7,2,1,0,0,1,0,2,1,1,2,5,1,0,6,0,3,3,1,1,560
341,NAIGAWAN,454,359,0,813,267,192,0,459,459,0,29,379,26,7,1,0,0,1,0,1,0,0,0,0,4,3,0,2,0,0,5,0,1,459
342,"PAHARHPUR BAIRAGAR",688,535,0,1223,423,303,0,726,694,0,127,287,127,45,2,3,5,2,3,1,1,1,1,0,4,1,11,20,3,0,78,2,2,726
343,"KHWAJA AHEMADPUR KATIYA",616,489,0,1105,451,316,0,767,101,0,85,613,36,12,0,0,1,3,0,0,2,0,0,1,3,3,1,1,0,0,5,1,0,767
344,HASANPUR,375,308,0,683,278,243,0,521,502,0,21,478,9,1,0,0,0,0,0,0,0,0,1,1,3,1,1,5,0,0,0,0,0,521
345,"MUBARIKPUR MAJRA ALEHPUR PEET DHAULESHWAR",329,250,0,579,205,165,0,370,370,0,100,203,34,21,0,1,2,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,0,370
346,"RAMAPUR JASU",540,448,0,988,499,365,0,864,864,0,30,754,47,2,0,1,1,0,0,1,0,0,0,1,3,0,2,11,0,1,9,0,1,864
347,"LALAUR JUNNARDARAN",424,314,0,738,275,188,0,463,450,0,120,249,51,4,1,1,1,0,2,1,0,0,3,3,5,5,5,4,0,0,7,0,1,463
348,"LALAUR RAJPUTAN",548,413,0,961,349,245,0,594,590,0,195,225,141,4,0,0,0,0,2,0,1,2,0,2,3,9,0,4,1,0,3,0,2,594
349,"SAMASPUR BHIKHARI",278,206,0,484,198,134,0,332,332,0,9,283,24,5,0,1,0,3,0,0,1,0,0,1,2,1,0,2,0,0,0,0,0,332
350,"ALHEPUR PEET DHAULESHWAR",512,413,0,925,265,244,0,509,509,0,147,181,37,118,2,1,0,0,0,1,0,0,1,1,2,6,0,1,1,0,10,0,0,509
351,"ALHEPUR PEET DHAULESHWAR",669,518,0,1187,450,369,0,819,819,0,71,520,42,140,2,4,2,3,1,0,3,0,2,1,6,10,1,1,1,0,8,1,0,819
352,KUIYANDHEER,566,452,0,1018,343,251,0,594,590,0,32,366,130,21,0,4,2,0,0,1,0,2,0,1,2,8,2,6,1,0,15,0,1,594
353,PASIYAPUR,523,415,0,938,316,239,0,555,483,0,97,278,111,13,2,4,1,0,2,1,3,1,1,2,4,10,3,8,3,1,9,0,1,555
354,MURAITHI,644,535,0,1179,517,290,0,807,807,0,2,28,650,3,3,1,8,0,2,0,1,1,3,2,0,4,1,2,1,0,92,2,1,807
355,MURAITHI,553,473,0,1026,410,251,0,661,661,0,53,44,406,1,2,1,4,3,4,1,1,2,1,1,2,4,3,1,1,3,121,0,2,661
356,"KUIYAN SANT",357,310,0,667,282,201,0,483,483,0,6,304,35,104,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,1,27,0,0,483
357,"MUJJAFFAR PATTI",297,210,0,507,166,127,0,293,293,0,14,50,125,26,0,1,3,1,0,0,0,1,1,1,0,1,1,1,0,0,67,0,0,293
358,DELELGANJ,863,669,0,1532,518,398,0,916,610,0,44,577,215,17,2,3,3,3,0,0,0,1,0,1,2,1,0,1,0,2,42,2,0,916
359,"KARANPUR GANGTARA",378,306,0,684,200,186,0,386,378,0,8,211,12,121,1,1,2,0,1,1,0,4,2,1,7,3,2,2,0,3,4,0,0,386
360,"ADDUPUR DEHAMAFI",541,438,0,979,414,305,0,719,719,0,41,241,368,1,0,0,3,3,0,0,3,2,0,2,1,3,0,3,5,0,40,1,2,719
361,"GHAMUIYA RASOOLPUR",416,343,0,759,312,247,0,559,555,0,92,374,58,15,0,1,1,1,0,0,0,1,0,1,1,0,0,2,0,0,10,1,1,559
362,"SAHSA JAGDISHPUR",264,218,0,482,190,152,0,342,336,0,29,229,46,8,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,23,0,1,342
363,"RASHEEDPUR MAI",474,377,0,851,317,237,0,554,200,0,49,280,174,7,1,1,1,1,0,0,3,1,0,3,2,2,2,5,2,0,20,0,0,554
364,"NAGLA MUKUT MAJRA HADIDADPUR MAI",320,248,0,568,183,145,0,328,300,0,80,126,32,56,2,3,3,0,0,1,1,1,1,0,2,0,3,2,0,2,11,1,1,328
365,"HADIDADPUR MAI",397,349,0,746,231,221,0,452,452,0,107,204,86,5,2,3,0,2,3,0,1,2,2,5,2,2,0,2,0,1,22,0,1,452
366,"TURK LALAI",720,648,0,1368,383,348,0,731,703,0,109,429,56,92,1,2,0,1,0,0,1,1,0,1,0,4,3,4,2,1,23,0,1,731
367,"AMLAIYA MUKERI",464,357,0,821,243,187,0,430,415,0,214,156,35,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,1,430
368,"SALEMPUR DUNDEMAI",772,550,0,1322,592,378,0,970,700,0,124,28,512,210,5,2,3,1,3,1,2,0,0,3,0,0,2,2,3,1,68,0,0,970
369,"SALEMPUR DUNDEMAI",289,252,0,541,149,129,0,278,276,0,15,116,27,107,0,1,0,0,0,1,1,0,1,0,2,0,2,1,0,1,1,0,2,278
370,BURHANPUR,316,268,0,584,195,152,0,347,347,0,40,29,51,214,1,1,0,2,0,0,0,0,0,0,1,0,1,3,0,3,1,0,0,347
371,JYONA,702,580,0,1282,458,362,0,820,818,0,170,195,396,4,1,1,1,1,3,0,0,0,3,4,3,10,1,1,1,0,24,1,0,820
372,JYONA,546,454,0,1000,411,283,0,694,694,0,137,158,318,9,0,3,5,2,2,1,5,1,0,2,4,8,2,1,1,1,32,0,2,694
373,JYONI,722,587,0,1309,446,350,0,796,796,0,168,309,158,81,5,3,2,1,1,3,4,1,5,2,5,16,1,4,4,2,16,1,4,796
374,KUTUBUDDINPUR,545,405,0,950,367,212,0,579,441,0,62,10,302,10,2,0,4,2,13,1,0,0,2,2,2,6,2,2,0,1,152,2,2,579
375,"NAGLA DAMU",643,509,0,1152,421,350,0,771,771,0,112,483,69,48,1,3,3,0,3,1,0,1,1,2,6,5,2,3,0,1,23,1,3,771
376,"SIKANDARPUR MAJRA NAHROSA",466,368,1,835,263,212,0,475,365,0,112,209,35,42,2,0,6,2,5,0,3,2,1,2,2,6,0,2,1,0,43,0,0,475
377,BABURARA,510,358,0,868,287,179,0,466,339,0,68,157,72,4,3,0,7,1,3,0,1,0,0,1,2,3,3,3,0,0,137,1,0,466
378,VEERPUR,810,600,0,1410,525,338,0,863,863,0,77,329,110,38,1,2,4,2,2,0,1,2,1,2,1,1,4,1,3,3,277,1,1,863
379,CHANDNI,445,327,0,772,203,227,0,430,428,0,72,160,17,141,6,0,1,0,1,0,0,1,2,2,1,3,1,4,0,2,15,0,1,430
380,"IMADPUR SAMACHIPUR",548,427,1,976,365,237,0,602,598,0,133,277,82,5,0,1,4,3,3,0,1,0,2,4,5,13,3,3,1,0,60,2,0,602
381,"MARHIYA MAJRA IMADPUR SAMACHIPUR",338,240,0,578,271,176,0,447,336,0,1,5,355,0,2,1,4,0,1,0,1,0,0,1,0,2,0,1,2,0,69,0,2,447
382,"SAMACHIPUR MAJRA ATHRUIYA",309,252,0,561,269,198,0,467,465,0,9,362,47,10,11,0,7,1,0,0,0,0,0,0,0,0,5,0,0,14,1,0,0,467
383,"SALEMPUR MAJRA TYORI",505,408,0,913,431,310,0,741,740,0,53,622,12,14,2,2,3,0,0,0,0,0,0,0,8,4,1,7,0,0,13,0,0,741
384,ATHRUIYA,345,304,0,649,247,154,0,401,401,0,64,254,19,7,2,2,2,0,1,1,0,0,1,0,0,2,1,2,1,0,39,0,3,401
385,"NAGLA GUALRIYA MAJRA KANASI",213,171,0,384,189,138,0,327,327,0,3,250,57,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4,1,0,8,0,0,327
386,KANASI,464,400,0,864,280,207,0,487,266,0,15,330,112,12,0,0,0,0,0,0,1,0,0,0,1,1,0,5,0,1,7,0,2,487
387,BAMRULIYA,227,161,0,388,204,109,0,313,158,0,22,260,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,313
388,"TYORI ISMAILPUR",424,347,0,771,297,196,0,493,493,0,28,274,129,13,0,1,2,0,3,0,0,0,1,0,5,2,1,2,0,2,30,0,0,493
389,KARHIULI,594,486,0,1080,381,276,0,657,657,0,34,89,61,13,3,3,16,2,24,1,0,0,1,8,1,7,1,3,1,1,385,1,2,657
390,"NAGLA LAHAURI MAJRA DHARRA SHADI NAGAR",375,293,0,668,325,213,0,538,537,0,1,5,363,1,1,2,2,1,7,1,0,0,0,1,0,3,1,3,1,2,137,1,5,538
391,"DHARRA SHADI NAGAR",414,284,0,698,274,164,0,438,438,0,19,21,113,1,5,0,4,1,5,1,0,0,2,0,0,1,1,2,0,0,261,1,0,438
392,GUTHINA,774,566,0,1340,489,365,0,854,854,0,143,208,29,59,2,5,14,11,15,4,0,2,5,1,3,4,3,3,1,2,339,0,1,854
393,"NAGLA NANKAR MAJRA PARIULI KHARDAI",413,323,0,736,329,223,0,552,405,0,55,41,11,1,1,1,2,1,4,0,0,0,0,1,0,0,0,0,0,1,428,4,1,552
394,"NAGLA CHAMPAT MAJRA NAGLA KEL",209,153,0,362,165,109,0,274,274,0,2,6,64,3,0,0,4,0,4,0,0,0,1,0,0,0,0,2,1,0,186,1,0,274
395,"NAGLA KEL",565,418,0,983,368,252,0,620,620,0,36,56,61,59,5,3,24,10,17,1,2,1,3,0,1,9,2,1,2,4,321,1,1,620
396,BIJAURI,446,304,0,750,247,115,0,362,341,0,36,82,52,7,1,1,6,7,7,1,1,0,1,0,0,4,0,1,2,0,152,1,0,362
397,"NAGLA MANA MAJRA BIJAURI",362,282,0,644,310,212,0,522,522,0,3,1,78,3,2,2,3,2,9,1,0,0,2,1,0,2,0,3,3,2,404,1,0,522
398,"HARDUA MAJRA BABNA",363,281,0,644,278,220,0,498,498,0,1,9,400,1,0,0,1,0,1,0,0,0,2,2,0,1,0,4,0,1,75,0,0,498
399,BABNA,683,614,0,1297,361,273,0,634,629,0,123,83,43,92,5,5,1,6,12,2,1,3,3,1,1,5,1,1,0,3,240,3,0,634
400,BABNA,298,216,0,514,231,110,0,341,339,0,1,0,57,0,0,1,2,0,3,0,1,1,0,1,0,1,3,2,1,0,263,2,2,341
