"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
137,"COSMOPOLITON PUBLIC SCHOOL HARTHALA SONAKPUR ROOM 4",469,398,0,867,196,165,0,361,100,0,1,6,37,170,125,0,0,0,0,0,4,13,1,0,2,1,0,0,1,361
138,"RAMCHANDRA SHARMA KANYA INTER COLLEGE ROOM 1",808,744,0,1552,459,371,0,830,790,0,2,41,30,710,18,0,0,4,0,0,0,11,0,0,5,1,2,2,4,830
139,"RAMCHANDRA SHARMA KANYA INTER COLLEGE ROOM 2",715,676,1,1392,340,243,0,583,575,0,2,44,35,355,133,1,2,0,0,0,0,8,1,0,0,1,0,0,1,583
140,"RAMCHANDRA SHARMA KANYA INTER COLLEGE ROOM 8",581,550,0,1131,390,294,0,684,673,0,3,25,14,603,10,1,1,1,1,2,1,10,1,0,6,2,0,0,3,684
141,"K.K. JUNIOR HIGH SCHOOL ROOM 1",606,521,0,1127,292,225,0,517,352,0,1,88,9,388,16,0,0,0,1,1,0,10,0,0,0,0,0,2,1,517
142,"K.K. JUNIOR HIGH SCHOOL ROOM 2",463,461,0,924,257,195,0,452,452,0,0,39,24,329,45,0,0,0,0,0,0,5,0,0,2,3,1,2,2,452
143,"RAMCHANDRA SHARMA KANYA INTER COLLEGE ROOM 3",860,719,1,1580,481,348,0,829,774,0,2,43,23,719,13,0,0,1,0,1,0,21,0,0,1,2,0,1,2,829
144,"RAMCHANDRA SHARMA KANYA INTER COLLEGE ROOM 4",643,536,0,1179,340,298,0,638,638,0,4,26,23,556,8,0,0,0,0,1,0,10,2,1,2,2,0,0,3,638
145,"RAMCHANDRA SHARMA KANYA INTER COLLEGE ROOM 5",542,494,0,1036,276,250,0,526,345,0,2,17,6,473,6,0,0,0,0,0,0,18,0,0,1,0,0,0,3,526
146,"K.K. JUNIOR HIGH SCHOOL ROOM 3",510,428,0,938,303,254,0,557,543,0,2,25,16,460,32,1,1,2,0,0,0,12,2,0,0,2,0,0,2,557
147,"K.K. JUNIOR HIGH SCHOOL ROOM 4",513,522,0,1035,287,265,0,552,550,0,4,14,10,499,9,0,0,0,0,0,0,10,1,0,1,0,0,0,4,552
148,"RAMCHANDRA SHARMA KANYA INTER COLLEGE ROOM 6",730,698,0,1428,398,354,0,752,737,0,0,38,25,654,5,0,0,2,1,2,0,15,0,3,1,1,0,1,4,752
149,"K.G.K. INTER COLLEGE ROOM 1",518,436,0,954,315,244,0,559,3,0,5,13,31,490,11,1,0,0,0,0,0,8,0,0,0,0,0,0,0,559
150,"K.G.K. INTER COLLEGE ROOM 9",625,539,0,1164,331,300,0,631,525,0,1,17,26,558,3,8,0,0,0,0,0,11,0,0,2,1,1,0,3,631
151,"K.G.K. INTER COLLEGE ROOM 6",755,600,0,1355,422,360,0,782,760,0,0,9,48,691,16,2,1,0,0,1,1,9,0,0,1,2,0,0,1,782
152,"K.G.K. INTER COLLEGE ROOM 2",687,586,0,1273,394,301,0,695,520,0,0,18,35,608,13,4,0,0,0,0,1,12,1,0,1,0,0,0,2,695
153,"K.G.K. INTER COLLEGE ROOM 8",901,736,0,1637,468,300,0,768,730,0,5,20,77,638,6,1,0,0,0,0,0,6,1,2,3,3,0,2,4,768
154,"K.G.K. INTER COLLEGE ROOM 3",539,496,0,1035,282,232,0,514,503,0,0,22,18,449,7,0,0,0,0,0,0,10,0,0,6,0,1,0,1,514
155,"K.G.K. INTER COLLEGE ROOM 4",559,496,0,1055,297,224,0,521,488,0,1,15,45,430,8,1,0,1,0,0,2,6,1,1,5,2,2,0,1,521
156,"K.G.K. INTER COLLEGE ROOM 7",958,751,0,1709,593,400,0,993,942,0,1,19,133,798,9,1,1,0,1,0,1,17,1,0,6,2,1,1,1,993
157,"K.G.K. INTER COLLEGE ROOM 5",297,261,0,558,157,112,0,269,269,0,2,4,11,238,10,0,0,0,0,0,0,1,0,0,3,0,0,0,0,269
158,"K.G.K. DEGREE COLLEGE ROOM 1",437,370,0,807,254,201,0,455,440,0,0,15,33,393,5,0,0,0,0,0,0,4,0,1,0,1,0,0,3,455
159,"K.G.K. DEGREE COLLEGE ROOM 8",595,491,0,1086,288,214,0,502,176,0,0,23,43,421,5,0,0,1,1,0,0,3,1,0,1,0,0,0,3,502
160,"K.G.K. DEGREE COLLEGE ROOM 2",492,383,0,875,291,215,0,506,36,0,0,19,24,440,16,0,1,0,0,0,1,2,0,0,0,0,1,0,2,506
161,"K.G.K. DEGREE COLLEGE ROOM 9",836,685,0,1521,458,343,0,801,790,0,1,8,18,737,23,1,0,0,1,0,0,5,0,0,4,0,0,0,3,801
162,"K.G.K. DEGREE COLLEGE ROOM 3",524,416,0,940,323,225,0,548,400,0,0,9,4,519,7,0,0,0,0,1,1,2,0,0,1,3,0,0,1,548
163,"K.G.K. DEGREE COLLEGE ROOM 10",578,489,0,1067,360,268,0,628,628,0,1,9,38,557,7,0,1,1,0,0,0,10,0,0,2,1,1,0,0,628
164,"K.G.K. DEGREE COLLEGE ROOM 4",517,324,0,841,311,194,0,505,498,2,2,7,15,469,6,0,0,0,0,0,0,1,0,0,2,1,1,0,1,505
165,"K.G.K. DEGREE COLLEGE ROOM 11",649,477,0,1126,315,255,0,570,558,0,2,9,15,521,4,0,1,1,1,1,0,1,2,2,6,3,0,1,0,570
166,"K.G.K. DEGREE COLLEGE ROOM 5",676,449,0,1125,452,257,0,709,703,0,0,8,11,666,7,0,1,1,0,0,0,4,1,0,5,2,2,0,1,709
167,"K.G.K. DEGREE COLLEGE ROOM 12",575,482,1,1058,318,248,0,566,562,0,5,6,13,523,5,0,1,0,0,0,0,1,0,0,2,2,0,1,7,566
168,"K.G.K. DEGREE COLLEGE ROOM 6",683,577,0,1260,427,332,0,759,746,0,7,23,27,675,7,1,2,1,0,0,0,2,1,3,3,1,2,1,3,759
169,"K.G.K. DEGREE COLLEGE ROOM 7",466,382,0,848,287,249,0,536,419,0,3,11,24,483,3,0,0,0,0,1,0,4,1,1,2,1,0,0,2,536
170,"K.G.K. DEGREE COLLEGE ROOM 12",814,610,0,1424,571,366,0,937,812,0,3,25,54,820,11,1,2,0,2,0,1,2,0,2,5,2,2,1,4,937
171,"K.G.K. HOMYO PETHIK COLLEGE ROOM 1",768,608,0,1376,448,277,0,725,695,0,3,18,44,621,13,1,1,2,1,3,1,3,3,1,6,1,1,1,1,725
172,"K.G.K. HOMYO PETHIK COLLEGE ROOM 4",784,643,0,1427,538,253,0,791,640,0,6,23,111,628,12,0,0,0,0,1,0,2,0,3,4,0,0,0,1,791
173,"K.G.K. HOMYO PETHIK COLLEGE ROOM 2",345,298,0,643,200,135,0,335,320,0,0,39,28,215,42,1,0,0,0,1,0,6,0,0,0,0,0,1,2,335
174,"K.G.K. HOMYO PETHIK COLLEGE ROOM 3",797,565,0,1362,331,223,0,554,542,0,1,60,28,436,17,0,0,0,0,0,1,6,0,0,2,2,0,0,1,554
175,"BASIC PRIMARY SCHOOL KUNDANPUR ROOM 1",847,623,0,1470,548,361,0,909,883,0,1,15,34,824,12,0,2,0,1,1,1,6,0,1,7,2,0,0,2,909
176,"BASIC PRIMARY SCHOOL KUNDANPUR ROOM 3",674,535,0,1209,371,281,0,652,631,0,2,8,22,593,8,0,1,1,1,4,2,0,1,0,4,2,1,1,1,652
177,"BASIC PRIMARY SCHOOL KUNDANPUR ROOM 2",935,717,1,1653,701,491,0,1192,1103,0,9,15,15,1107,15,0,0,2,1,4,1,4,3,0,9,3,0,0,4,1192
178,"GOVT. KANYA INTER COLLEGE ROOM 1",783,529,0,1312,505,305,0,810,801,0,0,16,52,712,4,0,0,1,0,1,1,14,4,0,1,2,0,0,2,810
179,"GOVT. KANYA INTER COLLEGE ROOM 2",677,531,0,1208,431,330,0,761,739,0,1,2,25,704,4,1,0,1,0,1,0,4,1,0,7,0,1,0,9,761
180,"PRIMARY SCHOOL DHAKKA ROOM 1",638,480,0,1118,384,243,0,627,607,0,2,10,9,212,369,4,0,1,1,2,1,3,3,1,3,4,1,0,1,627
181,"PRIMARY SCHOOL DHAKKA ROOM 2",1138,826,0,1964,599,411,0,1010,917,0,2,15,22,621,313,3,0,2,0,2,1,1,2,1,9,4,2,5,5,1010
182,"KANYA HYER SECONDARY SCHOOL KUNDANPUR  ROOM 1",876,713,1,1590,474,397,0,871,833,0,0,18,33,778,25,0,0,0,1,1,0,7,2,1,3,0,1,0,1,871
183,"KANYA HYER SECONDARY SCHOOL KUNDANPUR  ROOM 5",805,671,0,1476,476,354,0,830,286,0,2,15,24,719,47,0,0,0,0,0,1,5,2,0,10,4,1,0,0,830
184,"KANYA HYER SECONDARY SCHOOL KUNDANPUR   ROOM 2",489,422,0,911,371,269,0,640,20,0,0,13,35,563,22,0,0,0,0,0,0,6,0,0,1,0,0,0,0,640
185,"KANYA HYER SECONDARY SCHOOL KUNDANPUR  ROOM 6",656,610,0,1266,369,352,0,721,698,0,0,4,50,632,20,0,0,0,0,0,1,10,1,0,1,0,0,1,1,721
186,"KANYA HYER SECONDARY SCHOOL DHAKKA ROOM 3",839,688,0,1527,625,330,0,955,762,0,2,34,86,790,12,1,0,0,0,0,0,15,0,2,3,5,0,1,4,955
187,"SWAROOPI DEVI MEMORIAL INTER COLLEGE RAMLEELA GROUND ROOM 1",567,448,0,1015,347,316,0,663,356,0,1,12,50,575,7,0,1,0,0,1,1,3,0,1,4,2,0,1,4,663
188,"SWAROOPI DEVI MEMORIAL INTER COLLEGE RAMLEELA GROUND ROOM 2",353,281,0,634,178,137,0,315,290,0,0,1,24,271,2,0,0,0,0,1,1,2,0,0,5,3,0,0,5,315
189,"KANYA HYER SECONDARY SCHOOL OLD BUILDING",829,762,0,1591,548,471,0,1019,1008,0,1,17,115,856,18,0,1,0,2,0,1,3,1,0,3,1,0,0,0,1019
190,"PRIMARY SCHOOL MENATHER ROOM 1",814,650,0,1464,609,458,0,1067,1000,0,5,12,432,369,206,4,2,2,1,2,1,2,3,8,7,4,1,2,4,1067
191,"PRIMARY SCHOOL MENATHER ROOM 2",510,449,0,959,350,272,0,622,613,0,7,4,14,6,569,3,0,1,1,0,2,6,0,4,0,3,0,1,1,622
192,"PRIMARY SCHOOL MENATHER ROOM 4",515,398,0,913,317,216,0,533,530,0,4,3,18,16,479,3,0,1,1,0,2,1,1,0,1,2,0,0,1,533
193,"PRIMARY SCHOOL MENATHER ROOM 3",513,417,0,930,293,233,0,526,521,0,2,9,13,45,422,2,2,0,0,0,11,2,0,1,3,8,0,1,5,526
194,"KANYA PRIMARY SCHOOL MAJHOLA ROOM 1",568,553,1,1122,402,395,0,797,795,0,1,28,80,630,35,0,0,1,0,1,0,13,1,1,1,2,0,1,2,797
195,"KANYA PRIMARY SCHOOL MAJHOLA ROOM 2",516,491,0,1007,375,353,0,728,714,0,7,8,28,644,16,0,1,0,0,0,0,20,0,0,1,0,0,0,3,728
196,"KANYA PRIMARY SCHOOL MAJHOLA ROOM 3",558,504,0,1062,407,338,0,745,645,0,0,4,31,692,15,0,0,0,0,0,0,0,0,1,2,0,0,0,0,745
197,"PRIMARY SCHOOL BALAK MAJHOLA ROOM 2",938,726,0,1664,618,431,0,1049,1049,0,1,10,128,864,13,1,1,0,4,2,0,11,1,1,7,1,1,1,2,1049
198,"PRIMARY SCHOOL BALAK MAJHOLA ROOM 3",698,646,0,1344,491,393,0,884,815,0,0,19,178,663,8,1,1,2,0,0,0,3,0,1,2,2,0,0,4,884
199,"PRIMARY SCHOOL BALAK MAJHOLA ROOM 1",674,523,0,1197,419,335,0,754,754,0,3,11,28,680,6,1,2,0,3,2,0,0,1,1,7,3,3,2,1,754
200,"JUNIOR HIGH SCHOOL MAJHOLA ROOM 1",649,527,0,1176,447,352,0,799,795,0,3,16,192,538,15,0,0,2,0,0,0,12,3,2,6,3,3,0,4,799
201,"JUNIOR HIGH SCHOOL MAJHOLA ROOM 3",608,558,0,1166,400,331,0,731,731,0,2,21,212,449,25,0,0,0,0,0,0,11,0,2,5,1,1,0,2,731
202,"JUNIOR HIGH SCHOOL MAJHOLA ROOM 2",685,560,0,1245,392,290,0,682,676,0,3,22,98,520,20,0,0,1,1,1,0,8,0,0,5,1,1,0,1,682
203,"BANATUL KURESHI HYER SECONDARY SCHOOL ROOM 1",764,614,0,1378,412,214,0,626,618,0,1,13,135,8,465,1,0,0,0,0,0,0,0,0,0,3,0,0,0,626
204,"BANATUL KURESHI HYER SECONDARY SCHOOL ROOM 2",859,715,0,1574,487,268,0,755,740,0,1,21,114,9,595,1,1,0,1,0,1,2,0,0,0,4,2,1,2,755
205,"BANATUL KURESHI HYER SECONDARY SCHOOL ROOM 3",561,426,0,987,342,207,0,549,310,0,1,16,105,7,414,0,1,0,1,0,1,2,0,0,1,0,0,0,0,549
206,"BANATUL KURESHI HYER SECONDARY SCHOOL ROOM 4",471,389,1,861,306,156,0,462,435,0,0,1,31,9,410,0,1,0,0,0,4,1,1,1,1,0,0,0,2,462
207,"BANATUL KURESHI HYER SECONDARY SCHOOL ROOM 6",489,440,0,929,294,137,0,431,427,0,0,1,7,10,395,2,0,0,4,0,7,1,0,2,0,2,0,0,0,431
208,"BANATUL KURESHI HYER SECONDARY SCHOOL ROOM 5",415,324,0,739,262,132,0,394,394,0,0,6,130,4,250,1,0,0,0,0,0,0,0,0,0,2,0,0,1,394
209,"BANATUL KURESHI HYER SECONDARY SCHOOL ROOM 7",501,413,0,914,316,152,0,468,452,0,0,6,204,3,240,1,0,0,0,0,3,1,0,1,2,2,1,0,4,468
210,"H.S.B. INTER COLLEGE DAKSHIN WING ROOM 1",661,539,0,1200,405,185,0,590,588,0,0,12,109,5,454,2,1,0,0,0,0,1,0,2,2,1,0,1,0,590
211,"H.S.B. INTER COLLEGE DAKSHIN WING ROOM 5",550,440,0,990,328,152,0,480,460,0,3,12,57,5,393,2,0,0,0,0,2,0,0,0,3,1,0,0,2,480
212,"H.S.B. INTER COLLEGE DAKSHIN WING ROOM 2",674,531,0,1205,301,281,0,582,563,0,3,6,42,16,502,1,0,1,0,0,2,4,1,0,2,0,0,0,2,582
213,"H.S.B. INTER COLLEGE DAKSHIN WING ROOM 6",620,492,0,1112,354,172,0,526,526,0,1,5,36,17,458,0,0,0,0,0,3,1,0,0,0,2,1,0,2,526
214,"H.S.B. INTER COLLEGE DAKSHIN WING ROOM 3",777,716,1,1494,468,302,0,770,763,0,1,4,247,5,503,5,0,0,0,0,1,0,0,0,0,1,0,0,3,770
215,"H.S.B. INTER COLLEGE DAKSHIN WING ROOM 4",595,491,0,1086,308,154,0,462,454,0,0,3,78,1,368,0,0,0,0,0,1,0,0,0,2,6,0,1,2,462
216,"H.S.B. INTER COLLEGE MADHYA WING ROOM 1",446,415,0,861,249,123,0,372,363,0,0,6,109,4,250,1,0,0,0,0,0,0,0,0,1,1,0,0,0,372
217,"H.S.B. INTER COLLEGE MADHYA WING ROOM 7",451,425,0,876,196,126,0,322,3,0,1,4,95,6,213,0,0,0,0,0,0,1,0,1,1,0,0,0,0,322
218,"H.S.B. INTER COLLEGE MADHYA WING ROOM 2",600,470,0,1070,409,266,0,675,14,0,2,5,37,474,135,1,1,0,0,0,1,0,1,1,10,6,0,0,1,675
219,"H.S.B. INTER COLLEGE MADHYA WING ROOM 3",492,405,0,897,307,202,0,509,508,0,2,7,13,46,423,0,0,1,0,0,7,4,0,0,0,3,1,1,1,509
220,"H.S.B. INTER COLLEGE MADHYA WING ROOM 5",604,464,0,1068,364,213,0,577,502,0,0,7,12,6,541,2,0,0,2,0,0,3,0,0,2,0,0,1,1,577
221,"H.S.B. INTER COLLEGE MADHYA WING ROOM 4",581,433,0,1014,352,205,0,557,554,0,1,6,3,5,537,0,0,0,0,1,0,1,0,0,0,2,0,0,1,557
222,"H.S.B. INTER COLLEGE MADHYA WING ROOM 6",540,405,0,945,373,199,0,572,200,0,0,12,13,50,490,1,0,0,0,0,2,2,1,1,0,0,0,0,0,572
223,"H.S.B. INTER COLLEGE UTTRI WING ROOM 1",715,614,0,1329,415,198,0,613,586,0,1,2,49,5,441,2,0,0,1,0,104,3,0,3,1,1,0,0,0,613
224,"H.S.B. INTER COLLEGE UTTRI WING ROOM 2",441,396,0,837,243,115,0,358,210,0,0,0,28,6,318,3,0,0,0,0,1,1,0,0,1,0,0,0,0,358
225,"H.S.B. INTER COLLEGE UTTRI WING ROOM 4",387,363,0,750,243,120,0,363,282,0,0,4,88,3,259,0,0,0,0,0,0,3,0,2,0,2,0,0,2,363
226,"H.S.B. INTER COLLEGE UTTRI WING ROOM 3",613,510,0,1123,347,171,0,518,517,0,1,5,165,2,332,1,1,0,0,0,0,0,0,2,2,2,2,0,3,518
227,"PRIMARY SCHOOL ADARSH NAGAR ROOM 1",835,735,0,1570,584,502,0,1086,1067,0,3,12,11,1011,25,0,0,0,0,0,1,11,2,1,5,3,0,0,1,1086
228,"PRIMARY SCHOOL ASALATPURA ROOM 1",596,476,0,1072,374,211,0,585,583,0,0,17,17,10,537,0,0,1,0,1,0,0,0,0,2,0,0,0,0,585
229,"PRIMARY SCHOOL ASALATPURA ROOM 2",647,575,0,1222,338,209,0,547,547,0,0,15,75,8,435,5,0,0,1,0,2,0,0,3,1,2,0,0,0,547
230,"PRIMARY SCHOOL GANDHI NAGAR ROOM 1",493,423,0,916,308,270,0,578,303,0,0,8,3,548,10,0,0,0,0,0,0,6,1,0,0,1,0,0,1,578
231,"PRIMARY SCHOOL GANDHI NAGAR ROOM 2",544,495,0,1039,354,306,0,660,647,0,0,4,2,615,30,0,0,0,0,0,0,5,1,0,0,0,0,0,3,660
232,"PRIMARY SCHOOL GANDHI NAGAR ROOM 3",581,580,0,1161,379,348,0,727,712,0,1,4,8,654,45,1,0,0,0,1,0,6,0,0,0,0,0,3,4,727
233,"GURU PRASAD MEMORIAL BALIKA SCHOOL SITAPURI KUSHT ASHRAM KE PICHHE ROOM 1",737,643,0,1380,504,403,0,907,825,0,6,6,14,833,7,3,1,3,1,3,2,2,5,2,9,6,1,0,3,907
234,"GURU PRASAD MEMORIAL BALIKA SCHOOL SITAPURI KUSHT ASHRAM KE PICHHE ROOM 4",668,565,0,1233,453,386,0,839,839,0,5,12,18,736,17,2,1,2,0,2,2,6,4,3,12,6,1,4,6,839
235,"GURU PRASAD MEMORIAL BALIKA SCHOOL KUSHT ASHRAM KE PICHHE ROOM 2",553,443,0,996,416,324,0,740,679,0,1,6,14,674,17,2,1,0,1,1,0,5,2,1,3,2,2,4,4,740
236,"GURU PRASAD MEMORIAL BALIKA SCHOOL KUSHT ASHRAM KE PICHHE ROOM 5",636,488,0,1124,436,283,0,719,713,0,1,5,12,635,48,0,0,0,0,2,0,5,2,1,5,2,0,0,1,719
237,"GURU PRASAD MEMORIAL BALIKA SCHOOL KUSHT ASHRAM KE PICHHE ROOM 3",775,611,1,1387,563,387,0,950,945,0,4,34,59,521,288,3,0,1,2,4,2,4,3,4,9,10,0,2,0,950
238,"GURU PRASAD MEMORIAL BALIKA SCHOOL KUSHT ASHRAM KE PICHHE ROOM 6",675,608,0,1283,494,398,0,892,892,0,4,8,22,686,140,1,0,1,0,2,1,1,2,6,7,4,0,2,5,892
239,"RASTOGI INTER COLLEGE ROOM 1",591,525,0,1116,407,329,0,736,703,0,1,6,0,699,17,1,0,0,1,0,0,5,0,0,2,2,0,1,1,736
240,"RASTOGI INTER COLLEGE ROOM 4",336,294,0,630,266,218,0,484,403,0,0,10,8,450,1,0,0,0,1,0,0,6,0,0,2,2,3,1,0,484
241,"RASTOGI INTER COLLEGE ROOM 2",521,413,0,934,339,241,0,580,580,0,2,3,84,410,61,4,0,1,0,0,3,2,0,0,6,2,1,1,0,580
242,"RASTOGI INTER COLLEGE ROOM 3",708,614,0,1322,495,391,0,886,570,0,3,9,56,778,10,1,0,1,2,1,0,6,1,1,7,9,1,0,0,886
243,"MAHARAJA HARISHCHANDRA DEGREE COLLEGE ROOM 1",537,550,0,1087,377,324,0,701,680,0,0,11,48,274,364,1,0,0,0,0,0,1,0,0,0,0,0,0,2,701
244,"MAHARAJA HARISHCHANDRA DEGREE COLLEGE ROOM 4",473,417,0,890,298,255,0,553,544,0,0,6,2,430,107,0,0,0,0,0,2,4,0,1,0,1,0,0,0,553
245,"MAHARAJA HARISHCHANDRA DEGREE COLLEGE ROOM 2",457,425,0,882,288,228,0,516,505,0,2,7,7,255,241,0,0,0,0,0,0,0,0,0,1,1,0,0,2,516
246,"MAHARAJA HARISHCHANDRA DEGREE COLLEGE ROOM 5",392,371,0,763,239,218,0,457,430,0,0,11,9,272,163,0,0,0,0,0,1,1,0,0,0,0,0,0,0,457
247,"MAHARAJA HARISHCHANDRA DEGREE COLLEGE ROOM 3",847,713,0,1560,477,331,0,808,782,0,0,17,17,409,344,1,0,0,0,1,2,8,3,0,0,0,0,0,6,808
248,"I.T.I MAOU ROOM 1",821,689,0,1510,547,400,0,947,945,0,1,5,71,534,312,0,1,0,0,1,13,6,0,1,2,0,0,0,0,947
249,"I.T.I MAOU ROOM 2",787,620,0,1407,475,312,0,787,780,0,1,10,147,84,488,6,1,2,0,2,28,1,1,2,4,3,2,1,4,787
250,"I.T.I MAOU ROOM 3",636,529,0,1165,492,351,0,843,841,0,1,6,330,58,427,4,0,1,0,0,7,0,0,4,2,2,1,0,0,843
251,"I.T.I MAOU ROOM 6",753,458,0,1211,412,327,0,739,730,0,2,18,326,269,103,2,0,1,0,0,5,8,0,0,3,1,0,0,1,739
252,"I.T.I MAOU ROOM 4",710,509,0,1219,477,310,0,787,787,0,1,11,289,142,324,0,2,1,1,1,7,0,2,1,2,0,2,0,1,787
253,"I.T.I MAOU ROOM 7",522,390,2,914,262,200,0,462,455,0,2,15,84,96,240,1,0,0,1,0,5,9,0,0,2,5,0,1,1,462
254,"I.T.I MAOU ROOM 5",651,547,0,1198,491,357,0,848,835,0,2,9,150,606,51,2,0,1,1,4,0,4,4,1,5,3,0,1,4,848
255,"I.T.I MAOU ROOM 8",333,263,0,596,173,133,0,306,73,0,0,6,41,189,65,0,0,0,0,0,0,2,0,0,2,1,0,0,0,306
256,"PRIMARY SCHOOL BHEEMATHER ROOM 1",535,449,0,984,389,270,0,659,650,0,0,1,15,6,625,1,0,0,1,0,2,0,1,1,3,1,0,1,1,659
257,"PRIMARY SCHOOL BHEEMATHER ROOM 2",537,519,0,1056,343,209,0,552,413,0,1,8,11,43,473,2,0,0,0,0,1,1,0,0,2,4,2,1,3,552
258,"PRIMARY SCHOOL SONAKPUR BHOLA SINGH KI MILAK ROOM 1",729,539,0,1268,464,337,0,801,720,0,1,10,261,177,327,1,0,1,0,3,5,1,3,2,1,3,3,2,0,801
259,"PRIMARY SCHOOL SONAKPUR BHOLA SINGH KI MILAK ROOM 2",889,659,0,1548,520,407,0,927,721,0,3,5,221,196,470,3,1,1,0,3,2,2,2,4,4,4,3,1,2,927
260,"PRIMARY SCHOOL BHOGPUR MITHONI URF SHIRIKUI ROOM 1",799,740,0,1539,477,397,0,874,841,0,2,15,277,533,24,2,2,1,1,2,2,6,0,1,2,0,0,1,3,874
261,"PRIMARY SCHOOL BHOGPUR MITHONI URF SHIRIKUI ROOM 2",825,739,0,1564,491,393,0,884,607,0,0,17,195,620,22,1,0,1,1,0,0,5,6,3,2,2,3,1,5,884
262,"V.R. SHIKSHA SANSTHAN BHOGPUR MITHONI URF SHIRIKUI ROOM 1",665,652,0,1317,471,295,0,766,760,0,2,17,263,429,23,0,1,1,1,2,1,1,2,6,13,1,0,1,2,766
263,"V.R. SHIKSHA SANSTHAN BHOGPUR MITHONI URF SHIRIKUI ROOM 2",762,719,0,1481,438,353,0,791,780,0,2,28,294,415,39,0,0,0,1,0,0,2,1,0,4,3,0,1,1,791
264,"PRIMARY SCHOOL BHOGPUR MITHONI URF SHIRIKUI ROOM 3",565,534,0,1099,424,352,0,776,774,0,1,9,145,315,281,1,2,0,0,0,1,3,0,2,6,4,1,0,5,776
265,"PRIMARY SCHOOL BHOGPUR MITHONI URF SHIRIKUI ROOM 4",606,479,0,1085,461,323,0,784,224,0,2,15,103,195,448,2,0,0,0,0,3,6,0,1,4,1,0,1,3,784
266,"PRIMARY SCHOOL SHAHPUR TIGRI MILAK DANSAHAI ROOM 1",606,464,0,1070,357,273,0,630,291,0,0,18,122,468,5,0,1,0,1,0,0,5,0,2,2,3,0,0,3,630
267,"PRIMARY SCHOOL SHAHPUR TIGRI MILAK DANSAHAI ROOM 2",573,499,0,1072,316,266,0,582,416,0,1,12,135,408,4,1,0,0,0,0,1,6,1,5,3,2,0,0,3,582
268,"PRIMARY SCHOOL SHAHPUR TIGRI  MILAK DANSAHAI ROOM 4",720,591,0,1311,424,323,0,747,668,0,1,15,225,464,28,0,0,0,0,0,0,6,0,1,1,2,0,1,3,747
269,"PRIMARY SCHOOL SHAHPUR TIGRI MILAK DANSAHAI ROOM 7",936,695,1,1632,535,427,0,962,956,0,6,10,658,243,27,3,2,1,0,0,1,1,0,4,1,0,1,0,4,962
270,"PRIMARY SCHOOL SHAHPUR TIGRI  MILAK DANSAHAI ROOM 5",852,715,0,1567,487,384,0,871,524,0,3,8,380,444,15,1,0,0,1,1,0,0,3,1,1,3,2,3,5,871
271,"PRIMARY SCHOOL SHAHPUR TIGRI MILAK DANSAHAI ROOM 3",705,569,0,1274,352,263,0,615,494,0,1,7,138,386,34,0,0,0,3,1,0,7,6,9,6,4,1,4,8,615
272,"PRIMARY SCHOOL SHAHPUR TIGRI MILAK DANSAHAI ROOM 6",620,526,0,1146,378,322,0,700,697,0,4,11,438,208,6,0,1,1,0,0,0,2,1,4,4,1,2,0,17,700
273,"PRIMARY SCHOOL KHUSHHALPUR ROOM 1",584,526,0,1110,373,343,0,716,706,0,0,27,52,612,8,0,0,0,0,0,0,11,0,1,1,0,0,1,3,716
274,"PRIMARY SCHOOL KHUSHHALPUR ROOM 2",657,600,1,1258,453,375,0,828,480,0,0,21,106,666,18,2,0,0,0,1,1,8,1,2,0,0,0,0,2,828
275,"ARYAN INTER NATIONAL SCHOOL ROOM 1",528,485,0,1013,268,265,0,533,467,0,2,10,44,460,5,0,0,0,0,0,0,7,0,0,1,0,0,0,4,533
276,"ARYAN INTER NATIONAL SCHOOL ROOM 2",451,419,0,870,313,278,0,591,470,0,11,13,30,521,6,0,0,0,0,0,0,5,0,0,0,2,0,0,3,591
277,"ARYAN INTER NATIONAL SCHOOL ROOM 3",846,759,0,1605,455,380,0,835,788,0,3,7,93,688,25,0,0,0,0,0,1,10,0,1,2,1,0,0,4,835
278,"ARYAN INTER NATIONAL SCHOOL ROOM 4",738,667,0,1405,470,450,0,920,840,0,3,27,49,786,35,1,0,1,0,0,0,10,0,0,1,2,0,0,5,920
279,"ARYAN INTER NATIONAL SCHOOL ROOM 5",797,710,0,1507,525,474,0,999,797,0,0,28,41,887,17,0,0,1,0,0,0,11,1,0,4,1,0,0,8,999
