"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAUSHAL KISHORE","2 - R.K CHAUDHARY","3 - NARENDRA GAUTAM","4 - SUSHILA SAROJ","5 - AMIT RAWAT","6 - OM PRAKASH","7 - GOPAL KANAUJIYA","8 - GAUTAM BHARTI","9 - JAGDISH PRASAD GAUTAM","10 - BRIJLAL","11 - MAHENDRA KUMAR RAWAT","12 - MEENA RAWAT","13 - MEERA DEVI","14 - SANTOSH KUMAR DHARKAR","15 - SUNIL GAUTAM","16 - MAHESH KUMAR","17 - REENA CHAUDHARY","18 - SHATROHANLAL RAWAT","19 - None of the Above","Total Votes Secured"
309,"P.S. HIMMATNAGAR",532,432,0,964,377,283,0,660,587,0,130,171,16,285,7,1,1,1,0,3,0,0,1,3,2,8,5,18,8,660
310,"P.S. CHHAVAN",807,635,0,1442,579,417,0,996,1,0,431,384,22,131,3,2,1,2,1,1,0,2,2,0,2,2,5,4,1,996
311,"P.S. KATHVA",800,625,0,1425,528,375,0,903,418,0,305,500,11,46,4,1,2,1,1,0,2,0,1,5,1,9,7,4,3,903
312,"P.S. ALAIPUR",540,440,0,980,381,293,0,674,9,0,82,305,40,231,1,0,2,3,1,0,0,0,0,2,2,1,3,1,0,674
313,"P.S. SASENA",471,372,0,843,304,228,0,532,494,0,270,58,58,131,3,0,1,2,1,1,0,0,2,1,0,3,0,1,0,532
314,"P.S. ANVARAPUR",340,295,0,635,259,205,0,464,464,0,85,191,6,154,4,0,1,1,1,0,0,0,0,1,1,0,5,11,3,464
315,"P.S. PAREVAJAL PURBI KAMRA",577,487,0,1064,370,260,0,630,530,0,262,231,12,78,2,1,8,0,1,0,11,5,0,0,1,2,9,6,1,630
316,"P.S. PAREVAJAL PASCHIMI KAMRA",444,339,0,783,282,200,0,482,481,0,149,203,10,60,2,1,1,0,1,3,27,5,2,2,1,5,3,4,3,482
317,"K.J.H.S.PANPUR MO KASANVA",397,373,0,770,288,190,0,478,254,0,260,105,7,74,3,0,2,1,1,0,1,0,1,2,3,10,4,2,2,478
318,"P.S KASANVA",345,270,0,615,230,142,0,372,150,0,135,82,7,136,1,0,0,1,0,2,1,1,3,1,0,1,0,1,0,372
319,"P.S. BAHADURAPUR MO KASANVA",436,367,0,803,315,230,0,545,8,0,308,169,5,40,1,0,1,1,0,3,0,0,0,3,3,5,4,2,0,545
320,"K.J.H.S. ATARIYA KAMRA NO1",439,381,0,820,326,254,0,580,80,0,208,31,17,279,8,2,1,1,4,1,0,0,2,1,3,11,5,2,4,580
321,"K.J.H.S. ATARIYA KAMRA NO2",757,698,0,1455,541,387,0,928,545,0,365,320,23,187,5,1,3,2,1,2,1,0,5,0,6,4,1,0,2,928
322,"K.J.H.S. ATARIYA KAMRA NO3",409,340,0,749,259,226,0,485,3,0,124,154,23,171,2,2,1,1,0,0,1,0,0,0,1,0,2,2,1,485
323,"P.S. BANAUGA",316,281,0,597,241,199,0,440,344,0,89,135,18,178,7,1,0,3,0,0,3,0,0,1,1,0,2,1,1,440
324,"J.H.S. DHARANVA",669,606,0,1275,475,400,0,875,10,0,365,165,11,286,6,1,0,2,3,1,2,1,5,3,4,11,5,1,3,875
325,"P.S. HAMIRAPUR",439,364,0,803,279,223,0,502,433,0,180,186,9,98,2,0,0,2,0,0,7,0,0,3,2,3,6,1,3,502
326,"P.S. AKBARAPUR REVAN KAMRA NO 1",587,471,0,1058,345,244,0,589,5,0,177,38,22,302,11,0,1,4,3,2,4,2,1,2,2,7,1,0,10,589
327,"P.S. AKBARAPUR REVAN KAMRA NO 2",620,554,0,1174,448,347,0,795,95,0,251,128,19,339,6,2,4,2,0,1,3,3,0,5,3,8,8,6,7,795
328,P.S.SARANYA,425,360,0,785,330,268,0,598,12,0,143,168,11,256,2,0,0,1,0,0,1,0,1,2,1,3,3,3,3,598
329,"P.S. LAHUREVAN",580,497,0,1077,390,320,0,710,57,0,192,216,81,182,8,0,1,1,2,5,0,0,1,1,3,5,7,2,3,710
330,"P.S. SALEMAPUR",414,359,0,773,276,246,0,522,3,0,155,232,8,108,4,1,0,3,0,1,4,0,1,1,0,0,3,1,0,522
331,"P.S. BIRASINGHAPUR",416,352,0,768,289,221,0,510,350,0,173,37,7,279,4,0,2,0,0,0,0,0,0,1,1,1,2,0,3,510
332,"P.S. RAYAPUR DEVASINGH",729,604,0,1333,433,501,0,934,1,0,244,404,16,227,2,2,3,0,4,1,1,2,7,2,4,3,7,2,3,934
333,"P.S. NAVAGANVA KAMRA NO 1",497,419,0,916,338,265,0,603,454,0,214,159,6,197,4,1,0,2,1,0,1,1,2,4,4,3,0,1,3,603
334,"P.S. NAVAGANVA KAMRA NO 2",534,444,0,978,325,243,0,568,397,0,151,161,12,212,1,1,1,3,1,0,0,1,3,5,2,9,2,1,2,568
335,"P.S KHANIPUR MO NAVAGANVA",414,341,0,755,266,207,0,473,32,0,124,110,6,194,5,0,1,1,0,0,2,1,1,1,0,0,9,11,7,473
336,"P.S. DUNDAPUR",294,243,0,537,199,159,0,358,358,0,186,93,14,33,3,1,0,1,1,3,0,1,1,4,2,9,2,2,2,358
337,"P.S RIWANKALA KAMRA NO 1",494,434,0,928,404,321,0,725,13,0,199,116,27,344,5,1,1,0,2,3,2,2,1,4,3,8,3,1,3,725
338,"P.S. RIWANKALA KAMRA NO 2",500,408,0,908,409,307,0,716,716,0,244,132,27,278,7,2,1,0,2,2,0,2,3,2,2,7,3,0,2,716
339,"J.H.S. KUVRAPUR KAMRA NO 1",766,689,1,1456,574,474,0,1048,4,0,216,345,68,340,10,2,7,4,4,3,5,2,2,11,3,12,6,4,4,1048
340,"P.S. JAYAPALAPUR KAMRA NO 1",773,695,0,1468,564,456,0,1020,147,0,508,209,39,216,8,1,2,2,1,0,3,1,2,5,3,5,8,4,3,1020
341,"P.S. JAYAPALAPUR KAMRA NO 2",598,506,0,1104,373,268,0,641,141,0,139,332,26,112,6,0,2,4,0,0,2,1,3,2,2,3,2,0,5,641
342,"P.S. CHANDESUVA",521,467,0,988,413,351,0,764,60,0,217,181,36,285,11,2,1,6,0,0,0,3,3,0,4,6,4,1,4,764
343,"J.H.S.KODARIYA KAMRA NO 1",554,495,0,1049,375,301,0,676,31,0,449,92,41,59,4,1,0,1,1,0,1,4,0,2,2,6,7,2,4,676
344,"J.H.S.KODARIYA KAMRA NO 2",422,350,0,772,305,214,0,519,18,0,184,267,10,27,1,0,2,0,1,1,1,1,0,6,4,7,3,3,1,519
345,"P.S. GULALPUR MO KODARIYA",215,202,0,417,172,142,0,314,271,0,110,166,12,9,2,1,0,2,0,0,0,1,0,1,3,2,2,3,0,314
346,"P.S. RAYAPUR KUNVARAPUR",689,572,0,1261,471,369,0,840,1,0,363,283,13,135,5,2,2,4,2,3,0,2,1,8,7,8,0,1,1,840
347,"P.S. AITHAPUR MO DAKKHIN GANVA",789,666,0,1455,536,450,0,986,649,0,279,306,12,323,10,3,2,2,1,2,2,1,6,7,4,7,6,11,2,986
348,"P.S. BHANAPUR",262,208,0,470,215,160,0,375,90,0,131,226,3,8,1,0,0,0,0,0,0,0,0,1,0,3,1,1,0,375
