"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAUSHAL KISHORE","2 - R.K CHAUDHARY","3 - NARENDRA GAUTAM","4 - SUSHILA SAROJ","5 - AMIT RAWAT","6 - OM PRAKASH","7 - GOPAL KANAUJIYA","8 - GAUTAM BHARTI","9 - JAGDISH PRASAD GAUTAM","10 - BRIJLAL","11 - MAHENDRA KUMAR RAWAT","12 - MEENA RAWAT","13 - MEERA DEVI","14 - SANTOSH KUMAR DHARKAR","15 - SUNIL GAUTAM","16 - MAHESH KUMAR","17 - REENA CHAUDHARY","18 - SHATROHANLAL RAWAT","19 - None of the Above","Total Votes Secured"
146,"P.S. GADHIKHERVA",664,577,0,1241,470,345,0,815,812,0,169,320,17,249,6,3,1,4,2,1,1,1,3,4,3,4,7,13,7,815
147,"P.S. GOPALAPUR",835,731,0,1566,550,403,0,953,453,0,264,529,27,96,3,0,2,0,1,0,2,1,0,3,2,1,12,9,1,953
148,"K.P.S. SAHOLI  PURAB KAMRA",474,383,0,857,337,290,0,627,454,0,96,312,7,193,1,1,1,2,0,0,0,0,0,0,2,0,4,4,4,627
149,"K.P.S. SAHOLI PASHIM KAMRA",518,465,0,983,361,297,0,658,305,0,195,170,10,234,6,1,0,1,0,0,1,2,2,3,5,6,9,6,7,658
150,"P.S. KURSI  KAMRA NO 1",689,631,0,1320,447,374,0,821,820,0,143,246,20,348,4,2,3,0,0,2,2,5,5,6,1,1,9,13,11,821
151,"P.S. KURSI  KAMRA NO 2",638,515,0,1153,390,273,0,663,1,0,248,185,22,157,7,0,3,3,1,1,1,1,5,6,3,8,4,2,6,663
152,"J.S.H. ALLIPUR  KAMRA NO 1",338,288,0,626,268,202,0,470,1,0,152,149,4,107,4,0,2,1,3,1,0,0,1,2,1,3,20,8,12,470
153,"J.H.S. ALLIPUR  KAMRA NO 2",617,552,0,1169,395,340,0,735,735,0,216,242,13,225,4,1,4,1,0,1,2,1,3,2,3,7,7,1,2,735
154,"SRI GOMTESHWAR JHS KAMRA NO 1 HINDAURA",800,673,0,1473,470,389,0,859,2,0,360,345,12,99,6,1,4,3,1,1,2,1,0,3,5,3,5,4,4,859
155,"SRI GOMTESHWAR JHS KAMRA NO 2 HINDAURA",362,293,0,655,274,135,0,409,1,0,213,16,2,149,2,0,1,1,0,1,1,2,3,0,1,6,4,2,5,409
156,"P.S. BHAGAVANAPUR M0 HINDAURA",221,200,0,421,174,134,0,308,253,0,84,108,5,93,2,1,0,1,0,0,0,1,2,3,1,1,6,0,0,308
157,"P.S. NAYA  BHAVAN MOHADDINAPUR",437,376,0,813,290,207,0,497,4,0,178,158,10,127,4,0,2,1,0,0,1,2,3,1,2,3,1,2,2,497
158,"P.S. BALAPUR",430,385,0,815,305,159,0,464,400,0,161,168,13,79,12,1,1,2,1,1,1,2,1,4,5,4,6,0,2,464
159,"P.S. BHIKHAPUR",581,526,0,1107,450,347,0,797,7,0,166,290,6,315,5,0,2,1,1,0,1,0,0,2,1,4,2,1,0,797
160,"P.S. CHANDAPUR",374,284,0,658,263,175,0,438,9,0,135,177,28,67,3,1,0,0,0,0,1,1,1,2,0,4,8,5,5,438
161,"J.H.S. BADI  KAMRA NO 1",743,585,0,1328,428,330,0,758,758,0,96,316,43,230,5,1,2,1,2,0,13,6,1,1,3,9,7,12,10,758
162,"J.H.S. BADI  KAMRA NO 2",459,426,0,885,334,296,0,630,235,0,24,95,38,393,5,2,0,0,2,1,28,21,2,2,3,9,2,1,2,630
163,"J.H.S. BADI  KAMRA NO 3",433,382,0,815,330,239,0,569,9,0,62,176,26,268,2,3,2,1,0,0,2,1,1,3,2,10,1,6,3,569
164,"BLOCK SANSADHAN KENDRA BADI",751,583,0,1334,405,294,0,699,22,0,50,96,34,451,4,0,2,0,1,2,38,11,0,1,3,5,0,0,1,699
165,"P.S. BADI",819,664,0,1483,464,253,0,717,87,0,63,104,29,487,10,1,0,1,1,1,2,1,3,3,3,4,0,3,1,717
166,"P.S. ALADADAPUR  KAMRA NO 1",558,496,0,1054,364,295,0,659,569,0,242,108,48,236,0,0,1,0,0,1,4,3,1,3,1,8,1,0,2,659
167,"P.S. ALADADAPUR  KAMRA NO 2",414,370,0,784,240,161,0,401,1,0,210,59,6,120,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,401
168,"G.V.I.C.SIDHAULI   KAMRA NO 2",733,616,0,1349,353,315,0,668,567,0,385,89,17,162,0,1,0,0,0,0,0,0,0,2,2,1,3,0,6,668
169,"G.V.I.C.SIDHAULI  KAMRA NO 3",660,601,0,1261,326,281,0,607,1,0,268,98,28,204,2,0,2,1,0,0,0,0,0,0,3,1,0,0,0,607
170,"G.V.I.C.  SIDHAULI KAMRA NO 11",541,477,0,1018,315,262,0,577,576,0,152,357,35,26,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,577
171,"K.V.I.C.SIDHAULI KAMRA NO 1",482,436,0,918,324,243,0,567,128,0,430,52,19,60,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,567
172,"K.V.I.C.SIDHAULI KAMRA NO 2",665,572,0,1237,397,281,0,678,235,0,598,18,14,34,0,0,1,1,0,0,1,1,1,0,5,0,3,0,1,678
173,"K.V.I.C.SIDHAULI KAMRA NO 3",783,696,1,1480,446,355,0,801,801,0,558,90,46,76,2,1,0,0,1,0,0,2,3,4,3,6,4,4,1,801
174,"DI.SI.H.S.S.SIDHAULI KAMRA NO 1",546,444,1,991,264,198,0,462,346,0,242,70,15,127,2,1,0,0,0,0,2,0,0,0,0,2,1,0,0,462
175,"DI.SI.H.S.S. SIDHAULI KAMRA NO 2",470,397,0,867,236,148,0,384,384,0,222,58,9,86,2,0,0,0,0,0,0,0,1,0,1,1,3,1,0,384
176,"DI.SI.H.S.S. SIDHAULI KAMRA NO 3",470,384,0,854,273,217,0,490,59,0,238,124,10,108,1,0,0,1,0,0,0,0,0,0,1,1,2,2,2,490
177,"NE.VI.JHS SIDHAULI  KAMRA NO 1",690,555,0,1245,335,247,0,582,178,0,464,37,9,59,0,0,0,2,0,0,0,1,0,1,3,1,5,0,0,582
178,"NE.VI.JHS SIDHAULI KAMRA NO 2",412,351,0,763,194,158,0,352,55,0,161,32,5,148,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,352
179,"NE.VI.JHS SIDHAULI KAMRA NO 3",532,403,0,935,273,215,0,488,362,0,196,69,9,199,2,2,0,0,0,0,0,1,0,3,0,1,4,0,2,488
180,"P.S. NAROTTAM NAGAR NIKAT DAK BANGLA SIDHAULI KAMRA NO 1",699,601,0,1300,424,280,0,704,579,0,339,43,24,289,2,0,0,0,0,0,0,0,0,0,0,0,4,1,2,704
181,"P.S. NAROTTAM NAGAR NIKAT DAK BANGLA SIDHAULI KAMRA NO 2",526,478,0,1004,264,230,0,494,281,0,304,70,11,97,1,0,0,0,0,0,0,0,0,0,2,1,2,2,4,494
182,"P.S. NAROTTAM NAGAR NIKAT DAK BANGLA SIDHAULI KAMRA NO 3",475,416,0,891,263,250,0,513,513,0,250,111,17,122,2,0,0,0,0,1,1,0,0,2,3,0,2,0,2,513
183,"P.S. NAYA  BHAVAN NAROTTAM NAGAR NIKAT DAK BANGLA SIDHAULI",810,695,0,1505,452,334,0,786,427,0,512,80,30,137,4,1,1,2,0,1,2,1,2,1,0,6,5,0,1,786
184,"J.H.S. AHAMDAPUR JAT KAMRA NO 1",772,573,0,1345,515,332,0,847,10,0,115,139,7,556,3,0,4,2,0,0,1,0,3,4,1,3,1,4,4,847
185,"J.H.S. AHAMDAPUR JAT KAMRA NO 2",404,333,0,737,330,214,0,544,1,0,8,27,4,492,1,0,0,0,0,0,0,1,0,1,0,2,0,3,5,544
186,"P.S. GADIYA HASNAPUR  KAMRA NO 1",433,359,0,792,289,243,0,532,294,0,7,138,2,363,2,1,0,2,1,0,2,2,0,2,2,0,2,2,4,532
187,"P.S. GADIYA HASNAPUR  KAMRA NO 2",427,383,0,810,303,248,0,551,444,0,4,169,9,351,2,1,0,0,0,1,0,1,1,1,1,0,1,6,3,551
188,"P.S. MURAHADIH",782,628,0,1410,502,472,0,974,1,0,206,140,16,573,7,1,2,5,1,0,0,3,3,2,1,5,3,1,5,974
189,"P.S. KAJIKOLA",347,288,0,635,238,199,0,437,1,0,153,38,4,226,2,0,0,1,1,0,1,1,0,0,1,0,3,3,3,437
190,"P.S. FIROJAPUR",370,302,0,672,289,212,0,501,54,0,291,69,21,86,4,0,1,0,0,0,2,0,1,2,3,3,9,4,5,501
191,"P.S. GANIPUR",361,293,0,654,258,164,0,422,333,0,190,139,4,76,1,1,1,1,0,0,1,0,0,0,0,2,4,0,2,422
192,"P.S. AKOHARA",494,470,0,964,340,279,0,619,19,0,22,130,3,453,2,0,0,1,0,0,0,0,0,1,1,1,3,1,1,619
193,"P.S. SARASAULI",317,289,0,606,253,226,0,479,313,0,203,135,20,101,0,0,0,0,0,0,0,0,1,0,2,5,9,1,2,479
194,"P.S. MUKIMAPUR",409,351,0,760,303,262,0,565,1,0,59,279,19,193,2,1,1,0,0,0,1,0,0,1,0,0,4,3,2,565
195,"P.S. JODNAURA KAMRA NO 1",352,286,0,638,287,201,0,488,38,0,189,254,6,17,0,0,3,1,0,0,0,1,0,2,3,3,2,3,4,488
196,"P.S. JODNAURA KAMRA NO 2",651,503,0,1154,459,351,0,810,409,0,161,428,14,162,3,2,3,6,0,0,2,6,2,7,1,8,1,2,2,810
197,"P.S. TADAIKLA",820,693,0,1513,587,487,0,1074,235,0,271,259,26,488,7,2,0,0,2,0,2,1,0,7,1,2,2,3,1,1074
198,"P.S. BIBIPUR",332,293,0,625,271,234,0,505,1,0,244,12,8,229,3,0,0,0,0,0,0,1,1,2,0,3,1,1,0,505
199,"P.S. TADAIKHURD",329,268,0,597,262,214,0,476,363,0,82,196,4,176,1,0,0,0,0,0,0,1,0,5,3,4,2,1,1,476
200,"P.S. KASHIPUR",640,502,0,1142,450,348,0,798,473,0,183,199,13,372,4,1,0,1,0,1,1,0,1,3,0,5,4,3,7,798
201,"P.S. BAHADURAPUR",705,624,0,1329,485,418,0,903,267,0,325,350,50,125,3,5,1,2,2,0,1,1,3,6,7,6,7,2,7,903
202,"P.S. HUSENGANJ UATTARI KAMRA",590,490,0,1080,375,276,0,651,26,0,188,199,27,200,6,0,3,0,0,2,1,0,1,5,2,3,3,6,5,651
203,"P.S. HUSENGANJ DAKSHINI  KAMRA",700,557,0,1257,436,302,0,738,2,0,145,258,12,297,6,0,0,2,0,0,0,3,2,0,2,0,6,2,3,738
204,"P.S. JHAKHARANVA",453,400,0,853,289,236,0,525,388,0,134,309,20,42,2,0,0,1,2,0,0,1,2,1,3,3,2,2,1,525
205,"P.S. BANIYANI",626,537,0,1163,509,413,0,922,1,0,186,376,16,298,9,0,4,2,2,5,2,1,1,5,2,4,2,5,2,922
206,"P.S. HARADOIYA",307,278,0,585,273,221,0,494,1,0,153,253,14,53,0,0,1,0,2,0,3,1,1,2,1,3,1,4,2,494
207,"J.H.S. SARVA MO HARADOIYA UATTAR KAMRA",526,428,0,954,420,296,0,716,6,0,184,350,17,138,5,1,2,0,0,1,0,1,1,5,1,2,2,6,0,716
208,"J.H.S. SARVA MO HARADOIYA  DAKSHIN KAMRA",573,456,0,1029,403,280,0,683,3,0,86,287,14,271,3,0,0,1,2,1,1,0,1,1,2,5,3,2,3,683
209,"P.S. SEERGANG MO BHITHAURA",754,606,0,1360,546,418,0,964,363,0,161,355,13,380,8,3,3,1,0,2,0,1,2,5,3,10,3,10,4,964
210,"PANCHAYATGHAR KATSARAIYA",649,521,0,1170,450,395,0,845,463,0,121,344,138,219,4,2,1,1,3,0,0,0,2,1,3,2,3,0,1,845
211,"J.H.S.  KHARVALIYA",826,714,0,1540,590,456,0,1046,26,0,326,321,27,312,9,1,2,1,1,2,1,0,1,1,2,1,16,13,9,1046
212,"P.S. RAMADANA",552,469,0,1021,417,325,0,742,648,0,148,202,23,325,9,2,2,3,0,0,2,2,6,1,4,1,4,3,5,742
213,"J.H.S. BAHERVA",778,671,0,1449,640,473,0,1113,1,0,138,408,15,459,8,3,1,1,2,1,1,3,3,6,2,8,12,26,16,1113
214,"J.H.S. UNCHAKHERAAJAI",674,547,0,1221,461,371,0,832,812,0,192,455,11,133,1,1,0,1,0,1,2,0,4,5,3,9,3,5,6,832
215,"P.S. UNCHAKHERAAJAI",412,310,0,722,306,208,0,514,238,0,63,253,5,136,1,0,2,1,1,0,0,0,1,2,2,2,6,27,12,514
216,"K.P.S. BHANDIYA",448,376,0,824,356,263,0,619,423,0,184,187,7,206,6,1,7,3,0,1,1,2,3,2,3,2,2,2,0,619
217,"SANKUL BHAWAN BHANDIYA",480,421,0,901,350,292,0,642,1,0,271,65,14,279,0,0,1,0,0,0,0,1,1,2,1,5,1,0,1,642
218,"P.S. PRATHAM BHANDIYA KAMRA NO 1",268,226,0,494,207,152,0,359,309,0,100,58,8,176,2,0,1,1,0,1,1,0,3,1,0,5,2,0,0,359
219,"P.S. REHUVA",699,553,0,1252,559,394,0,953,711,0,204,213,23,472,4,0,1,0,1,1,0,1,1,1,4,4,9,7,7,953
220,"P.S. CHAUDIYA",600,449,0,1049,471,340,0,811,4,0,142,283,8,327,5,0,5,1,3,2,4,1,4,4,3,9,2,5,3,811
221,"P.S. JALALPUR",336,278,0,614,242,193,0,435,2,0,117,158,6,115,2,1,2,0,0,0,0,0,3,1,1,7,5,15,2,435
222,"P.S. KHAIRANDESH NAGAR",603,468,0,1071,485,360,0,845,100,0,135,315,7,319,12,2,2,3,0,1,0,1,1,3,5,9,5,14,11,845
223,"P.S. KABRA",787,600,0,1387,435,437,0,872,11,0,165,440,11,199,2,2,0,0,2,1,1,0,3,7,5,12,12,6,4,872
224,"P.S. DALAMAU",419,353,0,772,359,293,0,652,20,0,90,365,10,162,1,1,1,2,0,0,0,1,1,1,2,2,3,10,0,652
225,"P.S. DIKAULI",442,395,1,838,350,269,0,619,285,0,238,276,14,54,1,2,2,1,0,2,0,0,2,5,3,5,6,6,2,619
226,"P.S. PARVAR BHARI",248,194,0,442,200,160,0,360,360,0,66,168,2,103,1,0,0,0,0,0,0,1,0,2,2,5,3,4,3,360
227,"PANCHAYATGHAR SURJANAPUR",326,261,0,587,254,178,0,432,10,0,170,141,1,102,3,1,0,1,0,0,1,0,0,1,1,1,6,2,1,432
228,"P.S. MADURI MO DILLI AGRA",359,290,0,649,265,230,0,495,13,0,92,150,3,234,3,1,2,0,0,1,0,0,0,0,1,0,2,5,1,495
229,"P.S. RAMAPUR BHUJANG",255,238,0,493,222,176,0,398,393,0,108,89,11,173,5,1,0,0,0,0,1,1,0,2,0,2,2,3,0,398
230,"P.S. MOHABBATAPUR",242,200,0,442,164,151,0,315,315,0,76,110,3,112,0,0,1,0,0,1,1,0,0,2,1,0,3,3,2,315
231,"P.S. KANDAURA",344,279,0,623,252,209,0,461,15,0,81,108,11,251,0,0,1,2,0,0,0,0,0,0,0,2,3,1,1,461
232,"P.S. BEHAMA KAMRA NO 1",799,655,0,1454,571,493,0,1064,112,0,473,100,16,446,7,1,1,0,0,1,1,1,0,2,2,5,3,1,4,1064
233,"P.S. BEHAMA KAMRA NO 2",367,311,0,678,291,228,0,519,9,0,67,291,10,122,4,1,3,2,3,1,0,1,2,4,3,1,3,0,1,519
234,"P.S. NAVAGANVA",479,387,0,866,403,301,0,704,74,0,128,319,4,224,3,2,1,1,1,1,0,1,0,1,7,4,3,3,1,704
235,"P.S.KANCHANPUR MO  KHERIYA",308,269,0,577,267,215,0,482,482,0,44,203,8,209,2,1,3,1,1,0,0,0,0,2,1,4,2,0,1,482
236,"P.S. DULARAPUR",661,556,0,1217,532,438,0,970,872,0,293,312,21,279,7,1,2,2,3,0,4,4,2,7,4,11,11,5,2,970
237,"P.S. MADILA MO ALOIYA",375,331,0,706,303,231,0,534,25,0,141,188,6,183,6,0,1,1,1,1,0,0,1,3,0,1,0,1,0,534
238,"P.S. BALOIYA  KAMRA NO 1",479,407,0,886,396,299,0,695,200,0,219,372,12,64,3,1,1,2,1,1,0,1,1,3,3,4,4,1,2,695
239,"P.S. BALOIYA  KAMRA NO 2",375,280,0,655,261,173,0,434,2,0,106,119,7,194,1,0,0,0,0,1,0,0,1,1,0,2,2,0,0,434
240,"P.S. RAMNAGRA",510,389,0,899,385,265,0,650,51,0,213,226,11,171,8,0,2,1,0,2,2,1,0,1,2,5,2,1,2,650
241,"P.S. KUNWARGADDI M0  MAGARAURA KAMRA NO 1",512,455,0,967,358,290,0,648,5,0,213,180,17,219,3,0,1,1,0,1,1,1,1,1,2,3,2,0,2,648
242,"P.S. KUNWARGADDI M0  MAGARAURA KAMRA NO 2",535,415,0,950,366,254,0,620,12,0,99,26,16,450,3,2,1,1,0,1,0,2,2,4,1,6,2,1,3,620
243,"P.S. MANPUR M0 ASODHAN KAMRA NO 1",547,451,0,998,449,284,0,733,529,0,136,236,6,344,5,1,1,0,0,0,0,0,0,0,0,0,2,1,1,733
244,"SANKUL BHAWAN MANPUR M0 ASODHAN",631,521,0,1152,455,312,0,767,1,0,271,217,8,225,6,0,0,0,1,0,1,1,3,2,4,9,5,9,5,767
245,"P.S.AHAMDAPUR DHAKHVA",273,234,0,507,201,162,0,363,361,0,66,104,9,164,0,0,1,0,0,2,0,0,1,1,2,1,6,3,3,363
246,"P.S. HARAIYA KAMRA NO 1",303,233,0,536,209,142,0,351,195,0,70,160,5,103,1,0,0,1,0,0,0,1,0,3,0,5,1,0,1,351
247,"P.S. HARAIYA KAMRA NO 2",655,544,0,1199,559,398,0,957,3,0,49,349,19,493,4,1,2,3,3,1,2,0,7,0,4,7,4,4,5,957
248,"P.S. BILARIYA  UATTAR KAMRA",615,540,0,1155,422,325,0,747,477,0,147,316,24,227,5,2,1,2,0,0,2,1,0,3,5,6,2,4,0,747
249,"P.S. BILARIYA DAKSHIN KAMRA",799,697,0,1496,605,482,0,1087,1,0,104,400,13,532,5,1,3,3,1,1,2,1,3,3,3,4,4,4,0,1087
250,"P.S. SHAHAJAHAMPUR",495,453,0,948,364,294,0,658,18,0,83,336,12,176,2,0,2,1,2,1,1,0,1,4,3,8,7,9,10,658
251,"P.S. ASENIYA M0 SHAHAJAHAMPUR",440,407,0,847,308,283,0,591,591,0,338,79,25,119,5,0,2,0,1,0,2,0,0,0,1,8,5,2,4,591
252,"P.S. PANDENRAMAPUR  M0 SHAHAJAHAMPUR",187,177,0,364,178,156,0,334,329,0,41,193,5,48,0,1,1,1,0,0,37,3,0,1,1,0,0,2,0,334
253,"P.S. KHAJURIYA",353,289,0,642,283,223,0,506,101,0,51,202,22,200,4,3,1,0,1,1,0,1,1,3,0,2,4,3,7,506
254,"P.S. KUTI M0 GAJIPUR",695,600,0,1295,515,414,0,929,1,0,220,406,15,250,8,1,2,1,3,1,3,0,1,1,0,2,9,5,1,929
255,"P.S. GANDHAULI PURABI KAMRA",418,349,0,767,300,211,0,511,498,0,244,164,4,70,4,1,0,1,0,0,3,0,1,2,1,6,5,3,2,511
256,"P.S. GANDHAULI PASHIMI KAMRA",605,524,0,1129,381,338,0,719,683,0,238,214,17,240,3,0,1,0,2,0,0,0,0,0,0,0,1,2,1,719
257,"P.S. UMRA KAMRA NO 1",522,480,0,1002,354,288,0,642,239,0,330,240,25,36,3,0,0,1,1,0,1,0,0,0,0,2,2,1,0,642
258,"P.S. UMRA KAMRA NO 2",384,337,0,721,312,207,0,519,190,0,276,201,4,22,2,1,1,1,0,0,1,1,1,3,2,2,1,0,0,519
259,"J.H.S.BAUNA BHARI  PURABI KAMRA",537,470,0,1007,267,208,0,475,79,0,358,4,8,97,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,475
260,"J.H.S.BAUNA BHARI PASCHIMI KAMRA",569,537,0,1106,407,334,0,741,7,0,190,434,15,68,2,0,0,0,0,0,1,0,3,3,3,5,13,2,2,741
261,"P.S. ALBADA",568,448,0,1016,458,304,0,762,11,0,141,164,10,400,6,2,2,0,0,3,0,0,3,3,1,6,9,8,4,762
262,"P.S. MUJAPFARAPUR",618,527,0,1145,460,347,0,807,542,0,243,278,37,207,8,1,1,2,1,1,1,0,1,3,1,3,7,9,3,807
263,"P.S. MANIKAPUR",349,312,0,661,280,242,0,522,1,0,203,226,25,45,3,0,2,1,1,1,2,2,0,3,0,3,5,0,0,522
264,"P.S. JALLABAD",307,274,0,581,267,208,0,475,266,0,294,40,3,118,2,1,0,2,2,0,0,3,0,3,0,2,3,0,2,475
265,"P.S. SARAVANIKTABADI",273,228,0,501,180,152,0,332,1,0,112,21,8,183,0,0,0,0,0,1,0,0,1,1,0,1,0,2,2,332
266,"P.S. KIRATAPUR",549,500,0,1049,410,341,0,751,1,0,42,365,19,298,0,0,3,3,1,0,0,3,1,1,4,4,2,4,1,751
267,"P.S. GADHIRAVAN",476,408,0,884,361,262,0,623,6,0,134,188,24,262,2,0,0,0,1,1,1,0,0,0,4,5,0,0,1,623
268,"P.S. NAVIN MANVA  KAMRA NO 1",742,635,0,1377,447,363,0,810,4,0,105,335,17,310,3,0,2,2,0,1,0,3,0,3,6,11,5,2,5,810
269,"P.S. NAVIN MANVA  KAMRA NO 2",462,380,0,842,265,200,0,465,400,0,1,215,19,194,5,1,0,2,0,1,1,0,4,2,3,7,3,4,3,465
270,"P.S. ALAMAPUR",400,370,0,770,359,273,0,632,631,0,161,339,22,55,1,1,3,0,2,0,0,2,5,3,7,6,7,12,6,632
271,"P.S. JAJAUR",801,686,0,1487,507,411,0,918,1,0,251,467,9,165,4,1,0,1,3,0,1,1,1,0,3,1,6,1,3,918
272,"P.S. KANTAIN",420,354,0,774,286,232,0,518,300,0,214,254,5,20,3,1,1,1,1,0,0,0,0,3,3,4,3,4,1,518
273,"P.S. AMBARAPUR",796,680,0,1476,514,356,0,870,1,0,344,198,31,259,4,0,3,0,2,1,1,0,5,2,3,5,3,2,7,870
274,"P.S. BERASAPUR",621,524,0,1145,422,291,0,713,12,0,208,382,22,59,5,0,0,1,1,0,0,0,2,7,5,8,3,8,2,713
275,"P.S. GULRIHA",241,220,0,461,205,170,0,375,40,0,136,147,7,74,2,0,0,1,2,0,0,0,0,0,0,0,3,2,1,375
276,"P.S. MADANAPUR MO GULRIHA",352,317,0,669,265,222,0,487,8,0,90,244,8,107,1,1,3,0,3,0,1,3,0,2,3,3,10,3,5,487
277,"P.S. RANUVAPARA",512,435,0,947,375,322,0,697,697,0,254,319,23,59,5,1,2,0,3,3,2,1,6,1,5,6,3,3,1,697
278,"P.S. HIRAPUR",363,339,0,702,300,256,0,556,5,0,247,46,14,234,3,0,1,1,0,0,1,0,0,2,1,3,2,0,1,556
279,"P.S. MAU",468,415,0,883,344,280,0,624,475,0,189,309,19,79,1,0,0,2,1,0,0,1,0,2,11,3,0,5,2,624
280,"P.S. GODHNA  KAMRA NO 1",897,692,0,1589,563,525,0,1088,1,0,7,571,41,453,2,0,0,0,0,2,2,1,0,4,0,2,0,2,1,1088
281,"P.S. GODHNA KAMRA NO 2",479,450,0,929,364,324,0,688,687,0,64,466,10,129,2,1,0,2,0,0,1,1,1,0,4,2,0,3,2,688
282,"J.H.S. BAKHATKHERA M0 GODHNA",211,173,0,384,163,131,0,294,8,0,204,65,1,12,0,1,0,0,0,0,0,0,0,1,2,2,3,2,1,294
283,"P.S. BHATKHERWA M0 SAHAJNAPUR",637,547,0,1184,421,304,0,725,28,0,306,240,15,133,2,0,0,0,1,3,0,0,4,2,4,2,6,5,2,725
284,"P.S. TIKAULI  KAMRA NO 1",466,401,0,867,346,286,0,632,6,0,298,118,14,158,2,3,0,0,0,3,1,1,1,2,4,4,14,6,3,632
285,"P.S. TIKAULI  KAMRA NO 2",432,364,0,796,315,230,0,545,119,0,222,173,6,116,3,2,0,0,2,0,0,0,2,7,4,2,3,2,1,545
286,"P.S. PIRATHIPUR",253,208,0,461,218,120,0,338,199,0,102,159,37,26,1,0,2,0,0,0,1,0,0,0,1,1,5,2,1,338
287,"P.S. PASHCHIMAGANVA",438,367,0,805,301,234,0,535,1,0,276,105,23,98,3,1,1,1,1,0,0,1,0,2,1,3,9,8,2,535
288,"P.S. SARAURA KAMRA NO 1",419,365,0,784,342,248,0,590,4,0,384,71,41,58,2,1,1,2,1,1,3,1,2,8,1,7,3,2,1,590
289,"P.S.  SARAURA KAMRA NO 2",692,613,0,1305,504,376,0,880,1,0,203,436,53,145,8,2,3,3,1,1,0,0,2,2,4,4,3,2,8,880
290,"P.S. TEDVA MO RAMAPUR TEDVA",344,322,0,666,272,254,0,526,51,0,79,297,17,102,4,0,0,0,2,1,0,1,3,3,4,7,4,1,1,526
291,"P.S. RAMAPUR TEDVA",306,262,0,568,224,194,0,418,4,0,158,94,35,110,6,3,1,0,2,0,1,3,1,3,0,1,0,0,0,418
292,"P.S. UNAI",790,676,0,1466,562,429,0,991,39,0,164,589,24,163,2,2,0,0,0,2,2,1,1,1,7,3,11,10,9,991
293,"J.H.S. AKBARAPUR UNAI",239,215,0,454,154,135,0,289,1,0,65,193,5,9,2,1,1,1,0,0,0,0,1,2,1,1,1,5,1,289
294,"P.S. RAMNAGRA M0 AKBARAPUR UNAI",286,254,0,540,237,207,0,444,117,0,44,377,3,12,1,1,0,0,0,0,0,0,1,2,0,2,0,0,1,444
295,"P.S. MISNI",308,271,0,579,249,172,0,421,55,0,169,143,11,86,4,0,0,0,0,0,0,0,1,1,1,1,1,2,1,421
296,"P.S. PRTHAM RAMNAGRA MO BANSAKHERA",541,430,0,971,407,263,0,670,1,0,113,224,11,294,6,0,2,0,0,2,3,2,2,4,2,2,1,0,2,670
297,"P.S. DUTEEY BANSAKHERA",401,343,0,744,316,242,0,558,4,0,127,304,13,88,2,1,3,4,0,0,0,2,0,1,4,1,1,3,4,558
298,"R.I.C. NILAGANVA KAMRA NO 1",602,507,0,1109,335,273,0,608,608,0,224,189,23,144,0,0,0,0,2,1,1,0,3,2,4,8,2,2,3,608
299,"R.I.C. NILAGANVA   KAMRA NO 2",248,216,0,464,169,139,0,308,2,0,28,219,2,48,2,0,0,0,1,1,0,0,0,0,1,0,4,1,1,308
300,"PANCHYATBHVAN NILAGANVA",682,551,0,1233,417,244,0,661,30,0,228,131,13,254,3,2,2,1,0,1,0,2,1,0,1,7,9,3,3,661
301,"P.S. GRANT MO. DHARANGAR",258,231,0,489,211,182,0,393,91,0,58,134,1,184,6,0,0,1,1,0,0,0,1,0,1,3,0,1,2,393
302,"P.S. SHIVRA",483,421,0,904,372,308,0,680,6,0,178,306,17,152,3,0,0,0,0,0,0,0,1,4,1,7,2,7,2,680
303,"P.S. JANAKINGAR M0 PAHADAPUR",504,435,0,939,331,250,0,581,2,0,177,264,22,76,1,0,0,0,1,2,0,0,1,2,3,1,12,18,1,581
304,"J.H.S. PAHADAPUR",334,298,0,632,243,190,0,433,3,0,164,97,8,148,3,0,0,3,0,0,0,2,2,0,1,3,2,0,0,433
305,"P.S. DAKHINANVA",435,379,0,814,310,255,0,565,23,0,228,113,11,191,3,0,2,0,1,1,0,2,1,1,2,3,3,1,2,565
306,"P.S. MADRIPUR MO. AHEVA KAMRA NO 1",566,488,0,1054,315,235,0,550,21,0,202,187,23,117,2,0,2,0,0,0,0,0,1,1,0,2,3,4,6,550
307,"P.S. MADRIPUR MO. AHEVA KAMRA NO 2",475,368,0,843,299,178,0,477,7,0,146,146,8,139,3,0,1,1,1,0,0,2,0,3,3,3,9,8,4,477
308,P.S.GANERA,457,418,0,875,390,319,0,709,9,0,211,188,9,280,4,0,2,2,0,0,0,2,0,2,1,3,1,3,1,709
