"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AKHILESH","2 - KASHI NATH SHUKLA","3 - PANKAJ","4 - HARSH VARDHAN","5 - ARAT KHARVAR","6 - KAVILAS","7 - MUMMATAJ","8 - MANGAL LAL","9 - PASHUPATI NATH GUPTA","10 - RADHEYSHYAM","11 - RAMSAMUJH","12 - VIMLESH TRIPATHI","13 - SHIVCHARAN","14 - SHREE AKHILESH KUMAR","15 - AJAYDHAR","16 - ANIL KUMAR SHAHANI","17 - GOVIND DAS","18 - TEJ PRATAP","19 - DAYARAM NISHAD","20 - DINESH KUMAR","21 - DINANATH","22 - RAKESH KUMAR GIRI","23 - RAKESH KUMAR GUPTA","24 - None of the Above","Total Votes Secured"
126,"P.P PARASAMALIK DASCHIN",457,381,0,838,330,228,0,558,558,0,133,166,180,60,1,1,0,0,1,0,0,0,2,0,2,4,4,3,0,0,0,1,0,0,558
127,"P.P. ASURAINA K.N 1",525,444,0,969,390,266,0,656,656,0,89,135,272,97,1,0,1,0,5,0,4,0,1,3,1,6,10,12,8,2,4,4,1,0,656
128,"P.P. ASURAINA K.N. 2",330,280,0,610,148,156,0,304,304,0,59,50,152,38,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,304
129,"P.P. DOGAHARA",599,559,0,1158,361,377,0,738,738,0,280,208,152,61,0,0,4,0,1,1,1,0,0,2,2,17,1,3,2,0,2,0,0,1,738
130,"P.P.NARAYANPUR K.N.1",524,442,0,966,363,260,0,623,623,0,62,199,152,62,5,0,16,2,1,1,6,1,2,3,5,75,9,4,5,1,2,3,1,6,623
131,"P.P.NARAYANPUR K.N 2",360,333,0,693,182,198,0,380,380,0,76,89,127,24,0,0,3,0,0,0,0,1,1,6,4,42,1,2,0,0,2,1,0,1,380
132,"JU.HA.SCHOOL SEMRAHANA PURAB",409,363,0,772,231,216,0,447,447,0,152,88,148,5,0,3,2,0,3,1,2,0,1,2,1,31,1,1,0,0,2,1,0,3,447
133,"P.P. HARPUR",713,626,0,1339,382,347,0,729,711,0,212,221,161,17,10,3,3,1,2,1,5,0,3,2,2,74,5,4,0,0,0,2,1,0,729
134,"P.P. NAYA BHAWAN JIGINIHAWA",510,426,0,936,350,226,0,576,576,0,170,126,193,6,0,3,3,1,3,1,7,5,2,4,1,23,5,3,3,1,7,2,3,4,576
135,"P.P. KHAIRAHAW JANGAL",623,585,1,1209,465,364,0,829,829,0,370,51,325,21,2,1,3,0,0,2,1,3,2,2,5,16,8,3,4,0,3,3,1,3,829
136,"P.P. KHAIRAHAWA JANGAL",392,320,0,712,237,210,0,447,447,0,177,44,171,13,0,2,0,1,0,2,1,0,0,1,3,19,2,2,2,2,1,2,1,1,447
137,P.P.SIHABHAR,545,484,0,1029,358,320,0,678,678,0,297,83,240,13,2,10,0,1,1,0,4,1,1,2,1,13,3,3,1,0,0,2,0,0,678
138,"P.P. MANIKAPUR PURAB",542,468,0,1010,366,327,0,693,693,0,116,218,319,7,1,0,0,1,2,1,4,0,0,1,1,3,2,9,2,0,2,2,2,0,693
139,"P.P. MANIKAPUR PASCHIM",268,219,0,487,164,129,0,293,293,0,120,78,81,8,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,293
140,"P.P. GANESHPUR",371,338,0,709,207,216,0,423,423,0,95,92,144,29,1,15,2,0,2,0,4,1,2,1,0,17,5,4,2,0,2,3,1,1,423
141,"P.P. BELAHIYA PURAB",554,502,0,1056,345,334,0,679,677,0,60,195,307,65,2,3,5,1,5,4,2,3,1,2,1,4,2,5,4,0,1,1,1,5,679
142,"P.P. BELAHIYA PASCHIM",500,437,1,938,290,241,0,531,10,0,198,193,82,7,2,7,0,2,3,1,1,1,3,1,2,7,3,4,3,1,3,1,4,2,531
143,"P.P. AMAHAWA UTTAR NAYA BHAWAN",442,379,0,821,258,254,0,512,508,0,183,206,91,16,0,1,0,0,1,0,1,1,0,0,0,8,0,1,0,1,0,0,0,2,512
144,"P.P. AMAHAWA",347,308,0,655,154,151,0,305,305,0,229,27,12,17,1,0,0,0,0,0,2,1,0,4,1,6,3,0,0,0,0,1,0,1,305
145,P.P.SAGARAHAWA,315,268,0,583,157,150,0,307,302,0,69,105,53,26,1,2,7,1,0,0,3,0,2,2,1,33,2,0,0,0,0,0,0,0,307
146,"P.P. VISHUNPURA K.N.1",441,399,0,840,267,278,0,545,545,0,169,185,132,32,2,1,1,0,0,0,2,1,0,2,2,6,3,1,1,0,2,0,1,2,545
147,"P.P. VISHUNPURA K.N.2",496,455,1,952,250,228,0,478,478,0,114,142,154,28,2,1,0,1,3,0,2,3,3,3,1,10,4,2,0,0,0,0,0,5,478
148,"P.P. TARAINI",734,667,0,1401,347,380,0,727,727,0,128,172,268,84,5,2,0,1,0,1,1,3,4,3,4,16,6,10,5,0,6,4,3,1,727
149,P.P.PIPARAHIYA,420,369,0,789,238,196,0,434,434,0,113,105,124,17,3,3,1,1,1,2,3,1,2,2,5,19,8,5,4,3,2,1,2,7,434
150,"P.P. GHODAHAWA UTTAR",668,577,0,1245,399,381,0,780,539,0,319,165,232,18,1,0,0,1,0,1,2,2,0,1,1,3,9,8,1,1,7,5,1,2,780
151,"P.P. GHODAHAWA DASCHIN",561,505,0,1066,301,283,0,584,179,0,222,204,108,18,3,2,3,0,0,0,2,1,1,2,2,5,3,3,2,0,1,1,1,0,584
152,"P.P. NAYA BHAWAN JIGINA",651,540,0,1191,381,322,0,703,703,0,230,165,223,23,3,10,4,1,0,2,6,4,4,1,0,10,3,4,2,2,3,1,0,2,703
153,"P.P.SIRSIYA MASHARKI",814,665,0,1479,378,468,0,846,820,0,253,186,302,23,23,11,3,3,1,2,2,2,3,6,3,14,2,3,1,1,0,0,0,2,846
154,"P.P. GANGWALIYA",451,396,0,847,239,268,0,507,507,0,271,43,153,3,1,18,1,0,3,1,3,0,1,0,0,2,2,1,1,1,1,0,0,1,507
155,"P.P. JAMUHANI",623,624,0,1247,465,293,0,758,753,0,162,294,197,27,5,2,0,2,0,1,5,5,1,3,7,34,2,0,4,2,2,1,1,1,758
156,"P.P. SURYPURA",402,340,1,743,228,230,0,458,39,0,70,198,155,13,2,0,1,0,0,0,0,0,0,2,2,3,4,5,2,0,0,0,0,1,458
157,P.P.BANARAHAWA,497,484,0,981,291,334,0,625,620,0,173,213,144,53,3,3,6,0,1,1,0,1,0,3,7,10,0,4,1,0,0,0,1,1,625
158,"P.P.SISAHANIYA URF SHISHMAHAL",518,467,0,985,343,320,0,663,661,0,224,141,240,8,1,1,1,1,2,2,4,1,1,3,0,16,5,5,2,2,2,0,0,1,663
159,"P.P.CHAKDAH UTTAR",520,469,1,990,286,305,0,591,591,0,234,97,190,22,2,6,4,1,3,1,4,1,0,3,2,9,3,3,0,0,2,3,0,1,591
160,"P.P. CHAKADAH DAKHIN",333,272,0,605,181,173,0,354,354,0,39,214,55,14,1,1,1,0,2,1,2,0,1,4,0,8,2,3,0,0,0,4,0,2,354
161,"P.P. CHAKDAH KHAS TOLA",598,554,0,1152,301,313,0,614,614,0,139,260,134,7,2,12,2,1,0,3,1,3,2,4,5,30,1,2,1,0,0,1,1,3,614
162,"P.P.NAYA CHAKADAH LALPUR PURAB",657,619,0,1276,352,350,0,702,702,0,235,136,270,18,2,1,2,2,1,1,3,2,6,4,1,10,0,1,1,1,0,0,2,3,702
163,"P.P. NAYA CHAKDAH LALPUR P0",524,430,0,954,247,190,0,437,430,0,157,65,167,7,1,1,3,0,0,1,1,1,1,1,2,11,4,6,1,1,1,3,1,1,437
164,"AGANWADI KENDRA CHAKDAH TOLA SHAHPUR",704,594,0,1298,358,403,0,761,759,0,202,230,245,16,2,14,12,1,1,6,3,6,2,2,1,13,0,1,1,0,0,1,0,2,761
165,"P.P. BARAWA KALA",681,583,0,1264,428,368,0,796,754,0,206,260,203,85,4,2,3,1,2,2,5,1,2,6,3,4,3,1,0,1,1,0,1,0,796
166,"P.P. CHADALAHA",579,477,0,1056,373,320,0,693,17,0,153,84,334,60,2,1,0,3,2,2,7,3,2,3,4,11,6,6,5,1,1,0,1,2,693
167,"I.BERAWA CHANDANPUR K.N1",892,761,0,1653,413,306,0,719,719,0,322,173,151,29,1,2,0,1,3,1,4,1,0,1,1,7,3,4,5,1,2,2,0,5,719
168,"I.BERAWA CHANDANPUR K.N2",609,487,0,1096,329,258,0,587,585,0,69,243,210,26,1,0,1,3,3,2,5,2,3,3,5,2,0,2,0,2,1,1,1,2,587
169,"P.P. BAIRAWA BANKATAWA K.N1",851,662,0,1513,431,327,0,758,100,0,283,322,94,18,1,2,1,0,0,4,3,1,1,1,3,10,2,4,2,0,0,3,0,3,758
170,"P.P. NAYA BHAWAN PURAB BAIRAWA BANKATAWA",734,615,1,1350,386,346,0,732,732,0,175,273,188,7,6,1,2,0,2,1,9,4,3,4,5,20,7,2,2,2,2,4,0,13,732
171,"P.P. BAIRAWA JANGAL",785,678,2,1465,420,374,0,794,794,0,343,207,163,15,1,5,5,2,2,2,5,1,5,1,0,18,4,5,0,1,4,0,2,3,794
172,"P.P. SUKRAULI URF SURYPURA",596,500,0,1096,386,272,0,658,656,0,64,343,217,6,1,1,0,2,2,2,3,2,1,2,1,4,0,4,1,0,0,1,0,1,658
173,"P.P.NAUWADIH URF DEVPUR",542,486,0,1028,278,244,0,522,440,0,61,181,230,16,2,1,1,0,1,2,3,2,2,4,0,5,1,1,0,1,1,2,2,3,522
174,"P.P.RAMNAGAR PURAB",547,465,0,1012,351,308,0,659,628,0,27,473,119,8,1,1,1,2,1,1,7,1,1,1,4,4,4,1,1,0,0,1,0,0,659
175,"P.P. RAMNAGAR P0",671,600,0,1271,404,345,0,749,747,0,141,290,261,23,1,1,2,2,1,0,1,0,1,4,2,11,0,3,1,1,0,1,0,2,749
176,"P.P.KARAILA AJGARAHA PURAB",858,665,1,1524,465,417,0,882,400,0,122,207,445,43,0,0,7,0,6,1,1,2,1,4,7,11,2,6,9,0,2,0,2,4,882
177,"P.P.SINGHPUR KALA",627,538,0,1165,379,354,0,733,733,0,124,112,425,14,1,1,0,1,1,0,0,1,1,3,0,3,6,13,10,4,6,4,0,3,733
178,"P.P.JAMUHARA KALA",415,355,0,770,249,225,0,474,474,0,67,167,193,15,1,0,1,2,0,1,0,3,7,2,0,3,2,4,3,1,1,0,0,1,474
179,P.P.PIPRAHAWA,458,409,0,867,258,250,0,508,508,0,148,63,233,23,3,1,5,1,2,2,2,0,2,2,1,11,3,4,2,0,0,0,0,0,508
180,"JU0 HA0 KAJARI",763,623,0,1386,578,322,0,900,17,0,212,190,339,44,7,37,2,0,4,6,0,3,10,4,6,18,2,1,3,0,3,3,0,6,900
181,"P.P.DHOTIHAWA PURAB NAYA BHAWAN",525,456,0,981,278,273,0,551,181,0,29,133,288,37,3,10,0,0,1,0,3,3,3,2,2,30,0,0,1,1,1,4,0,0,551
182,P.P.DHOTIHAWA,467,376,0,843,271,265,0,536,536,0,76,47,176,72,5,111,2,0,1,2,2,4,3,6,3,17,0,2,1,1,2,1,1,1,536
183,"P.P. DHOTIHAWA P0",365,307,0,672,163,152,0,315,308,0,15,97,142,27,2,1,1,0,3,3,3,1,4,2,2,4,1,4,0,0,1,0,0,2,315
184,P.P.SEMRAHAWA,705,620,0,1325,408,397,0,805,805,0,112,93,179,40,3,196,7,4,2,8,13,2,16,7,9,63,4,9,3,4,2,13,2,14,805
185,"P.P. DASHARATHPUR",519,431,0,950,326,296,0,622,619,0,330,88,106,57,0,1,0,1,1,1,2,0,0,1,1,3,9,6,1,2,5,2,5,0,622
186,"P.P. DASHARTHPUR",424,378,0,802,255,247,0,502,502,0,164,198,48,47,2,3,1,0,1,1,3,2,5,2,1,1,5,0,1,2,5,5,3,2,502
187,"P.P. JANGAL GULARIYA PU.",520,516,1,1037,282,304,0,586,586,0,74,101,352,16,0,1,1,0,0,3,4,3,0,5,4,7,4,5,2,0,1,2,0,1,586
188,"P.P.JANGAL GULARIYA PA.",786,654,0,1440,441,332,0,773,772,0,170,101,390,17,4,2,3,0,3,1,3,2,2,2,5,16,10,21,7,3,5,1,1,4,773
189,"P.P. BANRSIHA KALA",266,219,0,485,126,153,0,279,278,0,66,127,62,3,0,0,2,0,3,0,1,0,0,1,1,2,4,3,0,0,1,1,1,1,279
190,P.P.PIPARIYA,250,196,0,446,170,135,0,305,305,0,95,82,100,8,1,0,0,1,0,0,1,0,0,1,1,4,6,1,1,1,1,0,0,1,305
191,"P.P. BANRSIHA KHURD",574,457,0,1031,349,276,0,625,614,0,104,71,406,8,2,3,6,2,3,2,3,0,2,0,4,5,0,3,0,0,0,0,1,0,625
192,"P.P. MUDALI PU.",742,676,0,1418,445,371,0,816,266,0,132,167,409,19,1,4,4,1,11,2,6,1,3,11,10,15,4,4,2,1,3,3,1,2,816
193,"P.P. KARAMHAWA BASNTPUR",386,346,0,732,241,207,0,448,442,0,59,101,252,12,0,0,0,0,3,0,2,0,3,3,1,2,2,3,0,0,1,2,1,1,448
194,"P.P.MUDALI NAYA BHAWAN",313,298,0,611,168,119,0,287,287,0,30,96,147,3,0,0,1,0,1,0,2,1,0,2,2,0,0,0,1,0,0,0,0,1,287
195,"P.P.BADAHARA VISHAMBHARPUR",439,370,0,809,261,262,0,523,523,0,62,46,314,20,5,2,5,2,1,0,3,5,2,7,1,7,6,7,7,2,2,3,4,10,523
196,"M0BU0U0M0 MAHUAWA ADDA P0 KE K.N1",879,707,1,1587,512,408,0,920,920,0,67,119,608,31,7,2,3,1,18,2,2,1,2,4,3,8,5,8,9,5,0,7,2,6,920
197,"P.P. RUDRAULI URF KARAILA",349,311,0,660,183,206,0,389,389,0,117,100,142,13,0,1,1,0,0,0,1,0,0,4,1,6,0,2,0,0,1,0,0,0,389
198,"P.P.PAISIYA URF KONGHUSARI",555,447,0,1002,334,283,0,617,603,0,94,130,321,13,1,2,2,1,27,1,2,2,1,1,1,11,1,0,3,1,0,0,1,1,617
199,P.P.BHAISIYA,618,472,0,1090,397,319,0,716,716,0,152,238,244,31,6,2,1,1,9,3,4,0,1,2,3,9,0,3,1,0,1,0,0,5,716
200,"P.P.SISAWA TAUFIR",434,393,0,827,236,244,0,480,448,0,133,80,213,18,1,0,0,1,1,1,3,2,3,1,1,8,2,3,1,2,0,4,0,2,480
201,"P.P.BAIJNATHPUR URF CHARAKA",495,425,0,920,278,251,0,529,465,0,216,121,147,24,1,1,1,0,3,0,1,0,3,1,0,2,0,3,1,2,1,0,0,1,529
202,"M0BU0U0M0 MAHUAWA ADDA P0 KE K.N2",525,423,0,948,235,230,0,465,465,0,150,103,182,14,1,1,3,0,4,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,465
203,"P.P.BARWA KHURD",459,448,0,907,239,246,0,485,485,0,76,118,263,15,1,0,0,0,2,0,1,0,0,1,2,3,0,1,0,0,0,1,0,1,485
204,P.P.BANWATARI,288,261,0,549,163,175,0,338,336,0,128,63,57,75,1,1,3,0,1,0,1,0,0,1,1,4,1,1,0,0,0,0,0,0,338
205,"P.P. PARSAUNI KALA",837,693,0,1530,429,382,0,811,811,0,185,154,342,47,1,3,1,3,4,1,5,3,1,1,5,19,3,12,6,2,4,1,1,7,811
206,P.P.NARKATAHA,210,195,0,405,130,129,0,259,180,0,46,77,90,30,0,1,0,0,1,0,0,0,0,0,0,0,0,7,4,0,1,0,0,2,259
207,"P.P. CHAMAINIYA URF BHEDAHI",427,400,0,827,243,262,0,505,505,0,115,104,213,45,2,2,0,1,1,1,1,2,2,0,2,3,3,1,0,1,0,1,2,3,505
208,"DA0 RA0 N0 LO0 GAJARHI",494,456,0,950,302,253,0,555,555,0,114,139,245,14,1,0,1,1,13,1,2,1,2,6,2,7,0,2,0,0,0,2,1,1,555
209,"DABAKARA BHAWAN GAJRAHA",340,298,0,638,192,173,0,365,361,0,134,95,107,10,1,0,0,0,0,0,1,0,0,3,2,5,0,0,1,1,1,3,0,1,365
210,P.P.RAJDHANI,286,231,0,517,158,158,0,316,316,0,39,97,149,10,1,1,0,2,0,0,0,0,1,0,1,3,1,7,0,1,0,1,1,1,316
211,P.P.NAIKOT,622,508,0,1130,346,309,0,655,655,0,206,141,235,22,3,1,0,0,8,0,4,1,2,2,4,13,2,2,2,1,2,1,1,2,655
212,"P.P. MUDEHRA",418,342,0,760,236,225,0,461,461,0,69,106,240,16,1,0,0,0,2,3,2,2,2,0,4,6,0,3,1,0,1,1,1,1,461
213,P.P.MAHUWARI,451,333,0,784,226,136,0,362,362,0,69,35,236,8,0,0,2,0,4,1,0,0,0,0,0,0,2,1,1,1,0,2,0,0,362
214,"P.P. PAISIYA BABU",254,222,0,476,156,147,0,303,303,0,79,85,107,11,0,0,1,0,1,1,0,0,2,2,3,7,0,2,0,0,0,0,1,1,303
215,P.P.CHANDITHAN,369,317,0,686,257,216,0,473,473,0,155,90,200,5,1,2,0,0,0,0,3,0,0,1,1,1,1,7,1,1,0,1,1,2,473
216,P.P.BAIRIYA,333,268,0,601,205,186,0,391,382,0,201,14,156,9,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1,1,2,0,1,0,391
217,P.P.SAMPATIHA,586,480,1,1067,340,326,0,666,666,0,97,111,306,52,3,3,3,2,0,2,8,2,1,4,2,26,6,11,7,3,3,8,0,6,666
218,P.P.CHHITARAPAR,204,189,0,393,136,145,0,281,281,0,46,47,153,12,1,1,1,0,0,0,1,0,1,2,1,7,1,3,2,0,1,0,1,0,281
219,"P.P. KURAHAWA KHURD",461,432,0,893,326,277,0,603,68,0,80,137,333,20,1,0,2,1,1,1,3,2,0,3,1,7,0,4,0,1,2,1,0,3,603
220,"P.P. KAULAHI",599,589,0,1188,390,395,0,785,785,0,230,110,362,41,0,12,0,0,0,0,2,0,1,3,1,7,8,4,0,0,1,2,1,0,785
221,"P.P.EKSADAWA PURANA K.N.1",764,629,0,1393,376,323,0,699,698,0,200,159,255,26,4,8,13,0,3,0,4,1,0,2,0,5,0,7,1,0,2,4,2,3,699
222,"P.P. EKSADAWA PURANA K.N.2",378,345,0,723,220,204,0,424,424,0,84,129,192,12,1,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,424
223,P.P.BATAIDIHA,828,730,0,1558,355,375,0,730,728,0,367,193,70,23,0,4,28,3,2,1,3,1,1,3,4,5,1,7,4,1,3,2,3,1,730
224,"P.P. MAGALAHA NAYA BHAWAN",672,583,1,1256,369,337,0,706,706,0,223,227,174,12,2,28,0,4,4,2,0,3,2,4,2,4,2,2,1,2,0,2,0,6,706
225,"P.P. MOGALAHA PURANA BHAWAN",662,550,0,1212,303,336,0,639,638,0,155,280,147,24,1,0,5,2,3,0,3,0,2,2,2,3,2,2,1,0,1,1,2,1,639
226,"P.P. BARAGADAWA AYODHAYA",420,357,0,777,214,193,0,407,84,0,132,132,117,18,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,407
227,"P.P. KARAILIYA",458,389,0,847,251,226,0,477,393,0,162,108,152,12,2,1,1,2,1,0,0,3,3,2,3,13,1,5,1,2,0,0,1,2,477
228,"P.P.MAHESHPUR MEHDIYA",594,514,1,1109,299,296,0,595,595,0,192,123,230,9,1,9,2,0,3,0,0,2,3,2,4,9,0,2,1,0,0,1,0,2,595
229,P.P.CHAMAINIYA,246,207,0,453,139,148,0,287,287,0,121,97,44,3,1,2,1,0,1,1,1,3,1,1,0,8,1,0,0,0,0,0,1,0,287
230,"P.P. HARMANDIR KALA",430,353,0,783,240,206,0,446,446,0,77,36,257,13,6,1,0,0,3,0,6,1,2,5,1,3,4,8,6,6,1,5,2,3,446
231,"U.MA. VI. GUJARWALIYA SHANKAR MISHAR K.N.1",462,367,0,829,268,195,0,463,463,0,107,29,270,13,0,2,1,0,0,2,0,0,0,2,2,9,3,8,0,4,2,1,3,5,463
232,"U.MA. VI. GUJARWALIYA SHANKAR MISHAR K.N.2",528,410,0,938,257,182,0,439,385,0,85,118,205,15,0,1,1,0,2,0,1,0,0,1,0,1,4,2,0,0,1,0,0,2,439
233,"P.P.BELAWA BUJURAG",383,370,0,753,250,247,0,497,497,0,106,101,267,15,0,0,0,1,0,0,1,0,0,2,0,1,1,0,1,1,0,0,0,0,497
234,P.P.PAKARDIHA,430,353,0,783,237,218,0,455,455,0,14,179,220,2,1,14,0,0,1,1,1,1,4,2,4,4,1,0,2,1,0,0,0,3,455
235,P.P.CHAINPUR,312,270,0,582,173,154,0,327,325,0,57,92,140,8,3,3,1,1,1,0,1,4,2,3,0,4,1,1,1,2,0,1,0,1,327
236,"P.P. MAHADEWA BASDILA",687,607,0,1294,462,272,0,734,734,0,48,323,306,23,2,1,6,0,2,0,2,1,1,2,4,5,1,2,3,0,0,0,1,1,734
237,P.P.TEDHI,632,508,0,1140,367,340,0,707,707,0,180,223,255,14,2,6,5,1,2,1,1,1,4,0,1,3,2,2,1,1,1,1,0,0,707
238,"P.VI.GANGA PUR",681,544,0,1225,352,322,0,674,674,0,259,103,213,17,4,21,1,1,2,2,4,3,3,4,2,12,8,4,1,0,2,4,1,3,674
239,"P.P.BAKAINIYA HARAIYA PURAB",673,551,0,1224,360,321,0,681,181,0,218,52,352,19,1,12,1,2,3,0,0,0,0,2,2,3,2,2,7,1,1,1,0,0,681
240,"P.P.BAKAINIYA HARAIYA P0",374,320,0,694,188,187,0,375,375,0,84,125,130,9,0,1,1,0,1,1,1,0,0,2,2,5,2,4,0,0,1,2,1,3,375
241,"P.P.LAXAMIPUR KAITHAWALIYA UTTAR",598,527,1,1126,324,308,0,632,632,0,111,79,383,19,2,2,0,0,1,1,2,3,2,6,3,7,1,3,1,0,2,2,0,2,632
242,P.P.BELASPUR,550,476,0,1026,247,297,0,544,544,0,374,86,31,10,0,0,27,0,1,3,1,0,0,0,0,1,3,1,4,0,0,1,1,0,544
243,"P.P.KOLUHA URF SIHORAWA",809,682,0,1491,445,369,0,814,810,0,226,200,281,26,2,3,3,2,0,2,3,2,4,7,7,13,5,8,6,2,4,5,0,3,814
244,"P.P.LALPUR KALAYANPUR",806,661,0,1467,371,357,0,728,690,0,337,37,290,35,2,0,1,1,1,0,3,1,3,6,1,2,1,2,2,0,0,2,0,1,728
245,"P.P.MANIKTALAB PURAB",365,297,0,662,225,182,0,407,245,0,112,95,70,63,4,13,2,0,2,1,0,1,0,6,1,4,6,2,8,5,4,3,3,2,407
246,"P.P. MANIK TALAB PASCHIM",486,397,0,883,336,285,0,621,11,0,134,217,150,45,1,3,0,1,1,2,2,0,2,7,2,34,6,5,1,1,3,1,1,2,621
247,"P.P BHOTAHA",394,325,0,719,218,189,0,407,405,0,63,43,137,149,4,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,407
248,P.P.RAJAPUR,527,425,0,952,287,253,0,540,540,0,162,71,120,19,3,2,1,2,1,1,3,0,1,3,3,63,15,15,18,4,5,10,5,13,540
249,"P.P.MATHIYA IDU",450,367,1,818,253,198,0,451,451,0,167,144,84,8,1,0,1,1,0,0,2,2,1,1,2,23,2,7,4,0,0,1,0,0,451
250,P.P.KHALIKGARH,419,328,0,747,214,191,0,405,405,0,119,134,81,5,2,2,0,0,0,0,2,0,0,0,0,26,11,9,3,1,2,0,3,5,405
251,P.P.KHALIKGARH,593,477,0,1070,315,293,0,608,606,0,227,67,151,24,2,2,1,1,0,0,6,1,3,4,2,95,5,3,1,0,3,5,2,3,608
252,P.P.KHALIKGARH,715,524,0,1239,265,206,0,471,471,0,215,63,117,6,3,1,5,1,5,0,1,1,2,1,4,26,5,6,0,0,3,4,0,2,471
253,"P.P. GAUHARPUR",780,598,0,1378,359,364,0,723,600,0,131,261,255,11,3,2,6,0,1,0,4,1,2,0,3,29,2,2,1,2,1,1,0,5,723
254,P.P.GAUHARPUR,639,537,0,1176,289,229,0,518,491,0,129,114,173,13,3,2,5,2,1,1,5,4,3,1,1,42,3,3,1,0,3,3,1,5,518
255,"P.P. RANIPUR PURAB",788,697,1,1486,416,404,0,820,801,0,259,123,119,18,4,11,3,0,3,3,13,5,6,2,8,189,10,3,3,2,6,10,5,15,820
256,"P.P. RANIPUR PASCHIM",456,381,0,837,251,200,0,451,451,0,107,120,49,10,1,1,2,0,1,1,11,3,0,7,2,113,5,3,2,0,3,6,1,3,451
257,"P.P. RAGHUNATHPUR",861,685,0,1546,406,439,0,845,476,0,114,252,228,115,9,4,1,2,6,2,8,4,8,5,5,58,1,4,2,0,5,7,0,5,845
258,"P.P. SAWARDHIRA",845,722,1,1568,446,326,0,772,772,0,86,218,320,70,1,2,1,4,1,1,9,4,1,4,10,24,2,3,3,3,1,1,1,2,772
259,"P.P. SAWARDHIRA PASCHIP",521,456,1,978,253,233,0,486,486,0,106,154,118,22,2,5,1,0,2,2,1,0,2,2,1,4,13,19,9,1,5,4,4,9,486
260,"P.P.BARAGADAWA VISHUNPURA",339,281,0,620,194,176,0,370,360,0,53,36,205,36,2,0,0,1,1,0,2,1,2,2,0,3,3,6,11,2,1,0,0,3,370
261,"P.P.BARAGADAWA VISHUNPUR",543,465,0,1008,204,368,0,572,572,0,141,199,140,32,3,4,1,1,4,0,0,2,3,1,6,8,6,7,3,5,0,3,2,1,572
262,P.P.BASANTPUR,630,536,0,1166,305,307,0,612,544,0,158,240,126,48,2,0,1,1,3,0,3,3,2,2,4,11,0,2,0,0,0,2,1,3,612
263,"JU.HA.BHAGWANPUR PURAB",669,551,0,1220,362,314,0,676,676,0,144,87,216,168,8,3,1,1,5,2,2,0,2,2,3,17,3,2,0,1,1,3,0,5,676
264,"JU.HA.BHAGWANPUR P0",639,551,1,1191,388,357,0,745,745,0,235,106,190,149,4,4,3,3,17,2,2,2,3,2,4,5,2,4,2,1,0,1,1,3,745
265,P.P.KOTKAMHARIYA,601,495,0,1096,292,297,0,589,589,0,282,34,247,7,2,0,1,0,2,2,3,0,1,2,0,3,1,2,0,0,0,0,0,0,589
266,"P.P. KOTKAMAHARIYA P0",539,444,1,984,275,254,0,529,427,0,131,145,213,13,0,1,0,0,1,0,2,0,0,1,2,2,3,7,3,3,1,1,0,0,529
267,"P.P. PHULAWARIYA",584,520,0,1104,377,313,0,690,690,0,190,189,235,22,0,2,1,1,1,0,4,0,2,4,3,12,1,5,4,0,3,2,1,8,690
268,P.P.CHAUTARAWA,250,212,0,462,145,140,0,285,285,0,51,72,116,9,1,2,2,1,0,1,3,0,0,2,1,10,4,1,5,1,0,0,1,2,285
269,P.P.HATHIYAGARH,651,496,0,1147,369,329,0,698,698,0,175,234,241,15,2,1,0,1,1,1,2,1,1,3,2,4,2,5,1,2,1,2,1,0,698
270,"P.P.BARAGADAWA MADHUBANI",392,371,0,763,242,227,0,469,469,0,180,130,121,9,0,0,0,0,0,0,1,1,0,3,1,2,6,5,0,5,0,3,1,1,469
271,"KANAYA JU.HA. LAXAMIPUR DUTIY",417,350,0,767,233,207,0,440,420,0,133,67,177,29,2,1,2,0,2,0,2,0,1,0,2,3,1,3,0,3,2,1,2,7,440
272,"KANAYA JU.HA. LAXAMIPUR DUTIY",699,617,1,1317,404,372,0,776,776,0,159,116,437,21,1,3,1,1,0,3,2,0,2,7,3,9,3,4,0,1,1,1,1,0,776
273,"KANAYA JU.HA. LAXAMIPUR DUTIY",637,508,0,1145,378,256,0,634,634,0,110,56,437,14,0,2,0,1,7,0,1,0,0,1,1,0,2,0,1,0,0,0,1,0,634
274,"P.P. LAXAMIPUR",339,274,0,613,158,124,0,282,282,0,47,19,201,8,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,282
