"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KALRAJ MISHRA","2 - NIYAJ AHMAD","3 - BALESHWAR YADAV","4 - SABHA KUNWAR","5 - AROON KUMAR TRIPATHI","6 - AWADH KISHOR NIGAM","7 - INTZARUL","8 - UMESH","9 - RAJU","10 - RAM PRAVESH","11 - RAM PREET","12 - VED PRAKASH MALL","13 - SHYAM SUNDAR","14 - BARKHA KINNAR","15 - HEMANT KISHOR SRIVASTAVA","16 - None of the Above","Total Votes Secured"
138,"J.H. SCHOOL  BIHAR BUJURGROOM NO. 2",757,612,0,1369,375,315,0,690,490,0,334,131,82,88,8,0,1,1,6,9,2,3,4,3,5,13,690
139,"PRIMARY  SCHOOL BIHAR BUJURG",469,382,0,851,246,200,0,446,400,0,216,132,52,23,3,2,0,1,7,4,2,0,1,0,1,2,446
140,"PACHAYT BALUA BHAVAN SAMSHER SHAHI",580,499,1,1080,320,321,0,641,600,0,296,181,27,89,1,2,0,1,10,8,2,1,6,2,9,6,641
141,"PRIMARY  SCHOOL PARASAUNI KHURD",479,375,0,854,274,278,0,552,500,0,168,253,51,44,1,0,3,1,6,3,2,1,2,4,3,10,552
142,"PRIMARY  SCHOOL MEER BIHAR ROOM NO.1",826,698,1,1525,438,459,0,897,700,0,302,375,113,56,8,1,6,2,6,8,2,1,4,3,3,7,897
143,"PRIMARY  SCHOOL MEER BIHAR ROOM NO.2",272,191,0,463,118,130,0,248,248,0,164,52,12,8,0,0,1,0,2,2,0,1,1,2,1,2,248
144,"PACHAYT  BHAVAN BANVIRA",653,623,0,1276,360,369,0,729,729,0,276,293,48,74,1,0,0,2,3,5,1,2,0,5,6,13,729
145,"PRIMARY  SCHOOL LAKSHIYA DEORIA ROOM NO.1",644,524,0,1168,310,329,0,639,639,0,179,378,55,16,0,3,0,1,2,1,0,1,1,0,1,1,639
146,"PRIMARY  SCHOOL LAKSHIYA DEORIA ROOM NO.2",722,576,0,1298,334,294,0,628,628,0,291,135,157,23,1,1,3,2,3,2,1,0,0,4,3,2,628
147,"PRIMARY  SCHOOL LAKSHIYA DEORIA ATRIKIT ROOM",608,510,0,1118,308,316,0,624,624,0,340,89,150,21,3,0,1,0,3,3,2,0,3,2,2,5,624
148,"PRIMARY  SCHOOL NARAHWA  ROOM NO.1",594,475,0,1069,326,300,0,626,626,0,416,123,34,38,0,0,0,0,2,1,1,0,2,1,0,8,626
149,"PRIMARY  SCHOOL NARAHWA ROOM NO.2",559,512,0,1071,361,364,0,725,625,0,476,149,43,39,2,1,0,1,5,4,0,0,0,0,1,4,725
150,"PRIMARY  SCHOOL KOTAWA",655,492,0,1147,295,293,0,588,400,0,277,154,28,98,3,2,0,4,3,4,2,2,0,1,4,6,588
151,"PRIMARY  SCHOOL TIKAMPAR",400,344,0,744,189,191,0,380,205,0,174,129,44,23,0,0,0,0,3,1,0,0,1,3,2,0,380
152,"J.H.SCHOOL BIHAR KHURD ROOM NO.1",717,574,0,1291,377,351,0,728,500,0,561,61,54,4,0,2,4,0,7,5,2,2,2,1,4,19,728
153,"J.H.SCHOOL BIHAR KHURD ROOM NO.2",436,341,0,777,257,204,0,461,10,0,230,186,22,10,1,0,0,1,2,2,0,3,0,2,1,1,461
154,"J.H.SCHOOL BIHAR KHURD ROOM NO.3",470,386,0,856,265,247,0,512,60,0,295,100,65,20,1,1,0,2,1,1,1,3,1,4,8,9,512
155,"PRIMARY  SCHOOL GANGUA ROOM NO.1",438,335,0,773,233,228,0,461,70,0,299,65,51,26,3,3,0,1,4,1,1,1,0,0,3,3,461
156,"PRIMARY  SCHOOL GANGUA ATRICAT KAKSH",501,396,0,897,207,223,0,430,411,0,149,115,128,29,0,0,0,2,0,2,0,1,0,1,2,1,430
157,"PRIMARY  SCHOOL GANGUA ROOM NO.2",256,177,0,433,122,101,0,223,204,0,142,56,18,5,0,0,0,0,0,0,1,0,0,0,1,0,223
158,"PRIMARY  SCHOOL PIPARA BAGHEL",510,379,0,889,290,260,0,550,240,0,445,45,22,23,1,0,1,2,1,0,1,1,0,1,1,6,550
159,"PRIMARY  SCHOOL LAKSHIPUR  BUJURG ROOM NO.1",683,535,2,1220,400,299,0,699,599,0,297,89,206,54,4,0,3,1,4,6,2,1,3,4,11,14,699
160,"PRIMARY  SCHOOL LAKSHMIPUR BUJURG ROOM NO.2",696,581,0,1277,334,318,0,652,415,0,373,54,146,60,1,1,1,0,1,4,0,2,1,1,2,5,652
161,"PACHAYT  BHAVAN  LAKSHMIPUR BUJURG",165,136,0,301,91,85,0,176,96,0,68,58,29,10,0,0,0,0,2,2,0,0,0,3,1,3,176
162,"PRIMARY  SCHOOL SARAYA BUJURG ROOM NO.1",723,559,0,1282,365,314,0,679,280,0,449,57,87,36,6,2,1,3,2,2,2,2,3,4,5,18,679
163,"PRIMARY  SCHOOL SARAYA BUJURG ROOM NO.2",692,542,0,1234,354,358,0,712,484,0,397,122,168,13,0,0,2,2,1,1,0,2,0,0,0,4,712
164,"PRIMARY  SCHOOL DUBHA ROOM NO.1",433,364,0,797,206,192,0,398,211,0,295,18,21,37,1,0,0,1,1,2,1,1,4,1,3,12,398
165,"PRIMARY  SCHOOL DUBHA ROOM NO.2",476,437,2,915,239,255,0,494,90,0,285,66,74,30,1,2,0,2,4,4,0,0,9,4,3,10,494
166,"PRIMARY  SCHOOL RAKBA RAJA",556,412,0,968,337,240,0,577,520,0,183,20,305,13,4,2,1,3,7,5,3,1,8,8,2,12,577
167,"PANCHAYT BHAVAN HARADIYA ROOM NO.1",449,338,0,787,179,150,0,329,180,0,234,51,28,5,0,0,0,1,1,2,0,1,0,0,1,5,329
168,"PANCHAYT BHAVAN HARADIYA ROOM NO.2",428,376,0,804,178,169,0,347,20,0,181,109,34,15,0,0,0,2,0,0,0,0,0,1,3,2,347
169,"PRIMARY  SCHOOL BASDILA KHURD  NONIYA PATTI  ROOM NO.1",551,459,0,1010,242,238,0,480,75,0,184,85,118,52,2,1,1,2,1,1,3,0,1,9,6,14,480
170,"PRIMARY  SCHOOL BASDILA  KHURD NONIYA PATTI ROOM NO.2",618,408,0,1026,295,224,0,519,512,0,314,145,40,5,1,0,1,0,1,2,0,0,2,2,0,6,519
171,"GIRLS PRIMARY SCHOOL  PARASAUNI BUJURG NO.1",471,369,0,840,244,244,0,488,245,0,301,65,58,27,4,0,2,2,7,3,3,2,6,1,3,4,488
172,"GIRLS PRIMARY SCHOOL  PARASAUNI BUJURG ROOM NO.2",502,424,0,926,266,245,0,511,83,0,238,140,72,17,5,0,4,1,10,4,1,1,11,0,3,4,511
173,"GIRLS PRIMARY SCHOOL  PARASAUNI BUJURG ROOM NO.3",512,422,1,935,268,233,0,501,300,0,345,53,59,18,5,2,0,1,2,3,0,0,9,0,3,1,501
174,"GIRLS PRIMARY SCHOOL  PARASAUNI BUJURG ROOM NO.4",562,432,0,994,240,305,0,545,300,0,277,65,80,7,7,2,0,0,1,7,4,1,78,3,4,9,545
175,"PRIMARY  SCHOOL PARASAUNI BUJURG ROOM NO.1",477,397,0,874,280,255,0,535,521,0,213,78,126,40,1,0,1,1,4,8,3,3,23,6,10,18,535
176,"PRIMARY SCHOOL  PARASAUNI BUJURG ROOM NO.2",495,363,0,858,249,218,0,467,17,0,171,113,101,24,0,2,1,3,3,1,1,5,27,1,12,2,467
177,"PRIMARY  SCHOOL  BHARPATIYA  PARASAUNI BUJURG",835,610,0,1445,475,399,0,874,861,0,466,190,74,80,5,2,5,1,11,14,3,4,4,0,4,11,874
178,"INTER COLLEGE GAJIPUR ROOM NO. 1",630,472,0,1102,347,288,0,635,635,0,273,172,139,9,3,0,1,0,2,4,2,1,1,4,5,19,635
179,"INTER COLLEGE GAJIPUR ROOM NO.2",437,363,0,800,277,263,0,540,10,0,311,124,28,18,1,1,0,0,6,5,1,4,6,2,7,26,540
180,"INTER COLLEGE GAJIPUR ROOM NO.3",490,370,0,860,252,230,0,482,482,0,249,120,42,39,0,1,0,0,3,5,2,2,3,4,4,8,482
181,"INTER COLLEGE GAJIPUR ROOM NO.4",549,443,0,992,286,273,0,559,19,0,298,91,118,14,0,1,1,1,3,7,2,2,0,1,6,14,559
182,"INTER COLLEGE GAJIPUR ROOM NO.5",626,510,0,1136,258,307,0,565,56,0,413,53,46,14,1,0,1,3,3,2,0,1,0,3,3,22,565
183,"PRIMARY  SCHOOL BANAWRIYA",657,541,0,1198,458,351,0,809,200,0,220,66,256,227,8,1,0,1,0,4,2,2,6,6,3,7,809
184,"PRIMARY  SCHOOL LAKSHMIPUR RAJA",269,240,0,509,180,198,0,378,23,0,201,102,24,35,0,0,0,0,1,1,0,0,4,0,3,7,378
185,"J.H.SCHOOL TAMKUHI NO.1 PLACE HARIHAR PUR ROOM  NO.1",655,549,0,1204,376,364,0,740,735,0,286,281,74,30,2,1,2,1,4,3,1,1,33,4,10,7,740
186,"J.H.SCHOOL TAMKUHI NO.1 PLACE HARIHAR PUR ROOM NO.2",487,343,0,830,292,213,0,505,414,0,268,147,33,14,2,1,0,1,1,4,0,1,26,2,1,4,505
187,"J.H.SCHOOL TAMKUHI NO.1 PLACE HARIHAR PUR ROOM NO.3",569,468,0,1037,242,268,0,510,310,0,169,158,138,22,2,0,2,3,4,0,1,1,7,2,1,0,510
188,"PRIMARY  SCHOOL KOINDI BUJURG ROOM NO.1",425,355,0,780,226,188,0,414,393,0,180,61,122,15,3,0,1,2,1,3,2,0,4,2,6,12,414
189,"PRIMARY  SCHOOL KOINDI BUJURG ATRICAT KAKSH 1",478,340,0,818,258,201,0,459,10,0,207,117,95,13,0,3,2,1,2,3,1,0,4,1,3,7,459
190,"PRIMARY  SCHOOL KOINDI BUJURG ROOM NO.2",438,384,0,822,251,206,0,457,137,0,247,40,92,36,3,0,0,0,5,2,3,3,6,5,3,12,457
191,"PRIMARY  SCHOOL KOINDI BUJURG  ATRICAT KAKSH",479,371,0,850,260,195,0,455,455,0,258,54,82,35,4,4,4,0,3,1,0,0,0,4,3,3,455
192,"PRIMARY  SCHOOL KOINDI BUJURG ROOM NO.3",255,184,0,439,120,119,0,239,20,0,89,57,69,7,1,0,1,0,0,2,0,1,8,0,1,3,239
193,"PRIMARY  SCHOOL KOINDI  GOSAI PATTI",636,522,0,1158,316,327,0,643,643,0,185,168,249,17,2,0,1,0,5,2,0,0,10,1,2,1,643
194,"PRIMARY  SCHOOL KOINDI BARIYAR PUR",510,397,0,907,248,240,0,488,479,0,220,180,39,31,1,0,1,1,3,2,2,2,1,3,1,1,488
195,"PRIMARY  SCHOOL CHAKHANI KHAS",808,648,1,1457,403,382,0,785,200,0,331,286,72,38,1,3,1,3,7,5,0,0,9,6,10,13,785
196,"PRIMARY  SCHOOL GOSAI PATTI",697,542,0,1239,427,334,0,761,761,0,262,73,228,130,6,1,0,1,5,8,3,2,7,6,6,23,761
197,"PRIMARY  SCHOOL MATHIYA KHURD",352,307,0,659,190,195,0,385,4,0,192,94,9,58,1,1,0,1,5,0,2,1,4,2,8,7,385
198,"PRIMARY  SCHOOL MORABAN",917,682,4,1603,434,400,0,834,834,0,316,263,56,134,10,0,5,1,6,11,2,3,6,9,3,9,834
199,"PRIMARY  SCHOOL MUNNI PATTI",659,531,0,1190,363,360,0,723,23,0,224,364,60,27,1,1,0,1,4,8,2,1,7,3,10,10,723
200,"PRIMARY  SCHOOL SHYAM PATTI",361,316,0,677,146,181,0,327,302,0,239,47,5,24,3,0,0,3,1,2,0,1,0,1,0,1,327
201,"PRIMARY  SCHOOL MADHOPUR  BUJURG ROOM NO.1",735,672,0,1407,440,307,0,747,145,0,407,116,141,19,3,3,1,3,3,7,4,1,7,8,4,20,747
202,"PRIMARY  SCHOOL MADHOPUR  BUJURG ROOM NO. 2",463,394,1,858,226,208,0,434,24,0,215,41,117,28,1,0,1,0,0,9,0,3,5,4,1,9,434
203,"PRIMARY  SCHOOL RAMPUR RAJA",404,321,0,725,173,198,0,371,371,0,294,20,16,22,5,0,0,0,1,3,0,1,1,2,1,5,371
204,"PRIMARY  SCHOOL DIBANI BANJARWA ROOM NO.1",699,551,1,1251,363,353,0,716,210,0,105,214,234,28,2,3,1,2,16,3,0,4,70,10,8,16,716
205,"PRIMARY  SCHOOL DIBANI BANJARWA ROOM NO.2",818,714,4,1536,447,370,0,817,400,0,277,218,97,121,5,1,0,3,8,5,2,4,54,4,4,14,817
206,"PRIMARY  SCHOOL SARYA KHURD ROOM NO.1",627,491,0,1118,301,264,0,565,300,0,328,137,18,57,6,0,1,1,2,9,0,0,0,2,2,2,565
207,"PRIMARY  SCHOOL SARYA KHURD ROOM NO.2",452,346,7,805,228,231,0,459,59,0,185,116,45,84,1,3,1,0,7,2,2,2,2,2,5,2,459
208,"PRIMARY  SCHOOL LATWA MURLIDHAR",654,492,2,1148,337,369,0,706,706,0,324,103,230,14,1,0,0,2,2,1,0,2,12,1,2,12,706
209,"PRIMARY  SCHOOL KOTAWA GULAB RAI ROOM NO .1",408,361,0,769,218,233,0,451,251,0,221,16,177,16,2,0,0,0,0,3,1,0,2,3,1,9,451
210,"PRIMARY  SCHOOL KOTAWAGULAB RAI ROOM NO.2",651,593,1,1245,280,341,0,621,530,0,294,55,188,14,1,1,1,1,5,8,2,2,17,7,8,17,621
211,"J.H.SCHOOL  KHUDURA",691,610,3,1304,379,360,0,739,734,0,476,178,52,20,6,2,0,1,2,1,0,0,0,0,0,1,739
212,"PRIMARY  SCHOOL NAINOOPAHRU",254,209,0,463,158,120,0,278,12,0,145,66,52,8,0,1,0,0,1,0,0,0,0,1,0,4,278
213,"PRIMARY  SCHOOL BAHADURPUR ROOM NO.1",498,421,0,919,263,272,0,535,69,0,302,104,39,22,1,1,0,1,4,13,2,1,8,6,5,26,535
214,"PRIMARY  SCHOOL BAHADURPUR ROOM NO.2",518,373,6,897,229,214,0,443,6,0,303,72,43,9,2,0,0,0,2,2,0,1,2,1,2,4,443
215,"PRIMARY  SCHOOL BAHADURPUR ATRIKIT ROOM",889,716,1,1606,426,368,0,794,688,0,326,252,82,58,10,3,1,3,12,7,2,4,1,3,12,18,794
216,"PRIMARY  SCHOOL SALEMGARH ROOM NO.1",480,390,0,870,194,224,0,418,350,0,175,161,37,16,0,1,0,0,5,2,0,0,0,0,6,15,418
217,"PRIMARY  SCHOOL SALEMGARH ROOM NO.2",509,422,0,931,221,220,0,441,50,0,294,81,35,9,3,0,2,2,2,4,1,0,1,1,1,5,441
218,"PRIMARY  SCHOOL SALEMGARH ROOM NO.3",533,391,0,924,276,254,0,530,130,0,437,51,16,14,1,1,1,1,3,1,2,0,0,0,2,0,530
219,"PRIMARY  SCHOOL SALEMGARH   ATRICT KAKSH",403,369,5,777,197,197,0,394,89,0,262,83,16,7,0,1,0,0,4,3,1,1,1,3,5,7,394
220,"J.H.SCHOOL  SALEMGARH ROOM NO.1",861,638,1,1500,342,303,0,645,545,0,483,86,16,27,1,2,2,1,4,2,2,2,2,1,4,10,645
221,"J.H.SCHOOL  SALEMGARH ROOM NO.2",392,315,0,707,184,186,0,370,40,0,189,81,60,11,1,0,1,0,4,7,0,0,2,2,3,9,370
222,"J.H.SCHOOL  SALEMGARH ROOM NO.3",593,420,4,1017,258,245,0,503,403,0,201,179,54,47,6,2,0,3,1,5,1,0,1,0,0,3,503
223,"PRIMARY  SCHOOL BASADILA BUJURG ROOM NO 1",660,597,0,1257,371,390,0,761,400,0,333,61,309,17,3,0,4,2,5,2,0,0,4,4,5,12,761
224,"PRIMARY  SCHOOL BASADILA BUJURG ROOM NO.2",674,587,4,1265,416,424,0,840,112,0,321,218,211,26,3,0,1,4,4,8,2,3,3,9,10,17,840
225,"PRIMARY  SCHOOL MADHOPUR  KHURD",586,474,1,1061,243,275,0,518,275,0,356,75,40,19,1,0,3,3,4,3,0,1,1,0,4,8,518
226,"PRIMARY  SCHOOL GODAITA SHRIRAM",792,681,0,1473,792,39,0,831,125,0,450,146,169,32,7,0,1,1,2,2,0,1,4,1,5,10,831
227,"PRIMARY  SCHOOL PATHARWA ROOM NO.1",430,376,0,806,241,239,0,480,40,0,306,112,16,29,0,1,0,1,2,2,2,0,2,3,1,3,480
228,"PRIMARY  SCHOOL  PATHARWA ATRICT KAKSH",471,416,0,887,193,225,0,418,154,0,248,87,35,19,0,0,1,0,2,1,2,2,0,1,7,13,418
229,"PRIMARY  SCHOOL PATHARWA ROOM NO.2",949,785,2,1736,374,409,0,783,780,0,243,375,34,88,5,0,2,3,7,3,2,2,4,3,7,5,783
230,"PRIMARY  SCHOOL KARAN PATTI ROOM NO.1",431,383,0,814,270,254,0,524,424,0,316,124,12,54,0,0,0,0,4,2,1,1,2,2,1,5,524
231,"PRIMARY  SCHOOL KARAN PATTI ROOM NO.2",442,426,0,868,236,272,0,508,308,0,261,174,24,27,2,1,0,0,5,1,2,0,2,0,4,5,508
232,"PRIMARY  SCHOOL RAMCHANDAR PUR",253,205,0,458,171,152,0,323,59,0,238,62,2,11,0,0,0,0,2,0,0,2,1,0,0,5,323
233,"PRIMARY  SCHOOL MATHAULI",459,385,2,846,253,198,0,451,451,0,175,99,136,15,11,0,0,0,0,1,0,0,1,4,3,6,451
234,"PRIMARY  SCHOOL PARSAUN ROOM NO.1",451,380,7,838,259,259,0,518,250,0,289,86,58,62,2,0,1,1,2,3,0,0,0,1,6,7,518
235,"PRIMARY  SCHOOL PARSAUN ROOM NO.2",458,380,0,838,263,270,0,533,533,0,274,87,88,54,3,3,1,1,0,1,5,1,2,3,1,9,533
236,"PRIMARY  SCHOOL PIPARA MUSTAKIL AGARAWA ROOM NO.1",761,592,0,1353,328,323,0,651,322,0,315,149,87,72,2,0,0,0,4,2,1,1,12,1,1,4,651
237,"PRIMARY  SCHOOL PIPARA MUSTAKIL  AGARAWA  ROOM NO.2",875,670,5,1550,402,368,0,770,260,0,350,254,71,58,2,0,0,1,4,4,1,0,15,2,3,5,770
238,"PRIMARY  SCHOOL SUMAHI BUJURG UFR MEHADIYA  ROOM NO.1",790,592,2,1384,380,454,0,834,600,0,335,268,160,25,2,3,2,0,4,5,3,2,7,5,2,11,834
239,"PRIMARY  SCHOOL SUMAHI BUJURG UFR MEHADIYA ROOM NO.2",565,414,0,979,314,327,0,641,441,0,18,208,358,17,3,0,2,1,5,2,0,2,8,6,2,9,641
240,"J.H.SCHOOL SUMAHI  SANGRAM",273,201,0,474,132,128,0,260,200,0,169,35,35,9,2,0,1,2,0,1,0,0,0,0,1,5,260
241,"PRIMARY  SCHOOL SUMAHI SANGRAM  PURAB KHAND",629,424,3,1056,269,231,0,500,490,0,150,296,19,9,1,2,1,0,6,4,0,0,3,0,1,8,500
242,"PRIMARY  SCHOOL SUMAHI SANGRAM  PASHCHIM  KHAND",283,250,0,533,136,132,0,268,46,0,136,88,2,18,2,0,0,0,1,4,0,1,3,2,3,8,268
243,"PRIMARY  SCHOOL  JAGADISH PUR PURAB KHAND",545,503,0,1048,293,318,0,611,151,0,210,267,29,52,3,0,2,1,5,13,0,3,0,4,8,14,611
244,"PRIMARY  SCHOOL  JAGADISH PUR PASHCHIM  KHAND",315,301,0,616,186,178,0,364,23,0,137,141,43,28,4,1,0,3,2,0,0,0,1,0,0,4,364
245,"PRIMARY  SCHOOL MISHRAULI PURAB KHAND",618,494,0,1112,383,293,0,676,68,0,343,170,31,29,9,0,2,1,2,5,0,4,70,0,3,7,676
246,"PRIMARY  SCHOOL MISHRAULI PASHCHIM  KHAND",597,448,0,1045,360,300,0,660,125,0,253,143,128,73,2,2,2,2,3,11,3,2,24,3,3,6,660
247,"PRIMARY  SCHOOL RAJPUR BAGHA PURAB KHAND",938,688,0,1626,529,395,0,924,885,0,725,75,53,31,3,2,0,1,4,9,1,2,5,3,3,7,924
248,"PRIMARY  SCHOOL RAJPUR BAGHA PASHCHIM  KHAND",589,438,0,1027,335,272,0,607,587,0,297,174,94,19,2,1,2,2,3,5,0,1,1,2,2,2,607
249,"PRIMARY  SCHOOL RAJPUR BAGHA NEW BHAVAN",482,382,0,864,279,220,0,499,59,0,174,187,88,22,0,1,0,1,1,2,1,2,1,7,4,8,499
250,"J.H.SCHOOL RAJPUR KHAL ROOM NO. 1",542,455,0,997,331,236,0,567,467,0,235,149,124,20,5,0,1,3,2,6,2,1,0,5,5,9,567
251,"J.H.SCHOOL RAJPUR KHAS ROOM NO. 2",582,443,0,1025,298,225,0,523,400,0,251,41,155,27,2,0,0,4,4,9,3,1,1,8,1,16,523
252,"PRIMARY  SCHOOL PIPRA GHAT MUSTKIL",746,538,0,1284,261,349,0,610,390,0,246,207,71,34,2,0,3,3,6,7,3,1,7,4,8,8,610
253,"PANCHAYT BHAVAN PIPARA GHAT MUSTLIL",336,271,0,607,211,197,0,408,300,0,303,34,28,26,0,2,0,1,0,2,0,2,3,1,1,5,408
254,"PRIMARY  SCHOOL PIPRA GHAT TAWKAL TOLA ROOM NO.2",562,484,0,1046,309,193,0,502,402,0,337,17,58,69,2,0,0,1,1,5,1,1,4,1,0,5,502
255,"PRIMARY  SCHOOL PIPARA GHAT TAWLAL TOLA ROOM NO.2",597,427,0,1024,250,159,0,409,409,0,106,11,195,78,3,0,1,1,2,3,0,2,4,1,1,1,409
256,"PRIMARY  SCHOOL PIPARA GHAT TAWLAL TOLA ATRIKIT ROOM",515,421,0,936,237,191,0,428,428,0,304,13,58,23,3,1,0,1,1,6,0,0,0,2,4,12,428
257,"PRIMARY  SCHOOL PIPARA GHAT RANJEET  TOLA ROOM NO.1",741,544,1,1286,354,306,0,660,560,0,265,13,196,142,4,0,2,1,11,4,1,6,1,6,6,2,660
258,"PRIMARY  SCHOOL PIPARA GHAT RANJEET  TOLA ROOM NO.2",653,454,0,1107,296,266,0,562,562,0,282,62,115,48,1,0,1,2,5,9,1,1,4,7,4,20,562
259,"PRIMARY  SCHOOL PIROJAHA ROOM NO.1",512,392,0,904,298,255,0,553,3,0,382,90,6,42,2,0,1,2,5,4,1,0,1,3,2,12,553
260,"PRIMARY  SCHOOL PIROJAHA ROOM NO.2",586,431,2,1019,256,245,0,501,6,0,215,173,45,32,2,0,1,0,5,3,1,3,5,3,5,8,501
261,"PRIMARY  SCHOOL PARSA URF SIRSIYA MUSTKIL",797,598,0,1395,335,466,0,801,250,0,212,332,177,34,1,1,1,1,5,6,0,1,6,2,9,13,801
262,"PRIMARY  SCHOOL PARSA URF SIRSIYA EHATMALI  PURAB",417,333,0,750,231,203,0,434,434,0,246,34,99,20,3,0,0,3,2,8,1,0,3,1,8,6,434
263,"PRIMARY  SCHOOL PARSA URF SIRSIYA EHATMALI  PURVI",518,401,0,919,230,185,0,415,50,0,159,124,59,43,3,1,2,0,2,4,1,0,3,1,3,10,415
264,"PRIMARY  SCHOOL RAKABA JANGAL PATTI",627,543,0,1170,398,281,0,679,279,0,445,35,80,80,4,0,0,2,7,5,1,0,1,1,3,15,679
265,"PRIMARY  SCHOOL GHAGHAWA JAGDISH MUSTLIL ROOM NO.1",295,240,0,535,186,173,0,359,351,0,170,80,52,38,4,1,0,1,2,3,0,0,3,0,1,4,359
266,"PRIMARY  SCHOOL GHAGHAWA JAGDISH MUSTLIL  ROOM NO.2",543,397,2,942,289,262,0,551,501,0,175,91,65,171,2,4,0,2,3,11,0,1,3,5,4,14,551
267,"PRIMARY  SCHOOL GHAGHAWA JAGDISH MUSTLIL ATRIKIT ROOM",722,562,0,1284,398,319,0,717,717,0,235,73,310,55,6,1,2,2,5,2,2,0,4,5,4,11,717
268,"PRIMARY  SCHOOL BHAGWAN PUR ROOM NO .1",537,397,0,934,345,293,0,638,600,0,284,198,75,25,0,1,0,1,4,9,1,3,2,7,5,23,638
269,"PRIMARY  SCHOOL BHAGWAN PUR  ROOM NO.2",621,428,0,1049,326,294,0,620,620,0,395,65,81,47,0,1,1,0,3,6,2,2,2,3,4,8,620
270,"PRIMARY  SCHOOL GADHIYA CHINTAMAN",625,520,0,1145,300,442,0,742,727,0,395,185,66,18,4,3,3,5,4,15,0,2,4,8,12,18,742
271,"PRIMARY  SCHOOL DOMATH ROOM NO .1",910,733,0,1643,451,463,0,914,914,0,106,323,385,32,6,1,4,1,4,2,2,1,6,10,11,20,914
272,"PRIMARY  SCHOOL DOMATH ROOM NO.2",364,321,0,685,148,135,0,283,283,0,58,60,120,20,1,0,0,2,2,1,0,0,2,3,6,8,283
273,"PRIMARY  SCHOOL JHADWA",799,622,0,1421,443,391,0,834,834,0,196,248,197,126,14,1,3,0,5,4,4,1,9,9,5,12,834
274,"PRIMARY  SCHOOL BAIJOO PATTI",482,429,0,911,292,279,0,571,571,0,334,85,124,4,0,0,3,1,3,8,1,0,0,2,0,6,571
275,"PRIMARY  SCHOOL KOTAWA",729,567,7,1303,268,388,0,656,356,0,157,197,211,24,3,0,0,2,4,13,5,4,1,7,14,14,656
276,"PRIMARY  SCHOOL BHAWPUR   E .KHAND",586,496,0,1082,320,297,0,617,617,0,304,26,222,23,2,0,1,0,5,3,2,2,4,7,6,10,617
277,"PRIMARY  SCHOOL BHAWPUR   W .KHAND",481,426,0,907,252,248,0,500,61,0,83,168,182,31,0,0,1,3,2,3,2,1,6,2,4,12,500
278,"PRIMARY  SCHOOL BHULIYA AGARWA ROOM NO.1",478,344,0,822,272,246,0,518,300,0,149,212,120,18,0,0,1,0,6,3,0,0,1,2,0,6,518
279,"PRIMARY  SCHOOL BHULIYA AGARWA  ROOM NO.2",442,393,1,836,212,257,0,469,469,0,222,164,38,18,1,1,0,0,4,3,0,1,5,3,4,5,469
280,"PRIMARY  SCHOOL TARYA SUJAN  ROM NO.1",639,524,0,1163,338,313,0,651,461,0,280,96,169,28,2,2,2,3,5,14,6,1,10,9,8,16,651
281,"PRIMARY  SCHOOL TARYA SUJAN ROOM NO.2",434,381,0,815,238,237,0,475,133,0,307,121,7,14,1,0,0,1,0,5,1,1,1,3,3,10,475
282,"PRIMARY  SCHOOL TARYA SUJAN ATRIKAT ROOM",457,362,1,820,296,136,0,432,292,0,253,132,10,23,1,0,1,1,0,5,0,0,1,2,0,3,432
283,"NEHRU I.C TATYA SUJAN ROOM-1",872,704,0,1576,465,382,0,847,46,0,522,228,37,33,1,1,2,0,1,6,2,0,8,1,1,4,847
284,"NEHRU I.C TATYA SUJAN ROOM-2",483,410,0,893,252,191,0,443,20,0,185,171,30,24,5,0,1,1,2,6,0,0,2,2,4,10,443
285,"NEHRU I.C TATYA SUJAN ROOM-3",455,406,0,861,144,154,0,298,298,0,92,160,12,20,1,2,0,0,2,1,1,0,4,0,0,3,298
286,"NEHRU I.C TATYA SUJAN ROOM-4",458,378,6,842,258,217,0,475,400,0,386,48,5,17,0,2,2,1,1,3,2,0,1,0,1,6,475
287,"PRIMARY  SCHOOL TARYA SUJAN HANSRAJ KODRA",804,672,5,1481,467,460,0,927,920,0,527,101,98,114,5,4,4,6,12,6,4,4,5,8,4,25,927
288,"PRIMARY  SCHOOL BASDILA GUNAKAR ROOM-1",651,538,0,1189,290,262,0,552,552,0,351,70,111,7,0,0,0,2,3,1,0,0,2,0,3,2,552
289,"PRIMARY  SCHOOL BASDILA GUNAKAR ROOM-2",433,318,1,752,222,199,0,421,149,0,64,121,226,3,0,0,0,0,1,0,0,0,0,2,3,1,421
290,"PRIMARY  SCHOOL MOHAN BASDILA ROOM-1",424,317,0,741,219,174,0,393,393,0,194,108,9,3,0,0,0,0,3,75,0,0,1,0,0,0,393
291,"PRIMARY  SCHOOL MOHAN BASDILA ROOM-2",834,674,0,1508,453,352,0,805,300,0,556,125,60,24,2,0,1,1,3,6,1,2,1,5,1,17,805
