"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK SINGH","2 - RAKESH PANDEY","3 - RAM MURTI VERMA","4 - HARI OM PANDEY","5 - GOPAL NISHAD","6 - JAHAR SINGH KASHYAP","7 - BALMUKUND DHURIYA","8 - BRIJESH KUMAR","9 - RAM BAHAL VERMA","10 - SREERAM","11 - SURENDRA KUMAR","12 - SURESH KUMAR BAUDDH","13 - TIGER RAMNIHOR PATEL","14 - VINOD KUMAR TIWARI","15 - None of the Above","Total Votes Secured"
173,"P.P. FAREEDPUR DAKSHNI",726,626,0,1352,473,317,0,790,790,0,10,375,155,230,0,3,2,2,0,0,0,4,7,0,2,790
174,"P.P. ASEEPUR PURVI",535,526,0,1061,337,377,0,714,714,0,5,296,106,277,2,3,0,2,0,13,1,1,2,5,1,714
175,"P.P. GAURA KAMAL UTTARI",389,370,0,759,281,281,0,562,562,0,1,239,110,196,0,4,0,0,1,1,2,2,3,1,2,562
176,"P.P. ESMAILPUR PURVI",620,546,0,1166,344,349,0,693,693,0,12,44,128,468,0,17,2,1,2,6,2,3,5,1,2,693
177,"P.P. ESMAILPUR PASHCHIMI",418,357,0,775,235,236,0,471,471,0,6,166,82,189,0,17,0,0,0,3,2,3,0,0,3,471
178,"P.P. JAFARPUR PASHCHIMI",365,285,0,650,224,176,0,400,400,0,8,168,38,166,2,3,0,1,2,2,1,4,2,0,3,400
179,"P.P. NASOPUR PURVI",360,288,0,648,200,197,0,397,397,0,7,305,36,37,1,1,0,0,0,0,0,1,4,1,4,397
180,"K.P.P.NAGPUR PASHCHIMI",444,330,0,774,267,215,0,482,482,0,6,77,69,318,4,2,0,0,0,0,1,2,1,0,2,482
181,"M.I.J.KAREEMPUR NAGPUR UTTARI",751,678,0,1429,415,351,0,766,766,0,11,239,290,196,2,2,1,1,1,0,1,9,6,4,3,766
182,"M.I.J. KAREEMPUR NAGPUR PASHCHIMI",836,719,0,1555,550,455,0,1005,1005,0,7,244,428,291,3,5,1,2,0,2,2,7,2,6,5,1005
183,"M.I.J. KAREEMPUR NAGPUR DAKSHINI",658,590,0,1248,226,422,0,648,646,0,16,303,185,139,1,0,0,3,1,0,0,0,0,0,0,648
184,"P.P. AHIYAPUR NAGPUR",498,441,0,939,318,290,0,608,608,0,7,191,94,262,5,15,1,5,0,7,2,5,1,2,11,608
185,"P.P. AHIYAPUR NAGPUR",434,357,0,791,226,235,0,461,461,0,6,124,97,216,1,1,0,1,1,2,0,2,6,2,2,461
186,"J.H.S. NAGPUR UTTARI",753,655,0,1408,348,357,0,705,705,0,17,317,223,130,0,0,0,1,0,1,1,3,4,3,5,705
187,"J.H.S. NAGPUR DAKSHINI",746,581,0,1327,416,335,0,751,751,0,5,254,315,165,0,0,0,1,0,0,1,0,2,1,7,751
188,"P.P. USMAPUR DEHAT UTTARI",391,314,0,705,209,201,0,410,410,0,8,225,21,125,1,1,1,0,0,1,0,9,5,1,12,410
189,"N.D.I.C. JALALPUR DEHAT ROOM NO15",590,516,0,1106,233,214,0,447,447,0,5,49,319,68,0,0,1,0,0,1,0,0,2,2,0,447
190,"N.D.I.C. JALALPUR DEHAT ROOM NO 13",404,334,0,738,156,141,0,297,297,0,2,100,137,48,0,2,0,0,0,0,2,0,1,2,3,297
191,"N.D.I.C. JALALPUR DEHAT ROOM NO14",714,635,0,1349,439,371,0,810,810,0,14,225,164,376,1,2,2,0,0,2,1,6,2,4,11,810
192,"N.D.I.C. JALALPUR ROOM NO16",672,537,0,1209,381,301,0,682,682,0,15,134,174,341,3,3,0,2,0,2,0,1,3,1,3,682
193,"P.P. MAHMADPUR HAMJA PURVI",256,228,0,484,197,169,0,366,366,0,5,175,58,121,2,1,0,0,0,1,0,1,1,0,1,366
194,"MAKTAB AHMADIYA VAJIDPUR TOWN JALALPUR UTTARI",610,502,0,1112,377,308,0,685,685,0,5,232,271,164,1,1,1,2,1,2,1,2,1,0,1,685
195,"MAKTAB AHMADIYA VAJIDPUR TOWN JALALPUR DAKSHINI",656,601,0,1257,413,375,0,788,788,0,9,377,300,93,2,1,0,0,0,1,0,3,1,1,0,788
196,"DAYANAND .A. J.H.S. JALALPUR UTTARI PURVI",712,656,0,1368,420,385,0,805,805,0,3,249,444,83,0,4,4,4,0,0,1,5,2,5,1,805
197,"DAYANAND .A.J.H.S. JALALPUR UTTARI PASHCHIMI",595,571,0,1166,388,269,0,657,657,0,8,146,216,280,0,0,0,2,0,0,1,0,0,2,2,657
198,"DAYANAND.A.J.H.S. JALALPUR DAKSHINI",242,221,0,463,165,124,0,289,289,0,41,23,221,1,0,0,0,0,0,0,0,1,0,1,1,289
199,"DAYANAND.A.K.I.C. JALALPUR ROOM NO1",871,726,0,1597,617,321,0,938,938,0,8,307,351,251,1,1,1,6,1,0,1,2,1,2,5,938
200,"N.P.P.P. JALALPUR PURVI",749,635,0,1384,485,380,0,865,865,0,8,259,123,463,3,0,1,0,1,0,0,2,1,2,2,865
201,"R.B.I.C.P. JALALPUR PURVI",807,726,0,1533,478,440,0,918,918,0,4,359,452,78,0,1,0,7,0,0,1,5,4,2,5,918
202,"R.B.I.C.P. JALALPUR DAKSHINI",699,639,0,1338,424,381,0,805,796,0,6,150,211,419,2,1,1,3,0,2,0,1,1,3,5,805
203,"R.B.I.C.P. JALALPUR DAKSHINI",812,712,0,1524,470,351,0,821,821,0,7,256,278,244,3,18,1,3,0,1,2,4,2,0,2,821
204,"KANYA .B.S.JALALPUR PASHCHIMI",676,637,0,1313,394,323,0,717,717,0,20,193,393,88,2,2,0,12,0,0,0,2,1,0,4,717
205,"KANYA.S. B.S. JALALPUR PURVI",843,735,0,1578,532,349,0,881,881,0,2,253,575,26,0,0,3,15,0,1,0,2,0,3,1,881
206,"AMAR GANDHI B.I.C. JALALPUR BHUTAL PASHCHIMI",574,529,0,1103,341,284,0,625,625,0,7,35,41,527,4,1,1,0,1,2,1,2,0,1,2,625
207,"MAKTAB .J.JAFRABAD JALALPUR ROOM NO 10",431,387,0,818,220,211,0,431,431,0,4,249,137,37,1,1,0,1,0,0,0,1,0,0,0,431
208,"MAKTAB.J. JAFRABAD JALALPUR ROOM N09",428,436,0,864,202,261,0,463,463,0,2,312,141,2,1,0,0,2,0,0,0,0,0,1,2,463
209,"MAKTAB JAFRABAD JALALPUR MADHYA",449,383,0,832,269,244,0,513,513,0,2,368,130,2,0,0,0,3,0,0,0,2,0,2,4,513
210,"MAKTAB .J.JAFRABAD JALALPUR ROOM NO7",433,372,0,805,214,219,0,433,433,0,5,339,80,2,0,0,0,4,1,0,1,1,0,0,0,433
211,"MAKTAB JAFRABAD JALALPUR PASHCHIMI DAKHINI",834,740,0,1574,396,347,0,743,691,0,12,303,183,233,1,1,2,0,1,0,0,1,1,3,2,743
212,"MAKTAB JAFRABAD JALALPUR PASHCHIMI UTTARI",603,522,0,1125,363,328,0,691,691,0,10,215,228,220,0,0,2,2,0,0,1,3,2,4,4,691
213,"P.P. MANGURADILA UTTARI",782,671,0,1453,476,364,0,840,807,0,11,385,286,136,0,2,0,3,0,5,0,3,1,3,5,840
214,"P.P. MANGURADILA DAKSHINI",825,707,0,1532,540,363,0,903,890,0,13,444,138,285,2,4,0,1,2,0,0,4,5,3,2,903
215,"P.P. MANGURADILA PURVI",872,761,0,1633,560,465,0,1025,1015,0,11,425,93,446,3,12,0,4,0,3,4,9,4,2,9,1025
216,"P.P. KAITHA PASHCHIMI",437,358,0,795,315,251,0,566,566,0,13,290,25,227,0,0,0,0,0,0,1,5,0,4,1,566
217,"KANYA.P.P. ARAI PURVI",703,580,0,1283,395,402,0,797,797,0,6,380,208,156,3,3,2,3,1,0,8,8,8,2,9,797
218,"KANYA .P.P. ARAI PASHCHIMI",659,587,0,1246,383,331,0,714,714,0,9,259,204,198,1,4,2,6,1,3,0,8,7,3,9,714
219,"P.P. LABHAPAR .UTTARI",399,380,0,779,257,270,0,527,527,0,5,275,42,161,1,2,1,1,3,10,1,7,4,10,4,527
220,"P.P. LALBHAPAR DAKSHINI",401,370,0,771,251,235,0,486,486,0,6,57,208,193,1,1,2,1,2,2,5,2,3,1,2,486
221,"P.P. VISHAMBHARPUR PURVI",494,430,0,924,280,283,0,563,563,0,3,300,117,119,1,2,1,2,1,6,0,3,1,3,4,563
222,"P.P. MARHARA PASHCHIMI",683,604,0,1287,376,392,0,768,768,0,17,275,133,302,6,1,1,5,1,5,4,4,4,5,5,768
223,"P.P. MARHARA UTTARI",692,589,0,1281,348,363,0,711,711,0,11,61,224,375,1,9,0,8,1,2,1,6,5,2,5,711
224,"AGANBARI BHAWAN MARHARA",655,549,0,1204,387,360,0,747,747,0,9,141,222,329,2,14,3,2,0,1,2,8,4,2,8,747
225,"P.P. CHAKAURA UTTARI",513,462,0,975,300,287,0,587,587,0,12,35,90,400,23,1,1,3,1,0,2,5,4,4,6,587
226,"P.P. CHAKAURA DAKSHINI",573,490,0,1063,312,334,0,646,646,0,7,316,17,268,6,1,0,0,0,1,4,9,11,3,3,646
227,"P.P. MATHURA RASULPUR PURVI",801,713,0,1514,352,412,0,764,764,0,10,412,48,246,5,7,1,2,0,1,4,9,3,6,10,764
228,"P.P. MATHURA RASULPUR PASHCHIMI",703,545,0,1248,312,269,0,581,581,0,17,202,55,266,0,6,2,4,0,0,0,2,6,9,12,581
229,"P.P. NIMITINI PURVI",675,659,0,1334,396,426,0,822,756,0,9,530,130,109,1,9,3,15,1,2,1,3,1,5,3,822
230,"P.P. NIMITINI PASHCHIMI",678,592,0,1270,341,433,0,774,774,0,21,299,89,321,2,12,1,1,2,2,1,7,8,4,4,774
231,"P.P. MADHAWPUR UTTARI",752,670,0,1422,359,563,0,922,922,0,13,321,219,283,3,54,1,1,2,0,3,6,7,5,4,922
232,"P.P. BHIYAON . UTTARI",768,677,0,1445,381,326,0,707,707,0,73,187,240,179,1,2,1,1,3,5,1,1,2,3,8,707
233,"P.P.JALDIPUR BHIYAON PURVI",739,585,0,1324,428,394,0,822,822,0,11,295,239,229,5,16,1,3,0,1,2,9,0,2,9,822
234,"P.P. JALDIPUR BHIYAON PASHCHIMI",599,521,0,1120,336,364,0,700,700,0,15,475,12,157,3,10,0,1,0,0,1,4,5,7,10,700
235,"JANTA .J.H.S. BHIYAON PURVI",812,686,0,1498,413,418,0,831,831,0,11,264,155,367,6,3,2,1,2,1,5,4,3,4,3,831
236,"JANTA .J.H.S BHIYAON PASHCHIMI",815,679,0,1494,434,468,0,902,862,0,27,215,243,366,12,2,2,4,0,3,1,2,12,5,8,902
237,"P.P. DEEHBHION PURVI",476,453,0,929,272,304,0,576,576,0,11,214,64,271,2,3,1,0,0,0,0,1,4,1,4,576
238,"P.P. DEEHBHIYAON PASHCHIMI",496,453,0,949,345,304,0,649,649,0,5,82,18,512,2,5,2,0,1,8,1,3,6,1,3,649
239,"P.P. HAIDRABAD PASHCHIMI",604,481,0,1085,361,308,0,669,669,0,6,160,125,362,2,1,0,1,2,0,1,3,3,1,2,669
240,"P.P. HAIDRABAD PURVI",636,516,0,1152,452,348,0,800,800,0,5,277,361,151,1,0,0,0,0,1,0,2,2,0,0,800
241,"P.P. MATHURAPUR UTTARI",280,250,0,530,158,150,0,308,308,0,16,125,4,156,1,0,0,0,0,0,0,4,0,2,0,308
242,"P.P. CHITAIPATTI PURVI",588,474,0,1062,357,327,0,684,684,0,8,98,238,283,5,4,2,3,4,11,4,6,4,9,5,684
243,"P.P. CHITAIPATTI PASHCHIMI",420,342,0,762,214,188,0,402,402,0,3,139,176,65,5,0,3,3,0,0,0,1,3,2,2,402
244,"P.P. CHILWANIYA UTTARI",399,318,0,717,281,222,0,503,503,0,8,175,32,261,2,8,2,0,0,6,0,3,2,1,3,503
245,"P.P. SIPAH UTTARI",469,378,0,847,288,253,0,541,541,0,3,239,113,166,0,11,1,1,0,0,2,1,4,0,0,541
246,"P.P. DUDHAI PURVI",527,466,0,993,296,344,0,640,640,0,8,349,19,238,2,0,0,2,1,0,1,5,3,4,8,640
247,"P.P. DUDHAI PASHCHIMI",170,137,0,307,95,80,0,175,175,0,2,28,31,105,4,0,0,0,0,1,0,1,1,2,0,175
248,"P.P. RAMPUR KALA UTTARI",469,376,0,845,282,261,0,543,543,0,4,186,197,146,1,0,0,0,0,1,0,1,2,2,3,543
249,"P.P. JAMEENSURJUPUR DAKSHINI",551,508,0,1059,328,320,0,648,648,0,9,114,313,181,1,4,0,5,1,1,0,7,5,1,6,648
250,"P.P. BADARUDDINPUR PURVI",279,207,0,486,158,147,0,305,305,0,2,174,17,97,1,1,0,0,0,1,0,5,3,2,2,305
251,"P.P. KHALISPUR GODAM UTTARI",382,328,0,710,220,225,0,445,445,0,5,127,23,268,7,1,1,3,0,1,1,2,3,0,3,445
252,"P.P. NATHUPUR KHURD PASHCHIMI",199,164,0,363,98,100,0,198,198,0,3,115,2,74,1,2,0,0,0,0,1,0,0,0,0,198
253,"P.P. HAISWAPUR PASHCHIMI",230,194,0,424,149,144,0,293,293,0,3,249,9,5,1,10,1,1,0,0,0,2,2,5,5,293
254,"KANYA .P.P. MASODA UTTARI",512,425,0,937,284,245,0,529,529,0,7,58,93,343,6,1,0,2,1,6,1,2,2,3,4,529
255,"K. P.P. MASODA DAKSHINI",348,296,0,644,204,194,0,398,398,0,13,290,26,59,1,1,0,0,0,3,0,1,1,2,1,398
256,"P.P. PARVATPUR  DAKSHNI",611,536,0,1147,282,290,0,572,572,0,6,304,28,210,2,5,1,0,0,3,0,3,3,4,3,572
257,"P.P. PARVATPUR UTTARI",707,588,0,1295,357,342,0,699,699,0,13,270,67,302,1,4,1,1,1,7,4,6,10,2,10,699
258,"P.P. PARVATPUR PURVI",681,519,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"P.P. FATEHPUR MANIKPUR UTTARI",648,582,0,1230,338,378,0,716,716,0,8,202,62,410,14,0,0,1,0,0,3,4,5,3,4,716
260,"P.P. PRATAPPUR KHURD DAKSHINI",375,306,0,681,205,181,0,386,385,0,8,126,8,231,2,0,2,0,0,0,0,2,1,3,3,386
261,"P.P. MAJGAWA DAKSHINI",532,449,0,981,275,217,0,492,492,0,9,65,170,230,1,0,0,3,0,1,0,1,5,2,5,492
262,"P.P. LAKHANIYA KHANPUR HUSENABAD PURVI",628,520,0,1148,353,350,0,703,663,0,18,182,332,163,0,2,0,0,0,1,0,1,2,1,1,703
263,"P.P. LAKHANIYA KHANPUR HUSENABAD PASHCHIMI",624,503,0,1127,344,349,0,693,693,0,8,167,181,277,33,1,2,5,2,3,0,6,1,3,4,693
264,"P.P. HAFIJPUR PURVI",468,406,0,874,216,271,0,487,480,0,5,213,161,77,5,2,1,2,1,1,3,5,0,3,8,487
265,"P.P. HAFIJPUR PASHCHIMI",437,362,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"P.P. LAVAIYA PURVI",696,567,0,1263,382,367,0,749,749,0,11,301,54,359,2,1,0,1,2,0,0,5,6,4,3,749
267,"P.P. SEMARA NAYA BHAWAN PURVI",607,523,0,1130,373,379,0,752,752,0,11,275,34,401,1,1,1,1,1,1,1,9,10,2,3,752
268,"P.P. SEMARA NAYA BHAWAN PASHCHIMI",406,345,0,751,239,224,0,463,463,0,1,159,101,186,1,0,0,0,0,0,5,2,3,3,2,463
269,"P.P. FULWARI PURVI",524,473,0,997,305,275,0,580,580,0,14,290,128,138,1,0,0,0,0,0,0,2,2,2,3,580
270,"M.G.I.C. DULHUPUR KALA",660,546,0,1206,332,323,0,655,655,0,28,332,67,197,2,4,1,7,1,2,1,3,4,4,2,655
271,"M.G.I.C. DULHUPUR KALA PASHCHIMI",688,573,1,1262,400,329,0,729,729,0,14,207,113,354,1,2,0,4,0,1,1,5,11,10,6,729
272,"P.P. KORJHA PURVI",485,409,0,894,236,259,0,495,495,0,13,194,196,43,2,44,0,0,0,0,0,1,0,0,2,495
273,"P.P. KORJHA PASHCHIMI",366,286,0,652,162,183,0,345,345,0,1,201,128,7,0,3,0,0,0,0,0,0,2,1,2,345
274,"GANDHI GRAMODYOG .U.M.V. PINDORIYA PASHCHIMI",810,727,0,1537,398,374,0,772,772,0,25,199,104,424,2,7,2,1,2,0,0,1,3,2,0,772
275,"GANDHI GRAMODYOG .U.M.V. PINDORIYA  PURVI",651,618,0,1269,326,374,0,700,680,0,12,377,26,230,3,22,1,2,1,2,2,7,6,4,5,700
276,"P.P. PABHIPUR PURVI",820,657,0,1477,379,356,0,735,630,0,14,184,156,305,4,31,0,1,1,1,0,10,8,5,15,735
277,"P.P. BEEBIPUR PURVI",570,436,0,1006,284,250,0,534,534,0,18,120,183,190,3,8,1,3,0,0,0,1,2,2,3,534
278,"P.P. NEWTARA PURVI",420,365,1,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"P.P. NOORPUR KALA NAYA BHAWAN PURVI",716,579,0,1295,408,345,0,753,753,0,10,175,257,280,2,0,1,3,0,6,1,5,8,1,4,753
280,"P.P. NOORPUR KALA  NAYA BHAWAN PASHCHIMI",861,752,0,1613,426,443,0,869,869,0,18,218,240,325,32,3,1,4,3,2,1,6,7,6,3,869
281,"P.P. AJAMALPUR UTTARI",567,454,0,1021,311,278,0,589,589,0,6,244,162,158,1,7,2,3,0,0,1,2,1,1,1,589
282,"P.P. AJAMALPUR DAKSHINI",489,375,0,864,247,200,0,447,447,0,8,129,188,114,0,0,0,1,1,1,0,0,1,4,0,447
283,"P.P.BADAHKHURD PURVI",299,266,0,565,153,159,0,312,309,0,9,63,180,49,0,1,0,3,1,0,0,3,0,1,2,312
284,"P.P. GAURIBARAH PURVI",698,549,0,1247,361,372,0,733,733,0,9,250,114,324,4,1,4,3,1,3,2,3,8,2,5,733
285,"J.H.S. RATANA DAKSHINI",702,564,0,1266,323,335,0,658,658,0,8,148,100,242,117,4,0,0,1,9,5,6,4,8,6,658
286,"J.H.S. RATANA UTTARI",646,549,0,1195,332,268,0,600,585,0,31,107,175,236,12,8,3,5,2,5,2,1,5,3,5,600
287,"J.H.S. RATANA MADHYA",473,390,0,863,203,224,0,427,427,0,3,144,130,117,9,0,1,0,1,1,0,4,9,3,5,427
288,"J.H.S. RATANA  MADHYA",417,334,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,"P.P. BABURA UTTARI",419,375,0,794,238,253,0,491,491,0,2,245,17,212,3,2,0,1,0,2,0,2,1,2,2,491
290,"P.P. MIRJAPUR DAKSHINI",396,333,0,729,178,212,0,390,390,0,5,209,26,123,1,21,0,1,0,0,0,2,0,2,0,390
291,"J.H.S. MIRJAPUR KABIRAHA UTTARI",623,543,0,1166,310,343,0,653,460,0,13,353,57,192,3,7,1,0,0,0,3,9,4,3,8,653
292,"J.H.S. MIRJAPUR KABIRAHA DAKSHINI",540,454,0,994,261,272,0,533,531,0,17,242,83,149,0,6,0,3,0,29,0,2,1,0,1,533
293,"P.P. GAURAPALIWARI PURVI",348,289,0,637,191,169,0,360,360,0,9,121,12,202,3,3,1,1,0,0,0,2,4,2,0,360
294,"AGABARI KENDRA ANGRAULI",186,175,0,361,121,139,0,260,260,0,3,96,31,122,3,2,0,0,0,0,1,1,0,0,1,260
295,"P.P.AMBERPUR DAKSHINI",798,651,0,1449,438,430,0,868,868,0,12,270,137,410,8,4,0,0,1,1,3,3,7,7,5,868
296,"P.P. MUSKARAI UTTARI",461,414,0,875,273,291,0,564,564,0,5,208,26,302,6,1,1,2,1,1,0,2,7,1,1,564
297,"P.P. SAWARGAH UTTARI",449,388,0,837,258,246,0,504,504,0,8,132,48,307,1,0,1,0,0,1,0,3,2,1,0,504
298,"P.P. CHAUDAHPRAS UTTARI",463,375,0,838,278,268,0,546,540,0,11,268,38,212,2,0,0,0,0,3,0,5,2,1,4,546
299,"G.S.I.C. NATHUPUR LAUDHANA PURVI",454,389,0,843,312,268,0,580,580,0,7,237,119,197,0,3,0,1,0,1,3,4,2,2,4,580
300,"G.S.I.C. NATHUPUR LAUDHANA PASHCHIMI",787,667,0,1454,432,385,0,817,734,0,5,343,227,219,1,1,0,2,0,1,0,7,1,4,6,817
301,"P.P. KUSUMKHOR UTTARI",575,497,0,1072,343,342,0,685,684,0,24,348,17,227,1,28,1,0,1,4,1,5,6,10,12,685
302,"P.P. MAKHDOOMPUR UTTARI",685,630,0,1315,344,442,0,786,786,0,4,230,84,381,3,50,0,0,0,0,5,6,10,9,4,786
303,"P.P. SHAHPUR PURVI",639,509,0,1148,364,326,0,690,650,0,3,179,277,208,0,0,1,5,0,1,0,7,3,4,2,690
304,"P.P. DHAKHA PASHCHIMI",612,541,0,1153,359,344,0,703,675,0,23,196,147,275,21,2,1,0,2,3,20,3,2,4,4,703
305,"RAM LOCHAN I.C. SHIWPAL UTTARI",564,484,0,1048,293,256,0,549,540,0,6,56,192,273,5,2,0,1,1,0,1,6,4,1,1,549
306,"RAM LOCHAN .I.C. SHIWPAL DAKSHINI",525,468,0,993,293,299,0,592,592,0,5,356,68,124,2,1,0,0,2,5,15,4,2,6,2,592
307,"P.P. SEHARI PURVI",777,656,0,1433,382,370,0,752,752,0,36,330,120,204,6,9,1,0,1,5,2,8,11,10,9,752
308,"P.P. SEHARI PASHCHIMI",309,235,0,544,157,126,0,283,283,0,4,16,180,68,2,1,0,2,0,0,1,3,4,0,2,283
309,"J.H.S. MOHAMMADPUR ODARPUR PURVI",365,305,0,670,208,184,0,392,200,0,10,146,28,200,0,0,0,1,0,0,1,1,4,1,0,392
310,"P.P. BEGIKOL PURVI",517,409,0,926,255,250,0,505,430,0,5,193,54,227,2,0,0,0,0,11,1,4,5,0,3,505
311,"P.P. DAULTABAD UTTARI",529,480,0,1009,268,281,0,549,485,0,9,167,93,244,4,0,0,2,0,8,3,5,4,5,5,549
312,"P.P. DAULTABAD DAKSHINI",614,490,0,1104,275,269,0,544,300,0,6,21,185,286,5,0,2,0,0,17,3,4,8,4,3,544
313,"P.P. KODRAKALA UTTARI",300,266,0,566,175,197,0,372,372,0,6,137,100,112,1,3,0,1,1,0,0,3,2,1,5,372
314,"P.P. GAROPUR PURVI",391,341,0,732,222,225,0,447,337,0,11,76,103,241,4,1,0,0,0,1,0,3,1,1,5,447
315,"P.P. BEHJADPUR UTTARI",298,237,0,535,170,146,0,316,316,0,6,96,12,187,2,1,1,0,1,0,0,4,2,2,2,316
316,"P.P. PAIKAULI PURVI",861,737,0,1598,457,446,0,903,865,0,11,95,211,552,2,1,1,3,0,3,1,8,5,4,6,903
317,"JANTA .I.C. NEVADA KALA UTTARI",500,411,0,911,238,258,0,496,496,0,12,307,29,100,26,0,1,0,1,0,0,6,5,6,3,496
318,"JANTA .I.C. NEVADA KALA DAKSHNI",437,372,0,809,380,86,0,466,380,0,5,119,219,112,1,0,0,1,0,0,0,3,2,2,2,466
319,"JANTA .I.C. NEVADA KALA PURVI UTTARI",463,338,0,801,239,175,0,414,400,0,11,163,76,150,1,1,0,2,1,0,1,1,1,2,4,414
320,"P.P. BERGA PURVI",543,460,0,1003,296,308,0,604,604,0,17,277,64,207,17,4,0,3,0,2,4,2,2,2,3,604
321,"P.P. SHEKHPURA PALIWARI UTTARI",482,416,0,898,288,302,0,590,580,0,16,343,121,97,2,2,0,2,0,2,1,2,1,0,1,590
322,"P.P. JAGDEESHPUR SARAIYA PURVI",355,285,0,640,197,180,0,377,377,0,2,101,115,145,0,0,0,0,0,0,1,2,2,4,5,377
323,"P.P. MATHIYA PURVI",646,542,0,1188,345,302,0,647,445,0,11,154,95,322,10,3,1,7,4,7,4,10,11,3,5,647
324,"P.P. MATHIYA PASHCHIMI",612,502,0,1114,315,319,0,634,634,0,8,404,90,117,1,2,0,1,0,1,4,2,2,1,1,634
325,"P.P. GOVINDPUR PURVI",634,534,0,1168,362,343,0,705,705,0,8,302,122,244,4,1,1,0,2,3,3,5,2,2,6,705
326,"P.P. GOVINDPUR PASHCHIMI",278,227,0,505,136,103,0,239,230,0,5,46,50,118,2,0,1,3,1,9,0,2,2,0,0,239
327,"P.P. RAJEPUR KOPA PURVI",604,525,0,1129,301,308,0,609,609,0,8,68,128,343,26,2,4,1,1,3,0,6,6,6,7,609
328,"P.M.V. VALLIPUR UTTARI",327,261,0,588,151,158,0,309,301,0,4,85,35,171,5,0,0,0,0,0,0,2,3,4,0,309
329,"P.P.JAITPUR PURVI",795,676,0,1471,419,447,0,866,100,0,19,324,335,135,3,13,2,3,0,2,0,7,9,10,4,866
330,"P.P. JAITPUR PASHCHIMI",585,462,0,1047,264,243,0,507,507,0,9,33,146,290,3,0,0,1,1,13,1,2,6,1,1,507
331,"J.H.S BANDIPUR PURVI",790,693,0,1483,400,415,0,815,775,0,12,204,76,375,92,11,3,3,3,4,1,4,12,6,9,815
332,"J.H.S. BANDIPUR PASHCHIMI",810,680,0,1490,455,405,0,860,811,0,14,282,98,416,3,14,2,1,1,1,1,6,3,4,14,860
333,"P.P. PRATAPPUR KALA PURVI",558,419,0,977,318,297,0,615,615,0,16,310,35,157,1,77,0,1,1,3,2,6,4,1,1,615
334,"P.P. PRATAPPUR KALA PASHCHIMI",461,422,0,883,237,239,0,476,476,0,14,54,59,288,4,31,0,1,0,3,1,4,7,4,6,476
335,"P.P. MUNDEHRA UTTARI",579,485,1,1065,358,274,0,632,108,0,10,63,50,435,10,27,2,1,2,1,2,5,11,3,10,632
336,"P.P. MUNDEHRA DAKSHINI",838,615,0,1453,378,343,0,721,694,0,7,167,185,321,0,23,0,1,0,1,1,2,9,1,3,721
337,"P.P. MUNDEHRA NAYA BHAWAN UTTARI",396,291,0,687,190,169,0,359,323,0,4,117,142,92,0,0,0,1,0,0,0,0,1,0,2,359
338,"P.P. AKDALLA PURVI",212,191,0,403,114,117,0,231,200,0,7,119,3,94,1,6,0,0,0,0,0,0,0,1,0,231
339,"P.P. AHIRAULI PURVI",622,494,0,1116,264,291,0,555,155,0,4,346,81,57,1,0,0,0,0,4,2,9,4,37,10,555
340,"P.P. BASHA UTTARI",235,178,0,413,136,117,0,253,253,0,2,78,67,96,0,1,2,0,1,0,0,1,2,2,1,253
341,"P.P. BERMA PURVI",498,400,0,898,240,225,0,465,398,0,7,42,69,268,5,68,0,1,0,0,0,1,3,0,1,465
342,"P.P. BERMA PASHCHIMI",295,255,0,550,156,173,0,329,329,0,4,188,40,74,0,12,1,0,0,0,0,3,1,5,1,329
343,"J.H.S. ASHAPAR PURVI",571,449,0,1020,257,274,0,531,455,0,12,211,107,101,40,23,3,1,3,1,2,4,6,7,10,531
344,"J.H.S ASHAPAR PASHCHIMI",523,457,0,980,260,277,0,537,519,0,16,225,60,174,2,51,1,0,0,1,1,2,1,2,1,537
345,"JANTA GRAMODYOG .U.M.V. CHAKIYA UTTARI",851,708,0,1559,412,400,0,812,700,0,28,206,178,298,44,1,0,1,3,2,2,12,8,6,23,812
346,"P.P. AMDAHI PURVI",488,419,0,907,225,254,0,479,454,0,6,154,34,200,39,8,1,1,2,11,0,4,5,6,8,479
347,"P.P. AMDAHI PASHCHIMI",469,389,0,858,240,227,0,467,466,0,2,74,120,185,1,32,1,1,1,28,3,6,4,1,8,467
348,"P.P. PURABADLAHI DAKSHINI",754,644,0,1398,415,457,0,872,872,0,16,296,263,249,6,5,1,0,1,1,3,7,10,3,11,872
349,"P.P. BODRA UTTARI",669,538,0,1207,374,345,0,719,603,0,28,226,155,264,3,22,1,5,0,0,1,6,2,2,4,719
