"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - MUKUL","2 - RAJ BABBAR","3 - VIJAY KUMAR SINGH","4 - SUDHAN KUMAR","5 - NARESH GAUTAM","6 - SHAZIA ILMI MALIK","7 - SURESH PAL","8 - KESHAV CHOUDHARY","9 - NITIN","10 - RAMPHAL SHAKYA","11 - RINKU KUMAR TYAGI","12 - VINOD KUMAR TYAGI","13 - SALEEM MALIK","14 - SABIR","15 - SANJEEV KUMAR","16 - None of the Above","Total Votes Secured"
158,"GOLDI MODERN PUBLIC SCHOLL SANGAM VIHAR",573,425,0,998,352,266,0,618,618,0,43,68,378,10,3,100,3,0,0,0,4,1,2,4,1,1,618
159,"GOLDI MODERN PUBLIC SCHOLL SANGAM VIHAR",996,697,0,1693,527,345,0,872,816,0,55,91,571,35,1,85,2,3,1,4,2,1,4,5,5,7,872
160,"GOLDI MODERN PUBLIC SCHOLL SANGAM VIHAR",243,179,0,422,158,114,0,272,272,0,18,79,138,9,0,15,2,0,0,0,1,0,1,5,2,2,272
161,"GOLDI MODERN PUBLIC SCHOLL SANGAM VIHAR",508,365,0,873,301,214,0,515,451,0,45,69,320,13,1,54,2,0,3,2,1,0,0,2,1,2,515
162,"GOLDI MODERN PUBLIC SCHOLL SANGAM VIHAR",465,325,0,790,254,167,0,421,421,0,19,53,248,17,1,59,1,0,2,1,5,3,1,3,1,7,421
163,"ANAND MEMORIYAL INTER CO.JAWAHAR NAGAR",642,499,0,1141,357,259,0,616,523,0,18,43,450,31,2,58,0,0,2,2,3,2,0,4,1,0,616
164,"ANAND MEMORIYAL INTER CO.JAWAHAR NAGAR",682,550,0,1232,376,284,0,660,628,0,78,22,457,24,1,64,1,0,0,0,0,3,3,0,3,4,660
165,"ANAND MEMORIYAL INTER CO.JAWAHAR NAGAR",639,473,0,1112,333,227,0,560,550,0,38,20,364,66,0,64,0,0,0,1,0,1,0,2,0,4,560
166,"ANAND MEMORIYAL INTER CO.JAWAHAR NAGAR",638,499,3,1140,360,265,0,625,619,0,42,64,410,14,0,73,3,0,2,1,0,2,1,4,3,6,625
167,"ANAND MEMORIYAL INTER CO.JAWAHAR NAGAR",527,415,0,942,275,207,0,482,379,0,59,28,315,20,0,55,1,0,0,0,0,0,0,1,0,3,482
168,"ANAND MEMORIYAL INTER CO.JAWAHAR NAGAR",657,489,0,1146,390,310,0,700,430,0,32,22,509,43,1,83,3,3,0,0,1,0,0,2,1,0,700
169,"ANAND MEMORIYAL INTER CO.JAWAHAR NAGAR",736,563,0,1299,398,287,0,685,685,0,72,57,459,34,4,50,1,1,0,0,0,1,1,0,4,1,685
170,"ANAND MODERN PUBLIC SCHOOL JAWAHAR NAGAR NAHAR PAR",792,604,0,1396,504,373,0,877,826,0,89,68,586,43,1,65,1,0,0,2,0,2,3,9,6,2,877
171,"ANAND MODERN PUBLIC SCHOOL JAWAHAR NAGAR NAHAR PAR",623,502,0,1125,387,313,0,700,642,0,78,57,444,32,0,65,1,1,2,4,3,1,0,5,5,2,700
172,"ANAND MODERN PUBLIC SCHOOL JAWAHAR NAGAR NAHAR PAR",817,618,0,1435,403,300,0,703,682,0,31,44,533,7,0,76,0,1,1,1,2,0,0,2,4,1,703
173,"ANAND MODERN PUBLIC SCHOOL JAWAHAR NAGAR NAHAR PAR",641,522,0,1163,285,218,0,503,357,0,23,25,388,7,0,48,3,1,0,0,0,0,0,2,5,1,503
174,"NATIONAL PUBLIC SCHOOL GULAB VATIKA",506,385,0,891,340,251,0,591,582,0,32,31,439,12,1,67,0,0,1,0,1,0,1,1,3,2,591
175,"NATIONAL PUBLIC SCHOOL GULAB VATIKA",371,301,0,672,261,196,0,457,457,0,11,15,365,5,0,49,1,0,0,0,0,1,2,1,6,1,457
176,"HANSDEEP JUNIOR HIGH SCHOOL GULAB VATIKA",797,604,0,1401,440,327,0,767,754,0,34,44,593,15,1,58,0,2,0,1,2,2,1,6,6,2,767
177,"HANSDEEP JUNIOR HIGH SCHOOL GULAB VATIKA",667,497,0,1164,390,260,0,650,650,0,17,49,504,10,0,62,0,0,0,1,0,0,0,3,3,1,650
178,"HANSDEEP JUNIOR HIGH SCHOOL GULAB VATIKA",652,518,0,1170,407,316,0,723,662,0,26,34,561,31,0,54,1,0,0,1,2,0,1,7,3,2,723
179,"JUNIOR HIGH SCHOOL INDRA INCLAVE BEHTA HAZIPUR",733,552,0,1285,394,281,0,675,659,0,24,37,521,18,1,61,2,2,0,0,0,0,3,4,1,1,675
180,"JUNIOR HIGH SCHOOL INDRA INCLAVE BEHTA HAZIPUR",386,288,0,674,195,140,0,335,331,0,7,22,263,1,0,41,0,0,0,0,0,0,0,0,0,1,335
181,"JUNIOR HIGH SCHOOL INDRA INCLAVE BEHTA HAZIPUR",595,460,0,1055,299,207,0,506,506,0,7,19,377,64,0,34,0,1,1,0,2,0,1,0,0,0,506
182,"SHANTI PUBLIC SCHOOL RAJNAGAR",616,518,0,1134,338,277,0,615,586,0,247,47,244,9,1,57,0,0,0,0,2,0,0,1,3,4,615
183,"SHANTI PUBLIC SCHOOL RAJNAGAR",379,277,0,656,199,147,0,346,320,0,82,21,182,5,1,42,3,0,3,2,1,0,1,1,1,1,346
184,"SHANTI PUBLIC SCHOOL RAJNAGAR",593,465,0,1058,398,324,0,722,714,0,50,41,535,9,2,70,0,0,1,1,0,1,1,4,4,3,722
185,"SHANTI PUBLIC SCHOOL RAJNAGAR",499,427,0,926,324,253,0,577,574,0,95,20,366,5,1,81,1,1,0,1,0,1,1,0,2,2,577
186,"SHANTI PUBLIC SCHOOL RAJNAGAR",840,656,0,1496,477,403,0,880,859,0,58,33,688,27,0,64,3,0,0,1,1,1,2,0,0,2,880
187,"SHANTI PUBLIC SCHOOL RAJNAGAR",654,481,0,1135,340,262,0,602,530,0,102,35,375,10,1,69,0,1,0,0,1,2,1,0,2,3,602
188,"ABHILASHA PUBLIC SCHOOL PANCHWATI",678,522,0,1200,209,149,0,358,358,0,167,27,106,4,0,43,0,1,1,0,0,0,1,0,0,8,358
189,"ABHILASHA PUBLIC SCHOOL PANCHWATI",542,391,0,933,313,183,0,496,485,0,261,28,151,3,1,47,0,0,0,0,1,0,0,1,1,2,496
190,"ABHILASHA PUBLIC SCHOOL PANCHWATI",622,458,0,1080,290,202,0,492,442,0,173,54,177,4,2,69,2,1,1,0,3,0,0,4,0,2,492
191,"ABHILASHA PUBLIC SCHOOL PANCHWATI",634,508,1,1143,383,277,1,661,352,0,60,145,309,11,2,111,5,1,1,2,3,1,1,3,4,2,661
192,"MOTHER INDIA PUBLIC JUNIOR HINGH SCHOOL UTTRANCHAL COLONY",697,508,0,1205,400,281,0,681,621,0,53,22,505,14,1,76,1,1,0,1,0,0,0,2,2,3,681
193,"MOTHER INDIA PUBLIC JUNIOR HINGH SCHOOL UTTRANCHAL COLONY",480,380,0,860,340,269,0,609,609,0,43,31,444,28,1,52,1,0,0,1,0,1,0,1,6,0,609
194,"MOTHER INDIA PUBLIC JUNIOR HINGH SCHOOL UTTRANCHAL COLONY",687,525,0,1212,371,292,0,663,663,0,38,50,502,23,1,36,1,0,0,0,1,1,0,4,4,2,663
195,"MOTHER INDIA PUBLIC JUNIOR HINGH SCHOOL UTTRANCHAL COLONY",339,286,0,625,211,166,0,377,373,0,28,42,268,4,0,34,1,0,0,0,0,0,0,0,0,0,377
196,"ANAMIKA MEMORIYAL SHIKSHA NIKETAN SCHOOL GANGA ENCLAV",744,552,0,1296,400,360,0,760,443,0,70,42,490,13,2,121,2,1,1,1,4,2,2,2,4,3,760
197,"ANAMIKA MEMORIYAL SHIKSHA NIKETAN SCHOOL GANGA ENCLAV",680,502,0,1182,369,291,0,660,660,0,76,31,390,14,2,131,4,0,0,1,1,1,2,3,2,2,660
198,"ANAMIKA MEMORIYAL SHIKSHA NIKETAN SCHOOL GANGA ENCLAV",528,400,0,928,307,216,0,523,523,0,67,26,349,0,0,67,3,0,1,1,0,0,1,3,5,0,523
199,"ANAMIKA MEMORIYAL SHIKSHA NIKETAN SCHOOL GANGA ENCLAV",523,465,0,988,310,254,0,564,550,0,67,38,302,13,0,120,4,1,0,3,2,1,3,1,6,3,564
200,"ANAMIKA MEMORIYAL SHIKSHA NIKETAN SCHOOL GANGA ENCLAV",359,266,0,625,243,161,0,404,386,0,30,14,284,43,0,27,1,0,0,1,0,1,0,2,1,0,404
201,"BEHTA INTER COLLEGE BEHTA HAZIPUR",630,467,0,1097,392,308,0,700,700,0,80,83,418,5,0,101,1,0,1,1,2,0,2,1,3,2,700
202,"BEHTA INTER COLLEGE BEHTA HAZIPUR",918,699,0,1617,549,399,0,948,940,0,67,109,604,14,2,143,1,0,0,0,1,1,0,3,2,1,948
203,"BEHTA INTER COLLEGE BEHTA HAZIPUR",591,424,1,1016,323,233,0,556,547,0,129,66,260,42,1,39,0,1,4,2,1,3,2,0,2,4,556
204,"BEHTA INTER COLLEGE BEHTA HAZIPUR",462,359,0,821,314,207,0,521,405,0,35,76,335,10,0,47,1,1,1,1,2,0,3,3,2,4,521
205,"BEHTA INTER COLLEGE BEHTA HAZIPUR",565,438,0,1003,348,242,0,590,462,0,83,55,300,95,2,34,1,1,0,4,0,3,3,2,4,3,590
206,"BEHTA INTER COLLEGE BEHTA HAZIPUR",586,463,0,1049,363,265,0,628,461,0,135,37,345,17,0,71,1,0,0,0,2,1,1,1,8,9,628
207,"GYAN JYOTI PUBLIC SCHOOL AMAR VIHAR",302,223,0,525,149,110,0,259,240,0,26,8,185,8,1,29,0,0,0,1,1,0,0,0,0,0,259
208,"GYAN JYOTI PUBLIC SCHOOL AMAR VIHAR",709,474,0,1183,359,203,0,562,461,0,95,30,208,103,1,87,1,3,2,0,4,1,1,5,8,13,562
209,"GYAN JYOTI PUBLIC SCHOOL AMAR VIHAR",670,458,0,1128,268,201,0,469,315,0,28,24,307,42,2,55,3,0,3,0,0,1,0,2,1,1,469
210,"GYAN JYOTI PUBLIC SCHOOL AMAR VIHAR",834,577,0,1411,425,270,0,695,695,0,119,40,301,25,2,161,2,4,1,7,6,5,5,2,8,7,695
211,"PRIMARY SCHOOL MADHUBAN CHAUK",803,567,0,1370,471,311,0,782,782,0,147,63,386,25,5,142,4,0,0,1,2,0,2,2,2,1,782
212,"PRIMARY SCHOOL MADHUBAN CHAUK",574,456,0,1030,365,257,0,622,590,0,51,26,428,16,0,84,0,1,0,1,4,0,2,2,5,2,622
213,"JUNIOR HIGH SCHOOL AMIT VIHAR",426,301,0,727,243,153,0,396,346,0,64,42,232,16,1,37,0,0,0,0,0,0,1,0,0,3,396
214,"JUNIOR HIGH SCHOOL AMIT VIHAR",481,358,0,839,210,143,0,353,279,0,28,93,153,17,0,51,0,0,0,0,1,1,1,3,2,3,353
215,"JUNIOR HIGH SCHOOL AMIT VIHAR",768,546,0,1314,421,285,0,706,635,0,61,38,319,92,2,153,3,2,1,1,6,2,6,7,6,7,706
216,"JUNIOR HIGH SCHOOL AMIT VIHAR",818,596,0,1414,470,349,0,819,792,0,122,52,420,83,3,112,1,0,3,1,1,0,3,7,10,1,819
217,"DHARM MEMORIYAL PUBLIC SCHOOL JUNIOR HIGH SCHOOL DHAMA ENCLAV",383,300,0,683,299,210,0,509,393,0,35,34,286,46,5,78,0,2,3,2,1,0,0,6,9,2,509
218,"DHARM MEMORIYAL PUBLIC SCHOOL JUNIOR HIGH SCHOOL DHAMA ENCLAV",575,478,0,1053,394,363,0,757,757,0,73,59,474,17,1,108,2,1,0,0,3,1,3,3,3,9,757
219,"DHARM MEMORIYAL PUBLIC SCHOOL JUNIOR HIGH SCHOOL DHAMA ENCLAV",520,398,0,918,346,251,0,597,577,0,74,67,332,15,0,85,1,1,1,0,3,4,2,3,3,6,597
220,"DHARM MEMORIYAL PUBLIC SCHOOL JUNIOR HIGH SCHOOL DHAMA ENCLAV",562,440,0,1002,358,252,0,610,594,0,50,49,359,28,1,104,1,0,1,1,1,1,2,2,2,8,610
221,"DHARM MEMORIYAL PUBLIC SCHOOL JUNIOR HIGH SCHOOL DHAMA ENCLAV",727,489,0,1216,426,269,0,695,695,0,118,34,394,16,1,96,3,0,2,2,1,2,6,3,7,10,695
222,"DHARM MEMORIYAL PUBLIC SCHOOL JUNIOR HIGH SCHOOL DHAMA ENCLAV",466,371,0,837,292,230,0,522,522,0,51,34,343,7,1,62,3,0,0,3,1,0,3,3,6,5,522
223,"DHARM MEMORIYAL PUBLIC SCHOOL JUNIOR HIGH SCHOOL DHAMA ENCLAV",893,633,3,1529,482,365,0,847,839,0,101,57,559,17,2,86,3,0,2,1,6,1,1,1,8,2,847
224,"SPRING FIELD PUBLIC SCHOOL RAMESHWAR PARK",743,587,0,1330,390,289,0,679,600,0,12,81,312,99,1,152,2,1,1,2,3,0,0,7,4,2,679
225,"SPRING FIELD PUBLIC SCHOOL RAMESHWAR PARK",716,559,0,1275,352,263,0,615,574,0,20,50,453,60,0,24,0,0,0,0,0,0,3,2,3,0,615
226,"MAHIPAL PUBLIC SCHOOL GIRI MARKET",346,234,0,580,200,123,0,323,257,0,18,58,153,31,1,58,0,0,0,0,0,0,0,1,1,2,323
227,"MAHIPAL PUBLIC SCHOOL GIRI MARKET",413,288,0,701,229,131,0,360,360,0,100,40,180,9,0,26,0,0,1,1,1,0,0,0,0,2,360
228,"MAHIPAL PUBLIC SCHOOL GIRI MARKET",592,488,0,1080,366,282,0,648,636,0,42,154,277,86,1,78,0,0,1,0,1,1,1,1,4,1,648
229,"MAHIPAL PUBLIC SCHOOL GIRI MARKET",478,409,0,887,309,245,0,554,554,0,28,142,164,99,0,112,0,0,0,4,1,1,0,2,1,0,554
230,"MAHIPAL PUBLIC SCHOOL GIRI MARKET",639,466,0,1105,381,248,0,629,623,0,101,137,21,75,2,276,1,0,0,1,6,1,0,2,0,6,629
231,"MAHIPAL PUBLIC SCHOOL GIRI MARKET",550,392,0,942,300,197,0,497,494,0,46,193,9,62,1,172,2,0,0,1,4,1,3,1,1,1,497
232,"INDRABAL VIDHYA MANDIR RISHI MARKET",749,527,1,1277,334,235,1,570,523,0,87,163,216,57,0,41,0,0,0,0,0,0,0,1,3,2,570
233,"INDRABAL VIDHYA MANDIR RISHI MARKET",433,349,0,782,278,174,0,452,386,0,34,47,262,47,0,55,0,1,2,1,1,0,0,2,0,0,452
234,"INDRABAL VIDHYA MANDIR RISHI MARKET",307,214,0,521,171,107,0,278,128,0,20,114,56,64,1,21,0,0,0,0,0,0,0,0,2,0,278
235,"INDRABAL VIDHYA MANDIR RISHI MARKET",616,437,0,1053,353,214,0,567,559,0,45,255,64,166,0,29,1,0,1,1,0,0,2,1,2,0,567
236,"VARDHMAN SARASWATI SISHU MANDIR BALRAMNAGAR",525,441,0,966,324,250,0,574,300,0,144,34,349,17,0,24,0,0,0,0,0,0,0,1,1,4,574
237,"INDRABAL VIDHYA MANDIR RISHI MARKET",581,463,0,1044,352,229,0,581,532,0,140,27,373,7,0,17,1,1,0,1,0,1,0,5,4,4,581
238,"VARDHMAN SARASWATI SISHU MANDIR BALRAMNAGAR",778,534,0,1312,390,245,0,635,535,0,192,122,207,10,0,95,1,0,0,0,0,2,1,2,3,0,635
239,"VARDHMAN SARASWATI SISHU MANDIR BALRAMNAGAR",769,581,1,1351,430,306,0,736,736,0,87,344,167,34,1,93,1,0,1,0,3,1,0,2,1,1,736
240,"VARDHMAN SARASWATI SISHU MANDIR BALRAMNAGAR",579,464,0,1043,394,303,0,697,695,0,13,43,596,4,0,28,0,0,1,2,2,0,1,1,3,3,697
241,"VARDHMAN SARASWATI SISHU MANDIR BALRAMNAGAR",636,502,0,1138,390,289,0,679,679,0,38,45,542,9,0,37,0,0,1,1,0,1,1,3,0,1,679
242,"VARDHMAN SARASWATI SISHU MANDIR BALRAMNAGAR",813,694,1,1508,477,371,0,848,840,0,27,75,649,8,0,76,2,2,1,5,0,0,0,0,0,3,848
243,"VARDHMAN SARASWATI SISHU MANDIR BALRAMNAGAR",527,424,0,951,310,248,0,558,459,0,106,73,295,12,1,61,0,0,0,1,0,1,1,2,1,4,558
244,"B.R.S.CONVENT SCHOOL INDRAPURI",560,436,0,996,363,281,0,644,556,0,164,75,326,13,0,52,1,0,0,0,1,0,1,3,5,3,644
245,"B.R.S.CONVENT SCHOOL INDRAPURI",394,321,0,715,219,186,0,405,398,0,59,38,235,4,0,62,0,0,0,0,1,0,0,2,2,2,405
246,"B.R.S.CONVENT SCHOOL INDRAPURI",524,443,0,967,396,260,0,656,648,0,40,44,470,21,0,73,1,0,0,0,0,1,0,1,3,2,656
247,"GYANDEEP PUBLIC SCHOOL INDRAPURI",393,316,0,709,239,175,0,414,405,0,31,17,326,14,0,23,0,0,0,0,0,1,1,1,0,0,414
248,"GYANDEEP PUBLIC SCHOOL INDRAPURI",992,737,0,1729,557,378,0,935,831,0,37,52,740,3,1,93,0,0,0,0,0,1,0,0,7,1,935
249,"GYANDEEP PUBLIC SCHOOL INDRAPURI",553,515,0,1068,338,258,0,596,591,0,27,53,461,11,0,39,0,0,0,1,0,0,0,1,2,1,596
250,"LITTLE STAR PUBLIC SCHOOL INDRAPURI",368,348,0,716,211,174,0,385,364,0,7,26,308,9,0,24,0,1,0,2,1,1,0,0,1,5,385
251,"LITTLE STAR PUBLIC SCHOOL INDRAPURI",695,569,0,1264,385,298,0,683,610,0,16,39,537,8,0,72,0,0,0,0,0,0,0,3,4,4,683
252,"LITTLE STAR PUBLIC SCHOOL INDRAPURI",780,654,0,1434,448,360,0,808,620,0,51,66,582,4,0,85,4,0,2,0,3,3,1,3,3,1,808
253,"LONI INTER COLLEGE LONI",590,437,0,1027,317,201,0,518,518,0,26,368,8,73,0,39,2,0,0,0,0,0,1,0,0,1,518
254,"LONI INTER COLLEGE LONI",593,465,0,1058,311,206,0,517,517,0,18,379,20,39,0,57,0,0,0,0,1,0,0,0,0,3,517
255,"LONI INTER COLLEGE LONI",700,489,0,1189,320,184,0,504,504,0,8,369,21,38,0,56,3,0,0,0,1,2,1,0,3,2,504
256,"LONI INTER COLLEGE LONI",598,421,0,1019,328,232,0,560,535,0,25,201,222,25,1,76,0,0,0,0,1,0,1,2,1,5,560
257,"LONI INTER COLLEGE LONI",745,531,0,1276,371,282,0,653,640,0,35,373,33,118,3,79,1,0,1,1,1,2,2,0,2,2,653
258,"LONI INTER COLLEGE LONI",384,223,0,607,232,109,0,341,333,0,14,156,82,27,0,53,0,0,0,1,1,0,1,3,0,3,341
259,"NEW ADARSH BAL NIRMAN JUNIOR HIGH SCHOOL PREMNAGAR",794,559,0,1353,434,238,0,672,669,0,5,501,9,70,0,80,2,0,0,1,0,1,0,1,2,0,672
260,"NEW ADARSH BAL NIRMAN JUNIOR HIGH SCHOOL PREMNAGAR",821,633,0,1454,418,283,0,701,696,0,24,501,4,73,0,88,2,0,0,2,0,1,2,0,4,0,701
261,"SAIN SMARAK VIDHYA MANDIR NAIPURA",660,467,1,1128,395,262,0,657,538,0,16,386,158,19,0,75,0,0,0,0,0,0,0,0,3,0,657
262,"SAIN SMARAK VIDHYA MANDIR NAIPURA",535,368,0,903,309,212,0,521,491,0,20,193,210,12,1,70,0,0,0,0,0,2,1,4,4,4,521
263,"SAIN SMARAK VIDHYA MANDIR NAIPURA",944,678,0,1622,446,261,0,707,502,0,116,69,416,9,1,76,0,0,0,3,0,2,0,5,6,4,707
264,"SAIN SMARAK VIDHYA MANDIR NAIPURA",612,389,0,1001,241,148,0,389,389,0,6,220,62,29,2,64,1,0,0,1,0,0,0,2,1,1,389
265,"SAIN SMARAK VIDHYA MANDIR NAIPURA",584,418,0,1002,334,250,0,584,463,0,59,274,144,9,0,86,0,0,0,0,1,0,1,2,5,3,584
266,"SAIN SMARAK VIDHYA MANDIR NAIPURA",645,488,0,1133,386,265,0,651,495,0,24,348,186,9,4,71,0,0,0,2,0,0,1,1,4,1,651
267,"SAIN SMARAK VIDHYA MANDIR NAIPURA",739,503,0,1242,375,263,0,638,628,0,17,290,226,14,0,77,0,0,1,3,1,0,0,5,4,0,638
268,"GYAN GANGA PUBLIC JUNIOR HIGH SCHOOL NAIPURA",140,67,0,207,59,33,0,92,68,0,6,20,57,4,0,3,1,0,0,0,0,1,0,0,0,0,92
269,"GYAN GANGA PUBLIC JUNIOR HIGH SCHOOL NAIPURA",916,658,0,1574,569,396,0,965,710,0,79,162,567,32,13,89,2,2,0,0,2,1,2,2,8,4,965
270,"GYAN GANGA PUBLIC JUNIOR HIGH SCHOOL NAIPURA",928,624,0,1552,496,291,0,787,680,0,78,103,479,55,0,47,2,4,0,3,2,1,0,6,7,0,787
271,"GYAN GANGA PUBLIC JUNIOR HIGH SCHOOL NAIPURA",631,449,0,1080,285,219,0,504,504,0,13,270,112,30,0,63,1,1,1,1,4,1,1,4,2,0,504
272,"GYAN GANGA PUBLIC JUNIOR HIGH SCHOOL NAIPURA",662,454,0,1116,315,189,0,504,452,0,83,190,118,12,1,87,1,0,0,1,5,1,3,1,1,0,504
273,"GYAN GANGA PUBLIC JUNIOR HIGH SCHOOL NAIPURA",144,80,0,224,102,51,0,153,138,0,8,25,81,17,0,14,0,1,0,0,2,0,0,0,0,5,153
274,"S.V.VIDHYA MANDIR SARASWATI VIHAR",630,435,0,1065,376,235,0,611,548,0,46,76,454,4,0,14,2,0,0,3,0,0,1,3,2,6,611
275,"S.V.VIDHYA MANDIR SARASWATI VIHAR",548,387,0,935,300,167,0,467,467,0,42,23,344,11,1,31,0,1,0,1,1,0,2,1,9,0,467
276,"S.V.VIDHYA MANDIR SARASWATI VIHAR",852,593,0,1445,453,283,0,736,736,0,126,53,470,22,2,43,0,0,1,2,0,0,0,1,7,9,736
277,"S.V.VIDHYA MANDIR SARASWATI VIHAR",890,671,0,1561,495,338,0,833,833,0,126,61,457,102,4,59,5,0,0,2,1,1,1,2,10,2,833
278,"S.V.VIDHYA MANDIR SARASWATI VIHAR",318,244,0,562,164,114,0,278,146,0,7,30,227,2,0,12,0,0,0,0,0,0,0,0,0,0,278
279,"S.V.VIDHYA MANDIR SARASWATI VIHAR",563,404,0,967,334,220,0,554,475,0,72,58,363,10,1,37,4,0,0,1,2,1,0,0,1,4,554
280,"S.V.VIDHYA MANDIR SARASWATI VIHAR",781,565,0,1346,346,237,0,583,583,0,36,90,383,2,0,50,2,0,1,0,3,1,1,2,7,5,583
281,"S.V.VIDHYA MANDIR SARASWATI VIHAR",618,449,0,1067,402,268,0,670,664,0,52,154,320,80,0,52,2,0,0,0,0,1,2,2,3,2,670
282,"SUN SHINE PUBLIC SCHOOL NAVEEN KUNJ",819,534,0,1353,284,209,0,493,368,0,28,132,261,7,0,58,1,0,1,1,0,0,0,1,2,1,493
283,"SUN SHINE PUBLIC SCHOOL NAVEEN KUNJ",529,366,0,895,266,173,0,439,431,0,9,110,206,12,1,84,1,0,0,2,2,0,1,1,5,5,439
284,"SUN SHINE PUBLIC SCHOOL NAVEEN KUNJ",713,534,0,1247,393,276,0,669,517,0,45,128,430,6,1,36,1,1,0,1,1,3,1,2,10,3,669
285,"SUN SHINE PUBLIC SCHOOL NAVEEN KUNJ",444,329,0,773,250,146,0,396,344,0,38,34,274,12,0,27,0,0,0,1,1,2,1,2,2,2,396
286,"DEEP MODAL PUBLIC SCHOOL PRASANT VIHAR",567,466,0,1033,300,256,0,556,532,0,69,41,352,18,2,68,0,2,0,0,0,1,0,1,0,2,556
287,"DEEP MODAL PUBLIC SCHOOL PRASANT VIHAR",515,379,0,894,255,199,0,454,400,0,78,57,300,1,1,8,0,0,0,0,0,1,0,4,3,1,454
288,"DEEP MODAL PUBLIC SCHOOL PRASANT VIHAR",163,114,0,277,92,68,0,160,155,0,35,13,103,0,0,4,0,0,0,0,0,0,1,2,1,1,160
289,"DEEP MODAL PUBLIC SCHOOL PRASANT VIHAR",218,156,0,374,114,79,0,193,189,0,29,17,132,2,1,10,0,1,0,0,0,0,0,0,0,1,193
290,"DEEP MODAL PUBLIC SCHOOL PRASANT VIHAR",439,332,0,771,248,182,0,430,427,0,54,29,277,6,0,45,2,0,1,0,0,0,1,2,6,7,430
291,"DEEP MODAL PUBLIC SCHOOL PRASANT VIHAR",705,509,0,1214,384,270,0,654,633,0,112,33,458,8,0,25,0,3,1,1,0,0,0,7,3,3,654
292,"J.D.SHSHTRI PUBLIC JUNIOR HIGH SCHOL INDRA MARKET",553,381,0,934,337,222,0,559,559,0,12,233,189,91,1,21,1,2,1,0,0,3,0,1,2,2,559
293,"J.D.SHSHTRI PUBLIC JUNIOR HIGH SCHOL INDRA MARKET",400,331,0,731,271,175,0,446,323,0,33,253,58,68,2,24,2,0,0,1,0,1,2,1,1,0,446
294,"J.D.SHSHTRI PUBLIC JUNIOR HIGH SCHOL INDRA MARKET",463,366,0,829,285,197,0,482,417,0,38,331,23,60,0,24,0,1,0,0,0,0,0,0,4,1,482
295,"SUN RISE PUBLIC SCHOOL RASHID GATE LONI",558,394,0,952,351,204,0,555,391,0,24,368,13,125,0,16,1,0,0,1,0,0,2,0,2,3,555
296,"SUN RISE PUBLIC SCHOOL RASHID GATE LONI",462,333,0,795,289,163,0,452,402,0,39,259,4,117,2,26,0,0,0,0,0,0,3,0,0,2,452
297,"SUN RISE PUBLIC SCHOOL RASHID GATE LONI",932,597,0,1529,524,251,0,775,600,0,51,605,11,84,0,21,0,0,0,0,0,0,1,0,2,0,775
298,"SUN RISE PUBLIC SCHOOL RASHID GATE LONI",769,490,0,1259,343,197,0,540,350,0,69,308,7,115,0,37,0,0,0,1,0,0,1,0,2,0,540
299,"HARI SINGH BHATI PUBLIC SCHOOL JAMALPUR",859,523,0,1382,492,267,0,759,583,0,86,213,17,338,0,94,0,1,0,2,0,1,0,1,1,5,759
300,"HARI SINGH BHATI PUBLIC SCHOOL JAMALPUR",576,399,0,975,338,209,0,547,524,0,115,188,6,159,1,69,1,0,0,3,2,1,1,0,1,0,547
301,"PRIMARY SCHOOL APER COT LONI-1",584,411,0,995,318,228,0,546,326,0,172,256,53,35,0,22,0,0,0,0,0,1,1,1,2,3,546
302,"PRIMARY SCHOOL APER COT LONI-1",664,542,0,1206,444,265,0,709,655,0,13,463,137,42,0,42,0,1,0,2,0,0,1,3,3,2,709
303,"PRIMARY SCHOOL APER COT LONI-1",520,410,0,930,292,201,0,493,306,0,20,146,285,15,0,12,0,1,1,2,0,0,0,2,5,4,493
304,"JUNIOR HIGH SCHOOL MOH. TOLI LONI",269,208,0,477,120,88,0,208,161,0,10,162,3,20,0,13,0,0,0,0,0,0,0,0,0,0,208
305,"JUNIOR HIGH SCHOOL MOH. TOLI LONI",392,261,0,653,212,138,0,350,349,0,24,112,194,6,0,11,0,0,0,1,0,0,0,1,1,0,350
306,"JUNIOR HIGH SCHOOL MOH. TOLI LONI",850,565,0,1415,448,252,0,700,591,0,12,546,7,79,2,48,0,0,0,0,1,0,1,0,1,3,700
307,"JUNIOR HIGH SCHOOL MOH. TOLI LONI",791,509,0,1300,382,227,0,609,364,0,10,467,4,108,0,17,0,0,0,1,0,0,0,1,1,0,609
308,"PRIMARY SCHOOL APARKOT LONIO-1",1078,702,0,1780,545,304,0,849,817,0,74,561,7,107,1,76,2,1,0,1,1,0,5,3,3,7,849
309,"MOON STAR PUBLIC SCHOOL MUSTFABAD",659,480,0,1139,329,215,0,544,543,0,34,355,8,110,2,27,1,0,0,0,0,0,1,3,1,2,544
310,"MOON STAR PUBLIC SCHOOL MUSTFABAD",667,508,0,1175,374,228,0,602,595,0,20,388,2,139,4,39,1,1,1,0,1,0,1,0,2,3,602
