"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NAFISUDDIN","2 - BEGUM NOOR BANO URF MEHTAB","3 - HAJI MOHD YAQOOB","4 - KUNWER SARVESH KUMAR","5 - DR S T HASAN","6 - AMIT KUMAR","7 - KAMAR ALAM","8 - JAIPAL SINGH SAINI","9 - MOHD ZAFAR IQBAL","10 - TEAJ SINGH SAINI","11 - ENGINEER MOHAMMAD IRFAN","12 - VIMAL KUMAR","13 - SATISH CHANDRA SHARMA","14 - SANDEEP KUMAR","15 - SAURABH PRATAP SINGH","16 - HARIOM","17 - RAJ KUMAR GUPTA","18 - ROOPA CHANDRA SINGH","19 - None of the Above","Total Votes Secured"
143,"MANSAROWAR KANYA INTER COLLEGE NAVEEN NAGAR ROOM-2",642,529,0,1171,371,294,0,665,665,0,0,28,69,536,14,0,0,2,0,0,0,6,0,2,4,1,1,0,2,665
144,"MANSAROWAR KANYA INTER COLLEGE NAVEEN NAGAR ROOM-5",616,550,0,1166,283,266,0,549,549,0,1,22,26,489,2,0,0,0,0,0,0,4,0,0,1,1,0,0,3,549
145,"NEHRU YUVA KENDRA ROOM-1",484,470,0,954,355,332,0,687,665,0,1,9,12,651,3,0,0,0,0,0,0,9,0,0,0,0,0,0,2,687
146,"NEHRU YUVA KENDRA ROOM-4",522,507,0,1029,320,304,0,624,624,0,6,21,17,564,12,0,0,0,0,1,0,3,0,0,0,0,0,0,0,624
147,"NEHRU YUVA KENDRA ROOM-2",441,426,0,867,316,261,0,577,564,0,0,24,27,509,5,0,0,0,0,0,0,4,0,2,0,1,0,0,5,577
148,"NEHRU YUVA KENDRA MDA COLONY ROOM-5",499,446,0,945,349,291,0,640,640,0,0,13,13,594,16,0,0,0,0,0,0,2,0,0,0,0,0,0,2,640
149,"NEHRU YUVA KENDRA ROOM-3",462,443,0,905,269,265,0,534,516,0,0,19,21,475,7,0,0,0,0,0,0,9,1,0,0,0,0,0,2,534
150,"NEHRU YUVA KENDRA MDA COLONY ROOM-6",504,496,0,1000,296,283,0,579,571,0,1,16,13,538,1,0,0,0,0,0,0,7,0,0,0,1,0,0,2,579
151,"BLOCK OFFICE ROOM-1",694,495,0,1189,316,156,0,472,463,0,0,13,27,5,416,0,2,0,0,0,6,1,0,1,0,1,0,0,0,472
152,"BLOCK OFFICE ROOM-5",741,607,0,1348,402,207,0,609,589,0,1,18,61,20,493,3,0,1,0,0,6,0,0,0,1,3,0,0,2,609
153,"BLOCK OFFICE ROOM-2",519,391,0,910,262,127,0,389,319,0,0,5,27,15,325,1,0,0,0,1,7,2,0,0,0,3,0,1,2,389
154,"BLOCK OFFICE ROOM-3",539,400,0,939,277,112,0,389,367,0,0,14,30,28,301,1,0,0,0,0,7,2,0,0,1,3,1,0,1,389
155,"BLOCK OFFICE ROOM-6",574,469,0,1043,272,163,0,435,386,0,2,8,20,87,306,1,0,0,2,0,1,0,0,0,1,3,0,0,4,435
156,"BLOCK OFFICE ROOM-8",599,469,0,1068,237,155,0,392,380,0,1,9,21,21,330,0,1,0,0,0,3,1,0,0,0,2,0,0,3,392
157,"BLOCK OFFICE ROOM-4",593,441,0,1034,271,135,0,406,368,0,0,19,10,17,343,2,0,0,0,0,8,3,0,1,0,1,2,0,0,406
158,"BLOCK OFFICE ROOM-7",565,437,0,1002,210,144,0,354,269,0,0,7,10,30,294,2,0,0,0,1,0,0,1,0,2,5,0,1,1,354
159,"MAHARAJA AGRASEN INTER COLLEGE ROOM-1",987,783,0,1770,522,372,0,894,873,0,3,9,15,545,281,1,1,4,0,1,6,7,0,3,8,3,2,2,3,894
160,"MAHARAJA AGRASEN INTER COLLEGE ROOM-2",822,644,0,1466,387,285,0,672,656,0,4,7,14,465,147,3,2,0,0,3,1,1,0,6,11,3,1,2,2,672
161,"MAHARAJA AGRASEN INTER COLLEGE ROOM-3",670,523,0,1193,364,255,0,619,619,0,2,10,28,227,341,2,0,1,0,2,2,1,0,0,2,0,0,1,0,619
162,"MAHARAJA AGRASEN INTER COLLEGE ROOM-5",596,424,0,1020,318,198,0,516,506,0,0,13,18,96,362,4,0,0,0,1,2,5,1,1,2,8,2,0,1,516
163,"MAHARAJA AGRASEN INTER COLLEGE ROOM-4",316,266,0,582,206,146,0,352,328,0,0,4,76,134,129,1,0,0,0,1,0,1,0,1,0,1,0,1,3,352
164,"MADARSA SHAH BULAKI SHAH ROOM-1",829,658,0,1487,464,318,0,782,778,0,0,23,37,97,595,2,1,1,1,2,3,6,2,3,0,5,0,0,4,782
165,"MADARSA SHAH BULAKI SHAH ROOM-2",418,299,1,718,181,125,0,306,292,0,0,19,14,112,153,2,0,0,0,0,1,1,0,0,1,2,1,0,0,306
166,"GREEN MIDOJ SCHOOL DR. B R AMBEDKAR POLICE ACADMY ROOM-3",515,461,0,976,348,273,0,621,601,0,2,26,5,573,6,1,0,0,0,0,0,4,0,1,2,0,0,1,0,621
167,"GREEN MIDOJ SCHOOL DR. B R AMBEDKAR POLICE ACADMY ROOM-4",458,377,0,835,210,120,0,330,313,0,0,60,19,171,77,0,0,0,0,0,0,1,0,0,0,0,0,0,2,330
168,"K.C.M INTER COLLEGE ROOM-4",202,169,0,371,113,102,0,215,215,0,0,13,30,151,18,0,0,0,0,0,0,1,0,0,1,1,0,0,0,215
169,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-1",846,728,0,1574,472,364,0,836,827,0,0,9,33,720,50,1,1,0,0,0,0,4,2,0,6,5,1,0,4,836
170,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-6",533,447,0,980,346,295,0,641,539,0,0,8,49,536,32,0,0,0,1,1,1,1,3,1,5,1,0,0,2,641
171,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-10",457,420,0,877,278,221,0,499,450,0,5,2,18,431,25,0,0,1,1,2,1,3,2,0,4,4,0,0,0,499
172,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-2",667,511,0,1178,422,285,0,707,698,0,0,18,113,317,233,0,0,0,0,1,6,0,3,1,5,5,0,0,5,707
173,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-8",625,505,0,1130,405,295,0,700,694,0,3,7,24,459,191,0,0,0,0,2,2,1,2,3,1,2,0,2,1,700
174,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-3",565,436,0,1001,382,276,0,658,658,0,1,6,333,133,169,2,1,0,0,0,3,1,0,1,1,1,0,2,4,658
175,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-7",619,533,0,1152,448,358,0,806,804,0,2,13,174,330,256,2,1,0,0,2,3,4,1,0,4,4,1,1,8,806
176,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-4",600,444,0,1044,404,246,0,650,646,0,1,5,145,214,268,4,1,0,1,1,0,1,1,2,4,2,0,0,0,650
177,"ADARSH GRAMEEN INTER COLLEGE HARTHALA ROOM-5",640,539,0,1179,332,295,0,627,615,0,2,4,192,325,94,1,0,0,0,0,0,2,0,2,0,0,0,2,3,627
178,"COSMO POLETIN PUBLIC SCHOOL ROOM-3",509,387,0,896,305,247,0,552,552,0,2,15,37,378,103,0,0,1,1,1,5,2,3,1,1,0,1,0,1,552
179,"COSMO POLETIN PUBLIC SCHOOL ROOM-4",490,438,0,928,254,202,0,456,447,0,2,14,55,300,75,0,0,1,1,0,0,3,0,1,2,0,0,0,2,456
180,"R.S.D. ACADMY GIRLS DEEGRE COLLEGE ROOM-6",506,509,0,1015,300,313,0,613,605,0,0,12,12,561,12,0,0,0,0,0,0,13,0,0,0,0,0,0,3,613
181,"R.S.D. ACADMY GIRLS DEEGRE COLLEGE ROOM-7",532,495,0,1027,451,401,0,852,852,0,0,19,29,779,15,0,0,0,0,0,0,7,0,0,0,0,0,0,3,852
182,"R.S.D. ACADMY GIRLS DEEGRE COLLEGE ROOM-1",554,524,0,1078,329,308,0,637,620,0,0,23,16,566,8,0,0,0,0,0,0,19,0,0,0,0,0,0,5,637
183,"R.S.D. ACADMY GIRLS DEEGRE COLLEGE ROOM-2",558,498,1,1057,336,286,0,622,622,0,0,20,16,550,27,0,0,0,0,0,0,5,0,0,1,0,0,0,3,622
184,"R.S.D. ACADMY GIRLS DEEGRE COLLEGE ROOM-5",519,468,0,987,391,312,0,703,703,0,0,25,8,650,10,0,0,0,0,0,0,8,0,0,0,0,0,0,2,703
185,"R.S.D. ACADMY GIRLS DEEGRE COLLEGE ROOM-4",651,636,0,1287,402,399,0,801,801,0,0,28,25,719,13,0,0,0,0,0,0,8,0,0,1,0,0,0,7,801
186,"SONAKPUR STEDIUM M D A COLONY ROOM-1",482,457,0,939,283,267,0,550,531,0,0,14,4,506,8,0,1,0,0,0,0,9,0,0,0,0,0,1,7,550
187,"SONAKPUR STEDIUM M D A COLONY ROOM-4",535,438,0,973,320,270,0,590,590,0,0,11,16,539,8,0,0,0,0,0,0,10,0,0,0,1,0,0,5,590
188,"R.S.D. ACADMY GIRLS DEEGRE COLLEGE ROOM-8",447,401,0,848,307,260,0,567,564,0,0,15,13,518,3,0,0,0,0,0,0,15,0,0,2,0,0,1,0,567
189,"R.S.D. ACADMY GIRLS DEEGRE COLLEGE ROOM-9",456,396,0,852,263,220,0,483,466,0,1,20,13,421,11,0,0,0,0,0,2,11,0,0,0,0,0,0,4,483
190,"SONAKPUR STEDIUM M D A COLONY ROOM-2",742,646,1,1389,387,357,0,744,708,0,3,34,58,604,28,2,0,0,0,1,0,9,0,0,4,0,0,0,1,744
191,"SONAKPUR STEDIUM M D A COLONY ROOM-3",690,565,0,1255,372,333,0,705,703,0,2,26,47,592,15,0,0,1,0,0,0,13,0,2,0,0,2,2,3,705
192,"DAYANAND DEEGRE COLLEGE ROOM-1",466,404,0,870,302,214,0,516,499,0,0,130,7,349,17,0,0,0,0,0,0,9,0,1,0,1,0,1,1,516
193,"DAYANAND DEEGRE COLLEGE ROOM-4",424,411,0,835,281,251,0,532,531,0,1,147,15,332,17,1,0,0,0,0,0,9,0,0,3,0,1,0,6,532
194,"DAYANAND DEEGRE COLLEGE ROOM-2",556,486,0,1042,392,304,0,696,678,0,0,38,19,601,25,0,0,0,0,0,0,9,0,0,2,0,0,0,2,696
195,"DAYANAND DEEGRE COLLEGE ROOM-3",469,486,0,955,309,287,0,596,583,0,0,41,16,501,26,0,0,0,0,0,1,7,0,0,0,0,0,0,4,596
196,"WILSONIA INTER COLLEGE ROOM-1",632,573,0,1205,315,272,0,587,548,0,0,14,20,405,133,1,0,0,0,0,5,3,0,0,1,0,0,0,5,587
197,"WILSONIA INTER COLLEGE ROOM-2",660,711,0,1371,359,305,0,664,664,0,5,30,25,381,204,2,0,0,0,0,2,10,0,0,0,0,0,0,5,664
198,"BALDEV KANYA ARYA INTER COLLEGE ROOM-1",809,698,0,1507,506,367,0,873,869,0,3,13,12,692,120,1,0,1,1,0,1,3,3,3,6,5,1,4,4,873
199,"BALDEV KANYA ARYA INTER COLLEGE ROOM-5",756,583,0,1339,447,270,0,717,694,0,1,10,21,619,38,0,1,3,2,1,0,1,1,1,14,4,0,0,0,717
200,"BALDEV KANYA ARYA INTER COLLEGE ROOM-2",803,609,0,1412,491,316,0,807,795,0,4,7,8,707,12,2,1,15,2,3,0,5,3,3,16,13,1,1,4,807
201,"BALDEV KANYA ARYA INTER COLLEGE ROOM-4",727,608,0,1335,400,297,0,697,678,0,4,10,26,587,25,0,0,4,1,2,2,4,1,4,10,9,3,0,5,697
202,"DAYANAND DEEGRE COLLEGE ROOM-6",595,484,0,1079,404,301,0,705,687,0,1,8,62,593,8,1,1,0,0,1,0,7,1,0,14,2,0,1,5,705
203,"DAYANAND DEEGRE COLLEGE ROOM-5",670,561,1,1232,413,317,0,730,510,0,2,8,141,552,8,1,0,0,2,0,0,7,0,1,5,1,1,0,1,730
204,"DAYANAND DEEGRE COLLEGE ROOM-8",785,656,0,1441,548,415,0,963,811,0,6,12,31,849,15,2,1,2,2,2,1,4,10,4,7,6,0,2,7,963
205,"DAYANAND DEEGRE COLLEGE ROOM-7",678,633,2,1313,444,400,0,844,844,0,3,8,50,728,16,0,3,4,3,0,1,4,2,1,7,8,1,2,3,844
206,"PRIMARY SCHOOL BANGLA GAON POLICE CHOWKI KE PICHHE ROOM-1",538,487,0,1025,306,218,0,524,402,0,0,11,21,185,297,0,0,0,0,0,0,2,0,2,1,3,0,0,2,524
207,"PRIMARY SCHOOL BANGLA GAON POLICE CHOWKI KE PICHHE ROOM-3",757,664,0,1421,456,450,0,906,906,0,1,28,14,674,131,1,1,0,2,0,0,3,2,0,36,9,0,1,3,906
208,"PRIMARY SCHOOL BANGLA GAON POLICE CHOWKI KE PICHHE ROOM-2",784,609,0,1393,394,197,0,591,550,0,0,6,38,1,532,2,0,0,0,0,8,0,0,2,0,0,0,0,2,591
209,"SAFAI GODAM DAULAT BAGH TEEN SHED",732,594,0,1326,393,213,0,606,563,0,0,3,21,35,534,1,0,0,0,1,6,0,1,1,2,1,0,0,0,606
210,"AMBIKA PRASAD INTER COLLEGE ROOM-1",468,408,0,876,307,177,0,484,472,0,0,4,16,3,455,1,0,0,0,0,5,0,0,0,0,0,0,0,0,484
211,"AMBIKA PRASAD INTER COLLEGE ROOM-6",527,418,0,945,335,217,0,552,547,0,0,2,22,54,456,1,1,0,0,1,9,3,1,0,0,1,1,0,0,552
212,"AMBIKA PRASAD INTER COLLEGE ROOM-2",874,731,0,1605,546,336,0,882,871,0,1,6,37,57,760,1,3,0,0,0,5,5,0,1,0,1,0,1,4,882
213,"AMBIKA PRASAD INTER COLLEGE ROOM-3",901,709,1,1611,598,376,0,974,974,0,2,7,14,707,204,2,0,3,3,4,1,0,1,1,9,14,0,0,2,974
214,"AMBIKA PRASAD INTER COLLEGE ROOM-4",578,424,0,1002,379,215,0,594,550,0,0,6,21,109,450,2,0,0,0,1,3,1,0,0,0,1,0,0,0,594
215,"AMBIKA PRASAD INTER COLLEGE ROOM-5",621,455,0,1076,407,250,0,657,657,0,0,17,18,30,573,2,0,0,1,0,10,1,0,0,0,2,0,1,2,657
216,"KAUSHALYA KANYA INTER COLLEGE ROOM-1",778,777,0,1555,508,420,0,928,912,0,1,35,21,680,174,0,0,0,2,0,1,7,0,0,0,1,0,0,6,928
217,"KAUSHALYA KANYA INTER COLLEGE ROOM-2",482,442,0,924,330,300,0,630,610,0,2,19,27,563,6,0,1,1,0,1,0,8,0,0,1,0,0,0,1,630
218,"DISST. B S A OFFICER ROOM-1",480,477,0,957,414,295,0,709,680,0,1,13,7,651,16,1,0,0,0,0,0,7,1,1,1,0,5,0,5,709
219,"DISST. B S A OFFICER ROOM-2",485,452,0,937,299,283,0,582,579,0,1,14,16,531,11,0,0,0,1,0,2,1,1,0,3,0,1,0,0,582
220,"JUNIOR HIGH SCHOOL DANG ROOM-1",769,632,0,1401,422,306,0,728,728,0,0,8,23,25,649,1,0,0,0,1,19,1,0,0,0,0,0,0,1,728
221,"JUNIOR HIGH SCHOOL DANG ROOM-2",473,430,0,903,286,187,0,473,430,0,0,16,21,8,409,0,0,0,0,0,16,1,0,0,0,1,0,0,1,473
222,"JUNIOR HIGH SCHOOL DANG ROOM-4",452,381,0,833,265,156,0,421,404,0,0,20,17,12,344,0,0,0,1,0,25,1,0,1,0,0,0,0,0,421
223,"JUNIOR HIGH SCHOOL DANG ROOM-3",666,608,0,1274,454,255,0,709,646,0,1,13,22,220,435,1,0,1,0,0,12,2,0,0,0,1,0,1,0,709
224,"ISLAMIA JUNIOR HIGH SCHOOL JHABBU KA NALA ROOM-1",773,678,0,1451,529,356,0,885,885,0,0,33,66,6,769,1,0,0,2,0,2,2,0,0,0,0,0,2,2,885
225,"ISLAMIA JUNIOR HIGH SCHOOL ROOM-2",477,397,0,874,347,190,0,537,436,0,0,8,102,5,409,2,0,0,0,0,5,5,0,1,0,0,0,0,0,537
226,"ISLAMIA JUNIOR HIGH SCHOOL ROOM-3",445,379,0,824,260,142,0,402,402,0,0,5,81,4,309,0,0,0,0,0,1,2,0,0,0,0,0,0,0,402
227,"ABBASIA INTER COLLEGE ROOM-1",733,565,0,1298,481,300,0,781,775,0,0,11,140,3,611,1,1,0,0,0,3,6,0,1,0,3,0,0,1,781
228,"ABBASIA INTER COLLEGE ROOM-2",315,259,0,574,211,113,0,324,324,0,0,7,84,8,220,0,0,0,0,0,1,0,0,0,1,1,1,0,1,324
229,"TEHSIL SCHOOL ROOM-1",653,587,0,1240,418,260,0,678,638,0,0,15,69,1,581,0,0,0,0,0,1,1,1,0,2,0,0,0,7,678
230,"TEHSIL SCHOOL ROOM-2",578,532,1,1111,384,250,0,634,634,0,1,14,49,85,475,0,0,0,0,1,2,3,0,0,1,2,1,0,0,634
231,"KANYA PRIMARY SCHOOL DEEWANKHANA",765,688,0,1453,355,392,0,747,708,0,0,13,63,16,634,1,1,0,0,0,5,12,0,0,0,0,0,0,2,747
232,"ISLAMIA KANYA JUNIOR HIGH SCHOOL ROOM-1 KISROL PURVI",530,443,0,973,371,222,0,593,592,0,0,12,39,0,531,1,1,0,0,0,0,4,0,0,1,1,0,1,2,593
233,"ISLAMIA KANYA JUNIOR HIGH SCHOOL ROOM-2 KISROL PURVI",479,446,0,925,311,185,0,496,385,0,0,7,20,6,449,0,0,0,0,1,7,2,1,0,0,0,1,0,2,496
234,"LAXMI NARAYAN LEELA CHHETRIYA SARASWATI SHIKSHA MANDIR INTER COLLEGE ROOM-1",518,453,0,971,270,181,0,451,420,0,0,12,18,232,183,1,0,0,0,0,0,1,0,0,2,0,0,0,2,451
235,"LAXMI NARAYAN LEELA CHHETRIYA SARASWATI SHIKSHA MANDIR INTER COLLEGE ROOM-2",548,512,0,1060,381,277,0,658,643,0,1,16,4,472,151,0,0,0,0,1,0,5,0,0,0,2,2,0,4,658
236,"LAXMI NARAYAN LEELA SROTRIYE SHIKSHA MANDIR INTER COLLEGE KISROL ROOM-3",736,621,0,1357,429,293,0,722,620,0,0,14,23,483,187,0,0,1,1,0,0,4,0,1,1,3,0,0,4,722
237,"LAXMI NARAYAN LEELA SROTRIYE SHIKSHA MANDIR INTER COLLEGE KISROL ROOM-4",446,407,0,853,284,223,0,507,502,0,1,4,6,408,72,1,0,1,0,0,1,2,1,0,3,4,0,0,3,507
238,"PRIMARY SCHOOL BAGIA ROOM-1",437,340,0,777,283,146,0,429,418,0,1,6,37,16,360,2,1,0,1,0,2,1,0,0,0,2,0,0,0,429
239,"PRIMARY SCHOOL BAGIA ROOM-2",813,739,0,1552,471,345,0,816,712,0,3,26,81,24,670,2,0,0,0,0,4,0,0,0,0,4,2,0,0,816
240,"HARIS GIRLS INTER COLLEGE ROOM-1",278,256,0,534,147,104,0,251,172,0,0,1,7,84,155,1,0,0,0,0,0,1,0,0,0,0,0,0,2,251
241,"HARIS GIRLS INTER COLLEGE ROOM-2",607,475,0,1082,368,219,0,587,569,0,0,3,5,82,486,3,0,0,0,0,0,0,0,0,1,0,0,0,7,587
242,"HARIS GIRLS INTER COLLEGE ROOM-3",767,615,0,1382,364,172,0,536,520,0,0,13,8,5,504,1,0,1,1,0,2,0,1,0,0,0,0,0,0,536
243,"HARIS GIRLS INTER COLLEGE ROOM-4",652,519,0,1171,427,248,0,675,662,1,1,7,8,59,586,3,2,1,0,0,1,4,0,1,0,0,1,1,0,675
244,"PRIMARY SCHOOL BALAK BAGIA NABABPURA ROOM-3",451,394,0,845,318,257,0,575,572,0,0,7,3,496,38,0,0,1,1,1,0,6,9,1,3,5,1,0,3,575
245,"PRIMARY SCHOOL BALAK BAGIA NABABPURA ROOM-4",448,375,0,823,331,219,0,550,542,0,2,7,3,457,62,0,0,0,1,1,0,5,1,2,2,3,0,0,4,550
246,"GOKULDAS GIRLS PRIMARY SCHOOL ROOM-2",794,679,0,1473,544,370,0,914,728,0,1,7,8,72,802,2,2,1,2,1,0,1,4,1,4,5,0,0,1,914
247,"GOKULDAS GIRLS PRIMARY SCHOOL ROOM-3",574,404,0,978,349,190,0,539,542,0,3,4,3,319,187,4,0,0,2,2,2,2,3,0,4,1,1,1,1,539
248,"GOKULDAS GIRLS PRIMARY SCHOOL ROOM-5",549,382,0,931,310,170,0,480,450,0,3,0,10,140,315,0,0,1,0,2,0,0,0,1,3,3,0,1,1,480
249,"GOKULDAS GIRLS PRIMARY SCHOOL ROOM-4",617,549,0,1166,343,220,0,563,520,0,2,8,2,357,184,0,0,1,0,0,0,2,0,1,1,3,1,0,1,563
250,"YAGH BHAWAN PANJABI DHARMSHALA MORADABAD",751,651,0,1402,549,275,0,824,774,0,0,32,13,469,297,0,1,0,0,0,0,10,0,0,0,1,0,0,1,824
251,"GOKULDAS GIRLS GUJRATI INTER COLLEGE ROOM-1",417,378,0,795,280,195,0,475,475,0,2,3,20,134,306,0,1,1,0,0,0,1,3,1,1,2,0,0,0,475
252,"GOKULDAS GIRLS GUJRATI INTER COLLEGE ROOM-6",466,378,0,844,302,190,0,492,489,0,1,5,21,65,387,1,0,0,0,0,6,4,0,0,2,0,0,0,0,492
253,"GOKULDAS GIRLS GUJRATI INTER COLLEGE ROOM-2",527,436,0,963,353,259,0,612,552,0,3,2,18,503,68,1,1,0,0,0,0,1,5,0,7,3,0,0,0,612
254,"GOKULDAS GIRLS GUJRATI INTER COLLEGE ROOM-7",484,387,0,871,346,243,0,589,570,0,1,3,13,385,172,1,0,0,0,0,1,6,1,1,2,2,0,0,1,589
255,"GOKULDAS GIRLS GUJRATI INTER COLLEGE ROOM-3",702,594,0,1296,483,320,0,803,760,0,2,11,10,604,148,2,1,0,0,0,1,6,1,0,10,1,1,1,4,803
256,"GOKULDAS GIRLS GUJRATI INTER COLLEGE ROOM-4",578,495,0,1073,379,249,0,628,578,0,1,9,23,23,565,0,0,1,0,0,3,2,0,1,0,0,0,0,0,628
257,"GOKULDAS GIRLS GUJRATI INTER COLLEGE ROOM-5",669,557,0,1226,453,247,0,700,673,0,1,13,38,5,612,2,1,0,1,0,14,3,0,1,0,4,1,2,2,700
258,"MORADABAD INTER COLLEGE ROOM-1",676,527,0,1203,455,301,0,756,560,0,5,24,41,403,263,1,0,0,2,0,4,3,0,2,5,1,0,0,2,756
259,"MORADABAD INTER COLLEGE ROOM-2",474,356,0,830,314,157,0,471,460,0,0,5,10,102,345,1,0,0,0,1,0,1,0,0,1,3,1,0,1,471
260,"MORADABAD INTER COLLEGE ROOM-4",444,345,0,789,269,161,0,430,425,0,0,5,6,54,356,2,1,2,0,0,0,3,0,0,0,0,0,1,0,430
261,"MORADABAD INTER COLLEGE ROOM-3",476,369,0,845,294,174,0,468,468,0,1,0,9,214,232,0,1,1,0,0,0,0,1,2,2,5,0,0,0,468
262,"MORADABAD INTER COLLEGE ROOM-5",451,343,0,794,305,173,0,478,452,0,0,4,16,135,312,1,0,0,0,1,0,1,0,0,3,2,1,0,2,478
263,"FALAHDARAN INTER COLLEGE ROOM-1",739,614,0,1353,472,307,0,779,774,0,0,26,33,28,669,6,0,0,0,0,2,6,0,0,1,3,0,0,5,779
264,"FALAHDARAN INTER COLLEGE ROOM-2",776,705,0,1481,506,289,0,795,783,0,0,19,43,77,640,1,0,0,0,1,5,4,0,1,1,2,0,0,1,795
265,"FALAHDARAN INTER COLLEGE ROOM-3",458,397,0,855,362,211,0,573,573,0,1,5,6,11,544,1,0,0,0,0,0,0,0,0,1,2,0,1,1,573
266,"MUSLIM GIRLS JUNIOR HIGH SCHOOL ROOM-1 LAKDIWALAN",812,714,0,1526,539,334,0,873,861,0,0,12,50,1,800,0,2,0,3,0,0,1,0,0,2,1,0,0,1,873
267,"MUSLIM GIRLS JUNIOR HIGH SCHOOL ROOM-2 LAKDIWALAN",408,393,0,801,242,173,0,415,415,0,0,6,14,33,359,2,0,0,0,0,0,1,0,0,0,0,0,0,0,415
268,"MUSLIM GIRLS JUNIOR HIGH SCHOOL ROOM-3 LAKDIWALAN",411,359,0,770,252,142,0,394,389,0,0,10,16,9,357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,394
269,"GOVT. INTER COLLEGE ROOM-1",509,452,1,962,358,257,0,615,615,0,0,5,3,412,185,1,0,0,0,1,0,0,0,0,2,3,0,0,3,615
270,"GOVT. INTER COLLEGE ROOM-4",527,495,1,1023,352,267,0,619,619,0,1,6,4,339,254,1,1,0,0,1,2,0,1,4,0,4,0,0,1,619
271,"GOVT. INTER COLLEGE ROOM-2",484,381,0,865,313,229,0,542,542,0,2,11,10,244,248,1,1,11,0,0,1,1,2,0,5,0,0,0,5,542
272,"GOVT. INTER COLLEGE ROOM-5",696,578,0,1274,418,299,0,717,712,0,3,14,7,408,260,1,2,1,3,0,1,4,3,0,3,2,1,3,1,717
273,"BASIC SCHOOL NAGAR NIGAM KANOON GOYAN LAKDIWALAN ROOM-1",535,531,1,1067,369,278,0,647,633,0,0,18,48,114,461,0,0,0,1,0,1,3,0,0,0,1,0,0,0,647
274,"BESIC SCHOOL NAGAR NIGAM KANOON GOYAN LAKDI WALAN MORADABAD ROOM-2",777,729,0,1506,510,379,0,889,886,0,1,10,7,566,291,1,1,1,0,0,0,0,1,1,4,0,0,2,3,889
275,"GOVT GIRLS JUNIOR HIGH SCHOOL S.T. HASAN KE PICHHE FAIZGANJ MORADABAD ROOM - 1",546,491,0,1037,342,191,0,533,533,0,3,5,20,1,496,2,0,0,0,0,0,0,1,0,0,1,0,2,2,533
276,"GOVT GIRLS JUNIOR HIGH SCHOOL S.T. HASAN KE PICHHE FAIZGANJ MORADABAD ROOM - 2",534,518,0,1052,292,225,0,517,517,0,0,9,17,9,476,3,0,0,0,0,1,0,1,1,0,0,0,0,0,517
277,"PRATAP SINGH GIRLS INTER COLLEGE ROOM-1",805,731,0,1536,554,424,0,978,969,0,2,15,16,168,759,2,1,0,0,0,1,2,0,1,1,2,0,0,8,978
278,"PRATAP SINGH GIRLS INTER COLLEGE ROOM-5",785,734,0,1519,464,356,0,820,863,0,0,14,24,55,697,2,1,0,15,0,4,2,0,0,1,2,1,0,2,820
279,"PRATAP SINGH GIRLS INTER COLLEGE ROOM-4",352,341,0,693,264,211,0,475,472,0,0,2,3,465,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,475
280,"KHATRI DHARMSHALA MORADABAD",788,637,0,1425,489,346,0,835,809,0,0,16,6,700,96,0,0,1,0,0,2,5,2,2,1,2,0,0,2,835
281,"MAHARAJA AGRASEN PUBLIC SCHOOL ROOM-2",370,329,0,699,264,196,0,460,460,0,0,13,1,429,6,0,0,0,0,0,0,1,0,1,2,1,0,0,6,460
282,"MAHARAJA AGRASEN PUBLIC SCHOOL ROOM-3",583,541,0,1124,437,364,0,801,794,0,0,22,0,768,0,0,0,0,0,0,2,0,1,1,1,0,0,0,6,801
283,"IMDADIA GIRLS SCHOOL CHAURAHA GALI ROOM-1",786,674,0,1460,548,419,0,967,906,0,1,24,0,883,43,0,0,0,0,0,0,7,0,0,2,0,0,2,5,967
284,"RAJKALA P.D. GIRLS COLLEGE MANDI BANS ROOM-1",487,375,0,862,357,133,0,490,420,0,2,6,43,29,403,3,0,0,0,0,0,0,0,1,0,2,0,0,1,490
285,"RAJKALA P.D. GIRLS COLLEGE MANDI BANS ROOM-2",473,384,0,857,320,163,0,483,462,0,0,5,35,9,423,0,2,0,0,0,0,0,0,1,4,1,0,0,3,483
286,"PRABHA DEVI GIRLS INTER COLLEGE ROOM-1",688,646,0,1334,411,260,0,671,658,0,0,13,33,27,581,3,0,2,0,0,0,3,1,0,2,3,0,1,2,671
