"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
150,"BESIK VIDYALAY ROOM NO - 1  HASANPUR MAJRA LISHAR",552,417,0,969,400,302,0,702,693,0,39,0,85,574,1,0,1,0,0,0,0,2,702
151,"BESIK VIDYALAY ROOM NO - 2 HASANPUR MAJRA LISHAR",608,428,0,1036,450,289,0,739,739,0,162,7,1,561,6,0,0,0,0,0,0,2,739
152,"HARIJAN CHOPAL HASANPUR MAJRA LISAAD",598,458,0,1056,465,292,0,757,625,0,62,47,30,608,4,0,0,0,1,0,2,3,757
153,"INTER COLLEGE ROOM NO - 1 LISHAR",819,574,0,1393,593,376,0,969,949,0,168,1,20,765,8,0,0,1,4,1,0,1,969
154,"INTER COLLEGE ROOM NO - 2 LISHAR",461,329,0,790,394,231,0,625,565,0,41,0,32,546,2,0,0,0,2,1,1,0,625
155,"INTER COLLEGE ROOM NO - 3 LISHAR",462,344,1,807,235,199,0,434,406,0,53,0,28,348,2,1,0,0,1,0,0,1,434
156,"INTER COLLEGE ROOM NO - 4  LISHAR",460,338,0,798,326,215,0,541,541,0,28,4,15,492,0,0,0,1,0,0,0,1,541
157,"INTER COLLEGE ROOM NO - 5  LISHAR",417,320,0,737,298,211,0,509,507,0,18,4,16,455,7,3,2,0,0,1,1,2,509
158,"PRATHMIK VIDYALAY KHIJARAPUR LISHAR MAJAR",182,137,0,319,102,98,0,200,200,0,33,2,4,160,1,0,0,0,0,0,0,0,200
159,"PRATHMIK VIDYALAY N0 1 ROOM NO - 1  LISHAR",518,404,0,922,428,312,0,740,725,0,51,1,13,664,6,1,0,0,2,0,0,2,740
160,"VISRAM BHAWAN CHOPAL LISHAR",392,274,0,666,255,167,0,422,408,0,2,116,4,286,2,0,1,0,2,0,3,6,422
161,"PRAIMARI SCHOOL ROOM NO - 1   KIWANA",638,479,0,1117,412,250,0,662,600,0,157,44,2,367,5,0,1,76,2,1,2,5,662
162,"PRAIMARI SCHOOL ROOM NO - 2  KIWANA",575,432,0,1007,336,236,0,572,536,0,162,91,6,303,3,1,0,3,0,1,0,2,572
163,"CHAMARON KI CHOPAL KIWANA",406,288,0,694,213,164,0,377,372,0,4,255,14,99,1,0,1,2,0,1,0,0,377
164,"JUNIOR HIGH SCHOOL MATNAWALI",796,613,0,1409,498,396,0,894,893,0,167,275,6,422,5,2,1,2,4,2,5,3,894
165,"PRAIMARI SCHOOL ROOM NO - 1  MIMLA",469,349,0,818,422,278,0,700,650,0,0,1,57,637,2,0,0,0,1,1,0,1,700
166,"PRAIMARI SCHOOL ROOM NO - 2 MEEMLA",481,334,0,815,459,234,0,693,693,0,0,7,79,603,4,0,0,0,0,0,0,0,693
167,"BESIK PRAIMARI SCHOOL UTTARI BHAG  PINJOKHRA",601,442,0,1043,522,366,0,888,875,0,4,0,0,883,1,0,0,0,0,0,0,0,888
168,"BESIK PRAIMARI SCHOOL DAKSHINI BHAG  PINJOKHRA",564,437,0,1001,490,368,0,858,858,0,7,0,2,846,1,0,0,0,1,0,0,1,858
169,"JUNIOR HIGH SCHOOL ROOM NO - 1  JASALA",787,611,0,1398,659,475,0,1134,1134,0,4,8,39,1075,5,0,0,0,0,0,1,2,1134
170,"JUNIOR HIGH SCHOOL ROOM NO - 3  JASALA",578,387,0,965,480,298,0,778,778,0,1,0,16,748,9,0,0,0,3,0,0,1,778
171,"PRAIMARI PATHSHALA ROOM NO - 1  JASALA",490,336,0,826,383,234,0,617,617,0,0,6,45,543,18,0,2,0,1,0,1,1,617
172,"PRAIMARI PATHSHALA ROOM NO - 2 JASALA",437,307,0,744,344,228,0,572,572,0,0,2,5,548,13,0,0,1,1,0,0,2,572
173,"PRIMARY KANYA PATHSHALA ROOM NO - 3  JASALA",666,517,0,1183,504,407,0,911,907,0,3,1,58,837,5,0,0,1,2,0,0,4,911
174,"PRATHMIK VIDYALAY NANUPURI MAJRA JASALA",239,195,0,434,209,161,0,370,370,0,0,0,1,367,0,0,0,2,0,0,0,0,370
175,"PRAIMARI SCHOOL RAMPUR KHEDI",679,510,0,1189,452,333,0,785,785,0,3,22,10,718,13,4,2,3,0,1,1,8,785
176,"PRAIMARI PATHSHALA N0. 2  ROOM NO - 1  AILAM",642,511,0,1153,435,297,0,732,714,0,112,1,0,599,5,2,2,0,2,2,1,6,732
177,"PRAIMARI SCHOOL N0 2 ROOM NO - 2 AILAM",549,462,0,1011,323,254,0,577,577,0,96,11,70,385,4,0,0,2,3,3,0,3,577
178,"PRAIMARI SCHOOL N0 2 ROOM NO - 3 AILAM",395,323,0,718,264,188,0,452,452,0,106,2,8,331,2,0,0,0,1,0,1,1,452
179,"HARIJAN CHOPAL AILAM",627,467,0,1094,357,266,0,623,623,0,67,84,80,374,4,2,2,2,3,1,1,3,623
180,"INTER COLLEGE  ROOM NO - 1  AILAM",669,480,0,1149,407,290,0,697,697,0,39,3,322,318,4,0,0,1,1,3,4,2,697
181,"INTER COLLEGE ROOM NO - 2  AILAM",500,431,0,931,325,244,0,569,553,0,84,2,146,334,1,1,0,0,0,1,0,0,569
182,"INTER COLLEGE ROOM NO - 3 AILAM",580,510,0,1090,420,330,0,750,725,0,224,1,0,513,4,0,3,0,3,1,1,0,750
183,"PRAIMARI PATHSHALA N0. 1 ROOM NO - 1 AILAM",652,473,0,1125,358,272,0,630,624,0,43,35,57,476,5,0,4,1,4,0,2,3,630
184,"PRAIMARI PATHSHALA N0. 1 ROOM NO - AILAM",614,483,0,1097,324,248,0,572,567,0,91,14,73,385,2,0,0,1,1,1,1,3,572
185,"BABU JAVAN SINGH INTER COLLEGE ROOM NO - 29	  KHANDARAWLI",804,573,0,1377,635,434,0,1069,1069,0,6,52,395,583,9,0,2,1,4,5,2,10,1069
186,"BABUJAVAN SINGH INTER COLLEGE ROOM NO - 29	  KHANDARAWLI",582,417,0,999,445,312,0,757,757,0,0,31,148,560,5,2,0,0,3,3,1,4,757
187,"BABU JAVAN SINGH INTER COLLEGE ROOM NO - 18  KHANDARAWLI",465,339,0,804,391,262,0,653,653,0,5,213,229,199,1,2,1,0,0,3,0,0,653
188,"BABUJAVAN SINGH INTER COLLEGE ROOM NO - 13 KHANDARAWLI",450,376,0,826,372,307,0,679,679,0,0,263,387,6,1,0,1,0,0,10,3,8,679
189,"HARIJAN CHOPAL UTTARI BHAG  KHANDARAWLI",667,496,0,1163,457,339,0,796,796,0,4,409,96,258,3,3,0,0,2,7,5,9,796
190,"PRATHMIK VIDYALAY KHANDARAWLI",622,484,0,1106,594,390,0,984,984,0,1,1,25,946,7,1,2,0,1,0,0,0,984
191,"PRATHMIK VIDYALAY FATEHPUR",321,250,0,571,280,222,0,502,502,0,2,1,60,434,4,0,0,0,1,0,0,0,502
192,"PRATHMIK VIDYALAY GUJJARPUR",484,384,0,868,417,276,0,693,693,0,9,89,179,405,2,0,0,0,2,4,1,2,693
193,"PRATHMIK VIDYALAY ROOM NO - 1  ALDI",590,464,0,1054,500,350,0,850,777,0,1,14,289,531,4,0,0,0,3,2,1,5,850
194,"PRATHMIK VIDYALAY ROOM NO - 2 ALDI",453,349,0,802,360,303,0,663,635,0,1,14,151,484,4,0,0,0,5,2,1,1,663
195,"KANYA PATHSHALA  ALLDI",445,336,0,781,235,211,0,446,446,0,2,380,5,54,0,0,0,0,0,0,2,3,446
196,"PRATHMIK VIDYALAY ROOM NO-1  MALAKPUR",530,468,0,998,422,332,0,754,754,0,4,89,596,63,1,0,0,0,0,1,0,0,754
197,"PRATHMIK VIDYALAY ROOM NO-3  MALAKPUR",498,444,0,942,388,283,0,671,671,0,3,92,500,59,5,0,0,1,0,6,2,3,671
198,"PRATHMIK VIDYALAY ASADPUR",597,499,0,1096,482,378,0,860,860,0,1,250,271,320,1,1,0,6,3,1,4,2,860
199,"PRATHMIK VIDYALAY HAZIPUR DUGDDA MAJRA KANDHLA",332,289,0,621,313,265,0,578,574,0,5,36,535,0,0,0,0,0,0,1,1,0,578
200,"PRATHMIK VIDYALAYA  ROOM NO- 1 GARHI SHYAM MAJRA GANGERU",849,585,0,1434,740,490,0,1230,1230,0,0,24,3,1199,2,0,0,1,1,0,0,0,1230
201,"UCHCHA PRATHMIK VIDYALAY  ROOM NO- 1  GANGERU",813,573,0,1386,578,377,0,955,955,0,10,139,789,6,2,2,2,0,0,2,0,3,955
202,"UCHCHA PRATHMIK VIDYALAY  ROOM NO- 2GANGERU",929,659,0,1588,646,464,0,1110,1110,0,4,74,1002,17,1,2,0,0,0,7,0,3,1110
203,"PRATHMIK VIDYALAY N0 2  ROOM NO- 1 GANGERU",633,482,0,1115,368,258,0,626,624,0,2,112,409,88,2,0,0,0,1,4,2,6,626
204,"PRATHMIK VIDYALAY N0 2  ROOM NO- 2 GANGERU",601,460,0,1061,527,381,0,908,904,0,2,20,11,873,2,0,0,0,0,0,0,0,908
205,"PRATHMIK VIDYALAY N0 2  ROOM NO- 3 GANGERU",586,475,0,1061,484,351,0,835,835,0,6,108,327,373,8,0,1,0,0,6,1,5,835
206,"PRATHMIK VIDYALAY  ROOM NO- 1 GANGERU",934,640,0,1574,698,499,0,1197,1197,0,11,15,400,743,8,1,3,2,3,3,1,7,1197
207,"PRATHMIK VIDYALAY  ROOM NO- 2 GANGERU",302,265,0,567,225,183,0,408,408,0,4,42,188,172,1,1,0,0,0,0,0,0,408
208,"PRATHMIK VIDYALAY  ROOM NO- 1 GARHI MIYAN MAJRA GANGERU",316,237,0,553,281,218,0,499,499,0,5,68,420,6,0,0,0,0,0,0,0,0,499
209,"ISLAMIYAN SCHOOL GARHI DAULAT  ROOM NO-1 GANGERU",855,642,0,1497,588,462,0,1050,1050,0,39,249,657,78,9,0,0,0,3,10,2,3,1050
210,"ISLAMIYAN SCHOOL GARHI DAULAT  ROOM NO-2 GANGERU",933,642,0,1575,742,504,0,1246,1126,0,47,133,984,61,6,1,0,0,3,8,1,2,1246
211,"ISLAMIYAN SCHOOL GARHI DAULAT  ROOM NO- 3 GANGERU",453,321,0,774,374,252,0,626,623,0,15,92,493,20,1,0,0,0,0,4,0,1,626
212,"PRATHMIK VIDYALAY AMBEHTA MAJRA GANGERU",404,383,0,787,341,318,0,659,659,0,1,45,607,1,0,0,0,0,0,3,1,1,659
213,"PRATHMIK VIDYALAY KHEDA KURTAN ROOM NO-1",583,444,0,1027,464,303,0,767,764,0,1,27,115,615,3,0,1,1,1,1,1,1,767
214,"PRATHMIK VIDYALAY KHEDA KURTAN ROOM NO-2",678,582,0,1260,533,510,0,1043,753,0,2,48,848,124,1,2,1,1,6,7,1,2,1043
215,"PRATHMIK VIDYALAY CHADHAV",531,373,0,904,439,314,0,753,753,0,1,81,28,637,0,1,0,0,1,1,0,3,753
216,"PRATHMIK VIDYALAY PURANA BHAWAN ISLAMPUR GHASAULI",731,524,0,1255,512,411,0,923,917,0,3,30,595,274,6,1,0,6,0,5,0,3,923
217,"PRATHMIK VIDYALAY NAYA BHAWAN ISLAMPUR GHASAULI",596,458,0,1054,358,288,0,646,646,0,30,154,26,422,8,1,1,1,1,0,1,1,646
218,"PRATHMIK  VIDYALAY ATTA MAJRA KANDHLA",245,206,0,451,183,167,0,350,350,0,0,3,0,342,2,0,0,1,1,0,1,0,350
219,"CHANDAN LAL NATIONAL INTER COLLEGE  ROOM NO-1 KANDHLA",610,552,0,1162,432,359,0,791,789,0,16,5,50,708,4,0,1,1,1,1,0,4,791
220,"CHANDAN LAL NATIONAL INTER COLLEGE  ROOM NO-3 KANDHLA",439,329,0,768,308,224,0,532,526,0,6,20,434,67,1,1,0,0,0,1,1,1,532
221,"CHANDAN LAL NATIONAL INTER COLLEGE  ROOM NO- 4 KANDHLA",459,375,0,834,286,225,0,511,407,0,8,6,374,115,4,0,0,0,1,1,0,2,511
222,"RAJKIYA MAHILA MAHAVIDYALAY NAVEEN BHAWAN  ROOM NO-1 KANDHLA",452,376,0,828,262,308,0,570,560,0,6,16,231,301,7,1,0,0,1,1,0,6,570
223,"RAJKIYA MAHILA MAHAVIDYALAY NAVEEN BHAWAN  ROOM NO-2 KANDHLA",691,526,0,1217,440,370,0,810,801,0,2,56,573,170,3,1,1,1,1,1,1,0,810
224,"RAJKIYA MAHILA MAHAVIDYALAY NAVEEN BHAWAN  ROOM NO-3 KANDHLA",678,572,0,1250,557,395,0,952,951,0,1,114,733,84,1,1,2,0,2,6,2,6,952
225,"SHRI 105 ANANTMATI KANYA JUNIOR HIGH SCHOOL  ROOM NO-2 KANDHLA",717,533,0,1250,397,317,0,714,713,0,11,78,485,131,3,0,0,2,0,2,0,2,714
226,"SHRI 105 ANANTMATI KANYA JUNIOR HIGH SCHOOL  ROOM NO-6  KANDHLA",478,350,0,828,322,196,0,518,517,0,2,22,468,20,1,0,0,0,0,3,0,2,518
227,"SHRI 105 ANANTMATI KANYA JUNIOR HIGH SCHOOL  ROOM NO-4 KANDHLA",611,494,0,1105,355,305,0,660,636,0,3,39,538,72,1,0,0,0,1,1,2,3,660
228,"SHRI 105 ANANTMATI KANYA JUNIOR HIGH SCHOOL  ROOM NO-5 KANDHLA",512,392,0,904,324,241,0,565,565,0,1,27,445,82,1,0,1,1,0,4,1,2,565
229,"RAJKIYA KANYA INTER COLLEGE NAVEEN BHAWAN  ROOM NO-4 KANDHLA",717,597,0,1314,377,287,0,664,664,0,2,45,559,53,4,0,0,0,0,1,0,0,664
230,"RAJKIYA KANYA INTER COLLEGE NAVEEN BHAWAN  ROOM NO-5 KANDHLA",530,383,0,913,292,203,0,495,489,0,2,9,469,11,1,0,0,0,1,2,0,0,495
231,"RAJKIYA KANYA INTER COLLEGE NAVEEN BHAWAN  ROOM NO-6 KANDHLA",724,525,0,1249,388,292,0,680,676,0,1,3,643,22,2,0,0,0,0,1,0,8,680
232,"RAJKIYA KANYA INTER COLLEGE NAVEEN BHAWAN  ROOM NO-7 KANDHLA",846,635,0,1481,541,433,0,974,968,0,5,35,776,151,2,0,0,0,1,2,0,2,974
233,"MAHATMA JYOTIBA FULE JUNIOR HIGH SCHOOL URVI BHAG KANDHLA",970,688,0,1658,586,455,0,1041,1041,0,2,10,689,330,2,0,0,0,2,3,1,2,1041
234,"MAHATMA JYOTIBA FULE JUNIOR HIGH SCHOOL PASCHIMI BHAG  KANDHLA",547,391,0,938,381,267,0,648,648,0,5,6,455,178,0,0,0,0,0,3,0,1,648
235,"MAHATMA JYOTIBA FULE JUNIOR HIGH SCHOOL UTTARI BHAG  KANDHLA",476,387,0,863,320,266,0,586,500,0,1,3,263,311,1,0,0,1,1,1,1,3,586
236,"JUNIOR BESIK VIDYALAY GANGERU ROAD KANDHLA",846,637,0,1483,732,469,0,1201,1201,0,3,25,1065,93,2,0,1,0,7,2,0,3,1201
237,"NAGAR PALIKA PARISHAD HALL KA UTTARI BHAG KA ROOM KANDHLA",472,358,0,830,303,217,0,520,520,0,1,6,420,90,0,0,0,0,1,2,0,0,520
238,"NAGAR PALIKA PARISHAD HALL KA DHKSHINI BHAG KANDHLA",528,417,0,945,315,172,0,487,278,0,2,37,325,109,3,0,0,1,1,5,1,3,487
239,"NAGAR PALIKA PARISHAD ROOM NO 2 KANDHLA",436,388,0,824,307,239,0,546,539,0,5,14,211,312,0,0,0,0,2,1,0,1,546
240,"NAGAR PALIKA PARISHAD ROOM NO 3 KANDHLA",379,310,0,689,197,165,0,362,357,0,0,15,160,183,0,0,0,0,1,0,1,2,362
241,"HINDU INTER COLLEGE ROOM NO 4 KANDHLA",655,519,0,1174,455,325,0,780,780,0,5,40,597,129,0,1,1,0,0,4,2,1,780
242,"HINDU INTER COLLEGE ROOM NO 2 KANDHLA",538,406,0,944,365,264,0,629,629,0,8,64,450,102,1,0,0,0,1,1,0,2,629
243,"HINDU INTER COLLEGE ROOM NO 6 KANDHLA",520,405,0,925,290,232,0,522,522,0,0,4,367,144,2,0,0,1,1,1,0,2,522
244,"HINDU INTER COLLEGE ROOM NO 5 KANDHLA",602,490,0,1092,386,277,0,663,663,0,0,9,625,24,1,1,0,0,2,0,0,1,663
245,"HINDU INTER COLLEGE ROOM NO 8 KANDHLA",625,474,0,1099,488,369,0,857,857,0,12,10,260,568,4,1,0,0,0,2,0,0,857
246,"DEEP CHAND PUBLIC SCHOOL ROOM NO 2 RAIJADGHAN KANDHLA",497,467,0,964,320,290,0,610,605,0,5,6,168,426,1,0,0,0,2,1,1,0,610
247,"RAJKIYA KANYA MAHAVIDYALAY NAHAR KE UPAR ROOM NO 1  KANDHLA",517,435,0,952,310,254,0,564,544,0,2,24,73,449,4,1,2,1,4,2,0,2,564
248,"RAJKIYA KANYA MAHAVIDYALAY NAHAR KE UPAR ROOM NO 9 KANDHLA",538,419,0,957,326,245,0,571,571,0,2,11,145,403,3,0,0,0,2,1,0,4,571
249,"RAJKIYA KANYA MAHAVIDYALAY NAHAR KE UPAR ROOM NO 2 KANDHLA",435,378,0,813,230,212,0,442,442,0,2,21,78,340,1,0,0,0,0,0,0,0,442
250,"RAJKIYA KANYA MAHAVIDYALAY NAHAR KE UPAR ROOM NO 3 KANDHLA",512,421,0,933,330,228,0,558,558,0,3,6,372,168,2,2,0,0,0,4,0,1,558
251,"PRAIMARI SCHOOL SALFA",588,452,1,1041,372,205,0,577,576,0,49,95,54,369,7,0,0,0,0,1,2,0,577
252,"PRIMARY SCHOOL NO 2 RNO 3 NALA",512,346,0,858,372,205,0,577,576,0,49,95,54,369,7,0,0,0,0,1,2,0,577
253,"PRATHMIK VIDYALAY NO.1 ROOM NO. 1 NALA",600,427,0,1027,351,302,0,653,653,0,49,1,21,580,2,0,0,0,0,0,0,0,653
254,"PRATHMIK VIDYALAY NO.1 ROOM NO. 2  NALA",519,376,0,895,367,233,0,600,600,0,34,17,181,358,1,0,1,0,2,4,0,2,600
255,"HIGHER SECENDRI SCHOOL ROOM N0. 3 NALA",724,528,0,1252,404,271,0,675,661,0,93,19,72,473,4,1,0,2,2,0,2,7,675
256,"HIGHER SECENDRI SCHOOL ROOM N0. 5 NALA",737,457,0,1194,445,272,0,717,717,0,82,3,17,612,1,0,0,1,0,0,0,1,717
257,"PRAIMARI SCHOOL BHANARA",734,548,0,1282,356,521,0,877,877,0,280,0,3,589,0,0,0,0,5,0,0,0,877
258,"HARIJANO KI PANCHAYTI CHOPAL BHANARA",569,402,0,971,312,219,0,531,530,0,15,118,98,292,4,1,1,1,1,0,0,0,531
259,"PANCHAYAT GHAR KANIYAN",580,450,0,1030,404,329,0,733,728,0,103,1,1,623,5,0,0,0,0,0,0,0,733
260,"PRATHMIK VIDYALAY NO.1 ROOM NO. 1 KANIYAN",469,373,0,842,218,260,0,478,478,0,9,24,153,282,2,0,1,1,2,2,0,2,478
261,"KANYA PURV MADHYAMIK VIDYALY ROOM N0.1 BHARSI",766,573,0,1339,522,348,0,870,869,0,387,3,7,452,11,0,1,1,2,1,1,4,870
262,"KANYA PURV MADHYAMIK VIDYALY ROOM N0.2 BHARSI",742,558,0,1300,535,413,0,948,946,0,233,2,62,632,8,1,1,0,1,3,1,4,948
263,"HARIJAN CHOPAL BHARSI",351,230,0,581,215,155,0,370,367,0,7,111,22,225,1,0,0,0,2,0,1,1,370
264,"PANCHAYAT GHAR PRAIMARI SCHOOL DANGROAD",667,490,0,1157,446,253,0,699,699,0,146,5,19,500,9,1,3,3,4,4,1,4,699
265,"KABEER PANTHI JULAHO KI CHOPAL DANGROAD",622,503,0,1125,369,262,0,631,631,0,304,34,30,248,5,3,0,0,1,2,1,3,631
266,"PURV MADHYAMIK VIDYALAY ROOM NA0 2 TAHARPUR BHABHISA",697,561,0,1258,526,357,0,883,879,0,164,1,24,689,0,0,0,1,0,1,3,0,883
267,"PURV MADHYAMIK VIDYALAY ROOM N0. 4 TAHARPUR BHABHISA",407,332,0,739,252,197,0,449,449,0,61,2,46,335,2,0,1,0,0,1,0,1,449
268,"PURV MADHYAMIK VIDYALAY ROOM N0. 3 TAHARPUR BHABHISA",384,288,0,672,268,177,0,445,445,0,121,1,25,294,2,1,0,0,0,0,0,1,445
269,"PRAIMARI SCHOOL 2 TAHARPUR BHABHISA",800,588,0,1388,586,386,0,972,968,0,179,6,29,733,11,3,1,2,1,4,0,3,972
270,"PRAIMARI SCHOOL ROOM N0. 2  TAHARPUR BHABHISA",641,482,0,1123,352,256,0,608,607,0,8,285,71,209,8,2,4,0,3,4,8,6,608
271,"UCCH PRATHMIK VIDYALAY ROOM N0.2 SUNNA",534,489,0,1023,494,416,0,910,910,0,59,4,11,828,7,1,0,0,0,0,0,0,910
272,"UCCH PRATHMIK VIDYALAY ROOM N0.2 SUNNA",624,566,0,1190,425,388,0,813,802,0,57,11,191,540,4,1,0,0,0,3,2,4,813
273,"UCCH PRATHMIK VIDYALAY ROOM N0.3 SUNNA",692,588,0,1280,532,425,0,957,918,0,31,5,681,232,4,0,1,0,1,1,0,1,957
274,"PRAIMARI SCHOOL ROOM N0.1 HURMAJPUR",492,346,0,838,323,232,0,555,554,0,59,19,2,470,5,0,0,0,0,0,0,0,555
275,"PRAIMARI SCHOOL ROOM N0. 2 HURMAJPUR",457,310,0,767,282,176,0,458,453,0,69,9,46,310,4,1,0,17,2,0,0,0,458
276,"PRAIMARI SCHOOL ROOM N0. 1 KHAWASPUR",528,433,0,961,383,260,0,643,643,0,76,3,6,545,5,0,0,0,4,0,1,3,643
277,"PRAIMARI SCHOOL ROOM N0. 2   KHAWASPUR",405,329,0,734,306,223,0,529,524,0,7,0,71,442,4,0,0,0,0,0,1,4,529
278,"HARIJANO KI CHOPAL KHAWASPUR",216,188,0,404,168,132,0,300,300,0,2,38,24,220,8,0,1,0,1,2,0,4,300
