"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK SINGH","2 - RAKESH PANDEY","3 - RAM MURTI VERMA","4 - HARI OM PANDEY","5 - GOPAL NISHAD","6 - JAHAR SINGH KASHYAP","7 - BALMUKUND DHURIYA","8 - BRIJESH KUMAR","9 - RAM BAHAL VERMA","10 - SREERAM","11 - SURENDRA KUMAR","12 - SURESH KUMAR BAUDDH","13 - TIGER RAMNIHOR PATEL","14 - VINOD KUMAR TIWARI","15 - None of the Above","Total Votes Secured"
165,"KISAN INTER COLLAGE BANKATA EAST",170,148,0,318,120,89,0,209,158,0,4,26,125,47,0,1,0,2,0,1,0,1,0,1,1,209
166,"KISAN INTER COLLAGE BANKATA WEST",537,489,0,1026,183,187,0,370,129,0,17,6,24,286,4,1,1,1,0,1,7,10,3,2,7,370
167,"PS DILIPPUR",296,263,0,559,183,187,0,370,129,0,17,6,24,286,4,1,1,1,0,1,7,10,3,2,7,370
168,"PS CHANDPUR MU. GHURITIKAR",240,207,0,447,143,120,0,263,216,0,3,59,100,93,2,0,0,0,0,0,1,2,0,0,3,263
169,"PS GHURITIKAR NORTH",561,510,0,1071,297,306,0,603,578,0,30,188,49,279,2,7,7,2,2,6,4,7,6,9,5,603
170,"PS GHURITIKAR EXTRA ROOM",280,259,0,539,160,150,0,310,189,0,11,117,76,88,1,0,1,0,1,1,0,2,1,6,5,310
171,"PS GHURITIKAR SOUTH",287,266,0,553,152,162,0,314,314,0,15,65,95,125,1,3,0,0,0,1,0,3,2,2,2,314
172,"PS KHEMIPUR NIDHIYAWA EAST",546,472,0,1018,308,278,0,586,264,0,16,17,193,318,4,3,3,0,0,3,2,9,12,2,4,586
173,"PS KHEMIPUR NIDHIYAWA WEST",543,469,0,1012,299,273,0,572,543,0,12,112,60,357,3,2,3,0,0,0,3,9,5,1,5,572
174,"PS KAKOLI NORTH",608,501,0,1109,371,327,0,698,696,0,10,38,151,461,3,2,1,3,0,7,1,10,4,2,5,698
175,"PS KAKOLI SOUTH",374,333,0,707,204,162,0,366,360,0,8,54,82,204,2,0,1,0,2,0,1,6,3,1,2,366
176,"PS BAHARPUR",504,421,0,925,300,251,0,551,551,0,20,128,85,282,1,2,0,3,0,24,0,2,2,1,1,551
177,"PS PURUSHOTTAMPUR",593,518,0,1111,345,344,0,689,14,0,19,168,94,387,3,1,0,1,1,1,1,4,8,0,1,689
178,"PS BALAPUR",359,349,0,708,223,241,0,464,464,0,18,114,52,238,2,0,1,1,0,4,4,13,2,7,8,464
179,"JANTA INTER COLLAGE JAISINGHMAU ROOM  NO.-1",435,394,0,829,260,239,0,499,425,0,32,106,46,285,5,3,0,0,2,1,2,4,9,1,3,499
180,"JANTA INTER COLLAGE JAISINGHMAU ROOM  NO.-2",446,393,0,839,257,262,0,519,519,0,26,135,40,292,3,0,0,1,1,1,0,4,3,6,7,519
181,"PS NASRATPUR",749,657,0,1406,442,411,0,853,11,0,46,166,266,334,4,2,0,5,1,8,1,5,4,2,9,853
182,"PS DARIYAPUR",680,576,0,1256,360,388,0,748,745,0,30,63,191,424,4,2,3,2,0,2,0,4,13,1,9,748
183,"PS DAUDAHA",470,442,0,912,298,294,0,592,452,0,21,76,50,427,6,0,0,1,1,1,0,3,3,1,2,592
184,"PS SARAISAGAR",222,180,0,402,134,132,0,266,260,0,6,104,97,50,1,0,0,1,0,3,0,2,0,1,1,266
185,"PS AGAGANJ ROOM NO. 1",378,332,0,710,219,227,0,446,425,0,12,148,83,172,3,0,1,2,0,6,4,5,4,3,3,446
186,"PS AGAGANJ ROOM NO. 2",710,584,0,1294,295,328,0,623,230,0,31,93,253,233,2,0,0,1,0,0,0,1,4,1,4,623
187,"PS BALLIKRIPAL PUR",550,512,0,1062,354,358,0,712,680,0,11,171,104,378,5,15,6,2,0,6,0,7,6,0,1,712
188,"PS TARUN NORTH",796,649,0,1445,518,418,0,936,920,0,49,181,107,566,9,1,1,1,1,3,1,2,8,4,2,936
189,"PS TARUN SOUTH",584,508,0,1092,329,314,0,643,613,0,28,135,73,364,6,2,0,3,0,2,3,8,4,7,8,643
190,"PS NARAYANPUR",623,510,0,1133,367,334,0,701,661,0,19,170,99,369,5,2,0,1,0,13,1,8,5,2,7,701
191,"PS KICHHUTI KISHUNDASPUR",481,419,0,900,295,251,0,546,535,0,8,176,108,227,5,3,1,1,0,1,1,3,4,4,4,546
192,"PS SONOURAGAUPUR EAST",554,497,0,1051,295,272,0,567,567,0,11,154,43,334,3,2,0,1,0,1,0,7,5,3,3,567
193,"PS SONOURAGAUPUR WEST",839,694,0,1533,475,427,0,902,850,0,14,235,143,467,11,1,1,0,0,4,2,9,5,7,3,902
194,"PS FATEHPUR KAMASIN EAST",732,607,0,1339,388,304,0,692,692,0,18,149,193,301,0,7,0,0,0,1,1,8,5,3,6,692
195,"PS FATEHPUR KAMASIN WEST",816,674,0,1490,459,445,0,904,904,0,30,237,188,380,2,5,4,3,3,12,6,6,13,4,11,904
196,"SARDAR BALLABH BHAI PATEL JHS KARNAIPUR MU0 PARAGARIBSHAH",254,231,0,485,174,169,0,343,341,0,4,70,33,219,2,1,0,2,1,0,1,1,1,3,5,343
197,"PS BIBIPUR PEDRA",74,73,0,147,43,53,0,96,1,0,1,37,0,55,0,0,0,0,0,0,0,1,1,0,1,96
198,"PS YADAVPUR",672,558,0,1230,346,337,0,683,683,0,20,176,149,284,6,5,0,13,1,5,1,6,8,7,2,683
199,"PS BHADARKHURD BUJURG NORTH",225,210,0,435,126,108,0,234,192,0,2,2,76,142,3,0,0,0,2,2,1,0,2,1,1,234
200,"PS BHADARKHURD BUJURG SOUTH",688,591,0,1279,426,377,0,803,735,0,28,157,174,384,4,1,1,6,2,4,3,14,5,9,11,803
201,"PS KELALALKHAN NORTH",400,381,0,781,229,212,0,441,441,0,11,153,3,258,0,1,2,1,3,0,0,3,1,3,2,441
202,"PS KELALALKHAN SOUTH",633,546,0,1179,328,371,0,699,354,0,19,239,111,297,2,2,2,1,3,0,1,5,6,5,6,699
203,"PS MAIHARKABEERPUR",384,323,0,707,249,211,0,460,459,0,10,160,48,213,3,1,1,0,0,1,4,4,8,4,3,460
204,"PS IMILIYA",775,664,0,1439,510,428,0,938,197,0,26,273,51,546,6,4,0,2,2,1,1,9,5,6,6,938
205,"GGIC SARAIMANODHAR ROOM NO. 1",439,387,0,826,213,237,0,450,450,0,15,93,48,274,1,2,0,1,0,0,0,3,6,3,4,450
206,"GGIC SARAIMANODHAR ROOM NO. 2",495,480,0,975,263,298,0,561,560,0,20,211,102,219,1,1,0,0,0,0,2,1,2,0,2,561
207,"PS SIHIPUR ROOM NO. 1",626,546,0,1172,324,304,0,628,342,0,37,241,62,257,3,1,1,0,4,8,3,3,2,3,3,628
208,"PS SIHIPUR ROOM NO. 2",815,678,0,1493,403,338,0,741,406,0,16,128,169,372,9,0,0,2,1,1,2,4,9,8,20,741
209,"PS BELA",767,689,0,1456,385,393,0,778,778,0,32,153,105,469,1,4,1,3,0,2,1,2,3,0,2,778
210,"PS BHOPADUHIYA NORTH",560,481,0,1041,330,320,0,650,222,0,29,102,177,300,3,1,2,3,2,10,2,5,6,2,6,650
211,"PS BHOPADUHIYA SOUTH",387,362,0,749,176,219,0,395,366,0,11,136,87,146,3,0,0,1,1,0,0,7,2,1,0,395
212,"PS RAKHAUNA",475,400,0,875,214,216,0,430,430,0,8,35,138,219,3,1,0,5,1,1,1,9,4,1,4,430
213,"PS NAGAIPUR (UMARNI)",295,268,0,563,199,185,0,384,384,0,25,175,35,130,0,1,2,0,1,1,1,5,3,1,4,384
214,"PS KUWANDAND EAST",495,422,0,917,300,267,0,567,567,0,22,118,45,336,3,8,0,3,0,14,1,8,2,0,7,567
215,"PS KUNWADAND WEST",166,133,0,299,69,57,0,126,126,0,1,29,29,61,0,0,0,2,0,0,0,0,2,1,1,126
216,"PS KARAUNDI",457,409,0,866,249,255,0,504,100,0,42,129,64,239,6,1,3,0,0,6,0,1,3,2,8,504
217,"PS MALAWAN ROOM NO. 1",503,429,0,932,262,254,0,516,516,0,17,148,61,261,2,3,0,0,0,2,1,7,8,5,1,516
218,"PS MALAWAN ROOM NO. 2",523,434,0,957,313,291,0,604,567,0,8,263,23,271,4,3,2,1,1,0,2,6,4,10,6,604
219,"PS KARNAIPUR MU. BHITI",467,378,0,845,274,242,0,516,516,0,12,71,152,252,1,1,0,5,0,3,3,6,6,1,3,516
220,"PS DOSTGRAMPUR",555,480,0,1035,317,313,0,630,478,0,23,166,256,161,1,1,2,0,1,1,0,7,7,2,2,630
221,"PS NIYAJPUR",584,566,0,1150,324,393,0,717,717,0,20,194,199,257,2,6,0,3,1,0,5,8,8,3,11,717
222,"PS ODIRATNATHPUR",557,547,0,1104,337,356,0,693,443,0,11,156,115,380,8,2,1,3,3,1,1,5,2,3,2,693
223,"PS HUSAINPUR",638,534,0,1172,361,335,0,696,696,0,19,97,152,376,3,3,2,1,0,4,4,9,4,8,14,696
224,"PS DHAURAHRAKUTI",501,429,0,930,287,276,0,563,520,0,20,193,64,265,2,2,0,0,0,1,0,4,4,3,5,563
225,"JHS MUGISHPUR",417,349,0,766,231,193,0,424,415,0,22,26,199,166,0,1,0,0,0,0,1,4,3,0,2,424
226,"PS GOPALPUR (BHAISAULI)",346,319,0,665,210,218,0,428,428,0,3,142,76,190,0,2,0,0,0,2,2,1,3,3,4,428
227,"PS PALIACHALPUR EAST",512,437,0,949,340,227,0,567,8,0,13,138,113,237,1,1,2,0,2,50,3,2,4,0,1,567
228,"PS PALIACHALPUR WEST",721,608,0,1329,341,328,0,669,652,0,10,104,151,356,5,5,2,2,0,25,0,4,2,1,2,669
229,"SADHNA LMV CHITAWAN ROOM NO. 1",559,452,0,1011,281,278,0,559,551,0,11,153,59,299,2,1,1,4,1,6,3,4,5,4,6,559
230,"SADHNA LMV CHITAWAN ROOM NO. 2",703,581,0,1284,379,300,0,679,645,0,18,169,78,389,1,1,1,3,1,2,1,2,5,4,4,679
231,"PS BAREHTA EAST",474,428,0,902,268,270,0,538,537,0,10,79,121,281,5,1,2,0,1,3,4,8,12,5,6,538
232,"PS BAREHTA WEST",497,419,0,916,287,236,0,523,523,0,12,66,114,310,3,1,1,1,0,1,1,7,2,1,3,523
233,"PS RAJAURA MU. TIKRI",443,412,0,855,240,243,0,483,483,0,7,77,124,260,0,1,0,1,0,0,2,2,6,0,3,483
234,"PS BEDAPUR",517,444,0,961,278,273,0,551,480,0,14,142,59,279,4,2,0,4,2,22,4,8,6,4,1,551
235,"PS PICHHAURA",505,481,0,986,277,256,0,533,31,0,13,133,77,281,1,1,1,1,2,3,1,4,3,5,7,533
236,"PS TIKRI NORTH",524,471,0,995,276,287,0,563,563,0,36,151,36,316,4,1,0,1,1,1,2,3,3,1,7,563
237,"PS TIKRI SOUTH",151,133,0,284,83,70,0,153,153,0,5,9,4,134,0,0,0,0,0,1,0,0,0,0,0,153
238,"PS TARAPUR",460,401,0,861,296,280,0,576,567,0,15,102,191,226,4,0,0,0,0,6,1,3,14,5,9,576
239,"PS GURAULI",321,271,0,592,190,177,0,367,360,0,23,28,52,241,2,1,0,2,1,2,2,3,7,0,3,367
240,"PS BIRAMPUR KAKARAHA SOUTH",369,328,0,697,208,192,0,400,372,0,37,34,67,246,2,1,0,1,0,0,2,2,4,1,3,400
241,"JHS KUMHIYA NORTH",573,516,0,1089,340,316,0,656,648,0,34,290,59,231,2,0,1,3,0,4,1,7,7,10,7,656
242,"JHS KUMHIYA SOUTH",504,453,0,957,284,266,0,550,546,0,21,117,50,317,3,4,12,2,0,5,2,4,5,4,4,550
243,"PS BHOYA EXTRA ROOM",499,447,0,946,263,262,0,525,500,0,29,99,189,184,3,1,0,4,1,0,1,4,1,3,6,525
244,"PS AMAUNI",358,313,0,671,238,207,0,445,400,0,47,211,38,133,2,1,0,3,0,1,1,2,1,2,3,445
245,"PS MAHRAJIPUR",467,359,0,826,256,197,0,453,352,0,93,147,20,175,2,0,0,0,0,0,1,2,2,6,5,453
246,"JAI KISAN INTER COLLEGE ARWAT",583,574,0,1157,320,282,0,602,585,0,18,179,131,249,1,1,0,8,0,2,1,1,4,5,2,602
247,"PS JAGDISHPUR",529,474,0,1003,311,251,0,562,559,0,20,74,154,298,1,1,0,1,0,1,1,5,1,0,5,562
248,"PS MALKHANPUR",493,458,0,951,278,266,0,544,536,0,46,115,54,288,2,1,0,1,1,8,5,6,4,3,10,544
249,"PS MEDNIPUR",391,394,0,785,274,228,0,502,502,0,33,163,33,239,1,1,0,6,3,10,2,3,3,2,3,502
250,"PS HAIDERPUR",330,295,0,625,175,158,0,333,333,0,24,41,77,173,3,0,0,1,0,4,0,3,5,2,0,333
251,"PS KALYANPUR BRAULI NORTH",314,290,0,604,173,166,0,339,339,0,32,153,58,81,0,3,0,0,0,0,0,3,1,4,4,339
252,"PS KALYANPUR BARAULI SOUTH",436,342,0,778,230,213,0,443,443,0,46,62,99,222,1,0,0,3,0,1,0,3,3,1,2,443
253,"PS RAUVA LOHANGPUR",715,689,0,1404,343,375,0,718,717,0,122,180,90,311,2,0,0,2,0,0,0,6,2,0,3,718
254,"JHS PAMPARPUR",478,410,0,888,253,233,0,486,485,0,17,154,95,201,0,1,1,0,0,0,2,5,3,3,4,486
255,"JHS BIKAPUR",445,380,2,827,252,230,0,482,309,0,25,128,29,266,6,0,2,0,0,5,0,7,5,4,5,482
256,"PS BENWAN",587,557,0,1144,299,323,0,622,622,0,61,170,91,256,3,0,1,1,1,7,1,11,5,7,7,622
257,"PS RAMPUR BUJURG",260,234,0,494,136,158,0,294,278,0,4,41,75,146,4,2,0,0,1,2,3,6,3,6,1,294
258,"BABA DOODHNATH L.M.V. NEVKABIR PUR",625,575,0,1200,374,392,0,766,766,0,41,191,181,334,2,2,1,0,1,0,0,5,5,1,2,766
259,"PS PARSAULI MAJRE ALNABHARI EAST",510,429,0,939,345,212,0,557,555,0,12,147,135,247,1,2,0,2,0,1,1,2,4,3,0,557
260,"PS PARSAULI MAJRE ALNABHARI WEST",417,367,0,784,265,201,0,466,466,0,19,156,91,184,3,2,0,1,0,0,1,2,3,3,1,466
261,"PS MUJBHARIYA (KESHAVPUR)",418,373,0,791,271,267,0,538,538,0,43,151,89,248,0,1,0,0,0,0,0,0,2,0,4,538
262,"PS BERASPUR",599,538,0,1137,363,323,0,686,660,0,34,192,43,393,3,3,2,0,0,0,1,4,3,5,3,686
263,"PS DURGAPUR RAMPURVA",448,427,0,875,277,265,0,542,538,0,10,204,7,301,2,1,0,0,1,0,1,5,3,6,1,542
264,"PS SARANGPUR",430,412,0,842,245,258,0,503,371,0,24,170,89,205,4,0,0,2,0,2,1,2,0,2,2,503
265,"PS TARGAUHAN",322,288,0,610,207,206,0,413,323,0,15,184,61,137,0,2,1,0,4,0,2,1,1,3,2,413
266,"PS CHHATARA",600,500,0,1100,307,272,0,579,325,0,53,73,213,217,2,2,1,1,3,0,3,4,4,2,1,579
267,"PS BARAIPARA",492,455,0,947,272,288,0,560,560,0,21,263,18,239,0,0,1,0,1,7,1,1,3,4,1,560
268,"PS DAMODERPUR",191,150,0,341,120,96,0,216,168,0,15,47,4,144,1,1,0,0,0,1,0,1,0,0,2,216
269,"PS KAJIPUR",349,295,0,644,210,167,0,377,377,0,9,13,130,184,3,3,0,1,0,24,0,2,1,3,4,377
270,"PS KAJIPUR",512,410,0,922,312,252,0,564,531,0,43,153,162,156,3,0,1,0,2,28,2,3,5,4,2,564
271,"PS NAKATWARA",416,338,0,754,215,214,0,429,7,0,22,122,68,201,1,0,0,2,0,0,2,6,4,0,1,429
272,"PS RAMPUR PUWARI UPRHAR FIRST",661,552,0,1213,470,356,0,826,825,0,16,94,483,216,3,0,0,4,1,0,0,0,5,1,3,826
273,"PS RAMPUR PUWARI MANJHA SECOND",390,324,0,714,243,218,0,461,460,0,28,119,44,233,2,0,0,4,0,7,2,3,6,3,10,461
274,"PS KAJIPUR MANJHA EAST",483,365,0,848,228,218,0,446,417,0,18,65,47,294,5,2,0,2,2,1,1,6,1,1,1,446
275,"PS ISHASARAI",429,310,0,739,225,184,0,409,407,0,50,129,104,91,3,2,0,0,2,1,1,1,6,6,13,409
276,"JHS DALPATPUR EAST",543,425,0,968,294,271,0,565,565,0,20,207,208,101,1,0,0,0,1,1,2,5,6,2,11,565
277,"JHS DALPATPUR MIDDLE",477,387,1,865,261,200,0,461,461,0,32,15,35,365,2,0,0,0,0,0,1,5,2,1,3,461
278,"JHS DALPATPUR WEST",570,470,0,1040,298,250,0,548,547,0,21,101,84,303,4,0,2,1,3,2,3,5,9,5,5,548
279,"KANYA PS DALPATPUR",494,469,0,963,223,192,0,415,414,0,15,109,79,203,2,0,1,0,1,0,0,0,1,1,3,415
280,"ADARSH PS AALAPUR EAST",318,254,0,572,198,165,0,363,361,0,7,126,92,108,3,2,1,0,0,1,3,11,1,2,6,363
281,"ADARSH PS AALAPUR WEST",492,442,0,934,302,262,0,564,483,0,50,103,121,274,0,0,0,2,1,2,0,4,2,0,5,564
282,"PS RAGHUNATHPUR",656,552,0,1208,333,272,0,605,605,0,22,257,83,215,1,1,1,0,0,3,2,2,4,5,9,605
283,"JHS JARAHI KHCHHA SANKHYA ROOM NO. 1",709,622,0,1331,427,392,0,819,560,0,145,223,166,246,0,2,0,3,2,21,1,2,2,4,2,819
284,"UPS JARAHI KHCHHA SANKHYA ROOM NO. 2",322,278,0,600,177,148,0,325,325,0,25,13,168,86,3,0,0,1,1,17,0,2,4,3,2,325
285,"PS JARAHI",299,270,0,569,153,157,0,310,290,0,7,98,42,152,0,0,0,1,0,0,0,1,3,3,3,310
286,"PS DEVASURYABHAN PUR",618,552,0,1170,290,317,0,607,517,0,18,207,16,352,1,1,0,0,0,1,0,3,1,5,2,607
287,"PS BABUAPUR",595,499,0,1094,397,344,0,741,741,0,22,237,73,372,3,0,0,0,1,0,6,7,7,6,7,741
288,"PS JAJVAT",354,323,0,677,203,192,0,395,331,0,15,118,101,146,4,0,0,0,1,1,0,3,1,3,2,395
289,"PS MAYA BHIKHI NORTH",624,560,0,1184,398,364,0,762,759,0,50,212,129,348,0,2,3,0,0,1,2,3,2,3,7,762
290,"PS MAYA BHIKHI SOUTH",532,432,0,964,311,250,0,561,413,0,31,203,68,240,3,2,0,2,0,0,0,4,1,4,3,561
291,"PS RATANPUR",321,302,0,623,207,195,0,402,395,0,128,94,65,97,3,0,1,1,1,1,3,1,2,1,4,402
292,"PS KANAKPUR NORTH",604,505,0,1109,350,343,0,693,693,0,291,174,16,180,2,0,0,1,4,2,0,5,4,0,14,693
293,"PS KANAKPUR SOUTH",449,354,1,804,252,214,0,466,406,0,150,36,53,222,0,0,0,1,0,1,0,2,1,0,0,466
294,"PS SILAUNI",674,596,0,1270,369,335,0,704,587,0,44,186,96,352,2,1,0,2,0,0,2,4,3,6,6,704
295,"PS SRAISAGAR",784,641,0,1425,434,399,0,833,832,0,26,321,53,389,3,3,2,2,1,2,1,5,3,4,18,833
296,"PS RAMPUR MAYA",599,551,0,1150,335,290,0,625,413,0,29,194,36,336,0,2,2,3,0,3,2,6,7,3,2,625
297,"PS JAGDISHPUR TANDUALI",381,334,0,715,196,190,0,386,386,0,9,99,8,249,6,1,1,0,0,0,1,2,4,4,2,386
298,"PS MOHAMMADPUR KASBA",671,536,0,1207,348,301,0,649,325,0,15,163,207,235,6,2,0,2,1,0,1,4,3,3,7,649
299,"PS DILASIGANJ UTTARI",767,639,0,1406,436,343,0,779,504,0,11,82,242,411,5,0,1,0,0,0,5,7,4,4,7,779
300,"PS DILASIGANJ DAKCHHRI",568,453,1,1022,282,253,0,535,535,0,13,241,156,103,2,3,1,1,0,0,0,6,1,5,3,535
301,"PS KAUDILLA",306,267,0,573,158,173,0,331,328,0,5,227,51,41,1,0,0,0,0,0,0,4,0,0,2,331
302,"PS BAIHARI",525,465,0,990,321,279,0,600,600,0,18,180,93,289,6,1,0,2,1,0,1,2,4,1,2,600
303,"PS ALHADIPUR",685,658,0,1343,384,370,0,754,742,0,36,215,245,220,2,1,2,3,0,0,2,9,4,6,9,754
304,"PS SONAURA",243,206,0,449,153,147,0,300,300,0,9,115,103,58,0,0,0,3,0,4,0,3,0,3,2,300
305,"JHS DEVRA DAUDPUR",803,725,0,1528,400,453,0,853,853,0,28,175,334,273,3,2,1,10,2,1,2,7,6,4,5,853
306,"PS SAMANTHA NORTH",583,501,0,1084,345,297,0,642,636,0,13,180,258,167,2,0,1,2,0,1,0,6,6,2,4,642
307,"PS SAMANTHA SOUTH",264,239,0,503,147,156,0,303,206,0,4,82,194,16,0,0,0,0,0,0,0,2,1,2,2,303
308,"PS TANDUALI NORTH",477,414,0,891,263,249,0,512,509,0,20,158,84,229,1,1,0,1,0,1,0,4,5,4,4,512
309,"PS TANDUALI SOUTH",519,398,0,917,275,222,0,497,497,0,26,199,28,227,0,0,0,2,1,0,0,6,3,0,5,497
310,"PS RAJPALIYA",736,703,0,1439,415,464,0,879,687,0,17,206,205,397,7,2,0,3,0,8,0,8,8,8,10,879
311,"PS GANGAPUR GRANT",858,660,0,1518,460,456,0,916,916,0,42,136,346,343,3,2,0,1,1,6,1,5,15,9,6,916
312,"PS KAJIPUR GADAR",886,726,0,1612,513,464,0,977,856,0,52,92,163,600,7,3,5,5,1,2,6,14,11,7,9,977
313,"PS PAKRAILA",721,665,0,1386,345,417,0,762,762,0,38,219,269,198,2,1,1,1,0,0,1,8,2,11,11,762
314,"PS RAMNAGAR MISHRAULI",580,496,0,1076,366,316,0,682,665,0,26,142,93,393,6,0,0,1,0,2,2,5,4,6,2,682
315,"PS RASOOLPUR FIRST",353,311,0,664,217,200,0,417,417,0,6,121,89,179,3,0,0,1,2,0,1,3,6,4,2,417
316,"PS RAJAPUR",505,457,0,962,287,274,0,561,561,0,39,107,190,199,2,0,2,3,2,2,1,2,5,4,3,561
317,"SUBHASH INTER COLLEGE SARAIYA WEST",804,715,0,1519,441,400,0,841,841,0,25,177,120,472,3,1,1,6,1,2,3,1,10,12,7,841
318,"SUBHASH INTER COLLEGE SARAIYA EAST",864,724,0,1588,430,383,0,813,795,0,16,286,103,367,0,0,1,4,2,1,1,6,7,9,10,813
319,"PS MANAPARA WEST",797,666,0,1463,448,372,0,820,30,0,46,104,288,334,0,4,2,3,0,4,3,7,6,9,10,820
320,"PS MAINPUR",322,272,0,594,170,165,0,335,61,0,5,76,14,235,1,2,0,0,0,0,1,0,1,0,0,335
321,"UPS GOKULPUR",783,662,0,1445,371,369,0,740,732,0,13,93,191,395,7,2,1,1,1,3,4,8,14,1,6,740
322,"PS PAUSARA UTTARI",782,616,0,1398,385,305,0,690,535,0,27,135,116,365,7,5,1,2,2,2,3,5,7,5,8,690
323,"PS PAUSARA DAKCHHRI",765,661,0,1426,390,346,0,736,730,0,31,224,98,354,2,4,0,0,2,0,1,4,6,3,7,736
324,"PS KADIPUR",371,318,0,689,226,204,0,430,420,0,17,115,55,208,4,5,0,1,1,1,2,4,9,2,6,430
325,"PS HARDI",629,540,0,1169,351,300,0,651,651,0,13,148,94,360,3,1,2,2,2,5,4,2,7,3,5,651
326,"PS LALPUR EAST",732,604,0,1336,449,300,0,749,749,0,15,129,348,224,2,1,2,1,1,1,2,7,10,3,3,749
327,"PS LALPUR WEST",607,534,1,1142,355,313,0,668,660,0,13,279,78,275,1,2,3,1,1,2,1,0,3,3,6,668
328,"PS LALPUR EXTRA ROOM",462,366,0,828,264,216,0,480,480,0,7,180,129,147,0,0,0,2,0,1,1,5,3,0,5,480
329,"PS UNIYAR",606,529,0,1135,316,322,0,638,631,0,6,174,209,232,1,2,0,1,0,0,1,6,2,2,2,638
330,"PS MAHBOOBGANJ",707,586,0,1293,427,351,0,778,767,0,14,183,175,375,0,1,0,2,2,1,8,5,3,4,5,778
331,"PS SHERVAGHAT east",503,400,0,903,314,239,0,553,528,0,12,98,110,312,4,1,0,0,0,6,1,2,3,3,1,553
332,"PS SHERVAGHAT WEST",528,457,0,985,283,265,0,548,548,0,20,139,56,307,3,1,2,0,0,0,2,5,3,4,6,548
333,"PS ISHAPUR",406,353,0,759,228,230,0,458,458,0,9,106,24,300,1,1,0,0,1,0,1,4,5,2,4,458
334,"PS DEVAPUR NORTH",446,341,0,787,234,206,0,440,440,0,10,194,25,195,1,2,1,1,0,3,0,0,2,4,2,440
335,"PS DEVAPUR SOUTH",440,386,0,826,320,275,0,595,545,0,7,110,13,458,1,0,0,0,0,0,0,1,2,0,3,595
336,"UPS RUHIYAWAN EAST",816,654,0,1470,426,398,0,824,489,0,19,151,395,229,2,2,1,1,0,6,2,8,3,4,1,824
337,"UPS RUHIYAWAN WEST",725,637,0,1362,390,408,0,798,778,0,35,223,248,235,5,23,2,1,0,0,2,10,6,3,5,798
338,"PS SARAIYA REVARI",230,207,0,437,140,141,0,281,281,0,5,62,101,97,2,3,0,1,0,0,1,4,4,0,1,281
339,"PS BHITAURA NORTH",578,488,0,1066,315,275,0,590,590,0,17,95,284,176,1,1,1,0,3,1,1,2,4,1,3,590
340,"PS BHITAURA SOUTH",572,518,0,1090,419,318,0,737,535,0,22,264,48,365,3,2,0,3,2,7,2,8,6,4,1,737
341,"PS REVRI",854,718,0,1572,501,465,0,966,966,0,15,343,29,544,2,1,2,1,0,1,2,8,5,7,6,966
342,"JANSEVA ASHRAM UMV BANDANPUR NORTH",543,460,0,1003,285,267,0,552,552,0,20,148,121,234,4,2,0,3,1,3,1,5,3,1,6,552
343,"JANSEVA ASHRAM UMV BANDANPUR SOUTH",540,473,0,1013,292,289,0,581,465,0,10,232,59,260,2,2,2,0,1,0,0,4,6,2,1,581
344,"PS GAUHANIYA NORTH",786,687,0,1473,388,354,0,742,732,0,20,238,120,327,2,1,1,2,3,3,2,9,8,2,4,742
345,"PS GAUHANIYA south",723,585,0,1308,373,327,0,700,541,0,21,221,228,205,3,1,1,2,0,1,0,2,2,3,10,700
346,"PS SAMADA EAST",733,630,1,1364,320,337,0,657,651,0,28,233,239,121,3,0,1,4,0,2,0,1,3,5,17,657
347,"PS SAMADA EXTRA ROOM",232,183,0,415,132,115,0,247,245,0,4,120,39,72,2,0,0,0,0,0,1,1,3,3,2,247
348,"PS SAMADA WEST",713,578,1,1292,314,281,0,595,595,0,13,161,112,271,5,3,2,1,1,3,2,7,2,5,7,595
349,"A.N.D. INTER COLLEGE GOSHAIGANJ",601,443,0,1044,336,239,0,575,573,0,28,81,33,415,0,1,1,2,2,1,0,5,0,4,2,575
350,"GGIC GOSHAIGANJ WEST",836,705,0,1541,511,358,0,869,824,0,23,148,219,434,5,2,1,1,2,6,1,11,3,9,4,869
351,"GGIC GOSHAIGANJ EAST MIDDLE",653,571,0,1224,394,368,0,762,762,0,15,342,37,321,4,3,5,1,0,1,5,7,4,5,12,762
352,"GGIC GOSHAIGANJ EAST",424,383,0,807,237,218,0,455,446,0,9,83,181,160,1,0,0,1,1,1,2,2,3,2,9,455
353,"GGIC GOSHAIGANJ SOUTHERN EAST",620,509,0,1129,292,258,0,550,550,0,22,106,105,290,4,1,0,0,0,2,1,3,6,3,7,550
354,"GGIC GOSHAIGANJ SOUTHERN NORTH",444,343,0,787,280,210,0,490,489,0,8,97,183,183,3,1,0,1,1,0,1,0,7,2,3,490
355,"PS GOSHAIGANJ EAST",1097,394,0,1491,689,207,0,896,880,0,55,29,140,659,1,0,1,2,0,1,0,1,1,0,6,896
356,"PS GOSHAIGANJ NORTH",385,719,0,1104,251,390,0,641,635,0,46,19,101,453,2,0,2,2,0,1,0,6,4,0,5,641
