"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLESH PASWAN","2 - GORAKH PRASAD PASWAN","3 - SADAL PRASAD","4 - SANJAI KUMAR","5 - ARJUN PRASAD RAW","6 - CHANDRIKA PRASAD BHARATI","7 - RAMNARESH","8 - RAMNIVAS  PASWAN","9 - RAMPRIT JAKHMEE","10 - LALCHAND PRASAD JATAV","11 - KUNJAWATI","12 - SHEO SHANKAR","13 - None of the Above","Total Votes Secured"
185,"P.P BASULI BUJURG",233,185,0,418,136,125,0,261,1,0,159,23,68,3,0,0,1,1,0,1,0,0,5,261
186,"P.P BHETKHORI",426,333,1,760,165,197,0,362,1,0,83,52,177,25,2,1,2,5,1,3,3,4,4,362
187,"P..P DADWA MANOHAR",259,207,0,466,147,143,0,290,280,0,45,54,181,3,0,0,1,3,1,1,1,0,0,290
188,"P.P BASAULI KHURD",484,373,0,857,195,195,0,390,1,0,34,85,259,5,1,0,0,1,1,0,3,0,1,390
189,"J.H.S. PHOOLHAR BUJURG",374,306,1,681,135,133,0,268,251,0,87,32,107,24,1,1,1,0,1,1,1,2,10,268
190,"P.B.V 42 PATTI",634,533,0,1167,411,375,0,786,1,0,684,34,14,35,0,1,1,0,1,7,0,4,5,786
191,"P.P. CHAUKHDI BANSGAON P.",633,529,0,1162,271,213,0,484,1,0,179,45,208,22,2,0,4,1,10,2,4,3,4,484
192,"P.P CHAUKHDI BANSGAON",577,445,0,1022,230,151,0,381,10,0,289,63,5,17,0,0,0,1,0,3,0,2,1,381
193,"P.P CHAUKHDI BANSGAON",174,151,0,325,68,61,0,129,1,0,92,21,6,4,0,0,0,1,0,1,0,0,4,129
194,"P.P CHAUKHDI BANSGAON",590,456,0,1046,238,195,0,433,18,0,307,84,19,15,1,1,1,2,0,0,0,0,3,433
195,"P.P CHAUKHDI BANSGAON",187,149,0,336,71,60,0,131,65,0,120,7,1,1,0,0,0,1,0,1,0,0,0,131
196,"P.P KALURA",638,483,0,1121,289,281,0,570,33,0,272,40,175,49,3,3,5,4,1,5,2,5,6,570
197,"P.B.V TIGHARA RUDRMAN",367,262,0,629,147,171,0,318,35,0,164,21,101,16,1,0,1,1,1,7,2,0,3,318
198,"P.P BHITI TIWARI",363,297,0,660,180,142,0,322,4,0,169,11,98,37,1,0,0,1,1,0,0,0,4,322
199,"P.P KOTIYA MAN SINGH",623,552,0,1175,253,314,0,567,35,0,228,24,133,139,3,0,3,3,1,8,3,2,20,567
200,"P.P GUAR P.",278,218,0,496,96,117,0,213,33,0,82,16,100,5,0,0,0,0,5,1,0,1,3,213
201,"P.P GUAR PURAB",606,485,0,1091,294,321,0,615,611,0,68,10,468,27,1,1,5,0,22,3,0,3,7,615
202,"P.P KANAPAR",150,127,0,277,65,63,0,128,20,0,18,78,26,2,0,0,0,0,0,1,1,0,2,128
203,"P.P KANAPAR",338,285,0,623,160,165,0,325,26,0,87,76,136,9,2,2,1,4,0,3,1,2,2,325
204,"P.P MAU BUJURG",338,266,0,604,151,132,0,283,174,0,90,79,82,11,0,0,2,0,0,2,5,2,10,283
205,"P.P MAU BUJURG",296,233,0,529,121,123,0,244,244,0,74,74,88,2,0,0,0,0,0,1,0,3,2,244
206,"P.P MAHATHA",203,177,0,380,130,118,0,248,51,0,134,23,86,1,0,0,0,0,1,1,1,0,1,248
207,"K.P.P NASIRPU",292,278,0,570,112,140,0,252,1,0,107,21,100,12,1,0,0,2,0,4,2,1,2,252
208,"P.P BHAISHARANI",689,500,0,1189,276,187,0,463,167,0,109,186,136,10,0,2,1,4,1,1,3,3,7,463
209,"P.P BHAISHARANI P.",714,516,1,1231,283,277,0,560,35,0,130,117,258,28,3,1,2,2,1,1,1,3,13,560
210,"P.P TIGHARA PATVARI",627,519,0,1146,266,398,0,664,3,0,149,102,367,11,4,1,0,2,2,2,7,4,13,664
211,"P.P HARIGANA",220,169,0,389,115,105,0,220,4,0,15,72,118,6,1,1,1,0,1,2,0,0,3,220
212,"I.K.G PALI KHAS",684,577,0,1261,360,299,0,659,1,0,319,11,275,15,1,2,1,1,17,4,2,2,9,659
213,"I.K.G PALI KHAS",609,445,0,1054,229,197,0,426,13,0,160,6,224,22,0,1,2,5,1,0,1,0,4,426
214,"I.K.G PALI KHAS",320,288,0,608,132,134,0,266,251,0,138,1,95,20,0,1,0,5,0,1,2,0,3,266
215,"P.P KANAICHA",925,724,0,1649,437,418,0,855,45,0,346,7,442,29,2,1,9,3,1,7,2,1,5,855
216,"P.P PIPARPATI",276,216,0,492,113,123,0,236,7,0,51,77,91,7,0,0,1,1,3,0,1,1,3,236
217,"P.P MAHILWAR",604,507,0,1111,227,255,0,482,3,0,259,48,129,30,1,0,0,2,2,5,0,2,4,482
218,"P.P MAHILWAR",553,442,0,995,222,205,0,427,427,0,107,132,110,55,2,1,0,2,2,1,5,1,9,427
219,"P.P KOPAVA",557,434,0,991,230,201,0,431,10,0,266,34,69,45,3,1,0,2,2,6,2,0,1,431
220,"P.P DEDUIKAMALCHAK",739,568,0,1307,340,342,0,682,1,0,254,77,252,47,3,4,3,2,4,9,4,2,21,682
221,"P.P SISWA URF SIUWA",580,402,0,982,228,218,0,446,446,0,250,12,152,7,1,0,1,1,3,5,4,3,7,446
222,"P.P BHITE",479,395,0,874,192,188,0,380,1,0,137,47,161,12,2,2,1,0,1,4,3,1,9,380
223,"P.P KANDHALA",667,505,0,1172,267,221,0,488,1,0,234,67,146,19,1,1,1,3,1,6,0,1,8,488
224,"P.P SAKHARUA",418,325,0,743,220,212,0,432,1,0,289,23,81,18,1,1,0,1,2,6,3,1,6,432
225,"P.P PATHRITHA",653,491,0,1144,310,291,0,601,1,0,259,52,220,31,3,1,4,1,1,13,5,2,9,601
226,"P.P HARIJANPUR",464,382,0,846,224,250,0,474,7,0,103,107,224,10,0,0,2,1,2,4,4,6,11,474
227,"P.M.V GOHALIYA",223,171,0,394,77,81,0,158,105,0,124,1,14,16,0,0,0,0,0,1,0,0,2,158
228,"P. BHAWN BARPARVA",297,232,0,529,160,158,0,318,2,0,104,21,132,35,3,1,0,2,5,1,3,3,8,318
229,"P.P BHAGTA",292,239,0,531,130,162,0,292,6,0,91,41,138,9,0,2,2,0,3,2,0,0,4,292
230,"P.P.JANGALSARYA BELVRIYA",708,540,0,1248,325,300,0,625,1,0,189,94,193,13,0,2,6,2,84,12,6,6,18,625
231,"P.P BADHA BUJURG",416,359,0,775,204,205,0,409,20,0,245,19,112,18,0,0,1,2,0,5,0,1,6,409
232,"P.P DHAUSA",810,616,0,1426,359,312,0,671,1,0,293,142,167,27,0,0,5,8,3,4,4,8,10,671
233,"S.P BHAWANPOKHAR",632,497,0,1129,347,295,0,642,1,0,329,71,187,29,2,0,5,4,0,4,2,3,6,642
234,"P.P MAHUJA P.",439,402,0,841,225,223,0,448,1,0,313,33,60,26,0,0,13,0,0,0,2,1,0,448
235,"P.P MAHUJA P.",256,207,0,463,133,132,0,265,263,0,27,9,219,7,0,0,2,0,0,0,0,0,1,265
236,"I.K.G PAKADI DUBEY",415,342,0,757,226,202,0,428,1,0,109,61,183,56,1,0,1,1,1,1,4,1,9,428
237,"P.P HARIKORA UTTAR",547,416,0,963,225,187,0,412,10,0,155,54,170,10,1,0,4,1,0,2,5,1,9,412
238,"P.P MITANPUR KHURD P.",343,295,0,638,133,134,0,267,27,0,78,42,125,6,1,0,2,1,0,1,2,4,5,267
239,"P.P MITANPUR KHURD P.",723,577,0,1300,262,280,0,542,9,0,144,15,304,51,2,1,3,0,1,4,2,3,12,542
240,"P.P MITANPUR KHURD M.",641,471,0,1112,264,307,0,571,1,0,159,219,166,13,3,0,1,3,1,3,1,1,1,571
241,"P.P HARIKORA D.",395,281,0,676,133,90,0,223,10,0,33,18,153,8,0,1,1,1,1,0,0,2,5,223
242,"K.P.P TIYAR",903,710,0,1613,415,421,0,836,1,0,266,243,256,27,1,6,6,5,3,3,5,6,9,836
243,"P.P DEVKALI",409,343,0,752,200,197,0,397,325,0,178,6,159,37,1,0,2,3,0,1,1,0,9,397
244,"P.P TADWA",418,319,0,737,205,191,0,396,1,0,124,48,191,14,1,0,4,2,1,4,1,0,6,396
245,"P.P BHASHI BUJURG P.",671,547,0,1218,263,257,0,520,1,0,202,104,175,9,1,0,1,3,9,2,2,1,11,520
246,"P.P BHASHI BUJURG P.",757,547,0,1304,283,294,0,577,51,0,104,35,365,11,1,0,3,1,39,5,6,3,4,577
247,"K.P.P LADUABARI",769,545,0,1314,323,262,0,585,31,0,209,177,164,11,1,0,1,2,8,3,4,0,5,585
248,"P.P SANJUVAN",655,518,0,1173,256,221,0,477,3,0,126,144,145,27,2,0,1,1,16,2,2,3,8,477
249,"P.P KANEYL PURAB",779,646,0,1425,319,305,0,624,1,0,204,135,241,18,0,2,1,2,4,4,3,0,10,624
250,"P.P MATEHANIYA",390,336,0,726,175,233,0,408,50,0,96,116,171,16,0,0,1,1,0,4,2,0,1,408
251,"P.P SAHDODAD PURAB",745,597,0,1342,368,244,0,612,5,0,387,10,178,16,1,1,5,1,3,2,1,1,6,612
252,"P.P SAHDODAD P.",219,177,0,396,84,78,0,162,161,0,93,2,63,1,0,1,1,0,0,0,0,0,1,162
253,"P.P SIGAHA",652,498,0,1150,309,258,0,567,1,0,158,43,331,19,0,1,4,0,3,1,1,3,3,567
254,"P.P LAKUDINISFI RAI",427,303,0,730,162,189,0,351,1,0,12,11,305,7,0,0,2,1,1,3,3,1,5,351
255,"P.P SAHDODAD M.",295,239,0,534,133,110,0,243,11,0,128,10,98,2,0,0,0,1,1,0,1,0,2,243
256,"J.H.S DUBAULI P.",560,463,0,1023,256,274,0,530,1,0,248,28,183,37,2,0,6,4,0,2,9,4,7,530
257,"P.P BHITARI",517,407,0,924,231,222,0,453,1,0,199,7,216,15,1,0,1,5,0,4,1,2,2,453
258,"P.P BALIYA",478,373,0,851,206,201,0,407,1,0,154,34,177,21,3,0,4,2,1,0,0,1,10,407
259,"P.P BALIYA P.",364,272,0,636,175,154,0,329,14,0,96,85,114,11,0,1,0,1,0,3,2,6,10,329
260,"P.P MANOKISUNPUR",655,502,0,1157,345,300,0,645,545,0,355,77,178,14,1,0,2,2,0,4,5,1,6,645
261,"P.P SEVRAJPUR",421,317,0,738,200,177,0,377,1,0,106,35,195,23,1,1,2,2,1,2,3,1,5,377
262,"P.P SALARPUR",781,727,0,1508,386,441,0,827,1,0,237,123,230,189,1,0,3,9,7,6,3,7,12,827
263,"P.P JANIPUR P.",890,629,0,1519,419,336,0,755,755,0,397,119,168,26,1,2,6,4,8,3,8,2,11,755
264,"P.P JANIPUR P.",648,519,0,1167,351,314,0,665,17,0,223,118,264,33,3,0,0,1,1,4,2,4,12,665
265,"P.P JANIPUR",354,266,0,620,172,138,0,310,13,0,106,112,71,12,0,0,0,0,1,2,0,2,4,310
266,"P.P PALHIPAR",678,529,0,1207,357,303,0,660,1,0,221,202,188,25,5,0,0,3,2,2,3,4,5,660
267,"P.P PARSDIPUR URF MISHRAULI",424,321,0,745,162,160,0,322,10,0,187,3,104,17,0,0,3,2,0,1,3,0,2,322
268,"P.P NEVRA",431,414,1,846,175,230,0,405,402,0,96,178,105,12,1,0,2,2,0,3,0,3,3,405
269,"P.P LAHIDADI",701,540,0,1241,317,290,0,607,6,0,156,116,300,13,2,0,2,4,0,1,2,1,10,607
270,P.P.RAJGADH,758,583,0,1341,320,307,0,627,167,0,299,143,148,22,4,0,0,4,0,3,0,1,3,627
271,"P.P AHIRAULI",299,255,0,554,132,145,0,277,98,0,134,27,93,13,1,0,0,1,3,2,2,0,1,277
272,"P.P PANDEYPURA URF TADWA",575,494,0,1069,315,281,0,596,400,0,92,362,107,25,1,0,1,0,1,0,1,2,4,596
273,"P.P HADHABHAR",639,541,0,1180,302,276,0,578,15,0,168,43,313,26,1,0,2,2,1,3,5,5,9,578
274,"PU. MA. VID. LAGUNHI",305,278,0,583,141,167,0,308,3,0,91,49,146,14,0,0,0,1,1,1,2,1,2,308
275,"P.M.V JAGDISHPUR PURAB",652,522,0,1174,284,275,0,559,1,0,329,54,127,27,1,0,2,1,3,8,5,0,2,559
276,"P.M.V JAGDISHPUR P.",578,496,0,1074,258,242,0,500,1,0,285,39,131,23,1,0,2,5,1,3,2,8,0,500
277,"P.M.V JAGDISHPUR",769,635,1,1405,359,348,0,707,24,0,270,30,333,29,5,3,2,9,2,9,3,2,10,707
278,"P.M.V JAGDISHPUR",254,213,0,467,102,123,0,225,21,0,153,15,31,7,3,0,3,0,2,7,1,2,1,225
279,"P.M.V JAGDISHPUR",472,372,0,844,232,210,0,442,1,0,68,68,241,45,2,1,3,2,1,2,2,4,3,442
280,"P.M.V JAGDISHPUR",666,558,0,1224,357,343,0,700,1,0,320,55,222,55,2,0,1,11,1,11,4,3,15,700
281,"J.H.S BASUDEEHA",502,410,0,912,258,211,0,469,69,0,219,24,191,17,2,0,1,2,0,3,6,1,3,469
282,"J.H.S BASUDEEHA",367,282,0,649,209,152,0,361,1,0,224,26,87,18,2,0,0,1,0,2,0,0,1,361
283,"K.P.P BASUDEEHA",270,204,0,474,99,113,0,212,1,0,81,13,66,44,0,1,1,2,0,1,0,0,3,212
284,"K.P.P BASUDEEHA",653,491,1,1145,313,268,0,581,558,0,313,27,197,22,1,0,1,1,3,4,4,1,7,581
285,"K.P.P BASUDEEHA",247,173,0,420,117,89,0,206,10,0,107,23,67,8,1,0,0,0,0,0,0,0,0,206
286,"P.P SISAYAL",289,239,0,528,148,135,0,283,18,0,124,16,125,11,0,1,0,0,1,2,0,1,2,283
287,"P.P NAGWA",436,312,0,748,255,157,0,412,1,0,321,8,56,22,0,2,1,0,1,1,0,0,0,412
288,"P.P KOTHA",692,530,0,1222,275,221,0,496,493,0,337,68,39,30,1,0,0,1,2,3,2,2,11,496
289,"P.P KOTHA",157,142,0,299,75,63,0,138,138,0,112,9,4,5,0,0,0,5,1,2,0,0,0,138
290,"P.P KOTHA",580,465,0,1045,231,181,0,412,410,0,157,9,223,13,0,0,1,3,3,0,1,2,0,412
291,"P.M.V KOTHA",306,224,0,530,129,86,0,215,159,0,175,11,14,7,0,0,1,2,0,2,1,0,2,215
292,"P.M.V KOTHA",418,299,0,717,145,143,0,288,6,0,107,29,119,27,0,0,0,0,0,1,0,2,3,288
293,"P.M.V KOTHA P.",587,444,0,1031,125,106,0,231,2,0,133,15,36,33,2,0,0,4,1,5,0,0,2,231
294,"P.P BANKATI",847,642,0,1489,281,240,0,521,32,0,281,48,114,33,1,0,1,3,2,12,3,5,18,521
295,"P.P DAMUSA UTTAR",738,576,0,1314,352,356,0,708,15,0,336,30,234,50,4,2,6,8,5,6,3,3,21,708
296,"P.P EKUNA BUJURG",605,439,0,1044,242,204,0,446,181,0,133,88,168,38,1,1,0,3,1,4,2,3,4,446
297,"P.P DEMUSA D.",221,165,0,386,90,84,0,174,13,0,106,5,39,14,2,0,0,0,1,2,0,0,5,174
298,"P.P AKUSI",460,363,0,823,211,204,0,415,13,0,182,54,137,24,3,0,0,2,2,5,0,3,3,415
299,"P.P AKUSI",851,514,0,1365,308,224,0,532,1,0,135,108,168,61,6,0,7,18,2,5,6,5,11,532
300,"P.M.V KHAJURI UTTAR",527,427,0,954,238,170,0,408,1,0,240,51,95,6,1,0,0,1,3,3,0,1,7,408
301,"P.M.V KHAJURI D.",432,348,0,780,178,156,0,334,200,0,156,4,142,15,1,0,4,1,0,4,3,2,2,334
302,"P.P BELA",274,204,0,478,116,116,0,232,1,0,30,55,7,7,0,0,1,2,1,4,0,3,122,232
303,"P.M.V KHAJURI",283,202,0,485,122,115,0,237,235,0,82,41,106,4,0,0,2,0,0,1,0,0,1,237
304,"P.P VISHUNPURA",320,245,0,565,131,133,0,264,5,0,95,59,88,13,0,0,3,1,2,2,0,0,1,264
305,"P.P SIYAR BUJURG",542,458,0,1000,274,234,0,508,1,0,122,201,142,16,3,0,2,3,0,3,5,3,8,508
306,"P.P TEKUA MADHOO",197,171,0,368,123,104,0,227,1,0,146,23,43,6,0,0,0,1,0,2,1,1,4,227
307,"P.M.V TEKUA ADARJI",277,219,0,496,126,134,0,260,10,0,101,5,132,10,1,2,2,0,1,2,2,2,0,260
308,"P.M.V TEKUA ADARJI",418,347,0,765,174,203,0,377,5,0,19,22,303,6,1,2,1,1,3,3,3,3,10,377
309,"P.M.V TEKUA ADARJI",580,467,0,1047,160,134,0,294,249,0,122,24,122,12,1,1,0,1,2,2,1,3,3,294
310,"K.I.C.GAGHA PASURWA PURAB",679,544,0,1223,284,229,0,513,5,0,284,24,132,58,2,1,1,4,0,2,2,2,1,513
311,"K.I.C GAGHA PASURWA P.",408,333,0,741,210,182,0,392,1,0,150,19,163,37,4,1,1,2,1,5,2,0,7,392
312,"P.P RAJPUR",559,449,0,1008,279,301,0,580,1,0,26,27,469,27,0,1,4,3,3,2,7,3,8,580
313,"P.P PURSAULI",663,549,0,1212,265,322,0,587,85,0,74,196,228,49,6,1,0,5,4,3,3,6,12,587
314,"P.P BANSGAGHA",695,534,0,1229,293,263,0,556,33,0,247,10,239,33,3,1,2,1,2,2,7,0,9,556
315,"P.M.V BELKUR",307,253,0,560,148,147,0,295,1,0,157,14,40,76,1,1,0,1,0,2,1,0,2,295
316,"P.M.V BELKUR",566,424,0,990,255,238,0,493,3,0,226,6,207,40,1,0,0,1,2,1,0,1,8,493
317,"P.M.V NEWADA P.",707,536,0,1243,313,275,0,588,350,0,99,213,241,20,4,0,3,0,1,5,2,0,0,588
318,"P.P.JEVKAR UTTAR",300,266,0,566,128,137,0,265,5,0,73,154,21,11,0,0,0,5,0,1,0,0,0,265
319,"P.P JEVKAR D.",398,314,0,712,158,146,0,304,14,0,68,140,84,3,1,0,1,1,1,1,1,2,1,304
320,"P.P KAUWADIL",326,242,0,568,135,115,0,250,1,0,184,16,27,13,1,0,0,2,0,0,1,4,2,250
321,"P.P HATVA UTTAR",729,616,0,1345,267,238,0,505,461,0,349,29,82,34,0,1,0,3,0,1,1,1,4,505
322,"P.P HATWA BICH ME.",662,452,0,1114,238,190,0,428,1,0,311,20,49,15,2,0,1,2,1,4,5,1,17,428
323,"P.P HATWA DA.",637,432,0,1069,261,251,0,512,202,0,241,34,175,41,1,0,3,1,2,3,2,2,7,512
324,"P.P HATWA MADEEY",395,257,0,652,136,124,0,260,151,0,38,2,197,21,0,1,0,0,0,0,0,0,1,260
325,"P.P HATWA D.",700,574,0,1274,241,233,0,474,94,0,168,58,195,18,2,0,3,3,7,7,6,1,6,474
326,"P.P HATWA D.",546,479,0,1025,151,179,0,330,329,0,80,7,195,24,2,1,3,1,2,3,6,0,6,330
327,"P.P HATWA",610,488,0,1098,249,226,0,475,472,0,253,11,180,11,2,1,0,3,0,3,2,4,5,475
328,"P.P DEVKALI UTTAR",561,461,0,1022,235,269,0,504,34,0,334,19,75,46,0,0,2,5,3,1,3,1,15,504
329,"P.P DEVKALI D.",196,151,0,347,66,67,0,133,1,0,59,32,25,12,0,0,0,1,0,1,0,0,3,133
330,"P.P BAUPAR",450,288,0,738,165,159,0,324,20,0,83,51,138,31,2,1,2,3,1,3,1,1,7,324
331,"P.P DUDAPAR",463,375,0,838,229,224,0,453,12,0,50,47,337,6,1,0,0,2,0,2,2,0,6,453
332,"P.P BELABEERBHAN",286,245,0,531,144,142,0,286,285,0,147,11,97,29,1,0,0,0,1,0,0,0,0,286
333,"P.M.V BELABEERBHAN",704,548,0,1252,242,355,0,597,47,0,40,2,500,14,3,0,4,0,1,4,16,4,9,597
334,"P.P SAKRI",537,470,0,1007,233,239,0,472,50,0,191,59,183,14,2,0,0,0,16,0,3,1,3,472
335,"G.M.V BHATAURA",215,190,0,405,88,108,0,196,168,0,52,58,33,39,0,0,1,1,3,3,0,3,3,196
336,"P.P SONICHIA",486,349,0,835,169,175,0,344,54,0,194,2,68,68,1,0,0,1,1,2,0,1,6,344
337,"P.P CHAKMALI URF BETHUA",459,372,0,831,227,230,0,457,1,0,339,31,13,34,1,1,4,2,0,7,3,7,15,457
338,P.P.ASHAPAR,400,329,0,729,200,192,0,392,1,0,205,31,95,27,4,0,1,5,2,5,4,2,11,392
339,"P.P DUMARI MANJHRIYA",276,205,0,481,109,126,0,235,1,0,202,17,2,5,0,0,0,3,0,0,1,1,4,235
340,"P.P GHORSAW",306,228,0,534,142,148,0,290,2,0,131,21,104,19,0,2,3,1,0,1,6,1,1,290
341,"P.P NARY BUJURG PURAB",454,366,0,820,171,157,0,328,6,0,109,6,179,16,0,2,4,1,1,4,4,0,2,328
342,"P.M.V NARY BUJURG P.",755,674,0,1429,352,322,0,674,1,0,258,29,323,35,3,0,2,2,2,3,1,4,12,674
343,"K.P.P NARY BUJURG UTTAR",674,556,0,1230,350,265,0,615,15,0,371,9,187,27,2,0,3,1,5,3,0,1,6,615
344,"P.P PARIHATE",306,268,0,574,155,134,0,289,1,0,103,157,11,4,0,0,0,0,0,6,0,0,8,289
345,"P.P UJJARPAR",650,507,0,1157,253,250,0,503,1,0,177,41,216,38,2,0,0,5,1,6,5,3,9,503
346,"P.P PICHAURA",717,605,0,1322,337,313,0,650,19,0,209,57,260,83,4,3,3,11,0,8,1,1,10,650
347,"P.P DIHULPAR",537,467,0,1004,224,220,0,444,10,0,220,7,151,44,1,1,0,2,2,5,1,1,9,444
348,"P.P SIHAIJPAR PURAB",832,760,0,1592,291,266,0,557,247,0,411,7,77,45,1,0,0,2,0,4,3,2,5,557
349,"P.P SIHAIJPAR PACIM",533,440,0,973,217,184,0,401,400,0,136,23,203,22,0,1,0,5,0,1,2,0,8,401
350,"P.P SIHAIJPAR UTTAR",337,282,0,619,150,118,0,268,210,0,49,28,135,42,0,0,1,0,0,1,2,3,7,268
351,"P.P SARAHDA",506,386,0,892,172,170,0,342,92,0,228,34,61,12,0,1,1,2,0,0,1,1,1,342
352,"P.P DHARSI",311,234,0,545,141,114,0,255,4,0,140,3,57,43,0,0,0,0,0,4,0,1,7,255
353,"P.BAVAN KUSHMAURA BUJURG",400,335,0,735,147,185,0,332,50,0,104,11,171,23,2,0,4,1,2,3,3,0,8,332
354,"P.P PAKADPURA UTTAR",697,539,0,1236,230,220,0,450,1,0,150,26,170,26,3,1,2,59,1,2,3,0,7,450
355,"P.P PAKADPURA D.",396,287,0,683,178,147,0,325,1,0,128,27,139,14,0,0,2,1,3,3,1,0,7,325
356,"P.P KARAVAL URF MAJHAGANVA",727,654,0,1381,313,295,0,608,37,0,435,36,60,39,2,1,1,3,2,11,1,1,16,608
357,"P.P KARAVAL URF MAJHAGANVA",413,362,0,775,191,219,0,410,1,0,72,34,245,37,1,2,2,2,5,3,2,2,3,410
358,"P.P KARAVAL URF MAJHAGANVA",527,391,0,918,220,166,0,386,1,0,210,22,89,53,1,0,1,2,0,1,1,1,5,386
359,"P.P TIKRI NEW BHAVAN ME.",695,548,0,1243,299,281,0,580,16,0,212,65,191,64,2,1,0,8,5,6,5,6,15,580
360,"P.P BELADAR",635,571,0,1206,232,250,0,482,104,0,264,66,91,31,2,0,1,6,0,8,3,0,10,482
361,"P.P RAUTPAR",460,362,0,822,194,194,0,388,1,0,116,36,201,24,0,0,1,2,0,1,4,1,2,388
362,"P.P RAUTPAR",507,357,0,864,226,183,0,409,1,0,146,130,73,31,1,0,3,3,1,0,2,4,15,409
363,"S.L L.V KAHLA PURAB",763,621,0,1384,319,314,0,633,5,0,361,70,76,89,0,0,7,2,2,9,1,5,11,633
364,"S.L L.V KAHLA",387,261,0,648,139,131,0,270,1,0,98,5,139,6,1,1,0,0,2,0,10,2,6,270
365,"P.P MAHURAI UTTAR",276,238,0,514,135,117,0,252,1,0,87,52,102,4,0,0,0,1,0,2,1,1,2,252
366,"P.P MAHURAI DACIN",911,714,0,1625,410,313,0,723,1,0,256,200,206,14,3,1,3,5,1,9,3,4,18,723
367,"P.P ATAYAR",569,378,0,947,222,187,0,409,1,0,151,54,150,35,2,0,2,0,0,3,1,3,8,409
368,"P.P ATAYAR PACHAIM",342,259,0,601,115,91,0,206,182,0,93,46,31,32,0,0,0,0,0,0,1,1,2,206
369,"P.P ATAYAR",653,493,0,1146,279,210,0,489,1,0,234,39,118,36,0,4,1,6,0,7,5,4,35,489
370,"P.P GADHAI PURAB",775,593,0,1368,314,372,0,686,12,0,206,33,325,66,2,3,1,6,3,6,9,4,22,686
371,"P.P GADHAI MADEY",760,593,0,1353,291,273,0,564,14,0,182,103,215,18,3,0,4,0,3,13,8,2,13,564
372,"P.P GADHAI PACIM",801,583,0,1384,348,308,0,656,655,0,312,35,48,205,6,1,1,27,4,5,3,1,8,656
373,"P.P BHAISHA BUJURG",381,294,0,675,161,136,0,297,1,0,161,20,92,17,2,0,0,1,0,0,1,0,3,297
374,"P.P BHAISHA BUJURG",534,413,0,947,221,234,0,455,400,0,208,76,104,43,2,4,0,4,3,3,1,1,6,455
375,"P.P NARAUHA",417,338,0,755,219,225,0,444,10,0,374,6,10,37,2,1,0,1,2,2,0,2,7,444
376,"P.P GARYAKOL",510,365,0,875,209,158,0,367,1,0,148,151,38,16,1,0,3,2,1,5,0,0,2,367
377,"P.P GARYAKOL",455,379,0,834,190,188,0,378,1,0,132,23,174,33,0,0,2,2,0,1,3,1,7,378
378,"P.P RAKAHAT PURAB",516,410,0,926,226,201,0,427,315,0,181,61,47,128,3,0,0,1,1,3,1,0,1,427
379,"P.P RAKAHAT PACHIM",731,639,0,1370,354,304,0,658,221,0,388,50,112,90,3,0,0,2,1,3,0,4,5,658
380,"P.P RIYANV",443,327,0,770,204,137,0,341,341,0,223,76,20,13,1,0,0,1,1,2,1,1,2,341
381,"P.P RIYANV",427,311,0,738,244,97,0,341,1,0,198,11,116,11,1,1,0,0,0,0,1,1,1,341
382,"P.P RIYANV",385,278,0,663,129,88,0,217,217,0,39,20,138,13,2,0,0,0,0,1,2,0,2,217
383,"P.P  RIYANV",720,544,0,1264,303,200,0,503,25,0,202,140,102,27,0,1,1,1,1,4,9,7,8,503
384,"S.B.V RIYANV",613,439,0,1052,243,211,0,454,1,0,189,102,128,19,1,0,1,1,1,3,1,1,7,454
385,"I.K.C HATA BUJURG",838,658,0,1496,420,358,0,778,61,0,556,26,119,42,0,0,4,1,3,9,0,6,12,778
386,"I.K.G HATA BUJURG",402,294,0,696,205,183,0,388,28,0,284,6,67,10,2,0,1,5,0,1,2,3,7,388
387,"I.K.G HATA BUJURG BUJURG",580,440,0,1020,313,248,0,561,26,0,322,12,207,4,0,0,0,3,2,0,1,1,9,561
388,"I.K.G HATA",501,359,0,860,258,172,0,430,34,0,283,26,103,9,1,0,1,3,0,0,0,0,4,430
389,"P.P PAJUPAR",616,476,0,1092,312,241,0,553,539,0,225,23,257,30,2,0,1,0,0,5,5,1,4,553
390,"P.P JAMINLAUHRPUR",522,411,0,933,182,192,0,374,12,0,81,93,165,22,1,0,1,4,0,2,0,0,5,374
391,"P.P JAMINLAUHRPUR",528,422,0,950,249,207,0,456,456,0,110,162,139,16,1,2,3,3,0,1,5,3,11,456
392,"P.P CHIMCHA",363,314,0,677,189,193,0,382,1,0,203,4,120,32,5,0,2,3,3,2,1,2,5,382
393,"P.P GAURPAR UTTAR",408,342,0,750,179,150,0,329,25,0,180,65,58,17,0,0,1,2,1,3,0,0,2,329
394,"P.P JAMADRA",308,245,0,553,144,153,0,297,3,0,129,23,135,5,1,1,1,0,0,0,0,1,1,297
395,"P.P GANGUPAR",464,391,0,855,218,210,0,428,418,0,235,45,109,29,2,0,1,0,0,0,2,1,4,428
396,"P.P MAJURI",643,619,1,1263,244,236,0,480,1,0,78,138,239,14,0,0,0,0,0,3,4,0,4,480
