"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - DHARMENDRA PRATAP SINGH","2 - RAHUL GANDHI","3 - SMRITI ZUBIN IRANI","4 - GOPAL SWAROOP GANDHI","5 - CHHAYA SINGH","6 - ZAHIDA BEGAM","7 - BABU LAL","8 - C L MAURYA","9 - RAVI KUMAR","10 - RADHE MOHAN","11 - RAM ASREY","12 - RAM NEWAJ","13 - RAMSIDDH YADAV","14 - VASDEO","15 - DR. KUMAR VISHVAS","16 - VEDPAL SHASATRI","17 - MOHD HASAN LAHRI","18 - UMAKANT","19 - GIRIJA BAKS","20 - GANGESH KUMAR GUPTA","21 - JAGAT SINGH CHAUDHARY","22 - JITENDRA SINGH","23 - TULSIRAM","24 - DWARIKA PRASAD","25 - NARESH SINGH BHADAURIYA","26 - BHAGWAN DEEN","27 - MITHILESH KUMARI","28 - RAMESH CHANDRA","29 - RAM SAJIWAN","30 - LAL BAHADUR","31 - SHIV KUMAR","32 - SWAMINATH","33 - SONAM KINNAR","34 - SANJAY KUMAR","35 - None of the Above","Total Votes Secured"
123,"KHANAPUR CHAPARA",840,703,0,1543,398,340,0,738,738,0,26,362,290,6,1,1,0,0,0,2,1,1,1,2,2,5,5,3,2,1,1,0,5,1,0,0,2,4,1,5,2,4,1,0,1,738
124,"KHANAPUR CHAPARA",812,707,1,1520,403,318,0,721,721,0,33,250,360,7,4,3,1,3,1,1,2,0,1,1,6,1,3,4,1,1,0,5,6,2,2,2,4,4,2,4,1,1,1,1,3,721
125,RASTAMAU,784,609,0,1393,419,362,0,781,781,0,2,701,36,1,1,0,1,1,0,1,0,0,0,0,17,3,1,1,0,0,0,0,0,0,1,0,2,6,0,2,0,3,1,0,0,781
126,RASTAMAU,820,687,0,1507,420,398,0,818,818,0,5,625,96,4,0,1,1,2,0,2,3,2,1,0,21,5,5,0,2,2,0,2,6,3,2,2,1,4,3,9,3,5,1,0,0,818
127,RASTMAU,562,467,0,1029,289,226,0,515,515,0,56,131,250,2,7,1,0,2,3,6,1,1,3,3,8,8,5,3,7,1,0,2,1,0,0,1,1,3,1,1,1,6,0,0,0,515
128,RASTMAU,447,413,0,860,254,219,0,473,473,0,51,234,135,5,2,0,0,0,1,0,2,0,1,3,4,6,3,3,7,2,0,0,2,2,1,1,1,1,2,0,0,1,0,1,2,473
129,RAJANPUR,397,350,0,747,236,205,0,441,441,0,43,167,202,0,2,0,0,1,0,0,1,0,1,4,3,2,0,0,1,1,0,3,0,1,0,1,0,1,1,1,1,1,0,1,2,441
130,TILOI,824,711,0,1535,457,346,0,803,803,0,21,351,362,6,1,1,1,0,0,0,1,0,0,1,22,10,1,2,4,0,1,0,2,0,2,1,3,4,0,1,1,1,2,0,1,803
131,TILOI,494,438,0,932,304,271,0,575,575,0,47,354,131,1,0,0,0,0,0,2,2,1,1,1,3,4,5,2,0,0,1,0,2,0,0,2,1,4,1,2,0,4,2,0,2,575
132,TILOI,496,412,0,908,241,208,0,449,449,0,38,194,201,1,2,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,449
133,TILOI,802,721,0,1523,439,393,0,832,832,0,106,278,313,4,2,2,1,0,0,1,2,0,2,6,30,10,8,3,5,4,2,3,12,4,2,0,5,4,2,6,3,10,0,0,2,832
134,"PASHCHIM TILOI",365,333,0,698,206,198,0,404,404,0,16,177,161,4,1,0,1,0,0,1,1,4,1,0,10,3,5,0,0,1,0,0,1,2,0,0,1,7,2,1,1,2,0,0,1,404
135,SANGIPUR,305,274,0,579,185,182,0,367,367,0,5,164,173,0,2,0,0,0,0,0,0,1,1,0,7,6,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,367
136,KUTAMARA,363,308,0,671,236,224,0,460,460,0,10,215,181,5,0,1,0,0,0,1,0,0,2,1,13,5,1,0,2,0,1,1,3,0,0,1,3,4,4,1,1,0,3,0,1,460
137,DEVKALI,356,332,0,688,209,180,0,389,389,0,21,188,129,1,3,1,0,1,0,2,0,0,1,2,10,10,3,0,0,0,0,1,1,0,1,1,2,2,2,2,1,3,0,0,1,389
138,CHILULI,565,474,0,1039,316,242,0,558,558,0,5,316,166,2,1,1,1,1,0,2,1,1,4,3,5,10,2,1,1,0,0,4,4,1,1,0,2,10,1,3,4,3,0,1,1,558
139,CHILULI,641,543,0,1184,341,297,0,638,638,0,41,170,359,4,5,2,2,0,1,4,2,1,0,2,7,2,1,3,2,4,0,2,11,1,0,2,2,3,1,0,2,0,0,0,2,638
140,CHINGAHI,295,293,0,588,167,160,0,327,327,0,3,56,256,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,327
141,CHINGAHI,407,391,0,798,244,247,0,491,491,0,12,262,181,3,1,0,1,0,1,0,0,0,0,0,8,1,1,6,2,1,0,0,1,2,0,0,1,1,0,0,2,2,0,1,1,491
142,KAMAI,623,542,0,1165,371,172,0,543,543,0,43,184,257,3,1,0,0,1,0,1,1,1,0,2,4,3,4,2,0,2,1,2,6,1,1,1,0,4,3,3,3,9,0,0,0,543
143,KAMAI,718,579,0,1297,372,293,0,665,665,0,41,277,270,6,7,5,1,1,0,4,2,1,1,2,23,2,4,1,2,0,0,0,3,0,1,0,2,2,2,0,2,1,0,1,1,665
144,BHADMAR,789,704,0,1493,377,367,0,744,744,0,54,236,395,5,1,0,0,3,2,3,3,0,0,5,13,2,0,2,1,1,0,1,2,1,0,1,0,3,0,2,2,3,1,1,1,744
145,"VIRAJ (GOKULA)",711,621,0,1332,364,300,0,664,664,0,38,257,239,9,6,0,2,1,1,1,1,1,1,1,50,9,3,2,3,0,1,0,6,1,0,1,1,7,3,6,3,8,0,2,0,664
146,"VIRAJ (GOKULA)",508,453,0,961,280,225,0,505,505,0,26,168,215,10,4,1,1,0,2,3,1,3,1,2,7,10,3,3,9,1,3,1,4,2,0,0,4,3,2,10,0,4,0,0,2,505
147,REWATEDEEH,209,188,0,397,127,129,0,256,256,0,6,76,137,5,2,1,0,0,1,1,0,0,0,3,7,0,1,2,0,0,0,1,1,1,1,1,1,5,1,0,0,2,0,0,0,256
148,RAMNAGAR,472,443,0,915,263,246,0,509,509,0,52,178,211,6,4,4,0,3,1,1,1,0,1,1,6,5,0,1,3,3,2,1,2,1,1,2,1,3,2,2,2,5,0,1,3,509
149,KISHUNPUR,276,243,0,519,185,169,0,354,354,0,22,139,158,0,2,0,1,0,0,0,1,1,1,3,2,1,0,7,5,0,0,0,3,1,0,0,0,0,1,1,1,2,1,1,0,354
150,"ASHAPUR GADI",666,588,0,1254,329,300,0,629,629,0,83,221,195,5,3,0,0,2,1,1,0,2,0,3,8,11,9,12,8,1,2,1,8,3,0,2,5,9,5,4,4,13,3,2,3,629
151,KOTAWA,608,546,0,1154,361,343,0,704,704,0,21,152,437,12,5,3,0,0,0,1,2,1,1,1,24,6,0,1,0,1,0,1,11,0,0,1,3,8,5,1,1,3,1,1,0,704
152,"PURE DUNDI",350,322,0,672,231,216,0,447,447,0,2,187,218,3,2,2,0,0,0,0,1,1,2,1,1,3,1,1,1,1,1,3,1,1,1,0,1,3,0,2,2,5,0,0,0,447
153,BHADSANA,638,532,1,1171,376,305,0,681,681,0,50,192,329,8,9,1,1,2,0,4,2,2,5,2,16,14,1,1,1,0,1,0,9,1,3,2,0,4,3,4,1,11,1,0,1,681
154,ONDEEH,654,578,0,1232,326,307,0,633,633,0,12,423,84,5,0,0,1,1,1,0,1,0,0,0,3,11,4,19,3,5,1,4,8,4,2,3,4,6,1,9,3,7,4,2,2,633
155,SIJANI,467,379,0,846,233,229,0,462,462,0,14,190,223,2,3,1,0,1,0,1,0,0,0,1,9,0,1,0,0,1,1,2,3,3,1,0,0,1,1,1,0,0,2,0,0,462
156,UTTARPARA,418,374,0,792,236,224,0,460,460,0,48,211,161,2,5,0,0,0,0,2,3,0,1,0,2,5,4,0,0,1,0,0,2,0,1,0,1,3,1,0,0,4,0,1,2,460
157,CHAURA,319,300,0,619,238,149,0,387,387,0,14,157,171,2,7,1,0,0,0,1,1,0,0,1,5,2,1,0,0,0,0,4,6,3,1,0,1,4,1,0,1,2,0,0,1,387
158,CHHICHHA,343,292,0,635,195,191,0,386,386,0,25,128,183,5,3,0,1,1,0,1,1,2,1,1,5,3,1,2,4,0,0,2,4,0,0,1,0,4,1,0,2,1,1,2,1,386
159,ALAIPUR,529,479,0,1008,361,323,0,684,684,0,36,316,276,5,2,0,1,0,1,2,0,0,2,3,5,7,0,1,1,2,2,7,3,0,1,1,4,2,1,0,0,2,1,0,0,684
160,BAGHAUNA,557,495,0,1052,333,339,0,672,672,0,44,237,332,7,4,1,0,0,1,2,2,4,4,1,9,5,0,1,1,0,1,1,3,0,0,0,1,5,0,1,2,3,0,0,0,672
161,BESARWA,457,398,1,856,229,199,0,428,428,0,38,145,187,4,4,0,0,0,0,0,1,0,1,1,9,3,2,0,0,1,0,1,5,1,0,1,3,9,1,2,5,3,0,0,1,428
162,"PURE MANIMANOHAR",510,439,0,949,294,278,0,572,572,0,16,292,192,6,6,1,1,0,1,2,0,1,2,3,2,3,5,6,5,4,1,2,3,3,0,1,1,5,1,2,0,2,1,0,2,572
163,PAKARGAON,626,504,0,1130,359,263,0,622,622,0,42,208,301,2,2,0,1,0,1,1,0,0,1,2,4,2,5,0,2,0,1,2,8,3,1,1,2,13,1,4,2,7,2,1,0,622
164,PAKARGAON,793,668,0,1461,433,409,0,842,842,0,115,192,458,13,6,3,2,3,2,6,1,1,2,7,3,8,3,0,0,2,0,2,0,2,4,0,0,0,0,0,0,4,1,0,2,842
165,PAKARGAON,565,484,0,1049,334,305,0,639,639,0,8,179,365,5,11,1,1,4,3,1,1,0,2,1,4,5,1,2,3,0,1,2,9,2,0,3,4,5,4,1,4,4,1,2,0,639
166,SATAWA,564,504,0,1068,336,324,0,660,660,0,3,309,291,6,2,1,0,1,1,0,0,0,2,1,6,5,1,1,2,2,0,1,1,3,1,1,3,5,4,2,1,1,1,1,1,660
167,RAMAI,531,497,0,1028,302,286,0,588,588,0,35,160,303,7,4,0,0,2,0,0,0,0,0,2,8,6,4,8,5,2,1,17,2,1,1,1,1,1,2,3,2,6,3,0,1,588
168,RAMAI,317,275,0,592,225,177,0,402,402,0,5,55,284,3,3,2,0,0,0,0,0,0,1,2,1,2,1,1,0,0,4,7,7,2,1,0,1,8,2,3,0,4,0,1,2,402
169,BARKOT,787,714,0,1501,511,454,0,965,965,0,57,160,604,6,7,0,1,1,4,1,1,2,4,13,9,6,1,2,2,2,12,47,4,3,1,2,0,3,5,1,0,3,0,0,1,965
170,SAIMBASI,769,689,1,1459,459,390,0,849,849,0,46,358,363,10,4,0,2,4,1,4,2,4,0,1,13,3,9,1,3,0,1,3,6,2,2,0,1,1,1,1,0,3,0,0,0,849
171,SANGRAMPUR,345,295,0,640,215,198,0,413,413,0,49,67,215,8,4,2,1,2,0,0,1,1,1,2,1,2,1,1,0,1,9,35,7,1,0,1,0,0,0,0,0,0,0,0,1,413
172,SAVITAPUR,264,254,0,518,179,144,0,323,323,0,16,53,190,4,5,0,0,0,1,2,0,1,1,2,3,2,0,0,1,1,2,10,3,0,0,0,0,4,16,1,2,2,1,0,0,323
173,BARDHARME,312,272,0,584,223,175,0,398,398,0,48,111,169,4,3,0,0,0,2,0,1,1,2,1,3,1,1,2,1,0,3,30,4,1,1,0,2,3,2,0,2,0,0,0,0,398
174,"CHETARA BUJURG",787,682,0,1469,442,450,0,892,892,0,39,439,308,6,5,2,2,4,2,3,3,4,6,7,16,16,4,1,1,2,0,0,7,1,2,0,4,2,3,1,2,0,0,0,0,892
175,"CHETARA BUJURG",696,578,0,1274,400,266,0,666,666,0,10,283,338,6,3,0,1,2,0,1,0,1,0,0,10,1,1,1,0,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,1,666
176,"ASHAPUR RURU",817,723,0,1540,449,541,0,990,990,0,4,877,73,1,1,1,1,0,1,0,3,1,1,0,7,4,1,0,0,0,0,2,2,0,1,0,0,0,1,0,2,2,0,2,2,990
177,"ASHAPUR RURU",574,456,0,1030,316,287,0,603,603,0,6,468,90,1,1,7,0,1,1,0,2,0,0,2,3,1,3,1,1,0,0,0,4,1,0,0,0,3,0,0,2,3,0,1,1,603
178,"ASHAPUR RURU",415,337,0,752,260,230,0,490,490,0,6,362,106,0,1,0,1,0,0,0,0,0,0,1,3,4,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,490
179,"BHELAI KALA",571,537,0,1108,285,262,0,547,547,0,16,262,234,2,1,0,3,0,0,0,1,1,0,6,6,4,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,2,0,0,0,547
180,"BHELAI KHURD",374,327,0,701,221,202,0,423,423,0,14,129,229,6,5,0,0,2,0,0,2,0,1,1,4,9,2,0,1,1,0,0,6,2,0,1,1,3,0,0,0,3,0,0,1,423
181,LODHAWARIYA,509,461,0,970,286,241,0,527,527,0,69,177,228,2,4,0,1,1,1,1,0,0,0,2,9,3,2,0,1,0,1,0,3,1,0,0,3,6,2,2,2,4,1,0,1,527
182,NASARATPUR,646,512,2,1160,353,288,0,641,641,0,134,185,211,6,3,0,1,4,0,1,3,1,0,2,13,7,3,9,5,0,2,3,6,2,1,1,2,5,1,2,7,9,4,3,5,641
183,RAJAMAU,466,497,0,963,278,291,0,569,569,0,45,138,331,3,6,1,1,4,1,2,1,1,2,0,7,2,0,0,2,0,0,3,0,2,0,2,1,0,3,3,0,5,3,0,0,569
184,RAJAMAU,417,344,0,761,255,227,0,482,482,0,41,224,176,3,1,3,0,1,0,0,1,0,3,0,1,1,1,1,3,0,2,0,5,1,3,0,0,2,1,0,1,3,1,2,1,482
185,SARAIYA,285,267,0,552,177,170,0,347,347,0,5,229,93,1,0,1,2,3,0,1,0,0,1,0,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,347
186,ARIYAWAN,655,611,0,1266,328,385,0,713,713,0,30,409,205,6,6,1,2,2,0,1,2,3,2,2,8,5,5,3,0,0,1,1,3,1,1,0,1,6,2,1,0,1,1,0,2,713
187,ARIYAWAN,182,162,0,344,82,71,0,153,153,0,6,38,93,3,2,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,153
188,"KHANAPUR VAN",309,276,0,585,151,161,0,312,312,0,62,152,77,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,1,3,1,1,0,3,3,0,0,312
189,"SHANKARGANJ CHHATAHUA",608,570,0,1178,308,280,0,588,588,0,18,247,287,4,5,1,1,2,3,0,0,0,0,2,3,2,2,1,0,0,1,0,3,0,2,0,1,0,0,1,0,1,0,0,1,588
190,"SHANKARGANJ CHHATAHUA",739,661,0,1400,360,308,0,668,668,0,10,342,280,1,5,0,2,0,0,1,0,0,0,1,10,1,0,1,0,1,2,1,1,1,1,0,1,0,0,0,0,6,0,0,0,668
191,MEDHAUNA,573,548,0,1121,303,262,0,565,565,0,29,194,281,6,4,0,0,2,1,3,1,3,5,0,1,3,0,0,0,1,0,1,7,1,2,1,1,5,2,2,2,6,0,1,0,565
192,MEDHAUNA,640,606,0,1246,355,311,0,666,666,0,24,263,300,13,5,2,4,1,1,0,2,2,3,2,2,3,3,0,1,0,1,4,3,5,2,2,2,4,2,3,2,2,0,2,1,666
193,JAMURWAN,708,638,0,1346,343,295,0,638,638,0,32,211,339,4,2,3,1,0,1,3,1,1,0,0,9,2,3,1,2,2,1,1,5,1,0,0,2,3,2,0,3,3,0,0,0,638
194,JAMURWAN,560,491,0,1051,277,200,0,477,477,0,24,177,232,4,4,1,0,1,0,0,1,1,2,3,2,9,1,0,1,1,1,1,2,0,2,0,1,1,0,0,0,4,0,0,1,477
195,JAMURAWAN,493,466,0,959,267,289,0,556,556,0,30,254,197,3,2,0,1,1,1,1,0,0,0,0,5,3,4,2,2,2,1,1,9,4,2,1,6,5,1,6,2,4,0,3,3,556
196,TODARPUR,210,190,0,400,134,124,0,258,258,0,13,67,166,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,258
197,GADEHARI,715,648,0,1363,385,274,0,659,659,0,137,169,286,5,5,2,0,1,0,0,1,0,2,0,4,7,3,1,1,1,1,1,6,2,1,0,1,4,2,4,2,3,4,1,2,659
198,GADEHARI,640,601,0,1241,398,320,0,718,718,0,102,170,380,8,3,0,1,2,1,3,1,1,2,2,3,4,1,1,0,2,1,2,6,1,0,0,1,3,2,4,2,7,0,0,2,718
199,ASANI,801,618,0,1419,321,462,0,783,783,0,36,304,340,3,5,2,2,1,2,3,1,2,1,6,12,5,2,3,5,1,0,4,10,5,2,2,2,8,2,6,1,4,1,0,0,783
200,HANSWA,732,619,0,1351,433,418,0,851,851,0,51,423,261,5,4,2,0,1,0,2,2,2,2,4,6,3,3,15,11,3,2,1,3,4,2,1,3,6,3,7,2,5,5,4,3,851
201,KURA,552,513,0,1065,292,286,0,578,578,0,40,244,242,7,4,0,2,1,2,1,0,0,1,0,4,5,0,3,0,1,1,0,6,1,0,0,2,3,2,2,0,3,0,0,1,578
202,KURA,525,464,0,989,304,264,0,568,568,0,100,157,261,4,4,1,0,2,1,2,2,0,3,1,7,4,0,2,0,1,3,0,3,1,0,0,2,2,1,0,0,1,0,1,2,568
203,KURA,558,481,0,1039,296,273,0,569,569,0,56,205,223,10,2,2,1,0,0,2,0,0,3,2,4,6,3,13,11,3,2,0,3,1,0,1,2,2,1,3,4,4,0,0,0,569
204,NARAYANPUR,170,149,0,319,113,105,0,218,218,0,10,68,123,2,1,0,1,0,0,0,0,0,0,2,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,218
205,DHODHANPUR,543,446,0,989,237,200,0,437,437,0,18,205,147,3,4,0,0,0,2,0,0,0,0,0,5,2,3,14,4,0,1,4,6,3,0,0,5,3,0,2,2,1,0,1,2,437
206,DHODHANPUR,588,510,0,1098,311,291,0,602,602,0,16,437,95,7,2,2,0,3,1,0,0,1,0,0,2,4,2,2,1,2,0,1,3,4,0,0,4,5,1,1,1,3,1,1,0,602
207,AHURI,593,551,0,1144,294,268,0,562,562,0,24,171,318,4,2,0,1,1,0,1,1,0,0,0,7,2,2,1,1,0,0,2,3,4,0,0,4,5,1,1,1,3,1,1,0,562
208,AHURI,601,544,0,1145,272,255,0,527,527,0,27,157,289,6,5,1,0,0,0,1,0,1,1,1,6,2,1,2,1,0,0,1,4,3,0,3,1,2,2,2,1,4,0,2,1,527
209,AHURI,781,644,0,1425,332,208,0,540,540,0,45,262,136,4,3,4,0,0,1,2,0,0,3,2,6,12,2,1,0,0,0,4,4,3,0,0,4,12,0,3,5,11,6,2,3,540
210,LIHI,518,467,0,985,310,304,0,614,614,0,23,108,409,8,2,5,1,4,1,2,2,0,3,5,9,3,4,1,2,0,1,0,3,1,1,0,1,6,2,2,1,1,0,1,2,614
211,BERARA,820,710,0,1530,400,370,0,770,770,0,55,316,286,8,8,0,1,2,3,2,1,0,2,0,8,11,6,1,1,3,1,9,8,0,2,4,9,9,1,3,2,5,1,0,2,770
212,MIRAMAU,491,408,0,899,247,243,0,490,490,0,10,271,153,2,4,0,1,2,1,4,0,2,2,2,5,7,1,0,0,2,2,1,5,1,1,1,2,4,1,0,1,0,1,1,0,490
213,TAMAMAU,570,498,0,1068,275,293,0,568,568,0,5,384,136,3,1,2,0,0,2,1,1,1,2,2,9,3,0,2,3,1,1,0,0,1,0,2,0,2,0,0,2,1,0,1,0,568
214,BHAGIRATHPUR,570,527,0,1097,278,315,0,593,593,0,15,130,379,6,4,0,0,2,0,0,1,0,0,0,19,4,1,1,1,3,0,2,10,0,0,1,2,2,1,2,0,3,1,0,3,593
215,BHAGIRATHPUR,530,488,0,1018,277,316,0,593,593,0,6,175,357,6,7,2,0,1,0,6,1,1,2,5,8,5,0,2,0,0,0,0,1,2,1,0,0,2,0,0,1,2,0,0,0,593
216,SHAHMAU,799,659,0,1458,420,354,0,774,774,0,12,297,399,4,0,0,0,2,0,0,0,1,0,4,11,2,3,3,0,1,2,5,4,1,3,0,3,4,1,3,2,6,0,1,0,774
217,BELWAHASANPUR,718,643,0,1361,406,310,0,716,716,0,38,286,318,3,3,0,1,1,2,3,1,1,2,7,1,7,5,1,4,0,1,1,8,3,1,1,2,3,0,4,0,5,2,0,1,716
218,JNAPUR,731,638,0,1369,549,305,0,854,854,0,19,376,375,4,2,1,0,0,1,1,0,1,0,1,6,14,7,1,1,0,1,1,4,2,1,2,3,9,3,5,2,8,1,0,2,854
219,AGAUNA,570,482,0,1052,281,259,0,540,540,0,14,216,236,4,1,2,0,0,0,0,2,0,2,0,12,4,3,11,5,0,1,1,5,1,1,1,1,4,4,3,1,3,1,0,1,540
220,AGAUNA,263,264,0,527,180,156,0,336,336,0,4,147,152,1,6,0,1,0,0,2,0,0,0,0,3,2,1,1,3,0,1,1,2,3,0,0,1,1,0,1,1,1,0,0,1,336
221,JAIS,456,410,1,867,250,220,0,470,470,0,8,225,197,2,1,0,0,1,0,0,3,0,2,0,7,3,1,0,0,3,1,1,2,0,0,1,1,1,1,2,0,5,0,0,2,470
222,JAIS,615,514,0,1129,245,214,0,459,459,0,4,275,145,2,1,1,1,0,0,0,0,0,1,0,10,2,0,0,0,0,1,1,2,1,0,0,0,3,0,1,0,7,0,0,1,459
223,JAIS,476,390,0,866,245,190,0,435,435,0,11,212,165,2,3,3,1,1,1,1,0,1,1,1,11,1,1,2,5,0,0,1,4,0,1,1,1,0,1,1,0,2,0,0,0,435
224,JAIS,484,443,0,927,241,222,0,463,463,0,5,248,159,4,0,1,0,0,1,1,0,1,0,0,17,1,2,5,1,0,0,1,1,0,0,0,2,5,1,0,2,2,0,0,3,463
225,JAIS,448,446,0,894,213,193,0,406,406,0,40,243,92,1,1,0,0,1,1,2,1,0,1,0,4,3,2,0,0,0,0,1,0,0,0,0,0,0,2,2,1,5,1,0,2,406
226,JAIS,500,490,0,990,190,180,0,370,370,0,15,252,73,0,2,1,0,1,0,0,0,0,0,1,10,4,0,0,1,2,0,0,2,0,1,1,0,0,0,0,0,2,0,0,2,370
227,JAIS,638,590,0,1228,303,291,0,594,594,0,6,467,63,0,1,0,1,0,0,1,0,0,0,0,26,4,3,9,1,0,0,0,1,0,0,0,0,4,0,0,1,4,0,1,1,594
228,JAIS,529,445,0,974,257,225,0,482,482,0,36,348,52,0,0,9,1,0,0,0,0,0,0,0,15,3,3,1,0,0,0,0,1,0,2,1,1,1,0,2,1,2,2,1,0,482
229,JAIS,729,649,0,1378,402,335,0,737,737,0,5,583,115,1,1,2,1,0,0,0,0,2,0,0,14,0,0,2,2,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,3,737
230,JAIS,620,565,1,1186,309,295,0,604,604,0,26,373,177,0,1,3,1,0,0,2,0,1,0,0,5,1,3,3,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,2,604
231,JAIS,733,635,0,1368,329,278,0,607,607,0,17,347,199,2,0,0,0,0,0,0,0,0,0,0,18,2,1,2,0,0,0,0,1,3,0,1,2,2,5,2,1,1,1,0,0,607
232,JAIS,599,524,0,1123,208,191,0,399,399,0,7,316,43,1,0,0,0,0,1,1,0,1,0,0,16,0,2,1,0,0,1,0,0,0,0,0,1,2,1,1,1,3,0,0,0,399
233,JAIS,428,367,0,795,219,149,0,368,368,0,10,146,195,3,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,368
234,JAIS,580,492,0,1072,281,236,0,517,517,0,6,229,243,2,0,0,0,0,0,1,0,0,1,1,13,3,3,1,0,0,1,0,1,0,1,2,1,0,0,3,2,2,0,0,1,517
235,JAIS,500,421,0,921,230,188,0,418,418,0,8,308,57,0,1,1,0,0,0,0,0,0,0,0,26,1,1,1,0,1,1,2,0,0,0,0,0,3,2,2,1,0,1,0,1,418
236,JAIS,467,418,1,886,216,205,0,421,421,0,1,334,64,0,1,0,0,0,0,0,0,0,0,0,10,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,0,421
237,JAIS,455,488,0,943,160,124,0,284,284,0,1,226,13,0,1,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,1,1,3,284
238,JAIS,360,246,0,606,130,105,0,235,235,0,1,128,76,2,0,1,1,0,0,0,0,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,235
239,JAIS,770,700,0,1470,375,328,0,703,703,0,14,314,291,5,2,14,0,0,2,3,3,1,1,0,12,17,3,1,1,0,0,1,2,1,0,1,0,3,0,1,1,9,0,0,0,703
240,JAIS,768,649,0,1417,341,291,0,632,632,0,21,353,185,1,0,3,0,1,1,2,0,1,2,2,22,4,2,0,2,0,1,1,3,2,1,1,0,3,1,1,0,6,4,0,6,632
241,"MAULVI KHURD",675,591,0,1266,295,179,0,474,474,0,34,159,220,5,1,0,2,0,1,0,4,1,0,1,9,6,1,1,1,0,0,2,4,1,0,0,0,4,2,4,3,7,0,0,1,474
242,"MAULVI KHURD",798,664,0,1462,347,280,0,627,627,0,31,286,261,7,3,0,2,1,1,1,1,0,0,1,2,6,0,1,0,0,0,1,6,1,3,2,4,4,1,0,0,1,0,0,0,627
243,"MAULVI KHURD",493,418,0,911,289,243,0,532,532,0,40,320,103,4,4,1,0,0,0,3,0,0,2,3,7,9,0,1,2,0,1,2,5,2,3,2,1,3,0,3,3,7,0,0,1,532
244,JAIS,464,390,0,854,205,216,0,421,421,0,39,207,139,3,2,0,1,0,0,1,1,0,1,1,1,4,0,1,0,0,1,0,0,1,0,1,1,1,10,1,0,3,1,0,0,421
245,JAIS,500,438,0,938,213,174,0,387,387,0,9,179,127,0,3,3,14,1,0,0,1,1,1,0,19,1,3,2,1,0,2,1,3,1,0,2,4,2,0,2,1,2,1,0,1,387
246,JAIS,570,437,0,1007,260,169,0,429,429,0,9,131,203,3,9,2,2,1,2,3,0,2,3,2,4,10,5,1,2,0,0,1,2,3,0,2,4,3,3,2,4,5,2,2,2,429
247,JAIS,712,574,0,1286,288,265,0,553,553,0,13,235,188,6,2,3,0,2,1,0,0,0,2,2,10,13,6,6,4,2,5,3,8,2,2,3,3,6,4,3,1,7,4,2,5,553
248,JAIS,848,706,0,1554,379,202,0,581,581,0,24,282,221,3,2,3,1,0,0,1,1,0,0,1,19,1,4,2,4,1,0,0,1,1,0,1,1,3,0,1,0,2,1,0,0,581
249,KASIMPUR,860,750,0,1610,390,352,0,742,742,0,43,607,72,3,1,0,0,1,0,2,0,0,3,0,7,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,742
250,NAKADEIYAPUR,458,365,0,823,244,190,0,434,434,0,7,179,197,2,3,1,1,1,0,1,1,0,0,0,26,3,1,0,1,0,1,0,1,0,1,0,0,1,2,0,0,3,0,1,0,434
251,BAHADURPUR,446,397,0,843,258,174,0,432,432,0,2,164,229,3,2,0,0,0,0,1,1,0,0,1,12,0,2,1,0,1,0,0,3,2,0,0,1,0,2,2,0,1,0,0,2,432
252,BAHADURPUR,415,401,0,816,198,192,0,390,390,0,16,117,229,2,2,2,0,1,0,0,0,0,0,1,8,1,0,2,1,0,0,1,1,0,0,0,0,2,0,1,1,1,1,0,0,390
