"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AMEETA SINGH","2 - PAWAN PANDEY","3 - FEROZE VARUN GANDHI","4 - SHAKEEL AHMED","5 - GIRISH LAL","6 - DR. NAFEES AHMAD","7 - PITAMBAR NISHAD","8 - RAM MILAN","9 - MOHD SHAMIM","10 - SHIV SHANKAR","11 - SHAILENDRA PRATAP SINGH","12 - SARTAJ KHAN","13 - BRIJESH KUMAR","14 - VARUN GANDHI","15 - VIJAY","16 - None of the Above","Total Votes Secured"
163,"P.S. DHARAWAN PURBI BHAG",593,512,0,1105,255,285,0,540,525,0,5,48,60,405,1,0,0,0,0,0,3,3,0,6,2,7,540
164,"P.S. GARENT KURWAR R.NO. 1",388,353,0,741,303,178,0,481,481,0,8,109,281,53,0,0,0,0,0,0,17,3,3,3,2,2,481
165,"P.S. SARKAUDA PURBI BHAG R.NO. 1",424,370,0,794,206,183,0,389,388,0,9,54,228,82,1,1,0,0,0,2,0,0,1,9,2,0,389
166,"P.S. SARKAUDA PACHHIMI BHAG R.NO. 2",574,519,0,1093,233,302,0,535,535,0,20,91,190,213,2,1,0,0,0,0,1,2,1,8,3,3,535
167,"P.S. SARKAUDA MADHAY BHAG",549,475,0,1024,326,299,0,625,430,0,14,205,256,112,1,1,0,2,1,1,5,2,3,10,6,6,625
168,"P.S. SARKAUDA PACHHIMI BHAG",414,407,0,821,208,192,0,400,400,0,12,109,234,21,2,0,2,2,0,0,2,0,0,9,3,4,400
169,"P.S. HARAKHPUR PURBI BHAG",444,451,0,895,259,316,0,575,570,0,4,63,125,368,2,1,0,0,0,0,0,0,1,10,0,1,575
170,"P.S. HARAKHPUR PACHHIMI BHAG",457,403,0,860,280,252,0,532,500,0,12,64,86,356,5,1,0,0,0,1,0,0,2,4,0,1,532
171,"P.S. PURE BAKHAT KA PURWA MAJRE PATAIPUR R.NO. 1",562,472,0,1034,307,271,0,578,528,0,19,138,302,97,1,4,1,0,2,0,1,0,2,8,2,1,578
172,"P.S. MIRAPUR R.NO. 1",776,713,0,1489,418,485,0,903,903,0,8,69,138,669,5,2,0,2,0,0,1,0,4,3,1,1,903
173,"P.S. PARASIPUR R.NO. 1",600,507,0,1107,353,330,0,683,533,0,29,68,258,295,2,2,0,0,0,1,12,0,5,6,2,3,683
174,"P.S. CHITAIPUR R.NO. 1",378,339,0,717,206,190,0,396,396,0,10,76,177,117,1,0,1,1,0,0,8,0,4,0,1,0,396
175,"P.S. DEWALPUR R.NO. 1",581,511,0,1092,382,300,0,682,510,0,63,187,308,95,3,2,2,4,2,0,3,2,1,5,5,0,682
176,"P.S. PURE DAYARAM RAMBHADRA R.NO. 1",275,245,0,520,208,205,0,413,405,0,3,72,214,82,1,0,0,0,0,0,23,0,4,5,4,5,413
177,"P.S. KHARAGINPUR R.NO. 1",678,600,0,1278,389,344,0,733,733,0,7,168,497,46,0,0,2,0,0,0,3,0,1,9,0,0,733
178,"JUNIOR HIGH SCHOOL KURWAR PACHHIMI BHAG",824,682,0,1506,434,356,0,790,575,0,24,62,555,132,1,1,0,0,0,1,4,1,0,9,0,0,790
179,"JUNIOR HIGH SCHOOL KURWAR PURBI BHAG",870,738,1,1609,416,360,0,776,400,0,12,8,281,451,4,2,0,0,0,0,7,0,2,5,1,3,776
180,"BI0PI0I0KA0 KURWAR MADHAY BHAG 5",614,564,1,1179,380,202,0,582,500,0,30,162,187,184,2,3,0,1,0,0,2,0,2,4,4,1,582
181,"BI0PI0I0KA0 KURWAR MADHAY BHAG 6",729,663,0,1392,372,360,0,732,510,0,15,121,486,79,2,2,1,2,2,2,3,3,4,4,1,5,732
182,"BI0PI0I0KA0 KURWAR DACHHIRI BHAG",428,359,0,787,203,145,0,348,348,0,10,76,149,99,2,0,0,0,1,0,0,0,3,4,0,4,348
183,"P.S. ISARAULI R.NO. 1",455,419,0,874,269,251,0,520,515,0,41,156,250,52,2,7,0,1,2,0,3,0,1,4,0,1,520
184,"P.S. PRATAPPUR PURBI BHAG",635,499,0,1134,306,222,0,528,358,0,30,154,290,32,0,0,0,0,0,1,9,1,1,4,2,4,528
185,"P.S. PRATAPPUR PACHHIMI BHAG",363,327,0,690,223,184,0,407,407,0,0,2,7,3,1,9,0,0,0,0,0,0,18,235,120,12,407
186,"P.S. KHADAR BASANTPUR R.NO. 1",548,462,0,1010,385,339,0,724,724,0,8,90,585,25,1,2,4,2,1,1,0,0,1,4,0,0,724
187,"P.S. BAHUBARA R.NO. 1",675,566,0,1241,391,269,0,660,603,0,14,100,278,230,4,4,1,0,1,1,6,1,2,13,3,2,660
188,"P.S.MADHAUPUR ACHARYA R.NO. 1",494,441,0,935,239,264,0,503,232,0,32,34,355,46,1,5,2,1,1,2,0,3,3,14,3,1,503
189,"P.S. MADAHA R.NO. 1",346,285,0,631,208,165,0,373,373,0,7,93,224,34,0,1,0,2,1,0,0,0,1,5,4,1,373
190,"P.S. KHAJHAPUR R.NO. 1",304,265,0,569,157,153,0,310,276,0,12,103,153,1,0,0,1,3,0,3,2,2,5,17,3,5,310
191,"P.S. BASANTPUR TIWARIPUR ATRIKAT ROOM",526,496,0,1022,260,235,0,495,490,0,13,113,311,23,2,0,0,3,0,0,3,3,5,14,3,2,495
192,"P.S. MUDUWA PURBI BHAG",608,525,0,1133,307,304,0,611,611,0,1,76,439,31,2,9,7,3,3,1,3,3,6,24,1,2,611
193,"P.S. MUDUWA PACHHIMI BHAG",540,498,0,1038,262,242,0,504,504,0,6,115,297,47,1,2,1,1,1,6,4,0,2,19,0,2,504
194,"JUNIOR HIGH SCHOOL AGAI PURBI BHAG",730,630,0,1360,356,310,0,666,550,0,13,226,281,111,2,1,0,0,0,0,1,3,6,15,3,4,666
195,"JUNIOR HIGH SCHOOL AGAI PACHHIMI BHAG",493,432,0,925,209,196,0,405,405,0,7,46,322,8,2,4,0,0,1,1,1,2,5,5,0,1,405
196,"P.S. NEWARA R.NO. 1",285,253,0,538,159,158,0,317,292,0,3,99,187,19,1,0,0,0,0,0,1,0,0,7,0,0,317
197,"P.S. SADANWA R.NO. 1",569,480,0,1049,251,240,0,491,359,0,5,142,287,40,1,1,0,2,0,0,4,1,2,4,1,1,491
198,"P.S. AUDAHA R.NO. 1",351,305,0,656,195,137,0,332,252,0,8,55,246,7,0,1,0,0,0,0,0,0,2,10,3,0,332
199,"P.S. NAVGAWANTIR UTTARI BHAG",608,492,0,1100,350,263,0,613,613,0,25,120,419,25,0,1,1,1,0,0,2,1,3,12,2,1,613
200,"P.S. NAVGAWANTIR DACHHIRI BHAG",551,441,0,992,287,228,0,515,515,0,29,43,405,7,1,0,0,0,1,0,2,0,5,16,3,3,515
201,"JUNIOR HIGH SCHOOL BHANDAA PARASRAMPUR DACHHIRI BHAG",701,649,0,1350,347,355,0,702,702,0,73,84,437,53,2,5,5,2,0,2,4,1,6,19,1,8,702
202,"JUNIOR HIGH SCHOOL BHANDAA PARASRAMPUR UTTARI BHAG",832,692,0,1524,341,451,0,792,792,0,40,109,498,65,5,7,6,2,3,1,11,5,6,20,8,6,792
203,"JUNIOR HIGH SCHOOL BHANDAA PARASRAMPUR MADHAY BHAG",627,560,0,1187,350,326,0,676,676,0,53,168,383,26,3,0,1,1,3,1,7,4,4,15,3,4,676
204,"P.S. TIRCHHE R.NO. 1",317,267,0,584,188,191,0,379,300,0,12,116,207,29,1,3,0,0,0,1,2,1,1,5,1,0,379
205,"P.S. NIRSAHIYA R.NO. 1",488,444,0,932,283,310,0,593,300,0,22,63,252,67,2,6,148,1,1,0,5,4,4,9,5,4,593
206,"P.S. KUMHAI R.NO. 1",348,328,0,676,196,227,0,423,400,0,10,49,229,104,1,1,12,2,1,0,1,2,2,5,2,2,423
207,"P.S. SOHGAULI UTTARI BHAG",871,730,0,1601,485,345,0,830,830,0,21,125,470,164,6,2,1,4,0,1,1,0,4,16,4,11,830
208,"P.S. SOHGAULI DACHHIRI BHAG",429,360,0,789,212,185,0,397,397,0,9,171,178,9,2,0,0,0,1,0,4,1,7,6,6,3,397
209,"P.S. SOHGAULI MADHAY BHAG",508,443,0,951,291,227,0,518,518,0,21,137,270,66,0,1,1,3,0,1,6,0,0,7,1,4,518
210,"KANYA JUNIOR HIGH SCHOOL SOHGAULI R.NO. 1",606,541,0,1147,329,281,0,610,610,0,24,172,286,105,2,1,0,1,0,0,5,1,1,8,2,2,610
211,"P.S. BHAGWANPUR R.NO. 1",539,431,0,970,312,256,0,568,568,0,18,146,323,51,3,4,1,0,2,1,0,1,5,12,0,1,568
212,"I0PR0PA0 GAJENHADI PURBI BHAG",510,435,0,945,401,287,0,688,688,0,12,13,55,590,4,1,0,0,0,0,6,1,2,3,0,1,688
213,"I0PR0PA0 GAJENHADI MADHAY BHAG",471,432,0,903,355,278,0,633,633,0,6,2,25,594,1,0,0,1,1,0,1,0,0,0,0,2,633
214,"I0PR0PA0 GAJENHADI MADHAY BHAG",436,350,0,786,298,225,0,523,522,0,6,140,127,221,3,2,0,0,1,1,2,3,1,7,3,6,523
215,"P.S. UTTARDAHA R.NO. 1",583,504,0,1087,402,370,0,772,772,0,41,199,361,140,1,4,10,2,3,0,2,0,1,4,0,4,772
216,"P.S. BHADHARA R.NO. 1",448,412,0,860,306,270,0,576,576,0,25,235,180,101,1,1,1,0,0,1,3,1,5,10,3,9,576
217,"P.S. BABHANGAWAN R.NO. 1",766,638,0,1404,452,377,0,829,829,0,34,259,276,210,5,4,1,10,1,1,4,8,1,10,5,0,829
218,"P.S. DULLAPUR R.NO.1",494,437,0,931,228,312,0,540,530,0,25,41,87,359,2,0,0,0,0,0,10,1,2,8,1,4,540
219,"P.S. DULLAPUR R.NO. 2",338,293,0,631,210,196,0,406,406,0,10,100,221,49,1,2,0,4,0,0,1,0,4,8,5,1,406
220,"P.S. FIROJPUR KALAN R.NO. 1",836,694,0,1530,440,460,0,900,550,0,20,89,77,669,10,4,2,1,1,2,4,2,7,8,0,4,900
221,"P.S. KHANDSA R.NO. 1",432,383,0,815,258,271,0,529,494,0,5,67,30,424,1,0,0,0,0,0,1,0,0,1,0,0,529
222,"P.S. AJIYADAR DEVI R.NO. 1",336,312,0,648,193,181,0,374,374,0,27,98,204,27,0,1,1,1,1,2,1,2,3,2,2,2,374
223,"P.S UNCHGAON UTTARI BHAG",650,599,0,1249,372,387,0,759,650,0,25,59,436,195,1,4,2,1,1,2,5,2,1,20,2,3,759
224,"P.S. UNCHGAON DACHHIRI BHAG",824,724,0,1548,423,464,0,887,887,0,21,148,403,279,4,3,2,1,0,1,4,0,8,7,3,3,887
225,"P.S. GHUSIYARIYA R.NO. 1",565,522,0,1087,305,275,0,580,510,0,28,69,399,34,5,2,1,5,1,0,2,1,7,18,4,4,580
226,"P.S.RAMPUR MATHA R.NO. 1",399,362,0,761,265,197,0,462,461,0,57,87,265,18,1,2,2,0,2,2,1,3,4,17,0,1,462
227,"P.S. MAJHANA PURBI BHAG",773,697,0,1470,374,424,0,798,798,0,25,88,434,221,3,2,0,1,2,0,3,1,4,11,1,2,798
228,"P.S. MAJHANA PACHHIMI BHAG",701,633,0,1334,376,326,0,702,702,0,16,78,469,96,3,2,1,0,1,1,1,1,7,14,4,8,702
229,"P.S. BABURI PURBI BHAG",642,576,0,1218,401,306,0,707,707,0,40,236,371,31,1,1,2,2,0,0,1,0,3,15,3,1,707
230,"P.S. BABURI PACHHIMI BHAG",312,291,0,603,176,167,0,343,343,0,5,63,223,47,1,0,0,1,0,0,0,0,2,1,0,0,343
231,"P.S. SENDURI R.NO. 1",361,318,0,679,196,224,0,420,320,0,10,207,47,126,3,2,0,2,0,1,1,1,2,4,8,6,420
232,"BHARAT VI0PI0JU0GK0 SCHOOL KHOKHIPUR UTTARI BHAG",724,672,0,1396,419,409,0,828,828,0,12,151,294,336,2,2,1,2,0,0,8,2,4,6,3,5,828
233,"BHARAT VI0PI0JU0GK0 SCHOOL KHOKHIPUR MADHAY BHAG",393,347,0,740,225,202,0,427,300,0,4,1,136,277,1,0,1,1,0,0,2,0,1,2,0,1,427
234,"P.S. HARKHIPUR VIRAPUR R.NO. 1",458,392,0,850,273,245,0,518,508,0,27,139,195,123,1,2,3,1,0,1,7,0,3,7,6,3,518
235,"P.S. RAMPUR R.NO. 1",499,464,0,963,264,266,0,530,530,0,22,96,229,164,0,1,0,0,2,0,5,2,4,2,0,3,530
236,"P.S. DAUDPUR PURBI BHAG",687,635,0,1322,358,347,0,705,699,0,5,54,380,234,3,3,1,1,0,0,5,1,4,12,0,2,705
237,"P.S. DAUDPUR PACHHIMI BHAG",672,625,0,1297,400,384,0,784,784,0,12,140,331,262,4,2,0,0,2,0,1,2,6,16,1,5,784
238,"P.S DEWALPUR R.NO. 1",380,355,0,735,210,232,0,442,350,0,20,58,172,176,3,2,0,1,0,0,2,0,2,3,2,1,442
239,"P.S. HAJIPATTI PURBI BHAG",640,573,0,1213,395,351,0,746,546,0,17,53,333,310,1,5,0,1,0,2,1,1,5,7,3,7,746
240,"P.S. HAJIPATTI MADHAY BHAG",629,556,0,1185,321,337,0,658,658,0,30,62,79,473,2,1,0,1,1,1,1,1,2,2,0,2,658
241,"P.S. HAJIPATTI PACHHIMI BHAG",435,418,0,853,241,203,0,444,322,0,16,74,204,132,2,4,1,0,0,0,1,0,1,4,1,4,444
242,"P.S. KARAMCHANDPUR R.NO. 1",335,322,0,657,209,219,0,428,402,0,7,133,205,59,1,0,0,1,1,0,2,1,1,7,4,6,428
243,"P.S. NARAHI UTTARI BHAG",515,465,0,980,380,200,0,580,580,0,17,16,418,90,1,2,0,1,3,0,1,1,3,15,2,10,580
244,"P.S. NARAHI DACHHIRI BHAG",456,427,0,883,264,301,0,565,562,0,16,138,293,56,0,2,1,1,0,2,14,3,6,24,5,4,565
245,"JUNIOR HIGH SCHOOL BHANTI DACHHIRI BHAG",639,551,0,1190,294,260,0,554,430,0,14,178,238,97,2,1,0,0,0,0,8,0,4,7,4,1,554
246,"JUNIOR HIGH SCHOOL BHANTI MADHAY BHAG",717,608,0,1325,368,329,0,697,697,0,27,124,346,125,2,1,0,3,4,3,11,2,12,21,8,8,697
247,"P.S.DHARUPUR R.NO. 1",594,536,0,1130,346,339,0,685,665,0,17,148,369,108,2,2,2,0,0,1,2,1,5,25,2,1,685
248,"P.S. BUKUNPUR R.NO. 1",590,533,0,1123,280,270,0,550,550,0,6,49,2,476,7,2,0,1,0,0,2,1,0,0,1,3,550
249,"P.S. RAVANIYA PURAB PACHHIMI BHAG",552,442,0,994,419,303,0,722,622,0,17,15,78,588,2,1,0,0,0,2,2,1,4,6,3,3,722
250,"P.S. RAVANIYA PURAB PURBI ATRIKT ROOM",536,476,0,1012,285,231,0,516,516,0,11,26,266,161,5,5,2,1,3,2,0,2,3,14,6,9,516
251,"P.S. RAVANIYA PACHHIM PURBI BHAG",550,479,0,1029,286,267,0,553,540,0,10,113,224,171,9,1,0,2,1,0,5,2,4,7,2,2,553
252,"P.S. RAVANIYA PACHHIM P0 BHAG",384,350,1,735,211,204,0,415,415,0,5,27,241,116,1,2,1,0,0,0,4,1,3,10,1,3,415
253,"P.S. ASROGA R.NO.1",479,436,0,915,297,232,0,529,529,0,11,51,94,342,1,4,2,0,1,3,3,1,8,5,3,0,529
254,"P.S. SURJIPUR R.NO. 1",547,484,0,1031,336,336,0,672,660,0,13,118,156,360,2,4,0,0,0,1,1,1,1,6,4,5,672
255,"P.S. SARKANDEDIH PURBI BHAG",458,408,0,866,312,240,0,552,551,0,12,76,16,430,6,0,0,0,1,1,0,0,4,1,4,1,552
256,"P.S. SARKANDEDIH PACHHIMI BHAG",422,353,0,775,265,248,0,513,513,0,5,2,1,500,2,0,0,0,0,0,0,0,1,0,0,2,513
257,"P.S. SHAHPUR PURBI BHAG",779,640,0,1419,317,302,0,619,615,0,14,10,40,524,3,1,1,1,13,0,2,2,2,5,1,0,619
258,"P.S. SHAHPUR ATRIKT ROOM",629,553,0,1182,295,327,0,622,617,0,5,114,406,72,2,1,1,3,1,2,1,0,2,9,1,2,622
259,"P.S. RANKEDIH UTTARI BHAG",554,494,0,1048,258,232,0,490,490,0,17,133,68,250,0,1,0,0,5,1,5,1,2,5,1,1,490
260,"P.S. RANKEDIH DACHHIRI BHAG",627,565,0,1192,332,365,0,697,697,0,31,132,89,384,2,4,0,1,0,1,34,1,3,7,1,7,697
261,"PANCHAYAT BHAWAN MUDUI R.NO. 1",615,541,0,1156,386,456,0,842,841,0,18,118,136,551,3,2,1,0,0,0,5,0,3,4,1,0,842
262,"P.S. NAVGAWANRAYTASI UTTARI BHAG",525,480,0,1005,288,270,0,558,400,0,15,138,238,123,4,2,2,1,1,3,5,1,3,8,6,8,558
263,"P.S. NAVGAWANRAYTASI DACHHIRI BHAG",522,482,0,1004,298,247,0,545,545,0,5,27,383,107,1,0,3,0,1,1,2,0,3,8,0,4,545
264,"P.S. BARHAMJITPUR R.NO. 1",362,297,0,659,306,197,0,503,503,0,3,4,1,487,3,0,0,0,0,1,0,1,2,0,1,0,503
265,"P.S. PRATAPPUR R.NO. 1",470,441,0,911,237,287,0,524,390,0,8,45,51,405,2,0,1,0,0,1,3,1,2,3,0,2,524
266,"P.S. KOTWA R.NO. 1",499,462,0,961,216,284,0,500,500,0,18,54,16,384,0,2,1,1,0,1,11,2,2,4,1,3,500
267,"P.S. SHADIPUR R.NO. 1",444,448,0,892,237,267,0,504,504,0,3,31,190,246,5,2,1,4,1,1,1,2,4,8,4,1,504
268,"P.S. SHADIPUR R.NO. 2",325,292,0,617,186,175,0,361,361,0,3,47,151,137,2,0,0,1,0,0,2,2,4,6,2,4,361
269,"P.S. SHADIPUR R.NO. 3",354,330,0,684,192,216,0,408,406,0,12,21,155,208,3,1,0,1,1,1,0,0,0,3,0,2,408
270,"P.S. AJHUI R.NO. 1",647,524,0,1171,280,293,0,573,567,0,12,116,112,311,1,0,0,3,2,0,6,1,2,3,1,3,573
271,"P.S. AJHUI R.NO. 2",812,722,0,1534,329,346,0,675,675,0,13,96,32,507,1,1,1,2,0,2,5,0,6,6,1,2,675
272,"P.S. AJHUI R.NO. 3",560,432,0,992,220,188,0,408,312,0,27,77,71,207,2,2,0,1,1,1,3,2,1,5,5,3,408
273,"P.S. JUDUPUR R.NO. 1",835,707,0,1542,439,458,0,897,897,0,18,51,295,504,3,1,0,1,2,1,3,2,2,9,3,2,897
274,"P.S. HARAKHIPUR DAULATPUR R.NO. 1",439,431,0,870,306,295,0,601,401,0,11,145,287,133,1,0,1,0,0,0,1,1,3,11,4,3,601
275,"P.S. MANIYARPUR UTTARI BHAG",689,645,0,1334,466,359,0,825,825,0,6,92,58,650,5,1,0,0,0,1,1,1,2,2,1,5,825
276,"P.S. MANIYARPUR DACHHIRI BHAG",542,472,0,1014,356,300,0,656,656,0,25,61,121,441,1,2,0,0,0,0,2,0,0,3,0,0,656
277,"P.S. KACHNAWAN PURBI BHAG",294,302,0,596,167,178,0,345,320,0,7,86,115,125,1,0,0,0,0,0,3,1,0,2,4,1,345
278,"P.S. KACHNAWAN PACHHIMI BHAG",488,469,0,957,252,292,0,544,500,0,9,72,346,88,2,1,0,2,0,2,8,0,2,8,1,3,544
279,"P.S. TRILOKPUR R.NO. 1",340,331,0,671,201,250,0,451,451,0,36,86,177,139,0,2,0,0,0,2,2,0,1,3,1,2,451
280,"JUNIOR HIGH SCHOOL PIKAURA PACHHIMI BHAG",652,644,0,1296,433,354,0,787,787,0,15,63,267,411,10,1,0,1,0,1,2,1,5,7,1,2,787
281,"JUNIOR HIGH SCHOOL PIKAURA MADHAY BHAG",536,476,0,1012,381,305,0,686,686,0,8,124,503,36,3,1,1,0,0,0,0,2,3,4,0,1,686
282,"P.S. KAMOLIYA UTTARI BHAG",514,455,0,969,332,299,0,631,631,0,27,145,371,62,0,7,0,1,1,0,2,0,2,10,1,2,631
283,"P.S. KAMOLIYA DACHHIRI BHAG",778,720,0,1498,435,458,0,893,892,0,47,128,514,149,3,2,1,0,1,1,11,1,6,16,7,6,893
284,"JUNIOR HIGH SCHOOL DHAMMAUR UTTARI BHAG",389,336,0,725,223,196,0,419,178,0,41,82,206,66,2,0,0,2,2,1,2,0,2,9,1,3,419
285,"JUNIOR HIGH SCHOOL DHAMMAUR DACHHIRI BHAG",521,512,0,1033,287,297,0,584,553,0,78,98,241,121,2,4,0,3,2,2,8,4,7,9,2,3,584
286,"JUNIOR HIGH SCHOOL DHAMMAUR MADHAY BHAG",832,765,0,1597,488,458,0,946,612,0,61,56,673,111,3,6,1,0,2,2,2,1,6,13,5,4,946
287,"P.S. RAJAPUR PURBI BHAG",263,257,0,520,184,156,0,340,340,0,28,78,183,43,0,1,0,0,0,0,1,0,1,5,0,0,340
288,"JUNIOR HIGH SCHOOL SHANICHRA R.NO. 1",434,372,0,806,228,225,0,453,320,0,8,45,109,278,4,0,0,0,1,0,0,2,1,2,0,3,453
289,"P.S. UDHANPUR R.NO. 1",291,255,0,546,165,149,0,314,314,0,12,81,129,82,3,0,0,0,0,0,0,0,1,4,0,2,314
290,"P.S. KHETKURI MANBHAWANA R.NO. 1",590,535,0,1125,384,300,0,684,684,0,87,188,266,101,1,1,0,0,1,0,1,1,5,13,6,13,684
291,"P.S. DHAMMAUR R.NO. 1",422,413,0,835,210,217,0,427,425,0,36,19,265,94,0,0,1,0,1,0,1,1,2,5,1,1,427
292,"P.S. NURPUR MAMPUR R.NO. 1",667,588,0,1255,345,360,0,705,703,0,63,167,188,261,2,4,1,3,0,0,2,1,2,6,3,2,705
293,"P.S. RAMAIYAPUR PACHHIMI BHAG",303,283,0,586,183,161,0,344,344,0,32,28,71,204,3,0,0,0,0,0,1,0,0,2,1,2,344
294,"JUNIOR HIGH SCHOOL JAITAPUR R.NO. 1",365,328,0,693,244,240,0,484,484,0,27,85,293,47,3,0,0,0,1,1,4,0,5,12,4,2,484
295,"P.S. DHARMAITEPUR UTTARI BHAG",373,366,0,739,271,245,0,516,516,0,33,234,184,52,0,0,0,1,0,0,1,0,4,2,3,2,516
296,"P.S. DHARMAITEPUR DACHHIRI BHAG",329,303,0,632,217,186,0,403,380,0,18,58,151,143,2,3,0,2,1,0,4,1,1,13,3,3,403
297,"P.S. CHANDELEPUR UTTARI BHAG",302,277,0,579,174,168,0,342,342,0,27,55,216,26,0,2,2,1,1,0,1,2,1,8,0,0,342
298,"P.S. CHANDELEPUR DACHHIRI BHAG",339,319,0,658,217,184,0,401,401,0,13,117,119,136,2,2,1,0,0,0,0,2,3,4,0,2,401
299,"P.S. SAMANABHAR BURBI BHAG",657,600,1,1258,273,242,0,515,515,0,44,45,231,171,1,2,0,1,0,2,3,1,3,6,2,3,515
300,"P.S. SAMANABHAR PACHHIMI BHAG",235,220,0,455,103,130,0,233,233,0,13,118,72,21,1,0,0,2,1,0,0,2,0,1,0,2,233
301,"P.S. HUSEPUR SARAIYA R.NO. 1",323,306,0,629,177,188,0,365,365,0,29,82,151,82,1,1,0,1,2,0,1,0,5,5,4,1,365
302,"P.S. BIKANA BURBI BHAG",780,733,0,1513,418,489,0,907,907,0,52,230,320,262,3,2,2,1,1,1,0,6,3,8,6,10,907
303,"P.S. BIKANA PACHHIMI BHAG",563,504,0,1067,321,292,0,613,606,0,11,39,172,363,5,6,0,1,0,1,4,1,0,8,0,2,613
304,"P.S. UGHARPUR R.NO. 1",439,428,0,867,266,277,0,543,503,0,27,173,266,47,2,1,0,1,2,0,5,1,4,11,2,1,543
305,"P.S. UGHARPUR R.NO. 2",184,170,0,354,106,112,0,218,200,0,8,12,128,58,1,0,1,1,1,0,2,2,1,2,0,1,218
306,"PANCHAYAT BHAWAN UGHARPUR R.NO. 1",444,416,0,860,271,243,0,514,514,0,18,105,157,214,3,2,0,0,1,0,3,1,2,5,2,1,514
307,"P.S. PALIYA SECOND R.NO. 1",362,345,0,707,261,200,0,461,461,0,13,124,286,17,2,0,3,1,2,0,1,2,2,6,0,2,461
308,"P.S. PALIYA SECOND R.NO. 2",745,683,0,1428,476,338,0,814,664,0,28,269,314,135,9,1,1,2,2,2,6,5,10,20,4,6,814
309,"P.S. BANDHUAKALAN R.NO. 1",920,793,0,1713,241,185,0,426,207,0,7,3,107,300,1,2,0,1,2,0,0,0,1,0,1,1,426
310,"P.S. BANDHUAKALAN R.NO. 2",715,670,0,1385,421,377,0,798,798,0,14,36,458,245,3,1,5,0,1,0,3,3,8,10,3,8,798
311,"BABA SHAHAJRAM LAGHU MA0VI0 BANDHUAKALAN R.NO. 1",507,422,1,930,278,266,0,544,539,0,4,11,390,118,2,2,1,0,0,0,4,1,3,8,0,0,544
312,"BABA SHAHAJRAM LAGHU MA0VI0 BANDHUAKALAN R.NO. 2",749,638,0,1387,332,333,0,665,644,0,12,89,210,333,1,0,0,1,1,2,2,1,2,3,2,6,665
313,"JUNIOR HIGH SCHOOL HASANPUR UTTARI BHAG",365,402,0,767,187,189,0,376,241,0,8,30,116,201,1,2,0,0,0,0,4,0,2,10,1,1,376
314,"JUNIOR HIGH SCHOOL HASANPUR MADHAY BHAG",606,554,0,1160,272,248,0,520,520,0,7,27,66,404,2,2,1,2,0,0,4,2,2,1,0,0,520
315,"JUNIOR HIGH SCHOOL HASANPUR MADHAY BHAG",532,461,0,993,252,222,0,474,474,0,7,56,66,332,4,1,0,1,0,0,0,1,5,0,1,0,474
316,"JUNIOR HIGH SCHOOL HASANPUR DACHHIRI BHAG",472,416,0,888,204,217,0,421,400,0,9,44,28,327,2,2,1,0,0,1,1,0,1,2,0,3,421
317,"P.S. HASANPUR UTTARI BHAG",403,327,0,730,227,182,0,409,409,0,10,10,172,207,2,0,0,0,2,0,1,1,0,3,0,1,409
318,"P.S. HASANPUR DACHHIRI BHAG",507,426,0,933,236,204,0,440,435,0,4,8,84,341,1,0,0,0,0,0,0,0,0,1,1,0,440
319,"JUNIOR HIGH SCHOOL HASANPUR SECOND UTTARI BHAG",586,492,0,1078,373,300,0,673,673,0,9,88,132,430,3,0,0,0,2,0,5,0,1,2,0,1,673
320,"JUNIOR HIGH SCHOOL HASANPUR SECOND DACHHIRI BHAG",410,350,0,760,180,182,0,362,250,0,8,20,129,186,2,1,0,2,1,2,1,3,2,1,3,1,362
321,"P.S. HASANPUR ATRIKAT ROOM",546,483,0,1029,286,259,0,545,545,0,11,55,201,246,2,3,0,3,0,1,0,1,3,10,3,6,545
322,"P.S. BIBIGANJ UJAGIRGANJ R.NO. 1",568,536,0,1104,376,300,0,676,676,0,9,70,326,252,4,1,1,0,2,0,1,0,1,9,0,0,676
323,"P.S. BIBIGANJ UJAGIRGANJ R.NO. 2",434,379,0,813,329,222,0,551,551,0,32,125,199,180,3,0,0,0,1,1,2,0,1,3,3,1,551
324,"JUNIOR HIGH SCHOOL DEHALI MUBARAKPUR UTTARI BHAG",613,544,0,1157,246,319,0,565,345,0,6,54,87,387,5,3,0,1,0,0,3,4,3,5,2,5,565
325,"P.S. DEHALI MUBARAKPUR DACHHIRI BHAG",725,655,0,1380,372,383,0,755,755,0,27,88,183,433,4,1,2,1,0,1,1,1,1,8,0,4,755
326,"P.S. NONARA R.NO. 1",462,395,0,857,342,380,0,722,721,0,64,96,314,213,4,4,0,1,0,0,5,3,3,12,2,1,722
327,"P.S. TIKARIYA R.NO. 1",498,460,0,958,335,292,0,627,627,0,20,80,381,120,1,2,1,3,1,1,3,1,1,7,4,1,627
328,"P.S. KANUPUR R.NO. 1",402,355,0,757,236,241,0,477,475,0,6,63,245,129,3,3,0,0,1,0,2,3,6,8,5,3,477
