"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
162,P.P.MUSIYAR,736,625,0,1361,558,414,0,972,972,0,3,19,11,906,8,2,1,0,0,12,4,2,1,1,1,1,972
163,"P.P.SHERGANJ JALESAR",880,685,0,1565,556,361,0,917,122,0,12,51,429,385,0,1,0,0,0,2,2,28,0,4,1,2,917
164,"P.P.SHERGANJ JALESAR",724,636,0,1360,394,280,0,674,423,0,22,91,136,405,3,2,1,4,0,4,1,1,1,1,0,2,674
165,"G.G.I.C.JALESAR  R.N.1",412,351,0,763,259,176,0,435,236,0,8,61,35,324,0,2,0,0,0,0,1,0,1,1,2,0,435
166,"G.G.I.C.JALESAR R.N.2",682,607,0,1289,456,266,0,722,1,0,13,146,116,415,5,0,6,0,0,1,2,3,4,4,2,5,722
167,"ADARSH I.C.JALESAR R.N.1",489,462,0,951,313,242,0,555,555,0,9,138,313,45,1,2,0,0,0,0,5,5,31,2,4,0,555
168,"ADARSH I.C.R.N.5",499,438,0,937,316,247,0,563,553,0,10,129,349,40,1,0,1,0,1,0,1,1,22,4,2,2,563
169,"ADARSH I.C.JALESAR R.N.2",413,382,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"ADARSH I.C.JALESAR R.N.4",624,513,0,1137,358,245,0,603,40,0,14,126,184,252,1,0,2,0,1,1,3,3,6,3,1,6,603
171,"ADARSH I.C.JALESAR R.N.3",677,667,2,1346,364,295,0,659,659,0,48,73,313,208,0,1,0,0,2,2,6,1,1,1,2,1,659
172,"P.P.HATHODA R.N.1",554,466,0,1020,318,231,0,549,5,0,22,53,309,135,4,1,2,0,1,4,4,1,2,4,1,6,549
173,"P.P.HADHODA R.N.2",804,699,0,1503,543,386,0,929,487,0,13,48,134,721,3,2,0,0,0,5,0,0,1,0,0,2,929
174,"M.G.M.I.C.JALESAR R.N.1",804,674,0,1478,458,338,0,796,466,0,22,179,170,396,4,0,1,1,0,3,2,0,2,5,5,6,796
175,"M.G.M.I.C.JALESAR R.N.2",635,581,0,1216,385,338,0,723,455,0,16,215,47,424,5,2,1,1,0,0,2,1,7,0,1,1,723
176,"M.G.M.I.C.JALESAR R.N.3",539,468,0,1007,296,256,0,552,552,0,11,88,45,395,1,0,0,0,0,0,3,1,0,3,2,3,552
177,"M.G.M.I.C.JALESAR R.N.4",523,448,0,971,307,238,0,545,3,0,19,56,75,377,1,1,0,0,0,6,1,1,1,0,1,6,545
178,"M.G.M.I.C.JALESAR R.N.5",560,486,0,1046,334,254,0,588,65,0,3,385,136,48,3,0,0,1,1,3,1,0,1,2,4,0,588
179,"P.P.SARAYKHANAM R.N.1",416,369,0,785,244,214,0,458,300,0,15,8,82,340,1,1,0,0,0,1,0,0,2,2,1,5,458
180,"P.P.SARAYKHANAM R.N.2",777,686,0,1463,539,383,0,922,28,0,25,22,305,525,10,0,1,0,0,5,3,10,11,1,1,3,922
181,"TOWN P.S.JALESAR R.N.1",734,630,0,1364,399,299,0,698,650,0,16,32,325,292,9,1,0,0,0,5,3,2,3,7,1,2,698
182,"TOWN .P.S.JALESAR R.N.2",681,558,0,1239,426,281,0,707,435,0,14,29,501,157,2,0,0,0,0,0,0,0,2,2,0,0,707
183,"TOWN P.S.JALESAR R.N.3",685,587,0,1272,406,345,0,751,751,0,13,188,49,479,4,0,0,0,0,2,2,1,2,8,2,1,751
184,"P.P.DAULATPUR MUSHKI",383,338,0,721,331,266,0,597,33,0,2,0,550,44,0,0,0,0,0,1,0,0,0,0,0,0,597
185,"PANCHAYATGHAR BUDHERA",315,280,1,596,192,188,0,380,380,0,1,78,37,258,1,0,0,0,0,0,1,0,2,0,2,0,380
186,"P.P.HASANGARH R.N.1",701,625,0,1326,379,314,0,693,693,0,12,145,199,313,5,1,1,0,0,2,2,1,6,1,1,4,693
187,"P.P.NAGLA BANJARAN",313,219,0,532,127,116,0,243,100,0,1,3,108,128,0,0,0,0,0,0,0,0,2,0,0,1,243
188,P.P.RAJARAMPUR,265,216,0,481,220,187,0,407,46,0,0,381,3,21,0,1,0,0,0,0,0,0,0,1,0,0,407
189,"P.P.MOHAMMADPUR GAHARWAR",221,192,0,413,161,132,0,293,293,0,70,30,193,0,0,0,0,0,0,0,0,0,0,0,0,0,293
190,"P.P.REJUA R.N.1",533,474,0,1007,357,250,0,607,8,0,9,32,469,81,1,0,1,0,0,1,2,2,1,2,1,5,607
191,"P.P.REJUA NR.N.2",434,386,0,820,239,175,0,414,333,0,8,10,366,24,1,0,0,0,0,0,1,0,1,2,0,1,414
192,P.P.SILAMAI,404,374,0,778,376,258,0,634,634,0,1,0,567,56,0,0,0,0,1,5,0,0,2,1,0,1,634
193,P.P.BALESARA,701,622,0,1323,320,168,0,488,488,0,3,97,234,142,0,0,0,0,0,6,2,0,0,3,1,0,488
194,P.P.MANDANPUR,625,539,0,1164,385,312,0,697,10,0,9,305,259,106,5,0,0,0,1,0,1,0,3,5,2,1,697
195,P.P.BALIDADPUR,751,639,0,1390,365,167,0,532,532,0,4,7,438,70,0,0,0,0,0,1,1,1,1,4,1,4,532
196,P.P.BALIDADPUR,250,212,0,462,116,76,0,192,4,0,2,10,165,9,1,0,0,0,0,1,0,0,1,0,0,3,192
197,"P.P.KUSWA R.N.1",591,540,0,1131,264,201,0,465,98,0,4,174,97,183,1,1,0,0,0,0,0,1,2,2,0,0,465
198,"P.P.KUSWA R.N.2",585,499,0,1084,324,220,0,544,63,0,3,14,424,90,1,0,0,0,0,3,1,0,2,1,0,5,544
199,"P.P.MISAKALAN R.N.1",549,464,0,1013,229,133,0,362,14,0,18,9,98,224,2,0,0,1,0,1,1,0,3,1,1,3,362
200,"P.P.MISAKALAN R.N.2",521,465,0,986,250,160,0,410,260,0,19,89,25,268,0,1,0,1,0,3,0,0,1,2,0,1,410
201,"P.P.BARAIKALIYANPUR R.N.1",580,490,0,1070,336,281,0,617,617,0,23,44,292,233,6,2,0,2,0,3,1,0,2,3,3,3,617
202,"P.P.NAGLA BALE",441,372,0,813,399,295,0,694,305,0,2,0,5,678,1,1,0,0,0,1,1,1,1,2,0,1,694
203,J.H.S.KHUSHRAI,689,614,1,1304,477,393,0,870,211,0,7,3,15,822,2,2,1,2,1,5,3,1,3,2,1,0,870
204,"P.P.VEERNAGAR R.N.1",646,576,0,1222,362,330,0,692,692,0,14,133,127,394,0,0,1,0,0,4,7,1,2,5,1,3,692
205,"P.P.VEERNAGAR R.N.2",233,201,0,434,144,110,0,254,3,0,1,25,28,196,0,0,0,1,2,1,0,0,0,0,0,0,254
206,P.P.RUDRAPUR,265,226,0,491,193,165,0,358,18,0,1,4,96,245,0,0,0,0,1,0,5,4,0,1,1,0,358
207,"J.I.C.AWAGARH R.N.1",653,519,0,1172,334,232,0,566,49,0,11,63,168,296,6,1,0,0,0,0,5,3,3,8,0,2,566
208,P.P.KHANA,220,179,0,399,188,145,0,333,9,0,0,11,291,23,0,1,0,0,0,1,1,1,0,3,0,1,333
209,"P.P.MANDPURA R.N.1",730,631,0,1361,408,349,0,757,534,0,16,233,72,409,3,0,0,1,1,0,3,4,5,4,2,4,757
210,"J.H.S.YADAV NAGAR",376,344,0,720,235,194,0,429,320,0,2,7,304,111,1,0,0,0,0,0,0,0,0,1,0,3,429
211,"J.I.C.AWAGARH R.N.2",705,627,0,1332,410,391,0,801,801,0,8,201,67,488,2,1,3,1,1,0,9,5,4,5,1,5,801
212,"J.I.C.AWAGARH R.N.3",630,585,0,1215,386,310,0,696,696,0,26,53,161,437,0,1,0,1,1,10,1,0,2,2,1,0,696
213,"VIKASKHAND OFFICE AWAGARH",650,573,0,1223,452,313,0,765,765,0,18,13,66,641,3,2,1,0,0,15,2,0,2,1,1,0,765
214,P.P.MO.KHIDKI,744,671,2,1417,585,324,0,909,909,0,13,13,134,739,0,1,0,0,0,0,3,1,1,0,1,3,909
215,"TOWN AREA OFFICE AWAGARH R.N.2",275,244,0,519,170,144,0,314,15,0,4,3,30,271,2,0,0,0,0,2,1,0,0,1,0,0,314
216,"TOWN AREA AWAGARH R.N.3",473,470,0,943,269,259,0,528,21,0,16,24,91,386,1,1,1,0,0,0,1,1,1,3,1,1,528
217,"VIKASKHAND OFFICE AWAGARH MEETING HALL",609,568,0,1177,379,308,0,687,263,0,18,21,65,559,3,0,0,1,0,4,0,1,3,6,1,5,687
218,"VIKASKHAND OFFICE AWAGARH MEETING HALL",719,641,1,1361,384,319,0,703,703,0,19,33,125,504,2,3,1,0,0,3,2,2,2,3,1,3,703
219,"P.P.JINAWALI R.N.1",454,413,0,867,327,266,0,593,287,0,12,97,94,377,0,0,0,1,1,0,2,0,6,2,1,0,593
220,"P.P.JINAWALI R.N.2",252,218,0,470,181,163,0,344,15,0,0,5,100,231,0,1,0,1,0,1,2,1,1,0,1,0,344
221,P.P.KALIYANPUR,391,328,0,719,143,171,0,314,110,0,5,75,3,218,3,0,0,1,0,0,3,0,1,2,2,1,314
222,P.P.SARANI,461,393,0,854,295,230,0,525,28,0,33,82,81,305,3,1,1,0,0,1,3,2,6,3,0,4,525
223,"P.P.SHAHNUA R.N.1",654,557,0,1211,447,339,0,786,42,0,28,339,43,351,5,0,1,1,0,8,1,2,2,2,1,2,786
224,"P.P.SHAHNUA R.N.2",348,299,0,647,193,158,0,351,17,0,4,180,9,143,3,0,0,0,0,1,3,0,5,2,1,0,351
225,P.P.ABHAYRAJPUR,248,225,0,473,191,171,0,362,204,0,6,98,9,238,0,0,0,0,1,7,0,0,2,0,1,0,362
226,P.P.GADESARA,409,366,0,775,266,210,0,476,476,0,2,132,145,185,2,0,0,0,2,0,1,2,2,2,1,0,476
227,"P.P.KHEDIYA TAJ",497,421,0,918,299,271,0,570,570,0,15,133,203,193,2,0,2,0,1,1,3,0,5,2,6,4,570
228,"P.P.BARA BHODELA",781,696,1,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,"J.H.S PONDRI  R.N.1",579,574,0,1153,370,310,0,680,6,0,25,178,114,339,4,2,1,2,1,0,3,3,2,1,1,4,680
230,"J.H.S.PONDRI R.N.2",462,426,0,888,311,235,0,546,216,0,18,125,54,333,4,1,0,0,0,3,2,1,3,0,0,2,546
231,"P.P.BORRA KHURD",696,576,0,1272,400,296,0,696,600,0,5,238,138,265,5,2,0,3,0,3,9,3,6,8,4,7,696
232,P.P.NARAUVEERNAGAR,859,748,0,1607,538,434,0,972,83,0,6,345,49,549,5,2,1,1,1,2,0,3,2,2,4,0,972
233,P.P.LODHIPUR,372,315,0,687,323,257,0,580,4,0,0,19,5,553,1,0,0,0,0,0,0,0,0,0,1,1,580
234,"P.P.DAULATPUR GILOLA",254,234,0,488,183,171,0,354,354,0,0,61,28,259,2,0,0,0,0,0,2,0,0,1,0,1,354
235,"P.P.MAHKIKHURD KALAN",485,422,0,907,366,266,0,632,49,0,3,89,159,369,3,0,0,0,0,0,1,1,4,1,2,0,632
236,P.P.PUNHERA,705,602,0,1307,426,342,0,768,760,0,31,10,85,629,1,1,1,1,0,2,3,0,2,1,0,1,768
237,J.H.S.PUNHERA,544,448,0,992,305,243,0,548,548,0,5,248,42,230,5,0,1,0,0,1,2,2,4,3,3,2,548
238,S.S.S.U.M.V.N.BHOODH,185,163,0,348,155,115,0,270,230,0,1,40,21,204,0,0,0,1,0,0,0,0,0,0,2,1,270
239,P.P.MOHANPUR,449,382,0,831,315,257,0,572,547,0,5,229,8,321,1,0,0,2,0,0,2,1,1,0,0,2,572
240,P.P.MAUJAMPUR,372,329,0,701,215,138,0,353,2,0,5,3,118,227,0,0,0,0,0,0,0,0,0,0,0,0,353
241,"P.P.SANTHANAVIPUR R.N.1",356,305,0,661,192,156,0,348,348,0,4,195,17,124,1,0,1,0,0,0,1,0,1,3,1,0,348
242,"P.P.SANTHANAVIPUR R.N.2",357,304,0,661,252,207,0,459,459,0,8,135,1,294,2,0,9,0,0,1,0,0,1,1,3,4,459
243,P.P.RASIDPUR,503,486,0,989,332,246,0,578,37,0,0,5,467,95,0,1,0,1,0,0,1,0,3,4,0,1,578
244,"P.P.AKBARPUR SANTHA R.N.1",627,532,0,1159,540,403,0,943,599,0,0,1,10,930,2,0,0,0,0,0,0,0,0,0,0,0,943
245,"P.P.KOSMA R.N.1",216,186,0,402,153,105,0,258,12,0,0,19,25,204,0,0,0,0,1,0,1,1,2,2,0,3,258
246,"P.P.KOSMA R.N.2",682,592,0,1274,457,299,0,756,42,0,5,115,191,417,5,0,0,0,0,2,6,2,4,6,1,2,756
247,P.P.GOPALPUR,698,598,0,1296,480,430,0,910,2,0,3,362,26,491,5,0,1,0,0,3,5,1,6,3,2,2,910
248,"P.P.RAMALPUR TIMRUA",742,603,0,1345,552,354,0,906,17,0,8,7,747,142,0,0,0,0,0,2,0,0,0,0,0,0,906
249,"P.P.BAHADURPUR KASIMPUR",488,395,0,883,355,250,0,605,585,0,30,10,500,54,3,0,1,0,0,0,0,0,2,3,1,1,605
250,"P.P.BARASAMASPUR R.N.1",608,514,0,1122,333,231,0,564,134,0,37,166,82,262,3,0,1,1,0,4,3,0,3,1,0,1,564
251,"P.P.BARASAMASPUR R.N.2",509,429,0,938,255,170,0,425,346,0,2,173,51,194,0,0,0,0,0,1,0,0,0,2,1,1,425
252,"P.P.TAKHAWAN UTTAR",639,538,0,1177,399,305,0,704,40,0,8,383,54,211,5,1,1,1,0,0,1,1,3,28,6,1,704
253,P.P.BABUGARH,470,388,0,858,271,198,0,469,119,0,8,9,162,277,2,0,0,0,0,4,2,2,2,0,0,1,469
254,"S.B.S.S.I.C.SHAKRAULI R.N.1",570,493,0,1063,362,271,0,633,70,0,26,115,91,378,6,1,1,0,0,2,1,1,6,2,1,2,633
255,"P.P.SHAKRAULI R.N.1",478,391,0,869,270,170,0,440,140,0,13,166,21,218,3,2,1,0,3,1,1,0,2,4,1,4,440
256,"P.P.NAGLA UDI",477,426,0,903,321,320,0,641,641,0,11,16,101,496,5,1,1,0,0,1,4,2,1,0,0,2,641
257,P.P.BRAJPUR,199,169,0,368,178,157,0,335,55,0,0,0,2,330,3,0,0,0,0,0,0,0,0,0,0,0,335
258,P.P.BALGARHI,443,344,0,787,285,202,0,487,16,0,3,36,6,433,2,0,1,0,1,1,0,0,1,1,0,2,487
259,P.P.DHARAMPUR,376,319,0,695,257,199,0,456,140,0,3,196,46,197,3,0,0,0,0,1,2,0,1,1,3,3,456
260,P.P.MAHAPUR,524,448,0,972,452,350,0,802,802,0,2,3,18,772,1,0,0,1,0,1,1,1,1,1,0,0,802
261,"P.P.BADANPUR KAZIPUR R.N.1",610,514,0,1124,391,415,0,806,14,0,1,8,746,26,1,2,0,0,0,1,1,1,7,9,0,3,806
262,"P.P.BADANPUR KAZIPIR R.N.2",345,283,0,628,265,191,0,456,25,0,1,36,397,19,2,0,0,0,0,0,1,0,0,0,0,0,456
263,P.P.KARTHNI,405,354,0,759,312,254,0,566,566,0,4,4,491,61,0,1,0,1,0,1,0,1,1,1,0,0,566
264,P.P.SONA,654,553,0,1207,355,304,0,659,40,0,3,48,185,409,4,1,2,0,0,0,3,1,0,2,0,1,659
265,"P.P.BALIPUR URF NAGLA BALE",254,236,0,490,192,171,0,363,5,0,0,326,3,32,1,0,0,0,0,0,0,0,0,1,0,0,363
266,P.P.MAI,491,424,0,915,292,237,0,529,63,0,26,88,88,313,2,1,0,0,0,3,2,0,1,2,1,2,529
267,"P.P.BADANPUR KUNJMANPUR",370,303,0,673,294,193,0,487,99,0,6,22,12,437,3,0,0,0,0,1,0,0,3,2,0,1,487
268,"P.P.HASANALIPUR BASAI",416,365,0,781,336,271,0,607,48,0,3,59,7,534,3,0,0,0,0,0,0,0,0,0,1,0,607
269,P.P.JALUKHEDA,584,501,2,1087,377,274,0,651,20,0,13,212,42,333,4,0,0,1,1,1,4,4,15,8,8,5,651
270,P.P.DOSHPUR,348,303,0,651,239,194,0,433,43,0,2,32,164,223,2,0,1,0,0,0,0,1,4,3,0,1,433
271,P.P.GAHLA,244,215,0,459,151,138,0,289,26,0,0,75,29,177,2,1,0,0,0,1,0,1,0,2,1,0,289
272,"P.P.BORRAKALAN R.N.1",681,573,0,1254,409,354,0,763,293,0,3,46,197,494,5,0,0,0,1,1,5,2,4,2,0,3,763
273,"P.P.BORRAKALAN R.N.2",538,442,0,980,315,268,0,583,105,0,0,54,20,493,6,0,0,0,0,0,2,0,5,2,0,1,583
274,P.P.BHOJPUR,239,200,0,439,185,164,0,349,1,0,1,156,11,176,0,0,0,0,0,0,0,1,1,3,0,0,349
275,"P.P.NAGLA RANA",305,252,0,557,250,198,0,448,7,0,6,76,35,307,1,0,1,2,1,11,2,1,2,3,0,0,448
276,P.P.TISAR,597,532,0,1129,369,306,0,675,1,0,16,5,210,430,4,0,0,0,0,1,2,0,2,2,1,2,675
277,P.P.CHURTHRA,520,425,0,945,351,268,0,619,115,0,5,118,316,169,1,0,0,0,0,4,0,0,3,1,2,0,619
278,"P.P.BABARPUR R.N.1",547,470,0,1017,301,229,0,530,4,0,3,137,146,231,1,0,0,0,0,1,1,0,6,0,2,2,530
279,P.P.LALPUR,288,241,0,529,284,226,0,510,305,0,4,65,6,432,2,0,0,0,0,0,1,0,0,0,0,0,510
280,"P.P.BHOODH NAGARIYA",183,164,0,347,119,113,0,232,232,0,2,75,31,120,0,0,0,0,0,0,1,0,0,2,1,0,232
281,P.P.NEEMKHEDA,596,497,0,1093,408,304,0,712,712,0,2,118,92,493,3,1,0,0,0,0,1,0,0,1,1,0,712
282,"P.P.NAGLA SUKHDEV",456,382,0,838,369,224,0,593,593,0,4,26,31,519,4,1,0,0,2,2,1,0,0,2,0,1,593
283,P.P.GWALIYRA,535,455,0,990,361,289,0,650,650,0,4,385,22,218,3,1,0,1,0,0,2,0,3,2,7,2,650
284,P.P.MUDHSAWA,439,395,0,834,323,241,0,564,150,0,2,37,37,477,0,0,0,0,0,2,1,1,2,2,1,2,564
285,"P.P.ISAULI R.N.1",603,524,0,1127,346,230,0,576,85,0,35,133,40,318,5,2,0,1,1,1,3,3,12,8,6,8,576
286,"P.P.ISAULI R.N.2",276,208,0,484,153,106,0,259,12,0,2,114,78,58,1,0,0,0,0,0,0,1,1,0,2,2,259
287,"P.P.BHEEL NAGAR",458,374,0,832,313,217,0,530,530,0,2,78,130,307,1,0,0,0,0,0,3,2,2,3,1,1,530
288,"P.P.JARANI KHURD KALAN UTTAR",659,554,0,1213,368,326,0,694,694,0,11,178,119,364,4,0,2,0,0,4,4,1,3,3,0,1,694
289,"P.P.JARANI KHURD KALAN DAKSHIN",1025,737,0,1762,313,226,0,539,400,0,1,271,51,203,2,0,0,0,0,0,1,0,2,3,3,2,539
290,P.P.KHATAUTA,279,241,0,520,199,153,0,352,115,0,11,186,39,100,2,1,0,3,1,1,2,0,0,3,1,2,352
291,"P.P.NAGLA RUPI",544,497,0,1041,483,416,0,899,899,0,4,4,836,37,2,1,1,0,1,0,0,1,2,8,1,1,899
292,"J.H.S.KHATAUTA R.N.1",605,533,0,1138,358,297,0,655,460,0,6,106,282,242,1,0,1,1,0,1,4,2,4,1,1,3,655
293,"P.P.TIKATHAR R.N.1",799,654,0,1453,451,328,0,779,168,0,5,278,40,414,3,2,0,1,1,0,7,2,6,8,4,8,779
294,"P.P.TIKATHAR R.N.2",314,248,0,562,177,139,0,316,227,0,2,147,51,105,1,0,0,0,0,0,2,1,3,4,0,0,316
295,P.P.SIKRARI,539,457,0,996,337,238,0,575,300,0,4,84,280,189,3,0,0,0,0,1,2,2,3,1,3,3,575
296,P.P.HINAUNA,529,459,0,988,382,325,0,707,59,0,1,110,37,536,4,2,0,1,0,3,0,2,6,3,1,1,707
297,"P.P.NAGLA RAMJEET",201,189,0,390,194,175,0,369,369,0,3,2,353,6,2,0,0,0,0,0,0,0,2,1,0,0,369
298,P.P.ONERA,371,322,0,693,270,185,0,455,455,0,7,113,56,264,4,0,0,0,0,3,1,0,2,2,1,2,455
299,"P.P.ROHINA MIRZAPUR",541,482,0,1023,321,246,0,567,567,0,10,234,156,150,5,0,1,0,0,0,1,0,3,5,1,1,567
300,"J.H.S.JAGATPUR MAJRA ROHINA MIRZAPUR",337,274,0,611,175,137,0,312,145,0,0,2,143,165,1,0,0,0,0,0,1,0,0,0,0,0,312
301,P.P.BHARKANA,494,423,0,917,400,348,0,748,3,0,4,191,502,33,4,1,0,0,0,1,0,1,1,6,3,1,748
302,"P.P.NAGLA KHADI MAJRA ROHINA MIRZAPUR",288,282,0,570,186,144,0,330,130,0,2,28,185,106,2,0,0,0,1,3,1,0,1,0,1,0,330
303,P.P.TODARPUR,399,343,0,742,312,206,0,518,220,0,2,7,408,97,2,0,0,0,0,0,0,1,1,0,0,0,518
304,"P.P.MIRZAPUR MAJRA ROHINA MIRZAPUR",769,649,0,1418,431,304,0,735,187,0,10,41,299,355,6,1,0,1,0,0,5,1,4,6,2,4,735
