"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - GIRISH CHANDRA","2 - YASHWANT SINGH","3 - YASHVIR SINGH","4 - OMPRAKASH RAVI","5 - TEJ SINGH","6 - BHAGWAN DASS RATHOR","7 - MANJU DEVI","8 - VINOD KUMAR","9 - SHARISHTHA KUMAR SINGH","10 - SHEESHRAM SINGH RAVI","11 - SARIKA","12 - ASARPAT SINGH","13 - SHAMSHER","14 - SUNIL","15 - None of the Above","Total Votes Secured"
163,"JHS PARWATPUR MAKHDOOMPUR ROOM NO.-2",519,440,0,959,349,323,0,672,668,0,249,402,12,2,1,0,0,0,0,0,0,0,2,0,4,672
164,"PRIMARY SCHOOL ISSEPUR ROOM NO.-1",529,487,0,1016,404,373,0,777,769,0,309,400,15,3,8,0,11,0,4,2,4,4,1,8,8,777
165,"PRIMARY SCHOOL ISSEPUR ROOM NO.-2",432,410,0,842,318,292,0,610,600,0,295,280,5,5,1,0,2,1,0,1,2,1,0,4,13,610
166,"PRIMARY SCHOOL AZAMPUR GAZI",299,282,0,581,195,191,0,386,386,0,130,104,133,1,3,2,0,0,0,4,1,1,2,3,2,386
167,"PRIMARY SCHOOL MOH. ALIPUR PARMA",515,507,1,1023,315,341,0,656,644,0,261,182,185,0,3,0,0,4,0,5,5,2,5,1,3,656
168,"PRIMARY SCHOOL BHADOLA",549,506,0,1055,371,359,0,730,730,0,266,424,19,1,1,0,0,0,0,0,0,4,0,5,10,730
169,"PRIMARY SCHOOL SARAI SAID GHORA",267,230,1,498,187,171,0,358,358,0,15,315,7,0,1,4,1,0,0,0,1,2,1,6,5,358
170,"PRIMARY SCHOOL JHAKKAKI",662,611,0,1273,451,421,0,872,852,0,221,376,239,3,0,1,2,2,3,0,0,3,6,4,12,872
171,"PRIMARY SCHOOL MOZZAMPUR SADAT",615,524,0,1139,437,385,0,822,822,0,401,394,5,1,1,0,3,2,0,0,1,1,1,5,7,822
172,"PRIMARY SCHOOL RAMPURI ROOM NO.-1",767,697,0,1464,433,443,0,876,796,0,53,182,603,4,2,3,3,1,1,0,5,1,8,5,5,876
173,"PRIMARY SCHOOL RAMPURI ROOM NO.-2",749,653,0,1402,415,415,0,830,737,0,85,165,537,6,5,1,2,0,2,6,4,2,8,2,5,830
174,"PRIMARY SCHOOL KANAKPUR ROOM NO.-1",636,590,0,1226,385,422,0,807,807,0,454,55,270,3,0,0,1,2,1,8,1,3,1,2,6,807
175,"PRIMARY SCHOOL KANAKPUR ROOM NO.-2",632,587,0,1219,368,410,0,778,778,0,103,226,414,10,3,0,0,1,1,5,2,4,4,2,3,778
176,"JHS AKBARPUR AAWLA",765,667,1,1433,465,491,0,956,950,0,75,421,410,6,1,0,0,0,0,0,19,4,13,4,3,956
177,"PRIMARY SCHOOL KISHANPUR AAWLA",344,312,0,656,254,241,0,495,491,0,44,435,8,1,1,0,0,0,1,0,0,2,0,1,2,495
178,"PRIMARY SCHOOL KISHANPUR",476,439,0,915,373,360,0,733,733,0,313,267,121,2,2,12,3,0,1,0,1,3,3,2,3,733
179,"PRIMARY SCHOOL JAHANABAD",603,570,0,1173,421,422,0,843,842,0,376,383,61,2,2,1,0,0,0,0,1,1,4,4,8,843
180,"PRIMARY SCHOOL AKBARPUR CHAUGAWA ROOM NO.-1",513,454,0,967,387,359,0,746,742,0,227,307,186,1,4,1,2,3,0,2,1,4,3,2,3,746
181,"PRIMARY SCHOOL AKBARPUR CHAUGAWA ROOM NO.-2",477,450,0,927,328,339,0,667,657,0,290,124,219,6,1,3,1,1,1,6,1,1,3,3,7,667
182,"PRIMARY SCHOOL MOZZAMPUR TULSI ROOM NO.-1",556,446,0,1002,387,330,0,717,714,0,70,9,580,4,3,1,1,0,0,1,4,8,23,4,9,717
183,"PRIMARY SCHOOL MOZZAMPUR TULSI ROOM NO.-2",533,451,0,984,291,276,0,567,567,0,58,141,348,4,1,2,2,0,1,1,5,1,2,1,0,567
184,"MDKV INTER COLLAGE NAJIBABAD ROOM NO.-1",749,784,1,1534,431,421,0,852,842,0,10,799,14,1,3,4,0,0,0,2,6,2,1,3,7,852
185,"MDKV INTER COLLAGE NAJIBABAD ROOM NO.-2",436,406,0,842,196,177,0,373,373,0,32,75,251,2,0,0,0,0,0,5,2,0,2,1,3,373
186,"MDKV INTER COLLAGE NAJIBABAD ROOM NO.-3",501,468,0,969,243,280,0,523,523,0,25,317,149,0,1,3,3,1,0,13,2,2,1,3,3,523
187,"MDKV INTER COLLAGE NAJIBABAD ROOM NO.-4",415,374,0,789,216,197,0,413,413,0,40,155,207,0,1,0,0,0,0,7,1,0,1,0,1,413
188,"MDKV INTER COLLAGE NAJIBABAD ROOM NO.-5",405,352,0,757,213,199,0,412,412,0,51,134,217,0,0,0,0,0,0,7,1,0,1,0,1,412
189,"MDS INTER COLLAGE NAJIBABAD ROOM NO.-1",593,517,0,1110,270,262,0,532,513,0,11,301,208,0,0,0,0,0,0,0,2,0,4,0,6,532
190,"MDS INTER COLLAGE NAJIBABAD ROOM NO.-2",385,355,0,740,222,193,0,415,415,0,3,398,8,1,0,1,0,0,0,0,3,0,0,0,1,415
191,"MDS INTER COLLAGE NAJIBABAD ROOM NO.-3",526,527,0,1053,289,235,0,524,515,0,7,397,106,5,0,1,0,0,0,1,5,0,1,0,1,524
192,"RAMA JAIN KANYA DIGREE COLLAGE NAJIBABAD ROOM NO.-1",533,478,0,1011,269,216,0,485,468,0,43,116,311,1,0,8,0,0,0,1,5,0,0,0,0,485
193,"RAMA JAIN KANYA DIGREE COLLAGE NAJIBABAD ROOM NO.-2",379,393,0,772,267,247,0,514,514,0,5,368,127,0,0,2,0,1,0,0,9,0,0,0,2,514
194,"MOHD ALI JOHAR GIRLS JHS RAMPURA NAJIBABAD ROOM NO.-1",473,417,0,890,263,230,0,493,466,0,93,56,319,2,2,0,0,0,0,9,4,0,3,1,4,493
195,"MOHD ALI JOHAR GIRLS JHS RAMPURA NAJIBABAD ROOM NO.-2",461,422,0,883,257,255,0,512,507,0,92,36,360,1,2,0,0,0,0,3,9,0,3,4,2,512
196,"MOHD ALI JOHAR GIRLS JHS RAMPURA NAJIBABAD ROOM NO.-3",473,437,0,910,266,250,0,516,516,0,69,21,397,4,0,1,0,0,2,7,6,0,4,1,4,516
197,"MOHD ALI JOHAR GIRLS JHS RAMPURA NAJIBABAD ROOM NO.-4",484,424,0,908,262,227,0,489,489,0,73,26,350,2,0,0,1,1,1,15,9,3,4,1,3,489
198,"MOHD ALI JOHAR GIRLS JHS RAMPURA NAJIBABAD ROOM NO.-5",411,397,0,808,165,169,0,334,334,0,12,121,183,0,3,2,0,1,0,0,4,0,1,3,4,334
199,"MOHD ALI JOHAR GIRLS JHS RAMPURA NAJIBABAD ROOM NO.-6",435,412,1,848,199,198,0,397,397,0,43,149,193,2,1,0,0,1,0,0,6,0,0,0,2,397
200,"MOHD ALI JOHAR GIRLS JHS RAMPURA NAJIBABAD ROOM NO.-7",508,440,0,948,271,237,0,508,508,0,113,150,229,0,4,0,0,1,0,2,3,2,1,0,3,508
201,"SIR SAYYAD MEMORIYAL JHS RAMPURA ROOM NO.-1",596,520,0,1116,303,258,0,561,561,0,27,199,306,2,1,1,0,1,0,0,5,4,8,3,4,561
202,"SIR SAYYAD MEMORIYAL JHS RAMPURA ROOM NO.-2",272,269,0,541,132,125,0,257,255,0,63,8,172,1,0,1,0,0,0,1,3,0,5,0,3,257
203,"NAGAR PALICA PRIMARY SCHOOL MUNNI DAI NAJIBABAD ROOM NO.-1",580,520,0,1100,307,235,0,542,500,0,73,13,430,3,0,1,0,0,1,2,6,1,5,1,6,542
204,"NAGAR PALICA PRIMARY SCHOOL MUNNI DAI NAJIBABAD ROOM NO.-2",514,459,1,974,297,249,0,546,542,0,101,7,419,1,0,0,0,0,0,6,4,0,4,2,2,546
205,"GOVT. INTER COLLAGE NAJIBABAD OLD BUILDING ROOM NO.-1",700,631,0,1331,400,345,0,745,727,0,174,151,402,0,0,1,0,0,1,1,6,2,0,1,6,745
206,"GOVT. INTER COLLAGE NAJIBABAD OLD BUILDING ROOM NO.-2",595,601,1,1197,321,318,0,639,617,0,32,434,159,2,0,1,0,0,0,5,2,1,0,1,2,639
207,"GOVT. INTER COLLAGE NAJIBABAD OLD BUILDING ROOM NO.-3",183,182,0,365,110,98,0,208,203,0,22,158,12,0,1,4,0,0,0,1,6,0,0,2,2,208
208,"GOVT. INTER COLLAGE NAJIBABAD OLD BUILDING ROOM NO.-4",582,533,0,1115,348,315,0,663,663,0,11,512,125,1,1,0,0,0,0,1,6,1,0,1,4,663
209,"GOVT. INTER COLLAGE NAJIBABAD NEW BUILDING ROOM NO.-1",566,510,0,1076,331,292,0,623,623,0,6,543,64,0,0,1,0,0,0,0,8,1,0,0,0,623
210,"GOVT. INTER COLLAGE NAJIBABAD NEW BUILDING ROOM NO.-2",495,487,0,982,279,261,0,540,470,0,38,282,205,0,1,3,1,0,0,0,0,1,1,2,6,540
211,"GOVT. INTER COLLAGE NAJIBABAD NEW BUILDING ROOM NO.-3",718,641,0,1359,380,335,0,715,697,0,120,550,17,1,4,5,1,0,0,0,9,0,3,4,1,715
212,"GOVT. INTER COLLAGE NAJIBABAD NEW BUILDING ROOM NO.-4",603,523,0,1126,339,264,0,603,602,0,80,199,299,4,0,3,0,1,1,1,10,1,3,0,1,603
213,"GOVT. INTER COLLAGE NAJIBABAD NEW BUILDING ROOM NO.-5",483,461,0,944,237,222,0,459,445,0,63,63,311,3,0,0,1,0,0,1,4,1,1,4,7,459
214,"GOVT. INTER COLLAGE NAJIBABAD NEW BUILDING ROOM NO.-6",377,333,0,710,180,153,0,333,330,0,41,62,215,2,0,1,0,1,0,0,7,0,3,0,1,333
215,"KANYA JHS WAHID NAGAR ROOM NO.-1",448,379,0,827,239,206,0,445,440,0,55,227,152,0,0,0,0,0,0,2,6,1,0,1,1,445
216,"KANYA JHS WAHID NAGAR ROOM NO.-1",481,418,0,899,227,201,0,428,428,0,37,216,154,0,0,0,1,0,0,2,11,0,1,2,4,428
217,"HARNAM SINGH BAL VIHAR SCHOOL NAJIBABAD ROOM NO.-1",642,554,0,1196,364,297,0,661,653,0,19,318,311,2,0,0,0,0,0,2,3,1,1,2,2,661
218,"HARNAM SINGH BAL VIHAR SCHOOL NAJIBABAD ROOM NO.-2",632,538,0,1170,394,353,0,747,746,0,222,343,156,5,2,1,0,0,0,1,8,1,2,4,2,747
219,"R.N. KELA BAL VIDHYA MANDIR NAJIBABAD ROOM NO.-1",596,531,0,1127,302,254,0,556,531,0,23,56,443,2,1,1,0,2,1,1,9,3,7,1,6,556
220,"R.N. KELA BAL VIDHYA MANDIR NAJIBABAD ROOM NO.-2",669,580,0,1249,325,280,0,605,591,0,55,49,482,0,1,1,0,0,0,3,2,0,6,0,6,605
221,"R.N. KELA BAL VIDHYA MANDIR NAJIBABAD ROOM NO.-3",489,454,0,943,227,182,0,409,409,0,67,1,330,1,0,0,0,0,0,3,3,2,0,1,1,409
222,"R.N. KELA BAL VIDHYA MANDIR NAJIBABAD ROOM NO.-4",403,375,0,778,174,159,0,333,323,0,23,1,293,1,0,1,0,0,0,3,7,0,2,0,2,333
223,"R.N. KELA INTER COLLAGE NAJIBABAD ROOM NO.-1",565,483,0,1048,267,218,0,485,467,0,88,64,324,1,0,0,0,0,0,0,4,0,2,1,1,485
224,"R.N. KELA INTER COLLAGE NAJIBABAD ROOM NO.-2",654,596,0,1250,395,322,0,717,707,0,39,290,364,2,0,3,0,0,0,7,7,0,2,2,1,717
225,"R.N. KELA INTER COLLAGE NAJIBABAD ROOM NO.-3",434,401,0,835,255,247,0,502,502,0,78,116,296,3,0,0,0,0,0,0,1,0,0,1,7,502
226,"BLOCK OFFICE NAJIBABAD ROOM NO.-1",462,402,0,864,275,197,0,472,430,0,134,34,286,1,0,1,0,0,0,2,6,1,4,0,3,472
227,"BLOCK OFFICE NAJIBABAD ROOM NO.-2",467,402,0,869,238,198,0,436,436,0,151,7,269,3,1,0,0,0,0,0,2,0,0,0,3,436
228,"AGRICULTURE BUILDING TEHSIL COMPUND NAJIBABAD ROOM NO.-1",510,475,2,987,284,208,2,494,490,0,88,85,275,1,0,1,1,0,1,29,4,0,1,0,8,494
229,"AGRICULTURE BUILDING TEHSIL COMPUND NAJIBABAD ROOM NO.-2",451,410,0,861,234,199,0,433,431,0,62,175,181,0,0,1,0,1,0,3,6,1,0,1,2,433
230,"ISLAMIYA SCHOOL ZABTAGANJ NAJIBABAD ROOM NO.-1",869,691,0,1560,413,391,0,804,804,0,97,19,644,1,0,2,0,1,1,16,10,2,5,3,3,804
231,"ISLAMIYA SCHOOL ZABTAGANJ NAJIBABAD ROOM NO.-2",761,577,0,1338,368,297,0,665,615,0,135,8,478,3,1,2,1,0,0,18,7,2,4,3,3,665
232,"ISLAMIYA SCHOOL ZABTAGANJ NAJIBABAD ROOM NO.-3",716,626,0,1342,294,280,0,574,559,0,41,77,432,2,1,1,1,1,0,3,1,1,5,4,4,574
233,"M.G.I.COLLAGE NAJIBABAD ROOM NO.-1",608,509,0,1117,254,236,0,490,470,0,26,184,245,3,0,3,1,0,0,4,8,3,3,3,7,490
234,"M.G.I.COLLAGE NAJIBABAD ROOM NO.-2",592,518,0,1110,288,205,0,493,486,0,77,154,237,0,2,0,0,0,0,9,1,1,3,0,9,493
235,"M.G.I.COLLAGE NAJIBABAD ROOM NO.-3",564,516,0,1080,268,259,0,527,517,0,342,120,50,0,0,3,0,1,1,0,0,0,3,1,6,527
236,"M.G.I.COLLAGE NAJIBABAD ROOM NO.-4",532,449,0,981,278,224,0,502,496,0,36,42,397,3,1,1,0,0,0,10,6,0,2,2,2,502
237,"M.G.I.COLLAGE NAJIBABAD ROOM NO.-5",649,561,0,1210,324,267,0,591,582,0,269,205,101,0,1,1,2,0,0,1,2,0,2,2,5,591
238,"NAJIBUDDOLA GIRLS INTER COLLAGE NAJIBABAD  ROOM NO.-1",640,518,0,1158,290,242,0,532,532,0,109,38,358,1,0,2,0,0,0,9,3,0,4,1,7,532
239,"NAJIBUDDOLA GIRLS INTER COLLAGE NAJIBABAD  ROOM NO.-2",291,269,0,560,138,95,0,233,233,0,90,36,98,0,0,0,0,0,0,6,1,0,0,1,1,233
240,"NAJIBUDDOLA GIRLS INTER COLLAGE NAJIBABAD  ROOM NO.-3",690,594,0,1284,347,265,0,612,595,0,308,8,275,1,0,0,0,0,0,0,2,2,4,3,9,612
241,"NAJIBUDDOLA GIRLS INTER COLLAGE NAJIBABAD  ROOM NO.-4",733,635,0,1368,354,280,0,634,605,0,202,1,421,3,0,0,0,0,0,0,1,1,2,1,2,634
242,"NAJIBUDDOLA GIRLS INTER COLLAGE NAJIBABAD  ROOM NO.-5",696,564,0,1260,366,290,0,656,643,0,320,4,295,0,0,1,1,2,1,2,2,1,8,4,15,656
243,"JHS NAJIBABAD ROOM NO.-1",656,607,0,1263,330,318,0,648,648,0,63,2,566,0,0,0,0,0,0,3,9,1,1,2,1,648
244,"JHS NAJIBABAD ROOM NO.-2",636,556,0,1192,261,236,0,497,468,0,40,5,430,2,0,2,0,0,0,2,9,0,2,1,4,497
245,"JHS NAJIBABAD ROOM NO.-3",429,352,0,781,214,180,0,394,310,0,86,22,269,0,0,1,0,0,0,1,11,0,0,2,2,394
246,"JHS NAJIBABAD ROOM NO.-4",649,577,0,1226,305,253,0,558,558,0,168,37,0,328,2,0,0,2,1,1,5,0,5,1,8,558
247,"QASMIA SCHOOL HARSWARA ROOM NO.-1",788,670,0,1458,437,378,0,815,808,0,193,5,550,1,2,0,0,0,0,45,8,0,4,0,7,815
248,"QASMIA SCHOOL HARSWARA ROOM NO.-2",416,379,0,795,225,211,0,436,432,0,97,14,290,0,0,0,0,0,0,21,8,0,1,3,2,436
249,"QASMIA SCHOOL HARSWARA ROOM NO.-3",437,417,0,854,200,227,0,427,427,0,124,7,278,2,0,1,0,0,0,5,2,1,2,2,3,427
250,"PRIMARY SCHOOL ALIPURA ROOM NO.-1",463,388,0,851,282,230,0,512,511,0,63,3,421,4,0,0,1,0,0,2,5,1,7,1,4,512
251,"PRIMARY SCHOOL ALIPURA ROOM NO.-2",400,408,0,808,182,236,0,418,415,0,24,2,379,2,1,1,0,1,0,0,1,0,2,1,4,418
252,"PRIMARY SCHOOL ALIPURA ROOM NO.-3",814,733,0,1547,456,455,0,911,890,0,337,271,273,3,2,2,2,3,0,1,3,0,1,2,11,911
253,"PRIMARY SCHOOL DARIYAPUR",598,544,0,1142,331,292,0,623,605,0,99,340,153,2,2,1,1,0,1,0,5,6,3,1,9,623
254,"JHS DARIYAPUR ROOM NO.-1",582,551,0,1133,343,332,0,675,664,0,35,620,10,0,0,0,0,0,0,0,4,0,1,1,4,675
255,"JHS DARIYAPUR ROOM NO.-2",601,553,0,1154,313,348,0,661,661,0,38,604,10,0,0,0,2,0,0,0,0,0,1,4,2,661
256,"JHS DARIYAPUR ROOM NO.-3",781,668,0,1449,402,362,0,764,752,0,41,677,17,1,1,6,4,1,1,0,5,0,0,4,6,764
257,"PRIMARY SCHOOL JALABPUR GUDAR ROOM NO.-1",528,463,0,991,348,312,0,660,646,0,165,468,10,2,1,1,0,0,0,0,0,1,3,4,5,660
258,"PRIMARY SCHOOL JALABPUR GUDAR ROOM NO.-2",540,483,0,1023,319,297,0,616,597,0,90,514,6,0,1,1,0,1,0,0,1,0,0,0,2,616
259,"PRIMARY SCHOOL SHAHJAHANPUR",456,387,0,843,353,305,0,658,658,0,348,216,69,0,0,0,1,1,0,10,1,1,1,3,7,658
260,"PRIMARY SCHOOL KHUSHALPUR MADKA",278,247,0,525,229,214,0,443,433,0,57,358,14,0,0,0,2,0,0,0,4,3,0,4,1,443
261,"PRIMARY SCHOOL TATARPUR LALU ROOM NO.-1",472,472,0,944,266,310,0,576,576,0,27,496,34,0,2,0,0,0,0,0,9,1,2,0,5,576
262,"PRIMARY SCHOOL TATARPUR LALU ROOM NO.-2",630,568,0,1198,327,332,0,659,618,0,364,256,8,2,1,2,0,4,0,1,14,2,1,1,3,659
263,"SAHU JAIN DEGREE COLLEGE NAJIBABAD ROOM NO.-1",708,573,0,1281,385,349,0,734,734,0,420,281,14,1,0,2,0,0,0,2,4,0,1,1,8,734
264,"SAHU JAIN DEGREE COLLEGE NAJIBABAD ROOM NO.-2",596,546,0,1142,337,304,0,641,641,0,211,386,10,1,0,3,0,1,0,0,5,1,3,3,17,641
265,"ABHINAW JHS TATARPUR LALU ROOM NO.-1",518,501,0,1019,334,324,0,658,631,0,48,579,19,0,1,0,0,0,1,0,4,0,0,5,1,658
266,"ABHINAW JHS TATARPUR LALU ROOM NO.-2",858,709,0,1567,489,403,0,892,857,0,337,305,209,0,3,2,1,3,1,20,4,0,2,2,3,892
267,"ABHINAW JHS TATARPUR LALU ROOM NO.-3",526,511,0,1037,247,264,0,511,475,0,34,430,27,1,0,0,0,1,0,2,5,0,2,6,3,511
268,"PRIMARY SCHOOL RAHUKHERI KAURA URF RAJARAMPUR",484,405,0,889,277,274,0,551,551,0,36,90,388,2,0,7,1,0,0,6,12,0,1,1,7,551
269,"ISLAMIYA SCHOOL RAHUKHARI GADU ROOM NO.-1",596,542,0,1138,212,284,0,496,474,0,35,74,325,2,0,1,0,0,1,41,1,3,5,3,5,496
270,"ISLAMIYA SCHOOL RAHUKHARI GADU ROOM NO.-2",675,587,0,1262,246,330,0,576,556,0,39,5,492,1,1,1,0,0,0,24,3,1,3,1,5,576
271,"ISLAMIYA SCHOOL RAHUKHARI GADU ROOM NO.-3",710,664,0,1374,404,341,0,745,745,0,55,44,634,1,0,1,0,0,0,0,2,1,4,1,2,745
272,"KANYA PATHSALA JALALABAD ROOM NO.-1",789,760,0,1549,463,473,0,936,931,0,88,283,533,3,1,3,1,0,1,2,0,0,6,8,7,936
273,"KANYA PATHSALA JALALABAD ROOM NO.-2",740,650,0,1390,359,342,0,701,694,0,434,40,210,1,1,0,1,0,1,0,1,4,4,1,3,701
274,"NAGAR PALICA OFFICE JALALABAD ROOM NO.-1",555,462,0,1017,342,255,0,597,592,0,123,3,443,3,1,0,0,1,0,3,1,4,6,3,6,597
275,"NAGAR PALICA OFFICE JALALABAD ROOM NO.-2",456,473,0,929,317,231,0,548,536,0,105,2,411,4,2,1,0,3,1,1,0,1,9,2,6,548
276,"QASIMUL ULOOM MADARSA JALALABAD ROOM NO.-1",552,474,0,1026,312,238,0,550,535,0,142,39,343,2,0,2,0,0,0,7,2,2,4,1,6,550
277,"QASIMUL ULOOM MADARSA JALALABAD ROOM NO.-2",545,486,0,1031,247,262,0,509,509,0,95,14,380,1,0,0,0,0,1,3,5,0,3,3,4,509
278,"ISLAMIYA MADARSA JALALABAD ROOM NO.-1",588,545,0,1133,329,326,0,655,655,0,202,15,391,4,1,1,2,0,1,6,9,3,6,3,11,655
279,"ISLAMIYA MADARSA JALALABAD ROOM NO.-2",673,627,2,1302,362,362,0,724,695,0,287,5,406,1,1,0,1,1,2,1,9,1,1,2,6,724
280,"JHS BOREKI",779,678,0,1457,476,482,0,958,938,0,194,275,463,9,3,0,2,1,0,1,2,2,1,1,4,958
281,"PRIMARY SCHOOL NAJEEMPUR",281,255,0,536,184,173,0,357,293,0,111,162,75,1,1,0,0,0,0,1,0,0,1,1,4,357
282,"PRIMARY SCHOOL DAUDPUR NANHERA",301,297,0,598,207,239,0,446,446,0,165,108,163,2,0,1,0,1,0,1,0,0,0,2,3,446
283,"PRIMARY SCHOOL BASHEERPUR",288,257,0,545,181,157,0,338,338,0,141,185,8,0,0,1,0,0,0,0,0,1,0,0,2,338
284,"PRIMARY SCHOOL POORANPUR NAROTTAM",365,334,0,699,316,281,0,597,557,0,389,194,5,0,0,0,0,1,0,0,1,0,2,0,5,597
285,"PRIMARY SCHOOL FAZALPUR KHAS",817,772,0,1589,310,405,0,715,710,0,13,17,649,3,0,2,0,0,1,7,2,3,10,2,6,715
286,"PRIMARY SCHOOL PRATAPPUR",382,350,0,732,238,233,0,471,470,0,72,381,7,3,0,1,0,0,0,0,0,1,1,3,2,471
287,"PRIMARY SCHOOL RAJARAMPUR FAZALPUR",382,349,0,731,295,266,0,561,556,0,86,406,60,1,1,1,0,1,0,0,0,0,2,3,0,561
288,"PRIMARY SCHOOL HUMAUPUR IDDU",467,437,0,904,289,366,0,655,651,0,4,17,630,0,0,2,0,0,0,0,1,0,1,0,0,655
289,"PRIMARY SCHOOL JWALI LALA ROOM NO. 1",585,566,0,1151,340,441,0,781,781,0,168,21,574,2,3,1,0,0,0,4,0,0,4,4,0,781
290,"PRIMARY SCHOOL JWALI LALA ROOM NO. 2",313,321,0,634,159,228,0,387,387,0,40,3,333,3,3,0,0,0,0,0,1,0,3,1,0,387
291,"PRIMARY SCHOOL KUTUBPUR",699,589,0,1288,442,402,0,844,440,0,447,341,22,3,3,0,1,1,0,0,1,2,2,9,12,844
292,"PRIMARY SCHOOL JWALACHANDI",238,202,0,440,170,166,0,336,333,0,33,272,22,0,1,0,1,0,0,0,0,0,0,4,3,336
293,"PRIMARY SCHOOL FAZALPUR FATEHULLA",424,376,0,800,306,285,0,591,591,0,273,297,9,1,0,3,0,0,0,0,2,0,0,6,0,591
294,"PRIMARY SCHOOL GAJIPUR ROOM NO. 1",541,482,0,1023,367,351,0,718,703,0,310,299,82,1,4,1,0,2,0,0,1,1,1,6,10,718
295,"PRIMARY SCHOOL GAJIPUR ROOM NO. 2",493,468,0,961,284,303,0,587,582,0,131,158,279,3,3,0,1,1,0,0,0,4,3,2,2,587
296,"JHS FAZALPUR HABEEB ROOM NO.-1",665,612,1,1278,318,410,0,728,728,0,373,51,285,3,1,0,2,0,0,2,1,2,5,1,2,728
297,"JHS FAZALPUR HABEEB ROOM NO.-2",520,520,0,1040,222,319,0,541,541,0,133,10,367,2,0,0,0,0,1,0,18,2,5,1,2,541
298,"PRIMARY SCHOOL AURGABAD URF HUSAINPUR",847,734,0,1581,485,503,0,988,986,0,16,433,510,5,10,0,1,0,1,0,3,0,2,2,5,988
299,"JHS AURGABAD URF HUSAINPUR ROOM NO.-1",712,623,0,1335,342,413,0,755,755,0,346,59,333,1,3,2,0,0,1,4,0,0,2,0,4,755
300,"JHS AURGABAD URF HUSAINPUR ROOM NO.-2",715,599,0,1314,271,301,0,572,572,0,59,58,422,3,5,2,1,1,0,1,3,1,8,5,3,572
301,"PRIMARY SCHOOL MOCHIPURA",401,377,0,778,261,300,0,561,561,0,94,268,172,3,5,2,3,0,0,2,2,0,3,6,1,561
302,"PRIMARY SCHOOL SHAHPUR MEERA",307,266,0,573,209,202,0,411,373,0,339,4,58,0,0,0,0,0,0,0,1,1,1,3,4,411
303,"PRIMARY SCHOOL TAHARPUR ISHAQ ROOM NO.-1",477,453,0,930,249,313,0,562,562,0,125,41,384,0,1,2,0,0,0,0,4,2,2,1,0,562
304,"PRIMARY SCHOOL TAHARPUR ISHAQ ROOM NO.-2",387,402,0,789,221,282,0,503,503,0,269,99,126,0,0,2,1,0,0,0,0,0,1,1,4,503
305,"PRIMARY SCHOOL MUSVIKHANPUR",344,303,0,647,258,232,0,490,487,0,325,151,2,0,1,0,1,0,0,0,3,1,1,1,4,490
306,"PRIMARY SCHOOL HAKEEMPUR QAZI",527,456,0,983,332,301,0,633,551,0,226,261,125,0,0,1,1,0,2,3,0,3,1,3,7,633
307,"PRIMARY SCHOOL BOOLCHANDPUR",323,286,0,609,170,185,0,355,355,0,163,115,54,1,0,2,0,1,0,2,5,2,2,5,3,355
308,"JHS SEKHPUR LALA",281,270,0,551,209,200,0,409,409,0,298,96,2,0,5,0,0,0,0,0,0,0,4,1,3,409
309,"PRIMARY SCHOOL KARMAS KHEDI",707,660,0,1367,370,366,0,736,733,0,214,5,491,3,7,0,1,1,0,1,0,1,5,3,4,736
310,"JHS GAJROLA",557,508,0,1065,355,387,0,742,736,0,45,408,274,1,0,0,0,0,0,0,2,5,1,4,2,742
311,"PRIMARY SCHOOL AZAMPUR MOHD ALI URF KHANPUR",742,681,0,1423,488,463,0,951,540,0,311,457,149,2,10,3,0,0,0,3,1,0,3,9,3,951
312,"PRIMARY SCHOOL MUSTAFAPUR AANSU",419,388,0,807,408,284,0,692,692,0,247,432,5,0,0,1,0,1,0,0,3,0,1,2,0,692
313,"PRIMARY SCHOOL IBRAHEEMPUR BAWAN",456,405,0,861,294,307,0,601,600,0,389,49,153,0,0,0,1,0,0,0,5,1,1,0,2,601
314,"PRIMARY SCHOOL FATEHULLAPUR DURG",341,322,0,663,251,269,0,520,519,0,234,264,3,1,2,1,0,1,2,0,2,0,1,2,7,520
315,"PRIMARY SCHOOL KAMALPUR",662,627,0,1289,433,465,0,898,898,0,20,207,619,4,0,1,0,0,0,24,0,4,9,2,8,898
316,"PRIMARY SCHOOL SADATPUR",424,388,1,813,290,285,0,575,575,0,116,357,89,0,0,2,1,0,1,0,0,1,2,4,2,575
317,"PRIMARY SCHOOL FAZALPUR TABELA",443,413,0,856,282,302,0,584,584,0,356,74,136,1,2,0,1,0,0,3,0,0,1,2,8,584
318,"PRIMARY SCHOOL JAGDEESHPUR",601,567,0,1168,417,384,0,801,787,0,288,291,189,0,4,1,1,0,2,9,2,1,2,3,8,801
319,"PRIMARY SCHOOL SARWANPUR",838,752,0,1590,533,509,0,1042,1019,0,131,545,329,3,1,3,4,0,1,2,1,3,8,6,5,1042
320,"JHS MUBARAKPUR RATHE",389,353,0,742,248,249,0,497,497,0,269,21,197,0,0,0,0,0,0,0,1,0,3,0,6,497
