"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - UPENDRA SINGH","2 - NARAYAN SINGH SUMAN","3 - MAHARAJ SINGH DHANGAR","4 - DR. RAM SHANKAR KATHERIA","5 - ANIL","6 - ANITA","7 - CHANDRA PAL","8 - PREM SINGH","9 - RAMESH","10 - RAVINDRA SINGH","11 - AMAR SINGH","12 - ASHOK KUMAR","13 - OM PRAKASH","14 - DINESH KUMAR GAUTAM","15 - VINOD KUMAR SINGH","16 - None of the Above","Total Votes Secured"
138,"BIKRIKAR KARYALAY JAIPUR HOUSE R.NO.2",413,391,0,804,330,274,0,604,550,0,16,7,5,551,4,0,0,0,1,14,0,0,0,0,0,6,604
139,"BIKRIKAR KARYALAY JAIPUR HOUSE R.NO.3",330,333,0,663,176,174,0,350,331,0,16,7,8,309,1,0,0,0,0,5,0,0,0,0,0,4,350
140,"BIKRIKAR KARYALAY JAIPUR HOUSE R.NO.4",433,438,0,871,297,280,0,577,565,0,24,7,10,518,1,0,0,0,0,15,1,0,0,0,0,1,577
141,"BIKRIKAR KARYALAY JAIPUR HOUSE R.NO.5",577,538,0,1115,379,353,0,732,729,0,29,28,11,644,2,0,0,1,0,9,0,0,0,0,0,8,732
142,"BIKRIKAR KARYALAY JAIPUR HOUSE R.NO.6",289,255,0,544,179,145,0,324,280,0,19,13,26,262,0,0,0,0,0,1,0,0,1,0,0,2,324
143,"BIKRIKAR KARYALAY JAIPUR HOUSE R.NO.7",512,472,0,984,312,253,0,565,554,0,15,19,21,498,1,0,0,0,0,7,0,0,0,0,1,3,565
144,"AGRA VIKAS PRADHIKARAN JAIPUR HOUSE R.NO.1",398,395,0,793,215,255,0,470,470,0,15,12,16,416,0,0,0,0,0,10,0,0,0,0,0,1,470
145,"AGRA VIKAS PRADHIKARAN JAIPUR HOUSE R.NO.2",638,556,0,1194,491,362,0,853,787,0,56,43,24,703,2,1,1,1,1,8,0,0,7,1,0,5,853
146,"AGRA VIKAS PRADHIKARAN JAIPUR HOUSE R.NO.3",533,467,0,1000,334,336,0,670,669,0,23,12,10,615,2,0,0,0,0,7,0,0,0,0,0,1,670
147,"AGRA VIKAS PRADHIKARAN JAIPUR HOUSE R.NO.4",500,470,0,970,350,304,0,654,621,0,14,28,12,579,0,1,0,0,1,14,0,0,0,2,0,3,654
148,"AGRA VIKAS PRADHIKARAN JAIPUR HOUSE R.NO.5",461,438,0,899,319,287,0,606,602,0,25,24,1,542,1,0,0,0,0,10,0,0,0,0,1,2,606
149,"AGRA VIKAS PRADHIKARAN JAIPUR HOUSE R.NO.6",246,240,0,486,195,173,0,368,360,0,9,103,2,248,0,0,0,1,0,4,0,0,0,0,0,1,368
150,"AGRA VIKAS PRADHIKARAN JAIPUR HOUSE R.NO.7",502,462,0,964,323,280,0,603,538,0,11,25,7,544,2,0,1,0,0,9,0,1,0,0,0,3,603
151,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-1",657,516,0,1173,412,138,0,550,539,0,13,447,23,59,0,0,0,0,0,3,0,0,5,0,0,0,550
152,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-2",450,363,0,813,285,187,0,472,472,0,17,256,12,183,0,1,0,0,0,1,0,0,0,1,0,1,472
153,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-3",775,639,0,1414,485,331,0,816,531,0,15,365,10,413,0,0,3,1,0,2,0,1,3,3,0,0,816
154,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-4",573,454,0,1027,320,224,0,544,512,0,12,211,6,299,0,0,0,0,1,2,0,1,6,2,2,2,544
155,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-5",434,335,0,769,258,121,0,379,260,0,5,121,5,241,0,0,0,0,0,3,0,1,2,0,0,1,379
156,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-6",502,415,0,917,297,167,0,464,350,0,15,147,23,273,0,1,0,0,0,2,1,0,0,1,0,1,464
157,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-7",512,414,0,926,267,146,0,413,241,0,11,173,38,182,1,0,1,2,0,1,0,0,1,1,0,2,413
158,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-8",325,259,0,584,203,123,0,326,279,0,14,144,31,131,1,0,0,0,0,1,0,0,3,1,0,0,326
159,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-9",534,426,0,960,378,227,0,605,545,0,17,91,39,445,3,0,0,0,0,8,0,0,0,1,0,1,605
160,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-10",675,591,0,1266,532,343,0,875,875,0,57,223,41,535,1,0,0,1,0,6,1,0,0,2,2,6,875
161,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-11",462,392,0,854,299,209,0,508,408,0,22,4,19,450,1,0,0,0,0,1,1,1,1,1,0,7,508
162,"RATANMUNI JAIN INTER COLLEGE KHATIPADA R.NO-12",456,362,0,818,304,203,0,507,324,0,14,2,16,469,0,0,2,0,0,1,1,0,0,1,0,1,507
163,"N.M.SHARMA GIRL'S JUNIOR HIGH SCHOOL GADE KI BAGICHI R.NO.1",372,344,0,716,233,196,0,429,421,0,24,28,16,328,2,0,0,0,1,19,0,1,4,2,1,3,429
164,"N.M.SHARMA GIRL'S JUNIOR HIGH SCHOOL GADE KI BAGICHI R.NO.2",434,352,0,786,271,193,0,464,409,0,36,36,28,349,1,0,0,0,0,6,1,0,3,1,2,1,464
165,"N.M.SHARMA GIRL'S JUNIOR HIGH SCHOOL GADE KI BAGICHI R.NO.3",348,287,0,635,215,175,0,390,244,0,17,5,10,347,3,1,0,0,0,4,1,0,2,0,0,0,390
166,"N.M.SHARMA GIRL'S JUNIOR HIGH SCHOOL GADE KI BAGICHI R.NO.4",429,347,0,776,257,185,0,442,437,0,58,74,9,292,0,0,1,0,0,3,1,0,3,0,0,1,442
167,"N.M.SHARMA GIRL'S JUNIOR HIGH SCHOOL GADE KI BAGICHI R.NO.5",817,587,0,1404,501,322,0,823,820,0,48,10,68,646,8,2,2,1,1,5,2,6,8,6,2,8,823
168,"N.M.SHARMA GIRL'S JUNIOR HIGH SCHOOL GADE KI BAGICHI R.NO.6",729,692,0,1421,491,449,0,940,692,0,54,10,16,830,3,1,0,0,3,9,0,1,5,2,0,6,940
169,"RAJKIYA PRA.KANYA MHA.VI.R.NO.1",515,394,0,909,303,174,0,477,295,0,29,56,58,320,2,1,0,0,0,3,2,0,1,0,1,4,477
170,"RAJKIYA PRA.KANYA MHA.VI.R.NO.2",604,344,0,948,352,182,0,534,412,0,30,56,61,369,5,1,0,0,1,1,2,2,3,2,0,1,534
171,"RAJKIYA PRA.KANYA MHA.VI.R.NO.3",621,457,0,1078,406,258,0,664,445,0,37,32,37,512,4,0,0,2,0,3,9,4,7,9,2,6,664
172,"RAJKIYA PRA.KANYA MHA.VI.R.NO.4",613,448,0,1061,379,207,0,586,384,0,19,270,68,208,0,0,0,1,1,2,1,2,2,3,3,6,586
173,"MAHARAJ SURAJMAL INTER COLLEGE RAJAMANDI R.NO.1",344,284,1,629,197,139,0,336,271,0,10,50,5,259,1,0,0,0,0,1,3,1,2,1,3,0,336
174,"MAHARAJ SURAJMAL INTER COLLEGE RAJAMANDI R.NO.2",363,303,0,666,236,180,0,416,407,0,16,96,6,276,1,0,1,0,1,4,2,1,6,2,0,4,416
175,"MAHARAJ SURAJMAL INTER COLLEGE RAJAMANDI R.NO.3",617,541,0,1158,443,331,0,774,774,0,23,264,12,450,3,0,0,0,0,8,1,2,3,1,2,5,774
176,"KANYA PRA.PA.MANSHA DEVI RAJAMANDI R.NO.1",460,382,0,842,326,231,0,557,470,0,27,4,16,485,4,2,0,0,1,8,1,1,4,1,0,3,557
177,"KANYA PRA.PA.MANSHA DEVI RAJAMANDI R.NO.2",481,417,0,898,344,272,0,616,608,0,34,10,21,529,1,0,0,0,0,10,2,1,3,0,1,4,616
178,"NAGRI PRACHRNI SABHA JUNIOR HIGH SCHOOL GOKULPURA R.NO.1",525,420,0,945,327,237,0,564,333,0,22,50,10,467,1,0,0,0,0,4,0,0,4,0,0,6,564
179,"NAGRI PRACHRNI SABHA JUNIOR HIGH SCHOOL GOKULPURA R.NO.2",576,514,0,1090,390,285,0,675,521,0,39,107,26,489,1,2,0,1,0,5,0,0,0,0,1,4,675
180,"NAGRI PRACHRNI SABHA JUNIOR HIGH SCHOOL GOKULPURA R.NO.3",492,355,0,847,362,209,0,571,480,0,22,3,4,529,0,0,0,0,0,9,0,0,0,1,0,3,571
181,"NAGRI PRACHRNI SABHA JUNIOR HIGH SCHOOL GOKULPURA R.NO.4",402,352,0,754,294,214,0,508,370,0,8,18,9,451,5,0,0,1,1,11,1,0,2,0,0,1,508
182,"NAGRI PRACHRNI SABHA JUNIOR HIGH SCHOOL GOKULPURA R.NO.5",457,373,0,830,284,176,0,460,447,0,15,241,12,176,1,2,0,0,1,6,1,0,1,2,0,2,460
183,"NAGRI PRACHRNI SABHA JUNIOR HIGH SCHOOL GOKULPURA R.NO.6",346,284,0,630,218,177,0,395,276,0,20,43,3,320,2,0,0,1,1,2,1,0,0,1,0,1,395
184,"ARYA KANYA JUNIOR HIGH SCHOOL GOKULPURA R.NO-1",750,581,0,1331,492,333,0,825,658,0,21,117,27,616,5,0,0,0,1,14,3,4,0,9,2,6,825
185,"ARYA KANYA JUNIOR HIGH SCHOOL GOKULPURA R.NO-2",695,535,0,1230,439,304,0,743,485,0,27,29,37,623,0,1,0,2,0,16,1,1,3,0,0,3,743
186,"ARYA KANYA JUNIOR HIGH SCHOOL GOKULPURA R.NO-3",950,701,1,1652,541,352,0,893,760,0,65,22,23,736,9,0,1,1,1,6,5,1,6,7,3,7,893
187,"N.MHA.PA.SCHOOL ASHOK NAGAR R.NO.1",480,404,0,884,292,230,0,522,396,0,21,200,14,275,0,0,0,0,0,8,1,0,0,0,0,3,522
188,"N.MHA.PA.SCHOOL ASHOK NAGAR R.NO.2",392,319,0,711,215,181,0,396,396,0,21,107,18,232,1,0,0,0,0,9,0,0,0,1,0,7,396
189,"N.MHA.PA.SCHOOL ASHOK NAGAR R.NO.3",498,441,0,939,335,261,0,596,596,0,23,37,16,491,3,1,0,0,0,11,1,1,3,2,3,4,596
190,"N.MHA.PA.SCHOOL ASHOK NAGAR R.NO.4",486,398,0,884,324,234,0,558,558,0,26,70,33,411,2,0,0,0,0,6,1,1,2,2,0,4,558
191,"N.MHA.PA.SCHOOL ASHOK NAGAR R.NO.5",471,439,0,910,247,389,0,636,500,0,40,100,55,413,4,1,0,0,2,2,1,2,5,1,0,10,636
192,"M.D.JAIN INTER COLLEGE HARIPARWAT R.NO.1",814,650,0,1464,581,383,0,964,659,0,52,289,178,417,2,0,2,0,2,7,3,0,2,4,1,5,964
193,"M.D.JAIN INTER COLLEGE HARIPARWAT R.NO.2",575,528,0,1103,381,294,0,675,675,0,29,264,74,286,0,1,2,0,1,6,2,1,1,3,2,3,675
194,"M.D.JAIN INTER COLLEGE HARIPARWAT R.NO.3",492,453,0,945,317,270,0,587,587,0,46,162,15,332,4,0,0,0,0,10,1,2,2,1,7,5,587
195,"M.D.JAIN INTER COLLEGE HARIPARWAT R.NO.4",684,519,0,1203,370,244,0,614,518,0,25,81,21,476,0,0,0,1,1,6,0,0,2,0,0,1,614
196,"M.D.JAIN INTER COLLEGE HARIPARWAT R.NO.5",496,395,0,891,301,248,0,549,524,0,45,184,32,266,1,1,4,1,0,4,0,0,1,3,1,6,549
197,"M.D.JAIN INTER COLLEGE HARIPARWAT R.NO.6",492,431,0,923,296,271,0,567,500,0,38,74,17,421,1,0,0,0,1,5,1,0,2,3,1,3,567
198,"M.D.JAIN INTER COLLEGE HARIPARWAT R.NO.7",536,401,0,937,266,171,0,437,411,0,16,69,5,337,1,0,0,1,0,6,1,0,0,1,0,0,437
199,"M.D.JAIN INTER COLLEGE HARIPARWAT R.NO.8",738,545,1,1284,502,216,0,718,502,0,38,169,4,492,4,0,0,0,0,3,0,2,2,1,1,2,718
200,"VICTORIYA INTER COLLEGE GHATIYA AZAM KHAN R.NO.",573,508,1,1082,367,251,0,618,600,0,48,100,20,427,2,0,0,0,0,7,0,1,2,0,5,6,618
201,"VICTORIYA INTER COLLEGE GHATIYA AZAM KHAN R.NO.2",644,466,0,1110,410,257,0,667,433,0,26,96,33,497,3,1,0,0,0,2,0,0,1,1,2,5,667
202,"VICTORIYA INTER COLLEGE GHATIYA AZAM KHAN R.NO.3",402,331,0,733,246,185,0,431,421,0,18,17,11,363,0,0,0,0,0,8,0,1,3,3,1,6,431
203,"VICTORIYA INTER COLLEGE GHATIYA AZAM KHAN R.NO.4",547,431,0,978,359,262,0,621,584,0,30,110,15,444,1,0,0,1,1,2,0,1,3,4,2,7,621
204,"VICTORIYA INTER COLLEGE GHATIYA AZAM KHAN R.NO.5",667,574,0,1241,445,335,0,780,750,0,82,85,10,578,3,0,0,0,0,10,0,1,2,0,0,9,780
205,"VICTORIYA INTER COLLEGE GHATIYA AZAM KHAN R.NO.6",684,619,0,1303,378,326,0,704,665,0,169,110,42,363,0,0,0,1,1,11,1,0,1,0,0,5,704
206,"VICTORIYA INTER COLLEGE GHATIYA AZAM KHAN R.NO.7",503,402,0,905,354,239,0,593,590,0,32,37,10,498,1,0,0,0,0,4,1,3,1,1,5,0,593
207,"VICTORIYA INTER COLLEGE GHATIYA AZAM KHAN R.NO.8",461,419,0,880,306,248,0,554,554,0,118,25,7,388,1,0,0,0,0,1,8,1,0,0,0,5,554
208,"NAGAR MHA.PA.PRA.PA.NAMAK KI MANDI SHAHGANJ R.NO.1",735,569,0,1304,495,329,0,824,824,0,27,560,46,174,4,1,0,0,0,4,3,0,2,0,1,2,824
209,"NAGAR MHA.PA.PRA.PA.NAMAK KI MANDI SHAHGANJ R.NO.2",657,505,0,1162,417,272,0,689,658,0,20,553,48,55,0,0,0,0,0,0,3,2,2,2,2,2,689
210,"POLICE MORDAN SCHOOL POLICE LINE R.NO.1",300,239,0,539,146,117,0,263,196,0,6,37,22,192,1,0,0,0,0,3,0,0,0,0,0,2,263
211,"POLICE MORDAN SCHOOL POLICE LINE R.NO.2",318,298,0,616,209,179,0,388,274,0,14,39,15,313,3,1,1,0,0,1,1,0,0,0,0,0,388
212,"POLICE MORDAN SCHOOL POLICE LINE R.NO.3",230,205,0,435,131,118,0,249,249,0,10,33,5,198,1,0,0,1,0,0,0,0,0,0,1,0,249
213,"POLICE MORDAN SCHOOL POLICE LINE R.NO.4",360,325,0,685,253,211,0,464,447,0,15,108,4,330,1,0,0,0,0,3,0,0,0,0,0,3,464
214,"KHANDELWAL DHARMSHALA HALKA MADAN R.NO.1",764,616,0,1380,560,371,0,931,763,0,30,210,20,653,2,0,0,0,0,6,0,2,3,2,1,2,931
215,"KHANDELWAL DHARMSHALA HALKA MADAN R.NO.2",260,246,0,506,184,152,0,336,258,0,12,15,16,286,0,0,0,0,0,5,0,1,1,0,0,0,336
216,"KHANDELWAL DHARMSHALA HALKA MADAN R.NO.3",390,330,0,720,286,209,0,495,276,0,11,23,19,425,3,0,1,0,0,8,0,2,1,1,0,1,495
217,"DR.B.R.AMBEDKAR MA.SCHOOL TEELANAND R.NO.1",603,472,0,1075,351,205,0,556,300,0,12,352,20,167,0,0,0,0,0,1,0,0,0,0,0,4,556
218,"DR.B.R.AMBEDKAR MA.SCHOOL TEELANAND R.NO.2",623,442,0,1065,335,219,0,554,550,0,7,335,6,186,2,0,0,1,1,1,0,1,0,4,2,8,554
219,"DR.B.R.AMBEDKAR MA.SCHOOL TEELANAND R.NO.3",746,543,0,1289,506,312,0,818,812,0,23,570,47,156,2,0,0,1,0,0,0,0,3,7,5,4,818
220,"DR.B.R.AMBEDKAR MA.SCHOOL TEELANAND R.NO.4",770,608,0,1378,598,417,0,1015,993,0,8,881,6,89,2,0,0,0,4,1,3,0,0,3,13,5,1015
221,"SARSWATI SHISHU MANDIR SUBHASH PARK R.NO.1",449,397,0,846,229,140,0,369,366,0,9,243,101,9,0,0,0,0,0,4,0,0,2,0,0,1,369
222,"SARSWATI SHISHU MANDIR SUBHASH PARK R.NO.2",488,404,0,892,261,189,0,450,449,0,11,360,56,14,0,0,1,0,0,2,1,0,0,4,0,1,450
223,"NAGAR MAHPALIKA JUNIOR HISH SCHOOL SUBHASH PARK R.NO.1",524,447,0,971,398,298,0,696,680,0,38,54,38,553,6,0,0,0,0,1,0,1,2,0,1,2,696
224,"NAGAR MAHPALIKA JUNIOR HISH SCHOOL SUBHASH PARK R.NO.2",463,393,0,856,271,152,0,423,300,0,6,348,41,20,0,0,0,0,0,5,0,0,0,1,0,2,423
225,"NAGAR MAHPALIKA JUNIOR HISH SCHOOL SUBHASH PARK R.NO.3",409,320,0,729,244,143,0,387,377,0,2,332,36,13,0,0,0,0,0,1,2,0,0,1,0,0,387
226,"NAGAR MAHPALIKA JUNIOR HISH SCHOOL SUBHASH PARK R.NO.4",384,306,0,690,195,162,0,357,357,0,6,297,38,6,0,0,0,0,0,1,2,0,0,3,2,2,357
227,"NAGAR MAHPALIKA JUNIOR HISH SCHOOL SUBHASH PARK R.NO.5",375,338,0,713,250,174,0,424,253,0,8,351,44,14,1,0,0,0,0,0,0,0,1,1,0,4,424
228,"AGRA COLLEGE AGRA R.NO-1",499,388,0,887,261,147,0,408,391,0,11,210,27,142,4,0,0,0,1,0,1,1,3,2,1,5,408
229,"AGRA COLLEGE AGRA R.NO-2",531,442,0,973,293,141,0,434,434,0,11,373,42,4,2,0,1,0,0,0,1,0,0,0,0,0,434
230,"AGRA COLLEGE AGRA R.NO-3",431,332,0,763,298,177,0,475,475,0,1,378,72,20,1,0,0,0,0,0,0,0,0,0,2,1,475
231,"AGRA COLLEGE AGRA R.NO-4",571,472,0,1043,351,195,0,546,546,0,13,433,72,17,2,2,0,0,0,1,0,1,1,1,1,2,546
232,"AGRA KANYA MAHA VIDHYALAY R.NO.1",256,253,1,510,99,99,1,199,135,0,8,105,6,75,0,1,0,1,0,0,0,0,3,0,0,0,199
233,"AGRA KANYA MAHA VIDHYALAY R.NO.2",363,291,0,654,174,114,0,288,140,0,11,142,8,123,0,0,0,0,0,0,1,0,1,0,1,1,288
234,"AGRA KANYA MAHA VIDHYALAY R.NO.3",383,284,0,667,196,121,0,317,317,0,6,124,5,171,0,1,0,0,0,2,0,0,3,3,2,0,317
235,"AGRA KANYA MAHA VIDHYALAY R.NO.4",274,206,0,480,138,91,0,229,200,0,1,211,9,3,0,0,0,0,0,0,3,0,1,0,1,0,229
236,"AGRA KANYA MAHA VIDHYALAY R.NO.5",393,341,0,734,208,158,0,366,200,0,5,278,13,62,0,1,0,0,0,0,0,1,2,0,4,0,366
237,"AGRA KANYA MAHA VIDHYALAY R.NO.6",348,259,0,607,173,103,0,276,275,0,7,93,13,158,1,0,0,0,0,0,0,0,2,2,0,0,276
238,"AGARWAL DHARMSHALA NAI KI MANDI R.NO.1",649,553,0,1202,355,242,0,597,405,0,25,164,21,378,0,0,1,0,0,3,1,0,2,0,1,1,597
239,"SAGEER PHATIMA INTER COLLEGE ROAD SADAR BHATTI R.NO. 1",574,429,0,1003,431,257,0,688,688,0,23,222,50,363,4,0,0,1,0,1,3,1,6,3,4,7,688
240,"SAGEER PHATIMA INTER COLLEGE ROAD SADAR BHATTI R.NO. 2",244,195,0,439,178,134,0,312,311,0,14,55,21,214,0,0,2,0,0,0,1,1,3,1,0,0,312
241,"SAGEER PHATIMA INTER COLLEGE ROAD SADAR BHATTI R.NO. 3",297,224,0,521,207,78,0,285,285,0,2,224,53,6,0,0,0,0,0,0,0,0,0,0,0,0,285
242,"SAGEER PHATIMA INTER COLLEGE ROAD SADAR BHATTI R.NO. 4",457,299,0,756,230,77,0,307,270,0,5,235,58,2,1,0,0,0,0,0,0,0,1,3,2,0,307
243,"SAGEER PHATIMA INTER COLLEGE ROAD SADAR BHATTI R.NO. 5",474,319,0,793,240,49,0,289,245,0,4,218,61,3,0,0,0,0,0,0,0,1,1,1,0,0,289
244,"SAGEER PHATIMA INTER COLLEGE ROAD SADAR BHATTI R.NO. 6",423,307,0,730,217,64,0,281,222,0,3,213,61,2,0,0,0,0,0,0,0,0,0,0,0,2,281
245,"SAGEER PHATIMA INTER COLLEGE ROAD SADAR BHATTI R.NO. 7",309,258,0,567,211,148,0,359,227,0,22,1,8,320,0,0,0,0,0,2,1,2,0,1,0,2,359
246,"SAGEER PHATIMA INTER COLLEGE ROAD SADAR BHATTI R.NO. 8",500,413,0,913,322,212,0,534,532,0,8,9,7,490,1,1,0,0,1,8,1,0,5,0,0,3,534
247,"S.M.O. INTER COLLEGE KACHAHARI ROAD R.NO. 1",410,270,0,680,209,84,0,293,227,0,19,118,61,89,2,0,0,0,0,1,0,0,0,0,1,2,293
248,"S.M.O. INTER COLLEGE KACHAHARI ROAD R.NO. 2",464,319,0,783,263,132,0,395,323,0,31,97,53,203,1,1,0,0,0,1,0,2,2,2,1,1,395
249,"S.M.O. INTER COLLEGE KACHAHARI ROAD R.NO. 3",524,330,0,854,332,117,0,449,411,0,14,227,63,137,2,1,0,0,0,3,0,2,0,0,0,0,449
250,"S.M.O. INTER COLLEGE KACHAHARI ROAD R.NO. 4",471,312,0,783,273,97,0,370,359,0,14,284,48,14,0,0,0,0,0,4,0,1,0,2,1,2,370
251,"S.M.O. INTER COLLEGE KACHAHARI ROAD R.NO. 5",456,357,0,813,302,227,0,529,470,0,21,10,10,473,6,0,0,0,1,2,1,0,3,1,1,0,529
252,"S.M.O. INTER COLLEGE KACHAHARI ROAD R.NO. 6",481,423,0,904,332,254,0,586,580,0,13,6,7,550,3,0,0,0,0,2,1,1,1,0,1,1,586
253,"S.M.O. INTER COLLEGE KACHAHARI ROAD R.NO. 7",298,214,0,512,157,100,0,257,192,0,4,13,7,228,0,0,0,0,0,0,2,0,0,0,1,2,257
254,"ANVARI NEELOPHAR INTER COLLEGE SADAR BHATTI R.NO. 1",351,245,0,596,244,162,0,406,226,0,5,360,6,26,0,0,0,0,0,0,2,0,0,2,4,1,406
255,"ANVARI NEELOPHAR INTER COLLEGE SADAR BHATTI R.NO. 2",660,472,0,1132,398,255,0,653,647,0,10,554,32,43,0,1,1,3,0,0,0,1,2,2,2,2,653
256,"ANVARI NEELOPHAR INTER COLLEGE SADAR BHATTI R.NO. 3",500,372,2,874,361,232,0,593,415,0,7,503,1,71,0,0,1,0,0,1,0,0,4,2,3,0,593
257,"ANVARI NEELOPHAR INTER COLLEGE SADAR BHATTI R.NO. 4",265,196,0,461,218,142,0,360,351,0,1,311,1,42,0,1,0,0,0,1,1,0,0,2,0,0,360
258,"ANVARI NEELOPHAR INTER COLLEGE SADAR BHATTI R.NO. 5",585,400,0,985,409,160,0,569,569,0,11,406,66,70,1,0,0,0,4,0,3,1,1,0,1,5,569
259,"AHAMDIYA HANIPHIYA INTER COLLEGE DHOLI KHAR R.NO.1",453,310,0,763,273,102,0,375,371,0,14,261,85,4,1,0,1,0,1,2,0,0,1,2,1,2,375
260,"AHAMDIYA HANIPHIYA INTER COLLEGE DHOLI KHAR R.NO.2",443,293,0,736,298,82,0,380,369,0,12,265,94,1,0,0,0,0,1,0,0,2,0,1,3,1,380
261,"AHAMDIYA HANIPHIYA INTER COLLEGE DHOLI KHAR R.NO.3",486,370,0,856,312,145,0,457,457,0,2,327,110,12,0,0,0,0,0,0,1,0,0,2,2,1,457
262,"AHAMDIYA HANIPHIYA INTER COLLEGE DHOLI KHAR R.NO.4",515,345,0,860,285,115,0,400,389,0,9,292,86,5,2,0,0,0,0,1,0,0,1,2,1,1,400
263,"AHAMDIYA HANIPHIYA INTER COLLEGE DHOLI KHAR R.NO.5",417,270,0,687,223,77,0,300,300,0,5,226,63,3,0,0,0,0,0,1,0,0,0,2,0,0,300
264,"AHAMDIYA HANIPHIYA INTER COLLEGE DHOLI KHAR R.NO.6",351,242,0,593,207,56,0,263,253,0,7,191,59,2,0,0,0,0,1,1,0,1,0,0,1,0,263
265,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.1",476,371,0,847,318,225,0,543,523,0,36,114,22,362,1,0,1,1,2,1,1,0,0,1,0,1,543
266,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.2",380,304,0,684,255,167,0,422,359,0,10,205,33,167,1,0,0,0,0,1,1,0,1,1,0,2,422
267,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.3",327,263,0,590,214,138,0,352,352,0,17,52,5,266,0,1,0,1,0,1,1,0,3,0,0,5,352
268,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.4",277,221,0,498,190,137,0,327,167,0,18,6,12,280,0,0,0,0,0,3,0,1,0,2,0,5,327
269,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.5",463,400,0,863,279,198,0,477,442,0,27,69,32,329,1,0,0,1,1,2,2,2,2,1,2,6,477
270,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.6",388,317,0,705,256,207,0,463,255,0,10,49,8,386,2,0,0,0,0,1,1,1,2,1,0,2,463
271,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.7",548,413,0,961,305,225,0,530,25,0,32,53,25,393,6,2,0,0,0,5,1,2,4,0,1,6,530
272,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.8",488,415,0,903,316,218,0,534,534,0,20,43,16,434,1,1,0,1,0,5,4,3,1,0,2,3,534
273,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.9",489,409,0,898,317,207,0,524,524,0,34,9,10,461,1,1,0,0,0,2,0,1,0,2,1,2,524
274,"D.A.V.INTER COLLEGE MOTI KATRA R.NO.10",294,225,0,519,222,125,0,347,347,0,12,8,0,321,0,0,0,0,0,2,0,0,2,0,0,2,347
275,"M.D.JAIN HIGH. SEC. SCHOOL, MOTI KATRA R.NO. 1",501,365,0,866,277,169,0,446,433,0,17,134,11,263,4,4,0,0,1,2,2,1,2,3,1,1,446
276,"M.D.JAIN HIGH. SEC. SCHOOL, MOTI KATRA R.NO. 2",490,349,0,839,310,153,0,463,463,0,16,135,6,294,2,1,0,0,1,1,0,1,2,1,2,1,463
277,"M.D.JAIN HIGH. SEC. SCHOOL, MOTI KATRA R.NO. 3",354,280,0,634,167,124,0,291,230,0,7,144,19,115,0,0,0,1,0,3,0,0,0,0,1,1,291
278,"M.D.JAIN HIGH. SEC. SCHOOL, MOTI KATRA R.NO. 4",448,330,0,778,261,158,0,419,409,0,6,227,25,149,0,0,0,0,0,3,0,1,0,2,3,3,419
279,"M.D.JAIN HIGH. SEC. SCHOOL, MOTI KATRA R.NO. 5",764,563,0,1327,517,345,0,862,855,0,13,480,14,330,2,0,1,0,2,1,1,2,0,5,7,4,862
280,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 1",408,338,0,746,286,204,0,490,474,0,33,22,7,405,3,0,1,0,1,1,2,1,5,1,2,6,490
281,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 2",289,233,1,523,209,142,0,351,241,0,45,11,6,277,0,0,0,0,0,3,1,0,2,0,0,6,351
282,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 3",613,476,0,1089,398,297,0,695,515,0,49,28,15,589,2,0,0,0,0,2,1,0,1,2,1,5,695
283,"SENT JOHN'S INTER COLLEGE HOSPITAL ROAD R.NO. 4",480,358,0,838,296,176,0,472,472,0,25,28,8,386,0,0,1,0,1,13,0,0,4,2,1,3,472
