"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ANIL KUMAR MAURYA","2 - TARUN PATEL URF TARUNENDRA CHAND PATEL","3 - DR MAHENDRA NATH PANDEY","4 - RAMKISHUN","5 - IRSHAD","6 - CHANCHAL","7 - JITENDRA","8 - MRITUNJAYA PANDEY","9 - RAMASHANKER SINGH MAURYA","10 - RAJA JAISWAL","11 - RAJENDRA","12 - RAM DULAR","13 - VINAI KUMAR SINGH","14 - SHASHI SINHA","15 - SANJEEV SINGH","16 - DR. HARIDWAR SINGH YADAV","17 - HEERALAL","18 - GULAVAS","19 - BINDU","20 - RAJNARAYAN","21 - SANJAY","22 - None of the Above","Total Votes Secured"
172,SAIDPURA,457,367,0,824,286,242,0,528,528,0,188,15,212,50,4,1,3,1,0,11,0,2,3,3,1,10,5,5,3,5,4,2,528
173,"KAITHA OR TADIYA",481,346,0,827,306,225,0,531,531,0,55,4,42,390,4,1,1,2,0,1,1,1,15,0,1,8,1,0,0,1,2,1,531
174,SAI,215,182,0,397,130,116,0,246,246,0,3,6,184,48,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,246
175,CHANDPUR,777,607,0,1384,505,388,0,893,893,0,207,13,131,504,6,2,1,3,1,1,3,1,1,4,5,2,0,0,1,1,3,3,893
176,SARAIPAKWAN,427,342,0,769,246,210,0,456,456,0,122,16,262,39,0,0,0,0,2,0,1,1,1,0,1,6,2,0,3,0,0,0,456
177,SARAIPAKWAN,437,349,0,786,241,188,0,429,429,0,144,42,189,33,4,0,1,0,0,1,1,0,1,0,1,5,2,0,0,2,1,2,429
178,PATAPARA,489,371,0,860,338,296,0,634,634,0,81,8,468,41,4,0,0,1,1,7,3,0,4,3,8,2,0,0,3,0,0,0,634
179,PATAPARA,656,499,0,1155,435,319,0,754,754,0,223,21,377,37,9,0,1,1,1,7,0,1,4,3,4,12,18,10,5,6,8,6,754
180,KURAHANA,483,369,0,852,253,277,0,530,530,0,138,8,266,96,2,1,0,0,2,2,0,0,2,0,1,4,1,0,0,6,1,0,530
181,RAUNA,365,274,0,639,250,169,0,419,419,0,54,11,260,85,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,2,0,0,419
182,SARESAR,932,680,0,1612,648,501,0,1149,1149,0,206,23,455,418,18,1,3,2,0,3,1,1,4,2,2,0,1,1,3,4,1,0,1149
183,ALAMPUR,809,593,0,1402,547,442,0,989,989,0,35,1,95,813,10,1,0,1,3,4,0,1,3,0,2,0,3,2,2,6,3,4,989
184,ALAMPUR,794,616,0,1410,540,371,0,911,911,0,94,11,233,492,8,2,3,5,1,11,13,4,8,3,3,14,2,0,0,3,0,1,911
185,REWASA,549,382,0,931,316,199,0,515,515,16,16,5,125,346,3,0,5,0,1,3,0,0,1,1,1,6,0,0,0,0,1,1,515
186,REWASA,889,613,0,1502,493,337,0,830,830,0,140,11,198,423,10,2,2,2,1,3,1,3,1,2,3,4,7,3,1,6,3,4,830
187,REWASA,897,638,0,1535,497,336,0,833,833,0,300,19,86,384,8,0,2,0,0,3,10,1,2,2,4,4,4,1,2,0,0,1,833
188,GANJKHAWAJA,708,537,0,1245,480,358,0,838,838,0,427,12,124,240,3,0,1,0,2,3,0,4,4,3,2,9,1,1,1,0,0,1,838
189,GANJKHWAJA,578,486,0,1064,329,227,0,556,556,0,24,12,148,347,8,1,0,0,0,2,0,0,3,0,1,6,0,0,2,1,0,1,556
190,BASANI,826,678,0,1504,584,442,0,1026,1026,0,683,5,268,25,0,0,0,1,1,1,1,1,0,1,1,19,10,1,3,0,2,3,1026
191,BASANI,581,448,0,1029,383,265,0,648,648,0,46,9,308,251,5,0,2,0,1,7,1,3,3,2,1,4,0,0,2,0,3,0,648
192,JHANSI,427,354,0,781,293,235,0,528,528,0,68,4,341,92,1,0,3,0,0,2,1,1,2,0,0,1,2,1,2,3,0,4,528
193,JHANSI,503,393,0,896,360,290,0,650,650,0,372,8,122,112,0,1,3,0,0,5,0,2,2,4,1,14,2,1,0,0,0,1,650
194,DIGGHI,719,598,0,1317,429,347,0,776,776,0,250,16,306,147,12,1,4,0,4,3,0,0,2,3,4,16,2,0,2,2,2,0,776
195,DIGGHI,722,572,0,1294,484,391,0,875,875,0,590,8,66,139,4,2,1,1,1,3,0,0,2,1,5,12,23,1,2,7,4,3,875
196,RAMPUR,394,334,0,728,280,232,0,512,512,0,434,2,11,38,0,0,0,0,0,0,0,0,0,1,1,10,12,1,0,0,0,2,512
197,DEVDHIL,843,691,0,1534,536,422,0,958,958,0,290,26,473,86,7,2,4,2,2,15,30,4,4,0,2,8,2,0,0,0,0,1,958
198,BASILA,577,460,0,1037,378,314,0,692,692,0,406,24,90,115,10,0,1,1,0,0,2,1,4,2,0,6,17,0,0,3,4,6,692
199,BASILA,572,422,0,994,339,202,0,541,541,0,135,14,72,270,30,0,0,0,0,4,1,0,2,0,1,7,1,0,1,0,0,3,541
200,NASIRPUR,493,378,0,871,314,257,0,571,571,0,168,7,154,171,5,1,1,0,0,2,0,0,0,3,5,3,10,1,19,15,4,2,571
201,NASIRPUR,448,335,0,783,270,210,0,480,480,0,128,1,98,229,6,2,2,0,1,0,0,0,0,1,0,3,2,1,3,2,1,0,480
202,SADALPURA,738,649,0,1387,444,350,0,794,794,0,225,10,421,115,4,0,1,0,0,4,0,0,0,0,2,2,2,0,3,3,1,1,794
203,SADALPURA,540,414,0,954,358,303,0,661,661,0,480,9,54,98,0,1,0,0,0,3,3,0,2,0,0,1,6,1,0,1,0,2,661
204,"CHANDAULI KHURD",450,398,0,848,262,243,0,505,505,0,270,4,185,28,2,0,4,1,0,0,1,0,1,0,1,2,3,0,0,1,1,1,505
205,SANGHATI,771,623,0,1394,528,397,0,925,925,0,166,12,394,285,4,2,3,3,0,8,0,2,5,1,1,16,5,2,5,8,1,2,925
206,SANGHATI,583,460,0,1043,393,312,0,705,705,0,498,6,145,23,1,0,1,0,0,6,0,2,1,1,1,6,6,1,1,4,2,0,705
207,KORI,672,600,0,1272,469,388,0,857,857,0,35,10,261,508,12,1,2,4,1,2,1,1,6,0,2,8,0,1,0,1,0,1,857
208,KORI,598,515,0,1113,391,347,0,738,738,0,426,6,186,96,0,2,3,1,0,2,2,0,0,1,0,9,2,0,0,0,0,2,738
209,DHAMINA,250,207,0,457,194,141,0,335,335,0,4,4,42,271,6,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,335
210,DHUSKHAS,761,606,0,1367,466,494,0,960,960,0,377,18,249,283,10,2,2,0,0,1,1,3,1,2,3,5,2,0,0,0,0,1,960
211,"NASIRPUR PATTAN",870,678,0,1548,595,360,0,955,955,0,247,24,330,281,13,0,1,1,1,5,1,2,1,3,1,7,7,0,6,13,5,6,955
212,JALALPUR,482,391,0,873,368,271,0,639,639,0,218,6,71,300,11,0,2,0,1,1,2,1,0,2,1,13,3,0,1,2,1,3,639
213,TARAJIWANPUR,540,421,0,961,363,272,0,635,635,0,262,8,204,135,8,0,1,1,0,1,1,2,3,0,0,5,1,0,1,2,0,0,635
214,"KAKARAHI KHURD",452,416,0,868,314,266,0,580,580,0,84,7,283,183,1,1,2,1,0,1,0,6,2,1,0,1,1,0,1,3,1,1,580
215,JIWANPUR,572,473,1,1046,416,368,1,785,785,0,296,7,290,176,1,0,3,0,0,1,0,1,1,1,0,2,1,0,1,0,2,2,785
216,SAHAROI,670,535,0,1205,424,334,0,758,758,0,280,2,395,48,0,2,0,1,2,7,0,1,4,0,1,1,7,1,1,4,1,0,758
217,MAHADEWPUR,403,331,0,734,282,217,0,499,499,0,182,20,198,84,0,0,0,0,0,2,0,0,2,3,0,5,1,0,1,1,0,0,499
218,MAHEWA,335,257,0,592,211,162,0,373,373,0,14,11,264,43,2,1,3,0,0,4,2,1,3,0,2,7,0,0,7,5,1,3,373
219,KHUCHAMA,788,678,0,1466,542,440,0,982,982,0,290,20,360,250,26,1,1,1,0,3,1,1,0,1,2,7,2,0,1,8,2,5,982
220,KESHAWPUR,617,508,0,1125,363,272,0,635,635,0,319,24,137,132,4,0,0,0,0,0,0,2,4,1,0,5,5,1,1,0,0,0,635
221,REWASA,734,611,0,1345,404,338,0,742,742,0,47,1,328,332,5,1,5,1,0,8,0,1,1,4,0,3,0,0,0,3,0,2,742
222,BARDIHA,643,522,0,1165,357,321,0,678,678,0,468,9,155,38,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,678
223,IBRAHIMPUR,635,505,0,1140,374,286,0,660,660,0,83,9,244,289,9,0,6,1,0,7,0,3,3,1,1,3,0,0,0,0,0,1,660
224,RAUTPUR,443,365,0,808,320,270,0,590,590,0,212,6,44,310,3,0,0,1,0,2,0,0,0,1,0,2,3,0,0,4,1,1,590
225,SEWAKHARKALA,747,594,0,1341,491,390,0,881,881,0,225,12,321,305,0,0,0,0,0,2,0,0,1,1,0,3,3,0,0,5,1,2,881
226,SEWAKHARKHURD,377,327,0,704,272,263,0,535,535,0,368,2,5,148,2,0,0,0,0,0,0,0,0,0,1,1,4,0,1,1,1,1,535
227,GHARCHIT,869,715,0,1584,548,451,0,999,999,0,395,9,227,325,6,1,2,0,2,1,2,0,2,1,0,7,7,3,2,5,1,1,999
228,DARIYAPUR,673,516,1,1190,416,325,0,741,741,0,403,5,78,187,2,2,1,0,0,0,0,1,4,2,1,16,28,3,2,3,1,2,741
229,KATEHARA,668,526,0,1194,439,314,0,753,753,0,306,8,226,167,2,0,0,1,1,1,1,6,5,1,1,13,6,0,2,1,2,3,753
230,CHAKARIYA,512,373,0,885,283,236,0,519,519,0,164,5,207,108,4,2,3,1,1,4,0,8,1,0,1,6,2,1,0,0,1,0,519
231,BHATHAWAR,458,361,0,819,258,204,0,462,462,0,71,8,332,42,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,1,1,0,462
232,BHATHAWAR,581,476,0,1057,299,270,0,569,569,0,200,7,206,141,1,0,0,0,1,0,1,2,2,2,2,0,2,0,1,0,1,0,569
233,TENDUE,455,386,0,841,273,231,0,504,504,0,61,11,390,25,3,0,0,1,0,2,0,0,2,2,0,5,0,0,0,2,0,0,504
234,TENDUE,463,374,0,837,306,225,0,531,531,0,38,19,400,23,5,2,2,3,0,5,1,4,1,2,15,5,1,0,1,3,1,0,531
235,TIMILPUR,595,493,0,1088,355,281,0,636,636,0,166,17,276,131,5,1,2,2,1,3,2,1,5,1,0,7,10,0,0,4,1,1,636
236,"NAGEPUR BALARPUR",768,638,0,1406,444,321,0,765,765,0,103,12,436,168,4,0,5,0,1,5,2,0,4,2,3,9,0,0,0,8,1,2,765
237,NAGEPUR,708,568,0,1276,416,337,0,753,753,0,165,7,296,230,8,2,2,1,0,9,1,1,5,3,3,8,2,1,1,2,3,3,753
238,SAKALDIHA,659,515,0,1174,321,260,0,581,581,0,18,26,350,139,0,2,1,1,1,8,1,0,7,2,0,3,0,2,12,5,0,3,581
239,SAKALDIHA,283,239,0,522,178,141,0,319,319,0,12,4,188,93,6,0,0,1,2,5,2,0,0,1,1,2,0,1,0,0,1,0,319
240,SAKALDIHA,791,652,0,1443,434,328,0,762,762,0,69,30,521,104,2,0,0,0,0,7,0,3,2,0,5,9,0,0,3,4,1,2,762
241,SAKALDIHA,194,166,0,360,127,124,0,251,251,0,208,2,26,4,1,0,0,1,0,0,0,0,0,2,0,3,2,0,0,0,0,2,251
242,SAKALDIHA,525,398,0,923,289,231,0,520,520,0,191,10,214,77,3,2,1,0,0,5,0,3,3,1,0,3,2,0,0,2,3,0,520
243,SAKALDIHA,513,478,0,991,331,304,0,635,635,0,285,15,230,73,5,1,1,2,0,3,1,3,2,2,2,4,0,0,1,2,1,2,635
244,"ODAULI RATANPUR SAKALPUR",552,476,0,1028,342,313,0,655,655,0,26,6,517,46,2,2,1,2,0,6,2,12,2,4,1,5,5,0,4,10,0,2,655
245,PADUMNATHPUR,641,514,0,1155,424,355,0,779,779,0,25,13,517,159,2,1,0,0,2,3,2,2,5,7,6,7,4,1,8,8,0,7,779
246,TENUWAT,528,463,1,992,301,319,0,620,620,0,65,28,337,163,8,1,0,0,0,6,0,1,0,2,0,4,2,1,1,0,0,1,620
247,TENUWAT,548,475,0,1023,336,303,0,639,639,0,327,31,158,93,3,0,2,0,1,2,1,1,3,0,0,10,2,0,0,2,0,3,639
248,AMAWAL,679,538,0,1217,407,341,0,748,748,0,263,17,375,52,9,1,4,1,1,6,2,0,2,1,2,1,0,2,0,2,5,2,748
249,PITHAPUR,670,583,0,1253,426,339,0,765,765,0,83,45,455,61,6,0,9,2,1,8,30,4,1,6,35,5,1,0,3,5,0,5,765
250,PITHAPUR,499,440,0,939,321,273,0,594,594,0,240,13,187,121,2,3,4,0,1,1,0,2,3,1,2,8,2,1,0,1,1,1,594
251,PAURA,858,672,0,1530,467,366,0,833,833,0,248,7,405,118,9,1,0,5,1,9,1,0,2,1,3,14,1,0,1,4,1,2,833
252,PAURA,554,461,0,1015,353,263,0,616,616,0,360,10,139,74,0,0,0,1,1,0,1,0,1,0,4,13,5,2,0,2,2,1,616
253,PAURA,508,470,0,978,308,260,0,568,568,0,110,10,251,123,3,0,1,1,1,9,0,2,22,2,2,18,3,1,3,2,3,1,568
254,DIWAKARPUR,504,406,0,910,283,233,0,516,516,0,65,11,231,89,3,6,1,1,0,6,16,4,4,1,22,13,4,0,10,20,6,3,516
255,NARAINA,618,528,0,1146,379,334,0,713,713,0,137,84,311,124,10,1,2,3,3,2,1,6,6,2,3,10,1,1,3,1,1,1,713
256,BARATHI,874,718,0,1592,470,379,0,849,849,0,154,24,342,258,14,1,5,4,0,6,1,14,2,1,2,1,3,0,2,7,3,5,849
257,BARATHI,836,610,0,1446,451,355,0,806,806,0,298,23,310,141,3,1,0,1,0,9,0,3,0,0,3,8,2,0,1,1,1,1,806
258,BARATHI,178,153,0,331,115,95,0,210,210,0,193,2,5,6,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,210
259,CHATURBHUJPUR,966,745,0,1711,528,397,0,925,925,0,102,24,410,339,9,1,1,1,0,9,1,2,0,1,9,4,0,1,1,8,0,2,925
260,KAMHARI,590,509,0,1099,357,296,0,653,653,0,326,8,220,79,3,2,0,1,1,1,0,0,0,1,0,6,2,0,0,0,2,1,653
261,SHIVPUR,711,650,0,1361,450,443,0,893,893,0,136,3,312,382,4,3,2,1,2,6,8,1,4,1,3,6,2,0,5,10,0,2,893
262,BADHAWALKHAS,790,662,0,1452,484,396,0,880,880,0,335,6,236,278,3,2,1,1,1,1,2,1,2,0,0,8,1,1,0,0,1,0,880
263,BHOJAPUR,882,736,0,1618,411,348,0,759,759,0,85,18,394,239,4,0,1,0,0,7,3,1,3,0,0,0,1,1,0,1,1,0,759
264,BHOJAPUR,640,488,0,1128,362,322,0,684,684,0,544,12,91,18,1,0,1,0,1,2,0,0,2,0,0,7,3,0,0,0,1,1,684
265,"FARSAND MOHANPUR",840,732,0,1572,500,438,0,938,938,0,28,14,491,381,5,1,0,1,0,1,0,0,3,3,0,2,0,0,2,3,3,0,938
266,"FARSAND MOHANPUR",893,699,0,1592,556,484,0,1040,1040,0,566,12,165,239,5,3,0,0,3,2,0,0,1,1,1,12,11,3,3,5,2,6,1040
267,KHAGAWAL,484,391,0,875,257,214,0,471,471,0,166,21,209,52,4,0,0,1,0,1,0,0,2,0,0,5,6,0,0,2,1,1,471
268,"KHAGWAL MAHARTHPUR",744,633,0,1377,454,381,0,835,835,0,454,7,185,159,4,0,3,1,2,2,0,0,3,0,1,5,3,1,1,1,2,1,835
269,AMADA,777,628,0,1405,509,403,0,912,912,0,544,8,152,165,7,1,1,0,1,0,2,1,0,2,2,7,6,2,0,3,3,5,912
270,KODARIYA,968,690,0,1658,522,430,0,952,952,0,374,23,473,44,4,0,2,0,2,2,0,1,4,2,2,6,3,0,2,4,2,2,952
271,BASARIKPUR,458,363,0,821,375,255,0,630,630,0,19,1,29,569,3,2,1,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,630
272,FAGUIYA,744,612,0,1356,498,364,0,862,862,0,233,21,381,171,7,1,3,0,1,3,1,0,6,4,4,5,4,2,3,5,2,5,862
273,FAGUIYA,318,270,0,588,262,222,0,484,484,0,341,11,53,49,3,0,0,0,0,1,0,0,1,1,0,7,10,1,1,0,1,4,484
274,BARTHARAKHURD,489,437,0,926,292,265,0,557,557,0,46,1,326,156,3,0,1,1,1,3,1,1,1,1,1,3,0,1,1,5,1,3,557
275,BARTHARAKHURD,466,396,0,862,358,293,0,651,651,0,296,3,182,149,4,0,0,0,1,2,0,1,0,0,1,6,2,0,1,1,2,0,651
276,BARTHARAKALA,701,597,0,1298,424,396,0,820,820,0,136,6,572,70,0,0,1,1,0,2,11,3,1,3,1,8,2,2,1,0,0,0,820
277,PIPARI,663,533,0,1196,443,357,0,800,800,0,103,13,403,243,3,0,2,1,0,6,9,0,4,4,0,2,1,0,2,3,1,0,800
278,MADHUBAN,687,574,0,1261,472,397,0,869,869,0,401,11,332,50,2,3,3,0,1,7,2,33,3,5,3,6,2,0,2,2,1,0,869
279,DANUPUR,207,165,0,372,135,120,0,255,255,0,126,4,16,101,1,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,255
280,BISUNDHARI,575,477,0,1052,332,300,0,632,631,0,149,9,254,186,5,0,1,1,3,2,0,2,1,2,1,14,0,0,0,1,0,1,632
281,BISUNDHARI,379,347,0,726,261,229,0,490,490,0,295,6,165,4,2,0,0,1,0,1,0,0,2,5,0,4,3,1,0,1,0,0,490
282,JAMUNIPUR,398,339,0,737,286,243,0,529,529,0,92,8,343,69,1,0,0,0,0,0,0,2,2,0,0,5,1,1,0,4,0,1,529
283,JAMUNIPUR,495,407,0,902,316,254,0,570,570,0,167,17,239,76,28,0,4,5,0,5,0,4,3,3,3,6,2,0,2,3,1,2,570
284,JAMUNIPUR,395,346,0,741,299,246,0,545,545,0,371,9,69,69,9,0,0,1,0,1,0,1,0,1,4,1,2,0,0,2,4,1,545
285,DHANAUR,777,647,0,1424,479,448,0,927,927,0,369,9,382,129,4,0,1,0,0,4,0,1,3,4,1,5,7,1,2,2,2,1,927
286,DHANAUR,255,198,0,453,155,130,0,285,285,0,74,13,139,47,0,0,0,0,0,0,1,2,2,1,0,1,2,0,1,2,0,0,285
287,JAMDIH,393,346,0,739,243,240,0,483,483,0,130,11,282,26,2,1,0,0,1,6,0,1,1,5,3,5,2,1,2,3,0,1,483
288,KATSIL,716,599,1,1316,427,359,0,786,786,0,372,10,218,173,2,0,0,0,0,1,1,0,3,1,1,2,1,0,0,0,1,0,786
289,MAHESHUA,629,512,0,1141,385,279,0,664,664,0,171,5,117,295,6,1,0,1,3,1,1,11,1,0,19,18,3,1,2,3,4,1,664
290,MAHESHUA,604,443,1,1048,306,286,0,592,592,0,60,9,275,133,7,3,4,2,3,5,2,24,4,4,29,11,1,1,4,6,1,4,592
291,MAHESHUA,696,560,0,1256,396,324,0,720,720,0,52,5,344,275,7,0,2,0,1,9,0,3,3,0,5,5,1,0,1,2,2,3,720
292,MAHESHUA,590,457,0,1047,320,254,0,574,574,0,172,6,231,134,1,0,3,3,2,4,0,0,2,1,8,3,2,0,1,0,1,0,574
293,DIGHAWAT,637,526,0,1163,313,304,0,617,617,0,133,33,332,83,3,0,3,1,2,8,0,2,2,1,8,2,1,0,0,1,2,0,617
294,DIGHAWAT,605,486,0,1091,401,290,0,691,691,0,111,11,492,33,6,0,1,0,3,3,0,3,1,3,9,8,0,2,1,4,0,0,691
295,DIGHAWAT,881,719,0,1600,551,426,0,977,977,0,175,28,406,69,11,3,5,9,9,6,3,2,7,10,198,12,3,1,4,5,1,10,977
296,FESUDA,702,562,0,1264,443,256,0,699,699,0,240,11,310,102,1,0,0,0,1,1,3,1,2,1,20,3,1,0,0,1,0,1,699
297,FESUDA,667,588,1,1256,367,331,0,698,698,0,161,4,382,108,10,3,0,0,0,2,1,0,2,1,0,7,1,0,3,11,1,1,698
298,FESUDA,638,492,0,1130,346,343,0,689,689,0,121,13,192,321,12,0,1,1,0,5,1,0,3,1,2,1,5,0,1,4,1,4,689
299,BARANGA,471,408,0,879,293,235,0,528,528,0,111,11,289,80,11,1,0,0,0,2,1,0,3,1,0,1,1,2,3,7,4,0,528
300,BARANGA,431,336,0,767,313,263,0,576,576,0,464,9,45,38,2,0,0,1,0,0,1,0,1,1,1,0,3,3,0,1,3,3,576
301,PANCHDEWARA,537,450,0,987,337,276,0,613,613,0,238,12,271,59,1,0,0,0,0,1,1,1,0,1,4,7,6,1,1,6,1,2,613
