"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KRISHNA KUMAR OJHA","2 - BRIJ BHUSAN SHARAN SINGH","3 - MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP","4 - VINOD KUMAR ALIAS  PANDIT SINGH","5 - GOVIND PRASAD","6 - CHAMAN LAL KASAUNDHAN","7 - NIRHU","8 - NIHALUDDIN AHAMAD","9 - RIZWAN AHMAD","10 - JAMEER AHMAD","11 - NISHANT KANCHAN","12 - PRAHLAD  NATH MISHRA","13 - MUNNI","14 - RAMPHER  ALIAS  CHUNTI","15 - None of the Above","Total Votes Secured"
207,GUJRA,467,424,0,891,262,224,0,486,486,0,115,122,74,143,7,1,2,0,1,2,3,1,3,4,8,486
208,GUJRA,472,426,0,898,260,172,0,432,58,0,117,115,59,113,3,2,0,3,1,4,1,0,1,3,10,432
209,GUJRA,468,408,0,876,266,151,0,417,32,0,36,136,55,167,1,1,0,3,0,0,0,1,3,4,10,417
210,GUJRA,452,397,0,849,215,129,0,344,344,0,12,79,24,208,6,1,0,0,2,3,1,1,2,0,5,344
211,DHARMPUR,756,642,0,1398,546,391,0,937,62,0,78,617,35,153,10,5,3,3,0,2,2,2,5,17,5,937
212,PATUPUR,430,376,0,806,240,177,0,417,417,0,68,183,34,117,2,1,0,1,0,0,0,0,2,7,2,417
213,PATUPUR,479,390,0,869,214,172,0,386,386,0,10,124,39,188,7,1,2,2,0,0,3,2,0,1,7,386
214,PATUPUR,371,294,0,665,192,121,0,313,312,0,26,117,137,18,0,1,2,0,1,0,1,0,5,2,3,313
215,BHAISAHA,859,665,0,1524,558,237,0,795,50,0,142,419,54,145,3,0,1,2,4,2,1,4,0,8,10,795
216,KALUWAPUR,717,591,0,1308,380,278,0,658,24,0,140,288,53,120,2,0,0,3,0,7,5,6,5,8,21,658
217,KATGHARA,358,310,0,668,249,190,0,439,308,0,36,239,32,64,1,1,2,1,1,1,2,8,5,17,29,439
218,"JIGNIYAJASKARAN SINGH",634,485,0,1119,295,171,0,466,20,0,83,234,25,101,1,0,0,1,2,1,2,1,4,8,3,466
219,"JIGINIYACHATRAPAL SINGH",795,653,0,1448,458,294,0,752,752,0,109,446,36,121,0,0,1,1,2,3,2,3,2,12,14,752
220,"RAMPUR TEPRA",472,371,0,843,250,172,0,422,120,0,24,127,23,212,3,1,0,2,3,8,0,2,2,4,11,422
221,"RAMPUR TEPRA",558,454,0,1012,334,217,0,551,551,0,22,293,28,162,2,1,0,2,3,4,4,5,3,11,11,551
222,TRIKOLIYA,415,401,0,816,279,221,0,500,500,0,89,315,25,53,1,0,1,0,0,1,2,2,3,7,1,500
223,TRIKOLIYA,477,408,0,885,286,175,0,461,461,0,57,294,31,47,2,0,1,0,1,3,2,1,1,13,8,461
224,BASANTPUR,457,372,0,829,294,247,0,541,541,0,77,166,53,190,1,3,1,0,4,7,1,4,13,5,16,541
225,BASANTPUR,423,391,0,814,237,229,0,466,466,0,40,176,42,179,4,1,1,1,3,4,0,4,6,3,2,466
226,BASANTPUR,623,513,0,1136,311,297,0,608,607,0,30,189,63,220,8,2,2,1,6,6,2,14,11,20,34,608
227,BASANTPUR,695,658,0,1353,401,378,0,779,779,0,195,267,93,178,2,0,1,4,5,1,0,4,8,11,10,779
228,BAUWWA,495,459,0,954,328,278,0,606,406,0,210,288,17,55,0,1,1,1,5,1,1,6,3,10,7,606
229,"NIBUI KALA",415,346,0,761,265,234,0,499,496,0,95,192,56,123,1,0,1,0,3,6,1,3,4,8,6,499
230,"NIBUI KALA",418,415,0,833,222,218,0,440,439,0,63,195,46,101,2,1,0,1,2,1,4,1,5,9,9,440
231,KHANPUR,500,458,0,958,330,284,0,614,613,0,151,272,32,138,4,1,1,2,0,0,0,0,5,4,4,614
232,DHANPARA,464,358,0,822,205,162,0,367,354,0,32,186,68,64,3,2,2,0,1,1,0,0,0,5,3,367
233,DHANPARA,489,421,0,910,217,208,0,425,425,0,36,138,23,190,5,0,1,2,2,1,4,4,2,8,9,425
234,KANDRA,503,434,0,937,262,230,0,492,492,0,109,108,54,195,4,2,0,2,1,1,3,1,2,8,2,492
235,SINGHPUR,492,369,0,861,212,190,0,402,401,0,11,179,72,108,0,3,0,0,0,2,1,3,8,8,7,402
236,SINGHPUR,462,339,1,802,196,166,0,362,362,300,23,202,44,69,1,1,0,0,2,2,3,2,1,8,4,362
237,SHIVNAHA,352,325,0,677,228,208,0,436,37,0,42,95,100,154,4,0,0,1,0,4,2,7,6,4,17,436
238,DEWANPUR,274,246,0,520,176,141,0,317,316,0,103,114,24,61,0,2,2,0,1,2,1,3,0,2,2,317
239,JAGTAPUR,241,238,0,479,139,136,0,275,275,0,81,33,56,84,1,1,0,1,1,0,3,0,3,5,6,275
240,"GAJIPUR KODARI",463,381,0,844,245,177,0,422,421,0,37,155,76,131,2,1,0,0,0,2,2,3,4,2,7,422
241,LAUKAHI,414,379,0,793,235,219,0,454,454,0,34,195,31,166,5,1,0,2,5,2,1,2,2,3,5,454
242,LAUKAHI,506,371,0,877,237,152,0,389,389,0,52,144,33,134,1,0,1,0,2,1,2,4,5,2,8,389
243,LAUKAHI,583,515,0,1098,288,219,0,507,171,0,80,251,35,122,2,0,1,1,0,3,1,1,0,5,5,507
244,BARUHI,770,669,0,1439,494,417,0,911,911,0,41,143,61,615,12,3,1,0,2,5,1,6,4,5,12,911
245,BARUHI,317,277,0,594,182,135,0,317,298,0,9,155,25,108,5,1,1,1,1,1,0,3,2,2,3,317
246,BANPURWA,494,426,0,920,366,274,0,640,640,0,36,235,42,292,4,0,2,1,2,3,4,4,2,5,8,640
247,"NIBUI KHURD",358,323,0,681,264,155,0,419,414,0,43,219,7,120,2,0,0,1,0,8,2,3,3,9,2,419
248,SAHSLAMPUR,458,391,0,849,288,245,0,533,533,0,79,164,19,251,2,0,1,0,2,2,0,0,3,5,5,533
249,SAHSLAMPUR,434,421,0,855,249,244,0,493,488,0,35,112,20,302,3,1,0,0,3,1,1,3,3,3,6,493
250,HUJURPUR,693,649,0,1342,466,357,0,823,15,0,79,573,13,111,1,1,0,1,6,4,1,2,2,19,10,823
251,SHAHPUR,462,402,0,864,292,260,0,552,552,0,60,375,16,82,1,0,0,1,2,1,0,2,1,9,2,552
252,KHARGAPUR,370,308,0,678,200,147,0,347,347,0,64,214,24,32,0,0,0,1,1,0,2,1,3,3,2,347
253,KHARGAPUR,856,709,0,1565,391,243,0,634,82,0,29,444,24,122,3,1,1,0,1,0,1,1,1,3,3,634
254,BEHRA,405,382,0,787,243,205,0,448,448,0,129,158,61,51,2,0,1,2,2,3,3,5,5,10,16,448
255,BEHRA,472,386,0,858,242,132,0,374,374,0,49,127,54,94,7,1,1,0,2,3,5,3,9,11,8,374
256,BEHRA,218,203,0,421,128,94,0,222,222,0,39,82,32,59,0,1,0,0,0,0,0,1,0,6,2,222
257,GYANAPUR,431,384,0,815,232,203,0,435,435,0,77,133,99,99,2,1,0,3,0,4,1,4,2,6,4,435
258,GYANAPUR,454,380,0,834,180,165,0,345,115,0,58,121,77,54,2,3,1,1,1,1,2,1,9,7,7,345
259,GYANAPUR,340,332,0,672,175,120,0,295,295,0,105,77,52,38,1,1,0,1,0,2,0,1,6,2,9,295
260,SHEKHAPUR,618,585,0,1203,341,265,0,606,606,0,154,352,63,19,1,0,1,1,2,3,1,0,2,6,1,606
261,SONHRA,656,552,0,1208,337,257,0,594,257,0,61,273,73,147,1,1,1,4,3,3,3,2,2,11,9,594
262,"LALPUR AIMA",476,445,1,922,251,198,0,449,438,0,109,194,18,101,1,0,1,0,2,4,2,3,4,6,4,449
263,VISHNUPURDERI,646,554,0,1200,342,222,0,564,558,0,142,306,22,65,2,2,0,2,5,2,0,1,2,5,8,564
264,ADILUR,483,394,0,877,273,181,0,454,37,0,93,205,24,82,6,0,2,0,1,3,3,2,7,14,12,454
265,ADILPUR,473,439,0,912,254,216,0,470,260,0,129,221,26,69,1,1,1,1,2,1,1,2,2,7,6,470
266,KARMULLAPUR,789,694,0,1483,400,378,0,778,738,0,74,466,23,172,3,0,2,1,1,1,4,4,4,15,8,778
267,KARMULLAPUR,561,513,0,1074,291,225,0,516,489,0,81,274,15,101,3,3,1,1,4,3,1,3,2,8,16,516
268,KARMULLAPUR,585,526,0,1111,325,249,0,574,537,0,69,288,17,164,1,0,3,2,1,3,3,1,3,10,9,574
269,CHIDKURI,804,717,0,1521,460,344,0,804,804,0,67,600,31,50,2,2,4,1,6,3,1,3,6,15,13,804
270,"MEERPUR KONIYA",477,395,0,872,289,217,0,506,504,0,77,247,13,142,1,2,2,2,2,2,2,2,3,4,5,506
271,"MEERPUR KONIYA",438,418,1,857,193,185,0,378,378,0,50,219,13,79,1,0,0,0,1,2,1,0,2,6,4,378
272,ANBHAPUR,499,430,0,929,300,270,0,570,565,0,97,188,57,198,2,2,4,2,2,0,2,3,5,4,4,570
273,ANBHAPUR,501,481,0,982,266,237,0,503,503,0,105,181,36,161,1,1,0,3,1,0,0,1,2,7,4,503
274,ANBHAPUR,488,484,0,972,321,315,0,636,636,0,20,348,33,189,7,5,3,1,0,3,3,5,6,10,3,636
275,"LALPUR JAGDISHPUR",476,436,0,912,261,243,0,504,503,0,53,187,15,195,6,1,4,2,4,8,3,0,10,11,5,504
276,NARAUNDA,485,429,0,914,264,195,0,459,459,0,35,209,51,134,5,1,0,1,1,3,0,2,3,6,8,459
277,NARAUNDA,526,485,0,1011,266,222,0,488,456,0,61,269,54,67,3,0,1,2,1,5,0,1,5,13,6,488
278,DEVIDASPUR,536,454,0,990,284,252,0,536,525,0,33,202,79,179,8,0,1,1,2,3,3,3,5,8,9,536
279,BHOPATPUR,597,516,1,1114,365,315,0,680,679,0,123,271,58,169,2,3,2,1,5,4,8,7,6,19,2,680
280,"BIRAHIMPUR BHILAURA",651,581,0,1232,392,353,0,745,745,0,134,48,109,390,8,2,1,2,13,3,5,7,7,9,7,745
281,"BIRAHIMPUR BHILAURA",719,684,0,1403,520,420,0,940,900,0,131,13,304,433,18,5,1,1,5,0,4,5,3,4,13,940
282,"BIRAHIMPUR BHILAURA",485,379,0,864,245,239,0,484,460,0,33,32,162,226,1,1,2,2,7,1,4,2,4,3,4,484
283,"BIRAHIMPUR BHILAURA",376,405,0,781,172,161,0,333,304,0,66,77,81,76,1,4,0,0,8,2,1,3,3,6,5,333
284,CHILAULI,532,502,0,1034,347,230,0,577,222,0,105,201,39,175,5,3,2,1,5,9,2,6,6,10,8,577
285,HAIDRABAD,766,673,0,1439,422,383,0,805,805,0,28,457,50,221,2,1,2,2,1,2,3,1,3,23,9,805
286,PAINA,280,247,0,527,238,148,0,386,209,0,37,237,14,56,2,0,3,0,2,3,5,4,4,12,7,386
287,SUSI,623,547,0,1170,345,295,0,640,17,0,133,358,53,30,0,1,1,3,2,9,3,5,11,23,8,640
288,HARWATAND,597,539,0,1136,267,275,0,542,542,0,87,164,80,176,2,2,1,0,5,5,5,2,6,6,1,542
289,HARRAJPUR,302,237,1,540,196,146,0,342,7,0,83,127,35,54,2,2,2,0,1,1,2,1,6,8,18,342
290,LAKHWAPURBAHRAICHA,724,591,0,1315,255,263,0,518,511,0,34,15,96,352,3,1,1,0,0,2,3,2,3,4,2,518
291,LAKHWAPURBAHRAICHA,608,518,2,1128,307,261,0,568,155,0,32,253,71,170,4,1,1,3,2,4,1,2,7,11,6,568
292,DUSRAPURA,317,278,0,595,188,152,0,340,338,0,56,169,10,83,1,0,0,2,1,1,3,2,1,4,7,340
293,GAUR,762,667,0,1429,429,360,0,789,780,0,41,318,38,340,5,2,1,1,1,3,4,2,7,13,13,789
294,SAKHAUTA,896,758,0,1654,639,192,0,831,635,0,69,142,184,382,9,3,2,5,3,4,1,1,7,8,11,831
295,"KATKA MARAUTHA",365,301,0,666,196,166,0,362,20,0,60,162,26,95,1,2,0,1,2,0,1,2,0,6,4,362
296,"KATKHA MARAUTHA",602,533,0,1135,268,233,0,501,501,0,75,186,28,153,7,7,0,1,5,3,3,2,7,13,11,501
297,"KATKA MARAUTHA",598,466,0,1064,250,245,0,495,448,0,41,192,16,204,9,3,0,0,1,2,4,3,2,9,9,495
298,"KATKA MARAUTHA",487,389,0,876,284,244,0,528,528,0,93,270,50,86,4,1,0,5,0,4,1,0,3,6,5,528
299,JHAPATPUR,224,219,0,443,109,138,0,247,220,0,65,123,2,44,0,0,1,0,0,1,2,1,1,5,2,247
300,"YADAVPUR MATEHIYA",653,549,0,1202,380,278,0,658,658,0,85,360,23,131,4,2,4,3,3,3,1,7,4,10,18,658
301,CHAUBHAIYYA,117,104,1,222,80,57,0,137,9,0,10,45,3,74,1,0,0,1,0,0,1,0,0,0,2,137
302,"NAKAHRA ABBUPUR",691,649,0,1340,395,388,0,783,780,0,301,233,45,122,4,2,0,4,2,6,6,7,12,10,29,783
303,BHAISAHI,293,265,0,558,239,169,0,408,408,0,21,213,9,137,4,2,1,2,3,1,3,0,1,6,5,408
304,"CHIRAIYA TAND",363,355,0,718,266,191,0,457,393,0,46,363,19,19,0,0,0,0,0,0,2,1,1,2,4,457
305,BHATHIKUNDA,534,479,0,1013,313,290,0,603,603,0,129,202,32,164,4,1,1,2,4,4,2,7,10,15,26,603
306,BHATHIKUNDA,343,336,0,679,207,192,0,399,399,0,54,114,29,162,8,2,0,3,4,0,1,2,4,7,9,399
307,NEWASI,686,583,0,1269,376,275,0,651,21,0,175,302,19,105,2,4,0,2,2,3,0,4,9,8,16,651
308,NEWASI,618,520,0,1138,372,286,0,658,24,0,78,370,22,131,5,2,2,0,2,5,2,6,6,11,16,658
309,BHEDIYARI,407,381,0,788,309,255,0,564,100,0,162,229,24,126,2,1,0,1,1,2,0,0,2,12,2,564
310,"PADAM PICHAURA",287,276,0,563,215,214,0,429,429,0,25,172,15,196,11,1,1,1,1,0,1,0,1,1,3,429
311,SIRAULA,529,469,0,998,308,239,0,547,54,0,45,319,40,67,1,1,1,1,2,6,3,8,14,18,21,547
312,SIRAULA,502,445,0,947,293,247,0,540,262,0,93,206,17,198,3,2,0,0,6,3,2,2,1,3,4,540
313,ALLAPUR,340,293,0,633,239,194,0,433,433,0,54,252,10,88,3,0,0,0,3,2,2,4,2,6,7,433
314,PUREPRAHLAD,291,260,0,551,197,127,0,324,321,0,44,116,12,126,5,1,0,1,2,2,1,2,0,6,6,324
315,PURECHEDA,209,190,0,399,165,147,0,312,218,0,13,245,5,35,1,0,0,0,0,0,2,4,2,1,4,312
316,BHANGAHA,499,424,0,923,346,264,0,610,12,0,13,206,77,280,4,1,0,0,3,3,3,4,3,10,3,610
317,BHANGAHA,455,379,0,834,312,251,0,563,561,0,73,116,46,297,4,0,0,3,0,5,3,3,4,7,2,563
318,BHANGAHA,449,428,0,877,263,255,0,518,518,43,54,139,67,222,3,0,1,0,1,4,3,1,5,8,10,518
319,GULRIYAGAJIPUR,791,703,0,1494,422,343,0,765,765,0,37,579,28,86,1,2,4,0,1,3,2,1,6,12,3,765
320,GULRIYAGAJIPUR,530,451,0,981,300,240,0,540,28,0,78,311,22,87,5,2,1,1,3,5,4,3,8,5,5,540
321,SUTAULI,553,439,0,992,312,325,0,637,623,0,68,305,10,210,5,1,0,1,3,5,1,2,6,9,11,637
322,MOKLA,318,271,0,589,185,174,0,359,348,0,20,226,15,70,4,0,0,0,0,2,1,1,5,10,5,359
323,"RAYGAR BEHDA",691,565,0,1256,447,343,0,790,780,0,99,398,45,197,7,1,0,2,1,1,1,3,6,11,18,790
324,KHAJUHA,285,271,0,556,209,142,0,351,215,0,58,143,4,137,2,0,1,2,1,0,0,0,0,3,0,351
325,ITAHUWA,234,231,0,465,175,159,0,334,324,0,24,248,13,37,0,0,0,0,0,1,0,2,1,7,1,334
326,BIBIYAPUR,400,353,0,753,321,200,0,521,521,0,222,203,19,55,3,2,0,1,1,3,2,0,2,3,5,521
327,KHEMNIPUR,255,207,0,462,193,146,0,339,9,0,22,262,13,12,2,0,0,0,4,1,1,3,2,13,4,339
328,UMRI,548,484,1,1033,352,289,0,641,584,0,64,382,29,134,0,1,1,0,2,1,3,1,8,5,10,641
329,ICHCHAPUR,459,409,0,868,323,295,0,618,615,0,79,305,81,95,3,1,0,1,3,2,7,3,8,14,16,618
330,KANCHANPUR,260,227,0,487,186,178,0,364,364,0,117,154,13,71,0,0,0,0,1,4,0,0,0,4,0,364
331,SALARPUR,541,539,0,1080,306,367,0,673,670,0,21,71,23,515,10,1,1,0,2,7,4,3,4,2,9,673
332,BAIRISHALPUR,337,285,0,622,245,212,0,457,457,0,102,214,52,58,5,0,1,1,1,3,2,2,3,7,6,457
333,NIYAMATPUR,312,277,0,589,197,196,0,393,208,0,37,239,16,87,2,0,0,0,1,1,0,0,2,5,3,393
334,PARSENDI,450,405,0,855,302,261,0,563,480,0,57,160,32,272,1,0,0,0,5,5,2,3,9,10,7,563
335,PARSENDI,412,383,0,795,231,231,0,462,238,0,28,100,32,285,4,1,1,2,0,2,1,2,3,0,1,462
336,PARSENDI,377,327,0,704,265,211,0,476,5,0,28,308,21,103,1,0,1,1,0,2,2,2,1,4,2,476
337,"LALPUR JALAPUR",449,382,0,831,260,255,0,515,515,0,24,137,14,325,2,1,2,0,0,0,1,1,0,7,1,515
338,"LALPUR JALAPUR",407,445,0,852,204,223,0,427,427,0,62,86,12,257,1,0,0,0,3,1,1,1,0,2,1,427
339,"CHAK SAUGHANA",456,379,0,835,296,256,0,552,550,0,54,130,9,337,2,2,0,3,3,2,1,4,1,3,1,552
340,"CHAK SAUGHANA",415,429,0,844,206,245,0,451,451,0,27,65,5,341,4,0,0,2,3,3,1,0,0,0,0,451
341,"RUKNAPUR KHURD",633,546,0,1179,335,386,0,721,721,0,17,97,36,532,13,4,1,2,1,2,3,4,1,4,4,721
342,NAKAURISHAHPUR,225,178,0,403,121,168,0,289,250,0,61,165,14,35,1,0,0,1,1,2,0,1,1,2,5,289
343,"KRAILA SHABAJPUR",403,382,0,785,243,205,0,448,448,0,124,293,7,14,0,0,0,0,0,2,1,1,1,4,1,448
344,"KRAILA SHABAJPUR",431,389,0,820,258,267,0,525,521,0,119,249,32,94,8,2,0,0,0,4,0,2,3,4,8,525
345,MAHOLI,550,520,0,1070,282,304,0,586,586,0,97,322,24,94,2,0,3,5,4,1,2,2,5,19,6,586
346,BANSGAUN,528,465,0,993,247,240,0,487,487,0,88,13,55,309,2,2,0,1,2,1,0,3,5,2,4,487
347,BANIYAGAUN,486,436,0,922,216,224,0,440,440,0,105,42,28,226,4,2,0,2,1,4,4,0,7,6,9,440
348,REWLIYA,486,435,0,921,254,285,0,539,525,0,33,280,21,178,4,2,2,0,3,3,2,3,0,3,5,539
349,REWLIYA,437,391,1,829,209,231,0,440,440,0,101,146,24,147,0,0,1,1,0,1,4,1,0,9,5,440
350,PURANI,614,542,0,1156,323,308,0,631,631,631,214,156,14,184,4,0,0,0,2,5,2,4,7,14,25,631
351,PURAINI,721,633,0,1354,270,376,0,646,646,0,36,124,12,430,7,2,0,1,5,4,2,1,4,9,9,646
352,PURANI,448,425,0,873,246,193,0,439,439,0,65,271,13,57,0,1,0,0,2,1,2,0,4,12,11,439
353,SARAYKANHAR,442,374,0,816,309,241,0,550,25,0,90,328,14,73,5,0,1,1,4,2,1,4,5,8,14,550
354,SARAYKANHAR,453,397,0,850,288,218,0,506,506,0,157,263,11,55,0,2,0,2,0,7,2,0,0,5,2,506
355,SIDRAKHI,383,378,0,761,281,255,0,536,536,0,144,159,15,176,3,1,0,3,2,2,1,3,3,6,18,536
356,SIDRKHA,396,358,0,754,252,196,0,448,435,0,43,292,16,78,2,0,1,1,0,1,1,1,4,5,3,448
357,AINI,528,428,0,956,418,307,0,725,96,0,131,253,18,283,6,2,2,0,4,4,2,4,2,7,7,725
