"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAUSHAL KISHORE","2 - R.K CHAUDHARY","3 - NARENDRA GAUTAM","4 - SUSHILA SAROJ","5 - AMIT RAWAT","6 - OM PRAKASH","7 - GOPAL KANAUJIYA","8 - GAUTAM BHARTI","9 - JAGDISH PRASAD GAUTAM","10 - BRIJLAL","11 - MAHENDRA KUMAR RAWAT","12 - MEENA RAWAT","13 - MEERA DEVI","14 - SANTOSH KUMAR DHARKAR","15 - SUNIL GAUTAM","16 - MAHESH KUMAR","17 - REENA CHAUDHARY","18 - SHATROHANLAL RAWAT","19 - None of the Above","Total Votes Secured"
303,"JUNIOR HIGH SCHOOL AMETHIYA SALEMPUR  ROOM NO-1",605,538,0,1143,413,358,0,771,771,0,392,244,18,91,3,0,0,1,0,1,1,1,1,3,6,0,6,1,2,771
304,"JUNIOR HIGH SCHOOL AMETHIYASALEMPUR  ROOM NO-2",609,548,0,1157,410,345,0,755,755,0,437,40,35,194,5,3,1,1,1,2,0,2,1,3,1,7,12,2,8,755
305,"JUNIOR HIGH SCHOOL AMETHIYA SALEMPUR  ROOM NO-3",591,549,0,1140,410,358,0,768,768,0,316,49,70,314,4,1,0,1,0,2,1,2,1,1,1,2,1,1,1,768
306,"JUNIOR HIGH SCHOOL AMETHIYASALEMPUR  ROOM NO-4",591,460,0,1051,405,249,0,654,654,0,284,62,66,204,3,2,0,3,0,1,1,2,1,3,3,5,10,2,2,654
307,"PRIMARY SCHOOL PAHIYA AZAMPUR",771,625,0,1396,473,406,0,879,879,0,353,123,23,348,4,1,0,2,1,0,0,1,5,5,5,4,4,0,0,879
308,"PRIMARY SCHOOL KUSHMAURA ROOM NO-1",660,532,0,1192,461,294,0,755,755,0,454,114,6,154,4,0,1,1,2,1,2,1,5,2,2,3,3,0,0,755
309,"PRIMARY SCHOOL KUSHMAURA ROOM NO-2",409,401,0,810,285,235,0,520,520,0,334,86,8,84,0,0,0,0,2,0,0,0,0,2,1,2,1,0,0,520
310,"BABU TRILOKI SINGH INTER COLLEGE KAKORI ROOM NO-1",772,652,0,1424,454,343,0,797,797,0,318,188,55,206,3,1,2,1,0,2,0,4,0,3,4,1,4,2,3,797
311,"BABU TRILOKI SINGH INTER COLLEGE KAKORI ROOM NO-2",821,706,0,1527,425,306,0,731,731,0,259,210,60,183,2,0,1,1,0,0,0,2,1,0,3,2,3,1,3,731
312,"BABU TRILOKI SINGH INTER COLLEGE KAKORI ROOM NO-3",730,585,0,1315,327,181,0,508,508,0,130,148,51,170,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,508
313,"BABU TRILOKI SINGH INTER COLLEGE KAKORI ROOM NO-4",674,590,0,1264,368,271,0,639,639,0,351,145,22,66,4,3,0,0,2,1,0,0,1,1,4,9,19,6,5,639
314,"NAGAR PANCHAYAT KAKORI ROOM NO-1",789,634,0,1423,421,284,0,705,705,0,188,88,63,351,3,1,0,1,0,0,0,1,0,3,0,3,0,1,2,705
315,"NAGAR PANCHAYAT KAKORI ROOM NO-2",529,439,0,968,283,209,0,492,492,0,100,167,36,171,2,0,2,0,0,0,0,0,0,0,6,7,0,1,0,492
316,"NAGAR PANCHAYAT KAKORI ROOM NO-3",447,408,0,855,212,192,0,404,404,0,18,60,46,271,2,0,0,0,0,0,1,0,1,0,1,1,1,1,1,404
317,"NAGAR PANCHAYAT KAKORI ROOM NO-4",815,622,0,1437,454,336,0,790,790,0,234,251,78,206,4,0,0,1,1,0,0,0,1,0,3,3,4,3,1,790
318,"KANYA JUNIOR HIGH SCHOOL KAKORI ROOM NO-1",831,709,0,1540,488,331,0,819,819,0,386,175,31,207,0,4,1,1,0,1,0,1,1,1,3,1,2,1,3,819
319,"KANYA JUNIOR HIGH SCHOOL KAKORI ROOM NO-2",687,561,0,1248,378,248,0,626,626,0,272,120,38,178,1,0,1,1,0,0,1,0,1,2,5,3,2,1,0,626
320,"KANYA JUNIOR HIGH SCHOOL KAKORI ROOM NO-3",662,516,0,1178,331,231,0,562,562,0,224,63,41,219,4,0,1,0,0,0,1,0,2,0,1,4,0,1,1,562
321,"PRIMARY SCHOOL KATRA BAZAR KAKORI ROOM NO-1",485,418,0,903,283,210,0,493,493,0,202,114,27,127,0,2,3,1,2,1,0,0,3,2,3,2,3,0,1,493
322,"PRIMARY SCHOOL KATRA BAZAR KAKORI ROOM NO-2",516,429,0,945,326,236,0,562,562,0,377,72,41,64,0,0,0,1,0,0,0,1,0,0,2,1,3,0,0,562
323,"PRIMARY SCHOOL BHAWANI KHEDA",650,543,0,1193,487,312,0,799,799,0,443,94,83,148,2,0,2,4,2,3,2,2,3,2,1,3,3,1,1,799
324,"PRIAMRY SCHOOL DASDOI",812,687,0,1499,517,363,0,880,880,0,307,316,27,155,11,1,1,0,2,2,1,1,0,7,5,9,17,10,8,880
325,"PRIMARY SCHOOL BIGHU",330,312,0,642,261,224,0,485,485,0,178,219,6,62,0,2,0,2,0,1,0,0,0,2,5,3,3,1,1,485
326,"PRIMARY SCHOOL BHATAU NAVEEN",308,272,0,580,231,201,0,432,432,0,124,191,8,86,1,1,0,1,0,0,0,0,1,1,3,2,6,4,3,432
327,"PRIMARY SCHOOL BHATAU JAMALPUR",359,304,0,663,275,219,0,494,494,0,249,10,4,215,4,0,1,0,0,0,0,1,2,2,4,2,0,0,0,494
328,"PRIMARY SCHOOL GOHRAMAU",582,489,0,1071,442,317,0,759,759,0,246,246,15,219,3,1,1,0,1,1,1,0,3,3,2,10,3,3,1,759
329,"PRIMARY SCHOOL BASRAILA",358,317,0,675,242,171,0,413,413,0,101,176,3,112,3,0,1,1,0,2,1,1,0,2,1,0,3,2,4,413
330,"PRIMARY SCHOOL BHAGMAT KHEDA BASRAILA",241,190,0,431,151,98,0,249,249,0,61,16,0,165,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,249
331,"PRIMARY SCHOOL SARAI ALIPUR",414,343,0,757,269,218,0,487,487,0,244,91,2,107,0,1,1,1,2,0,0,1,1,8,3,5,12,5,3,487
332,"PRIMARY SCHOOL SHAHPUR",556,462,0,1018,426,344,0,770,770,0,229,339,5,141,5,0,0,5,2,1,0,0,2,1,10,8,9,9,4,770
333,"PRIMARY SCHOOL BAKHTAWAR KHEDA(BHULAI KHEDA)",189,155,0,344,134,109,0,243,243,0,63,132,1,38,0,0,0,0,0,0,0,0,0,3,1,1,2,2,0,243
334,"PRIMARY SCHOOL KUSHMI",360,303,0,663,228,181,0,409,409,0,118,138,10,134,2,0,1,1,0,1,0,0,0,2,1,0,0,1,0,409
335,"JUNIOR HIGH SCHOOL BEHRU ROOM NO-1",405,320,0,725,285,197,0,482,482,0,130,307,1,28,1,0,0,0,0,1,2,1,0,3,2,2,2,2,0,482
336,"JUNIOR HIGH  SCHOOL BEHRU ROOM NO-2",442,358,0,800,330,247,0,577,577,0,323,113,5,113,1,0,0,1,0,2,0,1,2,1,2,3,3,6,1,577
337,"JUNIOR HIGH SCHOOL BEHRU ROOM NO-3",505,402,0,907,405,268,0,673,673,0,235,81,9,309,2,0,0,1,0,13,0,2,2,3,1,10,2,1,2,673
338,"PRIMARY SCHOOL KHANPUR MAU",275,244,0,519,227,196,0,423,423,0,196,18,5,189,2,0,0,1,2,0,1,0,1,1,0,2,4,0,1,423
339,"PRIMARY SCHOOL SHERMAU MAU",466,393,0,859,330,275,0,605,605,0,331,160,6,82,7,1,0,0,1,1,1,1,2,3,1,6,0,0,2,605
340,"PRIMARY SCHOOL SAIFALPUR",422,339,0,761,304,219,0,523,523,0,232,63,5,199,7,1,1,2,0,1,0,0,2,5,0,2,3,0,0,523
341,"JUNIOR HIGH SCHOOL TAND KHEDA MAJRA GOSALALPUR ROOM NO-1",570,495,0,1065,371,257,0,628,628,0,382,60,9,145,4,1,0,1,1,0,2,2,0,1,5,7,7,1,0,628
342,"JUNIOR HIGH SCHOOL TAND KHEDA MAJRA GOSALALPUR ROOM NO-2",342,289,0,631,242,173,0,415,415,0,277,6,0,107,3,2,0,0,1,0,0,0,1,3,3,8,2,0,2,415
343,"PRIMARY SCHOOL BHALIYA",707,629,0,1336,547,443,0,990,990,0,517,181,13,234,3,1,1,1,0,2,0,1,2,6,4,9,10,3,2,990
344,"PRIMARY SCHOOL SEMRAMAU",185,165,0,350,161,134,0,295,295,0,85,65,11,127,1,1,0,0,0,1,0,0,0,2,0,2,0,0,0,295
345,"PRIMARY SCHOOL KARJHAN",656,618,0,1274,475,381,0,856,856,0,243,354,6,233,4,0,0,3,0,1,0,1,2,1,3,3,1,0,1,856
346,"PRIMARY SCHOOL JALIYAMAU",685,559,0,1244,425,350,0,775,775,0,345,233,17,146,4,0,0,1,1,0,1,2,1,1,7,7,1,3,5,775
347,"PRIMARY SCHOOL MADHAUPUR(JALIYAMAU)",167,159,0,326,132,119,0,251,251,0,44,30,3,164,0,2,0,0,2,0,0,0,0,0,0,3,0,2,1,251
348,"PRIMARY SCHOOL KARIMABAD",575,481,0,1056,403,272,0,675,675,0,292,79,44,223,4,1,3,1,2,4,1,1,3,1,5,5,1,2,3,675
349,"JUNIOR HIGH SCHOOL BADA GAON ROOM NO-1",546,479,0,1025,320,252,0,572,572,0,320,120,6,96,3,0,0,1,0,0,0,1,2,3,5,9,0,3,3,572
350,"JUNIOR HIGH SCHOOL BADA GAON ROOM NO-2",646,520,0,1166,421,299,0,720,720,0,350,16,6,313,7,2,2,1,3,0,1,2,2,1,2,7,3,0,2,720
351,"PRIMARY SCHOOL TEDWA",291,234,0,525,181,128,0,309,309,0,34,83,11,169,2,0,1,0,0,1,0,0,0,1,1,1,2,3,0,309
352,"PRIMARY SCHOOL MEHTAWA",480,412,0,892,341,245,0,586,586,0,379,66,12,108,4,0,0,1,1,1,0,1,1,3,0,6,2,1,0,586
353,"JUNIOR HIGH SCHOOL KATHIGARA",622,501,0,1123,453,342,0,795,795,0,257,322,16,171,4,1,1,2,1,0,1,0,1,1,1,7,5,2,2,795
354,"PRIMARY SCHOOL MUBARAKPUR",507,415,0,922,292,175,0,467,467,0,383,18,35,13,3,0,2,2,0,1,1,0,1,2,1,4,1,0,0,467
355,"PRIMARY SCHOOL SAIDPUR MEHRI(MOHIUDDINPUR)",434,334,0,768,320,224,0,544,544,0,301,78,20,126,2,0,2,0,1,2,0,0,2,1,1,4,3,1,0,544
356,"PRIMARY SCHOOL SAIDPUR NAVEEN",741,576,0,1317,546,405,0,951,951,0,522,83,11,282,5,1,1,1,0,5,0,2,3,5,2,7,10,3,8,951
357,"PRIMARY SCHOOL MUJAFFAR NAGAR",445,397,0,842,337,265,0,602,602,0,200,169,8,204,1,1,2,1,0,0,0,1,2,4,2,4,2,0,1,602
358,"PRIMARY SCHOOL PALIYA",402,310,0,712,272,136,0,408,408,0,2,58,14,318,4,1,1,1,0,1,1,1,1,1,3,0,0,1,0,408
359,"PRIMARY SCHOOL BEDAUNA",344,320,0,664,226,183,0,409,409,0,300,40,16,32,7,1,0,0,0,0,0,0,0,2,1,6,3,0,1,409
360,"PRIMARY SCHOOL DASEHRI",457,402,0,859,385,301,0,686,686,0,339,72,13,234,3,1,1,0,2,1,1,2,4,2,0,3,5,0,3,686
361,"PANCHAYAT GHAR RAIPUR",323,283,0,606,253,200,0,453,453,0,90,148,22,170,1,1,1,3,0,0,2,1,1,4,1,3,3,1,1,453
362,"PRIMARY SCHOOL SALEMPUR PATAURA ROOM NO-1",797,632,0,1429,563,376,0,939,939,0,314,342,28,205,1,1,1,4,1,2,1,2,5,7,4,11,5,1,4,939
363,"PRIMARY SCHOOL SALEMPUR PATAURA ROOM NO-2",530,436,0,966,323,222,0,545,545,0,303,99,37,87,3,1,1,0,0,2,0,0,0,1,3,1,2,2,3,545
364,"PRIMARY SCHOOL SALEMPUR PATAURA ROOM NO-3",551,428,0,979,315,203,0,518,518,0,298,85,61,55,1,1,0,1,0,0,0,0,1,2,5,3,2,2,1,518
365,"PRIMARY SCHOOL RAMPUR MAJRA SALEMPUR PATAURA",345,307,0,652,269,212,0,481,481,0,196,50,36,166,4,1,2,0,0,0,0,1,0,2,1,8,9,2,3,481
366,"PRIMARY SCHOOL NARAUNA ROOM NO-1",450,380,0,830,360,260,0,620,620,0,339,154,19,82,1,1,2,1,0,1,1,0,2,2,3,7,4,1,0,620
367,"PRIMARY SCHOOL NARAUNA ROOM NO-2",472,402,0,874,344,251,0,595,595,0,345,115,19,96,0,1,1,0,1,1,0,1,3,1,2,1,4,4,0,595
