"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KARTAR SINGH BHADANA","2 - KANWAR HASAN","3 - NAHID HASAN","4 - HUKUM SINGH","5 - DIVAKAR KASHYAP","6 - PARDIP","7 - RAMKARAN KASHYAP","8 - SUNITA","9 - SUNIL KUMAR KASANA","10 - KRISHANPAL","11 - MOHANLAL","12 - None of the Above","Total Votes Secured"
163,"PRATHMIK VIDYALAY  ROOM NO 1 MOHAMMADPUR RAEE",656,569,0,1225,457,355,0,812,282,0,5,163,576,55,1,0,1,0,2,2,0,7,812
164,"PRATHMIK VIDYALAY  ROOM NO 1 MOHAMMADPUR RAEE",481,443,0,924,308,284,0,592,141,0,2,158,397,23,5,0,0,0,0,5,0,2,592
165,"PRATHMIK VIDYALAY OTHER ROOM  MOHAMMADPUR RAEE",420,372,0,792,259,215,0,474,119,0,1,148,308,13,0,1,0,1,0,1,0,1,474
166,"PRATHMIK VIDYALAY NAYA BHAWAN ROOM  NO 1  NANGLA RAEE",556,425,0,981,363,242,0,605,113,0,7,139,369,84,0,0,0,0,0,4,1,1,605
167,"PRATHMIK VIDYALAY NAYA BHAWAN ROOM NO 2  NANGLA RAEE",396,312,0,708,227,186,0,413,137,0,3,55,308,42,1,0,0,0,0,3,1,0,413
168,"PRATHMIK VIDYALAY N0. 2 KA ROOM NO 3 PEER MAJRA RAMDA",587,486,0,1073,408,326,0,734,269,0,6,66,413,229,5,1,3,0,0,3,0,8,734
169,"PRATHMIK VIDYALAY N0. 2 KA ROOM NO 4  PEER MAJRA RAMDA",643,515,0,1158,421,313,0,734,184,0,9,86,505,124,1,0,0,0,2,5,1,1,734
170,"PRATHMIK VIDYALAY N0. 2 KA ROOM NO 2 PEER MAJRA RAMDA",777,649,0,1426,550,454,0,1004,371,0,6,146,327,499,14,2,0,0,0,5,2,3,1004
171,"PRATHMIK VIDYALAY N0. 1 TAPANPUR MAJRA RAMDA",295,224,0,519,269,169,0,438,99,0,0,2,24,400,2,1,0,5,0,1,1,2,438
172,"JUNIOR HIGH SCHOOL ROOM NO 1  MAVI",515,421,0,936,415,340,0,755,246,0,2,45,464,228,7,0,0,0,0,1,2,6,755
173,"JUNIOR HIGH SCHOOL ROOM NO 2 MAVI",610,453,0,1063,391,281,0,672,229,0,0,29,243,387,5,1,0,0,2,1,0,4,672
174,"PRATHMIK VIDYALAY ROOM NO 1  HEIDARPUR",128,118,0,246,115,102,0,217,69,0,2,5,2,208,0,0,0,0,0,0,0,0,217
175,"UCHCHA PRATHMIK VIDYALAY  ROOM NO 1 MAMAUR",574,412,0,986,438,322,0,760,186,0,3,44,639,63,2,0,0,0,3,1,1,4,760
176,"UCHCHA PRATHMIK VIDYALAY ROOM NO 2  MAMAUR",413,332,0,745,313,278,0,591,203,0,0,28,220,335,3,0,1,1,1,1,0,1,591
177,"PRATHMIK VIDYALAY PASCHMI BHAG ROOM NO 1  SAHAPAT",452,367,0,819,356,268,0,624,182,0,1,61,91,446,13,0,0,0,5,3,1,3,624
178,"PRATHMIK VIDYALAY PASCHMI BHAG ROOM NO 2 SAHAPAT",468,394,0,862,400,319,0,719,311,0,0,58,68,583,5,0,1,2,0,0,0,2,719
179,"PRATHMIK VIDYALAY N0. 1  KA ROOM NO 1 TEETARWADA",502,367,0,869,415,309,0,724,310,0,5,93,601,16,0,0,0,1,1,4,3,0,724
180,"PRATHMIK VIDYALAY N0. 1 KA ROOM NO 3 TEETARWADA",489,368,0,857,409,323,0,732,149,0,0,136,543,37,4,0,0,0,0,8,0,4,732
181,"PRATHMIK VIDYALAY N0. 1 KA ROOM NO 2 TEETARWADA",391,356,0,747,335,304,0,639,212,0,5,91,383,136,3,0,1,0,2,6,2,10,639
182,"PRATHMIK VIDYALAY N0. 1 KA ROOM NO 4 TEETARWADA",560,479,0,1039,432,376,0,808,316,0,9,37,454,293,3,0,0,1,2,2,3,4,808
183,"JUNIOR HIGH SCHOOL ROOM NO 1 TEETARWADA",934,628,0,1562,718,460,0,1178,461,3,3,39,197,923,3,0,0,2,4,1,2,4,1178
184,"JUNIOR HIGH SCHOOL ROOM NO 2 TEETARWADA",470,329,2,801,383,249,0,632,52,0,2,2,24,594,7,1,0,0,0,0,1,1,632
185,"JUNIOR HIGH SCHOOL ROOM NO 3 TEETARWADA",476,353,0,829,404,290,0,694,267,0,5,2,124,561,1,0,0,0,0,0,1,0,694
186,"PRATHMIK VIDYALAY N0 1  KA ROOM NO 1 KHEDI BUCCHA",478,338,0,816,440,300,0,740,273,0,0,0,0,738,0,1,0,0,1,0,0,0,740
187,"PRATHMIK VIDYALAY N0 1 KA ROOM NO 2  KHEDI BUCCHA",549,446,0,995,512,383,0,895,287,0,1,1,2,882,2,1,0,1,3,0,0,2,895
188,"PRATHMIK VIDYALAY N0 1 KA ROOM NO 3  KHEDI BUCCHA",480,337,0,817,457,287,0,744,257,0,0,0,2,738,2,0,1,0,0,0,0,1,744
189,"PRATHMIK VIDYALAY N0 1 KA ROOM NO 4  KHEDI BUCCHA",453,340,0,793,428,300,0,728,583,0,0,1,4,721,2,0,0,0,0,0,0,0,728
190,"PRATHMIK VIDYALAY PASCHIMI ROOM  PANJITH",653,561,0,1214,569,468,0,1037,316,0,4,96,163,759,2,0,0,1,4,3,0,5,1037
191,"PRATHMIK VIDYALAY POORVI ROOM   PANJITH",758,644,0,1402,595,535,0,1130,247,0,14,250,663,175,3,0,1,0,6,10,4,4,1130
192,"PRATHMIK VIDYALAYA  ROOM NO 1 JHAD KHEDI",672,577,0,1249,556,469,0,1025,377,0,2,43,103,868,2,0,0,1,3,0,0,3,1025
193,"PRATHMIK VIDYALAYA ROOM NO 2 JHAD KHEDI",473,434,0,907,438,375,0,813,271,0,5,7,82,708,5,0,0,0,3,1,2,0,813
194,"PRATHMIK VIDYALA ROOM NO 1  UNCHA GANV",625,452,0,1077,545,383,0,928,352,0,1,5,17,895,8,0,0,0,2,0,0,0,928
195,"PRATHMIK VIDYALA ROOM NO 2 UNCHA GANV",753,606,0,1359,501,577,0,1078,264,0,5,3,78,978,4,0,3,1,2,2,0,2,1078
196,"PRATHMIK VIDYALA ROOM NO 3 UNCHA GANV",837,651,0,1488,667,493,0,1160,413,4,4,112,34,1000,5,1,0,0,0,2,2,0,1160
197,"POORV MADHYAMIK VIDYALAY ROOM NO 2  KISHORPUR",416,333,0,749,325,274,0,599,165,0,2,5,10,573,3,0,0,3,1,1,0,1,599
198,"ISLAMIYA SCHOOL CLASS 5 KA ROOM  KAIRANA",862,682,0,1544,590,413,0,1003,319,0,6,223,753,15,0,0,0,0,1,2,1,2,1003
199,"ISLAMIYA SCHOOL CLASS 8  KA ROOM KAIRANA",585,444,0,1029,352,260,0,612,168,0,3,113,486,4,1,1,0,0,0,2,2,0,612
200,"ISLAMIYA SCHOOL CLASS 9  KA ROOM KAIRANA",547,398,0,945,355,218,0,573,96,0,5,90,452,18,1,0,0,1,0,1,0,5,573
201,"ISLAMIYA SCHOOL CLASS 8 WALE  ROOM SE MILA ROOM  KAIRANA",965,687,0,1652,614,412,0,1026,327,0,2,139,872,5,1,1,0,0,0,4,2,0,1026
202,"ISLAMIYA SCHOOL CLASS 6  WALA  ROOM KAIRANA",894,667,0,1561,530,366,0,896,189,0,10,326,539,14,1,0,1,0,1,0,1,3,896
203,"ISLAMIYA SCHOOL UTTAR POORV KI OR NAYA ROOM KAIRANA",452,369,0,821,286,216,0,502,154,0,4,174,290,27,1,0,2,1,0,1,0,2,502
204,"ISLAMIYA SCHOOL ROOM NO 12  KAIRANA",806,569,0,1375,459,346,0,805,256,0,2,108,382,294,7,1,0,0,3,2,0,6,805
205,"ISLAMIYA SCHOOL ROOM NO 14  KAIRANA",568,429,0,997,355,211,0,566,178,0,2,80,409,67,1,0,1,1,0,2,1,2,566
206,"ISLAMIYA SCHOOL ROOM NO 11  KAIRANA",507,352,0,859,345,212,0,557,150,0,2,89,274,176,4,2,1,0,1,4,1,3,557
207,"JUNIOR BESIK PRAIMARI PATHSHALA  ROOM NO 1  ALL KHURD KAIRANA",579,452,0,1031,474,370,0,844,243,0,5,332,436,53,4,0,0,1,2,4,3,4,844
208,"JUNIOR BESIK PRAIMARI PATHSHALA ROOM NO 3  ALL KHURD KAIRANA",505,368,0,873,415,328,0,743,40,0,8,229,424,71,3,1,0,0,1,2,1,3,743
209,"JUNIOR BESIK PRAIMARI PATHSHALA ROOM NO 2 ALL KHURD KAIRANA",570,469,0,1039,490,365,0,855,195,0,7,113,658,64,0,1,0,1,1,8,0,2,855
210,"HARIJAN BARAT GAHR MOHALLA ALKHURRD UTTAR KA ROOM  KAIRANA",746,646,0,1392,520,432,0,952,251,0,1,251,300,383,8,2,2,0,2,1,0,2,952
211,"HARIJAN BARAT GAHR MOHALLA ALKHURRD UTTAR KA ROOM KAIRANA",716,568,0,1284,522,382,0,904,199,0,5,115,397,370,4,2,1,1,3,2,2,2,904
212,"JAIN DHARMSHALA POORVI BHAG KA ROOM  KAIRANA",508,491,0,999,391,316,0,707,211,0,4,53,71,572,2,0,1,1,1,2,0,0,707
213,"JAIN DHARMSHALA DAKSHIN KI OR KA  ROOM KAIRANA",868,662,0,1530,663,477,0,1140,347,0,11,211,825,74,5,0,0,0,5,5,0,4,1140
214,"JAIN DHARMSHALA POORVI BHAG DAKSHIN BHAG POORV KI OR KA  ROOM KAIRANA",549,409,0,958,425,308,0,733,207,0,3,232,316,173,3,1,0,1,0,1,2,1,733
215,"JAIN DHARMSHALA POORVI BHAG PASCHIM  KI OR KA ROOM KAIRANA",500,397,0,897,378,272,0,650,182,0,1,251,189,199,2,0,1,0,1,1,0,5,650
216,"ARYA KANYA INTER COLLEGE ROOM NO 1 KAIRANA",455,332,0,787,292,212,0,504,86,0,3,239,9,237,6,2,1,0,2,3,0,2,504
217,"ARYA KANYA INTER COLLEGE ROOM NO 5  KAIRANA",560,391,0,951,409,315,0,724,174,0,4,218,490,7,0,0,1,1,1,0,0,2,724
218,"ARYA KANYA INTER COLLEGE ROOM NO 2 KAIRANA",462,418,0,880,349,286,0,635,113,0,1,64,54,504,4,2,0,0,3,1,1,1,635
219,"ARYA KANYA INTER COLLEGE ROOM NO 3  KAIRANA",541,454,0,995,429,354,0,783,167,0,10,127,532,111,0,0,0,0,0,0,2,1,783
220,"ARYA KANYA INTER COLLEGE ROOM NO 4 KAIRANA",467,417,0,884,357,284,0,641,148,0,4,179,186,269,2,0,0,0,0,0,1,0,641
221,"PRATHMIK VIDYALA ARYPURI ROOM NO 1 KAIRANA",534,415,0,949,402,303,0,705,98,0,13,121,313,246,4,0,0,0,2,2,0,4,705
222,"PRATHMIK VIDYALA ARYPURI ROOM NO 2  KAIRANA",664,468,0,1132,453,321,0,774,113,6,6,213,504,41,0,0,1,2,0,4,0,3,774
223,"VAISHYA DHARMASHALA POORV KI OR  KAIRANA",741,636,0,1377,523,384,0,907,245,0,1,33,390,475,4,0,0,0,2,0,1,1,907
224,"VAISHYA DHARMASHALA DAKSHIN  KI OR KAIRANA",453,420,0,873,377,217,0,594,183,0,0,25,174,391,0,0,1,0,1,1,0,1,594
225,"PUBLIK INTER COLLEGE ROOM N0 1 KAIRANA",667,515,0,1182,519,337,0,856,241,0,6,279,316,245,1,0,0,0,2,2,1,4,856
226,"PUBLIK INTER COLLEGE ROOM N0 2 KAIRANA",643,503,0,1146,502,432,0,934,319,0,5,297,500,118,5,1,1,0,2,2,1,2,934
227,"PUBLIK INTER COLLEGE ROOM N0 3 KAIRANA",567,505,0,1072,430,371,0,801,183,0,5,247,485,54,1,0,0,0,4,4,0,1,801
228,"PUBLIK INTER COLLEGE ROOM N0 7 KAIRANA",662,527,1,1190,506,371,0,877,219,0,3,183,616,58,0,1,0,0,0,5,4,7,877
229,"PUBLIK INTER COLLEGE ROOM N0 4 KAIRANA",448,356,0,804,355,268,0,623,78,0,4,106,398,106,5,0,0,0,0,2,0,2,623
230,"PUBLIK INTER COLLEGE ROOM N0 8 KAIRANA",518,437,0,955,411,325,0,736,126,0,7,108,284,323,4,0,1,0,3,1,3,2,736
231,"PUBLIK INTER COLLEGE ROOM N0 5 KAIRANA",394,344,0,738,287,247,0,534,141,0,4,43,45,435,3,0,0,1,1,0,2,0,534
232,"PRATHMIK VIDYALA ROOM NO 1  ISLAMNAGAR (TEERH NAGAR KAIRANA DEHAT)",584,345,0,929,301,196,0,497,142,0,2,90,303,87,3,1,0,1,3,6,0,1,497
233,"PRATHMIK VIDYALA ROOM NO 2  ISLAMNAGAR (TEERH NAGAR KAIRANA DEHAT)",487,326,0,813,305,234,0,539,89,0,3,257,268,2,2,0,1,0,1,1,1,3,539
234,"PRATHMKI VIDYALAY DARBAR KALAN UTTARI BHAG  KAIRANA",731,572,0,1303,545,401,0,946,206,0,0,205,636,97,2,0,0,1,0,3,0,2,946
235,"PRATHMKI VIDYALAY DARBAR KALAN DAKSHINI  BHAG KAIRANA",912,596,0,1508,583,367,0,950,202,0,7,104,653,172,6,1,3,0,0,1,3,0,950
236,"NIRIXAN BHAWAN P. W.D. UTTAR ME ROOM NO 1 KAIRANA",645,471,1,1117,433,320,0,753,150,0,4,25,457,257,4,2,0,0,1,0,0,3,753
237,"NIRIXAN BHAWAN P. W.D. UTTAR ME ROOM NO 2  KAIRANA",679,477,0,1156,475,345,0,820,121,0,3,29,748,31,2,0,0,0,0,5,1,1,820
238,"NIRIXAN BHAWAN P. W.D. GARAJ WALA ROOM  KAIRANA",632,425,0,1057,406,318,0,724,81,0,5,43,643,18,0,0,0,1,0,5,1,8,724
239,"NIRIXAN BHAWAN KE SAMNE JAL NIGAM KI TANKI WALA KAMRA KAIRANA",521,372,0,893,365,308,0,673,372,0,6,29,386,235,3,0,3,2,2,4,2,1,673
240,"PRATHMIK VIDYALAY KADIM BEGAMPURI ROOM NO 3 KAIRANA",694,506,0,1200,423,272,0,695,290,0,4,110,526,51,0,1,0,0,0,1,0,2,695
241,"PRATHMIK VIDYALAY KADIM BEGAMPURI ROOM NO 4  KAIRANA",437,330,1,768,283,188,0,471,146,0,1,76,384,7,0,0,0,0,0,1,0,2,471
242,"PRATHMIK VIDYALAY KADIM BEGAMPURI ROOM NO 2 KAIRANA",573,403,0,976,412,249,0,661,250,0,2,133,512,13,0,0,0,0,0,0,0,1,661
243,"PRATHMIK VIDYALAY VEDIWALI BECH KA ROOM KAIRANA",421,324,0,745,263,198,0,461,161,0,0,159,292,7,0,0,0,0,2,0,0,1,461
244,"PRATHMIK VIDYALAY VEDIWALI UTTARI BHAG  KA ROOM KAIRANA",675,531,0,1206,474,311,0,785,284,0,2,181,591,10,0,0,0,0,0,0,1,0,785
245,"SENT MERIS SCHOOL ROOM NO 1 KAIRANA",427,380,0,807,298,226,0,524,220,0,3,113,382,21,0,0,0,0,4,0,1,0,524
246,"SENT MERIS SCHOOL ROOM NO 2 KAIRANA",472,374,0,846,296,242,0,538,136,0,3,179,330,17,1,0,1,0,1,2,2,2,538
247,"RODO KI DHARMSHALA POORVI BHAG KA ROOM NO 1 KAIRANA",694,524,0,1218,429,283,0,712,222,0,3,111,542,48,0,0,0,0,1,3,1,3,712
248,"RODO KI DHARMSHALA POORVI BHAG KA ROOM NO 2 KAIRANA",574,408,0,982,328,213,0,541,240,0,8,66,458,2,2,0,0,0,0,2,2,1,541
249,"MADHYAMIK VIDYALAY KALALAN ROOM NO 1  KAIRANA",592,445,0,1037,310,270,0,580,213,0,2,27,535,8,0,0,0,0,3,2,1,2,580
250,"MADHYAMIK VIDYALAY KALALAN ROOM NO 2 KAIRANA",748,494,0,1242,384,290,0,674,180,0,2,83,561,20,2,1,0,0,0,1,2,2,674
251,"MADHYAMIK VIDYALAY ROOM NO 1  JAHANPURA",595,480,0,1075,485,401,0,886,22,0,2,323,476,70,3,2,2,1,0,2,1,4,886
252,"MADHYAMIK VIDYALAY ROOM NO 2 JAHANPURA",469,417,0,886,377,317,0,694,385,0,3,299,363,24,1,0,0,0,0,3,0,1,694
253,"PRATHMIK VIDYALAY NO 1 KA ROOM NO 1  BEENDA",524,405,0,929,472,334,0,806,288,0,1,81,2,720,2,0,0,0,0,0,0,0,806
254,"PRATHMIK VIDYALAY UTTARI BHAG  ALIPUR",918,683,0,1601,688,600,0,1288,487,0,5,133,744,384,10,1,0,0,1,5,1,4,1288
255,"PRATHMIK VIDYALAY DAKSNI  BHAG ALIPUR",564,418,0,982,450,328,0,778,301,0,3,8,208,531,14,2,4,1,1,3,1,2,778
256,"PRATHMIK VIDYALAY GHISSUGARH",208,143,0,351,154,116,0,270,214,0,3,11,34,217,2,0,1,0,1,0,0,1,270
257,"MADHYAMIK VIDYALAY NAYA MANNA MAJRA",956,799,0,1755,830,599,0,1429,660,0,6,211,1142,51,0,1,4,1,2,2,2,7,1429
258,"PRATHMIK VIDYALAY ROOM NO 1 ERTI",504,396,0,900,371,283,0,654,253,0,13,41,56,517,6,0,0,1,2,3,12,3,654
259,"PRATHMIK VIDYALAY ROOM NO 3  ERTI",416,338,0,754,334,232,0,566,266,0,1,25,74,447,3,0,0,0,2,0,14,0,566
260,"CHAUDHARY MAAN SINGH RAJKIYA  INTER COLLEGE ROOM NO 1  KANDELA",582,391,0,973,536,314,0,850,750,0,2,0,6,820,8,0,3,4,4,0,0,3,850
261,"CHAUDHARY MAAN SINGH RAJKIYA INTER COLLEGE ROOM NO 3 KANDELA",485,343,0,828,424,287,0,711,125,0,0,1,2,700,1,1,0,0,1,2,0,3,711
262,"CHAUDHARY MAAN SINGH RAJKIYA INTER COLLEGE ROOM NO 2  KANDELA",734,558,0,1292,632,416,0,1048,336,0,3,1,5,1028,1,0,0,0,7,0,1,2,1048
263,"PRATHMIK VIDYALAY  ROOM NO 1 JAGANPUR",439,373,0,812,421,342,0,763,261,0,0,6,7,748,1,0,0,1,0,0,0,0,763
264,"PRATHMIK VIDYALAY ROOM NO 2 JAGANPUR",446,365,0,811,429,324,0,753,253,0,5,1,2,745,0,0,0,0,0,0,0,0,753
265,"JUNIOR HIGH SCHOOL DAKSINI BHAG KA PHELA ROOM  KANDELA",818,599,0,1417,721,490,0,1211,300,0,0,2,7,1191,5,1,0,0,3,0,1,1,1211
266,"PRATHMIK VIDYALAY BAMNAULI",306,275,0,581,266,209,0,475,170,0,5,48,10,408,1,0,1,0,1,0,0,1,475
267,"JUNIOR HIGH SCHOOL ROOM NO 2 DHUDHAR",855,604,0,1459,650,458,0,1108,372,0,4,20,3,1071,5,0,1,0,0,0,0,4,1108
268,"PRATHMIK VIDYALAY N0. 1  ROOM NO 1 DUNDUKHEDA",666,520,1,1187,571,354,0,925,310,0,4,8,81,822,5,0,2,0,1,0,1,1,925
269,"PRATHMIK VIDYALAY N0. 1 ROOM NO 2 DUNDUKHEDA",645,450,0,1095,562,325,0,887,330,0,0,21,2,846,11,1,1,0,0,0,1,4,887
270,"PRATHMIK VIDYALAY N0. 1 ROOM NO 3 DUNDUKHEDA",612,463,0,1075,445,331,0,776,236,0,0,5,22,728,9,1,1,2,0,1,2,5,776
271,"PRATHMIK VIDYALAY NAHAR KE PAS GARHI RAMKAUR MAJRA DUNDUKHEDA",772,510,0,1282,676,395,0,1071,190,0,2,3,10,1021,14,1,1,0,6,3,1,9,1071
272,"KANYA JUNIOR HIGH SCHOOL ROOM NO 1  ISSOPUR",848,588,0,1436,625,421,0,1046,308,2,2,1,13,1016,11,0,0,0,0,0,0,3,1046
273,"KANYA JUNIOR HIGH SCHOOL ROOM NO 2  ISSOPUR",748,576,1,1325,517,397,0,914,134,0,4,3,16,887,2,1,1,0,0,0,0,0,914
