"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - JAYA PRADA NAHATA","2 - KUNWAR BHARTENDRA","3 - MALOOK NAGAR","4 - SHAHNAWAZ RANA","5 - UDAY ALIES UDAYVEER","6 - GAURAV","7 - PARVEZ AQIL","8 - MOHAMAD ADEEB","9 - MOHAMMAD MOOSA","10 - UMESH ALIES PANI","11 - KAMAL","12 - GAJRESH KUMAR","13 - None of the Above","Total Votes Secured"
181,"M.E.SCHOOL BAKHSHIWALA ROAD BUKHARA BIJNOR KAKSH 1",508,462,0,970,210,213,0,423,423,0,3,18,41,288,0,2,1,0,66,1,0,0,3,423
182,"M.E.SCHOOL BAKHSHIWALA ROAD BUKHARA BIJNOR KAKSH 2",550,460,0,1010,307,275,0,582,582,0,7,125,53,218,1,0,0,5,167,2,2,0,2,582
183,"M.E.SCHOOL BAKHSHIWALA ROAD BUKHARA BIJNOR KAKSH 3",557,525,0,1082,324,287,0,611,611,0,5,218,95,161,0,6,0,0,124,1,0,0,1,611
184,"D.A.V.I.COLLEGE BUKHARA BIJNOR KAKSH 1",527,471,1,999,331,287,0,618,618,0,22,333,209,32,1,1,1,2,3,0,3,3,8,618
185,"D.A.V.I.COLLEGE BUKHARA BIJNOR KAKSH 2",341,337,0,678,218,188,0,406,318,0,1,168,143,39,2,3,0,1,36,1,6,1,5,406
186,"D.A.V.I.COLLEGE BUKHARA BIJNOR KAKSH 3",521,448,0,969,255,248,0,503,503,0,4,54,290,114,1,3,0,5,26,1,0,0,5,503
187,"D.A.V.I.COLLEGE BUKHARA BIJNOR KAKSH 4",687,655,0,1342,405,373,0,778,774,0,22,414,218,62,0,2,0,3,47,1,3,4,2,778
188,"D.A.V.I.COLLEGE BUKHARA BIJNOR KAKSH 5",782,681,0,1463,389,374,0,763,668,0,3,141,279,273,4,2,0,5,51,1,0,0,4,763
189,"P.V. BUKHARA LINEPAR BIJNOR KAKSH 1",431,426,0,857,201,187,0,388,388,0,3,19,24,221,4,4,1,1,107,0,0,2,2,388
190,"P.V. BUKHARA LINEPAR BIJNOR KAKSH 2",587,503,0,1090,281,230,0,511,511,0,10,10,17,339,2,5,0,3,124,1,0,0,0,511
191,"SUSHILA DEVI SHISU MANDIR P.V. LADAPUR KAKSH 1",612,520,0,1132,354,310,0,664,664,0,8,293,201,135,1,7,2,0,5,4,1,1,6,664
192,"SUSHILA DEVI SHISU MANDIR P.V. LADAPUR KAKSH 2",564,529,0,1093,389,324,0,713,713,0,9,257,190,236,0,3,1,1,1,9,2,0,4,713
193,"SUSHILA DEVI SHISU MANDIR P.V. LADAPUR KAKSH 3",269,234,0,503,162,131,0,293,293,0,3,10,24,241,2,0,1,1,10,1,0,0,0,293
194,"BIJNOR INTER COLLEGE BIJNOR KAKSH 1",581,496,0,1077,337,250,0,587,528,0,5,0,21,544,0,1,0,2,1,5,0,2,6,587
195,"BIJNOR INTER COLLEGE BIJNOR KAKSH 2",522,458,0,980,323,269,0,592,570,0,1,1,23,549,5,0,0,0,4,2,1,1,5,592
196,"BIJNOR INTER COLLEGE BIJNOR KAKSH 3",404,397,0,801,228,194,0,422,422,0,0,8,32,377,0,0,0,0,2,0,0,0,3,422
197,"BIJNOR INTER COLLEGE BIJNOR KAKSH 4",481,487,0,968,290,310,0,600,600,0,11,491,15,74,0,1,2,0,1,2,1,1,1,600
198,"BIJNOR INTER COLLEGE BIJNOR KAKSH 5",636,583,0,1219,359,318,0,677,658,0,3,79,24,547,3,0,1,3,4,2,1,3,7,677
199,"ARYA VDIK KANYA INTER COLLEGE BIJNOR KAKSH 1",790,704,0,1494,471,409,0,880,876,0,14,256,118,473,1,3,0,3,2,3,1,2,4,880
200,"ARYA VDIK KANYA INTER COLLEGE BIJNOR KAKSH 2",566,534,0,1100,348,280,0,628,622,0,16,237,81,281,3,5,0,0,0,1,1,1,2,628
201,"ARYA VDIK KANYA INTER COLLEGE BIJNOR KAKSH 3",322,296,0,618,202,162,0,364,334,0,7,250,17,82,0,2,0,0,0,0,0,2,4,364
202,"ARYA VDIK KANYA INTER COLLEGE BIJNOR KAKSH 4",582,548,0,1130,324,276,0,600,550,0,18,542,19,6,1,11,0,0,0,0,0,0,3,600
203,"ARYA VDIK KANYA INTER COLLEGE BIJNOR KAKSH 5",421,401,0,822,261,227,0,488,486,0,17,432,27,4,0,4,1,0,0,0,1,0,2,488
204,"DAYANAND BAL VIDYA MANDIR ARYA SAMAJ BIJNOR KAKSH 1",546,549,0,1095,352,333,0,685,680,0,21,624,20,1,0,12,0,0,0,0,2,2,3,685
205,"DAYANAND BAL VIDYA MANDIR ARYA SAMAJ BIJNOR KAKSH 2",461,471,0,932,270,252,0,522,503,0,12,467,22,3,0,13,0,0,0,0,1,2,2,522
206,"DAYANAND BAL VIDYA MANDIR ARYA SAMAJ BIJNOR KAKSH 3",436,439,0,875,283,253,0,536,533,0,41,415,57,12,0,7,0,0,0,1,0,1,2,536
207,"DAYANAND BAL VIDYA MANDIR ARYA SAMAJ BIJNOR KAKSH 4",463,459,0,922,276,229,0,505,483,0,40,414,29,5,0,10,0,0,0,0,1,0,6,505
208,"DAYANAND BAL VIDYA MANDIR ARYA SAMAJ BIJNOR KAKSH 5",727,685,1,1413,471,435,0,906,897,0,4,125,238,525,1,3,0,5,0,2,0,1,2,906
209,"EJAJ ALI HALL BIJNOR",723,662,0,1385,479,452,0,931,923,0,2,50,734,130,3,1,0,0,1,1,7,0,2,931
210,"P.V NAI BASTI BIJNOR KAKSH 1",536,490,0,1026,377,300,0,677,657,0,4,177,33,446,2,0,0,5,5,1,1,2,1,677
211,"P.V NAI BASTI BIJNOR KAKSH 2",567,523,0,1090,359,288,0,647,635,0,2,9,32,586,4,1,0,3,4,0,3,0,3,647
212,"M.G.H.S. SCHOOL CHAHSHEERI BIJNOR KAKSH 1",635,679,0,1314,440,411,0,851,840,0,20,65,127,614,1,3,1,14,2,2,0,0,2,851
213,"M.G.H.S. SCHOOL CHAHSHEERI BIJNOR KAKSH 2",522,474,0,996,359,294,0,653,653,0,14,293,67,272,1,0,0,0,0,1,3,0,2,653
214,"M.G.H.S. SCHOOL CHAHSHEERI BIJNOR KAKSH 3",541,462,0,1003,272,257,0,529,487,0,7,112,150,246,1,3,0,1,7,0,0,1,1,529
215,"KARYALYA SAHKARI SANGH LTD BIJNOR KAKSH 1",769,642,0,1411,467,382,0,849,810,0,7,43,57,734,1,2,0,0,1,1,0,1,2,849
216,"KARYALYA SAHKARI SANGH LTD BIJNOR KAKSH 2",284,268,0,552,129,152,0,281,270,0,4,77,12,182,1,2,0,0,1,0,1,0,1,281
217,"KARYALYA SAHKARI SANGH LTD BIJNOR KAKSH 3",601,536,0,1137,361,317,0,678,670,0,32,424,38,170,2,5,1,0,2,0,1,1,2,678
218,"P.V. CHAHSHEERI FIRST BIJNOR KAKSH 1",658,607,0,1265,458,383,0,841,812,0,15,683,11,119,0,8,0,1,2,1,0,0,1,841
219,"P.V. CHAHSHEERI FIRST BIJNOR KAKSH 2",460,425,0,885,287,248,0,535,530,0,3,205,25,286,4,1,0,1,5,1,0,1,3,535
220,"P.V. CHAHSHEERI FIRST BIJNOR KAKSH 3",433,392,0,825,253,245,0,498,473,0,9,188,57,194,2,4,1,1,40,0,0,1,1,498
221,"TESHIL BHAWAN KAKSH 12",732,625,0,1357,385,324,0,709,709,0,15,9,58,606,4,3,0,1,3,3,2,2,3,709
222,"TESHIL BHAWAN KAKSH 14",705,596,0,1301,360,301,0,661,659,0,2,1,25,593,2,1,0,0,29,1,0,0,7,661
223,"TESHIL BHAWAN KAKSH 15",759,650,0,1409,528,485,0,1013,1013,0,11,173,394,381,3,0,0,2,26,2,3,2,16,1013
224,"P.V.BAZAR SHAMBHA PRATHAM KANSHIRAM COLONI BIJNOR KAKSH 1",567,553,0,1120,383,351,0,734,731,0,10,392,135,180,5,1,0,0,3,0,3,2,3,734
225,"P.V.BAZAR SHAMBHA PRATHAM KANSHIRAM COLONI BIJNOR KAKSH 2",333,319,0,652,213,196,0,409,408,0,1,193,43,163,1,4,0,1,0,2,0,1,0,409
226,"P.V. RAMLILA  KANSHIRAM COLONI BIJNOR KAKSH 1",794,692,0,1486,430,380,0,810,798,0,8,170,126,477,3,2,0,0,11,3,0,3,7,810
227,"P.V. RAMLILA  KANSHIRAM COLONI BIJNOR KAKSH 2",496,441,0,937,295,273,0,568,548,0,11,108,87,355,1,0,0,0,0,2,1,0,3,568
228,"P.V. MIRDGAN BIJNOR KAKSH 1",540,445,0,985,308,251,0,559,556,0,1,1,35,499,4,0,0,1,10,1,0,1,6,559
229,"P.V. MIRDGAN BIJNOR KAKSH 2",516,471,0,987,317,304,0,621,620,0,5,2,48,546,2,2,0,0,15,1,0,0,0,621
230,"P.V. MIRDGAN BIJNOR KAKSH 3",611,533,0,1144,382,342,0,724,674,0,4,11,85,607,0,1,0,1,10,2,0,1,2,724
231,"ROYAL CHILDREN ACADEMY PRIMERY J.H.SCHOOL BIJNOR KAKSH 1",816,734,0,1550,515,458,0,973,968,0,9,2,72,875,1,0,0,2,2,4,1,2,3,973
232,"ROYAL CHILDREN ACADEMY PRIMERY J.H.SCHOOL BIJNOR KAKSH 2",545,484,0,1029,364,310,0,674,670,0,5,0,112,544,1,1,0,1,5,0,1,0,4,674
233,"P.V. BHATAN BIJNOR KAKSH 1",486,471,0,957,345,293,0,638,638,0,7,270,45,299,9,3,1,0,0,1,1,0,2,638
234,"P.V. BHATAN BIJNOR KAKSH 2",694,665,0,1359,466,435,0,901,901,0,20,428,36,404,1,2,0,2,1,2,0,2,3,901
235,"KANYA PURV M.V BHATAN BIJNOR KAKSH 1",721,679,0,1400,462,432,0,894,814,0,13,344,37,470,1,11,1,2,4,1,1,2,7,894
236,"KANYA PURV M.V BHATAN BIJNOR KAKSH 2",501,473,0,974,367,314,0,681,637,0,49,554,28,36,1,3,0,1,0,3,0,3,3,681
237,"KANYA PURV M.V BHATAN BIJNOR KAKSH 3",417,395,0,812,224,234,0,458,454,0,11,164,19,251,2,3,0,0,1,3,2,0,2,458
238,"RAHIMYA PUBLIC SCHOOL BIJNOR KAKSH 1",823,762,0,1585,429,398,0,827,827,0,14,139,47,607,0,8,1,0,4,1,0,1,5,827
239,"RAHIMYA PUBLIC SCHOOL BIJNOR KAKSH 2",528,485,0,1013,318,301,0,619,570,0,9,321,27,238,1,1,3,4,4,1,0,5,5,619
240,"RAHIMYA PUBLIC SCHOOL BIJNOR KAKSH 3",479,440,0,919,290,292,0,582,574,0,4,284,20,261,1,1,0,2,1,1,2,1,4,582
241,"RAHIMYA PUBLIC SCHOOL BIJNOR KAKSH 4",679,706,0,1385,348,344,0,692,651,0,15,2,85,573,1,3,3,5,1,1,0,0,3,692
242,"RAJAKEEYA.INTER COLLOGE BIJNOR KAKSH 1",376,353,0,729,253,243,0,496,476,0,20,430,30,9,2,1,1,0,0,0,0,1,2,496
243,"RAJAKEEYA.INTER COLLOGE BIJNOR KAKSH 2",749,685,0,1434,452,387,0,839,818,0,21,524,110,150,1,4,1,2,2,1,3,3,17,839
244,"RAJAKEEYA.INTER COLLOGE BIJNOR KAKSH 3",540,458,0,998,333,284,0,617,589,0,12,205,21,365,3,1,0,1,0,3,0,2,4,617
245,"RAJAKEEYA KANYA INTER COLLOGE BIJNOR KAKSH 1",617,574,0,1191,402,359,0,761,711,0,66,545,37,82,0,9,0,7,1,3,1,4,6,761
246,"RAJAKEEYA KANYA INTER COLLOGE BIJNOR KAKSH 2",646,572,0,1218,399,343,0,742,722,0,16,480,196,20,4,5,0,1,1,4,2,5,8,742
247,"RAJAKEEYA KANYA INTER COLLOGE BIJNOR KAKSH 3",360,309,0,669,227,171,0,398,398,0,6,265,49,66,5,1,1,0,0,1,0,2,2,398
248,"RAJAKEEYA KANYA INTER COLLOGE BIJNOR KAKSH 4",646,616,0,1262,396,351,0,747,725,0,9,510,80,137,2,2,0,1,0,1,2,0,3,747
249,"RAJAKEEYA KANYA INTER COLLOGE BIJNOR KAKSH 5",531,474,0,1005,243,257,0,500,490,0,20,249,206,14,0,4,0,1,0,0,0,5,1,500
250,"RAJAKEEYA KANYA INTER COLLOGE BIJNOR KAKSH 6",523,470,0,993,277,274,0,551,539,0,30,391,97,21,0,3,0,0,1,0,1,3,4,551
251,"P.V BIJNOR NEAR ROAEWAS KAKSH 1",413,398,1,812,217,220,0,437,437,0,24,384,6,7,0,7,0,8,0,0,0,1,0,437
252,"P.V BIJNOR NEAR ROAEWAS KAKSH 2",506,488,0,994,300,275,0,575,565,0,70,470,18,9,1,7,0,0,0,0,0,0,0,575
253,"PURV M.V. BIJNOR NEAR ROAEWAS KAKSH 1",540,506,0,1046,257,268,0,525,525,0,63,425,19,8,0,10,0,0,0,0,0,0,0,525
254,"PURV M.V. BIJNOR NEAR ROAEWAS KAKSH 1",562,525,0,1087,339,308,0,647,623,0,74,552,9,4,0,4,0,0,0,0,0,1,3,647
255,"P.V POLICE LINE BIJNOR KAKSH 1",651,564,0,1215,376,347,0,723,681,0,50,578,67,7,1,7,1,1,0,1,1,5,4,723
256,"P.V POLICE LINE BIJNOR KAKSH 2",616,560,0,1176,314,275,0,589,589,0,19,431,87,36,0,7,0,0,1,1,0,1,6,589
257,"P.V. IIND QAZIPARA BIJNOR KAKSH 1.",717,628,0,1345,411,420,0,831,771,0,6,13,32,761,2,1,0,1,3,2,4,1,5,831
258,"P.V. IIND QAZIPARA BIJNOR KAKSH 2",840,749,0,1589,514,448,0,962,927,0,6,18,49,868,5,4,0,2,2,2,0,1,5,962
259,"P.V TEBDI URF KADARPUR JASWANT KAKSH 1",432,398,0,830,325,298,0,623,621,0,11,271,304,20,1,1,1,0,0,1,1,5,7,623
260,"P.V TEBDI URF KADARPUR JASWANT KAKSH 2",468,426,0,894,361,290,0,651,646,0,36,500,76,20,1,0,0,0,1,3,4,4,6,651
261,"P.V SALEMPUR MATHANA URF PURANPUR",249,257,0,506,192,196,0,388,298,0,33,146,172,31,0,0,0,0,1,0,1,1,3,388
262,"PURV M.V. SADUPURA KAKSH 1",514,442,0,956,355,336,0,691,671,0,2,204,309,159,5,1,2,1,0,3,0,1,4,691
263,"PURV M.V. SADUPURA KAKSH 2",453,387,0,840,297,323,0,620,619,0,5,42,30,524,5,1,1,0,0,2,2,1,7,620
264,"P.V. JALALPUR QUAZI KAKSH 1",609,571,0,1180,427,437,0,864,847,0,7,174,570,86,8,1,1,1,1,2,5,2,6,864
265,"P.V. JALALPUR QUAZI KAKSH 2",262,245,0,507,192,192,0,384,374,0,3,179,135,44,1,3,0,2,1,2,5,2,7,384
266,"P.V. SHABAZPUR KHANA KAKSH 1",673,617,0,1290,436,331,0,767,667,0,24,358,257,106,3,0,0,2,6,3,3,3,2,767
267,"P.V. SHABAZPUR KHANA KAKSH 2",541,519,0,1060,327,307,0,634,634,0,40,265,59,250,0,4,0,2,2,5,1,3,3,634
268,"P.V. FATEPUR NOABAD KAKSH 1",465,431,0,896,289,260,0,549,547,0,4,25,217,155,1,2,2,3,131,1,4,2,2,549
269,"P.V. FATEPUR NOABAD KAKSH 2",455,420,0,875,235,247,0,482,472,0,26,8,24,203,2,1,2,3,211,2,0,0,0,482
270,"P.V. BHARAIRA",527,504,0,1031,417,386,0,803,803,0,46,415,283,49,0,1,1,0,1,0,2,2,3,803
271,"P.V. MOMINPUR DARGO",450,419,0,869,317,312,0,629,629,0,6,285,312,7,0,1,0,1,0,5,3,5,4,629
272,"P.V. SALMABAD KAKSH 1",572,519,0,1091,425,341,0,766,750,0,128,514,68,33,0,0,0,1,1,5,5,4,7,766
273,"P.V. SALMABAD KAKSH 2",404,375,1,780,305,275,0,580,580,0,1,28,530,5,0,0,1,1,0,7,3,0,4,580
274,"P.V. ISLAMPUR NEEMDAS",326,282,0,608,287,228,0,515,209,0,194,296,13,3,0,1,1,0,0,1,0,2,4,515
275,"P.V. SIRDHANI BANGAR",648,587,0,1235,405,386,0,791,789,0,6,23,183,207,1,1,4,9,338,7,4,0,8,791
276,"P.V. MUBARAKPUR TALAN",415,388,0,803,304,310,0,614,591,0,19,149,23,395,4,0,0,1,4,4,6,3,6,614
277,"PURV M.V. MUBARAKPUR TALAN",434,406,0,840,362,331,0,693,456,0,26,237,149,263,1,0,0,1,3,3,3,4,3,693
278,"P.V. RASOOLPUR PITTNKA",493,463,0,956,389,379,0,768,763,0,52,389,256,51,2,1,1,1,2,4,2,1,6,768
279,"V.G.I.COLLEG VIDUR KUTISH 1",769,668,0,1437,463,426,0,889,889,0,7,286,9,473,6,1,0,1,88,3,1,4,10,889
280,"V.G.I.V.G.I.COLLEG VIDUR KUTI  KHUTE KAKSH 2",524,493,0,1017,404,326,0,730,730,0,15,452,200,38,6,2,0,6,2,1,2,4,2,730
281,"V.G.I.V.G.I.COLLEG VIDUR KUTI   KAKSH 3",447,447,0,894,244,305,0,549,549,0,9,210,33,258,6,0,0,2,8,3,1,5,14,549
282,"PURV M.V. PRATHVIPUR",505,457,0,962,357,338,0,695,603,0,23,391,253,17,0,1,0,2,2,3,0,1,2,695
283,"P.V. MOLHADPUR",238,227,0,465,229,178,0,407,407,0,77,172,79,74,1,0,0,0,0,1,0,2,1,407
284,P.V.GANGDASPUR,607,567,0,1174,482,443,0,925,898,0,59,560,191,52,1,0,1,1,2,6,3,39,10,925
285,"P.V. KAMBHAUR KAKSH 1",534,479,0,1013,408,330,0,738,738,0,198,373,22,67,3,0,1,1,58,4,3,3,5,738
286,"P.V. KAMBHAUR KAKSH 2",377,348,0,725,284,265,0,549,549,0,31,149,253,29,2,0,1,1,66,8,2,3,4,549
287,"P.V. AGRI KAKSH 1",352,305,0,657,283,258,0,541,541,0,44,445,31,8,0,1,0,0,2,0,2,7,1,541
288,"P.V. AGRI KAKSH 2",558,496,0,1054,441,378,0,819,819,0,133,463,205,3,1,2,0,0,1,3,1,4,3,819
289,"P.V. AURANGPUR HAZI",248,241,0,489,198,181,0,379,370,0,7,66,298,0,0,0,0,1,0,1,1,2,3,379
290,"P.V.GAUSPUR TOERI",617,544,0,1161,528,354,0,882,880,0,63,503,230,28,2,1,0,1,40,5,1,2,6,882
291,"P.V. KHARI KAKSH 1",842,728,0,1570,394,425,0,819,793,0,1,4,25,441,0,1,0,3,332,1,1,2,8,819
292,"P.V. KHARI KAKSH 2",840,762,0,1602,505,480,0,985,932,0,8,108,270,506,6,1,2,6,55,5,4,4,10,985
293,"P.V. KHARI KAKSH 3",738,653,0,1391,487,439,0,926,926,0,9,318,269,288,3,2,1,5,7,7,2,8,7,926
294,"SHARDA J.H SCHOOL DHARMPURA",327,306,0,633,256,232,0,488,488,0,77,312,39,48,3,0,0,1,0,2,0,3,3,488
295,"P.V. ISLAMPUR LALA",339,319,0,658,257,222,0,479,466,0,45,288,96,4,0,1,0,2,1,0,36,3,3,479
296,"P.V. FIROZPUR MANDU",184,162,0,346,142,139,0,281,281,0,1,67,203,1,0,0,0,0,0,4,2,1,2,281
297,"P.V. NIJAMATPURA URF  GANJ KAKSH 1",830,759,0,1589,509,430,0,939,908,0,69,810,11,6,2,4,4,4,2,6,1,11,9,939
298,"P.V. NIJAMATPURA URF GANJ KAKSH 2",615,546,0,1161,370,300,0,670,650,0,19,374,115,120,5,7,0,0,14,4,3,2,7,670
299,"P.V. NIJAMATPURA URF  GANJ KAKSH 3",460,413,0,873,256,276,0,532,520,0,6,219,98,184,3,1,0,3,5,4,0,3,6,532
300,"P.V. NIJAMATPURA URF  GANJ KAKSH 4",560,461,1,1022,233,236,0,469,469,0,13,33,5,137,3,1,1,2,269,3,0,1,1,469
301,"P.V. NIJAMATPURA URF GANJ KAKSH 5",391,357,0,748,297,277,0,574,569,0,7,426,12,113,0,1,0,0,4,2,3,1,5,574
302,"PURV M.V FARIDPUR BHOGAN",823,772,0,1595,680,660,0,1340,1340,0,17,1,84,1155,7,1,0,1,65,5,1,0,3,1340
303,"P.V. KHADAK",356,344,0,700,276,263,0,539,508,0,52,281,185,3,0,0,1,0,0,2,6,4,5,539
304,"P.V. DHOMANPUR",449,426,0,875,256,295,0,551,546,0,8,170,154,199,2,1,0,3,7,1,1,2,3,551
305,"P.V. CHAUKPURI KAKSH 1",507,444,0,951,373,304,0,677,675,0,112,493,16,1,3,18,2,1,0,6,1,10,14,677
306,"P.V.  CHAUKPURI KAKSH 2",400,359,0,759,293,261,0,554,552,0,49,291,180,3,3,3,1,2,2,3,4,1,12,554
307,"P.V. RASOOLPUR",201,200,0,401,177,169,0,346,321,0,10,222,104,4,0,0,0,0,1,0,0,2,3,346
308,"HIRDYANAND SARWJANKI INTER COLLEGE JHALU KAKSH 1",466,431,0,897,329,268,0,597,583,0,9,369,59,126,2,2,2,4,3,2,3,4,12,597
309,"HIRDYANAND SARWJANKI INTER COLLEGE JHALU KAKSH 2",369,342,0,711,237,206,0,443,443,0,5,271,62,96,3,0,0,1,1,1,0,1,2,443
310,"HIRDYANAND SARWJANKI INTER COLLEGE JHALU KAKSH 3",707,637,0,1344,362,355,0,717,690,0,2,108,232,356,6,1,0,3,3,0,1,1,4,717
311,"HIRDYANAND  SARWJANKI INTER COLLEGE JHALU KAKSH 4",626,594,0,1220,403,384,0,787,698,0,8,149,177,432,4,0,1,2,0,2,4,2,6,787
312,"P.V. JHALU PRATHAM KAKSH 1",559,523,0,1082,268,281,0,549,509,0,7,13,182,316,2,2,0,3,10,3,5,1,5,549
313,"P.V. JHALU PRATHAM KAKSH 2",538,490,0,1028,277,316,0,593,590,0,3,114,111,337,2,0,1,1,8,5,2,4,5,593
314,"P.V. JHALU PRATHAM KAKSH 3",788,711,0,1499,512,484,0,996,996,0,2,114,488,366,4,6,0,0,5,0,3,2,6,996
315,"P.V. JHALU DUITIYA KAKSH 1",758,711,0,1469,478,460,0,938,938,0,98,594,36,169,2,5,2,2,21,3,2,2,2,938
316,"P.V. JHALU DUITIYA KAKSH 2",686,632,0,1318,446,438,0,884,877,0,47,461,57,250,5,7,1,2,28,3,3,5,15,884
317,"P.V. JHALU DUITIYA KAKSH 3",756,677,0,1433,421,431,0,852,852,0,25,201,120,473,3,4,0,13,0,2,1,1,9,852
318,"PURV M.V. JHALU KAKSH 1",574,516,0,1090,420,322,0,742,742,0,34,129,365,185,3,0,0,0,17,2,3,1,3,742
319,"PURV M.V. JHALU KAKSH 2",711,655,0,1366,338,320,0,658,178,0,2,9,87,507,1,3,1,3,36,2,0,1,6,658
320,"P.V. SHUMAL KHEDI",327,305,0,632,259,241,0,500,499,0,5,464,19,1,0,0,0,2,0,1,2,3,3,500
321,"P.V. NAGLI KAKSH 1",605,543,0,1148,427,371,0,798,798,0,14,140,413,128,2,6,0,2,63,9,8,6,7,798
322,"P.V. NAGLI KAKSH 2",293,262,0,555,212,197,0,409,401,0,20,280,4,55,1,1,2,3,36,1,1,4,1,409
323,P.V.REHRAWA,312,248,0,560,244,183,0,427,425,0,11,207,148,32,2,0,2,2,3,0,3,4,13,427
324,"P.V. JEETPURA",259,250,0,509,230,202,0,432,432,0,113,221,93,0,0,0,0,0,0,1,0,1,3,432
325,"P.V. GANWADI BUJURG",449,435,0,884,351,338,0,689,659,0,13,496,100,31,1,2,0,4,2,9,3,16,12,689
326,"P.V. CHANDANPURA",651,626,0,1277,485,461,0,946,946,0,25,316,504,8,3,26,2,3,4,3,4,33,15,946
327,"P.V. SHIKANDABAD",239,218,0,457,205,175,0,380,378,0,65,247,36,8,1,11,0,0,1,3,0,4,4,380
328,"P.V. JAHANABAD KAKSH 1",565,506,0,1071,350,322,0,672,672,0,9,473,23,135,1,0,1,4,9,5,2,5,5,672
329,"P.V. JAHANABAD KAKSH 2",465,422,0,887,325,306,0,631,631,0,16,505,19,62,0,0,1,2,7,6,0,4,9,631
330,"P.V. JAHANABAD KAKSH 3",552,488,0,1040,309,307,0,616,600,0,5,120,37,230,1,1,3,4,202,3,1,2,7,616
331,"P.V. JAHANABAD KAKSH 4",326,307,0,633,252,225,0,477,457,0,4,39,281,51,1,3,0,3,87,4,3,0,1,477
332,"P.V. SHAHPUR LAL",243,217,0,460,196,181,0,377,377,0,18,95,248,2,1,0,0,0,0,0,4,4,5,377
333,"P.V. KUTUBPUR GHARI",375,330,0,705,282,236,0,518,442,0,144,151,199,10,3,1,0,0,0,2,2,2,4,518
334,"PURV M.V. FATEHPUR KALN",741,673,0,1414,549,461,0,1010,1004,0,298,370,226,54,1,15,3,1,1,0,0,38,3,1010
335,"P.V. NAWADA KAKSH 1",738,672,0,1410,593,488,0,1081,1078,0,81,752,185,43,2,2,0,1,3,2,0,2,8,1081
336,"P.V. NAWADA KAKSH 2",502,469,0,971,348,334,0,682,666,0,17,218,408,24,0,2,2,1,1,2,1,0,6,682
337,"P.V. MUKRADAPUR",630,570,0,1200,462,372,0,834,834,0,57,456,301,4,4,0,0,1,0,4,3,1,3,834
338,"PURV M. V. KADAPUR",327,287,0,614,233,206,0,439,432,0,38,307,75,1,1,1,0,1,1,3,0,7,4,439
339,"P.V. KADAPUR",535,479,0,1014,376,317,0,693,693,0,50,576,41,3,0,2,1,0,2,2,2,6,8,693
340,"P.V. WAZIDPUR",410,365,0,775,277,240,0,517,517,0,241,206,52,1,0,0,1,0,0,4,2,7,3,517
341,P.V.NANUPURA,651,583,0,1234,501,412,0,913,913,0,134,512,233,4,2,3,0,3,0,4,5,8,5,913
342,"U.M.VIDYALA JHAL",317,282,0,599,249,219,0,468,445,0,5,207,214,30,0,0,0,1,0,1,0,1,9,468
343,"BHARAT BAL VIDHYA J.H.SCHOOL CHHACHHARI TEEP",520,461,0,981,423,356,0,779,729,0,179,389,129,63,0,1,0,1,1,3,2,4,7,779
344,"P.V. MUKARPUR GUJAR",642,531,0,1173,460,386,0,846,832,0,7,499,295,9,2,1,1,1,3,10,1,3,14,846
345,"PURV M.V. KARIMNAGAR URF ULEDHA",670,556,0,1226,462,377,0,839,700,0,8,432,348,14,0,1,1,2,10,3,4,3,13,839
346,"P.V. MANDORA JATT",483,427,0,910,326,311,0,637,631,0,167,395,43,1,0,0,0,3,1,2,3,14,8,637
