"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BAL KUMAR PATEL ALIAS RAJKUMAR","2 - BHAIRON PRASAD MISHRA","3 - RAMCHANDRA SARAS","4 - VIVEK KUMAR SINGH","5 - R. K. SINGH PATEL","6 - AMAR SINGH RATHAUR","7 - PAPPU YADAV","8 - PRABHAKAR PRASAD","9 - VISHVAMBHAR NATH","10 - MO. SAGEER","11 - SUSHEELA SINGH","12 - NARENDRA KUMAR SHRIVASTAVA","13 - VIJAY PRAKASH","14 - None of the Above","Total Votes Secured"
164,"KANYA PR. VI. SAHEWA ROOM NO.2",285,209,0,494,160,98,0,258,258,0,74,158,4,6,12,0,0,0,0,0,2,0,1,1,258
165,"PR.VI. JAKHANI",631,485,0,1116,342,270,0,612,612,0,170,194,9,41,165,3,0,1,3,1,3,10,4,8,612
166,"PR.VI. BARSANDABUJURG",464,342,0,806,286,242,0,528,15,0,44,187,15,29,204,2,2,1,28,2,1,5,3,5,528
167,PR.VI.JAMREHI,684,563,1,1248,380,319,0,699,699,0,179,156,6,63,271,5,0,2,3,0,2,3,5,4,699
168,"R.U.MADH.VI BILGAVAN ROOM NO.1",744,556,0,1300,399,296,0,695,695,0,96,453,15,62,36,5,0,4,3,0,0,3,5,13,695
169,"R.U.MADH.VI BILGAVAN ROOM NO.2",736,562,0,1298,415,298,0,713,444,0,83,295,12,12,250,8,2,1,1,4,3,8,12,22,713
170,"R.U.MADH.VI BILGAVAN ROOM NO.3",576,459,0,1035,265,198,0,463,456,0,123,117,3,13,176,1,0,1,2,0,1,5,2,19,463
171,"PR.VI. NIGAMATPURWA",506,347,0,853,201,134,0,335,335,0,84,77,3,9,149,2,1,0,2,2,1,1,1,3,335
172,"PR.VI. BAHORWAPUWA",322,262,0,584,174,147,0,321,285,0,111,132,7,8,51,3,2,0,2,0,2,0,2,1,321
173,"KANYA POORV MA.VI. AJITPARA ROOM NO.1",680,449,0,1129,326,215,0,541,150,0,79,376,11,27,30,2,3,1,0,1,1,0,4,6,541
174,"KANYA POORV MA.VI. AJITPARA ROOM NO.2",848,629,0,1477,324,296,0,620,380,0,77,160,16,25,313,5,2,2,4,2,1,2,7,4,620
175,"PR.VI. PAWAI ROOM NO.1",603,492,0,1095,283,260,0,543,516,0,87,132,16,48,218,3,3,4,1,2,2,5,7,15,543
176,"PR.VI. PAWAI ROOM NO.2",634,524,0,1158,284,246,0,530,518,0,164,245,14,36,28,1,3,5,3,3,2,4,5,17,530
177,"PR.VI. UMERHANDA",443,390,0,833,256,235,0,491,491,0,151,169,8,13,114,0,1,1,3,2,4,11,5,9,491
178,"PR.VI. ETARAMILAULI",742,624,0,1366,335,305,0,640,633,0,83,246,9,29,250,4,4,2,2,4,0,1,2,4,640
179,PR.VI.GHURI,580,470,0,1050,294,300,0,594,585,0,156,143,12,22,218,6,1,2,0,5,2,6,3,18,594
180,"PR.VI. BISANDA",730,535,1,1266,342,259,0,601,400,0,21,297,15,30,218,2,1,1,5,2,3,0,4,2,601
181,"PR.VI. BYAS KA PURWA ANS BISANDA",770,670,0,1440,347,296,0,643,637,0,105,274,10,8,211,3,1,2,4,6,0,5,8,6,643
182,"A.I.COLLEGE NAYA BHAWAN BISANDA ROOM NO.1",504,394,0,898,293,260,0,553,553,0,210,185,3,21,109,3,1,2,3,1,5,2,6,2,553
183,"A.I.COLLEGE NAYA BHAWAN BISANDA ROOM NO.2",590,449,0,1039,320,249,0,569,565,0,43,195,9,60,217,3,2,1,0,2,8,2,5,22,569
184,"A.I.COLLEGE NAYA BHAWAN BISANDA ROOM NO.3",807,628,0,1435,400,339,0,739,730,0,28,283,12,84,293,6,0,2,3,5,3,10,4,6,739
185,"A.I.COLLEGE NAYA BHAWAN BISANDA ROOM NO.4",608,403,0,1011,362,243,0,605,605,0,42,375,13,105,39,1,2,2,2,0,7,0,10,7,605
186,"PR.VI. PRACHIN BISANDA ROOM NO.1",738,617,0,1355,354,308,0,662,656,0,71,231,6,38,269,4,4,2,5,1,10,6,4,11,662
187,"PR.VI. PRACHIN BISANDA ROOM NO.2",917,721,0,1638,519,376,0,895,868,0,96,611,16,79,63,0,1,0,1,1,10,4,5,8,895
188,"PR. VI.AMUWA ROOM NO.1",661,551,0,1212,341,316,0,657,657,0,175,182,12,60,199,7,2,4,3,0,5,2,3,3,657
189,"PR.VI. AMUWA ROOM NO.2",742,599,0,1341,364,275,0,639,638,0,117,272,13,28,180,2,0,1,1,4,2,3,7,9,639
190,"PR.VI CHAUSAND ROOM NO.1",680,561,0,1241,343,287,0,630,627,0,269,126,5,11,173,2,0,7,4,1,2,3,7,20,630
191,"PR.VI. CHAUSAND ROOM NO.2",731,572,1,1304,323,223,0,546,481,0,166,202,16,15,114,4,3,1,2,0,3,3,3,14,546
192,"POORV MA. VI. CHAUSAND",780,631,0,1411,307,229,0,536,519,0,241,109,7,19,133,2,1,1,0,1,0,5,6,11,536
193,"POORV MA.VI. TENDURA ROOM NO.1",662,525,0,1187,334,261,0,595,595,0,12,268,19,24,233,7,1,3,2,4,2,5,7,8,595
194,"POORV MA.VI. TENDURA ROOM NO.2",527,431,0,958,252,260,0,512,267,0,39,232,6,47,154,7,2,5,1,3,1,6,0,9,512
195,"PR.VI. KANDHAKHER",495,385,0,880,245,205,0,450,445,0,141,117,7,17,117,12,0,0,1,3,3,5,10,17,450
196,"PR.VI. SHANKARPURVA",662,562,0,1224,360,303,0,663,662,0,287,118,10,7,205,2,1,2,2,2,3,4,6,14,663
197,"POORV MA. VI. SIKLODHI ROOM NO.1",550,412,0,962,278,205,0,483,481,0,6,196,9,65,179,2,0,3,6,3,3,2,3,6,483
198,"POORV MA. VI. SIKLODHI ROOM NO.2",585,442,0,1027,297,171,0,468,467,0,199,109,10,61,72,0,2,3,0,2,1,1,3,5,468
199,"PR.VI. PINDHKHAR ROOM NO.1",535,394,0,929,307,230,0,537,509,0,13,360,17,42,61,16,1,2,6,1,0,6,7,5,537
200,"PR.VI. PINDHKHAR ROOM NO.2",388,324,0,712,206,160,0,366,240,0,191,49,5,22,79,3,1,0,2,0,0,0,4,10,366
201,"PR.VI. ADHRORI",758,576,0,1334,343,234,0,577,236,0,80,209,19,60,179,4,2,3,6,1,1,4,3,6,577
202,"POORV MA.VI. HASTAM ROOM NO.1",536,443,0,979,283,274,0,557,550,0,77,101,11,28,296,9,3,2,1,5,0,4,3,17,557
203,"POORV MA. VI. HASTAM ROOM NO.2",753,641,0,1394,388,312,0,700,677,0,46,250,20,61,296,8,1,3,4,0,2,3,4,2,700
204,"PR.VI. DURAIMAFI",412,352,0,764,268,195,0,463,463,0,370,23,3,3,30,4,0,1,1,1,3,4,1,19,463
205,"PR.VI. NAI",744,598,0,1342,388,275,0,663,660,0,97,214,20,97,160,7,2,1,28,3,2,2,6,24,663
206,"PR.VI. BIGAHNA",428,339,0,767,219,202,0,421,350,0,174,58,6,32,129,2,3,0,0,4,4,1,4,4,421
207,"PR.VI. MAKARI ROOM NO.1",780,588,0,1368,420,351,0,771,145,0,82,345,11,42,246,4,3,1,5,8,1,6,7,10,771
208,"PR.VI. MAKARI ROOM NO.2",303,254,0,557,197,168,0,365,365,0,17,30,2,5,292,3,0,2,7,0,1,1,2,3,365
209,"PR. VI. CHHIBAON ROOM NO.1",758,598,0,1356,446,356,0,802,795,0,56,466,12,22,203,6,4,4,5,2,4,4,4,10,802
210,"PR.VI. CHHIBAON ROOM NO.2",418,365,0,783,220,199,0,419,413,0,8,43,1,1,349,2,1,4,2,1,0,5,1,1,419
211,"PR. VI. KHURHAND STATION ANS CHHIBAON",591,491,0,1082,370,312,0,682,652,0,10,460,6,17,167,3,0,0,2,3,2,1,5,6,682
212,"PR.VI. KARGEHNA",331,256,0,587,179,139,0,318,318,0,11,162,5,4,129,0,0,0,3,1,0,1,0,2,318
213,"PR.VI. TAKULI",309,252,0,561,167,141,0,308,302,0,50,73,2,61,113,3,0,1,0,1,1,0,1,2,308
214,"POORV MA. VI. TINDUHI",717,617,0,1334,407,342,0,749,749,0,122,216,13,97,264,8,3,0,11,2,1,1,0,11,749
215,"PR. VI. ANTHUWA ROOM NO.1",605,493,1,1099,278,316,0,594,594,0,144,123,6,76,205,13,0,3,7,2,0,6,2,7,594
216,"PR.VI. ANTHUWA ROOM NO.2",632,547,0,1179,290,244,0,534,281,0,123,118,6,104,146,3,4,0,25,1,0,1,1,2,534
217,"POORV MA. VI. GUMAI ROOM NO. 1",500,426,0,926,261,227,0,488,488,0,97,187,5,19,160,2,3,1,2,0,1,1,1,9,488
218,"POORV MA. VI. GUMAI ROOM NO. 2",587,451,0,1038,317,252,0,569,550,0,171,86,9,30,244,16,0,1,1,1,1,2,2,5,569
219,"PR. VI. SEMARIYA MIRDAHA",426,347,0,773,232,216,0,448,403,0,71,43,1,16,276,5,1,0,23,0,0,4,2,6,448
220,"POORV MA. VI NAGNEDHI ROOM NO.1",788,614,0,1402,416,378,0,794,794,0,206,219,8,45,285,5,2,2,5,4,0,4,5,4,794
221,"POORV MA.VI. NAGNEDHI ROOM NO.2",721,551,0,1272,386,331,0,717,670,0,18,74,5,67,514,5,4,3,1,4,2,4,8,8,717
222,"PR.VI. NAGNEDHI",343,286,0,629,205,157,0,362,362,0,11,68,2,15,255,1,0,0,0,2,2,2,2,2,362
223,"PR. VI. NANDANA",404,317,0,721,219,188,0,407,404,0,20,130,4,39,186,16,1,2,1,3,2,1,1,1,407
224,"PR.VI. SIVHAD",736,551,0,1287,400,292,0,692,584,0,97,287,10,7,273,5,1,1,3,0,1,2,5,0,692
225,"PR.VI. ITARAKHURD",502,450,0,952,305,277,0,582,532,0,64,196,6,4,292,13,0,1,1,1,2,0,2,0,582
226,"PR.VI.  KHURAHAND ROOM NO. 1",616,495,0,1111,334,263,0,597,590,0,134,82,13,83,252,15,3,0,1,3,0,3,1,7,597
227,"PR.VI.  KHURAHAND ROOM NO. 2",586,397,0,983,350,241,0,591,591,0,31,324,16,173,13,20,2,1,1,0,1,4,4,1,591
228,"PR. VI. KHURAHAND ROOM NO.3",522,373,0,895,295,209,0,504,503,0,20,217,8,90,130,22,0,1,1,1,2,3,2,7,504
229,"JANTA INT.COLLAGE KHURHAND ROOM NO. 15",446,386,0,832,278,229,0,507,507,0,74,187,11,82,140,0,3,1,0,1,3,3,1,1,507
230,"POORV MA. VI. MAHUWA ROOM NO.1",699,535,0,1234,354,306,0,660,660,0,16,290,19,30,266,5,2,2,3,3,12,2,6,4,660
231,"POORV MA. VI. MAHUWA ROOM NO.2",724,536,0,1260,435,309,0,744,227,0,32,591,16,18,66,2,0,1,0,0,6,0,3,9,744
232,"POORV MA. VI. MAHUWA ROOM NO.3",435,374,0,809,249,210,0,459,46,0,50,109,7,24,252,3,1,1,3,2,1,2,2,2,459
233,"PR.VI. BARSADA KHURD",464,341,0,805,271,206,0,477,450,0,97,85,6,44,218,4,0,0,7,0,2,3,5,6,477
234,PR.VI.BALKHERA,355,236,0,591,183,122,0,305,124,0,127,60,5,57,45,2,0,0,0,0,0,2,2,5,305
235,"PR.VI.TERA (G)",526,391,0,917,314,236,0,550,550,0,153,214,3,18,140,5,0,0,5,0,1,3,3,5,550
236,PR.VI.PATAURA,619,480,0,1099,360,198,0,558,555,0,69,244,4,4,226,4,0,0,1,0,1,0,1,4,558
237,"KANYA PR.VI.MALHERA NIVADA ROOM NO.1",686,496,0,1182,371,245,0,616,168,0,104,185,13,44,215,7,3,4,3,2,4,10,8,14,616
238,"KANYA PR.VI.MALHERA NIVADA ROOM NO.2",670,507,0,1177,362,287,0,649,647,0,29,263,9,12,301,4,1,1,4,6,1,4,4,10,649
239,"PR.VI.BADOKHAR BUJURG ROOM NO.1",636,514,0,1150,355,235,0,590,590,0,94,250,10,40,140,1,0,7,4,1,5,8,13,17,590
240,"PR.VI.BADOKHAR BUJURG ROOM NO.2",582,501,0,1083,286,181,0,467,168,0,24,317,10,28,49,2,1,3,2,0,2,6,7,16,467
241,"POORV MA.VI.BADOKHAR BUJURG ROOM NO.1",594,474,0,1068,298,238,0,536,536,0,56,315,14,13,99,4,4,6,5,0,1,5,6,8,536
242,"POORV MA.VI.BADOKHAR BUJURG ROOM NO.2",602,509,0,1111,291,270,0,561,561,0,33,136,10,9,329,3,0,1,4,3,2,4,5,22,561
243,"PR.VI. MANIPUR ROOM NO.1",697,574,0,1271,407,347,0,754,753,0,177,322,9,11,214,1,2,4,2,1,0,3,2,6,754
244,"PR.VI.MANIPUR ROOM NO.2",285,235,0,520,173,132,0,305,303,0,66,178,12,14,27,0,0,0,1,1,1,0,1,4,305
245,PR.VI.GOVINDPUR,441,357,0,798,277,235,0,512,371,0,43,262,23,42,116,9,7,2,0,0,3,2,3,0,512
246,PR.VI.MADHAUPUR,439,375,0,814,348,283,0,631,620,0,139,138,18,233,43,5,3,4,7,5,6,1,12,17,631
247,"POORV MA.VI.RARAR ROOM NO.1",701,521,0,1222,406,260,0,666,500,0,112,334,15,13,161,5,2,2,1,3,0,4,9,5,666
248,"POORV MA.VI.JARAR ROOM NO.2",381,305,0,686,235,163,0,398,308,0,219,124,7,15,32,0,0,1,0,0,0,0,0,0,398
249,"PR.VI.PAIGAMBARPUR ROOM NO.1",644,570,0,1214,390,371,0,761,750,0,66,404,11,60,184,5,0,1,1,0,4,1,7,17,761
250,"PR.VI.PAIGAMBARPUR ROOM NO.2",458,421,0,879,280,225,0,505,505,0,46,195,1,36,208,5,0,1,2,3,0,2,1,5,505
251,"PR.VI.GADHICHANDPUR NAYA BHAWAN",319,270,0,589,220,188,0,408,387,0,24,206,6,10,133,0,0,3,0,1,2,5,9,9,408
252,"POORV MA.VI.ARJUNAH",699,519,1,1219,442,244,0,686,686,0,73,415,12,10,157,1,0,2,1,0,2,2,5,6,686
253,"KANYA PR.VI.ARJUNAH",409,328,0,737,210,188,0,398,387,0,17,116,1,2,250,1,0,0,1,2,0,0,4,4,398
254,PR.VI.SARSWAH,417,354,0,771,271,238,0,509,359,0,72,130,2,6,279,1,1,1,3,1,0,4,2,7,509
255,"PR.VI.SAUTASYONDA ROOM NO.1",501,391,0,892,235,195,0,430,430,0,60,170,9,112,71,3,0,0,1,0,1,1,0,2,430
256,"PR.VI.SAUTASYONDA ROOM NO.2",615,507,0,1122,323,275,0,598,587,0,41,100,6,62,365,8,1,2,1,3,0,2,1,6,598
257,PR.VI.BANSAKHA,686,602,0,1288,383,362,0,745,743,0,246,190,14,32,215,5,1,2,5,7,6,7,5,10,745
258,"PR.VI.BACHHEY ROOM NO. 1",435,367,1,803,226,169,0,395,392,0,230,97,2,8,41,5,0,0,0,1,0,1,2,8,395
259,"PR.VI.BACHHEY ROOM NO. 21",560,456,0,1016,303,288,0,591,590,0,94,27,1,2,446,6,1,1,2,1,0,1,4,5,591
260,PR.VI.PAUNDARA,412,345,1,758,195,175,0,370,370,0,86,115,9,29,116,1,3,2,2,1,1,2,0,3,370
261,PR.VI.DURARI,197,172,0,369,116,109,0,225,220,0,56,63,12,29,52,6,0,0,1,0,0,1,0,5,225
262,PR.VI.BANDAY,702,586,0,1288,390,332,0,722,718,0,207,163,8,64,246,5,1,6,3,5,1,5,2,6,722
263,PR.VI.CHATSARA,403,344,0,747,253,231,0,484,482,0,165,104,2,10,192,2,0,0,0,1,0,1,3,4,484
264,"PR.VI.PREMPUR ROOM NO.1",510,477,0,987,309,276,0,585,263,0,136,252,16,34,116,0,3,2,2,2,3,2,4,13,585
265,"PR.VI.PREMPUR ROOM NO.2",378,358,0,736,231,192,0,423,387,0,107,258,9,18,9,0,2,1,2,0,3,3,3,8,423
266,PR.VI.MASURI,880,680,0,1560,512,422,0,934,921,0,213,289,12,14,368,3,1,4,2,5,4,3,9,7,934
267,PR.VI.AILA,683,557,0,1240,343,340,0,683,678,0,57,247,11,15,311,0,1,1,3,1,5,4,10,17,683
268,PR.VI.KHERWA,395,370,0,765,244,188,0,432,410,0,89,77,7,44,182,7,2,0,1,1,3,4,1,14,432
269,PR.VI.DURGAPUR,649,483,0,1132,366,340,0,706,678,0,92,280,9,11,301,2,1,1,1,0,1,0,4,3,706
270,"PT.J.N.I.C.GIRWAN ROOM NO.1",676,502,0,1178,406,291,0,697,643,0,34,564,8,16,42,1,1,1,0,4,4,5,9,8,697
271,"PT.J.N.I.C.GIRWAN ROOM NO.2",901,711,0,1612,495,347,0,842,838,0,166,388,18,25,219,1,3,0,4,3,0,2,10,3,842
272,"PT.J.N.I.C.GIRWAN ROOM NO.3",545,425,1,971,298,215,0,513,459,0,132,71,2,7,256,7,0,0,3,3,1,4,8,19,513
273,PR.VI.PATRAHA,347,272,0,619,245,179,0,424,224,0,6,357,4,6,37,1,1,1,1,1,0,0,5,4,424
274,PR.VI.PITHAURABAD,539,399,0,938,304,225,0,529,503,0,153,234,17,20,67,6,1,0,2,1,5,2,11,10,529
275,PR.VI.KHOHI,404,318,0,722,239,180,0,419,366,0,45,247,12,11,79,2,1,0,1,0,1,2,2,16,419
276,"PR.VI.MANPUR BARAI ROOM NO.1",557,456,0,1013,292,273,0,565,565,0,35,418,12,29,30,3,1,1,2,1,1,3,12,17,565
277,"PR.VI.MANPUR BARAI ROOM NO.2",358,283,0,641,163,157,0,320,319,0,46,157,8,13,76,5,2,2,1,1,0,1,4,4,320
278,"PR.VI.KAJIPUR (G)",454,356,0,810,286,211,0,497,491,0,53,340,23,13,26,0,2,1,4,1,3,5,9,17,497
279,"KANYA PR.VI.SYODHA ROOM NO.1",348,290,0,638,189,171,0,360,350,0,40,213,16,13,55,2,1,1,0,1,1,0,5,12,360
280,"KANYA PR.VI.SYODHA ROOM NO.2",645,522,0,1167,308,226,0,534,509,0,170,189,6,11,123,8,2,1,4,2,1,2,10,5,534
281,"PR.MA.VI.AKBARPUR GIRWAN",350,291,0,641,182,160,0,342,339,0,97,151,3,20,51,1,1,3,1,0,0,5,0,9,342
282,PR.VI.KHANPUR,586,488,0,1074,395,272,0,667,664,0,99,435,13,23,40,9,3,2,3,0,14,9,9,8,667
