"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KUNWAR RATANJIT PRATAP NARAIN SINGH","2 - RAJESH PANDEY URF GUDDU","3 - RADHE SHYAM SINGH","4 - DR. SANGAM MISHRA","5 - AKHAND","6 - AMEERUDDIN","7 - ARVIND","8 - KASHEEM ALI","9 - GOBARDHAN PRASAD","10 - JAHID","11 - BACHCHOOLAAL","12 - MARKANDE","13 - RAMDHANEE","14 - RAMPRATAP","15 - None of the Above","Total Votes Secured"
153,"PRIMARY SCHOOL NAHAR CHHAPRA ROOM NU. 1",488,439,0,927,306,231,0,537,533,0,116,198,5,175,2,2,2,5,1,1,2,9,6,3,10,537
154,"PRIMARY SCHOOL NAHAR CHHAPRA ROOM NU. 2",434,321,0,755,231,158,0,389,389,0,124,135,29,88,2,3,2,2,0,0,0,0,0,2,2,389
155,"PRIMARY SCHOOL NAHAR CHHAPRA ROOM NU. 3",493,335,0,828,302,215,0,517,517,0,163,191,27,113,2,4,0,1,2,2,0,3,4,1,4,517
156,"PRIMARY SCHOOL NAHAR CHHAPRA ROOM NU. 4",657,570,0,1227,393,310,0,703,703,0,170,387,34,79,3,5,1,3,0,3,1,2,4,4,7,703
157,"PRIMARY SCHOOL KURMAUL URF SOHANPUR ROOM NU. 1",578,435,0,1013,331,287,0,618,618,0,285,128,108,70,1,1,2,19,0,0,0,0,4,0,0,618
158,"PRIMARY SCHOOL KURMAUL URF SOHANPUR ROOM NU. 2",661,519,0,1180,405,343,0,748,748,0,99,426,79,102,5,5,0,9,0,3,1,2,2,5,10,748
159,"PRIMARY SCHOOL SONWAL",667,510,0,1177,389,326,0,715,715,0,288,257,75,50,2,2,3,21,1,0,2,2,6,2,4,715
160,"PRIMARY SCHOOL SONWAL",746,595,0,1341,361,385,0,746,745,0,279,162,89,57,16,5,3,109,1,0,1,7,3,7,7,746
161,"PRMARY SCHOOL PACHFERA ROOM NU. 1",775,627,0,1402,502,366,0,868,868,0,212,295,60,158,7,5,10,3,2,100,1,5,6,1,3,868
162,"PRMARY SCHOOL PACHFERA ROOM NU. 2",223,174,0,397,128,111,0,239,239,0,73,92,37,31,0,0,1,0,0,1,0,1,1,1,1,239
163,"PRIMARY SCHOOL DHAURAHARA",646,486,0,1132,402,308,0,710,710,0,248,172,155,102,4,1,3,3,1,3,1,2,4,2,9,710
164,"JUNIOR HIGH SCHOOL TRILOKPUR BUJURG",677,529,0,1206,392,346,0,738,738,0,126,341,149,104,0,3,0,5,0,5,0,3,0,1,1,738
165,"PRIMARY SCHOOL TRILOKPUR KHURD",697,552,0,1249,400,383,0,783,783,0,108,387,48,186,2,5,5,1,2,5,3,11,4,3,13,783
166,"PRIMARY SCHOOL GAMBHIRIYA BUJURG",809,658,0,1467,435,442,0,877,877,0,495,250,35,29,2,2,2,15,4,5,1,12,9,1,15,877
167,"PRIMARY SCHOOL SOHARAUNA ROOM NU. 1",532,404,0,936,254,285,0,539,539,0,397,69,20,7,1,1,1,29,0,0,3,2,2,0,7,539
168,"PRIMARY SCHOOL SOHARAUNA ROOM NU. 2",380,302,0,682,203,226,0,429,429,0,207,150,9,4,5,0,0,35,0,3,4,1,3,4,4,429
169,"PRIMARY SCHOOL JUNGLE KHIRKIYA ROOM NU. 1",573,477,0,1050,283,240,0,523,521,0,252,211,8,9,0,1,2,18,0,1,1,2,5,3,10,523
170,"PRIMARY SCHOOL JUNGLE KHIRKIYA ROOM NU. 2",486,376,0,862,236,189,0,425,425,0,144,205,16,22,0,2,1,0,0,2,3,4,8,9,9,425
171,"JUNIOR HIGH SCHOOL JUNGLE KHIRKIYA ROOM NU. 1",659,537,1,1197,335,290,0,625,625,0,242,259,31,52,1,2,3,27,0,0,0,0,1,3,4,625
172,"JUNIOR HIGH SCHOOL JUNGLE KHIRKIYA ROOM NU. 2",658,573,0,1231,371,376,0,747,745,0,280,186,42,142,9,2,7,33,2,2,1,5,8,9,19,747
173,"PRIMARY SCHOOL JUNGLE AM ROOM NU. 1VAN",778,655,0,1433,367,349,0,716,716,0,300,266,43,37,2,3,2,19,2,0,4,4,8,8,18,716
174,"PRIMARY SCHOOL JUNGLE AMVAN ROOM NU. 2",528,417,0,945,188,187,0,375,375,0,174,134,18,11,1,1,0,27,0,3,0,0,1,1,4,375
175,"JUNIOR HIGH SCHOOL JUNGLE AMWAN ROOM NU. 1",658,513,0,1171,187,180,0,367,367,0,111,156,41,19,1,7,2,6,2,1,1,4,4,3,9,367
176,"JUNIOR HIGH SCHOOL JUNGLE AMAWA ROOM NU. 2",688,549,0,1237,279,254,0,533,533,0,331,74,12,14,1,2,2,57,2,5,2,2,5,5,19,533
177,"JUNIOR HIGH SCHOOL AMAWA ROOM NU. 3",253,207,0,460,150,102,0,252,252,0,116,72,5,52,0,2,1,1,0,0,0,0,1,0,2,252
178,"PRIMARY SCHOOL MAYIYARAV ROOM NU. 1AN JUNGLE BELWAN",758,661,0,1419,461,400,0,861,861,0,526,170,9,94,2,2,2,25,0,2,2,7,3,5,12,861
179,"PRIMARY SCHOOL MAYIYARAVAN JUNGLE BELWAN ROOM NU. 2",314,253,0,567,212,149,0,361,361,0,156,68,33,74,0,1,2,11,1,1,1,1,2,3,7,361
180,"JUNIOR HIGH SCHOOL BELWAN",402,353,0,755,234,251,0,485,480,0,200,93,13,149,2,2,3,5,2,1,1,4,4,1,5,485
181,"PRIMARY SCHOOL CHAURIYA JUNGLE BELWAN",638,562,0,1200,330,313,0,643,643,0,325,162,70,60,2,1,4,6,1,3,0,3,1,0,5,643
182,"PRIMARY SCHOOL JUNGLE BELWAN ROOM NU. 1",709,586,0,1295,306,221,0,527,515,0,268,166,30,38,3,4,1,2,1,0,0,10,1,1,2,527
183,"PRIMARY SCHOOL JUNGLE BELWAN ROOM NU. 2",188,165,0,353,60,44,0,104,103,0,58,26,12,2,0,1,1,0,0,0,0,0,1,1,2,104
184,"PRIMARY SCHOOL JUNGLE BELWAN ROOM NU. 3",341,306,0,647,137,123,0,260,260,0,100,119,7,21,0,3,2,3,1,1,0,1,1,0,1,260
185,"PRIMARY SCHOOL JUNGLE BELWAN ROOM NU. 4",780,673,0,1453,416,358,0,774,774,0,277,416,16,26,7,4,1,3,2,0,0,3,2,4,13,774
186,"PRIMARY SCHOOL JUNGLE BELWAN ROOM NU. 5",519,441,0,960,338,281,0,619,619,0,220,342,20,18,1,4,1,0,3,2,1,2,3,1,1,619
187,"PRIMARY SCHOOL VINDVALIYA",413,317,0,730,272,231,0,503,503,0,286,119,10,77,0,1,2,2,1,0,0,1,1,2,1,503
188,"PRIMARY SCHOOL JUNGLE GAYGHAT",450,343,0,793,288,223,0,511,511,0,225,225,19,11,1,5,1,0,1,1,3,0,5,4,10,511
189,"PRIMARY SCHOOL JUNGLE KURMAUL तववउ दनण् 1",551,439,0,990,325,296,0,621,621,0,176,300,62,35,6,3,3,4,3,1,1,5,5,6,11,621
190,"PRIMARY SCHOOL JUNGLE KURMAUL ROOM NU. 2",375,274,0,649,224,194,0,418,418,0,54,108,225,8,0,1,3,2,2,1,0,2,4,5,3,418
191,"PRIMARY SCHOOL JUNGLE KURMAUL ROOM NU. 3",482,379,0,861,287,252,0,539,538,0,56,215,133,83,7,2,1,21,3,5,1,3,3,0,6,539
192,"PRIMARY SCHOOL VISHUNPURA RAMDHAM ROOM NU, 1",666,495,0,1161,399,348,0,747,747,0,475,210,28,5,0,2,2,1,0,1,1,4,2,2,14,747
193,"PRIMARY VIHUNPURA RAMDHAM ROOM NU. 2",484,363,0,847,326,190,0,516,511,0,362,118,7,14,0,1,1,1,0,0,2,0,0,4,6,516
194,"PRIMARY SCHOOL JUNGLE BAKULAHAN ROOM NU. 1",557,464,0,1021,341,309,0,650,650,0,354,103,17,148,2,0,2,1,1,1,0,0,8,4,9,650
195,"PRIMARY SCHOOL JUNGLE BAKULAHAN",382,318,0,700,181,156,0,337,337,0,228,56,3,38,0,0,2,1,2,0,1,1,2,1,2,337
196,"PRIMARY SCHOOL JUNGLE BAKULAHAN ROOM NU. 3",773,588,0,1361,429,373,0,802,792,0,385,343,14,26,1,2,2,1,2,0,2,4,5,5,10,802
197,"PRIMARY SCHOOL BANDHU CHHAPRA",747,566,0,1313,364,370,0,734,734,0,341,121,17,189,0,8,0,1,2,4,3,8,13,10,17,734
198,"PRIMARY SCHOOL KHADDA KHURD",690,524,0,1214,367,330,0,697,697,0,292,274,70,38,3,1,1,0,2,2,1,3,1,4,5,697
199,"PRIMARY SCHOOL BHATWALIYA ROOM NU, 1",718,586,0,1304,373,270,0,643,643,0,348,222,6,50,0,0,1,0,1,1,4,1,3,2,4,643
200,"PRIMARY SCHOOL BHATWALIYA ROOM NU, 2",347,286,0,633,177,164,0,341,341,0,124,44,5,155,2,0,2,0,0,0,2,2,3,1,1,341
201,"PRIMARY SCHOOL SUKHSAWALIYA ROOM NU. 1",673,562,0,1235,338,292,0,630,630,0,160,307,20,130,2,1,1,0,1,1,1,1,2,1,2,630
202,"PRIMARY SCHOOL SUKHSAWALIYA ROOM NU. 2",236,207,0,443,146,114,0,260,260,0,83,85,20,60,2,2,2,0,0,0,1,1,0,3,1,260
203,"PRIMARY SCHOOL CHANDARPUR",310,264,0,574,202,212,0,414,414,0,65,175,110,43,0,0,1,2,1,1,1,3,6,1,5,414
204,"PRIMARY SCHOOL SAHUADIH",536,475,0,1011,271,272,0,543,523,0,229,183,32,82,1,1,0,6,2,1,0,0,3,2,1,543
205,"PRIMARY SCHOOL DEORIA PANDEY",362,294,0,656,197,165,0,362,362,0,144,77,87,48,0,0,1,0,1,0,0,0,1,1,2,362
206,"KANYA JUNIOR HIGH SCHOOL DEORIA PANDEY",580,531,0,1111,323,282,0,605,605,0,156,280,62,74,4,3,2,1,3,2,2,7,2,1,6,605
207,"PRIMARY SCHOOL RATANWA",489,420,0,909,243,236,0,479,479,0,263,107,27,59,2,1,0,1,1,1,2,2,1,5,7,479
208,"PRIMARY SCHOOL PAGARA BUJURG ROOM NU. 1",549,437,0,986,279,254,0,533,533,0,273,192,8,36,1,3,4,2,3,1,0,0,2,2,6,533
209,"PRIMARY SCHOOL PAGARABUJURGA ROOM NU. 2",381,307,0,688,243,162,0,405,405,0,215,74,29,67,0,1,1,0,0,1,2,1,4,5,5,405
210,"PRIMARY SCHOOL KAWLCHAPRA",508,428,0,936,303,280,0,583,552,0,334,121,43,64,3,3,1,0,2,0,0,1,3,4,4,583
211,"PRIMARY SCHOOL BARWALIYA",643,499,0,1142,324,305,0,629,629,0,136,290,24,156,5,1,3,0,0,0,0,1,4,4,5,629
212,"PRIMARY SCHOOL KATI",645,523,0,1168,411,368,0,779,779,0,395,263,83,14,0,3,1,3,0,1,2,2,4,4,4,779
213,"PRIMARY SCHOOL BALOCHAHA ROOM NU.",569,489,0,1058,327,273,0,600,600,0,162,367,46,7,1,1,0,2,1,4,1,1,0,1,6,600
214,"PRIMARY SCHOOL BALOCHAHA ROOM NU.2",490,386,0,876,244,287,0,531,531,0,33,282,33,155,0,4,4,5,0,1,1,1,5,4,3,531
215,"PRIMARY SCHOOL MATHIYA JAYFDSHUNA",516,436,0,952,317,316,0,633,633,0,124,311,80,81,3,2,2,1,2,1,1,4,5,4,12,633
216,"PRIMARY SCHOOL BISHUNPURA",653,533,0,1186,408,297,0,705,705,0,139,283,106,144,1,1,2,1,2,1,0,5,7,3,10,705
217,"PRIMARY SCHOOL BISWA SARKARI",853,693,1,1547,458,500,0,958,958,0,201,496,44,161,10,5,3,7,2,6,1,5,8,3,6,958
218,"PRIMARY SCHOOL BISWA LALA",760,606,0,1366,403,392,0,795,795,0,241,345,73,67,4,1,1,27,3,4,3,7,6,6,7,795
219,"PRIMARY SCHOOL SOHRAUNA",818,649,0,1467,438,503,0,941,941,0,552,179,6,104,6,1,2,71,2,1,1,1,3,4,8,941
220,"PRIMARY SCHOOL BALWAMISHEI",531,388,0,919,300,221,0,521,521,0,95,325,8,86,0,1,0,0,0,0,1,0,2,2,1,521
221,"PRIMARY SCHOOL PAKARI BUJURA",633,527,0,1160,369,341,0,710,710,0,345,263,18,56,4,4,2,1,3,0,3,2,1,2,6,710
222,"PRIMARY SCHOOL MTIHANIYA KHURD ROOM-1",493,452,0,945,272,300,0,572,571,0,234,246,23,54,4,0,1,0,0,2,1,0,1,1,5,572
223,"PRIMARY SCHOOL MATIHANIYA KHURD ROOM-2",408,287,0,695,238,185,0,423,423,0,128,176,19,90,2,0,1,0,0,1,0,0,1,2,3,423
224,"PRIMARY SCHOOL MATIHANIYA BUJURG",593,504,0,1097,318,291,0,609,609,0,162,228,95,103,0,3,2,1,0,2,2,4,1,1,5,609
225,"PRIMARY SCHOOL AHIRAULI BUJURGA",376,309,0,685,228,187,0,415,415,0,116,257,18,14,0,1,0,0,0,0,1,6,0,0,2,415
226,"KAUYA PARIMARYA SCHOOL SAHABGANJA PADRAUNA ROOM-1",723,627,0,1350,420,377,0,797,797,0,420,326,19,14,3,2,0,0,0,1,0,2,2,3,5,797
227,"KAUYA PARIMARYA SCHOOL SAHABGANJA PADRAUNA ROOM-2",591,515,0,1106,310,283,0,593,540,0,253,304,8,7,2,3,1,3,0,1,0,3,1,3,4,593
228,"PRIMARY SCHOOL SAHABGANJA PADRAUNA ROOM-1",552,473,0,1025,316,256,0,572,557,0,269,251,12,28,0,1,2,2,0,0,0,2,2,2,1,572
229,"PRIMARY SCHOOL SAHABGANJA PADRAUNA ROOM-2",763,650,0,1413,306,271,0,577,577,0,197,324,21,27,0,1,1,0,0,0,0,0,2,0,4,577
230,"PRIMARY SCHOOL SAHABGANJA PADRAUNA ROOM-3",582,502,0,1084,248,232,0,480,480,0,205,217,29,25,1,0,0,0,0,0,0,0,0,1,2,480
231,"SYOBAI GIRLS INTER COLLEGE PADRAUNA",731,610,0,1341,430,309,0,739,735,0,225,485,13,4,1,2,0,2,0,0,0,0,1,1,5,739
232,"JUNIOR HIGH  SCHOOL PADRAUNA ROOM-1",579,433,0,1012,337,232,0,569,560,0,275,208,24,37,2,1,0,8,3,1,0,0,2,2,6,569
233,"JUNIOR HIGH  SCHOOL PADRAUNA ROOM-2",363,271,0,634,158,126,0,284,284,0,156,87,14,15,3,1,1,1,1,0,0,2,1,1,1,284
234,"JUNIOR HIGH  SCHOOL PADRAUNA ROOM-3",634,492,0,1126,306,250,0,556,556,0,306,234,7,5,1,0,0,1,1,0,0,0,0,0,1,556
235,"JUNIOR HIGH  SCHOOL PADRAUNA ROOM-4",632,491,0,1123,292,222,0,514,514,0,252,245,8,3,2,2,1,0,0,0,0,0,0,1,0,514
236,"PRIMARY SCHOOL PADRAUNA ROOM-1",655,532,0,1187,377,292,0,669,600,0,362,250,33,11,2,0,1,1,0,0,0,1,3,0,5,669
237,"PRIMARY SCHOOL PADRAUNA ROOM-2",787,715,0,1502,445,348,0,793,774,0,416,343,11,14,3,0,0,0,1,1,0,0,0,1,3,793
238,"PRIMARY SCHOOL PADRAUNA ROOM-3",592,502,0,1094,310,253,0,563,563,0,217,283,16,24,12,0,1,1,0,0,0,6,2,0,1,563
239,"UDIT NARAYAN INTER COLLEGE PADRAUNA ROOM-1",554,475,0,1029,302,242,0,544,544,0,324,176,3,30,0,2,2,4,0,0,0,1,1,0,1,544
240,"UDIT NARAYAN INTER COLLEGE PADRAUNA ROOM-2",496,392,0,888,205,194,0,399,399,0,255,83,13,38,0,0,0,8,0,0,0,0,0,0,2,399
241,"UDIT NARAYAN INTER COLLEGE PADRAUNA ROOM-3",820,648,0,1468,377,324,0,701,686,0,412,229,25,18,5,1,0,6,1,0,2,0,0,0,2,701
242,"UDIT NARAYAN INTER COLLEGE PADRAUNA ROOM-4",790,598,0,1388,338,300,0,638,638,0,419,164,15,14,3,1,0,18,0,1,0,1,1,0,1,638
243,"UDIT NARAYAN INTER COLLEGE PADRAUNA ROOM-5",591,443,0,1034,300,172,0,472,472,0,250,177,4,7,3,4,0,11,1,1,1,3,1,3,6,472
244,"PRIMARY SCHOOL KOTHA DARBAR ROOM-1",701,585,0,1286,387,334,0,721,704,0,452,242,7,5,2,2,0,3,0,0,0,0,2,0,6,721
245,"PRIMARY SCHOOL KOTHA DARBAR ROOM-2",785,549,0,1334,265,315,0,580,566,0,363,187,10,9,3,0,0,6,0,1,0,0,0,0,1,580
246,"UDIT NARAYAN DIGREE COLLEGE PADRAUNA ROOM-1",672,575,0,1247,352,255,0,607,607,0,350,199,30,13,2,0,0,8,0,0,0,0,1,0,4,607
247,"UDIT NARAYAN DIGREE COLLEGE PADRAUNA ROOM-2",724,602,0,1326,356,332,0,688,688,0,387,225,8,46,6,0,2,6,0,2,0,1,0,3,2,688
248,"UDHIT NARAYAN DIGREE COLLEGE PADRAUNA ROOM-3",677,514,0,1191,332,295,0,627,627,0,303,300,9,2,1,1,0,1,0,0,0,2,0,1,7,627
249,"GOSWAMI TULASIDHAS INTAR COLLEGE PADRAUNA ROOM-1",620,565,0,1185,331,276,0,607,607,0,456,43,35,56,3,0,2,4,0,0,0,1,2,1,4,607
250,"GOSWAMI TULASIDHAS INTAR COLLEGE PADRAUNA ROOM-2",738,604,0,1342,292,257,0,549,549,0,219,239,13,58,7,0,1,0,1,0,1,6,2,0,2,549
251,"PRIMARY SCHOOL NAGR PALIKA CHHAVANI ROOM-1",554,487,0,1041,340,227,0,567,567,0,318,39,174,16,5,2,0,6,0,0,2,1,1,1,2,567
252,"PRIMARY SCHOOL NAGAR PALIKA CHHAVANI ROOM-2",476,394,0,870,219,210,0,429,429,0,286,25,70,31,5,1,0,8,0,0,0,2,0,0,1,429
253,"PRIMARY SCHOOL NAGAR PALEKA CHHAVANI ROOM-3",791,627,0,1418,396,325,0,721,710,0,339,174,70,120,4,1,1,6,1,0,0,0,2,0,3,721
254,"CHAKBANDI KARYALAY BHAWAN CHHAVANI UTTARI ROOM-1",873,697,0,1570,405,303,0,708,708,0,434,145,69,34,0,0,0,15,0,0,1,2,3,1,4,708
255,"CHAKBANDI KARYALAY BHAWAN CHHAVANI UTTARI ROOM-2",197,176,0,373,108,98,0,206,204,0,88,50,39,23,0,1,0,1,0,0,0,1,0,1,2,206
256,"GOSWAMI TULASIDHAS INTAR COLLEGE PADRAUNA ROOM-3",521,439,0,960,268,249,0,517,517,0,224,228,9,37,2,0,0,1,3,1,1,5,1,0,5,517
257,"GOSWAMI TULASIDHAS INTAR COLLEGE PADRAUNA ROOM-4",569,492,0,1061,272,222,0,494,494,0,182,232,21,19,4,3,5,8,6,3,2,8,0,0,1,494
258,"GOSWAMI TULASIDHAS INTAR COLLEGE PADRAUNA ROOM-5",687,574,0,1261,395,245,0,640,640,0,440,97,11,12,2,1,1,58,0,0,1,0,3,4,10,640
259,"GOSWAMI TULASIDHAS INTAR COLLEGE PADRAUNA ROOM-6",633,553,0,1186,398,175,0,573,573,0,164,380,7,9,3,1,1,1,0,1,0,0,3,1,2,573
260,"UDHIT NARAYAN INTAR COLLEGE PADRAUNA ROOM-6",688,550,0,1238,319,291,0,610,610,0,460,47,15,4,1,0,0,76,1,0,1,2,0,1,2,610
261,"UDHIT NARAYAN INTAR COLLEGE PADRAUNA ROOM-7",403,303,0,706,217,201,0,418,390,0,239,8,4,93,1,0,4,62,1,1,2,0,1,0,2,418
262,"PRIMARY SCHOOL SUKHAPURA ROOM-1",651,546,0,1197,343,341,0,684,684,0,523,111,9,10,1,3,1,2,2,5,1,1,6,1,8,684
263,"PRIMARY SCHOOL SUKHAPURA ROOM-2",844,711,0,1555,560,440,0,1000,1000,0,315,490,16,122,1,7,7,8,4,5,1,2,5,8,9,1000
264,"PRIMARY SCHOOL JANGAL SHAHPUR",735,513,1,1249,414,271,0,685,685,0,229,69,217,97,6,1,6,26,3,1,1,6,8,5,10,685
265,"PRIMARY SCHOOL JANGAL SHAHPUR BHADHEHARI TOLA",316,251,0,567,192,166,0,358,357,0,95,70,90,90,0,2,4,0,1,1,1,2,1,0,1,358
266,"PRIMARY SCHOOL SINGAPATTI KHAS TOLA ROOM-1",820,662,0,1482,491,383,0,874,874,0,308,353,57,73,2,6,4,8,4,3,8,8,11,10,19,874
267,"PRIMARY SCHOOL SINGAPATTI KHAS TOLA ROOM-2",499,391,0,890,311,274,0,585,580,0,172,185,13,175,2,5,5,1,5,2,1,3,7,3,6,585
268,"PRIMARY SCHOOL SINGAPATTI",432,351,0,783,252,220,0,472,472,0,190,176,12,68,0,2,1,2,1,3,0,2,7,4,4,472
269,"PRIMARY SCHOOL CHHURIYA ROOM-1",703,492,0,1195,466,303,0,769,769,0,317,243,20,160,1,1,1,2,2,2,0,4,5,3,8,769
270,"PRIMARY SCHOOL CHHURIYA ROOM-2",645,475,0,1120,400,334,0,734,734,0,188,308,20,161,0,6,2,2,2,3,2,8,9,9,14,734
271,"PRIMARY SCHOOL JANGAL  HANUMANGANJ ROOM-1",721,559,0,1280,479,369,0,848,848,0,140,468,43,150,3,3,10,10,1,0,2,8,3,2,5,848
272,"PRIMARY SCHOOL JANGAL  HANUMANGANJ ROOM-2",713,501,0,1214,310,324,0,634,634,0,312,80,14,183,1,2,8,5,1,1,3,6,4,2,12,634
273,"PRIMARY SCHOOL JANGAL BANBERPUR ROOM-1",588,465,0,1053,382,306,0,688,688,0,193,370,40,31,2,4,2,20,2,0,0,7,2,6,9,688
274,"PRIMARY SCHOOL JANGAL BANBERPUR ROOM-2",421,342,1,764,240,188,0,428,428,0,137,207,17,35,1,2,0,10,1,1,0,1,0,3,13,428
275,"PRIMARY SCHOOL JANGAL BANBERPUR ROOM-3",676,542,0,1218,295,294,0,589,589,0,177,202,115,49,0,2,3,17,2,2,0,3,4,1,12,589
276,"PRIMARY SCHOOL JANGAL BANBERPUR ROOM-4",368,307,0,675,187,155,0,342,342,0,84,203,21,14,0,0,0,4,1,0,1,2,4,1,7,342
277,"JUNIOR HIGH  SCHOOL BASAHEYA WANBERPUR ROOM-1",799,604,0,1403,403,353,0,756,755,0,375,158,18,139,2,2,3,29,0,1,2,3,5,6,13,756
278,"JUNIOR HIGH  SCHOOL BASAHEYA WANBERPUR ROOM-2",602,450,0,1052,339,233,0,572,572,0,479,13,7,17,2,0,0,27,1,5,0,5,1,2,13,572
279,"JUNIOR HIGH  SCHOOL BASAHEYA WANBERPUR ROOM-3",550,374,0,924,278,157,0,435,435,0,331,8,2,10,0,0,1,70,2,0,1,0,1,3,6,435
280,"JUNIOR HIGH  SCHOOL BASAHEYA WANBERPUR ROOM-4",621,428,0,1049,292,203,0,495,484,0,290,34,10,61,3,0,0,82,3,0,2,3,1,1,5,495
281,"PRIMARY SCHOOL SIDHUA ROOM-1",520,406,0,926,299,253,0,552,552,0,150,152,30,177,3,1,5,18,0,2,2,3,3,0,6,552
282,"PRIMARY SCHOOL SIDHUA ROOM-2",459,388,0,847,245,185,0,430,430,0,78,237,35,45,2,4,1,5,0,2,4,1,0,7,9,430
283,"PRIMARY SCHOOL SIDHUA ROOM-3",645,470,0,1115,335,255,0,590,590,0,229,282,26,27,1,1,2,2,0,2,1,4,3,1,9,590
284,"PRIMARY SCHOOL SIDHUA ROOM-4",340,295,0,635,263,176,0,439,439,0,41,324,25,18,3,2,3,3,0,3,3,3,1,2,8,439
285,"PRIMARY SCHOOL SIDHUA ROOM-5",180,118,0,298,85,83,0,168,168,0,22,79,33,23,0,1,1,0,0,1,0,1,2,1,4,168
286,"PRIMARY SCHOOL PARSAUNI KALA",614,503,0,1117,351,354,0,705,705,0,118,359,62,133,6,2,2,4,3,1,3,3,2,1,6,705
287,"PRIMARY SCHOOL HIRNAHA",495,388,0,883,298,272,0,570,570,0,46,449,45,15,0,2,1,2,1,2,0,2,0,2,3,570
288,"PRIMARY SCHOOL RAMPUR",400,341,0,741,240,206,0,446,426,0,259,143,5,18,4,0,0,1,1,3,1,1,3,1,6,446
289,"PRIMARY SCHOOL HARKAKHURMAL",643,539,0,1182,350,380,0,730,730,0,380,195,13,76,2,2,2,3,2,20,7,5,4,2,17,730
290,"PRIMARY SCHOOL GULALHA",711,560,0,1271,435,374,0,809,809,0,172,233,59,300,5,1,9,5,7,0,2,8,5,3,0,809
291,"PRIMARY SCHOOL GOPALPUR",494,445,0,939,309,292,0,601,580,0,321,142,22,88,2,1,1,1,2,0,1,2,1,7,10,601
292,"PRIMARY SCHOOL CHHURAKHAS",804,571,0,1375,405,353,0,758,730,0,493,184,30,23,1,2,1,7,3,2,1,1,3,1,6,758
293,"PRIMARY SCHOOL DHIRPATTI",444,363,0,807,297,161,0,458,457,0,144,269,14,13,1,3,0,0,4,2,1,2,1,2,2,458
294,"PRIMARY SCHOOL SARYA ROOM-1",475,366,0,841,216,199,0,415,400,0,128,236,8,8,1,2,1,1,2,1,4,2,6,3,12,415
295,"PRIMARY SCHOOL SARYA ROOM-2",445,362,0,807,186,185,0,371,371,0,134,130,14,70,2,2,5,0,0,4,0,2,3,2,3,371
296,"PRIMARY SCHOOL SARYA DHHEH",747,619,0,1366,420,347,0,767,767,0,409,286,20,35,2,1,2,4,2,0,0,1,2,0,3,767
297,"PRIMARY SCHOOL CHHAKEYA",409,324,0,733,239,222,0,461,461,0,120,124,18,178,1,2,1,3,0,2,0,7,3,0,2,461
298,"PRIMARY SCHOOL PIPARA SHOBHAMAL",223,214,0,437,146,135,0,281,281,0,15,141,31,49,0,2,5,0,0,0,1,36,0,0,1,281
299,"JUNIOR HIGH  SCHOOL KHATHAKUEYAN ROOM-1",684,598,0,1282,396,357,0,753,753,0,130,163,49,370,2,2,7,1,0,2,1,8,5,5,8,753
300,"JUNIOR HIGH  SCHOOL KATHAKUEYAN ROOM-2",306,271,0,577,159,170,0,329,329,0,134,110,62,14,0,0,0,0,2,0,0,1,0,1,5,329
301,"JUNIOR HIGH  SCHOOL KATHAKUEYAN ROOM-3",672,597,0,1269,355,313,0,668,668,0,221,173,104,123,5,2,5,1,0,1,2,12,7,3,9,668
302,"PRIMARY SCHOOL KATHAKUEYAN ROOM-1",686,527,0,1213,336,242,0,578,578,0,197,230,41,34,3,4,3,2,0,0,1,47,10,5,1,578
303,"PRIMARY SCHOOL KATHAKUEYAN",558,463,0,1021,338,211,0,549,549,0,139,290,39,64,4,9,1,1,0,0,0,1,0,0,1,549
304,"PRIMARY SCHOOL KATYA ROOM-1",416,357,0,773,247,203,0,450,450,0,62,361,9,8,0,2,0,0,0,0,0,5,2,0,1,450
305,"PRIMARY SCHOOL KATYA ROOM-2",535,449,0,984,282,251,0,533,525,0,148,244,19,93,3,1,3,0,1,1,2,3,3,5,7,533
306,"PRIMARY SCHOOL SAMRAHARDO ROOM-1",510,395,0,905,277,231,0,508,508,0,126,182,64,117,2,5,4,2,1,1,0,0,0,0,4,508
307,"PRIMARY SCHOOL SEMRAHARDO ROOM-2",356,288,0,644,205,206,0,411,411,0,193,194,5,8,1,0,2,2,0,0,0,0,5,0,1,411
308,"PRIMARY SCHOOL SEMRAHARDO ROOM-3",569,433,0,1002,330,316,0,646,646,0,164,394,28,28,5,4,1,2,2,1,2,4,3,3,5,646
309,"PRIMARY SCHOOL SEMRAHARDO ROOM-4",669,589,0,1258,389,344,0,733,720,0,175,407,28,98,2,0,3,2,1,2,1,4,0,3,7,733
310,"SRI KRISNA HIGHER SECONDARY SCHOOL SEMRA HARDO ROOM-1",574,464,0,1038,299,263,0,562,562,0,143,319,18,57,1,3,2,0,0,0,3,1,4,1,10,562
311,"SRI KRISNA HIGHER SECONDARY SCHOOL SEMRA HARDO ROOM-2",734,594,0,1328,395,376,0,771,771,0,176,155,45,321,4,3,2,4,0,6,1,5,7,24,18,771
