"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
221,"PRATHMIK VIDYALAYA  KACHARI ROOM NO 1",437,372,0,809,340,260,0,600,600,0,201,12,220,141,1,0,0,2,1,0,3,1,2,1,2,3,1,0,3,2,0,0,1,3,600
222,"PRATHMIK VIDYALAYA  ANTAHIYA PURVI BHAG",571,524,0,1095,391,286,0,677,675,0,141,19,154,329,2,3,0,1,2,1,3,2,2,3,1,6,2,0,0,1,1,1,1,2,677
223,"PRATHMIK VIDYALAYA   ANTAHIYA PASHACHEMI BHAG",476,360,0,836,265,195,0,460,458,0,73,5,66,274,4,0,0,0,0,4,0,0,5,2,2,11,2,0,2,8,0,1,0,1,460
224,"PRATHMIK VIDYALAYA  BASTAR PURVI BHAGH",483,397,1,881,351,233,0,584,583,0,204,6,114,187,1,1,0,0,3,47,2,0,0,1,1,6,0,0,0,4,0,1,4,2,584
225,"PRATHMIK VIDYALAYA BASTAR PASHCHIMI BHAG",525,407,0,932,354,230,0,584,584,0,87,7,135,295,2,3,0,0,0,39,0,0,0,0,3,2,3,0,1,2,1,1,1,2,584
226,"PURV MADYAMIK VIDYALAYA NIBI BILUI ROOM NO 1",624,550,0,1174,448,354,0,802,802,0,126,24,283,298,4,1,2,0,2,3,2,4,3,4,2,4,4,0,12,14,2,4,3,1,802
227,"PRATHMIK VIDYALAY MAHORI RIVA PURVI BHAG",505,371,0,876,332,257,0,589,589,0,152,23,224,142,2,7,0,0,0,24,1,0,1,3,0,5,0,0,1,4,0,0,0,0,589
228,"PRATHMIK VIDYALAYA  MAHORI RIVA PASHCHIMI BHAG",499,468,0,967,388,242,0,630,630,0,280,17,178,122,3,1,0,1,3,6,2,3,0,1,2,5,3,0,0,0,0,0,3,0,630
229,"PRATHMIK VIDYALAYA  DEVRI KHURD TALUKA KHAI ROOM NO 1",414,364,0,778,326,282,0,608,608,0,219,13,136,176,1,0,1,2,1,40,1,0,0,1,1,4,4,0,1,4,1,1,1,0,608
230,"PRATHMIK VIDYALAYA  PURAINI ROOM NO 1",734,581,0,1315,517,355,0,872,872,0,282,27,90,430,1,4,0,0,0,2,1,1,0,1,4,9,11,0,0,7,1,0,0,1,872
231,"PURV MADYAMIK VIDYALAYA  HASIMPUR ROOM NO 1",315,262,0,577,236,182,0,418,376,0,73,8,174,142,2,2,0,0,1,0,0,0,1,1,0,2,3,0,5,3,0,0,1,0,418
232,"PRATHMIK VIDYALAYA  PACHDEVRA ROOM NO 1",690,559,0,1249,453,333,0,786,780,0,185,51,219,264,5,3,1,2,4,5,4,6,3,2,5,6,2,4,5,6,0,0,2,2,786
233,"PRATHMIK VIDYALAYA  BARDAHA PURVI BHAG",968,692,0,1660,559,367,0,926,923,0,227,55,281,288,4,1,1,4,4,16,3,4,1,4,7,11,5,3,0,5,0,1,1,0,926
234,"PRATHMIK VIDYALAYA  BARDAHA PASHCHIMI BHAG",549,400,0,949,283,242,0,525,525,0,202,23,138,136,2,2,2,1,0,6,1,3,0,0,0,3,1,0,0,2,0,0,1,2,525
235,"PRATHMIK VIDYALAYA  BARDAHA MADHYA BHAG",431,359,0,790,253,212,0,465,465,0,200,13,146,89,1,0,0,1,1,3,0,0,0,1,2,0,4,1,0,1,0,1,0,1,465
236,"PRATHMIK VIDYALAYA  BHARHA ROOM NO 1",687,583,0,1270,465,405,0,870,870,0,367,17,363,82,0,1,0,1,2,0,2,1,3,5,5,1,9,1,1,3,0,0,1,5,870
237,"PRATHMIK VIDYALAYA THARI ROOM NO1",406,315,0,721,279,221,0,500,500,0,124,8,77,262,1,0,1,0,0,8,1,2,1,0,1,4,1,0,0,3,1,0,1,4,500
238,"PRATHMIK VIDYALAYA  CHANAINI NO1",527,449,0,976,366,323,0,689,687,0,50,20,230,367,3,0,0,0,2,2,0,3,0,3,2,0,0,1,1,4,0,0,0,1,689
239,"PRATHMIK VIDYALAYA  KAPATHUA ROOM NO 1",683,602,0,1285,489,411,0,900,894,0,261,16,219,359,5,2,0,0,2,0,0,1,4,2,6,4,8,0,1,0,2,0,5,3,900
240,"PRATHMIK VIDYALAYA  KAREHA UTTARI BHAG",779,636,1,1416,488,344,0,832,826,0,147,13,462,157,3,4,3,2,4,1,5,2,1,4,5,5,1,0,1,8,1,0,1,2,832
241,"PRATHMIK VIDYALAYA KAREHA DAKSHINI BHAG",567,422,0,989,295,262,0,557,537,0,82,12,100,333,2,0,0,0,0,2,3,0,2,2,2,6,2,0,0,5,1,2,0,1,557
242,"PRATHMIK VIDYALAYA KAREHA PURVI BHAG",586,422,0,1008,344,270,0,614,614,0,142,38,105,287,3,0,3,0,3,1,0,2,0,2,3,8,3,1,1,8,2,0,0,2,614
243,"MADAN MOHAN MALVIYA INTER COLLEGE KARCHHANA UTTARI BHAG ROOM NO 7",733,639,0,1372,491,359,0,850,850,0,353,17,169,233,6,2,0,0,5,1,1,2,3,2,4,18,17,0,2,6,1,1,1,6,850
244,"MADAN MOHAN MALVIYA INTER COLLEGE KARCHHANA UTTARI BHAG ROOM NO 8",786,580,0,1366,530,225,0,755,755,0,12,30,317,361,3,2,0,0,0,0,0,1,3,2,0,1,2,1,5,6,2,0,2,5,755
245,"MADAN MOHAN MALVIYA INTER COLLEGE KARCHHANA MADHYA BHAG ROOM NO 9",555,445,0,1000,279,220,0,499,497,0,44,14,221,194,0,8,2,0,1,0,0,1,0,1,1,2,0,0,1,7,0,0,1,1,499
246,"MADAN MOHAN MALVIYA INTER COLLEGE KARCHHANA  MADHYA BHAG ROOM NO 10",595,461,0,1056,358,253,0,611,607,0,48,16,270,242,0,2,2,2,1,2,2,1,3,1,3,3,3,1,0,2,3,1,0,3,611
247,"PRATHMIK VIDYALAYA   BASARIA ROOM NO 1",529,450,0,979,380,269,0,649,646,0,131,15,154,302,3,3,1,0,0,0,3,0,4,3,1,4,7,1,4,10,1,0,0,2,649
248,"PRATHMIK VIDYALAYA   FATTEPUR ROOM NO 1",743,576,0,1319,442,327,0,769,769,0,103,40,288,293,7,3,2,0,1,2,1,2,3,6,0,2,3,1,3,5,1,2,1,0,769
249,"PRATHMIK VIDYALAYA   SONAI PURVI BHAG",742,615,0,1357,434,335,0,769,767,0,109,14,249,182,6,9,2,4,5,138,6,3,0,2,4,8,3,1,6,8,1,0,2,7,769
250,"PRATHMIK VIDYALAYA   SONAI PASHACHEMI BHAG",559,476,0,1035,316,241,0,557,557,0,139,13,251,123,3,7,0,1,1,4,3,1,0,0,1,3,2,1,1,2,0,0,1,0,557
251,"PRATHMIK VIDYALAYA   LIGDAHIA ROOM NO 1",536,496,0,1032,371,345,0,716,716,0,135,31,245,281,5,1,0,1,0,0,0,1,1,1,3,2,1,0,1,2,0,0,1,4,716
252,"PRATHMIK VIDYALAYA  LAKHRAVA ROOM NO 1",798,620,0,1418,501,340,0,841,841,0,306,23,206,228,3,1,3,4,5,2,5,3,2,4,11,17,6,0,1,5,1,0,0,5,841
253,"PRATHMIK VIDYALAYA  BHATERVA ROOM NO 1",400,333,0,733,245,199,0,444,441,0,115,18,207,62,3,0,0,0,1,23,1,0,1,0,2,2,3,2,0,1,0,0,0,3,444
254,"PRATHMIK VIDYALAYA  KAITHI PURVI BHAG",677,582,0,1259,402,377,0,779,776,0,86,25,159,473,4,0,0,0,2,15,1,3,2,1,0,1,1,1,0,2,1,1,0,1,779
255,"PRATHMIK VIDYALAYA  KAITHI PASHCHIMI BHAG",699,608,1,1308,462,390,0,852,852,0,247,9,284,252,1,1,1,1,4,6,5,3,2,3,3,11,6,2,0,7,1,1,1,1,852
256,"PRATHMIK VIDYALAYA   KAUVA ROOM NO 1",824,688,0,1512,582,423,0,1005,1005,0,210,34,240,448,9,5,0,1,8,5,5,4,9,1,4,9,2,0,0,5,1,1,2,2,1005
257,"PRATHMIK VIDYALAYA   BARAV PURVI BHAG",838,671,0,1509,491,366,0,857,857,0,139,21,228,342,6,1,0,2,3,4,5,3,3,4,2,11,20,1,14,33,3,0,3,9,857
258,"PRATHMIK VIDYALAYA  BARAV PASHCHIMI BHAG",945,748,0,1693,581,420,0,1001,978,0,17,39,94,820,1,2,0,3,1,1,1,1,3,2,1,3,2,0,0,5,1,1,1,2,1001
259,"PRATHEMIK VIDYALAYA NIDOURI PURVI BHAG",390,317,0,707,266,219,0,485,485,0,8,8,171,289,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,485
260,"PRATHEMIK VIDYALAYA NIDOURI PASHCHIMI BHAG",757,603,0,1360,388,266,0,654,634,0,79,35,163,350,4,3,2,0,1,11,0,1,1,0,0,3,0,0,1,0,0,0,0,0,654
261,"PRATHEMIK VIDYALAYA KHAJURI ROOM NO 1",791,685,0,1476,522,426,0,948,947,0,88,22,397,352,10,4,2,3,4,3,9,3,4,8,2,7,2,1,1,13,1,4,2,6,948
262,"PRATHEMIK VIDYALAYA SANJAI ROOM NO 1",679,572,0,1251,416,330,0,746,739,0,101,31,241,298,3,3,6,0,5,39,3,0,2,1,1,3,1,0,1,4,1,1,0,1,746
263,"PRATHEMIK VIDHYALAY KHAI PURVI BHAG",704,543,1,1248,406,239,0,645,645,0,54,8,153,353,4,1,0,0,2,3,0,2,0,4,3,8,7,0,4,14,3,3,7,12,645
264,"PRATHEMIK VIDYALAYA KHAI MADHYA  BHAG",827,642,0,1469,534,355,0,889,889,0,25,15,82,720,6,0,2,3,2,3,2,3,4,2,2,4,1,0,1,3,2,1,1,5,889
265,"PRATHEMIK VIDYALAYA KHAI PASHACHEMI  BHAG",366,313,0,679,241,177,0,418,413,0,3,2,18,375,4,0,0,1,1,0,0,0,1,1,1,0,3,0,0,6,1,0,0,1,418
266,"PRATHEMIK VIDYALAYA KALYAN SAHB DK PURA  ROOM NO 1",530,428,0,958,334,298,0,632,632,0,83,12,133,309,10,0,0,0,1,3,1,3,7,1,1,15,5,2,8,16,2,4,7,9,632
267,"PURN MADYAMIK VIDYALAYA ROKARI PURVI BHAG",745,572,0,1317,492,291,0,783,770,0,202,47,177,292,3,0,0,2,2,27,0,1,1,2,2,9,6,0,1,3,1,2,2,1,783
268,"PRATHEMIK VIDYALAYA NEVADA  ROOM NO 1",265,233,0,498,220,170,0,390,372,0,20,7,58,299,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,390
269,"PRATHEMIK VIDYALAYA NARAINA  ROOM NO 1",665,531,0,1196,439,318,0,757,727,0,190,45,207,255,6,2,2,3,0,0,2,3,5,3,4,11,3,3,3,3,0,0,1,6,757
270,"PRATHEMIK VIDYALAYA DADO PURVI BHAG",672,538,0,1210,446,308,0,754,754,0,221,26,155,217,5,6,0,1,7,80,0,1,0,1,3,10,3,2,1,6,4,0,3,2,754
271,"PRATHEMIK VIDYALAYA DADO PASHCHIMI BHAG",164,135,0,299,110,90,0,200,200,0,1,1,98,96,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,200
272,"PRATHEMIK VIDYALAYA MACHHAHAR URF PURVA ROOM NO 1",779,676,0,1455,466,403,0,869,869,0,337,31,72,307,2,2,1,5,8,30,6,10,5,8,5,22,4,3,0,3,1,2,4,1,869
273,"PRATHEMIK VIDYALAYA KULMAI  PURVI BHAG",619,432,0,1051,389,264,0,653,653,0,126,28,72,364,6,11,1,1,2,6,2,2,3,0,2,17,0,1,1,2,1,0,2,3,653
274,"PRATHEMIK VIDYALAYA KULMAI MADHYA BHAG",578,466,0,1044,311,233,0,544,544,0,70,7,241,184,3,1,3,0,1,11,2,0,0,1,2,0,0,1,3,8,1,0,1,4,544
275,"PRATHEMIK VIDYALAYA KULMAI PASHCHEMI BHAG",823,671,0,1494,384,283,0,667,600,0,153,6,133,328,2,1,1,1,3,14,3,1,3,2,1,6,2,1,0,0,1,2,2,1,667
276,"PRATHEMIK VIDYALAYA PAROKHARA ROOM NO 1",505,416,0,921,362,318,0,680,610,0,97,21,84,455,5,2,1,0,1,2,0,0,1,1,0,3,0,0,1,2,1,0,0,3,680
277,"PRATHMIK VIDYALAYA KAKRAM PURVI BHAG",503,348,0,851,306,249,0,555,551,0,102,30,91,309,7,0,0,1,0,0,4,0,4,0,1,2,0,1,1,2,0,0,0,0,555
278,"PRATHMIK VIDYALAYA  KAKRAM PASHCHIMI BHAG",482,380,0,862,274,228,0,502,497,0,195,23,78,173,1,1,0,0,1,0,1,0,3,1,3,10,5,0,0,0,0,1,1,5,502
279,"PRATHMIK VIDYALAYA  SULMAI PURVI BHAG",383,312,0,695,205,179,0,384,384,0,37,20,126,181,5,4,0,0,1,0,0,2,1,0,0,4,1,0,0,1,0,0,1,0,384
280,"PRATHMIK VIDYALAYA  SULMAI PASHCHIMI BHAG",523,402,0,925,341,272,0,613,613,0,40,14,52,482,7,0,0,1,1,2,0,1,2,0,4,2,0,0,3,0,1,0,1,0,613
281,"PRATHMIK VIDYALAYA   BHADEVRA ROOM NO 1",719,590,0,1309,466,374,0,840,838,0,36,59,328,335,8,3,0,1,4,9,1,0,1,3,2,7,7,5,3,8,2,4,8,6,840
282,"PRATHMIK VIDYALAYA  KECHUHA ROOM NO 1",684,573,0,1257,417,260,0,677,670,0,182,22,169,272,3,2,1,2,1,1,1,0,0,1,2,5,6,0,0,2,2,0,2,1,677
283,"PRATHMIK VIDYALAYA   DHARVARA PURVI BHAG",876,682,0,1558,469,375,0,844,844,0,138,15,250,336,10,1,2,3,0,3,4,0,4,0,2,8,14,0,15,24,4,4,3,4,844
284,"PRATHMIK VIDYALAYA   DHARVARA PASHCHIMI BHAG",864,690,0,1554,488,423,0,911,911,0,171,25,251,404,8,2,1,3,3,1,2,1,12,3,7,10,1,0,0,4,0,0,1,1,911
285,"PRATHMIK VIDYALAYA  DABHI MADHYA  BHAG",802,587,0,1389,487,335,0,822,812,0,188,35,256,279,6,3,2,1,3,2,0,4,3,6,7,11,2,0,2,2,1,1,3,5,822
286,"PRATHMIK VIDYALAYA  BAGHERA ROOM NO1",787,609,0,1396,468,389,0,857,856,0,74,16,128,608,6,3,1,1,0,0,0,0,2,1,0,6,2,1,0,2,1,3,2,0,857
287,"PRATHMIK VIDYALAYA BHASMA ROOM NO 1",706,535,0,1241,496,242,0,738,738,0,411,24,182,47,3,1,0,3,3,11,3,0,2,4,10,11,5,3,0,7,1,1,3,3,738
288,"PRATHMIK VIDYALAYA  ARAI PURVI BHAG",463,367,0,830,235,168,0,403,503,0,71,17,217,87,2,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,403
289,"PRATHMIK VIDYALAYA  ARAI PASHCHIMI BHAG",531,469,0,1000,251,218,0,469,466,0,111,15,214,108,2,1,0,0,0,1,3,1,0,1,1,3,1,0,3,3,0,0,0,1,469
290,"PRATHMIK VIDYALAYA  NIRIYA ROOM NO 1",672,536,0,1208,486,370,0,856,856,0,158,13,90,538,8,0,2,0,1,0,0,1,2,3,2,8,6,1,6,5,9,0,2,1,856
291,"PRATHMIK VIDYALAYA RITHAIYA ROOM NO 1",430,372,0,802,266,244,0,510,510,0,239,12,141,91,2,1,0,0,2,1,0,1,2,1,2,6,3,0,0,3,0,1,2,0,510
292,"PRATHMIK VIDYALAYA  BHUNDA PURVI BHAG",905,649,0,1554,560,394,0,954,948,0,53,27,111,709,14,2,1,1,2,0,3,2,7,0,4,10,1,2,0,2,1,1,1,0,954
293,"PRATHMIK VIDYALAYA   BHUVALPUR PASHACHEMI BHAG",838,650,0,1488,617,349,0,966,966,0,354,19,133,364,6,2,2,3,4,4,1,3,5,6,3,19,12,2,2,8,3,2,3,6,966
294,"PRATHMIK VIDYALAYA MAJHIYARI TALUKA BHUNDA PASHCHIMI BHAG",1044,743,0,1787,457,447,0,904,882,0,344,16,157,317,8,4,0,2,5,0,2,4,1,1,5,13,7,1,5,6,1,0,1,4,904
295,"PRATHMIK VIDYALAYA   ISAUTA ROOM NO 1",442,372,0,814,277,244,0,521,521,0,288,61,46,96,2,0,0,1,3,0,0,0,1,1,4,7,3,0,1,2,0,0,3,2,521
296,"PRATHMIK VIDYALAYA  LOHNADI UTTARI BHAG",676,596,0,1272,387,311,0,698,698,0,97,15,149,400,8,0,0,4,0,1,0,0,1,0,1,12,4,1,1,1,1,1,0,1,698
297,"PRATHMIK VIDYALAYA  LOHNADI DAKSHINI BHAG",454,358,0,812,248,206,0,454,454,0,164,7,58,191,1,0,0,0,0,3,0,0,3,2,1,9,4,0,3,4,0,0,1,3,454
298,"PRATHMIK VIDYALAYA   JHIRI LACHHIPUR ROOM NO 1",733,540,0,1273,392,276,0,668,668,0,225,16,160,209,4,2,2,1,3,1,3,1,3,4,2,17,7,1,1,1,1,1,2,1,668
299,"PRATHMIK VIDYALAYA  MADRA ROOM NO 1",303,252,0,555,198,170,0,368,368,0,167,18,59,102,1,1,0,0,2,0,2,1,0,1,1,8,0,1,0,2,0,0,2,0,368
300,"PRATHMIK VIDYALAYA   HATHSARA PURVI BHAG",527,366,0,893,327,227,0,554,554,0,140,6,96,280,3,0,0,0,1,0,1,1,3,4,2,2,7,0,1,2,2,2,1,0,554
301,"PRATHMIK VIDYALAYA   HATHSARA  PASHCHIMI BHAG",532,440,0,972,298,259,0,557,557,0,171,19,96,254,0,1,1,0,3,0,1,1,0,0,1,3,1,1,0,0,2,0,2,0,557
302,"PRATHMIK VIDYALAYA BHAGANPUR ROOM NO. 1",369,295,0,664,256,185,0,441,441,0,14,9,44,361,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,4,1,0,1,1,441
303,"PRATHMIK VIDYALAYA GHORHAT ROOM NO. 1",906,700,0,1606,485,390,0,875,842,0,81,23,342,339,8,5,2,2,0,1,4,8,9,5,4,11,2,4,5,11,3,2,1,3,875
