"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
97,"PRATHMIK VIDYALAYA DEVARI TA. NIBI ROOM NO. 1",628,563,0,1191,475,426,0,901,901,0,229,34,157,450,5,3,1,0,0,2,0,0,0,2,1,1,3,3,0,6,0,2,0,2,901
98,"PRATHMIK VIDYALAYA NIBI TA. KHURD ROOM NO.1",586,491,0,1077,466,327,0,793,705,0,219,23,311,188,5,1,1,1,0,13,2,0,1,2,0,8,6,1,0,5,4,1,0,1,793
99,"PRATHMIK VIDYALAYA NIBI TA. KHURD ROOM NO. 2",578,503,0,1081,374,335,0,709,609,0,148,28,288,188,6,4,2,2,0,2,2,1,3,4,4,9,1,0,3,10,0,0,1,3,709
100,"PRATHMIK VIDYALAYA MASIKA ROOM NO.1",570,469,0,1039,411,350,0,761,761,0,72,23,386,244,5,1,3,0,1,0,0,0,1,3,3,4,2,1,4,4,1,2,1,0,761
101,"PRATHMIK VIDYALAYA GHOGHAPUR ROOM NO.1",763,631,0,1394,530,408,0,938,936,0,216,26,262,364,4,4,1,4,2,0,4,0,3,1,3,16,7,2,1,7,3,2,0,6,938
102,"PRATHMIK VIDYALAYA NARSINGHPUR ROOM NO.1",366,280,0,646,260,184,0,444,444,0,106,6,104,199,1,2,0,1,3,5,0,1,2,4,2,3,3,0,0,0,0,1,1,0,444
103,"PRATHMIK VIDYALAYA BALAPUR ROOM NO.1",476,360,0,836,302,227,0,529,518,0,175,27,206,71,0,2,1,0,1,4,4,2,1,1,10,7,0,1,4,6,0,1,2,3,529
104,"PRATHMIK VIDYALAYA BALAPUR ROOM NO.2",513,439,0,952,370,233,0,603,594,0,177,32,146,194,4,1,0,0,3,1,1,3,7,0,7,9,6,0,3,4,2,0,1,2,603
105,"PRATHMIK VIDYALAYA BALAPUR ROOM NO.3",598,410,0,1008,356,268,0,624,624,0,146,26,143,242,5,1,6,1,5,3,3,2,2,2,4,7,5,0,6,7,1,1,2,4,624
106,"PRATHMIK VIDYALAYA BALAPUR ROOM NO.4",457,453,0,910,277,245,0,522,522,0,198,14,94,178,1,1,1,3,2,2,0,2,1,2,1,11,5,0,1,0,0,1,2,2,522
107,"PRATHMIK VIDYALAYA UBHARI ROOM NO.1",536,408,1,945,332,259,0,591,590,0,125,12,104,323,5,0,0,3,0,1,1,1,2,0,2,2,4,0,0,4,1,0,0,1,591
108,"PRATHMIK VIDYALAYA UBHARI ROOM NO.2",536,414,0,950,346,283,0,629,626,0,95,23,118,365,4,2,0,0,5,0,0,1,1,0,0,7,2,0,0,2,1,0,1,2,629
109,"PRATHMIK VIDYALAYA UBHARI ROOM NO.3",825,645,0,1470,499,334,0,833,832,0,158,14,118,485,6,1,0,3,3,3,2,1,1,0,3,2,6,0,0,8,2,3,3,11,833
110,"PRATHMIK VIDYALAYA UBHARI ROOM NO.4",374,294,0,668,219,186,0,405,405,0,55,14,181,123,3,0,0,0,2,2,3,2,1,2,3,4,2,0,0,4,1,0,2,1,405
111,"PRATHMIK VIDYALAYA MURADPUR ROOM NO.1",426,354,0,780,266,234,0,500,500,0,138,13,166,139,4,0,0,2,1,2,3,1,3,4,2,4,4,0,3,5,1,1,0,4,500
112,"PRATHMIK VIDYALAYA CHAUKATHA ROOM NO.1",412,358,0,770,249,226,0,475,412,0,137,13,205,102,1,2,2,0,1,1,0,0,0,0,3,1,2,0,0,4,1,0,0,0,475
113,"PRATHMIK VIDYALAYA HARIHARPUR ROOM NO.1",524,417,0,941,372,310,0,682,682,0,114,26,272,200,2,1,2,1,3,3,0,3,3,6,1,16,2,1,6,8,3,3,1,5,682
114,"PRATHMIK VIDYALAYA BONGI ROOM NO1",761,611,0,1372,438,329,0,767,764,0,75,54,238,313,8,2,1,1,3,8,9,4,4,7,6,10,3,0,0,9,2,1,5,4,767
115,"PRATHMIK VIDYALAYA BONGI ROOM NO.2",821,642,0,1463,445,272,0,717,697,0,133,76,342,110,5,1,2,1,3,4,2,1,3,2,2,11,0,1,0,9,0,2,1,6,717
116,"PRATHMIK VIDYALAYA HATHIGANI ROOM NO.1",631,568,0,1199,449,388,0,837,837,0,485,4,138,149,2,3,0,0,2,2,2,2,1,2,6,23,6,1,1,3,1,0,0,4,837
117,"SUBHASH CHANDRA INTER COLLEGE CHHITUPUR",557,429,0,986,298,208,0,506,504,0,187,6,161,121,4,1,0,0,2,0,0,1,1,0,3,8,4,0,2,1,1,0,0,3,506
118,"PRATHMIK VIDYALAYA PURVA KHAS ROOM NO. 1",612,530,0,1142,347,305,0,652,652,0,62,27,289,249,1,3,1,0,1,2,0,1,0,2,0,5,2,1,2,2,0,0,0,2,652
119,"PRATHMIK VIDYALAYA PURAVA KHAS ROOM NO.2",786,595,0,1381,494,361,0,855,846,0,350,29,66,378,3,0,0,0,1,0,0,1,0,3,2,11,7,0,1,0,0,0,1,2,855
120,"PRATHMIK VIDYALAYA PATEVARA ROOM NO.1",465,385,0,850,355,297,0,652,651,0,208,36,44,320,9,2,0,2,1,5,1,3,5,1,2,4,1,0,0,0,2,2,0,4,652
121,"PRATHMIK VIDYALAYA TEVARIYA KALA ROOM NO.1",286,256,0,542,219,184,0,403,403,0,105,18,147,106,1,0,0,1,0,2,0,0,2,1,3,2,4,0,2,5,0,1,1,2,403
122,"PRATHMIK VIDYALAYA CHHARIBNA PASHCHIMI BHAG",695,557,0,1252,400,282,0,682,673,0,104,16,401,123,4,0,0,1,0,2,2,1,0,3,1,5,6,2,4,3,0,1,0,3,682
123,"PRATHMIK VIDYALAYA CHHARIBNA PURVI BHAG",401,315,0,716,200,158,0,358,358,0,153,5,132,52,0,1,0,1,0,1,0,0,0,0,2,6,0,0,1,2,0,1,0,1,358
124,"PRATHMIK VIDYALAYA GONTI TA. PURVA ROOM NO.1",491,359,0,850,314,241,0,555,550,0,15,20,195,294,7,2,2,0,0,0,0,2,0,1,1,6,2,3,1,1,2,0,1,0,555
125,"BRIJ MANGAL SINGH INTER COLLEGE RAMPUR TA. MUGARI ROOM NO. 6",508,418,0,926,300,250,0,550,500,0,23,64,231,216,0,2,0,2,1,0,1,0,3,2,0,1,0,0,1,2,0,0,0,1,550
126,"BRIJ MANGAL SINGH INTER COLLEGE RAMPUR TA. MUGARI ROOM NO. 7",484,428,0,912,268,214,0,482,479,0,27,57,107,270,5,0,2,0,0,0,0,1,5,0,0,2,0,1,1,3,0,0,0,1,482
127,"BRIJ MANGAL SINGH INTER COLLEGE RAMPUR TA. MUGARI ROOM NO. 8",622,524,0,1146,408,357,0,765,763,0,192,55,224,277,3,0,0,2,2,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,765
128,"RAMDAS J.H. SCHOOL TILAKHAVAR ROOM NO.1",485,414,0,899,279,201,0,480,476,0,140,52,141,110,6,0,2,1,3,4,1,1,1,2,3,6,1,0,0,3,0,0,0,3,480
129,"RAMDAS J.H. SCHOOL TILAKHAVAR ROOM NO.2",404,393,0,797,250,205,0,455,450,0,256,12,132,43,1,0,0,0,3,0,1,0,1,0,0,3,1,0,0,0,0,0,1,1,455
130,"RAMDAS J.H. SCHOOL TILAKHAVAR ROOM NO.3",588,448,0,1036,351,229,0,580,580,0,223,22,232,57,0,7,0,2,2,1,1,0,0,7,3,6,5,0,5,6,0,0,0,1,580
131,"PRATHMIK VIDYALAYA PURA GHISAN ROOM NO.1",513,469,0,982,390,308,0,698,698,0,234,15,315,91,3,1,0,3,2,6,3,1,3,6,1,4,2,0,1,3,1,1,2,0,698
132,"PRATHMIK VIDYALAYA CHANDRA BHAN KA PURA HATHIGAN UTTARI BHAG",952,759,0,1711,640,474,0,1114,1096,0,224,25,281,432,4,2,1,0,2,92,2,3,1,3,6,11,3,1,2,7,3,1,2,6,1114
133,"PRATHMIK VIDYALAYA CHANDRA BHAN KA PURA HATHIGAN DAKSHINI BHAG",626,520,0,1146,491,371,0,862,862,0,178,10,96,518,10,1,0,0,1,1,2,1,5,3,1,6,5,0,2,18,0,0,1,3,862
134,"PRATHMIK VIDYALAYA TIVARI KA PURA HATHIGAN ROOM NO.1",279,263,0,542,211,177,0,388,381,0,64,33,176,101,2,0,0,0,0,0,0,0,1,2,1,1,1,1,3,1,0,0,0,1,388
135,"PRATHMIK VIDYALAYA KARMA ROOM NO.1",629,472,0,1101,293,195,0,488,483,0,72,18,159,203,4,3,1,2,2,0,6,0,0,4,1,4,2,0,0,2,0,0,1,4,488
136,"PRATHMIK VIDYALAYA KARMA ROOM NO.2",640,559,0,1199,308,221,0,529,524,0,73,15,266,114,2,1,1,3,0,15,1,2,4,7,2,2,2,2,4,10,0,1,1,1,529
137,"PRATHMIK VIDYALAYA KARMA ROOM NO.3",894,707,0,1601,402,267,0,669,651,0,212,19,153,229,3,0,0,1,0,5,6,1,1,3,6,10,7,5,2,1,3,1,0,1,669
138,"PRATHMIK VIDYALAYA KARMA ROOM NO.4",506,383,0,889,240,150,0,390,386,0,93,7,146,106,1,0,2,0,0,0,1,1,0,2,1,4,5,3,3,5,1,3,2,4,390
139,"PRATHMIK VIDYALAYA KARMA ROOM NO.5",508,385,0,893,226,134,0,360,360,0,54,5,144,136,2,1,1,0,0,1,1,3,0,2,2,7,0,0,1,0,0,0,0,0,360
140,"PRATHMIK VIDYALAYA KARMA ROOM NO.6",671,574,0,1245,349,199,0,548,548,0,31,36,303,160,1,1,0,1,2,0,1,2,2,1,1,3,0,0,0,3,0,0,0,0,548
141,"PRATHMIK VIDYALAYA KARMA ROOM NO.7",651,465,1,1117,315,190,0,505,500,0,62,26,244,150,3,2,1,0,0,1,0,0,0,1,0,0,5,0,3,2,1,1,0,3,505
142,"PRATHMIK VIDYALAYA KARMA ROOM NO.8",446,395,1,842,147,104,0,251,246,0,19,13,72,133,0,0,0,1,0,0,0,1,3,0,1,0,0,1,4,0,2,0,1,0,251
143,"PRATHMIK VIDYALAYA DANPUR ROOM NO. 1",676,596,0,1272,358,316,0,674,600,0,137,33,188,257,1,3,3,1,3,10,3,1,3,5,1,11,1,1,0,2,0,7,0,3,674
144,"PRATHMIK VIDYALAYA CHAK GHANSHYAMDAS ROOM NO. 1",517,455,0,972,310,318,0,628,628,0,34,6,24,532,5,1,0,0,2,1,0,0,2,0,0,1,2,1,0,13,1,0,0,3,628
145,"PRATHMIK VIDYALAYA CHAK GHANSHYAMDAS ROOM NO. 2",596,531,1,1128,385,354,0,739,739,0,144,7,58,499,5,0,1,0,0,0,2,1,2,1,1,8,2,0,1,2,0,0,1,4,739
146,"PRATHMIK VIDYALAYA BARAULI ROOM NO. 1",474,379,0,853,257,221,0,478,478,0,93,7,164,157,2,2,0,0,1,0,0,0,0,3,1,9,9,4,2,8,3,5,2,6,478
147,"PRATHMIK VIDYALAYA BARAULI ROOM NO. 2",557,521,0,1078,309,253,0,562,439,0,112,13,187,168,2,1,1,3,1,2,1,2,2,15,1,2,3,2,6,8,3,26,1,0,562
148,"PRATHMIK VIDYALAYA CHILLI ROOM NO. 1",644,558,0,1202,362,296,0,658,658,0,148,49,291,105,3,0,2,0,2,3,4,1,3,6,6,18,1,0,1,6,1,2,2,4,658
149,"PRATHMIK VIDYALAYA BADGOHANA KHURD ROOM NO. 1",730,657,0,1387,496,358,0,854,849,0,184,25,441,132,3,2,1,1,7,5,5,2,4,6,4,17,3,1,2,3,2,0,3,1,854
150,"PRATHMIK VIDYALAYA TAROUL  ROOM NO. 1",511,436,0,947,340,300,0,640,640,0,110,10,218,251,9,2,1,0,4,0,2,3,6,2,2,4,3,1,0,8,3,0,0,1,640
151,"PRATHMIK VIDYALAYA TAROUL  ROOM NO. 2",685,619,0,1304,443,378,0,821,821,0,136,12,359,217,9,5,1,1,0,0,1,2,2,5,3,13,4,3,11,17,2,4,6,8,821
152,"SHRINGI RISHI INTER COLLEGE GHATAVA",855,711,0,1566,584,412,0,996,946,0,181,28,423,264,6,1,0,2,6,7,2,1,3,3,5,8,12,1,9,13,4,5,4,8,996
153,"PRATHMIK VIDYALAYA SEMRI TAULUKA PURVA ROOM NO. 1",416,315,0,731,306,238,0,544,544,0,256,15,154,101,0,1,0,1,2,0,0,2,0,0,1,0,3,1,1,5,0,0,1,0,544
154,"PRATHMIK VIDYALAYA  SEMRI TALUKA  PURVA  ROOM NO.2",451,399,0,850,289,237,0,526,522,0,126,6,142,197,8,2,0,0,2,3,3,2,2,1,3,8,3,0,1,7,1,0,3,6,526
155,"PRATHMIK VIDYALAYA  SEMRI TALUKA  PURVA  ROOM NO.3",411,321,0,732,242,186,0,428,428,0,109,10,179,86,2,1,0,1,6,13,2,0,1,1,2,2,2,1,2,2,2,2,0,2,428
156,"PRATHMIK VIDYALAYA SEMARI TA. PURAVA ROOM NO. 4",429,401,0,830,268,205,0,473,472,0,102,9,247,89,1,0,0,1,0,4,1,0,0,0,2,2,1,0,1,11,0,1,0,1,473
157,"PRATHMIK VIDYALAYA AKODHA PURVI BHAG",841,621,0,1462,580,410,0,990,990,0,28,149,460,275,7,2,0,0,0,18,1,1,4,2,1,4,2,2,7,10,9,0,2,6,990
158,"PRATHMIK VIDYALAYA AKODHA PURVI BHAG NAI IMARAT",881,636,1,1518,511,387,0,898,898,0,204,27,162,389,12,7,2,2,2,21,2,3,4,3,3,13,7,1,6,17,1,3,5,2,898
159,"PRATHMIK VIDYALAYA AKODHA PASHCHIM BHAG",795,664,0,1459,516,405,0,921,921,0,335,19,357,118,5,1,2,0,4,7,2,1,3,4,4,12,11,1,5,13,1,2,2,12,921
160,"PURV MADHYAMIK VIDYALAYA TIKARI TA. KULMAI PURVI BHAG",629,545,0,1174,371,341,0,712,708,0,219,27,178,238,6,5,3,0,7,1,2,0,1,2,3,9,1,1,0,3,1,1,1,3,712
161,"PURV MADYAMIK VIDYALAYA TIKARI TA. KULMAI PASHCHIM BHAG",350,280,0,630,198,178,0,376,367,0,234,17,53,52,0,1,0,0,1,2,1,0,0,1,0,6,5,0,0,1,0,0,0,2,376
162,"PRATHMIK VIDYALAYA  LAHEBARA KOILAHA PURVI BHAG",674,536,0,1210,475,378,0,853,852,0,284,33,198,307,2,1,0,0,3,6,2,0,2,2,1,4,2,0,1,1,0,0,1,3,853
163,"PRATHMIK VIDYALAYA  LAHABARA KOILAHA PASCHIMI BHAG",213,163,0,376,124,97,0,221,221,0,62,3,52,98,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,221
164,"PRATHMIK VIDYALAYA  MUNGARI PURVIBHAG",894,669,1,1564,572,336,0,908,908,0,151,53,151,488,5,5,2,1,0,2,4,3,3,2,3,11,4,1,2,1,2,1,5,8,908
165,"PRATHMIK VIDYALAYA  MUNGARI MADHYAYBHAG",437,314,0,751,333,144,0,477,476,0,39,33,82,295,2,2,0,1,2,0,4,1,1,1,4,1,2,0,0,1,0,0,1,5,477
166,"PRATHMIK VIDYALAYA  MUNGARI PURVI MADHYA BHAG",612,417,0,1029,384,218,0,602,602,0,182,28,129,241,1,5,0,0,3,0,0,1,0,0,2,5,1,0,0,2,0,0,0,2,602
167,"RAJKIYA KANYA PURVMADHYAMIK VIDHYALAY MUNGARI UTTARI BHAG",524,413,0,937,352,233,0,585,585,0,58,56,186,251,9,2,1,1,0,2,1,1,0,2,3,3,2,1,3,0,1,0,1,1,585
168,"RAJKIYA KANYA PURV MADHYAMIK VIDHYALAY MUGARI PASCHMI BHAG",505,438,0,943,309,257,0,566,556,0,151,24,81,275,9,1,1,2,1,0,2,1,0,2,2,1,1,1,2,6,1,0,0,2,566
169,"RAJKIYA KANYA PURV MADHYAMIK VIDHYALAY MUGARI DAKSHINI BHAG",695,533,0,1228,384,327,0,711,707,0,91,77,77,428,6,2,1,0,1,0,0,3,3,1,1,9,0,1,0,2,0,1,3,4,711
170,"PRATHMIK VIDYALAYA MANAIYA ROOM NO 1",723,550,0,1273,408,285,0,693,693,0,21,25,413,191,1,1,3,0,0,1,2,0,2,3,0,5,2,2,2,6,1,3,3,6,693
171,"PRATHMIK VIDYALAYA  NAINUA UTTARI BHAG",563,485,0,1048,426,336,0,762,762,0,106,3,330,277,5,1,0,2,0,3,0,2,2,4,2,6,1,0,4,9,3,0,2,0,762
172,"PRATHMIK VIDYALAYA   BENDO DAKSHINI BHAG",933,762,2,1697,571,440,0,1011,1011,0,169,37,419,346,6,1,0,0,3,0,5,3,3,1,1,1,5,1,2,6,0,0,2,0,1011
173,"PRATHMIK VIDYALAYA   RAVANIKA ROOM NO 1",499,428,0,927,303,267,0,570,568,0,44,117,59,314,3,0,0,1,1,0,1,0,0,1,1,1,4,3,3,5,1,1,5,5,570
174,"PRATHMIK VIDYALAYA  KABRA ROOM NO 1",408,359,0,767,234,231,0,465,465,0,58,67,196,126,1,1,0,0,1,1,1,1,3,3,3,0,1,0,0,0,0,0,0,2,465
175,"PURV MADHYAMIK VIDYALAYA DEEHA UPARHAR PURVI BHAG.",812,596,0,1408,467,269,0,736,736,0,55,26,234,371,5,1,2,2,0,7,3,1,1,2,5,7,1,1,0,6,0,3,0,3,736
176,"PURV MADHYAMIK VIDYALAYA DEEHA UPARHAR PURVI MADHYA BHAG.",784,592,0,1376,418,280,0,698,696,0,88,25,82,469,2,5,0,0,0,0,0,0,2,2,2,6,3,0,7,4,0,0,0,1,698
177,"PURV MADHYAMIK VIDYALAYA DEEHA UPARHAR PURVI DAKSHINI BHAG.",698,574,0,1272,375,266,0,641,637,0,80,46,176,307,2,1,1,1,1,11,1,0,1,0,4,3,1,1,2,1,1,0,0,0,641
178,"PRATHMIK VIDYALAYA   DEEHA UPARHAR PASHCHIMI BHAG",637,498,0,1135,322,220,0,542,542,0,72,52,153,210,5,3,0,2,4,2,1,2,0,1,2,8,6,2,8,3,1,0,1,4,542
179,"PRATHMIK VIDYALAYA  CHUPPEPUR ROOM NO 1",763,560,0,1323,416,305,0,721,721,0,276,37,111,213,6,5,1,1,2,2,3,1,3,0,3,12,17,2,1,5,2,3,1,14,721
180,"PRATHMIK VIDYALAYA  RAMPUR UPARHAR ROOM NO 1",587,497,0,1084,316,291,0,607,606,0,73,23,259,226,6,2,2,0,0,0,1,0,1,2,2,4,2,0,2,0,0,0,2,0,607
181,"PRATHMIK VIDYALAYA  SEMRAHA UPARHAR ROOM NO 1",527,393,0,920,280,219,0,499,499,0,73,23,201,188,1,2,0,1,0,0,0,1,1,0,3,2,0,0,0,1,1,1,0,0,499
182,"PRATHMIK VIDYALAYA  GARAILA UPARHAR ROOM NO.1",519,420,0,939,295,246,0,541,541,0,71,14,77,313,6,18,1,0,1,21,1,1,0,0,1,5,1,0,1,2,1,1,4,1,541
183,"PRATHMIK VIDYALAYA  KHAJUROUL UPARHAR  ROOM  NO 1",376,300,0,676,231,162,0,393,393,0,41,17,36,233,12,1,2,3,1,27,0,0,3,0,2,3,4,0,1,1,1,1,0,4,393
184,"PRATHMIK VIDYALAYA  BABURA  ROOM  NO 1",903,667,0,1570,520,272,0,792,788,0,106,127,125,367,4,16,1,1,1,2,2,0,3,5,8,8,1,1,0,3,1,0,2,8,792
185,"PRATHMIK VIDYALAYA  BABURA ROOM NO 2",898,698,0,1596,516,296,0,812,812,0,78,58,131,498,7,6,4,0,1,0,1,1,4,0,1,6,1,0,6,2,2,2,1,2,812
186,"PRATHMIK VIDYALAYA  PUTARIHA ROOM NO 1",694,522,0,1216,399,281,0,680,673,0,67,18,254,272,11,0,1,1,0,0,1,4,4,1,4,3,2,4,9,12,7,0,1,4,680
187,"PRATHMIK VIDYALAYA  HALAIYA KA PURA ROOM NO 1",686,509,0,1195,368,280,0,648,648,0,176,10,40,375,4,6,0,2,3,1,2,5,4,3,3,2,3,0,0,2,0,1,1,5,648
188,"PURV MADHYAMIK VIDYALAYA PANASA UPARHAR ROOM NO 1 .",925,674,0,1599,523,357,0,880,868,0,89,11,145,577,15,2,0,1,3,3,2,0,3,4,5,5,4,2,1,2,3,0,1,2,880
189,"PRATHMIK VIDYALAYA PANASA UPARHAR ROOM NO. 2",552,414,0,966,291,217,0,508,508,0,10,5,67,419,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,508
190,"PRATHMIK VIDYALAYA PANASA UPARHAR ROMM NO.3",555,451,0,1006,280,237,0,517,517,0,21,13,68,390,6,0,0,1,1,0,2,2,0,1,3,2,0,2,0,0,0,0,2,3,517
191,"PRATHMIK VIDYALAYA  BASAHI PURV BHAG",496,400,0,896,302,231,0,533,533,0,57,5,49,378,8,1,0,0,2,0,2,2,6,0,6,6,1,1,0,4,0,2,1,2,533
192,"PURV MADHYAMIK VIDYALAYA BASAHI UTTARI BHAG.",678,562,0,1240,367,292,0,659,659,0,34,5,81,492,8,1,1,1,0,1,1,4,6,2,2,4,2,1,1,5,3,3,0,1,659
193,"SADHAN SAHKARI SAMITI BASAHI ROOM NO 1",606,448,0,1054,334,229,0,563,563,0,49,17,99,371,0,2,1,0,1,1,0,0,2,2,1,9,1,1,0,3,1,0,0,2,563
194,"PRATHMIK VIDYALAYA  PATULAKI ROOM NO 1",277,223,0,500,139,134,0,273,273,0,0,23,90,151,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,273
195,"PRATHMIK VIDYALAYA   TAKTAIYA ROOM NO 1",925,642,0,1567,570,392,0,962,962,0,231,11,346,316,7,1,2,2,4,1,4,0,5,4,4,6,4,0,2,6,1,0,1,4,962
196,"PRATHMIK VIDYALAYA  LOHARI ROOM NO 1",262,208,0,470,150,129,0,279,279,0,15,9,117,122,1,0,0,0,0,0,1,0,0,3,1,2,0,1,1,1,0,0,0,5,279
197,"PRATHMIK VIDYALAYA  KOLAHI (TAKTAIYA) ROOM NO 1",415,325,0,740,231,168,0,399,399,0,32,10,105,223,4,2,0,1,1,0,1,4,7,1,1,0,0,0,0,4,1,0,0,2,399
198,"PRATHMIK VIDYALAYA  RAMGARH UTTARI BHAG",559,439,0,998,351,298,0,649,649,0,187,7,99,323,4,2,0,0,0,7,0,2,2,1,2,7,0,0,1,1,0,1,2,1,649
199,"PRATHMIK VIDYALAYA  RAMGARH DAKSHIN BHAG",539,428,0,967,309,236,0,545,515,0,204,7,72,233,4,2,1,0,3,0,0,1,2,0,1,2,5,0,0,3,0,1,2,2,545
200,"PRATHMIK VIDYALAYA  AMILO ROOM NO 1",937,672,0,1609,505,354,0,859,859,0,107,27,411,285,5,4,2,0,2,0,4,0,2,2,0,0,0,0,3,3,0,0,0,2,859
201,"PRATHMIK VIDYALAYA  GADHIYAV PURVI BHAG",514,407,0,921,353,258,0,611,611,0,102,8,55,405,4,5,1,1,1,0,1,1,0,0,2,5,4,0,1,5,0,0,3,7,611
202,"PRATHMIK VIDYALAYA  GADHIYAV PASHCHIMI BHAG",481,445,0,926,282,226,0,508,508,0,119,26,98,248,1,3,1,0,1,0,0,2,1,0,1,2,1,0,2,1,0,0,0,1,508
203,"PRATHMIK VIDYALAYA  HARRAI PURVI BHAG",724,590,0,1314,420,373,0,793,788,0,128,22,353,245,5,0,1,0,4,2,1,0,1,2,1,4,4,1,1,8,2,1,4,3,793
204,"PRATHMIK VIDYALAYA  HARRAI PASHCHIMI BHAG",284,236,0,520,192,164,0,356,356,0,186,8,41,104,4,1,0,1,4,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,356
205,"PRATHMIK VIDYALAYA  JAGADISHPUR ROOM NO 1",387,315,0,702,253,212,0,465,465,0,54,11,211,164,4,4,0,0,2,1,0,2,1,0,1,2,1,1,0,1,0,0,0,5,465
206,"PRATHMIK VIDYALAYA  MAJHUA TALUKA PANASA ROOM NO 1",849,683,0,1532,590,462,0,1052,1052,0,235,19,298,422,10,0,2,3,5,0,4,4,6,6,5,12,5,0,2,4,1,2,3,4,1052
207,"PRATHMIK VIDYALAYA  GHOREDEEH ROOM NO 1",947,788,0,1735,730,545,0,1275,1147,0,392,27,180,626,3,2,0,0,3,1,3,2,3,2,5,8,8,0,4,3,1,1,0,1,1275
208,"PRATHMIK VIDYALAYA  PIPROV TALUKA PANASA ROOM NO 1",326,263,0,589,220,181,0,401,394,0,113,10,73,193,3,0,0,0,0,0,0,2,1,0,0,1,0,0,1,3,0,0,0,1,401
209,"PANCHAYAT BHAVAN PIPRAV TALUKA PANASA ROOM NO 1",316,259,0,575,190,180,0,370,364,0,36,14,176,137,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,0,0,370
210,"PRATHMIK VIDYALAYA  BHATAULI ROOM NO 1",545,435,0,980,335,268,0,603,603,0,93,21,134,285,4,1,2,1,2,31,1,3,2,8,3,5,1,0,0,1,0,0,2,3,603
211,"PRATHMIK VIDYALAYA  BHAGESAR DEHLI ROOM NO 1",809,644,0,1453,605,354,0,959,959,0,150,12,133,591,4,4,2,3,2,11,2,2,3,4,5,7,5,3,4,6,2,2,0,2,959
212,"PRATHMIK VIDYALAYA  KATKA ROOM NO 1",787,653,0,1440,427,368,0,795,795,0,183,26,126,282,4,2,4,3,3,130,2,4,2,2,4,8,1,0,0,3,1,0,2,3,795
213,"PRATHMIK VIDYALAYA  MEDRA ROOM NO 1",652,493,0,1145,353,281,0,634,634,0,148,19,118,291,3,0,1,1,1,12,2,0,0,1,5,5,11,0,1,4,2,1,4,4,634
214,"PRATHMIK VIDYALAYA MAHEVA TALUKA BHUNDA ROOM NO 1",811,674,0,1485,550,346,0,896,891,0,256,27,168,412,2,0,1,3,1,2,1,1,3,0,2,3,5,0,0,2,5,0,1,1,896
215,"PRATHMIK VIDYALAYA BIRPUR TALUKA BHUNDA PURVI BHAG",342,294,0,636,218,173,0,391,389,0,18,9,140,196,7,1,1,2,0,0,0,1,2,1,0,1,0,0,0,8,3,0,0,1,391
216,"PRATHMIK VIDYALAYA  BIRPUR TALUKA BHUNDA PASHCHIMI BHAG",707,568,0,1275,399,328,0,727,727,0,272,9,89,322,3,2,0,1,2,5,1,0,2,3,5,7,0,0,0,3,1,0,0,0,727
217,"PRATHMIK VIDYALAYA  BIRHA ROOM NO 1",372,283,0,655,217,171,0,388,388,0,244,2,55,78,2,0,0,0,1,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,388
218,"PRATHMIK VIDYALAYA  MADAVA ROOM NO 1",593,556,0,1149,370,348,0,718,718,0,253,30,47,327,6,0,1,0,5,24,1,0,1,0,4,3,6,1,1,3,0,0,2,3,718
219,"PRATHMIK VIDYALAYA   MANDOULI ROOM NO 1",310,259,0,569,192,179,0,371,285,0,74,6,11,261,2,0,1,0,1,0,2,0,1,0,1,0,5,0,0,1,2,0,0,3,371
220,"PRATHMIK VIDYALAYA DEVARI KALA ROOM NO 1",964,712,0,1676,655,448,0,1103,1090,0,171,27,277,562,7,2,2,0,1,4,0,3,1,3,2,6,5,0,5,8,6,1,3,7,1103
