"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - AQEEL UR REHMAN KHAN","2 - ACHARYA PRAMOD KRISHNAM","3 - DR SHAFIQ UR RAHMAN BARQ","4 - SATYAPAL SINGH","5 - MOHD ASLAM URF PASHA","6 - DHARAM YADAV","7 - DR. RASHID ALI","8 - REKHA DEVI YADAV","9 - AQEEL AHMAD","10 - NANAD RAM KHADAGVANSHI","11 - NUTAN VIJAY ADVOCATE","12 - FIROZ HAIDER","13 - RASHID","14 - None of the Above","Total Votes Secured"
157,"NEHRU PRIMARY SCHOOL CHANDAUSI ROOM 1",612,508,0,1120,400,283,0,683,670,0,10,54,23,567,7,10,1,0,1,2,2,2,0,4,683
158,"SAROJANI NAYDU JUNIOUR HIGH SCHOOL CHANDAUSI ROOM 1",761,646,0,1407,444,334,0,778,723,0,496,49,30,192,0,4,0,3,1,0,0,0,1,2,778
159,"SAROJANI NAYDU JUNIOUR HIGH SCHOOL CHANDAUSI ROOM 2",717,555,0,1272,362,272,0,634,518,0,244,16,30,315,5,9,0,1,3,1,2,2,2,4,634
160,"SAROJANI NAYDU JUNIOUR HIGH SCHOOL CHANDAUSI ROOM 3",226,186,0,412,154,113,0,267,259,0,15,5,14,227,1,3,0,1,0,0,0,0,0,1,267
161,"SAROJANI NAYDU JUNIOUR HIGH SCHOOL CHANDAUSI ROOM 4",540,459,0,999,350,237,0,587,587,0,506,17,4,43,1,5,0,2,2,1,3,0,0,3,587
162,"SAROJANI NAYDU JUNIOUR HIGH SCHOOL CHANDAUSI ROOM 5",419,351,0,770,306,167,0,473,467,0,377,20,5,65,0,3,0,0,0,0,0,1,1,1,473
163,"SAROJANI NAYDU JUNIOUR HIGH SCHOOL CHANDAUSI ROOM 6",695,538,2,1235,375,288,0,663,663,0,435,15,9,183,1,1,1,2,2,3,1,1,3,6,663
164,"SANATAN DHARM KANYA INTER COLLEGE CHANDAUSI ROOM 1",517,436,0,953,268,236,0,504,504,0,7,14,16,445,1,12,0,0,0,2,3,1,0,3,504
165,"SANATAN DHARM KANYA INTER COLLEGE CHANDAUSI ROOM 2",409,353,0,762,242,190,0,432,432,0,2,23,15,359,1,28,1,0,0,1,0,0,0,2,432
166,"KANYA INTER COLLAGE CHANDAUSHI ROOM 3",536,498,1,1035,343,264,0,607,607,0,9,16,30,536,0,9,0,0,0,0,0,0,2,5,607
167,"LAJPATRAY PRIMARY SCHOOL CHANDAUSI ROOM 1",627,472,0,1099,370,282,0,652,643,0,69,30,10,499,11,4,1,1,0,5,4,2,4,12,652
168,"LAJPATRAI PRIMARY SCHOOL CHANDAUSHI ROOM 2",544,429,0,973,331,278,0,609,609,122,122,29,5,418,3,10,2,1,3,2,8,2,0,4,609
169,"LAJPATRAY PRIMARY SCHOOL CAHNDAUSI ROOM 3",330,295,0,625,221,180,0,401,395,0,11,10,5,356,1,15,0,0,0,0,1,0,0,2,401
170,"B.M.G.DIGREE COLLEGE CHANDAUSI ROOM 1",460,429,0,889,285,240,0,525,519,0,4,43,10,467,0,0,0,0,0,0,0,0,0,1,525
171,"B.M.G.DIGREE COLLEGE CHANDASUI ROOM 2",594,525,0,1119,332,220,0,552,552,0,7,29,17,480,0,4,0,2,0,1,3,0,3,6,552
172,"B.M.G.DIGREE COLLEGE CHANDAUSI ROOM 3",906,759,0,1665,548,422,0,970,970,0,31,18,14,832,10,29,2,1,3,4,9,3,3,11,970
173,"B.M.G.DIGREE COLLEGE CHANDAUSI ROOM 4",943,778,0,1721,509,322,0,831,831,0,33,32,20,688,3,42,0,1,0,0,2,1,1,8,831
174,"B.M.G.DIGREE COLLEGE CHANDAUSI ROOM 5",603,523,0,1126,271,252,0,523,523,0,32,16,19,421,0,27,1,0,1,0,0,1,1,4,523
175,"B.M.G.INTER COLLEGE CHANDAUSI ROOM 1",497,444,0,941,274,233,0,507,507,0,26,10,156,301,2,4,2,0,0,1,2,0,0,3,507
176,"B.M.G.INTER COLLEGE CHANDAUSI ROOM 2",433,348,0,781,246,216,0,462,462,0,111,18,6,296,1,17,0,2,2,4,1,1,2,1,462
177,"B.M.G.INTER COLLEGE CHANDAUSI ROOM 3",568,460,0,1028,279,220,0,499,463,0,187,12,15,249,2,24,1,0,1,0,2,3,1,2,499
178,"B.M.G.INTER COLLEGE CHANDAUSI ROOM 4",482,373,0,855,265,202,0,467,467,0,23,10,200,215,2,3,1,2,0,2,1,0,2,6,467
179,"B.M.G.INTER COLLEGE CHANDAUSI ROOM 5",494,421,0,915,289,220,0,509,509,0,26,10,169,291,1,4,0,1,0,0,1,0,0,6,509
180,"KANYA PRIMARY SCHOOL  PURVI ASALATPUR JARAEE ROOM 1",631,446,0,1077,402,226,0,628,628,0,512,6,2,85,4,3,0,1,5,2,2,1,1,4,628
181,"KANYA PRIMARY SCHOOL  PURVI ASALATPUR JARAEE ROOM 2",318,236,0,554,155,141,0,296,296,0,31,4,9,230,3,5,1,2,1,0,3,3,2,2,296
182,"KANYA PRIMARY SCHOOL PURVI ASALATPUR JARAEE ROOM 3",596,453,0,1049,365,219,0,584,584,0,127,6,56,362,4,7,0,1,2,2,7,4,1,5,584
183,"KANYA PRIMARY SCHOOL PURVI  ASALATPUR  JARAEE ROOM 4",496,404,0,900,333,284,0,617,617,0,5,19,3,566,3,6,1,1,1,0,6,3,1,2,617
184,"PRIMARY SCHOOL MOHAMMAD NAGAR KASBA ROOM 1",610,549,0,1159,401,340,0,741,741,0,131,8,109,362,2,101,1,1,2,4,12,2,1,5,741
185,"PRIMARY SCHOOL MOHAMMAD NAGAR KASBA ROOM 2",597,498,0,1095,435,263,0,698,695,0,10,10,187,324,2,134,1,1,1,1,13,5,3,6,698
186,"JUNIOUR HIGH SCHOOL RAHOLI ROOM 1",534,505,0,1039,376,278,0,654,637,0,26,4,81,522,2,0,2,2,0,1,5,4,1,4,654
187,"JUNIOUR HIGH SCHOOL RAHOLI ROOM 2",423,354,0,777,286,187,0,473,473,0,113,4,199,135,1,4,0,0,0,1,4,1,1,10,473
188,"JUNIOUR HIGH SCHOOL RAHOLI ROOM 3",756,678,0,1434,468,353,0,821,821,0,276,13,388,56,1,34,6,33,2,0,2,2,1,7,821
189,"PRIMARY SCHOOL BERIKHERA ROOM 1",433,386,0,819,291,243,0,534,496,0,170,11,5,310,4,6,0,4,3,3,9,6,1,2,534
190,"PRIMARY SCHOOL ALHEDADPUR CHAMMU  ROOM 1",676,567,0,1243,428,385,0,813,813,0,275,8,16,474,3,11,0,2,1,4,10,3,3,3,813
191,"PRIMARY SCHOOL FATEHPUR DAL ROOM 1",706,647,0,1353,509,414,0,923,923,0,307,18,434,128,3,6,1,4,2,2,1,4,3,10,923
192,"PRIMARY SCHOOL ALAMPUR KUDAIYA  ROOM 1",673,545,0,1218,447,327,0,774,774,0,477,9,245,29,1,1,0,0,0,2,0,0,0,10,774
193,"PRIMARY SCHOOL NAGALA PURVA ROOM 1",675,484,0,1159,499,352,0,851,851,0,182,15,622,14,5,3,2,0,1,1,4,1,0,1,851
194,"SAHKARI BEEJ BHANDAR KHATETA ROOM 1",549,432,0,981,355,270,0,625,625,0,432,11,64,81,1,22,1,3,1,0,1,2,5,1,625
195,"PRIMARY SCHOOL PALTHA MITHANPUR ROOM 1",384,317,0,701,299,231,0,530,415,0,68,15,101,303,2,11,1,2,3,3,10,4,3,4,530
196,"PRIMARY SCHOOL KANTHRI ROOM1",289,230,0,519,210,178,0,388,388,0,337,6,8,24,1,3,0,0,0,0,0,1,1,7,388
197,"PRIMARY SCHOOL KOKABAS ROOM 1",637,521,0,1158,375,268,0,643,497,0,187,6,396,25,1,23,0,0,1,0,1,0,1,2,643
198,"PRIMARY SCHOOL KOKABAS ROOM 2",281,240,0,521,164,140,0,304,290,0,275,0,19,1,0,1,0,0,1,0,0,1,1,5,304
199,"JANTA INTER COLLEGE AKRAULI ROOM 1",765,581,0,1346,441,324,0,765,748,0,75,52,140,461,6,6,0,6,0,5,6,3,0,5,765
200,"JANTA INTER COLLEGE AKRAULI ROOM 2",909,681,0,1590,493,344,0,837,837,0,360,9,95,338,3,4,0,2,0,1,11,4,3,7,837
201,"JANTA INTER COLLEGE AKRAULI ROOM 3",470,337,0,807,247,152,0,399,399,0,70,3,206,98,5,2,0,0,1,1,5,1,2,5,399
202,"JANTA INTER COLLEGE AKRAULI ROOM 4",469,358,0,827,311,214,0,525,525,0,437,7,34,27,1,0,1,0,2,1,2,1,1,11,525
203,"PRIMARY SCHOOL BANIYAKHERA ROOM 1",522,443,0,965,395,290,0,685,685,0,14,3,25,586,12,17,0,0,1,2,18,0,1,6,685
204,"PRIMARY SCHOOL BANIYAKHERA ROOM 2",508,393,1,902,384,268,0,652,650,0,5,9,16,574,3,4,1,1,1,3,17,6,5,7,652
205,"PRIMARY SCHOOL BANYIAKHERA ROOM 3",592,406,0,998,387,240,0,627,627,0,175,15,334,75,2,4,0,1,0,3,4,3,1,10,627
206,"PRIMARY SCHOOL BANIYAKHERA ROOM 4",528,404,0,932,329,232,0,561,558,0,337,8,188,10,0,0,0,0,2,1,1,1,3,10,561
207,"PRIMARY SCHOOL MANAKPUR NARAULI ROOM 1",813,664,0,1477,438,363,0,801,801,0,368,9,252,153,4,7,1,0,0,1,2,2,2,0,801
208,"PRIMARY SCHOOL RASOOLPUR KAILI  ROOM 1",391,385,0,776,299,304,0,603,603,540,540,7,11,23,0,7,0,0,2,0,1,1,2,9,603
209,"PRIMARY SCHOOL RASOOLPUR KAILI ROOM 2",475,332,0,807,289,197,0,486,483,0,134,0,95,212,4,28,0,1,1,3,4,1,2,1,486
210,"PRIMARY SCHOOL TAHARPUR SIMRAUA ROOM 1",502,410,0,912,389,353,0,742,742,0,626,2,26,72,3,3,0,0,1,3,1,0,0,5,742
211,"PRIMARY SCHOOL FAZALPUR NEAR HINDOLI  ROOM 1",495,425,0,920,380,319,0,699,650,0,673,8,1,7,0,5,0,1,1,1,0,0,0,2,699
212,"PRIMARY SCHOOL KAILI ROOM 1",582,434,0,1016,254,231,0,485,485,0,206,12,35,184,9,24,2,2,1,1,5,2,1,1,485
213,"PRIMARY SCHOOL KAILI ROOM 2",371,239,0,610,155,123,0,278,277,0,3,3,56,189,2,2,0,1,1,2,12,4,1,2,278
214,"HIGHER SECONDRY SCHOOL RAGHUNATHPUR MAJHRA AURANGPUR SILETA ROOM 2",597,490,0,1087,336,295,0,631,631,0,73,3,138,389,2,4,0,0,1,0,12,5,1,3,631
215,"HIGHER SECONDRY SCHOOL  RAGHUNATHPUR MAJHRA AURANGPUR SILETA ROOM 2",433,343,0,776,274,225,0,499,499,0,102,5,189,174,3,8,0,0,0,1,4,4,4,5,499
216,"PRIMARY SCHOOL DHNAITA SOTIPURA ROOM 1",437,347,0,784,346,273,0,619,618,0,230,2,132,245,2,6,0,1,0,0,0,1,0,0,619
217,"PRIMARY SCHOOL GHOSIPURA ROOM 1",262,211,0,473,215,135,0,350,350,0,42,4,120,21,6,144,3,1,2,0,2,0,1,4,350
218,"PRIMARY SCHOOL NAGALA KHOKAR  ROOM 1",479,367,0,846,346,265,0,611,611,0,122,5,32,417,4,8,1,0,1,2,6,3,2,8,611
219,"PRIMARY SCHOOL AINCHOLI ROOM 1",631,431,0,1062,328,281,0,609,609,0,252,2,59,269,2,2,0,1,2,1,3,5,3,8,609
220,"PRIMARY SCHOOL AINCHOLI ROOM 2",603,453,0,1056,345,270,0,615,615,0,26,5,339,200,5,15,0,0,1,2,10,5,3,4,615
221,"JUNIOUR HIGH SCHOOL MOHAMMADPUR BABAI ROOM 1",818,676,0,1494,484,366,0,850,850,0,285,9,461,76,0,3,0,0,3,3,3,3,0,4,850
222,"JUNIOUR HIGH SCHOOL MOHAMMADPUR BABAI ROOM 2",592,463,0,1055,330,261,0,591,591,0,55,10,435,69,1,10,1,1,1,0,2,0,1,5,591
223,"JUNIOUR HIGH SCHOOL MOHAMMADPUR BABAI ROOM 3",292,245,0,537,124,99,0,223,223,0,73,6,38,90,3,4,0,1,1,0,0,1,4,2,223
224,"PRIMARY SCHOOL KADARPUR ROOM 1",502,391,0,893,274,242,0,516,516,0,253,3,23,210,2,6,1,0,1,4,5,5,0,3,516
225,"PRIMARY SCHOOL BICHAULA ROOM 1",226,207,0,433,151,145,0,296,296,0,33,6,5,239,1,2,1,0,1,1,6,0,1,0,296
226,"PRIMARY SCHOOL BHOJPUR ROOM 1",174,175,0,349,131,112,0,243,243,0,7,0,4,226,1,3,0,0,0,0,1,0,1,0,243
227,"PRIMARY SCHOOL SULTANPUR KHURD  ROOM 1",572,498,0,1070,342,258,0,600,600,0,40,12,405,31,3,80,2,2,0,2,6,3,2,12,600
228,"PRIMARY SCHOOL MADARA ROOM 1",237,229,0,466,148,142,0,290,290,0,125,4,45,85,0,15,0,1,0,2,3,1,1,8,290
229,"PRIMARY SCHOOL DHAKARI NEAR BAHJOI ROOM 1",502,399,0,901,306,271,0,577,577,0,355,1,3,189,0,7,1,1,2,2,7,0,1,8,577
230,"PRIMARY SCHOOL KHAJARA KHAKAM ROOM 1",425,365,0,790,286,214,0,500,500,0,9,10,116,313,3,17,0,2,6,6,6,4,4,4,500
231,"PRMARY SCHOOL SADATBARI ROOM 1",711,588,0,1299,424,289,0,713,713,0,173,5,270,202,3,31,2,2,4,3,10,3,4,1,713
232,"PRIMARY SCHOOL SADAATBARI ROOM 2",647,498,0,1145,395,240,0,635,635,0,48,2,251,254,5,47,2,2,1,0,14,4,3,2,635
233,"PRIMARY PATHSALA ALAWALPUR ROOM 1",403,330,1,734,274,185,0,459,459,0,16,2,285,106,2,32,0,1,0,1,2,4,1,7,459
234,"PRIMARY SCHOOL NARAUDA ROOM 1",553,429,1,983,349,205,0,554,554,0,51,2,87,324,6,39,0,0,4,9,16,3,1,12,554
235,"PRIMARY SCHOOL ARJUNPUR JOONA ROOM 1",685,590,0,1275,477,304,0,781,781,0,121,15,361,21,4,243,7,2,2,1,0,2,1,1,781
236,"PRIMARY SCHOOL RAMGARH ROOM 1",415,382,0,797,312,249,0,561,500,0,264,2,184,58,0,40,0,1,2,1,2,0,1,6,561
237,"PRIMARY SCHOOL MANAUNA ROOM 1",202,187,0,389,168,139,0,307,307,0,301,0,2,1,0,3,0,0,0,0,0,0,0,0,307
238,"PRIMARY SCHOOL MACHHKHERA ROOM 1",671,543,0,1214,331,205,0,536,497,0,300,2,42,155,3,9,0,2,1,0,6,2,1,13,536
239,"PRIMARY SCHOOL MACHHKHERA ROOM 2",664,499,0,1163,357,223,0,580,580,0,28,6,62,433,9,22,0,0,1,2,8,4,4,1,580
240,"PRIMARY SCHOOL MAU KATHER ROOM 1",561,409,0,970,325,230,0,555,555,0,35,2,31,448,4,6,2,0,4,5,13,2,2,1,555
241,"PRIMARY SCHOOL MAU KATHER ROOM 2",457,351,0,808,260,209,0,469,469,0,6,1,17,411,3,17,1,2,1,0,3,1,2,4,469
242,"PRIMARY SCHOOL MAU KATHER ROOM 1",574,450,0,1024,292,230,0,522,520,0,207,1,36,198,1,52,0,3,2,2,11,4,4,1,522
243,"PRIMARY SCHOOL MAU KETHAR ROOM 4",610,441,0,1051,282,181,0,463,463,0,101,5,7,289,0,31,0,2,2,4,9,7,1,5,463
244,"PRIMARY SCHOOL BAHADUR NAGAR ROOM 1",487,440,0,927,287,287,0,574,574,0,5,2,5,537,4,4,1,2,1,1,5,4,1,2,574
245,"PRIMARY SCHOOL KESHONPUR ROOM1",660,592,0,1252,388,315,0,703,703,0,13,4,112,523,7,21,0,0,0,2,15,3,1,2,703
246,"PRIMARY SCHOOL FATEHPUR SHAMSHOI ROOM 1",751,576,0,1327,465,298,0,763,763,0,232,17,38,437,5,3,3,2,2,6,11,3,3,1,763
247,"PRIMARY SCHOOL FATEHPUR SHAMSHOI ROOM 2",653,484,0,1137,345,250,0,595,595,0,33,9,162,361,3,9,0,1,1,1,6,4,1,4,595
248,"PNACHAYAT GHAR  FATEHPUR SHAMSHOI ROOM 3",692,548,0,1240,476,347,0,823,823,0,66,10,223,503,6,4,0,2,1,0,5,1,1,1,823
249,"PRIMARY SCHOOL RAIPUR KALA ROOM 1",891,672,0,1563,479,372,0,851,846,0,65,12,12,695,12,9,1,2,2,3,20,8,3,7,851
250,"PRIMARY SCHOOL BHARATPUR ROOM 1",749,550,0,1299,466,380,0,846,846,0,88,13,336,358,5,3,2,2,3,2,13,10,5,6,846
251,"PRIMARY SCHOOL MANDANPUR ROOM 1",803,613,0,1416,392,275,0,667,667,0,95,6,56,490,2,9,0,1,1,1,4,0,2,0,667
252,"PRIMARY PATHSALA BAHANPUR PATTI PRAHLADH  ROOM 1",830,625,0,1455,459,308,0,767,767,0,318,3,59,353,4,7,0,2,3,2,6,2,3,5,767
253,"PRIMARY PATHSALA BAHANPUR PATTI ASALAT ROOM 1",552,468,0,1020,346,276,0,622,622,0,338,1,261,9,1,2,5,0,0,0,0,2,1,2,622
254,"PRIMARY SCHOOL BAHANPUR PATTI ASALAT ROOM 2",290,221,0,511,134,123,0,257,257,0,69,6,173,5,0,3,0,0,0,0,0,0,0,1,257
255,"PRIMARY SCHOOL MAINTHARA DHARMPUR ROOM 1",937,751,0,1688,615,430,0,1045,1045,0,186,179,119,494,8,19,1,5,2,1,11,7,7,6,1045
256,"PRIMAY SCHOOL YOOSUFPUR ROOM 1",521,412,1,934,403,280,0,683,683,0,12,8,14,603,3,17,1,1,2,2,13,3,1,3,683
257,"PRIMAYR SCHOOL MAITHRA AALPUR ROOM 1",541,493,1,1035,354,237,0,591,591,0,70,8,243,122,4,120,2,0,2,3,8,2,0,7,591
258,"PRIMARY SCHOOL MAITHRA AALPUR ROOM 2",379,290,0,669,238,88,0,326,326,0,38,4,128,60,1,84,1,0,2,0,2,4,2,0,326
259,"JUNIOUR HIGH SCHOOL MIRJAPUR NASRULLAHPUR ROOM 1",541,428,0,969,245,157,0,402,402,0,213,12,72,43,0,50,2,0,1,1,2,1,1,4,402
260,"JUNIOUR HIGH SCHOOL MIRJAPUR NASRULLAHPUR ROOM 2",481,453,0,934,207,160,0,367,367,0,165,4,108,20,3,54,1,0,1,0,1,0,1,9,367
261,"JUNIOUR HIGH SCHOOL MIRJAPUR NASRULLAHPUR ROOM 3",533,459,0,992,248,151,0,399,399,0,158,9,117,38,2,64,5,0,1,0,0,0,1,4,399
262,"JUNIOUR HIGH SCHOOL MIRJAPUR NASRULLAHPUR ROOM 4",572,473,0,1045,268,194,0,462,461,0,280,10,105,21,1,36,1,1,2,0,1,1,2,1,462
263,"KANYA PRIMARY PATHSALA  SCHOOL RAMPURA ROOM 1",843,682,0,1525,378,288,0,666,660,0,30,5,158,415,1,26,0,1,1,1,14,5,1,8,666
264,"KANYA PRIMARY SCHOOL RAMPURA ROOM 2",835,656,0,1491,458,329,0,787,787,0,53,4,155,523,5,23,4,1,1,3,10,1,0,4,787
265,"KANYA PRIMARY PATHSALA  RAMPURA ROOM 3",828,671,0,1499,473,368,0,841,841,0,95,4,51,648,9,5,1,3,0,1,7,2,5,10,841
266,"PRIMARY SCHOOL AKBARPUR ROOM 1",268,232,0,500,184,124,0,308,308,0,82,1,222,1,0,0,1,0,0,0,0,0,1,0,308
267,"PRIMARY SCHOOL AKBARPUR ROOM 2",546,450,0,996,359,271,0,630,400,0,215,1,395,10,0,2,0,0,1,1,0,3,0,2,630
268,"PRIMARY SCHOOL NAGLIYA KATHER ROOM 1",653,472,0,1125,451,318,0,769,769,0,69,5,14,632,8,15,0,1,1,1,13,4,2,4,769
269,"PRIMARY SCHOOL MAJHOLA  FIRST  ROOM 1",556,387,0,943,321,159,0,480,480,0,76,2,218,161,4,5,0,1,1,1,3,2,0,6,480
270,"PRIMARY SCHOOL MAJHOLA  FIRST ROOM 2",531,364,0,895,278,151,0,429,429,0,38,3,273,103,1,3,0,0,0,0,2,3,3,0,429
271,"PRIMARY SCHOOL MAJHOLA FIRST ROOM 3",510,385,0,895,257,170,0,427,427,0,12,3,90,286,1,15,1,1,2,1,4,2,2,7,427
272,"PRIMARY SCHOOL MAJHOLA  SECOND ROOM 1",440,330,0,770,263,194,0,457,457,0,11,2,175,236,3,14,0,0,2,1,5,5,1,2,457
273,"PRIMARY SCHOOL MAJHOLA SECOND ROOM 2",470,382,0,852,261,172,0,433,433,0,49,10,151,204,1,14,0,1,0,0,1,0,0,2,433
274,"PRIMARY SCHOOL MAJHOLA SECOND ROOM 3",495,364,0,859,192,130,0,322,322,0,7,5,37,241,2,13,0,3,1,5,5,2,1,0,322
275,"PRIMARY SCHOOL LAHRAWAN ROOM 1",840,607,0,1447,424,371,0,795,795,0,123,2,35,584,8,10,0,0,6,4,11,6,1,5,795
276,"PRIMARY SCHOOL LAHRAWAN ROOM 2",713,529,0,1242,415,296,0,711,412,0,9,2,160,477,7,16,0,1,4,4,23,5,2,1,711
277,"PRIMARY SCHOOL BAMNETA ROOM 1",644,516,0,1160,431,318,0,749,749,0,53,2,18,630,7,1,1,1,1,3,20,2,2,8,749
278,"PRIMARY SCHOOL CHITAURA ROOM 1",486,385,0,871,291,219,0,510,510,0,48,2,36,398,1,13,0,0,1,1,10,0,0,0,510
279,"PRIMARY SCHOOL CHITAURA ROOM 2",412,346,0,758,303,231,0,534,534,0,86,25,22,349,1,33,0,0,1,1,9,1,1,5,534
280,"PRIMARY SCHOOL BEHTA JAISINGH ROOM 1",640,515,0,1155,406,274,0,680,680,0,123,11,3,493,4,11,1,3,0,1,16,4,3,7,680
281,"PRIMARY SCHOOL BEHTA JAISINGH ROOM 2",606,492,0,1098,373,267,0,640,640,0,8,0,88,505,7,13,0,2,0,5,6,0,1,5,640
282,"PRIMAR YSCHOOL FATEHPUR SHARIFNAGAR ROOM 1",737,599,0,1336,401,288,0,689,681,0,81,10,67,487,6,7,2,4,2,4,12,2,1,4,689
283,"PRIMARY SCHOOL SINGHPUR ROOM 1",454,412,0,866,252,290,0,542,542,0,90,4,3,419,5,3,0,0,0,2,4,1,4,7,542
284,"PRIMARY SCHOOL DHADHAUL ROO 1",510,420,0,930,318,259,0,577,577,0,79,7,78,380,1,11,0,0,1,2,10,3,1,4,577
285,"PRIMARY SCHOOL DHADHAUL ROO 2",532,439,0,971,311,270,0,581,581,0,245,5,16,287,3,4,0,1,1,3,5,1,0,10,581
286,"PRIMARY SCHOOL RAFIPUR ROOM 1",560,418,0,978,373,240,0,613,562,0,22,9,379,153,3,28,1,2,1,1,5,4,3,2,613
287,"PRIMARY SCHOOL ANANDPUR ROOM 1",633,543,0,1176,419,349,0,768,768,0,17,6,97,601,5,23,1,1,1,1,10,4,0,1,768
288,"PRIMARY SCHOOL THARESA JAISINGH ROOM 1",619,524,0,1143,360,295,0,655,640,0,53,2,25,488,3,53,2,0,1,2,12,6,4,4,655
289,"PRIMARY SCHOOL AHEMADNAGAR THRESA ROOM 1",644,492,1,1137,295,246,0,541,541,0,73,2,51,341,14,8,2,1,3,4,14,7,4,17,541
290,"PRIMARY SCHOOL NAGLIYA BALLU ROOM 1",604,500,1,1105,413,304,0,717,717,0,131,8,26,496,3,21,2,0,2,4,11,4,1,8,717
291,"PRIMARY SCHOOL NAGALA KHAKAM ROOM 1",801,586,0,1387,519,337,0,856,856,0,168,10,38,591,3,19,0,2,0,1,12,4,3,5,856
292,"PRIMARY SCHOOL DEVAPUR ROOM 1",877,647,0,1524,451,351,0,802,802,0,32,44,18,600,9,23,3,4,6,8,24,16,6,9,802
293,"PRIMARY SCHOOL KASAMPUR JAGROOP ROOM 1",612,535,0,1147,384,302,0,686,686,0,311,4,38,148,4,148,4,1,1,3,5,4,2,13,686
294,"JUNIOUR HIGH SCHOOL ALLIPUR BUJURG  ROOM 1",410,322,0,732,221,180,0,401,401,0,126,7,26,216,3,2,0,1,0,3,8,4,1,4,401
295,"JUNIOUR HIGH SCHOOL ALLIPUR BUJURG ROOM 2",503,360,0,863,263,198,0,461,461,0,8,8,46,379,2,2,0,1,1,0,9,3,0,2,461
296,"JUNIOUR HIGH SCHOOL ALLIPUR BUJURG ROOM 3",334,231,0,565,177,142,0,319,319,0,2,0,12,284,2,7,0,0,1,0,5,1,3,2,319
297,"PRIMARY SCHOOL KAJI BEHTA ROOM 1",393,300,0,693,325,216,0,541,535,0,46,8,10,440,4,15,0,1,0,1,11,1,0,4,541
298,"PRIMARY SCHOOL AFJALPUR DAROAUI ROOM 1",677,541,0,1218,365,298,0,663,604,0,441,7,66,118,3,22,0,1,0,0,1,0,1,3,663
299,"PRIMARY SCHOOL PRAHLADPUR ROOM 1",372,312,0,684,206,199,0,405,405,0,177,7,1,175,3,16,0,0,2,2,9,6,2,5,405
300,"PRIMARY SCHOOL BHARTARA ROOM 1",466,392,0,858,339,307,0,646,646,0,6,3,15,581,6,10,0,1,4,1,10,3,3,3,646
301,"PRIMARY SCHOOL MULHETA ROOM 1",594,492,0,1086,371,251,0,622,621,0,61,9,20,477,10,7,0,2,3,5,11,2,6,9,622
302,"PRIMARY SCHOOL DHOOAPUR ROOM 1",519,407,0,926,329,246,0,575,569,0,19,10,102,402,0,23,2,2,1,1,8,4,1,0,575
303,"PRIMARY SCHOOL KHETAPUR ROOM 1",676,568,2,1246,480,426,0,906,900,0,126,16,40,664,21,7,1,1,1,5,13,6,4,1,906
304,"PRIMARY SCHOOL BISARU ROOM 1",771,532,1,1304,464,341,0,805,805,0,21,3,278,433,7,33,1,3,2,4,12,2,2,4,805
305,"PRIMARY SCHOOL BISARU ROOM 2",756,567,0,1323,524,431,0,955,955,0,12,2,31,855,3,4,1,2,2,2,23,6,3,9,955
306,"PRIMARY SCHOOL BHAJOI DEHAT ROOM 1",512,465,0,977,332,326,0,658,645,0,622,2,1,6,0,18,1,0,1,1,1,0,0,5,658
307,"PRIMARY SCHOOL CHITANPUR ROOM 1",679,573,0,1252,434,376,0,810,805,0,143,7,627,8,0,7,4,0,0,0,0,3,3,8,810
308,"PRIMARY SCHOOL KANETA NIKAT BAHJOI ROOM 1",715,543,0,1258,547,364,0,911,875,0,41,13,12,789,10,13,1,0,0,2,24,3,1,2,911
309,"BAHJOI INTER COLLEGE BAHJOI ROOM 1",721,664,0,1385,511,423,0,934,934,0,78,37,212,542,3,44,1,1,1,3,6,2,1,3,934
310,"BAHJOI INTER COLLEGE BAHJOI ROOM 2",599,502,0,1101,318,262,0,580,580,0,33,7,369,150,3,2,0,0,0,1,0,5,2,8,580
311,"BAHJOI INTER COLLEGE BAHJOI ROOM 3",627,491,0,1118,410,310,0,720,720,0,45,19,630,15,2,1,2,0,0,1,1,1,1,2,720
312,"BAHJOI INTER COLLEGE BAHJOI ROOM 4",551,503,0,1054,303,333,0,636,636,0,77,6,485,46,0,3,14,0,1,0,2,2,0,0,636
313,"JUNIOUR HIGH SCHOOL BAHJOI ROOM 1",461,410,0,871,280,228,0,508,508,0,24,3,48,424,0,3,0,1,1,0,0,0,0,4,508
314,"JUNIOUR HIGH SCHOOL BAHJOI ROOM 2",397,374,0,771,272,249,0,521,516,0,24,4,21,456,3,11,0,0,0,0,1,0,1,0,521
315,"JUNIOUR HIGH SCHOOL BAHJOI ROOM 3",479,492,0,971,295,266,0,561,561,0,16,6,35,488,1,9,0,1,0,0,0,2,1,2,561
316,"JUNIOUR HIGH SCHOOL BAHJOI ROOM 4",370,347,0,717,242,194,0,436,436,0,9,13,10,395,1,4,1,0,0,0,1,0,2,0,436
317,"HEERADEVI TOTARAM  HIGHER SECONDRY SCHOOL  BAHJOI ROOM 1",801,746,0,1547,565,463,0,1028,1022,0,12,2,62,907,5,24,1,0,3,1,2,2,1,6,1028
