"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - BHAL CHANDRA YADAV","2 - BHISM SHANKAR ALIAS KUSHAL TIWARI","3 - ROHIT KUMAR PANDEY","4 - SHARAD TRIPATHI","5 - AFTAB ALAM KHAN","6 - JANTRI LAL CHAUHAN","7 - JYOTI SINGH","8 - PREM PRAKASH","9 - SANT SIROMANI BABOOLAL YADAV MAHARAJ JI","10 - MOHAMMAD ALI","11 - RAVIKANT","12 - RAJMANI","13 - RAJARAM","14 - RAJENDRA KUMAR","15 - LOTAN URF LAUTAN PRASAD","16 - SHABBEER HUSEN","17 - APARNA","18 - AMIT","19 - KRIPANARAYAN RAI","20 - KAILASH NATH BELDAR","21 - JAIYANTRI PRASAD","22 - MOHAMMAD IRFAN","23 - SHAYAM LAL","24 - SUBODH CHANDRA","25 - SURENDRA KUMAR CHAUDHARY","26 - None of the Above","Total Votes Secured"
273,"P.S. BHARVALIYA PANDEY",562,475,0,1037,309,268,0,577,501,0,202,200,8,132,2,1,3,1,4,1,1,0,1,2,3,4,5,0,0,3,0,0,1,1,1,1,577
274,"P.S. NAUDARI",321,248,0,569,219,166,0,385,385,0,124,34,8,190,0,0,1,0,0,1,0,1,2,1,2,4,1,0,0,0,0,0,1,2,11,2,385
275,"J.H.S. TULSIPUR PRATHAM KACHH",261,176,0,437,96,112,0,208,206,0,19,26,18,80,0,1,1,0,1,1,0,0,15,0,1,24,11,1,0,3,0,3,0,1,2,0,208
276,"J.H.S. TULSIPUR DIVTIYA KACHH",445,397,0,842,219,267,0,486,393,0,148,19,15,218,1,1,3,2,0,0,1,1,35,1,1,5,12,1,1,1,4,4,1,3,6,2,486
277,"P.S. SONBARSA",264,209,0,473,122,111,0,233,204,0,55,6,3,150,5,0,0,2,0,1,2,0,1,0,0,0,2,0,0,1,1,0,0,1,1,2,233
278,"J.H.S. MEHNDAWAL PRATHAM KACHH",668,538,0,1206,337,257,0,594,502,0,85,52,17,336,10,0,1,2,0,3,3,3,59,2,4,5,1,0,1,1,0,1,0,2,2,4,594
279,"J.H.S. MEHNDAWAL DIVTIYA KACHH",374,327,0,701,120,129,0,249,249,0,6,101,12,110,0,0,0,0,2,2,0,0,3,0,4,1,1,0,3,1,1,0,1,0,0,1,249
280,"J.H.S. MEHNDAWAL TRITIYA KACHH",429,375,0,804,205,178,0,383,301,0,24,55,8,262,7,0,1,0,0,1,0,5,10,1,1,5,0,0,1,0,0,1,0,0,0,1,383
281,"J.H.S. MEHNDAWAL CHTURTH KACHH",473,358,0,831,179,161,0,340,340,0,118,24,0,20,3,2,0,3,0,0,1,1,153,0,2,5,3,0,1,0,1,0,0,1,0,2,340
282,"J.H.S. MEHNDAWAL PANCHAM KACHH",608,466,0,1074,261,216,0,477,449,0,8,56,3,101,3,1,1,1,1,1,0,2,290,0,0,4,0,0,0,0,0,0,0,2,3,0,477
283,"P.S. MEHNDAWAL PRATHAM KACHH",652,471,0,1123,328,230,0,558,520,0,24,96,13,387,4,1,1,0,3,1,0,1,1,0,0,3,3,3,0,2,0,1,1,1,8,4,558
284,"P.S. MEHNDAWAL DIVTIYA KACHH",526,366,0,892,216,181,0,397,315,0,69,143,2,58,1,2,1,1,1,2,0,1,112,0,0,0,0,0,0,2,0,0,0,0,0,2,397
285,"P.S. UTTARPATTI PRATHAM KACHH",648,537,0,1185,305,263,0,568,415,0,83,48,25,353,12,1,0,1,0,2,1,2,17,0,3,5,2,0,0,0,1,0,0,3,5,4,568
286,"P.S. UTTARPATTI DIVTIYA KACHH",760,595,0,1355,350,313,0,663,550,0,73,74,22,415,6,0,0,4,4,2,1,7,29,2,4,4,0,2,0,1,1,0,0,5,5,2,663
287,"D.A.V.I.C. MEHNDAWAL",776,637,0,1413,384,376,0,760,509,0,206,74,29,267,11,2,5,2,3,4,5,9,106,1,4,3,7,0,2,0,3,0,4,3,4,6,760
288,"D.A.V.I.C. MEHNDAWAL",429,350,0,779,199,212,0,411,411,0,39,19,5,156,1,0,4,3,4,3,1,6,126,4,2,10,1,0,0,0,1,6,1,4,9,6,411
289,"D.A.V.I.C. MEHNDAWAL",812,627,0,1439,402,306,0,708,708,0,137,118,6,253,7,0,2,3,4,5,2,8,136,1,4,5,2,1,0,0,0,1,1,1,7,4,708
290,"D.A.V.I.C. MEHNDAWAL",652,517,0,1169,348,237,0,585,500,0,53,102,27,332,5,0,0,0,0,1,0,1,33,1,3,2,5,4,1,4,1,1,2,2,2,3,585
291,"D.A.V.I.C. MEHNDAWAL",631,482,0,1113,281,252,0,533,421,0,102,57,17,118,1,1,0,1,1,0,3,2,182,0,1,2,6,3,1,8,2,0,3,4,6,12,533
292,"D.A.V.I.C. MEHNDAWAL",335,272,0,607,109,119,0,228,153,0,12,26,6,134,4,0,0,0,1,2,0,3,25,0,3,3,1,0,0,0,0,0,1,1,3,3,228
293,"KANYA P.S. MEHNDAWAL PRATHAM KACHH",353,291,0,644,147,113,0,260,210,0,32,11,6,195,1,2,0,0,0,0,1,0,4,0,0,0,1,0,0,3,0,1,2,0,0,1,260
294,"KANYA P.S. MEHNDAWAL DIVTIYA KACHH",387,355,0,742,173,151,0,324,324,0,8,4,13,292,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,324
295,"KANYA J.H.S. MEHNDAWAL PRATHAM KACHH",907,673,0,1580,398,321,0,719,537,0,116,28,30,508,5,1,2,0,1,3,0,0,7,0,0,3,5,0,2,1,0,3,0,1,2,1,719
296,"KANYA J.H.S. MEHNDAWAL DIVTIYA KACHH",455,348,0,803,232,128,0,360,301,0,57,30,23,207,3,0,0,1,0,0,0,0,29,1,0,2,0,0,0,1,0,0,1,1,1,3,360
297,"P.S. BELVANAVA",572,507,0,1079,281,295,0,576,575,0,36,42,36,241,8,7,2,6,7,5,1,2,159,5,2,4,2,1,0,2,0,2,1,1,2,2,576
298,"P.S. KANTI",287,241,0,528,164,154,0,318,318,0,29,62,3,209,2,0,0,0,1,2,0,0,0,1,1,2,1,1,0,0,0,0,0,0,2,2,318
299,"J.H.S. KANTI",213,175,0,388,108,100,0,208,208,0,36,43,0,123,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,208
300,"ANGANBADI KENDRA MISHRAULIYA PANDIT",301,240,0,541,137,100,0,237,236,0,6,116,18,88,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,1,0,2,0,237
301,"P.S. TUNIHAVA PRATHAM KACHH",683,563,0,1246,318,392,0,710,703,0,104,77,10,60,5,2,3,0,1,2,0,3,429,2,1,4,1,0,0,0,1,2,0,1,0,2,710
302,"P.S. TUNIHAVA DIVTIYA KACHH",416,394,0,810,200,215,0,415,351,0,166,4,1,1,2,3,0,2,0,4,1,2,216,1,1,4,1,0,1,1,1,0,0,1,0,2,415
303,"P.S. SIYAR",481,406,0,887,257,257,0,514,379,0,93,110,25,250,4,2,1,0,3,0,0,0,5,1,3,4,0,2,0,1,2,0,0,3,4,1,514
304,"P.S. BARAKHAL PRATHAM KACHH",298,239,0,537,179,143,0,322,269,0,108,39,3,134,3,0,1,2,1,1,1,5,0,1,1,8,8,2,1,0,0,0,0,2,0,1,322
305,"P.S. BARAKHAL DIVTIYA KACHH",234,212,0,446,120,124,0,244,195,0,34,27,38,91,1,1,5,0,0,1,0,0,21,0,1,2,7,0,4,3,2,2,0,2,1,1,244
306,"P.S. BARAKHAL ATIRIKT KACHH",489,407,0,896,266,200,0,466,466,0,138,43,45,181,8,0,1,0,2,2,0,0,12,2,2,5,1,1,1,2,1,4,2,1,10,2,466
307,"P.S. TADVARIYA PRATHAM KACHH",351,285,0,636,200,169,0,369,369,0,41,41,9,234,4,0,1,0,0,1,0,0,20,0,0,7,0,0,0,1,0,0,0,4,2,4,369
308,"P.S. TADVARIYA DIVTIYA KACHH",413,332,0,745,217,180,0,397,397,0,2,99,7,271,3,2,0,1,2,1,0,0,2,0,0,3,0,0,0,2,0,0,0,0,2,0,397
309,"P.S. FARDAHA",401,317,0,718,163,237,0,400,210,0,227,8,3,114,2,0,0,0,1,1,0,1,24,2,2,7,3,1,0,0,0,0,0,0,2,2,400
310,"J.H.S. KUSAUNA KHURD",664,553,0,1217,316,450,0,766,480,0,129,111,2,126,5,3,1,1,1,0,1,5,357,3,4,2,2,0,1,2,0,1,1,4,2,2,766
311,"P.S. EMILDEEHA",480,401,0,881,217,233,0,450,359,0,144,71,10,181,2,1,1,2,4,4,1,2,11,2,3,2,0,2,0,2,0,0,0,0,3,2,450
312,"P.S. MARVATIYA KALA",366,310,0,676,141,157,0,298,170,0,7,23,12,118,1,2,4,0,4,3,1,2,95,4,2,3,6,1,0,2,0,1,1,1,3,2,298
313,"P.S. JHALVA",363,327,0,690,200,193,0,393,390,0,82,115,5,152,3,1,1,1,1,1,0,2,1,1,3,9,2,3,0,0,2,1,1,2,3,1,393
314,"P.S. BANKATA",346,312,0,658,181,160,0,341,340,0,9,151,16,147,2,0,1,2,1,2,0,1,1,1,2,0,1,2,0,0,0,0,0,1,1,0,341
315,"BHAGAUTI PRASAD CHHEDI PRASAD LAGHU MADHAYAMIK VIDYALAY SONAURA",249,218,0,467,102,121,0,223,202,0,6,37,11,160,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,1,0,0,223
316,"PANCHAYAT BHAWAN EKLA SHUKL",398,306,0,704,197,160,0,357,357,0,31,54,2,253,3,0,0,2,1,0,1,4,1,1,0,0,0,0,1,2,0,1,0,0,0,0,357
317,"J.H.S. RAKSHA",417,327,0,744,181,192,0,373,373,0,62,156,10,128,1,0,0,1,1,2,1,1,2,0,1,2,0,0,0,0,0,0,0,1,3,1,373
318,"J.H.S. RAKSHA",229,181,0,410,78,90,0,168,162,0,54,53,3,48,3,0,0,0,0,0,0,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,168
319,"P.S. KAUVATHOR",601,465,0,1066,342,264,0,606,486,0,144,13,18,267,5,0,2,1,1,4,1,6,79,0,1,17,25,2,2,9,2,2,0,3,0,2,606
320,"P.S. JABBAR",687,580,0,1267,328,310,0,638,619,0,114,149,26,283,6,5,4,1,3,3,1,1,2,3,5,10,4,5,2,1,3,1,1,0,3,2,638
321,"P.S. BHAURA",499,433,0,932,224,211,0,435,383,0,114,63,9,153,1,0,0,0,0,4,0,2,33,1,2,40,0,0,0,1,1,0,1,2,6,2,435
322,"P.S. GOVINDPUR STHITH MAILA",360,280,0,640,171,137,0,308,277,0,118,30,7,114,8,0,1,0,0,1,2,1,0,2,1,8,5,1,1,2,0,2,0,1,2,1,308
323,"P.S. GOVINDPUR STHITH MAILA",314,297,0,611,147,165,0,312,312,0,41,89,24,127,3,1,1,2,2,3,0,5,4,3,0,1,0,0,0,0,1,0,0,2,2,1,312
324,"P.S. SADE KALA PRATHAM KACHH",520,396,0,916,288,215,0,503,406,0,65,107,6,270,1,0,0,1,2,3,2,25,3,1,2,8,0,0,0,0,0,2,1,0,3,1,503
325,"P.S. SADE KALA DIVTIYA KACHH",799,585,0,1384,313,275,0,588,561,0,227,68,10,238,4,2,4,1,0,1,2,1,6,2,1,7,4,0,0,0,0,3,0,2,4,1,588
326,"J.H.S. SADE KHURD",619,446,0,1065,337,265,0,602,600,0,35,15,14,464,3,1,0,2,0,2,1,1,3,1,2,8,4,4,2,8,1,2,3,5,10,11,602
327,"J.H.S. SADE KHURD",599,452,0,1051,288,234,0,522,425,0,60,121,11,278,2,1,1,1,1,3,2,23,4,0,3,7,1,0,0,1,1,0,0,0,0,1,522
328,"P.S. KARMAINI PRATHAM KACHH",464,350,0,814,247,218,0,465,460,0,83,149,29,147,8,2,4,0,0,1,1,1,3,0,2,7,4,4,1,1,1,2,0,1,4,10,465
329,"P.S. KARMAINI DIVTIYA KACHH",359,312,0,671,154,182,0,336,315,0,42,48,11,196,2,1,0,0,2,2,1,1,1,2,0,0,5,1,2,2,1,5,1,3,6,1,336
330,"P.S. BELAUHA PRATHAM KACHH",355,276,0,631,144,146,0,290,258,0,72,99,38,40,3,0,3,1,1,4,1,0,1,1,1,2,3,3,4,3,1,0,0,2,4,3,290
331,"P.S BELAUHA DIVTIYA KACHH",379,332,0,711,179,160,0,339,339,0,73,78,65,93,0,1,2,1,3,5,0,1,9,1,1,2,0,1,0,0,0,0,1,1,1,0,339
332,"P.S. BANKASIYA PRATHAM KACHH",412,317,0,729,197,155,0,352,347,0,173,48,17,96,5,0,0,1,0,1,0,2,0,3,0,2,1,1,0,0,0,0,0,0,2,0,352
333,"P.S. BANKASIYA DIVTIYA KACHH",375,314,0,689,210,196,0,406,391,0,189,99,8,78,4,0,0,2,0,0,1,1,1,1,2,6,3,2,0,1,0,1,0,0,1,6,406
334,"P.S. NAUGO PRATHAM KACHH",378,300,0,678,145,126,0,271,271,0,76,33,42,105,0,0,0,0,0,1,2,1,0,1,1,4,0,0,0,0,0,0,1,0,2,2,271
335,"P.S. NAUGO DIVTIYA KACHH",545,419,0,964,225,194,0,419,399,0,125,153,18,98,1,1,1,0,0,1,1,1,5,1,1,0,3,1,1,2,0,2,0,0,3,0,419
336,"P.S. JORVA PRATHAM KACHH",730,542,0,1272,356,313,0,669,469,0,188,187,8,234,0,3,0,1,0,1,1,1,8,2,1,7,4,2,0,1,0,4,0,3,10,3,669
337,"P.S. JORVA DIVTIYA KACHH",215,168,0,383,110,100,0,210,180,0,7,95,20,74,0,0,1,2,1,0,0,0,0,0,4,2,0,1,1,1,0,1,0,0,0,0,210
338,"P.S. TIWARIPUR",413,326,0,739,171,177,0,348,333,0,49,35,16,206,4,0,0,1,4,0,1,1,2,0,1,6,3,1,0,3,0,1,2,1,7,4,348
339,"P.S. PIDARI KALA",424,292,0,716,223,161,0,384,324,0,146,40,9,157,1,0,0,1,1,1,1,2,2,2,1,8,3,0,0,0,0,2,2,1,1,3,384
340,"P.S. MUDALI",464,385,0,849,196,204,0,400,366,0,93,64,17,159,3,1,1,3,1,3,1,1,16,0,1,3,16,6,1,1,0,4,0,1,1,3,400
341,"J.H.S. BADHAYA PRATHAM KACHH",604,469,0,1073,297,278,0,575,315,0,162,100,30,222,6,1,0,2,1,1,1,3,20,1,5,5,1,0,0,1,0,2,1,1,5,4,575
342,"J.H.S. BADHAYA DIVTIYA KACHH",412,357,0,769,228,169,0,397,397,0,51,30,35,137,2,1,1,0,1,1,1,3,106,2,0,4,2,1,0,2,1,4,1,3,3,5,397
343,"J.H.S. BADHAYA TRITIYA KACHH",283,244,0,527,142,129,0,271,250,0,63,9,6,82,2,0,1,1,0,3,0,0,83,1,2,2,1,1,0,1,1,0,3,3,3,3,271
344,"P.S. BADHAYA PRATHAM KACHH",576,434,0,1010,278,250,0,528,528,0,96,36,18,213,8,1,2,5,3,7,1,6,78,4,4,17,5,2,0,1,1,3,0,3,7,7,528
345,"P.S. BADHAYA DIVTIYA KACHH",371,278,0,649,182,159,0,341,341,0,35,23,8,168,5,3,2,2,1,3,2,2,57,3,2,5,2,0,0,0,0,0,3,5,8,2,341
346,"P.S. INDARPUR",247,191,0,438,113,129,0,242,143,0,45,14,25,78,1,1,0,2,0,0,0,3,51,0,1,6,2,1,1,0,0,1,1,1,4,4,242
347,"P.S. BANDUMAR",505,373,0,878,221,210,0,431,431,0,133,110,17,75,1,3,2,2,1,5,0,1,53,2,1,3,1,1,2,0,3,1,5,3,3,3,431
348,"P.S. SARFARA",497,413,0,910,275,259,0,534,447,0,343,25,3,107,1,3,0,0,0,2,1,0,34,1,0,5,4,0,0,1,1,1,0,0,2,0,534
349,"P.S. SARFARA",480,377,0,857,208,217,0,425,417,0,216,16,4,150,2,3,0,1,2,3,2,0,4,0,1,2,3,2,0,1,0,2,0,1,10,0,425
350,"P.S. JAMOHARA PRATHAM KACHH",749,563,0,1312,377,277,0,654,654,0,247,85,20,168,5,4,6,6,8,8,3,5,56,5,2,12,3,0,1,2,1,0,1,2,1,3,654
351,"P.S. JAMOHARA DIVTIYA KACHH",554,387,0,941,275,219,0,494,400,0,202,61,21,84,4,1,2,1,0,0,0,2,101,2,1,2,3,1,0,1,0,0,0,2,1,2,494
352,"P.S. KUSAUNA KALA STHITH BARIPUR",600,453,0,1053,254,234,0,488,488,0,72,72,19,258,3,0,3,1,1,4,2,4,8,0,14,0,4,2,4,2,0,1,2,2,2,8,488
353,"P.S. KUSAUNA KALA STHITH BARAIPUR",221,200,0,421,113,103,0,216,150,0,36,7,6,158,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,216
354,"P.S. PACHNEURI",670,479,0,1149,333,276,0,609,400,0,229,184,49,103,2,0,3,1,3,2,1,3,2,3,4,9,2,2,1,0,0,0,0,2,2,2,609
355,"P.S. CHHPIYA AGANDH",339,284,0,623,178,143,0,321,309,0,88,103,8,104,3,0,0,0,0,0,1,0,2,0,2,4,1,1,0,0,1,0,0,1,1,1,321
356,"J.H.S. KUSAUNA KALA STHITH  NAULAKHA PRATHAM KACHH",550,374,0,924,254,229,0,483,256,0,66,164,63,149,1,2,2,0,3,1,0,2,5,2,2,1,5,1,0,3,1,3,1,0,4,2,483
357,"J.H.S. KUSAUNA KALA STHITH NAULAKHA DIVTIYA KACHH",417,325,0,742,185,172,0,357,351,0,47,74,52,143,5,1,1,4,2,3,2,0,8,0,1,2,4,0,0,0,1,1,1,2,1,2,357
358,"P.S. NAGPUR",370,244,0,614,201,144,0,345,345,0,89,114,12,93,1,1,0,0,2,4,2,1,6,2,2,10,1,0,1,1,0,0,0,1,2,0,345
359,"P.S. DHODH",561,448,0,1009,281,252,0,533,503,0,69,95,21,268,7,1,6,0,7,5,3,1,3,1,4,4,2,3,1,0,1,1,4,5,12,9,533
360,"P.S. DHARAMPUR PAITA",488,379,0,867,218,214,0,432,389,0,83,87,11,221,0,0,2,1,0,1,0,1,10,0,1,0,3,0,0,0,0,1,0,1,9,0,432
361,"P.S. DUMARIYA BABOO",745,565,0,1310,366,349,0,715,713,0,330,64,17,210,6,0,0,1,1,4,0,0,4,1,1,13,14,6,3,1,0,3,6,4,6,20,715
362,"J.H.S. BELAULI",437,281,0,718,218,125,0,343,343,0,42,79,6,193,1,1,0,0,1,1,0,1,1,0,1,2,2,0,0,4,2,0,0,1,1,4,343
363,"J.H.S. BELAULI",661,507,0,1168,308,226,0,534,500,0,102,151,14,219,3,2,1,1,2,2,0,2,15,1,1,8,1,0,0,1,1,2,0,2,1,2,534
364,"P.S. GORYADAD",591,477,0,1068,279,266,0,545,502,0,100,138,22,224,6,0,1,3,1,4,1,6,1,2,3,6,6,0,0,2,1,2,1,3,6,6,545
365,"P.S. GHOORAPALI PRATHAM KACHH",634,475,0,1109,341,240,0,581,571,0,80,73,17,206,9,6,8,1,5,8,1,7,87,2,1,8,26,3,0,7,1,9,2,3,6,5,581
366,"P.S. GHOORAPALI DIVTIYA KACHH",582,452,0,1034,279,256,0,535,525,0,107,234,13,51,1,0,1,1,3,7,1,2,33,2,4,5,47,3,1,7,1,5,0,2,1,3,535
367,"P.S. SAI LANGDI PRATHAM KACHH",524,445,0,969,252,317,0,569,568,0,69,147,20,266,3,1,2,3,2,3,2,0,25,1,2,8,2,2,1,2,0,1,0,1,5,1,569
368,"P.S. SAI LANGADI DIVTIYA KACHH",267,232,0,499,128,110,0,238,196,0,7,51,11,151,4,3,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,238
369,"P.S. KAUDIYA",321,233,0,554,170,160,0,330,280,0,76,102,4,70,2,1,2,1,3,4,1,5,32,1,2,5,8,1,0,3,1,1,0,2,0,3,330
370,"J.H.S. BABHANI",321,294,0,615,201,152,0,353,318,0,113,68,5,127,3,1,2,3,0,1,1,2,3,0,1,7,1,5,3,1,0,1,0,2,2,1,353
371,"P.S. DEVALSA",465,351,0,816,228,178,0,406,350,0,123,112,9,140,3,1,0,0,1,0,2,0,0,1,1,0,4,0,2,1,0,2,0,1,2,1,406
372,"P.S. KOLKI CHAMARSAN",476,427,0,903,224,258,0,482,482,0,51,61,22,62,2,0,0,1,4,1,1,2,47,1,1,1,173,3,5,8,3,12,4,7,5,5,482
373,"P.S. SAHOOPAAR",255,191,0,446,135,132,0,267,236,0,115,62,4,38,0,2,0,0,29,0,1,0,1,0,0,5,1,0,1,4,3,1,0,0,0,0,267
374,"P.S. JIVDHARA",483,372,0,855,243,202,0,445,398,0,99,135,6,177,2,0,0,1,3,0,1,0,4,1,2,3,2,4,1,1,2,1,0,0,0,0,445
375,"P.S. LANGDABAR",370,309,1,680,194,174,0,368,363,0,35,65,28,94,0,0,2,4,113,2,1,2,0,1,1,14,0,0,2,1,0,0,0,1,1,1,368
376,"P.S. BATSARA",455,348,0,803,194,208,0,402,402,0,152,86,4,75,1,0,2,1,2,2,1,0,55,1,3,4,1,3,0,1,0,0,1,2,5,0,402
377,"P.S. DEVPUR",147,151,0,298,85,93,0,178,178,0,57,40,0,64,1,0,1,0,0,0,0,0,1,0,3,2,1,1,1,1,0,1,0,0,4,0,178
378,"P.S. KITHIURI",395,325,0,720,227,220,0,447,447,0,78,74,6,190,1,0,3,1,1,1,2,3,42,2,3,6,4,0,2,0,2,2,3,6,9,6,447
379,"P.S. RAMVAPUR",758,677,0,1435,364,364,0,728,578,0,236,219,2,184,4,0,2,4,1,8,3,3,23,2,6,16,1,4,1,1,1,1,0,1,3,2,728
380,"P.S.BARDAD PRATHAM KACHH",607,516,0,1123,379,264,0,643,539,0,219,270,9,102,1,0,1,1,1,4,2,1,11,0,1,4,1,1,0,0,2,0,2,2,4,4,643
381,"P.S. BARDAD DIVTIYA KACHH",448,352,0,800,220,196,0,416,400,0,148,68,5,178,2,0,1,3,0,2,1,1,1,0,1,2,0,0,0,0,0,0,0,0,1,2,416
382,"P.S. CHHITRAPAAR",431,313,0,744,193,183,0,376,373,0,186,85,4,57,1,0,0,0,0,2,0,0,30,0,1,3,2,0,0,1,0,0,0,3,0,1,376
383,"P.S. SONAURA GUMAN RAI",383,319,0,702,207,184,0,391,391,0,96,8,2,212,4,0,2,1,0,0,0,0,12,1,2,4,4,2,2,11,0,2,4,5,10,7,391
384,"P.S. KUSURU KHURD PRATHAM KACHH",374,323,0,697,161,197,0,358,353,0,25,126,10,166,2,0,1,0,2,2,0,0,9,1,0,3,0,2,0,1,1,0,0,0,3,4,358
385,"P.S. KUSURU KHURD DIVTIYA KACHH",225,198,0,423,114,110,0,224,221,0,4,76,6,115,3,0,0,0,0,1,2,0,0,0,2,0,2,3,1,1,0,1,1,0,2,4,224
386,"P.S. KUSURU KALA",704,558,0,1262,316,299,0,615,605,0,71,88,13,225,4,4,1,2,3,2,1,3,147,2,1,6,5,3,0,9,5,4,2,5,6,3,615
387,P.S.MUNDERI,362,288,0,650,153,188,0,341,178,0,118,72,8,81,3,0,0,0,0,4,1,4,41,1,1,3,0,1,0,0,0,0,0,0,3,0,341
388,"P.S. MUNDERI",290,212,0,502,115,121,0,236,149,0,70,100,2,24,1,1,0,1,0,3,0,1,22,1,0,4,3,0,0,0,1,0,0,0,1,1,236
389,"P.S. MISHRAULIYA PARAG",270,229,0,499,127,135,0,262,201,0,51,75,3,91,3,0,0,1,2,4,1,1,12,2,1,5,1,1,0,0,1,0,0,1,5,1,262
390,"P.S. DUMARIYA PRATHAM KACHH",319,240,0,559,164,154,0,318,275,0,6,234,0,65,1,0,2,0,0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,2,1,318
391,"P.S. DUMARIYA DIVTIYA KACHH",199,149,0,348,98,82,0,180,178,0,79,13,5,72,0,1,1,0,0,0,1,1,2,0,1,2,1,0,1,0,0,0,0,0,0,0,180
392,"A.S.U.S. SUMHA",580,503,0,1083,356,230,0,586,500,0,43,294,9,189,3,1,0,1,0,3,2,1,0,2,5,14,2,5,1,1,1,1,1,1,3,3,586
393,"P.S. KUDIMANMAN",353,270,0,623,150,131,0,281,250,0,60,109,3,69,0,0,1,0,1,2,0,1,21,1,1,1,2,2,0,1,1,1,0,0,4,0,281
394,"P.S. GAJAULI",360,262,0,622,137,148,0,285,283,0,81,10,8,165,2,0,2,0,0,2,0,0,3,0,1,2,1,0,1,1,0,0,0,2,3,1,285
395,"P.S. KUSMHAMAFI",654,557,0,1211,333,311,0,644,633,0,182,137,10,252,4,2,0,3,1,3,4,0,15,2,0,4,4,1,0,1,2,2,3,3,3,6,644
396,"P.S. GAUHANIYA MAFI",712,529,0,1241,388,262,0,650,650,0,416,59,4,121,2,2,0,0,0,2,1,0,7,3,4,7,4,2,1,6,2,0,1,2,3,1,650
397,"P.S DULHIPAAR",420,327,1,748,193,197,0,390,387,0,17,119,7,186,1,2,1,3,1,2,1,2,32,0,1,0,1,2,1,0,1,1,1,2,5,1,390
398,"P.S. MALAULI",227,188,0,415,107,105,0,212,190,0,8,31,3,150,3,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,2,2,1,3,3,212
399,"P.S. MAINAHWA",502,398,0,900,224,204,0,428,350,0,168,126,6,52,2,0,2,1,31,4,2,5,2,2,4,12,2,0,0,0,0,0,0,2,2,3,428
400,"DARULULUM AHLESUNNAT MISVALUM MADARSA SAIBUJURG",624,477,0,1101,175,266,0,441,440,0,124,11,14,6,4,7,2,2,1,5,1,6,238,3,0,1,3,1,0,0,1,0,3,3,3,2,441
401,"DARULULUM AHLESUNNAT MISVALUM MADARSA SAIBUJURG",548,382,0,930,181,157,0,338,338,0,95,15,4,1,1,1,0,0,1,0,1,7,205,1,1,2,0,0,0,0,0,0,1,1,0,1,338
402,"P.S. SAIBUJURAG",864,686,0,1550,280,261,0,541,541,0,91,47,8,186,2,4,1,2,1,4,1,4,163,2,3,8,5,0,0,0,0,2,1,2,3,1,541
403,"P.S. SAIBUJURAG",406,269,0,675,115,104,0,219,219,0,10,4,6,164,3,4,1,3,1,0,0,1,8,3,1,3,1,0,1,0,1,1,0,2,0,1,219
404,"P.S. BADHARA",699,704,0,1403,274,385,0,659,657,0,44,190,15,221,2,1,1,0,4,4,0,2,139,2,4,8,1,2,1,0,2,0,1,2,7,6,659
405,"P.S. HARAPATTI",624,571,0,1195,301,309,0,610,520,0,290,62,13,190,5,0,3,1,1,0,1,1,22,0,1,5,3,0,0,2,0,0,0,4,5,1,610
406,"P.S. DODYA",890,621,0,1511,308,304,0,612,612,0,80,9,13,204,9,2,0,0,2,0,1,4,243,1,1,2,8,1,2,5,1,3,0,5,7,9,612
407,"J.H.S. DODYA",857,659,0,1516,358,258,0,616,380,0,88,41,7,282,7,1,2,3,0,3,1,1,117,2,0,11,8,1,1,0,0,6,4,10,10,10,616
408,"J.H.S. DODYA",465,339,0,804,160,139,0,299,279,0,63,39,3,143,4,3,0,0,1,1,0,0,26,0,0,2,0,0,0,1,1,2,0,2,4,4,299
409,"J.H.S. DODYA",165,118,0,283,83,57,0,140,90,0,45,31,2,57,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,140
410,"P.S. TARKULWA",525,373,0,898,261,151,0,412,412,0,38,42,6,145,2,1,0,0,2,2,0,3,155,0,0,4,0,0,0,0,1,2,1,4,4,0,412
411,"P.S. TARKULWA",577,603,0,1180,253,257,0,510,510,0,95,15,7,52,8,3,0,1,1,1,1,2,315,2,2,1,0,0,1,1,0,0,0,1,1,0,510
412,"P.S. AMARDOBHA",501,423,0,924,243,224,0,467,462,0,94,27,2,5,7,2,0,1,1,1,0,2,313,1,1,3,1,0,1,0,1,0,0,3,1,0,467
