"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KAMLA PRASAD RAWAT","2 - P. L. PUNIA","3 - PRIYANKA SINGH RAWAT","4 - RAJRANI RAWAT","5 - KISHAN LAL","6 - P. C. KUREEL","7 - DINESH CHANDRA GAUTAM","8 - NITIN SINGH","9 - BABU LAL","10 - MEDI LAL","11 - RAJESH KUMAR VIDYARTHI","12 - ABHILAKH RAWAT","13 - KHANJAN LAL","14 - MAHESH","15 - None of the Above","Total Votes Secured"
183,"P.S.  RAMPUR KHARGI",380,323,0,703,263,214,0,477,3,0,136,52,202,72,1,2,1,1,1,0,0,2,1,3,3,477
184,"P.S. MANHGOOPUR MAJRE RAMPUR KHARGI",430,328,0,758,285,170,0,455,30,0,82,85,253,17,0,0,0,1,3,0,0,1,4,4,5,455
185,"P.S. ASHOKPUR CHACHUSARAI",635,501,0,1136,440,306,0,746,400,0,223,124,323,53,1,2,0,0,1,2,1,4,2,3,7,746
186,"P.S. TELIYANI",562,474,0,1036,405,283,0,688,403,0,195,111,295,69,1,0,2,1,0,1,1,1,3,1,7,688
187,"P.S. DALSARAI",646,589,0,1235,444,331,0,775,175,0,129,135,363,132,2,2,2,0,0,3,0,0,4,0,3,775
188,"P.S. CHANDANA PUR",405,336,0,741,328,242,0,570,9,0,206,32,149,156,1,2,0,0,1,0,2,0,4,8,9,570
189,"P. S. BITHAURA",616,500,1,1117,405,268,0,673,202,0,98,82,458,23,4,4,0,0,2,0,0,1,1,0,0,673
190,"P.S. DADAURA",459,394,0,853,351,266,0,617,45,0,117,84,239,148,5,2,2,1,1,2,1,4,4,1,6,617
191,"J. H. S. SURWARI",691,594,0,1285,525,271,0,796,200,0,194,198,299,78,2,1,1,0,2,2,1,2,7,0,9,796
192,"P.S. LALUPUR",403,343,0,746,286,228,0,514,264,0,45,87,160,204,4,2,0,1,1,0,2,0,2,1,5,514
193,"P.S. DHAUKHRIYA",697,613,0,1310,512,365,0,877,4,0,160,99,425,150,4,3,0,1,3,0,1,4,16,3,8,877
194,"P.S. KANP FATEHULLAPUR",463,379,0,842,319,227,0,546,546,0,122,141,107,164,1,3,0,1,1,0,0,0,2,1,3,546
195,"P.S. KANP FATEHULLAPUR ATI0 KAKSH",436,374,0,810,242,163,0,405,405,0,55,122,185,38,0,0,1,0,1,1,0,1,0,1,0,405
196,"P.S. BICHHLKHA ROOM NO.1",628,558,0,1186,467,317,0,784,120,0,106,37,488,131,3,1,1,0,3,0,3,1,5,1,4,784
197,"P.S. BICHHLKHA ROOM NO.2",740,625,0,1365,492,387,0,879,1,0,173,85,539,54,0,1,2,1,2,2,2,1,3,3,11,879
198,"VIKAS KHAND KARYALYA RAMNAGAR",779,604,0,1383,419,268,0,687,260,0,68,116,456,35,3,1,1,0,0,2,0,2,1,1,1,687
199,"P.S. DWITIYA RAMNAGAR ROOM NO.1",596,506,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,"P.S. DWITIYA RAMNAGAR ROOM NO.2",740,634,0,1374,472,346,0,818,66,0,10,292,447,54,3,1,2,1,0,0,1,1,1,0,5,818
201,"J.H.S. RAMNAGARROOM NO.1",530,400,0,930,262,166,0,428,258,0,8,115,268,31,0,0,1,0,0,1,1,0,1,1,1,428
202,"J.H.S.RAMNAGAR ATI0 KAKSH",336,284,0,620,193,147,0,340,25,0,3,89,191,47,4,0,2,0,0,1,1,0,1,1,0,340
203,"J.H. S. RAMNAGAR ROOM NO.2",402,348,0,750,257,159,0,416,13,0,10,150,224,27,0,0,0,0,0,0,2,0,2,0,1,416
204,"P.S. PARATHAM RAMNAGAR ROOM NO.1",655,542,0,1197,390,297,0,687,87,0,4,99,472,86,6,0,0,0,1,0,10,0,4,0,5,687
205,"P.S. PARATHAM RAMNAGAR ROOM NO.2",555,494,0,1049,369,282,0,651,45,0,51,91,448,43,1,0,1,0,0,0,11,0,4,0,1,651
206,"DIGRI COLLGE RAMNAGAR",558,487,0,1045,372,297,0,669,103,0,131,42,456,21,2,2,1,0,0,1,2,3,5,2,1,669
207,"P.S. KILA RAMNAGAR,",57,63,0,120,43,46,0,89,1,0,30,20,32,3,0,0,0,0,0,0,1,0,1,0,2,89
208,"P.S. RAMPUR MAHASINGH",625,529,0,1154,371,299,0,670,68,0,69,98,334,147,4,2,0,0,0,2,0,0,6,1,7,670
209,"P.S. MARAUCHA",265,237,0,502,207,172,0,379,2,0,208,18,135,7,2,1,0,0,2,0,1,0,0,0,5,379
210,"P.S. SILAUTA",589,545,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"P.S. SIRKAULI",372,280,0,652,272,198,0,470,34,0,93,29,254,84,2,1,0,1,0,0,2,2,0,0,2,470
212,"P.S. BHARASAWA",367,293,0,660,232,165,0,397,350,0,5,29,235,108,3,4,0,0,2,0,1,1,1,2,6,397
213,"P.S. SURJUPUR",390,294,0,684,299,182,0,481,1,0,114,23,213,92,4,4,2,0,1,0,1,4,11,3,9,481
214,"P.S. LOHTI PASAI",210,175,0,385,133,101,0,234,232,0,31,30,126,32,2,3,2,0,0,0,0,2,0,2,4,234
215,"P.S. LOHTI JAI",447,401,0,848,299,235,0,534,527,0,100,90,231,83,0,2,10,1,1,2,2,1,5,3,3,534
216,"P.S. MITPUR",500,450,0,950,308,251,0,559,25,0,60,129,301,49,2,1,0,0,1,0,2,0,6,1,7,559
217,"P.S. GOBRHA",702,545,0,1247,441,307,0,748,116,0,76,267,269,101,2,5,2,2,1,0,1,4,5,4,9,748
218,"P.S. SOHAI",560,434,0,994,338,240,0,578,50,0,62,109,268,106,4,2,1,2,2,4,1,4,6,2,5,578
219,"P.S. BADANPUR ROOM NO.2",582,478,0,1060,384,296,0,680,603,0,35,111,420,75,3,1,1,3,2,1,5,5,11,5,2,680
220,"SHICHA PRSAR SAMIT  BADANPUR ROOM NO.1",698,525,0,1223,363,267,0,630,1,0,54,155,354,38,4,3,3,0,2,0,4,2,7,3,1,630
221,"P.S. NIJAMUDDINPUR",262,189,0,451,168,125,0,293,61,0,85,40,115,35,0,1,1,1,0,2,3,2,2,2,4,293
222,"NARMAL SCHOOL GANESHPUR",831,694,0,1525,508,378,0,886,1,0,37,236,463,105,6,2,0,3,2,1,6,5,11,4,5,886
223,"P.S. DURGAPUR",219,161,0,380,155,102,0,257,15,0,13,8,130,95,5,0,1,0,2,0,2,0,0,1,0,257
224,"P.S. TAPESIPAH",362,268,0,630,241,190,0,431,1,0,102,39,171,101,5,0,2,0,1,2,1,1,2,0,4,431
225,"P.S. SISAUNDA",667,546,0,1213,399,357,0,756,300,0,190,204,200,141,2,5,0,1,0,2,3,0,5,2,1,756
226,"P.S. HARINARAYANPUR MAJRE MADNA",647,499,0,1146,431,277,0,708,400,0,22,78,297,295,4,2,1,1,1,0,2,1,2,0,2,708
227,"P.S. LAHADRA",582,462,0,1044,340,216,0,556,520,0,33,22,259,213,7,0,0,0,1,1,2,3,4,5,6,556
228,"P.S. BAHLOLPUR",251,198,0,449,184,133,0,317,192,0,20,7,251,17,2,3,2,0,1,0,1,2,5,2,4,317
229,"P.S. NAMIPUR SIRAULI",301,239,0,540,211,129,0,340,300,0,48,23,146,109,1,1,0,0,0,1,2,0,3,2,4,340
230,"G.P.I.C.SAADATGANJ ROOM NO 1",695,543,0,1238,431,242,0,673,18,0,28,77,427,111,1,0,2,0,0,2,14,1,6,0,4,673
231,"G.P.I.C.SAADATGANJ ROOM NO 2",556,390,0,946,328,196,0,524,28,0,81,216,75,42,2,2,2,1,1,2,92,2,2,0,4,524
232,"G.P.I.C.SAADATGANJ ROOM NO 3",480,465,0,945,219,193,0,412,392,0,43,108,19,60,0,1,0,1,0,2,168,1,1,0,8,412
233,"G.P.I.C.SAADATGANJ ROOM NO 4",582,464,0,1046,326,179,0,505,30,0,6,160,1,41,0,2,1,0,0,2,288,0,2,0,2,505
234,"G.P.I.C.SAADATGANJ ROOM NO 5",443,402,0,845,266,214,0,480,330,0,8,163,20,25,1,1,1,0,0,2,257,1,0,1,0,480
235,"G.P.I.C.SAADATGANJ ROOM NO 6",887,696,0,1583,483,271,0,754,702,0,94,159,275,95,2,1,4,1,0,2,105,4,5,1,6,754
236,"P.S. SAADADTGANJ FIRST ROOM NO 1",365,337,0,702,229,158,0,387,385,0,19,75,119,96,2,1,0,0,1,1,65,2,3,1,2,387
237,"P.S. DADIYAMAU ROOM NO 1",373,319,0,692,239,184,0,423,1,0,46,16,195,126,3,1,0,0,1,0,23,0,5,1,6,423
238,"P.S. ANOOPGANJ ROOM NO 1",689,621,0,1310,352,290,0,642,10,0,67,124,107,109,4,5,5,0,2,4,205,3,2,4,1,642
239,"P.S. ANOOPGANJ ROOM NO 2",735,606,0,1341,362,264,0,626,15,0,45,256,45,80,2,0,1,1,1,0,186,2,0,1,6,626
240,"P.BHAVAN MALLPURARSANDA ROOM NO 1",504,451,0,955,295,175,0,470,1,0,8,34,66,344,5,0,0,2,0,0,1,1,2,1,6,470
241,"P.S. GAHRELA ROOM NO 1",225,221,0,446,157,139,0,296,90,0,106,20,155,5,1,1,0,0,2,0,0,2,3,0,1,296
242,"P.S.DARVESHPUR ROOM NO 1",439,370,0,809,320,230,0,550,540,0,252,28,180,64,2,1,1,2,1,0,1,2,1,7,8,550
243,"P.S. MO.PUR BAHUN ROOM NO 1",731,596,0,1327,411,274,0,685,18,0,77,142,281,109,0,1,1,0,1,4,55,1,4,4,5,685
244,"P.S. KISHUNDASHPUR ROOM NO 1",374,323,0,697,286,182,0,468,25,0,38,59,234,126,1,0,2,1,0,1,0,0,1,1,4,468
245,"P.S. BANAUK ROOM NO 1",252,229,0,481,180,143,0,323,271,0,147,41,59,58,0,0,0,0,0,0,7,0,3,3,5,323
246,"M.I.A.ULOOM RAMPURBHAWANIPUR ROOM NO 1",702,523,0,1225,497,334,0,831,751,0,42,486,92,137,3,0,2,1,1,1,52,2,3,3,6,831
247,"M.I.A.ULOOM RAMPURBHAWANIPUR ROOM NO 2",199,158,0,357,143,98,0,241,237,0,11,140,32,32,0,1,1,1,0,0,23,0,0,0,0,241
248,"J.H.S.RAMPURBHAWANIPUR ROOM NO 1",885,641,0,1526,580,357,0,937,16,0,38,553,33,217,1,1,0,1,0,0,84,2,2,2,3,937
249,"J.H.S.RAMPURBHAWANIPUR ROOM NO 2",814,618,0,1432,572,377,0,949,1,0,17,599,101,111,4,1,3,0,0,1,101,4,0,2,5,949
250,"J.H.S.RAMPURBHAWANIPUR ROOM NO 3",785,615,0,1400,588,349,0,937,1,0,9,625,71,103,6,1,3,1,1,4,95,1,4,3,10,937
251,"P.S..RAMPURBHAWANIPUR ROOM NO 1",680,571,0,1251,499,334,0,833,1,0,118,276,245,147,3,3,3,0,4,2,12,4,6,4,6,833
252,"P.S.PERI ROOM NO 1",314,228,0,542,214,127,0,341,1,0,57,62,186,28,0,0,0,0,0,1,1,1,1,0,4,341
253,"P.S.AURELA ROOM NO 1",615,571,0,1186,314,438,0,752,1,0,103,256,291,68,3,1,9,0,2,0,3,4,7,3,2,752
254,"P.S.CHAUKHANDI ROOM NO 1",549,513,0,1062,372,316,0,688,688,0,32,350,94,151,0,1,1,0,0,1,52,2,1,2,1,688
255,"P.S.CHAUKHANDI ROOM NO 2",423,356,0,779,280,230,0,510,80,0,55,109,249,84,0,1,1,1,0,0,5,2,1,1,1,510
256,"P.S.BIKAULI ROOM NO 1",622,509,0,1131,442,330,0,772,1,0,99,63,402,191,1,3,0,0,1,1,2,2,1,2,4,772
257,"P.SADULLAPUR. H/O AKBARPUR SAIDANPURROOM NO 1",541,468,0,1009,327,250,0,577,1,0,84,125,296,42,0,1,1,2,2,6,3,3,5,2,5,577
258,"P.S.PYAREPUR ROOM NO 1",436,376,0,812,289,221,0,510,15,0,164,60,240,24,3,0,0,3,2,1,2,1,2,1,7,510
259,"P.S.CHAKDAHEPUR  ROOM NO 1",253,255,0,508,167,154,0,321,321,0,139,25,135,16,0,0,0,1,0,0,0,0,4,0,1,321
260,"J.H.S.SAIDANPUR. ROOM NO 1",864,662,0,1526,513,284,0,797,782,0,35,392,119,186,1,1,4,0,1,2,48,3,2,1,2,797
261,"J.H.S.SAIDANPUR. ROOM NO 1",713,563,0,1276,391,301,0,692,642,0,76,306,55,185,6,3,6,4,3,1,24,4,4,1,14,692
262,"J.H.S.SAIDANPUR. ROOM NO 3",707,595,0,1302,411,269,0,680,625,0,22,227,186,197,3,0,2,3,0,1,13,4,7,7,8,680
263,"P.S.HAMINPUR H/O SAIDANPUR ROOM NO 1",593,494,0,1087,387,245,0,632,12,0,136,84,292,103,4,0,1,0,0,1,1,2,3,0,5,632
264,"J.H.S. MAULABAD ROOM NO 1",335,313,0,648,229,164,0,393,218,0,85,84,175,43,0,1,0,1,0,1,1,0,2,0,0,393
265,"P.S.BECHUKAPURWA H/O PERI ROOM NO 1",226,212,0,438,173,144,0,317,8,0,74,17,158,42,2,2,0,3,0,0,2,1,9,2,5,317
266,"J.H.S.MAILARAYGANJ  ROOM NO 1",545,520,0,1065,369,295,0,664,400,0,77,212,117,234,2,1,2,1,0,1,4,3,4,3,3,664
267,"J.H.S.MAILARAYGANJ  ROOM NO 2",357,284,0,641,217,156,0,373,17,0,9,165,25,170,0,0,1,0,0,0,0,1,0,1,1,373
268,"P.S..MAILARAYGANJ FIRST ROOM NO 1",326,324,0,650,166,176,0,342,73,0,52,228,5,53,0,0,0,1,0,0,1,0,1,0,1,342
269,"P.S..MAILARAYGANJ  ROOM NO 2",541,479,0,1020,353,291,0,644,43,0,58,174,226,144,4,3,2,1,2,2,1,6,7,4,10,644
270,"P.S.RAMSAHAYAN ROOM NO 1",395,347,0,742,299,202,0,501,127,0,24,70,379,17,1,2,0,1,0,1,1,0,4,1,0,501
271,"P.S.KASHIPURWA ROOM NO 1",459,407,0,866,364,285,0,649,510,0,148,51,246,189,0,1,2,1,4,0,1,1,3,0,2,649
272,"P.S.BHARTHIPUR ROOM NO 1",458,392,0,850,283,229,0,512,80,0,82,87,246,78,2,1,1,0,0,1,0,4,5,0,5,512
273,"P.S.TARAPURGUMAN ROOM NO 1",384,361,0,745,294,234,0,528,50,0,119,39,169,182,3,1,1,0,0,2,1,1,4,1,5,528
274,"P.S.KANDHAIPUR ROOM NO 1",317,301,0,618,251,212,0,463,13,0,62,83,153,153,1,1,1,0,0,1,1,3,0,1,3,463
275,"P.S.RAJAPUR ROOM NO 1",341,278,0,619,267,199,0,466,10,0,27,75,172,181,1,2,1,0,0,0,0,3,0,0,4,466
276,"P.S.MADHAWAPUR ROOM NO 1",439,360,0,799,302,239,0,541,541,0,53,103,178,188,4,0,0,0,1,1,2,4,3,1,3,541
277,"P.S.SHAFIPUR ROOM NO 1",268,234,0,502,199,155,0,354,14,0,74,31,191,37,1,1,1,0,0,3,0,2,8,1,4,354
278,"P.S.AMRA ROOM NO 1",355,291,0,646,260,206,0,466,91,0,85,77,268,27,1,0,1,0,0,0,0,3,0,1,3,466
279,"P.S.DADRAULI BHAWANIPUR  ROOM NO 1",799,732,0,1531,605,471,0,1076,1,0,123,306,358,249,3,3,1,3,1,1,4,6,4,2,12,1076
280,"P.S.PANJRAULI  ROOM NO 1",463,455,0,918,311,254,0,565,1,0,198,53,218,71,1,1,1,2,1,0,2,3,2,1,11,565
281,"P.S.KHORAITMADPUR ROOM NO 1",310,295,0,605,248,214,0,462,1,0,27,105,247,70,1,0,0,1,0,0,0,3,4,0,4,462
282,"P.S.KHAJURIHA ROOM NO 1",568,518,0,1086,432,384,0,816,816,0,84,131,549,30,1,3,0,2,0,1,0,2,7,3,3,816
283,"P.S.SAHRI ROOM NO 1",668,647,0,1315,436,338,0,774,50,0,120,127,72,403,0,0,2,0,0,0,37,1,3,1,8,774
284,"P.S.SAHRI ROOM NO 2",689,607,0,1296,382,268,0,650,435,0,60,89,318,156,4,1,1,1,1,1,1,2,5,3,7,650
285,"P.S.DURJANPUR ROOM NO 1",806,764,0,1570,403,347,0,750,709,0,55,421,173,85,2,2,4,1,0,1,1,1,2,1,1,750
286,"P.S.KARORA ROOM NO 1",437,407,0,844,229,158,0,387,385,0,52,37,194,73,1,4,2,1,2,1,1,3,9,2,5,387
287,"P.S.CHAILA ROOM NO 1",393,349,0,742,277,208,0,485,470,0,122,9,198,140,2,3,0,0,0,0,0,1,3,2,5,485
288,"P.S.DHUSEDIYA ROOM NO 1",339,301,0,640,224,194,0,418,418,0,35,138,204,14,2,2,1,0,1,0,1,4,6,3,7,418
289,"P.S.KASRAILADEEH  ROOM NO1",257,220,0,477,215,174,0,389,50,0,125,22,104,128,1,1,0,0,0,0,0,1,2,0,5,389
290,"P.S.SIRAULIGAUSPUR  ROOM NO 1",587,489,0,1076,408,282,0,690,398,0,216,121,182,132,1,3,2,2,3,5,2,2,6,4,9,690
291,"P.S.PITHAPUR  ROOM NO 1",325,286,0,611,239,179,0,418,389,0,19,95,254,35,0,0,0,1,0,0,0,3,2,3,6,418
292,"P.S.KHURDMAU ROOM NO 1",466,456,0,922,271,275,0,546,61,0,37,144,138,199,4,1,1,3,0,0,3,2,8,1,5,546
293,"P.S.DARGAPUR ROOM NO 1",386,368,0,754,277,262,0,539,501,0,187,132,185,23,2,0,1,1,0,0,2,0,3,1,2,539
294,"J.I.C.BADOSARAYAN  ROOM NO 1",782,644,0,1426,495,348,0,843,820,0,85,284,386,53,4,2,1,1,1,2,4,1,7,0,12,843
295,"J.I.C.BADOSARAYAN  ROOM NO 2",744,616,0,1360,448,336,0,784,650,0,30,244,373,108,5,2,2,0,0,1,1,1,10,5,2,784
296,"J.I.C.BADOSARAYAN  ROOM NO 3",790,644,0,1434,474,340,0,814,802,0,38,412,235,111,1,3,1,0,0,3,1,1,3,1,4,814
297,"P.S.RASOOLPUR  ROOM NO 1",607,465,0,1072,435,300,0,735,185,0,37,119,420,119,6,2,1,1,2,2,1,3,8,6,8,735
298,"P.S.MARKAMAU ROOM NO 1",520,417,0,937,371,267,0,638,636,0,59,205,294,63,3,3,1,0,0,2,1,0,3,1,3,638
299,"P.S.MARKAMAU EXTRA ROOM NO 1",535,473,0,1008,348,297,0,645,1,0,6,197,235,192,2,2,1,1,0,0,2,1,1,2,3,645
300,"P.S.MARKAMAU ROOM NO 2",849,706,0,1555,467,367,0,834,34,0,27,126,530,95,2,5,1,0,6,2,3,3,17,6,11,834
301,"P.S.BARDARI ROOM NO 1",453,390,0,843,325,260,0,585,585,0,40,259,202,44,3,3,1,1,2,1,0,4,7,8,10,585
302,"P.S.BARDARI ROOM NO 2",428,372,0,800,301,230,0,531,75,0,72,119,279,31,4,1,1,0,0,3,4,2,5,2,8,531
303,"J.H.S.KATKA  ROOM NO 1",447,390,0,837,319,254,0,573,12,0,103,110,208,134,3,0,1,0,0,0,1,2,5,1,5,573
304,"J.H.S.KATKA  ROOM NO 2",434,391,0,825,259,240,0,499,35,0,21,82,143,244,1,0,0,1,0,0,1,1,1,2,2,499
305,"P.S.SEEHAMAU ROOM NO 1",377,321,0,698,270,210,0,480,5,0,8,18,327,116,2,0,1,0,0,0,1,1,2,0,4,480
306,"P.S.SEEHAMAU ROOM NO 2",654,508,0,1162,373,278,0,651,600,0,73,80,215,208,2,1,1,0,2,4,48,1,4,0,12,651
307,"P.S.BHAISURIYA ROOM NO 1",382,299,0,681,211,177,0,388,4,0,159,53,103,53,1,1,1,2,1,2,0,0,3,2,7,388
308,"P.S.LODHPURWA  ROOM NO 1",241,220,0,461,176,145,0,321,299,0,77,45,148,48,0,0,0,0,0,0,0,0,0,1,2,321
309,"P.S.SONDHWA  ROOM NO 1",347,292,0,639,245,183,0,428,428,0,44,41,231,97,1,0,1,1,2,0,1,0,5,1,3,428
310,"P.S.SONDHWA  ROOM NO 2",92,67,0,159,52,20,0,72,44,0,15,0,43,9,1,0,0,0,0,0,0,0,3,1,0,72
311,"P.S.ALINAGR ROOM NO 1",858,686,0,1544,532,387,0,919,705,0,260,401,157,66,6,1,2,0,0,1,2,5,9,5,4,919
312,"G.P.S..HAJRATPUR  ROOM NO 1",521,403,0,924,355,277,0,632,630,0,39,279,221,54,1,3,1,2,2,1,2,1,9,7,10,632
313,"G.P.S.HAJRATPUR  ROOM NO 2",482,341,0,823,347,230,0,577,272,0,16,243,252,32,4,4,1,3,0,2,0,2,12,3,3,577
314,"G.J.H.S..KINTUR ROOM NO 1",647,480,0,1127,386,239,0,625,40,0,53,216,259,62,2,2,1,1,2,2,2,3,6,5,9,625
315,"G.J.H.S..KINTUR ROOM NO 2",622,529,0,1151,413,213,0,626,178,0,64,281,145,113,4,1,0,1,1,1,1,1,5,2,6,626
316,"G.J.H.S..KINTUR ROOM NO 3",559,504,0,1063,355,313,0,668,150,0,16,346,74,207,2,0,1,0,0,2,1,3,5,6,5,668
317,"P.S..KINTURROOM NO 1",745,631,0,1376,473,347,0,820,5,0,18,244,357,166,4,5,6,1,5,3,1,1,4,3,2,820
318,"P.S..KINTUR ROOM NO 2",705,621,0,1326,420,342,0,762,15,0,114,279,85,249,1,2,1,1,3,1,2,2,5,5,12,762
319,"P.S.BARAULIYA ROOM NO 1",614,499,0,1113,405,310,0,715,1,0,19,222,359,78,1,0,0,0,2,0,4,5,8,5,12,715
320,"P.S.BARAULIYA ROOM NO 2",388,317,0,705,270,215,0,485,200,0,115,59,255,33,0,3,0,1,3,0,1,1,9,3,2,485
321,"P.S.MEERAPUR ROOM NO 1",496,429,0,925,361,261,0,622,7,0,31,165,361,51,2,3,1,1,2,1,1,0,3,0,0,622
322,"P.S.MEERAPUR ROOM NO 2",360,314,0,674,228,171,0,399,20,0,36,70,179,91,2,1,0,1,2,1,0,2,5,1,8,399
323,"P.S. ADRA ROOM NO 1",515,512,0,1027,315,265,0,580,20,0,176,87,226,59,4,3,1,1,2,2,0,0,11,1,7,580
324,"P.S.TAHSIPUR ROOM NO 1",410,360,0,770,308,242,0,550,550,0,20,91,356,67,4,3,0,0,2,0,0,2,2,1,2,550
325,"P.S.AMANIYAPUR  ROOM NO 1",327,272,0,599,270,215,0,485,20,0,10,121,321,21,0,1,1,0,0,0,0,1,2,3,4,485
326,"J.H.S.KOTWADHAM ROOM NO 1",435,372,0,807,380,122,0,502,289,0,20,157,256,50,1,2,1,2,4,0,1,1,1,1,5,502
327,"J.H.S.KOTWADHAM ROOM NO 2",554,477,0,1031,363,244,0,607,1,0,60,96,330,95,3,2,1,3,0,1,0,2,7,2,5,607
328,"P.S.MARDARPUR  ROOM NO1",430,370,0,800,307,257,0,564,52,0,44,105,373,20,0,1,0,3,1,1,1,3,8,1,3,564
329,"P.S.MARAUCHA ROOM NO 1",464,389,1,854,311,198,0,509,263,0,160,65,73,184,2,0,4,2,0,2,2,3,6,2,4,509
330,"P.S.MARAUCHA ROOM NO 2",435,373,0,808,307,277,0,584,4,0,302,38,91,123,3,1,8,0,2,3,0,1,5,2,5,584
331,"P.S.SAHNIMAU ROOM NO 1",173,151,0,324,155,123,0,278,1,0,11,148,96,17,0,0,0,1,0,2,0,1,0,0,2,278
332,"J.H.S..AMRAKATEHRA  ROOM NO 1",219,213,0,432,192,147,0,339,7,0,6,41,254,30,1,0,4,0,0,0,0,0,2,0,1,339
333,"P.S.SEKHPURTUTRU ROOM NO 1",570,452,0,1022,400,268,0,668,250,0,215,78,253,90,6,3,1,1,0,0,0,1,7,3,10,668
334,"P.S.SIRAULIGUNG ROOM NO 1",554,385,0,939,325,203,0,528,527,0,39,67,303,89,2,1,2,0,2,3,3,3,4,1,9,528
335,"P.S.PARSA ROOM NO 1",514,368,0,882,287,162,0,449,153,0,13,128,215,64,6,3,1,0,0,1,0,3,6,3,6,449
336,"P.S.DHAKWAMAFI ROOM NO 1",231,187,0,418,138,107,0,245,46,0,12,38,130,58,1,0,1,0,1,0,0,0,0,1,3,245
337,"J.H.S..PARA ROOM NO 1",789,541,0,1330,462,218,0,680,380,0,82,171,182,163,5,11,3,6,9,9,7,7,11,4,10,680
338,"J.H.S..PARA ROOM NO 2",479,324,0,803,242,163,0,405,400,0,54,45,227,40,2,4,1,0,0,3,0,3,11,5,10,405
339,"P.S.BEHATA ROOM NO 1",579,449,0,1028,317,297,0,614,113,0,58,25,339,116,8,7,4,4,8,6,5,7,12,3,12,614
340,"MAJHARAYPUR  BANDH TEMPORARY CONSTRUCTION",857,658,0,1515,399,287,0,686,550,0,55,37,296,192,10,8,5,3,1,6,9,9,11,13,31,686
341,"P.S.MUDIYADEEH ROOM NO 1",558,437,0,995,372,272,0,644,615,0,124,93,196,212,2,6,1,2,0,1,0,0,4,0,3,644
342,"P.S.SANAWAROOM NO 1",392,292,0,684,250,180,0,430,410,0,98,16,220,76,1,2,0,0,1,3,1,2,4,4,2,430
343,"P.S.TELWARI ROOM NO 1",279,213,0,492,152,138,0,290,288,0,26,11,191,47,0,1,2,2,1,0,0,2,3,1,3,290
344,"P.S.KARONI ROOM NO 1",695,583,0,1278,442,366,0,808,808,0,129,13,335,276,8,1,2,5,1,2,4,5,7,7,13,808
