"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KESHRI DEVI","2 - NAND GOPAL GUPTA NANDI","3 - SHYAMA CHARAN GUPTA","4 - KUNWAR REWATI RAMAN SINGH ALIAS MANI","5 - MOHD. AMEEN AZHAR ANSARI","6 - ADARSH SHASTRI","7 - GAYTRI PRASAD","8 - CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI ADVOCATE","9 - NISTHA DEV MAURYA","10 - MAHENDRA KUMAR","11 - SHYAM SUNDAR DAS","12 - RAJENDRA PRASAD","13 - WAHID ALI ALIAS WAJID ALI","14 - SANJAY ROBINSON","15 - AJEET KUMAR","16 - DRAUPADI DEVI","17 - PARMANAND","18 - BRIJESH KUMAR","19 - SHYAM CHARAN","20 - SHIV PRASAD AGRAHARI","21 - SHAILENDRA KUMAR PRAJAPATI","22 - HIRA LAL","23 - HANSRAJ","24 - None of the Above","Total Votes Secured"
278,"PRA,PA.DEVGHAT PU.BHAG",537,473,0,1010,333,217,0,550,549,0,162,133,123,96,2,1,1,0,2,3,7,2,1,3,1,9,1,0,1,0,0,1,1,0,550
279,"PRA.PA.DEVGHAT M. BHAG",548,495,0,1043,312,248,0,560,560,0,146,73,201,106,6,3,0,1,0,2,2,1,0,3,2,4,1,1,0,3,1,2,0,2,560
280,PRA.PA.DEVGHAT(BAITHAKVA),708,571,0,1279,304,236,0,540,398,0,102,125,56,167,7,15,3,0,5,2,3,1,2,3,3,14,10,10,1,1,1,1,3,5,540
281,PRA.PA.JMUVA,269,208,0,477,170,119,0,289,67,0,51,6,205,13,0,3,1,0,0,1,0,0,0,1,3,1,2,0,0,1,0,0,1,0,289
282,PRA.PA.CHHADHAGADHA,652,544,0,1196,404,297,0,701,692,0,148,80,145,297,3,4,3,0,3,5,2,0,0,1,2,2,0,2,0,1,1,0,1,1,701
283,PRA.PA.CHHADHAGADHA(SHIVPUR),542,501,0,1043,394,334,0,728,324,0,138,80,52,349,12,4,1,3,4,6,2,3,8,7,7,20,7,3,0,7,4,1,2,8,728
284,PRA.PA.PATEHARI,853,695,0,1548,466,371,0,837,52,0,337,122,147,147,5,5,1,2,6,0,4,3,2,3,7,16,6,0,2,7,2,1,4,8,837
285,PRA.PA.RAMXADH,560,514,0,1074,370,326,0,696,300,0,4,22,144,474,7,2,2,3,0,6,1,0,9,4,2,7,0,1,2,1,1,1,1,2,696
286,PRA.PA.RAJAPUR,664,562,0,1226,419,345,0,764,168,0,58,94,174,364,16,1,1,2,3,1,1,4,1,2,1,6,6,5,6,11,0,1,4,2,764
287,PRA.PA.GAUHANI,381,349,0,730,248,188,0,436,191,0,110,109,126,59,2,4,1,1,1,1,2,3,2,2,2,2,1,2,1,4,0,0,1,0,436
288,"PRA.PA.BARHULA KHURD",187,181,0,368,130,120,0,250,250,0,13,45,133,37,2,6,0,0,0,1,2,1,0,1,0,3,1,0,0,2,0,1,0,2,250
289,"PRA.PA.BARHULA KALA U.BHAG",413,366,0,779,264,234,0,498,6,0,159,37,184,61,1,5,1,2,1,2,2,0,4,4,5,20,4,0,0,4,1,0,0,1,498
290,"PRA.PA.BARAHULAKALA D.BHAG",443,402,0,845,268,193,0,461,311,0,77,140,149,60,0,8,2,0,2,1,0,2,3,0,0,7,2,1,3,0,0,0,0,4,461
291,PRA.PA.AYODHYA,689,599,0,1288,465,354,0,819,15,0,101,121,407,131,5,3,1,1,2,3,1,3,1,7,5,12,1,3,2,3,1,2,0,3,819
292,"PRA.PA.RAMPUR KALA",574,509,0,1083,334,306,0,640,607,0,98,118,199,158,5,1,2,4,4,0,3,2,6,2,1,14,3,2,0,9,2,1,0,6,640
293,PRA.PA.SEMJIHA(RAMPURKALA),351,293,0,644,186,131,0,317,317,0,22,26,153,103,4,0,0,0,1,0,1,1,1,0,0,2,0,0,0,3,0,0,0,0,317
294,PRA.PA.GHUGHA,414,363,0,777,240,202,0,442,235,0,31,143,210,25,2,2,1,1,0,1,1,1,0,2,3,5,0,0,1,4,2,2,1,4,442
295,PRA.PA.SLAITA,351,308,0,659,250,214,0,464,58,0,51,119,163,95,6,1,0,1,0,0,0,3,3,2,4,5,2,0,4,0,0,1,2,2,464
296,"PRA.PA.MADHPHAKALA U.BHAG",563,519,0,1082,451,258,0,709,665,0,308,104,217,30,1,0,0,0,6,4,2,1,0,4,3,13,5,1,3,0,2,1,0,4,709
297,"PRA.PA.MADHPHAKALA D.BHAG",489,417,0,906,243,204,0,447,15,0,121,56,201,16,2,1,0,0,6,2,5,7,3,6,8,7,0,1,0,1,1,1,0,2,447
298,PRA.PA.RAJPUR,499,444,0,943,380,323,0,703,53,0,117,173,224,146,2,1,1,1,2,0,0,2,3,3,4,9,1,2,2,5,3,0,1,1,703
299,"PRA.PA. BERI",551,500,0,1051,351,277,0,628,628,0,178,15,224,148,6,4,1,0,2,1,3,3,4,8,2,12,1,2,2,6,2,0,3,1,628
300,PRA.PA.PANDEYPUR,311,246,0,557,188,166,0,354,194,0,10,112,121,86,2,2,0,0,0,1,0,1,1,2,3,2,2,0,2,2,1,1,2,1,354
301,PRA.PA.KEDHVAR,449,396,0,845,277,233,0,510,510,0,45,121,256,24,3,1,1,2,2,17,1,3,3,1,6,7,3,3,1,3,1,0,4,2,510
302,PRA.PA.SIRAVALPU.BHAG,494,448,0,942,332,275,0,607,9,0,100,90,279,91,0,3,1,3,1,2,2,1,2,3,3,5,3,2,10,2,0,2,0,2,607
303,"PRA.PA.SIRAVAL P.BHAG",476,387,0,863,350,250,0,600,91,0,119,98,215,85,1,2,0,0,2,41,1,0,2,10,5,7,1,1,0,1,0,3,4,2,600
304,PRA.PA.JHARVANIYAN,290,260,0,550,181,157,0,338,85,0,22,56,171,30,4,1,0,1,0,25,2,0,1,2,5,5,1,1,3,4,0,2,1,1,338
