"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ASHOK SINGH","2 - RAKESH PANDEY","3 - RAM MURTI VERMA","4 - HARI OM PANDEY","5 - GOPAL NISHAD","6 - JAHAR SINGH KASHYAP","7 - BALMUKUND DHURIYA","8 - BRIJESH KUMAR","9 - RAM BAHAL VERMA","10 - SREERAM","11 - SURENDRA KUMAR","12 - SURESH KUMAR BAUDDH","13 - TIGER RAMNIHOR PATEL","14 - VINOD KUMAR TIWARI","15 - None of the Above","Total Votes Secured"
162,"P.V. MAHMADPUR RAMDEEN SINGH",300,286,0,586,203,190,0,393,393,0,2,167,38,163,2,2,0,2,0,5,3,2,3,1,3,393
163,"P.V. HARAIYA PURVI KAKSH",424,420,0,844,293,294,0,587,587,0,14,114,89,333,4,3,2,6,1,1,2,3,6,3,6,587
164,"P.V. HARAIYA PASCHIMI KAKSH",552,497,0,1049,437,319,0,756,756,0,7,277,25,385,4,22,2,3,2,6,0,6,3,4,10,756
165,"P.V. BARHI MOHANPUR",223,239,0,462,156,149,0,305,302,0,6,121,23,140,2,2,1,0,0,2,0,2,1,3,2,305
166,"P.V. BASKHARI UTTARI KAKSH",870,668,0,1538,555,413,0,968,968,0,14,37,134,752,5,0,2,1,0,3,1,7,4,2,6,968
167,"P.V. BASKHARI DAKSHINI KAKSH",896,736,0,1632,500,427,0,927,927,0,23,107,371,394,6,3,0,3,1,0,1,3,5,2,8,927
168,"P.V. BASKHARI DWITIY",889,750,0,1639,543,390,0,933,933,0,8,61,396,441,3,1,2,12,0,0,2,4,1,2,0,933
169,"P.M.V. BASKHARI PURVI KAKSH",611,549,0,1160,361,360,0,721,715,0,8,278,140,188,1,81,1,4,0,0,2,4,3,3,8,721
170,"P.M.V. BASKHARI MADHYA KAKSH KAKSH",452,406,0,858,270,239,0,509,508,0,15,105,118,212,1,36,1,4,0,5,2,2,2,2,4,509
171,"P.V. MALIKPUR",522,393,0,915,297,231,0,528,519,1,5,112,75,313,0,0,0,3,0,1,0,9,3,2,5,528
172,"S.S.S.BHAWAN GODAM BAJDAHIYA PAIPUR",665,586,0,1251,422,342,0,764,764,0,8,208,175,309,4,21,2,1,0,1,3,8,7,4,13,764
173,"P.V. BAJDAHIYA PAIPUR-2",455,378,0,833,310,215,0,525,525,0,4,231,18,247,2,4,1,1,1,0,0,5,4,4,3,525
174,"P.V. MOTIGARPUR PURVI KAKSH",438,368,0,806,242,219,0,461,461,0,9,150,81,197,2,0,0,5,0,1,0,5,4,1,6,461
175,"P.V. MOTIGARPUR PASCHIMI KAKSH",521,493,0,1014,348,280,0,628,610,0,9,417,17,165,1,1,1,4,0,0,3,0,4,1,5,628
176,"P.V. MOTIGARPUR ATIRIKT KAKSH",179,173,0,352,87,92,0,179,177,0,6,47,62,53,1,1,0,0,0,3,0,2,1,1,2,179
177,"P.V. BASAHIYA",736,636,0,1372,465,344,0,809,809,0,22,168,50,480,40,4,2,1,0,3,0,15,10,3,11,809
178,"P.V. BADHIYANI",534,468,0,1002,364,312,0,676,676,0,10,265,53,312,3,2,0,2,0,4,5,4,7,3,6,676
179,"P.V. DASRAICHA",342,331,0,673,234,214,0,448,448,0,9,89,39,284,3,1,1,1,0,2,0,3,7,5,4,448
180,"P.V. MOHAMMADPUR SABUKPUR KAKSH SAN.-1",518,437,0,955,288,272,0,560,555,0,3,116,18,354,44,3,1,0,1,3,2,3,4,2,6,560
181,"P.V. MOHAMMADPUR SABUKPUR KAKSH SAN.-2",650,520,0,1170,338,287,0,625,620,0,8,102,117,362,12,6,2,1,0,1,2,5,1,3,3,625
182,"P.V. TANDAWA MISHRA UTTARI KAKSH",263,238,0,501,160,101,0,261,261,0,0,36,49,169,0,0,0,0,0,0,1,0,2,2,2,261
183,"P.V. TANDAWA MISHRA DAKSHINI KAKSH",383,311,0,694,199,180,0,379,377,0,10,58,85,210,5,2,1,0,0,1,0,3,1,3,0,379
184,"P.V. BANIYANI-1",578,502,0,1080,254,251,0,505,501,0,2,166,144,149,4,24,1,0,0,0,3,2,3,3,4,505
185,"P.V. BANIYANI-1 ATIRIKT KAKSH",359,318,0,677,158,194,0,352,352,0,11,122,149,57,0,3,0,3,1,0,0,2,1,1,2,352
186,"P.V. HUSENPUR GIRANT",389,310,0,699,230,220,0,450,450,0,3,150,39,245,1,0,1,2,0,0,0,3,1,2,3,450
187,"P.V. PURACHAUBEY",382,323,0,705,225,209,0,434,434,0,3,90,73,250,4,0,0,0,1,1,1,4,5,1,1,434
188,"P.V. SABUKPUR",564,530,0,1094,360,355,0,715,715,0,7,134,69,407,1,67,1,1,1,1,1,10,6,2,7,715
189,"P.M.V. JALLAPUR SABUKPUR UTTARI KAKSH",188,169,0,357,120,115,0,235,220,0,1,70,41,102,3,10,0,0,0,0,0,1,6,0,1,235
190,"P.M.V. JALLAPUR SABUKPUR MADHYA KAKSH",491,418,0,909,294,275,0,569,569,0,16,275,65,193,1,4,0,0,0,6,1,3,4,1,0,569
191,"P.M.V. JALLAPUR SABUKPUR DAKSHINI KAKSH",393,323,0,716,218,201,0,419,418,0,3,122,82,174,3,20,0,1,0,0,1,3,5,1,4,419
192,"P.V. SONHAN",456,374,0,830,293,257,0,550,542,0,10,134,52,347,0,0,0,0,1,0,1,3,0,1,1,550
193,"P.V. EKDALLA",805,719,0,1524,546,473,0,1019,1015,0,13,316,189,430,1,3,7,2,0,18,3,7,17,5,8,1019
194,"P.V. SULEMPUR PARSAWAN",723,615,0,1338,484,423,0,907,895,0,10,267,45,511,7,8,2,6,4,3,3,16,14,3,8,907
195,"SHREE RAM NARAYAN U.M.V. FOOLPUR UTTARI KAKSH",583,467,0,1050,385,324,0,709,636,0,9,182,159,267,59,6,1,3,0,0,3,6,7,3,4,709
196,"SHREE RAM NARAYAN U.M.V. FOOLPUR DAKSHINI KAKSH",689,629,0,1318,427,408,0,835,772,0,8,131,168,468,5,6,2,2,1,10,4,12,7,5,6,835
197,"SHREE RAM NARAYAN U.M.V. FOOLPUR PURVI KAKSH",699,615,0,1314,427,407,0,834,821,0,10,221,155,402,3,1,0,2,2,3,4,9,8,2,12,834
198,"P.V. FOOLPUR",709,629,0,1338,405,413,0,818,818,0,12,89,382,312,4,0,3,1,0,0,4,3,6,1,1,818
199,"P.V. KALYANPUR",517,430,0,947,324,270,0,594,594,0,7,155,56,348,7,9,0,0,0,0,2,3,1,2,4,594
200,"P.V. LANGRI PRITHIVIPUR UTTARI KAKSH",215,197,0,412,122,134,0,256,250,0,3,150,22,70,5,1,0,0,0,1,0,3,0,0,1,256
201,"P.V. LANGRI PRITHIVIPUR DAKSHINI KAKSH",748,625,0,1373,447,420,0,867,866,0,13,214,58,543,10,1,1,5,1,4,1,7,2,3,4,867
202,"P.V. NASEERABAD",540,531,0,1071,264,282,0,546,543,0,7,223,175,103,0,14,0,0,1,0,3,5,6,1,8,546
203,"M.P.J.H.S. NAURAHNI RAMPUR",520,434,0,954,244,271,0,515,494,0,5,149,66,277,2,1,0,2,0,0,1,6,3,1,2,515
204,"P.V. FIDAIPUR GANESHPUR",440,389,0,829,235,236,0,471,471,0,12,135,31,271,3,3,0,2,0,1,0,9,3,0,1,471
205,"P.V. TILKARPUR",711,630,0,1341,391,377,0,768,768,0,18,217,135,350,7,10,3,4,0,4,2,5,4,4,5,768
206,"P.V. HARDASPUR",228,175,0,403,137,125,0,262,262,0,2,175,11,67,1,4,0,0,0,0,0,0,0,1,1,262
207,"P.V. NARKATA BAIRAGIPUR",522,421,0,943,320,295,0,615,615,0,10,92,81,386,8,5,2,2,1,1,4,12,4,3,4,615
208,"U.P.V. TURSAMPUR",250,234,0,484,164,166,0,330,330,0,5,84,8,209,1,11,2,0,0,1,2,4,2,0,1,330
209,"P.V. FAJILPUR USKA",436,435,0,871,244,214,0,458,423,0,8,99,112,216,2,3,0,0,0,0,0,4,7,5,2,458
210,"P.V. DHAURAHRA",343,294,0,637,199,202,0,401,401,0,1,147,52,184,2,1,0,1,0,0,0,10,1,0,2,401
211,"P.V. JALALPUR MANIKPUR",378,342,0,720,247,254,0,501,501,0,1,148,89,238,3,4,1,0,0,1,2,7,3,1,3,501
212,"AZAD J.H.S. MUNDERA UTTARI KAKSH",521,423,0,944,282,255,0,537,520,0,8,208,205,98,2,1,0,2,0,0,4,2,0,1,6,537
213,"AZAD J.H.S. MUNDERA MADHYA KAKSH",496,421,0,917,329,252,0,581,581,0,14,133,257,166,0,2,1,1,0,1,0,1,0,3,2,581
214,"AZAD J.H.S. MUNDERA DAKSHINI KAKSH",724,758,0,1482,373,397,0,770,379,0,12,233,328,180,4,1,1,0,1,1,2,2,1,2,2,770
215,"P.V. RAMPUR BENIPUR",783,717,0,1500,426,447,0,873,873,0,39,323,178,296,6,4,2,3,0,0,1,10,5,2,4,873
216,"P.V. RASOOLPUR MUNDERA PURVI KAKSH",767,703,0,1470,387,384,0,771,771,0,13,288,200,234,1,2,1,2,0,4,5,3,6,0,12,771
217,"P.V. RASOOLPUR MUNDERA PASCHIMI KAKSH",204,188,0,392,149,134,0,283,283,0,3,126,70,76,1,2,0,1,0,0,0,0,2,0,2,283
218,"P.V. HARSAMHAR",818,695,0,1513,430,424,0,854,854,0,24,166,269,350,4,5,1,0,0,5,9,9,0,6,6,854
219,"P.V. AUJHIPUR",520,453,0,973,259,280,0,539,539,0,12,179,96,227,1,7,0,12,0,0,0,2,3,0,0,539
220,"P.V ARIBPUR",358,340,0,698,181,230,0,411,411,0,7,198,185,0,0,6,0,6,0,1,0,4,0,2,2,411
221,"P.V. DAUDPUR",652,534,0,1186,247,254,0,501,402,0,1,148,89,238,3,4,1,0,0,1,2,7,3,1,3,501
222,"P.V. BARHI AIDILPUR",678,596,0,1274,373,386,0,759,759,0,15,105,160,458,7,1,1,2,0,1,0,1,6,0,2,759
223,"P.V. JAINUDDINPUR PURVI KAKSH",796,678,0,1474,406,416,0,822,822,0,38,374,266,128,1,1,1,0,0,0,0,3,4,3,3,822
224,"P.V. JAINUDDINPUR PASCHIMI KAKSH",428,371,0,799,267,205,0,472,297,0,3,147,55,253,3,0,0,0,0,0,2,5,1,1,2,472
225,"P.V. SHANKERPUR VISHUNPUR",388,339,0,727,232,208,0,440,440,0,2,130,61,227,1,3,0,0,0,1,4,2,4,3,2,440
226,"P.V. AKBELPUR",295,242,0,537,176,185,0,361,361,0,4,159,20,164,1,0,0,2,0,5,0,3,2,0,1,361
227,"P.M.V. TARAULI MUBARAKPUR",399,346,0,745,225,233,0,458,450,0,5,147,11,265,5,16,2,0,0,0,0,2,1,2,2,458
228,"P.V. VERGI NIZAMPUR",364,290,0,654,249,200,0,449,449,0,3,195,142,101,0,0,1,1,0,1,0,1,1,2,1,449
229,"PV. TANDAWA DARAB",303,251,0,554,180,185,0,365,365,0,10,112,70,151,3,13,1,0,0,1,0,0,2,1,1,365
230,"P.V. DHANJAWAL UTTARI KAKSH",380,370,0,750,220,214,0,434,424,0,9,75,138,167,1,22,1,5,0,0,2,7,4,0,3,434
231,"P.V. DHANJAWAL DAKSHINI KAKSH",357,310,0,667,175,193,0,368,368,0,3,116,49,184,1,2,0,0,0,0,1,6,4,1,1,368
232,"P.V. KEWTALA UTTARI KAKSH",799,620,0,1419,417,400,0,817,800,0,9,187,368,201,2,9,0,6,1,3,2,10,8,4,7,817
233,"P.V. KEWTALA DAKSHINI KAKSH",372,314,0,686,189,196,0,385,385,0,4,84,101,179,2,3,0,0,1,0,2,4,4,1,0,385
234,"P.V. KAJIPUR",266,232,0,498,150,142,0,292,292,0,1,62,63,149,4,0,2,0,0,0,1,3,2,1,4,292
235,"P.V. DHEKWA BAHAUDDINPUR",661,570,0,1231,370,333,0,703,703,0,14,228,213,238,1,1,0,2,0,0,1,2,1,1,1,703
236,"KISAN J.H.S. SEMUR KHANPUR PURVI KAKSH",588,479,0,1067,314,289,0,603,603,0,8,258,48,238,1,30,0,1,0,0,3,6,4,3,3,603
237,"KISAN J.H.S. SEMUR KHANPUR PASCHIMI KAKSH",550,514,0,1064,260,296,0,556,539,0,16,253,107,157,1,5,0,2,1,0,2,2,2,5,3,556
238,"P.V. FATEHNOORPUR",376,332,0,708,213,213,0,426,422,0,6,195,26,163,0,14,0,2,0,0,2,8,4,1,5,426
239,"P.V. DAULATPUR",281,254,0,535,220,193,0,413,413,0,0,152,18,226,0,2,1,0,1,0,0,2,4,4,3,413
240,"R.R.I.C.HANSWAR PASCHIMI KAKSH SAN-37",557,469,0,1026,274,386,0,660,660,0,5,227,135,238,5,2,0,1,1,2,3,10,16,5,10,660
241,"R.R.I.C.HANSWAR UTTARI-1 KAKSH SAN-42",417,356,0,773,176,190,0,366,354,0,4,85,258,13,0,1,0,0,0,0,0,1,3,0,1,366
242,"R.R.I.C.HANSWAR UTTARI-1 KAKSH SAN-45",768,668,0,1436,404,349,0,753,753,0,18,348,286,78,0,1,0,0,0,4,1,3,4,6,4,753
243,"M.S.N.I.C.HANSWAR DAKSHINI KAKSH SAN-14",801,709,0,1510,401,408,0,809,809,0,17,109,239,413,3,4,0,1,2,0,4,9,1,3,4,809
244,"M.S.N.I.C.HANSWAR PURVI-1 KAKSH SAN-5",887,800,0,1687,423,510,0,933,900,0,33,270,362,255,0,3,0,2,1,0,0,2,1,1,3,933
245,"M.S.N.I.C.HANSWAR PURVI-2 KAKSH SAN-6",782,669,0,1451,455,372,0,827,827,0,17,389,186,206,3,2,1,3,2,1,2,4,2,3,6,827
246,"P.V. HANSWAR PURVI KAKSH",790,621,0,1411,467,394,0,861,861,0,8,360,249,219,4,2,0,4,1,0,0,1,6,5,2,861
247,"P.V. HANSWAR PASCHIMI KAKSH",815,674,0,1489,412,315,0,727,727,0,16,304,247,132,1,0,2,3,1,0,3,5,4,4,5,727
248,"P.V. SINGHPUR",451,391,0,842,294,258,0,552,533,0,4,119,122,280,1,3,0,1,1,1,0,6,5,3,6,552
249,"P.V. BHULEPUR PURVI KAKSH",169,153,0,322,101,93,0,194,193,0,0,58,31,99,2,0,0,0,0,0,1,0,2,1,0,194
250,"P.V. BHULEPUR PASCHIMI KAKSH",621,535,0,1156,381,350,0,731,731,0,6,313,245,108,3,36,1,5,1,0,1,3,3,3,3,731
251,"MADRSA ANWARUL ULUM BHULEPUR PURVI KAKSH",826,658,0,1484,549,400,0,949,949,0,20,517,404,4,0,1,0,0,1,0,0,0,0,0,2,949
252,"MADRSA ANWARUL ULUM BHULEPUR PASCHIMI KAKSH",820,696,0,1516,536,358,0,894,894,0,5,373,373,103,3,5,0,5,0,2,0,12,7,2,4,894
253,"P.V. HARNIDEEH",410,358,0,768,233,246,0,479,479,0,4,113,61,228,1,43,0,3,0,1,7,5,6,5,2,479
254,"P.V. MAHMOODPUR",354,320,0,674,208,214,0,422,422,0,1,168,43,200,0,0,0,0,0,0,0,0,3,4,3,422
255,"P.V. DAYAMPUR",344,336,0,680,205,239,0,444,444,0,10,231,45,151,0,2,0,0,0,0,0,3,1,0,1,444
256,"P.V. MEDHI SULEMPUR",656,605,0,1261,406,418,0,824,824,0,15,245,133,351,3,56,1,0,0,2,1,5,3,4,5,824
257,"P.M.V. LAKHANPUR",622,550,0,1172,377,360,0,737,737,0,14,311,86,248,4,2,0,1,0,4,43,5,7,8,4,737
258,"P.V. GOKULPUR-2",606,567,0,1173,354,358,0,712,712,0,12,185,111,353,6,15,1,5,0,2,6,4,6,4,2,712
259,"P.V. ARUSA AZAMPUR",608,547,0,1155,348,380,0,728,728,0,15,361,58,261,4,2,0,1,0,1,1,9,3,5,7,728
260,"P.V. MOHAMMADPUR MUSALMAN PURVI KAKSH",508,474,0,982,285,300,0,585,585,0,13,44,290,210,3,6,0,3,1,0,5,3,6,1,0,585
261,"P.V. MOHAMMADPUR MUSALMAN PASCHIMI  KAKSH",296,244,0,540,162,183,0,345,343,0,6,258,18,49,1,3,0,0,1,0,0,4,1,2,2,345
262,"P.V. TANDAWA DHARUPUR",336,305,0,641,204,197,0,401,400,0,6,105,10,174,5,77,3,1,0,1,3,6,4,3,3,401
263,"U.M.V. SEMRA NASEERPUR",688,625,0,1313,395,397,0,792,791,0,13,285,46,418,0,9,0,2,1,0,0,8,4,2,4,792
264,"P.V. SEMRA NASEERPUR",609,580,0,1189,345,344,0,689,689,0,6,210,156,288,3,8,0,1,0,0,2,5,4,2,4,689
265,"P.V. GOHILA PURVI KAKSH",863,706,0,1569,464,387,0,851,851,0,15,113,323,367,4,0,0,3,1,1,3,10,6,2,3,851
266,"P.V. GOHILA PASCHIMI KAKSH",439,361,0,800,232,215,0,447,447,0,4,132,82,208,2,1,1,1,0,0,2,3,5,5,1,447
267,"P.V. MAKOIYA",658,587,0,1245,364,385,0,749,749,0,28,224,241,232,3,3,1,2,1,1,0,3,4,1,5,749
268,P.V.JAMAUPUR,446,379,0,825,277,261,0,538,538,0,4,258,16,241,3,8,0,0,0,0,1,1,0,4,2,538
269,"P.V. DONDO PASCHIMI KAKSH",233,215,0,448,152,142,0,294,277,0,1,128,51,101,1,4,0,1,1,0,0,1,4,1,0,294
270,"P.V. DONDO PURVI KAKSH",792,656,0,1448,382,399,0,781,781,0,30,127,483,126,2,3,1,1,0,0,1,2,4,0,1,781
271,"P.V. MAKHDOOM NAGAR",389,365,0,754,253,236,0,489,489,0,4,260,30,181,0,3,0,0,1,0,1,3,3,0,3,489
272,"H.J.I.C.ASHRAFPUR KICHHAUCHHA K.N.-7",758,607,0,1365,483,417,0,900,900,0,8,30,149,666,6,0,0,2,1,4,1,17,6,5,5,900
273,"H.J.I.C.ASHRAFPUR KICHHAUCHHA K.N.-8",771,625,0,1396,394,390,0,784,784,0,46,155,313,243,3,2,2,5,0,0,2,1,6,2,4,784
274,"P.V. ASHRAFPUR KICHHAUCHHA UTTARI KAKSH",649,499,0,1148,406,324,0,730,730,0,7,290,264,127,4,20,0,1,0,3,0,2,1,4,7,730
275,"P.V. ASHRAFPUR KICHHAUCHHA DAKSHINI KAKSH",627,453,0,1080,352,247,0,599,552,0,3,332,189,48,1,2,0,3,0,0,0,4,2,4,11,599
276,"P.V. ASHRAFPUR KICHHAUCHHA MADHYA KAKSH",758,601,0,1359,434,291,0,725,718,0,22,202,207,279,2,1,0,2,0,1,0,4,1,1,3,725
277,"KANYA P.M.V. KICHHAUCHHA UTTARI KAKSH",645,554,0,1199,397,358,0,755,713,0,12,93,33,593,4,5,1,0,0,1,1,4,4,3,1,755
278,"KANYA P.M.V. KICHHAUCHHA DAKSHINI KAKSH",690,573,0,1263,362,320,0,682,682,0,29,217,161,184,3,79,1,0,0,0,1,2,0,2,3,682
279,"KANYA P.M.V. KICHHAUCHHA MADHYA KAKSH",360,291,0,651,242,233,0,475,441,0,8,64,39,324,6,6,0,1,0,1,2,6,9,4,5,475
280,"P.V. PURABAJGOTI",765,636,0,1401,422,376,0,798,742,0,11,67,241,393,12,41,2,0,3,0,3,6,9,0,10,798
281,"P.V. BHINDUR UTTARI KAKSH",846,719,0,1565,429,419,0,848,848,0,6,315,58,390,6,31,1,1,2,3,7,10,4,5,9,848
282,"P.V. BHINDUR MADHYA KAKSH",554,476,0,1030,278,275,0,553,553,0,9,21,107,390,5,6,0,6,0,0,0,6,1,1,1,553
283,"P.V. BHINDUR DAKSHINI KAKSH",400,306,0,706,221,193,0,414,404,0,4,32,30,310,7,7,2,2,1,1,2,4,3,5,4,414
284,"U.P.V. BHINDUR PASCHIMI KAKSH",557,432,0,989,232,244,0,476,476,0,8,128,33,239,8,36,0,0,0,0,0,5,9,1,9,476
285,"U.P.V. BHINDUR PASCHIMI MADHYA KAKSH",366,359,0,725,179,240,0,419,419,0,8,35,23,266,1,50,1,0,3,0,1,5,13,5,8,419
286,"P.V. RAMDEEH SARAY SHUKUL BAZAR PURVI KAKSH",878,737,0,1615,540,414,0,954,944,0,15,191,155,565,0,3,1,1,1,6,0,6,6,2,2,954
287,"P.V. RAMDEEH SARAY SHUKUL BAZAR PASCHIMI KAKSH",769,681,0,1450,382,364,0,746,740,0,10,234,202,252,3,1,0,3,1,2,3,12,10,6,7,746
288,"P.M.V. RAMDEEH SARAY",654,513,0,1167,371,309,0,680,680,0,15,182,66,324,43,6,2,4,1,21,1,6,5,0,4,680
289,"P.V. PADARIYA FAULADPUR",421,384,0,805,241,231,0,472,472,0,6,180,130,135,0,13,0,0,0,1,0,4,2,1,0,472
