"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - NIRANJAN SINGH DHANGAR","2 - MANOJ KUMAR SONI","3 - RAJESH KUMAR DIWAKER","4 - RAMJI LAL SUMAN","5 - SUNHARI LAL","6 - OMPRKASH","7 - DALVIR SINGH","8 - NIRANJAN SINGH","9 - RAJA RAM","10 - None of the Above","Total Votes Secured"
205,MAHADAURA,654,567,0,1221,386,303,0,689,233,0,8,170,358,147,0,2,0,1,1,2,689
206,MAHADAURA,234,200,0,434,173,134,0,307,296,0,2,58,115,127,1,0,4,0,0,0,307
207,"KANTHI KI NAGARIYA",398,365,0,763,220,196,0,416,346,0,1,68,144,199,2,1,0,0,0,1,416
208,GORAI,712,538,0,1250,447,268,0,715,650,0,92,89,454,77,0,1,0,1,0,1,715
209,GORAI,835,661,0,1496,595,354,0,949,913,0,65,113,581,163,12,3,2,3,4,3,949
210,"TODA KA VAS MAJRA GORAI",487,389,0,876,273,156,0,429,229,0,37,33,332,22,2,1,0,0,2,0,429
211,"TODA KA VAS MAJRA GORAI",595,488,0,1083,370,223,0,593,593,0,119,75,297,88,5,1,3,1,0,4,593
212,SIKATARA,447,389,0,836,267,199,0,466,408,0,178,37,198,41,2,1,2,2,3,2,466
213,JAMAU,627,529,0,1156,335,316,0,651,620,0,2,85,387,165,2,5,0,4,0,1,651
214,PACHARA,509,452,0,961,287,279,0,566,566,0,4,124,412,20,2,1,0,2,0,1,566
215,"KHEM KA WAS",422,380,0,802,246,202,0,448,442,0,100,126,186,32,1,0,0,2,1,0,448
216,KUVARA,560,423,0,983,341,223,0,564,564,0,5,123,364,70,0,0,1,1,0,0,564
217,SHYAMGARHI,760,623,0,1383,416,343,0,759,754,0,35,254,345,110,6,4,0,3,0,2,759
218,"WAS FATELI",476,386,0,862,287,229,0,516,508,0,39,44,370,63,0,0,0,0,0,0,516
219,"SUDAMA KA WAS",459,358,0,817,301,238,0,539,538,0,7,70,406,52,1,0,0,2,1,0,539
220,"CHINTA KA WAS",393,326,0,719,208,173,0,381,379,0,27,45,290,11,4,2,0,1,0,1,381
221,SURAJA,524,461,0,985,358,290,0,648,648,0,431,34,165,13,0,0,0,0,1,4,648
222,KARAULI,320,277,0,597,217,209,0,426,426,0,139,65,165,49,3,0,1,1,0,3,426
223,"AMARPUR DAHANA",467,403,0,870,249,204,0,453,453,0,9,165,258,13,0,2,2,2,0,2,453
224,CHHAICHU,603,504,0,1107,352,263,0,615,610,0,80,46,320,162,2,0,0,1,2,2,615
225,"MAHAWALA MAJRA CHHAICHU",644,517,0,1161,381,252,0,633,393,0,135,43,417,27,3,1,2,3,0,2,633
226,CHHAICHU,529,432,0,961,211,109,0,320,160,0,78,61,164,12,2,1,0,1,0,1,320
227,GADUA,734,570,0,1304,447,295,0,742,706,0,155,52,496,26,0,2,0,3,5,3,742
228,HAROTHA,742,642,0,1384,469,328,0,797,765,0,33,159,535,47,0,5,3,4,3,8,797
229,MUMAREJA,389,341,0,730,237,205,0,442,441,0,41,160,202,30,1,2,1,0,0,5,442
230,"NAGALA MALLU MAJARA HARAUTHA",510,429,0,939,386,299,0,685,685,0,20,90,542,30,0,0,0,3,0,0,685
231,"NAGALA RAJUA",237,182,0,419,173,134,0,307,297,0,24,2,270,7,1,1,0,1,0,1,307
232,"GADHI VUCHA",549,493,0,1042,324,276,0,600,598,0,6,146,400,43,0,2,2,0,0,1,600
233,"VALAKAN NAGARIYA MAJRA KUAGAWN",376,335,0,711,209,174,0,383,374,0,46,81,237,16,2,0,0,1,0,0,383
234,"KAMALAPUR MARAUTHA",227,213,0,440,125,139,0,264,159,0,3,96,146,14,0,1,1,3,0,0,264
235,SEVANAPUR,359,315,0,674,247,196,0,443,443,0,43,127,223,40,4,2,0,1,1,2,443
236,SALEMAPUR,443,404,0,847,264,268,0,532,532,0,31,113,188,195,2,1,0,0,0,2,532
237,KANCHIROLI,563,442,0,1005,335,248,0,583,576,0,44,161,333,34,4,2,1,0,0,4,583
238,BISHANAPUR,429,382,0,811,346,252,0,598,573,0,5,73,494,25,0,0,0,0,1,0,598
239,KAIMAWALI,615,520,0,1135,376,259,0,635,310,0,99,78,438,10,2,2,2,2,2,0,635
240,BALIPUR,347,260,0,607,220,149,0,369,368,0,10,105,229,17,6,1,0,1,0,0,369
241,BHILAPUR,375,308,0,683,247,214,0,461,135,0,151,77,191,40,0,1,0,1,0,0,461
242,GURSENA,822,694,0,1516,533,375,0,908,908,0,183,91,523,81,4,3,1,5,6,11,908
243,SATALAPUR,562,487,0,1049,358,262,0,620,400,0,71,192,306,43,0,1,1,1,1,4,620
244,"BHAURA GORAVA",994,807,0,1801,594,344,0,938,929,0,259,146,491,24,5,0,5,2,1,5,938
245,"KAREKA MAJRA BHAURA GORAVA",565,502,0,1067,327,274,0,601,599,0,61,78,429,9,3,2,1,5,3,10,601
246,"ALIYASPUR BHMVRA",315,281,0,596,184,185,0,369,360,0,38,88,236,4,0,0,0,1,1,1,369
247,MAHUA,767,639,0,1406,440,328,0,768,740,0,9,2,637,62,50,2,2,2,1,1,768
248,MAHUA,268,225,0,493,146,116,0,262,251,0,3,122,119,4,6,1,3,0,1,3,262
249,JAROTH,635,507,0,1142,344,313,0,657,100,0,13,418,153,60,3,3,1,2,1,3,657
250,BAROTH,268,234,0,502,193,182,0,375,374,0,22,62,260,20,4,2,1,1,1,2,375
251,UDAYPURA,259,236,0,495,168,132,0,300,298,0,22,150,101,17,0,1,1,1,4,3,300
252,VICHULA,533,457,0,990,375,294,0,669,282,0,14,160,474,14,1,1,0,2,2,1,669
253,"HASTPUR CHANDRAPHARI",719,634,0,1353,455,357,0,812,788,0,88,43,629,36,2,2,2,2,1,7,812
254,"HASTPUR CHANDRAPHARI",754,712,0,1466,479,453,0,932,905,0,133,163,394,207,2,3,1,6,3,20,932
255,MAKHDUMPUR,717,623,0,1340,431,360,0,791,450,0,32,207,328,216,6,1,0,0,0,1,791
256,VIDARIKA,547,441,0,988,398,313,0,711,711,0,78,383,219,25,0,1,0,1,1,3,711
257,RAMPUR,392,339,0,731,263,218,0,481,481,0,51,223,164,30,4,4,1,1,1,2,481
258,VOVALA,356,321,0,677,250,209,0,459,136,0,125,1,314,13,0,0,0,5,0,1,459
259,"NAGALA CHURA",440,375,0,815,308,256,0,564,564,0,156,157,206,40,0,0,0,1,0,4,564
260,"RUSTAMPUR KHOJAN",325,284,0,609,225,192,0,417,417,0,52,210,137,12,1,0,1,0,1,3,417
261,"RUSTAMPUR GOTANA",183,145,1,329,112,107,0,219,52,0,0,19,111,86,3,0,0,0,0,0,219
262,VIJAIHARA,280,238,0,518,187,162,0,349,344,0,30,27,229,54,1,0,2,1,3,2,349
263,KAUAKHEDA,146,141,0,287,103,111,0,214,214,0,50,29,129,5,0,0,0,0,0,1,214
264,PADHIL,726,603,0,1329,428,330,0,758,757,0,127,99,460,65,0,2,0,2,1,2,758
265,BAJGADHI,762,629,0,1391,429,267,0,696,696,0,174,3,483,26,2,0,0,3,2,3,696
266,AGORNA,658,581,0,1239,410,333,0,743,743,0,83,87,483,72,6,5,3,1,1,2,743
267,TAHARPUR,643,560,0,1203,412,344,0,756,100,0,19,122,574,27,6,2,0,3,1,2,756
268,MUHRENI,514,443,0,957,309,280,0,589,587,0,31,48,328,172,4,1,1,3,0,1,589
269,NAVALPUR,372,329,2,703,258,196,0,454,451,0,26,8,399,12,2,2,1,1,1,2,454
270,"SAHARA KALA",411,384,0,795,291,274,0,565,394,0,8,142,307,95,3,2,2,4,0,2,565
271,"SAHARA KHUDR",565,480,0,1045,387,307,0,694,693,0,29,106,433,120,1,0,2,1,1,1,694
272,BHATOI,429,376,0,805,310,247,0,557,557,0,12,139,394,12,0,0,0,0,0,0,557
273,"NAGALA MOHAN",240,248,0,488,165,152,0,317,317,0,3,302,9,2,0,0,0,0,0,1,317
274,"KHEDIYA PATAL",363,327,0,690,264,234,0,498,69,0,0,261,207,28,0,0,0,1,0,1,498
275,MANOHARPUR,420,355,0,775,266,202,0,468,92,0,35,137,229,61,1,2,1,1,0,1,468
276,"NAGALA NAHCHALA",208,189,1,398,194,160,0,354,153,0,10,0,284,58,1,0,0,0,0,1,354
277,"KAKA MAJRA NAGAL NAHCHALA",330,293,0,623,251,220,0,471,22,0,251,64,122,26,0,1,0,2,1,4,471
278,"NAGALA AHIVASI",454,397,0,851,316,229,0,545,545,0,46,29,321,130,13,3,0,2,0,1,545
279,"NAGALA JARA",355,311,0,666,231,210,0,441,441,0,4,236,135,54,0,8,1,0,1,2,441
280,BASAI,330,296,0,626,226,185,0,411,410,0,7,59,282,55,1,2,2,1,0,2,411
281,"KHEDIYA GURDEV",547,479,0,1026,322,289,0,611,196,0,34,99,341,124,5,0,1,3,2,2,611
282,PHULAPUR,242,210,0,452,146,109,0,255,250,0,104,1,110,39,1,0,0,0,0,0,255
283,TEHRA,791,688,0,1479,585,468,0,1053,900,0,146,189,628,52,30,0,2,1,1,4,1053
284,NAVANAGAR,264,248,0,512,222,147,0,369,369,0,7,75,269,13,0,2,0,1,1,1,369
285,VAYOHI,399,347,0,746,267,225,0,492,492,0,6,231,129,113,3,4,1,1,1,3,492
286,"RAMPUR VAKTARA",183,170,0,353,128,94,0,222,222,0,65,2,150,1,0,1,0,0,0,3,222
287,KISHANAPUR,263,240,0,503,188,183,0,371,351,0,0,350,5,15,1,0,0,0,0,0,371
288,IGLAS,854,673,0,1527,447,358,0,805,541,0,108,27,624,34,2,2,0,5,0,3,805
289,IGLAS,482,427,0,909,296,248,0,544,541,0,18,328,123,59,2,7,3,1,2,1,544
290,IGLAS,794,734,0,1528,538,412,0,950,450,0,36,10,758,119,15,0,2,4,2,4,950
291,IGLAS,588,519,0,1107,398,295,0,693,690,0,8,87,507,74,3,1,0,1,0,12,693
292,IGLAS,370,332,0,702,261,205,0,466,466,0,8,29,375,47,6,0,0,0,0,1,466
293,IGLAS,713,596,0,1309,450,315,0,765,763,0,57,42,600,54,5,1,1,0,0,5,765
294,IGLAS,283,235,0,518,192,132,0,324,324,0,18,16,255,33,0,1,0,1,0,0,324
295,LALPUR,548,473,0,1021,363,308,0,671,67,0,45,106,415,84,2,7,1,3,2,6,671
296,ASAWAR,777,670,0,1447,500,411,0,911,911,0,38,63,608,183,3,3,2,3,2,6,911
297,ASAWAR,382,362,0,744,262,216,0,478,478,0,61,11,340,56,3,3,0,0,0,4,478
298,ASAWAR,573,511,0,1084,363,304,0,667,667,0,18,16,497,128,3,0,0,1,1,3,667
299,KARTHALA,820,718,0,1538,583,413,0,996,994,0,10,279,570,127,6,0,1,2,0,1,996
300,VISAHULI,816,696,0,1512,524,381,0,905,850,0,40,135,558,151,7,1,1,3,3,6,905
301,VISAHULI,807,731,0,1538,497,360,0,857,111,0,50,275,508,20,1,0,1,0,0,2,857
302,SIKURRA,466,402,0,868,262,232,0,494,494,0,26,72,292,92,3,1,0,2,2,4,494
303,SIKURRA,204,177,0,381,129,101,0,230,160,0,89,31,108,2,0,0,0,0,0,0,230
304,"HARIYA KI NAGRIYA",293,242,0,535,229,168,0,397,397,0,32,68,294,2,1,0,0,0,0,0,397
305,VYAUHARA,735,647,0,1382,418,304,0,722,721,0,98,261,329,17,5,0,0,5,4,3,722
306,TIKAPUR,215,193,0,408,158,135,0,293,237,0,2,125,144,13,1,0,4,1,0,3,293
307,BADAMPUR,225,197,0,422,164,128,0,292,292,0,100,87,96,3,2,1,0,1,0,2,292
308,TARSARA,352,302,0,654,244,207,0,451,449,0,13,166,261,3,2,0,0,0,4,2,451
309,KANDALI,387,327,0,714,293,230,0,523,502,0,22,152,277,65,1,1,0,1,1,3,523
310,KANDALI,364,322,0,686,248,202,0,450,420,0,14,160,266,3,2,2,1,0,0,2,450
311,"SATLONI KALAN",484,398,0,882,289,228,0,517,108,0,31,153,265,62,2,2,0,0,0,2,517
312,"SATLONI KHARD",642,550,0,1192,366,330,0,696,675,0,23,188,472,7,0,1,0,4,0,1,696
313,JAHRAULI,447,359,0,806,267,215,0,482,482,0,22,164,277,11,1,3,1,0,2,1,482
314,"DHANDHARIYA MAJRA ALIPURA",368,326,1,695,258,194,0,452,309,0,4,14,423,7,2,1,0,0,0,1,452
315,SARKORIYA,386,321,0,707,245,194,0,439,309,0,199,44,188,4,0,1,0,1,0,2,439
316,TAMOTIYA,797,629,0,1426,463,400,0,863,860,0,44,481,312,8,8,5,1,1,1,2,863
317,DHORIYA,525,450,0,975,339,261,0,600,600,0,201,32,277,80,1,1,1,0,4,3,600
318,"TARAPUR MAJRA USARPUR TARAPUR",546,457,0,1003,284,241,0,525,128,0,84,163,238,13,5,3,6,3,4,6,525
319,JEEVANPUE,244,211,0,455,175,126,0,301,301,0,56,8,221,10,2,0,0,3,0,1,301
320,KALINJARI,605,536,0,1141,379,314,0,693,663,0,73,284,298,25,0,1,0,3,4,5,693
321,BHANAU,431,349,1,781,245,201,0,446,446,0,3,85,334,19,0,0,2,0,2,1,446
322,BESWAN,485,445,0,930,350,285,0,635,632,0,22,124,320,145,14,0,1,2,1,6,635
323,BESWAN,569,504,0,1073,365,307,0,672,348,0,15,46,499,105,3,1,0,0,0,3,672
324,BESWAN,460,399,0,859,290,219,0,509,455,0,6,46,362,85,3,2,2,2,0,1,509
325,"KILA BESWAN",721,590,0,1311,475,312,0,787,787,0,47,23,668,44,1,0,2,0,0,2,787
326,MUKANDAPUR,175,150,0,325,117,124,0,241,241,0,1,194,43,0,0,0,0,0,1,2,241
327,"NAYA WAS",642,545,0,1187,445,360,0,805,805,0,27,311,443,10,3,2,1,5,2,1,805
328,SANGILA,825,609,0,1434,543,368,0,911,775,0,55,162,652,16,5,2,1,5,3,10,911
329,"CHUHARA MAJRA SATHINI",662,529,0,1191,419,284,0,703,699,0,306,22,361,6,0,1,0,2,1,4,703
330,SATHINI,576,463,0,1039,295,229,0,524,524,0,19,236,210,47,3,1,0,2,5,1,524
331,"SHYORA MAJRA SATHINI",647,529,0,1176,344,216,0,560,560,0,32,100,399,11,7,2,1,3,1,4,560
332,"SHYORA MAJRA SATHINI",587,513,0,1100,373,288,0,661,535,0,10,305,333,6,0,1,0,0,1,5,661
333,"NAND NAGALA",139,127,0,266,120,109,0,229,217,0,0,212,7,7,3,0,0,0,0,0,229
334,"MONIYA MAJRA SATHINI",600,499,0,1099,333,271,0,604,604,0,68,84,397,50,0,2,0,1,0,2,604
335,DISAWAR,514,399,0,913,344,208,0,552,548,0,61,16,463,6,0,1,0,2,1,2,552
336,"KOHAN GRAM",468,383,0,851,366,262,0,628,628,0,175,51,391,6,0,0,0,1,2,2,628
337,SATHINI,542,460,0,1002,314,225,0,539,539,0,88,38,377,16,9,1,0,2,1,7,539
338,MANKROL,666,554,0,1220,444,285,0,729,723,0,50,224,389,52,4,0,0,3,2,5,729
339,JAWAR,701,619,0,1320,430,328,0,758,200,0,24,116,449,151,4,5,1,3,1,4,758
340,JAWAR,770,572,0,1342,444,208,0,652,646,0,16,100,290,230,4,2,4,1,1,4,652
341,JAWAR,564,478,0,1042,351,275,0,626,626,0,16,240,342,17,1,0,3,2,2,3,626
342,JAWAR,320,264,1,585,203,150,0,353,353,0,24,152,167,3,0,2,1,2,1,1,353
343,MAI,922,791,0,1713,648,428,0,1076,657,0,102,35,911,15,3,3,1,1,0,5,1076
344,PURANA,601,538,1,1140,365,285,0,650,650,0,0,188,387,66,1,2,2,2,0,2,650
345,"NAGALA DAGURA",451,396,0,847,291,262,0,553,553,0,13,184,302,46,1,1,1,1,0,4,553
346,MOHAKAMPUR,686,610,0,1296,480,353,0,833,833,0,15,163,518,124,1,3,1,1,2,5,833
347,"GARHU DHANU",168,148,0,316,145,115,0,260,191,0,0,52,193,15,0,0,0,0,0,0,260
348,MAHATAPUR,616,519,0,1135,421,299,0,720,720,0,114,52,531,10,4,1,0,3,1,4,720
349,DOONKANI,445,383,0,828,302,222,0,524,135,0,18,78,426,1,0,0,0,1,0,0,524
350,MALIK,339,293,0,632,234,168,0,402,393,0,130,5,263,4,0,0,0,0,0,0,402
351,ANUPIYA,612,549,0,1161,378,275,0,653,653,0,41,58,509,28,1,2,3,4,3,4,653
352,SAARDHARI,636,581,0,1217,452,387,0,839,745,0,145,204,347,129,4,0,1,2,2,5,839
353,"NAGALA HARAKANNA",372,323,0,695,262,108,0,370,152,0,19,34,283,24,1,0,1,3,1,4,370
354,BHARATPUR,310,287,0,597,212,185,0,397,397,0,68,114,151,58,2,1,0,1,0,2,397
355,KAJROTH,760,647,0,1407,504,355,0,859,859,0,59,151,503,130,4,2,0,4,3,3,859
356,KAJROTH,322,271,0,593,172,129,0,301,301,0,7,126,142,10,2,5,2,2,2,3,301
357,KAJROTH,556,446,0,1002,343,234,0,577,462,0,3,347,171,51,0,0,1,0,3,1,577
358,MADORA,279,236,0,515,213,175,0,388,274,0,11,204,163,6,1,1,0,1,0,1,388
359,SITAPUR,445,354,0,799,305,253,0,558,558,0,102,19,262,172,0,0,0,0,2,1,558
360,NAUGAVAN,613,498,0,1111,353,252,0,605,605,0,176,114,225,84,2,0,2,0,0,2,605
361,PAHADIPUR,235,211,0,446,140,140,0,280,259,0,1,177,90,11,1,0,0,0,0,0,280
362,BAHARAMPUR,386,331,0,717,251,217,0,468,521,0,38,338,84,7,0,0,0,0,0,1,468
363,"NAGALA GOPAL",347,305,0,652,232,213,0,445,445,0,4,43,217,177,1,0,1,0,0,2,445
364,TOCHHIGARH,632,552,0,1184,362,315,0,677,675,0,102,35,500,25,1,3,0,6,0,5,677
365,TOCHHIGARH,572,505,0,1077,341,290,0,631,400,0,16,10,477,114,2,1,1,5,3,2,631
366,TOCHHIGARH,829,705,0,1534,459,411,0,870,697,0,107,164,550,37,9,0,0,1,0,2,870
367,TOCHHIGARH,113,105,0,218,63,61,0,124,121,0,28,4,59,33,0,0,0,0,0,0,124
368,AKHAIPUR,347,281,0,628,242,179,0,421,421,0,20,140,253,2,3,0,0,1,1,1,421
369,BAIRAMGADHI,258,230,0,488,184,147,0,331,105,0,40,114,153,19,1,0,2,1,0,1,331
370,HARIRAMPUR,506,432,0,938,340,278,0,618,556,0,145,192,234,34,3,2,2,3,2,1,618
371,KANAURA,339,289,0,628,208,183,0,391,184,0,57,63,267,2,0,0,0,1,1,0,391
372,KARAS,827,731,0,1558,478,399,0,877,877,0,73,182,479,124,0,3,0,4,4,8,877
373,KARAS,232,204,0,436,133,128,0,261,261,0,26,64,147,2,17,2,2,0,0,1,261
374,"BASELI  MAJRA  KARAS",562,457,0,1019,336,303,0,639,624,0,38,235,305,53,2,1,0,2,0,3,639
375,"FATEHPUR MAJRA KARAS",877,715,0,1592,546,425,0,971,970,0,177,338,364,83,1,2,1,3,1,1,971
376,BELOTH,599,524,0,1123,421,357,0,778,747,0,2,372,382,17,1,1,1,0,0,2,778
377,"RAHATPUR  IMLIYA",574,517,0,1091,374,317,0,691,680,0,103,72,454,51,3,0,0,4,1,3,691
378,BAHADURPUR,414,362,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,NAYA,501,439,0,940,274,202,0,476,426,0,119,77,251,13,2,2,0,4,4,4,476
380,"GANGA GADHI MAJRA NAYA",525,453,0,978,355,281,0,636,634,0,200,30,381,16,0,2,0,2,1,4,636
381,TURI,419,349,0,768,289,198,0,487,487,0,32,131,287,33,1,1,0,1,0,1,487
382,"BADA KHURD",388,295,0,683,275,177,0,452,397,0,69,126,242,13,1,0,1,0,0,0,452
383,"BADHA KALA",400,324,1,725,274,234,0,508,508,0,133,40,325,5,3,1,0,0,0,1,508
384,PILAKHUNIYA,384,330,0,714,226,217,0,443,442,0,75,78,271,13,2,2,0,0,0,2,443
385,SURAJA,324,288,0,612,249,218,0,467,467,0,4,336,120,1,1,0,1,2,1,1,467
386,MANIPUR,425,358,0,783,261,254,0,515,491,0,88,137,130,145,1,1,2,5,2,4,515
387,DOLATABAD,293,229,0,522,186,145,0,331,331,0,53,39,233,2,1,1,0,1,0,1,331
388,ASROI,777,609,0,1386,474,326,0,800,800,0,256,19,501,18,2,0,0,2,0,2,800
389,ASROI,421,329,0,750,251,159,0,410,392,0,167,28,206,7,1,1,0,0,0,0,410
