"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - KANWAR SINGH TANWAR","2 - FARHAT HASAN","3 - RAKESH TIKAIT","4 - HUMERA AKHTAR","5 - KHAJAN SINGH","6 - BRAJLAL","7 - MAHESH","8 - RAKESH","9 - RAJPAL","10 - SARVESH KUMAR SAINI","11 - SYED KALBE RUSHAID RIZVI","12 - HUSNEIN RAZAA","13 - NARESH KUMAR","14 - NARESH CHAND","15 - SURENDRA SINGH","16 - None of the Above","Total Votes Secured"
179,"PRIMARY SCHOOL, ROOM 1",514,406,0,920,333,246,0,579,579,0,51,5,5,504,4,0,0,0,0,0,0,0,4,0,0,6,579
180,"PRIMARY SCHOOL, ROOM 3",384,301,0,685,319,262,0,581,579,0,31,2,0,538,4,0,1,0,0,0,1,0,1,0,0,3,581
181,"PRIMARY SCHOOL, ROOM 2",765,669,0,1434,546,500,0,1046,1046,0,351,58,2,614,6,1,0,1,0,3,1,0,0,2,0,7,1046
182,"KISAN INTER COLLEGE, ROOM 1",447,391,0,838,373,367,0,740,739,0,559,164,1,5,1,0,0,0,0,0,0,0,1,1,5,3,740
183,"PRIMARY SCHOOL, ROOM 1",369,303,0,672,263,221,0,484,471,0,201,37,5,230,2,0,0,0,0,0,0,0,3,3,1,2,484
184,"PRIMARY SCHOOL, ROOM 1",448,366,0,814,333,303,0,636,626,0,259,65,1,297,2,0,0,0,0,1,0,0,4,0,2,5,636
185,"PRIMARY SCHOOL, ROOM 2",477,385,0,862,344,273,0,617,617,0,384,20,3,187,6,0,1,2,1,1,0,0,3,0,1,8,617
186,"PRIMARY SCHOOL",241,217,0,458,168,150,0,318,312,0,138,0,0,176,0,0,0,0,0,0,1,0,1,1,0,1,318
187,"PRIMARY SCHOOL, ROOM 1",459,390,0,849,346,311,0,657,655,0,323,36,1,284,4,0,1,0,0,0,0,0,1,0,2,5,657
188,"PRIMARY SCHOOL, ROOM 2",452,364,0,816,326,306,0,632,631,0,193,192,3,223,2,0,2,0,0,0,0,1,3,1,6,6,632
189,"PRIMARY SCHOOL",589,523,0,1112,402,438,0,840,840,0,35,266,4,526,2,2,0,0,0,0,1,1,0,0,2,1,840
190,"JUNIOR HIGH SCHOOL, ROOM 1",446,389,0,835,296,302,0,598,598,0,313,15,2,254,1,0,0,0,0,2,0,0,0,1,2,8,598
191,"JUNIOR HIGH SCHOOL, ROOM 2",420,343,0,763,350,299,0,649,642,0,405,52,3,180,1,0,1,0,0,0,2,0,0,0,2,3,649
192,"PRIMARY SCHOOL",275,224,0,499,212,167,0,379,376,0,218,19,0,135,3,0,0,0,0,0,0,0,1,0,0,3,379
193,"JUNIOR HIGH SCHOOL",824,673,0,1497,539,483,0,1022,1018,0,551,118,0,324,1,2,0,0,1,0,0,3,0,2,5,15,1022
194,"PRIMARY SCHOOL",547,480,0,1027,448,410,0,858,858,0,542,17,1,293,2,0,0,0,0,0,0,0,0,1,1,1,858
195,"PRIMARY SCHOOL",195,188,0,383,183,172,0,355,346,0,350,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,355
196,"PRIMARY SCHOOL",371,336,0,707,299,289,0,588,588,0,387,24,1,173,0,0,0,0,0,0,0,1,0,0,0,2,588
197,"PRIMARY SCHOOL",642,578,0,1220,556,490,0,1046,1046,0,419,45,7,557,4,0,3,0,0,0,0,0,5,0,0,6,1046
198,"PRIMARY SCHOOL",695,599,0,1294,535,496,0,1031,1030,0,378,322,6,307,1,0,1,1,2,0,1,0,2,2,4,4,1031
199,"PRIMARY SCHOOL",393,362,0,755,380,338,0,718,715,0,652,42,10,7,0,0,0,0,0,0,1,0,0,0,1,5,718
200,"PRIMARY SCHOOL",674,558,0,1232,589,471,0,1060,1060,0,1027,23,0,1,0,0,0,0,0,0,0,0,1,0,1,7,1060
201,"RASHTRYA INTER COLLEGE",358,297,0,655,318,262,0,580,578,0,575,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,580
202,"PRIMARY SCHOOL",294,255,0,549,239,213,0,452,440,0,374,36,1,33,0,0,0,1,0,0,1,0,0,1,0,5,452
203,"PRIMARY SCHOOL",423,361,0,784,334,312,0,646,646,0,443,17,11,167,2,0,0,0,0,0,0,1,3,0,0,2,646
204,"PRIMARY SCHOOL",281,290,0,571,275,257,0,532,532,0,405,104,1,1,0,0,1,0,0,1,0,2,1,2,4,10,532
205,"PRIMARY SCHOOL",418,338,0,756,345,290,0,635,624,0,473,26,1,116,1,0,1,2,0,0,1,0,6,2,0,6,635
206,"PRIMARY SCHOOL",188,164,0,352,167,146,0,313,313,0,265,43,0,1,0,0,0,0,0,0,0,0,1,0,1,2,313
207,"PRIMARY SCHOOL",364,329,0,693,271,262,0,533,530,0,255,263,0,6,0,0,1,1,0,0,5,0,0,1,1,0,533
208,"PRIMARY SCHOOL",593,493,0,1086,504,420,0,924,924,0,809,63,1,37,0,0,0,0,0,3,1,0,0,0,0,10,924
209,"PRIMARY SCHOOL, ROOM 1",735,639,0,1374,558,523,0,1081,1081,0,7,135,11,870,13,7,1,0,1,3,2,3,6,2,5,15,1081
210,"PRIMARY SCHOOL, ROOM 2",640,581,0,1221,449,502,0,951,951,0,9,132,6,748,14,5,3,0,0,3,2,2,6,1,7,13,951
211,"PRIMARY SCHOOL",489,464,0,953,390,385,0,775,768,0,330,19,3,418,2,0,1,0,0,0,0,0,0,0,0,2,775
212,"PRIMARY SCHOOL",462,409,0,871,399,363,0,762,759,0,718,20,0,15,0,1,0,1,0,0,0,0,1,0,1,5,762
213,"PRIMARY SCHOOL",750,709,0,1459,623,604,0,1227,1227,0,799,152,5,239,4,2,0,0,1,4,0,1,0,0,2,18,1227
214,"PRIMARY SCHOOL, ROOM 1",591,523,0,1114,437,464,0,901,901,0,402,45,7,434,1,2,0,0,2,2,1,0,2,0,0,3,901
215,"PRIMARY SCHOOL, ROOM 2",520,470,0,990,457,412,0,869,865,0,368,173,9,307,4,1,1,1,0,0,1,0,0,1,1,2,869
216,"PRIMARY SCHOOL",439,370,0,809,384,319,0,703,701,0,512,163,0,20,0,0,0,0,1,0,1,0,3,0,1,2,703
217,"PRIMARY SCHOOL",259,263,0,522,227,232,0,459,459,0,385,0,1,71,0,0,0,0,0,0,0,0,0,0,0,2,459
218,"PRIMARY SCHOOL",380,336,0,716,330,308,0,638,638,0,545,7,4,74,0,0,1,0,0,2,0,0,0,2,0,3,638
219,"PRIMARY SCHOOL",372,344,0,716,337,290,0,627,627,0,600,9,3,10,0,1,0,0,0,0,0,0,1,1,0,2,627
220,"PRIMARY SCHOOL",817,660,0,1477,649,503,0,1152,1152,0,838,65,56,173,0,0,1,0,0,1,0,3,3,4,1,7,1152
221,"PRIMARY SCHOOL",438,411,0,849,342,346,0,688,300,0,316,108,3,230,2,1,12,0,0,1,2,0,1,2,4,6,688
222,"JUNIOR HIGH SCHOOL",240,232,0,472,196,185,0,381,381,0,222,74,71,5,0,0,1,0,0,0,0,0,1,2,1,4,381
223,"PRIMARY SCHOOL",322,311,0,633,252,244,0,496,496,0,329,128,13,13,0,0,0,1,0,0,0,1,4,0,1,6,496
224,"PRIMARY SCHOOL",229,217,0,446,199,181,0,380,300,0,318,38,3,15,0,0,1,0,0,1,0,0,0,1,0,3,380
225,"PRIMARY SCHOOL",321,293,0,614,237,187,0,424,424,0,247,28,3,130,0,0,0,1,0,2,2,0,2,1,1,7,424
226,"PRIMARY SCHOOL",265,217,0,482,218,186,0,404,404,0,162,129,2,98,1,2,1,0,0,0,0,1,2,0,3,3,404
227,"PRIMARY SCHOOL, ROOM 1",674,575,0,1249,548,456,0,1004,1002,0,698,132,23,133,2,1,0,0,0,2,2,2,1,0,1,7,1004
228,"PRIMARY SCHOOL, ROOM 2",589,485,0,1074,431,374,0,805,799,0,335,118,10,326,2,0,1,0,0,0,1,0,3,3,2,4,805
229,"PRIMARY SCHOOL",420,391,0,811,335,310,0,645,645,0,503,17,31,76,1,1,0,2,4,1,2,0,2,1,1,3,645
230,"JUNIOR HIGH SCHOOL",570,526,0,1096,487,425,0,912,901,0,680,128,9,72,1,0,0,0,0,2,0,0,6,1,3,10,912
231,"PRIMARY SCHOOL, ROOM 1",446,428,0,874,317,293,0,610,600,0,518,2,4,59,0,2,0,0,0,2,2,0,1,1,5,14,610
232,"PRIMARY SCHOOL, ROOM 2",707,591,0,1298,506,425,0,931,931,0,764,90,2,45,2,1,0,2,0,1,3,1,1,1,2,16,931
233,"PRIMARY SCHOOL",482,440,0,922,399,338,0,737,722,0,685,2,4,37,0,0,0,0,0,1,0,0,2,0,0,6,737
234,"PRIMARY SCHOOL",652,556,0,1208,532,461,0,993,992,0,294,399,52,225,0,1,1,0,0,2,0,0,3,1,6,9,993
235,"PRIMARY SCHOOL",664,604,0,1268,506,454,0,960,960,0,325,469,9,122,0,0,0,1,1,1,11,1,1,1,14,4,960
236,"PRIMARY SCHOOL",265,244,0,509,249,216,0,465,465,0,425,23,8,7,0,0,1,0,0,0,0,0,1,0,0,0,465
237,"PRIMARY SCHOOL",407,361,0,768,362,319,0,681,681,0,531,105,27,9,0,0,2,1,0,0,1,0,0,0,1,4,681
238,"PUSHPA DEVI SARASWATI INTER COLLEGE NEW BUILDING",474,403,0,877,365,298,0,663,656,0,532,43,14,62,1,1,0,0,1,0,1,0,0,1,1,6,663
239,"PRIMARY SCHOOL",259,224,0,483,229,192,0,421,418,0,367,23,20,6,0,0,0,0,0,0,0,0,0,0,1,4,421
240,"PRIMARY SCHOOL",239,189,0,428,216,173,0,389,388,0,313,31,30,5,1,0,0,0,1,0,0,0,0,0,1,7,389
241,"PRIMARY SCHOOL",353,402,0,755,317,349,0,666,666,0,621,5,21,13,0,0,0,0,0,0,0,0,1,1,1,3,666
242,"PRIMARY SCHOOL, ROOM 1",729,707,0,1436,575,561,0,1136,1100,0,814,39,4,253,1,6,0,1,0,0,1,1,4,0,4,8,1136
243,"PRIMARY SCHOOL, ROOM 2",556,512,0,1068,396,359,0,755,745,0,500,45,8,191,1,1,0,0,1,0,0,0,0,1,0,7,755
244,"PRIMARY SCHOOL",372,345,0,717,310,275,0,585,585,0,571,1,3,6,0,0,0,0,0,0,0,0,0,0,1,3,585
245,"PRIMARY SCHOOL",367,327,0,694,316,274,0,590,590,0,458,117,6,4,0,0,0,0,0,0,0,0,0,2,0,3,590
246,"JUNIOR HIGH SCHOOL, ROOM 1",601,441,0,1042,465,348,0,813,813,0,108,80,3,602,8,0,3,0,0,0,1,0,3,0,0,5,813
247,"JUNIOR HIGH SCHOOL, ROOM 3",475,379,0,854,360,279,0,639,633,0,179,70,3,383,1,0,0,0,0,1,0,1,0,0,1,0,639
248,"JUNIOR HIGH SCHOOL, ROOM 2",747,652,0,1399,565,520,0,1085,947,0,38,79,7,946,5,0,1,0,0,2,2,0,0,0,0,5,1085
249,"PRIMARY SCHOOL",440,415,0,855,352,321,0,673,621,0,579,31,31,18,1,0,0,1,0,1,0,0,0,3,3,5,673
250,"PRIMARY SCHOOL",415,371,0,786,353,306,0,659,659,0,120,516,7,2,0,1,1,0,0,1,1,0,0,0,4,6,659
251,"PRIMARY SCHOOL",240,195,0,435,219,176,0,395,385,0,342,23,25,2,0,0,0,0,0,0,0,0,0,0,0,3,395
252,"PRIMARY SCHOOL, ROOM 1",549,496,0,1045,360,310,0,670,650,0,146,36,6,464,2,1,1,0,0,1,0,3,8,0,1,1,670
253,"PRIMARY SCHOOL, ROOM 2",539,527,0,1066,334,327,0,661,659,0,42,32,1,572,6,1,0,0,0,1,0,0,2,1,0,3,661
254,"JUNIOR HIGH SCHOOL",818,713,0,1531,593,499,0,1092,1090,0,381,60,8,626,4,0,2,0,0,0,1,1,2,0,1,6,1092
255,"PRIMARY SCHOOL",687,599,0,1286,510,433,0,943,943,0,259,468,7,193,1,1,0,0,0,3,0,1,3,1,4,2,943
256,"PRIMARY SCHOOL",266,203,0,469,256,180,0,436,434,0,358,53,1,22,0,0,0,0,0,0,1,0,0,0,1,0,436
257,"PRIMARY SCHOOL",266,217,0,483,242,198,0,440,440,0,386,15,29,6,1,0,0,0,0,0,1,0,0,0,1,1,440
258,"PRIMARY SCHOOL",706,619,0,1325,580,500,0,1080,1080,0,793,205,25,42,0,0,0,0,3,0,1,2,1,0,3,5,1080
259,"PRIMARY SCHOOL",275,268,0,543,250,220,0,470,470,0,424,1,3,40,1,0,0,0,0,0,0,0,1,0,0,0,470
260,"PRIMARY SCHOOL",312,282,0,594,279,243,0,522,500,0,483,10,1,26,0,0,0,0,0,0,0,0,0,0,0,2,522
261,"PRIMARY PATHSHALA SIHALI JAGIR KAKSH 1",657,548,0,1205,521,434,0,955,955,0,75,273,8,577,5,0,1,1,0,1,1,1,3,2,2,5,955
262,"PRIMARY PATHSHALA SIHALI JAGIR KAKSH 2",540,496,0,1036,437,421,0,858,858,0,36,12,3,800,2,0,1,0,0,0,0,0,1,0,2,1,858
263,"PRIMARY PATHSHALA SIHALI JAGIR KAKSH 3",359,319,0,678,313,246,0,559,556,0,12,3,0,539,2,1,0,0,0,0,0,0,1,0,0,1,559
264,"KANYA JUNIOR HIGH SCHOOL SIHALI JAGIR KAKSH 1",568,505,0,1073,454,391,0,845,844,0,7,48,2,780,3,0,0,1,0,0,0,1,0,1,1,1,845
265,"KANYA JUNIOR HIGH SCHOOL SIHALI JAGIR KAKSH 2",330,284,0,614,255,223,0,478,478,0,0,34,1,435,0,0,0,0,0,0,2,1,2,0,1,2,478
266,"KANYA JUNIOR HIGH SCHOOL SIHALI JAGIR KAKSH 3",624,504,0,1128,433,296,0,729,729,0,28,17,4,673,5,0,1,0,0,0,1,0,0,0,0,0,729
267,"KANYA JUNIOR HIGH SCHOOL SIHALI JAGIR KAKSH 4",226,251,0,477,157,159,0,316,316,0,3,10,0,302,0,0,1,0,0,0,0,0,0,0,0,0,316
268,"PRIMARY PATHSHALA BASI SAHSAULI",492,410,0,902,406,348,0,754,754,0,666,7,1,58,0,0,0,0,0,0,0,0,1,1,1,19,754
269,"PRIMARY PATHSHALA SULTANTHER  MOHMMADPUR KAKSH 1",629,610,0,1239,511,462,0,973,973,0,525,365,5,64,1,1,1,1,0,1,0,0,1,2,0,6,973
270,"PRIMARY PATHSHALA SULTANTHER  MOHMMADPUR KAKSH 2",696,642,0,1338,590,499,0,1089,1089,0,875,86,4,86,2,0,2,3,0,0,1,1,5,5,2,17,1089
271,"PRIMARY PATHSHALA KATAI KAKSH 1",597,487,0,1084,449,394,0,843,827,0,103,33,4,684,7,0,0,1,3,0,0,0,2,2,1,3,843
272,"PRIMARY PATHSHALA KATAI KAKSH 2",259,251,1,511,172,181,0,353,350,0,39,5,1,299,1,1,1,0,0,0,0,0,2,1,1,2,353
273,"PRIMARY PATHSHALA LISRI BUJURG",379,346,1,726,315,288,0,603,603,0,10,89,3,486,3,1,0,0,1,1,1,1,2,2,2,1,603
274,"PRIMARY PATHSHALA BHIKANPUR SHUMALI",738,584,0,1322,484,460,0,944,943,0,589,197,3,139,0,0,0,0,0,1,0,0,1,1,0,13,944
275,"PRIMARY PATHSHALA CHOYA",453,390,0,843,347,296,0,643,640,0,450,132,2,45,0,0,0,1,0,1,0,0,0,1,1,10,643
276,"PRIMARY PATHSHALA PUTHI",471,391,0,862,349,312,0,661,656,0,292,51,7,307,0,0,1,0,1,1,0,0,0,1,0,0,661
277,"PRIMARY PATHSHALA BASERA KHURD",295,266,0,561,269,243,0,512,512,0,464,3,0,40,0,0,0,0,0,0,0,0,0,0,1,4,512
278,"PRIMARY PATHSHALA DAGARPURI",364,331,0,695,332,300,0,632,632,0,612,4,0,3,0,0,0,0,0,1,0,0,0,1,1,10,632
279,"PRIMARY PATHSHALA PIPLI DAUD",544,445,0,989,360,311,0,671,646,0,396,12,1,248,1,1,0,1,0,0,0,0,1,1,2,7,671
280,"PRIMARY PATHSHALA TANDA",621,513,0,1134,558,459,0,1017,1015,0,127,36,1,850,1,0,0,0,0,0,1,0,0,0,0,1,1017
281,"PRIMARY PATHSHALA YAKUBPUR",570,493,0,1063,366,389,0,755,755,0,339,77,6,306,3,0,1,1,2,0,3,1,6,0,2,8,755
282,"JUNIOR HIGH SCHOOL YAKUBPUR",425,366,0,791,277,257,0,534,534,0,272,42,2,212,1,0,0,0,0,0,1,0,2,0,0,2,534
283,"PRIMARY PATHSHALA SEMLA",391,363,0,754,317,295,0,612,590,0,496,80,2,30,0,0,1,0,0,0,0,0,1,0,0,2,612
284,"PRIMARY PATHSHALA ALAMPUR",412,355,0,767,340,296,0,636,635,0,448,168,0,8,1,1,0,0,0,1,1,0,0,1,3,4,636
285,"PRIMARY PATHSHALA MANOTA",737,651,0,1388,532,499,0,1031,1009,0,477,336,1,202,4,0,0,0,0,0,1,0,0,0,3,7,1031
286,"PRIMARY PATHSHALA MACHARA BHAGBANPUR",484,428,0,912,399,346,0,745,742,0,407,149,0,184,1,0,0,0,0,0,0,0,0,0,1,3,745
287,"PRIMARY PATHSHALA SAHPUR URF BHOOTKHADERI",268,265,0,533,238,240,0,478,478,0,385,3,0,73,1,0,0,0,0,0,0,0,2,2,0,12,478
288,"PRIMARY PATHSHALA MAKANPUR SHUMALI",514,450,0,964,427,401,0,828,825,0,660,99,7,42,0,0,0,1,0,1,0,4,2,1,0,11,828
289,"PRIMARY PATHSHALA SHERGAR",686,618,0,1304,538,472,0,1010,995,0,702,115,5,174,1,1,0,0,0,1,1,0,3,0,1,6,1010
290,"PRIMARY PATHSHALA NASIRPUR",383,336,0,719,336,280,0,616,616,0,496,54,1,43,2,0,0,0,0,1,0,0,3,1,1,14,616
291,"PRIMARY PATHSHALA PATAI BHUR",414,363,0,777,345,289,0,634,625,0,556,3,2,67,1,0,0,0,0,0,0,1,0,0,0,4,634
292,"PRIMARY PATHSHALA RAJOHA",749,679,1,1429,618,557,0,1175,1170,0,997,115,2,22,0,0,2,3,1,5,0,0,1,2,4,21,1175
293,"PRIMARY PATHSHALA HAFIZPUR",278,279,0,557,249,259,0,508,507,0,436,16,1,51,2,0,0,0,0,0,0,0,0,1,0,1,508
294,"PRIMARY PATHSHALA KHAJURI",319,289,0,608,269,228,0,497,497,0,406,19,6,61,1,0,0,0,1,0,0,0,0,0,0,3,497
295,"PRIMARY PATHSHALA TAHARPUR",364,319,0,683,298,274,0,572,572,0,535,4,1,15,0,1,1,0,0,0,0,1,2,1,0,11,572
296,"PRIMARY PATHSHALA BABANKHERI  KAKSH 1",638,599,0,1237,512,460,0,972,912,0,6,20,12,921,3,3,1,0,1,0,1,0,2,1,0,1,972
297,"PRIMARY PATHSHALA BABANKHERI  KAKSH 2",305,325,1,631,255,261,0,516,502,0,16,4,1,492,1,0,0,0,0,0,0,1,0,0,0,1,516
298,"PRIMARY PATHSHALA KARANPUR MAFI KAKSH 1",710,657,0,1367,593,507,0,1100,1077,0,1000,9,17,37,1,0,0,0,1,0,1,0,0,1,4,29,1100
299,"PRIMARY PATHSHALA KARANPUR MAFI KAKSH 2",456,409,0,865,402,358,0,760,760,0,661,55,7,12,0,1,0,1,0,2,0,0,1,1,5,14,760
300,"PRIMARY PATHSHALA AHRAULA AHMAD YAR KHAN",427,379,0,806,387,342,0,729,728,0,613,99,4,6,1,0,0,0,0,0,0,0,0,1,0,5,729
301,"PRIMARY PATHSHALA RAMPUR BHUR KAKSH 1",512,476,0,988,474,445,0,919,917,0,471,432,3,4,0,0,0,0,0,0,0,0,0,1,3,5,919
302,"PRIMARY PATHSHALA RAMPUR BHUR KAKSH 2",337,349,0,686,276,294,0,570,568,0,72,487,4,1,0,0,0,0,1,0,0,0,0,4,1,0,570
303,"PRIMARY PATHSHALA MUBARAKPUR KALAN KAKSH 1",635,533,0,1168,464,390,0,854,846,0,123,349,3,356,1,3,0,1,0,0,2,3,1,2,7,3,854
304,"PRIMARY PATHSHALA MUBARAKPUR KALAN KAKSH 2",344,292,0,636,162,156,0,318,318,0,191,38,1,83,0,0,0,0,0,0,1,1,0,1,1,1,318
305,"PRIMARY PATHSHALA SHEKHUPUR  KAKSH 1                             JHAKRI",598,557,0,1155,526,456,0,982,982,0,788,118,10,48,0,1,0,1,1,0,0,0,1,1,0,13,982
306,"PRIMARY PATHSHALA SHEKHUPUR  JHAKRI  KAKSH 2",262,235,0,497,229,191,0,420,420,0,217,177,3,11,1,0,0,0,0,0,5,1,0,1,2,2,420
307,"PRIMARY PATHSHALA CHAKORI",617,572,0,1189,557,519,0,1076,1073,0,854,46,0,154,1,1,1,0,0,1,0,0,1,1,4,12,1076
308,"PRIMARY PATHSHALA DOMKHERA",297,293,0,590,275,270,0,545,545,0,510,16,2,15,0,0,0,0,0,0,1,0,0,0,0,1,545
309,"PRIMARY PATHSHALA MOHMMADPUR BANGAR",341,300,0,641,323,289,0,612,612,0,589,8,3,8,1,1,0,0,0,0,0,0,0,0,0,2,612
310,"PRIMARY PATHSHALA BALANAGAL",211,195,0,406,166,161,0,327,327,0,135,150,2,36,1,1,0,0,0,0,0,0,0,1,1,0,327
311,"PRIMARY PATHSHALA NAGALIYA MUNSHI",338,313,0,651,322,280,0,602,602,0,557,15,0,23,2,0,0,1,1,1,0,0,0,0,0,2,602
312,"PRIMARY PATHSHALA OSHAMAFI",398,370,0,768,316,302,0,618,613,0,421,148,1,41,0,0,0,0,0,0,0,0,0,2,0,5,618
313,"PRIMARY PATHSHALA DEHRA",626,536,0,1162,514,466,0,980,980,0,676,7,3,285,2,0,0,0,0,0,0,0,0,1,1,5,980
314,"PRIMARY PATHSHALA SAHELIYA",360,342,1,703,294,290,0,584,581,0,313,184,3,75,0,0,1,0,0,1,0,0,2,1,1,3,584
315,"PRIMARY PATHSHALA JIHAL",689,664,0,1353,568,542,0,1110,1107,0,336,126,3,617,7,0,0,0,1,1,1,1,3,2,5,7,1110
316,"PRIMARY PATHSHALA NURPUR KALAN",324,313,0,637,268,249,0,517,490,0,172,30,5,305,0,0,0,0,0,0,1,0,1,2,1,0,517
317,"PRIMARY PATHSHALA LUHARI BHUR",390,349,0,739,374,315,0,689,689,0,688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,689
318,"PRIMARY PATHSHALA SABDALPUR SHUMALI",314,289,0,603,282,258,0,540,540,0,447,60,1,29,0,0,0,0,0,0,0,0,0,1,0,2,540
319,"PRIMARY PATHSHALA BAHADURPUR GULAM ALI",606,547,0,1153,534,465,0,999,987,0,901,14,34,29,0,0,0,1,0,0,0,1,1,3,2,13,999
320,"PRIMARY PATHSHALA TASIHA MILAK",662,567,0,1229,618,440,0,1058,1058,0,1012,14,3,18,0,0,0,0,1,0,0,3,2,1,0,4,1058
321,"PRIMARY PATHSHALA TELIPURA KHALSA",427,372,0,799,307,270,0,577,577,0,454,76,2,23,0,1,0,0,0,1,1,0,1,3,4,11,577
322,"PRIMARY PATHSHALA PITHKHERA",377,345,0,722,326,274,0,600,596,0,426,111,1,54,1,1,1,0,0,1,0,0,0,0,0,4,600
323,"PRIMARY PATHSHALA TUKLABAD",801,721,1,1523,560,543,0,1103,1097,0,359,389,8,326,2,0,2,0,0,0,1,0,4,0,6,6,1103
324,"PRIMARY PATHSHALA UMARPUR",138,121,0,259,115,100,0,215,215,0,160,4,0,44,0,1,1,0,0,1,0,0,2,0,0,2,215
325,"PRIMARY PATHSHALA GHOSHIPURA",278,258,0,536,241,236,0,477,477,0,336,121,4,12,0,0,0,0,0,0,0,0,0,0,1,3,477
326,"PRIMARY PATHSHALA NAGALIYA JAT",208,194,0,402,191,170,0,361,351,0,288,3,3,64,0,0,1,0,0,1,0,0,0,0,0,1,361
327,"PRIMARY PATHSHALA PIPLI MEKCHAND",359,297,0,656,302,253,0,555,555,0,298,157,36,59,0,0,0,0,0,0,0,0,0,0,1,4,555
328,"PRIMARY PATHSHALA JALALPUR KHURD",253,238,0,491,207,196,0,403,403,0,256,118,2,22,0,0,0,0,1,0,0,0,0,1,1,2,403
329,"PRIMARY PATHSHALA KUBI",437,351,0,788,357,297,0,654,622,0,316,304,5,16,0,2,0,0,1,0,1,1,2,2,3,1,654
330,"PRIMARY PATHSHALA DEHRI JAT",377,334,0,711,336,275,0,611,611,0,553,5,31,18,2,0,0,0,0,0,0,0,0,0,0,2,611
331,"PRIMARY PATHSHALA GHRONT",504,465,0,969,393,360,0,753,749,0,611,82,14,34,0,0,0,1,1,1,0,1,0,3,2,3,753
332,"PRIMARY PATHSHALA DAULATPUR NAHERI",235,219,0,454,225,190,0,415,415,0,390,5,0,13,0,0,1,1,0,0,0,0,1,1,0,3,415
333,"PRIMARY PATHSHALA DAUDPUR MEHRUL NISHA",259,229,0,488,237,211,0,448,448,0,445,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,448
