"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Part No","Part Name",Male,Female,Other,"Total No. of electors",Male,Female,Other,Total,"No of voters identifying using EPIC","Tendered Voter","1 - ABHISHEK MISRA","2 - NAKUL DUBEY","3 - RAJ NATH SINGH","4 - PROF. RITA BAHUGUNA JOSHI","5 - SYED JAVED AHMED JAFRI","6 - TARA PATKAR","7 - NAND KUMAR LODHI RAJPOOT","8 - RABI DUBEY","9 - RAJ KUMAR SINGH","10 - RADHA KRISHNAN","11 - RAMPHAL RAWAT","12 - VIJAY BAHADUR SINGH","13 - SHISHU PAL YADAV","14 - MOHD. SARWAR MALIK","15 - SUNIL SINGH","16 - SUMAN VERMA","17 - SANJEEV MEHROTRA ALIAS PIKKU BHAI","18 - HARI RAM ALIAS HARIBHAI PATEL","19 - SYED ALI HUSAIN","20 - ASOK PANDE","21 - ADARSH SHASTRI","22 - GHANSHYAM SINGH","23 - PADAM CHANDRA GUPTA","24 - MANOJ SINGH","25 - YOGESH CHANDRA BHATT","26 - RAJEEV RANJAN TIWARI ALIAS RAJ BEHARI","27 - VINAY PRAKASH MISHRA","28 - SHAILENDRA SINGH YADAV","29 - SUBHASH CHANDRA LEHRI","30 - None of the Above","Total Votes Secured"
110,"LUCKNOW CHRISTION TRANING COLLEGE ROOM NO-06",654,651,0,1305,372,340,0,712,538,0,18,39,317,297,27,0,2,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,712
111,"PRATHMIK VIDHALAYA BAJAR JHAULAL ROOM NO-01",647,518,0,1165,348,243,0,591,587,0,57,7,96,384,26,0,3,0,1,1,0,1,0,0,0,2,2,2,0,2,0,1,1,2,1,0,0,0,2,0,591
112,"PRATHMIK VIDHALAYA BAJAR JHAULAL ROOM NO-02",622,584,0,1206,376,257,0,633,602,0,45,11,82,448,36,0,0,0,0,0,0,0,0,1,0,1,2,1,1,3,0,0,0,1,0,0,0,0,0,1,633
113,"PRATHMIK VIDHALAYA BAJAR JHAULAL ROOM NO-03",542,509,0,1051,264,137,0,401,395,0,56,3,34,299,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,401
114,"PRATHMIK VIDHALAYA BAJAR JHAULAL ROOM NO-04",743,632,0,1375,397,305,0,702,702,0,86,13,87,473,19,0,0,0,0,2,0,1,0,1,0,4,3,2,1,4,0,1,0,1,0,0,0,1,0,3,702
115,"AMINABAD INTER COLLEGE ROOM NO-01",795,668,0,1463,454,330,0,784,350,0,31,15,222,477,24,0,0,1,1,0,0,0,0,0,2,1,1,0,1,3,1,0,1,0,2,1,0,0,0,0,784
116,"AMINABAD INTER COLLEGE ROOM NO-02",535,470,0,1005,280,237,0,517,517,0,32,3,100,359,12,0,1,0,1,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,517
117,"AMINABAD INTER COLLEGE ROOM NO-03",681,630,0,1311,393,270,0,663,663,0,23,8,104,483,23,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,1,1,0,3,0,1,2,0,1,1,663
118,"AMINABAD INTER COLLEGE ROOM NO-04",743,606,0,1349,382,372,0,754,647,0,155,14,176,387,9,0,0,0,0,0,1,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,5,754
119,"AMINABAD INTER COLLEGE ROOM NO-05",575,475,0,1050,365,268,0,633,526,0,54,5,65,487,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,633
120,"AMINABAD INTER COLLEGE ROOM NO-06",693,605,0,1298,453,288,0,741,737,0,51,12,246,397,20,0,2,0,1,0,1,1,0,0,0,0,2,1,1,1,1,0,2,0,0,0,0,0,0,2,741
121,"AMINABAD INTER COLLEGE ROOM NO-07",294,281,0,575,161,136,0,297,297,0,21,29,56,177,7,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,297
122,"AMINABAD INTER COLLEGE ROOM NO-08",359,293,0,652,242,151,0,393,393,0,14,1,130,227,15,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,393
123,"LIBERTY CONVENT SCHOOL ROOM NO-01",360,349,0,709,239,191,0,430,422,0,24,5,214,162,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,430
124,"OM MANDIR NAGAR ARYA SAMAJ ROOM NO-01",559,507,0,1066,301,226,0,527,478,0,20,5,157,321,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,527
125,"AMAR CONVENT SCHOOL ROOM NO-01",801,685,0,1486,454,304,0,758,758,0,22,6,306,393,21,1,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,758
126,"AMAR CONVENT SCHOOL ROOM NO-02",678,600,0,1278,400,281,0,681,633,0,18,6,93,525,29,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,1,1,0,1,0,1,0,681
127,"PRATHMIK VIDHALAYA FATEHGANJ ROOM NO-01",616,528,0,1144,365,233,0,598,598,0,26,15,451,90,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,598
128,"PRATHMIK VIDHALAYA FATEHGANJ ROOM NO-02",632,571,0,1203,384,299,0,683,681,0,23,8,396,217,9,0,0,0,1,0,0,0,2,4,2,2,1,0,2,3,1,1,1,3,1,0,1,0,1,4,683
129,"PRATHMIK VIDHALAYA FATEHGANJ ROOM NO-03",578,511,0,1089,361,285,0,646,621,0,36,9,334,241,17,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,646
130,"PRATHMIK VIDHALAYA FATEHGANJ ROOM NO-04",589,510,0,1099,337,241,0,578,475,0,28,6,19,467,49,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,578
131,"PRA.VI.KUNDARI RAKABGANJ BALAK BALIKA ROOM NO-01",480,442,0,922,251,223,0,474,466,0,13,29,318,102,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,474
132,"PRA.VI.KUNDARI RAKABGANJ BALAK BALIKA ROOM NO-02",525,474,0,999,299,240,0,539,483,0,12,10,434,63,10,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,539
133,"SARASWATI SHIKSHA NIKETAN ROOM NO-01",522,405,0,927,302,212,0,514,514,0,13,35,315,134,7,0,0,0,0,2,0,0,0,0,0,1,2,0,2,1,0,0,1,0,0,0,0,1,0,0,514
134,"SARASWATI SHIKSHA NIKETAN ROOM NO-02",541,481,0,1022,259,191,0,450,450,0,16,27,293,100,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,3,450
135,"SARASWATI SHIKSHA NIKETAN ROOM NO-03",682,607,0,1289,417,313,0,730,728,0,21,50,543,93,11,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,730
136,"LALITA SHASHTRI MONTESSORY SCHOOL ROOM NO-01",514,459,0,973,294,231,0,525,111,0,40,6,359,94,19,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,525
137,"LALITA SHASHTRI MONTESSORY SCHOOL ROOM NO-02",550,522,0,1072,314,273,0,587,550,0,32,0,382,133,29,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,3,587
138,"AWADH PUBLIC SCHOOL ROOM NO-01",548,478,0,1026,331,247,0,578,300,0,29,60,364,101,7,0,0,0,0,0,0,0,1,2,1,0,2,0,1,0,0,0,2,1,0,0,0,0,0,7,578
139,"AWADH PUBLIC SCHOOL ROOM NO-02",580,524,0,1104,363,261,0,624,620,0,32,33,392,141,8,0,0,0,0,0,2,1,0,6,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,624
140,"AWADH PUBLIC SCHOOL ROOM NO-03",597,533,0,1130,372,282,0,654,610,0,53,17,359,196,20,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,654
141,"AWADH PUBLIC SCHOOL ROOM NO-04",268,252,0,520,166,139,0,305,265,0,22,3,237,36,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,305
142,"LAL BAHADUR SHASHTRI SAMARAK BALAK BALIKA VIDHALAYA ROOM NO-01",544,440,0,984,349,239,0,588,401,0,11,98,366,85,8,1,0,1,1,1,0,2,1,2,0,0,0,3,1,1,0,0,0,3,0,0,1,1,0,1,588
143,"LAL BAHADUR SHASHTRI SAMARAK BALAK BALIKA VIDHALAYA ROOM NO-02",755,723,0,1478,499,406,0,905,491,0,61,87,358,372,13,1,0,2,0,0,0,0,1,0,0,0,2,1,0,3,0,0,1,1,0,0,0,0,0,2,905
144,"NARAYAN PRAKASH PATHSALA JONIER HIGH SCHOOL ROOM NO-01",521,473,0,994,311,220,0,531,481,0,40,16,367,46,11,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,1,2,2,2,1,1,1,1,1,4,531
145,"NARAYAN PRAKASH PATHSALA JONIER HIGH SCHOOL ROOM NO-02",673,588,0,1261,329,222,0,551,551,0,20,14,421,51,20,2,1,0,0,1,0,0,2,4,0,1,3,0,0,0,0,1,0,1,1,0,1,0,1,6,551
146,"NARAYAN PRAKASH PATHSALA JONIER HIGH SCHOOL ROOM NO-03",504,455,0,959,326,255,0,581,544,0,18,36,475,35,5,0,0,0,0,1,0,0,0,1,0,1,1,0,2,1,0,0,2,0,1,0,1,0,0,1,581
147,"NAVYUG DEGREE COLLEGE RAJENDRA NAGAR ROOM NO-01",725,622,0,1347,413,288,0,701,209,0,18,89,442,126,6,0,1,0,0,2,0,0,0,4,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,5,701
148,"NAVYUG DEGREE COLLEGE RAJENDRA NAGAR ROOM NO-02",677,564,0,1241,449,299,0,748,744,0,20,30,538,129,15,0,1,0,2,0,0,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,2,4,748
149,"NAVYUG DEGREE COLLEGE RAJENDRA NAGAR ROOM NO-03",869,764,0,1633,495,403,0,898,898,0,13,49,719,79,25,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,5,898
150,"NAVYUG DEGREE COLLEGE RAJENDRA NAGAR ROOM NO-04",593,505,0,1098,320,258,0,578,558,0,16,16,289,225,16,0,0,0,0,0,1,1,1,4,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,4,578
151,"NAVYUG DEGREE COLLEGE RAJENDRA NAGAR ROOM NO-05",788,702,0,1490,397,312,0,709,697,0,11,14,460,198,15,0,0,1,0,0,1,0,0,0,1,1,1,0,2,1,0,0,0,0,0,2,1,0,0,0,709
152,"NAVYUG DEGREE COLLEGE RAJENDRA NAGAR ROOM NO-06",568,587,0,1155,345,352,0,697,691,0,16,9,591,50,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,697
153,"NAVYUG KANYA COLLEGE ROOM NO-01",693,598,0,1291,350,287,0,637,618,0,25,63,397,106,16,1,0,1,3,6,0,1,3,4,0,3,0,0,2,0,1,0,1,0,0,0,0,1,0,3,637
154,"NAVYUG KANYA COLLEGE ROOM NO-02",239,196,0,435,132,94,0,226,158,0,5,13,142,50,7,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,226
155,"NAVYUG KANYA COLLEGE ROOM NO-03",567,486,0,1053,300,242,0,542,542,0,18,51,297,132,14,0,0,1,0,1,0,1,0,2,1,3,5,1,3,1,1,0,4,0,0,1,0,0,1,4,542
156,"NAVYUG KANYA COLLEGE ROOM NO-04",396,352,0,748,215,165,0,380,372,0,11,72,110,171,2,0,1,2,1,0,0,2,0,0,0,2,0,1,0,0,1,1,1,0,0,1,0,0,0,1,380
157,"HINDU BAL VIDHALAYA ROOM NO-01",722,628,0,1350,434,379,0,813,813,0,22,11,545,197,15,0,0,0,0,1,0,0,1,3,1,3,0,1,2,1,1,0,0,1,0,1,0,1,0,6,813
158,"HINDU BAL VIDHALAYA ROOM NO-02",696,671,0,1367,457,365,0,822,790,0,32,15,642,84,25,0,0,0,0,1,0,2,0,1,0,2,1,0,1,1,0,0,1,0,1,1,1,1,1,9,822
159,"HINDU BAL VIDHALAYA ROOM NO-03",467,427,0,894,304,226,0,530,198,0,20,14,430,48,10,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,530
160,"HINDU BAL VIDHALAYA ROOM NO-04",429,367,0,796,280,228,0,508,508,0,20,28,393,47,2,2,0,1,0,0,0,0,2,2,0,2,1,1,1,1,0,0,0,0,0,0,2,1,0,2,508
161,"BIHARI LAL RASTIGI DHARMSALA  HALL NO-01",534,485,0,1019,334,267,0,601,591,0,16,9,520,37,8,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,1,3,601
162,"BIHARI LAL RASTIGI DHARMSALA  HALL NO-02",411,302,0,713,231,146,0,377,375,0,7,6,293,53,9,0,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,377
163,"RADHIKA DEVI DHARMSALA HALL NO-01",710,683,0,1393,412,316,0,728,718,0,26,11,433,234,3,1,1,1,0,0,0,0,1,0,0,0,1,1,0,3,0,1,5,0,0,2,0,2,1,1,728
164,"RADHIKA DEVI DHARMSALA HALL NO-02",755,647,0,1402,458,373,0,831,820,0,11,5,458,332,13,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,831
165,"RADHIKA DEVI DHARMSALA HALL NO-03",806,683,0,1489,490,338,0,828,828,0,32,7,441,325,7,0,0,0,0,0,1,0,1,1,0,1,2,0,1,4,0,0,0,1,0,0,1,0,1,2,828
166,"VISHNU NAGAR SHIKSHA NIKETAN KANYA INTER COLLEGE ROOM NO-01",492,443,0,935,321,228,0,549,549,0,24,24,415,68,7,0,2,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,549
167,"VISHNU NAGAR SHIKSHA NIKETAN KANYA INTER COLLEGE ROOM NO-02",482,413,0,895,307,233,0,540,537,0,10,8,458,47,7,0,0,0,1,0,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,540
168,"VISHNU NAGAR SHIKSHA NIKETAN KANYA INTER COLLEGE ROOM NO-03",517,466,0,983,308,237,0,545,537,0,17,21,437,58,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,545
169,"VISHNU NAGAR SHIKSHA NIKETAN KANYA INTER COLLEGE ROOM NO-04",469,399,0,868,287,209,0,496,496,0,4,46,330,102,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,496
170,"VISHNU NAGAR SHIKSHA NIKETAN KANYA INTER COLLEGE ROOM NO-05",594,606,0,1200,400,370,0,770,770,0,9,12,654,70,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,770
171,"PRATHMIK VIDHALAYA AMINABAD ROOM NO-01",598,547,0,1145,333,255,0,588,588,0,13,8,387,165,10,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,588
172,"PRATHMIK VIDHALAYA AMINABAD ROOM NO-02",384,320,0,704,198,143,0,341,331,0,6,2,275,46,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,2,341
173,"PRATHMIK VIDHALAYA AMINABAD ROOM NO-03",548,542,0,1090,340,275,0,615,285,0,16,9,500,79,6,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,615
174,"PRATHMIK VIDHALAYA AMINABAD ROOM NO-04",775,672,0,1447,332,459,0,791,785,0,12,8,557,196,8,0,0,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,791
175,"MUMTAZ INTER COLLEGE ROOM NO-01",658,552,0,1210,395,248,0,643,643,0,22,13,302,284,13,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,643
176,"MUMTAZ INTER COLLEGE ROOM NO-02",270,234,0,504,108,141,0,249,249,0,11,0,128,104,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,249
177,"CENTENEAL COLLEGE ROOM N0-01",720,635,0,1355,336,260,0,596,525,0,16,35,313,196,22,1,0,0,0,0,0,0,3,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,2,1,596
178,"CENTENEAL COLLEGE ROOM N0-02",565,503,0,1068,302,216,0,518,518,0,18,31,107,335,16,1,1,0,0,0,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,518
179,"CENTENEAL COLLEGE ROOM N0-03",561,495,0,1056,331,206,0,537,537,0,18,55,259,159,33,0,0,1,0,0,0,0,0,1,1,1,2,1,0,0,1,1,1,0,0,0,0,1,0,2,537
180,"CENTENEAL COLLEGE ROOM N0-04",400,363,0,763,200,140,0,340,226,0,14,15,112,172,16,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,2,1,340
181,"CENTENEAL COLLEGE ROOM N0-05",487,390,1,878,240,182,0,422,401,0,25,19,190,160,12,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,1,1,1,0,0,0,1,3,0,3,422
182,"NARI SHIKSHA NIKETAN ROOM NO-01",658,655,0,1313,431,319,0,750,580,0,23,4,113,573,24,0,0,0,1,0,0,0,0,0,0,2,1,1,1,5,0,0,0,1,0,0,0,0,0,1,750
183,"NARI SHIKSHA NIKETAN ROOM NO-02",682,601,0,1283,469,323,0,792,767,0,18,11,543,192,15,0,0,1,1,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,792
184,"NARI SHIKSHA NIKETAN ROOM NO-03",706,635,0,1341,422,340,0,762,762,0,35,20,374,311,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,762
185,"NARI SHIKSHA NIKETAN ROOM NO-04",715,623,0,1338,412,284,0,696,689,0,16,14,104,530,16,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,1,0,0,1,3,2,2,696
186,"NARI SHIKSHA NIKETAN ROOM NO-05",519,445,0,964,342,253,0,595,288,0,25,28,209,320,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,595
187,"NARI SHIKSHA NIKETAN ROOM NO-06",325,316,0,641,182,183,0,365,363,0,7,15,220,107,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,365
188,"NARI SHIKSHA NIKETAN ROOM NO-07",852,654,0,1506,388,357,0,745,695,0,27,72,379,221,35,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,3,745
189,"MAHILA INTER COLLEGE ROOM NO-01",640,586,0,1226,341,315,0,656,656,0,11,6,376,246,5,1,0,0,0,0,1,0,0,2,0,1,1,0,1,2,0,2,0,0,0,0,0,1,0,0,656
190,"MAHILA INTER COLLEGE ROOM NO-02",590,539,0,1129,313,232,0,545,545,0,33,4,16,476,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,545
191,"MAHILA INTER COLLEGE ROOM NO-03",262,177,0,439,123,92,0,215,211,0,7,1,126,76,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215
192,"MAHILA INTER COLLEGE ROOM NO-04",411,416,0,827,223,192,0,415,304,0,8,7,310,74,7,1,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,415
193,"MAHILA INTER COLLEGE ROOM NO-05",510,417,0,927,261,154,0,415,646,0,8,8,305,82,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,415
194,"KASTURBA GHANDHI VIDHALAYA ROOM NO-01",693,648,0,1341,382,248,0,630,630,0,16,23,564,5,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,630
195,"KASTURBA GHANDHI VIDHALAYA ROOM NO-02",562,495,0,1057,269,353,0,622,209,0,61,3,429,105,7,0,1,0,1,0,0,1,1,0,1,3,2,0,0,1,0,0,1,1,0,1,0,1,0,2,622
196,"KASTURBA GHANDHI VIDHALAYA ROOM NO-03",453,421,0,874,311,256,0,567,567,0,20,11,395,115,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,8,567
197,"KASTURBA GHANDHI VIDHALAYA ROOM NO-04",608,566,0,1174,379,283,0,662,606,0,24,11,216,395,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,662
198,"BOYS ENGLO INTER COLLEGE  ROOM NO-01",809,756,0,1565,454,382,0,836,700,0,11,33,590,163,20,1,0,0,0,4,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,1,0,4,2,836
199,"BOYS ENGLO INTER COLLEGE  ROOM NO-02",342,362,0,704,213,173,0,386,384,0,11,12,216,138,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,386
200,"BOYS ENGLO INTER COLLEGE  ROOM NO-03",605,576,0,1181,417,343,0,760,760,0,11,9,559,104,26,2,3,2,2,2,2,3,2,2,2,2,3,2,3,2,2,1,1,1,1,0,1,1,1,8,760
201,"BOYS ENGLO INTER COLLEGE  ROOM NO-04",478,417,0,895,268,189,0,457,352,0,19,57,219,134,23,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,457
202,"BOYS ENGLO INTER COLLEGE  ROOM NO-06",403,359,0,762,237,200,0,437,204,0,18,43,268,86,13,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,1,437
203,"NAGAR NIGAM MODEL MONTESSORY SCHOOL ROOM NO-01",862,691,0,1553,535,310,0,845,838,0,31,7,152,602,37,0,0,0,2,0,1,0,0,1,1,0,1,1,1,2,0,1,2,2,0,0,0,1,0,0,845
204,"NAGAR NIGAM MODEL MONTESSORY SCHOOL ROOM NO-02",523,466,0,989,301,250,0,551,551,0,19,10,113,376,22,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6,551
205,"NAGAR NIGAM MODEL MONTESSORY SCHOOL ROOM NO-03",446,388,0,834,200,252,0,452,441,0,29,3,104,304,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,452
206,"NAGAR NIGAM MODEL MONTESSORY SCHOOL ROOM NO-04",782,747,0,1529,428,316,0,744,315,0,46,6,25,634,17,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,2,0,2,1,0,0,0,1,1,2,744
207,"NAGAR NIGAM MODEL MONTESSORY SCHOOL ROOM NO-05",490,482,0,972,273,221,0,494,494,0,15,5,153,284,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,494
208,"NAGAR NIGAM MODEL MONTESSORY SCHOOL ROOM NO-06",378,342,0,720,206,173,0,379,290,0,10,2,142,208,12,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,379
209,"ST.TRESA DAY SCHOOL ROOM NO-01",488,443,0,931,354,303,0,657,656,0,13,4,453,167,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,657
210,"ST.TRESA DAY SCHOOL ROOM NO-02",398,382,0,780,240,181,0,421,418,0,7,4,279,102,21,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,421
211,"VIDHANT DEGREE COLLEGE ROOM NO-01",781,688,0,1469,447,332,0,779,751,0,10,52,261,440,7,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,779
212,"VIDHANT DEGREE COLLEGE ROOM NO-02",422,398,0,820,233,170,0,403,403,0,8,12,134,232,9,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,403
213,"VIDHANT DEGREE COLLEGE ROOM NO-03",544,516,0,1060,264,252,0,516,512,0,6,21,388,77,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5,516
214,"VIDHYANT DEGREE COLLEGE ROOM NO. 4",694,647,0,1341,415,324,0,739,333,0,16,7,330,333,42,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,1,739
215,"BABA THAKURDAS H.S. SCHOOL ROOM NO. 1",688,588,0,1276,337,283,0,620,601,0,30,63,123,383,12,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,620
216,"BABA THAKURDAS H.S. SCHOOL ROOM NO. 2",662,546,0,1208,409,272,0,681,169,0,56,13,141,444,16,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,2,681
217,"BABA THAKURDAS H.S. SCHOOL ROOM NO. 3",490,480,0,970,289,253,0,542,542,0,34,17,139,329,11,0,1,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,3,542
218,"BABA THAKURDAS H.S. SCHOOL ROOM NO. 4",542,501,0,1043,303,227,0,530,530,0,13,59,351,86,4,0,0,0,1,0,0,0,1,7,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,530
219,"BABA THAKURDAS H.S. SCHOOL ROOM NO. 5",452,391,0,843,191,153,0,344,336,0,21,24,190,89,2,0,0,0,0,1,0,1,0,1,2,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,344
220,"KARYALAYA UPNIDESHAK SAMAJ KALYAN ROOM NO. 1",498,475,0,973,250,190,0,440,433,0,45,10,32,342,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,440
221,"KARYALAYA UPNIDESHAK SAMAJ KALYAN ROOM NO. 2",342,295,0,637,169,108,0,277,277,0,12,4,58,197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,277
222,"KARYALAYA UPNIDESHAK SAMAJ KALYAN ROOM NO. 3",700,659,0,1359,258,325,0,583,583,0,36,21,38,469,6,0,0,0,1,0,0,1,1,2,2,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,583
223,"KARYALAYA UPNIDESHAK SAMAJ KALYAN ROOM NO. 4",616,607,0,1223,234,179,0,413,408,0,26,9,37,329,4,0,0,0,0,1,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,413
224,"KARYALAYA UPNIDESHAK SAMAJ KALYAN ROOM NO. 5",450,401,0,851,236,222,0,458,453,0,12,6,215,196,19,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,458
